,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_nuclear_mm_usd_per_gw
1669,Croatia,HRV,2040,6256.666666666667
1670,Croatia,HRV,2041,6256.666666666667
1671,Croatia,HRV,2042,6256.666666666667
1672,Croatia,HRV,2043,6256.666666666667
1673,Croatia,HRV,2044,6256.666666666667
1674,Croatia,HRV,2045,6256.666666666667
1675,Croatia,HRV,2046,6256.666666666667
1676,Croatia,HRV,2047,6256.666666666667
1677,Croatia,HRV,2048,6256.666666666667
1678,Croatia,HRV,2049,6256.666666666667
1679,Croatia,HRV,2050,6256.666666666667
1680,Cuba,CUB,2021,5153.583333333334
1681,Cuba,CUB,2022,5153.583333333334
1682,Cuba,CUB,2023,5153.583333333334
1683,Cuba,CUB,2024,5153.583333333334
1684,Cuba,CUB,2025,5153.583333333334
1685,Cuba,CUB,2026,5153.583333333334
1686,Cuba,CUB,2027,5153.583333333334
1687,Cuba,CUB,2028,5153.583333333334
1688,Cuba,CUB,2029,5153.583333333334
1689,Cuba,CUB,2030,5153.583333333334
1690,Cuba,CUB,2031,5153.583333333334
1691,Cuba,CUB,2032,5153.583333333334
1692,Cuba,CUB,2033,5153.583333333334
1693,Cuba,CUB,2034,5153.583333333334
1694,Cuba,CUB,2035,5153.583333333334
1695,Cuba,CUB,2036,5153.583333333334
1696,Cuba,CUB,2037,5153.583333333334
1697,Cuba,CUB,2038,5153.583333333334
1698,Cuba,CUB,2039,5153.583333333334
1699,Cuba,CUB,2040,5153.583333333334
1700,Cuba,CUB,2041,5153.583333333334
1701,Cuba,CUB,2042,5153.583333333334
1702,Cuba,CUB,2043,5153.583333333334
1703,Cuba,CUB,2044,5153.583333333334
1704,Cuba,CUB,2045,5153.583333333334
1705,Cuba,CUB,2046,5153.583333333334
1706,Cuba,CUB,2047,5153.583333333334
1707,Cuba,CUB,2048,5153.583333333334
1708,Cuba,CUB,2049,5153.583333333334
1709,Cuba,CUB,2050,5153.583333333334
1710,Curaçao,CUW,2021,5153.583333333334
1711,Curaçao,CUW,2022,5153.583333333334
1712,Curaçao,CUW,2023,5153.583333333334
1713,Curaçao,CUW,2024,5153.583333333334
1714,Curaçao,CUW,2025,5153.583333333334
1715,Curaçao,CUW,2026,5153.583333333334
1716,Curaçao,CUW,2027,5153.583333333334
1717,Curaçao,CUW,2028,5153.583333333334
1718,Curaçao,CUW,2029,5153.583333333334
1719,Curaçao,CUW,2030,5153.583333333334
1720,Curaçao,CUW,2031,5153.583333333334
1721,Curaçao,CUW,2032,5153.583333333334
1722,Curaçao,CUW,2033,5153.583333333334
1723,Curaçao,CUW,2034,5153.583333333334
1724,Curaçao,CUW,2035,5153.583333333334
1725,Curaçao,CUW,2036,5153.583333333334
1726,Curaçao,CUW,2037,5153.583333333334
1727,Curaçao,CUW,2038,5153.583333333334
1728,Curaçao,CUW,2039,5153.583333333334
1729,Curaçao,CUW,2040,5153.583333333334
1730,Curaçao,CUW,2041,5153.583333333334
1731,Curaçao,CUW,2042,5153.583333333334
1732,Curaçao,CUW,2043,5153.583333333334
1733,Curaçao,CUW,2044,5153.583333333334
1734,Curaçao,CUW,2045,5153.583333333334
1735,Curaçao,CUW,2046,5153.583333333334
1736,Curaçao,CUW,2047,5153.583333333334
1737,Curaçao,CUW,2048,5153.583333333334
1738,Curaçao,CUW,2049,5153.583333333334
1739,Curaçao,CUW,2050,5153.583333333334
1740,Cyprus,CYP,2021,4050.5
1741,Cyprus,CYP,2022,4050.5
1742,Cyprus,CYP,2023,4050.5
1743,Cyprus,CYP,2024,4050.5
1744,Cyprus,CYP,2025,4050.5
1745,Cyprus,CYP,2026,4050.5
1746,Cyprus,CYP,2027,4050.5
1747,Cyprus,CYP,2028,4050.5
1748,Cyprus,CYP,2029,4050.5
1749,Cyprus,CYP,2030,4050.5
1750,Cyprus,CYP,2031,4050.5
1751,Cyprus,CYP,2032,4050.5
1752,Cyprus,CYP,2033,4050.5
1753,Cyprus,CYP,2034,4050.5
1754,Cyprus,CYP,2035,4050.5
1755,Cyprus,CYP,2036,4050.5
1756,Cyprus,CYP,2037,4050.5
1757,Cyprus,CYP,2038,4050.5
1758,Cyprus,CYP,2039,4050.5
1759,Cyprus,CYP,2040,4050.5
1760,Cyprus,CYP,2041,4050.5
1761,Cyprus,CYP,2042,4050.5
1762,Cyprus,CYP,2043,4050.5
1763,Cyprus,CYP,2044,4050.5
1764,Cyprus,CYP,2045,4050.5
1765,Cyprus,CYP,2046,4050.5
1766,Cyprus,CYP,2047,4050.5
1767,Cyprus,CYP,2048,4050.5
1768,Cyprus,CYP,2049,4050.5
1769,Cyprus,CYP,2050,4050.5
1770,Czech Republic,CZE,2021,6256.666666666667
1771,Czech Republic,CZE,2022,6256.666666666667
1772,Czech Republic,CZE,2023,6256.666666666667
1773,Czech Republic,CZE,2024,6256.666666666667
1774,Czech Republic,CZE,2025,6256.666666666667
1775,Czech Republic,CZE,2026,6256.666666666667
1776,Czech Republic,CZE,2027,6256.666666666667
1777,Czech Republic,CZE,2028,6256.666666666667
1778,Czech Republic,CZE,2029,6256.666666666667
1779,Czech Republic,CZE,2030,6256.666666666667
1780,Czech Republic,CZE,2031,6256.666666666667
1781,Czech Republic,CZE,2032,6256.666666666667
1782,Czech Republic,CZE,2033,6256.666666666667
1783,Czech Republic,CZE,2034,6256.666666666667
1784,Czech Republic,CZE,2035,6256.666666666667
1785,Czech Republic,CZE,2036,6256.666666666667
1786,Czech Republic,CZE,2037,6256.666666666667
1787,Czech Republic,CZE,2038,6256.666666666667
1788,Czech Republic,CZE,2039,6256.666666666667
1789,Czech Republic,CZE,2040,6256.666666666667
1790,Czech Republic,CZE,2041,6256.666666666667
1791,Czech Republic,CZE,2042,6256.666666666667
1792,Czech Republic,CZE,2043,6256.666666666667
1793,Czech Republic,CZE,2044,6256.666666666667
1794,Czech Republic,CZE,2045,6256.666666666667
1795,Czech Republic,CZE,2046,6256.666666666667
1796,Czech Republic,CZE,2047,6256.666666666667
1797,Czech Republic,CZE,2048,6256.666666666667
1798,Czech Republic,CZE,2049,6256.666666666667
1799,Czech Republic,CZE,2050,6256.666666666667
1800,Denmark,DNK,2021,6256.666666666667
1801,Denmark,DNK,2022,6256.666666666667
1802,Denmark,DNK,2023,6256.666666666667
1803,Denmark,DNK,2024,6256.666666666667
1804,Denmark,DNK,2025,6256.666666666667
1805,Denmark,DNK,2026,6256.666666666667
1806,Denmark,DNK,2027,6256.666666666667
1807,Denmark,DNK,2028,6256.666666666667
1808,Denmark,DNK,2029,6256.666666666667
1809,Denmark,DNK,2030,6256.666666666667
1810,Denmark,DNK,2031,6256.666666666667
1811,Denmark,DNK,2032,6256.666666666667
1812,Denmark,DNK,2033,6256.666666666667
1813,Denmark,DNK,2034,6256.666666666667
1814,Denmark,DNK,2035,6256.666666666667
1815,Denmark,DNK,2036,6256.666666666667
1816,Denmark,DNK,2037,6256.666666666667
1817,Denmark,DNK,2038,6256.666666666667
1818,Denmark,DNK,2039,6256.666666666667
1819,Denmark,DNK,2040,6256.666666666667
1820,Denmark,DNK,2041,6256.666666666667
1821,Denmark,DNK,2042,6256.666666666667
1822,Denmark,DNK,2043,6256.666666666667
1823,Denmark,DNK,2044,6256.666666666667
1824,Denmark,DNK,2045,6256.666666666667
1825,Denmark,DNK,2046,6256.666666666667
1826,Denmark,DNK,2047,6256.666666666667
1827,Denmark,DNK,2048,6256.666666666667
1828,Denmark,DNK,2049,6256.666666666667
1829,Denmark,DNK,2050,6256.666666666667
1830,Djibouti,DJI,2021,5153.583333333334
1831,Djibouti,DJI,2022,5153.583333333334
1832,Djibouti,DJI,2023,5153.583333333334
1833,Djibouti,DJI,2024,5153.583333333334
1834,Djibouti,DJI,2025,5153.583333333334
1835,Djibouti,DJI,2026,5153.583333333334
1836,Djibouti,DJI,2027,5153.583333333334
1837,Djibouti,DJI,2028,5153.583333333334
1838,Djibouti,DJI,2029,5153.583333333334
1839,Djibouti,DJI,2030,5153.583333333334
1840,Djibouti,DJI,2031,5153.583333333334
1841,Djibouti,DJI,2032,5153.583333333334
1842,Djibouti,DJI,2033,5153.583333333334
1843,Djibouti,DJI,2034,5153.583333333334
1844,Djibouti,DJI,2035,5153.583333333334
1845,Djibouti,DJI,2036,5153.583333333334
1846,Djibouti,DJI,2037,5153.583333333334
1847,Djibouti,DJI,2038,5153.583333333334
1848,Djibouti,DJI,2039,5153.583333333334
1849,Djibouti,DJI,2040,5153.583333333334
1850,Djibouti,DJI,2041,5153.583333333334
1851,Djibouti,DJI,2042,5153.583333333334
1852,Djibouti,DJI,2043,5153.583333333334
1853,Djibouti,DJI,2044,5153.583333333334
1854,Djibouti,DJI,2045,5153.583333333334
1855,Djibouti,DJI,2046,5153.583333333334
1856,Djibouti,DJI,2047,5153.583333333334
1857,Djibouti,DJI,2048,5153.583333333334
1858,Djibouti,DJI,2049,5153.583333333334
1859,Djibouti,DJI,2050,5153.583333333334
1860,Dominica,DMA,2021,5153.583333333334
1861,Dominica,DMA,2022,5153.583333333334
1862,Dominica,DMA,2023,5153.583333333334
1863,Dominica,DMA,2024,5153.583333333334
1864,Dominica,DMA,2025,5153.583333333334
1865,Dominica,DMA,2026,5153.583333333334
1866,Dominica,DMA,2027,5153.583333333334
1867,Dominica,DMA,2028,5153.583333333334
1868,Dominica,DMA,2029,5153.583333333334
1869,Dominica,DMA,2030,5153.583333333334
1870,Dominica,DMA,2031,5153.583333333334
1871,Dominica,DMA,2032,5153.583333333334
1872,Dominica,DMA,2033,5153.583333333334
1873,Dominica,DMA,2034,5153.583333333334
1874,Dominica,DMA,2035,5153.583333333334
1875,Dominica,DMA,2036,5153.583333333334
1876,Dominica,DMA,2037,5153.583333333334
1877,Dominica,DMA,2038,5153.583333333334
1878,Dominica,DMA,2039,5153.583333333334
1879,Dominica,DMA,2040,5153.583333333334
1880,Dominica,DMA,2041,5153.583333333334
1881,Dominica,DMA,2042,5153.583333333334
1882,Dominica,DMA,2043,5153.583333333334
1883,Dominica,DMA,2044,5153.583333333334
1884,Dominica,DMA,2045,5153.583333333334
1885,Dominica,DMA,2046,5153.583333333334
1886,Dominica,DMA,2047,5153.583333333334
1887,Dominica,DMA,2048,5153.583333333334
1888,Dominica,DMA,2049,5153.583333333334
1889,Dominica,DMA,2050,5153.583333333334
1890,Dominican Republic,DOM,2021,5153.583333333334
1891,Dominican Republic,DOM,2022,5153.583333333334
1892,Dominican Republic,DOM,2023,5153.583333333334
1893,Dominican Republic,DOM,2024,5153.583333333334
1894,Dominican Republic,DOM,2025,5153.583333333334
1895,Dominican Republic,DOM,2026,5153.583333333334
1896,Dominican Republic,DOM,2027,5153.583333333334
1897,Dominican Republic,DOM,2028,5153.583333333334
1898,Dominican Republic,DOM,2029,5153.583333333334
1899,Dominican Republic,DOM,2030,5153.583333333334
1900,Dominican Republic,DOM,2031,5153.583333333334
1901,Dominican Republic,DOM,2032,5153.583333333334
1902,Dominican Republic,DOM,2033,5153.583333333334
1903,Dominican Republic,DOM,2034,5153.583333333334
1904,Dominican Republic,DOM,2035,5153.583333333334
1905,Dominican Republic,DOM,2036,5153.583333333334
1906,Dominican Republic,DOM,2037,5153.583333333334
1907,Dominican Republic,DOM,2038,5153.583333333334
1908,Dominican Republic,DOM,2039,5153.583333333334
1909,Dominican Republic,DOM,2040,5153.583333333334
1910,Dominican Republic,DOM,2041,5153.583333333334
1911,Dominican Republic,DOM,2042,5153.583333333334
1912,Dominican Republic,DOM,2043,5153.583333333334
1913,Dominican Republic,DOM,2044,5153.583333333334
1914,Dominican Republic,DOM,2045,5153.583333333334
1915,Dominican Republic,DOM,2046,5153.583333333334
1916,Dominican Republic,DOM,2047,5153.583333333334
1917,Dominican Republic,DOM,2048,5153.583333333334
1918,Dominican Republic,DOM,2049,5153.583333333334
1919,Dominican Republic,DOM,2050,5153.583333333334
1920,Ecuador,ECU,2021,5153.583333333334
1921,Ecuador,ECU,2022,5153.583333333334
1922,Ecuador,ECU,2023,5153.583333333334
1923,Ecuador,ECU,2024,5153.583333333334
1924,Ecuador,ECU,2025,5153.583333333334
1925,Ecuador,ECU,2026,5153.583333333334
1926,Ecuador,ECU,2027,5153.583333333334
1927,Ecuador,ECU,2028,5153.583333333334
1928,Ecuador,ECU,2029,5153.583333333334
1929,Ecuador,ECU,2030,5153.583333333334
1930,Ecuador,ECU,2031,5153.583333333334
1931,Ecuador,ECU,2032,5153.583333333334
1932,Ecuador,ECU,2033,5153.583333333334
1933,Ecuador,ECU,2034,5153.583333333334
1934,Ecuador,ECU,2035,5153.583333333334
1935,Ecuador,ECU,2036,5153.583333333334
1936,Ecuador,ECU,2037,5153.583333333334
1937,Ecuador,ECU,2038,5153.583333333334
1938,Ecuador,ECU,2039,5153.583333333334
1939,Ecuador,ECU,2040,5153.583333333334
1940,Ecuador,ECU,2041,5153.583333333334
1941,Ecuador,ECU,2042,5153.583333333334
1942,Ecuador,ECU,2043,5153.583333333334
1943,Ecuador,ECU,2044,5153.583333333334
1944,Ecuador,ECU,2045,5153.583333333334
1945,Ecuador,ECU,2046,5153.583333333334
1946,Ecuador,ECU,2047,5153.583333333334
1947,Ecuador,ECU,2048,5153.583333333334
1948,Ecuador,ECU,2049,5153.583333333334
1949,Ecuador,ECU,2050,5153.583333333334
1950,Egypt,EGY,2021,5153.583333333334
1951,Egypt,EGY,2022,5153.583333333334
1952,Egypt,EGY,2023,5153.583333333334
1953,Egypt,EGY,2024,5153.583333333334
1954,Egypt,EGY,2025,5153.583333333334
1955,Egypt,EGY,2026,5153.583333333334
1956,Egypt,EGY,2027,5153.583333333334
1957,Egypt,EGY,2028,5153.583333333334
1958,Egypt,EGY,2029,5153.583333333334
1959,Egypt,EGY,2030,5153.583333333334
1960,Egypt,EGY,2031,5153.583333333334
1961,Egypt,EGY,2032,5153.583333333334
1962,Egypt,EGY,2033,5153.583333333334
1963,Egypt,EGY,2034,5153.583333333334
1964,Egypt,EGY,2035,5153.583333333334
1965,Egypt,EGY,2036,5153.583333333334
1966,Egypt,EGY,2037,5153.583333333334
1967,Egypt,EGY,2038,5153.583333333334
1968,Egypt,EGY,2039,5153.583333333334
1969,Egypt,EGY,2040,5153.583333333334
1970,Egypt,EGY,2041,5153.583333333334
1971,Egypt,EGY,2042,5153.583333333334
1972,Egypt,EGY,2043,5153.583333333334
1973,Egypt,EGY,2044,5153.583333333334
1974,Egypt,EGY,2045,5153.583333333334
1975,Egypt,EGY,2046,5153.583333333334
1976,Egypt,EGY,2047,5153.583333333334
1977,Egypt,EGY,2048,5153.583333333334
1978,Egypt,EGY,2049,5153.583333333334
1979,Egypt,EGY,2050,5153.583333333334
1980,El Salvador,SLV,2021,5153.583333333334
1981,El Salvador,SLV,2022,5153.583333333334
1982,El Salvador,SLV,2023,5153.583333333334
1983,El Salvador,SLV,2024,5153.583333333334
1984,El Salvador,SLV,2025,5153.583333333334
1985,El Salvador,SLV,2026,5153.583333333334
1986,El Salvador,SLV,2027,5153.583333333334
1987,El Salvador,SLV,2028,5153.583333333334
1988,El Salvador,SLV,2029,5153.583333333334
1989,El Salvador,SLV,2030,5153.583333333334
1990,El Salvador,SLV,2031,5153.583333333334
1991,El Salvador,SLV,2032,5153.583333333334
1992,El Salvador,SLV,2033,5153.583333333334
1993,El Salvador,SLV,2034,5153.583333333334
1994,El Salvador,SLV,2035,5153.583333333334
1995,El Salvador,SLV,2036,5153.583333333334
1996,El Salvador,SLV,2037,5153.583333333334
1997,El Salvador,SLV,2038,5153.583333333334
1998,El Salvador,SLV,2039,5153.583333333334
1999,El Salvador,SLV,2040,5153.583333333334
2000,El Salvador,SLV,2041,5153.583333333334
2001,El Salvador,SLV,2042,5153.583333333334
2002,El Salvador,SLV,2043,5153.583333333334
2003,El Salvador,SLV,2044,5153.583333333334
2004,El Salvador,SLV,2045,5153.583333333334
2005,El Salvador,SLV,2046,5153.583333333334
2006,El Salvador,SLV,2047,5153.583333333334
2007,El Salvador,SLV,2048,5153.583333333334
2008,El Salvador,SLV,2049,5153.583333333334
2009,El Salvador,SLV,2050,5153.583333333334
2010,Equatorial Guinea,GNQ,2021,5153.583333333334
2011,Equatorial Guinea,GNQ,2022,5153.583333333334
2012,Equatorial Guinea,GNQ,2023,5153.583333333334
2013,Equatorial Guinea,GNQ,2024,5153.583333333334
2014,Equatorial Guinea,GNQ,2025,5153.583333333334
2015,Equatorial Guinea,GNQ,2026,5153.583333333334
2016,Equatorial Guinea,GNQ,2027,5153.583333333334
2017,Equatorial Guinea,GNQ,2028,5153.583333333334
2018,Equatorial Guinea,GNQ,2029,5153.583333333334
2019,Equatorial Guinea,GNQ,2030,5153.583333333334
2020,Equatorial Guinea,GNQ,2031,5153.583333333334
2021,Equatorial Guinea,GNQ,2032,5153.583333333334
2022,Equatorial Guinea,GNQ,2033,5153.583333333334
2023,Equatorial Guinea,GNQ,2034,5153.583333333334
2024,Equatorial Guinea,GNQ,2035,5153.583333333334
2025,Equatorial Guinea,GNQ,2036,5153.583333333334
2026,Equatorial Guinea,GNQ,2037,5153.583333333334
2027,Equatorial Guinea,GNQ,2038,5153.583333333334
2028,Equatorial Guinea,GNQ,2039,5153.583333333334
2029,Equatorial Guinea,GNQ,2040,5153.583333333334
2030,Equatorial Guinea,GNQ,2041,5153.583333333334
2031,Equatorial Guinea,GNQ,2042,5153.583333333334
2032,Equatorial Guinea,GNQ,2043,5153.583333333334
2033,Equatorial Guinea,GNQ,2044,5153.583333333334
2034,Equatorial Guinea,GNQ,2045,5153.583333333334
2035,Equatorial Guinea,GNQ,2046,5153.583333333334
2036,Equatorial Guinea,GNQ,2047,5153.583333333334
2037,Equatorial Guinea,GNQ,2048,5153.583333333334
2038,Equatorial Guinea,GNQ,2049,5153.583333333334
2039,Equatorial Guinea,GNQ,2050,5153.583333333334
2040,Eritrea,ERI,2021,5153.583333333334
2041,Eritrea,ERI,2022,5153.583333333334
2042,Eritrea,ERI,2023,5153.583333333334
2043,Eritrea,ERI,2024,5153.583333333334
2044,Eritrea,ERI,2025,5153.583333333334
2045,Eritrea,ERI,2026,5153.583333333334
2046,Eritrea,ERI,2027,5153.583333333334
2047,Eritrea,ERI,2028,5153.583333333334
2048,Eritrea,ERI,2029,5153.583333333334
2049,Eritrea,ERI,2030,5153.583333333334
2050,Eritrea,ERI,2031,5153.583333333334
2051,Eritrea,ERI,2032,5153.583333333334
2052,Eritrea,ERI,2033,5153.583333333334
2053,Eritrea,ERI,2034,5153.583333333334
2054,Eritrea,ERI,2035,5153.583333333334
2055,Eritrea,ERI,2036,5153.583333333334
2056,Eritrea,ERI,2037,5153.583333333334
2057,Eritrea,ERI,2038,5153.583333333334
2058,Eritrea,ERI,2039,5153.583333333334
2059,Eritrea,ERI,2040,5153.583333333334
2060,Eritrea,ERI,2041,5153.583333333334
2061,Eritrea,ERI,2042,5153.583333333334
2062,Eritrea,ERI,2043,5153.583333333334
2063,Eritrea,ERI,2044,5153.583333333334
2064,Eritrea,ERI,2045,5153.583333333334
2065,Eritrea,ERI,2046,5153.583333333334
2066,Eritrea,ERI,2047,5153.583333333334
2067,Eritrea,ERI,2048,5153.583333333334
2068,Eritrea,ERI,2049,5153.583333333334
2069,Eritrea,ERI,2050,5153.583333333334
2070,Estonia,EST,2021,6256.666666666667
2071,Estonia,EST,2022,6256.666666666667
2072,Estonia,EST,2023,6256.666666666667
2073,Estonia,EST,2024,6256.666666666667
2074,Estonia,EST,2025,6256.666666666667
2075,Estonia,EST,2026,6256.666666666667
2076,Estonia,EST,2027,6256.666666666667
2077,Estonia,EST,2028,6256.666666666667
2078,Estonia,EST,2029,6256.666666666667
2079,Estonia,EST,2030,6256.666666666667
2080,Estonia,EST,2031,6256.666666666667
2081,Estonia,EST,2032,6256.666666666667
2082,Estonia,EST,2033,6256.666666666667
2083,Estonia,EST,2034,6256.666666666667
2084,Estonia,EST,2035,6256.666666666667
2085,Estonia,EST,2036,6256.666666666667
2086,Estonia,EST,2037,6256.666666666667
2087,Estonia,EST,2038,6256.666666666667
2088,Estonia,EST,2039,6256.666666666667
2089,Estonia,EST,2040,6256.666666666667
2090,Estonia,EST,2041,6256.666666666667
2091,Estonia,EST,2042,6256.666666666667
2092,Estonia,EST,2043,6256.666666666667
2093,Estonia,EST,2044,6256.666666666667
2094,Estonia,EST,2045,6256.666666666667
2095,Estonia,EST,2046,6256.666666666667
2096,Estonia,EST,2047,6256.666666666667
2097,Estonia,EST,2048,6256.666666666667
2098,Estonia,EST,2049,6256.666666666667
2099,Estonia,EST,2050,6256.666666666667
2100,Ethiopia,ETH,2021,5153.583333333334
2101,Ethiopia,ETH,2022,5153.583333333334
2102,Ethiopia,ETH,2023,5153.583333333334
2103,Ethiopia,ETH,2024,5153.583333333334
2104,Ethiopia,ETH,2025,5153.583333333334
2105,Ethiopia,ETH,2026,5153.583333333334
2106,Ethiopia,ETH,2027,5153.583333333334
2107,Ethiopia,ETH,2028,5153.583333333334
2108,Ethiopia,ETH,2029,5153.583333333334
2109,Ethiopia,ETH,2030,5153.583333333334
2110,Ethiopia,ETH,2031,5153.583333333334
2111,Ethiopia,ETH,2032,5153.583333333334
2112,Ethiopia,ETH,2033,5153.583333333334
2113,Ethiopia,ETH,2034,5153.583333333334
2114,Ethiopia,ETH,2035,5153.583333333334
2115,Ethiopia,ETH,2036,5153.583333333334
2116,Ethiopia,ETH,2037,5153.583333333334
2117,Ethiopia,ETH,2038,5153.583333333334
2118,Ethiopia,ETH,2039,5153.583333333334
2119,Ethiopia,ETH,2040,5153.583333333334
2120,Ethiopia,ETH,2041,5153.583333333334
2121,Ethiopia,ETH,2042,5153.583333333334
2122,Ethiopia,ETH,2043,5153.583333333334
2123,Ethiopia,ETH,2044,5153.583333333334
2124,Ethiopia,ETH,2045,5153.583333333334
2125,Ethiopia,ETH,2046,5153.583333333334
2126,Ethiopia,ETH,2047,5153.583333333334
2127,Ethiopia,ETH,2048,5153.583333333334
2128,Ethiopia,ETH,2049,5153.583333333334
2129,Ethiopia,ETH,2050,5153.583333333334
2130,Falkland Islands (Malvinas),FLK,2021,5153.583333333334
2131,Falkland Islands (Malvinas),FLK,2022,5153.583333333334
2132,Falkland Islands (Malvinas),FLK,2023,5153.583333333334
2133,Falkland Islands (Malvinas),FLK,2024,5153.583333333334
2134,Falkland Islands (Malvinas),FLK,2025,5153.583333333334
2135,Falkland Islands (Malvinas),FLK,2026,5153.583333333334
2136,Falkland Islands (Malvinas),FLK,2027,5153.583333333334
2137,Falkland Islands (Malvinas),FLK,2028,5153.583333333334
2138,Falkland Islands (Malvinas),FLK,2029,5153.583333333334
2139,Falkland Islands (Malvinas),FLK,2030,5153.583333333334
2140,Falkland Islands (Malvinas),FLK,2031,5153.583333333334
2141,Falkland Islands (Malvinas),FLK,2032,5153.583333333334
2142,Falkland Islands (Malvinas),FLK,2033,5153.583333333334
2143,Falkland Islands (Malvinas),FLK,2034,5153.583333333334
2144,Falkland Islands (Malvinas),FLK,2035,5153.583333333334
2145,Falkland Islands (Malvinas),FLK,2036,5153.583333333334
2146,Falkland Islands (Malvinas),FLK,2037,5153.583333333334
2147,Falkland Islands (Malvinas),FLK,2038,5153.583333333334
2148,Falkland Islands (Malvinas),FLK,2039,5153.583333333334
2149,Falkland Islands (Malvinas),FLK,2040,5153.583333333334
2150,Falkland Islands (Malvinas),FLK,2041,5153.583333333334
2151,Falkland Islands (Malvinas),FLK,2042,5153.583333333334
2152,Falkland Islands (Malvinas),FLK,2043,5153.583333333334
2153,Falkland Islands (Malvinas),FLK,2044,5153.583333333334
2154,Falkland Islands (Malvinas),FLK,2045,5153.583333333334
2155,Falkland Islands (Malvinas),FLK,2046,5153.583333333334
2156,Falkland Islands (Malvinas),FLK,2047,5153.583333333334
2157,Falkland Islands (Malvinas),FLK,2048,5153.583333333334
2158,Falkland Islands (Malvinas),FLK,2049,5153.583333333334
2159,Falkland Islands (Malvinas),FLK,2050,5153.583333333334
2160,Faroe Islands,FRO,2021,6256.666666666667
2161,Faroe Islands,FRO,2022,6256.666666666667
2162,Faroe Islands,FRO,2023,6256.666666666667
2163,Faroe Islands,FRO,2024,6256.666666666667
2164,Faroe Islands,FRO,2025,6256.666666666667
2165,Faroe Islands,FRO,2026,6256.666666666667
2166,Faroe Islands,FRO,2027,6256.666666666667
2167,Faroe Islands,FRO,2028,6256.666666666667
2168,Faroe Islands,FRO,2029,6256.666666666667
2169,Faroe Islands,FRO,2030,6256.666666666667
2170,Faroe Islands,FRO,2031,6256.666666666667
2171,Faroe Islands,FRO,2032,6256.666666666667
2172,Faroe Islands,FRO,2033,6256.666666666667
2173,Faroe Islands,FRO,2034,6256.666666666667
2174,Faroe Islands,FRO,2035,6256.666666666667
2175,Faroe Islands,FRO,2036,6256.666666666667
2176,Faroe Islands,FRO,2037,6256.666666666667
2177,Faroe Islands,FRO,2038,6256.666666666667
2178,Faroe Islands,FRO,2039,6256.666666666667
2179,Faroe Islands,FRO,2040,6256.666666666667
2180,Faroe Islands,FRO,2041,6256.666666666667
2181,Faroe Islands,FRO,2042,6256.666666666667
2182,Faroe Islands,FRO,2043,6256.666666666667
2183,Faroe Islands,FRO,2044,6256.666666666667
2184,Faroe Islands,FRO,2045,6256.666666666667
2185,Faroe Islands,FRO,2046,6256.666666666667
2186,Faroe Islands,FRO,2047,6256.666666666667
2187,Faroe Islands,FRO,2048,6256.666666666667
2188,Faroe Islands,FRO,2049,6256.666666666667
2189,Faroe Islands,FRO,2050,6256.666666666667
2190,Fiji,FJI,2021,5153.583333333334
2191,Fiji,FJI,2022,5153.583333333334
2192,Fiji,FJI,2023,5153.583333333334
2193,Fiji,FJI,2024,5153.583333333334
2194,Fiji,FJI,2025,5153.583333333334
2195,Fiji,FJI,2026,5153.583333333334
2196,Fiji,FJI,2027,5153.583333333334
2197,Fiji,FJI,2028,5153.583333333334
2198,Fiji,FJI,2029,5153.583333333334
2199,Fiji,FJI,2030,5153.583333333334
2200,Fiji,FJI,2031,5153.583333333334
2201,Fiji,FJI,2032,5153.583333333334
2202,Fiji,FJI,2033,5153.583333333334
2203,Fiji,FJI,2034,5153.583333333334
2204,Fiji,FJI,2035,5153.583333333334
2205,Fiji,FJI,2036,5153.583333333334
2206,Fiji,FJI,2037,5153.583333333334
2207,Fiji,FJI,2038,5153.583333333334
2208,Fiji,FJI,2039,5153.583333333334
2209,Fiji,FJI,2040,5153.583333333334
2210,Fiji,FJI,2041,5153.583333333334
2211,Fiji,FJI,2042,5153.583333333334
2212,Fiji,FJI,2043,5153.583333333334
2213,Fiji,FJI,2044,5153.583333333334
2214,Fiji,FJI,2045,5153.583333333334
2215,Fiji,FJI,2046,5153.583333333334
2216,Fiji,FJI,2047,5153.583333333334
2217,Fiji,FJI,2048,5153.583333333334
2218,Fiji,FJI,2049,5153.583333333334
2219,Fiji,FJI,2050,5153.583333333334
2220,Finland,FIN,2021,6256.666666666667
2221,Finland,FIN,2022,6256.666666666667
2222,Finland,FIN,2023,6256.666666666667
2223,Finland,FIN,2024,6256.666666666667
2224,Finland,FIN,2025,6256.666666666667
2225,Finland,FIN,2026,6256.666666666667
2226,Finland,FIN,2027,6256.666666666667
2227,Finland,FIN,2028,6256.666666666667
2228,Finland,FIN,2029,6256.666666666667
2229,Finland,FIN,2030,6256.666666666667
2230,Finland,FIN,2031,6256.666666666667
2231,Finland,FIN,2032,6256.666666666667
2232,Finland,FIN,2033,6256.666666666667
2233,Finland,FIN,2034,6256.666666666667
2234,Finland,FIN,2035,6256.666666666667
2235,Finland,FIN,2036,6256.666666666667
2236,Finland,FIN,2037,6256.666666666667
2237,Finland,FIN,2038,6256.666666666667
2238,Finland,FIN,2039,6256.666666666667
2239,Finland,FIN,2040,6256.666666666667
2240,Finland,FIN,2041,6256.666666666667
