,Nation,iso_code3,Year,frac_trns_mtkm_dem_freight_water_borne
602,Belgium,BEL,2041,0.0
603,Belgium,BEL,2042,0.0
604,Belgium,BEL,2043,0.0
605,Belgium,BEL,2044,0.0
606,Belgium,BEL,2045,0.0
607,Belgium,BEL,2046,0.0
608,Belgium,BEL,2047,0.0
609,Belgium,BEL,2048,0.0
610,Belgium,BEL,2049,0.0
611,Belgium,BEL,2050,0.0
612,Benin,BEN,2017,0.09697775308733297
613,Benin,BEN,2018,0.09697775308733297
614,Benin,BEN,2019,0.09697775308733297
615,Benin,BEN,2020,0.09697775308733297
616,Benin,BEN,2021,0.09697775308733297
617,Benin,BEN,2022,0.09697775308733297
618,Benin,BEN,2023,0.09697775308733297
619,Benin,BEN,2024,0.09697775308733297
620,Benin,BEN,2025,0.09697775308733297
621,Benin,BEN,2026,0.09697775308733297
622,Benin,BEN,2027,0.09697775308733297
623,Benin,BEN,2028,0.09697775308733297
624,Benin,BEN,2029,0.09697775308733297
625,Benin,BEN,2030,0.09697775308733297
626,Benin,BEN,2031,0.09697775308733297
627,Benin,BEN,2032,0.09697775308733297
628,Benin,BEN,2033,0.09697775308733297
629,Benin,BEN,2034,0.09697775308733297
630,Benin,BEN,2035,0.09697775308733297
631,Benin,BEN,2036,0.09697775308733297
632,Benin,BEN,2037,0.09697775308733297
633,Benin,BEN,2038,0.09697775308733297
634,Benin,BEN,2039,0.09697775308733297
635,Benin,BEN,2040,0.09697775308733297
636,Benin,BEN,2041,0.09697775308733297
637,Benin,BEN,2042,0.09697775308733297
638,Benin,BEN,2043,0.09697775308733297
639,Benin,BEN,2044,0.09697775308733297
640,Benin,BEN,2045,0.09697775308733297
641,Benin,BEN,2046,0.09697775308733297
642,Benin,BEN,2047,0.09697775308733297
643,Benin,BEN,2048,0.09697775308733297
644,Benin,BEN,2049,0.09697775308733297
645,Benin,BEN,2050,0.09697775308733297
646,Burkina Faso,BFA,2017,0.09697775308733297
647,Burkina Faso,BFA,2018,0.09697775308733297
648,Burkina Faso,BFA,2019,0.09697775308733297
649,Burkina Faso,BFA,2020,0.09697775308733297
650,Burkina Faso,BFA,2021,0.09697775308733297
651,Burkina Faso,BFA,2022,0.09697775308733297
652,Burkina Faso,BFA,2023,0.09697775308733297
653,Burkina Faso,BFA,2024,0.09697775308733297
654,Burkina Faso,BFA,2025,0.09697775308733297
655,Burkina Faso,BFA,2026,0.09697775308733297
656,Burkina Faso,BFA,2027,0.09697775308733297
657,Burkina Faso,BFA,2028,0.09697775308733297
658,Burkina Faso,BFA,2029,0.09697775308733297
659,Burkina Faso,BFA,2030,0.09697775308733297
660,Burkina Faso,BFA,2031,0.09697775308733297
661,Burkina Faso,BFA,2032,0.09697775308733297
662,Burkina Faso,BFA,2033,0.09697775308733297
663,Burkina Faso,BFA,2034,0.09697775308733297
664,Burkina Faso,BFA,2035,0.09697775308733297
665,Burkina Faso,BFA,2036,0.09697775308733297
666,Burkina Faso,BFA,2037,0.09697775308733297
667,Burkina Faso,BFA,2038,0.09697775308733297
668,Burkina Faso,BFA,2039,0.09697775308733297
669,Burkina Faso,BFA,2040,0.09697775308733297
670,Burkina Faso,BFA,2041,0.09697775308733297
671,Burkina Faso,BFA,2042,0.09697775308733297
672,Burkina Faso,BFA,2043,0.09697775308733297
673,Burkina Faso,BFA,2044,0.09697775308733297
674,Burkina Faso,BFA,2045,0.09697775308733297
675,Burkina Faso,BFA,2046,0.09697775308733297
676,Burkina Faso,BFA,2047,0.09697775308733297
677,Burkina Faso,BFA,2048,0.09697775308733297
678,Burkina Faso,BFA,2049,0.09697775308733297
679,Burkina Faso,BFA,2050,0.09697775308733297
680,Bangladesh,BGD,2017,0.09697775308733297
681,Bangladesh,BGD,2018,0.09697775308733297
682,Bangladesh,BGD,2019,0.09697775308733297
683,Bangladesh,BGD,2020,0.09697775308733297
684,Bangladesh,BGD,2021,0.09697775308733297
685,Bangladesh,BGD,2022,0.09697775308733297
686,Bangladesh,BGD,2023,0.09697775308733297
687,Bangladesh,BGD,2024,0.09697775308733297
688,Bangladesh,BGD,2025,0.09697775308733297
689,Bangladesh,BGD,2026,0.09697775308733297
690,Bangladesh,BGD,2027,0.09697775308733297
691,Bangladesh,BGD,2028,0.09697775308733297
692,Bangladesh,BGD,2029,0.09697775308733297
693,Bangladesh,BGD,2030,0.09697775308733297
694,Bangladesh,BGD,2031,0.09697775308733297
695,Bangladesh,BGD,2032,0.09697775308733297
696,Bangladesh,BGD,2033,0.09697775308733297
697,Bangladesh,BGD,2034,0.09697775308733297
698,Bangladesh,BGD,2035,0.09697775308733297
699,Bangladesh,BGD,2036,0.09697775308733297
700,Bangladesh,BGD,2037,0.09697775308733297
701,Bangladesh,BGD,2038,0.09697775308733297
702,Bangladesh,BGD,2039,0.09697775308733297
703,Bangladesh,BGD,2040,0.09697775308733297
704,Bangladesh,BGD,2041,0.09697775308733297
705,Bangladesh,BGD,2042,0.09697775308733297
706,Bangladesh,BGD,2043,0.09697775308733297
707,Bangladesh,BGD,2044,0.09697775308733297
708,Bangladesh,BGD,2045,0.09697775308733297
709,Bangladesh,BGD,2046,0.09697775308733297
710,Bangladesh,BGD,2047,0.09697775308733297
711,Bangladesh,BGD,2048,0.09697775308733297
712,Bangladesh,BGD,2049,0.09697775308733297
713,Bangladesh,BGD,2050,0.09697775308733297
714,Bulgaria,BGR,2017,0.0
715,Bulgaria,BGR,2018,0.0
716,Bulgaria,BGR,2019,0.0
717,Bulgaria,BGR,2020,0.0
718,Bulgaria,BGR,2021,0.0
719,Bulgaria,BGR,2022,0.0
720,Bulgaria,BGR,2023,0.0
721,Bulgaria,BGR,2024,0.0
722,Bulgaria,BGR,2025,0.0
723,Bulgaria,BGR,2026,0.0
724,Bulgaria,BGR,2027,0.0
725,Bulgaria,BGR,2028,0.0
726,Bulgaria,BGR,2029,0.0
727,Bulgaria,BGR,2030,0.0
728,Bulgaria,BGR,2031,0.0
729,Bulgaria,BGR,2032,0.0
730,Bulgaria,BGR,2033,0.0
731,Bulgaria,BGR,2034,0.0
732,Bulgaria,BGR,2035,0.0
733,Bulgaria,BGR,2036,0.0
734,Bulgaria,BGR,2037,0.0
735,Bulgaria,BGR,2038,0.0
736,Bulgaria,BGR,2039,0.0
737,Bulgaria,BGR,2040,0.0
738,Bulgaria,BGR,2041,0.0
739,Bulgaria,BGR,2042,0.0
740,Bulgaria,BGR,2043,0.0
741,Bulgaria,BGR,2044,0.0
742,Bulgaria,BGR,2045,0.0
743,Bulgaria,BGR,2046,0.0
744,Bulgaria,BGR,2047,0.0
745,Bulgaria,BGR,2048,0.0
746,Bulgaria,BGR,2049,0.0
747,Bulgaria,BGR,2050,0.0
748,Bahrain,BHR,2017,0.09697775308733297
749,Bahrain,BHR,2018,0.09697775308733297
750,Bahrain,BHR,2019,0.09697775308733297
751,Bahrain,BHR,2020,0.09697775308733297
752,Bahrain,BHR,2021,0.09697775308733297
753,Bahrain,BHR,2022,0.09697775308733297
754,Bahrain,BHR,2023,0.09697775308733297
755,Bahrain,BHR,2024,0.09697775308733297
756,Bahrain,BHR,2025,0.09697775308733297
757,Bahrain,BHR,2026,0.09697775308733297
758,Bahrain,BHR,2027,0.09697775308733297
759,Bahrain,BHR,2028,0.09697775308733297
760,Bahrain,BHR,2029,0.09697775308733297
761,Bahrain,BHR,2030,0.09697775308733297
762,Bahrain,BHR,2031,0.09697775308733297
763,Bahrain,BHR,2032,0.09697775308733297
764,Bahrain,BHR,2033,0.09697775308733297
765,Bahrain,BHR,2034,0.09697775308733297
766,Bahrain,BHR,2035,0.09697775308733297
767,Bahrain,BHR,2036,0.09697775308733297
768,Bahrain,BHR,2037,0.09697775308733297
769,Bahrain,BHR,2038,0.09697775308733297
770,Bahrain,BHR,2039,0.09697775308733297
771,Bahrain,BHR,2040,0.09697775308733297
772,Bahrain,BHR,2041,0.09697775308733297
773,Bahrain,BHR,2042,0.09697775308733297
774,Bahrain,BHR,2043,0.09697775308733297
775,Bahrain,BHR,2044,0.09697775308733297
776,Bahrain,BHR,2045,0.09697775308733297
777,Bahrain,BHR,2046,0.09697775308733297
778,Bahrain,BHR,2047,0.09697775308733297
779,Bahrain,BHR,2048,0.09697775308733297
780,Bahrain,BHR,2049,0.09697775308733297
781,Bahrain,BHR,2050,0.09697775308733297
782,"Bahamas, The",BHS,2017,0.09697775308733297
783,"Bahamas, The",BHS,2018,0.09697775308733297
784,"Bahamas, The",BHS,2019,0.09697775308733297
785,"Bahamas, The",BHS,2020,0.09697775308733297
786,"Bahamas, The",BHS,2021,0.09697775308733297
787,"Bahamas, The",BHS,2022,0.09697775308733297
788,"Bahamas, The",BHS,2023,0.09697775308733297
789,"Bahamas, The",BHS,2024,0.09697775308733297
790,"Bahamas, The",BHS,2025,0.09697775308733297
791,"Bahamas, The",BHS,2026,0.09697775308733297
792,"Bahamas, The",BHS,2027,0.09697775308733297
793,"Bahamas, The",BHS,2028,0.09697775308733297
794,"Bahamas, The",BHS,2029,0.09697775308733297
795,"Bahamas, The",BHS,2030,0.09697775308733297
796,"Bahamas, The",BHS,2031,0.09697775308733297
797,"Bahamas, The",BHS,2032,0.09697775308733297
798,"Bahamas, The",BHS,2033,0.09697775308733297
799,"Bahamas, The",BHS,2034,0.09697775308733297
800,"Bahamas, The",BHS,2035,0.09697775308733297
801,"Bahamas, The",BHS,2036,0.09697775308733297
802,"Bahamas, The",BHS,2037,0.09697775308733297
803,"Bahamas, The",BHS,2038,0.09697775308733297
804,"Bahamas, The",BHS,2039,0.09697775308733297
805,"Bahamas, The",BHS,2040,0.09697775308733297
806,"Bahamas, The",BHS,2041,0.09697775308733297
807,"Bahamas, The",BHS,2042,0.09697775308733297
808,"Bahamas, The",BHS,2043,0.09697775308733297
809,"Bahamas, The",BHS,2044,0.09697775308733297
810,"Bahamas, The",BHS,2045,0.09697775308733297
811,"Bahamas, The",BHS,2046,0.09697775308733297
812,"Bahamas, The",BHS,2047,0.09697775308733297
813,"Bahamas, The",BHS,2048,0.09697775308733297
814,"Bahamas, The",BHS,2049,0.09697775308733297
815,"Bahamas, The",BHS,2050,0.09697775308733297
816,Bosnia and Herzegovina,BIH,2017,0.0
817,Bosnia and Herzegovina,BIH,2018,0.0
818,Bosnia and Herzegovina,BIH,2019,0.0
819,Bosnia and Herzegovina,BIH,2020,0.0
820,Bosnia and Herzegovina,BIH,2021,0.0
821,Bosnia and Herzegovina,BIH,2022,0.0
822,Bosnia and Herzegovina,BIH,2023,0.0
823,Bosnia and Herzegovina,BIH,2024,0.0
824,Bosnia and Herzegovina,BIH,2025,0.0
825,Bosnia and Herzegovina,BIH,2026,0.0
826,Bosnia and Herzegovina,BIH,2027,0.0
827,Bosnia and Herzegovina,BIH,2028,0.0
828,Bosnia and Herzegovina,BIH,2029,0.0
829,Bosnia and Herzegovina,BIH,2030,0.0
830,Bosnia and Herzegovina,BIH,2031,0.0
831,Bosnia and Herzegovina,BIH,2032,0.0
832,Bosnia and Herzegovina,BIH,2033,0.0
833,Bosnia and Herzegovina,BIH,2034,0.0
834,Bosnia and Herzegovina,BIH,2035,0.0
835,Bosnia and Herzegovina,BIH,2036,0.0
836,Bosnia and Herzegovina,BIH,2037,0.0
837,Bosnia and Herzegovina,BIH,2038,0.0
838,Bosnia and Herzegovina,BIH,2039,0.0
839,Bosnia and Herzegovina,BIH,2040,0.0
840,Bosnia and Herzegovina,BIH,2041,0.0
841,Bosnia and Herzegovina,BIH,2042,0.0
842,Bosnia and Herzegovina,BIH,2043,0.0
843,Bosnia and Herzegovina,BIH,2044,0.0
844,Bosnia and Herzegovina,BIH,2045,0.0
845,Bosnia and Herzegovina,BIH,2046,0.0
846,Bosnia and Herzegovina,BIH,2047,0.0
847,Bosnia and Herzegovina,BIH,2048,0.0
848,Bosnia and Herzegovina,BIH,2049,0.0
849,Bosnia and Herzegovina,BIH,2050,0.0
850,Belarus,BLR,2017,0.0
851,Belarus,BLR,2018,0.0
852,Belarus,BLR,2019,0.0
853,Belarus,BLR,2020,0.0
854,Belarus,BLR,2021,0.0
855,Belarus,BLR,2022,0.0
856,Belarus,BLR,2023,0.0
857,Belarus,BLR,2024,0.0
858,Belarus,BLR,2025,0.0
859,Belarus,BLR,2026,0.0
860,Belarus,BLR,2027,0.0
861,Belarus,BLR,2028,0.0
862,Belarus,BLR,2029,0.0
863,Belarus,BLR,2030,0.0
864,Belarus,BLR,2031,0.0
865,Belarus,BLR,2032,0.0
866,Belarus,BLR,2033,0.0
867,Belarus,BLR,2034,0.0
868,Belarus,BLR,2035,0.0
869,Belarus,BLR,2036,0.0
870,Belarus,BLR,2037,0.0
871,Belarus,BLR,2038,0.0
872,Belarus,BLR,2039,0.0
873,Belarus,BLR,2040,0.0
874,Belarus,BLR,2041,0.0
875,Belarus,BLR,2042,0.0
876,Belarus,BLR,2043,0.0
877,Belarus,BLR,2044,0.0
878,Belarus,BLR,2045,0.0
879,Belarus,BLR,2046,0.0
880,Belarus,BLR,2047,0.0
881,Belarus,BLR,2048,0.0
882,Belarus,BLR,2049,0.0
883,Belarus,BLR,2050,0.0
884,Belize,BLZ,2017,0.09697775308733297
885,Belize,BLZ,2018,0.09697775308733297
886,Belize,BLZ,2019,0.09697775308733297
887,Belize,BLZ,2020,0.09697775308733297
888,Belize,BLZ,2021,0.09697775308733297
889,Belize,BLZ,2022,0.09697775308733297
890,Belize,BLZ,2023,0.09697775308733297
891,Belize,BLZ,2024,0.09697775308733297
892,Belize,BLZ,2025,0.09697775308733297
893,Belize,BLZ,2026,0.09697775308733297
894,Belize,BLZ,2027,0.09697775308733297
895,Belize,BLZ,2028,0.09697775308733297
896,Belize,BLZ,2029,0.09697775308733297
897,Belize,BLZ,2030,0.09697775308733297
898,Belize,BLZ,2031,0.09697775308733297
899,Belize,BLZ,2032,0.09697775308733297
900,Belize,BLZ,2033,0.09697775308733297
901,Belize,BLZ,2034,0.09697775308733297
902,Belize,BLZ,2035,0.09697775308733297
903,Belize,BLZ,2036,0.09697775308733297
904,Belize,BLZ,2037,0.09697775308733297
905,Belize,BLZ,2038,0.09697775308733297
906,Belize,BLZ,2039,0.09697775308733297
907,Belize,BLZ,2040,0.09697775308733297
908,Belize,BLZ,2041,0.09697775308733297
909,Belize,BLZ,2042,0.09697775308733297
910,Belize,BLZ,2043,0.09697775308733297
911,Belize,BLZ,2044,0.09697775308733297
912,Belize,BLZ,2045,0.09697775308733297
913,Belize,BLZ,2046,0.09697775308733297
914,Belize,BLZ,2047,0.09697775308733297
915,Belize,BLZ,2048,0.09697775308733297
916,Belize,BLZ,2049,0.09697775308733297
917,Belize,BLZ,2050,0.09697775308733297
918,Bermuda,BMU,2017,0.09697775308733297
919,Bermuda,BMU,2018,0.09697775308733297
920,Bermuda,BMU,2019,0.09697775308733297
921,Bermuda,BMU,2020,0.09697775308733297
922,Bermuda,BMU,2021,0.09697775308733297
923,Bermuda,BMU,2022,0.09697775308733297
924,Bermuda,BMU,2023,0.09697775308733297
925,Bermuda,BMU,2024,0.09697775308733297
926,Bermuda,BMU,2025,0.09697775308733297
927,Bermuda,BMU,2026,0.09697775308733297
928,Bermuda,BMU,2027,0.09697775308733297
929,Bermuda,BMU,2028,0.09697775308733297
930,Bermuda,BMU,2029,0.09697775308733297
931,Bermuda,BMU,2030,0.09697775308733297
932,Bermuda,BMU,2031,0.09697775308733297
933,Bermuda,BMU,2032,0.09697775308733297
934,Bermuda,BMU,2033,0.09697775308733297
935,Bermuda,BMU,2034,0.09697775308733297
936,Bermuda,BMU,2035,0.09697775308733297
937,Bermuda,BMU,2036,0.09697775308733297
938,Bermuda,BMU,2037,0.09697775308733297
939,Bermuda,BMU,2038,0.09697775308733297
940,Bermuda,BMU,2039,0.09697775308733297
941,Bermuda,BMU,2040,0.09697775308733297
942,Bermuda,BMU,2041,0.09697775308733297
943,Bermuda,BMU,2042,0.09697775308733297
944,Bermuda,BMU,2043,0.09697775308733297
945,Bermuda,BMU,2044,0.09697775308733297
946,Bermuda,BMU,2045,0.09697775308733297
947,Bermuda,BMU,2046,0.09697775308733297
948,Bermuda,BMU,2047,0.09697775308733297
949,Bermuda,BMU,2048,0.09697775308733297
950,Bermuda,BMU,2049,0.09697775308733297
951,Bermuda,BMU,2050,0.09697775308733297
952,Bolivia,BOL,2017,0.09697775308733297
953,Bolivia,BOL,2018,0.09697775308733297
954,Bolivia,BOL,2019,0.09697775308733297
955,Bolivia,BOL,2020,0.09697775308733297
956,Bolivia,BOL,2021,0.09697775308733297
957,Bolivia,BOL,2022,0.09697775308733297
958,Bolivia,BOL,2023,0.09697775308733297
959,Bolivia,BOL,2024,0.09697775308733297
960,Bolivia,BOL,2025,0.09697775308733297
961,Bolivia,BOL,2026,0.09697775308733297
962,Bolivia,BOL,2027,0.09697775308733297
963,Bolivia,BOL,2028,0.09697775308733297
964,Bolivia,BOL,2029,0.09697775308733297
965,Bolivia,BOL,2030,0.09697775308733297
966,Bolivia,BOL,2031,0.09697775308733297
967,Bolivia,BOL,2032,0.09697775308733297
968,Bolivia,BOL,2033,0.09697775308733297
969,Bolivia,BOL,2034,0.09697775308733297
970,Bolivia,BOL,2035,0.09697775308733297
971,Bolivia,BOL,2036,0.09697775308733297
972,Bolivia,BOL,2037,0.09697775308733297
973,Bolivia,BOL,2038,0.09697775308733297
974,Bolivia,BOL,2039,0.09697775308733297
975,Bolivia,BOL,2040,0.09697775308733297
976,Bolivia,BOL,2041,0.09697775308733297
977,Bolivia,BOL,2042,0.09697775308733297
978,Bolivia,BOL,2043,0.09697775308733297
979,Bolivia,BOL,2044,0.09697775308733297
980,Bolivia,BOL,2045,0.09697775308733297
981,Bolivia,BOL,2046,0.09697775308733297
982,Bolivia,BOL,2047,0.09697775308733297
983,Bolivia,BOL,2048,0.09697775308733297
984,Bolivia,BOL,2049,0.09697775308733297
985,Bolivia,BOL,2050,0.09697775308733297
986,Brazil,BRA,2017,0.09697775308733297
987,Brazil,BRA,2018,0.09697775308733297
988,Brazil,BRA,2019,0.09697775308733297
989,Brazil,BRA,2020,0.09697775308733297
990,Brazil,BRA,2021,0.09697775308733297
991,Brazil,BRA,2022,0.09697775308733297
992,Brazil,BRA,2023,0.09697775308733297
993,Brazil,BRA,2024,0.09697775308733297
994,Brazil,BRA,2025,0.09697775308733297
995,Brazil,BRA,2026,0.09697775308733297
996,Brazil,BRA,2027,0.09697775308733297
997,Brazil,BRA,2028,0.09697775308733297
998,Brazil,BRA,2029,0.09697775308733297
999,Brazil,BRA,2030,0.09697775308733297
1000,Brazil,BRA,2031,0.09697775308733297
1001,Brazil,BRA,2032,0.09697775308733297
1002,Brazil,BRA,2033,0.09697775308733297
1003,Brazil,BRA,2034,0.09697775308733297
1004,Brazil,BRA,2035,0.09697775308733297
1005,Brazil,BRA,2036,0.09697775308733297
1006,Brazil,BRA,2037,0.09697775308733297
1007,Brazil,BRA,2038,0.09697775308733297
1008,Brazil,BRA,2039,0.09697775308733297
1009,Brazil,BRA,2040,0.09697775308733297
1010,Brazil,BRA,2041,0.09697775308733297
1011,Brazil,BRA,2042,0.09697775308733297
1012,Brazil,BRA,2043,0.09697775308733297
1013,Brazil,BRA,2044,0.09697775308733297
1014,Brazil,BRA,2045,0.09697775308733297
1015,Brazil,BRA,2046,0.09697775308733297
1016,Brazil,BRA,2047,0.09697775308733297
1017,Brazil,BRA,2048,0.09697775308733297
1018,Brazil,BRA,2049,0.09697775308733297
1019,Brazil,BRA,2050,0.09697775308733297
1020,Barbados,BRB,2017,0.09697775308733297
1021,Barbados,BRB,2018,0.09697775308733297
1022,Barbados,BRB,2019,0.09697775308733297
1023,Barbados,BRB,2020,0.09697775308733297
1024,Barbados,BRB,2021,0.09697775308733297
1025,Barbados,BRB,2022,0.09697775308733297
1026,Barbados,BRB,2023,0.09697775308733297
1027,Barbados,BRB,2024,0.09697775308733297
1028,Barbados,BRB,2025,0.09697775308733297
1029,Barbados,BRB,2026,0.09697775308733297
1030,Barbados,BRB,2027,0.09697775308733297
1031,Barbados,BRB,2028,0.09697775308733297
1032,Barbados,BRB,2029,0.09697775308733297
1033,Barbados,BRB,2030,0.09697775308733297
1034,Barbados,BRB,2031,0.09697775308733297
1035,Barbados,BRB,2032,0.09697775308733297
1036,Barbados,BRB,2033,0.09697775308733297
1037,Barbados,BRB,2034,0.09697775308733297
1038,Barbados,BRB,2035,0.09697775308733297
1039,Barbados,BRB,2036,0.09697775308733297
1040,Barbados,BRB,2037,0.09697775308733297
1041,Barbados,BRB,2038,0.09697775308733297
1042,Barbados,BRB,2039,0.09697775308733297
1043,Barbados,BRB,2040,0.09697775308733297
1044,Barbados,BRB,2041,0.09697775308733297
1045,Barbados,BRB,2042,0.09697775308733297
1046,Barbados,BRB,2043,0.09697775308733297
1047,Barbados,BRB,2044,0.09697775308733297
1048,Barbados,BRB,2045,0.09697775308733297
1049,Barbados,BRB,2046,0.09697775308733297
1050,Barbados,BRB,2047,0.09697775308733297
1051,Barbados,BRB,2048,0.09697775308733297
1052,Barbados,BRB,2049,0.09697775308733297
1053,Barbados,BRB,2050,0.09697775308733297
1054,Brunei Darussalam,BRN,2017,0.09697775308733297
1055,Brunei Darussalam,BRN,2018,0.09697775308733297
1056,Brunei Darussalam,BRN,2019,0.09697775308733297
1057,Brunei Darussalam,BRN,2020,0.09697775308733297
1058,Brunei Darussalam,BRN,2021,0.09697775308733297
1059,Brunei Darussalam,BRN,2022,0.09697775308733297
1060,Brunei Darussalam,BRN,2023,0.09697775308733297
1061,Brunei Darussalam,BRN,2024,0.09697775308733297
1062,Brunei Darussalam,BRN,2025,0.09697775308733297
1063,Brunei Darussalam,BRN,2026,0.09697775308733297
1064,Brunei Darussalam,BRN,2027,0.09697775308733297
1065,Brunei Darussalam,BRN,2028,0.09697775308733297
1066,Brunei Darussalam,BRN,2029,0.09697775308733297
1067,Brunei Darussalam,BRN,2030,0.09697775308733297
1068,Brunei Darussalam,BRN,2031,0.09697775308733297
1069,Brunei Darussalam,BRN,2032,0.09697775308733297
1070,Brunei Darussalam,BRN,2033,0.09697775308733297
1071,Brunei Darussalam,BRN,2034,0.09697775308733297
1072,Brunei Darussalam,BRN,2035,0.09697775308733297
1073,Brunei Darussalam,BRN,2036,0.09697775308733297
1074,Brunei Darussalam,BRN,2037,0.09697775308733297
1075,Brunei Darussalam,BRN,2038,0.09697775308733297
1076,Brunei Darussalam,BRN,2039,0.09697775308733297
1077,Brunei Darussalam,BRN,2040,0.09697775308733297
1078,Brunei Darussalam,BRN,2041,0.09697775308733297
1079,Brunei Darussalam,BRN,2042,0.09697775308733297
1080,Brunei Darussalam,BRN,2043,0.09697775308733297
1081,Brunei Darussalam,BRN,2044,0.09697775308733297
1082,Brunei Darussalam,BRN,2045,0.09697775308733297
1083,Brunei Darussalam,BRN,2046,0.09697775308733297
1084,Brunei Darussalam,BRN,2047,0.09697775308733297
1085,Brunei Darussalam,BRN,2048,0.09697775308733297
1086,Brunei Darussalam,BRN,2049,0.09697775308733297
1087,Brunei Darussalam,BRN,2050,0.09697775308733297
1088,Bhutan,BTN,2017,0.09697775308733297
1089,Bhutan,BTN,2018,0.09697775308733297
1090,Bhutan,BTN,2019,0.09697775308733297
1091,Bhutan,BTN,2020,0.09697775308733297
1092,Bhutan,BTN,2021,0.09697775308733297
1093,Bhutan,BTN,2022,0.09697775308733297
1094,Bhutan,BTN,2023,0.09697775308733297
1095,Bhutan,BTN,2024,0.09697775308733297
1096,Bhutan,BTN,2025,0.09697775308733297
1097,Bhutan,BTN,2026,0.09697775308733297
1098,Bhutan,BTN,2027,0.09697775308733297
1099,Bhutan,BTN,2028,0.09697775308733297
1100,Bhutan,BTN,2029,0.09697775308733297
1101,Bhutan,BTN,2030,0.09697775308733297
1102,Bhutan,BTN,2031,0.09697775308733297
1103,Bhutan,BTN,2032,0.09697775308733297
