Year,prodinit_ippu_mining_tonne,iso_code3
2023,783643.718800552,"MLT"
2024,2337653.63034312,"MLT"
2025,6973353.2782226,"MLT"
2026,20801908.0806938,"MLT"
2027,62053270.8631002,"MLT"
2028,185108424.182636,"MLT"
2029,552188921.33782,"MLT"
2030,1647210850.58443,"MLT"
2031,4913723331.69854,"MLT"
2032,14657915209.7693,"MLT"
2033,43725391885.7733,"MLT"
2034,130435322363.591,"MLT"
2035,389095959723.796,"MLT"
2036,1160695301931.81,"MLT"
2037,3462419874220.5,"MLT"
2038,10328594735797,"MLT"
2039,30810783524730.5,"MLT"
2040,91910313618724.6,"MLT"
2041,274173675028805,"MLT"
2042,817875612857077,"MLT"
2043,2439769310587759,"MLT"
2044,7277970140339738,"MLT"
2045,21710597446164384,"MLT"
2046,64763942745084784,"MLT"
2047,193194512048291840,"MLT"
2048,576310179762955840,"MLT"
2049,1719165931666778880,"MLT"
2050,5128369417002758144,"MLT"
2021,15879590,"MMR"
2022,16296615.3828179,"MMR"
2023,16724592.5704313,"MMR"
2024,17163809.1760966,"MMR"
2025,17614560.3662895,"MMR"
2026,18077149.0590656,"MMR"
2027,18551886.1276304,"MMR"
2028,19039090.6092555,"MMR"
2029,19539089.9196803,"MMR"
2030,20052220.0731457,"MMR"
2031,20578825.9082051,"MMR"
2032,21119261.3194664,"MMR"
2033,21673889.4954194,"MMR"
2034,22243083.162509,"MMR"
2035,22827224.8356186,"MMR"
2036,23426707.0751313,"MMR"
2037,24041932.7507418,"MMR"
2038,24673315.3121971,"MMR"
2039,25321279.0671463,"MMR"
2040,25986259.4662885,"MMR"
2041,26668703.3960079,"MMR"
2042,27369069.4786949,"MMR"
2043,28087828.3809538,"MMR"
2044,28825463.1299045,"MMR"
2045,29582469.4377909,"MMR"
2046,30359356.0351144,"MMR"
2047,31156645.0125154,"MMR"
2048,31974872.1716338,"MMR"
2049,32814587.3851832,"MMR"
2050,33676354.966482,"MMR"
2021,2485784,"MNE"
2022,3394047.52872936,"MNE"
2023,4634175.22490848,"MNE"
2024,6327424.65548071,"MNE"
2025,8639358.85626246,"MNE"
2026,11796034.8026634,"MNE"
2027,16106106.8744449,"MNE"
2028,21991006.5535303,"MNE"
2029,30026149.2741448,"MNE"
2030,40997197.560677,"MNE"
2031,55976881.7667365,"MNE"
2032,76429889.8159967,"MNE"
2033,104356081.884444,"MNE"
2034,142486033.31093,"MNE"
2035,194548025.587666,"MNE"
2036,265632591.353471,"MNE"
2037,362690257.976245,"MNE"
2038,495211158.241622,"MNE"
2039,676152959.319547,"MNE"
2040,923207841.317489,"MNE"
2041,1260532408.41811,"MNE"
2042,1721109680.35628,"MNE"
2043,2349974115.72582,"MNE"
2044,3208615004.38381,"MNE"
2045,4380988785.13693,"MNE"
2046,5981728162.8593,"MNE"
2047,8167350698.48524,"MNE"
2048,11151562828.6528,"MNE"
2049,15226155715.8865,"MNE"
2050,20789536089.8425,"MNE"
2021,32383870,"MNG"
2022,34600316.7823814,"MNG"
2023,36968463.6654341,"MNG"
2024,39498693.4477558,"MNG"
2025,42202099.5570487,"MNG"
2026,45090534.6876541,"MNG"
2027,48176662.766982,"MNG"
2028,51474014.4786752,"MNG"
2029,54997046.5859407,"MNG"
2030,58761205.315144,"MNG"
2031,62782994.0775619,"MNG"
2032,67080045.8262096,"MNG"
2033,71671200.3649814,"MNG"
2034,76576586.9490547,"MNG"
2035,81817712.5387072,"MNG"
2036,87417556.0934837,"MNG"
2037,93400669.3201316,"MNG"
2038,99793284.3160191,"MNG"
2039,106623428.579985,"MNG"
2040,113921047.894865,"MNG"
2041,121718137.620463,"MNG"
2042,130048882.972588,"MNG"
2043,138949808.90321,"MNG"
2044,148459940.238841,"MNG"
2045,158620972.779267,"MNG"
2046,169477456.106763,"MNG"
2047,181076988.907321,"MNG"
2048,193470427.660223,"MNG"
2049,206712109.610943,"MNG"
2050,220860091.004965,"MNG"
2021,1716.913,"MNP"
2022,Inf,"MNP"
2023,Inf,"MNP"
2024,Inf,"MNP"
2025,Inf,"MNP"
2026,Inf,"MNP"
2027,Inf,"MNP"
2028,Inf,"MNP"
2029,Inf,"MNP"
2030,Inf,"MNP"
2031,Inf,"MNP"
2032,Inf,"MNP"
2033,Inf,"MNP"
2034,Inf,"MNP"
2035,Inf,"MNP"
2036,Inf,"MNP"
2037,Inf,"MNP"
2038,Inf,"MNP"
2039,Inf,"MNP"
2040,Inf,"MNP"
2041,Inf,"MNP"
2042,Inf,"MNP"
2043,Inf,"MNP"
2044,Inf,"MNP"
2045,Inf,"MNP"
2046,Inf,"MNP"
2047,Inf,"MNP"
2048,Inf,"MNP"
2049,Inf,"MNP"
2050,Inf,"MNP"
2021,17739070,"MOZ"
2022,20786145.0211548,"MOZ"
2023,24356622.1250876,"MOZ"
2024,28540407.1192874,"MOZ"
2025,33442849.109018,"MOZ"
2026,39187393.2230181,"MOZ"
2027,45918689.0031255,"MOZ"
2028,53806232.7281121,"MOZ"
2029,63048635.3866659,"MOZ"
2030,73878623.7685036,"MOZ"
2031,86568900.6027626,"MOZ"
2032,101439011.303916,"MOZ"
2033,118863390.232169,"MOZ"
2034,139280789.075863,"MOZ"
2035,163205324.765716,"MOZ"
2036,191239425.111059,"MOZ"
2037,224088998.13354,"MOZ"
2038,262581207.067172,"MOZ"
2039,307685298.605175,"MOZ"
2040,360537008.855847,"MOZ"
2041,422467161.557567,"MOZ"
2042,495035178.66558,"MOZ"
2043,580068347.118311,"MOZ"
2044,679707830.533549,"MOZ"
2045,796462584.424372,"MOZ"
2046,933272532.537993,"MOZ"
2047,1093582595.11886,"MOZ"
2048,1281429433.15244,"MOZ"
2049,1501543092.83873,"MOZ"
2050,1759466109.73739,"MOZ"
2021,22326380,"MRT"
2022,22461087.6984343,"MRT"
2023,22596608.1647251,"MRT"
2024,22732946.3027614,"MRT"
2025,22870107.0460201,"MRT"
2026,23008095.3577443,"MRT"
2027,23146916.2311236,"MRT"
2028,23286574.689474,"MRT"
2029,23427075.7864202,"MRT"
2030,23568424.6060781,"MRT"
2031,23710626.2632391,"MRT"
2032,23853685.903555,"MRT"
2033,23997608.7037242,"MRT"
2034,24142399.8716791,"MRT"
2035,24288064.6467745,"MRT"
2036,24434608.2999771,"MRT"
2037,24582036.1340565,"MRT"
2038,24730353.4837767,"MRT"
2039,24879565.7160896,"MRT"
2040,25029678.2303287,"MRT"
2041,25180696.458405,"MRT"
2042,25332625.8650031,"MRT"
2043,25485471.9477792,"MRT"
2044,25639240.23756,"MRT"
2045,25793936.2985428,"MRT"
2046,25949565.7284968,"MRT"
2047,26106134.1589659,"MRT"
2048,26263647.2554719,"MRT"
2049,26422110.7177203,"MRT"
2050,26581530.2798061,"MRT"
2021,123108.4,"MUS"
2022,156199.297916361,"MUS"
2023,198184.857162989,"MUS"
2024,251455.916464783,"MUS"
2025,319045.959566644,"MUS"
2026,404803.854873927,"MUS"
2027,513613.026610239,"MUS"
2028,651669.53804303,"MUS"
2029,826834.922034568,"MUS"
2030,1049083.85061075,"MUS"
2031,1331072.13578271,"MUS"
2032,1688857.40603639,"MUS"
2033,2142813.49691597,"MUS"
2034,2718790.62504246,"MUS"
2035,3449587.41087704,"MUS"
2036,4376818.57355072,"MUS"
2037,5553284.65235444,"MUS"
2038,7045978.69704639,"MUS"
2039,8939901.140883,"MUS"
2040,11342900.0916883,"MUS"
2041,14391812.6679994,"MUS"
2042,18260257.0944411,"MUS"
2043,23168519.2718283,"MUS"
2044,29396096.8059146,"MUS"
2045,37297614.805856,"MUS"
2046,47323019.76656,"MUS"
2047,60043201.4616285,"MUS"
2048,76182501.8679228,"MUS"
2049,96659962.320048,"MUS"
2050,122641657.685531,"MUS"
2021,49895370,"MYS"
2022,58531139.2940602,"MYS"
2023,68661566.5353453,"MYS"
2024,80545343.4863531,"MYS"
2025,94485935.6506957,"MYS"
2026,110839331.603323,"MYS"
2027,130023133.555971,"MYS"
2028,152527221.295578,"MYS"
2029,178926261.811214,"MYS"
2030,209894384.056831,"MYS"
2031,246222393.586245,"MYS"
2032,288837966.655291,"MYS"
2033,338829339.470054,"MYS"
2034,397473097.512577,"MYS"
2035,466266774.575481,"MYS"
2036,546967093.95821,"MYS"
2037,641634828.356524,"MYS"
2038,752687423.992569,"MYS"
2039,882960732.801388,"MYS"
2040,1035781429.07415,"MYS"
2041,1215051959.79787,"MYS"
2042,1425350197.99332,"MYS"
2043,1672046343.81032,"MYS"
2044,1961440058.5803,"MYS"
2045,2300921333.69716,"MYS"
2046,2699159202.29278,"MYS"
2047,3166323112.67043,"MYS"
2048,3714342616.51362,"MYS"
2049,4357212003.29855,"MYS"
2050,5111347660.08988,"MYS"
2021,11418550,"NAM"
2022,11391855.8508326,"NAM"
2023,11365224.1069268,"NAM"
2024,11338654.6223923,"NAM"
2025,11312147.2516799,"NAM"
2026,11285701.8495807,"NAM"
2027,11259318.2712252,"NAM"
2028,11232996.3720826,"NAM"
2029,11206736.0079599,"NAM"
2030,11180537.0350013,"NAM"
2031,11154399.3096873,"NAM"
2032,11128322.6888339,"NAM"
2033,11102307.0295918,"NAM"
2034,11076352.1894457,"NAM"
2035,11050458.0262135,"NAM"
2036,11024624.3980453,"NAM"
2037,10998851.163423,"NAM"
2038,10973138.1811594,"NAM"
2039,10947485.3103971,"NAM"
2040,10921892.4106083,"NAM"
2041,10896359.3415935,"NAM"
2042,10870885.963481,"NAM"
2043,10845472.1367262,"NAM"
2044,10820117.7221107,"NAM"
2045,10794822.5807413,"NAM"
2046,10769586.5740499,"NAM"
2047,10744409.5637922,"NAM"
2048,10719291.4120469,"NAM"
2049,10694231.9812153,"NAM"
2050,10669231.1340204,"NAM"
2021,13816400,"NCL"
2022,13916374.7381308,"NCL"
2023,14017072.8881681,"NCL"
2024,14118499.684682,"NCL"
2025,14220660.4001199,"NCL"
2026,14323560.3450801,"NCL"
2027,14427204.8685884,"NCL"
2028,14531599.3583757,"NCL"
2029,14636749.2411581,"NCL"
2030,14742659.9829194,"NCL"
2031,14849337.0891949,"NCL"
2032,14956786.1053574,"NCL"
2033,15065012.6169061,"NCL"
2034,15174022.2497564,"NCL"
2035,15283820.6705324,"NCL"
2036,15394413.5868619,"NCL"
2037,15505806.7476725,"NCL"
2038,15618005.9434909,"NCL"
2039,15731017.0067437,"NCL"
2040,15844845.8120606,"NCL"
2041,15959498.2765799,"NCL"
2042,16074980.3602558,"NCL"
2043,16191298.0661686,"NCL"
2044,16308457.4408366,"NCL"
2045,16426464.5745303,"NCL"
2046,16545325.601589,"NCL"
2047,16665046.7007398,"NCL"
2048,16785634.0954189,"NCL"
2049,16907094.0540947,"NCL"
2050,17029432.8905942,"NCL"
2021,2798457,"NER"
2022,43007083.5796728,"NER"
2023,660938952.440207,"NER"
2024,10157403443.6325,"NER"
2025,156100414926.067,"NER"
2026,2398973288332.46,"NER"
2027,36867761311578.7,"NER"
2028,566588978184225,"NER"
2029,8707419674517204,"NER"
2030,133816858970943216,"NER"
2031,2056516443930582016,"NER"
2032,31604836017524682752,"NER"
2033,4.85707596767625e+20,"NER"
2034,7.46442314799451e+21,"NER"
2035,1.1471431227989e+23,"NER"
2036,1.76294580049146e+24,"NER"
2037,2.70932007846357e+25,"NER"
2038,4.16372147431847e+26,"NER"
2039,6.39886614118041e+27,"NER"
2040,9.83386812621685e+28,"NER"
2041,1.51128278338988e+30,"NER"
2042,2.32256078895509e+31,"NER"
2043,3.56934431972557e+32,"NER"
2044,5.48541891060209e+33,"NER"
2045,8.43006948321099e+34,"NER"
2046,1.29554501944073e+36,"NER"
2047,1.99101193737536e+37,"NER"
2048,3.05981534820182e+38,"NER"
2049,4.70236756964575e+39,"NER"
2050,7.2266650904444e+40,"NER"
2021,23194630,"NGA"
2022,28535226.310637,"NGA"
2023,35105502.4632543,"NGA"
2024,43188593.9778986,"NGA"
2025,53132828.7279233,"NGA"
2026,65366737.5713951,"NGA"
2027,80417521.2015789,"NGA"
2028,98933769.0158241,"NGA"
2029,121713409.036093,"NGA"
2030,149738093.338158,"NGA"
2031,184215500.774431,"NGA"
2032,226631379.958452,"NGA"
2033,278813575.220057,"NGA"
2034,343010794.627125,"NGA"
2035,421989514.455563,"NGA"
2036,519153196.05035,"NGA"
2037,638688952.537171,"NGA"
2038,785747985.751524,"NGA"
2039,966667569.025544,"NGA"
2040,1189244141.82495,"NGA"
2041,1463069284.8118,"NGA"
2042,1799943053.63985,"NGA"
2043,2214382483.44001,"NGA"
2044,2724247177.18158,"NGA"
2045,3351508936.63707,"NGA"
2046,4123198601.96353,"NGA"
2047,5072570902.43438,"NGA"
2048,6240537515.69726,"NGA"
2049,7677430090.94958,"NGA"
2050,9445169210.68975,"NGA"
2021,2359.88,"NIC"
2022,5432.43566584759,"NIC"
2023,12505.4482700701,"NIC"
2024,28787.4990252643,"NIC"
2025,66268.7240179154,"NIC"
2026,152550.375394145,"NIC"
2027,351170.440924789,"NIC"
2028,808393.150529368,"NIC"
2029,1860918.25981094,"NIC"
2030,4283827.45132124,"NIC"
2031,9861356.09984172,"NIC"
2032,22700807.9183704,"NIC"
2033,52257181.9665875,"NIC"
2034,120295853.650176,"NIC"
2035,276920642.499957,"NIC"
2036,637470369.224788,"NIC"
2037,1467454603.49584,"NIC"
2038,3378075464.02489,"NIC"
2039,7776318131.72426,"NIC"
2040,17901057667.2357,"NIC"
2041,41208173351.1388,"NIC"
2042,94861073714.4079,"NIC"
2043,218369866326.57,"NIC"
2044,502686683296.96,"NIC"
2045,1157183020784.55,"NIC"
2046,2663831344823.98,"NIC"
2047,6132130619109.68,"NIC"
2048,14116143652595.7,"NIC"
2049,32495314271314.1,"NIC"
2050,74804101996886.7,"NIC"
2021,42796270,"NLD"
2022,41901788.7898537,"NLD"
2023,41026003.0556286,"NLD"
2024,40168522.044768,"NLD"
2025,39328963.171801,"NLD"
2026,38506951.8476432,"NLD"
2027,37702121.3124652,"NLD"
2028,36914112.4720532,"NLD"
2029,36142573.7375916,"NLD"
2030,35387160.8687924,"NLD"
2031,34647536.820305,"NLD"
2032,33923371.591335,"NLD"
2033,33214342.0784064,"NLD"
2034,32520131.9312018,"NLD"
2035,31840431.4114149,"NLD"
2036,31174937.2545535,"NLD"
2037,30523352.5346308,"NLD"
2038,29885386.5316848,"NLD"
2039,29260754.6020668,"NLD"
2040,28649178.051441,"NLD"
2041,28050384.0104381,"NLD"
2042,27464105.3129085,"NLD"
2043,26890080.3767196,"NLD"
2044,26328053.0870446,"NLD"
2045,25777772.6820911,"NLD"
2046,25238993.6412179,"NLD"
2047,24711475.5753894,"NLD"
2048,24194983.1199214,"NLD"
2049,23689285.8294664,"NLD"
2050,23194158.0751962,"NLD"
2021,24176130,"NOR"
2022,24796543.8437402,"NOR"
2023,25432878.9014012,"NOR"
2024,26085543.7471229,"NOR"
2025,26754957.4399764,"NOR"
2026,27441549.7930305,"NOR"
2027,28145761.6493236,"NOR"
2028,28868045.1649175,"NOR"
2029,29608864.0992148,"NOR"
2030,30368694.1127271,"NOR"
2031,31148023.0724841,"NOR"
2032,31947351.3652799,"NOR"
2033,32767192.2189588,"NOR"
2034,33608072.0319454,"NOR"
2035,34470530.711231,"NOR"
2036,35355122.0190343,"NOR"
2037,36262413.928357,"NOR"
2038,37192988.9876651,"NOR"
2039,38147444.6949279,"NOR"
2040,39126393.8812554,"NOR"
2041,40130465.1043818,"NOR"
2042,41160303.0522458,"NOR"
2043,42216568.9569277,"NOR"
2044,43299941.0192095,"NOR"
2045,44411114.8440298,"NOR"
2046,45550803.8871138,"NOR"
2047,46719739.9130643,"NOR"
2048,47918673.4652088,"NOR"
2049,49148374.347504,"NOR"
2050,50409632.1188065,"NOR"
2021,432085.4,"NPL"
2022,546068.864491157,"NPL"
2023,690120.991745294,"NPL"
2024,872173.848789762,"NPL"
2025,1102251.96974373,"NPL"
2026,1393024.3454213,"NPL"
2027,1760502.02694363,"NPL"
2028,2224919.75611184,"NPL"
2029,2811850.16851746,"NPL"
2030,3553611.92172103,"NPL"
2031,4491049.28548023,"NPL"
2032,5675781.18514538,"NPL"
2033,7173043.53924621,"NPL"
2034,9065281.40136604,"NPL"
2035,11456688.7035219,"NPL"
2036,14478945.5768718,"NPL"
2037,18298469.1688071,"NPL"
2038,23125577.214451,"NPL"
2039,29226068.9442361,"NPL"
2040,36935861.0171028,"NPL"
2041,46679484.3903833,"NPL"
2042,58993460.6355348,"NPL"
2043,74555844.8900386,"NPL"
2044,94223562.1946083,"NPL"
2045,119079593.098776,"NPL"
2046,150492606.756714,"NPL"
2047,190192325.142097,"NPL"
2048,240364768.227017,"NPL"
2049,303772624.692728,"NPL"
2050,383907376.248901,"NPL"
2021,0,"NRU"
2022,NA,"NRU"
2023,NA,"NRU"
2024,NA,"NRU"
2025,NA,"NRU"
2026,NA,"NRU"
2027,NA,"NRU"
2028,NA,"NRU"
2029,NA,"NRU"
2030,NA,"NRU"
2031,NA,"NRU"
2032,NA,"NRU"
2033,NA,"NRU"
2034,NA,"NRU"
2035,NA,"NRU"
2036,NA,"NRU"
2037,NA,"NRU"
2038,NA,"NRU"
2039,NA,"NRU"
2040,NA,"NRU"
2041,NA,"NRU"
2042,NA,"NRU"
2043,NA,"NRU"
2044,NA,"NRU"
2045,NA,"NRU"
2046,NA,"NRU"
2047,NA,"NRU"
2048,NA,"NRU"
2049,NA,"NRU"
2050,NA,"NRU"
2021,5990553,"NZL"
2022,6945838.57093302,"NZL"
2023,8053459.08023197,"NZL"
2024,9337706.67063725,"NZL"
2025,10826747.2396907,"NZL"
2026,12553238.169362,"NZL"
2027,14555044.5621403,"NZL"
2028,16876069.6919572,"NZL"
2029,19567217.8832488,"NZL"
2030,22687510.9358552,"NZL"
2031,26305382.5809951,"NZL"
2032,30500179.3581035,"NZL"
2033,35363900.8295045,"NZL"
2034,41003217.2990077,"NZL"
2035,47541809.2866878,"NZL"
2036,55123080.0688047,"NZL"
2037,63913300.7738238,"NZL"
2038,74105257.0122439,"NZL"
2039,85922477.0174888,"NZL"
2040,99624134.0287248,"NZL"
2041,115510730.433821,"NZL"
2042,133930688.336099,"NZL"
2043,155287991.088049,"NZL"
2044,180051043.384821,"NZL"
2045,208762944.235537,"NZL"
2046,242053398.117458,"NZL"
2047,280652525.546413,"NZL"
2048,325406875.954531,"NZL"
2049,377297994.066958,"NZL"
2050,437463946.972164,"NZL"
2021,26964630,"OMN"
2022,35198855.6460135,"OMN"
2023,45947577.9489241,"OMN"
2024,59978652.1642661,"OMN"
2025,78294414.5487054,"OMN"
2026,102203286.141476,"OMN"
2027,133413242.289697,"OMN"
2028,174153825.089447,"OMN"
2029,227335414.931506,"OMN"
2030,296757139.015097,"OMN"
2031,387378269.166548,"OMN"
2032,505672496.778035,"OMN"
2033,660090393.16502,"OMN"
2034,861663092.070458,"OMN"
2035,1124790319.51433,"OMN"
2036,1468269065.38745,"OMN"
2037,1916636381.88546,"OMN"
2038,2501922234.1224,"OMN"
2039,3265937621.11425,"OMN"
2040,4263261423.37148,"OMN"
2041,5565139348.1932,"OMN"
2042,7264573501.17551,"OMN"
2043,9482966167.07634,"OMN"
2044,12378792411.0566,"OMN"
2045,16158921043.9287,"OMN"
2046,21093392685.9214,"OMN"
2047,27534710627.827,"OMN"
2048,35943022568.5885,"OMN"
2049,46918992134.257,"OMN"
2050,61246708417.2918,"OMN"
2021,14790700,"PAK"
2022,15232754.1886868,"PAK"
2023,15688020.186533,"PAK"
2024,16156892.8589325,"PAK"
2025,16639778.8727422,"PAK"
2026,17137097.048996,"PAK"
2027,17649278.7261607,"PAK"
2028,18176768.1342482,"PAK"
2029,18720022.7801089,"PAK"
2030,19279513.844241,"PAK"
2031,19855726.5894587,"PAK"
2032,20449160.7817748,"PAK"
2033,21060331.1238622,"PAK"
2034,21689767.7014707,"PAK"
2035,22338016.4431853,"PAK"
2036,23005639.5939262,"PAK"
2037,23693216.2026001,"PAK"
2038,24401342.6243259,"PAK"
2039,25130633.0376711,"PAK"
2040,25881719.9773462,"PAK"
2041,26655254.8828208,"PAK"
2042,27451908.6633359,"PAK"
2043,28272372.2798026,"PAK"
2044,29117357.3440928,"PAK"
2045,29987596.736241,"PAK"
2046,30883845.2400917,"PAK"
2047,31806880.197946,"PAK"
2048,32757502.1847729,"PAK"
2049,33736535.7025709,"PAK"
2050,34744829.8954828,"PAK"
2021,16271630,"PAN"
2022,860479819.474778,"PAN"
2023,45504077939.5393,"PAN"
2024,2406356386593.17,"PAN"
2025,127253453349644,"PAN"
2026,6729444349818896,"PAN"
2027,355867916078335424,"PAN"
2028,18819083286920327168,"PAN"
2029,9.95194789299536e+20,"PAN"
2030,5.26281038002157e+22,"PAN"
2031,2.7830906465615e+24,"PAN"
2032,1.4717599509915e+26,"PAN"
2033,7.7829924656557e+27,"PAN"
2034,4.1158187297898e+29,"PAN"
2035,2.17653606774517e+31,"PAN"
2036,1.15100046071212e+33,"PAN"
2037,6.08674526552624e+34,"PAN"
2038,3.21880565577571e+36,"PAN"
2039,1.70217569451019e+38,"PAN"
2040,9.00148193098343e+39,"PAN"
2041,4.7601829361767e+41,"PAN"
2042,2.51729012618173e+43,"PAN"
2043,1.33119875104246e+45,"PAN"
2044,7.03967372034678e+46,"PAN"
2045,3.72273532033689e+48,"PAN"
2046,1.96866485803565e+50,"PAN"
2047,1.04107356278926e+52,"PAN"
2048,5.50542749170712e+53,"PAN"
2049,2.91139194671684e+55,"PAN"
2050,1.53960851907967e+57,"PAN"
2021,457781500,"PER"
2022,478465790.66445,"PER"
2023,500084675.4099,"PER"
2024,522680382.713528,"PER"
2025,546297049.094001,"PER"
2026,570980805.323975,"PER"
2027,596779866.537988,"PER"
2028,623744626.411778,"PER"
2029,651927755.596968,"PER"
2030,681384304.603405,"PER"
2031,712171811.33011,"PER"
2032,744350413.454879,"PER"
2033,777982965.902071,"PER"
2034,813135163.618033,"PER"
2035,849875669.893975,"PER"
2036,888276250.486968,"PER"
2037,928411913.801017,"PER"
2038,970361057.402055,"PER"
2039,1014205621.15303,"PER"
2040,1060031247.26822,"PER"
2041,1107927447.59937,"PER"
2042,1157987778.48051,"PER"
2043,1210310023.47288,"PER"
2044,1264996384.36691,"PER"
2045,1322153680.8145,"PER"
2046,1381893558.98135,"PER"
2047,1444332709.62703,"PER"
2048,1509593096.03866,"PER"
2049,1577802192.26363,"PER"
2050,1649093232.10641,"PER"
2021,95439200,"PHL"
2022,97845607.0428544,"PHL"
2023,100312689.309892,"PHL"
2024,102841976.668158,"PHL"
2025,105435037.558812,"PHL"
2026,108093479.969741,"PHL"
2027,110818952.43269,"PHL"
2028,113613145.045534,"PHL"
2029,116477790.520333,"PHL"
2030,119414665.257802,"PHL"
2031,122425590.448881,"PHL"
2032,125512433.204078,"PHL"
2033,128677107.711284,"PHL"
2034,131921576.422784,"PHL"
2035,135247851.272198,"PHL"
2036,138657994.922107,"PHL"
2037,142154122.043128,"PHL"
2038,145738400.625256,"PHL"
2039,149413053.32225,"PHL"
2040,153180358.829935,"PHL"
2041,157042653.299244,"PHL"
2042,161002331.784896,"PHL"
2043,165061849.730595,"PHL"
2044,169223724.491682,"PHL"
2045,173490536.896174,"PHL"
2046,177864932.845171,"PHL"
2047,182349624.953607,"PHL"
2048,186947394.232376,"PHL"
2049,191661091.812867,"PHL"
2050,196493640.714992,"PHL"
2021,21044710,"POL"
2022,21659851.8503739,"POL"
2023,22292974.4425153,"POL"
2024,22944603.3577585,"POL"
2025,23615279.5403044,"POL"
2026,24305559.7462812,"POL"
2027,25016017.0059298,"POL"
2028,25747241.0993012,"POL"
2029,26499839.0458563,"POL"
2030,27274435.6083786,"POL"
2031,28071673.8116155,"POL"
2032,28892215.4760799,"POL"
2033,29736741.7674547,"POL"
2034,30605953.7620568,"POL"
2035,31500573.0288298,"POL"
2036,32421342.228348,"POL"
2037,33369025.72933,"POL"
2038,34344410.2431729,"POL"
2039,35348305.4770339,"POL"
2040,36381544.8060018,"POL"
2041,37444985.9649166,"POL"
2042,38539511.7604103,"POL"
2043,39666030.8037616,"POL"
2044,40825478.2651718,"POL"
2045,42018816.6500884,"POL"
2046,43247036.5982206,"POL"
2047,44511157.7059108,"POL"
2048,45812229.3725433,"POL"
2049,47151331.671695,"POL"
2050,48529576.2477486,"POL"
2021,9542003,"PRT"
2022,9306882.07660292,"PRT"
2023,9077554.67985,"PRT"
2024,8853878.05362029,"PRT"
2025,8635712.95939297,"PRT"
2026,8422923.5895715,"PRT"
2027,8215377.48294346,"PRT"
2028,8012945.44222358,"PRT"
2029,7815501.45362853,"PRT"
2030,7622922.60843341,"PRT"
2031,7435089.02646123,"PRT"
2032,7251883.78145753,"PRT"
2033,7073192.82830392,"PRT"
2034,6898904.93202508,"PRT"
2035,6728911.59854505,"PRT"
2036,6563107.00714981,"PRT"
2037,6401387.94461389,"PRT"
2038,6243653.74095031,"PRT"
2039,6089806.20674351,"PRT"
2040,5939749.57202659,"PRT"
2041,5793390.42666452,"PRT"
2042,5650637.66220646,"PRT"
2043,5511402.41517077,"PRT"
2044,5375598.01172761,"PRT"
2045,5243139.91374452,"PRT"
2046,5113945.66616153,"PRT"
2047,4987934.8456629,"PRT"
2048,4865029.01061373,"PRT"
2049,4745151.65223005,"PRT"
2050,4628228.14695223,"PRT"
2021,44275.94,"PRY"
2022,49846.2526563996,"PRY"
2023,56117.3608936506,"PRY"
2024,63177.431117561,"PRY"
2025,71125.7218631208,"PRY"
2026,80073.9792844131,"PRY"
2027,90148.0082097446,"PRY"
2028,101489.440849683,"PRY"
2029,114257.728024521,"PRY"
2030,128632.380906119,"PRY"
2031,144815.49479109,"PRY"
2032,163034.590387425,"PRY"
2033,183545.812560596,"PRY"
2034,206637.531510785,"PRY"
2035,232634.397010686,"PRY"
2036,261901.902702999,"PRY"
2037,294851.52462772,"PRY"
2038,331946.50622252,"PRY"
2039,373708.371128357,"PRY"
2040,420724.255364778,"PRY"
2041,473655.16195903,"PRY"
2042,533245.254081961,"PRY"
2043,600332.31734426,"PRY"
2044,675859.538343936,"PRY"
2045,760888.765061326,"PRY"
2046,856615.435531413,"PRY"
2047,964385.384677786,"PRY"
2048,1085713.76559793,"PRY"
2049,1222306.35131689,"PRY"
2050,1376083.51649368,"PRY"
2021,50794,"PSE"
2022,82649.203968101,"PSE"
2023,134482.240354388,"PSE"
2024,218822.107200397,"PSE"
2025,356055.301231155,"PSE"
2026,579353.60899668,"PSE"
2027,942692.337670237,"PSE"
2028,1533897.13933286,"PSE"
2029,2495873.08608907,"PSE"
2030,4061147.45384631,"PSE"
2031,6608075.84079769,"PSE"
2032,10752297.673008,"PSE"
2033,17495547.5745595,"PSE"
2034,28467793.0468832,"PSE"
2035,46321227.5869893,"PSE"
2036,75371354.626332,"PSE"
2037,122640124.06709,"PSE"
2038,199553266.698708,"PSE"
2039,324702103.435098,"PSE"
2040,528337409.451487,"PSE"
2041,859681582.819507,"PSE"
2042,1398826603.26159,"PSE"
2043,2276093736.44472,"PSE"
2044,3703534580.3429,"PSE"
2045,6026187835.84036,"PSE"
2046,9805481505.58057,"PSE"
2047,15954940366.1883,"PSE"
2048,25961001705.398,"PSE"
2049,42242314548.2864,"PSE"
2050,68734371602.6697,"PSE"
2021,0,"PYF"
2022,NA,"PYF"
2023,NA,"PYF"
2024,NA,"PYF"
2025,NA,"PYF"
2026,NA,"PYF"
2027,NA,"PYF"
2028,NA,"PYF"
2029,NA,"PYF"
2030,NA,"PYF"
2031,NA,"PYF"
2032,NA,"PYF"
2033,NA,"PYF"
2034,NA,"PYF"
2035,NA,"PYF"
2036,NA,"PYF"
2037,NA,"PYF"
2038,NA,"PYF"
2039,NA,"PYF"
2040,NA,"PYF"
2041,NA,"PYF"
2042,NA,"PYF"
2043,NA,"PYF"
2044,NA,"PYF"
