Year,prodinit_ippu_mining_tonne,iso_code3
2021,0,"CAF"
2022,NA,"CAF"
2023,NA,"CAF"
2024,NA,"CAF"
2025,NA,"CAF"
2026,NA,"CAF"
2027,NA,"CAF"
2028,NA,"CAF"
2029,NA,"CAF"
2030,NA,"CAF"
2031,NA,"CAF"
2032,NA,"CAF"
2033,NA,"CAF"
2034,NA,"CAF"
2035,NA,"CAF"
2036,NA,"CAF"
2037,NA,"CAF"
2038,NA,"CAF"
2039,NA,"CAF"
2040,NA,"CAF"
2041,NA,"CAF"
2042,NA,"CAF"
2043,NA,"CAF"
2044,NA,"CAF"
2045,NA,"CAF"
2046,NA,"CAF"
2047,NA,"CAF"
2048,NA,"CAF"
2049,NA,"CAF"
2050,NA,"CAF"
2021,332622700,"CAN"
2022,339855319.170058,"CAN"
2023,347245205.95913,"CAN"
2024,354795780.027979,"CAN"
2025,362510535.395204,"CAN"
2026,370393042.054092,"CAN"
2027,378446947.624627,"CAN"
2028,386675979.041424,"CAN"
2029,395083944.27836,"CAN"
2030,403674734.110713,"CAN"
2031,412452323.915609,"CAN"
2032,421420775.511628,"CAN"
2033,430584239.038399,"CAN"
2034,439946954.877077,"CAN"
2035,449513255.612572,"CAN"
2036,459287568.038449,"CAN"
2037,469274415.205416,"CAN"
2038,479478418.514367,"CAN"
2039,489904299.854925,"CAN"
2040,500556883.790491,"CAN"
2041,511441099.790805,"CAN"
2042,522561984.513051,"CAN"
2043,533924684.132568,"CAN"
2044,545534456.724229,"CAN"
2045,557396674.695614,"CAN"
2046,569516827.273084,"CAN"
2047,581900523.04191,"CAN"
2048,594553492.541646,"CAN"
2049,607481590.917919,"CAN"
2050,620690800.631898,"CAN"
2021,13500600,"CHE"
2022,15322170.4692895,"CHE"
2023,17389516.6059262,"CHE"
2024,19735799.7284967,"CHE"
2025,22398655.4514455,"CHE"
2026,25420797.3801111,"CHE"
2027,28850702.2594056,"CHE"
2028,32743387.5662807,"CHE"
2029,37161294.0189745,"CHE"
2030,42175287.1589497,"CHE"
2031,47865794.0714239,"CHE"
2032,54324093.4780872,"CHE"
2033,61653779.8957729,"CHE"
2034,69972425.346954,"CHE"
2035,79413465.2767777,"CHE"
2036,90128338.9277359,"CHE"
2037,102288918.504709,"CHE"
2038,116090266.095463,"CHE"
2039,131753762.569062,"CHE"
2040,149530658.641353,"CHE"
2041,169706105.068512,"CHE"
2042,192603726.615032,"CHE"
2043,218590813.165042,"CHE"
2044,248084211.245084,"CHE"
2045,281557010.461491,"CHE"
2046,319546132.106314,"CHE"
2047,362660941.657042,"CHE"
2048,411593023.31913,"CHE"
2049,467127273.400143,"CHE"
2050,530154490.459047,"CHE"
2021,552081800,"CHL"
2022,573478613.158631,"CHL"
2023,595704694.033288,"CHL"
2024,618792182.220635,"CHL"
2025,642774462.938812,"CHL"
2026,667686215.303482,"CHL"
2027,693563462.474901,"CHL"
2028,720443623.748518,"CHL"
2029,748365568.664424,"CHL"
2030,777369673.213904,"CHL"
2031,807497878.224365,"CHL"
2032,838793750.007056,"CHL"
2033,871302543.355304,"CHL"
2034,905071266.984326,"CHL"
2035,940148751.507288,"CHL"
2036,976585720.045866,"CHL"
2037,1014434861.57744,"CHL"
2038,1053750907.125,"CHL"
2039,1094590708.89983,"CHL"
2040,1137013322.51162,"CHL"
2041,1181080092.36467,"CHL"
2042,1226854740.36376,"CHL"
2043,1274403458.05803,"CHL"
2044,1323795002.35596,"CHL"
2045,1375100794.94999,"CHL"
2046,1428395025.59449,"CHL"
2047,1483754759.38641,"CHL"
2048,1541260048.20379,"CHL"
2049,1600994046.46325,"CHL"
2050,1663043131.36381,"CHL"
2021,6931909000,"CHN"
2022,7437163348.77807,"CHN"
2023,7979244776.06499,"CHN"
2024,8560837541.21403,"CHN"
2025,9184821554.40304,"CHN"
2026,9854286637.27021,"CHN"
2027,10572547822.982,"CHN"
2028,11343161771.4955,"CHN"
2029,12169944381.2991,"CHN"
2030,13056989684.8423,"CHN"
2031,14008690121.218,"CHN"
2032,15029758286.4853,"CHN"
2033,16125250269.333,"CHN"
2034,17300590687.6385,"CHN"
2035,18561599549.8954,"CHN"
2036,19914521074.5233,"CHN"
2037,21366054609.7638,"CHN"
2038,22923387807.273,"CHN"
2039,24594232213.677,"CHN"
2040,26386861456.3312,"CHN"
2041,28310152212.372,"CHN"
2042,30373628163.9273,"CHN"
2043,32587507157.1444,"CHN"
2044,34962751798.5532,"CHN"
2045,37511123739.3083,"CHN"
2046,40245241916.1104,"CHN"
2047,43178645037.2045,"CHN"
2048,46325858622.8693,"CHN"
2049,49702466932.3672,"CHN"
2050,53325190133.5195,"CHN"
2021,12499300,"CIV"
2022,22017764.722374,"CIV"
2023,38784729.0144101,"CIV"
2024,68320068.9846881,"CIV"
2025,120347155.818424,"CIV"
2026,211993900.603788,"CIV"
2027,373431458.247465,"CIV"
2028,657806916.197364,"CIV"
2029,1158739922.52238,"CIV"
2030,2041143343.10877,"CIV"
2031,3595514460.26648,"CIV"
2032,6333569995.283,"CIV"
2033,11156709096.4157,"CIV"
2034,19652764231.6649,"CIV"
2035,34618733768.8579,"CIV"
2036,60981585777.5408,"CIV"
2037,107420272179.015,"CIV"
2038,189222938824.648,"CIV"
2039,333319957687.011,"CIV"
2040,587149712833.86,"CIV"
2041,1034275858166.89,"CIV"
2042,1821897426507.88,"CIV"
2043,3209308432084.13,"CIV"
2044,5653260420916.31,"CIV"
2045,9958330295460.07,"CIV"
2046,17541796218438.5,"CIV"
2047,30900221768051.7,"CIV"
2048,54431353176429.2,"CIV"
2049,95881907607550.9,"CIV"
2050,168897880908167,"CIV"
2021,125572.2,"CMR"
2022,222596.571085752,"CMR"
2023,394587.603459479,"CMR"
2024,699468.891386983,"CMR"
2025,1239919.16048214,"CMR"
2026,2197952.68018596,"CMR"
2027,3896218.51029236,"CMR"
2028,6906663.10371179,"CMR"
2029,12243151.9439074,"CMR"
2030,21702921.840946,"CMR"
2031,38471859.0925114,"CMR"
2032,68197450.6880285,"CMR"
2033,120890759.897054,"CMR"
2034,214297978.605417,"CMR"
2035,379877036.702182,"CMR"
2036,673392086.816367,"CMR"
2037,1193693902.96262,"CMR"
2038,2116011105.36765,"CMR"
2039,3750964118.12655,"CMR"
2040,6649176736.25741,"CMR"
2041,11786716662.0801,"CMR"
2042,20893818164.676,"CMR"
2043,37037594948.1341,"CMR"
2044,65654990807.8191,"CMR"
2045,116383847925.633,"CMR"
2046,206308764822.241,"CMR"
2047,365714892582.656,"CMR"
2048,648287448048.958,"CMR"
2049,1149191962979.31,"CMR"
2050,2037124383251.23,"CMR"
2021,19521540,"COD"
2022,19318873.2496557,"COD"
2023,19118310.5244905,"COD"
2024,18919829.9811485,"COD"
2025,18723410.0030451,"COD"
2026,18529029.1980122,"COD"
2027,18336666.3959691,"COD"
2028,18146300.6466164,"COD"
2029,17957911.2171544,"COD"
2030,17771477.590025,"COD"
2031,17586979.4606772,"COD"
2032,17404396.735356,"COD"
2033,17223709.5289134,"COD"
2034,17044898.1626431,"COD"
2035,16867943.1621374,"COD"
2036,16692825.2551658,"COD"
2037,16519525.3695764,"COD"
2038,16348024.6312185,"COD"
2039,16178304.3618874,"COD"
2040,16010346.0772897,"COD"
2041,15844131.4850305,"COD"
2042,15679642.4826209,"COD"
2043,15516861.1555067,"COD"
2044,15355769.7751171,"COD"
2045,15196350.7969341,"COD"
2046,15038586.8585816,"COD"
2047,14882460.7779343,"COD"
2048,14727955.5512467,"COD"
2049,14575054.3513011,"COD"
2050,14423740.5255748,"COD"
2021,1580027,"COG"
2022,1944925.53049124,"COG"
2023,2394095.36619099,"COG"
2024,2946998.50074437,"COG"
2025,3627591.56800305,"COG"
2026,4465363.85441761,"COG"
2027,5496615.0346732,"COG"
2028,6766027.99333044,"COG"
2029,8328604.88095887,"COG"
2030,10252050.2917677,"COG"
2031,12619704.8229804,"COG"
2032,15534156.123584,"COG"
2033,19121683.8948926,"COG"
2034,23537731.4395006,"COG"
2035,28973640.8343219,"COG"
2036,35664943.5547344,"COG"
2037,43901565.7726938,"COG"
2038,54040390.5122207,"COG"
2039,66520720.9654866,"COG"
2040,81883314.9765536,"COG"
2041,100793815.434265,"COG"
2042,124071591.785282,"COG"
2043,152725242.335658,"COG"
2044,187996295.613356,"COG"
2045,231413004.319669,"COG"
2046,284856562.69735,"COG"
2047,350642616.43507,"COG"
2048,431621596.835255,"COG"
2049,531302226.605169,"COG"
2050,654003548.630015,"COG"
2021,6262780,"COL"
2022,7139163.684995,"COL"
2023,8138184.3400457,"COL"
2024,9277003.20021607,"COL"
2025,10575182.9622891,"COL"
2026,12055023.8339128,"COL"
2027,13741946.6078673,"COL"
2028,15664929.3419259,"COL"
2029,17857005.1456206,"COL"
2030,20355829.6249243,"COL"
2031,23204327.7324455,"COL"
2032,26451431.1347672,"COL"
2033,30152918.7634686,"COL"
2034,34372374.9888643,"COL"
2035,39182281.8760248,"COL"
2036,44665264.2859168,"COL"
2037,50915509.2100826,"COL"
2038,58040383.7202728,"COL"
2039,66162279.3262651,"COL"
2040,75420714.4243559,"COL"
2041,85974730.9525067,"COL"
2042,98005626.4220285,"COL"
2043,111720068.256802,"COL"
2044,127353643.938334,"COL"
2045,145174907.941256,"COL"
2046,165489994.977743,"COL"
2047,188647878.797452,"COL"
2048,215046366.878943,"COL"
2049,245138933.98974,"COL"
2050,279442512.002327,"COL"
2021,8757.454,"COM"
2022,Inf,"COM"
2023,Inf,"COM"
2024,Inf,"COM"
2025,Inf,"COM"
2026,Inf,"COM"
2027,Inf,"COM"
2028,Inf,"COM"
2029,Inf,"COM"
2030,Inf,"COM"
2031,Inf,"COM"
2032,Inf,"COM"
2033,Inf,"COM"
2034,Inf,"COM"
2035,Inf,"COM"
2036,Inf,"COM"
2037,Inf,"COM"
2038,Inf,"COM"
2039,Inf,"COM"
2040,Inf,"COM"
2041,Inf,"COM"
2042,Inf,"COM"
2043,Inf,"COM"
2044,Inf,"COM"
2045,Inf,"COM"
2046,Inf,"COM"
2047,Inf,"COM"
2048,Inf,"COM"
2049,Inf,"COM"
2050,Inf,"COM"
2021,34.17516,"CPV"
2022,Inf,"CPV"
2023,Inf,"CPV"
2024,Inf,"CPV"
2025,Inf,"CPV"
2026,Inf,"CPV"
2027,Inf,"CPV"
2028,Inf,"CPV"
2029,Inf,"CPV"
2030,Inf,"CPV"
2031,Inf,"CPV"
2032,Inf,"CPV"
2033,Inf,"CPV"
2034,Inf,"CPV"
2035,Inf,"CPV"
2036,Inf,"CPV"
2037,Inf,"CPV"
2038,Inf,"CPV"
2039,Inf,"CPV"
2040,Inf,"CPV"
2041,Inf,"CPV"
2042,Inf,"CPV"
2043,Inf,"CPV"
2044,Inf,"CPV"
2045,Inf,"CPV"
2046,Inf,"CPV"
2047,Inf,"CPV"
2048,Inf,"CPV"
2049,Inf,"CPV"
2050,Inf,"CPV"
2021,77407.47,"CRI"
2022,88597.2414451811,"CRI"
2023,101404.569761752,"CRI"
2024,116063.283696349,"CRI"
2025,132841.013516732,"CRI"
2026,152044.077249449,"CRI"
2027,174023.073256098,"CRI"
2028,199179.28125416,"CRI"
2029,227971.988648543,"CRI"
2030,260926.875933719,"CRI"
2031,298645.614262248,"CRI"
2032,341816.850406515,"CRI"
2033,391228.779670713,"CRI"
2034,447783.536301983,"CRI"
2035,512513.664132465,"CRI"
2036,586600.968163646,"CRI"
2037,671398.091274286,"CRI"
2038,768453.209986861,"CRI"
2039,879538.300173489,"CRI"
2040,1006681.48876013,"CRI"
2041,1152204.08208762,"CRI"
2042,1318762.94697192,"CRI"
2043,1509399.01823208,"CRI"
2044,1727592.81830846,"CRI"
2045,1977328.00261571,"CRI"
2046,2263164.09080495,"CRI"
2047,2590319.71181993,"CRI"
2048,2964767.88258707,"CRI"
2049,3393345.05988227,"CRI"
2050,3883875.95637994,"CRI"
2021,9231785,"CUB"
2022,39257611.3835074,"CUB"
2023,166940635.157609,"CUB"
2024,709905026.940438,"CUB"
2025,3018828500.31993,"CUB"
2026,12837386929.94,"CUB"
2027,54590217089.6856,"CUB"
2028,232141620266.09,"CUB"
2029,987168301075.459,"CUB"
2030,4197873925111.73,"CUB"
2031,17851206802259.3,"CUB"
2032,75911185038399.4,"CUB"
2033,322807756235550,"CUB"
2034,1372720600173988,"CUB"
2035,5837411926270540,"CUB"
2036,24823243704980168,"CUB"
2037,105559353326383632,"CUB"
2038,448884811635184256,"CUB"
2039,1908855707875886848,"CUB"
2040,8117294279165030400,"CUB"
2041,34518306513532194816,"CUB"
2042,1.46787025772918e+20,"CUB"
2043,6.24203013169621e+20,"CUB"
2044,2.65438583279695e+21,"CUB"
2045,1.12876163695136e+22,"CUB"
2046,4.79999108385304e+22,"CUB"
2047,2.04116738652604e+23,"CUB"
2048,8.67994174787746e+23,"CUB"
2049,3.69109310896707e+24,"CUB"
2050,1.5696151811613e+25,"CUB"
2021,37793.02,"CUW"
2022,68593.9662534405,"CUW"
2023,124497.386194015,"CUW"
2024,225961.553409434,"CUW"
2025,410118.036852883,"CUW"
2026,744360.275516853,"CUW"
2027,1351006.71021275,"CUW"
2028,2452064.12952723,"CUW"
2029,4450472.71035929,"CUW"
2030,8077564.98174115,"CUW"
2031,14660702.4198523,"CUW"
2032,26609033.2828411,"CUW"
2033,48295138.3890433,"CUW"
2034,87655209.6885423,"CUW"
2035,159093358.914268,"CUW"
2036,288752909.730734,"CUW"
2037,524083742.068052,"CUW"
2038,951206929.676242,"CUW"
2039,1726431389.55952,"CUW"
2040,3133456296.2771,"CUW"
2041,5687192911.37523,"CUW"
2042,10322200200.981,"CUW"
2043,18734693661.6165,"CUW"
2044,34003288035.5545,"CUW"
2045,61715639343.3719,"CUW"
2046,112013289290.688,"CUW"
2047,203303038115.036,"CUW"
2048,368993050454.415,"CUW"
2049,669718822433.99,"CUW"
2050,1215533193836.61,"CUW"
2021,442.5997,"CYM"
2022,537.885736590289,"CYM"
2023,653.685634281446,"CYM"
2024,794.415764163343,"CYM"
2025,965.443285356807,"CYM"
2026,1173.29083747751,"CYM"
2027,1425.885300761,"CYM"
2028,1732.8601110509,"CYM"
2029,2105.92265932522,"CYM"
2030,2559.30078762667,"CYM"
2031,3110.285409838,"CYM"
2032,3779.88995174815,"CYM"
2033,4593.65176010351,"CYM"
2034,5582.60604474552,"CYM"
2035,6784.46949799411,"CYM"
2036,8245.07873209791,"CYM"
2037,10020.1383938114,"CYM"
2038,12177.3456256113,"CYM"
2039,14798.9718961547,"CYM"
2040,17985.0006657079,"CYM"
2041,21856.9405506853,"CYM"
2042,26562.4594135864,"CYM"
2043,32281.0161130399,"CYM"
2044,39230.704697372,"CYM"
2045,47676.5720652365,"CYM"
2046,57940.7263118564,"CYM"
2047,70414.6212725161,"CYM"
2048,85573.9857706491,"CYM"
2049,103996.966941488,"CYM"
2050,126386.179580506,"CYM"
2021,1031924,"CYP"
2022,2488959.56593179,"CYP"
2023,6003271.28823768,"CYP"
2024,14479651.1174688,"CYP"
2025,34924341.4826856,"CYP"
2026,84236119.924722,"CYP"
2027,203174164.457474,"CYP"
2028,490047988.201292,"CYP"
2029,1181976219.17819,"CYP"
2030,2850879539.02366,"CYP"
2031,6876207840.86052,"CYP"
2032,16585139295.9607,"CYP"
2033,40002695065.7149,"CYP"
2034,96484906395.1062,"CYP"
2035,232717749311.125,"CYP"
2036,561305937559.395,"CYP"
2037,1353847553407.78,"CYP"
2038,3265426348129.94,"CYP"
2039,7876078224776,"CYP"
2040,18996786817230.1,"CYP"
2041,45819492783103.9,"CYP"
2042,110514790690641,"CYP"
2043,266557271142469,"CYP"
2044,642925515715036,"CYP"
2045,1550710723387158,"CYP"
2046,3740252469142569,"CYP"
2047,9021339906885006,"CYP"
2048,21759112355913480,"CYP"
2049,52482111904011848,"CYP"
2050,126584762505565392,"CYP"
2021,7543317,"CZE"
2022,7596132.75448419,"CZE"
2023,7649318.30701899,"CZE"
2024,7702876.24680529,"CZE"
2025,7756809.18117267,"CZE"
2026,7811119.73570637,"CZE"
2027,7865810.5543751,"CZE"
2028,7920884.2996597,"CZE"
2029,7976343.65268285,"CZE"
2030,8032191.31333951,"CZE"
2031,8088430.00042841,"CZE"
2032,8145062.45178438,"CZE"
2033,8202091.42441166,"CZE"
2034,8259519.69461806,"CZE"
2035,8317350.05815022,"CZE"
2036,8375585.3303296,"CZE"
2037,8434228.34618961,"CZE"
2038,8493281.9606136,"CZE"
2039,8552749.04847386,"CZE"
2040,8612632.50477154,"CZE"
2041,8672935.24477764,"CZE"
2042,8733660.20417487,"CZE"
2043,8794810.33920062,"CZE"
2044,8856388.62679085,"CZE"
2045,8918398.064725,"CZE"
2046,8980841.67177198,"CZE"
2047,9043722.48783707,"CZE"
2048,9107043.57410996,"CZE"
2049,9170808.01321374,"CZE"
2050,9235018.909355,"CZE"
2021,234579600,"DEU"
2022,236814613.36773,"DEU"
2023,239070921.361054,"DEU"
2024,241348726.869621,"DEU"
2025,243648234.716161,"DEU"
2026,245969651.674902,"DEU"
2027,248313186.49016,"DEU"
2028,250679049.895115,"DEU"
2029,253067454.630759,"DEU"
2030,255478615.465023,"DEU"
2031,257912749.21209,"DEU"
2032,260370074.751894,"DEU"
2033,262850813.0498,"DEU"
2034,265355187.176472,"DEU"
2035,267883422.327934,"DEU"
2036,270435745.845819,"DEU"
2037,273012387.237814,"DEU"
2038,275613578.198291,"DEU"
2039,278239552.62915,"DEU"
2040,280890546.660845,"DEU"
2041,283566798.67362,"DEU"
2042,286268549.318945,"DEU"
2043,288996041.541152,"DEU"
2044,291749520.599287,"DEU"
2045,294529234.089157,"DEU"
2046,297335431.965599,"DEU"
2047,300168366.564954,"DEU"
2048,303028292.627759,"DEU"
2049,305915467.321652,"DEU"
2050,308830150.264496,"DEU"
2021,897.8555,"DJI"
2022,1072.08428175136,"DJI"
2023,1280.12214346108,"DJI"
2024,1528.52973415709,"DJI"
2025,1825.14079624104,"DJI"
2026,2179.30920914688,"DJI"
2027,2602.20397179986,"DJI"
2028,3107.1614263961,"DJI"
2029,3710.10583117594,"DJI"
2030,4430.05154530743,"DJI"
2031,5289.70266270286,"DJI"
2032,6316.16900472519,"DJI"
2033,7541.82105121702,"DJI"
2034,9005.31077082144,"DJI"
2035,10752.7905433378,"DJI"
2036,12839.368613855,"DJI"
2037,15330.8469776325,"DJI"
2038,18305.7965013915,"DJI"
2039,21858.0347217128,"DJI"
2040,26099.5844599979,"DJI"
2041,31164.2065564066,"DJI"
2042,37211.6181305077,"DJI"
2043,44432.5293950432,"DJI"
2044,53054.6578629645,"DJI"
2045,63349.909610823,"DJI"
2046,75642.954065696,"DJI"
2047,90321.4627287716,"DJI"
2048,107848.334722355,"DJI"
2049,128776.294703207,"DJI"
2050,153765.323499705,"DJI"
2021,22434.86,"DMA"
2022,Inf,"DMA"
2023,Inf,"DMA"
2024,Inf,"DMA"
2025,Inf,"DMA"
2026,Inf,"DMA"
2027,Inf,"DMA"
2028,Inf,"DMA"
2029,Inf,"DMA"
2030,Inf,"DMA"
2031,Inf,"DMA"
2032,Inf,"DMA"
2033,Inf,"DMA"
2034,Inf,"DMA"
2035,Inf,"DMA"
2036,Inf,"DMA"
2037,Inf,"DMA"
2038,Inf,"DMA"
2039,Inf,"DMA"
2040,Inf,"DMA"
2041,Inf,"DMA"
2042,Inf,"DMA"
2043,Inf,"DMA"
2044,Inf,"DMA"
2045,Inf,"DMA"
2046,Inf,"DMA"
2047,Inf,"DMA"
2048,Inf,"DMA"
2049,Inf,"DMA"
2050,Inf,"DMA"
2021,351406.9,"DNK"
2022,323555.268009798,"DNK"
2023,297911.086711422,"DNK"
2024,274299.399084094,"DNK"
2025,252559.114762915,"DNK"
2026,232541.911002409,"DNK"
2027,214111.220746931,"DNK"
2028,197141.300904104,"DNK"
2029,181516.374464552,"DNK"
2030,167129.840615096,"DNK"
2031,153883.547456388,"DNK"
2032,141687.122363135,"DNK"
2033,130457.355418295,"DNK"
2034,120117.631714732,"DNK"
2035,110597.408651231,"DNK"
2036,101831.734656713,"DNK"
2037,93760.8060591739,"DNK"
2038,86329.5590760758,"DNK"
2039,79487.2941425663,"DNK"
2040,73187.3300144978,"DNK"
2041,67386.6852863798,"DNK"
2042,62045.78515142,"DNK"
2043,57128.1914030316,"DNK"
2044,52600.3538357469,"DNK"
2045,48431.3813494706,"DNK"
2046,44592.8311954394,"DNK"
2047,41058.514926019,"DNK"
2048,37804.3197244344,"DNK"
2049,34808.0438954598,"DNK"
2050,32049.2453947042,"DNK"
2021,774225.6,"DOM"
2022,811491.448961632,"DOM"
2023,850551.017349271,"DOM"
2024,891490.642371616,"DOM"
2025,934400.816911608,"DOM"
2026,979376.389551745,"DOM"
2027,1026516.77422725,"DOM"
2028,1075926.16997047,"DOM"
2029,1127713.79123227,"DOM"
2030,1181994.10928945,"DOM"
2031,1238887.10527191,"DOM"
2032,1298518.53536874,"DOM"
2033,1361020.2087995,"DOM"
2034,1426530.27916511,"DOM"
2035,1495193.54982234,"DOM"
2036,1567161.79395698,"DOM"
2037,1642594.09006298,"DOM"
2038,1721657.17356933,"DOM"
2039,1804525.80539182,"DOM"
2040,1891383.15822425,"DOM"
2041,1982421.22142309,"DOM"
2042,2077841.22538044,"DOM"
2043,2177854.08632341,"DOM"
2044,2282680.87252293,"DOM"
2045,2392553.29294283,"DOM"
2046,2507714.20940886,"DOM"
2047,2628418.17343016,"DOM"
2048,2754931.98885949,"DOM"
2049,2887535.30163603,"DOM"
2050,3026521.21791438,"DOM"
2021,9387290,"DZA"
2022,15407019.7001821,"DZA"
2023,25286984.427007,"DZA"
2024,41502613.3447561,"DZA"
2025,68116738.8470684,"DZA"
2026,111797540.858857,"DZA"
2027,183489262.017507,"DZA"
2028,301154292.098742,"DZA"
2029,494273652.050775,"DZA"
2030,811233475.734448,"DZA"
2031,1331448175.36135,"DZA"
2032,2185257754.64099,"DZA"
2033,3586584549.5057,"DZA"
2034,5886531556.0298,"DZA"
2035,9661351428.31367,"DZA"
2036,15856826814.3853,"DZA"
2037,26025236581.7622,"DZA"
2038,42714279916.4731,"DZA"
2039,70105403386.0884,"DZA"
2040,115061464070.959,"DZA"
2041,188846221185.567,"DZA"
2042,309946475512.206,"DZA"
2043,508703944825.244,"DZA"
2044,834917393569.697,"DZA"
2045,1370319733464.4,"DZA"
2046,2249056237639.85,"DZA"
2047,3691294693157.94,"DZA"
2048,6058388529241.35,"DZA"
2049,9943414065335.01,"DZA"
2050,16319766023174.3,"DZA"
2021,21012320,"ECU"
2022,35807848.9215274,"ECU"
2023,61021440.9635363,"ECU"
2024,103988828.410961,"ECU"
2025,177211096.026824,"ECU"
2026,301991791.184733,"ECU"
2027,514635053.829581,"ECU"
2028,877008072.276253,"ECU"
2029,1494540943.36218,"ECU"
2030,2546900880.38589,"ECU"
2031,4340265232.15729,"ECU"
2032,7396401811.52992,"ECU"
2033,12604473881.5217,"ECU"
2034,21479736482.4477,"ECU"
2035,36604390131.0141,"ECU"
2036,62378855437.0008,"ECU"
2037,106302047150.716,"ECU"
2038,181153135133.194,"ECU"
2039,308709561557.717,"ECU"
2040,526083047511.636,"ECU"
2041,896517009329.45,"ECU"
2042,1527786823427.8,"ECU"
2043,2603556378239.2,"ECU"
2044,4436813900162.78,"ECU"
2045,7560933863084.22,"ECU"
2046,12884858857802.5,"ECU"
2047,21957550587245.8,"ECU"
2048,37418650302055.8,"ECU"
2049,63766465429018.7,"ECU"
2050,108666723157752,"ECU"
2021,26531440,"EGY"
2022,27886550.5567017,"EGY"
2023,29310874.2665864,"EGY"
2024,30807946.236476,"EGY"
2025,32381482.1310731,"EGY"
2026,34035387.3950717,"EGY"
2027,35773766.9462945,"EGY"
2028,37600935.3639119,"EGY"
2029,39521427.5970322,"EGY"
2030,41540010.2202393,"EGY"
2031,43661693.2640146,"EGY"
2032,45891742.6494057,"EGY"
2033,48235693.2578026,"EGY"
2034,50699362.6682634,"EGY"
2035,53288865.5964803,"EGY"
2036,56010629.0712277,"EGY"
2037,58871408.3859548,"EGY"
2038,61878303.8651186,"EGY"
2039,65038778.4868662,"EGY"
2040,68360676.4058083,"EGY"
2041,71852242.421855,"EGY"
2042,75522142.4434349,"EGY"
2043,79379484.9958871,"EGY"
2044,83433843.828407,"EGY"
2045,87695281.6756583,"EGY"
2046,92174375.2330233,"EGY"
2047,96882241.407481,"EGY"
2048,101830564.909266,"EGY"
2049,107031627.252789,"EGY"
2050,112498337.238799,"EGY"
2021,3816.949,"ERI"
2022,7970.57376257137,"ERI"
2023,16644.1956925783,"ERI"
2024,34756.5004107648,"ERI"
2025,72578.7141124606,"ERI"
2026,151559.267474087,"ERI"
2027,316486.890656252,"ERI"
2028,660889.654764189,"ERI"
2029,1380073.38903881,"ERI"
2030,2881876.79350593,"ERI"
2031,6017950.87052033,"ERI"
2032,12566717.8977274,"ERI"
2033,26241888.9949178,"ERI"
2034,54798456.0189832,"ERI"
2035,114430435.348842,"ERI"
2036,238954260.492111,"ERI"
2037,498985592.716346,"ERI"
2038,1041984441.81623,"ERI"
2039,2175877606.15823,"ERI"
2040,4543679509.00349,"ERI"
2041,9488136383.27271,"ERI"
2042,19813178251.0618,"ERI"
2043,41373987108.8304,"ERI"
2044,86397386001.9115,"ERI"
2045,180415493636.825,"ERI"
2046,376744619837.216,"ERI"
2047,786720174166.445,"ERI"
2048,1642833367356.14,"ERI"
2049,3430573616290.29,"ERI"
2050,7163742574651.36,"ERI"
2021,116306900,"ESP"
2022,113851525.913246,"ESP"
2023,111447987.6325,"ESP"
2024,109095190.843541,"ESP"
2025,106792064.334394,"ESP"
2026,104537559.507615,"ESP"
2027,102330649.902875,"ESP"
2028,100170330.729617,"ESP"
2029,98055618.4095814,"ESP"
2030,95985550.128993,"ESP"
2031,93959183.4001954,"ESP"
2032,91975595.6325441,"ESP"
2033,90033883.7123576,"ESP"
2034,88133163.5917355,"ESP"
2035,86272569.8860583,"ESP"
2036,84451255.4799832,"ESP"
2037,82668391.1417589,"ESP"
2038,80923165.1456817,"ESP"
2039,79214782.9025229,"ESP"
2040,77542466.5977574,"ESP"
2041,75905454.8374306,"ESP"
2042,74303002.3015008,"ESP"
2043,72734379.4045003,"ESP"
2044,71198871.9633599,"ESP"
2045,69695780.8722468,"ESP"
2046,68224421.7842665,"ESP"
2047,66784124.7998839,"ESP"
2048,65374234.1619234,"ESP"
2049,63994107.9570069,"ESP"
2050,62643117.8232952,"ESP"
2021,555222.1,"EST"
2022,958285.333589533,"EST"
2023,1653952.14018463,"EST"
2024,2854637.9519078,"EST"
2025,4926961.08822272,"EST"
2026,8503686.27259282,"EST"
2027,14676933.4946724,"EST"
2028,25331646.759042,"EST"
2029,43721144.3219944,"EST"
2030,75460489.3636592,"EST"
2031,130240997.652441,"EST"
2032,224789391.276758,"EST"
2033,387975148.696416,"EST"
2034,669625533.264964,"EST"
2035,1155739887.74021,"EST"
2036,1994748739.0467,"EST"
2037,3442835688.32124,"EST"
2038,5942160706.6377,"EST"
2039,10255869597.0548,"EST"
2040,17701113514.8698,"EST"
2041,30551228903.7184,"EST"
2042,52729879775.2646,"EST"
2043,91009112264.3991,"EST"
2044,157077136349.538,"EST"
2045,271107212782.067,"EST"
2046,467917371875.851,"EST"
2047,807601777379.517,"EST"
2048,1393879924166.62,"EST"
2049,2405766427730.02,"EST"
2050,4152231483105.16,"EST"
2021,707622.1,"ETH"
2022,937507.718959986,"ETH"
2023,1242076.41777943,"ETH"
2024,1645590.53371338,"ETH"
2025,2180194.52417297,"ETH"
2026,2888475.63586051,"ETH"
2027,3826856.46003296,"ETH"
2028,5070089.62924248,"ETH"
2029,6717212.70892161,"ETH"
2030,8899437.65819373,"ETH"
2031,11790603.3445815,"ETH"
2032,15621023.7734811,"ETH"
