Year,prodinit_ippu_glass_tonne,iso_code3
2038,316897.285597992,"MEX"
2039,309845.655794344,"MEX"
2040,302950.939555904,"MEX"
2041,296209.645226468,"MEX"
2042,289618.358846513,"MEX"
2043,283173.742424281,"MEX"
2044,276872.532245338,"MEX"
2045,270711.537219746,"MEX"
2046,264687.637266019,"MEX"
2047,258797.781731031,"MEX"
2048,253038.987845092,"MEX"
2049,247408.339211399,"MEX"
2050,241902.984329101,"MEX"
2021,178.7729,"MHL"
2022,310.004045314605,"MHL"
2023,537.567540222368,"MHL"
2024,932.177707576236,"MHL"
2025,1616.45786526217,"MHL"
2026,2803.04496549468,"MHL"
2027,4860.66556229767,"MHL"
2028,8428.71591406565,"MHL"
2029,14615.9514678563,"MHL"
2030,25345.0275805639,"MHL"
2031,43949.9559417845,"MHL"
2032,76212.1335691922,"MHL"
2033,132156.885682934,"MHL"
2034,229168.79000055,"MHL"
2035,397393.855332791,"MHL"
2036,689107.256951875,"MHL"
2037,1194957.60996623,"MHL"
2038,2072135.61490026,"MHL"
2039,3593220.35420104,"MHL"
2040,6230882.00453815,"MHL"
2041,10804761.9481745,"MHL"
2042,18736172.6111474,"MHL"
2043,32489763.8465807,"MHL"
2044,56339401.6864761,"MHL"
2045,97696252.8068406,"MHL"
2046,169411770.923887,"MHL"
2047,293771227.687843,"MHL"
2048,509418759.668099,"MHL"
2049,883365858.339038,"MHL"
2050,1531814886.8084,"MHL"
2021,12973.86,"MKD"
2022,15297.2096464411,"MKD"
2023,18036.623099615,"MKD"
2024,21266.6087709173,"MKD"
2025,25075.0179852075,"MKD"
2026,29565.4344202882,"MKD"
2027,34859.9914455108,"MKD"
2028,41102.693987381,"MKD"
2029,48463.3352725003,"MKD"
2030,57142.1149780559,"MKD"
2031,67375.0843974241,"MKD"
2032,79440.5667221674,"MKD"
2033,93666.7270635792,"MKD"
2034,110440.498108315,"MKD"
2035,130218.104174107,"MKD"
2036,153537.469905905,"MKD"
2037,181032.851112527,"MKD"
2038,213452.085683157,"MKD"
2039,251676.933785733,"MKD"
2040,296747.060573633,"MKD"
2041,349888.313698469,"MKD"
2042,412546.06473981,"MKD"
2043,486424.521394491,"MKD"
2044,573533.079664903,"MKD"
2045,676240.976764281,"MKD"
2046,797341.731225504,"MKD"
2047,940129.122898877,"MKD"
2048,1108486.77939402,"MKD"
2049,1306993.80559823,"MKD"
2050,1541049.32925405,"MKD"
2021,639.9178,"MLI"
2022,623.175018197265,"MLI"
2023,606.870293817678,"MLI"
2024,590.992165545655,"MLI"
2025,575.529471938982,"MLI"
2026,560.471343582937,"MLI"
2027,545.807195449701,"MLI"
2028,531.526719457665,"MLI"
2029,517.619877225423,"MLI"
2030,504.076893015352,"MLI"
2031,490.888246861805,"MLI"
2032,478.044667879107,"MLI"
2033,465.537127744639,"MLI"
2034,453.356834352425,"MLI"
2035,441.495225632772,"MLI"
2036,429.943963533611,"MLI"
2037,418.694928159308,"MLI"
2038,407.74021206283,"MLI"
2039,397.072114687247,"MLI"
2040,386.683136952671,"MLI"
2041,376.565975984816,"MLI"
2042,366.713519981486,"MLI"
2043,357.118843213372,"MLI"
2044,347.775201155647,"MLI"
2045,338.676025746945,"MLI"
2046,329.814920772371,"MLI"
2047,321.185657367324,"MLI"
2048,312.782169638949,"MLI"
2049,304.598550402149,"MLI"
2050,296.629047027164,"MLI"
2021,1525.736,"MLT"
2022,1528.79215539923,"MLT"
2023,1531.85443249042,"MLT"
2024,1534.92284353577,"MLT"
2025,1537.997400822,"MLT"
2026,1541.07811666047,"MLT"
2027,1544.16500338718,"MLT"
2028,1547.25807336284,"MLT"
2029,1550.35733897295,"MLT"
2030,1553.46281262779,"MLT"
2031,1556.57450676249,"MLT"
2032,1559.69243383712,"MLT"
2033,1562.81660633669,"MLT"
2034,1565.94703677122,"MLT"
2035,1569.08373767579,"MLT"
2036,1572.22672161058,"MLT"
2037,1575.37600116094,"MLT"
2038,1578.53158893744,"MLT"
2039,1581.69349757588,"MLT"
2040,1584.86173973739,"MLT"
2041,1588.03632810846,"MLT"
2042,1591.21727540099,"MLT"
2043,1594.40459435234,"MLT"
2044,1597.59829772539,"MLT"
2045,1600.79839830858,"MLT"
2046,1604.00490891596,"MLT"
2047,1607.21784238726,"MLT"
2048,1610.43721158792,"MLT"
2049,1613.66302940916,"MLT"
2050,1616.89530876801,"MLT"
2021,23986.33,"MMR"
2022,24479.0097602911,"MMR"
2023,24981.8091739931,"MMR"
2024,25494.9360990158,"MMR"
2025,26018.6026626751,"MMR"
2026,26553.0253493869,"MMR"
2027,27098.4250901617,"MMR"
2028,27655.027353938,"MMR"
2029,28223.0622407915,"MMR"
2030,28802.7645770586,"MMR"
2031,29394.3740124138,"MMR"
2032,29998.1351189417,"MMR"
2033,30614.2974922426,"MMR"
2034,31243.1158546164,"MMR"
2035,31884.8501603646,"MMR"
2036,32539.7657032561,"MMR"
2037,33208.1332261997,"MMR"
2038,33890.2290331697,"MMR"
2039,34586.3351034302,"MMR"
2040,35296.7392081058,"MMR"
2041,36021.7350291466,"MMR"
2042,36761.6222807365,"MMR"
2043,37516.7068331955,"MMR"
2044,38287.3008394269,"MMR"
2045,39073.7228639617,"MMR"
2046,39876.2980146536,"MMR"
2047,40695.3580770789,"MMR"
2048,41531.2416516973,"MMR"
2049,42384.2942938292,"MMR"
2050,43254.8686565095,"MMR"
2021,1513.887,"MNE"
2022,1476.75259040095,"MNE"
2023,1440.52905748971,"MNE"
2024,1405.19405820631,"MNE"
2025,1370.72579754777,"MNE"
2026,1337.1030151247,"MNE"
2027,1304.30497204767,"MNE"
2028,1272.31143813524,"MNE"
2029,1241.10267943577,"MNE"
2030,1210.65944605531,"MNE"
2031,1180.96296028406,"MNE"
2032,1151.99490501409,"MNE"
2033,1123.73741244113,"MNE"
2034,1096.17305304353,"MNE"
2035,1069.28482483154,"MNE"
2036,1043.05614286034,"MNE"
2037,1017.47082900021,"MNE"
2038,992.513101957717,"MNE"
2039,968.167567541663,"MNE"
2040,944.419209167753,"MNE"
2041,921.253378596224,"MNE"
2042,898.655786896647,"MNE"
2043,876.612495634372,"MNE"
2044,855.109908273143,"MNE"
2045,834.134761788619,"MNE"
2046,813.674118487593,"MNE"
2047,793.715358027889,"MNE"
2048,774.246169633999,"MNE"
2049,755.254544503668,"MNE"
2050,736.728768400736,"MNE"
2021,4091.361,"MNG"
2022,4216.00184986568,"MNG"
2023,4344.43980818872,"MNG"
2024,4476.79055159243,"MNG"
2025,4613.17328071878,"MNG"
2026,4753.71082758556,"MNG"
2027,4898.52976621403,"MNG"
2028,5047.76052662682,"MNG"
2029,5201.53751231867,"MNG"
2030,5359.99922130588,"MNG"
2031,5523.28837086343,"MNG"
2032,5691.55202606219,"MNG"
2033,5864.94173222185,"MNG"
2034,6043.61365139907,"MNG"
2035,6227.72870303352,"MNG"
2036,6417.45270887875,"MNG"
2037,6612.95654234821,"MNG"
2038,6814.41628241101,"MNG"
2039,7022.01337217606,"MNG"
2040,7235.93478230735,"MNG"
2041,7456.37317941761,"MNG"
2042,7683.52709959191,"MNG"
2043,7917.60112719766,"MNG"
2044,8158.80607914186,"MNG"
2045,8407.35919474166,"MNG"
2046,8663.48433137923,"MNG"
2047,8927.41216611712,"MNG"
2048,9199.38040345576,"MNG"
2049,9479.63398942004,"MNG"
2050,9768.42533216805,"MNG"
2021,19.14163,"MNP"
2022,24.9194882588411,"MNP"
2023,32.4413801271113,"MNP"
2024,42.2337382541691,"MNP"
2025,54.9818978086889,"MNP"
2026,71.5780608491765,"MNP"
2027,93.1837386325858,"MNP"
2028,121.311041994315,"MNP"
2029,157.928509047824,"MNP"
2030,205.598876738999,"MNP"
2031,267.658438436455,"MNP"
2032,348.450540209845,"MNP"
2033,453.629557438216,"MNP"
2034,590.556626078598,"MNP"
2035,768.814824534088,"MNP"
2036,1000.87986201803,"MNP"
2037,1302.99321270282,"MNP"
2038,1696.29880346123,"MNP"
2039,2208.32280826336,"MNP"
2040,2874.900115207,"MNP"
2041,3742.68229331785,"MNP"
2042,4872.4025835264,"MNP"
2043,6343.1264198782,"MNP"
2044,8257.78496107695,"MNP"
2045,10750.3789061638,"MNP"
2046,13995.3567658679,"MNP"
2047,18219.8239442167,"MNP"
2048,23719.4371041578,"MNP"
2049,30879.0962119412,"MNP"
2050,40199.8824288784,"MNP"
2021,6083.778,"MOZ"
2022,6205.61003294503,"MOZ"
2023,6329.88184003229,"MOZ"
2024,6456.6422794949,"MOZ"
2025,6585.94118798723,"MOZ"
2026,6717.82940017855,"MOZ"
2027,6852.35876873895,"MOZ"
2028,6989.58218472555,"MOZ"
2029,7129.55359837698,"MOZ"
2030,7272.3280403242,"MOZ"
2031,7417.96164322618,"MOZ"
2032,7566.51166383878,"MOZ"
2033,7718.0365055256,"MOZ"
2034,7872.59574121962,"MOZ"
2035,8030.2501368447,"MOZ"
2036,8191.06167520604,"MOZ"
2037,8355.09358035913,"MOZ"
2038,8522.41034246667,"MOZ"
2039,8693.07774315328,"MOZ"
2040,8867.16288136798,"MOZ"
2041,9044.7341997645,"MOZ"
2042,9225.86151160999,"MOZ"
2043,9410.61602823251,"MOZ"
2044,9599.07038701822,"MOZ"
2045,9791.29867996922,"MOZ"
2046,9987.37648283326,"MOZ"
2047,10187.3808848169,"MOZ"
2048,10391.3905188933,"MOZ"
2049,10599.4855927179,"MOZ"
2050,10811.7479201619,"MOZ"
2021,1463.43,"MRT"
2022,1616.28311577013,"MRT"
2023,1785.10151515522,"MRT"
2024,1971.5527485982,"MRT"
2025,2177.47853973847,"MRT"
2026,2404.91297754665,"MRT"
2027,2656.10260860111,"MRT"
2028,2933.52862797331,"MRT"
2029,3239.9313879185,"MRT"
2030,3578.33746646329,"MRT"
2031,3952.08956326731,"MRT"
2032,4364.87951806394,"MRT"
2033,4820.78477782853,"MRT"
2034,5324.30867288898,"MRT"
2035,5880.42489981683,"MRT"
2036,6494.62665049112,"MRT"
2037,7172.98087262084,"MRT"
2038,7922.18819769936,"MRT"
2039,8749.64912834566,"MRT"
2040,9663.5371388163,"MRT"
2041,10672.8794107586,"MRT"
2042,11787.6460016945,"MRT"
2043,13018.8483270222,"MRT"
2044,14378.6479283178,"MRT"
2045,15880.4766023269,"MRT"
2046,17539.1690772525,"MRT"
2047,19371.109546887,"MRT"
2048,21394.393510019,"MRT"
2049,23629.0065137286,"MRT"
2050,26097.0215661575,"MRT"
2021,2966.531,"MUS"
2022,2950.9193390025,"MUS"
2023,2935.38983590563,"MUS"
2024,2919.94205834536,"MUS"
2025,2904.57557623301,"MUS"
2026,2889.2899617433,"MUS"
2027,2874.08478930243,"MUS"
2028,2858.95963557619,"MUS"
2029,2843.91407945824,"MUS"
2030,2828.94770205833,"MUS"
2031,2814.06008669069,"MUS"
2032,2799.25081886238,"MUS"
2033,2784.51948626176,"MUS"
2034,2769.86567874704,"MUS"
2035,2755.28898833484,"MUS"
2036,2740.78900918882,"MUS"
2037,2726.3653376084,"MUS"
2038,2712.01757201753,"MUS"
2039,2697.74531295346,"MUS"
2040,2683.54816305567,"MUS"
2041,2669.42572705481,"MUS"
2042,2655.37761176163,"MUS"
2043,2641.40342605612,"MUS"
2044,2627.50278087654,"MUS"
2045,2613.67528920866,"MUS"
2046,2599.92056607492,"MUS"
2047,2586.23822852375,"MUS"
2048,2572.62789561893,"MUS"
2049,2559.08918842891,"MUS"
2050,2545.62173001634,"MUS"
2021,216329,"MYS"
2022,223999.006218968,"MYS"
2023,231940.954689778,"MYS"
2024,240164.487202312,"MYS"
2025,248679.58739885,"MYS"
2026,257496.592894551,"MYS"
2027,266626.207827658,"MYS"
2028,276079.515854682,"MYS"
2029,285867.993606324,"MYS"
2030,296003.524620493,"MYS"
2031,306498.413769315,"MYS"
2032,317365.402197655,"MYS"
2033,328617.682791293,"MYS"
2034,340268.916193528,"MYS"
2035,352333.247389649,"MYS"
2036,364825.322879425,"MYS"
2037,377760.308458436,"MYS"
2038,391153.907629862,"MYS"
2039,405022.38066905,"MYS"
2040,419382.564364036,"MYS"
2041,434251.892455965,"MYS"
2042,449648.416804229,"MYS"
2043,465590.829302033,"MYS"
2044,482098.484568968,"MYS"
2045,499191.42344817,"MYS"
2046,516890.397336566,"MYS"
2047,535216.893377763,"MYS"
2048,554193.160548156,"MYS"
2049,573842.236667925,"MYS"
2050,594187.976369719,"MYS"
2021,3448.987,"NAM"
2022,3304.12522372949,"NAM"
2023,3165.34782360312,"NAM"
2024,3032.3992481979,"NAM"
2025,2905.03467957085,"NAM"
2026,2783.01958243941,"NAM"
2027,2666.12927229682,"NAM"
2028,2554.14850166715,"NAM"
2029,2446.87106373822,"NAM"
2030,2344.0994126424,"NAM"
2031,2245.64429968604,"NAM"
2032,2151.32442485779,"NAM"
2033,2060.96610297399,"NAM"
2034,1974.40294384636,"NAM"
2035,1891.47554588305,"NAM"
2036,1812.0312025588,"NAM"
2037,1735.92362121383,"NAM"
2038,1663.01265366337,"NAM"
2039,1593.16403812205,"NAM"
2040,1526.24915196775,"NAM"
2041,1462.14477488967,"NAM"
2042,1400.73286198447,"NAM"
2043,1341.9003263827,"NAM"
2044,1285.53883100514,"NAM"
2045,1231.54458906566,"NAM"
2046,1179.81817295322,"NAM"
2047,1130.26433114105,"NAM"
2048,1082.79181278587,"NAM"
2049,1037.31319969416,"NAM"
2050,993.744745346104,"NAM"
2021,1094.952,"NCL"
2022,1102.21609475347,"NCL"
2023,1109.52838072682,"NCL"
2024,1116.88917762866,"NCL"
2025,1124.29880728861,"NCL"
2026,1131.75759367135,"NCL"
2027,1139.26586289081,"NCL"
2028,1146.82394322441,"NCL"
2029,1154.4321651274,"NCL"
2030,1162.09086124736,"NCL"
2031,1169.80036643868,"NCL"
2032,1177.56101777723,"NCL"
2033,1185.37315457512,"NCL"
2034,1193.2371183955,"NCL"
2035,1201.15325306751,"NCL"
2036,1209.1219047013,"NCL"
2037,1217.14342170318,"NCL"
2038,1225.21815479086,"NCL"
2039,1233.34645700874,"NCL"
2040,1241.52868374339,"NCL"
2041,1249.7651927391,"NCL"
2042,1258.05634411344,"NCL"
2043,1266.40250037312,"NCL"
2044,1274.80402642973,"NCL"
2045,1283.26128961578,"NCL"
2046,1291.77465970071,"NCL"
2047,1300.34450890706,"NCL"
2048,1308.97121192679,"NCL"
2049,1317.65514593759,"NCL"
2050,1326.39669061945,"NCL"
2021,406.2601,"NER"
2022,475.100276702027,"NER"
2023,555.605320144269,"NER"
2024,649.751824847334,"NER"
2025,759.851316367557,"NER"
2026,888.607004868619,"NER"
2027,1039.18015550245,"NER"
2028,1215.26770515359,"NER"
2029,1421.19303122681,"NER"
2030,1662.01210107232,"NER"
2031,1943.63760827504,"NER"
2032,2272.98414365559,"NER"
2033,2658.13796528405,"NER"
2034,3108.5555357728,"NER"
2035,3635.29570142201,"NER"
2036,4251.29121377976,"NER"
2037,4971.66626013153,"NER"
2038,5814.10779906425,"NER"
2039,6799.29981829581,"NER"
2040,7951.43117685537,"NER"
2041,9298.78950037454,"NER"
2042,10874.4557110626,"NER"
2043,12717.1162447648,"NER"
2044,14872.0128970076,"NER"
2045,17392.0536190593,"NER"
2046,20339.1115367509,"NER"
2047,23785.5440861255,"NER"
2048,27815.9695643911,"NER"
2049,32529.3447148203,"NER"
2050,38041.3943553569,"NER"
2021,66248.86,"NGA"
2022,119269.192386305,"NGA"
2023,214722.793003252,"NGA"
2024,386569.883744861,"NGA"
2025,695949.754231505,"NGA"
2026,1252932.73165212,"NGA"
2027,2255680.70180401,"NGA"
2028,4060948.60478411,"NGA"
2029,7311009.73533571,"NGA"
2030,13162161.9853067,"NGA"
2031,23696112.3564277,"NGA"
2032,42660601.0042478,"NGA"
2033,76802762.0172034,"NGA"
2034,138269600.395077,"NGA"
2035,248929620.384381,"NGA"
2036,448153142.322367,"NGA"
2037,806819367.913252,"NGA"
2038,1452533589.44807,"NGA"
2039,2615026252.94159,"NGA"
2040,4707885830.14603,"NGA"
2041,8475704197.90538,"NGA"
2042,15258985506.9112,"NGA"
2043,27471067095.2471,"NGA"
2044,49456730069.6211,"NGA"
2045,89037973686.9614,"NGA"
2046,160296904933.261,"NGA"
2047,288585832170.009,"NGA"
2048,519547040312.04,"NGA"
2049,935351278568.597,"NGA"
2050,1683932245662.41,"NGA"
2021,2570.043,"NIC"
2022,2687.79935431454,"NIC"
2023,2810.95116659669,"NIC"
2024,2939.74565039896,"NIC"
2025,3074.44134630871,"NIC"
2026,3215.30864093966,"NIC"
2027,3362.63030970282,"NIC"
2028,3516.70208444674,"NIC"
2029,3677.83324710619,"NIC"
2030,3846.34725055128,"NIC"
2031,4022.58236788304,"NIC"
2032,4206.89237147903,"NIC"
2033,4399.64724315201,"NIC"
2034,4601.23391684719,"NIC"
2035,4812.05705536913,"NIC"
2036,5032.53986269719,"NIC"
2037,5263.12493352044,"NIC"
2038,5504.27514169724,"NIC"
2039,5756.47456942293,"NIC"
2040,6020.22947897098,"NIC"
2041,6296.06932895813,"NIC"
2042,6584.54783717364,"NIC"
2043,6886.24409210605,"NIC"
2044,7201.7637153989,"NIC"
2045,7531.74007756876,"NIC"
2046,7876.83556942598,"NIC"
2047,8237.74293175053,"NIC"
2048,8615.18664589201,"NIC"
2049,9009.92438808525,"NIC"
2050,9422.74855040105,"NIC"
2021,252584.4,"NLD"
2022,250159.097068869,"NLD"
2023,247757.081776673,"NLD"
2024,245378.130516654,"NLD"
2025,243022.021829112,"NLD"
2026,240688.536380797,"NLD"
2027,238377.456944482,"NLD"
2028,236088.568378748,"NLD"
2029,233821.65760795,"NLD"
2030,231576.513602389,"NLD"
2031,229352.927358658,"NLD"
2032,227150.691880195,"NLD"
2033,224969.602158006,"NLD"
2034,222809.455151583,"NLD"
2035,220670.049770004,"NLD"
2036,218551.186853213,"NLD"
2037,216452.669153477,"NLD"
2038,214374.301317028,"NLD"
2039,212315.889865872,"NLD"
2040,210277.243179785,"NLD"
2041,208258.171478468,"NLD"
2042,206258.486803886,"NLD"
2043,204278.003002764,"NLD"
2044,202316.535709265,"NLD"
2045,200373.902327821,"NLD"
2046,198449.92201614,"NLD"
2047,196544.415668368,"NLD"
2048,194657.205898414,"NLD"
2049,192788.117023443,"NLD"
2050,190936.975047517,"NLD"
2021,83858.71,"NOR"
2022,82744.2903026977,"NOR"
2023,81644.6804118154,"NOR"
2024,80559.6835160739,"NOR"
2025,79489.1054196692,"NOR"
2026,78432.7545075144,"NOR"
2027,77390.4417109444,"NOR"
2028,76361.9804738755,"NOR"
2029,75347.1867194151,"NOR"
2030,74345.8788169154,"NOR"
2031,73357.8775494642,"NOR"
2032,72383.0060818085,"NOR"
2033,71421.0899287038,"NOR"
2034,70471.9569236844,"NOR"
2035,69535.4371882485,"NOR"
2036,68611.3631014528,"NOR"
2037,67699.5692699113,"NOR"
2038,66799.8924981929,"NOR"
2039,65912.1717596117,"NOR"
2040,65036.2481674066,"NOR"
2041,64171.9649463029,"NOR"
2042,63319.1674044524,"NOR"
2043,62477.7029057461,"NOR"
2044,61647.4208424951,"NOR"
2045,60828.1726084743,"NOR"
2046,60019.8115723244,"NOR"
2047,59222.1930513077,"NOR"
2048,58435.1742854118,"NOR"
2049,57658.6144117987,"NOR"
2050,56892.3744395922,"NOR"
2021,8525.891,"NPL"
2022,9287.48581459841,"NPL"
2023,10117.1118369173,"NPL"
2024,11020.8461109901,"NPL"
2025,12005.3085267794,"NPL"
2026,13077.7103111383,"NPL"
2027,14245.9068503368,"NPL"
2028,15518.4552310829,"NPL"
2029,16904.676921528,"NPL"
2030,18414.7260513957,"NPL"
2031,20059.6637913918,"NPL"
2032,21851.539376725,"NPL"
2033,23803.47836824,"NPL"
2034,25929.7787976798,"NPL"
2035,28246.015901344,"NPL"
2036,30769.1562093221,"NPL"
2037,33517.6818260099,"NPL"
2038,36511.7258122688,"NPL"
2039,39773.2196609073,"NPL"
2040,43326.0539457499,"NPL"
2041,47196.253321052,"NPL"
2042,51412.1671531413,"NPL"
2043,56004.677180668,"NPL"
2044,61007.423724584,"NPL"
2045,66457.0521048496,"NPL"
2046,72393.4810688781,"NPL"
2047,78860.1951979686,"NPL"
2048,85904.5634336159,"NPL"
2049,93578.186056915,"NPL"
2050,101937.272662699,"NPL"
2021,7.290241,"NRU"
2022,20.2396816356546,"NRU"
2023,56.1908327464971,"NRU"
2024,156.000956022088,"NRU"
2025,433.100865217599,"NRU"
2026,1202.40519183533,"NRU"
2027,3338.20216366033,"NRU"
2028,9267.75246908006,"NRU"
2029,25729.7885559932,"NRU"
2030,71432.8550902519,"NRU"
2031,198316.934289628,"NRU"
2032,550581.470898028,"NRU"
2033,1528563.14152941,"NRU"
2034,4243704.88500332,"NRU"
2035,11781673.0377143,"NRU"
2036,32709112.2801995,"NRU"
2037,90809346.2391875,"NRU"
2038,252111316.679804,"NRU"
2039,699929232.290803,"NRU"
2040,1943192938.21069,"NRU"
2041,5394829392.61358,"NRU"
2042,14977506146.2537,"NRU"
2043,41581609729.5324,"NRU"
2044,115441799910.836,"NRU"
2045,320497673210.292,"NRU"
2046,889788262245.98,"NRU"
2047,2470292978106.08,"NRU"
2048,6858201727989.54,"NRU"
2049,19040223713812,"NRU"
2050,52860813001819.5,"NRU"
2021,62502.29,"NZL"
2022,63144.3463428325,"NZL"
2023,63792.9982255623,"NZL"
2024,64448.3134010387,"NZL"
2025,65110.3603181035,"NZL"
2026,65779.2081287413,"NZL"
2027,66454.9266953019,"NZL"
2028,67137.586597798,"NZL"
2029,67827.2591412773,"NZL"
2030,68524.0163632703,"NZL"
2031,69227.9310413148,"NZL"
2032,69939.0767005578,"NZL"
2033,70657.5276214351,"NZL"
2034,71383.3588474302,"NZL"
2035,72116.6461929127,"NZL"
2036,72857.4662510573,"NZL"
2037,73605.8964018437,"NZL"
2038,74362.0148201396,"NZL"
2039,75125.900483866,"NZL"
2040,75897.6331822467,"NZL"
2041,76677.2935241419,"NZL"
2042,77464.9629464687,"NZL"
2043,78260.7237227069,"NZL"
2044,79064.6589714925,"NZL"
2045,79876.8526653001,"NZL"
2046,80697.3896392134,"NZL"
2047,81526.3555997867,"NZL"
2048,82363.8371339971,"NZL"
2049,83209.9217182884,"NZL"
2050,84064.6977277085,"NZL"
2021,19638.4,"OMN"
2022,20151.8192892336,"OMN"
2023,20678.6612283041,"OMN"
2024,21219.2767341568,"OMN"
2025,21774.0258979839,"OMN"
2026,22343.2782250725,"OMN"
2027,22927.4128809236,"OMN"
2028,23526.8189438049,"OMN"
2029,24141.8956639072,"OMN"
2030,24773.0527292748,"OMN"
2031,25420.7105386895,"OMN"
2032,26085.3004816883,"OMN"
2033,26767.2652259014,"OMN"
2034,27467.0590119027,"OMN"
2035,28185.1479557693,"OMN"
2036,28922.0103595494,"OMN"
2037,29678.1370298487,"OMN"
2038,30454.0316047449,"OMN"
2039,31250.2108892491,"OMN"
2040,32067.205199537,"OMN"
2041,32905.5587161806,"OMN"
2042,33765.8298466136,"OMN"
2043,34648.5915970735,"OMN"
2044,35554.4319542673,"OMN"
2045,36483.9542770158,"OMN"
2046,37437.7776981365,"OMN"
2047,38416.5375368333,"OMN"
2048,39420.8857218676,"OMN"
2049,40451.4912257925,"OMN"
2050,41509.0405105401,"OMN"
2021,73611.66,"PAK"
2022,75503.6674821505,"PAK"
2023,77444.3043840493,"PAK"
2024,79434.820605862,"PAK"
2025,81476.4981733775,"PAK"
2026,83570.6520637184,"PAK"
2027,85718.6310522747,"PAK"
2028,87921.8185814053,"PAK"
2029,90181.6336514675,"PAK"
2030,92499.5317347485,"PAK"
2031,94877.0057128867,"PAK"
2032,97315.586838388,"PAK"
2033,99816.8457208544,"PAK"
2034,102382.393338562,"PAK"
2035,105013.88207604,"PAK"
2036,107713.006788314,"PAK"
2037,110481.505892511,"PAK"
2038,113321.16248751,"PAK"
2039,116233.805502386,"PAK"
2040,119221.310874352,"PAK"
2041,122285.602756997,"PAK"
2042,125428.654759567,"PAK"
2043,128652.491218101,"PAK"
2044,131959.188499237,"PAK"
2045,135350.876337537,"PAK"
2046,138829.739207173,"PAK"
2047,142398.017728877,"PAK"
2048,146058.010113051,"PAK"
2049,149812.07363997,"PAK"
2050,153662.626178023,"PAK"
2021,11799.55,"PAN"
2022,12000.8230931785,"PAN"
2023,12205.5294408486,"PAN"
2024,12413.7276064092,"PAN"
2025,12625.4771522154,"PAN"
2026,12840.8386566185,"PAN"
2027,13059.8737312971,"PAN"
2028,13282.6450388824,"PAN"
2029,13509.2163108858,"PAN"
2030,13739.652365931,"PAN"
2031,13974.019128298,"PAN"
2032,14212.3836467829,"PAN"
2033,14454.8141138792,"PAN"
2034,14701.3798852875,"PAN"
2035,14952.1514997561,"PAN"
2036,15207.200699262,"PAN"
2037,15466.6004495343,"PAN"
2038,15730.4249609295,"PAN"
2039,15998.7497096613,"PAN"
2040,16271.6514593934,"PAN"
2041,16549.2082832006,"PAN"
2042,16831.499585904,"PAN"
2043,17118.606126788,"PAN"
2044,17410.6100427036,"PAN"
2045,17707.5948715673,"PAN"
2046,18009.6455762596,"PAN"
2047,18316.8485689315,"PAN"
2048,18629.291735726,"PAN"
2049,18947.064461921,"PAN"
2050,19270.2576575007,"PAN"
2021,66995.52,"PER"
2022,69214.9073624498,"PER"
2023,71507.8172569227,"PER"
2024,73876.6852937165,"PER"
2025,76324.0277685649,"PER"
2026,78852.4443355357,"PER"
2027,81464.6207684757,"PER"
2028,84163.3318139355,"PER"
2029,86951.4441386031,"PER"
2030,89831.9193743797,"PER"
2031,92807.8172643298,"PER"
2032,95882.298912849,"PER"
2033,99058.6301435017,"PER"
2034,102340.184968094,"PER"
2035,105730.44917067,"PER"
2036,109233.024010234,"PER"
2037,112851.630046138,"PER"
2038,116590.111090188,"PER"
2039,120452.438289681,"PER"
2040,124442.714345697,"PER"
2041,128565.177871136,"PER"
2042,132824.207893118,"PER"
2043,137224.328504547,"PER"
2044,141770.213669759,"PER"
2045,146466.692189374,"PER"
2046,151318.752829622,"PER"
2047,156331.549621582,"PER"
2048,161510.407335984,"PER"
2049,166860.827139362,"PER"
2050,172388.492437594,"PER"
2021,85192.41,"PHL"
2022,84753.4460803283,"PHL"
2023,84316.7439739189,"PHL"
2024,83882.2920265125,"PHL"
2025,83450.0786439001,"PHL"
2026,83020.0922916132,"PHL"
2027,82592.3214946158,"PHL"
2028,82166.7548369985,"PHL"
2029,81743.3809616738,"PHL"
2030,81322.1885700729,"PHL"
2031,80903.166421844,"PHL"
2032,80486.3033345527,"PHL"
2033,80071.5881833836,"PHL"
2034,79659.0099008427,"PHL"
2035,79248.5574764632,"PHL"
2036,78840.2199565105,"PHL"
2037,78433.9864436907,"PHL"
2038,78029.8460968594,"PHL"
2039,77627.7881307324,"PHL"
2040,77227.8018155982,"PHL"
2041,76829.876477031,"PHL"
2042,76434.0014956067,"PHL"
2043,76040.1663066186,"PHL"
2044,75648.3603997961,"PHL"
2045,75258.5733190242,"PHL"
2046,74870.7946620638,"PHL"
2047,74485.014080275,"PHL"
2048,74101.2212783403,"PHL"
2049,73719.4060139899,"PHL"
2050,73339.5580977287,"PHL"
2021,439340.6,"POL"
2022,440835.027990481,"POL"
2023,442334.539314983,"POL"
2024,443839.151264593,"POL"
2025,445348.881189214,"POL"
2026,446863.746497766,"POL"
2027,448383.764658385,"POL"
2028,449908.953198627,"POL"
2029,451439.329705665,"POL"
2030,452974.911826498,"POL"
2031,454515.717268151,"POL"
2032,456061.76379788,"POL"
2033,457613.069243376,"POL"
2034,459169.651492973,"POL"
2035,460731.52849585,"POL"
2036,462298.718262244,"POL"
2037,463871.238863651,"POL"
2038,465449.10843304,"POL"
2039,467032.345165057,"POL"
2040,468620.967316242,"POL"
2041,470214.99320523,"POL"
2042,471814.441212971,"POL"
