Year,prodinit_ippu_glass_tonne,iso_code3
2050,495308.010737207,"BTN"
2021,1683.119,"BWA"
2022,1620.77595598194,"BWA"
2023,1560.74211002857,"BWA"
2024,1502.93192900967,"BWA"
2025,1447.26304795824,"BWA"
2026,1393.65615272114,"BWA"
2027,1342.03486695636,"BWA"
2028,1292.32564331594,"BWA"
2029,1244.45765865953,"BWA"
2030,1198.36271314919,"BWA"
2031,1153.97513308179,"BWA"
2032,1111.23167732051,"BWA"
2033,1070.07144719213,"BWA"
2034,1030.43579972171,"BWA"
2035,992.268264081128,"BWA"
2036,955.514461132356,"BWA"
2037,920.122025950846,"BWA"
2038,886.040533218698,"BWA"
2039,853.221425381261,"BWA"
2040,821.617943464834,"BWA"
2041,791.185060456885,"BWA"
2042,761.879417153889,"BWA"
2043,733.659260385366,"BWA"
2044,706.484383526117,"BWA"
2045,680.316069211894,"BWA"
2046,655.117034176896,"BWA"
2047,630.851376134494,"BWA"
2048,607.484522625498,"BWA"
2049,584.983181761108,"BWA"
2050,563.315294790337,"BWA"
2021,90.12001,"CAF"
2022,89.0640876402035,"CAF"
2023,88.0205373610351,"CAF"
2024,86.9892142007201,"CAF"
2025,85.969974895979,"CAF"
2026,84.9626778621259,"CAF"
2027,83.9671831734014,"CAF"
2028,82.9833525435344,"CAF"
2029,82.0110493065331,"CAF"
2030,81.0501383977001,"CAF"
2031,80.1004863348704,"CAF"
2032,79.1619611998692,"CAF"
2033,78.2344326201866,"CAF"
2034,77.3177717508675,"CAF"
2035,76.4118512566135,"CAF"
2036,75.5165452940941,"CAF"
2037,74.6317294944663,"CAF"
2038,73.7572809460975,"CAF"
2039,72.8930781774917,"CAF"
2040,72.0390011404163,"CAF"
2041,71.1949311932252,"CAF"
2042,70.3607510843781,"CAF"
2043,69.5363449361535,"CAF"
2044,68.721598228551,"CAF"
2045,67.9163977833837,"CAF"
2046,67.1206317485563,"CAF"
2047,66.3341895825272,"CAF"
2048,65.5569620389532,"CAF"
2049,64.7888411515136,"CAF"
2050,64.0297202189129,"CAF"
2021,592729.3,"CAN"
2022,587737.319313532,"CAN"
2023,582787.381210709,"CAN"
2024,577879.131607862,"CAN"
2025,573012.219403422,"CAN"
2026,568186.296452807,"CAN"
2027,563401.017543517,"CAN"
2028,558656.040370441,"CAN"
2029,553951.025511368,"CAN"
2030,549285.636402711,"CAN"
2031,544659.539315429,"CAN"
2032,540072.403331156,"CAN"
2033,535523.900318527,"CAN"
2034,531013.704909709,"CAN"
2035,526541.494477124,"CAN"
2036,522106.949110371,"CAN"
2037,517709.751593343,"CAN"
2038,513349.587381535,"CAN"
2039,509026.144579543,"CAN"
2040,504739.113918753,"CAN"
2041,500488.188735221,"CAN"
2042,496273.064947733,"CAN"
2043,492093.441036053,"CAN"
2044,487949.018019358,"CAN"
2045,483839.499434848,"CAN"
2046,479764.59131654,"CAN"
2047,475724.00217424,"CAN"
2048,471717.44297269,"CAN"
2049,467744.627110897,"CAN"
2050,463805.270401626,"CAN"
2021,141173.2,"CHE"
2022,138259.310923131,"CHE"
2023,135405.566048932,"CHE"
2024,132610.723969436,"CHE"
2025,129873.568899988,"CHE"
2026,127192.91015037,"CHE"
2027,124567.581606834,"CHE"
2028,121996.441224834,"CHE"
2029,119478.370532225,"CHE"
2030,117012.274142713,"CHE"
2031,114597.079279353,"CHE"
2032,112231.735307883,"CHE"
2033,109915.213279682,"CHE"
2034,107646.50548417,"CHE"
2035,105424.625010444,"CHE"
2036,103248.605317961,"CHE"
2037,101117.499816082,"CHE"
2038,99030.3814522963,"CHE"
2039,96986.3423089464,"CHE"
2040,94984.493208271,"CHE"
2041,93023.9633256057,"CHE"
2042,91103.8998105653,"CHE"
2043,89223.4674160447,"CHE"
2044,87381.8481348784,"CHE"
2045,85578.2408439987,"CHE"
2046,83811.8609559396,"CHE"
2047,82081.9400775325,"CHE"
2048,80387.7256756481,"CHE"
2049,78728.4807498366,"CHE"
2050,77103.4835117248,"CHE"
2021,54560.23,"CHL"
2022,54957.8305451029,"CHL"
2023,55358.3285522119,"CHL"
2024,55761.7451362026,"CHL"
2025,56168.1015658226,"CHL"
2026,56577.4192648127,"CHL"
2027,56989.7198130363,"CHL"
2028,57405.0249476174,"CHL"
2029,57823.3565640864,"CHL"
2030,58244.7367175345,"CHL"
2031,58669.1876237764,"CHL"
2032,59096.7316605219,"CHL"
2033,59527.3913685551,"CHL"
2034,59961.1894529234,"CHL"
2035,60398.1487841341,"CHL"
2036,60838.2923993604,"CHL"
2037,61281.6435036559,"CHL"
2038,61728.225471178,"CHL"
2039,62178.0618464202,"CHL"
2040,62631.1763454533,"CHL"
2041,63087.592857176,"CHL"
2042,63547.3354445743,"CHL"
2043,64010.4283459899,"CHL"
2044,64476.8959763983,"CHL"
2045,64946.762928696,"CHL"
2046,65420.0539749969,"CHL"
2047,65896.7940679387,"CHL"
2048,66377.0083419978,"CHL"
2049,66860.7221148151,"CHL"
2050,67347.9608885304,"CHL"
2021,8321799,"CHN"
2022,8975542.43396831,"CHN"
2023,9680642.60912405,"CHN"
2024,10441134.0055527,"CHN"
2025,11261368.0438074,"CHN"
2026,12146037.9831005,"CHN"
2027,13100205.775447,"CHN"
2028,14129331.0294134,"CHN"
2029,15239302.2491994,"CHN"
2030,16436470.5277979,"CHN"
2031,17727685.8870203,"CHN"
2032,19120336.4723195,"CHN"
2033,20622390.8266777,"CHN"
2034,22242443.485444,"CHN"
2035,23989764.1530089,"CHN"
2036,25874350.7426968,"CHN"
2037,27906986.5833643,"CHN"
2038,30099302.1200309,"CHN"
2039,32463841.4615841,"CHN"
2040,35014134.1563367,"CHN"
2041,37764772.6061227,"CHN"
2042,40731495.5618873,"CHN"
2043,43931278.1785179,"CHN"
2044,47382429.1441975,"CHN"
2045,51104695.4400414,"CHN"
2046,55119375.3294352,"CHN"
2047,59449440.2235829,"CHN"
2048,64119666.1205626,"CHN"
2049,69156775.3699639,"CHN"
2050,74589589.5742646,"CHN"
2021,15999.21,"CIV"
2022,18046.4264656959,"CIV"
2023,20355.5993190769,"CIV"
2024,22960.247804541,"CIV"
2025,25898.1802000726,"CIV"
2026,29212.0426306018,"CIV"
2027,32949.9381060646,"CIV"
2028,37166.1247699308,"CIV"
2029,41921.8034937621,"CIV"
2030,47286.0062502792,"CIV"
2031,53336.5981602904,"CIV"
2032,60161.4077588862,"CIV"
2033,67859.5018874985,"CIV"
2034,76542.6237177643,"CIV"
2035,86336.8147811087,"CIV"
2036,97384.2445489297,"CIV"
2037,109845.27412101,"CIV"
2038,123900.783978022,"CIV"
2039,139754.79958707,"CIV"
2040,157637.452972748,"CIV"
2041,177808.323242978,"CIV"
2042,200560.204559668,"CIV"
2043,226223.356248901,"CIV"
2044,255170.296743946,"CIV"
2045,287821.210948504,"CIV"
2046,324650.049511802,"CIV"
2047,366191.40855075,"CIV"
2048,413048.289683098,"CIV"
2049,465900.853013834,"CIV"
2050,525516.290130521,"CIV"
2021,12189.4,"CMR"
2022,12569.8304194761,"CMR"
2023,12962.1340487955,"CMR"
2024,13366.6814501023,"CMR"
2025,13783.8547507624,"CMR"
2026,14214.0480043131,"CMR"
2027,14657.6675626781,"CMR"
2028,15115.1324599997,"CMR"
2029,15586.8748084496,"CMR"
2030,16073.3402063937,"CMR"
2031,16574.9881592955,"CMR"
2032,17092.2925137554,"CMR"
2033,17625.7419050968,"CMR"
2034,18175.8402189214,"CMR"
2035,18743.1070670694,"CMR"
2036,19328.0782784344,"CMR"
2037,19931.3064050962,"CMR"
2038,20553.3612442514,"CMR"
2039,21194.8303764315,"CMR"
2040,21856.3197205199,"CMR"
2041,22538.4541060911,"CMR"
2042,23241.8778636119,"CMR"
2043,23967.255433063,"CMR"
2044,24715.2719915558,"CMR"
2045,25486.6341005369,"CMR"
2046,26282.070373192,"CMR"
2047,27102.3321626792,"CMR"
2048,27948.194271842,"CMR"
2049,28820.455685073,"CMR"
2050,29719.9403230179,"CMR"
2021,5398.395,"COD"
2022,7176.73848948874,"COD"
2023,9540.90527768145,"COD"
2024,12683.877732345,"COD"
2025,16862.2106232852,"COD"
2026,22416.9731925872,"COD"
2027,29801.5899779616,"COD"
2028,39618.8529818213,"COD"
2029,52670.1264179506,"COD"
2030,70020.7605241824,"COD"
2031,93087.0540442435,"COD"
2032,123751.863958166,"COD"
2033,164518.299460218,"COD"
2034,218714.045926869,"COD"
2035,290762.997445568,"COD"
2036,386546.37074292,"COD"
2037,513882.777544603,"COD"
2038,683166.442746359,"COD"
2039,908215.664912424,"COD"
2040,1207400.77729281,"COD"
2041,1605143.68263825,"COD"
2042,2133911.36594296,"COD"
2043,2836866.11170918,"COD"
2044,3771388.75784925,"COD"
2045,5013762.58263462,"COD"
2046,6665400.16133542,"COD"
2047,8861121.47882851,"COD"
2048,11780159.0245145,"COD"
2049,15660788.194182,"COD"
2050,20819777.25026,"COD"
2021,2337.645,"COG"
2022,2522.79115344589,"COG"
2023,2722.60125207413,"COG"
2024,2938.2367096344,"COG"
2025,3170.95092616528,"COG"
2026,3422.09657349204,"COG"
2027,3693.13345775052,"COG"
2028,3985.63700463844,"COG"
2029,4301.30741671572,"COG"
2030,4641.97955598117,"COG"
2031,5009.63360916904,"COG"
2032,5406.40659775836,"COG"
2033,5834.604799598,"COG"
2034,6296.71715434925,"COG"
2035,6795.42973066623,"COG"
2036,7333.64133920588,"COG"
2037,7914.48038221956,"COG"
2038,8541.32303766592,"COG"
2039,9217.81288354182,"COG"
2040,9947.88207649957,"COG"
2041,10735.7742078528,"COG"
2042,11586.0689698237,"COG"
2043,12503.7087754065,"COG"
2044,13494.027486577,"COG"
2045,14562.7814178338,"COG"
2046,15716.1827952821,"COG"
2047,16960.9358657436,"COG"
2048,18304.2758657799,"COG"
2049,19754.0110771407,"COG"
2050,21318.5682130873,"COG"
2021,111680.9,"COL"
2022,108056.015546541,"COL"
2023,104548.785833515,"COL"
2024,101155.392080457,"COL"
2025,97872.1394550213,"COL"
2026,94695.4530499395,"COL"
2027,91621.8739905479,"COL"
2028,88648.0556686582,"COL"
2029,85770.7600986663,"COL"
2030,82986.8543919336,"COL"
2031,80293.3073456007,"COL"
2032,77687.1861421192,"COL"
2033,75165.6531559098,"COL"
2034,72725.9628636667,"COL"
2035,70365.4588549476,"COL"
2036,68081.5709397909,"COL"
2037,65871.8123502135,"COL"
2038,63733.7770325408,"COL"
2039,61665.1370276206,"COL"
2040,59663.6399360691,"COL"
2041,57727.1064657886,"COL"
2042,55853.4280590868,"COL"
2043,54040.5645968136,"COL"
2044,52286.5421770163,"COL"
2045,50589.4509656936,"COL"
2046,48947.4431173096,"COL"
2047,47358.7307628022,"COL"
2048,45821.5840628952,"COL"
2049,44334.3293245965,"COL"
2050,42895.3471788287,"COL"
2021,163.9304,"COM"
2022,176.120658911363,"COM"
2023,189.217414801481,"COM"
2024,203.288076966454,"COM"
2025,218.405067419807,"COM"
2026,234.646193650214,"COM"
2027,252.095049098392,"COM"
2028,270.841443414408,"COM"
2029,290.981864709964,"COM"
2030,312.619976184869,"COM"
2031,335.867149683853,"COM"
2032,360.843038929946,"COM"
2033,387.676195384875,"COM"
2034,416.504729906318,"COM"
2035,447.477023607581,"COM"
2036,480.752491578516,"COM"
2037,516.502403398564,"COM"
2038,554.910764665113,"COM"
2039,596.175264074437,"COM"
2040,640.508290929845,"COM"
2041,688.138028314184,"COM"
2042,739.309627553281,"COM"
2043,794.286470015315,"COM"
2044,853.351522740614,"COM"
2045,916.808794879365,"COM"
2046,984.984902433512,"COM"
2047,1058.23074935665,"COM"
2048,1136.92333366452,"COM"
2049,1221.46768785228,"COM"
2050,1312.29896360579,"COM"
2021,978.3636,"CPV"
2022,1019.93546580485,"CPV"
2023,1063.27377102598,"CPV"
2024,1108.45357383436,"CPV"
2025,1155.55312171446,"CPV"
2026,1204.65398698202,"CPV"
2027,1255.84120806025,"CPV"
2028,1309.20343675894,"CPV"
2029,1364.83309181171,"CPV"
2030,1422.82651893718,"CPV"
2031,1483.28415770137,"CPV"
2032,1546.3107154703,"CPV"
2033,1612.01534875401,"CPV"
2034,1680.51185225613,"CPV"
2035,1751.91885595644,"CPV"
2036,1826.3600305676,"CPV"
2037,1903.9643017221,"CPV"
2038,1984.86607326021,"CPV"
2039,2069.20546000576,"CPV"
2040,2157.12853043276,"CPV"
2041,2248.78755964333,"CPV"
2042,2344.34129309488,"CPV"
2043,2443.95522153345,"CPV"
2044,2547.80186760925,"CPV"
2045,2656.06108467087,"CPV"
2046,2768.92036825564,"CPV"
2047,2886.57518081554,"CPV"
2048,3009.22929024118,"CPV"
2049,3137.09512277003,"CPV"
2050,3270.39413089015,"CPV"
2021,27148.53,"CRI"
2022,27489.5996320865,"CRI"
2023,27834.9541552494,"CRI"
2024,28184.6474009933,"CRI"
2025,28538.7338771135,"CRI"
2026,28897.2687761921,"CRI"
2027,29260.3079842009,"CRI"
2028,29627.9080892124,"CRI"
2029,30000.126390221,"CRI"
2030,30377.0209060737,"CRI"
2031,30758.650384514,"CRI"
2032,31145.0743113389,"CRI"
2033,31536.3529196715,"CRI"
2034,31932.5471993494,"CRI"
2035,32333.7189064314,"CRI"
2036,32739.9305728239,"CRI"
2037,33151.2455160275,"CRI"
2038,33567.7278490069,"CRI"
2039,33989.4424901842,"CRI"
2040,34416.455173558,"CRI"
2041,34848.8324589494,"CRI"
2042,35286.6417423772,"CRI"
2043,35729.951266563,"CRI"
2044,36178.830131568,"CRI"
2045,36633.3483055647,"CRI"
2046,37093.5766357423,"CRI"
2047,37559.5868593503,"CRI"
2048,38031.4516148799,"CRI"
2049,38509.2444533874,"CRI"
2050,38993.0398499575,"CRI"
2021,24124.76,"CUB"
2022,24984.0833070689,"CUB"
2023,25874.0156873917,"CUB"
2024,26795.6474353403,"CUB"
2025,27750.1076815434,"CUB"
2026,28738.5657762321,"CUB"
2027,29762.2327218618,"CUB"
2028,30822.3626567629,"CUB"
2029,31920.2543916397,"CUB"
2030,33057.2530007991,"CUB"
2031,34234.7514700589,"CUB"
2032,35454.1924033545,"CUB"
2033,36717.0697901351,"CUB"
2034,38024.9308357139,"CUB"
2035,39379.3778568164,"CUB"
2036,40782.0702446468,"CUB"
2037,42234.7264978799,"CUB"
2038,43739.1263280671,"CUB"
2039,45297.1128400382,"CUB"
2040,46910.5947899675,"CUB"
2041,48581.5489238732,"CUB"
2042,50312.0223994142,"CUB"
2043,52104.1352939504,"CUB"
2044,53960.0832019405,"CUB"
2045,55882.1399248594,"CUB"
2046,57872.6602569297,"CUB"
2047,59934.0828700815,"CUB"
2048,62068.9333016738,"CUB"
2049,64279.8270486389,"CUB"
2050,66569.4727718401,"CUB"
2021,565.8314,"CUW"
2022,658.652315962395,"CUW"
2023,766.699892092638,"CUW"
2024,892.471961745026,"CUW"
2025,1038.87611139089,"CUW"
2026,1209.2968979198,"CUW"
2027,1407.67409249648,"CUW"
2028,1638.59375980738,"CUW"
2029,1907.3942782579,"CUW"
2030,2220.28975208514,"CUW"
2031,2584.51366841509,"CUW"
2032,3008.4861203144,"CUW"
2033,3502.00846168276,"CUW"
2034,4076.48989399891,"CUW"
2035,4745.21122313056,"CUW"
2036,5523.63188371252,"CUW"
2037,6429.74732885269,"CUW"
2038,7484.50504726646,"CUW"
2039,8712.28882528309,"CUW"
2040,10141.4824488461,"CUW"
2041,11805.1258771154,"CUW"
2042,13741.6790570295,"CUW"
2043,15995.9110366169,"CUW"
2044,18619.934931494,"CUW"
2045,21674.412670802,"CUW"
2046,25229.9573737838,"CUW"
2047,29368.7657770057,"CUW"
2048,34186.5184505171,"CUW"
2049,39794.5917319616,"CUW"
2050,46322.6325139157,"CUW"
2021,940.8369,"CYM"
2022,930.65230179502,"CYM"
2023,920.577952285214,"CYM"
2024,910.612658023915,"CYM"
2025,900.755238483564,"CYM"
2026,891.004525915864,"CYM"
2027,881.359365213438,"CYM"
2028,871.818613772997,"CYM"
2029,862.381141359977,"CYM"
2030,853.045829974652,"CYM"
2031,843.811573719688,"CYM"
2032,834.677278669136,"CYM"
2033,825.641862738838,"CYM"
2034,816.704255558246,"CYM"
2035,807.863398343612,"CYM"
2036,799.118243772571,"CYM"
2037,790.467755860061,"CYM"
2038,781.910909835604,"CYM"
2039,773.446692021904,"CYM"
2040,765.074099714763,"CYM"
2041,756.792141064298,"CYM"
2042,748.599834957441,"CYM"
2043,740.496210901713,"CYM"
2044,732.480308910258,"CYM"
2045,724.551179388116,"CYM"
2046,716.707883019731,"CYM"
2047,708.949490657678,"CYM"
2048,701.275083212589,"CYM"
2049,693.68375154428,"CYM"
2050,686.174596354042,"CYM"
2021,3340.469,"CYP"
2022,3139.72391830556,"CYP"
2023,2951.04258808569,"CYP"
2024,2773.70003965042,"CYP"
2025,2607.01487027585,"CYP"
2026,2450.34662605262,"CYP"
2027,2303.09334107179,"CYP"
2028,2164.68922449314,"CYP"
2029,2034.60248660874,"CYP"
2030,1912.33329554905,"CYP"
2031,1797.41185678042,"CYP"
2032,1689.39660801508,"CYP"
2033,1587.87252259764,"CYP"
2034,1492.44951484956,"CYP"
2035,1402.76094124409,"CYP"
2036,1318.46219165299,"CYP"
2037,1239.22936525215,"CYP"
2038,1164.75802599838,"CYP"
2039,1094.76203289583,"CYP"
2040,1028.97244055725,"CYP"
2041,967.136465836041,"CYP"
2042,909.016516558282,"CYP"
2043,854.389278623104,"CYP"
2044,803.044857963596,"CYP"
2045,754.785974071483,"CYP"
2046,709.427201986846,"CYP"
2047,666.794259840367,"CYP"
2048,626.723339210648,"CYP"
2049,589.060475723619,"CYP"
2050,553.660957475701,"CYP"
2021,236361.9,"CZE"
2022,235221.621011272,"CZE"
2023,234086.843062145,"CZE"
2024,232957.539613994,"CZE"
2025,231833.684256225,"CZE"
2026,230715.250705653,"CZE"
2027,229602.212805895,"CZE"
2028,228494.544526752,"CZE"
2029,227392.219963602,"CZE"
2030,226295.213336794,"CZE"
2031,225203.498991049,"CZE"
2032,224117.051394852,"CZE"
2033,223035.845139862,"CZE"
2034,221959.854940316,"CZE"
2035,220889.055632434,"CZE"
2036,219823.422173837,"CZE"
2037,218762.929642954,"CZE"
2038,217707.553238447,"CZE"
2039,216657.268278624,"CZE"
2040,215612.050200866,"CZE"
2041,214571.87456105,"CZE"
2042,213536.717032979,"CZE"
2043,212506.553407815,"CZE"
2044,211481.359593508,"CZE"
2045,210461.111614235,"CZE"
2046,209445.78560984,"CZE"
2047,208435.357835277,"CZE"
2048,207429.80466005,"CZE"
2049,206429.102567667,"CZE"
2050,205433.228155082,"CZE"
2021,1878895,"DEU"
2022,1864946.41890276,"DEU"
2023,1851101.38958176,"DEU"
2024,1837359.1432871,"DEU"
2025,1823718.91697595,"DEU"
2026,1810179.95327014,"DEU"
2027,1796741.50041419,"DEU"
2028,1783402.81223347,"DEU"
2029,1770163.14809285,"DEU"
2030,1757021.77285553,"DEU"
2031,1743977.95684224,"DEU"
2032,1731030.97579071,"DEU"
2033,1718180.11081547,"DEU"
2034,1705424.64836792,"DEU"
2035,1692763.88019674,"DEU"
2036,1680197.10330851,"DEU"
2037,1667723.61992873,"DEU"
2038,1655342.73746305,"DEU"
2039,1643053.7684588,"DEU"
2040,1630856.03056686,"DEU"
2041,1618748.84650373,"DEU"
2042,1606731.54401396,"DEU"
2043,1594803.45583278,"DEU"
2044,1582963.91964909,"DEU"
2045,1571212.27806868,"DEU"
2046,1559547.87857769,"DEU"
2047,1547970.07350642,"DEU"
2048,1536478.21999337,"DEU"
2049,1525071.6799495,"DEU"
2050,1513749.82002285,"DEU"
2021,3337.834,"DJI"
2022,3561.38682703083,"DJI"
2023,3799.91219807477,"DJI"
2024,4054.41290552414,"DJI"
2025,4325.95890421077,"DJI"
2026,4615.69180963851,"DJI"
2027,4924.82969748666,"DJI"
2028,5254.67222456216,"DJI"
2029,5606.60609272973,"DJI"
2030,5982.11087879099,"DJI"
2031,6382.76525482215,"DJI"
2032,6810.25362512147,"DJI"
2033,7266.37320766897,"DJI"
2034,7753.04158986996,"DJI"
2035,8272.30479034758,"DJI"
2036,8826.34586067728,"DJI"
2037,9417.49406322607,"DJI"
2038,10048.2346636814,"DJI"
2039,10721.2193794387,"DJI"
2040,11439.2775277742,"DJI"
2041,12205.427920671,"DJI"
2042,13022.8915563062,"DJI"
2043,13895.1051605562,"DJI"
2044,14825.7356354489,"DJI"
2045,15818.6954753081,"DJI"
2046,16878.1592153996,"DJI"
2047,18008.5809822338,"DJI"
2048,19214.7132193049,"DJI"
2049,20501.6266669965,"DJI"
2050,21874.7316806483,"DJI"
2021,166.2017,"DMA"
2022,169.331261756474,"DMA"
2023,172.519752854751,"DMA"
2024,175.768282928574,"DMA"
2025,179.077982505981,"DMA"
2026,182.450003402742,"DMA"
2027,185.885519123205,"DMA"
2028,189.385725268691,"DMA"
2029,192.951839953577,"DMA"
2030,196.585104229213,"DMA"
2031,200.286782515826,"DMA"
2032,204.058163042551,"DMA"
2033,207.900558295754,"DMA"
2034,211.815305475789,"DMA"
2035,215.803766962361,"DMA"
2036,219.867330788654,"DMA"
2037,224.007411124379,"DMA"
2038,228.225448767926,"DMA"
2039,232.522911647778,"DMA"
2040,236.901295333364,"DMA"
2041,241.362123555545,"DMA"
2042,245.90694873688,"DMA"
2043,250.537352531896,"DMA"
2044,255.254946377519,"DMA"
2045,260.061372053874,"DMA"
2046,264.958302255646,"DMA"
2047,269.947441174198,"DMA"
2048,275.030525090648,"DMA"
2049,280.20932298012,"DMA"
2050,285.485637127364,"DMA"
2021,101868.9,"DNK"
2022,97969.1467021831,"DNK"
2023,94218.6840689737,"DNK"
2024,90611.7969433255,"DNK"
2025,87142.9889562868,"DNK"
2026,83806.9741513375,"DNK"
2027,80598.6689293636,"DNK"
2028,77513.1843019951,"DNK"
2029,74545.8184415019,"DNK"
2030,71692.0495158955,"DNK"
2031,68947.5287983177,"DNK"
2032,66308.0740402162,"DNK"
2033,63769.6630982092,"DNK"
2034,61328.4278049262,"DNK"
2035,58980.6480744866,"DNK"
2036,56722.7462336317,"DNK"
2037,54551.2815698744,"DNK"
2038,52462.9450883549,"DNK"
2039,50454.5544694173,"DNK"
2040,48523.0492192183,"DNK"
2041,46665.4860059827,"DNK"
2042,44879.0341747952,"DNK"
2043,43160.9714340962,"DNK"
2044,41508.6797073072,"DNK"
2045,39919.6411432646,"DNK"
2046,38391.4342793825,"DNK"
2047,36921.7303516976,"DNK"
2048,35508.2897461729,"DNK"
2049,34148.9585858534,"DNK"
2050,32841.6654486722,"DNK"
2021,40022.09,"DOM"
2022,42821.9433775996,"DOM"
2023,45817.6680586733,"DOM"
2024,49022.9667491669,"DOM"
2025,52452.5007648219,"DOM"
2026,56121.9570933129,"DOM"
2027,60048.1201478963,"DOM"
2028,64248.9485407812,"DOM"
2029,68743.6572273873,"DOM"
2030,73552.8053972268,"DOM"
2031,78698.3905134303,"DOM"
2032,84203.9489310612,"DOM"
2033,90094.6635544569,"DOM"
2034,96397.4790260289,"DOM"
2035,103141.224973407,"DOM"
2036,110356.747878672,"DOM"
2037,118077.052172851,"DOM"
2038,126337.451201066,"DOM"
2039,135175.728748857,"DOM"
2040,144632.311868503,"DOM"
2041,154750.455795896,"DOM"
2042,165576.441803754,"DOM"
2043,177159.788896201,"DOM"
2044,189553.480313013,"DOM"
2045,202814.205879573,"DOM"
2046,217002.621311078,"DOM"
2047,232183.625657073,"DOM"
2048,248426.658155358,"DOM"
2049,265806.015853121,"DOM"
2050,284401.193448111,"DOM"
2021,49571.7,"DZA"
2022,50788.4140133578,"DZA"
2023,52034.9916987361,"DZA"
2024,53312.16604589,"DZA"
2025,54620.6880354625,"DZA"
2026,55961.3270805627,"DZA"
2027,57334.8714791816,"DZA"
2028,58742.1288777132,"DZA"
2029,60183.9267458513,"DZA"
2030,61661.1128631436,"DZA"
2031,63174.5558174869,"DZA"
2032,64725.145515859,"DZA"
2033,66313.7937075846,"DZA"
2034,67941.4345204463,"DZA"
2035,69609.0250099526,"DZA"
2036,71317.5457220884,"DZA"
2037,73068.0012698777,"DZA"
2038,74861.4209240979,"DZA"
2039,76698.8592184922,"DZA"
2040,78581.3965698377,"DZA"
2041,80510.1399132322,"DZA"
2042,82486.2233529735,"DZA"
2043,84510.8088294152,"DZA"
2044,86585.0868021889,"DZA"
2045,88710.2769501972,"DZA"
2046,90887.6288887863,"DZA"
2047,93118.4229045221,"DZA"
2048,95403.9707080008,"DZA"
2049,97745.6162051373,"DZA"
2050,100144.736287383,"DZA"
2021,29174.74,"ECU"
2022,30442.2004317971,"ECU"
2023,31764.7241116702,"ECU"
2024,33144.7031942086,"ECU"
2025,34584.6337581937,"ECU"
2026,36087.1203214572,"ECU"
2027,37654.8805518808,"ECU"
2028,39290.7501830603,"ECU"
2029,40997.6881435239,"ECU"
2030,42778.7819087837,"ECU"
2031,44637.2530859,"ECU"
2032,46576.4632406603,"ECU"
2033,48599.9199779129,"ECU"
2034,50711.2832860525,"ECU"
2035,52914.372157135,"ECU"
2036,55213.1714945946,"ECU"
2037,57611.8393210578,"ECU"
2038,60114.7142992923,"ECU"
2039,62726.323579894,"ECU"
2040,65451.3909899076,"ECU"
2041,68294.8455771907,"ECU"
2042,71261.8305259781,"ECU"
2043,74357.7124597712,"ECU"
2044,77588.0911483802,"ECU"
2045,80958.8096366766,"ECU"
2046,84475.9648133769,"ECU"
2047,88145.9184389737,"ECU"
2048,91975.3086527619,"ECU"
2049,95971.0619797738,"ECU"
2050,100140.405859339,"ECU"
2021,311103.7,"EGY"
2022,325713.334333793,"EGY"
2023,341009.046703197,"EGY"
2024,357023.055783928,"EGY"
2025,373789.093261903,"EGY"
2026,391342.474885189,"EGY"
2027,409720.174852609,"EGY"
2028,428960.903695675,"EGY"
2029,449105.189817914,"EGY"
2030,470195.464863336,"EGY"
2031,492276.153093856,"EGY"
2032,515393.764963941,"EGY"
2033,539596.995089588,"EGY"
2034,564936.824817979,"EGY"
2035,591466.629613887,"EGY"
2036,619242.291489011,"EGY"
2037,648322.316711065,"EGY"
2038,678767.959040572,"EGY"
2039,710643.348754927,"EGY"
2040,744015.627731525,"EGY"
2041,778955.090874474,"EGY"
2042,815535.334182807,"EGY"
2043,853833.409772067,"EGY"
2044,893929.988175814,"EGY"
2045,935909.52826891,"EGY"
2046,979860.455170524,"EGY"
2047,1025875.34650157,"EGY"
2048,1074051.12738891,"EGY"
2049,1124489.27462711,"EGY"
2050,1177296.03042775,"EGY"
2021,212.2199,"ERI"
2022,264.285699880077,"ERI"
2023,329.125266580099,"ERI"
2024,409.872502184471,"ERI"
2025,510.430176912821,"ERI"
2026,635.658562393612,"ERI"
2027,791.610344020325,"ERI"
2028,985.823166450082,"ERI"
2029,1227.68395189732,"ERI"
2030,1528.88259988211,"ERI"
2031,1903.97699718223,"ERI"
2032,2371.09664671349,"ERI"
2033,2952.81892395566,"ERI"
2034,3677.26031317872,"ERI"
2035,4579.43536638019,"ERI"
2036,5702.94906773287,"ERI"
2037,7102.10440088894,"ERI"
2038,8844.5269845585,"ERI"
2039,11014.4336333316,"ERI"
2040,13716.702823664,"ERI"
2041,17081.9438035691,"ERI"
2042,21272.8093521786,"ERI"
2043,26491.8573048803,"ERI"
2044,32991.3408164993,"ERI"
2045,41085.4005570197,"ERI"
2046,51165.248127368,"ERI"
2047,63718.0745579431,"ERI"
2048,79350.5977976471,"ERI"
2049,98818.3873183129,"ERI"
2050,123062.383185747,"ERI"
2021,647435.1,"ESP"
2022,633711.510121084,"ESP"
2023,620278.817228082,"ESP"
2024,607130.85521889,"ESP"
2025,594261.588693397,"ESP"
2026,581665.110183009,"ESP"
2027,569335.637438905,"ESP"
2028,557267.510777773,"ESP"
2029,545455.190483803,"ESP"
2030,533893.254265755,"ESP"
2031,522576.394767926,"ESP"
