Year,iso_code3,prodinit_ippu_cement_tonne
2018,KOR,32938285.79
2019,KOR,40034913.73
2020,KOR,37565309.41
2010,KWT,10306151.68
2011,KWT,15811884.73
2012,KWT,14040777.65
2013,KWT,20108887.23
2014,KWT,19202717.98
2015,KWT,14819321.02
2016,KWT,10741589.34
2017,KWT,8298671.57
2018,KWT,11711209.04
2019,KWT,10839080.91
2020,KWT,13588029.11
2010,LAO,3447530.863
2011,LAO,4399960.513
2012,LAO,4928819.493
2013,LAO,5199005.207
2014,LAO,5928164.097
2015,LAO,7063801.063
2016,LAO,8200210.298
2017,LAO,5595355.933
2018,LAO,5595355.933
2019,LAO,5595355.933
2020,LAO,5595355.933
2010,LBN,3574530.458
2011,LBN,2566813.273
2012,LBN,4705835.872
2013,LBN,2781559.988
2014,LBN,1759519.395
2015,LBN,1420146.952
2016,LBN,1341018.491
2017,LBN,1232851.006
2018,LBN,1547684.509
2019,LBN,1414335.557
2020,LBN,1652105.008
2010,LBY,24916652.78
2011,LBY,6386298.36
2012,LBY,23592985.42
2013,LBY,21134834.29
2014,LBY,15233363.25
2015,LBY,12848540.72
2016,LBY,6976856.321
2017,LBY,4826077.318
2018,LBY,5717355.753
2019,LBY,9466014.405
2020,LBY,13109897.86
2010,LKA,24574007.39
2011,LKA,24574007.39
2012,LKA,24574007.39
2013,LKA,24574007.39
2014,LKA,24574007.39
2015,LKA,25032310.86
2016,LKA,30357039.88
2017,LKA,27477885.72
2018,LKA,22601665.32
2019,LKA,22670138.56
2020,LKA,19305004.02
2010,LSO,669609.902
2011,LSO,816269.3264
2012,LSO,866265.4967
2013,LSO,847680.2253
2014,LSO,973149.0885
2015,LSO,793682.7205
2016,LSO,661326.1525
2017,LSO,583171.5529
2018,LSO,679021.0426
2019,LSO,643024.1952
2020,LSO,520350.1319
2010,LTU,3430478.444
2011,LTU,3879747.318
2012,LTU,4313837.1
2013,LTU,4180544.441
2014,LTU,4671820.909
2015,LTU,3781066.199
2016,LTU,4953504.027
2017,LTU,4749712.732
2018,LTU,5699279.302
2019,LTU,5760773.907
2020,LTU,5312456.454
2010,LUX,3108701.576
2011,LUX,3931785.549
2012,LUX,3635801.543
2013,LUX,3370719.015
2014,LUX,3380274.225
2015,LUX,2662193.5
2016,LUX,2939320.693
2017,LUX,3131468.514
2018,LUX,2992392.585
2019,LUX,2770361.724
2020,LUX,2450071.082
2010,LVA,3770679.418
2011,LVA,5151520.131
2012,LVA,5814774.467
2013,LVA,5040078.995
2014,LVA,5448978.907
2015,LVA,4431475.188
2016,LVA,5543834.977
2017,LVA,5853850.347
2018,LVA,7033399.98
2019,LVA,8009438.983
2020,LVA,7477482.692
2010,MAC,1606476.568
2011,MAC,3085719.766
2012,MAC,7450543.902
2013,MAC,11443681.66
2014,MAC,12919784.15
2015,MAC,19761622.0
2016,MAC,12049412.59
2017,MAC,12874070.87
2018,MAC,6947336.243
2019,MAC,4884795.758
2020,MAC,3254352.794
2010,MAR,3080165.584
2011,MAR,2850931.539
2012,MAR,5466471.155
2013,MAR,8041011.829
2014,MAR,9421177.361
2015,MAR,11119043.72
2016,MAR,9297169.007
2017,MAR,9112765.837
2018,MAR,7957479.186
2019,MAR,6425999.482
2020,MAR,5920758.317
2010,MDA,933806.156
2011,MDA,1144254.846
2012,MDA,1221280.229
2013,MDA,1183512.364
2014,MDA,834732.7739
2015,MDA,850841.5159
2016,MDA,836649.7802
2017,MDA,1026272.218
2018,MDA,1371922.257
2019,MDA,1258222.54
2020,MDA,1142687.024
2010,MDG,1592552.825
2011,MDG,1692689.006
2012,MDG,2406846.761
2013,MDG,2584956.872
2014,MDG,2970530.219
2015,MDG,2044726.972
2016,MDG,2584681.246
2017,MDG,2417476.764
2018,MDG,2708560.743
2019,MDG,2928095.028
2020,MDG,2759965.493
2010,MDV,848359.2636
2011,MDV,848359.2636
2012,MDV,848359.2636
2013,MDV,848359.2636
2014,MDV,447870.0892
2015,MDV,698311.4432
2016,MDV,964133.1622
2017,MDV,1061432.174
2018,MDV,1198979.745
2019,MDV,930497.4598
2020,MDV,637290.7715
2010,MEX,40610000.0
2011,MEX,40610000.0
2012,MEX,41610000.0
2013,MEX,41060000.0
2014,MEX,43310000.0
2015,MEX,46350000.0
2016,MEX,47720000.0
2017,MEX,48360000.0
2018,MEX,48330000.0
2019,MEX,45160000.0
2020,MEX,47830000.0
2010,MHL,9527.561088
2011,MHL,18464.61461
2012,MHL,29590.53692
2013,MHL,8550.956036
2014,MHL,137946.6532
2015,MHL,10626.07957
2016,MHL,43429.89563
2017,MHL,49419.70528
2018,MHL,57280.65394
2019,MHL,19748.73473
2020,MHL,48181.34643
2010,MKD,2297445.946
2011,MKD,2372594.298
2012,MKD,2138379.618
2013,MKD,1766366.728
2014,MKD,1504844.156
2015,MKD,1575516.686
2016,MKD,1695407.283
2017,MKD,795980.6579
2018,MKD,1473262.361
2019,MKD,1473851.637
2020,MKD,1526005.389
2010,MLI,14035460.16
2011,MLI,17631635.01
2012,MLI,14987037.16
2013,MLI,8702494.258
2014,MLI,9604580.7
2015,MLI,10129120.39
2016,MLI,11742842.0
2017,MLI,13384683.01
2018,MLI,12370726.75
2019,MLI,11019501.17
2020,MLI,8566526.289
2010,MLT,604732.237
2011,MLT,591626.2132
2012,MLT,608836.4722
2013,MLT,764952.1965
2014,MLT,753229.0639
2015,MLT,699629.1842
2016,MLT,774744.6927
2017,MLT,589748.7439
2018,MLT,837991.0291
2019,MLT,898474.7408
2020,MLT,989320.7903
2010,MMR,61056357.18
2011,MMR,66579195.46
2012,MMR,99953579.09
2013,MMR,49928362.56
2014,MMR,42982218.86
2015,MMR,37731980.62
2016,MMR,21594777.7
2017,MMR,11331314.11
2018,MMR,10247525.93
2019,MMR,14041070.03
2020,MMR,16180438.78
2010,MNE,1538600.625
2011,MNE,1408077.924
2012,MNE,1516585.654
2013,MNE,1340646.412
2014,MNE,1227226.61
2015,MNE,1221717.123
2016,MNE,1534153.263
2017,MNE,2312666.317
2018,MNE,2275467.877
2019,MNE,2263232.314
2020,MNE,1767350.639
2010,MNG,1582883.309
2011,MNG,2482624.858
2012,MNG,3717998.178
2013,MNG,4166482.487
2014,MNG,3718115.75
2015,MNG,3000180.742
2016,MNG,744905.4539
2017,MNG,392675.8812
2018,MNG,263779.2356
2019,MNG,353755.1333
2020,MNG,1477257.963
2010,MNP,21035.67493
2011,MNP,16352.51475
2012,MNP,5836.753854
2013,MNP,8277.326413
2014,MNP,13271.09146
2015,MNP,22630.02654
2016,MNP,81461.18223
2017,MNP,48094.18771
2018,MNP,70454.55336
2019,MNP,80419.27145
2020,MNP,36783.25827
2010,MOZ,4009721.157
2011,MOZ,4026601.735
2012,MOZ,2818252.162
2013,MOZ,4764835.322
2014,MOZ,4229771.476
2015,MOZ,5186664.875
2016,MOZ,2794318.118
2017,MOZ,2400261.086
2018,MOZ,1840632.384
2019,MOZ,2958792.025
2020,MOZ,2659903.45
2010,MRT,1771189.098
2011,MRT,2018550.789
2012,MRT,1757830.622
2013,MRT,1710773.374
2014,MRT,1824932.057
2015,MRT,1560033.094
2016,MRT,2717162.335
2017,MRT,2383240.282
2018,MRT,1741102.975
2019,MRT,1369660.88
2020,MRT,1098327.33
2010,MUS,1555854.653
2011,MUS,1375941.357
2012,MUS,1760423.355
2013,MUS,1632310.856
2014,MUS,1376781.362
2015,MUS,1449354.694
2016,MUS,1600177.956
2017,MUS,1385860.165
2018,MUS,1465980.797
2019,MUS,1867956.298
2020,MUS,1647656.107
2010,MYS,16762609.05
2011,MYS,22882521.31
2012,MYS,29917813.5
2013,MYS,31603515.55
2014,MYS,34398335.26
2015,MYS,35217062.98
2016,MYS,27480596.35
2017,MYS,22254254.78
2018,MYS,28146285.92
2019,MYS,42179070.8
2020,MYS,41341122.97
2010,NAM,2359970.876
2011,NAM,1276504.415
2012,NAM,1390796.719
2013,NAM,1228078.09
2014,NAM,976486.9763
2015,NAM,844186.3986
2016,NAM,571311.8894
2017,NAM,619267.9665
2018,NAM,677722.6613
2019,NAM,563058.2453
2020,NAM,683435.5643
2010,NCL,492970.8262
2011,NCL,635447.9681
2012,NCL,702041.0331
2013,NCL,504734.6676
2014,NCL,514870.5195
2015,NCL,603195.4371
2016,NCL,677681.7253
2017,NCL,834782.1019
2018,NCL,620715.5349
2019,NCL,620715.5349
2020,NCL,620715.5349
2010,NER,3685754.654
2011,NER,4179305.202
2012,NER,4983426.649
2013,NER,5986095.308
2014,NER,8460487.389
2015,NER,5708359.273
2016,NER,5457172.987
2017,NER,5059132.901
2018,NER,7082451.516
2019,NER,5563545.01
2020,NER,2722533.02
2010,NGA,36600310.54
2011,NGA,29155100.67
2012,NGA,26256031.99
2013,NGA,18301608.62
2014,NGA,15468958.16
2015,NGA,16227423.94
2016,NGA,15520675.33
2017,NGA,13387313.78
2018,NGA,13706650.19
2019,NGA,8953832.173
2020,NGA,9536543.564
2010,NIC,1410324.051
2011,NIC,1819339.86
2012,NIC,2084502.335
2013,NIC,2391606.042
2014,NIC,2529387.578
2015,NIC,2957017.892
2016,NIC,3197087.517
2017,NIC,3195934.894
2018,NIC,2540308.182
2019,NIC,2282861.435
2020,NIC,2539715.418
2010,NLD,48156178.54
2011,NLD,61152856.45
2012,NLD,48805798.4
2013,NLD,45603657.94
2014,NLD,45857201.19
2015,NLD,42130925.89
2016,NLD,48603476.65
2017,NLD,48024824.41
2018,NLD,50257382.45
2019,NLD,51694607.0
2020,NLD,44116442.59
2010,NOR,18437989.72
2011,NOR,23859436.23
2012,NOR,27637728.43
2013,NOR,26872250.51
2014,NOR,25793508.39
2015,NOR,21704330.41
2016,NOR,21192439.51
2017,NOR,20286430.69
2018,NOR,20436725.62
2019,NOR,18688310.23
2020,NOR,13890502.5
2010,NPL,5724954.924
2011,NPL,11810292.93
2012,NPL,4080676.782
2013,NPL,4237625.329
2014,NPL,4355304.849
2015,NPL,3280214.057
2016,NPL,6335053.88
2017,NPL,8379741.224
2018,NPL,9416837.899
2019,NPL,2917383.86
2020,NPL,2561487.983
2010,NRU,3763.176079
2011,NRU,4323.86164
2012,NRU,44983.52133
2013,NRU,511759.308
2014,NRU,43045.69073
2015,NRU,23774.74743
2016,NRU,41278.154
2017,NRU,12487.057
2018,NRU,7818.168472
2019,NRU,10096.68782
2020,NRU,9385.087947
2010,NZL,3993140.342
2011,NZL,4776337.682
2012,NZL,5454180.614
2013,NZL,6239878.733
2014,NZL,7008723.488
2015,NZL,5788545.284
2016,NZL,8205535.893
2017,NZL,9367890.324
2018,NZL,9659290.134
2019,NZL,9834341.161
2020,NZL,11020452.58
2010,OMN,13996027.04
2011,OMN,17525187.06
2012,OMN,14696269.73
2013,OMN,22512309.78
2014,OMN,15818893.42
2015,OMN,19152096.8
2016,OMN,24337132.4
2017,OMN,14187170.21
2018,OMN,26451890.34
2019,OMN,15826227.2
2020,OMN,13079648.91
2010,PAK,89186491.17
2011,PAK,92689908.23
2012,PAK,127119048.7
2013,PAK,99664924.39
2014,PAK,111548432.3
2015,PAK,91573548.65
2016,PAK,98231630.86
2017,PAK,77809513.94
2018,PAK,78329408.38
2019,PAK,68650784.66
2020,PAK,67534508.17
2010,PAN,1278790.501
2011,PAN,1233979.051
2012,PAN,1523074.741
2013,PAN,1695492.754
2014,PAN,1373601.576
2015,PAN,1576838.508
2016,PAN,1719361.001
2017,PAN,1953137.846
2018,PAN,2068170.545
2019,PAN,2155573.65
2020,PAN,1596447.188
2010,PER,7477192.757
2011,PER,9315878.67
2012,PER,13942592.26
2013,PER,17083209.32
2014,PER,16876515.37
2015,PER,17654249.71
2016,PER,14052415.33
2017,PER,13820024.81
2018,PER,18419922.1
2019,PER,15265204.56
2020,PER,12093689.42
2010,PHL,8930201.621
2011,PHL,10224200.77
2012,PHL,15405724.17
2013,PHL,17920666.91
2014,PHL,18175327.29
2015,PHL,24820452.86
2016,PHL,34747403.61
2017,PHL,34005240.31
2018,PHL,37076812.95
2019,PHL,44505713.79
2020,PHL,46069135.71
2010,POL,28747125.51
2011,POL,37426658.12
2012,POL,33550670.67
2013,POL,34795237.28
2014,POL,38406441.75
2015,POL,32135495.05
2016,POL,31504905.5
2017,POL,29676623.97
2018,POL,36285807.65
2019,POL,38820164.26
2020,POL,34859136.96
2010,PRT,27714666.6
2011,PRT,27778312.58
2012,PRT,27254737.04
2013,PRT,28763517.32
2014,PRT,31185961.21
2015,PRT,26816773.59
2016,PRT,21572117.94
2017,PRT,22374113.96
2018,PRT,21310745.87
2019,PRT,17756444.93
2020,PRT,18500931.46
2010,PRY,2470427.365
2011,PRY,4260522.753
2012,PRY,3799801.144
2013,PRY,3254281.517
2014,PRY,3679368.369
2015,PRY,2787682.151
2016,PRY,2822942.689
2017,PRY,2608239.233
2018,PRY,1855477.74
2019,PRY,1921026.447
2020,PRY,3242888.773
2010,PSE,6012828.505
2011,PSE,6758670.122
2012,PSE,8627996.397
2013,PSE,7393254.267
2014,PSE,8812081.291
2015,PSE,8702138.399
2016,PSE,10313778.17
2017,PSE,9025993.3
2018,PSE,7684316.595
2019,PSE,7401690.184
2020,PSE,6491693.512
2010,PYF,580250.4956
2011,PYF,580250.4956
2012,PYF,580250.4956
2013,PYF,580250.4956
2014,PYF,580250.4956
2015,PYF,580250.4956
2016,PYF,580250.4956
2017,PYF,531279.0675
2018,PYF,580250.4956
2019,PYF,637539.9885
2020,PYF,571932.4307
2010,QAT,13399913.08
2011,QAT,4335328.391
2012,QAT,4030930.41
2013,QAT,4776565.783
2014,QAT,5482865.781
2015,QAT,7068276.03
2016,QAT,4862357.124
2017,QAT,4096774.153
2018,QAT,2921154.535
2019,QAT,2377792.946
2020,QAT,1632667.479
2010,ROU,7238132.191
2011,ROU,9545384.59
2012,ROU,9848062.328
2013,ROU,7400140.668
2014,ROU,6494058.839
2015,ROU,5246254.781
2016,ROU,5237464.14
2017,ROU,5703137.205
2018,ROU,6279652.338
2019,ROU,7218220.643
2020,ROU,8805026.006
2010,RUS,66777229.67
2011,RUS,106140621.9
2012,RUS,138115819.4
2013,RUS,142457574.8
2014,RUS,134501175.9
2015,RUS,73555481.97
2016,RUS,59045227.56
2017,RUS,68079513.26
2018,RUS,68249074.75
2019,RUS,57722867.4
2020,RUS,55722648.18
2010,RWA,4641394.059
2011,RWA,6092024.565
2012,RWA,7874453.031
2013,RWA,7412964.515
2014,RWA,7401581.701
2015,RWA,5522975.147
2016,RWA,3491248.56
2017,RWA,2663930.237
2018,RWA,2958746.577
2019,RWA,2618835.788
2020,RWA,2403472.284
2010,SAU,17589447.74
2011,SAU,21543916.83
2012,SAU,19652500.77
2013,SAU,39034319.7
2014,SAU,19622715.76
2015,SAU,16471188.19
2016,SAU,17980627.79
2017,SAU,17176712.54
2018,SAU,24024071.27
2019,SAU,28744616.34
2020,SAU,29654087.32
2010,SDN,8375171.235
2011,SDN,6074959.222
2012,SDN,5204702.119
2013,SDN,4323818.645
2014,SDN,97546144.14
2015,SDN,33366770.68
2016,SDN,39458321.71
2017,SDN,18881924.56
2018,SDN,24146995.04
2019,SDN,31271448.94
2020,SDN,177397905.2
2010,SEN,28810551.18
2011,SEN,31847630.99
2012,SEN,27758953.14
2013,SEN,19536647.79
2014,SEN,22565640.32
2015,SEN,24385306.42
2016,SEN,30411922.95
2017,SEN,27189859.07
2018,SEN,21779479.47
2019,SEN,16348182.8
2020,SEN,16000832.33
2010,SGP,5689626.858
2011,SGP,7145763.486
2012,SGP,10287926.71
2013,SGP,11825136.64
2014,SGP,12412244.14
2015,SGP,14929283.0
2016,SGP,12360027.09
2017,SGP,7942987.818
2018,SGP,10520946.64
2019,SGP,13270139.46
2020,SGP,8759304.197
2010,SLB,73269.1616
2011,SLB,116749.7018
2012,SLB,148358.4177
2013,SLB,96165.77135
2014,SLB,101779.3627
2015,SLB,298863.0965
2016,SLB,317004.2093
2017,SLB,303329.6321
2018,SLB,217104.9802
2019,SLB,156155.2945
2020,SLB,263553.1396
2010,SLE,737675.163
2011,SLE,1170578.619
2012,SLE,1262920.925
2013,SLE,1026844.482
2014,SLE,1196942.185
2015,SLE,1198493.662
2016,SLE,1163516.025
2017,SLE,1445945.095
2018,SLE,1319134.356
2019,SLE,1396466.967
2020,SLE,1525927.879
2010,SLV,3250455.176
2011,SLV,3893067.396
2012,SLV,5075105.111
2013,SLV,5965458.924
2014,SLV,6156957.413
2015,SLV,6270808.167
2016,SLV,6780525.672
2017,SLV,7061019.631
2018,SLV,5400697.352
2019,SLV,6099237.269
2020,SLV,6336705.947
2010,SMR,249.3497667
2011,SMR,249.3497667
2012,SMR,249.3497667
2013,SMR,249.3497667
2014,SMR,249.3497667
2015,SMR,182.8995208
2016,SMR,84.81727221
2017,SMR,1006.101533
2018,SMR,38.45842299
2019,SMR,183.821851
2020,SMR,0.0
2010,SOM,1395021.017
2011,SOM,1395021.017
2012,SOM,1395021.017
2013,SOM,1553536.272
2014,SOM,1219807.54
2015,SOM,1508334.506
2016,SOM,2949039.395
2017,SOM,1702851.347
2018,SOM,1115201.177
2019,SOM,129631.038
2020,SOM,981766.8611
2010,SRB,4648661.639
2011,SRB,5812097.683
2012,SRB,4929610.329
2013,SRB,5304442.499
2014,SRB,4096768.457
2015,SRB,3808001.456
2016,SRB,4152234.622
2017,SRB,3746290.593
2018,SRB,5416728.847
2019,SRB,4918513.774
2020,SRB,5661640.926
2010,SSD,1258774.62
2011,SSD,1258774.62
2012,SSD,579220.6783
2013,SSD,581797.5283
2014,SSD,779693.6214
2015,SSD,3094386.653
2016,SSD,1258774.62
2017,SSD,1258774.62
2018,SSD,1258774.62
2019,SSD,1258774.62
2020,SSD,1258774.62
2010,SUR,1289683.128
2011,SUR,1289683.128
2012,SUR,1289683.128
2013,SUR,1289683.128
2014,SUR,1289683.128
2015,SUR,1289683.128
2016,SUR,1289683.128
2017,SUR,1289683.128
2018,SUR,1289683.128
2019,SUR,1289683.128
2020,SUR,1289683.128
2010,SVK,12585578.84
2011,SVK,15526363.03
2012,SVK,11510022.54
2013,SVK,10677664.43
2014,SVK,13005311.92
2015,SVK,10546892.36
2016,SVK,10268810.69
2017,SVK,9983322.536
2018,SVK,11005170.36
2019,SVK,10844179.57
2020,SVK,11291188.1
2010,SVN,5095043.88
2011,SVN,6130806.7
2012,SVN,5267240.748
2013,SVN,5162835.624
2014,SVN,6015745.375
2015,SVN,5401567.536
2016,SVN,6370510.871
2017,SVN,5628796.172
2018,SVN,6185737.832
2019,SVN,6896768.158
2020,SVN,6671038.833
2010,SWE,23067237.3
2011,SWE,30452563.01
2012,SWE,30724507.12
2013,SWE,31104962.44
2014,SWE,32315264.3
2015,SWE,30138174.29
2016,SWE,33430783.67
2017,SWE,30262090.74
2018,SWE,35659614.48
2019,SWE,30818502.47
2020,SWE,28054701.24
2010,SWZ,1271608.059
2011,SWZ,2024949.052
2012,SWZ,2055943.417
2013,SWZ,2765796.343
2014,SWZ,2621053.374
2015,SWZ,1934089.257
2016,SWZ,1474027.024
2017,SWZ,1557387.148
2018,SWZ,1657371.506
2019,SWZ,1779935.307
2020,SWZ,1387021.651
2010,SXM,29506.74152
2011,SXM,90293.54438
2012,SXM,22792.43644
2013,SXM,12117.03859
2014,SXM,14760.49442
2015,SXM,16315.51121
2016,SXM,22850.60231
2017,SXM,21821.45821
2018,SXM,35102.84662
2019,SXM,29506.74152
2020,SXM,29506.74152
2010,SYC,128955.4408
2011,SYC,112818.7425
2012,SYC,828169.8211
2013,SYC,1090451.027
2014,SYC,1095272.435
2015,SYC,652749.2476
2016,SYC,136069.8902
2017,SYC,104202.9116
2018,SYC,145964.4188
2019,SYC,154414.9065
2020,SYC,202741.3436
2010,SYR,16430103.78
2011,SYR,16996681.32
2012,SYR,7066804.177
2013,SYR,3383476.722
2014,SYR,3994901.4
2015,SYR,5114403.461
2016,SYR,2861541.208
2017,SYR,3961275.263
2018,SYR,3529780.423
2019,SYR,3665595.614
2020,SYR,3009454.558
2010,TCD,285205.9795
2011,TCD,104399.2018
2012,TCD,719178.5039
2013,TCD,622953.1451
2014,TCD,395208.5839
2015,TCD,314279.778
2016,TCD,352163.8838
2017,TCD,475443.1434
2018,TCD,467970.2104
2019,TCD,137709.83
2020,TCD,89322.46516
2010,TGO,12611097.66
2011,TGO,16826553.79
2012,TGO,19043606.69
2013,TGO,17267310.8
2014,TGO,12780012.77
2015,TGO,12932871.4
2016,TGO,11715769.51
2017,TGO,16126621.13
2018,TGO,14087569.36
2019,TGO,10204619.39
2020,TGO,13018886.69
2010,THA,32141148.52
2011,THA,26719197.05
2012,THA,35285765.31
2013,THA,31170098.71
2014,THA,41865909.48
2015,THA,37964687.2
2016,THA,37203385.7
2017,THA,35870872.46
2018,THA,40892944.09
2019,THA,45817015.05
2020,THA,41826581.33
2010,TJK,2213939.344
2011,TJK,2533352.255
2012,TJK,2390637.832
2013,TJK,3156032.688
2014,TJK,2813667.605
2015,TJK,5209756.355
2016,TJK,5209756.355
2017,TJK,2703486.808
2018,TJK,11546593.87
2019,TJK,11275992.88
2020,TJK,8254103.917
2010,TKM,4768704.129
2011,TKM,4437530.059
2012,TKM,1335233.398
2013,TKM,2071196.998
2014,TKM,4344611.935
2015,TKM,3093562.629
2016,TKM,1545501.56
2017,TKM,1011201.117
2018,TKM,3327356.521
2019,TKM,2881655.372
2020,TKM,2881655.372
2010,TLS,195996.9809
2011,TLS,315884.9099
2012,TLS,365221.4588
2013,TLS,567545.617
2014,TLS,547525.4969
2015,TLS,782828.3204
2016,TLS,974935.7536
2017,TLS,1055226.076
2018,TLS,626919.417
2019,TLS,807730.9854
2020,TLS,725094.6251
2010,TON,94092.72411
2011,TON,162806.7235
2012,TON,118786.0962
2013,TON,188930.6277
2014,TON,421292.4237
2015,TON,92034.69305
2016,TON,148790.114
2017,TON,81946.23338
2018,TON,87255.21357
2019,TON,94318.69236
2020,TON,74831.72626
2010,TUN,7511113.192
2011,TUN,4122178.838
2012,TUN,4056091.88
2013,TUN,6089617.872
2014,TUN,9066081.108
2015,TUN,10941694.96
2016,TUN,7469438.933
2017,TUN,3538888.872
2018,TUN,5330954.312
2019,TUN,5706226.116
2020,TUN,1873474.205
2010,TUR,167777158.7
2011,TUR,140503395.5
2012,TUR,124375766.8
2013,TUR,112793063.7
2014,TUR,95803327.45
2015,TUR,85922980.23
2016,TUR,93142840.51
2017,TUR,84274588.88
2018,TUR,72932317.72
2019,TUR,93650177.43
2020,TUR,114924668.9
2010,TZA,6590327.035
2011,TZA,6350582.567
2012,TZA,9365133.791
2013,TZA,11062202.7
2014,TZA,14803774.31
2015,TZA,10167911.69
2016,TZA,6459429.602
2017,TZA,5439622.58
2018,TZA,6393016.803
2019,TZA,11057945.91
2020,TZA,11716204.15
2010,UGA,22670981.2
2011,UGA,29916425.24
2012,UGA,28749438.41
2013,UGA,24358648.32
2014,UGA,25508826.72
2015,UGA,26466237.38
2016,UGA,23815432.61
2017,UGA,15030268.09
2018,UGA,15825335.83
2019,UGA,13338189.99
2020,UGA,14333453.86
2010,UKR,13898246.27
2011,UKR,13634440.16
2012,UKR,13508486.76
2013,UKR,13843676.48
2014,UKR,7802914.075
2015,UKR,4858375.286
2016,UKR,5411306.283
2017,UKR,7131787.402
2018,UKR,8498135.37
2019,UKR,9030289.737
2020,UKR,10057232.05
2010,URY,2020811.934
2011,URY,3852635.543
2012,URY,2147018.156
2013,URY,1669746.57
2014,URY,2263151.57
2015,URY,2534256.343
2016,URY,2257853.212
2017,URY,3068194.201
2018,URY,2559998.693
2019,URY,1477767.018
2020,URY,2078608.809
2010,USA,385402040.2
2011,USA,407206771.1
2012,USA,451722951.7
2013,USA,458482352.3
2014,USA,504787329.9
2015,USA,637229552.0
2016,USA,708741460.9
2017,USA,738662472.4
2018,USA,785662995.6
2019,USA,774058497.1
2020,USA,757297424.7
2010,UZB,3483731.506
2011,UZB,4153539.513
2012,UZB,4764504.896
2013,UZB,4499714.577
2014,UZB,3226546.175
2015,UZB,1248926.486
2016,UZB,2527242.04
2017,UZB,14242211.46
2018,UZB,10585552.86
2019,UZB,10229232.0
2020,UZB,9803056.428
2010,VEN,6408405.901
2011,VEN,8509951.383
2012,VEN,12307850.0
2013,VEN,9947951.68
2014,VEN,5558152.518
2015,VEN,8546462.295
2016,VEN,8546462.295
2017,VEN,8546462.295
2018,VEN,8546462.295
2019,VEN,8546462.295
2020,VEN,8546462.295
2010,VNM,11858499.98
2011,VNM,21882740.63
2012,VNM,34478767.58
2013,VNM,43694195.93
2014,VNM,46955348.62
2015,VNM,37317317.23
2016,VNM,34533171.47
2017,VNM,34998223.97
2018,VNM,52385588.09
2019,VNM,62413260.11
2020,VNM,60681746.35
2010,VUT,170355.9832
2011,VUT,174043.355
2012,VUT,196167.8072
2013,VUT,184005.3427
2014,VUT,200236.3931
2015,VUT,193004.6812
2016,VUT,342779.7103
2017,VUT,282460.3785
2018,VUT,115735.4438
2019,VUT,125351.7551
2020,VUT,98479.91638
2010,WSM,223571.3757
2011,WSM,313606.4191
2012,WSM,342308.7923
2013,WSM,303273.4996
2014,WSM,269747.9673
2015,WSM,318561.6832
2016,WSM,345516.581
2017,WSM,411573.8083
2018,WSM,278081.6373
2019,WSM,409456.9381
2020,WSM,256158.421
2010,YEM,3439230.703
2011,YEM,2545419.446
2012,YEM,5716903.903
2013,YEM,6844501.624
2014,YEM,6398237.476
2015,YEM,3137357.922
2016,YEM,8137877.064
2017,YEM,2948420.849
2018,YEM,9363609.643
2019,YEM,5392395.403
2020,YEM,5392395.403
2010,ZAF,31821527.43
2011,ZAF,29607858.51
2012,ZAF,30921203.47
2013,ZAF,28711564.91
2014,ZAF,29488745.4
2015,ZAF,24335294.17
2016,ZAF,18791850.55
2017,ZAF,23496632.93
2018,ZAF,23564264.44
2019,ZAF,22900477.72
2020,ZAF,18931440.24
2010,ZMB,6351320.345
2011,ZMB,6853846.715
2012,ZMB,7486395.632
2013,ZMB,15518631.44
2014,ZMB,6515078.926
2015,ZMB,4225132.484
2016,ZMB,3381264.83
2017,ZMB,3398322.023
2018,ZMB,3942677.644
2019,ZMB,6960165.078
2020,ZMB,4350925.022
2010,ZWE,2298892.621
2011,ZWE,2175463.065
2012,ZWE,1683441.162
2013,ZWE,3352278.163
2014,ZWE,2472029.378
2015,ZWE,2259862.617
2016,ZWE,1342884.273
2017,ZWE,605978.0889
2018,ZWE,1457748.677
2019,ZWE,2038708.767
2020,ZWE,1551316.476
