,Nation,Year,Oil and oil products (PJ),Gas (PJ),Coal and coal products (PJ),Biofuels and waste (PJ),Heat (PJ),Electricity (PJ),Other sources (PJ),Total final energy use (PJ),Pseudo Total (PJ),frac_scoe_heat_energy_other_se_coal,frac_scoe_heat_energy_other_se_diesel,frac_scoe_heat_energy_other_se_electricity,frac_scoe_heat_energy_other_se_gasoline,frac_scoe_heat_energy_other_se_hydrocarbon_gas_liquids,frac_scoe_heat_energy_other_se_hydrogen,frac_scoe_heat_energy_other_se_kerosene,frac_scoe_heat_energy_other_se_natural_gas,frac_scoe_heat_energy_other_se_solid_biomass,gdp_mmm_usd,gdp_class
104,Chile,2016,41.85,19.33,0.06,73.21,0.0,48.96,0.0,183.41,139.346,0.00043058286567249863,0.2402652390452543,0.035135561838875895,0.030033154880656786,0.0,0.0,0.030033154880656786,0.13871944655748997,0.5253828599313938,282.02645912,2
105,Chile,2017,44.4,20.05,0.05,74.52,0.0,45.26,0.0,184.28,143.546,0.0003483203990358492,0.24744681147506725,0.03152996252072506,0.030930851434383407,0.0,0.0,0.030930851434383407,0.13967648001337551,0.5191367227230296,285.86073584,2
106,Chile,2018,45.95,20.49,0.03,77.93,0.0,48.33,0.0,192.73,149.233,0.0002010279227784739,0.24632621471122343,0.03238559835961215,0.03079077683890293,0.0,0.0,0.03079077683890293,0.13730207125769767,0.5222035340708825,289.69501256,2
107,Chile,2019,45.59,20.97,0.0,78.29,0.0,48.9,0.0,193.75,149.74,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751,293.52928928,2
108,Colombia,2011,25.15,38.52,2.99,70.23,0.0,72.15,0.0,209.03,144.10500000000002,0.02074875958502481,0.13962041566913014,0.05006765899864682,0.017452551958641267,0.0,0.0,0.017452551958641267,0.26730509003851355,0.4873529717914021,395.58090966,2
109,Colombia,2012,18.45,38.48,2.99,73.5,0.0,74.95,0.0,208.37,140.915,0.02121846503211156,0.10474399460667778,0.05318809211226627,0.013092999325834723,0.0,0.0,0.013092999325834723,0.27307241954369654,0.5215910300535784,412.89198012,2
110,Colombia,2013,16.35,39.3,2.64,126.17,0.0,75.01,0.0,259.47,191.961,0.013752793536187038,0.0681388407020176,0.03907564557384052,0.0085173550877522,0.0,0.0,0.0085173550877522,0.20472908559551156,0.6572689244169388,430.20305058,2
111,Colombia,2014,17.27,40.38,3.4,122.34,0.0,78.24,0.0,261.63,191.214,0.017781124813036703,0.07225412365203385,0.04091750604035269,0.009031765456504231,0.0,0.0,0.009031765456504231,0.21117700586777122,0.6398067087137971,447.51412104,2
112,Colombia,2015,16.76,39.68,2.67,118.32,0.0,80.56,0.0,257.97,185.486,0.014394617383522207,0.07228577898062388,0.043431849303990605,0.009035722372577985,0.0,0.0,0.009035722372577985,0.2139245010405098,0.6378918085461975,464.8251915,2
113,Colombia,2016,17.13,41.64,2.69,114.22,0.0,81.68,0.0,257.36,183.848,0.014631652234454548,0.07453983725686436,0.04442800574387538,0.009317479657108045,0.0,0.0,0.009317479657108045,0.22649144945824812,0.6212740959923414,471.13540196,2
114,Colombia,2017,14.7,44.15,2.67,103.36,0.0,83.45,0.0,248.34,173.225,0.015413479578582768,0.06788858421128591,0.048174339731563,0.008486073026410738,0.0,0.0,0.008486073026410738,0.25487083273199596,0.5966806176937509,477.44561242,2
115,Colombia,2018,17.06,45.06,2.57,104.05,0.0,88.88,0.0,257.61,177.628,0.014468439660413899,0.07683473326277389,0.05003715630418628,0.009604341657846736,0.0,0.0,0.009604341657846736,0.25367622221721803,0.5857747652397145,483.75582288,2
116,Colombia,2019,17.94,46.39,2.71,96.0,0.0,89.26,0.0,252.3,171.966,0.015758929090634193,0.08345835804752103,0.051905609248339785,0.010432294755940128,0.0,0.0,0.010432294755940128,0.26976262749613295,0.5582498866054918,490.06603334,2
117,Croatia,2011,8.68,22.87,0.14,48.5,6.13,23.55,0.18,110.05,88.855,0.0015756006977660235,0.07814979460919474,0.026503854594564176,0.009768724326149343,0.002025772325699173,0.0,0.009768724326149343,0.3263744302515334,0.5458330988689437,70.421981618,2
118,Croatia,2012,7.24,21.49,0.13,48.42,5.77,23.35,0.21,106.61,85.595,0.001518780302587768,0.06766750394298733,0.027279630819557223,0.008458437992873416,0.0024534143349494715,0.0,0.008458437992873416,0.3184765465272504,0.565687248086921,71.542144336,2
119,Croatia,2013,6.39,20.48,0.17,48.13,5.78,22.45,0.24,103.65,83.435,0.002037514232636184,0.061269251513153954,0.026907173248636663,0.007658656439144244,0.00287649068136873,0.0,0.007658656439144244,0.31473602205309525,0.5768562353928208,72.662307054,2
120,Croatia,2014,5.35,18.15,0.11,42.72,4.79,21.72,0.27,93.11,73.562,0.001495337266523477,0.05818221364291347,0.029526114026263563,0.007272776705364184,0.003670373290557625,0.0,0.007272776705364184,0.31184578994589596,0.5807346184171175,73.782469772,2
121,Croatia,2015,6.01,18.69,0.09,48.62,5.01,22.33,0.3,101.06,80.953,0.0011117562042172618,0.05939248699862883,0.02758390671130162,0.007424060874828603,0.003705854014057539,0.0,0.007424060874828603,0.29276246711054565,0.6005954072115919,74.90263249,2
122,Croatia,2016,5.97,19.51,0.1,47.22,4.99,22.06,0.34,100.19,80.336,0.0012447719577773353,0.059450308703445524,0.027459669388568014,0.0074312885879306905,0.00423222465644294,0.0,0.0074312885879306905,0.30496912965544715,0.5877813184624576,76.146574058,2
123,Croatia,2017,5.79,20.06,0.12,45.67,4.9,22.56,0.38,99.48,79.176,0.0015156107911488328,0.05850257653834496,0.028493482873598056,0.00731282206729312,0.004799434171971304,0.0,0.00731282206729312,0.31524704455895725,0.5768162069313933,77.390515626,1
124,Croatia,2018,5.0,19.56,0.08,43.54,4.67,22.33,0.41,95.6,75.493,0.0010597008994211385,0.052985044971056924,0.02957890135509253,0.0066231306213821155,0.005430967109533334,0.0,0.0066231306213821155,0.3209569099121773,0.5767422145099546,78.634457194,1
125,Croatia,2019,4.21,19.22,0.09,42.2,4.59,22.34,0.45,93.11,72.994,0.0012329780529906568,0.046140778694139246,0.03060525522645697,0.005767597336767406,0.006164890264953284,0.0,0.005767597336767406,0.3261911937967504,0.5781297092911747,79.878398762,1
126,Cyprus,2011,5.93,0.0,0.0,0.52,0.0,6.2,2.23,14.88,9.299999999999999,0.0,0.5101075268817205,0.06666666666666668,0.06376344086021506,0.23978494623655916,0.0,0.06376344086021506,0.0,0.055913978494623665,26.236258652,1
127,Cyprus,2012,5.75,0.0,0.0,0.6,0.0,6.02,2.3,14.67,9.252,0.0,0.49718979680069175,0.06506701253782965,0.06214872460008647,0.24859489840034582,0.0,0.06214872460008647,0.0,0.06485084306095978,26.771596004,1
128,Cyprus,2013,4.73,0.0,0.0,0.53,0.0,5.17,2.34,12.78,8.117,0.0,0.46618208697794755,0.06369348281384747,0.058272760872243444,0.2882838487125785,0.0,0.058272760872243444,0.0,0.06529505975113958,27.306933356,1
129,Cyprus,2014,4.3,0.0,0.0,0.43,0.0,5.13,2.38,12.23,7.622999999999999,0.0,0.4512659058113604,0.06729634002361276,0.05640823822642005,0.3122130394857668,0.0,0.05640823822642005,0.0,0.05640823822642005,27.842270708,1
130,Cyprus,2015,5.01,0.0,0.0,0.73,0.0,5.45,2.42,13.61,8.705,0.0,0.4604250430786904,0.06260769672601953,0.0575531303848363,0.27800114876507753,0.0,0.0575531303848363,0.0,0.08385985066053991,28.37760806,1
131,Cyprus,2016,5.06,0.0,0.0,0.77,0.0,5.71,2.45,13.99,8.850999999999999,0.0,0.45734945203931765,0.06451248446503222,0.057168681504914706,0.27680488080442894,0.0,0.057168681504914706,0.0,0.08699581968139194,29.183430626,1
132,Cyprus,2017,4.95,0.0,0.0,0.95,0.0,5.99,2.5,14.39,8.998999999999999,0.0,0.4400488943215914,0.0665629514390488,0.055006111790198924,0.277808645405045,0.0,0.055006111790198924,0.0,0.1055672852539171,29.989253192,1
133,Cyprus,2018,4.05,0.0,0.0,0.96,0.0,6.08,2.55,13.64,8.168,0.0,0.396669931439765,0.0744368266405485,0.04958374142997062,0.31219392752203723,0.0,0.04958374142997062,0.0,0.11753183153770813,30.795075758,1
134,Cyprus,2019,4.67,0.0,0.0,1.02,0.0,6.37,2.59,14.65,8.917,0.0,0.4189749915890995,0.0714365818100258,0.05237187394863744,0.2904564315352697,0.0,0.05237187394863744,0.0,0.11438824716833015,31.600898324,1
135,Denmark,2011,17.4,27.18,0.03,35.88,67.48,36.4,0.44,184.8,152.05,0.00019730351857941464,0.0915488326208484,0.023939493587635644,0.01144360407760605,0.002893784939164748,0.0,0.01144360407760605,0.6225583689575797,0.23597500822097994,190.53019218,1
136,Denmark,2012,14.96,27.2,0.03,34.84,69.23,35.96,0.45,182.68,150.306,0.0001995928306255239,0.07962423323087568,0.023924527297646134,0.00995302915385946,0.0029938924593828587,0.0,0.00995302915385946,0.6415578885739758,0.23179380729977514,195.09777846,1
137,Denmark,2013,14.06,27.21,0.02,35.97,68.89,37.1,0.47,183.71,150.32999999999998,0.00013304064391671656,0.0748220581387614,0.024679039446550928,0.009352757267345175,0.003126455132042839,0.0,0.009352757267345175,0.6392602940198231,0.23927359808421475,199.66536474,1
138,Denmark,2014,10.42,23.7,0.0,35.0,63.21,36.37,0.48,169.18,136.447,0.0,0.061093318284755255,0.026655038219968192,0.007636664785594407,0.0035178494213870585,0.0,0.007636664785594407,0.6369506108598942,0.2565098536428064,204.23295102,1
139,Denmark,2015,10.7,24.89,0.0,40.53,67.81,36.63,0.49,181.06,148.083,0.0,0.05780541993341572,0.024736127712161424,0.007225677491676965,0.0033089551130109467,0.0,0.007225677491676965,0.626000283624724,0.273697858633334,208.8005373,1
140,Denmark,2016,10.34,26.1,0.0,42.77,69.62,37.07,0.5,186.39,153.037,0.0,0.05405228800878219,0.02422290034436117,0.006756536001097773,0.003267183752948633,0.0,0.006756536001097773,0.6254696576644864,0.2794748982272261,212.3084621,1
141,Denmark,2017,9.69,24.7,0.0,40.7,70.04,35.68,0.51,181.31,149.20800000000003,0.0,0.051954318803281316,0.02391292692080853,0.0064942898504101645,0.00341804728968956,0.0,0.0064942898504101645,0.6349525494611549,0.27277357782424533,215.8163869,1
142,Denmark,2018,9.93,23.93,0.0,38.43,69.58,35.21,0.51,177.6,145.901,0.0,0.0544478790412677,0.02413280237969582,0.006805984880158463,0.003495520935428818,0.0,0.006805984880158463,0.6409140444548015,0.2633977834284892,219.3243117,1
143,Denmark,2019,8.48,23.23,0.0,35.34,67.71,36.86,0.52,172.13,138.966,0.0,0.04881769641495042,0.026524473612250476,0.006102212051868803,0.0037419224846365296,0.0,0.006102212051868803,0.6544046745247039,0.25430680885972107,222.8322365,1
144,Estonia,2011,0.39,2.16,0.27,15.26,13.93,6.96,0.0,38.97,32.705999999999996,0.008255365987892132,0.00953953403045313,0.021280498991010827,0.0011924417538066413,0.0,0.0,0.0011924417538066413,0.4919586620192014,0.46658105546382933,22.837847628,2
145,Estonia,2012,0.35,2.32,0.28,16.29,14.23,7.04,0.0,40.52,34.174,0.008193363375665712,0.00819336337566571,0.020600456487388074,0.0010241704219582138,0.0,0.0,0.0010241704219582138,0.4842862995259554,0.47667817639140864,23.574754766,2
146,Estonia,2013,0.3,2.19,0.25,15.64,13.82,6.72,0.0,38.92,32.872,0.0076052567534679975,0.007301046483329277,0.020442930153321978,0.0009126308104161596,0.0,0.0,0.0009126308104161596,0.48704064249209056,0.4757848624969579,24.311661904,2
147,Estonia,2014,0.35,2.19,0.36,15.55,12.49,6.26,0.0,37.2,31.566,0.011404675917126022,0.008870303491098016,0.01983146423366914,0.001108787936387252,0.0,0.0,0.001108787936387252,0.46505734017613887,0.4926186403091935,25.048569042,1
148,Estonia,2015,0.39,2.06,0.46,15.13,11.87,6.22,0.0,36.14,30.532,0.015066160094327263,0.01021878684658719,0.020372068649285997,0.0012773483558233987,0.0,0.0,0.0012773483558233987,0.45624263068256254,0.4955456570155902,25.78547618,1
149,Estonia,2016,0.44,2.42,0.27,16.07,13.06,6.89,0.0,39.14,32.949,0.00819448238186288,0.010683177031169385,0.020911105041124166,0.0013353971288961731,0.0,0.0,0.0013353971288961731,0.46981698989347176,0.48772345139457957,26.612507948,1
150,Estonia,2017,0.39,2.31,0.09,16.34,13.32,6.99,0.0,39.45,33.149,0.0027150140275724755,0.009412048628917917,0.021086608947479563,0.0011765060786147396,0.0,0.0,0.0011765060786147396,0.47150743612175333,0.49292588011704724,27.439539716,1
151,Estonia,2018,0.35,2.3,0.05,16.5,13.5,6.7,0.0,39.4,33.370000000000005,0.0014983518130056936,0.008390770152831883,0.020077914294276293,0.0010488462691039854,0.0,0.0,0.0010488462691039854,0.4734791729097992,0.49445609829187886,28.266571484,1
152,Estonia,2019,0.38,2.42,0.04,16.52,13.68,7.45,0.0,40.49,33.785,0.001183957377534409,0.008998076069261509,0.02205120615657837,0.0011247595086576886,0.0,0.0,0.0011247595086576886,0.4765428444575996,0.48897439692171085,29.093603252,1
153,Finland,2011,17.47,1.65,0.22,40.28,63.26,83.72,0.04,206.63,131.292,0.0016756542668250921,0.10644974560521585,0.0637662614629985,0.013306218200651981,0.00030466441215001676,0.0,0.013306218200651981,0.49439417481643966,0.3067970630350669,173.76037788,1
154,Finland,2012,18.71,1.75,0.22,44.46,69.52,86.88,0.05,221.57,143.398,0.001534191550788714,0.1043808142372976,0.06058661906023795,0.0130476017796622,0.00034867989790652595,0.0,0.0130476017796622,0.497008326475962,0.3100461652184828,177.16921866,1
155,Finland,2013,16.5,1.6,0.18,41.49,65.91,83.77,0.05,209.5,134.107,0.0013422118159380197,0.09842886650212145,0.062465046567293285,0.01230360831276518,0.0003728366155383388,0.0,0.01230360831276518,0.5034039982998649,0.3093798235737135,180.57805944,1
156,Finland,2014,15.66,1.56,0.17,42.0,65.48,82.66,0.06,207.59,133.196,0.0012763146040421635,0.0940568785849425,0.06205892068830896,0.011757109823117812,0.0004504639778972341,0.0,0.011757109823117812,0.5033184179705097,0.3153247845280639,183.98690022,1
157,Finland,2015,13.99,1.43,0.16,39.26,64.71,81.65,0.06,201.26,127.775,0.0012522011348072783,0.08759146937976912,0.06390138916063393,0.01094893367247114,0.00046957542555272936,0.0,0.01094893367247114,0.5176286441009587,0.3072588534533359,187.395741,1
158,Finland,2016,13.75,1.44,0.17,42.97,70.53,86.62,0.07,215.55,137.59199999999998,0.0012355369498226643,0.0799465085179371,0.06295424152567011,0.009993313564742137,0.0005087505087505088,0.0,0.009993313564742137,0.5230682016396303,0.3123001337287052,189.76081886,1
159,Finland,2017,12.81,1.41,0.16,41.79,69.51,86.45,0.08,212.2,134.405,0.0011904319035750158,0.07624716342397977,0.06432052379003758,0.009530895427997472,0.0005952159517875079,0.0,0.009530895427997472,0.5276589412596258,0.3109259328149994,192.12589672,1
160,Finland,2018,11.82,1.29,0.15,41.03,67.42,78.84,0.08,200.63,129.674,0.0011567469191973718,0.07292132578620233,0.060798618073013865,0.009115165723275292,0.0006169316902385983,0.0,0.009115165723275292,0.5298672054536762,0.3164088406311211,194.49097458,1
161,Finland,2019,10.46,1.39,0.15,40.16,66.65,78.2,0.09,197.09,126.72,0.0011837121212121212,0.06603535353535354,0.06171085858585859,0.008254419191919193,0.0007102272727272727,0.0,0.008254419191919193,0.5369318181818182,0.3169191919191919,196.85605244,1
162,France,2011,262.44,531.56,1.7,245.97,44.99,532.91,4.79,1624.35,1144.741,0.0014850520772821101,0.18340567866443153,0.04655288838261231,0.02292570983305394,0.004184352617753711,0.0,0.02292570983305394,0.5036510442100003,0.21486956438181212,2035.1594202,1
163,France,2012,277.14,588.48,1.89,285.0,49.28,576.32,5.23,1783.35,1264.652,0.001494482276547224,0.17531463200943814,0.045571429926968055,0.021914329001179768,0.0041355250298105726,0.0,0.021914329001179768,0.504296834227914,0.22535843852696236,2076.9363784,1
164,France,2013,278.94,607.4,1.99,312.9,52.76,605.27,5.59,1864.84,1320.107,0.0015074535624763751,0.1690408429013709,0.0458500712442249,0.02113010536267136,0.004234505233287908,0.0,0.02113010536267136,0.5000806752785948,0.23702624105470238,2118.7133366,1
165,France,2014,231.16,453.89,1.47,253.99,43.14,542.93,5.91,1532.5,1043.853,0.0014082442642785909,0.17715904442483757,0.052012112816651385,0.022144880553104696,0.005661716735977192,0.0,0.022144880553104696,0.4761494195063864,0.2433197011456594,2160.4902948,1
166,France,2015,231.99,488.74,1.52,268.49,49.0,566.29,6.14,1612.18,1102.509,0.001378673552778254,0.16833604079422482,0.05136375303965773,0.021042005099278102,0.005569115535564789,0.0,0.021042005099278102,0.4877420501782752,0.24352635670094303,2202.267253,1
167,France,2016,217.5,528.81,1.58,287.06,52.85,587.17,6.35,1681.33,1152.867,0.001370496336524508,0.15092807756662305,0.05093128695677819,0.01886600969582788,0.005508007428437105,0.0,0.01886600969582788,0.5045334804448388,0.2489966318751426,2215.0783008,1
168,France,2017,216.24,513.76,1.49,275.93,52.26,580.04,6.59,1646.31,1124.2740000000001,0.0013252997045204282,0.15386996408348855,0.05159240541006907,0.01923374551043607,0.0058615604381138395,0.0,0.01923374551043607,0.5034537843977535,0.24542949494518237,2227.8893486,1
169,France,2018,195.03,483.51,1.1,267.24,52.94,576.85,6.92,1583.59,1064.425,0.001033421800502619,0.14658054818329144,0.05419357869272143,0.01832256852291143,0.006501162599525566,0.0,0.01832256852291143,0.5039810226178454,0.25106512906029077,2240.7003964,1
170,France,2019,182.32,475.74,1.02,269.83,53.93,575.0,7.15,1565.0,1047.49,0.0009737563127094292,0.13924333406524167,0.05489312547136488,0.01740541675815521,0.0068258408194827635,0.0,0.01740541675815521,0.5056563785811797,0.257596731233711,2253.5114442,1
171,Georgia,2011,2.18,14.47,0.09,11.1,0.03,11.96,0.21,40.04,29.276000000000003,0.0030741904631780294,0.0595709796420276,0.04085257548845471,0.00744637245525345,0.007173111080748735,0.0,0.00744637245525345,0.49528624128979365,0.37915015712529027,18.99676993,2
172,Georgia,2012,1.24,19.22,0.3,10.75,0.03,12.14,0.21,43.9,32.964,0.009100837277029487,0.030093435262710837,0.03682805484771266,0.0037616794078388547,0.0063705860939206405,0.0,0.0037616794078388547,0.5839703919427254,0.3261133357602233,19.45240026,2
173,Georgia,2013,0.65,19.73,0.02,19.8,0.0,8.11,0.23,48.54,41.241,0.0004849542930578793,0.012608811619504862,0.019664896583497005,0.0015761014524381077,0.005576974370165612,0.0,0.0015761014524381077,0.47840741010159793,0.48010475012730053,19.90803059,2
174,Georgia,2014,0.71,20.92,0.02,19.13,0.0,8.87,0.21,49.86,41.876999999999995,0.0004775891300713996,0.013563531294027749,0.021181077918666573,0.0016954414117534686,0.0050146858657496955,0.0,0.0016954414117534686,0.499558230054684,0.4568140029132937,20.36366092,2
175,Georgia,2015,0.81,24.29,0.01,16.35,0.0,8.86,0.21,50.54,42.556,0.00023498449102359246,0.015226995018328793,0.020819625904690293,0.0019033743772910992,0.004934674311495441,0.0,0.0019033743772910992,0.570777328696306,0.3841996428235737,20.81929125,2
176,Georgia,2016,0.64,27.34,0.05,16.44,0.0,8.56,0.26,53.28,45.586,0.0010968279735006363,0.011231518448646515,0.018777694906330893,0.0014039398060808144,0.005703505462203309,0.0,0.0014039398060808144,0.5997455359101479,0.3606370376870092,21.555951812,2
177,Georgia,2017,0.63,31.16,0.02,15.01,0.0,8.86,0.27,55.95,47.976,0.00041687510421877606,0.010505252626313157,0.018467567116891778,0.0013131565782891447,0.005627813906953477,0.0,0.0013131565782891447,0.6494914123728531,0.31286476571619143,22.292612374,2
178,Georgia,2018,0.79,30.26,0.01,11.12,0.0,8.94,0.27,51.39,43.344,0.0002307124400147656,0.014581026208933187,0.020625692137320045,0.0018226282761166484,0.006229235880398671,0.0,0.0018226282761166484,0.6981358434846807,0.2565522332964193,23.029272936,2
179,Georgia,2019,0.44,34.78,0.01,10.1,0.0,8.86,0.27,54.46,46.486000000000004,0.0002151185303102009,0.007572172266919072,0.0190595017854838,0.000946521533364884,0.0058082003183754245,0.0,0.000946521533364884,0.7481822484188787,0.2172697156133029,23.765933498,2
180,Germany,2011,473.68,868.95,58.04,243.04,164.35,556.44,21.82,2386.33,1885.5240000000001,0.030781894051733098,0.2009754317632658,0.029511159762485126,0.025121928970408224,0.01157237987954542,0.0,0.025121928970408224,0.5480174211518919,0.12889785545026208,2764.4640094,1
181,Germany,2012,511.79,939.95,31.91,231.17,170.76,557.33,22.72,2465.62,1964.0330000000001,0.0162471811828009,0.20846492905159944,0.02837681444252719,0.02605811613144993,0.01156803373466739,0.0,0.02605811613144993,0.5655251210137507,0.11770168831175443,2820.0279598,1
182,Germany,2013,553.68,991.31,28.46,251.7,184.49,554.74,22.96,2587.34,2088.0739999999996,0.013629785151292534,0.21213041300260432,0.026567066109726003,0.02651630162532554,0.01099577888523108,0.0,0.02651630162532554,0.5631026486609192,0.12054170493957592,2875.5919102,1
183,Germany,2014,469.59,801.92,24.1,210.13,153.34,531.21,24.73,2215.02,1736.9309999999996,0.013875047425602978,0.21628493014402997,0.03058325287533012,0.027035616268003746,0.014237756134239072,0.0,0.027035616268003746,0.5499700333519295,0.12097774753286114,2931.1558606,1
184,Germany,2015,457.57,885.89,28.61,229.3,170.4,521.22,26.48,2319.47,1850.372,0.015461755798293531,0.19782832857393,0.028168389923755876,0.02472854107174125,0.014310635915372693,0.0,0.02472854107174125,0.5708527798734524,0.12392102777171293,2986.719811,1
185,Germany,2016,434.75,981.27,27.33,251.34,166.67,506.37,26.46,2394.19,1938.457,0.01409884253300434,0.17942105499373986,0.02612232306416908,0.022427631874217483,0.013650031958408157,0.0,0.022427631874217483,0.5921926563240764,0.12965982737816728,3015.1015626,1
186,Germany,2017,445.52,913.21,20.99,240.45,185.52,506.35,27.03,2339.06,1883.3550000000002,0.011145004526496596,0.18924525647050075,0.02688553140539091,0.023655657058812594,0.014352047277332207,0.0,0.023655657058812594,0.5833897486135114,0.12767109758914275,3043.4833142,1
187,Germany,2018,382.71,919.75,20.67,241.97,179.23,507.19,30.55,2282.08,1825.5990000000002,0.011322311197585012,0.1677082426096859,0.027782114254006493,0.020963530326210737,0.016734233531021873,0.0,0.020963530326210737,0.6019832394737289,0.13254279828155033,3071.8650658,1
188,Germany,2019,454.82,925.31,14.48,268.74,189.76,497.64,29.2,2379.96,1932.074,0.007494536958729324,0.18832404969995972,0.02575677743192031,0.023540506212494965,0.01511329276207847,0.0,0.023540506212494965,0.5771362794592754,0.13909405126304686,3100.2468174,1
189,Greece,2011,108.12,14.68,0.12,33.18,2.26,63.46,9.69,231.52,174.39600000000002,0.0006880891763572559,0.49597467831831005,0.03638844927635955,0.061996834789788756,0.0555632009908484,0.0,0.061996834789788756,0.09713525539576594,0.19025665726278124,291.21936852,1
190,Greece,2012,80.14,13.09,0.01,38.88,1.89,68.61,9.77,212.39,150.64100000000002,6.638299002263659e-05,0.4255946256331278,0.04554536945453097,0.05319932820414097,0.06485618125211595,0.0,0.05319932820414097,0.09944171905390961,0.25809706520801107,292.81199254,1
191,Greece,2013,39.93,9.8,0.04,34.4,1.74,62.81,9.91,158.61,102.101,0.0003917689346823244,0.3128666712373043,0.06151751696849199,0.039108333904663034,0.09706075356754586,0.0,0.039108333904663034,0.11302533765585059,0.3369212838267989,294.40461656,1
192,Greece,2014,41.82,9.77,0.06,33.54,2.07,61.74,10.16,159.16,103.594,0.0005791841226325849,0.3229530667799294,0.059598046218892996,0.040369133347491176,0.09807517809911771,0.0,0.040369133347491176,0.1142923335328301,0.32376392455161496,295.99724058,1
193,Greece,2015,60.19,14.89,0.07,32.83,2.09,64.25,10.5,184.82,126.995,0.0005512028032599709,0.3791645340367731,0.05059254301350447,0.047395566754596635,0.08268042048899563,0.0,0.047395566754596635,0.13370605141934722,0.2585141147289263,297.5898646,1
194,Greece,2016,52.04,13.78,0.08,28.51,2.13,71.99,10.6,179.13,114.33900000000001,0.0006996737771014264,0.36411023360358236,0.0629618940169146,0.045513779200447795,0.09270677546593899,0.0,0.045513779200447795,0.13914762242104617,0.24934624231452085,298.32519464,1
195,Greece,2017,51.19,15.1,0.19,29.11,2.14,70.66,10.98,179.35,115.776,0.0016411000552791599,0.3537175234936429,0.061031647318960755,0.04421469043670536,0.09483830845771145,0.0,0.04421469043670536,0.14890823659480376,0.25143380320619124,299.06052468,1
196,Greece,2018,42.54,13.87,0.15,27.55,2.17,60.35,11.11,157.74,103.425,0.0014503263234227702,0.32905003625815815,0.05835146241237612,0.04113125453226977,0.1074208363548465,0.0,0.04113125453226977,0.15508822818467488,0.2663766014019821,299.79585472,1
197,Greece,2019,47.38,16.09,0.24,26.56,2.2,62.56,11.47,166.5,110.19600000000001,0.002177937493193945,0.34396892809176377,0.05677157065592217,0.04299611601147047,0.10408726269556064,0.0,0.04299611601147047,0.16597698646048856,0.24102508258012992,300.53118476,1
198,"Hong Kong SAR, China",2011,3.49,13.7,0.0,0.0,0.0,39.87,0.04,57.09,21.217,0.0,0.13159259084696237,0.18791535089786493,0.016449073855870296,0.0018852806711599191,0.0,0.016449073855870296,0.6457086298722723,0.0,293.79417962,1
199,"Hong Kong SAR, China",2012,3.38,13.68,0.0,0.0,0.0,41.19,0.03,58.28,21.209,0.0,0.1274930454052525,0.19421000518647744,0.015936630675656562,0.0014144938469517658,0.0,0.015936630675656562,0.6450091942100051,0.0,306.54456814,1
200,"Hong Kong SAR, China",2013,3.38,13.49,0.0,0.0,0.0,39.94,0.03,56.85,20.894000000000002,0.0,0.12941514310328323,0.19115535560447972,0.016176892887910403,0.001435818895376663,0.0,0.016176892887910403,0.6456398966210395,0.0,319.29495666,1
201,"Hong Kong SAR, China",2014,3.29,13.61,0.0,0.0,0.0,43.42,0.04,60.35,21.282,0.0,0.12367258716286064,0.2040221783666949,0.01545907339535758,0.0018795226012592802,0.0,0.01545907339535758,0.6395075650784701,0.0,332.04534518,1
202,"Hong Kong SAR, China",2015,3.13,13.2,0.0,0.0,0.0,42.37,0.04,58.74,20.607,0.0,0.12151210753627409,0.20560974426165868,0.015189013442034261,0.0019410879798126852,0.0,0.015189013442034261,0.6405590333381861,0.0,344.7957337,1
203,"Hong Kong SAR, China",2016,3.15,13.63,0.0,0.0,0.0,43.12,0.06,59.95,21.152,0.0,0.11913767019667171,0.20385779122541603,0.014892208774583963,0.00283661119515885,0.0,0.014892208774583963,0.6443835098335855,0.0,348.32505742,1
204,"Hong Kong SAR, China",2017,3.03,13.51,0.0,0.0,0.0,42.13,0.08,58.74,20.833,0.0,0.1163538616617866,0.2022272356357702,0.014544232707723325,0.003840061440983056,0.0,0.014544232707723325,0.6484903758460135,0.0,351.85438114,1
205,"Hong Kong SAR, China",2018,4.13,13.63,0.0,0.0,0.0,41.97,0.08,59.81,22.037,0.0,0.14992966374733405,0.19045242092843856,0.018741207968416756,0.0036302582021146257,0.0,0.018741207968416756,0.6185052411852794,0.0,355.38370486,1
206,"Hong Kong SAR, China",2019,3.07,13.24,0.0,0.0,0.0,42.94,0.07,59.32,20.674,0.0,0.11879655606075264,0.20770049337331914,0.01484956950759408,0.0033858953274644487,0.0,0.01484956950759408,0.6404179162232756,0.0,358.91302858,1
207,Hungary,2011,4.38,123.33,7.16,76.17,22.15,41.21,0.26,274.67,237.57100000000003,0.030138358638049253,0.014749274953592819,0.017346393288743156,0.0018436593691991024,0.001094409671214079,0.0,0.0018436593691991024,0.6123643037239392,0.3206199409860631,173.71851384,2
208,Hungary,2012,3.3,112.42,6.33,82.88,22.51,38.7,0.34,266.49,231.65,0.02732570688538744,0.01139650334556443,0.016706237858838766,0.0014245629181955538,0.001467731491474207,0.0,0.0014245629181955538,0.5824735592488668,0.3577811353334772,178.28043858,2
