Year,iso_code3,cost_enfu_fuel_biomass_usd_per_tonne
2020,YEM,209.78
2015,ZAF,209.78
2016,ZAF,209.78
2017,ZAF,209.78
2018,ZAF,209.78
2019,ZAF,209.78
2020,ZAF,209.78
2015,ZMB,209.78
2016,ZMB,209.78
2017,ZMB,209.78
2018,ZMB,209.78
2019,ZMB,209.78
2020,ZMB,209.78
2015,ZWE,209.78
2016,ZWE,209.78
2017,ZWE,209.78
2018,ZWE,209.78
2019,ZWE,209.78
2020,ZWE,209.78
