Year,iso_code3,nemomod_entc_residual_capacity_pp_coal_gw
2042,COL,1.1075399628222833
2043,COL,1.1075399628222833
2044,COL,1.1075399628222833
2045,COL,1.1075399628222833
2046,COL,1.1075399628222833
2047,COL,1.1075399628222833
2048,COL,1.1075399628222833
2049,COL,1.1075399628222833
2050,COL,0.3729703365561693
2051,COL,0.3729703365561693
2052,COL,0.3729703365561693
2053,COL,0.3729703365561693
2054,COL,0.3729703365561693
2055,COL,0.3729703365561693
1970,CPV,0.0
1971,CPV,0.0
1972,CPV,0.0
1973,CPV,0.0
1974,CPV,0.0
1975,CPV,0.0
1976,CPV,0.0
1977,CPV,0.0
1978,CPV,0.0
1979,CPV,0.0
1980,CPV,0.0
1981,CPV,0.0
1982,CPV,0.0
1983,CPV,0.0
1984,CPV,0.0
1985,CPV,0.0
1986,CPV,0.0
1987,CPV,0.0
1988,CPV,0.0
1989,CPV,0.0
1990,CPV,0.0
1991,CPV,0.0
1992,CPV,0.0
1993,CPV,0.0
1994,CPV,0.0
1995,CPV,0.0
1996,CPV,0.0
1997,CPV,0.0
1998,CPV,0.0
1999,CPV,0.0
2000,CPV,0.0
2001,CPV,0.0
2002,CPV,0.0
2003,CPV,0.0
2004,CPV,0.0
2005,CPV,0.0
2006,CPV,0.0
2007,CPV,0.0
2008,CPV,0.0
2009,CPV,0.0
2021,CPV,0.0
2022,CPV,0.0
2023,CPV,0.0
2024,CPV,0.0
2025,CPV,0.0
2026,CPV,0.0
2027,CPV,0.0
2028,CPV,0.0
2029,CPV,0.0
2030,CPV,0.0
2031,CPV,0.0
2032,CPV,0.0
2033,CPV,0.0
2034,CPV,0.0
2035,CPV,0.0
2036,CPV,0.0
2037,CPV,0.0
2038,CPV,0.0
2039,CPV,0.0
2040,CPV,0.0
2041,CPV,0.0
2042,CPV,0.0
1927,CRI,0.0
1928,CRI,0.0
1929,CRI,0.0
1930,CRI,0.0
1931,CRI,0.0
1932,CRI,0.0
1933,CRI,0.0
1934,CRI,0.0
1935,CRI,0.0
1936,CRI,0.0
1937,CRI,0.0
1938,CRI,0.0
1939,CRI,0.0
1940,CRI,0.0
1941,CRI,0.0
1942,CRI,0.0
1943,CRI,0.0
1944,CRI,0.0
1945,CRI,0.0
1946,CRI,0.0
1947,CRI,0.0
1948,CRI,0.0
1949,CRI,0.0
1950,CRI,0.0
1951,CRI,0.0
1952,CRI,0.0
1953,CRI,0.0
1954,CRI,0.0
1955,CRI,0.0
1956,CRI,0.0
1957,CRI,0.0
1958,CRI,0.0
1959,CRI,0.0
1960,CRI,0.0
1961,CRI,0.0
1962,CRI,0.0
1963,CRI,0.0
1964,CRI,0.0
1965,CRI,0.0
1966,CRI,0.0
1967,CRI,0.0
1968,CRI,0.0
1969,CRI,0.0
1970,CRI,0.0
1971,CRI,0.0
1972,CRI,0.0
1973,CRI,0.0
1974,CRI,0.0
1975,CRI,0.0
1976,CRI,0.0
1977,CRI,0.0
1978,CRI,0.0
1979,CRI,0.0
1980,CRI,0.0
1981,CRI,0.0
1982,CRI,0.0
1983,CRI,0.0
1984,CRI,0.0
1985,CRI,0.0
1986,CRI,0.0
1987,CRI,0.0
1988,CRI,0.0
1989,CRI,0.0
1990,CRI,0.0
1991,CRI,0.0
1992,CRI,0.0
1993,CRI,0.0
1994,CRI,0.0
1995,CRI,0.0
1996,CRI,0.0
1997,CRI,0.0
1998,CRI,0.0
1999,CRI,0.0
2000,CRI,0.0
2001,CRI,0.0
2002,CRI,0.0
2003,CRI,0.0
2004,CRI,0.0
2005,CRI,0.0
2006,CRI,0.0
2007,CRI,0.0
2008,CRI,0.0
2009,CRI,0.0
2021,CRI,0.0
2022,CRI,0.0
2023,CRI,0.0
2024,CRI,0.0
2025,CRI,0.0
2026,CRI,0.0
2027,CRI,0.0
2028,CRI,0.0
2029,CRI,0.0
2030,CRI,0.0
2031,CRI,0.0
2032,CRI,0.0
2033,CRI,0.0
2034,CRI,0.0
2035,CRI,0.0
2036,CRI,0.0
2037,CRI,0.0
2038,CRI,0.0
2039,CRI,0.0
2040,CRI,0.0
2041,CRI,0.0
2042,CRI,0.0
2043,CRI,0.0
2044,CRI,0.0
2045,CRI,0.0
2046,CRI,0.0
2047,CRI,0.0
2048,CRI,0.0
2049,CRI,0.0
2050,CRI,0.0
2051,CRI,0.0
2052,CRI,0.0
2053,CRI,0.0
2054,CRI,0.0
2055,CRI,0.0
1956,CUB,0.0
1957,CUB,0.0
1958,CUB,0.0
1959,CUB,0.0
1960,CUB,0.0
1961,CUB,0.0
1962,CUB,0.0
1963,CUB,0.0
1964,CUB,0.0
1965,CUB,0.0
1966,CUB,0.0
1967,CUB,0.0
1968,CUB,0.0
1969,CUB,0.0
1970,CUB,0.0
1971,CUB,0.0
1972,CUB,0.0
1973,CUB,0.0
1974,CUB,0.0
1975,CUB,0.0
1976,CUB,0.0
1977,CUB,0.0
1978,CUB,0.0
1979,CUB,0.0
1980,CUB,0.0
1981,CUB,0.0
1982,CUB,0.0
1983,CUB,0.0
1984,CUB,0.0
1985,CUB,0.0
1986,CUB,0.0
1987,CUB,0.0
1988,CUB,0.0
1989,CUB,0.0
1990,CUB,0.0
1991,CUB,0.0
1992,CUB,0.0
1993,CUB,0.0
1994,CUB,0.0
1995,CUB,0.0
1996,CUB,0.0
1997,CUB,0.0
1998,CUB,0.0
1999,CUB,0.0
2000,CUB,0.0
2001,CUB,0.0
2002,CUB,0.0
2003,CUB,0.0
2004,CUB,0.0
2005,CUB,0.0
2006,CUB,0.0
2007,CUB,0.0
2008,CUB,0.0
2009,CUB,0.0
2021,CUB,0.0
2022,CUB,0.0
2023,CUB,0.0
2024,CUB,0.0
2025,CUB,0.0
2026,CUB,0.0
2027,CUB,0.0
2028,CUB,0.0
2029,CUB,0.0
2030,CUB,0.0
2031,CUB,0.0
2032,CUB,0.0
2033,CUB,0.0
2034,CUB,0.0
2035,CUB,0.0
2036,CUB,0.0
2037,CUB,0.0
2038,CUB,0.0
2039,CUB,0.0
2040,CUB,0.0
2041,CUB,0.0
2042,CUB,0.0
2043,CUB,0.0
2044,CUB,0.0
2045,CUB,0.0
2046,CUB,0.0
2047,CUB,0.0
2048,CUB,0.0
2049,CUB,0.0
2050,CUB,0.0
2051,CUB,0.0
2052,CUB,0.0
2053,CUB,0.0
2054,CUB,0.0
2055,CUB,0.0
2006,CYP,0.0
2007,CYP,0.0
2008,CYP,0.0
2009,CYP,0.0
2021,CYP,0.0
2022,CYP,0.0
2023,CYP,0.0
2024,CYP,0.0
2025,CYP,0.0
2026,CYP,0.0
2027,CYP,0.0
2028,CYP,0.0
2029,CYP,0.0
2030,CYP,0.0
2031,CYP,0.0
2032,CYP,0.0
2033,CYP,0.0
2034,CYP,0.0
2035,CYP,0.0
2036,CYP,0.0
2037,CYP,0.0
2038,CYP,0.0
2039,CYP,0.0
2040,CYP,0.0
2041,CYP,0.0
2042,CYP,0.0
2043,CYP,0.0
2044,CYP,0.0
2045,CYP,0.0
2046,CYP,0.0
2047,CYP,0.0
2048,CYP,0.0
2049,CYP,0.0
2050,CYP,0.0
1944,CZE,0.0
1945,CZE,0.0
1946,CZE,0.0
1947,CZE,0.0
1948,CZE,0.0
1949,CZE,0.0
1950,CZE,0.0
1951,CZE,0.0
1952,CZE,0.0
1953,CZE,0.0
1954,CZE,0.0
1955,CZE,0.0
1956,CZE,0.3759455108359132
1957,CZE,0.8593040247678017
1958,CZE,1.1170952321981422
1959,CZE,1.7615732507739936
1960,CZE,2.291477399380805
1961,CZE,2.291477399380805
1962,CZE,2.291477399380805
1963,CZE,2.291477399380805
1964,CZE,2.291477399380805
1965,CZE,2.291477399380805
1966,CZE,2.291477399380805
1967,CZE,2.291477399380805
1968,CZE,2.291477399380805
1969,CZE,3.7326018575851383
1970,CZE,3.7326018575851383
1971,CZE,3.7326018575851383
1972,CZE,3.848965944272445
1973,CZE,7.357790712074303
1974,CZE,8.789964086687306
1975,CZE,8.789964086687306
1976,CZE,10.222137461300308
1977,CZE,10.222137461300308
1978,CZE,11.690115170278636
1979,CZE,11.935374860681112
1980,CZE,11.935374860681112
1981,CZE,12.220019318885448
1982,CZE,12.220019318885448
1983,CZE,12.220019318885448
1984,CZE,12.34891492260062
1985,CZE,12.34891492260062
1986,CZE,12.34891492260062
1987,CZE,12.34891492260062
1988,CZE,12.34891492260062
1989,CZE,12.34891492260062
1990,CZE,12.34891492260062
1991,CZE,12.34891492260062
1992,CZE,12.34891492260062
1993,CZE,12.153293622291022
1994,CZE,11.876260300533204
1995,CZE,11.32640048712596
1996,CZE,11.425148295944782
1997,CZE,11.524344801553063
1998,CZE,11.362578192407248
1999,CZE,11.501393884892089
2000,CZE,11.58378967414304
2001,CZE,11.69833732660782
2002,CZE,8.589289940828401
2003,CZE,9.133295857988166
2004,CZE,9.181745562130176
2005,CZE,9.166473372781065
2006,CZE,9.08483596705987
2007,CZE,8.943981603452192
2008,CZE,8.853125239108147
2009,CZE,8.968220338983052
2021,CZE,9.319720110982404
2022,CZE,9.223227309578476
2023,CZE,6.313598221090819
2024,CZE,5.125994511504021
2025,CZE,5.125994511504021
2026,CZE,3.9383908019172216
2027,CZE,3.9383908019172216
2028,CZE,2.721096999590753
2029,CZE,2.5177198643240133
2030,CZE,2.5177198643240133
2031,CZE,2.281683627043637
2032,CZE,2.281683627043637
2033,CZE,2.281683627043637
2034,CZE,2.174799293180825
2035,CZE,2.174799293180825
2036,CZE,2.174799293180825
2037,CZE,2.174799293180825
2038,CZE,2.174799293180825
2039,CZE,2.174799293180825
2040,CZE,2.174799293180825
2041,CZE,2.174799293180825
2042,CZE,2.174799293180825
2043,CZE,2.174799293180825
2044,CZE,1.912041972434746
2045,CZE,1.912041972434746
2046,CZE,1.912041972434746
2047,CZE,1.912041972434746
2048,CZE,1.912041972434746
2049,CZE,1.808126647845901
2050,CZE,1.808126647845901
2051,CZE,1.7131183510789572
2052,CZE,1.7131183510789572
2053,CZE,1.7131183510789572
2054,CZE,1.7131183510789572
2055,CZE,1.7131183510789572
1920,DEU,0.0
1921,DEU,0.0
1922,DEU,0.0
1923,DEU,0.0
1924,DEU,0.0
1925,DEU,0.0
1926,DEU,0.0
1927,DEU,0.0
1928,DEU,0.0
1929,DEU,0.0
1930,DEU,0.0
1931,DEU,0.0
1932,DEU,0.0
1933,DEU,0.0
1934,DEU,0.0
1935,DEU,0.0
1936,DEU,0.1572019412790913
1937,DEU,0.1572019412790913
1938,DEU,0.1572019412790913
1939,DEU,0.1572019412790913
1940,DEU,0.1572019412790913
1941,DEU,0.1572019412790913
1942,DEU,0.1572019412790913
1943,DEU,0.1572019412790913
1944,DEU,0.1572019412790913
1945,DEU,0.1572019412790913
1946,DEU,0.1572019412790913
1947,DEU,0.1572019412790913
1948,DEU,0.1572019412790913
1949,DEU,0.1572019412790913
1950,DEU,0.1572019412790913
1951,DEU,0.1572019412790913
1952,DEU,0.1572019412790913
1953,DEU,0.1572019412790913
1954,DEU,0.1572019412790913
1955,DEU,0.1572019412790913
1956,DEU,0.1572019412790913
1957,DEU,0.20472810957277
1958,DEU,0.20472810957277
1959,DEU,0.4204237964440814
1960,DEU,0.4204237964440814
1961,DEU,0.8956854793808691
1962,DEU,4.3550421522957565
1963,DEU,4.3550421522957565
1964,DEU,4.3550421522957565
1965,DEU,4.3550421522957565
1966,DEU,5.3845320747188286
1967,DEU,6.249142751753831
1968,DEU,9.539415941316207
1969,DEU,10.451187200734935
1970,DEU,11.041608445306409
1971,DEU,12.412555607624064
1972,DEU,12.412555607624064
1973,DEU,14.454352914702492
1974,DEU,18.48310964236665
1975,DEU,18.993101986748812
1976,DEU,22.907795910508145
1977,DEU,24.329925100218997
1978,DEU,24.36776324189896
1979,DEU,34.529223608997434
1980,DEU,38.140115641587165
1981,DEU,39.75052157492297
1982,DEU,40.64437912475409
1983,DEU,42.27160200994766
1984,DEU,42.29902095319401
1985,DEU,50.048528279388286
1986,DEU,50.31631995842767
1987,DEU,52.62682290932036
1988,DEU,53.81771901098696
1989,DEU,60.12736623083774
1990,DEU,63.16703027912845
1991,DEU,63.87023477691993
1992,DEU,62.649479003457344
1993,DEU,62.11825242765318
1994,DEU,62.4480767164012
1995,DEU,62.817894191048666
1996,DEU,61.5315053742112
1997,DEU,59.48655878457383
1998,DEU,59.70947545630899
1999,DEU,60.773564877978096
2000,DEU,63.5625384182657
2001,DEU,63.41964926819094
2002,DEU,66.63764986711311
2003,DEU,63.591275402943246
2004,DEU,64.01135248872843
2005,DEU,64.03201253969729
2006,DEU,65.41923294310293
2007,DEU,67.120162551938
2008,DEU,69.23724556207033
2009,DEU,73.15835690662009
2021,DEU,117.0093099630748
2022,DEU,117.0093099630748
2023,DEU,113.82015073304544
2024,DEU,107.52748560951396
2025,DEU,106.73090957981104
2026,DEU,100.61640339625608
2027,DEU,98.3951268689841
2028,DEU,98.3360260667803
2029,DEU,82.4644628082905
2030,DEU,76.82447610909628
2031,DEU,74.30912312641424
2032,DEU,72.9129737410209
2033,DEU,70.37135373513718
2034,DEU,70.32852706687358
2035,DEU,58.2242830599717
2036,DEU,57.56046970188591
2037,DEU,53.95160912287329
2038,DEU,52.09150416462431
2039,DEU,42.236231263804896
2040,DEU,37.48846682010231
2041,DEU,36.390105534701874
2042,DEU,30.962539110095083
2043,DEU,30.297869218644024
2044,DEU,28.741833605066592
2045,DEU,28.71328249289086
2046,DEU,25.965523457098342
2047,DEU,25.79564433965274
2048,DEU,21.51297751329283
2049,DEU,18.8034769678158
2050,DEU,16.12966531255843
2051,DEU,16.12966531255843
2052,DEU,16.12966531255843
2053,DEU,16.12966531255843
2054,DEU,16.05942957660613
2055,DEU,16.009465130298597
1987,DJI,0.0
1988,DJI,0.0
1989,DJI,0.0
1990,DJI,0.0
1991,DJI,0.0
1992,DJI,0.0
1993,DJI,0.0
1994,DJI,0.0
1995,DJI,0.0
1996,DJI,0.0
1997,DJI,0.0
1998,DJI,0.0
1999,DJI,0.0
2000,DJI,0.0
2001,DJI,0.0
2002,DJI,0.0
2003,DJI,0.0
2004,DJI,0.0
2005,DJI,0.0
2006,DJI,0.0
2007,DJI,0.0
2008,DJI,0.0
2009,DJI,0.0
2021,DJI,0.0
2022,DJI,0.0
2023,DJI,0.0
2024,DJI,0.0
2025,DJI,0.0
2026,DJI,0.0
1970,DNK,0.4425068921154199
1971,DNK,0.4425068921154199
1972,DNK,0.4425068921154199
1973,DNK,0.4425068921154199
1974,DNK,0.4425068921154199
1975,DNK,1.7616467561110087
1976,DNK,1.7616467561110087
1977,DNK,1.7616467561110087
1978,DNK,1.7616467561110087
1979,DNK,2.810924462414997
1980,DNK,2.810924462414997
1981,DNK,2.810924462414997
1982,DNK,3.3640580775592723
1983,DNK,3.451218526006249
1984,DNK,4.057989340194817
1985,DNK,4.057989340194817
1986,DNK,4.057989340194817
1987,DNK,5.424061753354163
1988,DNK,5.424061753354163
1989,DNK,7.847792685168168
1990,DNK,7.847792685168168
1991,DNK,8.084247698140459
1992,DNK,8.566397746384125
1993,DNK,8.841987722838882
1994,DNK,8.828293810965354
1995,DNK,9.219042414301017
1996,DNK,9.095441935911015
1997,DNK,9.08230197712012
1998,DNK,9.37655527232032
1999,DNK,9.36482025763847
2000,DNK,9.68584339118206
2001,DNK,9.81953885858227
2002,DNK,9.679771940909228
2003,DNK,9.580908468153332
2004,DNK,9.625073405184972
2005,DNK,9.662132828429948
2006,DNK,9.618402709000875
2007,DNK,9.603280592248511
2008,DNK,9.6243168
2009,DNK,9.743670764832023
2021,DNK,10.939996201308682
2022,DNK,10.939996201308682
2023,DNK,10.939996201308682
2024,DNK,10.939996201308682
2025,DNK,9.155586458214396
2026,DNK,9.155586458214396
2027,DNK,9.155586458214396
2028,DNK,9.155586458214396
2029,DNK,7.736221147951341
2030,DNK,7.736221147951341
2031,DNK,7.736221147951341
2032,DNK,6.9879934284835965
2033,DNK,6.870090878749287
2034,DNK,6.049307744060428
2035,DNK,6.049307744060428
2036,DNK,6.049307744060428
2037,DNK,4.2014120126476655
2038,DNK,4.2014120126476655
2039,DNK,0.922814187343551
2040,DNK,0.922814187343551
2041,DNK,0.922814187343551
2042,DNK,0.0
2043,DNK,0.0
2044,DNK,0.0
2045,DNK,0.0
1934,DOM,0.0
1935,DOM,0.0
1936,DOM,0.0
1937,DOM,0.0
1938,DOM,0.0
1939,DOM,0.0
1940,DOM,0.0
1941,DOM,0.0
1942,DOM,0.0
1943,DOM,0.0
1944,DOM,0.0
1945,DOM,0.0
1946,DOM,0.0
1947,DOM,0.0
1948,DOM,0.0
1949,DOM,0.0
1950,DOM,0.0
1951,DOM,0.0
1952,DOM,0.0
1953,DOM,0.0
1954,DOM,0.0
1955,DOM,0.0
1956,DOM,0.0
1957,DOM,0.0
1958,DOM,0.0
1959,DOM,0.0
1960,DOM,0.0
1961,DOM,0.0
1962,DOM,0.0
1963,DOM,0.0
1964,DOM,0.0
1965,DOM,0.0
1966,DOM,0.0
1967,DOM,0.0
1968,DOM,0.0
1969,DOM,0.0
1970,DOM,0.0
1971,DOM,0.0
1972,DOM,0.0
1973,DOM,0.0
1974,DOM,0.0
1975,DOM,0.0
1976,DOM,0.0
1977,DOM,0.0
1978,DOM,0.0
1979,DOM,0.0
1980,DOM,0.0
1981,DOM,0.0
1982,DOM,0.0
1983,DOM,0.0
1984,DOM,0.0
1985,DOM,0.0
1986,DOM,0.657623800450978
1987,DOM,0.657623800450978
1988,DOM,0.657623800450978
1989,DOM,0.657623800450978
1990,DOM,0.657623800450978
1991,DOM,0.657623800450978
1992,DOM,0.477931522068478
1993,DOM,0.477931522068478
1994,DOM,0.477931522068478
1995,DOM,0.4564189949522554
1996,DOM,0.4564189949522554
1997,DOM,0.7322766292640582
1998,DOM,0.6837270458590864
1999,DOM,0.716285476614281
2000,DOM,0.716285476614281
2001,DOM,1.332780161480322
2002,DOM,1.3406478129648578
2003,DOM,1.4502704236493866
2004,DOM,1.4151282470184612
2005,DOM,1.445549832758665
2006,DOM,1.4471233630555722
2007,DOM,0.9274912080069476
2008,DOM,0.8751346099278583
2009,DOM,0.8867787341249711
2021,DOM,0.9390438505870354
2022,DOM,0.9390438505870354
2023,DOM,0.9390438505870354
2024,DOM,0.9390438505870354
2025,DOM,0.9390438505870354
2026,DOM,0.9390438505870354
2027,DOM,0.9390438505870354
2028,DOM,0.9390438505870354
2029,DOM,0.9390438505870354
2030,DOM,0.9390438505870354
2031,DOM,0.9390438505870354
2032,DOM,0.9390438505870354
2033,DOM,0.9390438505870354
2034,DOM,0.9390438505870354
2035,DOM,0.9390438505870354
2036,DOM,0.1385474533653003
2037,DOM,0.1385474533653003
2038,DOM,0.1385474533653003
2039,DOM,0.1385474533653003
2040,DOM,0.1385474533653003
2041,DOM,0.1385474533653003
2042,DOM,0.1385474533653003
2043,DOM,0.1385474533653003
2044,DOM,0.1385474533653003
2045,DOM,0.1385474533653003
2046,DOM,0.1385474533653003
2047,DOM,0.1385474533653003
2048,DOM,0.1385474533653003
2049,DOM,0.1385474533653003
2050,DOM,0.1385474533653003
2051,DOM,0.0
2052,DOM,0.0
2053,DOM,0.0
2054,DOM,0.0
2055,DOM,0.0
1952,DZA,0.0
1953,DZA,0.0
1954,DZA,0.0
1955,DZA,0.0
1956,DZA,0.0
1957,DZA,0.0
1958,DZA,0.0
1959,DZA,0.0
1960,DZA,0.0
1961,DZA,0.0
1962,DZA,0.0
1963,DZA,0.0
1964,DZA,0.0
1965,DZA,0.0
1966,DZA,0.0
1967,DZA,0.0
1968,DZA,0.0
1969,DZA,0.0
1970,DZA,0.0
1971,DZA,0.0
1972,DZA,0.0
1973,DZA,0.0
1974,DZA,0.0
1975,DZA,0.0
1976,DZA,0.0
1977,DZA,0.0
1978,DZA,0.0
1979,DZA,0.0
1980,DZA,0.0
1981,DZA,0.0
1982,DZA,0.0
1983,DZA,0.0
1984,DZA,0.0
1985,DZA,0.0
1986,DZA,0.0
1987,DZA,0.0
1988,DZA,0.0
1989,DZA,0.0
1990,DZA,0.0
1991,DZA,0.0
1992,DZA,0.0
1993,DZA,0.0
1994,DZA,0.0
1995,DZA,0.0
1996,DZA,0.0
1997,DZA,0.0
1998,DZA,0.0
1999,DZA,0.0
2000,DZA,0.0
2001,DZA,0.0
2002,DZA,0.0
2003,DZA,0.0
2004,DZA,0.0
2005,DZA,0.0
2006,DZA,0.0
2007,DZA,0.0
2008,DZA,0.0
2009,DZA,0.0
2021,DZA,0.0
2022,DZA,0.0
2023,DZA,0.0
2024,DZA,0.0
2025,DZA,0.0
2026,DZA,0.0
2027,DZA,0.0
2028,DZA,0.0
2029,DZA,0.0
2030,DZA,0.0
2031,DZA,0.0
2032,DZA,0.0
2033,DZA,0.0
2034,DZA,0.0
2035,DZA,0.0
2036,DZA,0.0
2037,DZA,0.0
2038,DZA,0.0
2039,DZA,0.0
2040,DZA,0.0
2041,DZA,0.0
2042,DZA,0.0
2043,DZA,0.0
2044,DZA,0.0
2045,DZA,0.0
2046,DZA,0.0
2047,DZA,0.0
2048,DZA,0.0
2049,DZA,0.0
2050,DZA,0.0
2051,DZA,0.0
1978,ECU,0.0
1979,ECU,0.0
1980,ECU,0.0
1981,ECU,0.0
1982,ECU,0.0
1983,ECU,0.0
1984,ECU,0.0
1985,ECU,0.0
1986,ECU,0.0
1987,ECU,0.0
1988,ECU,0.0
1989,ECU,0.0
1990,ECU,0.0
1991,ECU,0.0
1992,ECU,0.0
1993,ECU,0.0
1994,ECU,0.0
1995,ECU,0.0
1996,ECU,0.0
1997,ECU,0.0
1998,ECU,0.0
1999,ECU,0.0
2000,ECU,0.0
2001,ECU,0.0
2002,ECU,0.0
2003,ECU,0.0
2004,ECU,0.0
2005,ECU,0.0
2006,ECU,0.0
2007,ECU,0.0
2008,ECU,0.0
2009,ECU,0.0
2021,ECU,0.0
2022,ECU,0.0
2023,ECU,0.0
2024,ECU,0.0
2025,ECU,0.0
2026,ECU,0.0
2027,ECU,0.0
2028,ECU,0.0
2029,ECU,0.0
2030,ECU,0.0
2031,ECU,0.0
2032,ECU,0.0
2033,ECU,0.0
2034,ECU,0.0
2035,ECU,0.0
2036,ECU,0.0
2037,ECU,0.0
2038,ECU,0.0
2039,ECU,0.0
2040,ECU,0.0
2041,ECU,0.0
2042,ECU,0.0
2043,ECU,0.0
2044,ECU,0.0
2045,ECU,0.0
2046,ECU,0.0
2047,ECU,0.0
2048,ECU,0.0
2049,ECU,0.0
2050,ECU,0.0
2051,ECU,0.0
2052,ECU,0.0
2053,ECU,0.0
2054,ECU,0.0
2055,ECU,0.0
1967,EGY,0.0
1968,EGY,0.0
1969,EGY,0.0
1970,EGY,0.0
1971,EGY,0.0
1972,EGY,0.0
1973,EGY,0.0
1974,EGY,0.0
1975,EGY,0.0
1976,EGY,0.0
1977,EGY,0.0
1978,EGY,0.0
1979,EGY,0.0
1980,EGY,0.0
1981,EGY,0.0
1982,EGY,0.0
1983,EGY,0.0
1984,EGY,0.0
1985,EGY,0.0
1986,EGY,0.0
1987,EGY,0.0
1988,EGY,0.0
1989,EGY,0.0
1990,EGY,0.0
1991,EGY,0.0
1992,EGY,0.0
1993,EGY,0.0
1994,EGY,0.0
1995,EGY,0.0
1996,EGY,0.0
1997,EGY,0.0
1998,EGY,0.0
1999,EGY,0.0
2000,EGY,0.0
2001,EGY,0.0
2002,EGY,0.0
2003,EGY,0.0
2004,EGY,0.0
2005,EGY,0.0
2006,EGY,0.0
2007,EGY,0.0
2008,EGY,0.0
2009,EGY,0.0
2021,EGY,0.0
2022,EGY,0.0
2023,EGY,0.0
2024,EGY,0.0
2025,EGY,0.0
2026,EGY,0.0
2027,EGY,0.0
2028,EGY,0.0
2029,EGY,0.0
2030,EGY,0.0
2031,EGY,0.0
2032,EGY,0.0
2033,EGY,0.0
2034,EGY,0.0
2035,EGY,0.0
2036,EGY,0.0
2037,EGY,0.0
2038,EGY,0.0
2039,EGY,0.0
2040,EGY,0.0
2041,EGY,0.0
2042,EGY,0.0
2043,EGY,0.0
2044,EGY,0.0
2045,EGY,0.0
2046,EGY,0.0
2047,EGY,0.0
2048,EGY,0.0
2049,EGY,0.0
2050,EGY,0.0
2051,EGY,0.0
2052,EGY,0.0
2053,EGY,0.0
2054,EGY,0.0
2055,EGY,0.0
1991,ERI,0.0
1992,ERI,0.0
1993,ERI,0.0
1994,ERI,0.0
1995,ERI,0.0
1996,ERI,0.0
1997,ERI,0.0
1998,ERI,0.0
1999,ERI,0.0
2000,ERI,0.0
2001,ERI,0.0
2002,ERI,0.0
2003,ERI,0.0
2004,ERI,0.0
2005,ERI,0.0
2006,ERI,0.0
2007,ERI,0.0
2008,ERI,0.0
2009,ERI,0.0
2021,ERI,0.0
2022,ERI,0.0
2023,ERI,0.0
2024,ERI,0.0
2025,ERI,0.0
2026,ERI,0.0
2027,ERI,0.0
2028,ERI,0.0
2029,ERI,0.0
2030,ERI,0.0
2031,ERI,0.0
2032,ERI,0.0
2033,ERI,0.0
2034,ERI,0.0
2035,ERI,0.0
2036,ERI,0.0
2037,ERI,0.0
2038,ERI,0.0
2039,ERI,0.0
2040,ERI,0.0
2041,ERI,0.0
2042,ERI,0.0
2043,ERI,0.0
1923,ESP,0.0
1924,ESP,0.0
1925,ESP,0.0
1926,ESP,0.0
1927,ESP,0.0
1928,ESP,0.0
1929,ESP,0.0
1930,ESP,0.0
1931,ESP,0.0
1932,ESP,0.0
1933,ESP,0.0
1934,ESP,0.0
1935,ESP,0.0
1936,ESP,0.0
1937,ESP,0.0
1938,ESP,0.0
1939,ESP,0.0
1940,ESP,0.0
1941,ESP,0.0
1942,ESP,0.0
1943,ESP,0.0
1944,ESP,0.0
1945,ESP,0.0
1946,ESP,0.0
1947,ESP,0.0
1948,ESP,0.0
1949,ESP,0.0
1950,ESP,0.0
1951,ESP,0.0
1952,ESP,0.0
1953,ESP,0.0
1954,ESP,0.0
1955,ESP,0.0
1956,ESP,0.0
1957,ESP,0.0
1958,ESP,0.0
1959,ESP,0.0
1960,ESP,0.0
1961,ESP,0.0
1962,ESP,0.0
1963,ESP,0.0
1964,ESP,0.0
1965,ESP,0.0
1966,ESP,0.0
1967,ESP,0.0
1968,ESP,0.0
1969,ESP,0.0
1970,ESP,0.0
1971,ESP,0.0
1972,ESP,0.0
1973,ESP,0.0
1974,ESP,0.0
1975,ESP,0.0
1976,ESP,0.0
1977,ESP,0.0
1978,ESP,0.0
1979,ESP,0.0
1980,ESP,2.5267357519663145
1981,ESP,3.691206202766117
1982,ESP,4.149385364598678
1983,ESP,4.149385364598678
1984,ESP,8.125546667696078
1985,ESP,10.037986277823569
1986,ESP,10.037986277823569
1987,ESP,10.037986277823569
1988,ESP,10.037986277823569
1989,ESP,10.037986277823569
1990,ESP,10.123851937837166
1991,ESP,10.106503274676475
1992,ESP,10.112084633900402
1993,ESP,10.12799002238822
1994,ESP,10.19914564330291
1995,ESP,10.800963389000994
1996,ESP,11.000687899814952
1997,ESP,12.623430809661343
1998,ESP,12.942983846097716
1999,ESP,13.07562519169442
2000,ESP,13.337497853276654
2001,ESP,13.605604692797014
2002,ESP,13.79167879199974
2003,ESP,13.908931187838714
2004,ESP,14.110347307679838
2005,ESP,14.00753519771118
2006,ESP,12.99060597695738
2007,ESP,12.94920989671154
2008,ESP,12.76702548924312
2009,ESP,12.4649245464083
2021,ESP,13.891827235733436
2022,ESP,13.891827235733436
2023,ESP,13.891827235733436
2024,ESP,13.891827235733436
2025,ESP,13.891827235733436
2026,ESP,13.891827235733436
2027,ESP,13.891827235733436
2028,ESP,13.891827235733436
2029,ESP,13.891827235733436
2030,ESP,10.866622078611073
2031,ESP,9.472427212632413
2032,ESP,8.923859376766233
2033,ESP,8.923859376766233
2034,ESP,4.1632888777261785
