,Nation,iso_code3,Year,deminit_trde_freight_mt_km
1201,Denmark,DNK,2022,77826.85519663694
1202,Denmark,DNK,2023,77826.85519663694
1203,Denmark,DNK,2024,77826.85519663694
1204,Denmark,DNK,2025,77826.85519663694
1205,Denmark,DNK,2026,77826.85519663694
1206,Denmark,DNK,2027,77826.85519663694
1207,Denmark,DNK,2028,77826.85519663694
1208,Denmark,DNK,2029,77826.85519663694
1209,Denmark,DNK,2030,77826.85519663694
1210,Denmark,DNK,2031,77826.85519663694
1211,Denmark,DNK,2032,77826.85519663694
1212,Denmark,DNK,2033,77826.85519663694
1213,Denmark,DNK,2034,77826.85519663694
1214,Denmark,DNK,2035,77826.85519663694
1215,Denmark,DNK,2036,77826.85519663694
1216,Denmark,DNK,2037,77826.85519663694
1217,Denmark,DNK,2038,77826.85519663694
1218,Denmark,DNK,2039,77826.85519663694
1219,Denmark,DNK,2040,77826.85519663694
1220,Denmark,DNK,2041,77826.85519663694
1221,Denmark,DNK,2042,77826.85519663694
1222,Denmark,DNK,2043,77826.85519663694
1223,Denmark,DNK,2044,77826.85519663694
1224,Denmark,DNK,2045,77826.85519663694
1225,Denmark,DNK,2046,77826.85519663694
1226,Denmark,DNK,2047,77826.85519663694
1227,Denmark,DNK,2048,77826.85519663694
1228,Denmark,DNK,2049,77826.85519663694
1229,Denmark,DNK,2050,77826.85519663694
1230,Dominican Republic,DOM,2021,193542.66617932814
1231,Dominican Republic,DOM,2022,193542.66617932814
1232,Dominican Republic,DOM,2023,193542.66617932814
1233,Dominican Republic,DOM,2024,193542.66617932814
1234,Dominican Republic,DOM,2025,193542.66617932814
1235,Dominican Republic,DOM,2026,193542.66617932814
1236,Dominican Republic,DOM,2027,193542.66617932814
1237,Dominican Republic,DOM,2028,193542.66617932814
1238,Dominican Republic,DOM,2029,193542.66617932814
1239,Dominican Republic,DOM,2030,193542.66617932814
1240,Dominican Republic,DOM,2031,193542.66617932814
1241,Dominican Republic,DOM,2032,193542.66617932814
1242,Dominican Republic,DOM,2033,193542.66617932814
1243,Dominican Republic,DOM,2034,193542.66617932814
1244,Dominican Republic,DOM,2035,193542.66617932814
1245,Dominican Republic,DOM,2036,193542.66617932814
1246,Dominican Republic,DOM,2037,193542.66617932814
1247,Dominican Republic,DOM,2038,193542.66617932814
1248,Dominican Republic,DOM,2039,193542.66617932814
1249,Dominican Republic,DOM,2040,193542.66617932814
1250,Dominican Republic,DOM,2041,193542.66617932814
1251,Dominican Republic,DOM,2042,193542.66617932814
1252,Dominican Republic,DOM,2043,193542.66617932814
1253,Dominican Republic,DOM,2044,193542.66617932814
1254,Dominican Republic,DOM,2045,193542.66617932814
1255,Dominican Republic,DOM,2046,193542.66617932814
1256,Dominican Republic,DOM,2047,193542.66617932814
1257,Dominican Republic,DOM,2048,193542.66617932814
1258,Dominican Republic,DOM,2049,193542.66617932814
1259,Dominican Republic,DOM,2050,193542.66617932814
1260,Algeria,DZA,2021,397688.875539
1261,Algeria,DZA,2022,397688.875539
1262,Algeria,DZA,2023,397688.875539
1263,Algeria,DZA,2024,397688.875539
1264,Algeria,DZA,2025,397688.875539
1265,Algeria,DZA,2026,397688.875539
1266,Algeria,DZA,2027,397688.875539
1267,Algeria,DZA,2028,397688.875539
1268,Algeria,DZA,2029,397688.875539
1269,Algeria,DZA,2030,397688.875539
1270,Algeria,DZA,2031,397688.875539
1271,Algeria,DZA,2032,397688.875539
1272,Algeria,DZA,2033,397688.875539
1273,Algeria,DZA,2034,397688.875539
1274,Algeria,DZA,2035,397688.875539
1275,Algeria,DZA,2036,397688.875539
1276,Algeria,DZA,2037,397688.875539
1277,Algeria,DZA,2038,397688.875539
1278,Algeria,DZA,2039,397688.875539
1279,Algeria,DZA,2040,397688.875539
1280,Algeria,DZA,2041,397688.875539
1281,Algeria,DZA,2042,397688.875539
1282,Algeria,DZA,2043,397688.875539
1283,Algeria,DZA,2044,397688.875539
1284,Algeria,DZA,2045,397688.875539
1285,Algeria,DZA,2046,397688.875539
1286,Algeria,DZA,2047,397688.875539
1287,Algeria,DZA,2048,397688.875539
1288,Algeria,DZA,2049,397688.875539
1289,Algeria,DZA,2050,397688.875539
1290,Ecuador,ECU,2021,103044.479493816
1291,Ecuador,ECU,2022,103044.479493816
1292,Ecuador,ECU,2023,103044.479493816
1293,Ecuador,ECU,2024,103044.479493816
1294,Ecuador,ECU,2025,103044.479493816
1295,Ecuador,ECU,2026,103044.479493816
1296,Ecuador,ECU,2027,103044.479493816
1297,Ecuador,ECU,2028,103044.479493816
1298,Ecuador,ECU,2029,103044.479493816
1299,Ecuador,ECU,2030,103044.479493816
1300,Ecuador,ECU,2031,103044.479493816
1301,Ecuador,ECU,2032,103044.479493816
1302,Ecuador,ECU,2033,103044.479493816
1303,Ecuador,ECU,2034,103044.479493816
1304,Ecuador,ECU,2035,103044.479493816
1305,Ecuador,ECU,2036,103044.479493816
1306,Ecuador,ECU,2037,103044.479493816
1307,Ecuador,ECU,2038,103044.479493816
1308,Ecuador,ECU,2039,103044.479493816
1309,Ecuador,ECU,2040,103044.479493816
1310,Ecuador,ECU,2041,103044.479493816
1311,Ecuador,ECU,2042,103044.479493816
1312,Ecuador,ECU,2043,103044.479493816
1313,Ecuador,ECU,2044,103044.479493816
1314,Ecuador,ECU,2045,103044.479493816
1315,Ecuador,ECU,2046,103044.479493816
1316,Ecuador,ECU,2047,103044.479493816
1317,Ecuador,ECU,2048,103044.479493816
1318,Ecuador,ECU,2049,103044.479493816
1319,Ecuador,ECU,2050,103044.479493816
1320,Spain,ESP,2021,552021.460587847
1321,Spain,ESP,2022,552021.460587847
1322,Spain,ESP,2023,552021.460587847
1323,Spain,ESP,2024,552021.460587847
1324,Spain,ESP,2025,552021.460587847
1325,Spain,ESP,2026,552021.460587847
1326,Spain,ESP,2027,552021.460587847
1327,Spain,ESP,2028,552021.460587847
1328,Spain,ESP,2029,552021.460587847
1329,Spain,ESP,2030,552021.460587847
1330,Spain,ESP,2031,552021.460587847
1331,Spain,ESP,2032,552021.460587847
1332,Spain,ESP,2033,552021.460587847
1333,Spain,ESP,2034,552021.460587847
1334,Spain,ESP,2035,552021.460587847
1335,Spain,ESP,2036,552021.460587847
1336,Spain,ESP,2037,552021.460587847
1337,Spain,ESP,2038,552021.460587847
1338,Spain,ESP,2039,552021.460587847
1339,Spain,ESP,2040,552021.460587847
1340,Spain,ESP,2041,552021.460587847
1341,Spain,ESP,2042,552021.460587847
1342,Spain,ESP,2043,552021.460587847
1343,Spain,ESP,2044,552021.460587847
1344,Spain,ESP,2045,552021.460587847
1345,Spain,ESP,2046,552021.460587847
1346,Spain,ESP,2047,552021.460587847
1347,Spain,ESP,2048,552021.460587847
1348,Spain,ESP,2049,552021.460587847
1349,Spain,ESP,2050,552021.460587847
1350,Estonia,EST,2021,12022.501059022667
1351,Estonia,EST,2022,12022.501059022667
1352,Estonia,EST,2023,12022.501059022667
1353,Estonia,EST,2024,12022.501059022667
1354,Estonia,EST,2025,12022.501059022667
1355,Estonia,EST,2026,12022.501059022667
1356,Estonia,EST,2027,12022.501059022667
1357,Estonia,EST,2028,12022.501059022667
1358,Estonia,EST,2029,12022.501059022667
1359,Estonia,EST,2030,12022.501059022667
1360,Estonia,EST,2031,12022.501059022667
1361,Estonia,EST,2032,12022.501059022667
1362,Estonia,EST,2033,12022.501059022667
1363,Estonia,EST,2034,12022.501059022667
1364,Estonia,EST,2035,12022.501059022667
1365,Estonia,EST,2036,12022.501059022667
1366,Estonia,EST,2037,12022.501059022667
1367,Estonia,EST,2038,12022.501059022667
1368,Estonia,EST,2039,12022.501059022667
1369,Estonia,EST,2040,12022.501059022667
1370,Estonia,EST,2041,12022.501059022667
1371,Estonia,EST,2042,12022.501059022667
1372,Estonia,EST,2043,12022.501059022667
1373,Estonia,EST,2044,12022.501059022667
1374,Estonia,EST,2045,12022.501059022667
1375,Estonia,EST,2046,12022.501059022667
1376,Estonia,EST,2047,12022.501059022667
1377,Estonia,EST,2048,12022.501059022667
1378,Estonia,EST,2049,12022.501059022667
1379,Estonia,EST,2050,12022.501059022667
1380,Ethiopia,ETH,2021,225766.06339000002
1381,Ethiopia,ETH,2022,225766.06339000002
1382,Ethiopia,ETH,2023,225766.06339000002
1383,Ethiopia,ETH,2024,225766.06339000002
1384,Ethiopia,ETH,2025,225766.06339000002
1385,Ethiopia,ETH,2026,225766.06339000002
1386,Ethiopia,ETH,2027,225766.06339000002
1387,Ethiopia,ETH,2028,225766.06339000002
1388,Ethiopia,ETH,2029,225766.06339000002
1389,Ethiopia,ETH,2030,225766.06339000002
1390,Ethiopia,ETH,2031,225766.06339000002
1391,Ethiopia,ETH,2032,225766.06339000002
1392,Ethiopia,ETH,2033,225766.06339000002
1393,Ethiopia,ETH,2034,225766.06339000002
1394,Ethiopia,ETH,2035,225766.06339000002
1395,Ethiopia,ETH,2036,225766.06339000002
1396,Ethiopia,ETH,2037,225766.06339000002
1397,Ethiopia,ETH,2038,225766.06339000002
1398,Ethiopia,ETH,2039,225766.06339000002
1399,Ethiopia,ETH,2040,225766.06339000002
1400,Ethiopia,ETH,2041,225766.06339000002
1401,Ethiopia,ETH,2042,225766.06339000002
1402,Ethiopia,ETH,2043,225766.06339000002
1403,Ethiopia,ETH,2044,225766.06339000002
1404,Ethiopia,ETH,2045,225766.06339000002
1405,Ethiopia,ETH,2046,225766.06339000002
1406,Ethiopia,ETH,2047,225766.06339000002
1407,Ethiopia,ETH,2048,225766.06339000002
1408,Ethiopia,ETH,2049,225766.06339000002
1409,Ethiopia,ETH,2050,225766.06339000002
1410,Finland,FIN,2021,82812.37919
1411,Finland,FIN,2022,82812.37919
1412,Finland,FIN,2023,82812.37919
1413,Finland,FIN,2024,82812.37919
1414,Finland,FIN,2025,82812.37919
1415,Finland,FIN,2026,82812.37919
1416,Finland,FIN,2027,82812.37919
1417,Finland,FIN,2028,82812.37919
1418,Finland,FIN,2029,82812.37919
1419,Finland,FIN,2030,82812.37919
1420,Finland,FIN,2031,82812.37919
1421,Finland,FIN,2032,82812.37919
1422,Finland,FIN,2033,82812.37919
1423,Finland,FIN,2034,82812.37919
1424,Finland,FIN,2035,82812.37919
1425,Finland,FIN,2036,82812.37919
1426,Finland,FIN,2037,82812.37919
1427,Finland,FIN,2038,82812.37919
1428,Finland,FIN,2039,82812.37919
1429,Finland,FIN,2040,82812.37919
1430,Finland,FIN,2041,82812.37919
1431,Finland,FIN,2042,82812.37919
1432,Finland,FIN,2043,82812.37919
1433,Finland,FIN,2044,82812.37919
1434,Finland,FIN,2045,82812.37919
1435,Finland,FIN,2046,82812.37919
1436,Finland,FIN,2047,82812.37919
1437,Finland,FIN,2048,82812.37919
1438,Finland,FIN,2049,82812.37919
1439,Finland,FIN,2050,82812.37919
1440,Fiji,FJI,2021,78128.739364
1441,Fiji,FJI,2022,78128.739364
1442,Fiji,FJI,2023,78128.739364
1443,Fiji,FJI,2024,78128.739364
1444,Fiji,FJI,2025,78128.739364
1445,Fiji,FJI,2026,78128.739364
1446,Fiji,FJI,2027,78128.739364
1447,Fiji,FJI,2028,78128.739364
1448,Fiji,FJI,2029,78128.739364
1449,Fiji,FJI,2030,78128.739364
1450,Fiji,FJI,2031,78128.739364
1451,Fiji,FJI,2032,78128.739364
1452,Fiji,FJI,2033,78128.739364
1453,Fiji,FJI,2034,78128.739364
1454,Fiji,FJI,2035,78128.739364
1455,Fiji,FJI,2036,78128.739364
1456,Fiji,FJI,2037,78128.739364
1457,Fiji,FJI,2038,78128.739364
1458,Fiji,FJI,2039,78128.739364
1459,Fiji,FJI,2040,78128.739364
1460,Fiji,FJI,2041,78128.739364
1461,Fiji,FJI,2042,78128.739364
1462,Fiji,FJI,2043,78128.739364
1463,Fiji,FJI,2044,78128.739364
1464,Fiji,FJI,2045,78128.739364
1465,Fiji,FJI,2046,78128.739364
1466,Fiji,FJI,2047,78128.739364
1467,Fiji,FJI,2048,78128.739364
1468,Fiji,FJI,2049,78128.739364
1469,Fiji,FJI,2050,78128.739364
1470,France,FRA,2021,465849.94638000004
1471,France,FRA,2022,465849.94638000004
1472,France,FRA,2023,465849.94638000004
1473,France,FRA,2024,465849.94638000004
1474,France,FRA,2025,465849.94638000004
1475,France,FRA,2026,465849.94638000004
1476,France,FRA,2027,465849.94638000004
1477,France,FRA,2028,465849.94638000004
1478,France,FRA,2029,465849.94638000004
1479,France,FRA,2030,465849.94638000004
1480,France,FRA,2031,465849.94638000004
1481,France,FRA,2032,465849.94638000004
1482,France,FRA,2033,465849.94638000004
1483,France,FRA,2034,465849.94638000004
1484,France,FRA,2035,465849.94638000004
1485,France,FRA,2036,465849.94638000004
1486,France,FRA,2037,465849.94638000004
1487,France,FRA,2038,465849.94638000004
1488,France,FRA,2039,465849.94638000004
1489,France,FRA,2040,465849.94638000004
1490,France,FRA,2041,465849.94638000004
1491,France,FRA,2042,465849.94638000004
1492,France,FRA,2043,465849.94638000004
1493,France,FRA,2044,465849.94638000004
1494,France,FRA,2045,465849.94638000004
1495,France,FRA,2046,465849.94638000004
1496,France,FRA,2047,465849.94638000004
1497,France,FRA,2048,465849.94638000004
1498,France,FRA,2049,465849.94638000004
1499,France,FRA,2050,465849.94638000004
1500,Gabon,GAB,2021,84822.16447819081
1501,Gabon,GAB,2022,84822.16447819081
1502,Gabon,GAB,2023,84822.16447819081
1503,Gabon,GAB,2024,84822.16447819081
1504,Gabon,GAB,2025,84822.16447819081
1505,Gabon,GAB,2026,84822.16447819081
1506,Gabon,GAB,2027,84822.16447819081
1507,Gabon,GAB,2028,84822.16447819081
1508,Gabon,GAB,2029,84822.16447819081
1509,Gabon,GAB,2030,84822.16447819081
1510,Gabon,GAB,2031,84822.16447819081
1511,Gabon,GAB,2032,84822.16447819081
1512,Gabon,GAB,2033,84822.16447819081
1513,Gabon,GAB,2034,84822.16447819081
1514,Gabon,GAB,2035,84822.16447819081
1515,Gabon,GAB,2036,84822.16447819081
1516,Gabon,GAB,2037,84822.16447819081
1517,Gabon,GAB,2038,84822.16447819081
1518,Gabon,GAB,2039,84822.16447819081
1519,Gabon,GAB,2040,84822.16447819081
1520,Gabon,GAB,2041,84822.16447819081
1521,Gabon,GAB,2042,84822.16447819081
1522,Gabon,GAB,2043,84822.16447819081
1523,Gabon,GAB,2044,84822.16447819081
1524,Gabon,GAB,2045,84822.16447819081
1525,Gabon,GAB,2046,84822.16447819081
1526,Gabon,GAB,2047,84822.16447819081
1527,Gabon,GAB,2048,84822.16447819081
1528,Gabon,GAB,2049,84822.16447819081
1529,Gabon,GAB,2050,84822.16447819081
1530,United Kingdom,GBR,2021,2804172.3133565322
1531,United Kingdom,GBR,2022,2804172.3133565322
1532,United Kingdom,GBR,2023,2804172.3133565322
1533,United Kingdom,GBR,2024,2804172.3133565322
1534,United Kingdom,GBR,2025,2804172.3133565322
1535,United Kingdom,GBR,2026,2804172.3133565322
1536,United Kingdom,GBR,2027,2804172.3133565322
1537,United Kingdom,GBR,2028,2804172.3133565322
1538,United Kingdom,GBR,2029,2804172.3133565322
1539,United Kingdom,GBR,2030,2804172.3133565322
1540,United Kingdom,GBR,2031,2804172.3133565322
1541,United Kingdom,GBR,2032,2804172.3133565322
1542,United Kingdom,GBR,2033,2804172.3133565322
1543,United Kingdom,GBR,2034,2804172.3133565322
1544,United Kingdom,GBR,2035,2804172.3133565322
1545,United Kingdom,GBR,2036,2804172.3133565322
1546,United Kingdom,GBR,2037,2804172.3133565322
1547,United Kingdom,GBR,2038,2804172.3133565322
1548,United Kingdom,GBR,2039,2804172.3133565322
1549,United Kingdom,GBR,2040,2804172.3133565322
1550,United Kingdom,GBR,2041,2804172.3133565322
1551,United Kingdom,GBR,2042,2804172.3133565322
1552,United Kingdom,GBR,2043,2804172.3133565322
1553,United Kingdom,GBR,2044,2804172.3133565322
1554,United Kingdom,GBR,2045,2804172.3133565322
1555,United Kingdom,GBR,2046,2804172.3133565322
1556,United Kingdom,GBR,2047,2804172.3133565322
1557,United Kingdom,GBR,2048,2804172.3133565322
1558,United Kingdom,GBR,2049,2804172.3133565322
1559,United Kingdom,GBR,2050,2804172.3133565322
1560,Georgia,GEO,2021,6293.355699999999
1561,Georgia,GEO,2022,6293.355699999999
1562,Georgia,GEO,2023,6293.355699999999
1563,Georgia,GEO,2024,6293.355699999999
1564,Georgia,GEO,2025,6293.355699999999
1565,Georgia,GEO,2026,6293.355699999999
1566,Georgia,GEO,2027,6293.355699999999
1567,Georgia,GEO,2028,6293.355699999999
1568,Georgia,GEO,2029,6293.355699999999
1569,Georgia,GEO,2030,6293.355699999999
1570,Georgia,GEO,2031,6293.355699999999
1571,Georgia,GEO,2032,6293.355699999999
1572,Georgia,GEO,2033,6293.355699999999
1573,Georgia,GEO,2034,6293.355699999999
1574,Georgia,GEO,2035,6293.355699999999
1575,Georgia,GEO,2036,6293.355699999999
1576,Georgia,GEO,2037,6293.355699999999
1577,Georgia,GEO,2038,6293.355699999999
1578,Georgia,GEO,2039,6293.355699999999
1579,Georgia,GEO,2040,6293.355699999999
1580,Georgia,GEO,2041,6293.355699999999
1581,Georgia,GEO,2042,6293.355699999999
1582,Georgia,GEO,2043,6293.355699999999
1583,Georgia,GEO,2044,6293.355699999999
1584,Georgia,GEO,2045,6293.355699999999
1585,Georgia,GEO,2046,6293.355699999999
1586,Georgia,GEO,2047,6293.355699999999
1587,Georgia,GEO,2048,6293.355699999999
1588,Georgia,GEO,2049,6293.355699999999
1589,Georgia,GEO,2050,6293.355699999999
1590,Ghana,GHA,2021,144440.4270024721
1591,Ghana,GHA,2022,144440.4270024721
1592,Ghana,GHA,2023,144440.4270024721
1593,Ghana,GHA,2024,144440.4270024721
1594,Ghana,GHA,2025,144440.4270024721
1595,Ghana,GHA,2026,144440.4270024721
1596,Ghana,GHA,2027,144440.4270024721
1597,Ghana,GHA,2028,144440.4270024721
1598,Ghana,GHA,2029,144440.4270024721
1599,Ghana,GHA,2030,144440.4270024721
1600,Ghana,GHA,2031,144440.4270024721
1601,Ghana,GHA,2032,144440.4270024721
1602,Ghana,GHA,2033,144440.4270024721
1603,Ghana,GHA,2034,144440.4270024721
1604,Ghana,GHA,2035,144440.4270024721
1605,Ghana,GHA,2036,144440.4270024721
1606,Ghana,GHA,2037,144440.4270024721
1607,Ghana,GHA,2038,144440.4270024721
1608,Ghana,GHA,2039,144440.4270024721
1609,Ghana,GHA,2040,144440.4270024721
1610,Ghana,GHA,2041,144440.4270024721
1611,Ghana,GHA,2042,144440.4270024721
1612,Ghana,GHA,2043,144440.4270024721
1613,Ghana,GHA,2044,144440.4270024721
1614,Ghana,GHA,2045,144440.4270024721
1615,Ghana,GHA,2046,144440.4270024721
1616,Ghana,GHA,2047,144440.4270024721
1617,Ghana,GHA,2048,144440.4270024721
1618,Ghana,GHA,2049,144440.4270024721
1619,Ghana,GHA,2050,144440.4270024721
1620,Guinea,GIN,2021,72382.57045167555
1621,Guinea,GIN,2022,72382.57045167555
1622,Guinea,GIN,2023,72382.57045167555
1623,Guinea,GIN,2024,72382.57045167555
1624,Guinea,GIN,2025,72382.57045167555
1625,Guinea,GIN,2026,72382.57045167555
1626,Guinea,GIN,2027,72382.57045167555
1627,Guinea,GIN,2028,72382.57045167555
1628,Guinea,GIN,2029,72382.57045167555
1629,Guinea,GIN,2030,72382.57045167555
1630,Guinea,GIN,2031,72382.57045167555
1631,Guinea,GIN,2032,72382.57045167555
1632,Guinea,GIN,2033,72382.57045167555
1633,Guinea,GIN,2034,72382.57045167555
1634,Guinea,GIN,2035,72382.57045167555
1635,Guinea,GIN,2036,72382.57045167555
1636,Guinea,GIN,2037,72382.57045167555
1637,Guinea,GIN,2038,72382.57045167555
1638,Guinea,GIN,2039,72382.57045167555
1639,Guinea,GIN,2040,72382.57045167555
1640,Guinea,GIN,2041,72382.57045167555
1641,Guinea,GIN,2042,72382.57045167555
1642,Guinea,GIN,2043,72382.57045167555
1643,Guinea,GIN,2044,72382.57045167555
1644,Guinea,GIN,2045,72382.57045167555
1645,Guinea,GIN,2046,72382.57045167555
1646,Guinea,GIN,2047,72382.57045167555
1647,Guinea,GIN,2048,72382.57045167555
1648,Guinea,GIN,2049,72382.57045167555
1649,Guinea,GIN,2050,72382.57045167555
1650,Guinea-Bissau,GNB,2021,76741.2244856612
1651,Guinea-Bissau,GNB,2022,76741.2244856612
1652,Guinea-Bissau,GNB,2023,76741.2244856612
1653,Guinea-Bissau,GNB,2024,76741.2244856612
1654,Guinea-Bissau,GNB,2025,76741.2244856612
1655,Guinea-Bissau,GNB,2026,76741.2244856612
1656,Guinea-Bissau,GNB,2027,76741.2244856612
1657,Guinea-Bissau,GNB,2028,76741.2244856612
1658,Guinea-Bissau,GNB,2029,76741.2244856612
1659,Guinea-Bissau,GNB,2030,76741.2244856612
1660,Guinea-Bissau,GNB,2031,76741.2244856612
1661,Guinea-Bissau,GNB,2032,76741.2244856612
1662,Guinea-Bissau,GNB,2033,76741.2244856612
1663,Guinea-Bissau,GNB,2034,76741.2244856612
1664,Guinea-Bissau,GNB,2035,76741.2244856612
1665,Guinea-Bissau,GNB,2036,76741.2244856612
1666,Guinea-Bissau,GNB,2037,76741.2244856612
1667,Guinea-Bissau,GNB,2038,76741.2244856612
1668,Guinea-Bissau,GNB,2039,76741.2244856612
1669,Guinea-Bissau,GNB,2040,76741.2244856612
1670,Guinea-Bissau,GNB,2041,76741.2244856612
1671,Guinea-Bissau,GNB,2042,76741.2244856612
1672,Guinea-Bissau,GNB,2043,76741.2244856612
1673,Guinea-Bissau,GNB,2044,76741.2244856612
1674,Guinea-Bissau,GNB,2045,76741.2244856612
1675,Guinea-Bissau,GNB,2046,76741.2244856612
1676,Guinea-Bissau,GNB,2047,76741.2244856612
1677,Guinea-Bissau,GNB,2048,76741.2244856612
1678,Guinea-Bissau,GNB,2049,76741.2244856612
1679,Guinea-Bissau,GNB,2050,76741.2244856612
1680,Equatorial Guinea,GNQ,2021,82701.945771
1681,Equatorial Guinea,GNQ,2022,82701.945771
1682,Equatorial Guinea,GNQ,2023,82701.945771
1683,Equatorial Guinea,GNQ,2024,82701.945771
1684,Equatorial Guinea,GNQ,2025,82701.945771
1685,Equatorial Guinea,GNQ,2026,82701.945771
1686,Equatorial Guinea,GNQ,2027,82701.945771
1687,Equatorial Guinea,GNQ,2028,82701.945771
1688,Equatorial Guinea,GNQ,2029,82701.945771
1689,Equatorial Guinea,GNQ,2030,82701.945771
1690,Equatorial Guinea,GNQ,2031,82701.945771
1691,Equatorial Guinea,GNQ,2032,82701.945771
1692,Equatorial Guinea,GNQ,2033,82701.945771
1693,Equatorial Guinea,GNQ,2034,82701.945771
1694,Equatorial Guinea,GNQ,2035,82701.945771
1695,Equatorial Guinea,GNQ,2036,82701.945771
1696,Equatorial Guinea,GNQ,2037,82701.945771
1697,Equatorial Guinea,GNQ,2038,82701.945771
1698,Equatorial Guinea,GNQ,2039,82701.945771
1699,Equatorial Guinea,GNQ,2040,82701.945771
1700,Equatorial Guinea,GNQ,2041,82701.945771
1701,Equatorial Guinea,GNQ,2042,82701.945771
1702,Equatorial Guinea,GNQ,2043,82701.945771
1703,Equatorial Guinea,GNQ,2044,82701.945771
1704,Equatorial Guinea,GNQ,2045,82701.945771
1705,Equatorial Guinea,GNQ,2046,82701.945771
1706,Equatorial Guinea,GNQ,2047,82701.945771
1707,Equatorial Guinea,GNQ,2048,82701.945771
1708,Equatorial Guinea,GNQ,2049,82701.945771
1709,Equatorial Guinea,GNQ,2050,82701.945771
1710,Greece,GRC,2021,59676.69844
1711,Greece,GRC,2022,59676.69844
1712,Greece,GRC,2023,59676.69844
1713,Greece,GRC,2024,59676.69844
1714,Greece,GRC,2025,59676.69844
1715,Greece,GRC,2026,59676.69844
1716,Greece,GRC,2027,59676.69844
1717,Greece,GRC,2028,59676.69844
1718,Greece,GRC,2029,59676.69844
1719,Greece,GRC,2030,59676.69844
1720,Greece,GRC,2031,59676.69844
1721,Greece,GRC,2032,59676.69844
1722,Greece,GRC,2033,59676.69844
1723,Greece,GRC,2034,59676.69844
1724,Greece,GRC,2035,59676.69844
1725,Greece,GRC,2036,59676.69844
1726,Greece,GRC,2037,59676.69844
1727,Greece,GRC,2038,59676.69844
1728,Greece,GRC,2039,59676.69844
1729,Greece,GRC,2040,59676.69844
1730,Greece,GRC,2041,59676.69844
1731,Greece,GRC,2042,59676.69844
1732,Greece,GRC,2043,59676.69844
1733,Greece,GRC,2044,59676.69844
1734,Greece,GRC,2045,59676.69844
1735,Greece,GRC,2046,59676.69844
1736,Greece,GRC,2047,59676.69844
1737,Greece,GRC,2048,59676.69844
1738,Greece,GRC,2049,59676.69844
1739,Greece,GRC,2050,59676.69844
1740,Guatemala,GTM,2021,97682.399453636
1741,Guatemala,GTM,2022,97682.399453636
1742,Guatemala,GTM,2023,97682.399453636
1743,Guatemala,GTM,2024,97682.399453636
1744,Guatemala,GTM,2025,97682.399453636
1745,Guatemala,GTM,2026,97682.399453636
1746,Guatemala,GTM,2027,97682.399453636
1747,Guatemala,GTM,2028,97682.399453636
1748,Guatemala,GTM,2029,97682.399453636
1749,Guatemala,GTM,2030,97682.399453636
1750,Guatemala,GTM,2031,97682.399453636
1751,Guatemala,GTM,2032,97682.399453636
1752,Guatemala,GTM,2033,97682.399453636
1753,Guatemala,GTM,2034,97682.399453636
1754,Guatemala,GTM,2035,97682.399453636
1755,Guatemala,GTM,2036,97682.399453636
1756,Guatemala,GTM,2037,97682.399453636
1757,Guatemala,GTM,2038,97682.399453636
1758,Guatemala,GTM,2039,97682.399453636
1759,Guatemala,GTM,2040,97682.399453636
1760,Guatemala,GTM,2041,97682.399453636
1761,Guatemala,GTM,2042,97682.399453636
1762,Guatemala,GTM,2043,97682.399453636
1763,Guatemala,GTM,2044,97682.399453636
1764,Guatemala,GTM,2045,97682.399453636
1765,Guatemala,GTM,2046,97682.399453636
1766,Guatemala,GTM,2047,97682.399453636
1767,Guatemala,GTM,2048,97682.399453636
1768,Guatemala,GTM,2049,97682.399453636
1769,Guatemala,GTM,2050,97682.399453636
1770,Guyana,GUY,2021,79343.203051
1771,Guyana,GUY,2022,79343.203051
1772,Guyana,GUY,2023,79343.203051
1773,Guyana,GUY,2024,79343.203051
1774,Guyana,GUY,2025,79343.203051
1775,Guyana,GUY,2026,79343.203051
1776,Guyana,GUY,2027,79343.203051
1777,Guyana,GUY,2028,79343.203051
1778,Guyana,GUY,2029,79343.203051
1779,Guyana,GUY,2030,79343.203051
1780,Guyana,GUY,2031,79343.203051
1781,Guyana,GUY,2032,79343.203051
1782,Guyana,GUY,2033,79343.203051
1783,Guyana,GUY,2034,79343.203051
1784,Guyana,GUY,2035,79343.203051
1785,Guyana,GUY,2036,79343.203051
1786,Guyana,GUY,2037,79343.203051
1787,Guyana,GUY,2038,79343.203051
1788,Guyana,GUY,2039,79343.203051
1789,Guyana,GUY,2040,79343.203051
1790,Guyana,GUY,2041,79343.203051
1791,Guyana,GUY,2042,79343.203051
1792,Guyana,GUY,2043,79343.203051
1793,Guyana,GUY,2044,79343.203051
1794,Guyana,GUY,2045,79343.203051
1795,Guyana,GUY,2046,79343.203051
1796,Guyana,GUY,2047,79343.203051
1797,Guyana,GUY,2048,79343.203051
1798,Guyana,GUY,2049,79343.203051
1799,Guyana,GUY,2050,79343.203051
1800,Honduras,HND,2021,79719.11757799999
1801,Honduras,HND,2022,79719.11757799999
1802,Honduras,HND,2023,79719.11757799999
1803,Honduras,HND,2024,79719.11757799999
1804,Honduras,HND,2025,79719.11757799999
1805,Honduras,HND,2026,79719.11757799999
1806,Honduras,HND,2027,79719.11757799999
1807,Honduras,HND,2028,79719.11757799999
1808,Honduras,HND,2029,79719.11757799999
1809,Honduras,HND,2030,79719.11757799999
