Year,Nation,iso_code3,population_gnrl_rural
2038,Equatorial Guinea,GNQ,198058.72473855398
2039,Equatorial Guinea,GNQ,193464.12969340698
2040,Equatorial Guinea,GNQ,188869.53464826
2041,Equatorial Guinea,GNQ,183073.723857808
2042,Equatorial Guinea,GNQ,177277.913067356
2043,Equatorial Guinea,GNQ,171482.102276904
2044,Equatorial Guinea,GNQ,165686.29148645198
2045,Equatorial Guinea,GNQ,159890.480696
2046,Equatorial Guinea,GNQ,152964.787330402
2047,Equatorial Guinea,GNQ,146039.093964804
2048,Equatorial Guinea,GNQ,139113.40059920598
2049,Equatorial Guinea,GNQ,132187.707233608
2050,Equatorial Guinea,GNQ,125262.01386801
2021,Greece,GRC,2278846.01389444
2022,Greece,GRC,2239075.26809888
2023,Greece,GRC,2199304.52230332
2024,Greece,GRC,2159533.77650776
2025,Greece,GRC,2119763.0307122
2026,Greece,GRC,2080341.67760272
2027,Greece,GRC,2040920.32449324
2028,Greece,GRC,2001498.97138376
2029,Greece,GRC,1962077.61827428
2030,Greece,GRC,1922656.2651648
2031,Greece,GRC,1883686.15741171
2032,Greece,GRC,1844716.04965862
2033,Greece,GRC,1805745.94190553
2034,Greece,GRC,1766775.83415244
2035,Greece,GRC,1727805.72639935
2036,Greece,GRC,1688869.20894042
2037,Greece,GRC,1649932.69148149
2038,Greece,GRC,1610996.17402256
2039,Greece,GRC,1572059.65656363
2040,Greece,GRC,1533123.1391047
2041,Greece,GRC,1493857.52690501
2042,Greece,GRC,1454591.91470532
2043,Greece,GRC,1415326.30250563
2044,Greece,GRC,1376060.69030594
2045,Greece,GRC,1336795.07810625
2046,Greece,GRC,1297060.10302388
2047,Greece,GRC,1257325.12794151
2048,Greece,GRC,1217590.15285914
2049,Greece,GRC,1177855.17777677
2050,Greece,GRC,1138120.2026943997
2021,Guatemala,GTM,8505998.113424001
2022,Guatemala,GTM,8580774.2442144
2023,Guatemala,GTM,8655550.3750048
2024,Guatemala,GTM,8730326.5057952
2025,Guatemala,GTM,8805102.6365856
2026,Guatemala,GTM,8864701.84856008
2027,Guatemala,GTM,8924301.06053456
2028,Guatemala,GTM,8983900.27250904
2029,Guatemala,GTM,9043499.48448352
2030,Guatemala,GTM,9103098.696458
2031,Guatemala,GTM,9144117.97876512
2032,Guatemala,GTM,9185137.26107224
2033,Guatemala,GTM,9226156.54337936
2034,Guatemala,GTM,9267175.82568648
2035,Guatemala,GTM,9308195.107993599
2036,Guatemala,GTM,9328737.42265304
2037,Guatemala,GTM,9349279.73731248
2038,Guatemala,GTM,9369822.05197192
2039,Guatemala,GTM,9390364.36663136
2040,Guatemala,GTM,9410906.6812908
2041,Guatemala,GTM,9415211.8389472
2042,Guatemala,GTM,9419516.996603599
2043,Guatemala,GTM,9423822.15426
2044,Guatemala,GTM,9428127.3119164
2045,Guatemala,GTM,9432432.469572801
2046,Guatemala,GTM,9419955.40292096
2047,Guatemala,GTM,9407478.33626912
2048,Guatemala,GTM,9395001.26961728
2049,Guatemala,GTM,9382524.20296544
2050,Guatemala,GTM,9370047.1363136
2021,Guyana,GUY,567568.519856125
2022,Guyana,GUY,568250.60458563
2023,Guyana,GUY,568932.689315135
2024,Guyana,GUY,569614.77404464
2025,Guyana,GUY,570296.858774145
2026,Guyana,GUY,569999.346359364
2027,Guyana,GUY,569701.833944583
2028,Guyana,GUY,569404.321529802
2029,Guyana,GUY,569106.809115021
2030,Guyana,GUY,568809.29670024
2031,Guyana,GUY,567648.58306823
2032,Guyana,GUY,566487.86943622
2033,Guyana,GUY,565327.15580421
2034,Guyana,GUY,564166.4421722
2035,Guyana,GUY,563005.72854019
2036,Guyana,GUY,561024.5699799521
2037,Guyana,GUY,559043.411419714
2038,Guyana,GUY,557062.252859476
2039,Guyana,GUY,555081.094299238
2040,Guyana,GUY,553099.935739
2041,Guyana,GUY,550481.4521392339
2042,Guyana,GUY,547862.968539468
2043,Guyana,GUY,545244.4849397021
2044,Guyana,GUY,542626.001339936
2045,Guyana,GUY,540007.51774017
2046,Guyana,GUY,537038.65274249
2047,Guyana,GUY,534069.78774481
2048,Guyana,GUY,531100.92274713
2049,Guyana,GUY,528132.05774945
2050,Guyana,GUY,525163.19275177
2021,"Hong Kong SAR, China",HKG,0.0
2022,"Hong Kong SAR, China",HKG,0.0
2023,"Hong Kong SAR, China",HKG,0.0
2024,"Hong Kong SAR, China",HKG,0.0
2025,"Hong Kong SAR, China",HKG,0.0
2026,"Hong Kong SAR, China",HKG,0.0
2027,"Hong Kong SAR, China",HKG,0.0
2028,"Hong Kong SAR, China",HKG,0.0
2029,"Hong Kong SAR, China",HKG,0.0
2030,"Hong Kong SAR, China",HKG,0.0
2031,"Hong Kong SAR, China",HKG,0.0
2032,"Hong Kong SAR, China",HKG,0.0
2033,"Hong Kong SAR, China",HKG,0.0
2034,"Hong Kong SAR, China",HKG,0.0
2035,"Hong Kong SAR, China",HKG,0.0
2036,"Hong Kong SAR, China",HKG,0.0
2037,"Hong Kong SAR, China",HKG,0.0
2038,"Hong Kong SAR, China",HKG,0.0
2039,"Hong Kong SAR, China",HKG,0.0
2040,"Hong Kong SAR, China",HKG,0.0
2041,"Hong Kong SAR, China",HKG,0.0
2042,"Hong Kong SAR, China",HKG,0.0
2043,"Hong Kong SAR, China",HKG,0.0
2044,"Hong Kong SAR, China",HKG,0.0
2045,"Hong Kong SAR, China",HKG,0.0
2046,"Hong Kong SAR, China",HKG,0.0
2047,"Hong Kong SAR, China",HKG,0.0
2048,"Hong Kong SAR, China",HKG,0.0
2049,"Hong Kong SAR, China",HKG,0.0
2050,"Hong Kong SAR, China",HKG,0.0
2021,Honduras,HND,3704492.44586359
2022,Honduras,HND,3693031.60277973
2023,Honduras,HND,3681570.75969587
2024,Honduras,HND,3670109.91661201
2025,Honduras,HND,3658649.07352815
2026,Honduras,HND,3635282.00880336
2027,Honduras,HND,3611914.94407857
2028,Honduras,HND,3588547.87935378
2029,Honduras,HND,3565180.81462899
2030,Honduras,HND,3541813.7499042
2031,Honduras,HND,3508319.82572926
2032,Honduras,HND,3474825.90155432
2033,Honduras,HND,3441331.97737938
2034,Honduras,HND,3407838.05320444
2035,Honduras,HND,3374344.1290295
2036,Honduras,HND,3331536.10227986
2037,Honduras,HND,3288728.07553022
2038,Honduras,HND,3245920.04878058
2039,Honduras,HND,3203112.02203094
2040,Honduras,HND,3160303.9952813
2041,Honduras,HND,3108386.86630087
2042,Honduras,HND,3056469.73732044
2043,Honduras,HND,3004552.60834001
2044,Honduras,HND,2952635.47935958
2045,Honduras,HND,2900718.35037915
2046,Honduras,HND,2841108.16519284
2047,Honduras,HND,2781497.98000653
2048,Honduras,HND,2721887.79482022
2049,Honduras,HND,2662277.60963391
2050,Honduras,HND,2602667.4244476003
2021,Croatia,HRV,1827637.7643576001
2022,Croatia,HRV,1813423.21301577
2023,Croatia,HRV,1799208.66167394
2024,Croatia,HRV,1784994.11033211
2025,Croatia,HRV,1770779.55899028
2026,Croatia,HRV,1756442.13914201
2027,Croatia,HRV,1742104.71929375
2028,Croatia,HRV,1727767.29944548
2029,Croatia,HRV,1713429.87959722
2030,Croatia,HRV,1699092.45974895
2031,Croatia,HRV,1684716.7082696
2032,Croatia,HRV,1670340.95679025
2033,Croatia,HRV,1655965.20531089
2034,Croatia,HRV,1641589.45383154
2035,Croatia,HRV,1627213.70235219
2036,Croatia,HRV,1612906.67802235
2037,Croatia,HRV,1598599.65369251
2038,Croatia,HRV,1584292.62936268
2039,Croatia,HRV,1569985.60503284
2040,Croatia,HRV,1555678.580703
2041,Croatia,HRV,1541398.68994131
2042,Croatia,HRV,1527118.79917962
2043,Croatia,HRV,1512838.90841793
2044,Croatia,HRV,1498559.01765624
2045,Croatia,HRV,1484279.12689455
2046,Croatia,HRV,1470057.65418503
2047,Croatia,HRV,1455836.18147551
2048,Croatia,HRV,1441614.70876598
2049,Croatia,HRV,1427393.23605646
2050,Croatia,HRV,1413171.76334694
2021,Haiti,HTI,4678543.75002432
2022,Haiti,HTI,4608060.15733824
2023,Haiti,HTI,4537576.56465216
2024,Haiti,HTI,4467092.97196608
2025,Haiti,HTI,4396609.37928
2026,Haiti,HTI,4313209.1671744
2027,Haiti,HTI,4229808.9550688
2028,Haiti,HTI,4146408.7429632004
2029,Haiti,HTI,4063008.5308576003
2030,Haiti,HTI,3979608.3187519996
2031,Haiti,HTI,3884720.1213088
2032,Haiti,HTI,3789831.9238656
2033,Haiti,HTI,3694943.7264223997
2034,Haiti,HTI,3600055.5289792
2035,Haiti,HTI,3505167.331536
2036,Haiti,HTI,3401514.19693248
2037,Haiti,HTI,3297861.06232896
2038,Haiti,HTI,3194207.92772544
2039,Haiti,HTI,3090554.79312192
2040,Haiti,HTI,2986901.6585184
2041,Haiti,HTI,2875857.787664
2042,Haiti,HTI,2764813.9168096
2043,Haiti,HTI,2653770.0459552
2044,Haiti,HTI,2542726.1751008
2045,Haiti,HTI,2431682.3042464
2046,Haiti,HTI,2314915.25101376
2047,Haiti,HTI,2198148.19778112
2048,Haiti,HTI,2081381.14454848
2049,Haiti,HTI,1964614.09131584
2050,Haiti,HTI,1847847.0380832
2021,Hungary,HUN,2695421.41134795
2022,Hungary,HUN,2661112.15211347
2023,Hungary,HUN,2626802.89287898
2024,Hungary,HUN,2592493.63364449
2025,Hungary,HUN,2558184.37441001
2026,Hungary,HUN,2524205.47407755
2027,Hungary,HUN,2490226.5737451
2028,Hungary,HUN,2456247.67341265
2029,Hungary,HUN,2422268.77308019
2030,Hungary,HUN,2388289.87274774
2031,Hungary,HUN,2354285.82601455
2032,Hungary,HUN,2320281.77928135
2033,Hungary,HUN,2286277.73254816
2034,Hungary,HUN,2252273.68581497
2035,Hungary,HUN,2218269.63908178
2036,Hungary,HUN,2184721.40281377
2037,Hungary,HUN,2151173.16654577
2038,Hungary,HUN,2117624.93027777
2039,Hungary,HUN,2084076.69400976
2040,Hungary,HUN,2050528.45774176
2041,Hungary,HUN,2017718.69852846
2042,Hungary,HUN,1984908.93931516
2043,Hungary,HUN,1952099.18010186
2044,Hungary,HUN,1919289.42088856
2045,Hungary,HUN,1886479.66167526
2046,Hungary,HUN,1854428.84867567
2047,Hungary,HUN,1822378.03567609
2048,Hungary,HUN,1790327.2226765
2049,Hungary,HUN,1758276.40967692
2050,Hungary,HUN,1726225.59667733
2021,Indonesia,IDN,112415914.29236399
2022,Indonesia,IDN,111359220.67871399
2023,Indonesia,IDN,110302527.065065
2024,Indonesia,IDN,109245833.451415
2025,Indonesia,IDN,108189139.83776501
2026,Indonesia,IDN,106889848.072359
2027,Indonesia,IDN,105590556.306953
2028,Indonesia,IDN,104291264.541548
2029,Indonesia,IDN,102991972.776142
2030,Indonesia,IDN,101692681.010736
2031,Indonesia,IDN,100192840.613775
2032,Indonesia,IDN,98693000.2168134
2033,Indonesia,IDN,97193159.8198521
2034,Indonesia,IDN,95693319.4228908
2035,Indonesia,IDN,94193479.02592951
2036,Indonesia,IDN,92515869.72084542
2037,Indonesia,IDN,90838260.41576129
2038,Indonesia,IDN,89160651.1106772
2039,Indonesia,IDN,87483041.80559309
2040,Indonesia,IDN,85805432.500509
2041,Indonesia,IDN,83976069.3665188
2042,Indonesia,IDN,82146706.23252858
2043,Indonesia,IDN,80317343.0985384
2044,Indonesia,IDN,78487979.9645482
2045,Indonesia,IDN,76658616.830558
2046,Indonesia,IDN,74710476.62989001
2047,Indonesia,IDN,72762336.429222
2048,Indonesia,IDN,70814196.22855401
2049,Indonesia,IDN,68866056.027886
2050,Indonesia,IDN,66917915.827218
2021,India,IND,906856770.0980221
2022,India,IND,910428206.947864
2023,India,IND,913999643.797706
2024,India,IND,917571080.6475481
2025,India,IND,921142517.49739
2026,India,IND,923271168.4792279
2027,India,IND,925399819.461066
2028,India,IND,927528470.4429039
2029,India,IND,929657121.424742
2030,India,IND,931785772.4065801
2031,India,IND,932777441.008715
2032,India,IND,933769109.61085
2033,India,IND,934760778.2129849
2034,India,IND,935752446.8151199
2035,India,IND,936744115.417255
2036,India,IND,936499448.5462039
2037,India,IND,936254781.6751529
2038,India,IND,936010114.804102
2039,India,IND,935765447.933051
2040,India,IND,935520781.0619999
2041,India,IND,934079056.656969
2042,India,IND,932637332.2519381
2043,India,IND,931195607.846907
2044,India,IND,929753883.4418759
2045,India,IND,928312159.036845
2046,India,IND,925471525.202664
2047,India,IND,922630891.3684831
2048,India,IND,919790257.534302
2049,India,IND,916949623.700121
2050,India,IND,914108989.8659401
2021,Ireland,IRL,1837199.19267111
2022,Ireland,IRL,1843693.23811867
2023,Ireland,IRL,1850187.28356622
2024,Ireland,IRL,1856681.32901378
2025,Ireland,IRL,1863175.37446134
2026,Ireland,IRL,1867401.02849947
2027,Ireland,IRL,1871626.6825376
2028,Ireland,IRL,1875852.33657574
2029,Ireland,IRL,1880077.99061387
2030,Ireland,IRL,1884303.644652
2031,Ireland,IRL,1887080.33453595
2032,Ireland,IRL,1889857.0244198998
2033,Ireland,IRL,1892633.71430386
2034,Ireland,IRL,1895410.40418781
2035,Ireland,IRL,1898187.09407176
2036,Ireland,IRL,1899802.42853764
2037,Ireland,IRL,1901417.76300352
2038,Ireland,IRL,1903033.09746939
2039,Ireland,IRL,1904648.43193527
2040,Ireland,IRL,1906263.76640115
2041,Ireland,IRL,1906387.5209005
2042,Ireland,IRL,1906511.27539986
2043,Ireland,IRL,1906635.02989921
2044,Ireland,IRL,1906758.78439857
2045,Ireland,IRL,1906882.53889792
2046,Ireland,IRL,1904910.87714075
2047,Ireland,IRL,1902939.21538358
2048,Ireland,IRL,1900967.55362641
2049,Ireland,IRL,1898995.89186924
2050,Ireland,IRL,1897024.23011207
2021,"Iran, Islamic Rep.",IRN,19577947.3197656
2022,"Iran, Islamic Rep.",IRN,19290870.8041966
2023,"Iran, Islamic Rep.",IRN,19003794.2886276
2024,"Iran, Islamic Rep.",IRN,18716717.7730585
2025,"Iran, Islamic Rep.",IRN,18429641.2574895
2026,"Iran, Islamic Rep.",IRN,18082470.102715697
2027,"Iran, Islamic Rep.",IRN,17735298.9479419
2028,"Iran, Islamic Rep.",IRN,17388127.793168
2029,"Iran, Islamic Rep.",IRN,17040956.6383942
2030,"Iran, Islamic Rep.",IRN,16693785.483620401
2031,"Iran, Islamic Rep.",IRN,16307054.872103302
2032,"Iran, Islamic Rep.",IRN,15920324.2605862
2033,"Iran, Islamic Rep.",IRN,15533593.649069
2034,"Iran, Islamic Rep.",IRN,15146863.0375519
2035,"Iran, Islamic Rep.",IRN,14760132.426034803
2036,"Iran, Islamic Rep.",IRN,14344474.0285294
2037,"Iran, Islamic Rep.",IRN,13928815.6310239
2038,"Iran, Islamic Rep.",IRN,13513157.2335185
2039,"Iran, Islamic Rep.",IRN,13097498.8360131
2040,"Iran, Islamic Rep.",IRN,12681840.4385076
2041,"Iran, Islamic Rep.",IRN,12238070.9897925
2042,"Iran, Islamic Rep.",IRN,11794301.5410774
2043,"Iran, Islamic Rep.",IRN,11350532.0923623
2044,"Iran, Islamic Rep.",IRN,10906762.643647198
2045,"Iran, Islamic Rep.",IRN,10462993.1949321
2046,"Iran, Islamic Rep.",IRN,9995007.27610412
2047,"Iran, Islamic Rep.",IRN,9527021.35727612
2048,"Iran, Islamic Rep.",IRN,9059035.43844812
2049,"Iran, Islamic Rep.",IRN,8591049.51962012
2050,"Iran, Islamic Rep.",IRN,8123063.60079211
2021,Iraq,IRQ,12053932.714515598
2022,Iraq,IRQ,12240271.078393199
2023,Iraq,IRQ,12426609.4422708
2024,Iraq,IRQ,12612947.8061484
2025,Iraq,IRQ,12799286.1700261
2026,Iraq,IRQ,12974539.871430801
2027,Iraq,IRQ,13149793.5728355
2028,Iraq,IRQ,13325047.2742402
2029,Iraq,IRQ,13500300.975644901
2030,Iraq,IRQ,13675554.6770496
2031,Iraq,IRQ,13832242.041657
2032,Iraq,IRQ,13988929.406264301
2033,Iraq,IRQ,14145616.770871699
2034,Iraq,IRQ,14302304.135479001
2035,Iraq,IRQ,14458991.5000864
2036,Iraq,IRQ,14592144.381666102
2037,Iraq,IRQ,14725297.2632458
2038,Iraq,IRQ,14858450.144825501
2039,Iraq,IRQ,14991603.026405301
2040,Iraq,IRQ,15124755.907985
2041,Iraq,IRQ,15225449.800658898
2042,Iraq,IRQ,15326143.6933328
2043,Iraq,IRQ,15426837.5860068
2044,Iraq,IRQ,15527531.4786807
2045,Iraq,IRQ,15628225.371354599
2046,Iraq,IRQ,15694500.135061499
2047,Iraq,IRQ,15760774.898768399
2048,Iraq,IRQ,15827049.6624754
2049,Iraq,IRQ,15893324.4261823
2050,Iraq,IRQ,15959599.1898892
2021,Iceland,ISL,22641.726919374
2022,Iceland,ISL,22782.659994288
2023,Iceland,ISL,22923.593069202
2024,Iceland,ISL,23064.526144116
2025,Iceland,ISL,23205.45921903
2026,Iceland,ISL,23312.182837884
2027,Iceland,ISL,23418.906456737997
2028,Iceland,ISL,23525.630075592002
2029,Iceland,ISL,23632.353694446
2030,Iceland,ISL,23739.0773133
2031,Iceland,ISL,23817.395073507003
2032,Iceland,ISL,23895.712833714
2033,Iceland,ISL,23974.030593921
2034,Iceland,ISL,24052.348354127997
2035,Iceland,ISL,24130.666114335
2036,Iceland,ISL,24191.615768604
2037,Iceland,ISL,24252.565422872998
2038,Iceland,ISL,24313.515077142
2039,Iceland,ISL,24374.464731411
2040,Iceland,ISL,24435.41438568
2041,Iceland,ISL,24479.526817671
2042,Iceland,ISL,24523.639249662003
2043,Iceland,ISL,24567.751681652997
2044,Iceland,ISL,24611.864113644
2045,Iceland,ISL,24655.976545635
2046,Iceland,ISL,24677.955872423998
2047,Iceland,ISL,24699.935199213
2048,Iceland,ISL,24721.914526002
2049,Iceland,ISL,24743.893852791
2050,Iceland,ISL,24765.87317958
2021,Israel,ISR,690325.429247735
2022,Israel,ISR,695940.428498801
2023,Israel,ISR,701555.4277498671
2024,Israel,ISR,707170.427000933
2025,Israel,ISR,712785.4262519991
2026,Israel,ISR,716776.902781459
2027,Israel,ISR,720768.3793109191
2028,Israel,ISR,724759.855840379
2029,Israel,ISR,728751.3323698391
2030,Israel,ISR,732742.808899299
2031,Israel,ISR,735323.441775438
2032,Israel,ISR,737904.074651578
2033,Israel,ISR,740484.7075277179
2034,Israel,ISR,743065.340403858
2035,Israel,ISR,745645.9732799979
2036,Israel,ISR,746947.604431497
2037,Israel,ISR,748249.235582997
2038,Israel,ISR,749550.866734497
2039,Israel,ISR,750852.497885997
2040,Israel,ISR,752154.1290374959
2041,Israel,ISR,751997.241467636
2042,Israel,ISR,751840.353897776
2043,Israel,ISR,751683.4663279159
2044,Israel,ISR,751526.5787580559
2045,Israel,ISR,751369.691188196
2046,Israel,ISR,749545.248156896
2047,Israel,ISR,747720.8051255959
2048,Israel,ISR,745896.3620942959
2049,Israel,ISR,744071.919062995
2050,Israel,ISR,742247.476031695
2021,Italy,ITA,17697964.3526672
2022,Italy,ITA,17526487.4856362
2023,Italy,ITA,17355010.6186051
2024,Italy,ITA,17183533.7515741
2025,Italy,ITA,17012056.884542998
2026,Italy,ITA,16838560.3125454
2027,Italy,ITA,16665063.7405477
2028,Italy,ITA,16491567.1685501
2029,Italy,ITA,16318070.596552402
2030,Italy,ITA,16144574.0245548
2031,Italy,ITA,15968453.2107357
2032,Italy,ITA,15792332.396916598
2033,Italy,ITA,15616211.5830974
2034,Italy,ITA,15440090.769278303
2035,Italy,ITA,15263969.955459198
2036,Italy,ITA,15083685.2457345
2037,Italy,ITA,14903400.536009802
2038,Italy,ITA,14723115.826285
2039,Italy,ITA,14542831.116560299
2040,Italy,ITA,14362546.406835599
2041,Italy,ITA,14175129.0087202
2042,Italy,ITA,13987711.6106048
2043,Italy,ITA,13800294.212489402
2044,Italy,ITA,13612876.814374
2045,Italy,ITA,13425459.4162586
2046,Italy,ITA,13230752.9035778
2047,Italy,ITA,13036046.390897
2048,Italy,ITA,12841339.878216099
2049,Italy,ITA,12646633.365535302
2050,Italy,ITA,12451926.8528545
2021,Jamaica,JAM,1234104.3902428001
2022,Jamaica,JAM,1229061.81607658
2023,Jamaica,JAM,1224019.24191036
2024,Jamaica,JAM,1218976.66774414
2025,Jamaica,JAM,1213934.09357792
2026,Jamaica,JAM,1207094.48636263
2027,Jamaica,JAM,1200254.87914734
2028,Jamaica,JAM,1193415.27193206
2029,Jamaica,JAM,1186575.66471677
2030,Jamaica,JAM,1179736.05750148
2031,Jamaica,JAM,1171614.85637709
2032,Jamaica,JAM,1163493.6552527
2033,Jamaica,JAM,1155372.45412832
2034,Jamaica,JAM,1147251.25300393
2035,Jamaica,JAM,1139130.05187954
2036,Jamaica,JAM,1129991.42098328
2037,Jamaica,JAM,1120852.79008702
2038,Jamaica,JAM,1111714.15919077
2039,Jamaica,JAM,1102575.52829451
2040,Jamaica,JAM,1093436.89739825
2041,Jamaica,JAM,1083507.38231186
2042,Jamaica,JAM,1073577.86722546
2043,Jamaica,JAM,1063648.35213907
2044,Jamaica,JAM,1053718.83705267
2045,Jamaica,JAM,1043789.32196628
2046,Jamaica,JAM,1032953.38904303
2047,Jamaica,JAM,1022117.45611979
2048,Jamaica,JAM,1011281.52319654
2049,Jamaica,JAM,1000445.5902733
2050,Jamaica,JAM,989609.65735005
2021,Jordan,JOR,662292.2551494429
2022,Jordan,JOR,638619.693110607
2023,Jordan,JOR,614947.131071771
2024,Jordan,JOR,591274.569032935
2025,Jordan,JOR,567602.006994099
2026,Jordan,JOR,535447.901878543
2027,Jordan,JOR,503293.79676298704
2028,Jordan,JOR,471139.691647431
2029,Jordan,JOR,438985.586531875
2030,Jordan,JOR,406831.481416319
2031,Jordan,JOR,366368.630373495
2032,Jordan,JOR,325905.779330671
2033,Jordan,JOR,285442.92828784697
2034,Jordan,JOR,244980.077245023
2035,Jordan,JOR,204517.22620219897
2036,Jordan,JOR,186880.40508175897
2037,Jordan,JOR,169243.583961319
2038,Jordan,JOR,151606.762840879
2039,Jordan,JOR,133969.94172044
2040,Jordan,JOR,116333.1206
2041,Jordan,JOR,117997.34465999999
2042,Jordan,JOR,119661.56872000001
2043,Jordan,JOR,121325.79277999999
2044,Jordan,JOR,122990.01684000001
2045,Jordan,JOR,124654.2409
2046,Jordan,JOR,126230.12358
2047,Jordan,JOR,127806.00626
2048,Jordan,JOR,129381.88894
2049,Jordan,JOR,130957.77162
2050,Jordan,JOR,132533.6543
2021,Japan,JPN,10126806.823305199
2022,Japan,JPN,9996518.4519704
2023,Japan,JPN,9866230.0806356
2024,Japan,JPN,9735941.709300801
2025,Japan,JPN,9605653.337966
2026,Japan,JPN,9471404.299744802
2027,Japan,JPN,9337155.261523599
2028,Japan,JPN,9202906.2233024
2029,Japan,JPN,9068657.185081199
2030,Japan,JPN,8934408.14686001
2031,Japan,JPN,8799852.32245
2032,Japan,JPN,8665296.49804
2033,Japan,JPN,8530740.673630001
2034,Japan,JPN,8396184.84922
2035,Japan,JPN,8261629.02481
2036,Japan,JPN,8129110.6245636
2037,Japan,JPN,7996592.2243172
2038,Japan,JPN,7864073.824070799
2039,Japan,JPN,7731555.423824401
2040,Japan,JPN,7599037.02357799
2041,Japan,JPN,7469546.45839079
2042,Japan,JPN,7340055.893203599
2043,Japan,JPN,7210565.3280164
2044,Japan,JPN,7081074.7628292
2045,Japan,JPN,6951584.197641999
2046,Japan,JPN,6826341.493384
2047,Japan,JPN,6701098.789126
2048,Japan,JPN,6575856.084868
2049,Japan,JPN,6450613.380609999
2050,Japan,JPN,6325370.676352
2021,Kazakhstan,KAZ,7480049.11579862
2022,Kazakhstan,KAZ,7514216.99350964
2023,Kazakhstan,KAZ,7548384.87122066
2024,Kazakhstan,KAZ,7582552.74893168
2025,Kazakhstan,KAZ,7616720.6266427
2026,Kazakhstan,KAZ,7641577.34539608
2027,Kazakhstan,KAZ,7666434.06414946
2028,Kazakhstan,KAZ,7691290.78290284
2029,Kazakhstan,KAZ,7716147.50165622
2030,Kazakhstan,KAZ,7741004.220409599
2031,Kazakhstan,KAZ,7761329.94821028
2032,Kazakhstan,KAZ,7781655.67601096
2033,Kazakhstan,KAZ,7801981.40381164
2034,Kazakhstan,KAZ,7822307.13161232
2035,Kazakhstan,KAZ,7842632.859413001
2036,Kazakhstan,KAZ,7859635.78898044
2037,Kazakhstan,KAZ,7876638.71854788
2038,Kazakhstan,KAZ,7893641.64811532
2039,Kazakhstan,KAZ,7910644.57768276
2040,Kazakhstan,KAZ,7927647.5072502
