iso_code3,Nation,pop_lvst_initial_cattle_nondairy,Year
CMR,Cameroon,6041029,2032
CMR,Cameroon,6041029,2033
CMR,Cameroon,6041029,2034
CMR,Cameroon,6041029,2035
CMR,Cameroon,6041029,2036
CMR,Cameroon,6041029,2037
CMR,Cameroon,6041029,2038
CMR,Cameroon,6041029,2039
CMR,Cameroon,6041029,2040
CMR,Cameroon,6041029,2041
CMR,Cameroon,6041029,2042
CMR,Cameroon,6041029,2043
CMR,Cameroon,6041029,2044
CMR,Cameroon,6041029,2045
CMR,Cameroon,6041029,2046
CMR,Cameroon,6041029,2047
CMR,Cameroon,6041029,2048
CMR,Cameroon,6041029,2049
CMR,Cameroon,6041029,2050
CAN,Canada,11515000,2023
CAN,Canada,11515000,2024
CAN,Canada,11515000,2025
CAN,Canada,11515000,2026
CAN,Canada,11515000,2027
CAN,Canada,11515000,2028
CAN,Canada,11515000,2029
CAN,Canada,11515000,2030
CAN,Canada,11515000,2031
CAN,Canada,11515000,2032
CAN,Canada,11515000,2033
CAN,Canada,11515000,2034
CAN,Canada,11515000,2035
CAN,Canada,11515000,2036
CAN,Canada,11515000,2037
CAN,Canada,11515000,2038
CAN,Canada,11515000,2039
CAN,Canada,11515000,2040
CAN,Canada,11515000,2041
CAN,Canada,11515000,2042
CAN,Canada,11515000,2043
CAN,Canada,11515000,2044
CAN,Canada,11515000,2045
CAN,Canada,11515000,2046
CAN,Canada,11515000,2047
CAN,Canada,11515000,2048
CAN,Canada,11515000,2049
CAN,Canada,11515000,2050
CAF,Central African Republic,4780719,2023
CAF,Central African Republic,4780719,2024
CAF,Central African Republic,4780719,2025
CAF,Central African Republic,4780719,2026
CAF,Central African Republic,4780719,2027
CAF,Central African Republic,4780719,2028
CAF,Central African Republic,4780719,2029
CAF,Central African Republic,4780719,2030
CAF,Central African Republic,4780719,2031
CAF,Central African Republic,4780719,2032
CAF,Central African Republic,4780719,2033
CAF,Central African Republic,4780719,2034
CAF,Central African Republic,4780719,2035
CAF,Central African Republic,4780719,2036
CAF,Central African Republic,4780719,2037
CAF,Central African Republic,4780719,2038
CAF,Central African Republic,4780719,2039
CAF,Central African Republic,4780719,2040
CAF,Central African Republic,4780719,2041
CAF,Central African Republic,4780719,2042
CAF,Central African Republic,4780719,2043
CAF,Central African Republic,4780719,2044
CAF,Central African Republic,4780719,2045
CAF,Central African Republic,4780719,2046
CAF,Central African Republic,4780719,2047
CAF,Central African Republic,4780719,2048
CAF,Central African Republic,4780719,2049
CAF,Central African Republic,4780719,2050
TCD,Chad,35749982,2023
TCD,Chad,35749982,2024
TCD,Chad,35749982,2025
TCD,Chad,35749982,2026
TCD,Chad,35749982,2027
TCD,Chad,35749982,2028
TCD,Chad,35749982,2029
TCD,Chad,35749982,2030
TCD,Chad,35749982,2031
TCD,Chad,35749982,2032
TCD,Chad,35749982,2033
TCD,Chad,35749982,2034
TCD,Chad,35749982,2035
TCD,Chad,35749982,2036
TCD,Chad,35749982,2037
TCD,Chad,35749982,2038
TCD,Chad,35749982,2039
TCD,Chad,35749982,2040
TCD,Chad,35749982,2041
TCD,Chad,35749982,2042
TCD,Chad,35749982,2043
TCD,Chad,35749982,2044
TCD,Chad,35749982,2045
TCD,Chad,35749982,2046
TCD,Chad,35749982,2047
TCD,Chad,35749982,2048
TCD,Chad,35749982,2049
TCD,Chad,35749982,2050
CHL,Chile,2955355,2023
CHL,Chile,2955355,2024
CHL,Chile,2955355,2025
CHL,Chile,2955355,2026
CHL,Chile,2955355,2027
CHL,Chile,2955355,2028
CHL,Chile,2955355,2029
CHL,Chile,2955355,2030
CHL,Chile,2955355,2031
CHL,Chile,2955355,2032
CHL,Chile,2955355,2033
CHL,Chile,2955355,2034
CHL,Chile,2955355,2035
CHL,Chile,2955355,2036
CHL,Chile,2955355,2037
CHL,Chile,2955355,2038
CHL,Chile,2955355,2039
CHL,Chile,2955355,2040
CHL,Chile,2955355,2041
CHL,Chile,2955355,2042
CHL,Chile,2955355,2043
CHL,Chile,2955355,2044
CHL,Chile,2955355,2045
CHL,Chile,2955355,2046
CHL,Chile,2955355,2047
CHL,Chile,2955355,2048
CHL,Chile,2955355,2049
CHL,Chile,2955355,2050
CHN,China,61390129,2023
CHN,China,61390129,2024
CHN,China,61390129,2025
CHN,China,61390129,2026
CHN,China,61390129,2027
CHN,China,61390129,2028
CHN,China,61390129,2029
CHN,China,61390129,2030
CHN,China,61390129,2031
CHN,China,61390129,2032
CHN,China,61390129,2033
CHN,China,61390129,2034
CHN,China,61390129,2035
CHN,China,61390129,2036
CHN,China,61390129,2037
CHN,China,61390129,2038
CHN,China,61390129,2039
CHN,China,61390129,2040
CHN,China,61390129,2041
CHN,China,61390129,2042
CHN,China,61390129,2043
CHN,China,61390129,2044
CHN,China,61390129,2045
CHN,China,61390129,2046
CHN,China,61390129,2047
CHN,China,61390129,2048
CHN,China,61390129,2049
CHN,China,61390129,2050
HKG,"China, Hong Kong SAR",1580,2023
HKG,"China, Hong Kong SAR",1580,2024
HKG,"China, Hong Kong SAR",1580,2025
HKG,"China, Hong Kong SAR",1580,2026
HKG,"China, Hong Kong SAR",1580,2027
HKG,"China, Hong Kong SAR",1580,2028
HKG,"China, Hong Kong SAR",1580,2029
HKG,"China, Hong Kong SAR",1580,2030
HKG,"China, Hong Kong SAR",1580,2031
HKG,"China, Hong Kong SAR",1580,2032
HKG,"China, Hong Kong SAR",1580,2033
HKG,"China, Hong Kong SAR",1580,2034
HKG,"China, Hong Kong SAR",1580,2035
HKG,"China, Hong Kong SAR",1580,2036
HKG,"China, Hong Kong SAR",1580,2037
HKG,"China, Hong Kong SAR",1580,2038
HKG,"China, Hong Kong SAR",1580,2039
HKG,"China, Hong Kong SAR",1580,2040
HKG,"China, Hong Kong SAR",1580,2041
HKG,"China, Hong Kong SAR",1580,2042
HKG,"China, Hong Kong SAR",1580,2043
HKG,"China, Hong Kong SAR",1580,2044
HKG,"China, Hong Kong SAR",1580,2045
HKG,"China, Hong Kong SAR",1580,2046
HKG,"China, Hong Kong SAR",1580,2047
HKG,"China, Hong Kong SAR",1580,2048
HKG,"China, Hong Kong SAR",1580,2049
HKG,"China, Hong Kong SAR",1580,2050
"China, mainland","China, mainland",61230315,2023
"China, mainland","China, mainland",61230315,2024
"China, mainland","China, mainland",61230315,2025
"China, mainland","China, mainland",61230315,2026
"China, mainland","China, mainland",61230315,2027
"China, mainland","China, mainland",61230315,2028
"China, mainland","China, mainland",61230315,2029
"China, mainland","China, mainland",61230315,2030
"China, mainland","China, mainland",61230315,2031
"China, mainland","China, mainland",61230315,2032
"China, mainland","China, mainland",61230315,2033
"China, mainland","China, mainland",61230315,2034
"China, mainland","China, mainland",61230315,2035
"China, mainland","China, mainland",61230315,2036
"China, mainland","China, mainland",61230315,2037
"China, mainland","China, mainland",61230315,2038
"China, mainland","China, mainland",61230315,2039
"China, mainland","China, mainland",61230315,2040
"China, mainland","China, mainland",61230315,2041
"China, mainland","China, mainland",61230315,2042
"China, mainland","China, mainland",61230315,2043
"China, mainland","China, mainland",61230315,2044
"China, mainland","China, mainland",61230315,2045
"China, mainland","China, mainland",61230315,2046
"China, mainland","China, mainland",61230315,2047
"China, mainland","China, mainland",61230315,2048
"China, mainland","China, mainland",61230315,2049
"China, mainland","China, mainland",61230315,2050
"China, Taiwan Province of","China, Taiwan Province of",158235,2023
"China, Taiwan Province of","China, Taiwan Province of",158235,2024
"China, Taiwan Province of","China, Taiwan Province of",158235,2025
"China, Taiwan Province of","China, Taiwan Province of",158235,2026
"China, Taiwan Province of","China, Taiwan Province of",158235,2027
"China, Taiwan Province of","China, Taiwan Province of",158235,2028
"China, Taiwan Province of","China, Taiwan Province of",158235,2029
"China, Taiwan Province of","China, Taiwan Province of",158235,2030
"China, Taiwan Province of","China, Taiwan Province of",158235,2031
"China, Taiwan Province of","China, Taiwan Province of",158235,2032
"China, Taiwan Province of","China, Taiwan Province of",158235,2033
"China, Taiwan Province of","China, Taiwan Province of",158235,2034
"China, Taiwan Province of","China, Taiwan Province of",158235,2035
"China, Taiwan Province of","China, Taiwan Province of",158235,2036
"China, Taiwan Province of","China, Taiwan Province of",158235,2037
"China, Taiwan Province of","China, Taiwan Province of",158235,2038
"China, Taiwan Province of","China, Taiwan Province of",158235,2039
"China, Taiwan Province of","China, Taiwan Province of",158235,2040
"China, Taiwan Province of","China, Taiwan Province of",158235,2041
"China, Taiwan Province of","China, Taiwan Province of",158235,2042
"China, Taiwan Province of","China, Taiwan Province of",158235,2043
"China, Taiwan Province of","China, Taiwan Province of",158235,2044
"China, Taiwan Province of","China, Taiwan Province of",158235,2045
"China, Taiwan Province of","China, Taiwan Province of",158235,2046
"China, Taiwan Province of","China, Taiwan Province of",158235,2047
"China, Taiwan Province of","China, Taiwan Province of",158235,2048
"China, Taiwan Province of","China, Taiwan Province of",158235,2049
"China, Taiwan Province of","China, Taiwan Province of",158235,2050
COL,Colombia,29642539,2023
COL,Colombia,29642539,2024
COL,Colombia,29642539,2025
COL,Colombia,29642539,2026
COL,Colombia,29642539,2027
COL,Colombia,29642539,2028
COL,Colombia,29642539,2029
COL,Colombia,29642539,2030
COL,Colombia,29642539,2031
COL,Colombia,29642539,2032
COL,Colombia,29642539,2033
COL,Colombia,29642539,2034
COL,Colombia,29642539,2035
COL,Colombia,29642539,2036
COL,Colombia,29642539,2037
COL,Colombia,29642539,2038
COL,Colombia,29642539,2039
COL,Colombia,29642539,2040
COL,Colombia,29642539,2041
COL,Colombia,29642539,2042
COL,Colombia,29642539,2043
COL,Colombia,29642539,2044
COL,Colombia,29642539,2045
COL,Colombia,29642539,2046
COL,Colombia,29642539,2047
COL,Colombia,29642539,2048
COL,Colombia,29642539,2049
COL,Colombia,29642539,2050
COM,Comoros,51344,2023
COM,Comoros,51344,2024
COM,Comoros,51344,2025
COM,Comoros,51344,2026
COM,Comoros,51344,2027
COM,Comoros,51344,2028
COM,Comoros,51344,2029
COM,Comoros,51344,2030
COM,Comoros,51344,2031
COM,Comoros,51344,2032
COM,Comoros,51344,2033
COM,Comoros,51344,2034
COM,Comoros,51344,2035
COM,Comoros,51344,2036
COM,Comoros,51344,2037
COM,Comoros,51344,2038
COM,Comoros,51344,2039
COM,Comoros,51344,2040
COM,Comoros,51344,2041
COM,Comoros,51344,2042
COM,Comoros,51344,2043
COM,Comoros,51344,2044
COM,Comoros,51344,2045
COM,Comoros,51344,2046
COM,Comoros,51344,2047
COM,Comoros,51344,2048
COM,Comoros,51344,2049
COM,Comoros,51344,2050
COG,Congo,335192,2023
COG,Congo,335192,2024
COG,Congo,335192,2025
COG,Congo,335192,2026
COG,Congo,335192,2027
COG,Congo,335192,2028
COG,Congo,335192,2029
COG,Congo,335192,2030
COG,Congo,335192,2031
COG,Congo,335192,2032
COG,Congo,335192,2033
COG,Congo,335192,2034
COG,Congo,335192,2035
COG,Congo,335192,2036
COG,Congo,335192,2037
COG,Congo,335192,2038
COG,Congo,335192,2039
COG,Congo,335192,2040
COG,Congo,335192,2041
COG,Congo,335192,2042
COG,Congo,335192,2043
COG,Congo,335192,2044
COG,Congo,335192,2045
COG,Congo,335192,2046
COG,Congo,335192,2047
COG,Congo,335192,2048
COG,Congo,335192,2049
COG,Congo,335192,2050
COK,Cook Islands,109,2023
COK,Cook Islands,109,2024
COK,Cook Islands,109,2025
COK,Cook Islands,109,2026
COK,Cook Islands,109,2027
COK,Cook Islands,109,2028
COK,Cook Islands,109,2029
COK,Cook Islands,109,2030
COK,Cook Islands,109,2031
COK,Cook Islands,109,2032
COK,Cook Islands,109,2033
COK,Cook Islands,109,2034
COK,Cook Islands,109,2035
COK,Cook Islands,109,2036
COK,Cook Islands,109,2037
COK,Cook Islands,109,2038
COK,Cook Islands,109,2039
COK,Cook Islands,109,2040
COK,Cook Islands,109,2041
COK,Cook Islands,109,2042
COK,Cook Islands,109,2043
COK,Cook Islands,109,2044
COK,Cook Islands,109,2045
COK,Cook Islands,109,2046
COK,Cook Islands,109,2047
COK,Cook Islands,109,2048
COK,Cook Islands,109,2049
COK,Cook Islands,109,2050
CRI,Costa Rica,1675490,2023
CRI,Costa Rica,1675490,2024
CRI,Costa Rica,1675490,2025
CRI,Costa Rica,1675490,2026
CRI,Costa Rica,1675490,2027
CRI,Costa Rica,1675490,2028
CRI,Costa Rica,1675490,2029
CRI,Costa Rica,1675490,2030
CRI,Costa Rica,1675490,2031
CRI,Costa Rica,1675490,2032
CRI,Costa Rica,1675490,2033
CRI,Costa Rica,1675490,2034
CRI,Costa Rica,1675490,2035
CRI,Costa Rica,1675490,2036
CRI,Costa Rica,1675490,2037
CRI,Costa Rica,1675490,2038
CRI,Costa Rica,1675490,2039
CRI,Costa Rica,1675490,2040
CRI,Costa Rica,1675490,2041
CRI,Costa Rica,1675490,2042
CRI,Costa Rica,1675490,2043
CRI,Costa Rica,1675490,2044
CRI,Costa Rica,1675490,2045
CRI,Costa Rica,1675490,2046
CRI,Costa Rica,1675490,2047
CRI,Costa Rica,1675490,2048
CRI,Costa Rica,1675490,2049
CRI,Costa Rica,1675490,2050
CIV,Côte d'Ivoire,1785057,2023
CIV,Côte d'Ivoire,1785057,2024
CIV,Côte d'Ivoire,1785057,2025
CIV,Côte d'Ivoire,1785057,2026
CIV,Côte d'Ivoire,1785057,2027
CIV,Côte d'Ivoire,1785057,2028
CIV,Côte d'Ivoire,1785057,2029
CIV,Côte d'Ivoire,1785057,2030
CIV,Côte d'Ivoire,1785057,2031
CIV,Côte d'Ivoire,1785057,2032
CIV,Côte d'Ivoire,1785057,2033
CIV,Côte d'Ivoire,1785057,2034
CIV,Côte d'Ivoire,1785057,2035
CIV,Côte d'Ivoire,1785057,2036
CIV,Côte d'Ivoire,1785057,2037
CIV,Côte d'Ivoire,1785057,2038
CIV,Côte d'Ivoire,1785057,2039
CIV,Côte d'Ivoire,1785057,2040
CIV,Côte d'Ivoire,1785057,2041
CIV,Côte d'Ivoire,1785057,2042
CIV,Côte d'Ivoire,1785057,2043
CIV,Côte d'Ivoire,1785057,2044
CIV,Côte d'Ivoire,1785057,2045
CIV,Côte d'Ivoire,1785057,2046
CIV,Côte d'Ivoire,1785057,2047
CIV,Côte d'Ivoire,1785057,2048
CIV,Côte d'Ivoire,1785057,2049
CIV,Côte d'Ivoire,1785057,2050
HRV,Croatia,422000,2023
HRV,Croatia,422000,2024
HRV,Croatia,422000,2025
HRV,Croatia,422000,2026
HRV,Croatia,422000,2027
HRV,Croatia,422000,2028
HRV,Croatia,422000,2029
HRV,Croatia,422000,2030
HRV,Croatia,422000,2031
HRV,Croatia,422000,2032
HRV,Croatia,422000,2033
HRV,Croatia,422000,2034
HRV,Croatia,422000,2035
HRV,Croatia,422000,2036
HRV,Croatia,422000,2037
HRV,Croatia,422000,2038
HRV,Croatia,422000,2039
HRV,Croatia,422000,2040
HRV,Croatia,422000,2041
HRV,Croatia,422000,2042
HRV,Croatia,422000,2043
HRV,Croatia,422000,2044
HRV,Croatia,422000,2045
HRV,Croatia,422000,2046
HRV,Croatia,422000,2047
HRV,Croatia,422000,2048
HRV,Croatia,422000,2049
HRV,Croatia,422000,2050
CUB,Cuba,3516400,2023
CUB,Cuba,3516400,2024
CUB,Cuba,3516400,2025
CUB,Cuba,3516400,2026
CUB,Cuba,3516400,2027
CUB,Cuba,3516400,2028
CUB,Cuba,3516400,2029
CUB,Cuba,3516400,2030
CUB,Cuba,3516400,2031
CUB,Cuba,3516400,2032
CUB,Cuba,3516400,2033
CUB,Cuba,3516400,2034
CUB,Cuba,3516400,2035
CUB,Cuba,3516400,2036
CUB,Cuba,3516400,2037
CUB,Cuba,3516400,2038
CUB,Cuba,3516400,2039
CUB,Cuba,3516400,2040
CUB,Cuba,3516400,2041
CUB,Cuba,3516400,2042
CUB,Cuba,3516400,2043
CUB,Cuba,3516400,2044
CUB,Cuba,3516400,2045
CUB,Cuba,3516400,2046
CUB,Cuba,3516400,2047
CUB,Cuba,3516400,2048
CUB,Cuba,3516400,2049
CUB,Cuba,3516400,2050
CYP,Cyprus,81440,2023
CYP,Cyprus,81440,2024
CYP,Cyprus,81440,2025
CYP,Cyprus,81440,2026
CYP,Cyprus,81440,2027
CYP,Cyprus,81440,2028
CYP,Cyprus,81440,2029
CYP,Cyprus,81440,2030
CYP,Cyprus,81440,2031
CYP,Cyprus,81440,2032
CYP,Cyprus,81440,2033
CYP,Cyprus,81440,2034
CYP,Cyprus,81440,2035
CYP,Cyprus,81440,2036
CYP,Cyprus,81440,2037
CYP,Cyprus,81440,2038
CYP,Cyprus,81440,2039
CYP,Cyprus,81440,2040
CYP,Cyprus,81440,2041
CYP,Cyprus,81440,2042
CYP,Cyprus,81440,2043
CYP,Cyprus,81440,2044
CYP,Cyprus,81440,2045
CYP,Cyprus,81440,2046
CYP,Cyprus,81440,2047
CYP,Cyprus,81440,2048
CYP,Cyprus,81440,2049
CYP,Cyprus,81440,2050
CZE,Czechia,1390490,2023
CZE,Czechia,1390490,2024
CZE,Czechia,1390490,2025
CZE,Czechia,1390490,2026
CZE,Czechia,1390490,2027
CZE,Czechia,1390490,2028
CZE,Czechia,1390490,2029
CZE,Czechia,1390490,2030
CZE,Czechia,1390490,2031
CZE,Czechia,1390490,2032
CZE,Czechia,1390490,2033
CZE,Czechia,1390490,2034
CZE,Czechia,1390490,2035
CZE,Czechia,1390490,2036
CZE,Czechia,1390490,2037
CZE,Czechia,1390490,2038
CZE,Czechia,1390490,2039
CZE,Czechia,1390490,2040
CZE,Czechia,1390490,2041
CZE,Czechia,1390490,2042
CZE,Czechia,1390490,2043
CZE,Czechia,1390490,2044
CZE,Czechia,1390490,2045
CZE,Czechia,1390490,2046
CZE,Czechia,1390490,2047
CZE,Czechia,1390490,2048
CZE,Czechia,1390490,2049
CZE,Czechia,1390490,2050
PRK,Democratic People's Republic of Korea,569438,2023
PRK,Democratic People's Republic of Korea,569438,2024
PRK,Democratic People's Republic of Korea,569438,2025
PRK,Democratic People's Republic of Korea,569438,2026
PRK,Democratic People's Republic of Korea,569438,2027
PRK,Democratic People's Republic of Korea,569438,2028
PRK,Democratic People's Republic of Korea,569438,2029
PRK,Democratic People's Republic of Korea,569438,2030
PRK,Democratic People's Republic of Korea,569438,2031
PRK,Democratic People's Republic of Korea,569438,2032
PRK,Democratic People's Republic of Korea,569438,2033
PRK,Democratic People's Republic of Korea,569438,2034
PRK,Democratic People's Republic of Korea,569438,2035
PRK,Democratic People's Republic of Korea,569438,2036
PRK,Democratic People's Republic of Korea,569438,2037
PRK,Democratic People's Republic of Korea,569438,2038
PRK,Democratic People's Republic of Korea,569438,2039
PRK,Democratic People's Republic of Korea,569438,2040
PRK,Democratic People's Republic of Korea,569438,2041
PRK,Democratic People's Republic of Korea,569438,2042
PRK,Democratic People's Republic of Korea,569438,2043
PRK,Democratic People's Republic of Korea,569438,2044
PRK,Democratic People's Republic of Korea,569438,2045
PRK,Democratic People's Republic of Korea,569438,2046
PRK,Democratic People's Republic of Korea,569438,2047
PRK,Democratic People's Republic of Korea,569438,2048
PRK,Democratic People's Republic of Korea,569438,2049
PRK,Democratic People's Republic of Korea,569438,2050
COD,Democratic Republic of the Congo,1582653,2023
COD,Democratic Republic of the Congo,1582653,2024
COD,Democratic Republic of the Congo,1582653,2025
COD,Democratic Republic of the Congo,1582653,2026
COD,Democratic Republic of the Congo,1582653,2027
COD,Democratic Republic of the Congo,1582653,2028
COD,Democratic Republic of the Congo,1582653,2029
COD,Democratic Republic of the Congo,1582653,2030
COD,Democratic Republic of the Congo,1582653,2031
COD,Democratic Republic of the Congo,1582653,2032
COD,Democratic Republic of the Congo,1582653,2033
COD,Democratic Republic of the Congo,1582653,2034
COD,Democratic Republic of the Congo,1582653,2035
COD,Democratic Republic of the Congo,1582653,2036
COD,Democratic Republic of the Congo,1582653,2037
COD,Democratic Republic of the Congo,1582653,2038
COD,Democratic Republic of the Congo,1582653,2039
COD,Democratic Republic of the Congo,1582653,2040
COD,Democratic Republic of the Congo,1582653,2041
COD,Democratic Republic of the Congo,1582653,2042
COD,Democratic Republic of the Congo,1582653,2043
COD,Democratic Republic of the Congo,1582653,2044
COD,Democratic Republic of the Congo,1582653,2045
COD,Democratic Republic of the Congo,1582653,2046
COD,Democratic Republic of the Congo,1582653,2047
COD,Democratic Republic of the Congo,1582653,2048
COD,Democratic Republic of the Congo,1582653,2049
COD,Democratic Republic of the Congo,1582653,2050
DNK,Denmark,1466000,2023
DNK,Denmark,1466000,2024
DNK,Denmark,1466000,2025
DNK,Denmark,1466000,2026
DNK,Denmark,1466000,2027
DNK,Denmark,1466000,2028
DNK,Denmark,1466000,2029
DNK,Denmark,1466000,2030
DNK,Denmark,1466000,2031
DNK,Denmark,1466000,2032
DNK,Denmark,1466000,2033
DNK,Denmark,1466000,2034
DNK,Denmark,1466000,2035
DNK,Denmark,1466000,2036
DNK,Denmark,1466000,2037
DNK,Denmark,1466000,2038
DNK,Denmark,1466000,2039
DNK,Denmark,1466000,2040
DNK,Denmark,1466000,2041
DNK,Denmark,1466000,2042
DNK,Denmark,1466000,2043
DNK,Denmark,1466000,2044
DNK,Denmark,1466000,2045
DNK,Denmark,1466000,2046
DNK,Denmark,1466000,2047
DNK,Denmark,1466000,2048
DNK,Denmark,1466000,2049
DNK,Denmark,1466000,2050
DJI,Djibouti,300871,2023
DJI,Djibouti,300871,2024
DJI,Djibouti,300871,2025
DJI,Djibouti,300871,2026
DJI,Djibouti,300871,2027
DJI,Djibouti,300871,2028
DJI,Djibouti,300871,2029
DJI,Djibouti,300871,2030
DJI,Djibouti,300871,2031
DJI,Djibouti,300871,2032
DJI,Djibouti,300871,2033
DJI,Djibouti,300871,2034
DJI,Djibouti,300871,2035
DJI,Djibouti,300871,2036
DJI,Djibouti,300871,2037
DJI,Djibouti,300871,2038
DJI,Djibouti,300871,2039
DJI,Djibouti,300871,2040
DJI,Djibouti,300871,2041
DJI,Djibouti,300871,2042
DJI,Djibouti,300871,2043
DJI,Djibouti,300871,2044
DJI,Djibouti,300871,2045
DJI,Djibouti,300871,2046
DJI,Djibouti,300871,2047
DJI,Djibouti,300871,2048
DJI,Djibouti,300871,2049
DJI,Djibouti,300871,2050
DMA,Dominica,13999,2023
DMA,Dominica,13999,2024
DMA,Dominica,13999,2025
DMA,Dominica,13999,2026
DMA,Dominica,13999,2027
DMA,Dominica,13999,2028
DMA,Dominica,13999,2029
DMA,Dominica,13999,2030
DMA,Dominica,13999,2031
DMA,Dominica,13999,2032
DMA,Dominica,13999,2033
DMA,Dominica,13999,2034
DMA,Dominica,13999,2035
DMA,Dominica,13999,2036
DMA,Dominica,13999,2037
DMA,Dominica,13999,2038
DMA,Dominica,13999,2039
DMA,Dominica,13999,2040
DMA,Dominica,13999,2041
DMA,Dominica,13999,2042
DMA,Dominica,13999,2043
DMA,Dominica,13999,2044
DMA,Dominica,13999,2045
DMA,Dominica,13999,2046
DMA,Dominica,13999,2047
DMA,Dominica,13999,2048
DMA,Dominica,13999,2049
DMA,Dominica,13999,2050
DOM,Dominican Republic,3073466,2023
DOM,Dominican Republic,3073466,2024
DOM,Dominican Republic,3073466,2025
DOM,Dominican Republic,3073466,2026
DOM,Dominican Republic,3073466,2027
DOM,Dominican Republic,3073466,2028
DOM,Dominican Republic,3073466,2029
DOM,Dominican Republic,3073466,2030
DOM,Dominican Republic,3073466,2031
DOM,Dominican Republic,3073466,2032
DOM,Dominican Republic,3073466,2033
DOM,Dominican Republic,3073466,2034
DOM,Dominican Republic,3073466,2035
DOM,Dominican Republic,3073466,2036
DOM,Dominican Republic,3073466,2037
DOM,Dominican Republic,3073466,2038
DOM,Dominican Republic,3073466,2039
DOM,Dominican Republic,3073466,2040
DOM,Dominican Republic,3073466,2041
DOM,Dominican Republic,3073466,2042
DOM,Dominican Republic,3073466,2043
DOM,Dominican Republic,3073466,2044
DOM,Dominican Republic,3073466,2045
DOM,Dominican Republic,3073466,2046
DOM,Dominican Republic,3073466,2047
DOM,Dominican Republic,3073466,2048
DOM,Dominican Republic,3073466,2049
DOM,Dominican Republic,3073466,2050
ECU,Ecuador,3860493,2023
ECU,Ecuador,3860493,2024
ECU,Ecuador,3860493,2025
ECU,Ecuador,3860493,2026
ECU,Ecuador,3860493,2027
ECU,Ecuador,3860493,2028
ECU,Ecuador,3860493,2029
ECU,Ecuador,3860493,2030
ECU,Ecuador,3860493,2031
ECU,Ecuador,3860493,2032
ECU,Ecuador,3860493,2033
ECU,Ecuador,3860493,2034
ECU,Ecuador,3860493,2035
ECU,Ecuador,3860493,2036
ECU,Ecuador,3860493,2037
ECU,Ecuador,3860493,2038
ECU,Ecuador,3860493,2039
ECU,Ecuador,3860493,2040
ECU,Ecuador,3860493,2041
ECU,Ecuador,3860493,2042
ECU,Ecuador,3860493,2043
ECU,Ecuador,3860493,2044
ECU,Ecuador,3860493,2045
ECU,Ecuador,3860493,2046
ECU,Ecuador,3860493,2047
ECU,Ecuador,3860493,2048
ECU,Ecuador,3860493,2049
ECU,Ecuador,3860493,2050
EGY,Egypt,3051017,2023
EGY,Egypt,3051017,2024
EGY,Egypt,3051017,2025
EGY,Egypt,3051017,2026
EGY,Egypt,3051017,2027
EGY,Egypt,3051017,2028
EGY,Egypt,3051017,2029
EGY,Egypt,3051017,2030
EGY,Egypt,3051017,2031
EGY,Egypt,3051017,2032
EGY,Egypt,3051017,2033
EGY,Egypt,3051017,2034
EGY,Egypt,3051017,2035
EGY,Egypt,3051017,2036
EGY,Egypt,3051017,2037
EGY,Egypt,3051017,2038
EGY,Egypt,3051017,2039
EGY,Egypt,3051017,2040
EGY,Egypt,3051017,2041
EGY,Egypt,3051017,2042
EGY,Egypt,3051017,2043
EGY,Egypt,3051017,2044
EGY,Egypt,3051017,2045
EGY,Egypt,3051017,2046
EGY,Egypt,3051017,2047
EGY,Egypt,3051017,2048
EGY,Egypt,3051017,2049
EGY,Egypt,3051017,2050
SLV,El Salvador,786292,2023
SLV,El Salvador,786292,2024
SLV,El Salvador,786292,2025
SLV,El Salvador,786292,2026
SLV,El Salvador,786292,2027
SLV,El Salvador,786292,2028
SLV,El Salvador,786292,2029
SLV,El Salvador,786292,2030
SLV,El Salvador,786292,2031
SLV,El Salvador,786292,2032
SLV,El Salvador,786292,2033
SLV,El Salvador,786292,2034
SLV,El Salvador,786292,2035
SLV,El Salvador,786292,2036
SLV,El Salvador,786292,2037
SLV,El Salvador,786292,2038
SLV,El Salvador,786292,2039
SLV,El Salvador,786292,2040
SLV,El Salvador,786292,2041
SLV,El Salvador,786292,2042
SLV,El Salvador,786292,2043
SLV,El Salvador,786292,2044
SLV,El Salvador,786292,2045
SLV,El Salvador,786292,2046
SLV,El Salvador,786292,2047
SLV,El Salvador,786292,2048
SLV,El Salvador,786292,2049
SLV,El Salvador,786292,2050
GNQ,Equatorial Guinea,5488,2023
GNQ,Equatorial Guinea,5488,2024
GNQ,Equatorial Guinea,5488,2025
GNQ,Equatorial Guinea,5488,2026
GNQ,Equatorial Guinea,5488,2027
GNQ,Equatorial Guinea,5488,2028
GNQ,Equatorial Guinea,5488,2029
GNQ,Equatorial Guinea,5488,2030
GNQ,Equatorial Guinea,5488,2031
GNQ,Equatorial Guinea,5488,2032
GNQ,Equatorial Guinea,5488,2033
GNQ,Equatorial Guinea,5488,2034
GNQ,Equatorial Guinea,5488,2035
GNQ,Equatorial Guinea,5488,2036
GNQ,Equatorial Guinea,5488,2037
GNQ,Equatorial Guinea,5488,2038
GNQ,Equatorial Guinea,5488,2039
GNQ,Equatorial Guinea,5488,2040
GNQ,Equatorial Guinea,5488,2041
GNQ,Equatorial Guinea,5488,2042
GNQ,Equatorial Guinea,5488,2043
GNQ,Equatorial Guinea,5488,2044
GNQ,Equatorial Guinea,5488,2045
