"iso_code3","frac_waso_initial_composition_mun_paper","Year"
"CHN",0.096,2025
"CHN",0.096,2026
"CHN",0.096,2027
"CHN",0.096,2028
"CHN",0.096,2029
"CHN",0.096,2030
"CHN",0.096,2031
"CHN",0.096,2032
"CHN",0.096,2033
"CHN",0.096,2034
"CHN",0.096,2035
"CHN",0.096,2036
"CHN",0.096,2037
"CHN",0.096,2038
"CHN",0.096,2039
"CHN",0.096,2040
"CHN",0.096,2041
"CHN",0.096,2042
"CHN",0.096,2043
"CHN",0.096,2044
"CHN",0.096,2045
"CHN",0.096,2046
"CHN",0.096,2047
"CHN",0.096,2048
"CHN",0.096,2049
"CHN",0.096,2050
"CIV",0.103768067319017,2021
"CIV",0.103768067319017,2022
"CIV",0.103768067319017,2023
"CIV",0.103768067319017,2024
"CIV",0.103768067319017,2025
"CIV",0.103768067319017,2026
"CIV",0.103768067319017,2027
"CIV",0.103768067319017,2028
"CIV",0.103768067319017,2029
"CIV",0.103768067319017,2030
"CIV",0.103768067319017,2031
"CIV",0.103768067319017,2032
"CIV",0.103768067319017,2033
"CIV",0.103768067319017,2034
"CIV",0.103768067319017,2035
"CIV",0.103768067319017,2036
"CIV",0.103768067319017,2037
"CIV",0.103768067319017,2038
"CIV",0.103768067319017,2039
"CIV",0.103768067319017,2040
"CIV",0.103768067319017,2041
"CIV",0.103768067319017,2042
"CIV",0.103768067319017,2043
"CIV",0.103768067319017,2044
"CIV",0.103768067319017,2045
"CIV",0.103768067319017,2046
"CIV",0.103768067319017,2047
"CIV",0.103768067319017,2048
"CIV",0.103768067319017,2049
"CIV",0.103768067319017,2050
"CMR",0.021,2021
"CMR",0.021,2022
"CMR",0.021,2023
"CMR",0.021,2024
"CMR",0.021,2025
"CMR",0.021,2026
"CMR",0.021,2027
"CMR",0.021,2028
"CMR",0.021,2029
"CMR",0.021,2030
"CMR",0.021,2031
"CMR",0.021,2032
"CMR",0.021,2033
"CMR",0.021,2034
"CMR",0.021,2035
"CMR",0.021,2036
"CMR",0.021,2037
"CMR",0.021,2038
"CMR",0.021,2039
"CMR",0.021,2040
"CMR",0.021,2041
"CMR",0.021,2042
"CMR",0.021,2043
"CMR",0.021,2044
"CMR",0.021,2045
"CMR",0.021,2046
"CMR",0.021,2047
"CMR",0.021,2048
"CMR",0.021,2049
"CMR",0.021,2050
"COD",0.0969989702279388,2021
"COD",0.0969989702279388,2022
"COD",0.0969989702279388,2023
"COD",0.0969989702279388,2024
"COD",0.0969989702279388,2025
"COD",0.0969989702279388,2026
"COD",0.0969989702279388,2027
"COD",0.0969989702279388,2028
"COD",0.0969989702279388,2029
"COD",0.0969989702279388,2030
"COD",0.0969989702279388,2031
"COD",0.0969989702279388,2032
"COD",0.0969989702279388,2033
"COD",0.0969989702279388,2034
"COD",0.0969989702279388,2035
"COD",0.0969989702279388,2036
"COD",0.0969989702279388,2037
"COD",0.0969989702279388,2038
"COD",0.0969989702279388,2039
"COD",0.0969989702279388,2040
"COD",0.0969989702279388,2041
"COD",0.0969989702279388,2042
"COD",0.0969989702279388,2043
"COD",0.0969989702279388,2044
"COD",0.0969989702279388,2045
"COD",0.0969989702279388,2046
"COD",0.0969989702279388,2047
"COD",0.0969989702279388,2048
"COD",0.0969989702279388,2049
"COD",0.0969989702279388,2050
"COG",0.106841510775852,2021
"COG",0.106841510775852,2022
"COG",0.106841510775852,2023
"COG",0.106841510775852,2024
"COG",0.106841510775852,2025
"COG",0.106841510775852,2026
"COG",0.106841510775852,2027
"COG",0.106841510775852,2028
"COG",0.106841510775852,2029
"COG",0.106841510775852,2030
"COG",0.106841510775852,2031
"COG",0.106841510775852,2032
"COG",0.106841510775852,2033
"COG",0.106841510775852,2034
"COG",0.106841510775852,2035
"COG",0.106841510775852,2036
"COG",0.106841510775852,2037
"COG",0.106841510775852,2038
"COG",0.106841510775852,2039
"COG",0.106841510775852,2040
"COG",0.106841510775852,2041
"COG",0.106841510775852,2042
"COG",0.106841510775852,2043
"COG",0.106841510775852,2044
"COG",0.106841510775852,2045
"COG",0.106841510775852,2046
"COG",0.106841510775852,2047
"COG",0.106841510775852,2048
"COG",0.106841510775852,2049
"COG",0.106841510775852,2050
"COL",0.084,2021
"COL",0.084,2022
"COL",0.084,2023
"COL",0.084,2024
"COL",0.084,2025
"COL",0.084,2026
"COL",0.084,2027
"COL",0.084,2028
"COL",0.084,2029
"COL",0.084,2030
"COL",0.084,2031
"COL",0.084,2032
"COL",0.084,2033
"COL",0.084,2034
"COL",0.084,2035
"COL",0.084,2036
"COL",0.084,2037
"COL",0.084,2038
"COL",0.084,2039
"COL",0.084,2040
"COL",0.084,2041
"COL",0.084,2042
"COL",0.084,2043
"COL",0.084,2044
"COL",0.084,2045
"COL",0.084,2046
"COL",0.084,2047
"COL",0.084,2048
"COL",0.084,2049
"COL",0.084,2050
"COM",0.07,2021
"COM",0.07,2022
"COM",0.07,2023
"COM",0.07,2024
"COM",0.07,2025
"COM",0.07,2026
"COM",0.07,2027
"COM",0.07,2028
"COM",0.07,2029
"COM",0.07,2030
"COM",0.07,2031
"COM",0.07,2032
"COM",0.07,2033
"COM",0.07,2034
"COM",0.07,2035
"COM",0.07,2036
"COM",0.07,2037
"COM",0.07,2038
"COM",0.07,2039
"COM",0.07,2040
"COM",0.07,2041
"COM",0.07,2042
"COM",0.07,2043
"COM",0.07,2044
"COM",0.07,2045
"COM",0.07,2046
"COM",0.07,2047
"COM",0.07,2048
"COM",0.07,2049
"COM",0.07,2050
"CPV",0.110178253874086,2021
"CPV",0.110178253874086,2022
"CPV",0.110178253874086,2023
"CPV",0.110178253874086,2024
"CPV",0.110178253874086,2025
"CPV",0.110178253874086,2026
"CPV",0.110178253874086,2027
"CPV",0.110178253874086,2028
"CPV",0.110178253874086,2029
"CPV",0.110178253874086,2030
"CPV",0.110178253874086,2031
"CPV",0.110178253874086,2032
"CPV",0.110178253874086,2033
"CPV",0.110178253874086,2034
"CPV",0.110178253874086,2035
"CPV",0.110178253874086,2036
"CPV",0.110178253874086,2037
"CPV",0.110178253874086,2038
"CPV",0.110178253874086,2039
"CPV",0.110178253874086,2040
"CPV",0.110178253874086,2041
"CPV",0.110178253874086,2042
"CPV",0.110178253874086,2043
"CPV",0.110178253874086,2044
"CPV",0.110178253874086,2045
"CPV",0.110178253874086,2046
"CPV",0.110178253874086,2047
"CPV",0.110178253874086,2048
"CPV",0.110178253874086,2049
"CPV",0.110178253874086,2050
"CRI",0.21,2021
"CRI",0.21,2022
"CRI",0.21,2023
"CRI",0.21,2024
"CRI",0.21,2025
"CRI",0.21,2026
"CRI",0.21,2027
"CRI",0.21,2028
"CRI",0.21,2029
"CRI",0.21,2030
"CRI",0.21,2031
"CRI",0.21,2032
"CRI",0.21,2033
"CRI",0.21,2034
"CRI",0.21,2035
"CRI",0.21,2036
"CRI",0.21,2037
"CRI",0.21,2038
"CRI",0.21,2039
"CRI",0.21,2040
"CRI",0.21,2041
"CRI",0.21,2042
"CRI",0.21,2043
"CRI",0.21,2044
"CRI",0.21,2045
"CRI",0.21,2046
"CRI",0.21,2047
"CRI",0.21,2048
"CRI",0.21,2049
"CRI",0.21,2050
"CUB",0.123,2021
"CUB",0.123,2022
"CUB",0.123,2023
"CUB",0.123,2024
"CUB",0.123,2025
"CUB",0.123,2026
"CUB",0.123,2027
"CUB",0.123,2028
"CUB",0.123,2029
"CUB",0.123,2030
"CUB",0.123,2031
"CUB",0.123,2032
"CUB",0.123,2033
"CUB",0.123,2034
"CUB",0.123,2035
"CUB",0.123,2036
"CUB",0.123,2037
"CUB",0.123,2038
"CUB",0.123,2039
"CUB",0.123,2040
"CUB",0.123,2041
"CUB",0.123,2042
"CUB",0.123,2043
"CUB",0.123,2044
"CUB",0.123,2045
"CUB",0.123,2046
"CUB",0.123,2047
"CUB",0.123,2048
"CUB",0.123,2049
"CUB",0.123,2050
"CUW",0.158262720835735,2021
"CUW",0.158262720835735,2022
"CUW",0.158262720835735,2023
"CUW",0.158262720835735,2024
"CUW",0.158262720835735,2025
"CUW",0.158262720835735,2026
"CUW",0.158262720835735,2027
"CUW",0.158262720835735,2028
"CUW",0.158262720835735,2029
"CUW",0.158262720835735,2030
"CUW",0.158262720835735,2031
"CUW",0.158262720835735,2032
"CUW",0.158262720835735,2033
"CUW",0.158262720835735,2034
"CUW",0.158262720835735,2035
"CUW",0.158262720835735,2036
"CUW",0.158262720835735,2037
"CUW",0.158262720835735,2038
"CUW",0.158262720835735,2039
"CUW",0.158262720835735,2040
"CUW",0.158262720835735,2041
"CUW",0.158262720835735,2042
"CUW",0.158262720835735,2043
"CUW",0.158262720835735,2044
"CUW",0.158262720835735,2045
"CUW",0.158262720835735,2046
"CUW",0.158262720835735,2047
"CUW",0.158262720835735,2048
"CUW",0.158262720835735,2049
"CUW",0.158262720835735,2050
"CYM",0.311,2021
"CYM",0.311,2022
"CYM",0.311,2023
"CYM",0.311,2024
"CYM",0.311,2025
"CYM",0.311,2026
"CYM",0.311,2027
"CYM",0.311,2028
"CYM",0.311,2029
"CYM",0.311,2030
"CYM",0.311,2031
"CYM",0.311,2032
"CYM",0.311,2033
"CYM",0.311,2034
"CYM",0.311,2035
"CYM",0.311,2036
"CYM",0.311,2037
"CYM",0.311,2038
"CYM",0.311,2039
"CYM",0.311,2040
"CYM",0.311,2041
"CYM",0.311,2042
"CYM",0.311,2043
"CYM",0.311,2044
"CYM",0.311,2045
"CYM",0.311,2046
"CYM",0.311,2047
"CYM",0.311,2048
"CYM",0.311,2049
"CYM",0.311,2050
"CYP",0.257,2021
"CYP",0.257,2022
"CYP",0.257,2023
"CYP",0.257,2024
"CYP",0.257,2025
"CYP",0.257,2026
"CYP",0.257,2027
"CYP",0.257,2028
"CYP",0.257,2029
"CYP",0.257,2030
"CYP",0.257,2031
"CYP",0.257,2032
"CYP",0.257,2033
"CYP",0.257,2034
"CYP",0.257,2035
"CYP",0.257,2036
"CYP",0.257,2037
"CYP",0.257,2038
"CYP",0.257,2039
"CYP",0.257,2040
"CYP",0.257,2041
"CYP",0.257,2042
"CYP",0.257,2043
"CYP",0.257,2044
"CYP",0.257,2045
"CYP",0.257,2046
"CYP",0.257,2047
"CYP",0.257,2048
"CYP",0.257,2049
"CYP",0.257,2050
"CZE",0.091,2021
"CZE",0.091,2022
"CZE",0.091,2023
"CZE",0.091,2024
"CZE",0.091,2025
"CZE",0.091,2026
"CZE",0.091,2027
"CZE",0.091,2028
"CZE",0.091,2029
"CZE",0.091,2030
"CZE",0.091,2031
"CZE",0.091,2032
"CZE",0.091,2033
"CZE",0.091,2034
"CZE",0.091,2035
"CZE",0.091,2036
"CZE",0.091,2037
"CZE",0.091,2038
"CZE",0.091,2039
"CZE",0.091,2040
"CZE",0.091,2041
"CZE",0.091,2042
"CZE",0.091,2043
"CZE",0.091,2044
"CZE",0.091,2045
"CZE",0.091,2046
"CZE",0.091,2047
"CZE",0.091,2048
"CZE",0.091,2049
"CZE",0.091,2050
"DEU",0.24,2021
"DEU",0.24,2022
"DEU",0.24,2023
"DEU",0.24,2024
"DEU",0.24,2025
"DEU",0.24,2026
"DEU",0.24,2027
"DEU",0.24,2028
"DEU",0.24,2029
"DEU",0.24,2030
"DEU",0.24,2031
"DEU",0.24,2032
"DEU",0.24,2033
"DEU",0.24,2034
"DEU",0.24,2035
"DEU",0.24,2036
"DEU",0.24,2037
"DEU",0.24,2038
"DEU",0.24,2039
"DEU",0.24,2040
"DEU",0.24,2041
"DEU",0.24,2042
"DEU",0.24,2043
"DEU",0.24,2044
"DEU",0.24,2045
"DEU",0.24,2046
"DEU",0.24,2047
"DEU",0.24,2048
"DEU",0.24,2049
"DEU",0.24,2050
"DJI",0.110727265539822,2021
"DJI",0.110727265539822,2022
"DJI",0.110727265539822,2023
"DJI",0.110727265539822,2024
"DJI",0.110727265539822,2025
"DJI",0.110727265539822,2026
"DJI",0.110727265539822,2027
"DJI",0.110727265539822,2028
"DJI",0.110727265539822,2029
"DJI",0.110727265539822,2030
"DJI",0.110727265539822,2031
"DJI",0.110727265539822,2032
"DJI",0.110727265539822,2033
"DJI",0.110727265539822,2034
"DJI",0.110727265539822,2035
"DJI",0.110727265539822,2036
"DJI",0.110727265539822,2037
"DJI",0.110727265539822,2038
"DJI",0.110727265539822,2039
"DJI",0.110727265539822,2040
"DJI",0.110727265539822,2041
"DJI",0.110727265539822,2042
"DJI",0.110727265539822,2043
"DJI",0.110727265539822,2044
"DJI",0.110727265539822,2045
"DJI",0.110727265539822,2046
"DJI",0.110727265539822,2047
"DJI",0.110727265539822,2048
"DJI",0.110727265539822,2049
"DJI",0.110727265539822,2050
"DMA",0.12,2021
"DMA",0.12,2022
"DMA",0.12,2023
"DMA",0.12,2024
"DMA",0.12,2025
"DMA",0.12,2026
"DMA",0.12,2027
"DMA",0.12,2028
"DMA",0.12,2029
"DMA",0.12,2030
"DMA",0.12,2031
"DMA",0.12,2032
"DMA",0.12,2033
"DMA",0.12,2034
"DMA",0.12,2035
"DMA",0.12,2036
"DMA",0.12,2037
"DMA",0.12,2038
"DMA",0.12,2039
"DMA",0.12,2040
"DMA",0.12,2041
"DMA",0.12,2042
"DMA",0.12,2043
"DMA",0.12,2044
"DMA",0.12,2045
"DMA",0.12,2046
"DMA",0.12,2047
"DMA",0.12,2048
"DMA",0.12,2049
"DMA",0.12,2050
"DNK",0.1157,2021
"DNK",0.1157,2022
"DNK",0.1157,2023
"DNK",0.1157,2024
"DNK",0.1157,2025
"DNK",0.1157,2026
"DNK",0.1157,2027
"DNK",0.1157,2028
"DNK",0.1157,2029
"DNK",0.1157,2030
"DNK",0.1157,2031
"DNK",0.1157,2032
"DNK",0.1157,2033
"DNK",0.1157,2034
"DNK",0.1157,2035
"DNK",0.1157,2036
"DNK",0.1157,2037
"DNK",0.1157,2038
"DNK",0.1157,2039
"DNK",0.1157,2040
"DNK",0.1157,2041
"DNK",0.1157,2042
"DNK",0.1157,2043
"DNK",0.1157,2044
"DNK",0.1157,2045
"DNK",0.1157,2046
"DNK",0.1157,2047
"DNK",0.1157,2048
"DNK",0.1157,2049
"DNK",0.1157,2050
"DOM",0.16,2021
"DOM",0.16,2022
"DOM",0.16,2023
"DOM",0.16,2024
"DOM",0.16,2025
"DOM",0.16,2026
"DOM",0.16,2027
"DOM",0.16,2028
"DOM",0.16,2029
"DOM",0.16,2030
"DOM",0.16,2031
"DOM",0.16,2032
"DOM",0.16,2033
"DOM",0.16,2034
"DOM",0.16,2035
"DOM",0.16,2036
"DOM",0.16,2037
"DOM",0.16,2038
"DOM",0.16,2039
"DOM",0.16,2040
"DOM",0.16,2041
"DOM",0.16,2042
"DOM",0.16,2043
"DOM",0.16,2044
"DOM",0.16,2045
"DOM",0.16,2046
"DOM",0.16,2047
"DOM",0.16,2048
"DOM",0.16,2049
"DOM",0.16,2050
"DZA",0.098,2021
"DZA",0.098,2022
"DZA",0.098,2023
"DZA",0.098,2024
"DZA",0.098,2025
"DZA",0.098,2026
"DZA",0.098,2027
"DZA",0.098,2028
"DZA",0.098,2029
"DZA",0.098,2030
"DZA",0.098,2031
"DZA",0.098,2032
"DZA",0.098,2033
"DZA",0.098,2034
"DZA",0.098,2035
"DZA",0.098,2036
"DZA",0.098,2037
"DZA",0.098,2038
"DZA",0.098,2039
"DZA",0.098,2040
"DZA",0.098,2041
"DZA",0.098,2042
"DZA",0.098,2043
"DZA",0.098,2044
"DZA",0.098,2045
"DZA",0.098,2046
"DZA",0.098,2047
"DZA",0.098,2048
"DZA",0.098,2049
"DZA",0.098,2050
"ECU",0.1025,2021
"ECU",0.1025,2022
"ECU",0.1025,2023
"ECU",0.1025,2024
"ECU",0.1025,2025
"ECU",0.1025,2026
"ECU",0.1025,2027
"ECU",0.1025,2028
"ECU",0.1025,2029
"ECU",0.1025,2030
"ECU",0.1025,2031
"ECU",0.1025,2032
"ECU",0.1025,2033
"ECU",0.1025,2034
"ECU",0.1025,2035
"ECU",0.1025,2036
"ECU",0.1025,2037
"ECU",0.1025,2038
"ECU",0.1025,2039
"ECU",0.1025,2040
"ECU",0.1025,2041
"ECU",0.1025,2042
"ECU",0.1025,2043
"ECU",0.1025,2044
"ECU",0.1025,2045
"ECU",0.1025,2046
"ECU",0.1025,2047
"ECU",0.1025,2048
"ECU",0.1025,2049
"ECU",0.1025,2050
"EGY",0.1,2021
"EGY",0.1,2022
"EGY",0.1,2023
"EGY",0.1,2024
"EGY",0.1,2025
"EGY",0.1,2026
"EGY",0.1,2027
"EGY",0.1,2028
"EGY",0.1,2029
"EGY",0.1,2030
"EGY",0.1,2031
"EGY",0.1,2032
"EGY",0.1,2033
"EGY",0.1,2034
"EGY",0.1,2035
"EGY",0.1,2036
"EGY",0.1,2037
"EGY",0.1,2038
"EGY",0.1,2039
"EGY",0.1,2040
"EGY",0.1,2041
"EGY",0.1,2042
"EGY",0.1,2043
"EGY",0.1,2044
"EGY",0.1,2045
"EGY",0.1,2046
"EGY",0.1,2047
"EGY",0.1,2048
"EGY",0.1,2049
"EGY",0.1,2050
"ERI",0.0995746483373603,2021
"ERI",0.0995746483373603,2022
"ERI",0.0995746483373603,2023
"ERI",0.0995746483373603,2024
"ERI",0.0995746483373603,2025
"ERI",0.0995746483373603,2026
"ERI",0.0995746483373603,2027
"ERI",0.0995746483373603,2028
"ERI",0.0995746483373603,2029
"ERI",0.0995746483373603,2030
"ERI",0.0995746483373603,2031
"ERI",0.0995746483373603,2032
"ERI",0.0995746483373603,2033
"ERI",0.0995746483373603,2034
"ERI",0.0995746483373603,2035
"ERI",0.0995746483373603,2036
"ERI",0.0995746483373603,2037
"ERI",0.0995746483373603,2038
"ERI",0.0995746483373603,2039
"ERI",0.0995746483373603,2040
"ERI",0.0995746483373603,2041
"ERI",0.0995746483373603,2042
"ERI",0.0995746483373603,2043
"ERI",0.0995746483373603,2044
"ERI",0.0995746483373603,2045
"ERI",0.0995746483373603,2046
"ERI",0.0995746483373603,2047
"ERI",0.0995746483373603,2048
"ERI",0.0995746483373603,2049
"ERI",0.0995746483373603,2050
"ESP",0.15,2021
"ESP",0.15,2022
"ESP",0.15,2023
"ESP",0.15,2024
"ESP",0.15,2025
"ESP",0.15,2026
"ESP",0.15,2027
"ESP",0.15,2028
"ESP",0.15,2029
"ESP",0.15,2030
"ESP",0.15,2031
"ESP",0.15,2032
"ESP",0.15,2033
"ESP",0.15,2034
"ESP",0.15,2035
"ESP",0.15,2036
"ESP",0.15,2037
"ESP",0.15,2038
"ESP",0.15,2039
"ESP",0.15,2040
"ESP",0.15,2041
"ESP",0.15,2042
"ESP",0.15,2043
"ESP",0.15,2044
"ESP",0.15,2045
"ESP",0.15,2046
"ESP",0.15,2047
"ESP",0.15,2048
"ESP",0.15,2049
"ESP",0.15,2050
"EST",0.175,2021
"EST",0.175,2022
"EST",0.175,2023
"EST",0.175,2024
"EST",0.175,2025
"EST",0.175,2026
"EST",0.175,2027
"EST",0.175,2028
"EST",0.175,2029
"EST",0.175,2030
"EST",0.175,2031
"EST",0.175,2032
"EST",0.175,2033
"EST",0.175,2034
"EST",0.175,2035
"EST",0.175,2036
"EST",0.175,2037
"EST",0.175,2038
"EST",0.175,2039
"EST",0.175,2040
"EST",0.175,2041
"EST",0.175,2042
"EST",0.175,2043
"EST",0.175,2044
"EST",0.175,2045
"EST",0.175,2046
"EST",0.175,2047
"EST",0.175,2048
"EST",0.175,2049
"EST",0.175,2050
"ETH",0.038,2021
"ETH",0.038,2022
"ETH",0.038,2023
"ETH",0.038,2024
"ETH",0.038,2025
"ETH",0.038,2026
"ETH",0.038,2027
"ETH",0.038,2028
"ETH",0.038,2029
"ETH",0.038,2030
"ETH",0.038,2031
"ETH",0.038,2032
"ETH",0.038,2033
"ETH",0.038,2034
"ETH",0.038,2035
"ETH",0.038,2036
"ETH",0.038,2037
"ETH",0.038,2038
"ETH",0.038,2039
"ETH",0.038,2040
"ETH",0.038,2041
"ETH",0.038,2042
"ETH",0.038,2043
"ETH",0.038,2044
"ETH",0.038,2045
"ETH",0.038,2046
"ETH",0.038,2047
"ETH",0.038,2048
"ETH",0.038,2049
"ETH",0.038,2050
"FIN",0.3783,2021
"FIN",0.3783,2022
"FIN",0.3783,2023
"FIN",0.3783,2024
"FIN",0.3783,2025
"FIN",0.3783,2026
"FIN",0.3783,2027
"FIN",0.3783,2028
"FIN",0.3783,2029
"FIN",0.3783,2030
"FIN",0.3783,2031
"FIN",0.3783,2032
"FIN",0.3783,2033
"FIN",0.3783,2034
"FIN",0.3783,2035
"FIN",0.3783,2036
"FIN",0.3783,2037
"FIN",0.3783,2038
"FIN",0.3783,2039
"FIN",0.3783,2040
"FIN",0.3783,2041
"FIN",0.3783,2042
"FIN",0.3783,2043
"FIN",0.3783,2044
"FIN",0.3783,2045
"FIN",0.3783,2046
"FIN",0.3783,2047
"FIN",0.3783,2048
"FIN",0.3783,2049
"FIN",0.3783,2050
"FJI",0.125,2021
"FJI",0.125,2022
"FJI",0.125,2023
"FJI",0.125,2024
"FJI",0.125,2025
"FJI",0.125,2026
"FJI",0.125,2027
"FJI",0.125,2028
"FJI",0.125,2029
"FJI",0.125,2030
"FJI",0.125,2031
"FJI",0.125,2032
"FJI",0.125,2033
"FJI",0.125,2034
"FJI",0.125,2035
"FJI",0.125,2036
"FJI",0.125,2037
"FJI",0.125,2038
"FJI",0.125,2039
"FJI",0.125,2040
"FJI",0.125,2041
"FJI",0.125,2042
"FJI",0.125,2043
"FJI",0.125,2044
"FJI",0.125,2045
"FJI",0.125,2046
"FJI",0.125,2047
"FJI",0.125,2048
"FJI",0.125,2049
"FJI",0.125,2050
"FRA",0.2,2021
"FRA",0.2,2022
"FRA",0.2,2023
"FRA",0.2,2024
"FRA",0.2,2025
"FRA",0.2,2026
"FRA",0.2,2027
"FRA",0.2,2028
"FRA",0.2,2029
"FRA",0.2,2030
"FRA",0.2,2031
"FRA",0.2,2032
"FRA",0.2,2033
"FRA",0.2,2034
"FRA",0.2,2035
"FRA",0.2,2036
"FRA",0.2,2037
"FRA",0.2,2038
"FRA",0.2,2039
"FRA",0.2,2040
"FRA",0.2,2041
"FRA",0.2,2042
"FRA",0.2,2043
"FRA",0.2,2044
"FRA",0.2,2045
"FRA",0.2,2046
"FRA",0.2,2047
"FRA",0.2,2048
"FRA",0.2,2049
"FRA",0.2,2050
"FRO",0.19668009200868,2021
"FRO",0.19668009200868,2022
"FRO",0.19668009200868,2023
"FRO",0.19668009200868,2024
"FRO",0.19668009200868,2025
"FRO",0.19668009200868,2026
"FRO",0.19668009200868,2027
"FRO",0.19668009200868,2028
"FRO",0.19668009200868,2029
"FRO",0.19668009200868,2030
"FRO",0.19668009200868,2031
"FRO",0.19668009200868,2032
"FRO",0.19668009200868,2033
"FRO",0.19668009200868,2034
"FRO",0.19668009200868,2035
"FRO",0.19668009200868,2036
"FRO",0.19668009200868,2037
"FRO",0.19668009200868,2038
"FRO",0.19668009200868,2039
"FRO",0.19668009200868,2040
"FRO",0.19668009200868,2041
"FRO",0.19668009200868,2042
"FRO",0.19668009200868,2043
"FRO",0.19668009200868,2044
"FRO",0.19668009200868,2045
"FRO",0.19668009200868,2046
"FRO",0.19668009200868,2047
"FRO",0.19668009200868,2048
"FRO",0.19668009200868,2049
"FRO",0.19668009200868,2050
"FSM",0.133,2021
"FSM",0.133,2022
"FSM",0.133,2023
"FSM",0.133,2024
"FSM",0.133,2025
"FSM",0.133,2026
"FSM",0.133,2027
"FSM",0.133,2028
"FSM",0.133,2029
"FSM",0.133,2030
"FSM",0.133,2031
"FSM",0.133,2032
"FSM",0.133,2033
"FSM",0.133,2034
"FSM",0.133,2035
"FSM",0.133,2036
"FSM",0.133,2037
"FSM",0.133,2038
"FSM",0.133,2039
"FSM",0.133,2040
"FSM",0.133,2041
"FSM",0.133,2042
"FSM",0.133,2043
"FSM",0.133,2044
"FSM",0.133,2045
"FSM",0.133,2046
"FSM",0.133,2047
"FSM",0.133,2048
"FSM",0.133,2049
"FSM",0.133,2050
"GAB",0.137814640780556,2021
"GAB",0.137814640780556,2022
"GAB",0.137814640780556,2023
"GAB",0.137814640780556,2024
"GAB",0.137814640780556,2025
"GAB",0.137814640780556,2026
"GAB",0.137814640780556,2027
"GAB",0.137814640780556,2028
"GAB",0.137814640780556,2029
"GAB",0.137814640780556,2030
"GAB",0.137814640780556,2031
"GAB",0.137814640780556,2032
"GAB",0.137814640780556,2033
"GAB",0.137814640780556,2034
"GAB",0.137814640780556,2035
"GAB",0.137814640780556,2036
"GAB",0.137814640780556,2037
"GAB",0.137814640780556,2038
"GAB",0.137814640780556,2039
"GAB",0.137814640780556,2040
"GAB",0.137814640780556,2041
"GAB",0.137814640780556,2042
"GAB",0.137814640780556,2043
"GAB",0.137814640780556,2044
"GAB",0.137814640780556,2045
"GAB",0.137814640780556,2046
"GAB",0.137814640780556,2047
"GAB",0.137814640780556,2048
"GAB",0.137814640780556,2049
"GAB",0.137814640780556,2050
"GBR",0.189,2021
"GBR",0.189,2022
"GBR",0.189,2023
"GBR",0.189,2024
"GBR",0.189,2025
"GBR",0.189,2026
"GBR",0.189,2027
"GBR",0.189,2028
"GBR",0.189,2029
"GBR",0.189,2030
"GBR",0.189,2031
"GBR",0.189,2032
"GBR",0.189,2033
"GBR",0.189,2034
"GBR",0.189,2035
"GBR",0.189,2036
"GBR",0.189,2037
"GBR",0.189,2038
"GBR",0.189,2039
"GBR",0.189,2040
"GBR",0.189,2041
"GBR",0.189,2042
"GBR",0.189,2043
"GBR",0.189,2044
"GBR",0.189,2045
"GBR",0.189,2046
"GBR",0.189,2047
"GBR",0.189,2048
"GBR",0.189,2049
"GBR",0.189,2050
"GEO",0.34,2021
"GEO",0.34,2022
"GEO",0.34,2023
"GEO",0.34,2024
"GEO",0.34,2025
"GEO",0.34,2026
"GEO",0.34,2027
"GEO",0.34,2028
"GEO",0.34,2029
"GEO",0.34,2030
"GEO",0.34,2031
"GEO",0.34,2032
"GEO",0.34,2033
"GEO",0.34,2034
"GEO",0.34,2035
"GEO",0.34,2036
"GEO",0.34,2037
"GEO",0.34,2038
"GEO",0.34,2039
"GEO",0.34,2040
"GEO",0.34,2041
"GEO",0.34,2042
"GEO",0.34,2043
"GEO",0.34,2044
"GEO",0.34,2045
"GEO",0.34,2046
"GEO",0.34,2047
"GEO",0.34,2048
"GEO",0.34,2049
"GEO",0.34,2050
"GHA",0.03,2021
"GHA",0.03,2022
"GHA",0.03,2023
"GHA",0.03,2024
"GHA",0.03,2025
"GHA",0.03,2026
"GHA",0.03,2027
"GHA",0.03,2028
"GHA",0.03,2029
"GHA",0.03,2030
"GHA",0.03,2031
"GHA",0.03,2032
"GHA",0.03,2033
"GHA",0.03,2034
"GHA",0.03,2035
"GHA",0.03,2036
"GHA",0.03,2037
"GHA",0.03,2038
"GHA",0.03,2039
"GHA",0.03,2040
"GHA",0.03,2041
"GHA",0.03,2042
"GHA",0.03,2043
"GHA",0.03,2044
"GHA",0.03,2045
"GHA",0.03,2046
"GHA",0.03,2047
"GHA",0.03,2048
"GHA",0.03,2049
"GHA",0.03,2050
"GIB",0.3365,2021
"GIB",0.3365,2022
"GIB",0.3365,2023
"GIB",0.3365,2024
"GIB",0.3365,2025
"GIB",0.3365,2026
"GIB",0.3365,2027
"GIB",0.3365,2028
"GIB",0.3365,2029
"GIB",0.3365,2030
"GIB",0.3365,2031
"GIB",0.3365,2032
"GIB",0.3365,2033
"GIB",0.3365,2034
"GIB",0.3365,2035
"GIB",0.3365,2036
"GIB",0.3365,2037
"GIB",0.3365,2038
"GIB",0.3365,2039
"GIB",0.3365,2040
"GIB",0.3365,2041
"GIB",0.3365,2042
"GIB",0.3365,2043
"GIB",0.3365,2044
"GIB",0.3365,2045
"GIB",0.3365,2046
