Nation,iso_code3,Year,nemomod_entc_variable_cost_pp_solar_mm_usd_per_mwh
Albania,COM,2025,0.856839392
Albania,COM,2026,0.837269153
Albania,COM,2027,0.818145899
Albania,COM,2028,0.799459421
Albania,COM,2029,0.781199743
Albania,COM,2030,0.763357116
Albania,COM,2031,0.745922015
Albania,COM,2032,0.728885133
Albania,COM,2033,0.712237373
Albania,COM,2034,0.695969849
Albania,COM,2035,0.680073876
Albania,COM,2036,0.664540967
Albania,COM,2037,0.649362831
Albania,COM,2038,0.634531363
Albania,COM,2039,0.620038647
Albania,COM,2040,0.605876944
Albania,COM,2041,0.592038696
Albania,COM,2042,0.578516513
Albania,COM,2043,0.565303178
Albania,COM,2044,0.552391636
Albania,COM,2045,0.539774993
Albania,COM,2046,0.527446515
Albania,COM,2047,0.51539962
Albania,COM,2048,0.503627877
Albania,COM,2049,0.492125
Albania,COM,2050,0.480884849
Albania,CPV,2021,0.939802849
Albania,CPV,2022,0.918337722
Albania,CPV,2023,0.897362859
Albania,CPV,2024,0.876867063
Albania,CPV,2025,0.856839392
Albania,CPV,2026,0.837269153
Albania,CPV,2027,0.818145899
Albania,CPV,2028,0.799459421
Albania,CPV,2029,0.781199743
Albania,CPV,2030,0.763357116
Albania,CPV,2031,0.745922015
Albania,CPV,2032,0.728885133
Albania,CPV,2033,0.712237373
Albania,CPV,2034,0.695969849
Albania,CPV,2035,0.680073876
Albania,CPV,2036,0.664540967
Albania,CPV,2037,0.649362831
Albania,CPV,2038,0.634531363
Albania,CPV,2039,0.620038647
Albania,CPV,2040,0.605876944
Albania,CPV,2041,0.592038696
Albania,CPV,2042,0.578516513
Albania,CPV,2043,0.565303178
Albania,CPV,2044,0.552391636
Albania,CPV,2045,0.539774993
Albania,CPV,2046,0.527446515
Albania,CPV,2047,0.51539962
Albania,CPV,2048,0.503627877
Albania,CPV,2049,0.492125
Albania,CPV,2050,0.480884849
Albania,CRI,2021,0.939802849
Albania,CRI,2022,0.918337722
Albania,CRI,2023,0.897362859
Albania,CRI,2024,0.876867063
Albania,CRI,2025,0.856839392
Albania,CRI,2026,0.837269153
Albania,CRI,2027,0.818145899
Albania,CRI,2028,0.799459421
Albania,CRI,2029,0.781199743
Albania,CRI,2030,0.763357116
Albania,CRI,2031,0.745922015
Albania,CRI,2032,0.728885133
Albania,CRI,2033,0.712237373
Albania,CRI,2034,0.695969849
Albania,CRI,2035,0.680073876
Albania,CRI,2036,0.664540967
Albania,CRI,2037,0.649362831
Albania,CRI,2038,0.634531363
Albania,CRI,2039,0.620038647
Albania,CRI,2040,0.605876944
Albania,CRI,2041,0.592038696
Albania,CRI,2042,0.578516513
Albania,CRI,2043,0.565303178
Albania,CRI,2044,0.552391636
Albania,CRI,2045,0.539774993
Albania,CRI,2046,0.527446515
Albania,CRI,2047,0.51539962
Albania,CRI,2048,0.503627877
Albania,CRI,2049,0.492125
Albania,CRI,2050,0.480884849
Albania,CUB,2021,0.939802849
Albania,CUB,2022,0.918337722
Albania,CUB,2023,0.897362859
Albania,CUB,2024,0.876867063
Albania,CUB,2025,0.856839392
Albania,CUB,2026,0.837269153
Albania,CUB,2027,0.818145899
Albania,CUB,2028,0.799459421
Albania,CUB,2029,0.781199743
Albania,CUB,2030,0.763357116
Albania,CUB,2031,0.745922015
Albania,CUB,2032,0.728885133
Albania,CUB,2033,0.712237373
Albania,CUB,2034,0.695969849
Albania,CUB,2035,0.680073876
Albania,CUB,2036,0.664540967
Albania,CUB,2037,0.649362831
Albania,CUB,2038,0.634531363
Albania,CUB,2039,0.620038647
Albania,CUB,2040,0.605876944
Albania,CUB,2041,0.592038696
Albania,CUB,2042,0.578516513
Albania,CUB,2043,0.565303178
Albania,CUB,2044,0.552391636
Albania,CUB,2045,0.539774993
Albania,CUB,2046,0.527446515
Albania,CUB,2047,0.51539962
Albania,CUB,2048,0.503627877
Albania,CUB,2049,0.492125
Albania,CUB,2050,0.480884849
Albania,CUW,2021,0.939802849
Albania,CUW,2022,0.918337722
Albania,CUW,2023,0.897362859
Albania,CUW,2024,0.876867063
Albania,CUW,2025,0.856839392
Albania,CUW,2026,0.837269153
Albania,CUW,2027,0.818145899
Albania,CUW,2028,0.799459421
Albania,CUW,2029,0.781199743
Albania,CUW,2030,0.763357116
Albania,CUW,2031,0.745922015
Albania,CUW,2032,0.728885133
Albania,CUW,2033,0.712237373
Albania,CUW,2034,0.695969849
Albania,CUW,2035,0.680073876
Albania,CUW,2036,0.664540967
Albania,CUW,2037,0.649362831
Albania,CUW,2038,0.634531363
Albania,CUW,2039,0.620038647
Albania,CUW,2040,0.605876944
Albania,CUW,2041,0.592038696
Albania,CUW,2042,0.578516513
Albania,CUW,2043,0.565303178
Albania,CUW,2044,0.552391636
Albania,CUW,2045,0.539774993
Albania,CUW,2046,0.527446515
Albania,CUW,2047,0.51539962
Albania,CUW,2048,0.503627877
Albania,CUW,2049,0.492125
Albania,CUW,2050,0.480884849
Albania,CXR,2021,0.939802849
Albania,CXR,2022,0.918337722
Albania,CXR,2023,0.897362859
Albania,CXR,2024,0.876867063
Albania,CXR,2025,0.856839392
Albania,CXR,2026,0.837269153
Albania,CXR,2027,0.818145899
Albania,CXR,2028,0.799459421
Albania,CXR,2029,0.781199743
Albania,CXR,2030,0.763357116
Albania,CXR,2031,0.745922015
Albania,CXR,2032,0.728885133
Albania,CXR,2033,0.712237373
Albania,CXR,2034,0.695969849
Albania,CXR,2035,0.680073876
Albania,CXR,2036,0.664540967
Albania,CXR,2037,0.649362831
Albania,CXR,2038,0.634531363
Albania,CXR,2039,0.620038647
Albania,CXR,2040,0.605876944
Albania,CXR,2041,0.592038696
Albania,CXR,2042,0.578516513
Albania,CXR,2043,0.565303178
Albania,CXR,2044,0.552391636
Albania,CXR,2045,0.539774993
Albania,CXR,2046,0.527446515
Albania,CXR,2047,0.51539962
Albania,CXR,2048,0.503627877
Albania,CXR,2049,0.492125
Albania,CXR,2050,0.480884849
Albania,CYM,2021,0.939802849
Albania,CYM,2022,0.918337722
Albania,CYM,2023,0.897362859
Albania,CYM,2024,0.876867063
Albania,CYM,2025,0.856839392
Albania,CYM,2026,0.837269153
Albania,CYM,2027,0.818145899
Albania,CYM,2028,0.799459421
Albania,CYM,2029,0.781199743
Albania,CYM,2030,0.763357116
Albania,CYM,2031,0.745922015
Albania,CYM,2032,0.728885133
Albania,CYM,2033,0.712237373
Albania,CYM,2034,0.695969849
Albania,CYM,2035,0.680073876
Albania,CYM,2036,0.664540967
Albania,CYM,2037,0.649362831
Albania,CYM,2038,0.634531363
Albania,CYM,2039,0.620038647
Albania,CYM,2040,0.605876944
Albania,CYM,2041,0.592038696
Albania,CYM,2042,0.578516513
Albania,CYM,2043,0.565303178
Albania,CYM,2044,0.552391636
Albania,CYM,2045,0.539774993
Albania,CYM,2046,0.527446515
Albania,CYM,2047,0.51539962
Albania,CYM,2048,0.503627877
Albania,CYM,2049,0.492125
Albania,CYM,2050,0.480884849
Albania,CYP,2021,0.939802849
Albania,CYP,2022,0.918337722
Albania,CYP,2023,0.897362859
Albania,CYP,2024,0.876867063
Albania,CYP,2025,0.856839392
Albania,CYP,2026,0.837269153
Albania,CYP,2027,0.818145899
Albania,CYP,2028,0.799459421
Albania,CYP,2029,0.781199743
Albania,CYP,2030,0.763357116
Albania,CYP,2031,0.745922015
Albania,CYP,2032,0.728885133
Albania,CYP,2033,0.712237373
Albania,CYP,2034,0.695969849
Albania,CYP,2035,0.680073876
Albania,CYP,2036,0.664540967
Albania,CYP,2037,0.649362831
Albania,CYP,2038,0.634531363
Albania,CYP,2039,0.620038647
Albania,CYP,2040,0.605876944
Albania,CYP,2041,0.592038696
Albania,CYP,2042,0.578516513
Albania,CYP,2043,0.565303178
Albania,CYP,2044,0.552391636
Albania,CYP,2045,0.539774993
Albania,CYP,2046,0.527446515
Albania,CYP,2047,0.51539962
Albania,CYP,2048,0.503627877
Albania,CYP,2049,0.492125
Albania,CYP,2050,0.480884849
Albania,CZE,2021,0.939802849
Albania,CZE,2022,0.918337722
Albania,CZE,2023,0.897362859
Albania,CZE,2024,0.876867063
Albania,CZE,2025,0.856839392
Albania,CZE,2026,0.837269153
Albania,CZE,2027,0.818145899
Albania,CZE,2028,0.799459421
Albania,CZE,2029,0.781199743
Albania,CZE,2030,0.763357116
Albania,CZE,2031,0.745922015
Albania,CZE,2032,0.728885133
Albania,CZE,2033,0.712237373
Albania,CZE,2034,0.695969849
Albania,CZE,2035,0.680073876
Albania,CZE,2036,0.664540967
Albania,CZE,2037,0.649362831
Albania,CZE,2038,0.634531363
Albania,CZE,2039,0.620038647
Albania,CZE,2040,0.605876944
Albania,CZE,2041,0.592038696
Albania,CZE,2042,0.578516513
Albania,CZE,2043,0.565303178
Albania,CZE,2044,0.552391636
Albania,CZE,2045,0.539774993
Albania,CZE,2046,0.527446515
Albania,CZE,2047,0.51539962
Albania,CZE,2048,0.503627877
Albania,CZE,2049,0.492125
Albania,CZE,2050,0.480884849
Albania,DEU,2021,0.939802849
Albania,DEU,2022,0.918337722
Albania,DEU,2023,0.897362859
Albania,DEU,2024,0.876867063
Albania,DEU,2025,0.856839392
Albania,DEU,2026,0.837269153
Albania,DEU,2027,0.818145899
Albania,DEU,2028,0.799459421
Albania,DEU,2029,0.781199743
Albania,DEU,2030,0.763357116
Albania,DEU,2031,0.745922015
Albania,DEU,2032,0.728885133
Albania,DEU,2033,0.712237373
Albania,DEU,2034,0.695969849
Albania,DEU,2035,0.680073876
Albania,DEU,2036,0.664540967
Albania,DEU,2037,0.649362831
Albania,DEU,2038,0.634531363
Albania,DEU,2039,0.620038647
Albania,DEU,2040,0.605876944
Albania,DEU,2041,0.592038696
Albania,DEU,2042,0.578516513
Albania,DEU,2043,0.565303178
Albania,DEU,2044,0.552391636
Albania,DEU,2045,0.539774993
Albania,DEU,2046,0.527446515
Albania,DEU,2047,0.51539962
Albania,DEU,2048,0.503627877
Albania,DEU,2049,0.492125
Albania,DEU,2050,0.480884849
Albania,DJI,2021,0.939802849
Albania,DJI,2022,0.918337722
Albania,DJI,2023,0.897362859
Albania,DJI,2024,0.876867063
Albania,DJI,2025,0.856839392
Albania,DJI,2026,0.837269153
Albania,DJI,2027,0.818145899
Albania,DJI,2028,0.799459421
Albania,DJI,2029,0.781199743
Albania,DJI,2030,0.763357116
Albania,DJI,2031,0.745922015
Albania,DJI,2032,0.728885133
Albania,DJI,2033,0.712237373
Albania,DJI,2034,0.695969849
Albania,DJI,2035,0.680073876
Albania,DJI,2036,0.664540967
Albania,DJI,2037,0.649362831
Albania,DJI,2038,0.634531363
Albania,DJI,2039,0.620038647
Albania,DJI,2040,0.605876944
Albania,DJI,2041,0.592038696
Albania,DJI,2042,0.578516513
Albania,DJI,2043,0.565303178
Albania,DJI,2044,0.552391636
Albania,DJI,2045,0.539774993
Albania,DJI,2046,0.527446515
Albania,DJI,2047,0.51539962
Albania,DJI,2048,0.503627877
Albania,DJI,2049,0.492125
Albania,DJI,2050,0.480884849
Albania,DMA,2021,0.939802849
Albania,DMA,2022,0.918337722
Albania,DMA,2023,0.897362859
Albania,DMA,2024,0.876867063
Albania,DMA,2025,0.856839392
Albania,DMA,2026,0.837269153
Albania,DMA,2027,0.818145899
Albania,DMA,2028,0.799459421
Albania,DMA,2029,0.781199743
Albania,DMA,2030,0.763357116
Albania,DMA,2031,0.745922015
Albania,DMA,2032,0.728885133
Albania,DMA,2033,0.712237373
Albania,DMA,2034,0.695969849
Albania,DMA,2035,0.680073876
Albania,DMA,2036,0.664540967
Albania,DMA,2037,0.649362831
Albania,DMA,2038,0.634531363
Albania,DMA,2039,0.620038647
Albania,DMA,2040,0.605876944
Albania,DMA,2041,0.592038696
Albania,DMA,2042,0.578516513
Albania,DMA,2043,0.565303178
Albania,DMA,2044,0.552391636
Albania,DMA,2045,0.539774993
Albania,DMA,2046,0.527446515
Albania,DMA,2047,0.51539962
Albania,DMA,2048,0.503627877
Albania,DMA,2049,0.492125
Albania,DMA,2050,0.480884849
Albania,DNK,2021,0.939802849
Albania,DNK,2022,0.918337722
Albania,DNK,2023,0.897362859
Albania,DNK,2024,0.876867063
Albania,DNK,2025,0.856839392
Albania,DNK,2026,0.837269153
Albania,DNK,2027,0.818145899
Albania,DNK,2028,0.799459421
Albania,DNK,2029,0.781199743
Albania,DNK,2030,0.763357116
Albania,DNK,2031,0.745922015
Albania,DNK,2032,0.728885133
Albania,DNK,2033,0.712237373
Albania,DNK,2034,0.695969849
Albania,DNK,2035,0.680073876
Albania,DNK,2036,0.664540967
Albania,DNK,2037,0.649362831
Albania,DNK,2038,0.634531363
Albania,DNK,2039,0.620038647
Albania,DNK,2040,0.605876944
Albania,DNK,2041,0.592038696
Albania,DNK,2042,0.578516513
Albania,DNK,2043,0.565303178
Albania,DNK,2044,0.552391636
Albania,DNK,2045,0.539774993
Albania,DNK,2046,0.527446515
Albania,DNK,2047,0.51539962
Albania,DNK,2048,0.503627877
Albania,DNK,2049,0.492125
Albania,DNK,2050,0.480884849
Algeria,DOM,2021,0.939802849
Algeria,DOM,2022,0.918337722
Algeria,DOM,2023,0.897362859
Algeria,DOM,2024,0.876867063
Algeria,DOM,2025,0.856839392
Algeria,DOM,2026,0.837269153
Algeria,DOM,2027,0.818145899
Algeria,DOM,2028,0.799459421
Algeria,DOM,2029,0.781199743
Algeria,DOM,2030,0.763357116
Algeria,DOM,2031,0.745922015
Algeria,DOM,2032,0.728885133
Algeria,DOM,2033,0.712237373
Algeria,DOM,2034,0.695969849
Algeria,DOM,2035,0.680073876
Algeria,DOM,2036,0.664540967
Algeria,DOM,2037,0.649362831
Algeria,DOM,2038,0.634531363
Algeria,DOM,2039,0.620038647
Algeria,DOM,2040,0.605876944
Algeria,DOM,2041,0.592038696
Algeria,DOM,2042,0.578516513
Algeria,DOM,2043,0.565303178
Algeria,DOM,2044,0.552391636
Algeria,DOM,2045,0.539774993
Algeria,DOM,2046,0.527446515
Algeria,DOM,2047,0.51539962
Algeria,DOM,2048,0.503627877
Algeria,DOM,2049,0.492125
Algeria,DOM,2050,0.480884849
Algeria,DZA,2021,0.939802849
Algeria,DZA,2022,0.918337722
Algeria,DZA,2023,0.897362859
Algeria,DZA,2024,0.876867063
Algeria,DZA,2025,0.856839392
Algeria,DZA,2026,0.837269153
Algeria,DZA,2027,0.818145899
Algeria,DZA,2028,0.799459421
Algeria,DZA,2029,0.781199743
Algeria,DZA,2030,0.763357116
Algeria,DZA,2031,0.745922015
Algeria,DZA,2032,0.728885133
Algeria,DZA,2033,0.712237373
Algeria,DZA,2034,0.695969849
Algeria,DZA,2035,0.680073876
Algeria,DZA,2036,0.664540967
Algeria,DZA,2037,0.649362831
Algeria,DZA,2038,0.634531363
Algeria,DZA,2039,0.620038647
Algeria,DZA,2040,0.605876944
Algeria,DZA,2041,0.592038696
Algeria,DZA,2042,0.578516513
Algeria,DZA,2043,0.565303178
Algeria,DZA,2044,0.552391636
Algeria,DZA,2045,0.539774993
Algeria,DZA,2046,0.527446515
Algeria,DZA,2047,0.51539962
Algeria,DZA,2048,0.503627877
Algeria,DZA,2049,0.492125
Algeria,DZA,2050,0.480884849
Algeria,ECU,2021,0.939802849
Algeria,ECU,2022,0.918337722
Algeria,ECU,2023,0.897362859
Algeria,ECU,2024,0.876867063
Algeria,ECU,2025,0.856839392
Algeria,ECU,2026,0.837269153
Algeria,ECU,2027,0.818145899
Algeria,ECU,2028,0.799459421
Algeria,ECU,2029,0.781199743
Algeria,ECU,2030,0.763357116
Algeria,ECU,2031,0.745922015
Algeria,ECU,2032,0.728885133
Algeria,ECU,2033,0.712237373
Algeria,ECU,2034,0.695969849
Algeria,ECU,2035,0.680073876
Algeria,ECU,2036,0.664540967
Algeria,ECU,2037,0.649362831
Algeria,ECU,2038,0.634531363
Algeria,ECU,2039,0.620038647
Algeria,ECU,2040,0.605876944
Algeria,ECU,2041,0.592038696
Algeria,ECU,2042,0.578516513
Algeria,ECU,2043,0.565303178
Algeria,ECU,2044,0.552391636
Algeria,ECU,2045,0.539774993
Algeria,ECU,2046,0.527446515
Algeria,ECU,2047,0.51539962
Algeria,ECU,2048,0.503627877
Algeria,ECU,2049,0.492125
Algeria,ECU,2050,0.480884849
Algeria,EGY,2021,0.939802849
Algeria,EGY,2022,0.918337722
Algeria,EGY,2023,0.897362859
Algeria,EGY,2024,0.876867063
Algeria,EGY,2025,0.856839392
Algeria,EGY,2026,0.837269153
Algeria,EGY,2027,0.818145899
Algeria,EGY,2028,0.799459421
Algeria,EGY,2029,0.781199743
Algeria,EGY,2030,0.763357116
Algeria,EGY,2031,0.745922015
Algeria,EGY,2032,0.728885133
Algeria,EGY,2033,0.712237373
Algeria,EGY,2034,0.695969849
Algeria,EGY,2035,0.680073876
Algeria,EGY,2036,0.664540967
Algeria,EGY,2037,0.649362831
Algeria,EGY,2038,0.634531363
Algeria,EGY,2039,0.620038647
Algeria,EGY,2040,0.605876944
Algeria,EGY,2041,0.592038696
Algeria,EGY,2042,0.578516513
Algeria,EGY,2043,0.565303178
Algeria,EGY,2044,0.552391636
Algeria,EGY,2045,0.539774993
Algeria,EGY,2046,0.527446515
Algeria,EGY,2047,0.51539962
Algeria,EGY,2048,0.503627877
Algeria,EGY,2049,0.492125
Algeria,EGY,2050,0.480884849
Algeria,ERI,2021,0.939802849
Algeria,ERI,2022,0.918337722
Algeria,ERI,2023,0.897362859
Algeria,ERI,2024,0.876867063
Algeria,ERI,2025,0.856839392
Algeria,ERI,2026,0.837269153
Algeria,ERI,2027,0.818145899
Algeria,ERI,2028,0.799459421
Algeria,ERI,2029,0.781199743
Algeria,ERI,2030,0.763357116
Algeria,ERI,2031,0.745922015
Algeria,ERI,2032,0.728885133
Algeria,ERI,2033,0.712237373
Algeria,ERI,2034,0.695969849
Algeria,ERI,2035,0.680073876
Algeria,ERI,2036,0.664540967
Algeria,ERI,2037,0.649362831
Algeria,ERI,2038,0.634531363
Algeria,ERI,2039,0.620038647
Algeria,ERI,2040,0.605876944
Algeria,ERI,2041,0.592038696
Algeria,ERI,2042,0.578516513
Algeria,ERI,2043,0.565303178
Algeria,ERI,2044,0.552391636
Algeria,ERI,2045,0.539774993
Algeria,ERI,2046,0.527446515
Algeria,ERI,2047,0.51539962
Algeria,ERI,2048,0.503627877
Algeria,ERI,2049,0.492125
Algeria,ERI,2050,0.480884849
Algeria,ESH,2021,0.939802849
Algeria,ESH,2022,0.918337722
Algeria,ESH,2023,0.897362859
Algeria,ESH,2024,0.876867063
Algeria,ESH,2025,0.856839392
Algeria,ESH,2026,0.837269153
Algeria,ESH,2027,0.818145899
Algeria,ESH,2028,0.799459421
Algeria,ESH,2029,0.781199743
Algeria,ESH,2030,0.763357116
Algeria,ESH,2031,0.745922015
Algeria,ESH,2032,0.728885133
Algeria,ESH,2033,0.712237373
Algeria,ESH,2034,0.695969849
Algeria,ESH,2035,0.680073876
Algeria,ESH,2036,0.664540967
Algeria,ESH,2037,0.649362831
Algeria,ESH,2038,0.634531363
Algeria,ESH,2039,0.620038647
Algeria,ESH,2040,0.605876944
Algeria,ESH,2041,0.592038696
Algeria,ESH,2042,0.578516513
Algeria,ESH,2043,0.565303178
Algeria,ESH,2044,0.552391636
Algeria,ESH,2045,0.539774993
Algeria,ESH,2046,0.527446515
Algeria,ESH,2047,0.51539962
Algeria,ESH,2048,0.503627877
Algeria,ESH,2049,0.492125
Algeria,ESH,2050,0.480884849
Algeria,ESP,2021,0.939802849
Algeria,ESP,2022,0.918337722
Algeria,ESP,2023,0.897362859
Algeria,ESP,2024,0.876867063
Algeria,ESP,2025,0.856839392
Algeria,ESP,2026,0.837269153
Algeria,ESP,2027,0.818145899
Algeria,ESP,2028,0.799459421
Algeria,ESP,2029,0.781199743
Algeria,ESP,2030,0.763357116
Algeria,ESP,2031,0.745922015
Algeria,ESP,2032,0.728885133
Algeria,ESP,2033,0.712237373
Algeria,ESP,2034,0.695969849
Algeria,ESP,2035,0.680073876
Algeria,ESP,2036,0.664540967
Algeria,ESP,2037,0.649362831
Algeria,ESP,2038,0.634531363
Algeria,ESP,2039,0.620038647
Algeria,ESP,2040,0.605876944
Algeria,ESP,2041,0.592038696
Algeria,ESP,2042,0.578516513
Algeria,ESP,2043,0.565303178
Algeria,ESP,2044,0.552391636
Algeria,ESP,2045,0.539774993
Algeria,ESP,2046,0.527446515
Algeria,ESP,2047,0.51539962
Algeria,ESP,2048,0.503627877
Algeria,ESP,2049,0.492125
Algeria,ESP,2050,0.480884849
Algeria,EST,2021,0.939802849
Algeria,EST,2022,0.918337722
Algeria,EST,2023,0.897362859
Algeria,EST,2024,0.876867063
Algeria,EST,2025,0.856839392
Algeria,EST,2026,0.837269153
Algeria,EST,2027,0.818145899
Algeria,EST,2028,0.799459421
Algeria,EST,2029,0.781199743
Algeria,EST,2030,0.763357116
Algeria,EST,2031,0.745922015
Algeria,EST,2032,0.728885133
Algeria,EST,2033,0.712237373
Algeria,EST,2034,0.695969849
Algeria,EST,2035,0.680073876
Algeria,EST,2036,0.664540967
Algeria,EST,2037,0.649362831
Algeria,EST,2038,0.634531363
Algeria,EST,2039,0.620038647
Algeria,EST,2040,0.605876944
Algeria,EST,2041,0.592038696
Algeria,EST,2042,0.578516513
Algeria,EST,2043,0.565303178
Algeria,EST,2044,0.552391636
Algeria,EST,2045,0.539774993
Algeria,EST,2046,0.527446515
Algeria,EST,2047,0.51539962
Algeria,EST,2048,0.503627877
Algeria,EST,2049,0.492125
Algeria,EST,2050,0.480884849
Algeria,ETH,2021,0.939802849
Algeria,ETH,2022,0.918337722
Algeria,ETH,2023,0.897362859
Algeria,ETH,2024,0.876867063
Algeria,ETH,2025,0.856839392
Algeria,ETH,2026,0.837269153
Algeria,ETH,2027,0.818145899
Algeria,ETH,2028,0.799459421
Algeria,ETH,2029,0.781199743
Algeria,ETH,2030,0.763357116
Algeria,ETH,2031,0.745922015
Algeria,ETH,2032,0.728885133
Algeria,ETH,2033,0.712237373
Algeria,ETH,2034,0.695969849
Algeria,ETH,2035,0.680073876
Algeria,ETH,2036,0.664540967
Algeria,ETH,2037,0.649362831
Algeria,ETH,2038,0.634531363
Algeria,ETH,2039,0.620038647
Algeria,ETH,2040,0.605876944
Algeria,ETH,2041,0.592038696
Algeria,ETH,2042,0.578516513
Algeria,ETH,2043,0.565303178
Algeria,ETH,2044,0.552391636
Algeria,ETH,2045,0.539774993
Algeria,ETH,2046,0.527446515
Algeria,ETH,2047,0.51539962
Algeria,ETH,2048,0.503627877
Algeria,ETH,2049,0.492125
Algeria,ETH,2050,0.480884849
Algeria,FIN,2021,0.939802849
Algeria,FIN,2022,0.918337722
Algeria,FIN,2023,0.897362859
Algeria,FIN,2024,0.876867063
Algeria,FIN,2025,0.856839392
Algeria,FIN,2026,0.837269153
Algeria,FIN,2027,0.818145899
Algeria,FIN,2028,0.799459421
Algeria,FIN,2029,0.781199743
Algeria,FIN,2030,0.763357116
Algeria,FIN,2031,0.745922015
Algeria,FIN,2032,0.728885133
Algeria,FIN,2033,0.712237373
Algeria,FIN,2034,0.695969849
Algeria,FIN,2035,0.680073876
Algeria,FIN,2036,0.664540967
Algeria,FIN,2037,0.649362831
Algeria,FIN,2038,0.634531363
Algeria,FIN,2039,0.620038647
Algeria,FIN,2040,0.605876944
Algeria,FIN,2041,0.592038696
Algeria,FIN,2042,0.578516513
Algeria,FIN,2043,0.565303178
Algeria,FIN,2044,0.552391636
Algeria,FIN,2045,0.539774993
Algeria,FIN,2046,0.527446515
Algeria,FIN,2047,0.51539962
Algeria,FIN,2048,0.503627877
Algeria,FIN,2049,0.492125
Algeria,FIN,2050,0.480884849
Algeria,FJI,2021,0.939802849
Algeria,FJI,2022,0.918337722
Algeria,FJI,2023,0.897362859
Algeria,FJI,2024,0.876867063
Algeria,FJI,2025,0.856839392
Algeria,FJI,2026,0.837269153
Algeria,FJI,2027,0.818145899
Algeria,FJI,2028,0.799459421
Algeria,FJI,2029,0.781199743
Algeria,FJI,2030,0.763357116
Algeria,FJI,2031,0.745922015
Algeria,FJI,2032,0.728885133
Algeria,FJI,2033,0.712237373
Algeria,FJI,2034,0.695969849
Algeria,FJI,2035,0.680073876
Algeria,FJI,2036,0.664540967
Algeria,FJI,2037,0.649362831
Algeria,FJI,2038,0.634531363
Algeria,FJI,2039,0.620038647
Algeria,FJI,2040,0.605876944
Algeria,FJI,2041,0.592038696
Algeria,FJI,2042,0.578516513
Algeria,FJI,2043,0.565303178
Algeria,FJI,2044,0.552391636
Algeria,FJI,2045,0.539774993
Algeria,FJI,2046,0.527446515
Algeria,FJI,2047,0.51539962
Algeria,FJI,2048,0.503627877
Algeria,FJI,2049,0.492125
Algeria,FJI,2050,0.480884849
Algeria,FLK,2021,0.939802849
Algeria,FLK,2022,0.918337722
Algeria,FLK,2023,0.897362859
Algeria,FLK,2024,0.876867063
Algeria,FLK,2025,0.856839392
Algeria,FLK,2026,0.837269153
Algeria,FLK,2027,0.818145899
Algeria,FLK,2028,0.799459421
Algeria,FLK,2029,0.781199743
Algeria,FLK,2030,0.763357116
Algeria,FLK,2031,0.745922015
Algeria,FLK,2032,0.728885133
Algeria,FLK,2033,0.712237373
Algeria,FLK,2034,0.695969849
Algeria,FLK,2035,0.680073876
Algeria,FLK,2036,0.664540967
Algeria,FLK,2037,0.649362831
Algeria,FLK,2038,0.634531363
Algeria,FLK,2039,0.620038647
Algeria,FLK,2040,0.605876944
Algeria,FLK,2041,0.592038696
Algeria,FLK,2042,0.578516513
Algeria,FLK,2043,0.565303178
Algeria,FLK,2044,0.552391636
Algeria,FLK,2045,0.539774993
Algeria,FLK,2046,0.527446515
Algeria,FLK,2047,0.51539962
Algeria,FLK,2048,0.503627877
Algeria,FLK,2049,0.492125
Algeria,FLK,2050,0.480884849
Algeria,FRA,2021,0.939802849
Algeria,FRA,2022,0.918337722
Algeria,FRA,2023,0.897362859
Algeria,FRA,2024,0.876867063
Algeria,FRA,2025,0.856839392
Algeria,FRA,2026,0.837269153
Algeria,FRA,2027,0.818145899
Algeria,FRA,2028,0.799459421
Algeria,FRA,2029,0.781199743
Algeria,FRA,2030,0.763357116
Algeria,FRA,2031,0.745922015
Algeria,FRA,2032,0.728885133
Algeria,FRA,2033,0.712237373
Algeria,FRA,2034,0.695969849
Algeria,FRA,2035,0.680073876
Algeria,FRA,2036,0.664540967
Algeria,FRA,2037,0.649362831
Algeria,FRA,2038,0.634531363
Algeria,FRA,2039,0.620038647
Algeria,FRA,2040,0.605876944
Algeria,FRA,2041,0.592038696
Algeria,FRA,2042,0.578516513
Algeria,FRA,2043,0.565303178
Algeria,FRA,2044,0.552391636
Algeria,FRA,2045,0.539774993
Algeria,FRA,2046,0.527446515
Algeria,FRA,2047,0.51539962
Algeria,FRA,2048,0.503627877
Algeria,FRA,2049,0.492125
Algeria,FRA,2050,0.480884849
Algeria,FRO,2021,0.939802849
Algeria,FRO,2022,0.918337722
Algeria,FRO,2023,0.897362859
Algeria,FRO,2024,0.876867063
Algeria,FRO,2025,0.856839392
Algeria,FRO,2026,0.837269153
Algeria,FRO,2027,0.818145899
Algeria,FRO,2028,0.799459421
Algeria,FRO,2029,0.781199743
Algeria,FRO,2030,0.763357116
Algeria,FRO,2031,0.745922015
Algeria,FRO,2032,0.728885133
Algeria,FRO,2033,0.712237373
Algeria,FRO,2034,0.695969849
Algeria,FRO,2035,0.680073876
Algeria,FRO,2036,0.664540967
Algeria,FRO,2037,0.649362831
Algeria,FRO,2038,0.634531363
Algeria,FRO,2039,0.620038647
Algeria,FRO,2040,0.605876944
Algeria,FRO,2041,0.592038696
Algeria,FRO,2042,0.578516513
Algeria,FRO,2043,0.565303178
Algeria,FRO,2044,0.552391636
Algeria,FRO,2045,0.539774993
