Year,prodinit_ippu_electronics_tonne,iso_code3
2024,124577.789770141,"TGO"
2025,151879.891917463,"TGO"
2026,185165.442503212,"TGO"
2027,225745.756495815,"TGO"
2028,275219.532796913,"TGO"
2029,335535.836459259,"TGO"
2030,409070.88390231,"TGO"
2031,498721.656149942,"TGO"
2032,608020.028070094,"TGO"
2033,741271.909843054,"TGO"
2034,903726.882264842,"TGO"
2035,1101785.00882497,"TGO"
2036,1343248.97211113,"TGO"
2037,1637631.46768702,"TGO"
2038,1996529.96550879,"TGO"
2039,2434083.6029516,"TGO"
2040,2967530.20916868,"TGO"
2041,3617885.40527128,"TGO"
2042,4410770.53410744,"TGO"
2043,5377422.03669705,"TGO"
2044,6555922.04063879,"TGO"
2045,7992698.64065439,"TGO"
2046,9744354.9762062,"TGO"
2047,11879899.1643879,"TGO"
2048,14483462.9383516,"TGO"
2049,17657616.0945397,"TGO"
2050,21527407.3244277,"TGO"
2021,4367272,"THA"
2022,4591487.43003642,"THA"
2023,4827214.06410739,"THA"
2024,5075042.88659925,"THA"
2025,5335595.22299417,"THA"
2026,5609524.29757983,"THA"
2027,5897516.87113183,"THA"
2028,6200294.96267453,"THA"
2029,6518617.659637,"THA"
2030,6853283.02094229,"THA"
2031,7205130.07780109,"THA"
2032,7575040.93722603,"THA"
2033,7963942.99354027,"THA"
2034,8372811.25342473,"THA"
2035,8802670.78033315,"THA"
2036,9254599.26440315,"THA"
2037,9729729.72430646,"THA"
2038,10229253.3478118,"THA"
2039,10754422.4781822,"THA"
2040,11306553.7538937,"THA"
2041,11887031.4095467,"THA"
2042,12497310.7462466,"THA"
2043,13138921.7801525,"THA"
2044,13813473.0783432,"THA"
2045,14522655.7916153,"THA"
2046,15268247.8943256,"THA"
2047,16052118.6419064,"THA"
2048,16876233.2572293,"THA"
2049,17742657.8575667,"THA"
2050,18653564.6345028,"THA"
2021,15767.27,"TJK"
2022,17852.7855328528,"TJK"
2023,20214.1493918755,"TJK"
2024,22887.8476630514,"TJK"
2025,25915.1923977367,"TJK"
2026,29342.9599365908,"TJK"
2027,33224.1136637507,"TJK"
2028,37618.6223587256,"TJK"
2029,42594.3867905927,"TJK"
2030,48228.2888715566,"TJK"
2031,54607.3795806357,"TJK"
2032,61830.2240124113,"TJK"
2033,70008.4243335608,"TJK"
2034,79268.3441787965,"TJK"
2035,89753.0611303296,"TJK"
2036,101624.577449159,"TJK"
2037,115066.323216804,"TJK"
2038,130285.990564221,"TJK"
2039,147518.742780349,"TJK"
2040,167030.847885122,"TJK"
2041,189123.792810273,"TJK"
2042,214138.941757291,"TJK"
2043,242462.810710096,"TJK"
2044,274533.039600388,"TJK"
2045,310845.154403261,"TJK"
2046,351960.223646067,"TJK"
2047,398513.527633391,"TJK"
2048,451224.374338711,"TJK"
2049,510907.213630811,"TJK"
2050,578484.221563927,"TJK"
2021,52790.38,"TKM"
2022,57520.7233951119,"TKM"
2023,62674.9347115323,"TKM"
2024,68290.9951273082,"TKM"
2025,74410.289168118,"TKM"
2026,81077.9096681935,"TKM"
2027,88342.9900576209,"TKM"
2028,96259.0664246314,"TKM"
2029,104884.472020905,"TKM"
2030,114282.767116979,"TKM"
2031,124523.207375354,"TKM"
2032,135681.254192713,"TKM"
2033,147839.130771949,"TKM"
2034,161086.428021679,"TKM"
2035,175520.764748077,"TKM"
2036,191248.507003978,"TKM"
2037,208385.551896083,"TKM"
2038,227058.181626129,"TKM"
2039,247403.994059403,"TKM"
2040,269572.916677941,"TKM"
2041,293728.31139017,"TKM"
2042,320048.178338313,"TKM"
2043,348726.467574348,"TKM"
2044,379974.50827023,"TKM"
2045,414022.565994137,"TKM"
2046,451121.539528286,"TKM"
2047,491544.809732068,"TKM"
2048,535590.254074724,"TKM"
2049,583582.441682555,"TKM"
2050,635875.0250759,"TKM"
2021,2042.631,"TLS"
2022,2335.93876646924,"TLS"
2023,2671.36351141927,"TLS"
2024,3054.95294336357,"TLS"
2025,3493.62318017414,"TLS"
2026,3995.28344669416,"TLS"
2027,4568.97867807046,"TLS"
2028,5225.05259994399,"TLS"
2029,5975.33422583427,"TLS"
2030,6833.35113426593,"TLS"
2031,7814.57337102412,"TLS"
2032,8936.69237409668,"TLS"
2033,10219.9399503202,"TLS"
2034,11687.4530548791,"TLS"
2035,13365.6909506325,"TLS"
2036,15284.9122686524,"TLS"
2037,17479.7205713741,"TLS"
2038,19989.6882548648,"TLS"
2039,22860.0700391669,"TLS"
2040,26142.6189109497,"TLS"
2041,29896.5192299144,"TLS"
2042,34189.4538228639,"TLS"
2043,39098.8243051426,"TLS"
2044,44713.1466318452,"TLS"
2045,51133.6470405819,"TLS"
2046,58476.0871606524,"TLS"
2047,66872.8511953468,"TLS"
2048,76475.3328092738,"TLS"
2049,87456.6647562971,"TLS"
2050,100014.840463274,"TLS"
2021,824.2774,"TON"
2022,908.378159353232,"TON"
2023,1001.05969227103,"TON"
2024,1103.19749233434,"TON"
2025,1215.75637945402,"TON"
2026,1339.79961380767,"TON"
2027,1476.49893966859,"TON"
2028,1627.14565400332,"TON"
2029,1793.16280439467,"TON"
2030,1976.11863151496,"TON"
2031,2177.74138313046,"TON"
2032,2399.93563957402,"TON"
2033,2644.80030490036,"TON"
2034,2914.64843367324,"TON"
2035,3212.02908067342,"TON"
2036,3539.75137992523,"TON"
2037,3900.91108049856,"TON"
2038,4298.91978975028,"TON"
2039,4737.53720024417,"TON"
2040,5220.90660477318,"TON"
2041,5753.59403496807,"TON"
2042,6340.63139320577,"TON"
2043,6987.56398525251,"TON"
2044,7700.50290264735,"TON"
2045,8486.18274964353,"TON"
2046,9352.02526001118,"TON"
2047,10306.209404642,"TON"
2048,11357.7486522107,"TON"
2049,12516.5761127161,"TON"
2050,13793.6383681922,"TON"
2021,467472.6,"TUN"
2022,474031.169522165,"TUN"
2023,480681.754777823,"TUN"
2024,487425.646733729,"TUN"
2025,494264.154468705,"TUN"
2026,501198.60542775,"TUN"
2027,508230.345679713,"TUN"
2028,515360.740178587,"TUN"
2029,522591.17302846,"TUN"
2030,529923.047752191,"TUN"
2031,537357.787563851,"TUN"
2032,544896.835644988,"TUN"
2033,552541.655424768,"TUN"
2034,560293.730864046,"TUN"
2035,568154.566743422,"TUN"
2036,576125.688955338,"TUN"
2037,584208.644800277,"TUN"
2038,592405.00328711,"TUN"
2039,600716.355437668,"TUN"
2040,609144.314595573,"TUN"
2041,617690.516739413,"TUN"
2042,626356.620800308,"TUN"
2043,635144.30898393,"TUN"
2044,644055.28709704,"TUN"
2045,653091.284878608,"TUN"
2046,662254.056335579,"TUN"
2047,671545.380083351,"TUN"
2048,680967.059691023,"TUN"
2049,690520.924031495,"TUN"
2050,700208.827636476,"TUN"
2021,2371670,"TUR"
2022,2351990.00803851,"TUR"
2023,2332473.31960728,"TUR"
2024,2313118.57962226,"TUR"
2025,2293924.44424384,"TUR"
2026,2274889.5807835,"TUR"
2027,2256012.66761131,"TUR"
2028,2237292.39406414,"TUR"
2029,2218727.46035469,"TUR"
2030,2200316.57748123,"TUR"
2031,2182058.46713806,"TUR"
2032,2163951.86162685,"TUR"
2033,2145995.50376852,"TUR"
2034,2128188.14681601,"TUR"
2035,2110528.5543677,"TUR"
2036,2093015.50028157,"TUR"
2037,2075647.76859006,"TUR"
2038,2058424.15341563,"TUR"
2039,2041343.45888707,"TUR"
2040,2024404.49905643,"TUR"
2041,2007606.0978167,"TUR"
2042,1990947.08882014,"TUR"
2043,1974426.3153973,"TUR"
2044,1958042.63047673,"TUR"
2045,1941794.89650529,"TUR"
2046,1925681.98536922,"TUR"
2047,1909702.77831577,"TUR"
2048,1893856.16587556,"TUR"
2049,1878141.0477855,"TUR"
2050,1862556.33291245,"TUR"
2021,164387.3,"TZA"
2022,188938.603749526,"TZA"
2023,217156.653748924,"TZA"
2024,249589.079899975,"TZA"
2025,286865.300831817,"TZA"
2026,329708.73907748,"TZA"
2027,378950.860591517,"TZA"
2028,435547.311074777,"TZA"
2029,500596.462265206,"TZA"
2030,575360.728124012,"TZA"
2031,661291.064602081,"TZA"
2032,760055.128455514,"TZA"
2033,873569.641590632,"TZA"
2034,1004037.58903582,"TZA"
2035,1153990.97244415,"TZA"
2036,1326339.94884737,"TZA"
2037,1524429.30830082,"TZA"
2038,1752103.38648553,"TZA"
2039,2013780.67203119,"TZA"
2040,2314539.55647034,"TZA"
2041,2660216.89097974,"TZA"
2042,3057521.26260738,"TZA"
2043,3514163.18834562,"TZA"
2044,4039004.75373709,"TZA"
2045,4642231.60006147,"TZA"
2046,5335550.59787188,"TZA"
2047,6132417.04314667,"TZA"
2048,7048295.78527009,"TZA"
2049,8100961.35457303,"TZA"
2050,9310842.91403229,"TZA"
2021,46900.53,"UGA"
2022,47352.2125892445,"UGA"
2023,47808.2451754171,"UGA"
2024,48268.6696518157,"UGA"
2025,48733.528315198,"UGA"
2026,49202.8638696668,"UGA"
2027,49676.7194305932,"UGA"
2028,50155.1385285774,"UGA"
2029,50638.1651134477,"UGA"
2030,51125.8435582975,"UGA"
2031,51618.2186635622,"UGA"
2032,52115.3356611345,"UGA"
2033,52617.2402185194,"UGA"
2034,53123.9784430299,"UGA"
2035,53635.5968860222,"UGA"
2036,54152.1425471726,"UGA"
2037,54673.6628787945,"UGA"
2038,55200.2057901982,"UGA"
2039,55731.8196520916,"UGA"
2040,56268.553301024,"UGA"
2041,56810.4560438725,"UGA"
2042,57357.5776623714,"UGA"
2043,57909.9684176856,"UGA"
2044,58467.6790550274,"UGA"
2045,59030.7608083186,"UGA"
2046,59599.2654048973,"UGA"
2047,60173.245070269,"UGA"
2048,60752.752532905,"UGA"
2049,61337.841029086,"UGA"
2050,61928.5643077928,"UGA"
2021,573448.3,"UKR"
2022,599769.669295176,"UKR"
2023,627299.193678742,"UKR"
2024,656092.327663766,"UKR"
2025,686207.071134398,"UKR"
2026,717704.086178805,"UKR"
2027,750646.81928477,"UKR"
2028,785101.629144079,"UKR"
2029,821137.920323155,"UKR"
2030,858828.283069193,"UKR"
2031,898248.639533422,"UKR"
2032,939478.396706037,"UKR"
2033,982600.606370866,"UKR"
2034,1027702.13240199,"UKR"
2035,1074873.82573928,"UKR"
2036,1124210.7073954,"UKR"
2037,1175812.15986277,"UKR"
2038,1229782.12730623,"UKR"
2039,1286229.32494451,"UKR"
2040,1345267.45804239,"UKR"
2041,1407015.45095459,"UKR"
2042,1471597.6866829,"UKR"
2043,1539144.25742887,"UKR"
2044,1609791.22664708,"UKR"
2045,1683680.90312657,"UKR"
2046,1760962.1276527,"UKR"
2047,1841790.57282686,"UKR"
2048,1926329.0566479,"UKR"
2049,2014747.87048702,"UKR"
2050,2107225.12211678,"UKR"
2021,110462.5,"URY"
2022,111427.070700875,"URY"
2023,112400.064139213,"URY"
2024,113381.553863283,"URY"
2025,114371.614063589,"URY"
2026,115370.319578469,"URY"
2027,116377.745899764,"URY"
2028,117393.969178512,"URY"
2029,118419.066230716,"URY"
2030,119453.11454314,"URY"
2031,120496.192279173,"URY"
2032,121548.378284736,"URY"
2033,122609.75209424,"URY"
2034,123680.393936599,"URY"
2035,124760.384741297,"URY"
2036,125849.806144501,"URY"
2037,126948.740495233,"URY"
2038,128057.270861599,"URY"
2039,129175.481037062,"URY"
2040,130303.455546781,"URY"
2041,131441.279653995,"URY"
2042,132589.039366475,"URY"
2043,133746.821443017,"URY"
2044,134914.713400008,"URY"
2045,136092.803518035,"URY"
2046,137281.180848563,"URY"
2047,138479.935220663,"URY"
2048,139689.157247802,"URY"
2049,140908.938334697,"URY"
2050,142139.370684219,"URY"
2021,123437500,"USA"
2022,128491778.910938,"USA"
2023,133753010.614256,"USA"
2024,139229669.010789,"USA"
2025,144930574.974196,"USA"
2026,150864910.558132,"USA"
2027,157042233.785145,"USA"
2028,163472494.041119,"USA"
2029,170166048.100059,"USA"
2030,177133676.805029,"USA"
2031,184386602.432107,"USA"
2032,191936506.765328,"USA"
2033,199795549.911723,"USA"
2034,207976389.886754,"USA"
2035,216492203.001711,"USA"
2036,225356705.085875,"USA"
2037,234584173.577654,"USA"
2038,244189470.520262,"USA"
2039,254188066.498985,"USA"
2040,264596065.558572,"USA"
2041,275430231.140909,"USA"
2042,286708013.084728,"USA"
2043,298447575.730852,"USA"
2044,310667827.178239,"USA"
2045,323388449.737945,"USA"
2046,336629931.634057,"USA"
2047,350413600.002651,"USA"
2048,364761655.241935,"USA"
2049,379697206.768885,"USA"
2050,395244310.239985,"USA"
2021,111791,"UZB"
2022,119838.540750416,"UZB"
2023,128465.402842708,"UZB"
2024,137713.290100137,"UZB"
2025,147626.908494773,"UZB"
2026,158254.182264303,"UZB"
2027,169646.485586536,"UZB"
2028,181858.890931533,"UZB"
2029,194950.435291964,"UZB"
2030,208984.405578691,"UZB"
2031,224028.64456122,"UZB"
2032,240155.878832019,"UZB"
2033,257444.07038011,"UZB"
2034,275976.793473534,"UZB"
2035,295843.638672587,"UZB"
2036,317140.645926919,"UZB"
2037,339970.768850143,"UZB"
2038,364444.372416367,"UZB"
2039,390679.766484588,"UZB"
2040,418803.777730107,"UZB"
2041,448952.362747784,"UZB"
2042,481271.265290998,"UZB"
2043,515916.720823496,"UZB"
2044,553056.211790104,"UZB"
2045,592869.277257374,"UZB"
2046,635548.380838149,"UZB"
2047,681299.841095736,"UZB"
2048,730344.828925435,"UZB"
2049,782920.436734946,"UZB"
2050,839280.824592269,"UZB"
2021,619235.6,"VEN"
2022,627435.790278864,"VEN"
2023,635744.571085484,"VEN"
2024,644163.38042341,"VEN"
2025,652693.675338864,"VEN"
2026,661336.932172918,"VEN"
2027,670094.646817002,"VEN"
2028,678968.334971797,"VEN"
2029,687959.532409561,"VEN"
2030,697069.795239923,"VEN"
2031,706300.7001792,"VEN"
2032,715653.844823281,"VEN"
2033,725130.847924122,"VEN"
2034,734733.349669907,"VEN"
2035,744463.01196891,"VEN"
2036,754321.518737127,"VEN"
2037,764310.576189712,"VEN"
2038,774431.91313627,"VEN"
2039,784687.281280062,"VEN"
2040,795078.455521177,"VEN"
2041,805607.234263708,"VEN"
2042,816275.439727011,"VEN"
2043,827084.91826107,"VEN"
2044,838037.540666047,"VEN"
2045,849135.202516065,"VEN"
2046,860379.824487272,"VEN"
2047,871773.352690255,"VEN"
2048,883317.759006854,"VEN"
2049,895015.041431437,"VEN"
2050,906867.22441669,"VEN"
2021,8215729,"VNM"
2022,10392680.8319925,"VNM"
2023,13146467.5716135,"VNM"
2024,16629935.279014,"VNM"
2025,21036430.1952371,"VNM"
2026,26610530.2236222,"VNM"
2027,33661619.9711792,"VNM"
2028,42581062.8184413,"VNM"
2029,53863923.13562,"VNM"
2030,68136444.3140075,"VNM"
2031,86190807.7520949,"VNM"
2032,109029102.057669,"VNM"
2033,137918942.930577,"VNM"
2034,174463830.849737,"VNM"
2035,220692151.694396,"VNM"
2036,279169760.186288,"VNM"
2037,353142394.97919,"VNM"
2038,446715829.996845,"VNM"
2039,565083761.131342,"VNM"
2040,714816076.915382,"VNM"
2041,904223513.331389,"VNM"
2042,1143818932.54221,"VNM"
2043,1446900828.33812,"VNM"
2044,1830291445.16131,"VNM"
2045,2315270479.23414,"VNM"
2046,2928756185.89839,"VNM"
2047,3704799449.29606,"VNM"
2048,4686473741.17082,"VNM"
2049,5928265868.98159,"VNM"
2050,7499100209.30832,"VNM"
2021,1248.062,"VUT"
2022,1262.94890724918,"VUT"
2023,1278.01338581088,"VUT"
2024,1293.25755375908,"VUT"
2025,1308.68355443221,"VUT"
2026,1324.29355673447,"VUT"
2027,1340.08975544077,"VUT"
2028,1356.07437150538,"VUT"
2029,1372.24965237411,"VUT"
2030,1388.61787230037,"VUT"
2031,1405.18133266491,"VUT"
2032,1421.94236229938,"VUT"
2033,1438.90331781379,"VUT"
2034,1456.06658392784,"VUT"
2035,1473.43457380619,"VUT"
2036,1491.00972939781,"VUT"
2037,1508.79452177925,"VUT"
2038,1526.79145150213,"VUT"
2039,1545.00304894469,"VUT"
2040,1563.43187466756,"VUT"
2041,1582.0805197738,"VUT"
2042,1600.95160627319,"VUT"
2043,1620.04778745089,"VUT"
2044,1639.37174824052,"VUT"
2045,1658.92620560159,"VUT"
2046,1678.71390890161,"VUT"
2047,1698.73764030255,"VUT"
2048,1719.00021515209,"VUT"
2049,1739.50448237943,"VUT"
2050,1760.25332489584,"VUT"
2021,1900.617,"WSM"
2022,1766.55652945877,"WSM"
2023,1641.9520459795,"WSM"
2024,1526.1365692737,"WSM"
2025,1418.49016466561,"WSM"
2026,1318.43662471876,"WSM"
2027,1225.44038492474,"WSM"
2028,1139.0036569447,"WSM"
2029,1058.66376405824,"WSM"
2030,983.990664557079,"WSM"
2031,914.584649826758,"WSM"
2032,850.074204794666,"WSM"
2033,790.114019291887,"WSM"
2034,734.383139684112,"WSM"
2035,682.583250877689,"WSM"
2036,634.437079504801,"WSM"
2037,589.686909740341,"WSM"
2038,548.093203806009,"WSM"
2039,509.433319777463,"WSM"
2040,473.500319831263,"WSM"
2041,440.101862552389,"WSM"
2042,409.059173373115,"WSM"
2043,380.206087632218,"WSM"
2044,353.388161132237,"WSM"
2045,328.46184343378,"WSM"
2046,305.293709461722,"WSM"
2047,283.75974531023,"WSM"
2048,263.744684423713,"WSM"
2049,245.141390600396,"WSM"
2050,227.850284515888,"WSM"
2021,39348.38,"YEM"
2022,42258.5347564673,"YEM"
2023,45383.9207551507,"YEM"
2024,48740.4562174173,"YEM"
2025,52345.2366554812,"YEM"
2026,56216.6219432962,"YEM"
2027,60374.3298270976,"YEM"
2028,64839.5363518606,"YEM"
2029,69634.9837151702,"YEM"
2030,74785.0960978205,"YEM"
2031,80316.1040610947,"YEM"
2032,86256.1781443052,"YEM"
2033,92635.5723430332,"YEM"
2034,99486.7781988309,"YEM"
2035,106844.690285197,"YEM"
2036,114746.78393268,"YEM"
2037,123233.306098295,"YEM"
2038,132347.480351394,"YEM"
2039,142135.727020026,"YEM"
2040,152647.899619032,"YEM"
2041,163937.538764051,"YEM"
2042,176062.144864677,"YEM"
2043,189083.470985645,"YEM"
2044,203067.837367646,"YEM"
2045,218086.469209694,"YEM"
2046,234215.859433428,"YEM"
2047,251538.158276996,"YEM"
2048,270141.59170279,"YEM"
2049,290120.910750068,"YEM"
2050,311577.874121112,"YEM"
2021,1054471,"ZAF"
2022,1043273.7032054,"ZAF"
2023,1032195.30911701,"ZAF"
2024,1021234.55512171,"ZAF"
2025,1010390.19201396,"ZAF"
2026,999660.983853345,"ZAF"
2027,989045.707823768,"ZAF"
2028,978543.154094055,"ZAF"
2029,968152.125680082,"ZAF"
2030,957871.438308349,"ZAF"
2031,947699.92028101,"ZAF"
2032,937636.412342336,"ZAF"
2033,927679.767546588,"ZAF"
2034,917828.851127302,"ZAF"
2035,908082.540367959,"ZAF"
2036,898439.724474027,"ZAF"
2037,888899.304446363,"ZAF"
2038,879460.192955961,"ZAF"
2039,870121.314220025,"ZAF"
2040,860881.603879366,"ZAF"
2041,851740.00887709,"ZAF"
2042,842695.487338585,"ZAF"
2043,833747.008452777,"ZAF"
2044,824893.552354646,"ZAF"
2045,816134.110008993,"ZAF"
2046,807467.683095437,"ZAF"
2047,798893.283894639,"ZAF"
2048,790409.935175729,"ZAF"
2049,782016.67008493,"ZAF"
2050,773712.532035365,"ZAF"
2021,28851.73,"ZMB"
2022,29683.1314632303,"ZMB"
2023,30538.4908795214,"ZMB"
2024,31418.498629562,"ZMB"
2025,32323.8649882905,"ZMB"
2026,33255.3206981742,"ZMB"
2027,34213.6175590091,"ZMB"
2028,35199.5290347148,"ZMB"
2029,36213.8508776157,"ZMB"
2030,37257.4017707113,"ZMB"
2031,38331.0239884546,"ZMB"
2032,39435.5840765712,"ZMB"
2033,40571.9735514693,"ZMB"
2034,41741.1096198033,"ZMB"
2035,42943.9359187726,"ZMB"
2036,44181.4232777537,"ZMB"
2037,45454.5705018793,"ZMB"
2038,46764.4051781975,"ZMB"
2039,48111.984505061,"ZMB"
2040,49498.3961454175,"ZMB"
2041,50924.7591046873,"ZMB"
2042,52392.2246339393,"ZMB"
2043,53901.9771590929,"ZMB"
2044,55455.2352368954,"ZMB"
2045,57053.2525384484,"ZMB"
2046,58697.318861075,"ZMB"
2047,60388.7611693453,"ZMB"
2048,62128.9446661013,"ZMB"
2049,63919.2738943435,"ZMB"
2050,65761.1938708709,"ZMB"
2021,26889.37,"ZWE"
2022,28448.9672004681,"ZWE"
2023,30099.0218355175,"ZWE"
2024,31844.7804825776,"ZWE"
2025,33691.7940232499,"ZWE"
2026,35645.9352931052,"ZWE"
2027,37713.4177551782,"ZWE"
2028,39900.815256535,"ZWE"
2029,42215.0829307306,"ZWE"
2030,44663.5793126204,"ZWE"
2031,47254.0897358414,"ZWE"
2032,49994.8510873601,"ZWE"
2033,52894.5779977959,"ZWE"
2034,55962.4905507974,"ZWE"
2035,59208.3435995763,"ZWE"
2036,62642.4577838153,"ZWE"
2037,66275.7523455725,"ZWE"
2038,70119.7798485251,"ZWE"
2039,74186.7629109471,"ZWE"
2040,78489.6330692178,"ZWE"
2041,83042.071895435,"ZWE"
2042,87858.5544998689,"ZWE"
2043,92954.3955565827,"ZWE"
2044,98345.7979985606,"ZWE"
2045,104049.90453718,"ZWE"
2046,110084.852169838,"ZWE"
2047,116469.829849048,"ZWE"
2048,123225.139496375,"ZWE"
2049,130372.260555211,"ZWE"
2050,137933.918287639,"ZWE"
