,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_hydropower_mm_usd_per_gw
1965,Algeria,ECU,2036,2625.059665004562
1966,Algeria,ECU,2037,2565.10321939387
1967,Algeria,ECU,2038,2506.5161808934963
1968,Algeria,ECU,2039,2449.2672722018156
1969,Algeria,ECU,2040,2393.325930391758
1970,Algeria,ECU,2041,2338.6622905944723
1971,Algeria,ECU,2042,2285.247170055656
1972,Algeria,ECU,2043,2233.052052556035
1973,Algeria,ECU,2044,2182.049073187683
1974,Algeria,ECU,2045,2132.211003478052
1975,Algeria,ECU,2046,2083.5112368537652
1976,Algeria,ECU,2047,2035.923774436422
1977,Algeria,ECU,2048,1989.423211162825
1978,Algeria,ECU,2049,1943.9847222222222
1979,Algeria,ECU,2050,1899.584049803323
1980,Algeria,EGY,2021,3712.3949802880243
1981,Algeria,EGY,2022,3627.603761753699
1982,Algeria,EGY,2023,3544.7491773271963
1983,Algeria,EGY,2024,3463.7869942243624
1984,Algeria,EGY,2025,3384.67398993923
1985,Algeria,EGY,2026,3307.367929169231
1986,Algeria,EGY,2027,3231.8275412674434
1987,Algeria,EGY,2028,3158.012498209822
1988,Algeria,EGY,2029,3085.8833930656638
1989,Algeria,EGY,2030,3015.4017189598076
1990,Algeria,EGY,2031,2946.5298485153367
1991,Algeria,EGY,2032,2879.23101376581
1992,Algeria,EGY,2033,2813.469286526301
1993,Algeria,EGY,2034,2749.2095592127607
1994,Algeria,EGY,2035,2686.417526099468
1995,Algeria,EGY,2036,2625.059665004562
1996,Algeria,EGY,2037,2565.10321939387
1997,Algeria,EGY,2038,2506.5161808934963
1998,Algeria,EGY,2039,2449.2672722018156
1999,Algeria,EGY,2040,2393.325930391758
2000,Algeria,EGY,2041,2338.6622905944723
2001,Algeria,EGY,2042,2285.247170055656
2002,Algeria,EGY,2043,2233.052052556035
2003,Algeria,EGY,2044,2182.049073187683
2004,Algeria,EGY,2045,2132.211003478052
2005,Algeria,EGY,2046,2083.5112368537652
2006,Algeria,EGY,2047,2035.923774436422
2007,Algeria,EGY,2048,1989.423211162825
2008,Algeria,EGY,2049,1943.9847222222222
2009,Algeria,EGY,2050,1899.584049803323
2010,Algeria,ERI,2021,3712.3949802880243
2011,Algeria,ERI,2022,3627.603761753699
2012,Algeria,ERI,2023,3544.7491773271963
2013,Algeria,ERI,2024,3463.7869942243624
2014,Algeria,ERI,2025,3384.67398993923
2015,Algeria,ERI,2026,3307.367929169231
2016,Algeria,ERI,2027,3231.8275412674434
2017,Algeria,ERI,2028,3158.012498209822
2018,Algeria,ERI,2029,3085.8833930656638
2019,Algeria,ERI,2030,3015.4017189598076
2020,Algeria,ERI,2031,2946.5298485153367
2021,Algeria,ERI,2032,2879.23101376581
2022,Algeria,ERI,2033,2813.469286526301
2023,Algeria,ERI,2034,2749.2095592127607
2024,Algeria,ERI,2035,2686.417526099468
2025,Algeria,ERI,2036,2625.059665004562
2026,Algeria,ERI,2037,2565.10321939387
2027,Algeria,ERI,2038,2506.5161808934963
2028,Algeria,ERI,2039,2449.2672722018156
2029,Algeria,ERI,2040,2393.325930391758
2030,Algeria,ERI,2041,2338.6622905944723
2031,Algeria,ERI,2042,2285.247170055656
2032,Algeria,ERI,2043,2233.052052556035
2033,Algeria,ERI,2044,2182.049073187683
2034,Algeria,ERI,2045,2132.211003478052
2035,Algeria,ERI,2046,2083.5112368537652
2036,Algeria,ERI,2047,2035.923774436422
2037,Algeria,ERI,2048,1989.423211162825
2038,Algeria,ERI,2049,1943.9847222222222
2039,Algeria,ERI,2050,1899.584049803323
2040,Algeria,ESH,2021,3712.3949802880243
2041,Algeria,ESH,2022,3627.603761753699
2042,Algeria,ESH,2023,3544.7491773271963
2043,Algeria,ESH,2024,3463.7869942243624
2044,Algeria,ESH,2025,3384.67398993923
2045,Algeria,ESH,2026,3307.367929169231
2046,Algeria,ESH,2027,3231.8275412674434
2047,Algeria,ESH,2028,3158.012498209822
2048,Algeria,ESH,2029,3085.8833930656638
2049,Algeria,ESH,2030,3015.4017189598076
2050,Algeria,ESH,2031,2946.5298485153367
2051,Algeria,ESH,2032,2879.23101376581
2052,Algeria,ESH,2033,2813.469286526301
2053,Algeria,ESH,2034,2749.2095592127607
2054,Algeria,ESH,2035,2686.417526099468
2055,Algeria,ESH,2036,2625.059665004562
2056,Algeria,ESH,2037,2565.10321939387
2057,Algeria,ESH,2038,2506.5161808934963
2058,Algeria,ESH,2039,2449.2672722018156
2059,Algeria,ESH,2040,2393.325930391758
2060,Algeria,ESH,2041,2338.6622905944723
2061,Algeria,ESH,2042,2285.247170055656
2062,Algeria,ESH,2043,2233.052052556035
2063,Algeria,ESH,2044,2182.049073187683
2064,Algeria,ESH,2045,2132.211003478052
2065,Algeria,ESH,2046,2083.5112368537652
2066,Algeria,ESH,2047,2035.923774436422
2067,Algeria,ESH,2048,1989.423211162825
2068,Algeria,ESH,2049,1943.9847222222222
2069,Algeria,ESH,2050,1899.584049803323
2070,Algeria,ESP,2021,3712.3949802880243
2071,Algeria,ESP,2022,3627.603761753699
2072,Algeria,ESP,2023,3544.7491773271963
2073,Algeria,ESP,2024,3463.7869942243624
2074,Algeria,ESP,2025,3384.67398993923
2075,Algeria,ESP,2026,3307.367929169231
2076,Algeria,ESP,2027,3231.8275412674434
2077,Algeria,ESP,2028,3158.012498209822
2078,Algeria,ESP,2029,3085.8833930656638
2079,Algeria,ESP,2030,3015.4017189598076
2080,Algeria,ESP,2031,2946.5298485153367
2081,Algeria,ESP,2032,2879.23101376581
2082,Algeria,ESP,2033,2813.469286526301
2083,Algeria,ESP,2034,2749.2095592127607
2084,Algeria,ESP,2035,2686.417526099468
2085,Algeria,ESP,2036,2625.059665004562
2086,Algeria,ESP,2037,2565.10321939387
2087,Algeria,ESP,2038,2506.5161808934963
2088,Algeria,ESP,2039,2449.2672722018156
2089,Algeria,ESP,2040,2393.325930391758
2090,Algeria,ESP,2041,2338.6622905944723
2091,Algeria,ESP,2042,2285.247170055656
2092,Algeria,ESP,2043,2233.052052556035
2093,Algeria,ESP,2044,2182.049073187683
2094,Algeria,ESP,2045,2132.211003478052
2095,Algeria,ESP,2046,2083.5112368537652
2096,Algeria,ESP,2047,2035.923774436422
2097,Algeria,ESP,2048,1989.423211162825
2098,Algeria,ESP,2049,1943.9847222222222
2099,Algeria,ESP,2050,1899.584049803323
2100,Algeria,EST,2021,3712.3949802880243
2101,Algeria,EST,2022,3627.603761753699
2102,Algeria,EST,2023,3544.7491773271963
2103,Algeria,EST,2024,3463.7869942243624
2104,Algeria,EST,2025,3384.67398993923
2105,Algeria,EST,2026,3307.367929169231
2106,Algeria,EST,2027,3231.8275412674434
2107,Algeria,EST,2028,3158.012498209822
2108,Algeria,EST,2029,3085.8833930656638
2109,Algeria,EST,2030,3015.4017189598076
2110,Algeria,EST,2031,2946.5298485153367
2111,Algeria,EST,2032,2879.23101376581
2112,Algeria,EST,2033,2813.469286526301
2113,Algeria,EST,2034,2749.2095592127607
2114,Algeria,EST,2035,2686.417526099468
2115,Algeria,EST,2036,2625.059665004562
2116,Algeria,EST,2037,2565.10321939387
2117,Algeria,EST,2038,2506.5161808934963
2118,Algeria,EST,2039,2449.2672722018156
2119,Algeria,EST,2040,2393.325930391758
2120,Algeria,EST,2041,2338.6622905944723
2121,Algeria,EST,2042,2285.247170055656
2122,Algeria,EST,2043,2233.052052556035
2123,Algeria,EST,2044,2182.049073187683
2124,Algeria,EST,2045,2132.211003478052
2125,Algeria,EST,2046,2083.5112368537652
2126,Algeria,EST,2047,2035.923774436422
2127,Algeria,EST,2048,1989.423211162825
2128,Algeria,EST,2049,1943.9847222222222
2129,Algeria,EST,2050,1899.584049803323
2130,Algeria,ETH,2021,3712.3949802880243
2131,Algeria,ETH,2022,3627.603761753699
2132,Algeria,ETH,2023,3544.7491773271963
2133,Algeria,ETH,2024,3463.7869942243624
2134,Algeria,ETH,2025,3384.67398993923
2135,Algeria,ETH,2026,3307.367929169231
2136,Algeria,ETH,2027,3231.8275412674434
2137,Algeria,ETH,2028,3158.012498209822
2138,Algeria,ETH,2029,3085.8833930656638
2139,Algeria,ETH,2030,3015.4017189598076
2140,Algeria,ETH,2031,2946.5298485153367
2141,Algeria,ETH,2032,2879.23101376581
2142,Algeria,ETH,2033,2813.469286526301
2143,Algeria,ETH,2034,2749.2095592127607
2144,Algeria,ETH,2035,2686.417526099468
2145,Algeria,ETH,2036,2625.059665004562
2146,Algeria,ETH,2037,2565.10321939387
2147,Algeria,ETH,2038,2506.5161808934963
2148,Algeria,ETH,2039,2449.2672722018156
2149,Algeria,ETH,2040,2393.325930391758
2150,Algeria,ETH,2041,2338.6622905944723
2151,Algeria,ETH,2042,2285.247170055656
2152,Algeria,ETH,2043,2233.052052556035
2153,Algeria,ETH,2044,2182.049073187683
2154,Algeria,ETH,2045,2132.211003478052
2155,Algeria,ETH,2046,2083.5112368537652
2156,Algeria,ETH,2047,2035.923774436422
2157,Algeria,ETH,2048,1989.423211162825
2158,Algeria,ETH,2049,1943.9847222222222
2159,Algeria,ETH,2050,1899.584049803323
2160,Algeria,FIN,2021,3712.3949802880243
2161,Algeria,FIN,2022,3627.603761753699
2162,Algeria,FIN,2023,3544.7491773271963
2163,Algeria,FIN,2024,3463.7869942243624
2164,Algeria,FIN,2025,3384.67398993923
2165,Algeria,FIN,2026,3307.367929169231
2166,Algeria,FIN,2027,3231.8275412674434
2167,Algeria,FIN,2028,3158.012498209822
2168,Algeria,FIN,2029,3085.8833930656638
2169,Algeria,FIN,2030,3015.4017189598076
2170,Algeria,FIN,2031,2946.5298485153367
2171,Algeria,FIN,2032,2879.23101376581
2172,Algeria,FIN,2033,2813.469286526301
2173,Algeria,FIN,2034,2749.2095592127607
2174,Algeria,FIN,2035,2686.417526099468
2175,Algeria,FIN,2036,2625.059665004562
2176,Algeria,FIN,2037,2565.10321939387
2177,Algeria,FIN,2038,2506.5161808934963
2178,Algeria,FIN,2039,2449.2672722018156
2179,Algeria,FIN,2040,2393.325930391758
2180,Algeria,FIN,2041,2338.6622905944723
2181,Algeria,FIN,2042,2285.247170055656
2182,Algeria,FIN,2043,2233.052052556035
2183,Algeria,FIN,2044,2182.049073187683
2184,Algeria,FIN,2045,2132.211003478052
2185,Algeria,FIN,2046,2083.5112368537652
2186,Algeria,FIN,2047,2035.923774436422
2187,Algeria,FIN,2048,1989.423211162825
2188,Algeria,FIN,2049,1943.9847222222222
2189,Algeria,FIN,2050,1899.584049803323
2190,Algeria,FJI,2021,3712.3949802880243
2191,Algeria,FJI,2022,3627.603761753699
2192,Algeria,FJI,2023,3544.7491773271963
2193,Algeria,FJI,2024,3463.7869942243624
2194,Algeria,FJI,2025,3384.67398993923
2195,Algeria,FJI,2026,3307.367929169231
2196,Algeria,FJI,2027,3231.8275412674434
2197,Algeria,FJI,2028,3158.012498209822
2198,Algeria,FJI,2029,3085.8833930656638
2199,Algeria,FJI,2030,3015.4017189598076
2200,Algeria,FJI,2031,2946.5298485153367
2201,Algeria,FJI,2032,2879.23101376581
2202,Algeria,FJI,2033,2813.469286526301
2203,Algeria,FJI,2034,2749.2095592127607
2204,Algeria,FJI,2035,2686.417526099468
2205,Algeria,FJI,2036,2625.059665004562
2206,Algeria,FJI,2037,2565.10321939387
2207,Algeria,FJI,2038,2506.5161808934963
2208,Algeria,FJI,2039,2449.2672722018156
2209,Algeria,FJI,2040,2393.325930391758
2210,Algeria,FJI,2041,2338.6622905944723
2211,Algeria,FJI,2042,2285.247170055656
2212,Algeria,FJI,2043,2233.052052556035
2213,Algeria,FJI,2044,2182.049073187683
2214,Algeria,FJI,2045,2132.211003478052
2215,Algeria,FJI,2046,2083.5112368537652
2216,Algeria,FJI,2047,2035.923774436422
2217,Algeria,FJI,2048,1989.423211162825
2218,Algeria,FJI,2049,1943.9847222222222
2219,Algeria,FJI,2050,1899.584049803323
2220,Algeria,FLK,2021,3712.3949802880243
2221,Algeria,FLK,2022,3627.603761753699
2222,Algeria,FLK,2023,3544.7491773271963
2223,Algeria,FLK,2024,3463.7869942243624
2224,Algeria,FLK,2025,3384.67398993923
2225,Algeria,FLK,2026,3307.367929169231
2226,Algeria,FLK,2027,3231.8275412674434
2227,Algeria,FLK,2028,3158.012498209822
2228,Algeria,FLK,2029,3085.8833930656638
2229,Algeria,FLK,2030,3015.4017189598076
2230,Algeria,FLK,2031,2946.5298485153367
2231,Algeria,FLK,2032,2879.23101376581
2232,Algeria,FLK,2033,2813.469286526301
2233,Algeria,FLK,2034,2749.2095592127607
2234,Algeria,FLK,2035,2686.417526099468
2235,Algeria,FLK,2036,2625.059665004562
2236,Algeria,FLK,2037,2565.10321939387
2237,Algeria,FLK,2038,2506.5161808934963
2238,Algeria,FLK,2039,2449.2672722018156
2239,Algeria,FLK,2040,2393.325930391758
2240,Algeria,FLK,2041,2338.6622905944723
2241,Algeria,FLK,2042,2285.247170055656
2242,Algeria,FLK,2043,2233.052052556035
2243,Algeria,FLK,2044,2182.049073187683
2244,Algeria,FLK,2045,2132.211003478052
2245,Algeria,FLK,2046,2083.5112368537652
2246,Algeria,FLK,2047,2035.923774436422
2247,Algeria,FLK,2048,1989.423211162825
2248,Algeria,FLK,2049,1943.9847222222222
2249,Algeria,FLK,2050,1899.584049803323
2250,Algeria,FRA,2021,3712.3949802880243
2251,Algeria,FRA,2022,3627.603761753699
2252,Algeria,FRA,2023,3544.7491773271963
2253,Algeria,FRA,2024,3463.7869942243624
2254,Algeria,FRA,2025,3384.67398993923
2255,Algeria,FRA,2026,3307.367929169231
2256,Algeria,FRA,2027,3231.8275412674434
2257,Algeria,FRA,2028,3158.012498209822
2258,Algeria,FRA,2029,3085.8833930656638
2259,Algeria,FRA,2030,3015.4017189598076
2260,Algeria,FRA,2031,2946.5298485153367
2261,Algeria,FRA,2032,2879.23101376581
2262,Algeria,FRA,2033,2813.469286526301
2263,Algeria,FRA,2034,2749.2095592127607
2264,Algeria,FRA,2035,2686.417526099468
2265,Algeria,FRA,2036,2625.059665004562
2266,Algeria,FRA,2037,2565.10321939387
2267,Algeria,FRA,2038,2506.5161808934963
2268,Algeria,FRA,2039,2449.2672722018156
2269,Algeria,FRA,2040,2393.325930391758
2270,Algeria,FRA,2041,2338.6622905944723
2271,Algeria,FRA,2042,2285.247170055656
2272,Algeria,FRA,2043,2233.052052556035
2273,Algeria,FRA,2044,2182.049073187683
2274,Algeria,FRA,2045,2132.211003478052
2275,Algeria,FRA,2046,2083.5112368537652
2276,Algeria,FRA,2047,2035.923774436422
2277,Algeria,FRA,2048,1989.423211162825
2278,Algeria,FRA,2049,1943.9847222222222
2279,Algeria,FRA,2050,1899.584049803323
2280,Algeria,FRO,2021,3712.3949802880243
2281,Algeria,FRO,2022,3627.603761753699
2282,Algeria,FRO,2023,3544.7491773271963
2283,Algeria,FRO,2024,3463.7869942243624
2284,Algeria,FRO,2025,3384.67398993923
2285,Algeria,FRO,2026,3307.367929169231
2286,Algeria,FRO,2027,3231.8275412674434
2287,Algeria,FRO,2028,3158.012498209822
2288,Algeria,FRO,2029,3085.8833930656638
2289,Algeria,FRO,2030,3015.4017189598076
2290,Algeria,FRO,2031,2946.5298485153367
2291,Algeria,FRO,2032,2879.23101376581
2292,Algeria,FRO,2033,2813.469286526301
2293,Algeria,FRO,2034,2749.2095592127607
2294,Algeria,FRO,2035,2686.417526099468
2295,Algeria,FRO,2036,2625.059665004562
2296,Algeria,FRO,2037,2565.10321939387
2297,Algeria,FRO,2038,2506.5161808934963
2298,Algeria,FRO,2039,2449.2672722018156
2299,Algeria,FRO,2040,2393.325930391758
2300,Algeria,FRO,2041,2338.6622905944723
2301,Algeria,FRO,2042,2285.247170055656
2302,Algeria,FRO,2043,2233.052052556035
2303,Algeria,FRO,2044,2182.049073187683
2304,Algeria,FRO,2045,2132.211003478052
2305,Algeria,FRO,2046,2083.5112368537652
2306,Algeria,FRO,2047,2035.923774436422
2307,Algeria,FRO,2048,1989.423211162825
2308,Algeria,FRO,2049,1943.9847222222222
2309,Algeria,FRO,2050,1899.584049803323
2310,Algeria,FSM,2021,3712.3949802880243
2311,Algeria,FSM,2022,3627.603761753699
2312,Algeria,FSM,2023,3544.7491773271963
2313,Algeria,FSM,2024,3463.7869942243624
2314,Algeria,FSM,2025,3384.67398993923
2315,Algeria,FSM,2026,3307.367929169231
2316,Algeria,FSM,2027,3231.8275412674434
2317,Algeria,FSM,2028,3158.012498209822
2318,Algeria,FSM,2029,3085.8833930656638
2319,Algeria,FSM,2030,3015.4017189598076
2320,Algeria,FSM,2031,2946.5298485153367
2321,Algeria,FSM,2032,2879.23101376581
2322,Algeria,FSM,2033,2813.469286526301
2323,Algeria,FSM,2034,2749.2095592127607
2324,Algeria,FSM,2035,2686.417526099468
2325,Algeria,FSM,2036,2625.059665004562
2326,Algeria,FSM,2037,2565.10321939387
2327,Algeria,FSM,2038,2506.5161808934963
2328,Algeria,FSM,2039,2449.2672722018156
2329,Algeria,FSM,2040,2393.325930391758
2330,Algeria,FSM,2041,2338.6622905944723
2331,Algeria,FSM,2042,2285.247170055656
2332,Algeria,FSM,2043,2233.052052556035
2333,Algeria,FSM,2044,2182.049073187683
2334,Algeria,FSM,2045,2132.211003478052
2335,Algeria,FSM,2046,2083.5112368537652
2336,Algeria,FSM,2047,2035.923774436422
2337,Algeria,FSM,2048,1989.423211162825
2338,Algeria,FSM,2049,1943.9847222222222
2339,Algeria,FSM,2050,1899.584049803323
2340,Algeria,GAB,2021,3712.3949802880243
2341,Algeria,GAB,2022,3627.603761753699
2342,Algeria,GAB,2023,3544.7491773271963
2343,Algeria,GAB,2024,3463.7869942243624
2344,Algeria,GAB,2025,3384.67398993923
2345,Algeria,GAB,2026,3307.367929169231
2346,Algeria,GAB,2027,3231.8275412674434
2347,Algeria,GAB,2028,3158.012498209822
2348,Algeria,GAB,2029,3085.8833930656638
2349,Algeria,GAB,2030,3015.4017189598076
2350,Algeria,GAB,2031,2946.5298485153367
2351,Algeria,GAB,2032,2879.23101376581
2352,Algeria,GAB,2033,2813.469286526301
2353,Algeria,GAB,2034,2749.2095592127607
2354,Algeria,GAB,2035,2686.417526099468
2355,Algeria,GAB,2036,2625.059665004562
2356,Algeria,GAB,2037,2565.10321939387
2357,Algeria,GAB,2038,2506.5161808934963
2358,Algeria,GAB,2039,2449.2672722018156
2359,Algeria,GAB,2040,2393.325930391758
2360,Algeria,GAB,2041,2338.6622905944723
2361,Algeria,GAB,2042,2285.247170055656
2362,Algeria,GAB,2043,2233.052052556035
2363,Algeria,GAB,2044,2182.049073187683
2364,Algeria,GAB,2045,2132.211003478052
2365,Algeria,GAB,2046,2083.5112368537652
2366,Algeria,GAB,2047,2035.923774436422
2367,Algeria,GAB,2048,1989.423211162825
2368,Algeria,GAB,2049,1943.9847222222222
2369,Algeria,GAB,2050,1899.584049803323
2370,Algeria,GBR,2021,3712.3949802880243
2371,Algeria,GBR,2022,3627.603761753699
2372,Algeria,GBR,2023,3544.7491773271963
2373,Algeria,GBR,2024,3463.7869942243624
2374,Algeria,GBR,2025,3384.67398993923
2375,Algeria,GBR,2026,3307.367929169231
2376,Algeria,GBR,2027,3231.8275412674434
2377,Algeria,GBR,2028,3158.012498209822
2378,Algeria,GBR,2029,3085.8833930656638
2379,Algeria,GBR,2030,3015.4017189598076
2380,Algeria,GBR,2031,2946.5298485153367
2381,Algeria,GBR,2032,2879.23101376581
2382,Algeria,GBR,2033,2813.469286526301
2383,Algeria,GBR,2034,2749.2095592127607
2384,Algeria,GBR,2035,2686.417526099468
2385,Algeria,GBR,2036,2625.059665004562
2386,Algeria,GBR,2037,2565.10321939387
2387,Algeria,GBR,2038,2506.5161808934963
2388,Algeria,GBR,2039,2449.2672722018156
2389,Algeria,GBR,2040,2393.325930391758
2390,Algeria,GBR,2041,2338.6622905944723
2391,Algeria,GBR,2042,2285.247170055656
2392,Algeria,GBR,2043,2233.052052556035
2393,Algeria,GBR,2044,2182.049073187683
2394,Algeria,GBR,2045,2132.211003478052
2395,Algeria,GBR,2046,2083.5112368537652
2396,Algeria,GBR,2047,2035.923774436422
2397,Algeria,GBR,2048,1989.423211162825
2398,Algeria,GBR,2049,1943.9847222222222
2399,Algeria,GBR,2050,1899.584049803323
2400,Algeria,GEO,2021,3712.3949802880243
2401,Algeria,GEO,2022,3627.603761753699
2402,Algeria,GEO,2023,3544.7491773271963
2403,Algeria,GEO,2024,3463.7869942243624
2404,Algeria,GEO,2025,3384.67398993923
2405,Algeria,GEO,2026,3307.367929169231
2406,Algeria,GEO,2027,3231.8275412674434
2407,Algeria,GEO,2028,3158.012498209822
2408,Algeria,GEO,2029,3085.8833930656638
2409,Algeria,GEO,2030,3015.4017189598076
2410,Algeria,GEO,2031,2946.5298485153367
2411,Algeria,GEO,2032,2879.23101376581
2412,Algeria,GEO,2033,2813.469286526301
2413,Algeria,GEO,2034,2749.2095592127607
2414,Algeria,GEO,2035,2686.417526099468
2415,Algeria,GEO,2036,2625.059665004562
2416,Algeria,GEO,2037,2565.10321939387
2417,Algeria,GEO,2038,2506.5161808934963
2418,Algeria,GEO,2039,2449.2672722018156
2419,Algeria,GEO,2040,2393.325930391758
2420,Algeria,GEO,2041,2338.6622905944723
2421,Algeria,GEO,2042,2285.247170055656
2422,Algeria,GEO,2043,2233.052052556035
2423,Algeria,GEO,2044,2182.049073187683
2424,Algeria,GEO,2045,2132.211003478052
2425,Algeria,GEO,2046,2083.5112368537652
2426,Algeria,GEO,2047,2035.923774436422
2427,Algeria,GEO,2048,1989.423211162825
2428,Algeria,GEO,2049,1943.9847222222222
2429,Algeria,GEO,2050,1899.584049803323
2430,Algeria,GGY,2021,3712.3949802880243
2431,Algeria,GGY,2022,3627.603761753699
2432,Algeria,GGY,2023,3544.7491773271963
2433,Algeria,GGY,2024,3463.7869942243624
2434,Algeria,GGY,2025,3384.67398993923
2435,Algeria,GGY,2026,3307.367929169231
2436,Algeria,GGY,2027,3231.8275412674434
2437,Algeria,GGY,2028,3158.012498209822
2438,Algeria,GGY,2029,3085.8833930656638
2439,Algeria,GGY,2030,3015.4017189598076
2440,Algeria,GGY,2031,2946.5298485153367
2441,Algeria,GGY,2032,2879.23101376581
2442,Algeria,GGY,2033,2813.469286526301
2443,Algeria,GGY,2034,2749.2095592127607
2444,Algeria,GGY,2035,2686.417526099468
2445,Algeria,GGY,2036,2625.059665004562
2446,Algeria,GGY,2037,2565.10321939387
2447,Algeria,GGY,2038,2506.5161808934963
2448,Algeria,GGY,2039,2449.2672722018156
2449,Algeria,GGY,2040,2393.325930391758
2450,Algeria,GGY,2041,2338.6622905944723
2451,Algeria,GGY,2042,2285.247170055656
2452,Algeria,GGY,2043,2233.052052556035
2453,Algeria,GGY,2044,2182.049073187683
2454,Algeria,GGY,2045,2132.211003478052
2455,Algeria,GGY,2046,2083.5112368537652
2456,Algeria,GGY,2047,2035.923774436422
2457,Algeria,GGY,2048,1989.423211162825
2458,Algeria,GGY,2049,1943.9847222222222
2459,Algeria,GGY,2050,1899.584049803323
2460,Algeria,GHA,2021,3712.3949802880243
2461,Algeria,GHA,2022,3627.603761753699
2462,Algeria,GHA,2023,3544.7491773271963
2463,Algeria,GHA,2024,3463.7869942243624
2464,Algeria,GHA,2025,3384.67398993923
2465,Algeria,GHA,2026,3307.367929169231
2466,Algeria,GHA,2027,3231.8275412674434
2467,Algeria,GHA,2028,3158.012498209822
2468,Algeria,GHA,2029,3085.8833930656638
2469,Algeria,GHA,2030,3015.4017189598076
2470,Algeria,GHA,2031,2946.5298485153367
2471,Algeria,GHA,2032,2879.23101376581
2472,Algeria,GHA,2033,2813.469286526301
2473,Algeria,GHA,2034,2749.2095592127607
2474,Algeria,GHA,2035,2686.417526099468
2475,Algeria,GHA,2036,2625.059665004562
2476,Algeria,GHA,2037,2565.10321939387
2477,Algeria,GHA,2038,2506.5161808934963
2478,Algeria,GHA,2039,2449.2672722018156
2479,Algeria,GHA,2040,2393.325930391758
2480,Algeria,GHA,2041,2338.6622905944723
2481,Algeria,GHA,2042,2285.247170055656
2482,Algeria,GHA,2043,2233.052052556035
2483,Algeria,GHA,2044,2182.049073187683
2484,Algeria,GHA,2045,2132.211003478052
2485,Algeria,GHA,2046,2083.5112368537652
2486,Algeria,GHA,2047,2035.923774436422
2487,Algeria,GHA,2048,1989.423211162825
2488,Algeria,GHA,2049,1943.9847222222222
2489,Algeria,GHA,2050,1899.584049803323
2490,Algeria,GIB,2021,3712.3949802880243
2491,Algeria,GIB,2022,3627.603761753699
2492,Algeria,GIB,2023,3544.7491773271963
2493,Algeria,GIB,2024,3463.7869942243624
2494,Algeria,GIB,2025,3384.67398993923
2495,Algeria,GIB,2026,3307.367929169231
2496,Algeria,GIB,2027,3231.8275412674434
2497,Algeria,GIB,2028,3158.012498209822
2498,Algeria,GIB,2029,3085.8833930656638
2499,Algeria,GIB,2030,3015.4017189598076
2500,Algeria,GIB,2031,2946.5298485153367
2501,Algeria,GIB,2032,2879.23101376581
2502,Algeria,GIB,2033,2813.469286526301
2503,Algeria,GIB,2034,2749.2095592127607
2504,Algeria,GIB,2035,2686.417526099468
2505,Algeria,GIB,2036,2625.059665004562
2506,Algeria,GIB,2037,2565.10321939387
2507,Algeria,GIB,2038,2506.5161808934963
2508,Algeria,GIB,2039,2449.2672722018156
2509,Algeria,GIB,2040,2393.325930391758
2510,Algeria,GIB,2041,2338.6622905944723
2511,Algeria,GIB,2042,2285.247170055656
2512,Algeria,GIB,2043,2233.052052556035
2513,Algeria,GIB,2044,2182.049073187683
2514,Algeria,GIB,2045,2132.211003478052
2515,Algeria,GIB,2046,2083.5112368537652
2516,Algeria,GIB,2047,2035.923774436422
2517,Algeria,GIB,2048,1989.423211162825
2518,Algeria,GIB,2049,1943.9847222222222
2519,Algeria,GIB,2050,1899.584049803323
2520,American Samoa,GIN,2021,3712.3949802880243
2521,American Samoa,GIN,2022,3627.603761753699
2522,American Samoa,GIN,2023,3544.7491773271963
2523,American Samoa,GIN,2024,3463.7869942243624
2524,American Samoa,GIN,2025,3384.67398993923
2525,American Samoa,GIN,2026,3307.367929169231
2526,American Samoa,GIN,2027,3231.8275412674434
2527,American Samoa,GIN,2028,3158.012498209822
2528,American Samoa,GIN,2029,3085.8833930656638
2529,American Samoa,GIN,2030,3015.4017189598076
2530,American Samoa,GIN,2031,2946.5298485153367
2531,American Samoa,GIN,2032,2879.23101376581
2532,American Samoa,GIN,2033,2813.469286526301
2533,American Samoa,GIN,2034,2749.2095592127607
2534,American Samoa,GIN,2035,2686.417526099468
2535,American Samoa,GIN,2036,2625.059665004562
2536,American Samoa,GIN,2037,2565.10321939387
2537,American Samoa,GIN,2038,2506.5161808934963
2538,American Samoa,GIN,2039,2449.2672722018156
2539,American Samoa,GIN,2040,2393.325930391758
2540,American Samoa,GIN,2041,2338.6622905944723
2541,American Samoa,GIN,2042,2285.247170055656
2542,American Samoa,GIN,2043,2233.052052556035
2543,American Samoa,GIN,2044,2182.049073187683
2544,American Samoa,GIN,2045,2132.211003478052
2545,American Samoa,GIN,2046,2083.5112368537652
2546,American Samoa,GIN,2047,2035.923774436422
2547,American Samoa,GIN,2048,1989.423211162825
2548,American Samoa,GIN,2049,1943.9847222222222
2549,American Samoa,GIN,2050,1899.584049803323
2550,American Samoa,GLP,2021,3712.3949802880243
2551,American Samoa,GLP,2022,3627.603761753699
2552,American Samoa,GLP,2023,3544.7491773271963
2553,American Samoa,GLP,2024,3463.7869942243624
2554,American Samoa,GLP,2025,3384.67398993923
2555,American Samoa,GLP,2026,3307.367929169231
2556,American Samoa,GLP,2027,3231.8275412674434
2557,American Samoa,GLP,2028,3158.012498209822
2558,American Samoa,GLP,2029,3085.8833930656638
2559,American Samoa,GLP,2030,3015.4017189598076
