Year,prodinit_ippu_rubber_and_leather_tonne,iso_code3
2049,107576.008065332,"BTN"
2050,133240.158148575,"BTN"
2021,1177.688,"BWA"
2022,1139.24144663301,"BWA"
2023,1102.0500113158,"BWA"
2024,1066.07271972996,"BWA"
2025,1031.26993519603,"BWA"
2026,997.603315005216,"BWA"
2027,965.035768176657,"BWA"
2028,933.531414593827,"BWA"
2029,903.055545474891,"BWA"
2030,873.574585133566,"BWA"
2031,845.05605398832,"BWA"
2032,817.468532779173,"BWA"
2033,790.781627952658,"BWA"
2034,764.96593817683,"BWA"
2035,739.993021949405,"BWA"
2036,715.835366263369,"BWA"
2037,692.466356295515,"BWA"
2038,669.860246084526,"BWA"
2039,647.992130166293,"BWA"
2040,626.83791613522,"BWA"
2041,606.374298101289,"BWA"
2042,586.578731013638,"BWA"
2043,567.429405822368,"BWA"
2044,548.905225451211,"BWA"
2045,530.985781554586,"BWA"
2046,513.651332033447,"BWA"
2047,496.88277928514,"BWA"
2048,480.661649163305,"BWA"
2049,464.970070624659,"BWA"
2050,449.790756040216,"BWA"
2021,92.86226,"CAF"
2022,102.792014311406,"CAF"
2023,113.78355648674,"CAF"
2024,125.950423420533,"CAF"
2025,139.418292498708,"CAF"
2026,154.326279780386,"CAF"
2027,170.828376994179,"CAF"
2028,189.095042192382,"CAF"
2029,209.314960493695,"CAF"
2030,231.696993102034,"CAF"
2031,256.472334733766,"CAF"
2032,283.896901738477,"CAF"
2033,314.253975581311,"CAF"
2034,347.857128992665,"CAF"
2035,385.053465010852,"CAF"
2036,426.227202375345,"CAF"
2037,471.803644305846,"CAF"
2038,522.25357166259,"CAF"
2039,578.098105866946,"CAF"
2040,639.914091813744,"CAF"
2041,708.340056378003,"CAF"
2042,784.082804064318,"CAF"
2043,867.92471792854,"CAF"
2044,960.731841186435,"CAF"
2045,1063.46282298815,"CAF"
2046,1177.17882076363,"CAF"
2047,1303.05446142512,"CAF"
2048,1442.38997465012,"CAF"
2049,1596.62462357542,"CAF"
2050,1767.35157163425,"CAF"
2021,307476.7,"CAN"
2022,307605.983221413,"CAN"
2023,307735.320801909,"CAN"
2024,307864.712764343,"CAN"
2025,307994.159131582,"CAN"
2026,308123.659926501,"CAN"
2027,308253.215171984,"CAN"
2028,308382.824890927,"CAN"
2029,308512.489106233,"CAN"
2030,308642.207840816,"CAN"
2031,308771.9811176,"CAN"
2032,308901.808959518,"CAN"
2033,309031.691389512,"CAN"
2034,309161.628430536,"CAN"
2035,309291.62010555,"CAN"
2036,309421.666437527,"CAN"
2037,309551.767449447,"CAN"
2038,309681.923164303,"CAN"
2039,309812.133605095,"CAN"
2040,309942.398794832,"CAN"
2041,310072.718756536,"CAN"
2042,310203.093513235,"CAN"
2043,310333.523087969,"CAN"
2044,310464.007503788,"CAN"
2045,310594.546783749,"CAN"
2046,310725.140950922,"CAN"
2047,310855.790028384,"CAN"
2048,310986.494039224,"CAN"
2049,311117.253006539,"CAN"
2050,311248.066953436,"CAN"
2021,110708.4,"CHE"
2022,120015.622960785,"CHE"
2023,130105.30144655,"CHE"
2024,141043.216265508,"CHE"
2025,152900.678399269,"CHE"
2026,165754.993922908,"CHE"
2027,179689.968010729,"CHE"
2028,194796.451313641,"CHE"
2029,211172.932270332,"CHE"
2030,228926.179213858,"CHE"
2031,248171.936459956,"CHE"
2032,269035.678915294,"CHE"
2033,291653.430125417,"CHE"
2034,316172.649095747,"CHE"
2035,342753.191667368,"CHE"
2036,371568.35271539,"CHE"
2037,402805.995964625,"CHE"
2038,436669.778788545,"CHE"
2039,473380.479976726,"CHE"
2040,513177.439127312,"CHE"
2041,556320.117048792,"CHE"
2042,603089.787344298,"CHE"
2043,653791.370206896,"CHE"
2044,708755.420381522,"CHE"
2045,768340.282254293,"CHE"
2046,832934.426119556,"CHE"
2047,902958.980856215,"CHE"
2048,978870.479525438,"CHE"
2049,1061163.83578994,"CHE"
2050,1150375.57056001,"CHE"
2021,52831.46,"CHL"
2022,54217.1630085469,"CHL"
2023,55639.2112709993,"CHL"
2024,57098.5580778337,"CHL"
2025,58596.1817231417,"CHL"
2026,60133.0861604433,"CHL"
2027,61710.3016757014,"CHL"
2028,63328.8855779891,"CHL"
2029,64989.9229082719,"CHL"
2030,66694.5271667804,"CHL"
2031,68443.8410594614,"CHL"
2032,70239.037264007,"CHL"
2033,72081.3192159761,"CHL"
2034,73971.9219155344,"CHL"
2035,75912.1127553551,"CHL"
2036,77903.1923702332,"CHL"
2037,79946.495508985,"CHL"
2038,82043.3919292161,"CHL"
2039,84195.287315558,"CHL"
2040,86403.6242219892,"CHL"
2041,88669.8830388715,"CHL"
2042,90995.5829853517,"CHL"
2043,93382.2831277911,"CHL"
2044,95831.5834249087,"CHL"
2045,98345.1258003364,"CHL"
2046,100924.595243306,"CHL"
2047,103571.720938205,"CHL"
2048,106288.277423762,"CHL"
2049,109076.085782633,"CHL"
2050,111937.014862191,"CHL"
2021,3428488,"CHN"
2022,3636893.00720238,"CHN"
2023,3857966.17804628,"CHN"
2024,4092477.56298397,"CHN"
2025,4341244.02096464,"CHN"
2026,4605132.06474849,"CHN"
2027,4885060.87917683,"CHN"
2028,5182005.52291159,"CHN"
2029,5497000.3247966,"CHN"
2030,5831142.48667107,"CHN"
2031,6185595.90518465,"CHN"
2032,6561595.22592632,"CHN"
2033,6960450.14398882,"CHN"
2034,7383549.96594817,"CHN"
2035,7832368.44914908,"CHN"
2036,8308468.9351524,"CHN"
2037,8813509.79522575,"CHN"
2038,9349250.20684516,"CHN"
2039,9917556.28132883,"CHN"
2040,10520407.5639468,"CHN"
2041,11159903.9291481,"CHN"
2042,11838272.8949231,"CHN"
2043,12557877.3817785,"CHN"
2044,13321223.9433521,"CHN"
2045,14130971.4973347,"CHN"
2046,14989940.5871138,"CHN"
2047,15901123.2063969,"CHN"
2048,16867693.2210374,"CHN"
2049,17893017.4243649,"CHN"
2050,18980667.2645268,"CHN"
2021,54141.74,"CIV"
2022,60238.0262262635,"CIV"
2023,67020.7459833395,"CIV"
2024,74567.1907524241,"CIV"
2025,82963.354930287,"CIV"
2026,92304.9157657186,"CIV"
2027,102698.323635487,"CIV"
2028,114262.015083885,"CIV"
2029,127127.762448875,"CIV"
2030,141442.175454308,"CIV"
2031,157368.371879374,"CIV"
2032,175087.836343164,"CIV"
2033,194802.488385842,"CIV"
2034,216736.98341294,"CIV"
2035,241141.272722855,"CIV"
2036,268293.451789948,"CIV"
2037,298502.92926045,"CIV"
2038,332113.952772989,"CIV"
2039,369509.531781715,"CIV"
2040,411115.802083962,"CIV"
2041,457406.881787786,"CIV"
2042,508910.274054843,"CIV"
2043,566212.878184754,"CIV"
2044,629967.677539387,"CIV"
2045,700901.18051832,"CIV"
2046,779821.699377995,"CIV"
2047,867628.56123466,"CIV"
2048,965322.356213686,"CIV"
2049,1074016.33952656,"CIV"
2050,1194949.1174062,"CIV"
2021,7856.732,"CMR"
2022,8037.1071698823,"CMR"
2023,8221.62340018388,"CMR"
2024,8410.37576153672,"CMR"
2025,8603.46150720823,"CMR"
2026,8800.98012321021,"CMR"
2027,9003.03337955837,"CMR"
2028,9209.72538270852,"CMR"
2029,9421.16262919667,"CMR"
2030,9637.45406051062,"CMR"
2031,9858.71111922123,"CMR"
2032,10085.0478064024,"CMR"
2033,10316.5807403692,"CMR"
2034,10553.4292167648,"CMR"
2035,10795.7152700265,"CMR"
2036,11043.5637362631,"CMR"
2037,11297.1023175758,"CMR"
2038,11556.4616478559,"CMR"
2039,11821.7753600928,"CMR"
2040,12093.1801552274,"CMR"
2041,12370.8158725862,"CMR"
2042,12654.825561933,"CMR"
2043,12945.3555571733,"CMR"
2044,13242.5555517527,"CMR"
2045,13546.5786757848,"CMR"
2046,13857.5815749506,"CMR"
2047,14175.7244912089,"CMR"
2048,14501.1713453597,"CMR"
2049,14834.0898215037,"CMR"
2050,15174.6514534396,"CMR"
2021,3493.751,"COD"
2022,4147.03703186263,"COD"
2023,4922.47906151297,"COD"
2024,5842.91867298577,"COD"
2025,6935.46852967874,"COD"
2026,8232.31101068611,"COD"
2027,9771.64618174728,"COD"
2028,11598.8170244431,"COD"
2029,13767.645068628,"COD"
2030,16342.0157707694,"COD"
2031,19397.7603374321,"COD"
2032,23024.8894252988,"COD"
2033,27330.2445140642,"COD"
2034,32440.6450516035,"COD"
2035,38506.6240743862,"COD"
2036,45706.8623403592,"COD"
2037,54253.4515870528,"COD"
2038,64398.1419505495,"COD"
2039,76439.7575706096,"COD"
2040,90732.9988175803,"COD"
2041,107698.890421342,"COD"
2042,127837.183264583,"COD"
2043,151741.075150243,"COD"
2044,180114.684161151,"COD"
2045,213793.78931084,"COD"
2046,253770.449426501,"COD"
2047,301222.225443119,"COD"
2048,357546.866886819,"COD"
2049,424403.484279817,"COD"
2050,503761.420250021,"COD"
2021,704.6488,"COG"
2022,739.837835818331,"COG"
2023,776.784155892059,"COG"
2024,815.57551619069,"COG"
2025,856.304055076711,"COG"
2026,899.066512155297,"COG"
2027,943.964458053019,"COG"
2028,991.104535671344,"COG"
2029,1040.59871348794,"COG"
2030,1092.56455150744,"COG"
2031,1147.12548049339,"COG"
2032,1204.41109514455,"COG"
2033,1264.55746191199,"COG"
2034,1327.70744218806,"COG"
2035,1394.01103163492,"COG"
2036,1463.62571645855,"COG"
2037,1536.71684747459,"COG"
2038,1613.45803285433,"COG"
2039,1694.03155048395,"COG"
2040,1778.62878091613,"COG"
2041,1867.45066194278,"COG"
2042,1960.70816586825,"COG"
2043,2058.62280061684,"COG"
2044,2161.42713586489,"COG"
2045,2269.36535544699,"COG"
2046,2382.69383734848,"COG"
2047,2501.68176266187,"COG"
2048,2626.6117549536,"COG"
2049,2757.78055155967,"COG"
2050,2895.4997084048,"COG"
2021,42431.45,"COL"
2022,41223.6406427338,"COL"
2023,40050.2115256786,"COL"
2024,38910.1840168094,"COL"
2025,37802.6073408191,"COL"
2026,36726.5577861774,"COL"
2027,35681.1379347624,"COL"
2028,34665.4759134194,"COL"
2029,33678.7246668249,"COL"
2030,32720.0612510476,"COL"
2031,31788.6861472192,"COL"
2032,30883.8225947408,"COL"
2033,30004.7159434697,"COL"
2034,29150.6330243464,"COL"
2035,28320.8615379362,"COL"
2036,27514.7094603767,"COL"
2037,26731.5044662343,"COL"
2038,25970.5933677892,"COL"
2039,25231.3415702812,"COL"
2040,24513.1325426621,"COL"
2041,23815.3673034131,"COL"
2042,23137.4639209976,"COL"
2043,22478.8570285348,"COL"
2044,21838.9973522873,"COL"
2045,21217.3512535703,"COL"
2046,20613.4002837009,"COL"
2047,20026.640751615,"COL"
2048,19456.5833037924,"COL"
2049,18902.7525161396,"COL"
2050,18364.6864974888,"COL"
2021,76.08909,"COM"
2022,85.3028321863043,"COM"
2023,95.6322802520675,"COM"
2024,107.212536697912,"COM"
2025,120.195063789171,"COM"
2026,134.749664584368,"COM"
2027,151.066703849411,"COM"
2028,169.359597905618,"COM"
2029,189.86760597719,"COM"
2030,212.858959547125,"COM"
2031,238.634370651558,"COM"
2032,267.530964998716,"COM"
2033,299.926691355167,"COM"
2034,336.245264871262,"COM"
2035,376.961709001286,"COM"
2036,422.608568503043,"COM"
2037,473.782874778885,"COM"
2038,531.15395466036,"COM"
2039,595.472184770308,"COM"
2040,667.578805963819,"COM"
2041,748.416926214586,"COM"
2042,839.043855857292,"COM"
2043,940.644936523019,"COM"
2044,1054.54904464122,"COM"
2045,1182.24597228404,"COM"
2046,1325.40591268314,"COM"
2047,1485.90130527708,"COM"
2048,1665.83132600825,"COM"
2049,1867.54934318666,"COM"
2050,2093.69369802549,"COM"
2021,112.7979,"CPV"
2022,107.79758253851,"CPV"
2023,103.018928554049,"CPV"
2024,98.4521117311047,"CPV"
2025,94.0877413535565,"CPV"
2026,89.9168429946121,"CPV"
2027,85.9308400627486,"CPV"
2028,82.1215361657231,"CPV"
2029,78.4810982563837,"CPV"
2030,75.0020405256252,"CPV"
2031,71.6772090093674,"CPV"
2032,68.4997668779055,"CPV"
2033,65.4631803773802,"CPV"
2034,62.561205394462,"CPV"
2035,59.7878746166212,"CPV"
2036,57.137485261581,"CPV"
2037,54.6045873507234,"CPV"
2038,52.1839725023326,"CPV"
2039,49.8706632216337,"CPV"
2040,47.6599026656018,"CPV"
2041,45.547144861496,"CPV"
2042,43.5280453590056,"CPV"
2043,41.5984522967839,"CPV"
2044,39.754397865003,"CPV"
2045,37.9920901463716,"CPV"
2046,36.3079053188401,"CPV"
2047,34.6983802039582,"CPV"
2048,33.1602051455637,"CPV"
2049,31.6902172041573,"CPV"
2050,30.2853936529709,"CPV"
2021,12685.94,"CRI"
2022,12636.6350133479,"CRI"
2023,12587.5216547272,"CRI"
2024,12538.5991793593,"CRI"
2025,12489.8668453601,"CRI"
2026,12441.3239137289,"CRI"
2027,12392.9696483374,"CRI"
2028,12344.8033159181,"CRI"
2029,12296.8241860536,"CRI"
2030,12249.0315311651,"CRI"
2031,12201.4246265017,"CRI"
2032,12154.0027501294,"CRI"
2033,12106.76518292,"CRI"
2034,12059.7112085402,"CRI"
2035,12012.8401134408,"CRI"
2036,11966.1511868459,"CRI"
2037,11919.6437207422,"CRI"
2038,11873.3170098679,"CRI"
2039,11827.1703517024,"CRI"
2040,11781.2030464556,"CRI"
2041,11735.4143970571,"CRI"
2042,11689.8037091456,"CRI"
2043,11644.3702910587,"CRI"
2044,11599.1134538222,"CRI"
2045,11554.0325111394,"CRI"
2046,11509.1267793813,"CRI"
2047,11464.3955775757,"CRI"
2048,11419.8382273969,"CRI"
2049,11375.4540531559,"CRI"
2050,11331.2423817896,"CRI"
2021,5926.75,"CUB"
2022,6080.65999924443,"CUB"
2023,6238.56684125553,"CUB"
2024,6400.57431884847,"CUB"
2025,6566.78892020298,"CUB"
2026,6737.31989885852,"CUB"
2027,6912.27934552706,"CUB"
2028,7091.78226177076,"CUB"
2029,7275.94663559297,"CUB"
2030,7464.89351899223,"CUB"
2031,7658.74710753027,"CUB"
2032,7857.63482196621,"CUB"
2033,8061.6873920108,"CUB"
2034,8271.03894225557,"CUB"
2035,8485.82708033347,"CUB"
2036,8706.19298736893,"CUB"
2037,8932.28151077683,"CUB"
2038,9164.24125947125,"CUB"
2039,9402.22470154675,"CUB"
2040,9646.38826449625,"CUB"
2041,9896.89243803151,"CUB"
2042,10153.9018795736,"CUB"
2043,10417.585522483,"CUB"
2044,10688.1166871,"CUB"
2045,10965.6731946692,"CUB"
2046,11250.4374842219,"CUB"
2047,11542.5967324939,"CUB"
2048,11842.3429769579,"CUB"
2049,12149.8732420502,"CUB"
2050,12465.3896686758,"CUB"
2021,130.3462,"CUW"
2022,131.917758012022,"CUW"
2023,133.508263984054,"CUW"
2024,135.117946367853,"CUW"
2025,136.747036369574,"CUW"
2026,138.395767982976,"CUW"
2027,140.064378023035,"CUW"
2028,141.753106159957,"CUW"
2029,143.462194953605,"CUW"
2030,145.191889888337,"CUW"
2031,146.942439408266,"CUW"
2032,148.714094952947,"CUW"
2033,150.50711099349,"CUW"
2034,152.321745069113,"CUW"
2035,154.158257824134,"CUW"
2036,156.016913045405,"CUW"
2037,157.897977700204,"CUW"
2038,159.80172197458,"CUW"
2039,161.728419312163,"CUW"
2040,163.678346453434,"CUW"
2041,165.651783475483,"CUW"
2042,167.649013832229,"CUW"
2043,169.670324395142,"CUW"
2044,171.716005494441,"CUW"
2045,173.7863509608,"CUW"
2046,175.88165816755,"CUW"
2047,178.002228073392,"CUW"
2048,180.148365265626,"CUW"
2049,182.320378003901,"CUW"
2050,184.518578264491,"CUW"
2021,174.2624,"CYM"
2022,177.424366572444,"CYM"
2023,180.643706580611,"CYM"
2024,183.921461057367,"CYM"
2025,187.258689924974,"CYM"
2026,190.656472337832,"CYM"
2027,194.115907031446,"CYM"
2028,197.638112677719,"CYM"
2029,201.224228246699,"CYM"
2030,204.875413374885,"CYM"
2031,208.592848740214,"CYM"
2032,212.377736443857,"CYM"
2033,216.231300398944,"CYM"
2034,220.15478672633,"CYM"
2035,224.149464157562,"CYM"
2036,228.216624445137,"CYM"
2037,232.35758278022,"CYM"
2038,236.573678217933,"CYM"
2039,240.866274110365,"CYM"
2040,245.236758547433,"CYM"
2041,249.686544805751,"CYM"
2042,254.217071805636,"CYM"
2043,258.829804576412,"CYM"
2044,263.526234730151,"CYM"
2045,268.307880944015,"CYM"
2046,273.176289451348,"CYM"
2047,278.13303454168,"CYM"
2048,283.179719069801,"CYM"
2049,288.317974974074,"CYM"
2050,293.549463804154,"CYM"
2021,1397.939,"CYP"
2022,1346.64280322294,"CYP"
2023,1297.22887727728,"CYP"
2024,1249.62815381674,"CYP"
2025,1203.77409889994,"CYP"
2026,1159.60261999256,"CYP"
2027,1117.05197638197,"CYP"
2028,1076.06269287911,"CYP"
2029,1036.577476687,"CYP"
2030,998.541137319685,"CYP"
2031,961.900509459711,"CYP"
2032,926.604378646275,"CYP"
2033,892.60340969017,"CYP"
2034,859.850077715494,"CYP"
2035,828.298601731729,"CYP"
2036,797.904880643329,"CYP"
2037,768.626431607383,"CYP"
2038,740.422330653203,"CYP"
2039,713.253155480811,"CYP"
2040,687.080930358394,"CYP"
2041,661.869073041707,"CYP"
2042,637.582343641211,"CYP"
2043,614.186795365498,"CYP"
2044,591.649727072144,"CYP"
2045,569.939637559662,"CYP"
2046,549.026181536682,"CYP"
2047,528.880127206796,"CYP"
2048,509.473315409802,"CYP"
2049,490.778620262213,"CYP"
2050,472.769911242044,"CYP"
2021,91245.99,"CZE"
2022,92816.3967031219,"CZE"
2023,94413.8311935822,"CZE"
2024,96038.758638326,"CZE"
2025,97691.6522101436,"CZE"
2026,99372.9932254568,"CZE"
2027,101083.271284477,"CZE"
2028,102822.984413773,"CZE"
2029,104592.639211297,"CZE"
2030,106392.750993904,"CZE"
2031,108223.843947407,"CZE"
2032,110086.451279221,"CZE"
2033,111981.11537363,"CZE"
2034,113908.387949727,"CZE"
2035,115868.830222073,"CZE"
2036,117863.01306412,"CZE"
2037,119891.517174449,"CZE"
2038,121954.933245865,"CZE"
2039,124053.862137404,"CZE"
2040,126188.915049304,"CZE"
2041,128360.713700983,"CZE"
2042,130569.89051208,"CZE"
2043,132817.088786613,"CZE"
2044,135102.962900309,"CZE"
2045,137428.178491156,"CZE"
2046,139793.412653231,"CZE"
2047,142199.35413387,"CZE"
2048,144646.703534226,"CZE"
2049,147136.173513286,"CZE"
2050,149668.488995391,"CZE"
2021,848601.9,"DEU"
2022,857563.276762195,"DEU"
2023,866619.287148795,"DEU"
2024,875770.930506564,"DEU"
2025,885019.216735534,"DEU"
2026,894365.166400448,"DEU"
2027,903809.810843381,"DEU"
2028,913354.192297554,"DEU"
2029,922999.364002341,"DEU"
2030,932746.3903195,"DEU"
2031,942596.346850626,"DEU"
2032,952550.320555843,"DEU"
2033,962609.409873756,"DEU"
2034,972774.724842663,"DEU"
2035,983047.387223051,"DEU"
2036,993428.530621383,"DEU"
2037,1003919.3006152,"DEU"
2038,1014520.85487951,"DEU"
2039,1025234.3633146,"DEU"
2040,1036061.00817506,"DEU"
2041,1047001.9842003,"DEU"
2042,1058058.49874639,"DEU"
2043,1069231.77191925,"DEU"
2044,1080523.03670934,"DEU"
2045,1091933.53912771,"DEU"
2046,1103464.53834348,"DEU"
2047,1115117.30682281,"DEU"
2048,1126893.13046931,"DEU"
2049,1138793.30876594,"DEU"
2050,1150819.15491844,"DEU"
2021,690.8571,"DJI"
2022,729.186674995149,"DJI"
2023,769.642820476884,"DJI"
2024,812.343521109398,"DJI"
2025,857.413307486619,"DJI"
2026,904.983619308191,"DJI"
2027,955.193188704893,"DJI"
2028,1008.18844483141,"DJI"
2029,1064.12394090637,"DJI"
2030,1123.16280494511,"DJI"
2031,1185.47721549963,"DJI"
2032,1251.24890379311,"DJI"
2033,1320.66968371349,"DJI"
2034,1393.94201121178,"DJI"
2035,1471.27957473632,"DJI"
2036,1552.90791842518,"DJI"
2037,1639.0650998739,"DJI"
2038,1730.00238439706,"DJI"
2039,1825.98497780825,"DJI"
2040,1927.29279985556,"DJI"
2041,2034.22130056819,"DJI"
2042,2147.08232189497,"DJI"
2043,2266.20500714758,"DJI"
2044,2391.93676090077,"DJI"
2045,2524.644262149,"DJI"
2046,2664.7145336742,"DJI"
2047,2812.55607074334,"DJI"
2048,2968.60003242749,"DJI"
2049,3133.30149901664,"DJI"
2050,3307.14079919749,"DJI"
2021,148.8723,"DMA"
2022,170.75581157762,"DMA"
2023,195.856094031809,"DMA"
2024,224.645997199104,"DMA"
2025,257.667877566188,"DMA"
2026,295.543815412923,"DMA"
2027,338.987333826239,"DMA"
2028,388.816840352659,"DMA"
2029,445.971044509047,"DMA"
2030,511.52664159324,"DMA"
2031,586.71859592972,"DMA"
2032,672.963405654786,"DMA"
2033,771.885787313168,"DMA"
2034,885.34928296191,"DMA"
2035,1015.49136637121,"DMA"
2036,1164.76370966783,"DMA"
2037,1335.97836898127,"DMA"
2038,1532.36075915763,"DMA"
2039,1757.61041550146,"DMA"
2040,2015.97068720125,"DMA"
2041,2312.30867535292,"DMA"
2042,2652.20692148814,"DMA"
2043,3042.06857387498,"DMA"
2044,3489.23801275856,"DMA"
2045,4002.13920693151,"DMA"
2046,4590.43440805444,"DMA"
2047,5265.20617227764,"DMA"
2048,6039.16613816514,"DMA"
2049,6926.89449396879,"DMA"
2050,7945.114645439,"DMA"
2021,33714.58,"DNK"
2022,34292.3206960897,"DNK"
2023,34879.9616878946,"DNK"
2024,35477.6726291297,"DNK"
2025,36085.6260807342,"DNK"
2026,36703.9975606907,"DNK"
2027,37332.9655946982,"DNK"
2028,37972.7117677121,"DNK"
2029,38623.4207763692,"DNK"
2030,39285.2804823096,"DNK"
2031,39958.4819664131,"DNK"
2032,40643.219583965,"DNK"
2033,41339.6910207666,"DNK"
2034,42048.0973502084,"DNK"
2035,42768.6430913196,"DNK"
2036,43501.5362678144,"DNK"
2037,44246.9884681484,"DNK"
2038,45005.214906605,"DNK"
2039,45776.4344854284,"DNK"
2040,46560.8698580213,"DNK"
2041,47358.7474932258,"DNK"
2042,48170.2977407054,"DNK"
2043,48995.7548974477,"DNK"
2044,49835.3572754067,"DNK"
2045,50689.3472703042,"DNK"
2046,51557.97143161,"DNK"
2047,52441.4805337216,"DNK"
2048,53340.1296483635,"DNK"
2049,54254.1782182273,"DNK"
2050,55183.8901318733,"DNK"
2021,8252.99,"DOM"
2022,8425.81475686404,"DOM"
2023,8602.25861378577,"DOM"
2024,8782.39735785418,"DOM"
2025,8966.30836320552,"DOM"
2026,9154.07062425746,"DOM"
2027,9345.76478963916,"DOM"
2028,9541.47319683194,"DOM"
2029,9741.27990753524,"DOM"
2030,9945.2707437733,"DOM"
2031,10153.5333247579,"DOM"
2032,10366.1571045228,"DOM"
2033,10583.2334103469,"DOM"
2034,10804.8554819814,"DOM"
2035,11031.1185116985,"DOM"
2036,11262.119685179,"DOM"
2037,11497.958223256,"DOM"
2038,11738.735424533,"DOM"
2039,11984.5547088938,"DOM"
2040,12235.5216619239,"DOM"
2041,12491.7440802628,"DOM"
2042,12753.3320179047,"DOM"
2043,13020.3978334699,"DOM"
2044,13293.0562384652,"DOM"
2045,13571.4243465561,"DOM"
2046,13855.6217238693,"DOM"
2047,14145.77044035,"DOM"
2048,14441.9951221935,"DOM"
2049,14744.4230053758,"DOM"
2050,15053.1839903043,"DOM"
2021,16243.73,"DZA"
2022,16941.9571908586,"DZA"
2023,17670.1972673078,"DZA"
2024,18429.7403156022,"DZA"
2025,19221.9318755959,"DZA"
2026,20048.1753243834,"DZA"
2027,20909.934362399,"DZA"
2028,21808.7356063803,"DZA"
2029,22746.1712937884,"DZA"
2030,23723.9021034763,"DZA"
2031,24743.6600976017,"DZA"
2032,25807.2517899968,"DZA"
2033,26916.5613464294,"DZA"
2034,28073.5539224259,"DZA"
2035,29280.2791445684,"DZA"
2036,30538.8747414337,"DZA"
2037,31851.5703306053,"DZA"
2038,33220.6913684688,"DZA"
2039,34648.6632697863,"DZA"
2040,36138.0157043484,"DZA"
2041,37691.3870783156,"DZA"
2042,39311.5292081871,"DZA"
2043,41001.3121956776,"DZA"
2044,42763.7295121379,"DZA"
2045,44601.903301526,"DZA"
2046,46519.0899113239,"DZA"
2047,48518.6856611969,"DZA"
2048,50604.2328596156,"DZA"
2049,52779.4260790994,"DZA"
2050,55048.1187011966,"DZA"
2021,13449.72,"ECU"
2022,13824.7221811756,"ECU"
2023,14210.1800919788,"ECU"
2024,14606.3852567994,"ECU"
2025,15013.637328247,"ECU"
2026,15432.2443137807,"ECU"
2027,15862.5228086567,"ECU"
2028,16304.7982353715,"ECU"
2029,16759.4050897813,"ECU"
2030,17226.6871940834,"ECU"
2031,17706.997956851,"ECU"
2032,18200.7006403189,"ECU"
2033,18708.1686351206,"ECU"
2034,19229.7857426865,"ECU"
2035,19765.9464655155,"ECU"
2036,20317.0563055395,"ECU"
2037,20883.5320708079,"ECU"
2038,21465.8021907215,"ECU"
2039,22064.307040057,"ECU"
2040,22679.4992720254,"ECU"
2041,23311.8441606164,"ECU"
2042,23961.8199524885,"ECU"
2043,24629.9182286697,"ECU"
2044,25316.6442763442,"ECU"
2045,26022.5174710037,"ECU"
2046,26748.0716692552,"ECU"
2047,27493.8556125799,"ECU"
2048,28260.4333423501,"ECU"
2049,29048.3846264177,"ECU"
2050,29858.3053975962,"ECU"
2021,52022.96,"EGY"
2022,54810.2976067897,"EGY"
2023,57746.9779448317,"EGY"
2024,60841.0026466958,"EGY"
2025,64100.8020643361,"EGY"
2026,67535.2582394425,"EGY"
2027,71153.7291045193,"EGY"
2028,74966.0739806346,"EGY"
2029,78982.6804413129,"EGY"
2030,83214.4926157668,"EGY"
2031,87673.0410085889,"EGY"
2032,92370.473917152,"EGY"
2033,97319.5905323209,"EGY"
2034,102533.875812669,"EGY"
2035,108027.537227216,"EGY"
2036,113815.543466813,"EGY"
2037,119913.665229632,"EGY"
2038,126338.518191912,"EGY"
2039,133107.608281026,"EGY"
2040,140239.379374242,"EGY"
2041,147753.263553126,"EGY"
2042,155669.734050528,"EGY"
2043,164010.361034421,"EGY"
2044,172797.870380572,"EGY"
2045,182056.205594195,"EGY"
2046,191810.593049314,"EGY"
2047,202087.610723568,"EGY"
2048,212915.260615771,"EGY"
2049,224323.045043527,"EGY"
2050,236342.047028793,"EGY"
2021,624.4244,"ERI"
2022,630.790551124921,"ERI"
2023,637.221606632415,"ERI"
2024,643.718228237668,"ERI"
2025,650.281084402206,"ERI"
2026,656.910850402673,"ERI"
2027,663.608208400317,"ERI"
2028,670.373847511176,"ERI"
2029,677.208463876986,"ERI"
2030,684.112760736808,"ERI"
2031,691.08744849939,"ERI"
2032,698.13324481626,"ERI"
2033,705.250874655568,"ERI"
2034,712.441070376683,"ERI"
2035,719.704571805549,"ERI"
2036,727.042126310804,"ERI"
2037,734.454488880682,"ERI"
2038,741.942422200698,"ERI"
2039,749.506696732122,"ERI"
2040,757.148090791255,"ERI"
2041,764.86739062951,"ERI"
2042,772.665390514319,"ERI"
2043,780.542892810851,"ERI"
2044,788.500708064574,"ERI"
2045,796.539655084656,"ERI"
2046,804.660561028212,"ERI"
2047,812.864261485417,"ERI"
2048,821.151600565478,"ERI"
2049,829.523430983493,"ERI"
2050,837.980614148187,"ERI"
2021,354280.6,"ESP"
2022,351989.250114936,"ESP"
2023,349712.719794635,"ESP"
2024,347450.913191883,"ESP"
2025,345203.735079371,"ESP"
2026,342971.090845682,"ESP"
2027,340752.88649131,"ESP"
2028,338549.028624701,"ESP"
2029,336359.424458321,"ESP"
2030,334183.98180475,"ESP"
2031,332022.609072801,"ESP"
2032,329875.215263663,"ESP"
2033,327741.709967071,"ESP"
2034,325622.003357497,"ESP"
2035,323516.006190372,"ESP"
