Year,prodinit_ippu_rubber_and_leather_tonne,iso_code3
2038,364991.592578521,"MEX"
2039,374444.222403833,"MEX"
2040,384141.658445045,"MEX"
2041,394090.240745557,"MEX"
2042,404296.473544562,"MEX"
2043,414767.029529419,"MEX"
2044,425508.754198166,"MEX"
2045,436528.670335001,"MEX"
2046,447833.982601679,"MEX"
2047,459432.082247818,"MEX"
2048,471330.55194319,"MEX"
2049,483537.170735157,"MEX"
2050,496059.919134505,"MEX"
2021,64.79607,"MHL"
2022,78.0668733586563,"MHL"
2023,94.0556536221483,"MHL"
2024,113.319076295613,"MHL"
2025,136.527816861262,"MHL"
2026,164.489911021486,"MHL"
2027,198.178887276512,"MHL"
2028,238.767661300676,"MHL"
2029,287.669372184183,"MHL"
2030,346.586582295297,"MHL"
2031,417.570553705748,"MHL"
2032,503.092664947899,"MHL"
2033,606.130454550045,"MHL"
2034,730.271287042302,"MHL"
2035,879.83725066959,"MHL"
2036,1060.03563525151,"MHL"
2037,1277.14022922752,"MHL"
2038,1538.70974792684,"MHL"
2039,1853.85099786352,"MHL"
2040,2233.53593938691,"MHL"
2041,2690.98368654341,"MHL"
2042,3242.12074385985,"MHL"
2043,3906.13550365599,"MHL"
2044,4706.14630926943,"MHL"
2045,5670.00634348725,"MHL"
2046,6831.27336518707,"MHL"
2047,8230.37805654603,"MHL"
2048,9916.03165800399,"MHL"
2049,11946.9218992112,"MHL"
2050,14393.7562715066,"MHL"
2021,1884.996,"MKD"
2022,1980.2343382733,"MKD"
2023,2080.28453878772,"MKD"
2024,2185.38971811425,"MKD"
2025,2295.80527614873,"MKD"
2026,2411.79951671979,"MKD"
2027,2533.65429955261,"MKD"
2028,2661.66572517282,"MKD"
2029,2796.14485441472,"MKD"
2030,2937.41846428228,"MKD"
2031,3085.82984199955,"MKD"
2032,3241.73961918009,"MKD"
2033,3405.52664814219,"MKD"
2034,3577.58892249954,"MKD"
2035,3758.34454426416,"MKD"
2036,3948.23273981166,"MKD"
2037,4147.71492717753,"MKD"
2038,4357.275837278,"MKD"
2039,4577.42469177996,"MKD"
2040,4808.69644048197,"MKD"
2041,5051.65306121339,"MKD"
2042,5306.88492541003,"MKD"
2043,5575.01223268478,"MKD"
2044,5856.68651787914,"MKD"
2045,6152.59223425756,"MKD"
2046,6463.44841669185,"MKD"
2047,6790.01042887699,"MKD"
2048,7133.071798824,"MKD"
2049,7493.46614709007,"MKD"
2050,7872.06921243138,"MKD"
2021,1436.132,"MLI"
2022,1487.73228207225,"MLI"
2023,1541.18656441045,"MLI"
2024,1596.56146132072,"MLI"
2025,1653.92598056397,"MLI"
2026,1713.35160935277,"MLI"
2027,1774.91240343824,"MLI"
2028,1838.68507939766,"MLI"
2029,1904.74911023811,"MLI"
2030,1973.1868244351,"MLI"
2031,2044.08350852967,"MLI"
2032,2117.52751341179,"MLI"
2033,2193.61036442256,"MLI"
2034,2272.42687541238,"MLI"
2035,2354.07526689717,"MLI"
2036,2438.6572884601,"MLI"
2037,2526.27834555101,"MLI"
2038,2617.04763084196,"MLI"
2039,2711.07826030218,"MLI"
2040,2808.48741416237,"MLI"
2041,2909.39648294375,"MLI"
2042,3013.931218734,"MLI"
2043,3122.22189189847,"MLI"
2044,3234.40345342214,"MLI"
2045,3350.61570308446,"MLI"
2046,3471.00346367672,"MLI"
2047,3595.71676147907,"MLI"
2048,3724.91101322211,"MLI"
2049,3858.74721976601,"MLI"
2050,3997.39216673846,"MLI"
2021,847.1067,"MLT"
2022,893.757890290422,"MLT"
2023,942.978218040756,"MLT"
2024,994.909168757522,"MLT"
2025,1049.70001972517,"MLT"
2026,1107.50826910869,"MLT"
2027,1168.50008868751,"MLT"
2028,1232.85080152184,"MLT"
2029,1300.74538592483,"MLT"
2030,1372.37900718904,"MLT"
2031,1447.95757859563,"MLT"
2032,1527.6983533192,"MLT"
2033,1611.83054892934,"MLT"
2034,1700.59600628437,"MLT"
2035,1794.24988471114,"MLT"
2036,1893.06139546915,"MLT"
2037,1997.31457560747,"MLT"
2038,2107.30910443896,"MLT"
2039,2223.36116497859,"MLT"
2040,2345.80435282228,"MLT"
2041,2474.99063507882,"MLT"
2042,2611.29136211129,"MLT"
2043,2755.09833499627,"MLT"
2044,2906.82493176943,"MLT"
2045,3066.90729569468,"MLT"
2046,3235.80558897288,"MLT"
2047,3414.00531549374,"MLT"
2048,3602.01871643321,"MLT"
2049,3800.38624270822,"MLT"
2050,4009.6781085212,"MLT"
2021,39375.3,"MMR"
2022,42057.1648894756,"MMR"
2023,44921.6924960709,"MMR"
2024,47981.324038714,"MMR"
2025,51249.3481119269,"MMR"
2026,54739.9584008616,"MMR"
2027,58468.3153273263,"MMR"
2028,62450.6118945435,"MMR"
2029,66704.1440166161,"MMR"
2030,71247.3856381577,"MMR"
2031,76100.0689703458,"MMR"
2032,81283.2701918792,"MMR"
2033,86819.5009870569,"MMR"
2034,92732.806318546,"MMR"
2035,99048.8688594854,"MMR"
2036,105795.120538496,"MMR"
2037,113000.861682056,"MMR"
2038,120697.38827171,"MMR"
2039,128918.1278688,"MMR"
2040,137698.784797084,"MMR"
2041,147077.495213786,"MMR"
2042,157094.992742589,"MMR"
2043,167794.785387947,"MMR"
2044,179223.344499091,"MMR"
2045,191430.306604434,"MMR"
2046,204468.688992987,"MMR"
2047,218395.119979098,"MMR"
2048,233270.084850597,"MMR"
2049,249158.188568558,"MMR"
2050,266128.436359619,"MMR"
2021,575.5915,"MNE"
2022,572.946919009192,"MNE"
2023,570.314488664487,"MNE"
2024,567.694153139198,"MNE"
2025,565.085856863132,"MNE"
2026,562.48954452142,"MNE"
2027,559.905161053335,"MNE"
2028,557.332651651134,"MNE"
2029,554.771961758887,"MNE"
2030,552.223037071325,"MNE"
2031,549.685823532686,"MNE"
2032,547.160267335572,"MNE"
2033,544.646314919802,"MNE"
2034,542.143912971284,"MNE"
2035,539.653008420875,"MNE"
2036,537.173548443266,"MNE"
2037,534.705480455851,"MNE"
2038,532.24875211762,"MNE"
2039,529.803311328047,"MNE"
2040,527.369106225982,"MNE"
2041,524.946085188554,"MNE"
2042,522.534196830075,"MNE"
2043,520.133390000954,"MNE"
2044,517.743613786606,"MNE"
2045,515.364817506375,"MNE"
2046,512.996950712462,"MNE"
2047,510.63996318885,"MNE"
2048,508.293804950244,"MNE"
2049,505.958426241009,"MNE"
2050,503.633777534111,"MNE"
2021,1686.508,"MNG"
2022,1750.3259686724,"MNG"
2023,1816.55882842475,"MNG"
2024,1885.29795946,"MNG"
2025,1956.63819983535,"MNG"
2026,2030.67797630858,"MNG"
2027,2107.51944013549,"MNG"
2028,2187.26860800605,"MNG"
2029,2270.03550831358,"MNG"
2030,2355.93433295882,"MNG"
2031,2445.08359489828,"MNG"
2032,2537.60629165431,"MNG"
2033,2633.6300750124,"MNG"
2034,2733.28742713989,"MNG"
2035,2836.71584336909,"MNG"
2036,2944.05802189693,"MNG"
2037,3055.46206066292,"MNG"
2038,3171.08166167702,"MNG"
2039,3291.07634307938,"MNG"
2040,3415.6116592244,"MNG"
2041,3544.85942909295,"MNG"
2042,3678.99797334766,"MNG"
2043,3818.21236035853,"MNG"
2044,3962.6946615382,"MNG"
2045,4112.6442163392,"MNG"
2046,4268.26790727874,"MNG"
2047,4429.78044537054,"MNG"
2048,4597.4046663575,"MNG"
2049,4771.37183815387,"MNG"
2050,4951.92197992116,"MNG"
2021,359.5002,"MNP"
2022,381.003501668937,"MNP"
2023,403.793011197189,"MNP"
2024,427.945662382312,"MNP"
2025,453.542990773561,"MNP"
2026,480.671408923081,"MNP"
2027,509.422498101073,"MNP"
2028,539.893317459757,"MNP"
2029,572.186731689792,"MNP"
2030,606.411758275282,"MNP"
2031,642.683935519645,"MNP"
2032,681.125712584745,"MNP"
2033,721.866862859986,"MNP"
2034,765.044922056859,"MNP"
2035,810.80565250785,"MNP"
2036,859.303535237138,"MNP"
2037,910.702291464223,"MNP"
2038,965.175435300993,"MNP"
2039,1022.90685950806,"MNP"
2040,1084.09145628777,"MNP"
2041,1148.93577520964,"MNP"
2042,1217.65872048913,"MNP"
2043,1290.4922899739,"MNP"
2044,1367.68235833199,"MNP"
2045,1449.489507086,"MNP"
2046,1536.18990429532,"MNP"
2047,1628.07623685602,"MNP"
2048,1725.45869856575,"MNP"
2049,1828.66603728921,"MNP"
2050,1938.04666475916,"MNP"
2021,1886.276,"MOZ"
2022,1954.15366826786,"MOZ"
2023,2024.47391537863,"MOZ"
2024,2097.32463756617,"MOZ"
2025,2172.79689401153,"MOZ"
2026,2250.98502066169,"MOZ"
2027,2331.986748144,"MOZ"
2028,2415.90332392377,"MOZ"
2029,2502.83963885782,"MOZ"
2030,2592.90435830187,"MOZ"
2031,2686.21005793602,"MOZ"
2032,2782.87336447779,"MOZ"
2033,2883.01510145875,"MOZ"
2034,2986.76044024696,"MOZ"
2035,3094.23905650389,"MOZ"
2036,3205.58529227153,"MOZ"
2037,3320.93832389211,"MOZ"
2038,3440.44233597051,"MOZ"
2039,3564.2467015966,"MOZ"
2040,3692.50616905301,"MOZ"
2041,3825.38105524146,"MOZ"
2042,3963.03744606966,"MOZ"
2043,4105.647404049,"MOZ"
2044,4253.38918336277,"MOZ"
2045,4406.44745267353,"MOZ"
2046,4565.01352594825,"MOZ"
2047,4729.28560158969,"MOZ"
2048,4899.46901017289,"MOZ"
2049,5075.77647109653,"MOZ"
2050,5258.42835846981,"MOZ"
2021,782.6788,"MRT"
2022,832.439731483103,"MRT"
2023,885.364349400624,"MRT"
2024,941.653793714315,"MRT"
2025,1001.52199240556,"MRT"
2026,1065.19647450845,"MRT"
2027,1132.9192348337,"MRT"
2028,1204.94765366969,"MRT"
2029,1281.555474956,"MRT"
2030,1363.03384664703,"MRT"
2031,1449.69242721948,"MRT"
2032,1541.86056252919,"MRT"
2033,1639.88853748969,"MRT"
2034,1744.14890732972,"MRT"
2035,1855.03791348904,"MRT"
2036,1972.97698953362,"MRT"
2037,2098.4143628136,"MRT"
2038,2231.82675795082,"MRT"
2039,2373.72120863039,"MRT"
2040,2524.63698458171,"MRT"
2041,2685.14764107257,"MRT"
2042,2855.86319870545,"MRT"
2043,3037.43246180021,"MRT"
2044,3230.54548417439,"MRT"
2045,3435.93619169202,"MRT"
2046,3654.38517154826,"MRT"
2047,3886.72263889026,"MRT"
2048,4133.83159204914,"MRT"
2049,4396.65116837425,"MRT"
2050,4676.18021342386,"MRT"
2021,1233.124,"MUS"
2022,1245.42849748644,"MUS"
2023,1257.85577310256,"MUS"
2024,1270.40705196701,"MUS"
2025,1283.08357142302,"MUS"
2026,1295.88658116046,"MUS"
2027,1308.81734333895,"MUS"
2028,1321.87713271238,"MUS"
2029,1335.0672367545,"MUS"
2030,1348.3889557859,"MUS"
2031,1361.84360310215,"MUS"
2032,1375.43250510332,"MUS"
2033,1389.1570014247,"MUS"
2034,1403.01844506889,"MUS"
2035,1417.01820253916,"MUS"
2036,1431.1576539742,"MUS"
2037,1445.43819328413,"MUS"
2038,1459.86122828796,"MUS"
2039,1474.42818085236,"MUS"
2040,1489.14048703181,"MUS"
2041,1503.99959721021,"MUS"
2042,1519.00697624385,"MUS"
2043,1534.1641036058,"MUS"
2044,1549.47247353177,"MUS"
2045,1564.93359516745,"MUS"
2046,1580.54899271723,"MUS"
2047,1596.32020559451,"MUS"
2048,1612.24878857342,"MUS"
2049,1628.33631194213,"MUS"
2050,1644.58436165762,"MUS"
2021,230027.1,"MYS"
2022,247093.701397953,"MYS"
2023,265426.540049154,"MYS"
2024,285119.562999305,"MYS"
2025,306273.687589267,"MYS"
2026,328997.318608252,"MYS"
2027,353406.903816614,"MYS"
2028,379627.530685025,"MYS"
2029,407793.567408048,"MYS"
2030,438049.351476979,"MYS"
2031,470549.929340584,"MYS"
2032,505461.850944129,"MYS"
2033,542964.02321833,"MYS"
2034,583248.626891967,"MYS"
2035,626522.101326364,"MYS"
2036,673006.202418561,"MYS"
2037,722939.138994415,"MYS"
2038,776576.793515108,"MYS"
2039,834194.0333526,"MYS"
2040,896086.119353682,"MYS"
2041,962570.218910854,"MYS"
2042,1033987.03129379,"MYS"
2043,1110702.53357046,"MYS"
2044,1193109.85606482,"MYS"
2045,1281631.29696212,"MYS"
2046,1376720.48638543,"MYS"
2047,1478864.71103346,"MYS"
2048,1588587.41129229,"MYS"
2049,1706450.86361739,"MYS"
2050,1833059.06193207,"MYS"
2021,2408.16,"NAM"
2022,2541.73708099666,"NAM"
2023,2682.72348552978,"NAM"
2024,2831.53019784053,"NAM"
2025,2988.59099885932,"NAM"
2026,3154.36373070459,"NAM"
2027,3329.33163132135,"NAM"
2028,3514.00474315019,"NAM"
2029,3708.92139993313,"NAM"
2030,3914.64979599032,"NAM"
2031,4131.78964254227,"NAM"
2032,4360.97391590576,"NAM"
2033,4602.87070265965,"NAM"
2034,4858.18514715931,"NAM"
2035,5127.66150707677,"NAM"
2036,5412.0853229587,"NAM"
2037,5712.28570812649,"NAM"
2038,6029.13776559379,"NAM"
2039,6363.56513904685,"NAM"
2040,6716.54270532399,"NAM"
2041,7089.09941624294,"NAM"
2042,7482.3212980601,"NAM"
2043,7897.35461730549,"NAM"
2044,8335.40922222175,"NAM"
2045,8797.76206954792,"NAM"
2046,9285.7609469287,"NAM"
2047,9800.82840180025,"NAM"
2048,10344.4658882055,"NAM"
2049,10918.258143627,"NAM"
2050,11523.8778085968,"NAM"
2021,757.1687,"NCL"
2022,771.095634781822,"NCL"
2023,785.278733761156,"NCL"
2024,799.722708678032,"NCL"
2025,814.432357937571,"NCL"
2026,829.412568204057,"NCL"
2027,844.668316024327,"NCL"
2028,860.204669481016,"NCL"
2029,876.026789876221,"NCL"
2030,892.139933446122,"NCL"
2031,908.549453107147,"NCL"
2032,925.260800234258,"NCL"
2033,942.279526471936,"NCL"
2034,959.611285578488,"NCL"
2035,977.261835304265,"NCL"
2036,995.237039304438,"NCL"
2037,1013.54286908695,"NCL"
2038,1032.1854059963,"NCL"
2039,1051.17084323381,"NCL"
2040,1070.50548791507,"NCL"
2041,1090.19576316519,"NCL"
2042,1110.24821025264,"NCL"
2043,1130.66949076228,"NCL"
2044,1151.46638880844,"NCL"
2045,1172.64581328861,"NCL"
2046,1194.21480017864,"NCL"
2047,1216.1805148702,"NCL"
2048,1238.55025455109,"NCL"
2049,1261.33145062951,"NCL"
2050,1284.53167120278,"NCL"
2021,529.8131,"NER"
2022,565.926340365923,"NER"
2023,604.501139590483,"NER"
2024,645.705283005408,"NER"
2025,689.717992564157,"NER"
2026,736.730706387525,"NER"
2027,786.947911444797,"NER"
2028,840.588032992315,"NER"
2029,897.88438463815,"NER"
2030,959.086183165303,"NER"
2031,1024.45963252751,"NER"
2032,1094.28908173262,"NER"
2033,1168.87826164987,"NER"
2034,1248.55160612071,"NER"
2035,1333.65566311948,"NER"
2036,1424.56060210194,"NER"
2037,1521.66182409803,"NER"
2038,1625.3816815521,"NER"
2039,1736.17131539139,"NER"
2040,1854.51261731305,"NER"
2041,1980.9203258251,"NER"
2042,2115.94426515816,"NER"
2043,2260.17173678647,"NER"
2044,2414.23007396015,"NER"
2045,2578.78937036027,"NER"
2046,2754.56539474492,"NER"
2047,2942.32270426421,"NER"
2048,3142.87796998567,"NER"
2049,3357.10352909483,"NER"
2050,3585.9311792218,"NER"
2021,103740.1,"NGA"
2022,115095.873483032,"NGA"
2023,127694.691761645,"NGA"
2024,141672.623098041,"NGA"
2025,157180.630287627,"NGA"
2026,174386.20106948,"NGA"
2027,193475.157007556,"NGA"
2028,214653.660378691,"NGA"
2029,238150.440741966,"NGA"
2030,264219.265236545,"NGA"
2031,293141.679287423,"NGA"
2032,325230.047318914,"NGA"
2033,360830.926315845,"NGA"
2034,400328.808667177,"NGA"
2035,444150.274715086,"NGA"
2036,492768.599857351,"NGA"
2037,546708.865960152,"NGA"
2038,606553.632284928,"NGA"
2039,672949.227175797,"NGA"
2040,746612.728458233,"NGA"
2041,828339.707937917,"NGA"
2042,919012.82364095,"NGA"
2043,1019611.35259233,"NGA"
2044,1131221.76708746,"NGA"
2045,1255049.46868135,"NGA"
2046,1392431.80662344,"NGA"
2047,1544852.52133824,"NGA"
2048,1713957.76894267,"NGA"
2049,1901573.89986598,"NGA"
2050,2109727.18358292,"NGA"
2021,1663.586,"NIC"
2022,1771.26494299982,"NIC"
2023,1885.91362171848,"NIC"
2024,2007.98316629003,"NIC"
2025,2137.95390715196,"NIC"
2026,2276.33726509345,"NIC"
2027,2423.67776364078,"NIC"
2028,2580.55517169844,"NIC"
2029,2747.58678487696,"NIC"
2030,2925.42985448432,"NIC"
2031,3114.78417373862,"NIC"
2032,3316.39483137864,"NIC"
2033,3531.05514350733,"NIC"
2034,3759.60977520473,"NIC"
2035,4002.95806419359,"NIC"
2036,4262.05755963595,"NIC"
2037,4537.92778998532,"NIC"
2038,4831.65427472078,"NIC"
2039,5144.39279574854,"NIC"
2040,5477.37394527859,"NIC"
2041,5831.90796807173,"NIC"
2042,6209.38991711084,"NIC"
2043,6611.30514298328,"NIC"
2044,7039.23513857456,"NIC"
2045,7494.86376207156,"NIC"
2046,7979.98386276219,"NIC"
2047,8496.50433570308,"NIC"
2048,9046.45763301496,"NIC"
2049,9632.00776136162,"NIC"
2050,10255.4587970817,"NIC"
2021,151893.2,"NLD"
2022,153197.369824787,"NLD"
2023,154512.737378846,"NLD"
2024,155839.398806973,"NLD"
2025,157177.451079471,"NLD"
2026,158526.991999241,"NLD"
2027,159888.120208928,"NLD"
2028,161260.935198134,"NLD"
2029,162645.537310686,"NLD"
2030,164042.027751975,"NLD"
2031,165450.508596352,"NLD"
2032,166871.082794584,"NLD"
2033,168303.854181389,"NLD"
2034,169748.927483017,"NLD"
2035,171206.408324906,"NLD"
2036,172676.403239409,"NLD"
2037,174159.019673571,"NLD"
2038,175654.365996993,"NLD"
2039,177162.551509744,"NLD"
2040,178683.686450356,"NLD"
2041,180217.882003878,"NLD"
2042,181765.250310006,"NLD"
2043,183325.90447128,"NLD"
2044,184899.958561346,"NLD"
2045,186487.5276333,"NLD"
2046,188088.727728093,"NLD"
2047,189703.675883018,"NLD"
2048,191332.490140258,"NLD"
2049,192975.28955552,"NLD"
2050,194632.194206734,"NLD"
2021,31406.83,"NOR"
2022,31665.6717229725,"NOR"
2023,31926.6467092368,"NOR"
2024,32189.7725402408,"NOR"
2025,32455.0669423313,"NOR"
2026,32722.547787948,"NOR"
2027,32992.2330968276,"NOR"
2028,33264.1410372181,"NOR"
2029,33538.289927102,"NOR"
2030,33814.6982354311,"NOR"
2031,34093.3845833705,"NOR"
2032,34374.3677455528,"NOR"
2033,34657.6666513433,"NOR"
2034,34943.300386115,"NOR"
2035,35231.2881925344,"NOR"
2036,35521.6494718579,"NOR"
2037,35814.4037852387,"NOR"
2038,36109.570855045,"NOR"
2039,36407.1705661879,"NOR"
2040,36707.222967462,"NOR"
2041,37009.748272895,"NOR"
2042,37314.7668631103,"NOR"
2043,37622.2992866998,"NOR"
2044,37932.366261608,"NOR"
2045,38244.9886765278,"NOR"
2046,38560.1875923081,"NOR"
2047,38877.984243372,"NOR"
2048,39198.400039148,"NOR"
2049,39521.4565655118,"NOR"
2050,39847.1755862407,"NOR"
2021,3114.827,"NPL"
2022,3297.45824002235,"NPL"
2023,3490.79767341535,"NPL"
2024,3695.47315226634,"NPL"
2025,3912.14934143117,"NPL"
2026,4141.52987697238,"NPL"
2027,4384.3596511528,"NPL"
2028,4641.42723140493,"NPL"
2029,4913.56742113136,"NPL"
2030,5201.6639706523,"NPL"
2031,5506.65244710375,"NPL"
2032,5829.523272606,"NPL"
2033,6171.32494056868,"NPL"
2034,6533.16742057702,"NPL"
2035,6916.2257629163,"NPL"
2036,7321.74391443995,"NPL"
2037,7751.03875817293,"NPL"
2038,8205.50438976867,"NPL"
2039,8686.61664470684,"NPL"
2040,9195.93789093388,"NPL"
2041,9735.12210250961,"NPL"
2042,10305.9202307364,"NPL"
2043,10910.1858902131,"NPL"
2044,11549.8813782785,"NPL"
2045,12227.0840473917,"NPL"
2046,12943.9930511446,"NPL"
2047,13702.9364858109,"NPL"
2048,14506.3789506256,"NPL"
2049,15356.9295513449,"NPL"
2050,16257.3503730786,"NPL"
2021,7.037291,"NRU"
2022,6.8552520467693,"NRU"
2023,6.67792203345501,"NRU"
2024,6.50517915033047,"NRU"
2025,6.33690473861375,"NRU"
2026,6.17298320895981,"NRU"
2027,6.01330196206101,"NRU"
2028,5.85775131130154,"NRU"
2029,5.70622440741266,"NRU"
2030,5.55861716507681,"NRU"
2031,5.41482819143045,"NRU"
2032,5.27475871641626,"NRU"
2033,5.13831252493704,"NRU"
2034,5.00539589076464,"NRU"
2035,4.87591751215843,"NRU"
2036,4.74978844914931,"NRU"
2037,4.6269220624459,"NRU"
2038,4.50723395392123,"NRU"
2039,4.39064190863879,"NRU"
2040,4.27706583837831,"NRU"
2041,4.16642772662235,"NRU"
2042,4.05865157496602,"NRU"
2043,3.95366335091291,"NRU"
2044,3.85139093702143,"NRU"
2045,3.75176408136667,"NRU"
2046,3.6547143492836,"NRU"
2047,3.56017507635872,"NRU"
2048,3.46808132263753,"NRU"
2049,3.37836982801667,"NRU"
2050,3.29097896878997,"NRU"
2021,27530.6,"NZL"
2022,28250.8174355782,"NZL"
2023,28989.8762024209,"NZL"
2024,29748.269201347,"NZL"
2025,30526.5022277643,"NZL"
2026,31325.0943089994,"NZL"
2027,32144.5780504534,"NZL"
2028,32985.4999908121,"NZL"
2029,33848.4209665499,"NZL"
2030,34733.9164859683,"NZL"
2031,35642.57711302,"NZL"
2032,36575.0088611743,"NZL"
2033,37531.8335975856,"NZL"
2034,38513.6894578357,"NZL"
2035,39521.2312715258,"NZL"
2036,40555.1309990025,"NZL"
2037,41616.0781795085,"NZL"
2038,42704.7803910573,"NZL"
2039,43821.9637223388,"NZL"
2040,44968.3732569694,"NZL"
2041,46144.7735704118,"NZL"
2042,47351.949239893,"NZL"
2043,48590.705367663,"NZL"
2044,49861.868117942,"NZL"
2045,51166.2852679148,"NZL"
2046,52504.8267731388,"NZL"
2047,53878.3853477441,"NZL"
2048,55287.8770598115,"NZL"
2049,56734.241942327,"NZL"
2050,58218.4446201173,"NZL"
2021,7499.95,"OMN"
2022,7876.16300564657,"OMN"
2023,8271.24763385298,"OMN"
2024,8686.15052424278,"OMN"
2025,9121.86580184116,"OMN"
2026,9579.43745904092,"OMN"
2027,10059.9618570528,"OMN"
2028,10564.5903528337,"OMN"
2029,11094.5320577869,"OMN"
2030,11651.0567348451,"OMN"
2031,12235.4978408758,"OMN"
2032,12849.2557217014,"OMN"
2033,13493.8009673874,"OMN"
2034,14170.6779358388,"OMN"
2035,14881.5084531478,"OMN"
2036,15627.995699558,"OMN"
2037,16411.9282903569,"OMN"
2038,17235.1845614749,"OMN"
2039,18099.7370700577,"OMN"
2040,19007.6573207979,"OMN"
2041,19961.1207293483,"OMN"
2042,20962.4118347107,"OMN"
2043,22013.9297730886,"OMN"
2044,23118.1940263205,"OMN"
2045,24277.8504586651,"OMN"
2046,25495.6776564054,"OMN"
2047,26774.5935854599,"OMN"
2048,28117.6625829534,"OMN"
2049,29528.1026994994,"OMN"
2050,31009.2934097867,"OMN"
2021,114495.7,"PAK"
2022,117394.491278408,"PAK"
2023,120366.673879597,"PAK"
2024,123414.10591812,"PAK"
2025,126538.692552097,"PAK"
2026,129742.387174263,"PAK"
2027,133027.192633163,"PAK"
2028,136395.162485272,"PAK"
2029,139848.402278812,"PAK"
2030,143389.070870079,"PAK"
2031,147019.381773083,"PAK"
2032,150741.604543377,"PAK"
2033,154558.066196902,"PAK"
2034,158471.152664771,"PAK"
2035,162483.310284872,"PAK"
2036,166597.047331247,"PAK"
2037,170814.935582179,"PAK"
2038,175139.611927993,"PAK"
2039,179573.78001955,"PAK"
2040,184120.211958491,"PAK"
2041,188781.75003026,"PAK"
2042,193561.308481016,"PAK"
2043,198461.875339527,"PAK"
2044,203486.514285187,"PAK"
2045,208638.366563338,"PAK"
2046,213920.652949071,"PAK"
2047,219336.675760758,"PAK"
2048,224889.820924552,"PAK"
2049,230583.560091165,"PAK"
2050,236421.452806232,"PAK"
2021,13207.6,"PAN"
2022,14132.6503798094,"PAN"
2023,15122.4905931377,"PAN"
2024,16181.6584712417,"PAN"
2025,17315.0096716692,"PAN"
2026,18527.7399385747,"PAN"
2027,19825.4089221287,"PAN"
2028,21213.9656662223,"PAN"
2029,22699.7758813107,"PAN"
2030,24289.6511274261,"PAN"
2031,25990.8800411472,"PAN"
2032,27811.2617496819,"PAN"
2033,29759.1416252475,"PAN"
2034,31843.4495436608,"PAN"
2035,34073.7408225309,"PAN"
2036,36460.2400267321,"PAN"
2037,39013.88784198,"PAN"
2038,41746.391231397,"PAN"
2039,44670.2771050057,"PAN"
2040,47798.9497481941,"PAN"
2041,51146.7522724267,"PAN"
2042,54729.0323699179,"PAN"
2043,58562.212673712,"PAN"
2044,62663.8660457322,"PAN"
2045,67052.7961379463,"PAN"
2046,71749.1235959771,"PAN"
2047,76774.3783003479,"PAN"
2048,82151.5980682364,"PAN"
2049,87905.4342682249,"PAN"
2050,94062.264832228,"PAN"
2021,33362.61,"PER"
2022,35179.1927178324,"PER"
2023,37094.6877441062,"PER"
2024,39114.4808202274,"PER"
2025,41244.2509393822,"PER"
2026,43489.9863139954,"PER"
2027,45858.0012126131,"PER"
2028,48354.9537135467,"PER"
2029,50987.8644251971,"PER"
2030,53764.1362256946,"PER"
2031,56691.5750773548,"PER"
2032,59778.4119744747,"PER"
2033,63033.3260861793,"PER"
2034,66465.4691593876,"PER"
2035,70084.491250512,"PER"
2036,73900.5678582401,"PER"
2037,77924.4285336873,"PER"
2038,82167.3870483618,"PER"
2039,86641.3732047657,"PER"
2040,91358.9663790721,"PER"
2041,96333.4308901897,"PER"
2042,101578.753294661,"PER"
2043,107109.681712253,"PER"
2044,112941.767292818,"PER"
2045,119091.407941004,"PER"
2046,125575.894421767,"PER"
2047,132413.458976306,"PER"
2048,139623.326585128,"PER"
2049,147225.76902236,"PER"
2050,155242.161853305,"PER"
2021,70628.38,"PHL"
2022,76169.1183897858,"PHL"
2023,82144.5231545338,"PHL"
2024,88588.6935142812,"PHL"
2025,95538.4037448648,"PHL"
2026,103033.313033851,"PHL"
2027,111116.19179949,"PHL"
2028,119833.165764208,"PHL"
2029,129233.979175465,"PHL"
2030,139372.278676066,"PHL"
2031,150305.919443876,"PHL"
2032,162097.295347936,"PHL"
2033,174813.695005053,"PHL"
2034,188527.685768749,"PHL"
2035,203317.527841814,"PHL"
2036,219267.620875655,"PHL"
2037,236468.985605,"PHL"
2038,255019.78326644,"PHL"
2039,275025.87576494,"PHL"
2040,296601.429784943,"PHL"
2041,319869.568293497,"PHL"
2042,344963.073153272,"PHL"
2043,372025.142854981,"PHL"
2044,401210.2096933,"PHL"
2045,432684.821049552,"PHL"
2046,466628.589810309,"PHL"
2047,503235.219345541,"PHL"
2048,542713.608895466,"PHL"
2049,585289.045674086,"PHL"
2050,631204.490492267,"PHL"
2021,210161.4,"POL"
2022,214989.163245315,"POL"
2023,219927.828387709,"POL"
2024,224979.943031559,"POL"
2025,230148.113304029,"POL"
2026,235435.005199438,"POL"
2027,240843.345954507,"POL"
2028,246375.925455204,"POL"
2029,252035.597675902,"POL"
2030,257825.282151599,"POL"
2031,263747.965483954,"POL"
2032,269806.702881925,"POL"
2033,276004.619737793,"POL"
2034,282344.913239393,"POL"
2035,288830.854019378,"POL"
2036,295465.787842372,"POL"
2037,302253.137330876,"POL"
2038,309196.403730829,"POL"
2039,316299.168717716,"POL"
2040,323565.096244174,"POL"
2041,330997.934430037,"POL"
2042,338601.517495797,"POL"
2043,346379.767740485,"POL"
2044,354336.697564983,"POL"
