,Nation,iso_code3,Year,fuelefficiency_trns_public_biofuels_km_per_litre
1385,Caribbean small states,CSS,2036,1.874884
1386,Caribbean small states,CSS,2037,1.874884
1387,Caribbean small states,CSS,2038,1.874884
1388,Caribbean small states,CSS,2039,1.874884
1389,Caribbean small states,CSS,2040,1.874884
1390,Caribbean small states,CSS,2041,1.874884
1391,Caribbean small states,CSS,2042,1.874884
1392,Caribbean small states,CSS,2043,1.874884
1393,Caribbean small states,CSS,2044,1.874884
1394,Caribbean small states,CSS,2045,1.874884
1395,Caribbean small states,CSS,2046,1.874884
1396,Caribbean small states,CSS,2047,1.874884
1397,Caribbean small states,CSS,2048,1.874884
1398,Caribbean small states,CSS,2049,1.874884
1399,Caribbean small states,CSS,2050,1.874884
1400,Cuba,CUB,2023,1.874884
1401,Cuba,CUB,2024,1.874884
1402,Cuba,CUB,2025,1.874884
1403,Cuba,CUB,2026,1.874884
1404,Cuba,CUB,2027,1.874884
1405,Cuba,CUB,2028,1.874884
1406,Cuba,CUB,2029,1.874884
1407,Cuba,CUB,2030,1.874884
1408,Cuba,CUB,2031,1.874884
1409,Cuba,CUB,2032,1.874884
1410,Cuba,CUB,2033,1.874884
1411,Cuba,CUB,2034,1.874884
1412,Cuba,CUB,2035,1.874884
1413,Cuba,CUB,2036,1.874884
1414,Cuba,CUB,2037,1.874884
1415,Cuba,CUB,2038,1.874884
1416,Cuba,CUB,2039,1.874884
1417,Cuba,CUB,2040,1.874884
1418,Cuba,CUB,2041,1.874884
1419,Cuba,CUB,2042,1.874884
1420,Cuba,CUB,2043,1.874884
1421,Cuba,CUB,2044,1.874884
1422,Cuba,CUB,2045,1.874884
1423,Cuba,CUB,2046,1.874884
1424,Cuba,CUB,2047,1.874884
1425,Cuba,CUB,2048,1.874884
1426,Cuba,CUB,2049,1.874884
1427,Cuba,CUB,2050,1.874884
1428,Curacao,CUW,2023,1.874884
1429,Curacao,CUW,2024,1.874884
1430,Curacao,CUW,2025,1.874884
1431,Curacao,CUW,2026,1.874884
1432,Curacao,CUW,2027,1.874884
1433,Curacao,CUW,2028,1.874884
1434,Curacao,CUW,2029,1.874884
1435,Curacao,CUW,2030,1.874884
1436,Curacao,CUW,2031,1.874884
1437,Curacao,CUW,2032,1.874884
1438,Curacao,CUW,2033,1.874884
1439,Curacao,CUW,2034,1.874884
1440,Curacao,CUW,2035,1.874884
1441,Curacao,CUW,2036,1.874884
1442,Curacao,CUW,2037,1.874884
1443,Curacao,CUW,2038,1.874884
1444,Curacao,CUW,2039,1.874884
1445,Curacao,CUW,2040,1.874884
1446,Curacao,CUW,2041,1.874884
1447,Curacao,CUW,2042,1.874884
1448,Curacao,CUW,2043,1.874884
1449,Curacao,CUW,2044,1.874884
1450,Curacao,CUW,2045,1.874884
1451,Curacao,CUW,2046,1.874884
1452,Curacao,CUW,2047,1.874884
1453,Curacao,CUW,2048,1.874884
1454,Curacao,CUW,2049,1.874884
1455,Curacao,CUW,2050,1.874884
1456,Cayman Islands,CYM,2023,1.874884
1457,Cayman Islands,CYM,2024,1.874884
1458,Cayman Islands,CYM,2025,1.874884
1459,Cayman Islands,CYM,2026,1.874884
1460,Cayman Islands,CYM,2027,1.874884
1461,Cayman Islands,CYM,2028,1.874884
1462,Cayman Islands,CYM,2029,1.874884
1463,Cayman Islands,CYM,2030,1.874884
1464,Cayman Islands,CYM,2031,1.874884
1465,Cayman Islands,CYM,2032,1.874884
1466,Cayman Islands,CYM,2033,1.874884
1467,Cayman Islands,CYM,2034,1.874884
1468,Cayman Islands,CYM,2035,1.874884
1469,Cayman Islands,CYM,2036,1.874884
1470,Cayman Islands,CYM,2037,1.874884
1471,Cayman Islands,CYM,2038,1.874884
1472,Cayman Islands,CYM,2039,1.874884
1473,Cayman Islands,CYM,2040,1.874884
1474,Cayman Islands,CYM,2041,1.874884
1475,Cayman Islands,CYM,2042,1.874884
1476,Cayman Islands,CYM,2043,1.874884
1477,Cayman Islands,CYM,2044,1.874884
1478,Cayman Islands,CYM,2045,1.874884
1479,Cayman Islands,CYM,2046,1.874884
1480,Cayman Islands,CYM,2047,1.874884
1481,Cayman Islands,CYM,2048,1.874884
1482,Cayman Islands,CYM,2049,1.874884
1483,Cayman Islands,CYM,2050,1.874884
1484,Cyprus,CYP,2023,1.874884
1485,Cyprus,CYP,2024,1.874884
1486,Cyprus,CYP,2025,1.874884
1487,Cyprus,CYP,2026,1.874884
1488,Cyprus,CYP,2027,1.874884
1489,Cyprus,CYP,2028,1.874884
1490,Cyprus,CYP,2029,1.874884
1491,Cyprus,CYP,2030,1.874884
1492,Cyprus,CYP,2031,1.874884
1493,Cyprus,CYP,2032,1.874884
1494,Cyprus,CYP,2033,1.874884
1495,Cyprus,CYP,2034,1.874884
1496,Cyprus,CYP,2035,1.874884
1497,Cyprus,CYP,2036,1.874884
1498,Cyprus,CYP,2037,1.874884
1499,Cyprus,CYP,2038,1.874884
1500,Cyprus,CYP,2039,1.874884
1501,Cyprus,CYP,2040,1.874884
1502,Cyprus,CYP,2041,1.874884
1503,Cyprus,CYP,2042,1.874884
1504,Cyprus,CYP,2043,1.874884
1505,Cyprus,CYP,2044,1.874884
1506,Cyprus,CYP,2045,1.874884
1507,Cyprus,CYP,2046,1.874884
1508,Cyprus,CYP,2047,1.874884
1509,Cyprus,CYP,2048,1.874884
1510,Cyprus,CYP,2049,1.874884
1511,Cyprus,CYP,2050,1.874884
1512,Czechia,CZE,2023,1.874884
1513,Czechia,CZE,2024,1.874884
1514,Czechia,CZE,2025,1.874884
1515,Czechia,CZE,2026,1.874884
1516,Czechia,CZE,2027,1.874884
1517,Czechia,CZE,2028,1.874884
1518,Czechia,CZE,2029,1.874884
1519,Czechia,CZE,2030,1.874884
1520,Czechia,CZE,2031,1.874884
1521,Czechia,CZE,2032,1.874884
1522,Czechia,CZE,2033,1.874884
1523,Czechia,CZE,2034,1.874884
1524,Czechia,CZE,2035,1.874884
1525,Czechia,CZE,2036,1.874884
1526,Czechia,CZE,2037,1.874884
1527,Czechia,CZE,2038,1.874884
1528,Czechia,CZE,2039,1.874884
1529,Czechia,CZE,2040,1.874884
1530,Czechia,CZE,2041,1.874884
1531,Czechia,CZE,2042,1.874884
1532,Czechia,CZE,2043,1.874884
1533,Czechia,CZE,2044,1.874884
1534,Czechia,CZE,2045,1.874884
1535,Czechia,CZE,2046,1.874884
1536,Czechia,CZE,2047,1.874884
1537,Czechia,CZE,2048,1.874884
1538,Czechia,CZE,2049,1.874884
1539,Czechia,CZE,2050,1.874884
1540,Germany,DEU,2023,1.874884
1541,Germany,DEU,2024,1.874884
1542,Germany,DEU,2025,1.874884
1543,Germany,DEU,2026,1.874884
1544,Germany,DEU,2027,1.874884
1545,Germany,DEU,2028,1.874884
1546,Germany,DEU,2029,1.874884
1547,Germany,DEU,2030,1.874884
1548,Germany,DEU,2031,1.874884
1549,Germany,DEU,2032,1.874884
1550,Germany,DEU,2033,1.874884
1551,Germany,DEU,2034,1.874884
1552,Germany,DEU,2035,1.874884
1553,Germany,DEU,2036,1.874884
1554,Germany,DEU,2037,1.874884
1555,Germany,DEU,2038,1.874884
1556,Germany,DEU,2039,1.874884
1557,Germany,DEU,2040,1.874884
1558,Germany,DEU,2041,1.874884
1559,Germany,DEU,2042,1.874884
1560,Germany,DEU,2043,1.874884
1561,Germany,DEU,2044,1.874884
1562,Germany,DEU,2045,1.874884
1563,Germany,DEU,2046,1.874884
1564,Germany,DEU,2047,1.874884
1565,Germany,DEU,2048,1.874884
1566,Germany,DEU,2049,1.874884
1567,Germany,DEU,2050,1.874884
1568,Djibouti,DJI,2023,1.874884
1569,Djibouti,DJI,2024,1.874884
1570,Djibouti,DJI,2025,1.874884
1571,Djibouti,DJI,2026,1.874884
1572,Djibouti,DJI,2027,1.874884
1573,Djibouti,DJI,2028,1.874884
1574,Djibouti,DJI,2029,1.874884
1575,Djibouti,DJI,2030,1.874884
1576,Djibouti,DJI,2031,1.874884
1577,Djibouti,DJI,2032,1.874884
1578,Djibouti,DJI,2033,1.874884
1579,Djibouti,DJI,2034,1.874884
1580,Djibouti,DJI,2035,1.874884
1581,Djibouti,DJI,2036,1.874884
1582,Djibouti,DJI,2037,1.874884
1583,Djibouti,DJI,2038,1.874884
1584,Djibouti,DJI,2039,1.874884
1585,Djibouti,DJI,2040,1.874884
1586,Djibouti,DJI,2041,1.874884
1587,Djibouti,DJI,2042,1.874884
1588,Djibouti,DJI,2043,1.874884
1589,Djibouti,DJI,2044,1.874884
1590,Djibouti,DJI,2045,1.874884
1591,Djibouti,DJI,2046,1.874884
1592,Djibouti,DJI,2047,1.874884
1593,Djibouti,DJI,2048,1.874884
1594,Djibouti,DJI,2049,1.874884
1595,Djibouti,DJI,2050,1.874884
1596,Dominica,DMA,2023,1.874884
1597,Dominica,DMA,2024,1.874884
1598,Dominica,DMA,2025,1.874884
1599,Dominica,DMA,2026,1.874884
1600,Dominica,DMA,2027,1.874884
1601,Dominica,DMA,2028,1.874884
1602,Dominica,DMA,2029,1.874884
1603,Dominica,DMA,2030,1.874884
1604,Dominica,DMA,2031,1.874884
1605,Dominica,DMA,2032,1.874884
1606,Dominica,DMA,2033,1.874884
1607,Dominica,DMA,2034,1.874884
1608,Dominica,DMA,2035,1.874884
1609,Dominica,DMA,2036,1.874884
1610,Dominica,DMA,2037,1.874884
1611,Dominica,DMA,2038,1.874884
1612,Dominica,DMA,2039,1.874884
1613,Dominica,DMA,2040,1.874884
1614,Dominica,DMA,2041,1.874884
1615,Dominica,DMA,2042,1.874884
1616,Dominica,DMA,2043,1.874884
1617,Dominica,DMA,2044,1.874884
1618,Dominica,DMA,2045,1.874884
1619,Dominica,DMA,2046,1.874884
1620,Dominica,DMA,2047,1.874884
1621,Dominica,DMA,2048,1.874884
1622,Dominica,DMA,2049,1.874884
1623,Dominica,DMA,2050,1.874884
1624,Denmark,DNK,2023,1.874884
1625,Denmark,DNK,2024,1.874884
1626,Denmark,DNK,2025,1.874884
1627,Denmark,DNK,2026,1.874884
1628,Denmark,DNK,2027,1.874884
1629,Denmark,DNK,2028,1.874884
1630,Denmark,DNK,2029,1.874884
1631,Denmark,DNK,2030,1.874884
1632,Denmark,DNK,2031,1.874884
1633,Denmark,DNK,2032,1.874884
1634,Denmark,DNK,2033,1.874884
1635,Denmark,DNK,2034,1.874884
1636,Denmark,DNK,2035,1.874884
1637,Denmark,DNK,2036,1.874884
1638,Denmark,DNK,2037,1.874884
1639,Denmark,DNK,2038,1.874884
1640,Denmark,DNK,2039,1.874884
1641,Denmark,DNK,2040,1.874884
1642,Denmark,DNK,2041,1.874884
1643,Denmark,DNK,2042,1.874884
1644,Denmark,DNK,2043,1.874884
1645,Denmark,DNK,2044,1.874884
1646,Denmark,DNK,2045,1.874884
1647,Denmark,DNK,2046,1.874884
1648,Denmark,DNK,2047,1.874884
1649,Denmark,DNK,2048,1.874884
1650,Denmark,DNK,2049,1.874884
1651,Denmark,DNK,2050,1.874884
1652,Dominican Republic,DOM,2023,1.874884
1653,Dominican Republic,DOM,2024,1.874884
1654,Dominican Republic,DOM,2025,1.874884
1655,Dominican Republic,DOM,2026,1.874884
1656,Dominican Republic,DOM,2027,1.874884
1657,Dominican Republic,DOM,2028,1.874884
1658,Dominican Republic,DOM,2029,1.874884
1659,Dominican Republic,DOM,2030,1.874884
1660,Dominican Republic,DOM,2031,1.874884
1661,Dominican Republic,DOM,2032,1.874884
1662,Dominican Republic,DOM,2033,1.874884
1663,Dominican Republic,DOM,2034,1.874884
1664,Dominican Republic,DOM,2035,1.874884
1665,Dominican Republic,DOM,2036,1.874884
1666,Dominican Republic,DOM,2037,1.874884
1667,Dominican Republic,DOM,2038,1.874884
1668,Dominican Republic,DOM,2039,1.874884
1669,Dominican Republic,DOM,2040,1.874884
1670,Dominican Republic,DOM,2041,1.874884
1671,Dominican Republic,DOM,2042,1.874884
1672,Dominican Republic,DOM,2043,1.874884
1673,Dominican Republic,DOM,2044,1.874884
1674,Dominican Republic,DOM,2045,1.874884
1675,Dominican Republic,DOM,2046,1.874884
1676,Dominican Republic,DOM,2047,1.874884
1677,Dominican Republic,DOM,2048,1.874884
1678,Dominican Republic,DOM,2049,1.874884
1679,Dominican Republic,DOM,2050,1.874884
1680,Algeria,DZA,2023,1.874884
1681,Algeria,DZA,2024,1.874884
1682,Algeria,DZA,2025,1.874884
1683,Algeria,DZA,2026,1.874884
1684,Algeria,DZA,2027,1.874884
1685,Algeria,DZA,2028,1.874884
1686,Algeria,DZA,2029,1.874884
1687,Algeria,DZA,2030,1.874884
1688,Algeria,DZA,2031,1.874884
1689,Algeria,DZA,2032,1.874884
1690,Algeria,DZA,2033,1.874884
1691,Algeria,DZA,2034,1.874884
1692,Algeria,DZA,2035,1.874884
1693,Algeria,DZA,2036,1.874884
1694,Algeria,DZA,2037,1.874884
1695,Algeria,DZA,2038,1.874884
1696,Algeria,DZA,2039,1.874884
1697,Algeria,DZA,2040,1.874884
1698,Algeria,DZA,2041,1.874884
1699,Algeria,DZA,2042,1.874884
1700,Algeria,DZA,2043,1.874884
1701,Algeria,DZA,2044,1.874884
1702,Algeria,DZA,2045,1.874884
1703,Algeria,DZA,2046,1.874884
1704,Algeria,DZA,2047,1.874884
1705,Algeria,DZA,2048,1.874884
1706,Algeria,DZA,2049,1.874884
1707,Algeria,DZA,2050,1.874884
1708,East Asia & Pacific (excluding high income),EAP,2023,1.874884
1709,East Asia & Pacific (excluding high income),EAP,2024,1.874884
1710,East Asia & Pacific (excluding high income),EAP,2025,1.874884
1711,East Asia & Pacific (excluding high income),EAP,2026,1.874884
1712,East Asia & Pacific (excluding high income),EAP,2027,1.874884
1713,East Asia & Pacific (excluding high income),EAP,2028,1.874884
1714,East Asia & Pacific (excluding high income),EAP,2029,1.874884
1715,East Asia & Pacific (excluding high income),EAP,2030,1.874884
1716,East Asia & Pacific (excluding high income),EAP,2031,1.874884
1717,East Asia & Pacific (excluding high income),EAP,2032,1.874884
1718,East Asia & Pacific (excluding high income),EAP,2033,1.874884
1719,East Asia & Pacific (excluding high income),EAP,2034,1.874884
1720,East Asia & Pacific (excluding high income),EAP,2035,1.874884
1721,East Asia & Pacific (excluding high income),EAP,2036,1.874884
1722,East Asia & Pacific (excluding high income),EAP,2037,1.874884
1723,East Asia & Pacific (excluding high income),EAP,2038,1.874884
1724,East Asia & Pacific (excluding high income),EAP,2039,1.874884
1725,East Asia & Pacific (excluding high income),EAP,2040,1.874884
1726,East Asia & Pacific (excluding high income),EAP,2041,1.874884
1727,East Asia & Pacific (excluding high income),EAP,2042,1.874884
1728,East Asia & Pacific (excluding high income),EAP,2043,1.874884
1729,East Asia & Pacific (excluding high income),EAP,2044,1.874884
1730,East Asia & Pacific (excluding high income),EAP,2045,1.874884
1731,East Asia & Pacific (excluding high income),EAP,2046,1.874884
1732,East Asia & Pacific (excluding high income),EAP,2047,1.874884
1733,East Asia & Pacific (excluding high income),EAP,2048,1.874884
1734,East Asia & Pacific (excluding high income),EAP,2049,1.874884
1735,East Asia & Pacific (excluding high income),EAP,2050,1.874884
1736,Early-demographic dividend,EAR,2023,1.874884
1737,Early-demographic dividend,EAR,2024,1.874884
1738,Early-demographic dividend,EAR,2025,1.874884
1739,Early-demographic dividend,EAR,2026,1.874884
1740,Early-demographic dividend,EAR,2027,1.874884
1741,Early-demographic dividend,EAR,2028,1.874884
1742,Early-demographic dividend,EAR,2029,1.874884
1743,Early-demographic dividend,EAR,2030,1.874884
1744,Early-demographic dividend,EAR,2031,1.874884
1745,Early-demographic dividend,EAR,2032,1.874884
1746,Early-demographic dividend,EAR,2033,1.874884
1747,Early-demographic dividend,EAR,2034,1.874884
1748,Early-demographic dividend,EAR,2035,1.874884
1749,Early-demographic dividend,EAR,2036,1.874884
1750,Early-demographic dividend,EAR,2037,1.874884
1751,Early-demographic dividend,EAR,2038,1.874884
1752,Early-demographic dividend,EAR,2039,1.874884
1753,Early-demographic dividend,EAR,2040,1.874884
1754,Early-demographic dividend,EAR,2041,1.874884
1755,Early-demographic dividend,EAR,2042,1.874884
1756,Early-demographic dividend,EAR,2043,1.874884
1757,Early-demographic dividend,EAR,2044,1.874884
1758,Early-demographic dividend,EAR,2045,1.874884
1759,Early-demographic dividend,EAR,2046,1.874884
1760,Early-demographic dividend,EAR,2047,1.874884
1761,Early-demographic dividend,EAR,2048,1.874884
1762,Early-demographic dividend,EAR,2049,1.874884
1763,Early-demographic dividend,EAR,2050,1.874884
1764,East Asia & Pacific,EAS,2023,1.874884
1765,East Asia & Pacific,EAS,2024,1.874884
1766,East Asia & Pacific,EAS,2025,1.874884
1767,East Asia & Pacific,EAS,2026,1.874884
1768,East Asia & Pacific,EAS,2027,1.874884
1769,East Asia & Pacific,EAS,2028,1.874884
1770,East Asia & Pacific,EAS,2029,1.874884
1771,East Asia & Pacific,EAS,2030,1.874884
1772,East Asia & Pacific,EAS,2031,1.874884
1773,East Asia & Pacific,EAS,2032,1.874884
1774,East Asia & Pacific,EAS,2033,1.874884
1775,East Asia & Pacific,EAS,2034,1.874884
1776,East Asia & Pacific,EAS,2035,1.874884
1777,East Asia & Pacific,EAS,2036,1.874884
1778,East Asia & Pacific,EAS,2037,1.874884
1779,East Asia & Pacific,EAS,2038,1.874884
1780,East Asia & Pacific,EAS,2039,1.874884
1781,East Asia & Pacific,EAS,2040,1.874884
1782,East Asia & Pacific,EAS,2041,1.874884
1783,East Asia & Pacific,EAS,2042,1.874884
1784,East Asia & Pacific,EAS,2043,1.874884
1785,East Asia & Pacific,EAS,2044,1.874884
1786,East Asia & Pacific,EAS,2045,1.874884
1787,East Asia & Pacific,EAS,2046,1.874884
1788,East Asia & Pacific,EAS,2047,1.874884
1789,East Asia & Pacific,EAS,2048,1.874884
1790,East Asia & Pacific,EAS,2049,1.874884
1791,East Asia & Pacific,EAS,2050,1.874884
1792,Europe & Central Asia (excluding high income),ECA,2023,1.874884
1793,Europe & Central Asia (excluding high income),ECA,2024,1.874884
1794,Europe & Central Asia (excluding high income),ECA,2025,1.874884
1795,Europe & Central Asia (excluding high income),ECA,2026,1.874884
1796,Europe & Central Asia (excluding high income),ECA,2027,1.874884
1797,Europe & Central Asia (excluding high income),ECA,2028,1.874884
1798,Europe & Central Asia (excluding high income),ECA,2029,1.874884
1799,Europe & Central Asia (excluding high income),ECA,2030,1.874884
1800,Europe & Central Asia (excluding high income),ECA,2031,1.874884
1801,Europe & Central Asia (excluding high income),ECA,2032,1.874884
1802,Europe & Central Asia (excluding high income),ECA,2033,1.874884
1803,Europe & Central Asia (excluding high income),ECA,2034,1.874884
1804,Europe & Central Asia (excluding high income),ECA,2035,1.874884
1805,Europe & Central Asia (excluding high income),ECA,2036,1.874884
1806,Europe & Central Asia (excluding high income),ECA,2037,1.874884
1807,Europe & Central Asia (excluding high income),ECA,2038,1.874884
1808,Europe & Central Asia (excluding high income),ECA,2039,1.874884
1809,Europe & Central Asia (excluding high income),ECA,2040,1.874884
1810,Europe & Central Asia (excluding high income),ECA,2041,1.874884
1811,Europe & Central Asia (excluding high income),ECA,2042,1.874884
1812,Europe & Central Asia (excluding high income),ECA,2043,1.874884
1813,Europe & Central Asia (excluding high income),ECA,2044,1.874884
1814,Europe & Central Asia (excluding high income),ECA,2045,1.874884
1815,Europe & Central Asia (excluding high income),ECA,2046,1.874884
1816,Europe & Central Asia (excluding high income),ECA,2047,1.874884
1817,Europe & Central Asia (excluding high income),ECA,2048,1.874884
1818,Europe & Central Asia (excluding high income),ECA,2049,1.874884
1819,Europe & Central Asia (excluding high income),ECA,2050,1.874884
1820,Europe & Central Asia,ECS,2023,1.874884
1821,Europe & Central Asia,ECS,2024,1.874884
1822,Europe & Central Asia,ECS,2025,1.874884
1823,Europe & Central Asia,ECS,2026,1.874884
1824,Europe & Central Asia,ECS,2027,1.874884
1825,Europe & Central Asia,ECS,2028,1.874884
1826,Europe & Central Asia,ECS,2029,1.874884
1827,Europe & Central Asia,ECS,2030,1.874884
1828,Europe & Central Asia,ECS,2031,1.874884
1829,Europe & Central Asia,ECS,2032,1.874884
1830,Europe & Central Asia,ECS,2033,1.874884
1831,Europe & Central Asia,ECS,2034,1.874884
1832,Europe & Central Asia,ECS,2035,1.874884
1833,Europe & Central Asia,ECS,2036,1.874884
1834,Europe & Central Asia,ECS,2037,1.874884
1835,Europe & Central Asia,ECS,2038,1.874884
1836,Europe & Central Asia,ECS,2039,1.874884
1837,Europe & Central Asia,ECS,2040,1.874884
1838,Europe & Central Asia,ECS,2041,1.874884
1839,Europe & Central Asia,ECS,2042,1.874884
1840,Europe & Central Asia,ECS,2043,1.874884
1841,Europe & Central Asia,ECS,2044,1.874884
1842,Europe & Central Asia,ECS,2045,1.874884
1843,Europe & Central Asia,ECS,2046,1.874884
1844,Europe & Central Asia,ECS,2047,1.874884
1845,Europe & Central Asia,ECS,2048,1.874884
1846,Europe & Central Asia,ECS,2049,1.874884
1847,Europe & Central Asia,ECS,2050,1.874884
1848,Ecuador,ECU,2023,1.874884
1849,Ecuador,ECU,2024,1.874884
1850,Ecuador,ECU,2025,1.874884
1851,Ecuador,ECU,2026,1.874884
1852,Ecuador,ECU,2027,1.874884
1853,Ecuador,ECU,2028,1.874884
1854,Ecuador,ECU,2029,1.874884
1855,Ecuador,ECU,2030,1.874884
1856,Ecuador,ECU,2031,1.874884
1857,Ecuador,ECU,2032,1.874884
1858,Ecuador,ECU,2033,1.874884
1859,Ecuador,ECU,2034,1.874884
1860,Ecuador,ECU,2035,1.874884
1861,Ecuador,ECU,2036,1.874884
1862,Ecuador,ECU,2037,1.874884
1863,Ecuador,ECU,2038,1.874884
1864,Ecuador,ECU,2039,1.874884
1865,Ecuador,ECU,2040,1.874884
1866,Ecuador,ECU,2041,1.874884
1867,Ecuador,ECU,2042,1.874884
1868,Ecuador,ECU,2043,1.874884
1869,Ecuador,ECU,2044,1.874884
1870,Ecuador,ECU,2045,1.874884
1871,Ecuador,ECU,2046,1.874884
1872,Ecuador,ECU,2047,1.874884
1873,Ecuador,ECU,2048,1.874884
1874,Ecuador,ECU,2049,1.874884
1875,Ecuador,ECU,2050,1.874884
1876,"Egypt, Arab Rep.",EGY,2023,1.874884
1877,"Egypt, Arab Rep.",EGY,2024,1.874884
1878,"Egypt, Arab Rep.",EGY,2025,1.874884
1879,"Egypt, Arab Rep.",EGY,2026,1.874884
1880,"Egypt, Arab Rep.",EGY,2027,1.874884
1881,"Egypt, Arab Rep.",EGY,2028,1.874884
1882,"Egypt, Arab Rep.",EGY,2029,1.874884
1883,"Egypt, Arab Rep.",EGY,2030,1.874884
1884,"Egypt, Arab Rep.",EGY,2031,1.874884
1885,"Egypt, Arab Rep.",EGY,2032,1.874884
1886,"Egypt, Arab Rep.",EGY,2033,1.874884
1887,"Egypt, Arab Rep.",EGY,2034,1.874884
1888,"Egypt, Arab Rep.",EGY,2035,1.874884
1889,"Egypt, Arab Rep.",EGY,2036,1.874884
1890,"Egypt, Arab Rep.",EGY,2037,1.874884
1891,"Egypt, Arab Rep.",EGY,2038,1.874884
1892,"Egypt, Arab Rep.",EGY,2039,1.874884
1893,"Egypt, Arab Rep.",EGY,2040,1.874884
1894,"Egypt, Arab Rep.",EGY,2041,1.874884
1895,"Egypt, Arab Rep.",EGY,2042,1.874884
1896,"Egypt, Arab Rep.",EGY,2043,1.874884
1897,"Egypt, Arab Rep.",EGY,2044,1.874884
1898,"Egypt, Arab Rep.",EGY,2045,1.874884
1899,"Egypt, Arab Rep.",EGY,2046,1.874884
1900,"Egypt, Arab Rep.",EGY,2047,1.874884
1901,"Egypt, Arab Rep.",EGY,2048,1.874884
1902,"Egypt, Arab Rep.",EGY,2049,1.874884
1903,"Egypt, Arab Rep.",EGY,2050,1.874884
1904,Euro area,EMU,2023,1.874884
1905,Euro area,EMU,2024,1.874884
1906,Euro area,EMU,2025,1.874884
1907,Euro area,EMU,2026,1.874884
1908,Euro area,EMU,2027,1.874884
1909,Euro area,EMU,2028,1.874884
1910,Euro area,EMU,2029,1.874884
1911,Euro area,EMU,2030,1.874884
1912,Euro area,EMU,2031,1.874884
1913,Euro area,EMU,2032,1.874884
1914,Euro area,EMU,2033,1.874884
1915,Euro area,EMU,2034,1.874884
1916,Euro area,EMU,2035,1.874884
1917,Euro area,EMU,2036,1.874884
1918,Euro area,EMU,2037,1.874884
1919,Euro area,EMU,2038,1.874884
1920,Euro area,EMU,2039,1.874884
1921,Euro area,EMU,2040,1.874884
1922,Euro area,EMU,2041,1.874884
1923,Euro area,EMU,2042,1.874884
1924,Euro area,EMU,2043,1.874884
1925,Euro area,EMU,2044,1.874884
1926,Euro area,EMU,2045,1.874884
1927,Euro area,EMU,2046,1.874884
1928,Euro area,EMU,2047,1.874884
1929,Euro area,EMU,2048,1.874884
1930,Euro area,EMU,2049,1.874884
1931,Euro area,EMU,2050,1.874884
1932,Eritrea,ERI,2023,1.874884
1933,Eritrea,ERI,2024,1.874884
1934,Eritrea,ERI,2025,1.874884
1935,Eritrea,ERI,2026,1.874884
1936,Eritrea,ERI,2027,1.874884
1937,Eritrea,ERI,2028,1.874884
1938,Eritrea,ERI,2029,1.874884
1939,Eritrea,ERI,2030,1.874884
1940,Eritrea,ERI,2031,1.874884
1941,Eritrea,ERI,2032,1.874884
1942,Eritrea,ERI,2033,1.874884
1943,Eritrea,ERI,2034,1.874884
1944,Eritrea,ERI,2035,1.874884
1945,Eritrea,ERI,2036,1.874884
1946,Eritrea,ERI,2037,1.874884
1947,Eritrea,ERI,2038,1.874884
1948,Eritrea,ERI,2039,1.874884
1949,Eritrea,ERI,2040,1.874884
1950,Eritrea,ERI,2041,1.874884
1951,Eritrea,ERI,2042,1.874884
1952,Eritrea,ERI,2043,1.874884
1953,Eritrea,ERI,2044,1.874884
1954,Eritrea,ERI,2045,1.874884
1955,Eritrea,ERI,2046,1.874884
1956,Eritrea,ERI,2047,1.874884
1957,Eritrea,ERI,2048,1.874884
1958,Eritrea,ERI,2049,1.874884
1959,Eritrea,ERI,2050,1.874884
1960,Spain,ESP,2023,1.874884
1961,Spain,ESP,2024,1.874884
1962,Spain,ESP,2025,1.874884
1963,Spain,ESP,2026,1.874884
1964,Spain,ESP,2027,1.874884
1965,Spain,ESP,2028,1.874884
1966,Spain,ESP,2029,1.874884
1967,Spain,ESP,2030,1.874884
1968,Spain,ESP,2031,1.874884
1969,Spain,ESP,2032,1.874884
1970,Spain,ESP,2033,1.874884
1971,Spain,ESP,2034,1.874884
1972,Spain,ESP,2035,1.874884
1973,Spain,ESP,2036,1.874884
1974,Spain,ESP,2037,1.874884
1975,Spain,ESP,2038,1.874884
1976,Spain,ESP,2039,1.874884
1977,Spain,ESP,2040,1.874884
1978,Spain,ESP,2041,1.874884
1979,Spain,ESP,2042,1.874884
1980,Spain,ESP,2043,1.874884
1981,Spain,ESP,2044,1.874884
1982,Spain,ESP,2045,1.874884
1983,Spain,ESP,2046,1.874884
1984,Spain,ESP,2047,1.874884
1985,Spain,ESP,2048,1.874884
1986,Spain,ESP,2049,1.874884
1987,Spain,ESP,2050,1.874884
1988,Estonia,EST,2023,1.874884
1989,Estonia,EST,2024,1.874884
1990,Estonia,EST,2025,1.874884
1991,Estonia,EST,2026,1.874884
1992,Estonia,EST,2027,1.874884
1993,Estonia,EST,2028,1.874884
1994,Estonia,EST,2029,1.874884
1995,Estonia,EST,2030,1.874884
1996,Estonia,EST,2031,1.874884
1997,Estonia,EST,2032,1.874884
1998,Estonia,EST,2033,1.874884
1999,Estonia,EST,2034,1.874884
2000,Estonia,EST,2035,1.874884
2001,Estonia,EST,2036,1.874884
2002,Estonia,EST,2037,1.874884
2003,Estonia,EST,2038,1.874884
2004,Estonia,EST,2039,1.874884
2005,Estonia,EST,2040,1.874884
