,Nation,iso_code3,Year,fuelefficiency_trns_public_biofuels_km_per_litre
680,Bosnia and Herzegovina,BIH,2031,1.874884
681,Bosnia and Herzegovina,BIH,2032,1.874884
682,Bosnia and Herzegovina,BIH,2033,1.874884
683,Bosnia and Herzegovina,BIH,2034,1.874884
684,Bosnia and Herzegovina,BIH,2035,1.874884
685,Bosnia and Herzegovina,BIH,2036,1.874884
686,Bosnia and Herzegovina,BIH,2037,1.874884
687,Bosnia and Herzegovina,BIH,2038,1.874884
688,Bosnia and Herzegovina,BIH,2039,1.874884
689,Bosnia and Herzegovina,BIH,2040,1.874884
690,Bosnia and Herzegovina,BIH,2041,1.874884
691,Bosnia and Herzegovina,BIH,2042,1.874884
692,Bosnia and Herzegovina,BIH,2043,1.874884
693,Bosnia and Herzegovina,BIH,2044,1.874884
694,Bosnia and Herzegovina,BIH,2045,1.874884
695,Bosnia and Herzegovina,BIH,2046,1.874884
696,Bosnia and Herzegovina,BIH,2047,1.874884
697,Bosnia and Herzegovina,BIH,2048,1.874884
698,Bosnia and Herzegovina,BIH,2049,1.874884
699,Bosnia and Herzegovina,BIH,2050,1.874884
700,Belarus,BLR,2023,1.874884
701,Belarus,BLR,2024,1.874884
702,Belarus,BLR,2025,1.874884
703,Belarus,BLR,2026,1.874884
704,Belarus,BLR,2027,1.874884
705,Belarus,BLR,2028,1.874884
706,Belarus,BLR,2029,1.874884
707,Belarus,BLR,2030,1.874884
708,Belarus,BLR,2031,1.874884
709,Belarus,BLR,2032,1.874884
710,Belarus,BLR,2033,1.874884
711,Belarus,BLR,2034,1.874884
712,Belarus,BLR,2035,1.874884
713,Belarus,BLR,2036,1.874884
714,Belarus,BLR,2037,1.874884
715,Belarus,BLR,2038,1.874884
716,Belarus,BLR,2039,1.874884
717,Belarus,BLR,2040,1.874884
718,Belarus,BLR,2041,1.874884
719,Belarus,BLR,2042,1.874884
720,Belarus,BLR,2043,1.874884
721,Belarus,BLR,2044,1.874884
722,Belarus,BLR,2045,1.874884
723,Belarus,BLR,2046,1.874884
724,Belarus,BLR,2047,1.874884
725,Belarus,BLR,2048,1.874884
726,Belarus,BLR,2049,1.874884
727,Belarus,BLR,2050,1.874884
728,Belize,BLZ,2023,1.874884
729,Belize,BLZ,2024,1.874884
730,Belize,BLZ,2025,1.874884
731,Belize,BLZ,2026,1.874884
732,Belize,BLZ,2027,1.874884
733,Belize,BLZ,2028,1.874884
734,Belize,BLZ,2029,1.874884
735,Belize,BLZ,2030,1.874884
736,Belize,BLZ,2031,1.874884
737,Belize,BLZ,2032,1.874884
738,Belize,BLZ,2033,1.874884
739,Belize,BLZ,2034,1.874884
740,Belize,BLZ,2035,1.874884
741,Belize,BLZ,2036,1.874884
742,Belize,BLZ,2037,1.874884
743,Belize,BLZ,2038,1.874884
744,Belize,BLZ,2039,1.874884
745,Belize,BLZ,2040,1.874884
746,Belize,BLZ,2041,1.874884
747,Belize,BLZ,2042,1.874884
748,Belize,BLZ,2043,1.874884
749,Belize,BLZ,2044,1.874884
750,Belize,BLZ,2045,1.874884
751,Belize,BLZ,2046,1.874884
752,Belize,BLZ,2047,1.874884
753,Belize,BLZ,2048,1.874884
754,Belize,BLZ,2049,1.874884
755,Belize,BLZ,2050,1.874884
756,Bermuda,BMU,2023,1.874884
757,Bermuda,BMU,2024,1.874884
758,Bermuda,BMU,2025,1.874884
759,Bermuda,BMU,2026,1.874884
760,Bermuda,BMU,2027,1.874884
761,Bermuda,BMU,2028,1.874884
762,Bermuda,BMU,2029,1.874884
763,Bermuda,BMU,2030,1.874884
764,Bermuda,BMU,2031,1.874884
765,Bermuda,BMU,2032,1.874884
766,Bermuda,BMU,2033,1.874884
767,Bermuda,BMU,2034,1.874884
768,Bermuda,BMU,2035,1.874884
769,Bermuda,BMU,2036,1.874884
770,Bermuda,BMU,2037,1.874884
771,Bermuda,BMU,2038,1.874884
772,Bermuda,BMU,2039,1.874884
773,Bermuda,BMU,2040,1.874884
774,Bermuda,BMU,2041,1.874884
775,Bermuda,BMU,2042,1.874884
776,Bermuda,BMU,2043,1.874884
777,Bermuda,BMU,2044,1.874884
778,Bermuda,BMU,2045,1.874884
779,Bermuda,BMU,2046,1.874884
780,Bermuda,BMU,2047,1.874884
781,Bermuda,BMU,2048,1.874884
782,Bermuda,BMU,2049,1.874884
783,Bermuda,BMU,2050,1.874884
784,Bolivia,BOL,2023,1.874884
785,Bolivia,BOL,2024,1.874884
786,Bolivia,BOL,2025,1.874884
787,Bolivia,BOL,2026,1.874884
788,Bolivia,BOL,2027,1.874884
789,Bolivia,BOL,2028,1.874884
790,Bolivia,BOL,2029,1.874884
791,Bolivia,BOL,2030,1.874884
792,Bolivia,BOL,2031,1.874884
793,Bolivia,BOL,2032,1.874884
794,Bolivia,BOL,2033,1.874884
795,Bolivia,BOL,2034,1.874884
796,Bolivia,BOL,2035,1.874884
797,Bolivia,BOL,2036,1.874884
798,Bolivia,BOL,2037,1.874884
799,Bolivia,BOL,2038,1.874884
800,Bolivia,BOL,2039,1.874884
801,Bolivia,BOL,2040,1.874884
802,Bolivia,BOL,2041,1.874884
803,Bolivia,BOL,2042,1.874884
804,Bolivia,BOL,2043,1.874884
805,Bolivia,BOL,2044,1.874884
806,Bolivia,BOL,2045,1.874884
807,Bolivia,BOL,2046,1.874884
808,Bolivia,BOL,2047,1.874884
809,Bolivia,BOL,2048,1.874884
810,Bolivia,BOL,2049,1.874884
811,Bolivia,BOL,2050,1.874884
812,Brazil,BRA,2023,1.874884
813,Brazil,BRA,2024,1.874884
814,Brazil,BRA,2025,1.874884
815,Brazil,BRA,2026,1.874884
816,Brazil,BRA,2027,1.874884
817,Brazil,BRA,2028,1.874884
818,Brazil,BRA,2029,1.874884
819,Brazil,BRA,2030,1.874884
820,Brazil,BRA,2031,1.874884
821,Brazil,BRA,2032,1.874884
822,Brazil,BRA,2033,1.874884
823,Brazil,BRA,2034,1.874884
824,Brazil,BRA,2035,1.874884
825,Brazil,BRA,2036,1.874884
826,Brazil,BRA,2037,1.874884
827,Brazil,BRA,2038,1.874884
828,Brazil,BRA,2039,1.874884
829,Brazil,BRA,2040,1.874884
830,Brazil,BRA,2041,1.874884
831,Brazil,BRA,2042,1.874884
832,Brazil,BRA,2043,1.874884
833,Brazil,BRA,2044,1.874884
834,Brazil,BRA,2045,1.874884
835,Brazil,BRA,2046,1.874884
836,Brazil,BRA,2047,1.874884
837,Brazil,BRA,2048,1.874884
838,Brazil,BRA,2049,1.874884
839,Brazil,BRA,2050,1.874884
840,Barbados,BRB,2023,1.874884
841,Barbados,BRB,2024,1.874884
842,Barbados,BRB,2025,1.874884
843,Barbados,BRB,2026,1.874884
844,Barbados,BRB,2027,1.874884
845,Barbados,BRB,2028,1.874884
846,Barbados,BRB,2029,1.874884
847,Barbados,BRB,2030,1.874884
848,Barbados,BRB,2031,1.874884
849,Barbados,BRB,2032,1.874884
850,Barbados,BRB,2033,1.874884
851,Barbados,BRB,2034,1.874884
852,Barbados,BRB,2035,1.874884
853,Barbados,BRB,2036,1.874884
854,Barbados,BRB,2037,1.874884
855,Barbados,BRB,2038,1.874884
856,Barbados,BRB,2039,1.874884
857,Barbados,BRB,2040,1.874884
858,Barbados,BRB,2041,1.874884
859,Barbados,BRB,2042,1.874884
860,Barbados,BRB,2043,1.874884
861,Barbados,BRB,2044,1.874884
862,Barbados,BRB,2045,1.874884
863,Barbados,BRB,2046,1.874884
864,Barbados,BRB,2047,1.874884
865,Barbados,BRB,2048,1.874884
866,Barbados,BRB,2049,1.874884
867,Barbados,BRB,2050,1.874884
868,Brunei Darussalam,BRN,2023,1.874884
869,Brunei Darussalam,BRN,2024,1.874884
870,Brunei Darussalam,BRN,2025,1.874884
871,Brunei Darussalam,BRN,2026,1.874884
872,Brunei Darussalam,BRN,2027,1.874884
873,Brunei Darussalam,BRN,2028,1.874884
874,Brunei Darussalam,BRN,2029,1.874884
875,Brunei Darussalam,BRN,2030,1.874884
876,Brunei Darussalam,BRN,2031,1.874884
877,Brunei Darussalam,BRN,2032,1.874884
878,Brunei Darussalam,BRN,2033,1.874884
879,Brunei Darussalam,BRN,2034,1.874884
880,Brunei Darussalam,BRN,2035,1.874884
881,Brunei Darussalam,BRN,2036,1.874884
882,Brunei Darussalam,BRN,2037,1.874884
883,Brunei Darussalam,BRN,2038,1.874884
884,Brunei Darussalam,BRN,2039,1.874884
885,Brunei Darussalam,BRN,2040,1.874884
886,Brunei Darussalam,BRN,2041,1.874884
887,Brunei Darussalam,BRN,2042,1.874884
888,Brunei Darussalam,BRN,2043,1.874884
889,Brunei Darussalam,BRN,2044,1.874884
890,Brunei Darussalam,BRN,2045,1.874884
891,Brunei Darussalam,BRN,2046,1.874884
892,Brunei Darussalam,BRN,2047,1.874884
893,Brunei Darussalam,BRN,2048,1.874884
894,Brunei Darussalam,BRN,2049,1.874884
895,Brunei Darussalam,BRN,2050,1.874884
896,Bhutan,BTN,2023,1.874884
897,Bhutan,BTN,2024,1.874884
898,Bhutan,BTN,2025,1.874884
899,Bhutan,BTN,2026,1.874884
900,Bhutan,BTN,2027,1.874884
901,Bhutan,BTN,2028,1.874884
902,Bhutan,BTN,2029,1.874884
903,Bhutan,BTN,2030,1.874884
904,Bhutan,BTN,2031,1.874884
905,Bhutan,BTN,2032,1.874884
906,Bhutan,BTN,2033,1.874884
907,Bhutan,BTN,2034,1.874884
908,Bhutan,BTN,2035,1.874884
909,Bhutan,BTN,2036,1.874884
910,Bhutan,BTN,2037,1.874884
911,Bhutan,BTN,2038,1.874884
912,Bhutan,BTN,2039,1.874884
913,Bhutan,BTN,2040,1.874884
914,Bhutan,BTN,2041,1.874884
915,Bhutan,BTN,2042,1.874884
916,Bhutan,BTN,2043,1.874884
917,Bhutan,BTN,2044,1.874884
918,Bhutan,BTN,2045,1.874884
919,Bhutan,BTN,2046,1.874884
920,Bhutan,BTN,2047,1.874884
921,Bhutan,BTN,2048,1.874884
922,Bhutan,BTN,2049,1.874884
923,Bhutan,BTN,2050,1.874884
924,Botswana,BWA,2023,1.874884
925,Botswana,BWA,2024,1.874884
926,Botswana,BWA,2025,1.874884
927,Botswana,BWA,2026,1.874884
928,Botswana,BWA,2027,1.874884
929,Botswana,BWA,2028,1.874884
930,Botswana,BWA,2029,1.874884
931,Botswana,BWA,2030,1.874884
932,Botswana,BWA,2031,1.874884
933,Botswana,BWA,2032,1.874884
934,Botswana,BWA,2033,1.874884
935,Botswana,BWA,2034,1.874884
936,Botswana,BWA,2035,1.874884
937,Botswana,BWA,2036,1.874884
938,Botswana,BWA,2037,1.874884
939,Botswana,BWA,2038,1.874884
940,Botswana,BWA,2039,1.874884
941,Botswana,BWA,2040,1.874884
942,Botswana,BWA,2041,1.874884
943,Botswana,BWA,2042,1.874884
944,Botswana,BWA,2043,1.874884
945,Botswana,BWA,2044,1.874884
946,Botswana,BWA,2045,1.874884
947,Botswana,BWA,2046,1.874884
948,Botswana,BWA,2047,1.874884
949,Botswana,BWA,2048,1.874884
950,Botswana,BWA,2049,1.874884
951,Botswana,BWA,2050,1.874884
952,Central African Republic,CAF,2023,1.874884
953,Central African Republic,CAF,2024,1.874884
954,Central African Republic,CAF,2025,1.874884
955,Central African Republic,CAF,2026,1.874884
956,Central African Republic,CAF,2027,1.874884
957,Central African Republic,CAF,2028,1.874884
958,Central African Republic,CAF,2029,1.874884
959,Central African Republic,CAF,2030,1.874884
960,Central African Republic,CAF,2031,1.874884
961,Central African Republic,CAF,2032,1.874884
962,Central African Republic,CAF,2033,1.874884
963,Central African Republic,CAF,2034,1.874884
964,Central African Republic,CAF,2035,1.874884
965,Central African Republic,CAF,2036,1.874884
966,Central African Republic,CAF,2037,1.874884
967,Central African Republic,CAF,2038,1.874884
968,Central African Republic,CAF,2039,1.874884
969,Central African Republic,CAF,2040,1.874884
970,Central African Republic,CAF,2041,1.874884
971,Central African Republic,CAF,2042,1.874884
972,Central African Republic,CAF,2043,1.874884
973,Central African Republic,CAF,2044,1.874884
974,Central African Republic,CAF,2045,1.874884
975,Central African Republic,CAF,2046,1.874884
976,Central African Republic,CAF,2047,1.874884
977,Central African Republic,CAF,2048,1.874884
978,Central African Republic,CAF,2049,1.874884
979,Central African Republic,CAF,2050,1.874884
980,Canada,CAN,2023,1.874884
981,Canada,CAN,2024,1.874884
982,Canada,CAN,2025,1.874884
983,Canada,CAN,2026,1.874884
984,Canada,CAN,2027,1.874884
985,Canada,CAN,2028,1.874884
986,Canada,CAN,2029,1.874884
987,Canada,CAN,2030,1.874884
988,Canada,CAN,2031,1.874884
989,Canada,CAN,2032,1.874884
990,Canada,CAN,2033,1.874884
991,Canada,CAN,2034,1.874884
992,Canada,CAN,2035,1.874884
993,Canada,CAN,2036,1.874884
994,Canada,CAN,2037,1.874884
995,Canada,CAN,2038,1.874884
996,Canada,CAN,2039,1.874884
997,Canada,CAN,2040,1.874884
998,Canada,CAN,2041,1.874884
999,Canada,CAN,2042,1.874884
1000,Canada,CAN,2043,1.874884
1001,Canada,CAN,2044,1.874884
1002,Canada,CAN,2045,1.874884
1003,Canada,CAN,2046,1.874884
1004,Canada,CAN,2047,1.874884
1005,Canada,CAN,2048,1.874884
1006,Canada,CAN,2049,1.874884
1007,Canada,CAN,2050,1.874884
1008,Central Europe and the Baltics,CEB,2023,1.874884
1009,Central Europe and the Baltics,CEB,2024,1.874884
1010,Central Europe and the Baltics,CEB,2025,1.874884
1011,Central Europe and the Baltics,CEB,2026,1.874884
1012,Central Europe and the Baltics,CEB,2027,1.874884
1013,Central Europe and the Baltics,CEB,2028,1.874884
1014,Central Europe and the Baltics,CEB,2029,1.874884
1015,Central Europe and the Baltics,CEB,2030,1.874884
1016,Central Europe and the Baltics,CEB,2031,1.874884
1017,Central Europe and the Baltics,CEB,2032,1.874884
1018,Central Europe and the Baltics,CEB,2033,1.874884
1019,Central Europe and the Baltics,CEB,2034,1.874884
1020,Central Europe and the Baltics,CEB,2035,1.874884
1021,Central Europe and the Baltics,CEB,2036,1.874884
1022,Central Europe and the Baltics,CEB,2037,1.874884
1023,Central Europe and the Baltics,CEB,2038,1.874884
1024,Central Europe and the Baltics,CEB,2039,1.874884
1025,Central Europe and the Baltics,CEB,2040,1.874884
1026,Central Europe and the Baltics,CEB,2041,1.874884
1027,Central Europe and the Baltics,CEB,2042,1.874884
1028,Central Europe and the Baltics,CEB,2043,1.874884
1029,Central Europe and the Baltics,CEB,2044,1.874884
1030,Central Europe and the Baltics,CEB,2045,1.874884
1031,Central Europe and the Baltics,CEB,2046,1.874884
1032,Central Europe and the Baltics,CEB,2047,1.874884
1033,Central Europe and the Baltics,CEB,2048,1.874884
1034,Central Europe and the Baltics,CEB,2049,1.874884
1035,Central Europe and the Baltics,CEB,2050,1.874884
1036,Switzerland,CHE,2023,1.874884
1037,Switzerland,CHE,2024,1.874884
1038,Switzerland,CHE,2025,1.874884
1039,Switzerland,CHE,2026,1.874884
1040,Switzerland,CHE,2027,1.874884
1041,Switzerland,CHE,2028,1.874884
1042,Switzerland,CHE,2029,1.874884
1043,Switzerland,CHE,2030,1.874884
1044,Switzerland,CHE,2031,1.874884
1045,Switzerland,CHE,2032,1.874884
1046,Switzerland,CHE,2033,1.874884
1047,Switzerland,CHE,2034,1.874884
1048,Switzerland,CHE,2035,1.874884
1049,Switzerland,CHE,2036,1.874884
1050,Switzerland,CHE,2037,1.874884
1051,Switzerland,CHE,2038,1.874884
1052,Switzerland,CHE,2039,1.874884
1053,Switzerland,CHE,2040,1.874884
1054,Switzerland,CHE,2041,1.874884
1055,Switzerland,CHE,2042,1.874884
1056,Switzerland,CHE,2043,1.874884
1057,Switzerland,CHE,2044,1.874884
1058,Switzerland,CHE,2045,1.874884
1059,Switzerland,CHE,2046,1.874884
1060,Switzerland,CHE,2047,1.874884
1061,Switzerland,CHE,2048,1.874884
1062,Switzerland,CHE,2049,1.874884
1063,Switzerland,CHE,2050,1.874884
1064,Channel Islands,CHI,2023,1.874884
1065,Channel Islands,CHI,2024,1.874884
1066,Channel Islands,CHI,2025,1.874884
1067,Channel Islands,CHI,2026,1.874884
1068,Channel Islands,CHI,2027,1.874884
1069,Channel Islands,CHI,2028,1.874884
1070,Channel Islands,CHI,2029,1.874884
1071,Channel Islands,CHI,2030,1.874884
1072,Channel Islands,CHI,2031,1.874884
1073,Channel Islands,CHI,2032,1.874884
1074,Channel Islands,CHI,2033,1.874884
1075,Channel Islands,CHI,2034,1.874884
1076,Channel Islands,CHI,2035,1.874884
1077,Channel Islands,CHI,2036,1.874884
1078,Channel Islands,CHI,2037,1.874884
1079,Channel Islands,CHI,2038,1.874884
1080,Channel Islands,CHI,2039,1.874884
1081,Channel Islands,CHI,2040,1.874884
1082,Channel Islands,CHI,2041,1.874884
1083,Channel Islands,CHI,2042,1.874884
1084,Channel Islands,CHI,2043,1.874884
1085,Channel Islands,CHI,2044,1.874884
1086,Channel Islands,CHI,2045,1.874884
1087,Channel Islands,CHI,2046,1.874884
1088,Channel Islands,CHI,2047,1.874884
1089,Channel Islands,CHI,2048,1.874884
1090,Channel Islands,CHI,2049,1.874884
1091,Channel Islands,CHI,2050,1.874884
1092,Chile,CHL,2023,1.874884
1093,Chile,CHL,2024,1.874884
1094,Chile,CHL,2025,1.874884
1095,Chile,CHL,2026,1.874884
1096,Chile,CHL,2027,1.874884
1097,Chile,CHL,2028,1.874884
1098,Chile,CHL,2029,1.874884
1099,Chile,CHL,2030,1.874884
1100,Chile,CHL,2031,1.874884
1101,Chile,CHL,2032,1.874884
1102,Chile,CHL,2033,1.874884
1103,Chile,CHL,2034,1.874884
1104,Chile,CHL,2035,1.874884
1105,Chile,CHL,2036,1.874884
1106,Chile,CHL,2037,1.874884
1107,Chile,CHL,2038,1.874884
1108,Chile,CHL,2039,1.874884
1109,Chile,CHL,2040,1.874884
1110,Chile,CHL,2041,1.874884
1111,Chile,CHL,2042,1.874884
1112,Chile,CHL,2043,1.874884
1113,Chile,CHL,2044,1.874884
1114,Chile,CHL,2045,1.874884
1115,Chile,CHL,2046,1.874884
1116,Chile,CHL,2047,1.874884
1117,Chile,CHL,2048,1.874884
1118,Chile,CHL,2049,1.874884
1119,Chile,CHL,2050,1.874884
1120,China,CHN,2023,1.874884
1121,China,CHN,2024,1.874884
1122,China,CHN,2025,1.874884
1123,China,CHN,2026,1.874884
1124,China,CHN,2027,1.874884
1125,China,CHN,2028,1.874884
1126,China,CHN,2029,1.874884
1127,China,CHN,2030,1.874884
1128,China,CHN,2031,1.874884
1129,China,CHN,2032,1.874884
1130,China,CHN,2033,1.874884
1131,China,CHN,2034,1.874884
1132,China,CHN,2035,1.874884
1133,China,CHN,2036,1.874884
1134,China,CHN,2037,1.874884
1135,China,CHN,2038,1.874884
1136,China,CHN,2039,1.874884
1137,China,CHN,2040,1.874884
1138,China,CHN,2041,1.874884
1139,China,CHN,2042,1.874884
1140,China,CHN,2043,1.874884
1141,China,CHN,2044,1.874884
1142,China,CHN,2045,1.874884
1143,China,CHN,2046,1.874884
1144,China,CHN,2047,1.874884
1145,China,CHN,2048,1.874884
1146,China,CHN,2049,1.874884
1147,China,CHN,2050,1.874884
1148,Cote d'Ivoire,CIV,2023,1.874884
1149,Cote d'Ivoire,CIV,2024,1.874884
1150,Cote d'Ivoire,CIV,2025,1.874884
1151,Cote d'Ivoire,CIV,2026,1.874884
1152,Cote d'Ivoire,CIV,2027,1.874884
1153,Cote d'Ivoire,CIV,2028,1.874884
1154,Cote d'Ivoire,CIV,2029,1.874884
1155,Cote d'Ivoire,CIV,2030,1.874884
1156,Cote d'Ivoire,CIV,2031,1.874884
1157,Cote d'Ivoire,CIV,2032,1.874884
1158,Cote d'Ivoire,CIV,2033,1.874884
1159,Cote d'Ivoire,CIV,2034,1.874884
1160,Cote d'Ivoire,CIV,2035,1.874884
1161,Cote d'Ivoire,CIV,2036,1.874884
1162,Cote d'Ivoire,CIV,2037,1.874884
1163,Cote d'Ivoire,CIV,2038,1.874884
1164,Cote d'Ivoire,CIV,2039,1.874884
1165,Cote d'Ivoire,CIV,2040,1.874884
1166,Cote d'Ivoire,CIV,2041,1.874884
1167,Cote d'Ivoire,CIV,2042,1.874884
1168,Cote d'Ivoire,CIV,2043,1.874884
1169,Cote d'Ivoire,CIV,2044,1.874884
1170,Cote d'Ivoire,CIV,2045,1.874884
1171,Cote d'Ivoire,CIV,2046,1.874884
1172,Cote d'Ivoire,CIV,2047,1.874884
1173,Cote d'Ivoire,CIV,2048,1.874884
1174,Cote d'Ivoire,CIV,2049,1.874884
1175,Cote d'Ivoire,CIV,2050,1.874884
1176,Cameroon,CMR,2023,1.874884
1177,Cameroon,CMR,2024,1.874884
1178,Cameroon,CMR,2025,1.874884
1179,Cameroon,CMR,2026,1.874884
1180,Cameroon,CMR,2027,1.874884
1181,Cameroon,CMR,2028,1.874884
1182,Cameroon,CMR,2029,1.874884
1183,Cameroon,CMR,2030,1.874884
1184,Cameroon,CMR,2031,1.874884
1185,Cameroon,CMR,2032,1.874884
1186,Cameroon,CMR,2033,1.874884
1187,Cameroon,CMR,2034,1.874884
1188,Cameroon,CMR,2035,1.874884
1189,Cameroon,CMR,2036,1.874884
1190,Cameroon,CMR,2037,1.874884
1191,Cameroon,CMR,2038,1.874884
1192,Cameroon,CMR,2039,1.874884
1193,Cameroon,CMR,2040,1.874884
1194,Cameroon,CMR,2041,1.874884
1195,Cameroon,CMR,2042,1.874884
1196,Cameroon,CMR,2043,1.874884
1197,Cameroon,CMR,2044,1.874884
1198,Cameroon,CMR,2045,1.874884
1199,Cameroon,CMR,2046,1.874884
1200,Cameroon,CMR,2047,1.874884
1201,Cameroon,CMR,2048,1.874884
1202,Cameroon,CMR,2049,1.874884
1203,Cameroon,CMR,2050,1.874884
1204,"Congo, Dem. Rep.",COD,2023,1.874884
1205,"Congo, Dem. Rep.",COD,2024,1.874884
1206,"Congo, Dem. Rep.",COD,2025,1.874884
1207,"Congo, Dem. Rep.",COD,2026,1.874884
1208,"Congo, Dem. Rep.",COD,2027,1.874884
1209,"Congo, Dem. Rep.",COD,2028,1.874884
1210,"Congo, Dem. Rep.",COD,2029,1.874884
1211,"Congo, Dem. Rep.",COD,2030,1.874884
1212,"Congo, Dem. Rep.",COD,2031,1.874884
1213,"Congo, Dem. Rep.",COD,2032,1.874884
1214,"Congo, Dem. Rep.",COD,2033,1.874884
1215,"Congo, Dem. Rep.",COD,2034,1.874884
1216,"Congo, Dem. Rep.",COD,2035,1.874884
1217,"Congo, Dem. Rep.",COD,2036,1.874884
1218,"Congo, Dem. Rep.",COD,2037,1.874884
1219,"Congo, Dem. Rep.",COD,2038,1.874884
1220,"Congo, Dem. Rep.",COD,2039,1.874884
1221,"Congo, Dem. Rep.",COD,2040,1.874884
1222,"Congo, Dem. Rep.",COD,2041,1.874884
1223,"Congo, Dem. Rep.",COD,2042,1.874884
1224,"Congo, Dem. Rep.",COD,2043,1.874884
1225,"Congo, Dem. Rep.",COD,2044,1.874884
1226,"Congo, Dem. Rep.",COD,2045,1.874884
1227,"Congo, Dem. Rep.",COD,2046,1.874884
1228,"Congo, Dem. Rep.",COD,2047,1.874884
1229,"Congo, Dem. Rep.",COD,2048,1.874884
1230,"Congo, Dem. Rep.",COD,2049,1.874884
1231,"Congo, Dem. Rep.",COD,2050,1.874884
1232,"Congo, Rep.",COG,2023,1.874884
1233,"Congo, Rep.",COG,2024,1.874884
1234,"Congo, Rep.",COG,2025,1.874884
1235,"Congo, Rep.",COG,2026,1.874884
1236,"Congo, Rep.",COG,2027,1.874884
1237,"Congo, Rep.",COG,2028,1.874884
1238,"Congo, Rep.",COG,2029,1.874884
1239,"Congo, Rep.",COG,2030,1.874884
1240,"Congo, Rep.",COG,2031,1.874884
1241,"Congo, Rep.",COG,2032,1.874884
1242,"Congo, Rep.",COG,2033,1.874884
1243,"Congo, Rep.",COG,2034,1.874884
1244,"Congo, Rep.",COG,2035,1.874884
1245,"Congo, Rep.",COG,2036,1.874884
1246,"Congo, Rep.",COG,2037,1.874884
1247,"Congo, Rep.",COG,2038,1.874884
1248,"Congo, Rep.",COG,2039,1.874884
1249,"Congo, Rep.",COG,2040,1.874884
1250,"Congo, Rep.",COG,2041,1.874884
1251,"Congo, Rep.",COG,2042,1.874884
1252,"Congo, Rep.",COG,2043,1.874884
1253,"Congo, Rep.",COG,2044,1.874884
1254,"Congo, Rep.",COG,2045,1.874884
1255,"Congo, Rep.",COG,2046,1.874884
1256,"Congo, Rep.",COG,2047,1.874884
1257,"Congo, Rep.",COG,2048,1.874884
1258,"Congo, Rep.",COG,2049,1.874884
1259,"Congo, Rep.",COG,2050,1.874884
1260,Colombia,COL,2023,1.874884
1261,Colombia,COL,2024,1.874884
1262,Colombia,COL,2025,1.874884
1263,Colombia,COL,2026,1.874884
1264,Colombia,COL,2027,1.874884
1265,Colombia,COL,2028,1.874884
1266,Colombia,COL,2029,1.874884
1267,Colombia,COL,2030,1.874884
1268,Colombia,COL,2031,1.874884
1269,Colombia,COL,2032,1.874884
1270,Colombia,COL,2033,1.874884
1271,Colombia,COL,2034,1.874884
1272,Colombia,COL,2035,1.874884
1273,Colombia,COL,2036,1.874884
1274,Colombia,COL,2037,1.874884
1275,Colombia,COL,2038,1.874884
1276,Colombia,COL,2039,1.874884
1277,Colombia,COL,2040,1.874884
1278,Colombia,COL,2041,1.874884
1279,Colombia,COL,2042,1.874884
1280,Colombia,COL,2043,1.874884
1281,Colombia,COL,2044,1.874884
1282,Colombia,COL,2045,1.874884
1283,Colombia,COL,2046,1.874884
1284,Colombia,COL,2047,1.874884
1285,Colombia,COL,2048,1.874884
1286,Colombia,COL,2049,1.874884
1287,Colombia,COL,2050,1.874884
1288,Comoros,COM,2023,1.874884
1289,Comoros,COM,2024,1.874884
1290,Comoros,COM,2025,1.874884
1291,Comoros,COM,2026,1.874884
1292,Comoros,COM,2027,1.874884
1293,Comoros,COM,2028,1.874884
1294,Comoros,COM,2029,1.874884
1295,Comoros,COM,2030,1.874884
1296,Comoros,COM,2031,1.874884
1297,Comoros,COM,2032,1.874884
1298,Comoros,COM,2033,1.874884
1299,Comoros,COM,2034,1.874884
1300,Comoros,COM,2035,1.874884
1301,Comoros,COM,2036,1.874884
1302,Comoros,COM,2037,1.874884
1303,Comoros,COM,2038,1.874884
1304,Comoros,COM,2039,1.874884
1305,Comoros,COM,2040,1.874884
1306,Comoros,COM,2041,1.874884
1307,Comoros,COM,2042,1.874884
1308,Comoros,COM,2043,1.874884
1309,Comoros,COM,2044,1.874884
1310,Comoros,COM,2045,1.874884
1311,Comoros,COM,2046,1.874884
