"Nation","iso_code3","Year","nemomod_entc_variable_cost_pp_hydropower_mm_usd_per_gw"
"Antigua and Barbuda","SVK",2045,2.13221100347805
"Antigua and Barbuda","SVK",2046,2.08351123685377
"Antigua and Barbuda","SVK",2047,2.03592377443642
"Antigua and Barbuda","SVK",2048,1.98942321116283
"Antigua and Barbuda","SVK",2049,1.94398472222222
"Antigua and Barbuda","SVK",2050,1.89958404980332
"Antigua and Barbuda","SVN",2021,3.71239498028802
"Antigua and Barbuda","SVN",2022,3.6276037617537
"Antigua and Barbuda","SVN",2023,3.5447491773272
"Antigua and Barbuda","SVN",2024,3.46378699422436
"Antigua and Barbuda","SVN",2025,3.38467398993923
"Antigua and Barbuda","SVN",2026,3.30736792916923
"Antigua and Barbuda","SVN",2027,3.23182754126744
"Antigua and Barbuda","SVN",2028,3.15801249820982
"Antigua and Barbuda","SVN",2029,3.08588339306566
"Antigua and Barbuda","SVN",2030,3.01540171895981
"Antigua and Barbuda","SVN",2031,2.94652984851534
"Antigua and Barbuda","SVN",2032,2.87923101376581
"Antigua and Barbuda","SVN",2033,2.8134692865263
"Antigua and Barbuda","SVN",2034,2.74920955921276
"Antigua and Barbuda","SVN",2035,2.68641752609947
"Antigua and Barbuda","SVN",2036,2.62505966500456
"Antigua and Barbuda","SVN",2037,2.56510321939387
"Antigua and Barbuda","SVN",2038,2.5065161808935
"Antigua and Barbuda","SVN",2039,2.44926727220182
"Antigua and Barbuda","SVN",2040,2.39332593039176
"Antigua and Barbuda","SVN",2041,2.33866229059447
"Antigua and Barbuda","SVN",2042,2.28524717005566
"Antigua and Barbuda","SVN",2043,2.23305205255603
"Antigua and Barbuda","SVN",2044,2.18204907318768
"Antigua and Barbuda","SVN",2045,2.13221100347805
"Antigua and Barbuda","SVN",2046,2.08351123685377
"Antigua and Barbuda","SVN",2047,2.03592377443642
"Antigua and Barbuda","SVN",2048,1.98942321116283
"Antigua and Barbuda","SVN",2049,1.94398472222222
"Antigua and Barbuda","SVN",2050,1.89958404980332
"Argentina","SWE",2021,2.84447313804913
"Argentina","SWE",2022,2.77950528178815
"Argentina","SWE",2023,2.71602129341493
"Argentina","SWE",2024,2.65398728134007
"Argentina","SWE",2025,2.59337012805915
"Argentina","SWE",2026,2.5341374724726
"Argentina","SWE",2027,2.47625769260936
"Argentina","SWE",2028,2.41969988874523
"Argentina","SWE",2029,2.36443386690663
"Argentina","SWE",2030,2.31043012275135
"Argentina","SWE",2031,2.25765982581724
"Argentina","SWE",2032,2.20609480413084
"Argentina","SWE",2033,2.15570752916744
"Argentina","SWE",2034,2.10647110115473
"Argentina","SWE",2035,2.058359234712
"Argentina","SWE",2036,2.01134624481752
"Argentina","SWE",2037,1.96540703309623
"Argentina","SWE",2038,1.92051707442075
"Argentina","SWE",2039,1.87665240381841
"Argentina","SWE",2040,1.83378960367725
"Argentina","SWE",2041,1.79190579124431
"Argentina","SWE",2042,1.75097860640944
"Argentina","SWE",2043,1.71098619976808
"Argentina","SWE",2044,1.67190722095681
"Argentina","SWE",2045,1.63372080725515
"Argentina","SWE",2046,1.59640657244781
"Argentina","SWE",2047,1.55994459594132
"Argentina","SWE",2048,1.5243154121292
"Argentina","SWE",2049,1.4895
"Argentina","SWE",2050,1.45547977298281
"Argentina","SWZ",2021,2.84447313804913
"Argentina","SWZ",2022,2.77950528178815
"Argentina","SWZ",2023,2.71602129341493
"Argentina","SWZ",2024,2.65398728134007
"Argentina","SWZ",2025,2.59337012805915
"Argentina","SWZ",2026,2.5341374724726
"Argentina","SWZ",2027,2.47625769260936
"Argentina","SWZ",2028,2.41969988874523
"Argentina","SWZ",2029,2.36443386690663
"Argentina","SWZ",2030,2.31043012275135
"Argentina","SWZ",2031,2.25765982581724
"Argentina","SWZ",2032,2.20609480413084
"Argentina","SWZ",2033,2.15570752916744
"Argentina","SWZ",2034,2.10647110115473
"Argentina","SWZ",2035,2.058359234712
"Argentina","SWZ",2036,2.01134624481752
"Argentina","SWZ",2037,1.96540703309623
"Argentina","SWZ",2038,1.92051707442075
"Argentina","SWZ",2039,1.87665240381841
"Argentina","SWZ",2040,1.83378960367725
"Argentina","SWZ",2041,1.79190579124431
"Argentina","SWZ",2042,1.75097860640944
"Argentina","SWZ",2043,1.71098619976808
"Argentina","SWZ",2044,1.67190722095681
"Argentina","SWZ",2045,1.63372080725515
"Argentina","SWZ",2046,1.59640657244781
"Argentina","SWZ",2047,1.55994459594132
"Argentina","SWZ",2048,1.5243154121292
"Argentina","SWZ",2049,1.4895
"Argentina","SWZ",2050,1.45547977298281
"Argentina","SXM",2021,2.84447313804913
"Argentina","SXM",2022,2.77950528178815
"Argentina","SXM",2023,2.71602129341493
"Argentina","SXM",2024,2.65398728134007
"Argentina","SXM",2025,2.59337012805915
"Argentina","SXM",2026,2.5341374724726
"Argentina","SXM",2027,2.47625769260936
"Argentina","SXM",2028,2.41969988874523
"Argentina","SXM",2029,2.36443386690663
"Argentina","SXM",2030,2.31043012275135
"Argentina","SXM",2031,2.25765982581724
"Argentina","SXM",2032,2.20609480413084
"Argentina","SXM",2033,2.15570752916744
"Argentina","SXM",2034,2.10647110115473
"Argentina","SXM",2035,2.058359234712
"Argentina","SXM",2036,2.01134624481752
"Argentina","SXM",2037,1.96540703309623
"Argentina","SXM",2038,1.92051707442075
"Argentina","SXM",2039,1.87665240381841
"Argentina","SXM",2040,1.83378960367725
"Argentina","SXM",2041,1.79190579124431
"Argentina","SXM",2042,1.75097860640944
"Argentina","SXM",2043,1.71098619976808
"Argentina","SXM",2044,1.67190722095681
"Argentina","SXM",2045,1.63372080725515
"Argentina","SXM",2046,1.59640657244781
"Argentina","SXM",2047,1.55994459594132
"Argentina","SXM",2048,1.5243154121292
"Argentina","SXM",2049,1.4895
"Argentina","SXM",2050,1.45547977298281
"Argentina","SYC",2021,2.84447313804913
"Argentina","SYC",2022,2.77950528178815
"Argentina","SYC",2023,2.71602129341493
"Argentina","SYC",2024,2.65398728134007
"Argentina","SYC",2025,2.59337012805915
"Argentina","SYC",2026,2.5341374724726
"Argentina","SYC",2027,2.47625769260936
"Argentina","SYC",2028,2.41969988874523
"Argentina","SYC",2029,2.36443386690663
"Argentina","SYC",2030,2.31043012275135
"Argentina","SYC",2031,2.25765982581724
"Argentina","SYC",2032,2.20609480413084
"Argentina","SYC",2033,2.15570752916744
"Argentina","SYC",2034,2.10647110115473
"Argentina","SYC",2035,2.058359234712
"Argentina","SYC",2036,2.01134624481752
"Argentina","SYC",2037,1.96540703309623
"Argentina","SYC",2038,1.92051707442075
"Argentina","SYC",2039,1.87665240381841
"Argentina","SYC",2040,1.83378960367725
"Argentina","SYC",2041,1.79190579124431
"Argentina","SYC",2042,1.75097860640944
"Argentina","SYC",2043,1.71098619976808
"Argentina","SYC",2044,1.67190722095681
"Argentina","SYC",2045,1.63372080725515
"Argentina","SYC",2046,1.59640657244781
"Argentina","SYC",2047,1.55994459594132
"Argentina","SYC",2048,1.5243154121292
"Argentina","SYC",2049,1.4895
"Argentina","SYC",2050,1.45547977298281
"Argentina","SYR",2021,2.84447313804913
"Argentina","SYR",2022,2.77950528178815
"Argentina","SYR",2023,2.71602129341493
"Argentina","SYR",2024,2.65398728134007
"Argentina","SYR",2025,2.59337012805915
"Argentina","SYR",2026,2.5341374724726
"Argentina","SYR",2027,2.47625769260936
"Argentina","SYR",2028,2.41969988874523
"Argentina","SYR",2029,2.36443386690663
"Argentina","SYR",2030,2.31043012275135
"Argentina","SYR",2031,2.25765982581724
"Argentina","SYR",2032,2.20609480413084
"Argentina","SYR",2033,2.15570752916744
"Argentina","SYR",2034,2.10647110115473
"Argentina","SYR",2035,2.058359234712
"Argentina","SYR",2036,2.01134624481752
"Argentina","SYR",2037,1.96540703309623
"Argentina","SYR",2038,1.92051707442075
"Argentina","SYR",2039,1.87665240381841
"Argentina","SYR",2040,1.83378960367725
"Argentina","SYR",2041,1.79190579124431
"Argentina","SYR",2042,1.75097860640944
"Argentina","SYR",2043,1.71098619976808
"Argentina","SYR",2044,1.67190722095681
"Argentina","SYR",2045,1.63372080725515
"Argentina","SYR",2046,1.59640657244781
"Argentina","SYR",2047,1.55994459594132
"Argentina","SYR",2048,1.5243154121292
"Argentina","SYR",2049,1.4895
"Argentina","SYR",2050,1.45547977298281
"Argentina","TCA",2021,2.84447313804913
"Argentina","TCA",2022,2.77950528178815
"Argentina","TCA",2023,2.71602129341493
"Argentina","TCA",2024,2.65398728134007
"Argentina","TCA",2025,2.59337012805915
"Argentina","TCA",2026,2.5341374724726
"Argentina","TCA",2027,2.47625769260936
"Argentina","TCA",2028,2.41969988874523
"Argentina","TCA",2029,2.36443386690663
"Argentina","TCA",2030,2.31043012275135
"Argentina","TCA",2031,2.25765982581724
"Argentina","TCA",2032,2.20609480413084
"Argentina","TCA",2033,2.15570752916744
"Argentina","TCA",2034,2.10647110115473
"Argentina","TCA",2035,2.058359234712
"Argentina","TCA",2036,2.01134624481752
"Argentina","TCA",2037,1.96540703309623
"Argentina","TCA",2038,1.92051707442075
"Argentina","TCA",2039,1.87665240381841
"Argentina","TCA",2040,1.83378960367725
"Argentina","TCA",2041,1.79190579124431
"Argentina","TCA",2042,1.75097860640944
"Argentina","TCA",2043,1.71098619976808
"Argentina","TCA",2044,1.67190722095681
"Argentina","TCA",2045,1.63372080725515
"Argentina","TCA",2046,1.59640657244781
"Argentina","TCA",2047,1.55994459594132
"Argentina","TCA",2048,1.5243154121292
"Argentina","TCA",2049,1.4895
"Argentina","TCA",2050,1.45547977298281
"Argentina","TCD",2021,2.84447313804913
"Argentina","TCD",2022,2.77950528178815
"Argentina","TCD",2023,2.71602129341493
"Argentina","TCD",2024,2.65398728134007
"Argentina","TCD",2025,2.59337012805915
"Argentina","TCD",2026,2.5341374724726
"Argentina","TCD",2027,2.47625769260936
"Argentina","TCD",2028,2.41969988874523
"Argentina","TCD",2029,2.36443386690663
"Argentina","TCD",2030,2.31043012275135
"Argentina","TCD",2031,2.25765982581724
"Argentina","TCD",2032,2.20609480413084
"Argentina","TCD",2033,2.15570752916744
"Argentina","TCD",2034,2.10647110115473
"Argentina","TCD",2035,2.058359234712
"Argentina","TCD",2036,2.01134624481752
"Argentina","TCD",2037,1.96540703309623
"Argentina","TCD",2038,1.92051707442075
"Argentina","TCD",2039,1.87665240381841
"Argentina","TCD",2040,1.83378960367725
"Argentina","TCD",2041,1.79190579124431
"Argentina","TCD",2042,1.75097860640944
"Argentina","TCD",2043,1.71098619976808
"Argentina","TCD",2044,1.67190722095681
"Argentina","TCD",2045,1.63372080725515
"Argentina","TCD",2046,1.59640657244781
"Argentina","TCD",2047,1.55994459594132
"Argentina","TCD",2048,1.5243154121292
"Argentina","TCD",2049,1.4895
"Argentina","TCD",2050,1.45547977298281
"Argentina","TGO",2021,2.84447313804913
"Argentina","TGO",2022,2.77950528178815
"Argentina","TGO",2023,2.71602129341493
"Argentina","TGO",2024,2.65398728134007
"Argentina","TGO",2025,2.59337012805915
"Argentina","TGO",2026,2.5341374724726
"Argentina","TGO",2027,2.47625769260936
"Argentina","TGO",2028,2.41969988874523
"Argentina","TGO",2029,2.36443386690663
"Argentina","TGO",2030,2.31043012275135
"Argentina","TGO",2031,2.25765982581724
"Argentina","TGO",2032,2.20609480413084
"Argentina","TGO",2033,2.15570752916744
"Argentina","TGO",2034,2.10647110115473
"Argentina","TGO",2035,2.058359234712
"Argentina","TGO",2036,2.01134624481752
"Argentina","TGO",2037,1.96540703309623
"Argentina","TGO",2038,1.92051707442075
"Argentina","TGO",2039,1.87665240381841
"Argentina","TGO",2040,1.83378960367725
"Argentina","TGO",2041,1.79190579124431
"Argentina","TGO",2042,1.75097860640944
"Argentina","TGO",2043,1.71098619976808
"Argentina","TGO",2044,1.67190722095681
"Argentina","TGO",2045,1.63372080725515
"Argentina","TGO",2046,1.59640657244781
"Argentina","TGO",2047,1.55994459594132
"Argentina","TGO",2048,1.5243154121292
"Argentina","TGO",2049,1.4895
"Argentina","TGO",2050,1.45547977298281
"Argentina","THA",2021,2.84447313804913
"Argentina","THA",2022,2.77950528178815
"Argentina","THA",2023,2.71602129341493
"Argentina","THA",2024,2.65398728134007
"Argentina","THA",2025,2.59337012805915
"Argentina","THA",2026,2.5341374724726
"Argentina","THA",2027,2.47625769260936
"Argentina","THA",2028,2.41969988874523
"Argentina","THA",2029,2.36443386690663
"Argentina","THA",2030,2.31043012275135
"Argentina","THA",2031,2.25765982581724
"Argentina","THA",2032,2.20609480413084
"Argentina","THA",2033,2.15570752916744
"Argentina","THA",2034,2.10647110115473
"Argentina","THA",2035,2.058359234712
"Argentina","THA",2036,2.01134624481752
"Argentina","THA",2037,1.96540703309623
"Argentina","THA",2038,1.92051707442075
"Argentina","THA",2039,1.87665240381841
"Argentina","THA",2040,1.83378960367725
"Argentina","THA",2041,1.79190579124431
"Argentina","THA",2042,1.75097860640944
"Argentina","THA",2043,1.71098619976808
"Argentina","THA",2044,1.67190722095681
"Argentina","THA",2045,1.63372080725515
"Argentina","THA",2046,1.59640657244781
"Argentina","THA",2047,1.55994459594132
"Argentina","THA",2048,1.5243154121292
"Argentina","THA",2049,1.4895
"Argentina","THA",2050,1.45547977298281
"Argentina","TJK",2021,2.84447313804913
"Argentina","TJK",2022,2.77950528178815
"Argentina","TJK",2023,2.71602129341493
"Argentina","TJK",2024,2.65398728134007
"Argentina","TJK",2025,2.59337012805915
"Argentina","TJK",2026,2.5341374724726
"Argentina","TJK",2027,2.47625769260936
"Argentina","TJK",2028,2.41969988874523
"Argentina","TJK",2029,2.36443386690663
"Argentina","TJK",2030,2.31043012275135
"Argentina","TJK",2031,2.25765982581724
"Argentina","TJK",2032,2.20609480413084
"Argentina","TJK",2033,2.15570752916744
"Argentina","TJK",2034,2.10647110115473
"Argentina","TJK",2035,2.058359234712
"Argentina","TJK",2036,2.01134624481752
"Argentina","TJK",2037,1.96540703309623
"Argentina","TJK",2038,1.92051707442075
"Argentina","TJK",2039,1.87665240381841
"Argentina","TJK",2040,1.83378960367725
"Argentina","TJK",2041,1.79190579124431
"Argentina","TJK",2042,1.75097860640944
"Argentina","TJK",2043,1.71098619976808
"Argentina","TJK",2044,1.67190722095681
"Argentina","TJK",2045,1.63372080725515
"Argentina","TJK",2046,1.59640657244781
"Argentina","TJK",2047,1.55994459594132
"Argentina","TJK",2048,1.5243154121292
"Argentina","TJK",2049,1.4895
"Argentina","TJK",2050,1.45547977298281
"Argentina","TKL",2021,2.84447313804913
"Argentina","TKL",2022,2.77950528178815
"Argentina","TKL",2023,2.71602129341493
"Argentina","TKL",2024,2.65398728134007
"Argentina","TKL",2025,2.59337012805915
"Argentina","TKL",2026,2.5341374724726
"Argentina","TKL",2027,2.47625769260936
"Argentina","TKL",2028,2.41969988874523
"Argentina","TKL",2029,2.36443386690663
"Argentina","TKL",2030,2.31043012275135
"Argentina","TKL",2031,2.25765982581724
"Argentina","TKL",2032,2.20609480413084
"Argentina","TKL",2033,2.15570752916744
"Argentina","TKL",2034,2.10647110115473
"Argentina","TKL",2035,2.058359234712
"Argentina","TKL",2036,2.01134624481752
"Argentina","TKL",2037,1.96540703309623
"Argentina","TKL",2038,1.92051707442075
"Argentina","TKL",2039,1.87665240381841
"Argentina","TKL",2040,1.83378960367725
"Argentina","TKL",2041,1.79190579124431
"Argentina","TKL",2042,1.75097860640944
"Argentina","TKL",2043,1.71098619976808
"Argentina","TKL",2044,1.67190722095681
"Argentina","TKL",2045,1.63372080725515
"Argentina","TKL",2046,1.59640657244781
"Argentina","TKL",2047,1.55994459594132
"Argentina","TKL",2048,1.5243154121292
"Argentina","TKL",2049,1.4895
"Argentina","TKL",2050,1.45547977298281
"Argentina","TKM",2021,2.84447313804913
"Argentina","TKM",2022,2.77950528178815
"Argentina","TKM",2023,2.71602129341493
"Argentina","TKM",2024,2.65398728134007
"Argentina","TKM",2025,2.59337012805915
"Argentina","TKM",2026,2.5341374724726
"Argentina","TKM",2027,2.47625769260936
"Argentina","TKM",2028,2.41969988874523
"Argentina","TKM",2029,2.36443386690663
"Argentina","TKM",2030,2.31043012275135
"Argentina","TKM",2031,2.25765982581724
"Argentina","TKM",2032,2.20609480413084
"Argentina","TKM",2033,2.15570752916744
"Argentina","TKM",2034,2.10647110115473
"Argentina","TKM",2035,2.058359234712
"Argentina","TKM",2036,2.01134624481752
"Argentina","TKM",2037,1.96540703309623
"Argentina","TKM",2038,1.92051707442075
"Argentina","TKM",2039,1.87665240381841
"Argentina","TKM",2040,1.83378960367725
"Argentina","TKM",2041,1.79190579124431
"Argentina","TKM",2042,1.75097860640944
"Argentina","TKM",2043,1.71098619976808
"Argentina","TKM",2044,1.67190722095681
"Argentina","TKM",2045,1.63372080725515
"Argentina","TKM",2046,1.59640657244781
"Argentina","TKM",2047,1.55994459594132
"Argentina","TKM",2048,1.5243154121292
"Argentina","TKM",2049,1.4895
"Argentina","TKM",2050,1.45547977298281
"Argentina","TLS",2021,2.84447313804913
"Argentina","TLS",2022,2.77950528178815
"Argentina","TLS",2023,2.71602129341493
"Argentina","TLS",2024,2.65398728134007
"Argentina","TLS",2025,2.59337012805915
"Argentina","TLS",2026,2.5341374724726
"Argentina","TLS",2027,2.47625769260936
"Argentina","TLS",2028,2.41969988874523
"Argentina","TLS",2029,2.36443386690663
"Argentina","TLS",2030,2.31043012275135
"Argentina","TLS",2031,2.25765982581724
"Argentina","TLS",2032,2.20609480413084
"Argentina","TLS",2033,2.15570752916744
"Argentina","TLS",2034,2.10647110115473
"Argentina","TLS",2035,2.058359234712
"Argentina","TLS",2036,2.01134624481752
"Argentina","TLS",2037,1.96540703309623
"Argentina","TLS",2038,1.92051707442075
"Argentina","TLS",2039,1.87665240381841
"Argentina","TLS",2040,1.83378960367725
"Argentina","TLS",2041,1.79190579124431
"Argentina","TLS",2042,1.75097860640944
"Argentina","TLS",2043,1.71098619976808
"Argentina","TLS",2044,1.67190722095681
"Argentina","TLS",2045,1.63372080725515
"Argentina","TLS",2046,1.59640657244781
"Argentina","TLS",2047,1.55994459594132
"Argentina","TLS",2048,1.5243154121292
"Argentina","TLS",2049,1.4895
"Argentina","TLS",2050,1.45547977298281
"Argentina","TON",2021,2.84447313804913
"Argentina","TON",2022,2.77950528178815
"Argentina","TON",2023,2.71602129341493
"Argentina","TON",2024,2.65398728134007
"Argentina","TON",2025,2.59337012805915
"Argentina","TON",2026,2.5341374724726
"Argentina","TON",2027,2.47625769260936
"Argentina","TON",2028,2.41969988874523
"Argentina","TON",2029,2.36443386690663
"Argentina","TON",2030,2.31043012275135
"Argentina","TON",2031,2.25765982581724
"Argentina","TON",2032,2.20609480413084
"Argentina","TON",2033,2.15570752916744
"Argentina","TON",2034,2.10647110115473
"Argentina","TON",2035,2.058359234712
"Argentina","TON",2036,2.01134624481752
"Argentina","TON",2037,1.96540703309623
"Argentina","TON",2038,1.92051707442075
"Argentina","TON",2039,1.87665240381841
"Argentina","TON",2040,1.83378960367725
"Argentina","TON",2041,1.79190579124431
"Argentina","TON",2042,1.75097860640944
"Argentina","TON",2043,1.71098619976808
"Argentina","TON",2044,1.67190722095681
"Argentina","TON",2045,1.63372080725515
"Argentina","TON",2046,1.59640657244781
"Argentina","TON",2047,1.55994459594132
"Argentina","TON",2048,1.5243154121292
"Argentina","TON",2049,1.4895
"Argentina","TON",2050,1.45547977298281
"Argentina","TTO",2021,2.84447313804913
"Argentina","TTO",2022,2.77950528178815
"Argentina","TTO",2023,2.71602129341493
"Argentina","TTO",2024,2.65398728134007
"Argentina","TTO",2025,2.59337012805915
"Argentina","TTO",2026,2.5341374724726
"Argentina","TTO",2027,2.47625769260936
"Argentina","TTO",2028,2.41969988874523
"Argentina","TTO",2029,2.36443386690663
"Argentina","TTO",2030,2.31043012275135
"Argentina","TTO",2031,2.25765982581724
"Argentina","TTO",2032,2.20609480413084
"Argentina","TTO",2033,2.15570752916744
"Argentina","TTO",2034,2.10647110115473
"Argentina","TTO",2035,2.058359234712
"Argentina","TTO",2036,2.01134624481752
"Argentina","TTO",2037,1.96540703309623
"Argentina","TTO",2038,1.92051707442075
"Argentina","TTO",2039,1.87665240381841
"Argentina","TTO",2040,1.83378960367725
"Argentina","TTO",2041,1.79190579124431
"Argentina","TTO",2042,1.75097860640944
"Argentina","TTO",2043,1.71098619976808
"Argentina","TTO",2044,1.67190722095681
"Argentina","TTO",2045,1.63372080725515
"Argentina","TTO",2046,1.59640657244781
"Argentina","TTO",2047,1.55994459594132
"Argentina","TTO",2048,1.5243154121292
"Argentina","TTO",2049,1.4895
"Argentina","TTO",2050,1.45547977298281
"Argentina","TUN",2021,2.84447313804913
"Argentina","TUN",2022,2.77950528178815
"Argentina","TUN",2023,2.71602129341493
"Argentina","TUN",2024,2.65398728134007
"Argentina","TUN",2025,2.59337012805915
"Argentina","TUN",2026,2.5341374724726
"Argentina","TUN",2027,2.47625769260936
"Argentina","TUN",2028,2.41969988874523
"Argentina","TUN",2029,2.36443386690663
"Argentina","TUN",2030,2.31043012275135
"Argentina","TUN",2031,2.25765982581724
"Argentina","TUN",2032,2.20609480413084
"Argentina","TUN",2033,2.15570752916744
"Argentina","TUN",2034,2.10647110115473
"Argentina","TUN",2035,2.058359234712
"Argentina","TUN",2036,2.01134624481752
"Argentina","TUN",2037,1.96540703309623
"Argentina","TUN",2038,1.92051707442075
"Argentina","TUN",2039,1.87665240381841
"Argentina","TUN",2040,1.83378960367725
"Argentina","TUN",2041,1.79190579124431
"Argentina","TUN",2042,1.75097860640944
"Argentina","TUN",2043,1.71098619976808
"Argentina","TUN",2044,1.67190722095681
"Argentina","TUN",2045,1.63372080725515
"Argentina","TUN",2046,1.59640657244781
"Argentina","TUN",2047,1.55994459594132
"Argentina","TUN",2048,1.5243154121292
"Argentina","TUN",2049,1.4895
"Argentina","TUN",2050,1.45547977298281
"Argentina","TUR",2021,2.84447313804913
"Argentina","TUR",2022,2.77950528178815
"Argentina","TUR",2023,2.71602129341493
"Argentina","TUR",2024,2.65398728134007
"Argentina","TUR",2025,2.59337012805915
"Argentina","TUR",2026,2.5341374724726
"Argentina","TUR",2027,2.47625769260936
"Argentina","TUR",2028,2.41969988874523
"Argentina","TUR",2029,2.36443386690663
"Argentina","TUR",2030,2.31043012275135
"Argentina","TUR",2031,2.25765982581724
"Argentina","TUR",2032,2.20609480413084
"Argentina","TUR",2033,2.15570752916744
"Argentina","TUR",2034,2.10647110115473
"Argentina","TUR",2035,2.058359234712
"Argentina","TUR",2036,2.01134624481752
"Argentina","TUR",2037,1.96540703309623
"Argentina","TUR",2038,1.92051707442075
"Argentina","TUR",2039,1.87665240381841
"Argentina","TUR",2040,1.83378960367725
"Argentina","TUR",2041,1.79190579124431
"Argentina","TUR",2042,1.75097860640944
"Argentina","TUR",2043,1.71098619976808
"Argentina","TUR",2044,1.67190722095681
"Argentina","TUR",2045,1.63372080725515
"Argentina","TUR",2046,1.59640657244781
"Argentina","TUR",2047,1.55994459594132
"Argentina","TUR",2048,1.5243154121292
"Argentina","TUR",2049,1.4895
"Argentina","TUR",2050,1.45547977298281
"Argentina","TUV",2021,2.84447313804913
"Argentina","TUV",2022,2.77950528178815
"Argentina","TUV",2023,2.71602129341493
"Argentina","TUV",2024,2.65398728134007
"Argentina","TUV",2025,2.59337012805915
"Argentina","TUV",2026,2.5341374724726
"Argentina","TUV",2027,2.47625769260936
"Argentina","TUV",2028,2.41969988874523
"Argentina","TUV",2029,2.36443386690663
"Argentina","TUV",2030,2.31043012275135
"Argentina","TUV",2031,2.25765982581724
"Argentina","TUV",2032,2.20609480413084
"Argentina","TUV",2033,2.15570752916744
"Argentina","TUV",2034,2.10647110115473
"Argentina","TUV",2035,2.058359234712
"Argentina","TUV",2036,2.01134624481752
"Argentina","TUV",2037,1.96540703309623
"Argentina","TUV",2038,1.92051707442075
"Argentina","TUV",2039,1.87665240381841
"Argentina","TUV",2040,1.83378960367725
"Argentina","TUV",2041,1.79190579124431
"Argentina","TUV",2042,1.75097860640944
"Argentina","TUV",2043,1.71098619976808
"Argentina","TUV",2044,1.67190722095681
"Argentina","TUV",2045,1.63372080725515
"Argentina","TUV",2046,1.59640657244781
"Argentina","TUV",2047,1.55994459594132
"Argentina","TUV",2048,1.5243154121292
"Argentina","TUV",2049,1.4895
"Argentina","TUV",2050,1.45547977298281
"Argentina","TWN",2021,2.84447313804913
"Argentina","TWN",2022,2.77950528178815
"Argentina","TWN",2023,2.71602129341493
"Argentina","TWN",2024,2.65398728134007
"Argentina","TWN",2025,2.59337012805915
"Argentina","TWN",2026,2.5341374724726
"Argentina","TWN",2027,2.47625769260936
"Argentina","TWN",2028,2.41969988874523
"Argentina","TWN",2029,2.36443386690663
"Argentina","TWN",2030,2.31043012275135
"Argentina","TWN",2031,2.25765982581724
"Argentina","TWN",2032,2.20609480413084
"Argentina","TWN",2033,2.15570752916744
"Argentina","TWN",2034,2.10647110115473
"Argentina","TWN",2035,2.058359234712
"Argentina","TWN",2036,2.01134624481752
"Argentina","TWN",2037,1.96540703309623
"Argentina","TWN",2038,1.92051707442075
"Argentina","TWN",2039,1.87665240381841
"Argentina","TWN",2040,1.83378960367725
"Argentina","TWN",2041,1.79190579124431
"Argentina","TWN",2042,1.75097860640944
"Argentina","TWN",2043,1.71098619976808
"Argentina","TWN",2044,1.67190722095681
"Argentina","TWN",2045,1.63372080725515
"Argentina","TWN",2046,1.59640657244781
"Argentina","TWN",2047,1.55994459594132
"Argentina","TWN",2048,1.5243154121292
"Argentina","TWN",2049,1.4895
"Argentina","TWN",2050,1.45547977298281
"Argentina","TZA",2021,2.84447313804913
"Argentina","TZA",2022,2.77950528178815
"Argentina","TZA",2023,2.71602129341493
"Argentina","TZA",2024,2.65398728134007
"Argentina","TZA",2025,2.59337012805915
"Argentina","TZA",2026,2.5341374724726
"Argentina","TZA",2027,2.47625769260936
"Argentina","TZA",2028,2.41969988874523
"Argentina","TZA",2029,2.36443386690663
"Argentina","TZA",2030,2.31043012275135
"Argentina","TZA",2031,2.25765982581724
"Argentina","TZA",2032,2.20609480413084
"Argentina","TZA",2033,2.15570752916744
"Argentina","TZA",2034,2.10647110115473
"Argentina","TZA",2035,2.058359234712
"Argentina","TZA",2036,2.01134624481752
"Argentina","TZA",2037,1.96540703309623
"Argentina","TZA",2038,1.92051707442075
"Argentina","TZA",2039,1.87665240381841
"Argentina","TZA",2040,1.83378960367725
"Argentina","TZA",2041,1.79190579124431
"Argentina","TZA",2042,1.75097860640944
"Argentina","TZA",2043,1.71098619976808
"Argentina","TZA",2044,1.67190722095681
"Argentina","TZA",2045,1.63372080725515
"Argentina","TZA",2046,1.59640657244781
"Argentina","TZA",2047,1.55994459594132
"Argentina","TZA",2048,1.5243154121292
"Argentina","TZA",2049,1.4895
"Argentina","TZA",2050,1.45547977298281
"Argentina","UGA",2021,2.84447313804913
"Argentina","UGA",2022,2.77950528178815
"Argentina","UGA",2023,2.71602129341493
"Argentina","UGA",2024,2.65398728134007
"Argentina","UGA",2025,2.59337012805915
"Argentina","UGA",2026,2.5341374724726
"Argentina","UGA",2027,2.47625769260936
"Argentina","UGA",2028,2.41969988874523
"Argentina","UGA",2029,2.36443386690663
"Argentina","UGA",2030,2.31043012275135
"Argentina","UGA",2031,2.25765982581724
"Argentina","UGA",2032,2.20609480413084
"Argentina","UGA",2033,2.15570752916744
"Argentina","UGA",2034,2.10647110115473
"Argentina","UGA",2035,2.058359234712
"Argentina","UGA",2036,2.01134624481752
"Argentina","UGA",2037,1.96540703309623
"Argentina","UGA",2038,1.92051707442075
"Argentina","UGA",2039,1.87665240381841
"Argentina","UGA",2040,1.83378960367725
"Argentina","UGA",2041,1.79190579124431
"Argentina","UGA",2042,1.75097860640944
"Argentina","UGA",2043,1.71098619976808
