,Nation,iso_code3,Year,cost_enfu_fuel_biomass_usd_per_m3
6181,Suriname,SUR,2044,40.921
6182,Suriname,SUR,2045,40.921
6183,Suriname,SUR,2046,40.921
6184,Suriname,SUR,2047,40.921
6185,Suriname,SUR,2048,40.921
6186,Suriname,SUR,2049,40.921
6187,Suriname,SUR,2050,40.921
6188,Slovak Republic,SVK,2023,40.921
6189,Slovak Republic,SVK,2024,40.921
6190,Slovak Republic,SVK,2025,40.921
6191,Slovak Republic,SVK,2026,40.921
6192,Slovak Republic,SVK,2027,40.921
6193,Slovak Republic,SVK,2028,40.921
6194,Slovak Republic,SVK,2029,40.921
6195,Slovak Republic,SVK,2030,40.921
6196,Slovak Republic,SVK,2031,40.921
6197,Slovak Republic,SVK,2032,40.921
6198,Slovak Republic,SVK,2033,40.921
6199,Slovak Republic,SVK,2034,40.921
6200,Slovak Republic,SVK,2035,40.921
6201,Slovak Republic,SVK,2036,40.921
6202,Slovak Republic,SVK,2037,40.921
6203,Slovak Republic,SVK,2038,40.921
6204,Slovak Republic,SVK,2039,40.921
6205,Slovak Republic,SVK,2040,40.921
6206,Slovak Republic,SVK,2041,40.921
6207,Slovak Republic,SVK,2042,40.921
6208,Slovak Republic,SVK,2043,40.921
6209,Slovak Republic,SVK,2044,40.921
6210,Slovak Republic,SVK,2045,40.921
6211,Slovak Republic,SVK,2046,40.921
6212,Slovak Republic,SVK,2047,40.921
6213,Slovak Republic,SVK,2048,40.921
6214,Slovak Republic,SVK,2049,40.921
6215,Slovak Republic,SVK,2050,40.921
6216,Slovenia,SVN,2023,40.921
6217,Slovenia,SVN,2024,40.921
6218,Slovenia,SVN,2025,40.921
6219,Slovenia,SVN,2026,40.921
6220,Slovenia,SVN,2027,40.921
6221,Slovenia,SVN,2028,40.921
6222,Slovenia,SVN,2029,40.921
6223,Slovenia,SVN,2030,40.921
6224,Slovenia,SVN,2031,40.921
6225,Slovenia,SVN,2032,40.921
6226,Slovenia,SVN,2033,40.921
6227,Slovenia,SVN,2034,40.921
6228,Slovenia,SVN,2035,40.921
6229,Slovenia,SVN,2036,40.921
6230,Slovenia,SVN,2037,40.921
6231,Slovenia,SVN,2038,40.921
6232,Slovenia,SVN,2039,40.921
6233,Slovenia,SVN,2040,40.921
6234,Slovenia,SVN,2041,40.921
6235,Slovenia,SVN,2042,40.921
6236,Slovenia,SVN,2043,40.921
6237,Slovenia,SVN,2044,40.921
6238,Slovenia,SVN,2045,40.921
6239,Slovenia,SVN,2046,40.921
6240,Slovenia,SVN,2047,40.921
6241,Slovenia,SVN,2048,40.921
6242,Slovenia,SVN,2049,40.921
6243,Slovenia,SVN,2050,40.921
6244,Sweden,SWE,2023,40.921
6245,Sweden,SWE,2024,40.921
6246,Sweden,SWE,2025,40.921
6247,Sweden,SWE,2026,40.921
6248,Sweden,SWE,2027,40.921
6249,Sweden,SWE,2028,40.921
6250,Sweden,SWE,2029,40.921
6251,Sweden,SWE,2030,40.921
6252,Sweden,SWE,2031,40.921
6253,Sweden,SWE,2032,40.921
6254,Sweden,SWE,2033,40.921
6255,Sweden,SWE,2034,40.921
6256,Sweden,SWE,2035,40.921
6257,Sweden,SWE,2036,40.921
6258,Sweden,SWE,2037,40.921
6259,Sweden,SWE,2038,40.921
6260,Sweden,SWE,2039,40.921
6261,Sweden,SWE,2040,40.921
6262,Sweden,SWE,2041,40.921
6263,Sweden,SWE,2042,40.921
6264,Sweden,SWE,2043,40.921
6265,Sweden,SWE,2044,40.921
6266,Sweden,SWE,2045,40.921
6267,Sweden,SWE,2046,40.921
6268,Sweden,SWE,2047,40.921
6269,Sweden,SWE,2048,40.921
6270,Sweden,SWE,2049,40.921
6271,Sweden,SWE,2050,40.921
6272,Eswatini,SWZ,2023,40.921
6273,Eswatini,SWZ,2024,40.921
6274,Eswatini,SWZ,2025,40.921
6275,Eswatini,SWZ,2026,40.921
6276,Eswatini,SWZ,2027,40.921
6277,Eswatini,SWZ,2028,40.921
6278,Eswatini,SWZ,2029,40.921
6279,Eswatini,SWZ,2030,40.921
6280,Eswatini,SWZ,2031,40.921
6281,Eswatini,SWZ,2032,40.921
6282,Eswatini,SWZ,2033,40.921
6283,Eswatini,SWZ,2034,40.921
6284,Eswatini,SWZ,2035,40.921
6285,Eswatini,SWZ,2036,40.921
6286,Eswatini,SWZ,2037,40.921
6287,Eswatini,SWZ,2038,40.921
6288,Eswatini,SWZ,2039,40.921
6289,Eswatini,SWZ,2040,40.921
6290,Eswatini,SWZ,2041,40.921
6291,Eswatini,SWZ,2042,40.921
6292,Eswatini,SWZ,2043,40.921
6293,Eswatini,SWZ,2044,40.921
6294,Eswatini,SWZ,2045,40.921
6295,Eswatini,SWZ,2046,40.921
6296,Eswatini,SWZ,2047,40.921
6297,Eswatini,SWZ,2048,40.921
6298,Eswatini,SWZ,2049,40.921
6299,Eswatini,SWZ,2050,40.921
6300,Sint Maarten (Dutch part),SXM,2023,40.921
6301,Sint Maarten (Dutch part),SXM,2024,40.921
6302,Sint Maarten (Dutch part),SXM,2025,40.921
6303,Sint Maarten (Dutch part),SXM,2026,40.921
6304,Sint Maarten (Dutch part),SXM,2027,40.921
6305,Sint Maarten (Dutch part),SXM,2028,40.921
6306,Sint Maarten (Dutch part),SXM,2029,40.921
6307,Sint Maarten (Dutch part),SXM,2030,40.921
6308,Sint Maarten (Dutch part),SXM,2031,40.921
6309,Sint Maarten (Dutch part),SXM,2032,40.921
6310,Sint Maarten (Dutch part),SXM,2033,40.921
6311,Sint Maarten (Dutch part),SXM,2034,40.921
6312,Sint Maarten (Dutch part),SXM,2035,40.921
6313,Sint Maarten (Dutch part),SXM,2036,40.921
6314,Sint Maarten (Dutch part),SXM,2037,40.921
6315,Sint Maarten (Dutch part),SXM,2038,40.921
6316,Sint Maarten (Dutch part),SXM,2039,40.921
6317,Sint Maarten (Dutch part),SXM,2040,40.921
6318,Sint Maarten (Dutch part),SXM,2041,40.921
6319,Sint Maarten (Dutch part),SXM,2042,40.921
6320,Sint Maarten (Dutch part),SXM,2043,40.921
6321,Sint Maarten (Dutch part),SXM,2044,40.921
6322,Sint Maarten (Dutch part),SXM,2045,40.921
6323,Sint Maarten (Dutch part),SXM,2046,40.921
6324,Sint Maarten (Dutch part),SXM,2047,40.921
6325,Sint Maarten (Dutch part),SXM,2048,40.921
6326,Sint Maarten (Dutch part),SXM,2049,40.921
6327,Sint Maarten (Dutch part),SXM,2050,40.921
6328,Seychelles,SYC,2023,40.921
6329,Seychelles,SYC,2024,40.921
6330,Seychelles,SYC,2025,40.921
6331,Seychelles,SYC,2026,40.921
6332,Seychelles,SYC,2027,40.921
6333,Seychelles,SYC,2028,40.921
6334,Seychelles,SYC,2029,40.921
6335,Seychelles,SYC,2030,40.921
6336,Seychelles,SYC,2031,40.921
6337,Seychelles,SYC,2032,40.921
6338,Seychelles,SYC,2033,40.921
6339,Seychelles,SYC,2034,40.921
6340,Seychelles,SYC,2035,40.921
6341,Seychelles,SYC,2036,40.921
6342,Seychelles,SYC,2037,40.921
6343,Seychelles,SYC,2038,40.921
6344,Seychelles,SYC,2039,40.921
6345,Seychelles,SYC,2040,40.921
6346,Seychelles,SYC,2041,40.921
6347,Seychelles,SYC,2042,40.921
6348,Seychelles,SYC,2043,40.921
6349,Seychelles,SYC,2044,40.921
6350,Seychelles,SYC,2045,40.921
6351,Seychelles,SYC,2046,40.921
6352,Seychelles,SYC,2047,40.921
6353,Seychelles,SYC,2048,40.921
6354,Seychelles,SYC,2049,40.921
6355,Seychelles,SYC,2050,40.921
6356,Syrian Arab Republic,SYR,2023,40.921
6357,Syrian Arab Republic,SYR,2024,40.921
6358,Syrian Arab Republic,SYR,2025,40.921
6359,Syrian Arab Republic,SYR,2026,40.921
6360,Syrian Arab Republic,SYR,2027,40.921
6361,Syrian Arab Republic,SYR,2028,40.921
6362,Syrian Arab Republic,SYR,2029,40.921
6363,Syrian Arab Republic,SYR,2030,40.921
6364,Syrian Arab Republic,SYR,2031,40.921
6365,Syrian Arab Republic,SYR,2032,40.921
6366,Syrian Arab Republic,SYR,2033,40.921
6367,Syrian Arab Republic,SYR,2034,40.921
6368,Syrian Arab Republic,SYR,2035,40.921
6369,Syrian Arab Republic,SYR,2036,40.921
6370,Syrian Arab Republic,SYR,2037,40.921
6371,Syrian Arab Republic,SYR,2038,40.921
6372,Syrian Arab Republic,SYR,2039,40.921
6373,Syrian Arab Republic,SYR,2040,40.921
6374,Syrian Arab Republic,SYR,2041,40.921
6375,Syrian Arab Republic,SYR,2042,40.921
6376,Syrian Arab Republic,SYR,2043,40.921
6377,Syrian Arab Republic,SYR,2044,40.921
6378,Syrian Arab Republic,SYR,2045,40.921
6379,Syrian Arab Republic,SYR,2046,40.921
6380,Syrian Arab Republic,SYR,2047,40.921
6381,Syrian Arab Republic,SYR,2048,40.921
6382,Syrian Arab Republic,SYR,2049,40.921
6383,Syrian Arab Republic,SYR,2050,40.921
6384,Turks and Caicos Islands,TCA,2023,40.921
6385,Turks and Caicos Islands,TCA,2024,40.921
6386,Turks and Caicos Islands,TCA,2025,40.921
6387,Turks and Caicos Islands,TCA,2026,40.921
6388,Turks and Caicos Islands,TCA,2027,40.921
6389,Turks and Caicos Islands,TCA,2028,40.921
6390,Turks and Caicos Islands,TCA,2029,40.921
6391,Turks and Caicos Islands,TCA,2030,40.921
6392,Turks and Caicos Islands,TCA,2031,40.921
6393,Turks and Caicos Islands,TCA,2032,40.921
6394,Turks and Caicos Islands,TCA,2033,40.921
6395,Turks and Caicos Islands,TCA,2034,40.921
6396,Turks and Caicos Islands,TCA,2035,40.921
6397,Turks and Caicos Islands,TCA,2036,40.921
6398,Turks and Caicos Islands,TCA,2037,40.921
6399,Turks and Caicos Islands,TCA,2038,40.921
6400,Turks and Caicos Islands,TCA,2039,40.921
6401,Turks and Caicos Islands,TCA,2040,40.921
6402,Turks and Caicos Islands,TCA,2041,40.921
6403,Turks and Caicos Islands,TCA,2042,40.921
6404,Turks and Caicos Islands,TCA,2043,40.921
6405,Turks and Caicos Islands,TCA,2044,40.921
6406,Turks and Caicos Islands,TCA,2045,40.921
6407,Turks and Caicos Islands,TCA,2046,40.921
6408,Turks and Caicos Islands,TCA,2047,40.921
6409,Turks and Caicos Islands,TCA,2048,40.921
6410,Turks and Caicos Islands,TCA,2049,40.921
6411,Turks and Caicos Islands,TCA,2050,40.921
6412,Chad,TCD,2023,40.921
6413,Chad,TCD,2024,40.921
6414,Chad,TCD,2025,40.921
6415,Chad,TCD,2026,40.921
6416,Chad,TCD,2027,40.921
6417,Chad,TCD,2028,40.921
6418,Chad,TCD,2029,40.921
6419,Chad,TCD,2030,40.921
6420,Chad,TCD,2031,40.921
6421,Chad,TCD,2032,40.921
6422,Chad,TCD,2033,40.921
6423,Chad,TCD,2034,40.921
6424,Chad,TCD,2035,40.921
6425,Chad,TCD,2036,40.921
6426,Chad,TCD,2037,40.921
6427,Chad,TCD,2038,40.921
6428,Chad,TCD,2039,40.921
6429,Chad,TCD,2040,40.921
6430,Chad,TCD,2041,40.921
6431,Chad,TCD,2042,40.921
6432,Chad,TCD,2043,40.921
6433,Chad,TCD,2044,40.921
6434,Chad,TCD,2045,40.921
6435,Chad,TCD,2046,40.921
6436,Chad,TCD,2047,40.921
6437,Chad,TCD,2048,40.921
6438,Chad,TCD,2049,40.921
6439,Chad,TCD,2050,40.921
6440,East Asia & Pacific (IDA & IBRD countries),TEA,2023,40.921
6441,East Asia & Pacific (IDA & IBRD countries),TEA,2024,40.921
6442,East Asia & Pacific (IDA & IBRD countries),TEA,2025,40.921
6443,East Asia & Pacific (IDA & IBRD countries),TEA,2026,40.921
6444,East Asia & Pacific (IDA & IBRD countries),TEA,2027,40.921
6445,East Asia & Pacific (IDA & IBRD countries),TEA,2028,40.921
6446,East Asia & Pacific (IDA & IBRD countries),TEA,2029,40.921
6447,East Asia & Pacific (IDA & IBRD countries),TEA,2030,40.921
6448,East Asia & Pacific (IDA & IBRD countries),TEA,2031,40.921
6449,East Asia & Pacific (IDA & IBRD countries),TEA,2032,40.921
6450,East Asia & Pacific (IDA & IBRD countries),TEA,2033,40.921
6451,East Asia & Pacific (IDA & IBRD countries),TEA,2034,40.921
6452,East Asia & Pacific (IDA & IBRD countries),TEA,2035,40.921
6453,East Asia & Pacific (IDA & IBRD countries),TEA,2036,40.921
6454,East Asia & Pacific (IDA & IBRD countries),TEA,2037,40.921
6455,East Asia & Pacific (IDA & IBRD countries),TEA,2038,40.921
6456,East Asia & Pacific (IDA & IBRD countries),TEA,2039,40.921
6457,East Asia & Pacific (IDA & IBRD countries),TEA,2040,40.921
6458,East Asia & Pacific (IDA & IBRD countries),TEA,2041,40.921
6459,East Asia & Pacific (IDA & IBRD countries),TEA,2042,40.921
6460,East Asia & Pacific (IDA & IBRD countries),TEA,2043,40.921
6461,East Asia & Pacific (IDA & IBRD countries),TEA,2044,40.921
6462,East Asia & Pacific (IDA & IBRD countries),TEA,2045,40.921
6463,East Asia & Pacific (IDA & IBRD countries),TEA,2046,40.921
6464,East Asia & Pacific (IDA & IBRD countries),TEA,2047,40.921
6465,East Asia & Pacific (IDA & IBRD countries),TEA,2048,40.921
6466,East Asia & Pacific (IDA & IBRD countries),TEA,2049,40.921
6467,East Asia & Pacific (IDA & IBRD countries),TEA,2050,40.921
6468,Europe & Central Asia (IDA & IBRD countries),TEC,2023,40.921
6469,Europe & Central Asia (IDA & IBRD countries),TEC,2024,40.921
6470,Europe & Central Asia (IDA & IBRD countries),TEC,2025,40.921
6471,Europe & Central Asia (IDA & IBRD countries),TEC,2026,40.921
6472,Europe & Central Asia (IDA & IBRD countries),TEC,2027,40.921
6473,Europe & Central Asia (IDA & IBRD countries),TEC,2028,40.921
6474,Europe & Central Asia (IDA & IBRD countries),TEC,2029,40.921
6475,Europe & Central Asia (IDA & IBRD countries),TEC,2030,40.921
6476,Europe & Central Asia (IDA & IBRD countries),TEC,2031,40.921
6477,Europe & Central Asia (IDA & IBRD countries),TEC,2032,40.921
6478,Europe & Central Asia (IDA & IBRD countries),TEC,2033,40.921
6479,Europe & Central Asia (IDA & IBRD countries),TEC,2034,40.921
6480,Europe & Central Asia (IDA & IBRD countries),TEC,2035,40.921
6481,Europe & Central Asia (IDA & IBRD countries),TEC,2036,40.921
6482,Europe & Central Asia (IDA & IBRD countries),TEC,2037,40.921
6483,Europe & Central Asia (IDA & IBRD countries),TEC,2038,40.921
6484,Europe & Central Asia (IDA & IBRD countries),TEC,2039,40.921
6485,Europe & Central Asia (IDA & IBRD countries),TEC,2040,40.921
6486,Europe & Central Asia (IDA & IBRD countries),TEC,2041,40.921
6487,Europe & Central Asia (IDA & IBRD countries),TEC,2042,40.921
6488,Europe & Central Asia (IDA & IBRD countries),TEC,2043,40.921
6489,Europe & Central Asia (IDA & IBRD countries),TEC,2044,40.921
6490,Europe & Central Asia (IDA & IBRD countries),TEC,2045,40.921
6491,Europe & Central Asia (IDA & IBRD countries),TEC,2046,40.921
6492,Europe & Central Asia (IDA & IBRD countries),TEC,2047,40.921
6493,Europe & Central Asia (IDA & IBRD countries),TEC,2048,40.921
6494,Europe & Central Asia (IDA & IBRD countries),TEC,2049,40.921
6495,Europe & Central Asia (IDA & IBRD countries),TEC,2050,40.921
6496,Togo,TGO,2023,40.921
6497,Togo,TGO,2024,40.921
6498,Togo,TGO,2025,40.921
6499,Togo,TGO,2026,40.921
6500,Togo,TGO,2027,40.921
6501,Togo,TGO,2028,40.921
6502,Togo,TGO,2029,40.921
6503,Togo,TGO,2030,40.921
6504,Togo,TGO,2031,40.921
6505,Togo,TGO,2032,40.921
6506,Togo,TGO,2033,40.921
6507,Togo,TGO,2034,40.921
6508,Togo,TGO,2035,40.921
6509,Togo,TGO,2036,40.921
6510,Togo,TGO,2037,40.921
6511,Togo,TGO,2038,40.921
6512,Togo,TGO,2039,40.921
6513,Togo,TGO,2040,40.921
6514,Togo,TGO,2041,40.921
6515,Togo,TGO,2042,40.921
6516,Togo,TGO,2043,40.921
6517,Togo,TGO,2044,40.921
6518,Togo,TGO,2045,40.921
6519,Togo,TGO,2046,40.921
6520,Togo,TGO,2047,40.921
6521,Togo,TGO,2048,40.921
6522,Togo,TGO,2049,40.921
6523,Togo,TGO,2050,40.921
6524,Thailand,THA,2023,40.921
6525,Thailand,THA,2024,40.921
6526,Thailand,THA,2025,40.921
6527,Thailand,THA,2026,40.921
6528,Thailand,THA,2027,40.921
6529,Thailand,THA,2028,40.921
6530,Thailand,THA,2029,40.921
6531,Thailand,THA,2030,40.921
6532,Thailand,THA,2031,40.921
6533,Thailand,THA,2032,40.921
6534,Thailand,THA,2033,40.921
6535,Thailand,THA,2034,40.921
6536,Thailand,THA,2035,40.921
6537,Thailand,THA,2036,40.921
6538,Thailand,THA,2037,40.921
6539,Thailand,THA,2038,40.921
6540,Thailand,THA,2039,40.921
6541,Thailand,THA,2040,40.921
6542,Thailand,THA,2041,40.921
6543,Thailand,THA,2042,40.921
6544,Thailand,THA,2043,40.921
6545,Thailand,THA,2044,40.921
6546,Thailand,THA,2045,40.921
6547,Thailand,THA,2046,40.921
6548,Thailand,THA,2047,40.921
6549,Thailand,THA,2048,40.921
6550,Thailand,THA,2049,40.921
6551,Thailand,THA,2050,40.921
6552,Tajikistan,TJK,2023,40.921
6553,Tajikistan,TJK,2024,40.921
6554,Tajikistan,TJK,2025,40.921
6555,Tajikistan,TJK,2026,40.921
6556,Tajikistan,TJK,2027,40.921
6557,Tajikistan,TJK,2028,40.921
6558,Tajikistan,TJK,2029,40.921
6559,Tajikistan,TJK,2030,40.921
6560,Tajikistan,TJK,2031,40.921
6561,Tajikistan,TJK,2032,40.921
6562,Tajikistan,TJK,2033,40.921
6563,Tajikistan,TJK,2034,40.921
6564,Tajikistan,TJK,2035,40.921
6565,Tajikistan,TJK,2036,40.921
6566,Tajikistan,TJK,2037,40.921
6567,Tajikistan,TJK,2038,40.921
6568,Tajikistan,TJK,2039,40.921
6569,Tajikistan,TJK,2040,40.921
6570,Tajikistan,TJK,2041,40.921
6571,Tajikistan,TJK,2042,40.921
6572,Tajikistan,TJK,2043,40.921
6573,Tajikistan,TJK,2044,40.921
6574,Tajikistan,TJK,2045,40.921
6575,Tajikistan,TJK,2046,40.921
6576,Tajikistan,TJK,2047,40.921
6577,Tajikistan,TJK,2048,40.921
6578,Tajikistan,TJK,2049,40.921
6579,Tajikistan,TJK,2050,40.921
6580,Turkmenistan,TKM,2023,40.921
6581,Turkmenistan,TKM,2024,40.921
6582,Turkmenistan,TKM,2025,40.921
6583,Turkmenistan,TKM,2026,40.921
6584,Turkmenistan,TKM,2027,40.921
6585,Turkmenistan,TKM,2028,40.921
6586,Turkmenistan,TKM,2029,40.921
6587,Turkmenistan,TKM,2030,40.921
6588,Turkmenistan,TKM,2031,40.921
6589,Turkmenistan,TKM,2032,40.921
6590,Turkmenistan,TKM,2033,40.921
6591,Turkmenistan,TKM,2034,40.921
6592,Turkmenistan,TKM,2035,40.921
6593,Turkmenistan,TKM,2036,40.921
6594,Turkmenistan,TKM,2037,40.921
6595,Turkmenistan,TKM,2038,40.921
6596,Turkmenistan,TKM,2039,40.921
6597,Turkmenistan,TKM,2040,40.921
6598,Turkmenistan,TKM,2041,40.921
6599,Turkmenistan,TKM,2042,40.921
6600,Turkmenistan,TKM,2043,40.921
6601,Turkmenistan,TKM,2044,40.921
6602,Turkmenistan,TKM,2045,40.921
6603,Turkmenistan,TKM,2046,40.921
6604,Turkmenistan,TKM,2047,40.921
6605,Turkmenistan,TKM,2048,40.921
6606,Turkmenistan,TKM,2049,40.921
6607,Turkmenistan,TKM,2050,40.921
6608,Latin America & the Caribbean (IDA & IBRD countries),TLA,2023,40.921
6609,Latin America & the Caribbean (IDA & IBRD countries),TLA,2024,40.921
6610,Latin America & the Caribbean (IDA & IBRD countries),TLA,2025,40.921
6611,Latin America & the Caribbean (IDA & IBRD countries),TLA,2026,40.921
6612,Latin America & the Caribbean (IDA & IBRD countries),TLA,2027,40.921
6613,Latin America & the Caribbean (IDA & IBRD countries),TLA,2028,40.921
6614,Latin America & the Caribbean (IDA & IBRD countries),TLA,2029,40.921
6615,Latin America & the Caribbean (IDA & IBRD countries),TLA,2030,40.921
6616,Latin America & the Caribbean (IDA & IBRD countries),TLA,2031,40.921
6617,Latin America & the Caribbean (IDA & IBRD countries),TLA,2032,40.921
6618,Latin America & the Caribbean (IDA & IBRD countries),TLA,2033,40.921
6619,Latin America & the Caribbean (IDA & IBRD countries),TLA,2034,40.921
6620,Latin America & the Caribbean (IDA & IBRD countries),TLA,2035,40.921
6621,Latin America & the Caribbean (IDA & IBRD countries),TLA,2036,40.921
6622,Latin America & the Caribbean (IDA & IBRD countries),TLA,2037,40.921
6623,Latin America & the Caribbean (IDA & IBRD countries),TLA,2038,40.921
6624,Latin America & the Caribbean (IDA & IBRD countries),TLA,2039,40.921
6625,Latin America & the Caribbean (IDA & IBRD countries),TLA,2040,40.921
6626,Latin America & the Caribbean (IDA & IBRD countries),TLA,2041,40.921
6627,Latin America & the Caribbean (IDA & IBRD countries),TLA,2042,40.921
6628,Latin America & the Caribbean (IDA & IBRD countries),TLA,2043,40.921
6629,Latin America & the Caribbean (IDA & IBRD countries),TLA,2044,40.921
6630,Latin America & the Caribbean (IDA & IBRD countries),TLA,2045,40.921
6631,Latin America & the Caribbean (IDA & IBRD countries),TLA,2046,40.921
6632,Latin America & the Caribbean (IDA & IBRD countries),TLA,2047,40.921
6633,Latin America & the Caribbean (IDA & IBRD countries),TLA,2048,40.921
6634,Latin America & the Caribbean (IDA & IBRD countries),TLA,2049,40.921
6635,Latin America & the Caribbean (IDA & IBRD countries),TLA,2050,40.921
6636,Timor-Leste,TLS,2023,40.921
6637,Timor-Leste,TLS,2024,40.921
6638,Timor-Leste,TLS,2025,40.921
6639,Timor-Leste,TLS,2026,40.921
6640,Timor-Leste,TLS,2027,40.921
6641,Timor-Leste,TLS,2028,40.921
6642,Timor-Leste,TLS,2029,40.921
6643,Timor-Leste,TLS,2030,40.921
6644,Timor-Leste,TLS,2031,40.921
6645,Timor-Leste,TLS,2032,40.921
6646,Timor-Leste,TLS,2033,40.921
6647,Timor-Leste,TLS,2034,40.921
6648,Timor-Leste,TLS,2035,40.921
6649,Timor-Leste,TLS,2036,40.921
6650,Timor-Leste,TLS,2037,40.921
6651,Timor-Leste,TLS,2038,40.921
6652,Timor-Leste,TLS,2039,40.921
6653,Timor-Leste,TLS,2040,40.921
6654,Timor-Leste,TLS,2041,40.921
6655,Timor-Leste,TLS,2042,40.921
6656,Timor-Leste,TLS,2043,40.921
6657,Timor-Leste,TLS,2044,40.921
6658,Timor-Leste,TLS,2045,40.921
6659,Timor-Leste,TLS,2046,40.921
6660,Timor-Leste,TLS,2047,40.921
6661,Timor-Leste,TLS,2048,40.921
6662,Timor-Leste,TLS,2049,40.921
6663,Timor-Leste,TLS,2050,40.921
6664,Middle East & North Africa (IDA & IBRD countries),TMN,2023,40.921
6665,Middle East & North Africa (IDA & IBRD countries),TMN,2024,40.921
6666,Middle East & North Africa (IDA & IBRD countries),TMN,2025,40.921
6667,Middle East & North Africa (IDA & IBRD countries),TMN,2026,40.921
6668,Middle East & North Africa (IDA & IBRD countries),TMN,2027,40.921
6669,Middle East & North Africa (IDA & IBRD countries),TMN,2028,40.921
6670,Middle East & North Africa (IDA & IBRD countries),TMN,2029,40.921
6671,Middle East & North Africa (IDA & IBRD countries),TMN,2030,40.921
6672,Middle East & North Africa (IDA & IBRD countries),TMN,2031,40.921
6673,Middle East & North Africa (IDA & IBRD countries),TMN,2032,40.921
6674,Middle East & North Africa (IDA & IBRD countries),TMN,2033,40.921
6675,Middle East & North Africa (IDA & IBRD countries),TMN,2034,40.921
6676,Middle East & North Africa (IDA & IBRD countries),TMN,2035,40.921
6677,Middle East & North Africa (IDA & IBRD countries),TMN,2036,40.921
6678,Middle East & North Africa (IDA & IBRD countries),TMN,2037,40.921
6679,Middle East & North Africa (IDA & IBRD countries),TMN,2038,40.921
6680,Middle East & North Africa (IDA & IBRD countries),TMN,2039,40.921
6681,Middle East & North Africa (IDA & IBRD countries),TMN,2040,40.921
6682,Middle East & North Africa (IDA & IBRD countries),TMN,2041,40.921
6683,Middle East & North Africa (IDA & IBRD countries),TMN,2042,40.921
6684,Middle East & North Africa (IDA & IBRD countries),TMN,2043,40.921
6685,Middle East & North Africa (IDA & IBRD countries),TMN,2044,40.921
6686,Middle East & North Africa (IDA & IBRD countries),TMN,2045,40.921
6687,Middle East & North Africa (IDA & IBRD countries),TMN,2046,40.921
6688,Middle East & North Africa (IDA & IBRD countries),TMN,2047,40.921
6689,Middle East & North Africa (IDA & IBRD countries),TMN,2048,40.921
6690,Middle East & North Africa (IDA & IBRD countries),TMN,2049,40.921
6691,Middle East & North Africa (IDA & IBRD countries),TMN,2050,40.921
6692,Tonga,TON,2023,40.921
6693,Tonga,TON,2024,40.921
6694,Tonga,TON,2025,40.921
6695,Tonga,TON,2026,40.921
6696,Tonga,TON,2027,40.921
6697,Tonga,TON,2028,40.921
6698,Tonga,TON,2029,40.921
6699,Tonga,TON,2030,40.921
6700,Tonga,TON,2031,40.921
6701,Tonga,TON,2032,40.921
6702,Tonga,TON,2033,40.921
6703,Tonga,TON,2034,40.921
6704,Tonga,TON,2035,40.921
6705,Tonga,TON,2036,40.921
6706,Tonga,TON,2037,40.921
6707,Tonga,TON,2038,40.921
6708,Tonga,TON,2039,40.921
6709,Tonga,TON,2040,40.921
6710,Tonga,TON,2041,40.921
6711,Tonga,TON,2042,40.921
6712,Tonga,TON,2043,40.921
6713,Tonga,TON,2044,40.921
6714,Tonga,TON,2045,40.921
6715,Tonga,TON,2046,40.921
6716,Tonga,TON,2047,40.921
6717,Tonga,TON,2048,40.921
6718,Tonga,TON,2049,40.921
6719,Tonga,TON,2050,40.921
6720,South Asia (IDA & IBRD),TSA,2023,40.921
6721,South Asia (IDA & IBRD),TSA,2024,40.921
6722,South Asia (IDA & IBRD),TSA,2025,40.921
6723,South Asia (IDA & IBRD),TSA,2026,40.921
6724,South Asia (IDA & IBRD),TSA,2027,40.921
6725,South Asia (IDA & IBRD),TSA,2028,40.921
6726,South Asia (IDA & IBRD),TSA,2029,40.921
6727,South Asia (IDA & IBRD),TSA,2030,40.921
6728,South Asia (IDA & IBRD),TSA,2031,40.921
6729,South Asia (IDA & IBRD),TSA,2032,40.921
6730,South Asia (IDA & IBRD),TSA,2033,40.921
6731,South Asia (IDA & IBRD),TSA,2034,40.921
6732,South Asia (IDA & IBRD),TSA,2035,40.921
6733,South Asia (IDA & IBRD),TSA,2036,40.921
6734,South Asia (IDA & IBRD),TSA,2037,40.921
6735,South Asia (IDA & IBRD),TSA,2038,40.921
6736,South Asia (IDA & IBRD),TSA,2039,40.921
6737,South Asia (IDA & IBRD),TSA,2040,40.921
6738,South Asia (IDA & IBRD),TSA,2041,40.921
6739,South Asia (IDA & IBRD),TSA,2042,40.921
6740,South Asia (IDA & IBRD),TSA,2043,40.921
6741,South Asia (IDA & IBRD),TSA,2044,40.921
6742,South Asia (IDA & IBRD),TSA,2045,40.921
6743,South Asia (IDA & IBRD),TSA,2046,40.921
6744,South Asia (IDA & IBRD),TSA,2047,40.921
6745,South Asia (IDA & IBRD),TSA,2048,40.921
6746,South Asia (IDA & IBRD),TSA,2049,40.921
6747,South Asia (IDA & IBRD),TSA,2050,40.921
6748,Sub-Saharan Africa (IDA & IBRD countries),TSS,2023,40.921
6749,Sub-Saharan Africa (IDA & IBRD countries),TSS,2024,40.921
6750,Sub-Saharan Africa (IDA & IBRD countries),TSS,2025,40.921
6751,Sub-Saharan Africa (IDA & IBRD countries),TSS,2026,40.921
