,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_biomass_mm_usd_per_gw
1062,Åland Islands,BTN,2033,4909.499070707123
1063,Åland Islands,BTN,2034,4797.365956960132
1064,Åland Islands,BTN,2035,4687.793967070688
1065,Åland Islands,BTN,2036,4580.724604889043
1066,Åland Islands,BTN,2037,4476.1007103193515
1067,Åland Islands,BTN,2038,4373.866428804162
1068,Åland Islands,BTN,2039,4273.967181505884
1069,Åland Islands,BTN,2040,4176.349636169292
1070,Åland Islands,BTN,2041,4080.9616786495603
1071,Åland Islands,BTN,2042,3987.752385090572
1072,Åland Islands,BTN,2043,3896.6719947386923
1073,Åland Islands,BTN,2044,3807.6718833774707
1074,Åland Islands,BTN,2045,3720.7045373690953
1075,Åland Islands,BTN,2046,3635.7235282887405
1076,Åland Islands,BTN,2047,3552.683488138271
1077,Åland Islands,BTN,2048,3471.5400851260597
1078,Åland Islands,BTN,2049,3392.25
1079,Åland Islands,BTN,2050,3314.770902921071
1080,Åland Islands,BVT,2021,6478.12286173022
1081,Åland Islands,BVT,2022,6330.16233108147
1082,Åland Islands,BVT,2023,6185.581223623222
1083,Åland Islands,BVT,2024,6044.302353223132
1084,Åland Islands,BVT,2025,5906.250296682554
1085,Åland Islands,BVT,2026,5771.351353471081
1086,Åland Islands,BVT,2027,5639.533506380743
1087,Åland Islands,BVT,2028,5510.726383078881
1088,Åland Islands,BVT,2029,5384.861218539125
1089,Åland Islands,BVT,2030,5261.870818330486
1090,Åland Islands,BVT,2031,5141.689522744899
1091,Åland Islands,BVT,2032,5024.253171744098
1092,Åland Islands,BVT,2033,4909.499070707123
1093,Åland Islands,BVT,2034,4797.365956960132
1094,Åland Islands,BVT,2035,4687.793967070688
1095,Åland Islands,BVT,2036,4580.724604889043
1096,Åland Islands,BVT,2037,4476.1007103193515
1097,Åland Islands,BVT,2038,4373.866428804162
1098,Åland Islands,BVT,2039,4273.967181505884
1099,Åland Islands,BVT,2040,4176.349636169292
1100,Åland Islands,BVT,2041,4080.9616786495603
1101,Åland Islands,BVT,2042,3987.752385090572
1102,Åland Islands,BVT,2043,3896.6719947386923
1103,Åland Islands,BVT,2044,3807.6718833774707
1104,Åland Islands,BVT,2045,3720.7045373690953
1105,Åland Islands,BVT,2046,3635.7235282887405
1106,Åland Islands,BVT,2047,3552.683488138271
1107,Åland Islands,BVT,2048,3471.5400851260597
1108,Åland Islands,BVT,2049,3392.25
1109,Åland Islands,BVT,2050,3314.770902921071
1110,Åland Islands,BWA,2021,6478.12286173022
1111,Åland Islands,BWA,2022,6330.16233108147
1112,Åland Islands,BWA,2023,6185.581223623222
1113,Åland Islands,BWA,2024,6044.302353223132
1114,Åland Islands,BWA,2025,5906.250296682554
1115,Åland Islands,BWA,2026,5771.351353471081
1116,Åland Islands,BWA,2027,5639.533506380743
1117,Åland Islands,BWA,2028,5510.726383078881
1118,Åland Islands,BWA,2029,5384.861218539125
1119,Åland Islands,BWA,2030,5261.870818330486
1120,Åland Islands,BWA,2031,5141.689522744899
1121,Åland Islands,BWA,2032,5024.253171744098
1122,Åland Islands,BWA,2033,4909.499070707123
1123,Åland Islands,BWA,2034,4797.365956960132
1124,Åland Islands,BWA,2035,4687.793967070688
1125,Åland Islands,BWA,2036,4580.724604889043
1126,Åland Islands,BWA,2037,4476.1007103193515
1127,Åland Islands,BWA,2038,4373.866428804162
1128,Åland Islands,BWA,2039,4273.967181505884
1129,Åland Islands,BWA,2040,4176.349636169292
1130,Åland Islands,BWA,2041,4080.9616786495603
1131,Åland Islands,BWA,2042,3987.752385090572
1132,Åland Islands,BWA,2043,3896.6719947386923
1133,Åland Islands,BWA,2044,3807.6718833774707
1134,Åland Islands,BWA,2045,3720.7045373690953
1135,Åland Islands,BWA,2046,3635.7235282887405
1136,Åland Islands,BWA,2047,3552.683488138271
1137,Åland Islands,BWA,2048,3471.5400851260597
1138,Åland Islands,BWA,2049,3392.25
1139,Åland Islands,BWA,2050,3314.770902921071
1140,Åland Islands,CAF,2021,6478.12286173022
1141,Åland Islands,CAF,2022,6330.16233108147
1142,Åland Islands,CAF,2023,6185.581223623222
1143,Åland Islands,CAF,2024,6044.302353223132
1144,Åland Islands,CAF,2025,5906.250296682554
1145,Åland Islands,CAF,2026,5771.351353471081
1146,Åland Islands,CAF,2027,5639.533506380743
1147,Åland Islands,CAF,2028,5510.726383078881
1148,Åland Islands,CAF,2029,5384.861218539125
1149,Åland Islands,CAF,2030,5261.870818330486
1150,Åland Islands,CAF,2031,5141.689522744899
1151,Åland Islands,CAF,2032,5024.253171744098
1152,Åland Islands,CAF,2033,4909.499070707123
1153,Åland Islands,CAF,2034,4797.365956960132
1154,Åland Islands,CAF,2035,4687.793967070688
1155,Åland Islands,CAF,2036,4580.724604889043
1156,Åland Islands,CAF,2037,4476.1007103193515
1157,Åland Islands,CAF,2038,4373.866428804162
1158,Åland Islands,CAF,2039,4273.967181505884
1159,Åland Islands,CAF,2040,4176.349636169292
1160,Åland Islands,CAF,2041,4080.9616786495603
1161,Åland Islands,CAF,2042,3987.752385090572
1162,Åland Islands,CAF,2043,3896.6719947386923
1163,Åland Islands,CAF,2044,3807.6718833774707
1164,Åland Islands,CAF,2045,3720.7045373690953
1165,Åland Islands,CAF,2046,3635.7235282887405
1166,Åland Islands,CAF,2047,3552.683488138271
1167,Åland Islands,CAF,2048,3471.5400851260597
1168,Åland Islands,CAF,2049,3392.25
1169,Åland Islands,CAF,2050,3314.770902921071
1170,Åland Islands,CAN,2021,6478.12286173022
1171,Åland Islands,CAN,2022,6330.16233108147
1172,Åland Islands,CAN,2023,6185.581223623222
1173,Åland Islands,CAN,2024,6044.302353223132
1174,Åland Islands,CAN,2025,5906.250296682554
1175,Åland Islands,CAN,2026,5771.351353471081
1176,Åland Islands,CAN,2027,5639.533506380743
1177,Åland Islands,CAN,2028,5510.726383078881
1178,Åland Islands,CAN,2029,5384.861218539125
1179,Åland Islands,CAN,2030,5261.870818330486
1180,Åland Islands,CAN,2031,5141.689522744899
1181,Åland Islands,CAN,2032,5024.253171744098
1182,Åland Islands,CAN,2033,4909.499070707123
1183,Åland Islands,CAN,2034,4797.365956960132
1184,Åland Islands,CAN,2035,4687.793967070688
1185,Åland Islands,CAN,2036,4580.724604889043
1186,Åland Islands,CAN,2037,4476.1007103193515
1187,Åland Islands,CAN,2038,4373.866428804162
1188,Åland Islands,CAN,2039,4273.967181505884
1189,Åland Islands,CAN,2040,4176.349636169292
1190,Åland Islands,CAN,2041,4080.9616786495603
1191,Åland Islands,CAN,2042,3987.752385090572
1192,Åland Islands,CAN,2043,3896.6719947386923
1193,Åland Islands,CAN,2044,3807.6718833774707
1194,Åland Islands,CAN,2045,3720.7045373690953
1195,Åland Islands,CAN,2046,3635.7235282887405
1196,Åland Islands,CAN,2047,3552.683488138271
1197,Åland Islands,CAN,2048,3471.5400851260597
1198,Åland Islands,CAN,2049,3392.25
1199,Åland Islands,CAN,2050,3314.770902921071
1200,Åland Islands,CCK,2021,6478.12286173022
1201,Åland Islands,CCK,2022,6330.16233108147
1202,Åland Islands,CCK,2023,6185.581223623222
1203,Åland Islands,CCK,2024,6044.302353223132
1204,Åland Islands,CCK,2025,5906.250296682554
1205,Åland Islands,CCK,2026,5771.351353471081
1206,Åland Islands,CCK,2027,5639.533506380743
1207,Åland Islands,CCK,2028,5510.726383078881
1208,Åland Islands,CCK,2029,5384.861218539125
1209,Åland Islands,CCK,2030,5261.870818330486
1210,Åland Islands,CCK,2031,5141.689522744899
1211,Åland Islands,CCK,2032,5024.253171744098
1212,Åland Islands,CCK,2033,4909.499070707123
1213,Åland Islands,CCK,2034,4797.365956960132
1214,Åland Islands,CCK,2035,4687.793967070688
1215,Åland Islands,CCK,2036,4580.724604889043
1216,Åland Islands,CCK,2037,4476.1007103193515
1217,Åland Islands,CCK,2038,4373.866428804162
1218,Åland Islands,CCK,2039,4273.967181505884
1219,Åland Islands,CCK,2040,4176.349636169292
1220,Åland Islands,CCK,2041,4080.9616786495603
1221,Åland Islands,CCK,2042,3987.752385090572
1222,Åland Islands,CCK,2043,3896.6719947386923
1223,Åland Islands,CCK,2044,3807.6718833774707
1224,Åland Islands,CCK,2045,3720.7045373690953
1225,Åland Islands,CCK,2046,3635.7235282887405
1226,Åland Islands,CCK,2047,3552.683488138271
1227,Åland Islands,CCK,2048,3471.5400851260597
1228,Åland Islands,CCK,2049,3392.25
1229,Åland Islands,CCK,2050,3314.770902921071
1230,Åland Islands,CHE,2021,6478.12286173022
1231,Åland Islands,CHE,2022,6330.16233108147
1232,Åland Islands,CHE,2023,6185.581223623222
1233,Åland Islands,CHE,2024,6044.302353223132
1234,Åland Islands,CHE,2025,5906.250296682554
1235,Åland Islands,CHE,2026,5771.351353471081
1236,Åland Islands,CHE,2027,5639.533506380743
1237,Åland Islands,CHE,2028,5510.726383078881
1238,Åland Islands,CHE,2029,5384.861218539125
1239,Åland Islands,CHE,2030,5261.870818330486
1240,Åland Islands,CHE,2031,5141.689522744899
1241,Åland Islands,CHE,2032,5024.253171744098
1242,Åland Islands,CHE,2033,4909.499070707123
1243,Åland Islands,CHE,2034,4797.365956960132
1244,Åland Islands,CHE,2035,4687.793967070688
1245,Åland Islands,CHE,2036,4580.724604889043
1246,Åland Islands,CHE,2037,4476.1007103193515
1247,Åland Islands,CHE,2038,4373.866428804162
1248,Åland Islands,CHE,2039,4273.967181505884
1249,Åland Islands,CHE,2040,4176.349636169292
1250,Åland Islands,CHE,2041,4080.9616786495603
1251,Åland Islands,CHE,2042,3987.752385090572
1252,Åland Islands,CHE,2043,3896.6719947386923
1253,Åland Islands,CHE,2044,3807.6718833774707
1254,Åland Islands,CHE,2045,3720.7045373690953
1255,Åland Islands,CHE,2046,3635.7235282887405
1256,Åland Islands,CHE,2047,3552.683488138271
1257,Åland Islands,CHE,2048,3471.5400851260597
1258,Åland Islands,CHE,2049,3392.25
1259,Åland Islands,CHE,2050,3314.770902921071
1260,Albania,CHL,2021,6478.12286173022
1261,Albania,CHL,2022,6330.16233108147
1262,Albania,CHL,2023,6185.581223623222
1263,Albania,CHL,2024,6044.302353223132
1264,Albania,CHL,2025,5906.250296682554
1265,Albania,CHL,2026,5771.351353471081
1266,Albania,CHL,2027,5639.533506380743
1267,Albania,CHL,2028,5510.726383078881
1268,Albania,CHL,2029,5384.861218539125
1269,Albania,CHL,2030,5261.870818330486
1270,Albania,CHL,2031,5141.689522744899
1271,Albania,CHL,2032,5024.253171744098
1272,Albania,CHL,2033,4909.499070707123
1273,Albania,CHL,2034,4797.365956960132
1274,Albania,CHL,2035,4687.793967070688
1275,Albania,CHL,2036,4580.724604889043
1276,Albania,CHL,2037,4476.1007103193515
1277,Albania,CHL,2038,4373.866428804162
1278,Albania,CHL,2039,4273.967181505884
1279,Albania,CHL,2040,4176.349636169292
1280,Albania,CHL,2041,4080.9616786495603
1281,Albania,CHL,2042,3987.752385090572
1282,Albania,CHL,2043,3896.6719947386923
1283,Albania,CHL,2044,3807.6718833774707
1284,Albania,CHL,2045,3720.7045373690953
1285,Albania,CHL,2046,3635.7235282887405
1286,Albania,CHL,2047,3552.683488138271
1287,Albania,CHL,2048,3471.5400851260597
1288,Albania,CHL,2049,3392.25
1289,Albania,CHL,2050,3314.770902921071
1290,Albania,CHN,2021,6478.12286173022
1291,Albania,CHN,2022,6330.16233108147
1292,Albania,CHN,2023,6185.581223623222
1293,Albania,CHN,2024,6044.302353223132
1294,Albania,CHN,2025,5906.250296682554
1295,Albania,CHN,2026,5771.351353471081
1296,Albania,CHN,2027,5639.533506380743
1297,Albania,CHN,2028,5510.726383078881
1298,Albania,CHN,2029,5384.861218539125
1299,Albania,CHN,2030,5261.870818330486
1300,Albania,CHN,2031,5141.689522744899
1301,Albania,CHN,2032,5024.253171744098
1302,Albania,CHN,2033,4909.499070707123
1303,Albania,CHN,2034,4797.365956960132
1304,Albania,CHN,2035,4687.793967070688
1305,Albania,CHN,2036,4580.724604889043
1306,Albania,CHN,2037,4476.1007103193515
1307,Albania,CHN,2038,4373.866428804162
1308,Albania,CHN,2039,4273.967181505884
1309,Albania,CHN,2040,4176.349636169292
1310,Albania,CHN,2041,4080.9616786495603
1311,Albania,CHN,2042,3987.752385090572
1312,Albania,CHN,2043,3896.6719947386923
1313,Albania,CHN,2044,3807.6718833774707
1314,Albania,CHN,2045,3720.7045373690953
1315,Albania,CHN,2046,3635.7235282887405
1316,Albania,CHN,2047,3552.683488138271
1317,Albania,CHN,2048,3471.5400851260597
1318,Albania,CHN,2049,3392.25
1319,Albania,CHN,2050,3314.770902921071
1320,Albania,CIV,2021,6478.12286173022
1321,Albania,CIV,2022,6330.16233108147
1322,Albania,CIV,2023,6185.581223623222
1323,Albania,CIV,2024,6044.302353223132
1324,Albania,CIV,2025,5906.250296682554
1325,Albania,CIV,2026,5771.351353471081
1326,Albania,CIV,2027,5639.533506380743
1327,Albania,CIV,2028,5510.726383078881
1328,Albania,CIV,2029,5384.861218539125
1329,Albania,CIV,2030,5261.870818330486
1330,Albania,CIV,2031,5141.689522744899
1331,Albania,CIV,2032,5024.253171744098
1332,Albania,CIV,2033,4909.499070707123
1333,Albania,CIV,2034,4797.365956960132
1334,Albania,CIV,2035,4687.793967070688
1335,Albania,CIV,2036,4580.724604889043
1336,Albania,CIV,2037,4476.1007103193515
1337,Albania,CIV,2038,4373.866428804162
1338,Albania,CIV,2039,4273.967181505884
1339,Albania,CIV,2040,4176.349636169292
1340,Albania,CIV,2041,4080.9616786495603
1341,Albania,CIV,2042,3987.752385090572
1342,Albania,CIV,2043,3896.6719947386923
1343,Albania,CIV,2044,3807.6718833774707
1344,Albania,CIV,2045,3720.7045373690953
1345,Albania,CIV,2046,3635.7235282887405
1346,Albania,CIV,2047,3552.683488138271
1347,Albania,CIV,2048,3471.5400851260597
1348,Albania,CIV,2049,3392.25
1349,Albania,CIV,2050,3314.770902921071
1350,Albania,CMR,2021,6478.12286173022
1351,Albania,CMR,2022,6330.16233108147
1352,Albania,CMR,2023,6185.581223623222
1353,Albania,CMR,2024,6044.302353223132
1354,Albania,CMR,2025,5906.250296682554
1355,Albania,CMR,2026,5771.351353471081
1356,Albania,CMR,2027,5639.533506380743
1357,Albania,CMR,2028,5510.726383078881
1358,Albania,CMR,2029,5384.861218539125
1359,Albania,CMR,2030,5261.870818330486
1360,Albania,CMR,2031,5141.689522744899
1361,Albania,CMR,2032,5024.253171744098
1362,Albania,CMR,2033,4909.499070707123
1363,Albania,CMR,2034,4797.365956960132
1364,Albania,CMR,2035,4687.793967070688
1365,Albania,CMR,2036,4580.724604889043
1366,Albania,CMR,2037,4476.1007103193515
1367,Albania,CMR,2038,4373.866428804162
1368,Albania,CMR,2039,4273.967181505884
1369,Albania,CMR,2040,4176.349636169292
1370,Albania,CMR,2041,4080.9616786495603
1371,Albania,CMR,2042,3987.752385090572
1372,Albania,CMR,2043,3896.6719947386923
1373,Albania,CMR,2044,3807.6718833774707
1374,Albania,CMR,2045,3720.7045373690953
1375,Albania,CMR,2046,3635.7235282887405
1376,Albania,CMR,2047,3552.683488138271
1377,Albania,CMR,2048,3471.5400851260597
1378,Albania,CMR,2049,3392.25
1379,Albania,CMR,2050,3314.770902921071
1380,Albania,COD,2021,6478.12286173022
1381,Albania,COD,2022,6330.16233108147
1382,Albania,COD,2023,6185.581223623222
1383,Albania,COD,2024,6044.302353223132
1384,Albania,COD,2025,5906.250296682554
1385,Albania,COD,2026,5771.351353471081
1386,Albania,COD,2027,5639.533506380743
1387,Albania,COD,2028,5510.726383078881
1388,Albania,COD,2029,5384.861218539125
1389,Albania,COD,2030,5261.870818330486
1390,Albania,COD,2031,5141.689522744899
1391,Albania,COD,2032,5024.253171744098
1392,Albania,COD,2033,4909.499070707123
1393,Albania,COD,2034,4797.365956960132
1394,Albania,COD,2035,4687.793967070688
1395,Albania,COD,2036,4580.724604889043
1396,Albania,COD,2037,4476.1007103193515
1397,Albania,COD,2038,4373.866428804162
1398,Albania,COD,2039,4273.967181505884
1399,Albania,COD,2040,4176.349636169292
1400,Albania,COD,2041,4080.9616786495603
1401,Albania,COD,2042,3987.752385090572
1402,Albania,COD,2043,3896.6719947386923
1403,Albania,COD,2044,3807.6718833774707
1404,Albania,COD,2045,3720.7045373690953
1405,Albania,COD,2046,3635.7235282887405
1406,Albania,COD,2047,3552.683488138271
1407,Albania,COD,2048,3471.5400851260597
1408,Albania,COD,2049,3392.25
1409,Albania,COD,2050,3314.770902921071
1410,Albania,COG,2021,6478.12286173022
1411,Albania,COG,2022,6330.16233108147
1412,Albania,COG,2023,6185.581223623222
1413,Albania,COG,2024,6044.302353223132
1414,Albania,COG,2025,5906.250296682554
1415,Albania,COG,2026,5771.351353471081
1416,Albania,COG,2027,5639.533506380743
1417,Albania,COG,2028,5510.726383078881
1418,Albania,COG,2029,5384.861218539125
1419,Albania,COG,2030,5261.870818330486
1420,Albania,COG,2031,5141.689522744899
1421,Albania,COG,2032,5024.253171744098
1422,Albania,COG,2033,4909.499070707123
1423,Albania,COG,2034,4797.365956960132
1424,Albania,COG,2035,4687.793967070688
1425,Albania,COG,2036,4580.724604889043
1426,Albania,COG,2037,4476.1007103193515
1427,Albania,COG,2038,4373.866428804162
1428,Albania,COG,2039,4273.967181505884
1429,Albania,COG,2040,4176.349636169292
1430,Albania,COG,2041,4080.9616786495603
1431,Albania,COG,2042,3987.752385090572
1432,Albania,COG,2043,3896.6719947386923
1433,Albania,COG,2044,3807.6718833774707
1434,Albania,COG,2045,3720.7045373690953
1435,Albania,COG,2046,3635.7235282887405
1436,Albania,COG,2047,3552.683488138271
1437,Albania,COG,2048,3471.5400851260597
1438,Albania,COG,2049,3392.25
1439,Albania,COG,2050,3314.770902921071
1440,Albania,COK,2021,6478.12286173022
1441,Albania,COK,2022,6330.16233108147
1442,Albania,COK,2023,6185.581223623222
1443,Albania,COK,2024,6044.302353223132
1444,Albania,COK,2025,5906.250296682554
1445,Albania,COK,2026,5771.351353471081
1446,Albania,COK,2027,5639.533506380743
1447,Albania,COK,2028,5510.726383078881
1448,Albania,COK,2029,5384.861218539125
1449,Albania,COK,2030,5261.870818330486
1450,Albania,COK,2031,5141.689522744899
1451,Albania,COK,2032,5024.253171744098
1452,Albania,COK,2033,4909.499070707123
1453,Albania,COK,2034,4797.365956960132
1454,Albania,COK,2035,4687.793967070688
1455,Albania,COK,2036,4580.724604889043
1456,Albania,COK,2037,4476.1007103193515
1457,Albania,COK,2038,4373.866428804162
1458,Albania,COK,2039,4273.967181505884
1459,Albania,COK,2040,4176.349636169292
1460,Albania,COK,2041,4080.9616786495603
1461,Albania,COK,2042,3987.752385090572
1462,Albania,COK,2043,3896.6719947386923
1463,Albania,COK,2044,3807.6718833774707
1464,Albania,COK,2045,3720.7045373690953
1465,Albania,COK,2046,3635.7235282887405
1466,Albania,COK,2047,3552.683488138271
1467,Albania,COK,2048,3471.5400851260597
1468,Albania,COK,2049,3392.25
1469,Albania,COK,2050,3314.770902921071
1470,Albania,COL,2021,6478.12286173022
1471,Albania,COL,2022,6330.16233108147
1472,Albania,COL,2023,6185.581223623222
1473,Albania,COL,2024,6044.302353223132
1474,Albania,COL,2025,5906.250296682554
1475,Albania,COL,2026,5771.351353471081
1476,Albania,COL,2027,5639.533506380743
1477,Albania,COL,2028,5510.726383078881
1478,Albania,COL,2029,5384.861218539125
1479,Albania,COL,2030,5261.870818330486
1480,Albania,COL,2031,5141.689522744899
1481,Albania,COL,2032,5024.253171744098
1482,Albania,COL,2033,4909.499070707123
1483,Albania,COL,2034,4797.365956960132
1484,Albania,COL,2035,4687.793967070688
1485,Albania,COL,2036,4580.724604889043
1486,Albania,COL,2037,4476.1007103193515
1487,Albania,COL,2038,4373.866428804162
1488,Albania,COL,2039,4273.967181505884
1489,Albania,COL,2040,4176.349636169292
1490,Albania,COL,2041,4080.9616786495603
1491,Albania,COL,2042,3987.752385090572
1492,Albania,COL,2043,3896.6719947386923
1493,Albania,COL,2044,3807.6718833774707
1494,Albania,COL,2045,3720.7045373690953
1495,Albania,COL,2046,3635.7235282887405
1496,Albania,COL,2047,3552.683488138271
1497,Albania,COL,2048,3471.5400851260597
1498,Albania,COL,2049,3392.25
1499,Albania,COL,2050,3314.770902921071
1500,Albania,COM,2021,6478.12286173022
1501,Albania,COM,2022,6330.16233108147
1502,Albania,COM,2023,6185.581223623222
1503,Albania,COM,2024,6044.302353223132
1504,Albania,COM,2025,5906.250296682554
1505,Albania,COM,2026,5771.351353471081
1506,Albania,COM,2027,5639.533506380743
1507,Albania,COM,2028,5510.726383078881
1508,Albania,COM,2029,5384.861218539125
1509,Albania,COM,2030,5261.870818330486
1510,Albania,COM,2031,5141.689522744899
1511,Albania,COM,2032,5024.253171744098
1512,Albania,COM,2033,4909.499070707123
1513,Albania,COM,2034,4797.365956960132
1514,Albania,COM,2035,4687.793967070688
1515,Albania,COM,2036,4580.724604889043
1516,Albania,COM,2037,4476.1007103193515
1517,Albania,COM,2038,4373.866428804162
1518,Albania,COM,2039,4273.967181505884
1519,Albania,COM,2040,4176.349636169292
1520,Albania,COM,2041,4080.9616786495603
1521,Albania,COM,2042,3987.752385090572
1522,Albania,COM,2043,3896.6719947386923
1523,Albania,COM,2044,3807.6718833774707
1524,Albania,COM,2045,3720.7045373690953
1525,Albania,COM,2046,3635.7235282887405
1526,Albania,COM,2047,3552.683488138271
1527,Albania,COM,2048,3471.5400851260597
1528,Albania,COM,2049,3392.25
1529,Albania,COM,2050,3314.770902921071
1530,Albania,CPV,2021,6478.12286173022
1531,Albania,CPV,2022,6330.16233108147
1532,Albania,CPV,2023,6185.581223623222
1533,Albania,CPV,2024,6044.302353223132
1534,Albania,CPV,2025,5906.250296682554
1535,Albania,CPV,2026,5771.351353471081
1536,Albania,CPV,2027,5639.533506380743
1537,Albania,CPV,2028,5510.726383078881
1538,Albania,CPV,2029,5384.861218539125
1539,Albania,CPV,2030,5261.870818330486
1540,Albania,CPV,2031,5141.689522744899
1541,Albania,CPV,2032,5024.253171744098
1542,Albania,CPV,2033,4909.499070707123
1543,Albania,CPV,2034,4797.365956960132
1544,Albania,CPV,2035,4687.793967070688
1545,Albania,CPV,2036,4580.724604889043
1546,Albania,CPV,2037,4476.1007103193515
1547,Albania,CPV,2038,4373.866428804162
1548,Albania,CPV,2039,4273.967181505884
1549,Albania,CPV,2040,4176.349636169292
1550,Albania,CPV,2041,4080.9616786495603
1551,Albania,CPV,2042,3987.752385090572
1552,Albania,CPV,2043,3896.6719947386923
1553,Albania,CPV,2044,3807.6718833774707
1554,Albania,CPV,2045,3720.7045373690953
1555,Albania,CPV,2046,3635.7235282887405
1556,Albania,CPV,2047,3552.683488138271
1557,Albania,CPV,2048,3471.5400851260597
1558,Albania,CPV,2049,3392.25
1559,Albania,CPV,2050,3314.770902921071
1560,Albania,CRI,2021,6478.12286173022
1561,Albania,CRI,2022,6330.16233108147
1562,Albania,CRI,2023,6185.581223623222
1563,Albania,CRI,2024,6044.302353223132
1564,Albania,CRI,2025,5906.250296682554
1565,Albania,CRI,2026,5771.351353471081
1566,Albania,CRI,2027,5639.533506380743
1567,Albania,CRI,2028,5510.726383078881
1568,Albania,CRI,2029,5384.861218539125
1569,Albania,CRI,2030,5261.870818330486
1570,Albania,CRI,2031,5141.689522744899
1571,Albania,CRI,2032,5024.253171744098
1572,Albania,CRI,2033,4909.499070707123
1573,Albania,CRI,2034,4797.365956960132
1574,Albania,CRI,2035,4687.793967070688
1575,Albania,CRI,2036,4580.724604889043
1576,Albania,CRI,2037,4476.1007103193515
1577,Albania,CRI,2038,4373.866428804162
1578,Albania,CRI,2039,4273.967181505884
1579,Albania,CRI,2040,4176.349636169292
1580,Albania,CRI,2041,4080.9616786495603
1581,Albania,CRI,2042,3987.752385090572
1582,Albania,CRI,2043,3896.6719947386923
1583,Albania,CRI,2044,3807.6718833774707
1584,Albania,CRI,2045,3720.7045373690953
1585,Albania,CRI,2046,3635.7235282887405
1586,Albania,CRI,2047,3552.683488138271
1587,Albania,CRI,2048,3471.5400851260597
1588,Albania,CRI,2049,3392.25
1589,Albania,CRI,2050,3314.770902921071
1590,Albania,CUB,2021,6478.12286173022
1591,Albania,CUB,2022,6330.16233108147
1592,Albania,CUB,2023,6185.581223623222
1593,Albania,CUB,2024,6044.302353223132
1594,Albania,CUB,2025,5906.250296682554
1595,Albania,CUB,2026,5771.351353471081
1596,Albania,CUB,2027,5639.533506380743
1597,Albania,CUB,2028,5510.726383078881
1598,Albania,CUB,2029,5384.861218539125
1599,Albania,CUB,2030,5261.870818330486
1600,Albania,CUB,2031,5141.689522744899
1601,Albania,CUB,2032,5024.253171744098
1602,Albania,CUB,2033,4909.499070707123
1603,Albania,CUB,2034,4797.365956960132
1604,Albania,CUB,2035,4687.793967070688
1605,Albania,CUB,2036,4580.724604889043
1606,Albania,CUB,2037,4476.1007103193515
1607,Albania,CUB,2038,4373.866428804162
1608,Albania,CUB,2039,4273.967181505884
1609,Albania,CUB,2040,4176.349636169292
1610,Albania,CUB,2041,4080.9616786495603
1611,Albania,CUB,2042,3987.752385090572
1612,Albania,CUB,2043,3896.6719947386923
1613,Albania,CUB,2044,3807.6718833774707
1614,Albania,CUB,2045,3720.7045373690953
1615,Albania,CUB,2046,3635.7235282887405
1616,Albania,CUB,2047,3552.683488138271
1617,Albania,CUB,2048,3471.5400851260597
1618,Albania,CUB,2049,3392.25
1619,Albania,CUB,2050,3314.770902921071
1620,Albania,CUW,2021,6478.12286173022
1621,Albania,CUW,2022,6330.16233108147
1622,Albania,CUW,2023,6185.581223623222
1623,Albania,CUW,2024,6044.302353223132
1624,Albania,CUW,2025,5906.250296682554
1625,Albania,CUW,2026,5771.351353471081
1626,Albania,CUW,2027,5639.533506380743
1627,Albania,CUW,2028,5510.726383078881
1628,Albania,CUW,2029,5384.861218539125
1629,Albania,CUW,2030,5261.870818330486
1630,Albania,CUW,2031,5141.689522744899
1631,Albania,CUW,2032,5024.253171744098
1632,Albania,CUW,2033,4909.499070707123
1633,Albania,CUW,2034,4797.365956960132
1634,Albania,CUW,2035,4687.793967070688
1635,Albania,CUW,2036,4580.724604889043
1636,Albania,CUW,2037,4476.1007103193515
1637,Albania,CUW,2038,4373.866428804162
1638,Albania,CUW,2039,4273.967181505884
1639,Albania,CUW,2040,4176.349636169292
1640,Albania,CUW,2041,4080.9616786495603
1641,Albania,CUW,2042,3987.752385090572
1642,Albania,CUW,2043,3896.6719947386923
1643,Albania,CUW,2044,3807.6718833774707
1644,Albania,CUW,2045,3720.7045373690953
1645,Albania,CUW,2046,3635.7235282887405
1646,Albania,CUW,2047,3552.683488138271
1647,Albania,CUW,2048,3471.5400851260597
1648,Albania,CUW,2049,3392.25
1649,Albania,CUW,2050,3314.770902921071
1650,Albania,CXR,2021,6478.12286173022
1651,Albania,CXR,2022,6330.16233108147
1652,Albania,CXR,2023,6185.581223623222
1653,Albania,CXR,2024,6044.302353223132
1654,Albania,CXR,2025,5906.250296682554
1655,Albania,CXR,2026,5771.351353471081
1656,Albania,CXR,2027,5639.533506380743
1657,Albania,CXR,2028,5510.726383078881
1658,Albania,CXR,2029,5384.861218539125
1659,Albania,CXR,2030,5261.870818330486
1660,Albania,CXR,2031,5141.689522744899
1661,Albania,CXR,2032,5024.253171744098
1662,Albania,CXR,2033,4909.499070707123
1663,Albania,CXR,2034,4797.365956960132
1664,Albania,CXR,2035,4687.793967070688
1665,Albania,CXR,2036,4580.724604889043
1666,Albania,CXR,2037,4476.1007103193515
1667,Albania,CXR,2038,4373.866428804162
1668,Albania,CXR,2039,4273.967181505884
1669,Albania,CXR,2040,4176.349636169292
1670,Albania,CXR,2041,4080.9616786495603
1671,Albania,CXR,2042,3987.752385090572
