Year,iso_code3,cost_enfu_fuel_biomass_usd_per_tonne
2028,ZAF,209.78
2029,ZAF,209.78
2030,ZAF,209.78
2031,ZAF,209.78
2032,ZAF,209.78
2033,ZAF,209.78
2034,ZAF,209.78
2035,ZAF,209.78
2036,ZAF,209.78
2037,ZAF,209.78
2038,ZAF,209.78
2039,ZAF,209.78
2040,ZAF,209.78
2041,ZAF,209.78
2042,ZAF,209.78
2043,ZAF,209.78
2044,ZAF,209.78
2045,ZAF,209.78
2046,ZAF,209.78
2047,ZAF,209.78
2048,ZAF,209.78
2049,ZAF,209.78
2050,ZAF,209.78
2021,ZMB,209.78
2022,ZMB,209.78
2023,ZMB,209.78
2024,ZMB,209.78
2025,ZMB,209.78
2026,ZMB,209.78
2027,ZMB,209.78
2028,ZMB,209.78
2029,ZMB,209.78
2030,ZMB,209.78
2031,ZMB,209.78
2032,ZMB,209.78
2033,ZMB,209.78
2034,ZMB,209.78
2035,ZMB,209.78
2036,ZMB,209.78
2037,ZMB,209.78
2038,ZMB,209.78
2039,ZMB,209.78
2040,ZMB,209.78
2041,ZMB,209.78
2042,ZMB,209.78
2043,ZMB,209.78
2044,ZMB,209.78
2045,ZMB,209.78
2046,ZMB,209.78
2047,ZMB,209.78
2048,ZMB,209.78
2049,ZMB,209.78
2050,ZMB,209.78
2021,ZWE,209.78
2022,ZWE,209.78
2023,ZWE,209.78
2024,ZWE,209.78
2025,ZWE,209.78
2026,ZWE,209.78
2027,ZWE,209.78
2028,ZWE,209.78
2029,ZWE,209.78
2030,ZWE,209.78
2031,ZWE,209.78
2032,ZWE,209.78
2033,ZWE,209.78
2034,ZWE,209.78
2035,ZWE,209.78
2036,ZWE,209.78
2037,ZWE,209.78
2038,ZWE,209.78
2039,ZWE,209.78
2040,ZWE,209.78
2041,ZWE,209.78
2042,ZWE,209.78
2043,ZWE,209.78
2044,ZWE,209.78
2045,ZWE,209.78
2046,ZWE,209.78
2047,ZWE,209.78
2048,ZWE,209.78
2049,ZWE,209.78
2050,ZWE,209.78
