Year,iso_code3,cost_enfu_fuel_biomass_usd_per_tonne
2038,CPV,209.78
2039,CPV,209.78
2040,CPV,209.78
2041,CPV,209.78
2042,CPV,209.78
2043,CPV,209.78
2044,CPV,209.78
2045,CPV,209.78
2046,CPV,209.78
2047,CPV,209.78
2048,CPV,209.78
2049,CPV,209.78
2050,CPV,209.78
2021,CRI,209.78
2022,CRI,209.78
2023,CRI,209.78
2024,CRI,209.78
2025,CRI,209.78
2026,CRI,209.78
2027,CRI,209.78
2028,CRI,209.78
2029,CRI,209.78
2030,CRI,209.78
2031,CRI,209.78
2032,CRI,209.78
2033,CRI,209.78
2034,CRI,209.78
2035,CRI,209.78
2036,CRI,209.78
2037,CRI,209.78
2038,CRI,209.78
2039,CRI,209.78
2040,CRI,209.78
2041,CRI,209.78
2042,CRI,209.78
2043,CRI,209.78
2044,CRI,209.78
2045,CRI,209.78
2046,CRI,209.78
2047,CRI,209.78
2048,CRI,209.78
2049,CRI,209.78
2050,CRI,209.78
2021,CUB,209.78
2022,CUB,209.78
2023,CUB,209.78
2024,CUB,209.78
2025,CUB,209.78
2026,CUB,209.78
2027,CUB,209.78
2028,CUB,209.78
2029,CUB,209.78
2030,CUB,209.78
2031,CUB,209.78
2032,CUB,209.78
2033,CUB,209.78
2034,CUB,209.78
2035,CUB,209.78
2036,CUB,209.78
2037,CUB,209.78
2038,CUB,209.78
2039,CUB,209.78
2040,CUB,209.78
2041,CUB,209.78
2042,CUB,209.78
2043,CUB,209.78
2044,CUB,209.78
2045,CUB,209.78
2046,CUB,209.78
2047,CUB,209.78
2048,CUB,209.78
2049,CUB,209.78
2050,CUB,209.78
2021,CUW,209.78
2022,CUW,209.78
2023,CUW,209.78
2024,CUW,209.78
2025,CUW,209.78
2026,CUW,209.78
2027,CUW,209.78
2028,CUW,209.78
2029,CUW,209.78
2030,CUW,209.78
2031,CUW,209.78
2032,CUW,209.78
2033,CUW,209.78
2034,CUW,209.78
2035,CUW,209.78
2036,CUW,209.78
2037,CUW,209.78
2038,CUW,209.78
2039,CUW,209.78
2040,CUW,209.78
2041,CUW,209.78
2042,CUW,209.78
2043,CUW,209.78
2044,CUW,209.78
2045,CUW,209.78
2046,CUW,209.78
2047,CUW,209.78
2048,CUW,209.78
2049,CUW,209.78
2050,CUW,209.78
2021,CYM,209.78
2022,CYM,209.78
2023,CYM,209.78
2024,CYM,209.78
2025,CYM,209.78
2026,CYM,209.78
2027,CYM,209.78
2028,CYM,209.78
2029,CYM,209.78
2030,CYM,209.78
2031,CYM,209.78
2032,CYM,209.78
2033,CYM,209.78
2034,CYM,209.78
2035,CYM,209.78
2036,CYM,209.78
2037,CYM,209.78
2038,CYM,209.78
2039,CYM,209.78
2040,CYM,209.78
2041,CYM,209.78
2042,CYM,209.78
2043,CYM,209.78
2044,CYM,209.78
2045,CYM,209.78
2046,CYM,209.78
2047,CYM,209.78
2048,CYM,209.78
2049,CYM,209.78
2050,CYM,209.78
2021,CYP,209.78
2022,CYP,209.78
2023,CYP,209.78
2024,CYP,209.78
2025,CYP,209.78
2026,CYP,209.78
2027,CYP,209.78
2028,CYP,209.78
2029,CYP,209.78
2030,CYP,209.78
2031,CYP,209.78
2032,CYP,209.78
2033,CYP,209.78
2034,CYP,209.78
2035,CYP,209.78
2036,CYP,209.78
2037,CYP,209.78
2038,CYP,209.78
2039,CYP,209.78
2040,CYP,209.78
2041,CYP,209.78
2042,CYP,209.78
2043,CYP,209.78
2044,CYP,209.78
2045,CYP,209.78
2046,CYP,209.78
2047,CYP,209.78
2048,CYP,209.78
2049,CYP,209.78
2050,CYP,209.78
2021,CZE,209.78
2022,CZE,209.78
2023,CZE,209.78
2024,CZE,209.78
2025,CZE,209.78
2026,CZE,209.78
2027,CZE,209.78
2028,CZE,209.78
2029,CZE,209.78
2030,CZE,209.78
2031,CZE,209.78
2032,CZE,209.78
2033,CZE,209.78
2034,CZE,209.78
2035,CZE,209.78
2036,CZE,209.78
2037,CZE,209.78
2038,CZE,209.78
2039,CZE,209.78
2040,CZE,209.78
2041,CZE,209.78
2042,CZE,209.78
2043,CZE,209.78
2044,CZE,209.78
2045,CZE,209.78
2046,CZE,209.78
2047,CZE,209.78
2048,CZE,209.78
2049,CZE,209.78
2050,CZE,209.78
2021,DEU,209.78
2022,DEU,209.78
2023,DEU,209.78
2024,DEU,209.78
2025,DEU,209.78
2026,DEU,209.78
2027,DEU,209.78
2028,DEU,209.78
2029,DEU,209.78
2030,DEU,209.78
2031,DEU,209.78
2032,DEU,209.78
2033,DEU,209.78
2034,DEU,209.78
2035,DEU,209.78
2036,DEU,209.78
2037,DEU,209.78
2038,DEU,209.78
2039,DEU,209.78
2040,DEU,209.78
2041,DEU,209.78
2042,DEU,209.78
2043,DEU,209.78
2044,DEU,209.78
2045,DEU,209.78
2046,DEU,209.78
2047,DEU,209.78
2048,DEU,209.78
2049,DEU,209.78
2050,DEU,209.78
2021,DJI,209.78
2022,DJI,209.78
2023,DJI,209.78
2024,DJI,209.78
2025,DJI,209.78
2026,DJI,209.78
2027,DJI,209.78
2028,DJI,209.78
2029,DJI,209.78
2030,DJI,209.78
2031,DJI,209.78
2032,DJI,209.78
2033,DJI,209.78
2034,DJI,209.78
2035,DJI,209.78
2036,DJI,209.78
2037,DJI,209.78
2038,DJI,209.78
2039,DJI,209.78
2040,DJI,209.78
2041,DJI,209.78
2042,DJI,209.78
2043,DJI,209.78
2044,DJI,209.78
2045,DJI,209.78
2046,DJI,209.78
2047,DJI,209.78
2048,DJI,209.78
2049,DJI,209.78
2050,DJI,209.78
2021,DMA,209.78
2022,DMA,209.78
2023,DMA,209.78
2024,DMA,209.78
2025,DMA,209.78
2026,DMA,209.78
2027,DMA,209.78
2028,DMA,209.78
2029,DMA,209.78
2030,DMA,209.78
2031,DMA,209.78
2032,DMA,209.78
2033,DMA,209.78
2034,DMA,209.78
2035,DMA,209.78
2036,DMA,209.78
2037,DMA,209.78
2038,DMA,209.78
2039,DMA,209.78
2040,DMA,209.78
2041,DMA,209.78
2042,DMA,209.78
2043,DMA,209.78
2044,DMA,209.78
2045,DMA,209.78
2046,DMA,209.78
2047,DMA,209.78
2048,DMA,209.78
2049,DMA,209.78
2050,DMA,209.78
2021,DNK,209.78
2022,DNK,209.78
2023,DNK,209.78
2024,DNK,209.78
2025,DNK,209.78
2026,DNK,209.78
2027,DNK,209.78
2028,DNK,209.78
2029,DNK,209.78
2030,DNK,209.78
2031,DNK,209.78
2032,DNK,209.78
2033,DNK,209.78
2034,DNK,209.78
2035,DNK,209.78
2036,DNK,209.78
2037,DNK,209.78
2038,DNK,209.78
2039,DNK,209.78
2040,DNK,209.78
2041,DNK,209.78
2042,DNK,209.78
2043,DNK,209.78
2044,DNK,209.78
2045,DNK,209.78
2046,DNK,209.78
2047,DNK,209.78
2048,DNK,209.78
2049,DNK,209.78
2050,DNK,209.78
2021,DOM,209.78
2022,DOM,209.78
2023,DOM,209.78
2024,DOM,209.78
2025,DOM,209.78
2026,DOM,209.78
2027,DOM,209.78
2028,DOM,209.78
2029,DOM,209.78
2030,DOM,209.78
2031,DOM,209.78
2032,DOM,209.78
2033,DOM,209.78
2034,DOM,209.78
2035,DOM,209.78
2036,DOM,209.78
2037,DOM,209.78
2038,DOM,209.78
2039,DOM,209.78
2040,DOM,209.78
2041,DOM,209.78
2042,DOM,209.78
2043,DOM,209.78
2044,DOM,209.78
2045,DOM,209.78
2046,DOM,209.78
2047,DOM,209.78
2048,DOM,209.78
2049,DOM,209.78
2050,DOM,209.78
2021,DZA,209.78
2022,DZA,209.78
2023,DZA,209.78
2024,DZA,209.78
2025,DZA,209.78
2026,DZA,209.78
2027,DZA,209.78
2028,DZA,209.78
2029,DZA,209.78
2030,DZA,209.78
2031,DZA,209.78
2032,DZA,209.78
2033,DZA,209.78
2034,DZA,209.78
2035,DZA,209.78
2036,DZA,209.78
2037,DZA,209.78
2038,DZA,209.78
2039,DZA,209.78
2040,DZA,209.78
2041,DZA,209.78
2042,DZA,209.78
2043,DZA,209.78
2044,DZA,209.78
2045,DZA,209.78
2046,DZA,209.78
2047,DZA,209.78
2048,DZA,209.78
2049,DZA,209.78
2050,DZA,209.78
2021,ECU,209.78
2022,ECU,209.78
2023,ECU,209.78
2024,ECU,209.78
2025,ECU,209.78
2026,ECU,209.78
2027,ECU,209.78
2028,ECU,209.78
2029,ECU,209.78
2030,ECU,209.78
2031,ECU,209.78
2032,ECU,209.78
2033,ECU,209.78
2034,ECU,209.78
2035,ECU,209.78
2036,ECU,209.78
2037,ECU,209.78
2038,ECU,209.78
2039,ECU,209.78
2040,ECU,209.78
2041,ECU,209.78
2042,ECU,209.78
2043,ECU,209.78
2044,ECU,209.78
2045,ECU,209.78
2046,ECU,209.78
2047,ECU,209.78
2048,ECU,209.78
2049,ECU,209.78
2050,ECU,209.78
2021,EGY,209.78
2022,EGY,209.78
2023,EGY,209.78
2024,EGY,209.78
2025,EGY,209.78
2026,EGY,209.78
2027,EGY,209.78
2028,EGY,209.78
2029,EGY,209.78
2030,EGY,209.78
2031,EGY,209.78
2032,EGY,209.78
2033,EGY,209.78
2034,EGY,209.78
2035,EGY,209.78
2036,EGY,209.78
2037,EGY,209.78
2038,EGY,209.78
2039,EGY,209.78
2040,EGY,209.78
2041,EGY,209.78
2042,EGY,209.78
2043,EGY,209.78
2044,EGY,209.78
2045,EGY,209.78
2046,EGY,209.78
2047,EGY,209.78
2048,EGY,209.78
2049,EGY,209.78
2050,EGY,209.78
2021,ERI,209.78
2022,ERI,209.78
2023,ERI,209.78
2024,ERI,209.78
2025,ERI,209.78
2026,ERI,209.78
2027,ERI,209.78
2028,ERI,209.78
2029,ERI,209.78
2030,ERI,209.78
2031,ERI,209.78
2032,ERI,209.78
2033,ERI,209.78
2034,ERI,209.78
2035,ERI,209.78
2036,ERI,209.78
2037,ERI,209.78
2038,ERI,209.78
2039,ERI,209.78
2040,ERI,209.78
2041,ERI,209.78
2042,ERI,209.78
2043,ERI,209.78
2044,ERI,209.78
2045,ERI,209.78
2046,ERI,209.78
2047,ERI,209.78
2048,ERI,209.78
2049,ERI,209.78
2050,ERI,209.78
2021,ESP,209.78
2022,ESP,209.78
2023,ESP,209.78
2024,ESP,209.78
2025,ESP,209.78
2026,ESP,209.78
2027,ESP,209.78
2028,ESP,209.78
2029,ESP,209.78
2030,ESP,209.78
2031,ESP,209.78
2032,ESP,209.78
2033,ESP,209.78
2034,ESP,209.78
2035,ESP,209.78
2036,ESP,209.78
2037,ESP,209.78
2038,ESP,209.78
2039,ESP,209.78
2040,ESP,209.78
2041,ESP,209.78
2042,ESP,209.78
2043,ESP,209.78
2044,ESP,209.78
2045,ESP,209.78
2046,ESP,209.78
2047,ESP,209.78
2048,ESP,209.78
2049,ESP,209.78
2050,ESP,209.78
2021,EST,209.78
2022,EST,209.78
2023,EST,209.78
2024,EST,209.78
2025,EST,209.78
2026,EST,209.78
2027,EST,209.78
2028,EST,209.78
2029,EST,209.78
2030,EST,209.78
2031,EST,209.78
2032,EST,209.78
2033,EST,209.78
2034,EST,209.78
2035,EST,209.78
2036,EST,209.78
2037,EST,209.78
2038,EST,209.78
2039,EST,209.78
2040,EST,209.78
2041,EST,209.78
2042,EST,209.78
2043,EST,209.78
2044,EST,209.78
2045,EST,209.78
2046,EST,209.78
2047,EST,209.78
2048,EST,209.78
2049,EST,209.78
2050,EST,209.78
2021,ETH,209.78
2022,ETH,209.78
2023,ETH,209.78
2024,ETH,209.78
2025,ETH,209.78
2026,ETH,209.78
2027,ETH,209.78
2028,ETH,209.78
2029,ETH,209.78
2030,ETH,209.78
2031,ETH,209.78
2032,ETH,209.78
2033,ETH,209.78
2034,ETH,209.78
2035,ETH,209.78
2036,ETH,209.78
2037,ETH,209.78
2038,ETH,209.78
2039,ETH,209.78
2040,ETH,209.78
2041,ETH,209.78
2042,ETH,209.78
2043,ETH,209.78
2044,ETH,209.78
2045,ETH,209.78
2046,ETH,209.78
2047,ETH,209.78
2048,ETH,209.78
2049,ETH,209.78
2050,ETH,209.78
2021,FIN,209.78
2022,FIN,209.78
2023,FIN,209.78
2024,FIN,209.78
2025,FIN,209.78
2026,FIN,209.78
2027,FIN,209.78
2028,FIN,209.78
2029,FIN,209.78
2030,FIN,209.78
2031,FIN,209.78
2032,FIN,209.78
2033,FIN,209.78
2034,FIN,209.78
2035,FIN,209.78
2036,FIN,209.78
2037,FIN,209.78
2038,FIN,209.78
2039,FIN,209.78
2040,FIN,209.78
2041,FIN,209.78
2042,FIN,209.78
2043,FIN,209.78
2044,FIN,209.78
2045,FIN,209.78
2046,FIN,209.78
2047,FIN,209.78
2048,FIN,209.78
2049,FIN,209.78
2050,FIN,209.78
2021,FJI,209.78
2022,FJI,209.78
2023,FJI,209.78
2024,FJI,209.78
2025,FJI,209.78
2026,FJI,209.78
2027,FJI,209.78
2028,FJI,209.78
2029,FJI,209.78
2030,FJI,209.78
2031,FJI,209.78
2032,FJI,209.78
2033,FJI,209.78
2034,FJI,209.78
2035,FJI,209.78
2036,FJI,209.78
2037,FJI,209.78
2038,FJI,209.78
2039,FJI,209.78
2040,FJI,209.78
2041,FJI,209.78
2042,FJI,209.78
2043,FJI,209.78
2044,FJI,209.78
2045,FJI,209.78
2046,FJI,209.78
2047,FJI,209.78
2048,FJI,209.78
2049,FJI,209.78
2050,FJI,209.78
2021,FRA,209.78
2022,FRA,209.78
2023,FRA,209.78
2024,FRA,209.78
2025,FRA,209.78
2026,FRA,209.78
2027,FRA,209.78
2028,FRA,209.78
2029,FRA,209.78
2030,FRA,209.78
2031,FRA,209.78
2032,FRA,209.78
2033,FRA,209.78
2034,FRA,209.78
2035,FRA,209.78
2036,FRA,209.78
2037,FRA,209.78
2038,FRA,209.78
2039,FRA,209.78
2040,FRA,209.78
2041,FRA,209.78
2042,FRA,209.78
2043,FRA,209.78
2044,FRA,209.78
2045,FRA,209.78
2046,FRA,209.78
2047,FRA,209.78
2048,FRA,209.78
2049,FRA,209.78
2050,FRA,209.78
2021,FRO,209.78
2022,FRO,209.78
2023,FRO,209.78
2024,FRO,209.78
2025,FRO,209.78
2026,FRO,209.78
2027,FRO,209.78
2028,FRO,209.78
2029,FRO,209.78
2030,FRO,209.78
2031,FRO,209.78
2032,FRO,209.78
2033,FRO,209.78
2034,FRO,209.78
2035,FRO,209.78
2036,FRO,209.78
2037,FRO,209.78
2038,FRO,209.78
2039,FRO,209.78
2040,FRO,209.78
2041,FRO,209.78
2042,FRO,209.78
2043,FRO,209.78
2044,FRO,209.78
2045,FRO,209.78
2046,FRO,209.78
2047,FRO,209.78
2048,FRO,209.78
2049,FRO,209.78
2050,FRO,209.78
2021,FSM,209.78
2022,FSM,209.78
2023,FSM,209.78
2024,FSM,209.78
2025,FSM,209.78
2026,FSM,209.78
2027,FSM,209.78
2028,FSM,209.78
2029,FSM,209.78
2030,FSM,209.78
2031,FSM,209.78
2032,FSM,209.78
2033,FSM,209.78
2034,FSM,209.78
2035,FSM,209.78
2036,FSM,209.78
2037,FSM,209.78
2038,FSM,209.78
2039,FSM,209.78
2040,FSM,209.78
2041,FSM,209.78
2042,FSM,209.78
2043,FSM,209.78
2044,FSM,209.78
2045,FSM,209.78
2046,FSM,209.78
2047,FSM,209.78
2048,FSM,209.78
2049,FSM,209.78
2050,FSM,209.78
2021,GAB,209.78
2022,GAB,209.78
2023,GAB,209.78
2024,GAB,209.78
2025,GAB,209.78
2026,GAB,209.78
2027,GAB,209.78
2028,GAB,209.78
2029,GAB,209.78
2030,GAB,209.78
2031,GAB,209.78
2032,GAB,209.78
2033,GAB,209.78
2034,GAB,209.78
2035,GAB,209.78
2036,GAB,209.78
2037,GAB,209.78
2038,GAB,209.78
2039,GAB,209.78
2040,GAB,209.78
2041,GAB,209.78
2042,GAB,209.78
2043,GAB,209.78
2044,GAB,209.78
2045,GAB,209.78
2046,GAB,209.78
2047,GAB,209.78
2048,GAB,209.78
2049,GAB,209.78
2050,GAB,209.78
2021,GBR,209.78
2022,GBR,209.78
2023,GBR,209.78
2024,GBR,209.78
2025,GBR,209.78
2026,GBR,209.78
2027,GBR,209.78
2028,GBR,209.78
2029,GBR,209.78
2030,GBR,209.78
2031,GBR,209.78
2032,GBR,209.78
2033,GBR,209.78
2034,GBR,209.78
2035,GBR,209.78
2036,GBR,209.78
2037,GBR,209.78
2038,GBR,209.78
2039,GBR,209.78
2040,GBR,209.78
2041,GBR,209.78
2042,GBR,209.78
2043,GBR,209.78
2044,GBR,209.78
2045,GBR,209.78
2046,GBR,209.78
2047,GBR,209.78
2048,GBR,209.78
2049,GBR,209.78
2050,GBR,209.78
2021,GEO,209.78
2022,GEO,209.78
2023,GEO,209.78
2024,GEO,209.78
2025,GEO,209.78
2026,GEO,209.78
2027,GEO,209.78
2028,GEO,209.78
2029,GEO,209.78
2030,GEO,209.78
2031,GEO,209.78
2032,GEO,209.78
2033,GEO,209.78
2034,GEO,209.78
2035,GEO,209.78
2036,GEO,209.78
2037,GEO,209.78
2038,GEO,209.78
2039,GEO,209.78
2040,GEO,209.78
2041,GEO,209.78
2042,GEO,209.78
2043,GEO,209.78
2044,GEO,209.78
2045,GEO,209.78
2046,GEO,209.78
2047,GEO,209.78
2048,GEO,209.78
2049,GEO,209.78
2050,GEO,209.78
2021,GHA,209.78
2022,GHA,209.78
2023,GHA,209.78
2024,GHA,209.78
2025,GHA,209.78
2026,GHA,209.78
2027,GHA,209.78
2028,GHA,209.78
2029,GHA,209.78
2030,GHA,209.78
2031,GHA,209.78
2032,GHA,209.78
2033,GHA,209.78
2034,GHA,209.78
2035,GHA,209.78
2036,GHA,209.78
2037,GHA,209.78
2038,GHA,209.78
2039,GHA,209.78
2040,GHA,209.78
2041,GHA,209.78
2042,GHA,209.78
2043,GHA,209.78
2044,GHA,209.78
2045,GHA,209.78
2046,GHA,209.78
2047,GHA,209.78
2048,GHA,209.78
2049,GHA,209.78
2050,GHA,209.78
2021,GIB,209.78
2022,GIB,209.78
2023,GIB,209.78
2024,GIB,209.78
2025,GIB,209.78
2026,GIB,209.78
2027,GIB,209.78
2028,GIB,209.78
2029,GIB,209.78
2030,GIB,209.78
2031,GIB,209.78
2032,GIB,209.78
2033,GIB,209.78
2034,GIB,209.78
2035,GIB,209.78
2036,GIB,209.78
2037,GIB,209.78
2038,GIB,209.78
2039,GIB,209.78
2040,GIB,209.78
2041,GIB,209.78
2042,GIB,209.78
2043,GIB,209.78
2044,GIB,209.78
2045,GIB,209.78
2046,GIB,209.78
2047,GIB,209.78
2048,GIB,209.78
2049,GIB,209.78
2050,GIB,209.78
2021,GIN,209.78
2022,GIN,209.78
2023,GIN,209.78
2024,GIN,209.78
2025,GIN,209.78
2026,GIN,209.78
2027,GIN,209.78
2028,GIN,209.78
2029,GIN,209.78
2030,GIN,209.78
2031,GIN,209.78
2032,GIN,209.78
2033,GIN,209.78
2034,GIN,209.78
2035,GIN,209.78
2036,GIN,209.78
2037,GIN,209.78
2038,GIN,209.78
2039,GIN,209.78
2040,GIN,209.78
2041,GIN,209.78
2042,GIN,209.78
2043,GIN,209.78
2044,GIN,209.78
2045,GIN,209.78
2046,GIN,209.78
2047,GIN,209.78
2048,GIN,209.78
2049,GIN,209.78
2050,GIN,209.78
2021,GMB,209.78
2022,GMB,209.78
2023,GMB,209.78
2024,GMB,209.78
2025,GMB,209.78
2026,GMB,209.78
2027,GMB,209.78
2028,GMB,209.78
2029,GMB,209.78
2030,GMB,209.78
2031,GMB,209.78
2032,GMB,209.78
2033,GMB,209.78
2034,GMB,209.78
2035,GMB,209.78
2036,GMB,209.78
2037,GMB,209.78
2038,GMB,209.78
2039,GMB,209.78
2040,GMB,209.78
2041,GMB,209.78
2042,GMB,209.78
2043,GMB,209.78
2044,GMB,209.78
2045,GMB,209.78
2046,GMB,209.78
2047,GMB,209.78
2048,GMB,209.78
2049,GMB,209.78
2050,GMB,209.78
2021,GNB,209.78
2022,GNB,209.78
2023,GNB,209.78
2024,GNB,209.78
2025,GNB,209.78
2026,GNB,209.78
2027,GNB,209.78
2028,GNB,209.78
2029,GNB,209.78
2030,GNB,209.78
2031,GNB,209.78
2032,GNB,209.78
2033,GNB,209.78
2034,GNB,209.78
2035,GNB,209.78
2036,GNB,209.78
2037,GNB,209.78
2038,GNB,209.78
2039,GNB,209.78
2040,GNB,209.78
2041,GNB,209.78
2042,GNB,209.78
2043,GNB,209.78
2044,GNB,209.78
2045,GNB,209.78
2046,GNB,209.78
2047,GNB,209.78
2048,GNB,209.78
2049,GNB,209.78
2050,GNB,209.78
2021,GNQ,209.78
2022,GNQ,209.78
2023,GNQ,209.78
2024,GNQ,209.78
2025,GNQ,209.78
2026,GNQ,209.78
2027,GNQ,209.78
2028,GNQ,209.78
2029,GNQ,209.78
2030,GNQ,209.78
2031,GNQ,209.78
2032,GNQ,209.78
2033,GNQ,209.78
2034,GNQ,209.78
2035,GNQ,209.78
2036,GNQ,209.78
2037,GNQ,209.78
2038,GNQ,209.78
2039,GNQ,209.78
2040,GNQ,209.78
2041,GNQ,209.78
2042,GNQ,209.78
2043,GNQ,209.78
2044,GNQ,209.78
2045,GNQ,209.78
2046,GNQ,209.78
2047,GNQ,209.78
2048,GNQ,209.78
2049,GNQ,209.78
2050,GNQ,209.78
2021,GRC,209.78
2022,GRC,209.78
2023,GRC,209.78
2024,GRC,209.78
2025,GRC,209.78
2026,GRC,209.78
2027,GRC,209.78
2028,GRC,209.78
2029,GRC,209.78
2030,GRC,209.78
2031,GRC,209.78
2032,GRC,209.78
2033,GRC,209.78
2034,GRC,209.78
2035,GRC,209.78
2036,GRC,209.78
2037,GRC,209.78
2038,GRC,209.78
2039,GRC,209.78
2040,GRC,209.78
2041,GRC,209.78
2042,GRC,209.78
2043,GRC,209.78
2044,GRC,209.78
2045,GRC,209.78
2046,GRC,209.78
2047,GRC,209.78
2048,GRC,209.78
2049,GRC,209.78
2050,GRC,209.78
2021,GRD,209.78
2022,GRD,209.78
2023,GRD,209.78
2024,GRD,209.78
2025,GRD,209.78
2026,GRD,209.78
2027,GRD,209.78
2028,GRD,209.78
2029,GRD,209.78
2030,GRD,209.78
2031,GRD,209.78
2032,GRD,209.78
2033,GRD,209.78
2034,GRD,209.78
2035,GRD,209.78
2036,GRD,209.78
2037,GRD,209.78
2038,GRD,209.78
2039,GRD,209.78
2040,GRD,209.78
2041,GRD,209.78
2042,GRD,209.78
2043,GRD,209.78
2044,GRD,209.78
2045,GRD,209.78
2046,GRD,209.78
2047,GRD,209.78
2048,GRD,209.78
2049,GRD,209.78
2050,GRD,209.78
2021,GRL,209.78
2022,GRL,209.78
2023,GRL,209.78
2024,GRL,209.78
2025,GRL,209.78
2026,GRL,209.78
2027,GRL,209.78
2028,GRL,209.78
2029,GRL,209.78
2030,GRL,209.78
2031,GRL,209.78
2032,GRL,209.78
2033,GRL,209.78
2034,GRL,209.78
2035,GRL,209.78
2036,GRL,209.78
2037,GRL,209.78
2038,GRL,209.78
2039,GRL,209.78
2040,GRL,209.78
2041,GRL,209.78
2042,GRL,209.78
2043,GRL,209.78
2044,GRL,209.78
2045,GRL,209.78
2046,GRL,209.78
2047,GRL,209.78
2048,GRL,209.78
2049,GRL,209.78
2050,GRL,209.78
2021,GTM,209.78
2022,GTM,209.78
2023,GTM,209.78
2024,GTM,209.78
2025,GTM,209.78
2026,GTM,209.78
2027,GTM,209.78
2028,GTM,209.78
2029,GTM,209.78
2030,GTM,209.78
2031,GTM,209.78
2032,GTM,209.78
2033,GTM,209.78
2034,GTM,209.78
2035,GTM,209.78
2036,GTM,209.78
2037,GTM,209.78
2038,GTM,209.78
2039,GTM,209.78
2040,GTM,209.78
2041,GTM,209.78
2042,GTM,209.78
2043,GTM,209.78
2044,GTM,209.78
2045,GTM,209.78
2046,GTM,209.78
2047,GTM,209.78
2048,GTM,209.78
2049,GTM,209.78
2050,GTM,209.78
2021,GUM,209.78
2022,GUM,209.78
2023,GUM,209.78
2024,GUM,209.78
2025,GUM,209.78
2026,GUM,209.78
2027,GUM,209.78
2028,GUM,209.78
2029,GUM,209.78
2030,GUM,209.78
2031,GUM,209.78
2032,GUM,209.78
2033,GUM,209.78
2034,GUM,209.78
2035,GUM,209.78
2036,GUM,209.78
2037,GUM,209.78
2038,GUM,209.78
2039,GUM,209.78
2040,GUM,209.78
2041,GUM,209.78
2042,GUM,209.78
2043,GUM,209.78
2044,GUM,209.78
2045,GUM,209.78
2046,GUM,209.78
2047,GUM,209.78
2048,GUM,209.78
2049,GUM,209.78
2050,GUM,209.78
2021,GUY,209.78
2022,GUY,209.78
2023,GUY,209.78
2024,GUY,209.78
2025,GUY,209.78
2026,GUY,209.78
2027,GUY,209.78
2028,GUY,209.78
2029,GUY,209.78
2030,GUY,209.78
2031,GUY,209.78
2032,GUY,209.78
2033,GUY,209.78
2034,GUY,209.78
2035,GUY,209.78
2036,GUY,209.78
2037,GUY,209.78
2038,GUY,209.78
2039,GUY,209.78
2040,GUY,209.78
2041,GUY,209.78
2042,GUY,209.78
2043,GUY,209.78
2044,GUY,209.78
2045,GUY,209.78
2046,GUY,209.78
2047,GUY,209.78
2048,GUY,209.78
2049,GUY,209.78
2050,GUY,209.78
2021,HKG,209.78
2022,HKG,209.78
2023,HKG,209.78
2024,HKG,209.78
2025,HKG,209.78
2026,HKG,209.78
2027,HKG,209.78
2028,HKG,209.78
2029,HKG,209.78
2030,HKG,209.78
2031,HKG,209.78
2032,HKG,209.78
2033,HKG,209.78
2034,HKG,209.78
2035,HKG,209.78
2036,HKG,209.78
2037,HKG,209.78
2038,HKG,209.78
2039,HKG,209.78
2040,HKG,209.78
2041,HKG,209.78
2042,HKG,209.78
2043,HKG,209.78
2044,HKG,209.78
2045,HKG,209.78
2046,HKG,209.78
2047,HKG,209.78
2048,HKG,209.78
2049,HKG,209.78
2050,HKG,209.78
2021,HND,209.78
2022,HND,209.78
2023,HND,209.78
2024,HND,209.78
2025,HND,209.78
2026,HND,209.78
2027,HND,209.78
2028,HND,209.78
2029,HND,209.78
2030,HND,209.78
2031,HND,209.78
2032,HND,209.78
2033,HND,209.78
2034,HND,209.78
2035,HND,209.78
2036,HND,209.78
2037,HND,209.78
2038,HND,209.78
2039,HND,209.78
2040,HND,209.78
2041,HND,209.78
2042,HND,209.78
2043,HND,209.78
2044,HND,209.78
2045,HND,209.78
2046,HND,209.78
2047,HND,209.78
2048,HND,209.78
2049,HND,209.78
2050,HND,209.78
2021,HRV,209.78
2022,HRV,209.78
2023,HRV,209.78
2024,HRV,209.78
2025,HRV,209.78
2026,HRV,209.78
2027,HRV,209.78
2028,HRV,209.78
2029,HRV,209.78
2030,HRV,209.78
2031,HRV,209.78
2032,HRV,209.78
2033,HRV,209.78
2034,HRV,209.78
2035,HRV,209.78
2036,HRV,209.78
2037,HRV,209.78
2038,HRV,209.78
2039,HRV,209.78
2040,HRV,209.78
2041,HRV,209.78
2042,HRV,209.78
2043,HRV,209.78
2044,HRV,209.78
2045,HRV,209.78
2046,HRV,209.78
2047,HRV,209.78
2048,HRV,209.78
2049,HRV,209.78
2050,HRV,209.78
2021,HTI,209.78
2022,HTI,209.78
2023,HTI,209.78
2024,HTI,209.78
2025,HTI,209.78
2026,HTI,209.78
2027,HTI,209.78
2028,HTI,209.78
2029,HTI,209.78
2030,HTI,209.78
2031,HTI,209.78
2032,HTI,209.78
2033,HTI,209.78
2034,HTI,209.78
2035,HTI,209.78
2036,HTI,209.78
2037,HTI,209.78
2038,HTI,209.78
2039,HTI,209.78
2040,HTI,209.78
2041,HTI,209.78
2042,HTI,209.78
2043,HTI,209.78
2044,HTI,209.78
2045,HTI,209.78
2046,HTI,209.78
2047,HTI,209.78
2048,HTI,209.78
2049,HTI,209.78
