Year,iso_code3,cost_enfu_fuel_coal_usd_per_tonne
2026,CIV,104.8891667
2027,CIV,104.8891667
2028,CIV,104.8891667
2029,CIV,104.8891667
2030,CIV,104.8891667
2031,CIV,104.8891667
2032,CIV,104.8891667
2033,CIV,104.8891667
2034,CIV,104.8891667
2035,CIV,104.8891667
2036,CIV,104.8891667
2037,CIV,104.8891667
2038,CIV,104.8891667
2039,CIV,104.8891667
2040,CIV,104.8891667
2041,CIV,104.8891667
2042,CIV,104.8891667
2043,CIV,104.8891667
2044,CIV,104.8891667
2045,CIV,104.8891667
2046,CIV,104.8891667
2047,CIV,104.8891667
2048,CIV,104.8891667
2049,CIV,104.8891667
2050,CIV,104.8891667
2021,CMR,104.8891667
2022,CMR,104.8891667
2023,CMR,104.8891667
2024,CMR,104.8891667
2025,CMR,104.8891667
2026,CMR,104.8891667
2027,CMR,104.8891667
2028,CMR,104.8891667
2029,CMR,104.8891667
2030,CMR,104.8891667
2031,CMR,104.8891667
2032,CMR,104.8891667
2033,CMR,104.8891667
2034,CMR,104.8891667
2035,CMR,104.8891667
2036,CMR,104.8891667
2037,CMR,104.8891667
2038,CMR,104.8891667
2039,CMR,104.8891667
2040,CMR,104.8891667
2041,CMR,104.8891667
2042,CMR,104.8891667
2043,CMR,104.8891667
2044,CMR,104.8891667
2045,CMR,104.8891667
2046,CMR,104.8891667
2047,CMR,104.8891667
2048,CMR,104.8891667
2049,CMR,104.8891667
2050,CMR,104.8891667
2021,COD,104.8891667
2022,COD,104.8891667
2023,COD,104.8891667
2024,COD,104.8891667
2025,COD,104.8891667
2026,COD,104.8891667
2027,COD,104.8891667
2028,COD,104.8891667
2029,COD,104.8891667
2030,COD,104.8891667
2031,COD,104.8891667
2032,COD,104.8891667
2033,COD,104.8891667
2034,COD,104.8891667
2035,COD,104.8891667
2036,COD,104.8891667
2037,COD,104.8891667
2038,COD,104.8891667
2039,COD,104.8891667
2040,COD,104.8891667
2041,COD,104.8891667
2042,COD,104.8891667
2043,COD,104.8891667
2044,COD,104.8891667
2045,COD,104.8891667
2046,COD,104.8891667
2047,COD,104.8891667
2048,COD,104.8891667
2049,COD,104.8891667
2050,COD,104.8891667
2021,COG,104.8891667
2022,COG,104.8891667
2023,COG,104.8891667
2024,COG,104.8891667
2025,COG,104.8891667
2026,COG,104.8891667
2027,COG,104.8891667
2028,COG,104.8891667
2029,COG,104.8891667
2030,COG,104.8891667
2031,COG,104.8891667
2032,COG,104.8891667
2033,COG,104.8891667
2034,COG,104.8891667
2035,COG,104.8891667
2036,COG,104.8891667
2037,COG,104.8891667
2038,COG,104.8891667
2039,COG,104.8891667
2040,COG,104.8891667
2041,COG,104.8891667
2042,COG,104.8891667
2043,COG,104.8891667
2044,COG,104.8891667
2045,COG,104.8891667
2046,COG,104.8891667
2047,COG,104.8891667
2048,COG,104.8891667
2049,COG,104.8891667
2050,COG,104.8891667
2021,COL,104.8891667
2022,COL,104.8891667
2023,COL,104.8891667
2024,COL,104.8891667
2025,COL,104.8891667
2026,COL,104.8891667
2027,COL,104.8891667
2028,COL,104.8891667
2029,COL,104.8891667
2030,COL,104.8891667
2031,COL,104.8891667
2032,COL,104.8891667
2033,COL,104.8891667
2034,COL,104.8891667
2035,COL,104.8891667
2036,COL,104.8891667
2037,COL,104.8891667
2038,COL,104.8891667
2039,COL,104.8891667
2040,COL,104.8891667
2041,COL,104.8891667
2042,COL,104.8891667
2043,COL,104.8891667
2044,COL,104.8891667
2045,COL,104.8891667
2046,COL,104.8891667
2047,COL,104.8891667
2048,COL,104.8891667
2049,COL,104.8891667
2050,COL,104.8891667
2021,COM,104.8891667
2022,COM,104.8891667
2023,COM,104.8891667
2024,COM,104.8891667
2025,COM,104.8891667
2026,COM,104.8891667
2027,COM,104.8891667
2028,COM,104.8891667
2029,COM,104.8891667
2030,COM,104.8891667
2031,COM,104.8891667
2032,COM,104.8891667
2033,COM,104.8891667
2034,COM,104.8891667
2035,COM,104.8891667
2036,COM,104.8891667
2037,COM,104.8891667
2038,COM,104.8891667
2039,COM,104.8891667
2040,COM,104.8891667
2041,COM,104.8891667
2042,COM,104.8891667
2043,COM,104.8891667
2044,COM,104.8891667
2045,COM,104.8891667
2046,COM,104.8891667
2047,COM,104.8891667
2048,COM,104.8891667
2049,COM,104.8891667
2050,COM,104.8891667
2021,CPV,104.8891667
2022,CPV,104.8891667
2023,CPV,104.8891667
2024,CPV,104.8891667
2025,CPV,104.8891667
2026,CPV,104.8891667
2027,CPV,104.8891667
2028,CPV,104.8891667
2029,CPV,104.8891667
2030,CPV,104.8891667
2031,CPV,104.8891667
2032,CPV,104.8891667
2033,CPV,104.8891667
2034,CPV,104.8891667
2035,CPV,104.8891667
2036,CPV,104.8891667
2037,CPV,104.8891667
2038,CPV,104.8891667
2039,CPV,104.8891667
2040,CPV,104.8891667
2041,CPV,104.8891667
2042,CPV,104.8891667
2043,CPV,104.8891667
2044,CPV,104.8891667
2045,CPV,104.8891667
2046,CPV,104.8891667
2047,CPV,104.8891667
2048,CPV,104.8891667
2049,CPV,104.8891667
2050,CPV,104.8891667
2021,CRI,104.8891667
2022,CRI,104.8891667
2023,CRI,104.8891667
2024,CRI,104.8891667
2025,CRI,104.8891667
2026,CRI,104.8891667
2027,CRI,104.8891667
2028,CRI,104.8891667
2029,CRI,104.8891667
2030,CRI,104.8891667
2031,CRI,104.8891667
2032,CRI,104.8891667
2033,CRI,104.8891667
2034,CRI,104.8891667
2035,CRI,104.8891667
2036,CRI,104.8891667
2037,CRI,104.8891667
2038,CRI,104.8891667
2039,CRI,104.8891667
2040,CRI,104.8891667
2041,CRI,104.8891667
2042,CRI,104.8891667
2043,CRI,104.8891667
2044,CRI,104.8891667
2045,CRI,104.8891667
2046,CRI,104.8891667
2047,CRI,104.8891667
2048,CRI,104.8891667
2049,CRI,104.8891667
2050,CRI,104.8891667
2021,CUB,104.8891667
2022,CUB,104.8891667
2023,CUB,104.8891667
2024,CUB,104.8891667
2025,CUB,104.8891667
2026,CUB,104.8891667
2027,CUB,104.8891667
2028,CUB,104.8891667
2029,CUB,104.8891667
2030,CUB,104.8891667
2031,CUB,104.8891667
2032,CUB,104.8891667
2033,CUB,104.8891667
2034,CUB,104.8891667
2035,CUB,104.8891667
2036,CUB,104.8891667
2037,CUB,104.8891667
2038,CUB,104.8891667
2039,CUB,104.8891667
2040,CUB,104.8891667
2041,CUB,104.8891667
2042,CUB,104.8891667
2043,CUB,104.8891667
2044,CUB,104.8891667
2045,CUB,104.8891667
2046,CUB,104.8891667
2047,CUB,104.8891667
2048,CUB,104.8891667
2049,CUB,104.8891667
2050,CUB,104.8891667
2021,CUW,104.8891667
2022,CUW,104.8891667
2023,CUW,104.8891667
2024,CUW,104.8891667
2025,CUW,104.8891667
2026,CUW,104.8891667
2027,CUW,104.8891667
2028,CUW,104.8891667
2029,CUW,104.8891667
2030,CUW,104.8891667
2031,CUW,104.8891667
2032,CUW,104.8891667
2033,CUW,104.8891667
2034,CUW,104.8891667
2035,CUW,104.8891667
2036,CUW,104.8891667
2037,CUW,104.8891667
2038,CUW,104.8891667
2039,CUW,104.8891667
2040,CUW,104.8891667
2041,CUW,104.8891667
2042,CUW,104.8891667
2043,CUW,104.8891667
2044,CUW,104.8891667
2045,CUW,104.8891667
2046,CUW,104.8891667
2047,CUW,104.8891667
2048,CUW,104.8891667
2049,CUW,104.8891667
2050,CUW,104.8891667
2021,CYM,104.8891667
2022,CYM,104.8891667
2023,CYM,104.8891667
2024,CYM,104.8891667
2025,CYM,104.8891667
2026,CYM,104.8891667
2027,CYM,104.8891667
2028,CYM,104.8891667
2029,CYM,104.8891667
2030,CYM,104.8891667
2031,CYM,104.8891667
2032,CYM,104.8891667
2033,CYM,104.8891667
2034,CYM,104.8891667
2035,CYM,104.8891667
2036,CYM,104.8891667
2037,CYM,104.8891667
2038,CYM,104.8891667
2039,CYM,104.8891667
2040,CYM,104.8891667
2041,CYM,104.8891667
2042,CYM,104.8891667
2043,CYM,104.8891667
2044,CYM,104.8891667
2045,CYM,104.8891667
2046,CYM,104.8891667
2047,CYM,104.8891667
2048,CYM,104.8891667
2049,CYM,104.8891667
2050,CYM,104.8891667
2021,CYP,104.8891667
2022,CYP,104.8891667
2023,CYP,104.8891667
2024,CYP,104.8891667
2025,CYP,104.8891667
2026,CYP,104.8891667
2027,CYP,104.8891667
2028,CYP,104.8891667
2029,CYP,104.8891667
2030,CYP,104.8891667
2031,CYP,104.8891667
2032,CYP,104.8891667
2033,CYP,104.8891667
2034,CYP,104.8891667
2035,CYP,104.8891667
2036,CYP,104.8891667
2037,CYP,104.8891667
2038,CYP,104.8891667
2039,CYP,104.8891667
2040,CYP,104.8891667
2041,CYP,104.8891667
2042,CYP,104.8891667
2043,CYP,104.8891667
2044,CYP,104.8891667
2045,CYP,104.8891667
2046,CYP,104.8891667
2047,CYP,104.8891667
2048,CYP,104.8891667
2049,CYP,104.8891667
2050,CYP,104.8891667
2021,CZE,104.8891667
2022,CZE,104.8891667
2023,CZE,104.8891667
2024,CZE,104.8891667
2025,CZE,104.8891667
2026,CZE,104.8891667
2027,CZE,104.8891667
2028,CZE,104.8891667
2029,CZE,104.8891667
2030,CZE,104.8891667
2031,CZE,104.8891667
2032,CZE,104.8891667
2033,CZE,104.8891667
2034,CZE,104.8891667
2035,CZE,104.8891667
2036,CZE,104.8891667
2037,CZE,104.8891667
2038,CZE,104.8891667
2039,CZE,104.8891667
2040,CZE,104.8891667
2041,CZE,104.8891667
2042,CZE,104.8891667
2043,CZE,104.8891667
2044,CZE,104.8891667
2045,CZE,104.8891667
2046,CZE,104.8891667
2047,CZE,104.8891667
2048,CZE,104.8891667
2049,CZE,104.8891667
2050,CZE,104.8891667
2021,DEU,113.06375
2022,DEU,113.06375
2023,DEU,113.06375
2024,DEU,113.06375
2025,DEU,113.06375
2026,DEU,113.06375
2027,DEU,113.06375
2028,DEU,113.06375
2029,DEU,113.06375
2030,DEU,113.06375
2031,DEU,113.06375
2032,DEU,113.06375
2033,DEU,113.06375
2034,DEU,113.06375
2035,DEU,113.06375
2036,DEU,113.06375
2037,DEU,113.06375
2038,DEU,113.06375
2039,DEU,113.06375
2040,DEU,113.06375
2041,DEU,113.06375
2042,DEU,113.06375
2043,DEU,113.06375
2044,DEU,113.06375
2045,DEU,113.06375
2046,DEU,113.06375
2047,DEU,113.06375
2048,DEU,113.06375
2049,DEU,113.06375
2050,DEU,113.06375
2021,DJI,104.8891667
2022,DJI,104.8891667
2023,DJI,104.8891667
2024,DJI,104.8891667
2025,DJI,104.8891667
2026,DJI,104.8891667
2027,DJI,104.8891667
2028,DJI,104.8891667
2029,DJI,104.8891667
2030,DJI,104.8891667
2031,DJI,104.8891667
2032,DJI,104.8891667
2033,DJI,104.8891667
2034,DJI,104.8891667
2035,DJI,104.8891667
2036,DJI,104.8891667
2037,DJI,104.8891667
2038,DJI,104.8891667
2039,DJI,104.8891667
2040,DJI,104.8891667
2041,DJI,104.8891667
2042,DJI,104.8891667
2043,DJI,104.8891667
2044,DJI,104.8891667
2045,DJI,104.8891667
2046,DJI,104.8891667
2047,DJI,104.8891667
2048,DJI,104.8891667
2049,DJI,104.8891667
2050,DJI,104.8891667
2021,DMA,104.8891667
2022,DMA,104.8891667
2023,DMA,104.8891667
2024,DMA,104.8891667
2025,DMA,104.8891667
2026,DMA,104.8891667
2027,DMA,104.8891667
2028,DMA,104.8891667
2029,DMA,104.8891667
2030,DMA,104.8891667
2031,DMA,104.8891667
2032,DMA,104.8891667
2033,DMA,104.8891667
2034,DMA,104.8891667
2035,DMA,104.8891667
2036,DMA,104.8891667
2037,DMA,104.8891667
2038,DMA,104.8891667
2039,DMA,104.8891667
2040,DMA,104.8891667
2041,DMA,104.8891667
2042,DMA,104.8891667
2043,DMA,104.8891667
2044,DMA,104.8891667
2045,DMA,104.8891667
2046,DMA,104.8891667
2047,DMA,104.8891667
2048,DMA,104.8891667
2049,DMA,104.8891667
2050,DMA,104.8891667
2021,DNK,104.8891667
2022,DNK,104.8891667
2023,DNK,104.8891667
2024,DNK,104.8891667
2025,DNK,104.8891667
2026,DNK,104.8891667
2027,DNK,104.8891667
2028,DNK,104.8891667
2029,DNK,104.8891667
2030,DNK,104.8891667
2031,DNK,104.8891667
2032,DNK,104.8891667
2033,DNK,104.8891667
2034,DNK,104.8891667
2035,DNK,104.8891667
2036,DNK,104.8891667
2037,DNK,104.8891667
2038,DNK,104.8891667
2039,DNK,104.8891667
2040,DNK,104.8891667
2041,DNK,104.8891667
2042,DNK,104.8891667
2043,DNK,104.8891667
2044,DNK,104.8891667
2045,DNK,104.8891667
2046,DNK,104.8891667
2047,DNK,104.8891667
2048,DNK,104.8891667
2049,DNK,104.8891667
2050,DNK,104.8891667
2021,DOM,104.8891667
2022,DOM,104.8891667
2023,DOM,104.8891667
2024,DOM,104.8891667
2025,DOM,104.8891667
2026,DOM,104.8891667
2027,DOM,104.8891667
2028,DOM,104.8891667
2029,DOM,104.8891667
2030,DOM,104.8891667
2031,DOM,104.8891667
2032,DOM,104.8891667
2033,DOM,104.8891667
2034,DOM,104.8891667
2035,DOM,104.8891667
2036,DOM,104.8891667
2037,DOM,104.8891667
2038,DOM,104.8891667
2039,DOM,104.8891667
2040,DOM,104.8891667
2041,DOM,104.8891667
2042,DOM,104.8891667
2043,DOM,104.8891667
2044,DOM,104.8891667
2045,DOM,104.8891667
2046,DOM,104.8891667
2047,DOM,104.8891667
2048,DOM,104.8891667
2049,DOM,104.8891667
2050,DOM,104.8891667
2021,DZA,104.8891667
2022,DZA,104.8891667
2023,DZA,104.8891667
2024,DZA,104.8891667
2025,DZA,104.8891667
2026,DZA,104.8891667
2027,DZA,104.8891667
2028,DZA,104.8891667
2029,DZA,104.8891667
2030,DZA,104.8891667
2031,DZA,104.8891667
2032,DZA,104.8891667
2033,DZA,104.8891667
2034,DZA,104.8891667
2035,DZA,104.8891667
2036,DZA,104.8891667
2037,DZA,104.8891667
2038,DZA,104.8891667
2039,DZA,104.8891667
2040,DZA,104.8891667
2041,DZA,104.8891667
2042,DZA,104.8891667
2043,DZA,104.8891667
2044,DZA,104.8891667
2045,DZA,104.8891667
2046,DZA,104.8891667
2047,DZA,104.8891667
2048,DZA,104.8891667
2049,DZA,104.8891667
2050,DZA,104.8891667
2021,ECU,104.8891667
2022,ECU,104.8891667
2023,ECU,104.8891667
2024,ECU,104.8891667
2025,ECU,104.8891667
2026,ECU,104.8891667
2027,ECU,104.8891667
2028,ECU,104.8891667
2029,ECU,104.8891667
2030,ECU,104.8891667
2031,ECU,104.8891667
2032,ECU,104.8891667
2033,ECU,104.8891667
2034,ECU,104.8891667
2035,ECU,104.8891667
2036,ECU,104.8891667
2037,ECU,104.8891667
2038,ECU,104.8891667
2039,ECU,104.8891667
2040,ECU,104.8891667
2041,ECU,104.8891667
2042,ECU,104.8891667
2043,ECU,104.8891667
2044,ECU,104.8891667
2045,ECU,104.8891667
2046,ECU,104.8891667
2047,ECU,104.8891667
2048,ECU,104.8891667
2049,ECU,104.8891667
2050,ECU,104.8891667
2021,EGY,104.8891667
2022,EGY,104.8891667
2023,EGY,104.8891667
2024,EGY,104.8891667
2025,EGY,104.8891667
2026,EGY,104.8891667
2027,EGY,104.8891667
2028,EGY,104.8891667
2029,EGY,104.8891667
2030,EGY,104.8891667
2031,EGY,104.8891667
2032,EGY,104.8891667
2033,EGY,104.8891667
2034,EGY,104.8891667
2035,EGY,104.8891667
2036,EGY,104.8891667
2037,EGY,104.8891667
2038,EGY,104.8891667
2039,EGY,104.8891667
2040,EGY,104.8891667
2041,EGY,104.8891667
2042,EGY,104.8891667
2043,EGY,104.8891667
2044,EGY,104.8891667
2045,EGY,104.8891667
2046,EGY,104.8891667
2047,EGY,104.8891667
2048,EGY,104.8891667
2049,EGY,104.8891667
2050,EGY,104.8891667
2021,ERI,104.8891667
2022,ERI,104.8891667
2023,ERI,104.8891667
2024,ERI,104.8891667
2025,ERI,104.8891667
2026,ERI,104.8891667
2027,ERI,104.8891667
2028,ERI,104.8891667
2029,ERI,104.8891667
2030,ERI,104.8891667
2031,ERI,104.8891667
2032,ERI,104.8891667
2033,ERI,104.8891667
2034,ERI,104.8891667
2035,ERI,104.8891667
2036,ERI,104.8891667
2037,ERI,104.8891667
2038,ERI,104.8891667
2039,ERI,104.8891667
2040,ERI,104.8891667
2041,ERI,104.8891667
2042,ERI,104.8891667
2043,ERI,104.8891667
2044,ERI,104.8891667
2045,ERI,104.8891667
2046,ERI,104.8891667
2047,ERI,104.8891667
2048,ERI,104.8891667
2049,ERI,104.8891667
2050,ERI,104.8891667
2021,ESP,104.8891667
2022,ESP,104.8891667
2023,ESP,104.8891667
2024,ESP,104.8891667
2025,ESP,104.8891667
2026,ESP,104.8891667
2027,ESP,104.8891667
2028,ESP,104.8891667
2029,ESP,104.8891667
2030,ESP,104.8891667
2031,ESP,104.8891667
2032,ESP,104.8891667
2033,ESP,104.8891667
2034,ESP,104.8891667
2035,ESP,104.8891667
2036,ESP,104.8891667
2037,ESP,104.8891667
2038,ESP,104.8891667
2039,ESP,104.8891667
2040,ESP,104.8891667
2041,ESP,104.8891667
2042,ESP,104.8891667
2043,ESP,104.8891667
2044,ESP,104.8891667
2045,ESP,104.8891667
2046,ESP,104.8891667
2047,ESP,104.8891667
2048,ESP,104.8891667
2049,ESP,104.8891667
2050,ESP,104.8891667
2021,EST,104.8891667
2022,EST,104.8891667
2023,EST,104.8891667
2024,EST,104.8891667
2025,EST,104.8891667
2026,EST,104.8891667
2027,EST,104.8891667
2028,EST,104.8891667
2029,EST,104.8891667
2030,EST,104.8891667
2031,EST,104.8891667
2032,EST,104.8891667
2033,EST,104.8891667
2034,EST,104.8891667
2035,EST,104.8891667
2036,EST,104.8891667
2037,EST,104.8891667
2038,EST,104.8891667
2039,EST,104.8891667
2040,EST,104.8891667
2041,EST,104.8891667
2042,EST,104.8891667
2043,EST,104.8891667
2044,EST,104.8891667
2045,EST,104.8891667
2046,EST,104.8891667
2047,EST,104.8891667
2048,EST,104.8891667
2049,EST,104.8891667
2050,EST,104.8891667
2021,ETH,104.8891667
2022,ETH,104.8891667
2023,ETH,104.8891667
2024,ETH,104.8891667
2025,ETH,104.8891667
2026,ETH,104.8891667
2027,ETH,104.8891667
2028,ETH,104.8891667
2029,ETH,104.8891667
2030,ETH,104.8891667
2031,ETH,104.8891667
2032,ETH,104.8891667
2033,ETH,104.8891667
2034,ETH,104.8891667
2035,ETH,104.8891667
2036,ETH,104.8891667
2037,ETH,104.8891667
2038,ETH,104.8891667
2039,ETH,104.8891667
2040,ETH,104.8891667
2041,ETH,104.8891667
2042,ETH,104.8891667
2043,ETH,104.8891667
2044,ETH,104.8891667
2045,ETH,104.8891667
2046,ETH,104.8891667
2047,ETH,104.8891667
2048,ETH,104.8891667
2049,ETH,104.8891667
2050,ETH,104.8891667
2021,FIN,216.21125
2022,FIN,216.21125
2023,FIN,216.21125
2024,FIN,216.21125
2025,FIN,216.21125
2026,FIN,216.21125
2027,FIN,216.21125
2028,FIN,216.21125
2029,FIN,216.21125
2030,FIN,216.21125
2031,FIN,216.21125
2032,FIN,216.21125
2033,FIN,216.21125
2034,FIN,216.21125
2035,FIN,216.21125
2036,FIN,216.21125
2037,FIN,216.21125
2038,FIN,216.21125
2039,FIN,216.21125
2040,FIN,216.21125
2041,FIN,216.21125
2042,FIN,216.21125
2043,FIN,216.21125
2044,FIN,216.21125
2045,FIN,216.21125
2046,FIN,216.21125
2047,FIN,216.21125
2048,FIN,216.21125
2049,FIN,216.21125
2050,FIN,216.21125
2021,FJI,104.8891667
2022,FJI,104.8891667
2023,FJI,104.8891667
2024,FJI,104.8891667
2025,FJI,104.8891667
2026,FJI,104.8891667
2027,FJI,104.8891667
2028,FJI,104.8891667
2029,FJI,104.8891667
2030,FJI,104.8891667
2031,FJI,104.8891667
2032,FJI,104.8891667
2033,FJI,104.8891667
2034,FJI,104.8891667
2035,FJI,104.8891667
2036,FJI,104.8891667
2037,FJI,104.8891667
2038,FJI,104.8891667
2039,FJI,104.8891667
2040,FJI,104.8891667
2041,FJI,104.8891667
2042,FJI,104.8891667
2043,FJI,104.8891667
2044,FJI,104.8891667
2045,FJI,104.8891667
2046,FJI,104.8891667
2047,FJI,104.8891667
2048,FJI,104.8891667
2049,FJI,104.8891667
2050,FJI,104.8891667
2021,FRA,161.3725
2022,FRA,161.3725
2023,FRA,161.3725
2024,FRA,161.3725
2025,FRA,161.3725
2026,FRA,161.3725
2027,FRA,161.3725
2028,FRA,161.3725
2029,FRA,161.3725
2030,FRA,161.3725
2031,FRA,161.3725
2032,FRA,161.3725
2033,FRA,161.3725
2034,FRA,161.3725
2035,FRA,161.3725
2036,FRA,161.3725
2037,FRA,161.3725
2038,FRA,161.3725
2039,FRA,161.3725
2040,FRA,161.3725
2041,FRA,161.3725
2042,FRA,161.3725
2043,FRA,161.3725
2044,FRA,161.3725
2045,FRA,161.3725
2046,FRA,161.3725
2047,FRA,161.3725
2048,FRA,161.3725
2049,FRA,161.3725
2050,FRA,161.3725
2021,FRO,104.8891667
2022,FRO,104.8891667
2023,FRO,104.8891667
2024,FRO,104.8891667
2025,FRO,104.8891667
2026,FRO,104.8891667
2027,FRO,104.8891667
2028,FRO,104.8891667
2029,FRO,104.8891667
2030,FRO,104.8891667
2031,FRO,104.8891667
2032,FRO,104.8891667
2033,FRO,104.8891667
2034,FRO,104.8891667
2035,FRO,104.8891667
2036,FRO,104.8891667
2037,FRO,104.8891667
2038,FRO,104.8891667
2039,FRO,104.8891667
2040,FRO,104.8891667
2041,FRO,104.8891667
2042,FRO,104.8891667
2043,FRO,104.8891667
2044,FRO,104.8891667
2045,FRO,104.8891667
2046,FRO,104.8891667
2047,FRO,104.8891667
2048,FRO,104.8891667
2049,FRO,104.8891667
2050,FRO,104.8891667
2021,FSM,104.8891667
2022,FSM,104.8891667
2023,FSM,104.8891667
2024,FSM,104.8891667
2025,FSM,104.8891667
2026,FSM,104.8891667
2027,FSM,104.8891667
2028,FSM,104.8891667
2029,FSM,104.8891667
2030,FSM,104.8891667
2031,FSM,104.8891667
2032,FSM,104.8891667
2033,FSM,104.8891667
2034,FSM,104.8891667
2035,FSM,104.8891667
2036,FSM,104.8891667
2037,FSM,104.8891667
2038,FSM,104.8891667
2039,FSM,104.8891667
2040,FSM,104.8891667
2041,FSM,104.8891667
2042,FSM,104.8891667
2043,FSM,104.8891667
2044,FSM,104.8891667
2045,FSM,104.8891667
2046,FSM,104.8891667
2047,FSM,104.8891667
2048,FSM,104.8891667
2049,FSM,104.8891667
2050,FSM,104.8891667
2021,GAB,104.8891667
2022,GAB,104.8891667
2023,GAB,104.8891667
2024,GAB,104.8891667
2025,GAB,104.8891667
2026,GAB,104.8891667
2027,GAB,104.8891667
2028,GAB,104.8891667
2029,GAB,104.8891667
2030,GAB,104.8891667
2031,GAB,104.8891667
2032,GAB,104.8891667
2033,GAB,104.8891667
2034,GAB,104.8891667
2035,GAB,104.8891667
2036,GAB,104.8891667
2037,GAB,104.8891667
2038,GAB,104.8891667
2039,GAB,104.8891667
2040,GAB,104.8891667
2041,GAB,104.8891667
2042,GAB,104.8891667
2043,GAB,104.8891667
2044,GAB,104.8891667
2045,GAB,104.8891667
2046,GAB,104.8891667
2047,GAB,104.8891667
2048,GAB,104.8891667
2049,GAB,104.8891667
2050,GAB,104.8891667
2021,GBR,232.7929167
2022,GBR,232.7929167
2023,GBR,232.7929167
2024,GBR,232.7929167
2025,GBR,232.7929167
2026,GBR,232.7929167
2027,GBR,232.7929167
2028,GBR,232.7929167
2029,GBR,232.7929167
2030,GBR,232.7929167
2031,GBR,232.7929167
2032,GBR,232.7929167
2033,GBR,232.7929167
2034,GBR,232.7929167
2035,GBR,232.7929167
2036,GBR,232.7929167
2037,GBR,232.7929167
2038,GBR,232.7929167
2039,GBR,232.7929167
2040,GBR,232.7929167
2041,GBR,232.7929167
2042,GBR,232.7929167
2043,GBR,232.7929167
2044,GBR,232.7929167
2045,GBR,232.7929167
2046,GBR,232.7929167
2047,GBR,232.7929167
2048,GBR,232.7929167
2049,GBR,232.7929167
2050,GBR,232.7929167
2021,GEO,104.8891667
2022,GEO,104.8891667
2023,GEO,104.8891667
2024,GEO,104.8891667
2025,GEO,104.8891667
2026,GEO,104.8891667
2027,GEO,104.8891667
2028,GEO,104.8891667
2029,GEO,104.8891667
2030,GEO,104.8891667
2031,GEO,104.8891667
2032,GEO,104.8891667
2033,GEO,104.8891667
2034,GEO,104.8891667
2035,GEO,104.8891667
2036,GEO,104.8891667
2037,GEO,104.8891667
2038,GEO,104.8891667
2039,GEO,104.8891667
2040,GEO,104.8891667
2041,GEO,104.8891667
2042,GEO,104.8891667
2043,GEO,104.8891667
2044,GEO,104.8891667
2045,GEO,104.8891667
2046,GEO,104.8891667
2047,GEO,104.8891667
2048,GEO,104.8891667
2049,GEO,104.8891667
2050,GEO,104.8891667
2021,GHA,104.8891667
2022,GHA,104.8891667
2023,GHA,104.8891667
2024,GHA,104.8891667
2025,GHA,104.8891667
2026,GHA,104.8891667
2027,GHA,104.8891667
2028,GHA,104.8891667
2029,GHA,104.8891667
2030,GHA,104.8891667
2031,GHA,104.8891667
2032,GHA,104.8891667
2033,GHA,104.8891667
2034,GHA,104.8891667
2035,GHA,104.8891667
2036,GHA,104.8891667
2037,GHA,104.8891667
2038,GHA,104.8891667
2039,GHA,104.8891667
2040,GHA,104.8891667
2041,GHA,104.8891667
2042,GHA,104.8891667
2043,GHA,104.8891667
2044,GHA,104.8891667
2045,GHA,104.8891667
2046,GHA,104.8891667
2047,GHA,104.8891667
2048,GHA,104.8891667
2049,GHA,104.8891667
2050,GHA,104.8891667
2021,GIB,104.8891667
2022,GIB,104.8891667
2023,GIB,104.8891667
2024,GIB,104.8891667
2025,GIB,104.8891667
2026,GIB,104.8891667
2027,GIB,104.8891667
2028,GIB,104.8891667
2029,GIB,104.8891667
2030,GIB,104.8891667
2031,GIB,104.8891667
2032,GIB,104.8891667
2033,GIB,104.8891667
2034,GIB,104.8891667
2035,GIB,104.8891667
2036,GIB,104.8891667
2037,GIB,104.8891667
2038,GIB,104.8891667
2039,GIB,104.8891667
2040,GIB,104.8891667
2041,GIB,104.8891667
2042,GIB,104.8891667
2043,GIB,104.8891667
2044,GIB,104.8891667
2045,GIB,104.8891667
2046,GIB,104.8891667
2047,GIB,104.8891667
2048,GIB,104.8891667
2049,GIB,104.8891667
2050,GIB,104.8891667
2021,GIN,104.8891667
2022,GIN,104.8891667
2023,GIN,104.8891667
2024,GIN,104.8891667
2025,GIN,104.8891667
2026,GIN,104.8891667
2027,GIN,104.8891667
2028,GIN,104.8891667
2029,GIN,104.8891667
2030,GIN,104.8891667
2031,GIN,104.8891667
2032,GIN,104.8891667
2033,GIN,104.8891667
2034,GIN,104.8891667
2035,GIN,104.8891667
2036,GIN,104.8891667
2037,GIN,104.8891667
2038,GIN,104.8891667
2039,GIN,104.8891667
2040,GIN,104.8891667
2041,GIN,104.8891667
2042,GIN,104.8891667
2043,GIN,104.8891667
2044,GIN,104.8891667
2045,GIN,104.8891667
2046,GIN,104.8891667
2047,GIN,104.8891667
2048,GIN,104.8891667
2049,GIN,104.8891667
2050,GIN,104.8891667
2021,GMB,104.8891667
2022,GMB,104.8891667
2023,GMB,104.8891667
2024,GMB,104.8891667
2025,GMB,104.8891667
2026,GMB,104.8891667
2027,GMB,104.8891667
2028,GMB,104.8891667
2029,GMB,104.8891667
2030,GMB,104.8891667
2031,GMB,104.8891667
2032,GMB,104.8891667
2033,GMB,104.8891667
2034,GMB,104.8891667
2035,GMB,104.8891667
2036,GMB,104.8891667
2037,GMB,104.8891667
