Year,prodinit_ippu_metals_tonne,iso_code3
2023,122856.712977684,"BWA"
2024,113794.088522374,"BWA"
2025,105399.975864486,"BWA"
2026,97625.0616924615,"BWA"
2027,90423.6703309174,"BWA"
2028,83753.4954074789,"BWA"
2029,77575.351313429,"BWA"
2030,71852.9429980607,"BWA"
2031,66552.6527443367,"BWA"
2032,61643.3426732126,"BWA"
2033,57096.1718163889,"BWA"
2034,52884.4266828385,"BWA"
2035,48983.364323731,"BWA"
2036,45370.0669737993,"BWA"
2037,42023.307415203,"BWA"
2038,38923.4242729348,"BWA"
2039,36052.2065091618,"BWA"
2040,33392.786437935,"BWA"
2041,30929.5406317549,"BWA"
2042,28647.9981378437,"BWA"
2043,26534.7554649192,"BWA"
2044,24577.3978410365,"BWA"
2045,22764.4262799098,"BWA"
2046,21085.1900272447,"BWA"
2047,19529.8239902218,"BWA"
2048,18089.1907825449,"BWA"
2049,16754.8270445828,"BWA"
2050,15518.8937232485,"BWA"
2021,17109.22,"CAF"
2022,17962.4578211095,"CAF"
2023,18858.2466632107,"CAF"
2024,19798.7085482565,"CAF"
2025,20786.0713235611,"CAF"
2026,21822.673939317,"CAF"
2027,22910.9719893021,"CAF"
2028,24053.5435279025,"CAF"
2029,25253.0951772302,"CAF"
2030,26512.4685388031,"CAF"
2031,27834.6469249764,"CAF"
2032,29222.7624260699,"CAF"
2033,30680.1033299346,"CAF"
2034,32210.1219115326,"CAF"
2035,33816.442610984,"CAF"
2036,35502.8706194538,"CAF"
2037,37273.400893217,"CAF"
2038,39132.2276172564,"CAF"
2039,41083.7541408098,"CAF"
2040,43132.6034084037,"CAF"
2041,45283.6289110839,"CAF"
2042,47541.926183784,"CAF"
2043,49912.8448760681,"CAF"
2044,52402.0014248432,"CAF"
2045,55015.2923590594,"CAF"
2046,57758.9082679171,"CAF"
2047,60639.348465669,"CAF"
2048,63663.4363877571,"CAF"
2049,66838.3357547553,"CAF"
2050,70171.5675424098,"CAF"
2021,40067450,"CAN"
2022,40250188.8005705,"CAN"
2023,40433761.0324983,"CAN"
2024,40618170.4968798,"CAN"
2025,40803421.0121477,"CAN"
2026,40989516.4141494,"CAN"
2027,41176460.556227,"CAN"
2028,41364257.3092968,"CAN"
2029,41552910.5619293,"CAN"
2030,41742424.2204302,"CAN"
2031,41932802.2089208,"CAN"
2032,42124048.4694195,"CAN"
2033,42316166.9619235,"CAN"
2034,42509161.6644903,"CAN"
2035,42703036.573321,"CAN"
2036,42897795.7028421,"CAN"
2037,43093443.085789,"CAN"
2038,43289982.7732898,"CAN"
2039,43487418.8349485,"CAN"
2040,43685755.3589301,"CAN"
2041,43884996.4520446,"CAN"
2042,44085146.2398321,"CAN"
2043,44286208.8666487,"CAN"
2044,44488188.4957519,"CAN"
2045,44691089.3093866,"CAN"
2046,44894915.5088724,"CAN"
2047,45099671.31469,"CAN"
2048,45305360.9665688,"CAN"
2049,45511988.7235747,"CAN"
2050,45719558.8641982,"CAN"
2021,7943969,"CHE"
2022,7997889.06136525,"CHE"
2023,8052175.10767047,"CHE"
2024,8106829.62305558,"CHE"
2025,8161855.1085217,"CHE"
2026,8217254.08204561,"CHE"
2027,8273029.07869499,"CHE"
2028,8329182.65074439,"CHE"
2029,8385717.36779207,"CHE"
2030,8442635.81687753,"CHE"
2031,8499940.60259994,"CHE"
2032,8557634.34723731,"CHE"
2033,8615719.69086647,"CHE"
2034,8674199.29148391,"CHE"
2035,8733075.82512738,"CHE"
2036,8792351.98599838,"CHE"
2037,8852030.48658542,"CHE"
2038,8912114.05778815,"CHE"
2039,8972605.44904232,"CHE"
2040,9033507.42844563,"CHE"
2041,9094822.78288435,"CHE"
2042,9156554.31816089,"CHE"
2043,9218704.85912215,"CHE"
2044,9281277.24978883,"CHE"
2045,9344274.35348554,"CHE"
2046,9407699.05297187,"CHE"
2047,9471554.25057423,"CHE"
2048,9535842.86831874,"CHE"
2049,9600567.8480649,"CHE"
2050,9665732.15164022,"CHE"
2021,15173150,"CHL"
2022,15126405.8416112,"CHL"
2023,15079805.6886756,"CHL"
2024,15033349.0975535,"CHL"
2025,14987035.6259718,"CHL"
2026,14940864.8330198,"CHL"
2027,14894836.2791453,"CHL"
2028,14848949.5261502,"CHL"
2029,14803204.1371863,"CHL"
2030,14757599.6767512,"CHL"
2031,14712135.7106842,"CHL"
2032,14666811.8061622,"CHL"
2033,14621627.5316954,"CHL"
2034,14576582.4571233,"CHL"
2035,14531676.1536106,"CHL"
2036,14486908.1936432,"CHL"
2037,14442278.1510239,"CHL"
2038,14397785.6008688,"CHL"
2039,14353430.1196025,"CHL"
2040,14309211.2849549,"CHL"
2041,14265128.6759565,"CHL"
2042,14221181.872935,"CHL"
2043,14177370.4575107,"CHL"
2044,14133694.012593,"CHL"
2045,14090152.1223762,"CHL"
2046,14046744.3723354,"CHL"
2047,14003470.349223,"CHL"
2048,13960329.6410644,"CHL"
2049,13917321.8371541,"CHL"
2050,13874446.5280519,"CHL"
2021,365301400,"CHN"
2022,397782500.487391,"CHN"
2023,433151687.056227,"CHN"
2024,471665756.461809,"CHN"
2025,513604338.772464,"CHN"
2026,559271927.613976,"CHN"
2027,609000090.935021,"CHN"
2028,663149878.34479,"CHN"
2029,722114442.501178,"CHN"
2030,786321893.582059,"CHN"
2031,856238407.564417,"CHN"
2032,932371610.878896,"CHN"
2033,1015274266.01394,"CHN"
2034,1105548284.82871,"CHN"
2035,1203849098.71331,"CHN"
2036,1310890417.32573,"CHN"
2037,1427449410.4561,"CHN"
2038,1554372350.64109,"CHN"
2039,1692580757.49635,"CHN"
2040,1843078088.37781,"CHN"
2041,2006957023.94912,"CHN"
2042,2185407401.55175,"CHN"
2043,2379724853.97786,"CHN"
2044,2591320216.36737,"CHN"
2045,2821729769.52769,"CHN"
2046,3072626394.04731,"CHN"
2047,3345831716.1875,"CHN"
2048,3643329333.7367,"CHN"
2049,3967279217.85365,"CHN"
2050,4320033395.46328,"CHN"
2021,958643.5,"CIV"
2022,1099410.75717143,"CIV"
2023,1260848.28508644,"CIV"
2024,1445991.30728491,"CIV"
2025,1658320.73967581,"CIV"
2026,1901828.63602587,"CIV"
2027,2181093.24346695,"CIV"
2028,2501365.07915768,"CIV"
2029,2868665.64644617,"CIV"
2030,3289900.64651881,"CIV"
2031,3772989.8140529,"CIV"
2032,4327015.81794275,"CIV"
2033,4962395.02661541,"CIV"
2034,5691073.34853362,"CIV"
2035,6526750.82992739,"CIV"
2036,7485139.23246727,"CIV"
2037,8584257.43365539,"CIV"
2038,9844770.203824,"CIV"
2039,11290376.7291646,"CIV"
2040,12948256.185497,"CIV"
2041,14849578.7401124,"CIV"
2042,17030091.5891505,"CIV"
2043,19530791.0487337,"CIV"
2044,22398693.3359954,"CIV"
2045,25687718.5316308,"CIV"
2046,29459704.3435508,"CIV"
2047,33785568.7316398,"CIV"
2048,38746643.2523868,"CIV"
2049,44436202.1919075,"CIV"
2050,50961216.2369305,"CIV"
2021,844826.3,"CMR"
2022,925115.711539143,"CMR"
2023,1013035.55504436,"CMR"
2024,1109311.00075757,"CMR"
2025,1214736.13662837,"CMR"
2026,1330180.51801804,"CMR"
2027,1456596.33986509,"CMR"
2028,1595026.29046894,"CMR"
2029,1746612.15167049,"CMR"
2030,1912604.21636443,"CMR"
2031,2094371.60101993,"CMR"
2032,2293413.53826807,"CMR"
2033,2511371.74269832,"CMR"
2034,2750043.9518581,"CMR"
2035,3011398.75414286,"CMR"
2036,3297591.82587824,"CMR"
2037,3610983.71151918,"CMR"
2038,3954159.29361849,"CMR"
2039,4329949.11315495,"CMR"
2040,4741452.71607267,"CMR"
2041,5192064.21859591,"CMR"
2042,5685500.30218435,"CMR"
2043,6225830.86903342,"CMR"
2044,6817512.61096892,"CMR"
2045,7465425.76861491,"CMR"
2046,8174914.38402763,"CMR"
2047,8951830.37880248,"CMR"
2048,9802581.82121411,"CMR"
2049,10734185.7805009,"CMR"
2050,11754326.2042403,"CMR"
2021,6612675,"COD"
2022,8094566.72951125,"COD"
2023,9908548.43743425,"COD"
2024,12129041.0491074,"COD"
2025,14847143.1208975,"COD"
2026,18174368.2752757,"COD"
2027,22247220.1901547,"COD"
2028,27232792.8372916,"COD"
2029,33335625.7267162,"COD"
2030,40806095.4023775,"COD"
2031,49950687.4608758,"COD"
2032,61144570.5160197,"COD"
2033,74846987.9722242,"COD"
2034,91620099.0739897,"COD"
2035,112152042.209672,"COD"
2036,137285166.671151,"COD"
2037,168050591.113536,"COD"
2038,205710506.520029,"COD"
2039,251809959.205304,"COD"
2040,308240238.321532,"COD"
2041,377316468.420737,"COD"
2042,461872590.407842,"COD"
2043,565377627.599799,"COD"
2044,692078006.854917,"COD"
2045,847171773.679225,"COD"
2046,1037021848.70796,"COD"
2047,1269417074.68274,"COD"
2048,1553891763.71142,"COD"
2049,1902116854.64657,"COD"
2050,2328378728.31566,"COD"
2021,803243.9,"COG"
2022,953150.1586541,"COG"
2023,1131032.83441348,"COG"
2024,1342113.05627618,"COG"
2025,1592586.35206739,"COG"
2026,1889804.4966708,"COG"
2027,2242491.29788225,"COG"
2028,2660998.6535309,"COG"
2029,3157610.39553655,"COG"
2030,3746902.8391918,"COG"
2031,4446172.62034254,"COG"
2032,5275944.37814344,"COG"
2033,6260573.1846549,"COG"
2034,7428959.40351295,"COG"
2035,8815396.9598689,"COG"
2036,10460579.9196208,"COG"
2037,12412796.9225791,"COG"
2038,14729348.5280093,"COG"
2039,17478229.0738138,"COG"
2040,20740122.4144974,"COG"
2041,24610770.1158809,"COG"
2042,29203781.6167063,"COG"
2043,34653968.8396804,"COG"
2044,41121303.1278987,"COG"
2045,48795610.6487954,"COG"
2046,57902144.0829156,"COG"
2047,68708194.1351108,"COG"
2048,81530934.9261383,"COG"
2049,96746733.5389237,"COG"
2050,114802196.968929,"COG"
2021,5088359,"COL"
2022,5081373.38783072,"COL"
2023,5074397.36593944,"COL"
2024,5067430.92116004,"COL"
2025,5060474.04034447,"COL"
2026,5053526.71036274,"COL"
2027,5046588.91810286,"COL"
2028,5039660.65047086,"COL"
2029,5032741.89439077,"COL"
2030,5025832.63680452,"COL"
2031,5018932.86467201,"COL"
2032,5012042.56497102,"COL"
2033,5005161.72469721,"COL"
2034,4998290.3308641,"COL"
2035,4991428.37050303,"COL"
2036,4984575.83066316,"COL"
2037,4977732.69841141,"COL"
2038,4970898.96083247,"COL"
2039,4964074.60502875,"COL"
2040,4957259.61812038,"COL"
2041,4950453.98724516,"COL"
2042,4943657.69955855,"COL"
2043,4936870.74223365,"COL"
2044,4930093.10246116,"COL"
2045,4923324.76744937,"COL"
2046,4916565.72442414,"COL"
2047,4909815.96062886,"COL"
2048,4903075.46332443,"COL"
2049,4896344.21978924,"COL"
2050,4889622.21731914,"COL"
2021,23393.73,"COM"
2022,26917.8741607612,"COM"
2023,30972.9123715873,"COM"
2024,35638.8210691784,"COM"
2025,41007.6247258572,"COM"
2026,47185.2108236841,"COM"
2027,54293.4182450133,"COM"
2028,62472.4402682617,"COM"
2029,71883.589562534,"COM"
2030,82712.4797143549,"COM"
2031,95172.6860349126,"COM"
2032,109509.957848937,"COM"
2033,126007.065343062,"COM"
2034,144989.37656677,"COM"
2035,166831.274579622,"COM"
2036,191963.541308447,"COM"
2037,220881.853744351,"COM"
2038,254156.560047761,"COM"
2039,292443.928373011,"COM"
2040,336499.090270059,"COM"
2041,387190.933942559,"COM"
2042,445519.24109808,"COM"
2043,512634.405375968,"COM"
2044,589860.121254153,"COM"
2045,678719.490922167,"COM"
2046,780965.064019238,"COM"
2047,898613.402703231,"COM"
2048,1033984.85376804,"COM"
2049,1189749.31222431,"COM"
2050,1368978.87892636,"COM"
2021,23951.62,"CPV"
2022,23720.1522628686,"CPV"
2023,23490.9214230048,"CPV"
2024,23263.9058631005,"CPV"
2025,23039.0841747567,"CPV"
2026,22816.4351564644,"CPV"
2027,22595.9378116054,"CPV"
2028,22377.5713464721,"CPV"
2029,22161.315168307,"CPV"
2030,21947.1488833599,"CPV"
2031,21735.0522949656,"CPV"
2032,21525.0054016386,"CPV"
2033,21316.9883951873,"CPV"
2034,21110.9816588459,"CPV"
2035,20906.9657654243,"CPV"
2036,20704.9214754762,"CPV"
2037,20504.8297354848,"CPV"
2038,20306.671676066,"CPV"
2039,20110.4286101886,"CPV"
2040,19916.0820314126,"CPV"
2041,19723.6136121435,"CPV"
2042,19533.0052019042,"CPV"
2043,19344.2388256231,"CPV"
2044,19157.2966819395,"CPV"
2045,18972.1611415241,"CPV"
2046,18788.8147454173,"CPV"
2047,18607.240203382,"CPV"
2048,18427.4203922737,"CPV"
2049,18249.3383544254,"CPV"
2050,18072.9772960484,"CPV"
2021,1035318,"CRI"
2022,1073063.72562282,"CRI"
2023,1112185.58862836,"CRI"
2024,1152733.76036885,"CRI"
2025,1194760.24134865,"CRI"
2026,1238318.92791163,"CRI"
2027,1283465.68135984,"CRI"
2028,1330258.39959223,"CRI"
2029,1378757.09135502,"CRI"
2030,1429023.95319921,"CRI"
2031,1481123.44924381,"CRI"
2032,1535122.393847,"CRI"
2033,1591090.03729143,"CRI"
2034,1649098.15459337,"CRI"
2035,1709221.1375497,"CRI"
2036,1771536.09014077,"CRI"
2037,1836122.92741143,"CRI"
2038,1903064.4779571,"CRI"
2039,1972446.59014631,"CRI"
2040,2044358.24221585,"CRI"
2041,2118891.65637985,"CRI"
2042,2196142.41709897,"CRI"
2043,2276209.59366159,"CRI"
2044,2359195.86723395,"CRI"
2045,2445207.66254236,"CRI"
2046,2534355.28435629,"CRI"
2047,2626753.05894734,"CRI"
2048,2722519.48070562,"CRI"
2049,2821777.36410136,"CRI"
2050,2924654.00118683,"CRI"
2021,1223800,"CUB"
2022,1271138.54256952,"CUB"
2023,1320308.21572623,"CUB"
2024,1371379.85053179,"CUB"
2025,1424427.01790667,"CUB"
2026,1479526.1346123,"CUB"
2027,1536756.57333273,"CUB"
2028,1596200.77701446,"CUB"
2029,1657944.37762911,"CUB"
2030,1722076.31952998,"CUB"
2031,1788688.98758034,"CUB"
2032,1857878.34023781,"CUB"
2033,1929744.0477867,"CUB"
2034,2004389.63591746,"CUB"
2035,2081922.63485992,"CUB"
2036,2162454.73428529,"CUB"
2037,2246101.9442,"CUB"
2038,2332984.76206321,"CUB"
2039,2423228.34636863,"CUB"
2040,2516962.69694081,"CUB"
2041,2614322.84220558,"CUB"
2042,2715449.03370437,"CUB"
2043,2820486.94813269,"CUB"
2044,2929587.89719377,"CUB"
2045,3042909.0455697,"CUB"
2046,3160613.63732397,"CUB"
2047,3282871.23106172,"CUB"
2048,3409857.94418631,"CUB"
2049,3541756.70660409,"CUB"
2050,3678757.52424297,"CUB"
2021,19855.59,"CUW"
2022,20015.3443065635,"CUW"
2023,20176.3839659402,"CUW"
2024,20338.7193198348,"CUW"
2025,20502.3607931594,"CUW"
2026,20667.3188947029,"CUW"
2027,20833.6042178058,"CUW"
2028,21001.2274410408,"CUW"
2029,21170.1993288983,"CUW"
2030,21340.5307324778,"CUW"
2031,21512.2325901845,"CUW"
2032,21685.3159284322,"CUW"
2033,21859.7918623509,"CUW"
2034,22035.6715965009,"CUW"
2035,22212.9664255923,"CUW"
2036,22391.6877352103,"CUW"
2037,22571.8470025463,"CUW"
2038,22753.455797135,"CUW"
2039,22936.5257815975,"CUW"
2040,23121.06871239,"CUW"
2041,23307.0964405589,"CUW"
2042,23494.6209125021,"CUW"
2043,23683.6541707355,"CUW"
2044,23874.2083546674,"CUW"
2045,24066.2957013768,"CUW"
2046,24259.9285464006,"CUW"
2047,24455.1193245245,"CUW"
2048,24651.8805705824,"CUW"
2049,24850.2249202612,"CUW"
2050,25050.1651109119,"CUW"
2021,42112.04,"CYM"
2022,43130.2473867382,"CYM"
2023,44173.0735352938,"CYM"
2024,45241.1136912341,"CYM"
2025,46334.9774922913,"CYM"
2026,47455.2893163444,"CYM"
2027,48602.688637814,"CYM"
2028,49777.8303926745,"CYM"
2029,50981.3853522923,"CYM"
2030,52214.0405063016,"CYM"
2031,53476.4994547392,"CYM"
2032,54769.4828096589,"CYM"
2033,56093.7286064578,"CYM"
2034,57449.9927251464,"CYM"
2035,58839.0493218061,"CYM"
2036,60261.6912704772,"CYM"
2037,61718.7306157317,"CYM"
2038,63210.9990361892,"CYM"
2039,64739.3483192385,"CYM"
2040,66304.6508472392,"CYM"
2041,67907.8000954768,"CYM"
2042,69549.7111421597,"CYM"
2043,71231.3211907456,"CYM"
2044,72953.5901048979,"CYM"
2045,74717.5009563758,"CYM"
2046,76524.0605861729,"CYM"
2047,78374.3001792213,"CYM"
2048,80269.2758529934,"CYM"
2049,82210.0692603334,"CYM"
2050,84197.7882068657,"CYM"
2021,219653,"CYP"
2022,218694.663428044,"CYP"
2023,217740.508037248,"CYP"
2024,216790.515585297,"CYP"
2025,215844.66790947,"CYP"
2026,214902.946926286,"CYP"
2027,213965.334631163,"CYP"
2028,213031.813098074,"CYP"
2029,212102.364479198,"CYP"
2030,211176.971004587,"CYP"
2031,210255.614981822,"CYP"
2032,209338.278795673,"CYP"
2033,208424.944907767,"CYP"
2034,207515.59585625,"CYP"
2035,206610.214255451,"CYP"
2036,205708.782795555,"CYP"
2037,204811.284242266,"CYP"
2038,203917.701436484,"CYP"
2039,203028.017293969,"CYP"
2040,202142.214805023,"CYP"
2041,201260.277034158,"CYP"
2042,200382.187119776,"CYP"
2043,199507.928273845,"CYP"
2044,198637.483781578,"CYP"
2045,197770.837001114,"CYP"
2046,196907.971363202,"CYP"
2047,196048.870370877,"CYP"
2048,195193.517599156,"CYP"
2049,194341.896694711,"CYP"
2050,193493.991375568,"CYP"
2021,9998216,"CZE"
2022,10248804.9999456,"CZE"
2023,10505674.6050405,"CZE"
2024,10768982.2284236,"CZE"
2025,11038889.2285377,"CZE"
2026,11315561.0080121,"CZE"
2027,11599167.1150237,"CZE"
2028,11889881.3471983,"CZE"
2029,12187881.8581161,"CZE"
2030,12493351.2664866,"CZE"
2031,12806476.7680599,"CZE"
2032,13127450.2503426,"CZE"
2033,13456468.4101892,"CZE"
2034,13793732.8743405,"CZE"
2035,14139450.3229831,"CZE"
2036,14493832.6164059,"CZE"
2037,14857096.924831,"CZE"
2038,15229465.8614981,"CZE"
2039,15611167.6190855,"CZE"
2040,16002436.1095492,"CZE"
2041,16403511.1074673,"CZE"
2042,16814638.3969775,"CZE"
2043,17236069.9223961,"CZE"
2044,17668063.9426139,"CZE"
2045,18110885.1893598,"CZE"
2046,18564805.0294324,"CZE"
2047,19030101.6309971,"CZE"
2048,19507060.1340516,"CZE"
2049,19995972.8251627,"CZE"
2050,20497139.3165845,"CZE"
2021,100457000,"DEU"
2022,101506931.991229,"DEU"
2023,102567837.405776,"DEU"
2024,103639830.932991,"DEU"
2025,104723028.46091,"DEU"
2026,105817547.088776,"DEU"
2027,106923505.139702,"DEU"
2028,108041022.173463,"DEU"
2029,109170218.999418,"DEU"
2030,110311217.689574,"DEU"
2031,111464141.591778,"DEU"
2032,112629115.343056,"DEU"
2033,113806264.883083,"DEU"
2034,114995717.467801,"DEU"
2035,116197601.683175,"DEU"
2036,117412047.459092,"DEU"
2037,118639186.083409,"DEU"
2038,119879150.216146,"DEU"
2039,121132073.903826,"DEU"
2040,122398092.593967,"DEU"
2041,123677343.149726,"DEU"
2042,124969963.86469,"DEU"
2043,126276094.477831,"DEU"
2044,127595876.18861,"DEU"
2045,128929451.672243,"DEU"
2046,130276965.095123,"DEU"
2047,131638562.130408,"DEU"
2048,133014389.973765,"DEU"
2049,134404597.359286,"DEU"
2050,135809334.575566,"DEU"
2021,124492.8,"DJI"
2022,140605.309248445,"DJI"
2023,158803.183709026,"DJI"
2024,179356.322253538,"DJI"
2025,202569.555477285,"DJI"
2026,228787.166745416,"DJI"
2027,258397.998376733,"DJI"
2028,291841.218696501,"DJI"
2029,329612.835491408,"DJI"
2030,372273.052469913,"DJI"
2031,420454.577834179,"DJI"
2032,474872.00819083,"DJI"
2033,536332.426976516,"DJI"
2034,605747.374587143,"DJI"
2035,684146.36774383,"DJI"
2036,772692.168605911,"DJI"
2037,872698.030092391,"DJI"
2038,985647.173183107,"DJI"
2039,1113214.78507405,"DJI"
2040,1257292.86444902,"DJI"
2041,1420018.28235623,"DJI"
2042,1603804.47487039,"DJI"
2043,1811377.23758476,"DJI"
2044,2045815.15281365,"DJI"
2045,2310595.24909488,"DJI"
2046,2609644.57018378,"DJI"
2047,2947398.41837613,"DJI"
2048,3328866.13598662,"DJI"
2049,3759705.40061013,"DJI"
2050,4246306.13606439,"DJI"
2021,9153.716,"DMA"
2022,9353.83125941556,"DMA"
2023,9558.32136693116,"DMA"
2024,9767.28196390846,"DMA"
2025,9980.8107825863,"DMA"
2026,10199.0076917907,"DMA"
2027,10421.9747436442,"DMA"
2028,10649.8162212962,"DMA"
2029,10882.638687697,"DMA"
2030,11120.551035438,"DMA"
2031,11363.6645376813,"DMA"
2032,11612.0929002031,"DMA"
2033,11865.9523145744,"DMA"
2034,12125.3615125049,"DMA"
2035,12390.4418213743,"DMA"
2036,12661.3172209779,"DMA"
2037,12938.1144015129,"DMA"
2038,13220.9628228324,"DMA"
2039,13509.9947749942,"DMA"
2040,13805.345440134,"DMA"
2041,14107.1529556909,"DMA"
2042,14415.5584790153,"DMA"
2043,14730.706253389,"DMA"
2044,15052.7436754885,"DMA"
2045,15381.821364324,"DMA"
2046,15718.0932316842,"DMA"
2047,16061.7165541225,"DMA"
2048,16412.8520465157,"DMA"
2049,16771.6639372317,"DMA"
2050,17138.3200449403,"DMA"
2021,5821434,"DNK"
2022,5944649.80607195,"DNK"
2023,6070473.58379933,"DNK"
2024,6198960.53321185,"DNK"
2025,6330167.02269673,"DNK"
2026,6464150.61372802,"DNK"
2027,6600970.08611936,"DNK"
2028,6740685.46381119,"DNK"
2029,6883358.0412038,"DNK"
2030,7029050.41004776,"DNK"
2031,7177826.48690346,"DNK"
2032,7329751.54118191,"DNK"
2033,7484892.22377899,"DNK"
2034,7643316.59631583,"DNK"
2035,7805094.16099803,"DNK"
2036,7970295.89110694,"DNK"
2037,8138994.26213626,"DNK"
2038,8311263.2835877,"DNK"
2039,8487178.53143959,"DNK"
2040,8666817.18130282,"DNK"
2041,8850258.04227839,"DNK"
2042,9037581.59153174,"DNK"
2043,9228870.00959877,"DNK"
2044,9424207.21643921,"DNK"
2045,9623678.90825305,"DNK"
2046,9827372.59507627,"DNK"
2047,10035377.6391722,"DNK"
2048,10247785.2942358,"DNK"
2049,10464688.7454269,"DNK"
2050,10686183.1502522,"DNK"
2021,1701991,"DOM"
2022,1813965.98559712,"DOM"
2023,1933307.87113642,"DOM"
2024,2060501.32928356,"DOM"
2025,2196062.919603,"DOM"
2026,2340543.18641577,"DOM"
2027,2494528.89467648,"DOM"
2028,2658645.41295008,"DOM"
2029,2833559.25316601,"DOM"
2030,3019980.77746423,"DOM"
2031,3218667.08312633,"DOM"
2032,3430425.07730786,"DOM"
2033,3656114.75405912,"DOM"
2034,3896652.68694314,"DOM"
2035,4153015.75143494,"DOM"
2036,4426245.09221967,"DOM"
2037,4717450.35150168,"DOM"
2038,5027814.17549637,"DOM"
2039,5358597.01740694,"DOM"
2040,5711142.25639172,"DOM"
2041,6086881.65331132,"DOM"
2042,6487341.1654127,"DOM"
2043,6914147.14356459,"DOM"
2044,7369032.93721276,"DOM"
2045,7853845.93387909,"DOM"
2046,8370555.06179348,"DOM"
2047,8921258.78612825,"DOM"
2048,9508193.63130953,"DOM"
2049,10133743.2640165,"DOM"
2050,10800448.1737564,"DOM"
2021,2623312,"DZA"
2022,2556181.11197238,"DZA"
2023,2490768.11191515,"DZA"
2024,2427029.03885646,"DZA"
2025,2364921.05679133,"DZA"
2026,2304402.42589359,"DZA"
2027,2245432.47446454,"DZA"
2028,2187971.57159944,"DZA"
2029,2131981.10055343,"DZA"
2030,2077423.43278908,"DZA"
2031,2024261.902688,"DZA"
2032,1972460.78290967,"DZA"
2033,1921985.26038076,"DZA"
2034,1872801.41289889,"DZA"
2035,1824876.18633519,"DZA"
2036,1778177.37242013,"DZA"
2037,1732673.58709792,"DZA"
2038,1688334.24943474,"DZA"
2039,1645129.56106675,"DZA"
2040,1603030.48617406,"DZA"
2041,1562008.73196709,"DZA"
2042,1522036.72967234,"DZA"
2043,1483087.61600475,"DZA"
2044,1445135.21511413,"DZA"
2045,1408154.02099365,"DZA"
2046,1372119.18033841,"DZA"
2047,1337006.47584278,"DZA"
2048,1302792.30992504,"DZA"
2049,1269453.6888686,"DZA"
2050,1236968.207369,"DZA"
2021,1660793,"ECU"
2022,1753082.17420821,"ECU"
2023,1850499.79710089,"ECU"
2024,1953330.85319692,"ECU"
2025,2061876.16341737,"ECU"
2026,2176453.26510395,"ECU"
2027,2297397.34093953,"ECU"
2028,2425062.19948809,"ECU"
2029,2559821.31022272,"ECU"
2030,2702068.89606937,"ECU"
2031,2852221.08666262,"ECU"
2032,3010717.13568698,"ECU"
2033,3178020.70586523,"ECU"
2034,3354621.22535254,"ECU"
2035,3541035.31950461,"ECU"
2036,3737808.32220825,"ECU"
2037,3945515.87119548,"ECU"
2038,4164765.59200837,"ECU"
2039,4396198.87554052,"ECU"
2040,4640492.75435544,"ECU"
2041,4898361.88327074,"ECU"
2042,5170560.63000198,"ECU"
2043,5457885.2819823,"ECU"
2044,5761176.37581354,"ECU"
2045,6081321.15616344,"ECU"
2046,6419256.17130212,"ECU"
2047,6775970.01287082,"ECU"
2048,7152506.20789779,"ECU"
2049,7549966.27152158,"ECU"
2050,7969512.92935223,"ECU"
2021,10601950,"EGY"
2022,11049524.5642661,"EGY"
2023,11515994.0479177,"EGY"
2024,12002156.1235819,"EGY"
2025,12508842.1386325,"EGY"
2026,13036918.5368114,"EGY"
2027,13587288.3398652,"EGY"
2028,14160892.6917319,"EGY"
2029,14758712.4679166,"EGY"
2030,15381769.9528092,"EGY"
2031,16031130.5878123,"EGY"
2032,16707904.7932682,"EGY"
2033,17413249.8673015,"EGY"
2034,18148371.9648227,"EGY"
2035,18914528.1600788,"EGY"
2036,19713028.5962765,"EGY"
2037,20545238.725955,"EGY"
2038,21412581.6459379,"EGY"
2039,22316540.5308594,"EGY"
2040,23258661.1694237,"EGY"
2041,24240554.6077363,"EGY"
2042,25263899.9042268,"EGY"
2043,26330447.0008739,"EGY"
2044,27442019.7156432,"EGY"
2045,28600518.8612543,"EGY"
2046,29807925.4956104,"EGY"
2047,31066304.3094489,"EGY"
2048,32377807.1570063,"EGY"
2049,33744676.7357338,"EGY"
2050,35169250.4213574,"EGY"
2021,19321.43,"ERI"
2022,19712.3588296149,"ERI"
2023,20111.1972885804,"ERI"
2024,20518.1054117461,"ERI"
2025,20933.2464719331,"ERI"
2026,21356.7870454472,"ERI"
2027,21788.8970789184,"ERI"
2028,22229.7499574921,"ERI"
2029,22679.5225744006,"ERI"
2030,23138.3954019415,"ERI"
2031,23606.5525638932,"ERI"
2032,24084.1819093942,"ERI"
2033,24571.4750883189,"ERI"
2034,25068.6276281769,"ERI"
2035,25575.839012569,"ERI"
2036,26093.3127612305,"ERI"
2037,26621.2565116943,"ERI"
2038,27159.8821026052,"ERI"
2039,27709.4056587213,"ERI"
2040,28270.0476776344,"ERI"
2041,28842.0331182449,"ERI"
2042,29425.5914910273,"ERI"
2043,30020.9569501218,"ERI"
2044,30628.3683872892,"ERI"
2045,31248.0695277667,"ERI"
2046,31880.3090280632,"ERI"
2047,32525.3405757334,"ERI"
2048,33183.4229911704,"ERI"
2049,33854.8203314581,"ERI"
2050,34539.8019963244,"ERI"
2021,34182570,"ESP"
2022,34257232.9196055,"ESP"
2023,34332058.9209092,"ESP"
2024,34407048.3601206,"ESP"
2025,34482201.5942272,"ESP"
2026,34557518.9809963,"ESP"
