Year,prodinit_ippu_metals_tonne,iso_code3
2031,30649793.9145297,"MEX"
2032,31227999.7481192,"MEX"
2033,31817113.3870575,"MEX"
2034,32417340.6061925,"MEX"
2035,33028891.0622978,"MEX"
2036,33651978.3673045,"MEX"
2037,34286820.1629155,"MEX"
2038,34933638.1966262,"MEX"
2039,35592658.3991804,"MEX"
2040,36264110.9634866,"MEX"
2041,36948230.4250236,"MEX"
2042,37645255.7437627,"MEX"
2043,38355430.3876352,"MEX"
2044,39079002.4175749,"MEX"
2045,39816224.5741648,"MEX"
2046,40567354.3659179,"MEX"
2047,41332654.1592242,"MEX"
2048,42112391.269994,"MEX"
2049,42906838.0570301,"MEX"
2050,43716272.0171618,"MEX"
2021,74687.45,"MHL"
2022,107556.009246366,"MHL"
2023,154889.410804686,"MHL"
2024,223053.363057288,"MHL"
2025,321215.004387254,"MHL"
2026,462575.760478462,"MHL"
2027,666146.7592101,"MHL"
2028,959305.57266366,"MHL"
2029,1381478.13378959,"MHL"
2030,1989440.99619851,"MHL"
2031,2864957.01998431,"MHL"
2032,4125771.38102686,"MHL"
2033,5941446.71971153,"MHL"
2034,8556167.04442428,"MHL"
2035,12321577.2093378,"MHL"
2036,17744074.4362989,"MHL"
2037,25552911.9569455,"MHL"
2038,36798273.8025307,"MHL"
2039,52992510.4867727,"MHL"
2040,76313529.8889371,"MHL"
2041,109897696.686088,"MHL"
2042,158261631.384165,"MHL"
2043,227909635.266705,"MHL"
2044,328208431.779124,"MHL"
2045,472646865.345796,"MHL"
2046,680649970.234605,"MHL"
2047,980191377.428097,"MHL"
2048,1411555393.22691,"MHL"
2049,2032754698.75691,"MHL"
2050,2927332278.38268,"MHL"
2021,486795.3,"MKD"
2022,475969.39204819,"MKD"
2023,465384.24295946,"MKD"
2024,455034.498464182,"MKD"
2025,444914.923367069,"MKD"
2026,435020.398899067,"MKD"
2027,425345.920128131,"MKD"
2028,415886.593427596,"MKD"
2029,406637.634000832,"MKD"
2030,397594.363460967,"MKD"
2031,388752.207464417,"MKD"
2032,380106.693397061,"MKD"
2033,371653.448111859,"MKD"
2034,363388.195716792,"MKD"
2035,355306.755411998,"MKD"
2036,347405.039374997,"MKD"
2037,339679.05069296,"MKD"
2038,332124.881340954,"MKD"
2039,324738.710205154,"MKD"
2040,317516.801150012,"MKD"
2041,310455.501128415,"MKD"
2042,303551.23833387,"MKD"
2043,296800.520393782,"MKD"
2044,290199.932602913,"MKD"
2045,283746.136196126,"MKD"
2046,277435.866659544,"MKD"
2047,271265.932079266,"MKD"
2048,265233.211526803,"MKD"
2049,259334.653480429,"MKD"
2050,253567.274281628,"MKD"
2021,123387,"MLI"
2022,124531.729715801,"MLI"
2023,125687.079724844,"MLI"
2024,126853.148557487,"MLI"
2025,128030.035658208,"MLI"
2026,129217.841394088,"MLI"
2027,130416.667063368,"MLI"
2028,131626.61490409,"MLI"
2029,132847.788102815,"MLI"
2030,134080.290803421,"MLI"
2031,135324.22811599,"MLI"
2032,136579.706125766,"MLI"
2033,137846.831902206,"MLI"
2034,139125.713508108,"MLI"
2035,140416.460008832,"MLI"
2036,141719.181481594,"MLI"
2037,143033.98902486,"MLI"
2038,144360.994767818,"MLI"
2039,145700.311879939,"MLI"
2040,147052.054580633,"MLI"
2041,148416.338148983,"MLI"
2042,149793.278933584,"MLI"
2043,151182.994362458,"MLI"
2044,152585.602953076,"MLI"
2045,154001.224322457,"MLI"
2046,155429.979197376,"MLI"
2047,156871.989424657,"MLI"
2048,158327.377981566,"MLI"
2049,159796.268986294,"MLI"
2050,161278.787708548,"MLI"
2021,59621.13,"MLT"
2022,64926.7536643897,"MLT"
2023,70704.5193775485,"MLT"
2024,76996.4425797558,"MLT"
2025,83848.2776225497,"MLT"
2026,91309.8504906338,"MLT"
2027,99435.4211323675,"MLT"
2028,108284.078033678,"MLT"
2029,117920.167904704,"MLT"
2030,128413.763603812,"MLT"
2031,139841.173701704,"MLT"
2032,152285.497391104,"MLT"
2033,165837.228777302,"MLT"
2034,180594.914943895,"MLT"
2035,196665.872579129,"MLT"
2036,214166.968374088,"MLT"
2037,233225.468867724,"MLT"
2038,253979.965918736,"MLT"
2039,276581.384534238,"MLT"
2040,301194.080384091,"MLT"
2041,327997.034981897,"MLT"
2042,357185.157223955,"MLT"
2043,388970.700750825,"MLT"
2044,423584.807438467,"MLT"
2045,461279.188243082,"MLT"
2046,502327.953622621,"MLT"
2047,547029.606845641,"MLT"
2048,595709.214682695,"MLT"
2049,648720.771265327,"MLT"
2050,706449.772302483,"MLT"
2021,3341480,"MMR"
2022,3754290.07940831,"MMR"
2023,4218099.16574203,"MMR"
2024,4739207.73187503,"MMR"
2025,5324694.61796377,"MMR"
2026,5982513.19178933,"MMR"
2027,6721599.38885286,"MMR"
2028,7551993.09986211,"MMR"
2029,8484974.55456036,"MMR"
2030,9533217.55456203,"MMR"
2031,10710961.6367398,"MMR"
2032,12034205.5058643,"MMR"
2033,13520924.3641222,"MMR"
2034,15191314.0897609,"MMR"
2035,17068065.5818275,"MMR"
2036,19176672.9977571,"MMR"
2037,21545780.0709676,"MMR"
2038,24207569.2129078,"MMR"
2039,27198198.6851963,"MMR"
2040,30558293.7804831,"MMR"
2041,34333498.6843292,"MMR"
2042,38575096.5147047,"MMR"
2043,43340705.9618414,"MMR"
2044,48695063.9917324,"MMR"
2045,54710905.2456737,"MMR"
2046,61469950.0817844,"MMR"
2047,69064014.6802517,"MMR"
2048,77596258.2921876,"MMR"
2049,87182584.5749682,"MMR"
2050,97953216.0500675,"MMR"
2021,149473.6,"MNE"
2022,149423.637014253,"MNE"
2023,149373.690729115,"MNE"
2024,149323.761139001,"MNE"
2025,149273.848238332,"MNE"
2026,149223.952021529,"MNE"
2027,149174.072483016,"MNE"
2028,149124.209617218,"MNE"
2029,149074.363418561,"MNE"
2030,149024.533881474,"MNE"
2031,148974.721000389,"MNE"
2032,148924.924769737,"MNE"
2033,148875.145183954,"MNE"
2034,148825.382237474,"MNE"
2035,148775.635924738,"MNE"
2036,148725.906240184,"MNE"
2037,148676.193178254,"MNE"
2038,148626.496733393,"MNE"
2039,148576.816900046,"MNE"
2040,148527.153672659,"MNE"
2041,148477.507045684,"MNE"
2042,148427.87701357,"MNE"
2043,148378.26357077,"MNE"
2044,148328.66671174,"MNE"
2045,148279.086430937,"MNE"
2046,148229.522722818,"MNE"
2047,148179.975581844,"MNE"
2048,148130.445002478,"MNE"
2049,148080.930979184,"MNE"
2050,148031.433506427,"MNE"
2021,228299,"MNG"
2022,259282.27227177,"MNG"
2023,294470.395027628,"MNG"
2024,334434.023537243,"MNG"
2025,379821.25873406,"MNG"
2026,431368.157642788,"MNG"
2027,489910.67021454,"MNG"
2028,556398.196152466,"MNG"
2029,631908.981582598,"MNG"
2030,717667.605261855,"MNG"
2031,815064.837901759,"MNG"
2032,925680.196671865,"MNG"
2033,1051307.56065537,"MNG"
2034,1193984.26266964,"MNG"
2035,1356024.12924156,"MNG"
2036,1540055.00455587,"MNG"
2037,1749061.3669125,"MNG"
2038,1986432.72881546,"MNG"
2039,2256018.60561056,"MNG"
2040,2562190.94411319,"MNG"
2041,2909915.02364802,"MNG"
2042,3304829.97932195,"MNG"
2043,3753340.25339779,"MNG"
2044,4262719.45786044,"MNG"
2045,4841228.3325426,"MNG"
2046,5498248.71176886,"MNG"
2047,6244435.67209126,"MNG"
2048,7091890.32853723,"MNG"
2049,8054356.08165312,"MNG"
2050,9147441.4979346,"MNG"
2021,1819.907,"MNP"
2022,2082.1517319436,"MNP"
2023,2382.18537256888,"MNP"
2024,2725.4532233268,"MNP"
2025,3118.18524203773,"MNP"
2026,3567.50911020718,"MNP"
2027,4081.57959310143,"MNP"
2028,4669.72654033518,"MNP"
2029,5342.6242130295,"MNP"
2030,6112.48501065339,"MNP"
2031,6993.28111349164,"MNP"
2032,8000.9980633214,"MNP"
2033,9153.92488452543,"MNP"
2034,10472.9860110413,"MNP"
2035,11982.121043279,"MNP"
2036,13708.7192272029,"MNP"
2037,15684.1165409271,"MNP"
2038,17944.1644104323,"MNP"
2039,20529.8803760095,"MNP"
2040,23488.1925183556,"MNP"
2041,26872.791154888,"MNP"
2042,30745.103263688,"MNP"
2043,35175.4073198646,"MNP"
2044,40244.1087774691,"MNP"
2045,46043.1993456445,"MNP"
2046,52677.9265433663,"MNP"
2047,60268.7038334748,"MNP"
2048,68953.2960029635,"MNP"
2049,78889.3194519225,"MNP"
2050,90257.1027688075,"MNP"
2021,1063465,"MOZ"
2022,1056388.62285397,"MOZ"
2023,1049359.33246068,"MOZ"
2024,1042376.81550131,"MOZ"
2025,1035440.76074185,"MOZ"
2026,1028550.85901929,"MOZ"
2027,1021706.8032278,"MOZ"
2028,1014908.28830506,"MOZ"
2029,1008155.01121867,"MOZ"
2030,1001446.67095261,"MOZ"
2031,994782.968493852,"MOZ"
2032,988163.606819032,"MOZ"
2033,981588.290881191,"MOZ"
2034,975056.72759664,"MOZ"
2035,968568.625831889,"MOZ"
2036,962123.696390675,"MOZ"
2037,955721.652001065,"MOZ"
2038,949362.20730266,"MOZ"
2039,943045.078833868,"MOZ"
2040,936769.985019273,"MOZ"
2041,930536.646157081,"MOZ"
2042,924344.78440666,"MOZ"
2043,918194.123776145,"MOZ"
2044,912084.390110147,"MOZ"
2045,906015.311077523,"MOZ"
2046,899986.616159247,"MOZ"
2047,893998.036636343,"MOZ"
2048,888049.305577914,"MOZ"
2049,882140.157829242,"MOZ"
2050,876270.329999966,"MOZ"
2021,102277.5,"MRT"
2022,109849.43634054,"MRT"
2023,117981.947782595,"MRT"
2024,126716.535526162,"MRT"
2025,136097.773240204,"MRT"
2026,146173.534527526,"MRT"
2027,156995.237229627,"MRT"
2028,168618.105818229,"MRT"
2029,181101.453212505,"MRT"
2030,194508.983460158,"MRT"
2031,208909.116826964,"MRT"
2032,224375.338953748,"MRT"
2033,240986.575862598,"MRT"
2034,258827.596725997,"MRT"
2035,277989.446454278,"MRT"
2036,298569.910308926,"MRT"
2037,320674.012912723,"MRT"
2038,344414.554203239,"MRT"
2039,369912.685064693,"MRT"
2040,397298.525575735,"MRT"
2041,426711.829028106,"MRT"
2042,458302.695104771,"MRT"
2043,492232.335856953,"MRT"
2044,528673.898388929,"MRT"
2045,567813.348448875,"MRT"
2046,609850.419434807,"MRT"
2047,654999.631658532,"MRT"
2048,703491.387069014,"MRT"
2049,755573.145021689,"MRT"
2050,811510.685093805,"MRT"
2021,155024.1,"MUS"
2022,158838.747488952,"MUS"
2023,162747.26125718,"MUS"
2024,166751.951053725,"MUS"
2025,170855.183463169,"MUS"
2026,175059.383304176,"MUS"
2027,179367.035062444,"MUS"
2028,183780.684358919,"MUS"
2029,188302.939454144,"MUS"
2030,192936.472789613,"MUS"
2031,197684.022567062,"MUS"
2032,202548.394366618,"MUS"
2033,207532.462804763,"MUS"
2034,212639.173233105,"MUS"
2035,217871.543478935,"MUS"
2036,223232.665628627,"MUS"
2037,228725.707854915,"MUS"
2038,234353.916289137,"MUS"
2039,240120.616939542,"MUS"
2040,246029.217656812,"MUS"
2041,252083.210147937,"MUS"
2042,258286.172039655,"MUS"
2043,264641.768992659,"MUS"
2044,271153.756867833,"MUS"
2045,277825.983945789,"MUS"
2046,284662.393201025,"MUS"
2047,291667.024632031,"MUS"
2048,298844.017648747,"MUS"
2049,306197.613518758,"MUS"
2050,313732.157873685,"MUS"
2021,11995830,"MYS"
2022,12926059.8543555,"MYS"
2023,13928425.4076942,"MYS"
2024,15008520.502273,"MYS"
2025,16172372.7610097,"MYS"
2026,17426477.2254825,"MYS"
2027,18777832.6024251,"MYS"
2028,20233980.3209961,"MYS"
2029,21803046.6187873,"MYS"
2030,23493787.8914379,"MYS"
2031,25315639.558935,"MYS"
2032,27278768.7213043,"MYS"
2033,29394130.8975452,"MYS"
2034,31673531.1644487,"MYS"
2035,34129690.0364926,"MYS"
2036,36776314.4544649,"MYS"
2037,39628174.2789796,"MYS"
2038,42701184.7157655,"MYS"
2039,46012495.1327149,"MYS"
2040,49580584.7643484,"MYS"
2041,53425365.8377881,"MYS"
2042,57568294.6957474,"MYS"
2043,62032491.5366763,"MYS"
2044,66842869.440287,"MYS"
2045,72026273.3985076,"MYS"
2046,77611630.1277429,"MYS"
2047,83630109.4984928,"MYS"
2048,90115298.4832081,"MYS"
2049,97103388.5931244,"MYS"
2050,104633377.850092,"MYS"
2021,1246952,"NAM"
2022,1420806.18410448,"NAM"
2023,1618899.69524852,"NAM"
2024,1844612.06081225,"NAM"
2025,2101793.99309336,"NAM"
2026,2394833.08347129,"NAM"
2027,2728728.65586967,"NAM"
2028,3109177.05653685,"NAM"
2029,3542668.83521043,"NAM"
2030,4036599.47560226,"NAM"
2031,4599395.56429485,"NAM"
2032,5240658.55052386,"NAM"
2033,5971328.54942637,"NAM"
2034,6803870.98328133,"NAM"
2035,7752489.24489085,"NAM"
2036,8833367.01119561,"NAM"
2037,10064944.3410582,"NAM"
2038,11468232.2675154,"NAM"
2039,13067171.2515257,"NAM"
2040,14889039.6125271,"NAM"
2041,16964918.903739,"NAM"
2042,19330224.1716307,"NAM"
2043,22025308.1459261,"NAM"
2044,25096149.6677808,"NAM"
2045,28595138.1009008,"NAM"
2046,32581967.107861,"NAM"
2047,37124653.0396821,"NAM"
2048,42300695.3126611,"NAM"
2049,48198398.5687888,"NAM"
2050,54918379.1761572,"NAM"
2021,1090682,"NCL"
2022,1107296.9992454,"NCL"
2023,1124165.10452898,"NCL"
2024,1141290.1715636,"NCL"
2025,1158676.11479849,"NCL"
2026,1176326.90831396,"NCL"
2027,1194246.58672983,"NCL"
2028,1212439.24612766,"NCL"
2029,1230909.044987,"NCL"
2030,1249660.20513599,"NCL"
2031,1268697.01271633,"NCL"
2032,1288023.81916306,"NCL"
2033,1307645.04219915,"NCL"
2034,1327565.16684538,"NCL"
2035,1347788.74644544,"NCL"
2036,1368320.40370682,"NCL"
2037,1389164.83175739,"NCL"
2038,1410326.79521823,"NCL"
2039,1431811.13129265,"NCL"
2040,1453622.75087194,"NCL"
2041,1475766.63965789,"NCL"
2042,1498247.8593024,"NCL"
2043,1521071.54856447,"NCL"
2044,1544242.92448486,"NCL"
2045,1567767.28357856,"NCL"
2046,1591650.00304548,"NCL"
2047,1615896.54199959,"NCL"
2048,1640512.44271673,"NCL"
2049,1665503.33190149,"NCL"
2050,1690874.92197335,"NCL"
2021,130710.2,"NER"
2022,145118.71673557,"NER"
2023,161115.520800814,"NER"
2024,178875.693134868,"NER"
2025,198593.614292669,"NER"
2026,220485.091890541,"NER"
2027,244789.722565489,"NER"
2028,271773.514299266,"NER"
2029,301731.797807865,"NER"
2030,334992.458860853,"NER"
2031,371919.526907465,"NER"
2032,412917.159286052,"NER"
2033,458434.064623027,"NER"
2034,508968.413834308,"NER"
2035,565073.292478883,"NER"
2036,627362.754139149,"NER"
2037,696518.541080698,"NER"
2038,773297.54574748,"NER"
2039,858540.094756493,"NER"
2040,953179.146058203,"NER"
2041,1058250.49992329,"NER"
2042,1174904.13551232,"NER"
2043,1304416.7971043,"NER"
2044,1448205.96773702,"NER"
2045,1607845.38319726,"NER"
2046,1785082.25615749,"NER"
2047,1981856.39897277,"NER"
2048,2200321.45443207,"NER"
2049,2442868.4668291,"NER"
2050,2712152.0513321,"NER"
2021,9310233,"NGA"
2022,10640443.1190928,"NGA"
2023,12160708.5204687,"NGA"
2024,13898183.5685437,"NGA"
2025,15883902.3384054,"NGA"
2026,18153332.9338833,"NGA"
2027,20747011.004444,"NGA"
2028,23711263.7765326,"NGA"
2029,27099037.5317137,"NGA"
2030,30970843.3116937,"NGA"
2031,35395837.7420211,"NGA"
2032,40453058.2797028,"NGA"
2033,46232834.9482255,"NGA"
2034,52838403.7758236,"NGA"
2035,60387750.7555726,"NGA"
2036,69015719.2633762,"NGA"
2037,78876418.5756928,"NGA"
2038,90145976.5069694,"NGA"
2039,103025685.333276,"NGA"
2040,117745597.193354,"NGA"
2041,134568633.186676,"NGA"
2042,153795279.563561,"NGA"
2043,175768954.88878,"NGA"
2044,200882144.044778,"NGA"
2045,229583408.637556,"NGA"
2046,262385399.022274,"NGA"
2047,299874011.056111,"NGA"
2048,342718851.132591,"NGA"
2049,391685196.419591,"NGA"
2050,447647663.929929,"NGA"
2021,188949.1,"NIC"
2022,199872.081328056,"NIC"
2023,211426.51060211,"NIC"
2024,223648.891272687,"NIC"
2025,236577.837022691,"NIC"
2026,250254.193758081,"NIC"
2027,264721.168650723,"NIC"
2028,280024.466641098,"NIC"
2029,296212.434832106,"NIC"
2030,313336.215230156,"NIC"
2031,331449.906316078,"NIC"
2032,350610.733956307,"NIC"
2033,370879.232194303,"NIC"
2034,392319.434493347,"NIC"
2035,414999.076034929,"NIC"
2036,438989.80771182,"NIC"
2037,464367.422491903,"NIC"
2038,491212.094867885,"NIC"
2039,519608.634149402,"NIC"
2040,549646.752397707,"NIC"
2041,581421.347849429,"NIC"
2042,615032.804724814,"NIC"
2043,650587.31036761,"NIC"
2044,688197.19071854,"NIC"
2045,727981.265182189,"NIC"
2046,770065.222008444,"NIC"
2047,814582.015374403,"NIC"
2048,861672.285421231,"NIC"
2049,911484.802572992,"NIC"
2050,964176.937541149,"NIC"
2021,18563640,"NLD"
2022,18484756.0524513,"NLD"
2023,18406207.3127165,"NLD"
2024,18327992.3563703,"NLD"
2025,18250109.7650406,"NLD"
2026,18172558.1263823,"NLD"
2027,18095336.034052,"NLD"
2028,18018442.0876824,"NLD"
2029,17941874.8928567,"NLD"
2030,17865633.0610838,"NLD"
2031,17789715.2097727,"NLD"
2032,17714119.9622074,"NLD"
2033,17638845.9475223,"NLD"
2034,17563891.800677,"NLD"
2035,17489256.1624317,"NLD"
2036,17414937.6793227,"NLD"
2037,17340935.0036374,"NLD"
2038,17267246.7933903,"NLD"
2039,17193871.7122985,"NLD"
2040,17120808.4297574,"NLD"
2041,17048055.6208167,"NLD"
2042,16975611.9661563,"NLD"
2043,16903476.1520625,"NLD"
2044,16831646.8704039,"NLD"
2045,16760122.8186079,"NLD"
2046,16688902.6996371,"NLD"
2047,16617985.2219655,"NLD"
2048,16547369.0995556,"NLD"
2049,16477053.0518345,"NLD"
2050,16407035.803671,"NLD"
2021,9990191,"NOR"
2022,9966808.33457658,"NOR"
2023,9943480.39774066,"NOR"
2024,9920207.06139658,"NOR"
2025,9896988.19774846,"NOR"
2026,9873823.67929956,"NOR"
2027,9850713.37885156,"NOR"
2028,9827657.16950385,"NOR"
2029,9804654.92465281,"NOR"
2030,9781706.5179912,"NOR"
2031,9758811.82350735,"NOR"
2032,9735970.71548457,"NOR"
2033,9713183.06850041,"NOR"
2034,9690448.75742596,"NOR"
2035,9667767.6574252,"NOR"
2036,9645139.6439543,"NOR"
2037,9622564.59276091,"NOR"
2038,9600042.37988352,"NOR"
2039,9577572.88165076,"NOR"
2040,9555155.97468071,"NOR"
2041,9532791.53588023,"NOR"
2042,9510479.44244432,"NOR"
2043,9488219.57185536,"NOR"
2044,9466011.80188253,"NOR"
2045,9443856.01058108,"NOR"
2046,9421752.0762917,"NOR"
2047,9399699.87763981,"NOR"
2048,9377699.29353493,"NOR"
2049,9355750.20316997,"NOR"
2050,9333852.48602064,"NOR"
2021,905228.6,"NPL"
2022,986762.835197046,"NPL"
2023,1075640.8855466,"NPL"
2024,1172524.21087428,"NPL"
2025,1278133.84890787,"NPL"
2026,1393255.78147845,"NPL"
2027,1518746.78405693,"NPL"
2028,1655540.80216026,"NPL"
2029,1804655.90208269,"NPL"
2030,1967201.84768157,"NPL"
2031,2144388.35960677,"NPL"
2032,2337534.1184416,"NPL"
2033,2548076.57875951,"NPL"
2034,2777582.66713615,"NPL"
2035,3027760.44373481,"NPL"
2036,3300471.81425468,"NPL"
2037,3597746.38684846,"NPL"
2038,3921796.577137,"NPL"
2039,4275034.07373759,"NPL"
2040,4660087.78684775,"NPL"
2041,5079823.41346375,"NPL"
2042,5537364.76484485,"NPL"
2043,6036117.01494907,"NPL"
2044,6579792.04286329,"NPL"
2045,7172436.05783417,"NPL"
2046,7818459.7124947,"NPL"
2047,8522670.9283988,"NPL"
2048,9290310.67816268,"NPL"
2049,10127091.9905151,"NPL"
2050,11039242.4685455,"NPL"
2021,509.7644,"NRU"
2022,550.533988963138,"NRU"
2023,594.564220262664,"NRU"
2024,642.115871324013,"NRU"
2025,693.470575851413,"NRU"
2026,748.932491857107,"NRU"
2027,808.830103095069,"NRU"
2028,873.518164568564,"NRU"
2029,943.37980363417,"NRU"
2030,1018.82878914648,"NRU"
2031,1100.31198208289,"NRU"
2032,1188.3119821628,"NRU"
2033,1283.3499861363,"NRU"
2034,1385.98887467114,"NRU"
2035,1496.83654612058,"NRU"
2036,1616.54951691717,"NRU"
2037,1745.8368099162,"NRU"
2038,1885.46415371855,"NRU"
2039,2036.25851784409,"NRU"
2040,2199.11301061603,"NRU"
2041,2374.99216876498,"NRU"
2042,2564.93767008132,"NRU"
2043,2770.07450295016,"NRU"
2044,2991.61762930921,"NRU"
2045,3230.8791804921,"NRU"
2046,3489.27622857593,"NRU"
2047,3768.33917926039,"NRU"
2048,4069.72083598678,"NRU"
2049,4395.20618898103,"NRU"
2050,4746.722987198,"NRU"
2021,3149102,"NZL"
2022,3280814.42118924,"NZL"
2023,3418035.76584159,"NZL"
2024,3560996.44683269,"NZL"
2025,3709936.51414668,"NZL"
2026,3865106.05795206,"NZL"
2027,4026765.62853633,"NZL"
2028,4195186.67380452,"NZL"
2029,4370651.99507631,"NZL"
2030,4553456.22194705,"NZL"
2031,4743906.30700998,"NZL"
2032,4942322.04127048,"NZL"
2033,5149036.5911176,"NZL"
2034,5364397.05775479,"NZL"
2035,5588765.06002887,"NZL"
2036,5822517.34163621,"NZL"
2037,6066046.40372542,"NZL"
2038,6319761.16395896,"NZL"
2039,6584087.64314025,"NZL"
2040,6859469.68055923,"NZL"
2041,7146369.67925747,"NZL"
2042,7445269.38246441,"NZL"
2043,7756670.68250821,"NZL"
2044,8081096.46355968,"NZL"
2045,8419091.47962434,"NZL"
2046,8771223.26925676,"NZL"
2047,9138083.10853323,"NZL"
2048,9520287.0038829,"NZL"
2049,9918476.7264444,"NZL"
2050,10333320.8896849,"NZL"
2021,3244558,"OMN"
2022,3573085.23328184,"OMN"
2023,3934877.4422577,"OMN"
2024,4333302.86704841,"OMN"
2025,4772070.79842263,"OMN"
2026,5255266.11082909,"OMN"
2027,5787387.29206565,"OMN"
2028,6373388.32363692,"OMN"
2029,7018724.80170119,"OMN"
2030,7729404.72798685,"OMN"
2031,8512044.44353551,"OMN"
2032,9373930.22600783,"OMN"
2033,10323086.1240153,"OMN"
2034,11368348.6600073,"OMN"
2035,12519449.0971872,"OMN"
2036,13787104.0363536,"OMN"
2037,15183115.1861102,"OMN"
2038,16720479.2352942,"OMN"
2039,18413508.85052,"OMN"
2040,20277965.9253117,"OMN"
2041,22331208.3213565,"OMN"
2042,24592351.4680211,"OMN"
2043,27082446.3246036,"OMN"
2044,29824675.3621261,"OMN"
2045,32844568.3892345,"OMN"
2046,36170240.2315167,"OMN"
2047,39832652.4770058,"OMN"
2048,43865901.7246839,"OMN"
2049,48307537.019545,"OMN"
2050,53198909.4294977,"OMN"
2021,9176585,"PAK"
2022,10074658.1651553,"PAK"
2023,11060621.9137871,"PAK"
2024,12143077.7217702,"PAK"
2025,13331468.8546716,"PAK"
2026,14636162.7501114,"PAK"
2027,16068541.4625322,"PAK"
2028,17641100.9594131,"PAK"
2029,19367560.1351788,"PAK"
2030,21262980.4938346,"PAK"
2031,23343897.5444294,"PAK"
2032,25628465.0556317,"PAK"
2033,28136613.4278837,"PAK"
2034,30890223.5647625,"PAK"
2035,33913317.7603876,"PAK"
2036,37232269.2681639,"PAK"
2037,40876032.3791222,"PAK"
2038,44876395.0170434,"PAK"
2039,49268256.0539884,"PAK"
2040,54089929.7655146,"PAK"
2041,59383480.0816226,"PAK"
2042,65195087.5494157,"PAK"
2043,71575452.2088265,"PAK"
2044,78580235.8960696,"PAK"
2045,86270547.8334441,"PAK"
2046,94713477.7417335,"PAK"
2047,103982681.126041,"PAK"
2048,114159021.841045,"PAK"
2049,125331277.541375,"PAK"
2050,137596914.1714,"PAK"
2021,626682.3,"PAN"
2022,677352.657885515,"PAN"
2023,732119.964365631,"PAN"
2024,791315.477960857,"PAN"
2025,855297.241078506,"PAN"
2026,924452.245622183,"PAN"
2027,999198.773701473,"PAN"
2028,1079988.92759958,"PAN"
2029,1167311.36430134,"PAN"
2030,1261694.25112131,"PAN"
2031,1363708.46030899,"PAN"
2032,1473971.02195364,"PAN"
2033,1593148.85607353,"PAN"
2034,1721962.80646297,"PAN"
2035,1861192.00069588,"PAN"
2036,2011678.56265705,"PAN"
2037,2174332.70610494,"PAN"
2038,2350138.24007409,"PAN"
2039,2540158.51941657,"PAN"
2040,2745542.87647401,"PAN"
2041,2967533.57278212,"PAN"
2042,3207473.3128548,"PAN"
2043,3466813.36549486,"PAN"
2044,3747122.3417527,"PAN"
2045,4050095.68262641,"PAN"
2046,4377565.91388914,"PAN"
2047,4731513.73007,"PAN"
2048,5114079.97462944,"PAN"
2049,5527578.58879107,"PAN"
2050,5974510.60735032,"PAN"
2021,6318025,"PER"
2022,6489761.70275998,"PER"
2023,6666166.55657585,"PER"
2024,6847366.45123838,"PER"
2025,7033491.72565958,"PER"
2026,7224676.26162681,"PER"
2027,7421057.58010531,"PER"
2028,7622776.94015837,"PER"
2029,7829979.44055646,"PER"
2030,8042814.12414819,"PER"
2031,8261434.08506835,"PER"
2032,8485996.57886009,"PER"
2033,8716663.13559039,"PER"
2034,8953599.67604026,"PER"
2035,9196976.63105326,"PER"
2036,9446969.0641281,"PER"
2037,9703756.79734361,"PER"
2038,9967524.54070654,"PER"
2039,10238462.0250153,"PER"
2040,10516764.1383355,"PER"
2041,10802631.0661843,"PER"
2042,11096268.4355266,"PER"
2043,11397887.4626842,"PER"
2044,11707705.1052656,"PER"
2045,12025944.2182265,"PER"
2046,12352833.7141708,"PER"
2047,12688608.7280104,"PER"
2048,13033510.7860998,"PER"
2049,13387787.9799684,"PER"
2050,13751695.1447753,"PER"
2021,9337944,"PHL"
2022,9954771.85917522,"PHL"
2023,10612344.941052,"PHL"
2024,11313354.7148114,"PHL"
2025,12060670.4375044,"PHL"
2026,12857350.8980195,"PHL"
2027,13706656.9368102,"PHL"
2028,14612064.7926275,"PHL"
2029,15577280.3308837,"PHL"
2030,16606254.211887,"PHL"
2031,17703198.0610295,"PHL"
2032,18872601.7071148,"PHL"
2033,20119251.5593806,"PHL"
2034,21448250.1984365,"PHL"
2035,22865037.2613013,"PHL"
2036,24375411.7060238,"PHL"
2037,25985555.5470172,"PHL"
2038,27702059.158256,"PHL"
2039,29531948.2479027,"PHL"
2040,31482712.6147727,"PHL"
2041,33562336.8043372,"PHL"
2042,35779332.7897423,"PHL"
2043,38142774.8116064,"PHL"
2044,40662336.5191992,"PHL"
2045,43348330.5650191,"PHL"
2046,46211750.8148343,"PHL"
2047,49264317.3459522,"PHL"
2048,52518524.4178979,"PHL"
2049,55987691.6118469,"PHL"
2050,59686018.3481283,"PHL"
2021,22255740,"POL"
2022,22995408.7087911,"POL"
2023,23759660.2801949,"POL"
2024,24549311.7247555,"POL"
2025,25365207.2063328,"POL"
2026,26208218.9445417,"POL"
2027,27079248.1471844,"POL"
2028,27979225.9736714,"POL"
2029,28909114.5304626,"POL"
2030,29869907.8995907,"POL"
2031,30862633.201369,"POL"
2032,31888351.6924166,"POL"
2033,32948159.9001781,"POL"
2034,34043190.7951475,"POL"
2035,35174615.0020521,"POL"
2036,36343642.0512893,"POL"
2037,37551521.6719553,"POL"
2038,38799545.1278474,"POL"
2039,40089046.597868,"POL"
