,Nation,iso_code3,Year,frac_trns_pkm_dem_private_and_public_powered_bikes
1827,Algeria,DZA,2048,0.05206896551724138
1828,Algeria,DZA,2049,0.051034482758620686
1829,Algeria,DZA,2050,0.05
1830,East Asia & Pacific (excluding high income),EAP,2021,0.08
1831,East Asia & Pacific (excluding high income),EAP,2022,0.07896551724137932
1832,East Asia & Pacific (excluding high income),EAP,2023,0.07793103448275862
1833,East Asia & Pacific (excluding high income),EAP,2024,0.07689655172413794
1834,East Asia & Pacific (excluding high income),EAP,2025,0.07586206896551724
1835,East Asia & Pacific (excluding high income),EAP,2026,0.07482758620689656
1836,East Asia & Pacific (excluding high income),EAP,2027,0.07379310344827586
1837,East Asia & Pacific (excluding high income),EAP,2028,0.07275862068965518
1838,East Asia & Pacific (excluding high income),EAP,2029,0.07172413793103448
1839,East Asia & Pacific (excluding high income),EAP,2030,0.0706896551724138
1840,East Asia & Pacific (excluding high income),EAP,2031,0.0696551724137931
1841,East Asia & Pacific (excluding high income),EAP,2032,0.06862068965517241
1842,East Asia & Pacific (excluding high income),EAP,2033,0.06758620689655173
1843,East Asia & Pacific (excluding high income),EAP,2034,0.06655172413793103
1844,East Asia & Pacific (excluding high income),EAP,2035,0.06551724137931035
1845,East Asia & Pacific (excluding high income),EAP,2036,0.06448275862068965
1846,East Asia & Pacific (excluding high income),EAP,2037,0.06344827586206897
1847,East Asia & Pacific (excluding high income),EAP,2038,0.06241379310344827
1848,East Asia & Pacific (excluding high income),EAP,2039,0.06137931034482759
1849,East Asia & Pacific (excluding high income),EAP,2040,0.0603448275862069
1850,East Asia & Pacific (excluding high income),EAP,2041,0.05931034482758621
1851,East Asia & Pacific (excluding high income),EAP,2042,0.05827586206896552
1852,East Asia & Pacific (excluding high income),EAP,2043,0.05724137931034483
1853,East Asia & Pacific (excluding high income),EAP,2044,0.05620689655172414
1854,East Asia & Pacific (excluding high income),EAP,2045,0.05517241379310345
1855,East Asia & Pacific (excluding high income),EAP,2046,0.054137931034482764
1856,East Asia & Pacific (excluding high income),EAP,2047,0.05310344827586207
1857,East Asia & Pacific (excluding high income),EAP,2048,0.05206896551724138
1858,East Asia & Pacific (excluding high income),EAP,2049,0.051034482758620686
1859,East Asia & Pacific (excluding high income),EAP,2050,0.05
1860,Early-demographic dividend,EAR,2021,0.08
1861,Early-demographic dividend,EAR,2022,0.07896551724137932
1862,Early-demographic dividend,EAR,2023,0.07793103448275862
1863,Early-demographic dividend,EAR,2024,0.07689655172413794
1864,Early-demographic dividend,EAR,2025,0.07586206896551724
1865,Early-demographic dividend,EAR,2026,0.07482758620689656
1866,Early-demographic dividend,EAR,2027,0.07379310344827586
1867,Early-demographic dividend,EAR,2028,0.07275862068965518
1868,Early-demographic dividend,EAR,2029,0.07172413793103448
1869,Early-demographic dividend,EAR,2030,0.0706896551724138
1870,Early-demographic dividend,EAR,2031,0.0696551724137931
1871,Early-demographic dividend,EAR,2032,0.06862068965517241
1872,Early-demographic dividend,EAR,2033,0.06758620689655173
1873,Early-demographic dividend,EAR,2034,0.06655172413793103
1874,Early-demographic dividend,EAR,2035,0.06551724137931035
1875,Early-demographic dividend,EAR,2036,0.06448275862068965
1876,Early-demographic dividend,EAR,2037,0.06344827586206897
1877,Early-demographic dividend,EAR,2038,0.06241379310344827
1878,Early-demographic dividend,EAR,2039,0.06137931034482759
1879,Early-demographic dividend,EAR,2040,0.0603448275862069
1880,Early-demographic dividend,EAR,2041,0.05931034482758621
1881,Early-demographic dividend,EAR,2042,0.05827586206896552
1882,Early-demographic dividend,EAR,2043,0.05724137931034483
1883,Early-demographic dividend,EAR,2044,0.05620689655172414
1884,Early-demographic dividend,EAR,2045,0.05517241379310345
1885,Early-demographic dividend,EAR,2046,0.054137931034482764
1886,Early-demographic dividend,EAR,2047,0.05310344827586207
1887,Early-demographic dividend,EAR,2048,0.05206896551724138
1888,Early-demographic dividend,EAR,2049,0.051034482758620686
1889,Early-demographic dividend,EAR,2050,0.05
1890,East Asia & Pacific,EAS,2021,0.08
1891,East Asia & Pacific,EAS,2022,0.07896551724137932
1892,East Asia & Pacific,EAS,2023,0.07793103448275862
1893,East Asia & Pacific,EAS,2024,0.07689655172413794
1894,East Asia & Pacific,EAS,2025,0.07586206896551724
1895,East Asia & Pacific,EAS,2026,0.07482758620689656
1896,East Asia & Pacific,EAS,2027,0.07379310344827586
1897,East Asia & Pacific,EAS,2028,0.07275862068965518
1898,East Asia & Pacific,EAS,2029,0.07172413793103448
1899,East Asia & Pacific,EAS,2030,0.0706896551724138
1900,East Asia & Pacific,EAS,2031,0.0696551724137931
1901,East Asia & Pacific,EAS,2032,0.06862068965517241
1902,East Asia & Pacific,EAS,2033,0.06758620689655173
1903,East Asia & Pacific,EAS,2034,0.06655172413793103
1904,East Asia & Pacific,EAS,2035,0.06551724137931035
1905,East Asia & Pacific,EAS,2036,0.06448275862068965
1906,East Asia & Pacific,EAS,2037,0.06344827586206897
1907,East Asia & Pacific,EAS,2038,0.06241379310344827
1908,East Asia & Pacific,EAS,2039,0.06137931034482759
1909,East Asia & Pacific,EAS,2040,0.0603448275862069
1910,East Asia & Pacific,EAS,2041,0.05931034482758621
1911,East Asia & Pacific,EAS,2042,0.05827586206896552
1912,East Asia & Pacific,EAS,2043,0.05724137931034483
1913,East Asia & Pacific,EAS,2044,0.05620689655172414
1914,East Asia & Pacific,EAS,2045,0.05517241379310345
1915,East Asia & Pacific,EAS,2046,0.054137931034482764
1916,East Asia & Pacific,EAS,2047,0.05310344827586207
1917,East Asia & Pacific,EAS,2048,0.05206896551724138
1918,East Asia & Pacific,EAS,2049,0.051034482758620686
1919,East Asia & Pacific,EAS,2050,0.05
1920,Europe & Central Asia (excluding high income),ECA,2021,0.08
1921,Europe & Central Asia (excluding high income),ECA,2022,0.07896551724137932
1922,Europe & Central Asia (excluding high income),ECA,2023,0.07793103448275862
1923,Europe & Central Asia (excluding high income),ECA,2024,0.07689655172413794
1924,Europe & Central Asia (excluding high income),ECA,2025,0.07586206896551724
1925,Europe & Central Asia (excluding high income),ECA,2026,0.07482758620689656
1926,Europe & Central Asia (excluding high income),ECA,2027,0.07379310344827586
1927,Europe & Central Asia (excluding high income),ECA,2028,0.07275862068965518
1928,Europe & Central Asia (excluding high income),ECA,2029,0.07172413793103448
1929,Europe & Central Asia (excluding high income),ECA,2030,0.0706896551724138
1930,Europe & Central Asia (excluding high income),ECA,2031,0.0696551724137931
1931,Europe & Central Asia (excluding high income),ECA,2032,0.06862068965517241
1932,Europe & Central Asia (excluding high income),ECA,2033,0.06758620689655173
1933,Europe & Central Asia (excluding high income),ECA,2034,0.06655172413793103
1934,Europe & Central Asia (excluding high income),ECA,2035,0.06551724137931035
1935,Europe & Central Asia (excluding high income),ECA,2036,0.06448275862068965
1936,Europe & Central Asia (excluding high income),ECA,2037,0.06344827586206897
1937,Europe & Central Asia (excluding high income),ECA,2038,0.06241379310344827
1938,Europe & Central Asia (excluding high income),ECA,2039,0.06137931034482759
1939,Europe & Central Asia (excluding high income),ECA,2040,0.0603448275862069
1940,Europe & Central Asia (excluding high income),ECA,2041,0.05931034482758621
1941,Europe & Central Asia (excluding high income),ECA,2042,0.05827586206896552
1942,Europe & Central Asia (excluding high income),ECA,2043,0.05724137931034483
1943,Europe & Central Asia (excluding high income),ECA,2044,0.05620689655172414
1944,Europe & Central Asia (excluding high income),ECA,2045,0.05517241379310345
1945,Europe & Central Asia (excluding high income),ECA,2046,0.054137931034482764
1946,Europe & Central Asia (excluding high income),ECA,2047,0.05310344827586207
1947,Europe & Central Asia (excluding high income),ECA,2048,0.05206896551724138
1948,Europe & Central Asia (excluding high income),ECA,2049,0.051034482758620686
1949,Europe & Central Asia (excluding high income),ECA,2050,0.05
1950,Europe & Central Asia,ECS,2021,0.08
1951,Europe & Central Asia,ECS,2022,0.07896551724137932
1952,Europe & Central Asia,ECS,2023,0.07793103448275862
1953,Europe & Central Asia,ECS,2024,0.07689655172413794
1954,Europe & Central Asia,ECS,2025,0.07586206896551724
1955,Europe & Central Asia,ECS,2026,0.07482758620689656
1956,Europe & Central Asia,ECS,2027,0.07379310344827586
1957,Europe & Central Asia,ECS,2028,0.07275862068965518
1958,Europe & Central Asia,ECS,2029,0.07172413793103448
1959,Europe & Central Asia,ECS,2030,0.0706896551724138
1960,Europe & Central Asia,ECS,2031,0.0696551724137931
1961,Europe & Central Asia,ECS,2032,0.06862068965517241
1962,Europe & Central Asia,ECS,2033,0.06758620689655173
1963,Europe & Central Asia,ECS,2034,0.06655172413793103
1964,Europe & Central Asia,ECS,2035,0.06551724137931035
1965,Europe & Central Asia,ECS,2036,0.06448275862068965
1966,Europe & Central Asia,ECS,2037,0.06344827586206897
1967,Europe & Central Asia,ECS,2038,0.06241379310344827
1968,Europe & Central Asia,ECS,2039,0.06137931034482759
1969,Europe & Central Asia,ECS,2040,0.0603448275862069
1970,Europe & Central Asia,ECS,2041,0.05931034482758621
1971,Europe & Central Asia,ECS,2042,0.05827586206896552
1972,Europe & Central Asia,ECS,2043,0.05724137931034483
1973,Europe & Central Asia,ECS,2044,0.05620689655172414
1974,Europe & Central Asia,ECS,2045,0.05517241379310345
1975,Europe & Central Asia,ECS,2046,0.054137931034482764
1976,Europe & Central Asia,ECS,2047,0.05310344827586207
1977,Europe & Central Asia,ECS,2048,0.05206896551724138
1978,Europe & Central Asia,ECS,2049,0.051034482758620686
1979,Europe & Central Asia,ECS,2050,0.05
1980,Ecuador,ECU,2021,0.08
1981,Ecuador,ECU,2022,0.07896551724137932
1982,Ecuador,ECU,2023,0.07793103448275862
1983,Ecuador,ECU,2024,0.07689655172413794
1984,Ecuador,ECU,2025,0.07586206896551724
1985,Ecuador,ECU,2026,0.07482758620689656
1986,Ecuador,ECU,2027,0.07379310344827586
1987,Ecuador,ECU,2028,0.07275862068965518
1988,Ecuador,ECU,2029,0.07172413793103448
1989,Ecuador,ECU,2030,0.0706896551724138
1990,Ecuador,ECU,2031,0.0696551724137931
1991,Ecuador,ECU,2032,0.06862068965517241
1992,Ecuador,ECU,2033,0.06758620689655173
1993,Ecuador,ECU,2034,0.06655172413793103
1994,Ecuador,ECU,2035,0.06551724137931035
1995,Ecuador,ECU,2036,0.06448275862068965
1996,Ecuador,ECU,2037,0.06344827586206897
1997,Ecuador,ECU,2038,0.06241379310344827
1998,Ecuador,ECU,2039,0.06137931034482759
1999,Ecuador,ECU,2040,0.0603448275862069
2000,Ecuador,ECU,2041,0.05931034482758621
2001,Ecuador,ECU,2042,0.05827586206896552
2002,Ecuador,ECU,2043,0.05724137931034483
2003,Ecuador,ECU,2044,0.05620689655172414
2004,Ecuador,ECU,2045,0.05517241379310345
2005,Ecuador,ECU,2046,0.054137931034482764
2006,Ecuador,ECU,2047,0.05310344827586207
2007,Ecuador,ECU,2048,0.05206896551724138
2008,Ecuador,ECU,2049,0.051034482758620686
2009,Ecuador,ECU,2050,0.05
2010,"Egypt, Arab Rep.",EGY,2021,0.08
2011,"Egypt, Arab Rep.",EGY,2022,0.07896551724137932
2012,"Egypt, Arab Rep.",EGY,2023,0.07793103448275862
2013,"Egypt, Arab Rep.",EGY,2024,0.07689655172413794
2014,"Egypt, Arab Rep.",EGY,2025,0.07586206896551724
2015,"Egypt, Arab Rep.",EGY,2026,0.07482758620689656
2016,"Egypt, Arab Rep.",EGY,2027,0.07379310344827586
2017,"Egypt, Arab Rep.",EGY,2028,0.07275862068965518
2018,"Egypt, Arab Rep.",EGY,2029,0.07172413793103448
2019,"Egypt, Arab Rep.",EGY,2030,0.0706896551724138
2020,"Egypt, Arab Rep.",EGY,2031,0.0696551724137931
2021,"Egypt, Arab Rep.",EGY,2032,0.06862068965517241
2022,"Egypt, Arab Rep.",EGY,2033,0.06758620689655173
2023,"Egypt, Arab Rep.",EGY,2034,0.06655172413793103
2024,"Egypt, Arab Rep.",EGY,2035,0.06551724137931035
2025,"Egypt, Arab Rep.",EGY,2036,0.06448275862068965
2026,"Egypt, Arab Rep.",EGY,2037,0.06344827586206897
2027,"Egypt, Arab Rep.",EGY,2038,0.06241379310344827
2028,"Egypt, Arab Rep.",EGY,2039,0.06137931034482759
2029,"Egypt, Arab Rep.",EGY,2040,0.0603448275862069
2030,"Egypt, Arab Rep.",EGY,2041,0.05931034482758621
2031,"Egypt, Arab Rep.",EGY,2042,0.05827586206896552
2032,"Egypt, Arab Rep.",EGY,2043,0.05724137931034483
2033,"Egypt, Arab Rep.",EGY,2044,0.05620689655172414
2034,"Egypt, Arab Rep.",EGY,2045,0.05517241379310345
2035,"Egypt, Arab Rep.",EGY,2046,0.054137931034482764
2036,"Egypt, Arab Rep.",EGY,2047,0.05310344827586207
2037,"Egypt, Arab Rep.",EGY,2048,0.05206896551724138
2038,"Egypt, Arab Rep.",EGY,2049,0.051034482758620686
2039,"Egypt, Arab Rep.",EGY,2050,0.05
2040,Euro area,EMU,2021,0.08
2041,Euro area,EMU,2022,0.07896551724137932
2042,Euro area,EMU,2023,0.07793103448275862
2043,Euro area,EMU,2024,0.07689655172413794
2044,Euro area,EMU,2025,0.07586206896551724
2045,Euro area,EMU,2026,0.07482758620689656
2046,Euro area,EMU,2027,0.07379310344827586
2047,Euro area,EMU,2028,0.07275862068965518
2048,Euro area,EMU,2029,0.07172413793103448
2049,Euro area,EMU,2030,0.0706896551724138
2050,Euro area,EMU,2031,0.0696551724137931
2051,Euro area,EMU,2032,0.06862068965517241
2052,Euro area,EMU,2033,0.06758620689655173
2053,Euro area,EMU,2034,0.06655172413793103
2054,Euro area,EMU,2035,0.06551724137931035
2055,Euro area,EMU,2036,0.06448275862068965
2056,Euro area,EMU,2037,0.06344827586206897
2057,Euro area,EMU,2038,0.06241379310344827
2058,Euro area,EMU,2039,0.06137931034482759
2059,Euro area,EMU,2040,0.0603448275862069
2060,Euro area,EMU,2041,0.05931034482758621
2061,Euro area,EMU,2042,0.05827586206896552
2062,Euro area,EMU,2043,0.05724137931034483
2063,Euro area,EMU,2044,0.05620689655172414
2064,Euro area,EMU,2045,0.05517241379310345
2065,Euro area,EMU,2046,0.054137931034482764
2066,Euro area,EMU,2047,0.05310344827586207
2067,Euro area,EMU,2048,0.05206896551724138
2068,Euro area,EMU,2049,0.051034482758620686
2069,Euro area,EMU,2050,0.05
2070,Eritrea,ERI,2021,0.08
2071,Eritrea,ERI,2022,0.07896551724137932
2072,Eritrea,ERI,2023,0.07793103448275862
2073,Eritrea,ERI,2024,0.07689655172413794
2074,Eritrea,ERI,2025,0.07586206896551724
2075,Eritrea,ERI,2026,0.07482758620689656
2076,Eritrea,ERI,2027,0.07379310344827586
2077,Eritrea,ERI,2028,0.07275862068965518
2078,Eritrea,ERI,2029,0.07172413793103448
2079,Eritrea,ERI,2030,0.0706896551724138
2080,Eritrea,ERI,2031,0.0696551724137931
2081,Eritrea,ERI,2032,0.06862068965517241
2082,Eritrea,ERI,2033,0.06758620689655173
2083,Eritrea,ERI,2034,0.06655172413793103
2084,Eritrea,ERI,2035,0.06551724137931035
2085,Eritrea,ERI,2036,0.06448275862068965
2086,Eritrea,ERI,2037,0.06344827586206897
2087,Eritrea,ERI,2038,0.06241379310344827
2088,Eritrea,ERI,2039,0.06137931034482759
2089,Eritrea,ERI,2040,0.0603448275862069
2090,Eritrea,ERI,2041,0.05931034482758621
2091,Eritrea,ERI,2042,0.05827586206896552
2092,Eritrea,ERI,2043,0.05724137931034483
2093,Eritrea,ERI,2044,0.05620689655172414
2094,Eritrea,ERI,2045,0.05517241379310345
2095,Eritrea,ERI,2046,0.054137931034482764
2096,Eritrea,ERI,2047,0.05310344827586207
2097,Eritrea,ERI,2048,0.05206896551724138
2098,Eritrea,ERI,2049,0.051034482758620686
2099,Eritrea,ERI,2050,0.05
2100,Spain,ESP,2021,0.08
2101,Spain,ESP,2022,0.07896551724137932
2102,Spain,ESP,2023,0.07793103448275862
2103,Spain,ESP,2024,0.07689655172413794
2104,Spain,ESP,2025,0.07586206896551724
2105,Spain,ESP,2026,0.07482758620689656
2106,Spain,ESP,2027,0.07379310344827586
2107,Spain,ESP,2028,0.07275862068965518
2108,Spain,ESP,2029,0.07172413793103448
2109,Spain,ESP,2030,0.0706896551724138
2110,Spain,ESP,2031,0.0696551724137931
2111,Spain,ESP,2032,0.06862068965517241
2112,Spain,ESP,2033,0.06758620689655173
2113,Spain,ESP,2034,0.06655172413793103
2114,Spain,ESP,2035,0.06551724137931035
2115,Spain,ESP,2036,0.06448275862068965
2116,Spain,ESP,2037,0.06344827586206897
2117,Spain,ESP,2038,0.06241379310344827
2118,Spain,ESP,2039,0.06137931034482759
2119,Spain,ESP,2040,0.0603448275862069
2120,Spain,ESP,2041,0.05931034482758621
2121,Spain,ESP,2042,0.05827586206896552
2122,Spain,ESP,2043,0.05724137931034483
2123,Spain,ESP,2044,0.05620689655172414
2124,Spain,ESP,2045,0.05517241379310345
2125,Spain,ESP,2046,0.054137931034482764
2126,Spain,ESP,2047,0.05310344827586207
2127,Spain,ESP,2048,0.05206896551724138
2128,Spain,ESP,2049,0.051034482758620686
2129,Spain,ESP,2050,0.05
2130,Estonia,EST,2021,0.08
2131,Estonia,EST,2022,0.07896551724137932
2132,Estonia,EST,2023,0.07793103448275862
2133,Estonia,EST,2024,0.07689655172413794
2134,Estonia,EST,2025,0.07586206896551724
2135,Estonia,EST,2026,0.07482758620689656
2136,Estonia,EST,2027,0.07379310344827586
2137,Estonia,EST,2028,0.07275862068965518
2138,Estonia,EST,2029,0.07172413793103448
2139,Estonia,EST,2030,0.0706896551724138
2140,Estonia,EST,2031,0.0696551724137931
2141,Estonia,EST,2032,0.06862068965517241
2142,Estonia,EST,2033,0.06758620689655173
2143,Estonia,EST,2034,0.06655172413793103
2144,Estonia,EST,2035,0.06551724137931035
2145,Estonia,EST,2036,0.06448275862068965
2146,Estonia,EST,2037,0.06344827586206897
2147,Estonia,EST,2038,0.06241379310344827
2148,Estonia,EST,2039,0.06137931034482759
2149,Estonia,EST,2040,0.0603448275862069
2150,Estonia,EST,2041,0.05931034482758621
2151,Estonia,EST,2042,0.05827586206896552
2152,Estonia,EST,2043,0.05724137931034483
2153,Estonia,EST,2044,0.05620689655172414
2154,Estonia,EST,2045,0.05517241379310345
2155,Estonia,EST,2046,0.054137931034482764
2156,Estonia,EST,2047,0.05310344827586207
2157,Estonia,EST,2048,0.05206896551724138
2158,Estonia,EST,2049,0.051034482758620686
2159,Estonia,EST,2050,0.05
2160,Ethiopia,ETH,2021,0.08
2161,Ethiopia,ETH,2022,0.07896551724137932
2162,Ethiopia,ETH,2023,0.07793103448275862
2163,Ethiopia,ETH,2024,0.07689655172413794
2164,Ethiopia,ETH,2025,0.07586206896551724
2165,Ethiopia,ETH,2026,0.07482758620689656
2166,Ethiopia,ETH,2027,0.07379310344827586
2167,Ethiopia,ETH,2028,0.07275862068965518
2168,Ethiopia,ETH,2029,0.07172413793103448
2169,Ethiopia,ETH,2030,0.0706896551724138
2170,Ethiopia,ETH,2031,0.0696551724137931
2171,Ethiopia,ETH,2032,0.06862068965517241
2172,Ethiopia,ETH,2033,0.06758620689655173
2173,Ethiopia,ETH,2034,0.06655172413793103
2174,Ethiopia,ETH,2035,0.06551724137931035
2175,Ethiopia,ETH,2036,0.06448275862068965
2176,Ethiopia,ETH,2037,0.06344827586206897
2177,Ethiopia,ETH,2038,0.06241379310344827
2178,Ethiopia,ETH,2039,0.06137931034482759
2179,Ethiopia,ETH,2040,0.0603448275862069
2180,Ethiopia,ETH,2041,0.05931034482758621
2181,Ethiopia,ETH,2042,0.05827586206896552
2182,Ethiopia,ETH,2043,0.05724137931034483
2183,Ethiopia,ETH,2044,0.05620689655172414
2184,Ethiopia,ETH,2045,0.05517241379310345
2185,Ethiopia,ETH,2046,0.054137931034482764
2186,Ethiopia,ETH,2047,0.05310344827586207
2187,Ethiopia,ETH,2048,0.05206896551724138
2188,Ethiopia,ETH,2049,0.051034482758620686
2189,Ethiopia,ETH,2050,0.05
2190,European Union,EUU,2021,0.08
2191,European Union,EUU,2022,0.07896551724137932
2192,European Union,EUU,2023,0.07793103448275862
2193,European Union,EUU,2024,0.07689655172413794
2194,European Union,EUU,2025,0.07586206896551724
2195,European Union,EUU,2026,0.07482758620689656
2196,European Union,EUU,2027,0.07379310344827586
2197,European Union,EUU,2028,0.07275862068965518
2198,European Union,EUU,2029,0.07172413793103448
2199,European Union,EUU,2030,0.0706896551724138
2200,European Union,EUU,2031,0.0696551724137931
2201,European Union,EUU,2032,0.06862068965517241
2202,European Union,EUU,2033,0.06758620689655173
2203,European Union,EUU,2034,0.06655172413793103
2204,European Union,EUU,2035,0.06551724137931035
2205,European Union,EUU,2036,0.06448275862068965
2206,European Union,EUU,2037,0.06344827586206897
2207,European Union,EUU,2038,0.06241379310344827
2208,European Union,EUU,2039,0.06137931034482759
2209,European Union,EUU,2040,0.0603448275862069
2210,European Union,EUU,2041,0.05931034482758621
2211,European Union,EUU,2042,0.05827586206896552
2212,European Union,EUU,2043,0.05724137931034483
2213,European Union,EUU,2044,0.05620689655172414
2214,European Union,EUU,2045,0.05517241379310345
2215,European Union,EUU,2046,0.054137931034482764
2216,European Union,EUU,2047,0.05310344827586207
2217,European Union,EUU,2048,0.05206896551724138
2218,European Union,EUU,2049,0.051034482758620686
2219,European Union,EUU,2050,0.05
2220,Fragile and conflict affected situations,FCS,2021,0.08
2221,Fragile and conflict affected situations,FCS,2022,0.07896551724137932
2222,Fragile and conflict affected situations,FCS,2023,0.07793103448275862
2223,Fragile and conflict affected situations,FCS,2024,0.07689655172413794
2224,Fragile and conflict affected situations,FCS,2025,0.07586206896551724
2225,Fragile and conflict affected situations,FCS,2026,0.07482758620689656
2226,Fragile and conflict affected situations,FCS,2027,0.07379310344827586
2227,Fragile and conflict affected situations,FCS,2028,0.07275862068965518
2228,Fragile and conflict affected situations,FCS,2029,0.07172413793103448
2229,Fragile and conflict affected situations,FCS,2030,0.0706896551724138
2230,Fragile and conflict affected situations,FCS,2031,0.0696551724137931
2231,Fragile and conflict affected situations,FCS,2032,0.06862068965517241
2232,Fragile and conflict affected situations,FCS,2033,0.06758620689655173
2233,Fragile and conflict affected situations,FCS,2034,0.06655172413793103
2234,Fragile and conflict affected situations,FCS,2035,0.06551724137931035
2235,Fragile and conflict affected situations,FCS,2036,0.06448275862068965
2236,Fragile and conflict affected situations,FCS,2037,0.06344827586206897
2237,Fragile and conflict affected situations,FCS,2038,0.06241379310344827
2238,Fragile and conflict affected situations,FCS,2039,0.06137931034482759
2239,Fragile and conflict affected situations,FCS,2040,0.0603448275862069
2240,Fragile and conflict affected situations,FCS,2041,0.05931034482758621
2241,Fragile and conflict affected situations,FCS,2042,0.05827586206896552
2242,Fragile and conflict affected situations,FCS,2043,0.05724137931034483
2243,Fragile and conflict affected situations,FCS,2044,0.05620689655172414
2244,Fragile and conflict affected situations,FCS,2045,0.05517241379310345
2245,Fragile and conflict affected situations,FCS,2046,0.054137931034482764
2246,Fragile and conflict affected situations,FCS,2047,0.05310344827586207
2247,Fragile and conflict affected situations,FCS,2048,0.05206896551724138
2248,Fragile and conflict affected situations,FCS,2049,0.051034482758620686
2249,Fragile and conflict affected situations,FCS,2050,0.05
2250,Finland,FIN,2021,0.08
2251,Finland,FIN,2022,0.07896551724137932
2252,Finland,FIN,2023,0.07793103448275862
2253,Finland,FIN,2024,0.07689655172413794
2254,Finland,FIN,2025,0.07586206896551724
2255,Finland,FIN,2026,0.07482758620689656
2256,Finland,FIN,2027,0.07379310344827586
2257,Finland,FIN,2028,0.07275862068965518
2258,Finland,FIN,2029,0.07172413793103448
2259,Finland,FIN,2030,0.0706896551724138
2260,Finland,FIN,2031,0.0696551724137931
2261,Finland,FIN,2032,0.06862068965517241
2262,Finland,FIN,2033,0.06758620689655173
2263,Finland,FIN,2034,0.06655172413793103
2264,Finland,FIN,2035,0.06551724137931035
2265,Finland,FIN,2036,0.06448275862068965
2266,Finland,FIN,2037,0.06344827586206897
2267,Finland,FIN,2038,0.06241379310344827
2268,Finland,FIN,2039,0.06137931034482759
2269,Finland,FIN,2040,0.0603448275862069
2270,Finland,FIN,2041,0.05931034482758621
2271,Finland,FIN,2042,0.05827586206896552
2272,Finland,FIN,2043,0.05724137931034483
2273,Finland,FIN,2044,0.05620689655172414
2274,Finland,FIN,2045,0.05517241379310345
2275,Finland,FIN,2046,0.054137931034482764
2276,Finland,FIN,2047,0.05310344827586207
2277,Finland,FIN,2048,0.05206896551724138
2278,Finland,FIN,2049,0.051034482758620686
2279,Finland,FIN,2050,0.05
2280,Fiji,FJI,2021,0.08
2281,Fiji,FJI,2022,0.07896551724137932
2282,Fiji,FJI,2023,0.07793103448275862
2283,Fiji,FJI,2024,0.07689655172413794
2284,Fiji,FJI,2025,0.07586206896551724
2285,Fiji,FJI,2026,0.07482758620689656
2286,Fiji,FJI,2027,0.07379310344827586
2287,Fiji,FJI,2028,0.07275862068965518
2288,Fiji,FJI,2029,0.07172413793103448
2289,Fiji,FJI,2030,0.0706896551724138
2290,Fiji,FJI,2031,0.0696551724137931
2291,Fiji,FJI,2032,0.06862068965517241
2292,Fiji,FJI,2033,0.06758620689655173
2293,Fiji,FJI,2034,0.06655172413793103
2294,Fiji,FJI,2035,0.06551724137931035
2295,Fiji,FJI,2036,0.06448275862068965
2296,Fiji,FJI,2037,0.06344827586206897
2297,Fiji,FJI,2038,0.06241379310344827
2298,Fiji,FJI,2039,0.06137931034482759
2299,Fiji,FJI,2040,0.0603448275862069
2300,Fiji,FJI,2041,0.05931034482758621
2301,Fiji,FJI,2042,0.05827586206896552
2302,Fiji,FJI,2043,0.05724137931034483
2303,Fiji,FJI,2044,0.05620689655172414
2304,Fiji,FJI,2045,0.05517241379310345
2305,Fiji,FJI,2046,0.054137931034482764
2306,Fiji,FJI,2047,0.05310344827586207
2307,Fiji,FJI,2048,0.05206896551724138
2308,Fiji,FJI,2049,0.051034482758620686
2309,Fiji,FJI,2050,0.05
2310,France,FRA,2021,0.08
2311,France,FRA,2022,0.07896551724137932
2312,France,FRA,2023,0.07793103448275862
2313,France,FRA,2024,0.07689655172413794
2314,France,FRA,2025,0.07586206896551724
2315,France,FRA,2026,0.07482758620689656
2316,France,FRA,2027,0.07379310344827586
2317,France,FRA,2028,0.07275862068965518
2318,France,FRA,2029,0.07172413793103448
2319,France,FRA,2030,0.0706896551724138
2320,France,FRA,2031,0.0696551724137931
2321,France,FRA,2032,0.06862068965517241
2322,France,FRA,2033,0.06758620689655173
2323,France,FRA,2034,0.06655172413793103
2324,France,FRA,2035,0.06551724137931035
2325,France,FRA,2036,0.06448275862068965
2326,France,FRA,2037,0.06344827586206897
2327,France,FRA,2038,0.06241379310344827
2328,France,FRA,2039,0.06137931034482759
2329,France,FRA,2040,0.0603448275862069
2330,France,FRA,2041,0.05931034482758621
2331,France,FRA,2042,0.05827586206896552
2332,France,FRA,2043,0.05724137931034483
2333,France,FRA,2044,0.05620689655172414
2334,France,FRA,2045,0.05517241379310345
2335,France,FRA,2046,0.054137931034482764
2336,France,FRA,2047,0.05310344827586207
2337,France,FRA,2048,0.05206896551724138
2338,France,FRA,2049,0.051034482758620686
2339,France,FRA,2050,0.05
2340,Faroe Islands,FRO,2021,0.08
2341,Faroe Islands,FRO,2022,0.07896551724137932
2342,Faroe Islands,FRO,2023,0.07793103448275862
2343,Faroe Islands,FRO,2024,0.07689655172413794
2344,Faroe Islands,FRO,2025,0.07586206896551724
2345,Faroe Islands,FRO,2026,0.07482758620689656
2346,Faroe Islands,FRO,2027,0.07379310344827586
2347,Faroe Islands,FRO,2028,0.07275862068965518
2348,Faroe Islands,FRO,2029,0.07172413793103448
2349,Faroe Islands,FRO,2030,0.0706896551724138
2350,Faroe Islands,FRO,2031,0.0696551724137931
