"year","location_code","prodinit_ippu_lime_and_carbonite_tonne"
2010,"ISR",61397.5547526513
2011,"ISR",57881.2132809788
2012,"ISR",106744.193755803
2013,"ISR",93312.8198189238
2014,"ISR",48345.3323798048
2015,"ISR",23374.9554588867
2016,"ISR",24613.949836014
2017,"ISR",24569.0639026534
2018,"ISR",108407.64351725
2019,"ISR",13536.8692726745
2020,"ISR",20319.6625696799
2010,"ITA",607379.482255851
2011,"ITA",1306413.23238941
2012,"ITA",1133520.99276723
2013,"ITA",670213.036558539
2014,"ITA",802523.018979636
2015,"ITA",893898.518315134
2016,"ITA",878700.005600088
2017,"ITA",782435.046088597
2018,"ITA",956475.411949294
2019,"ITA",384926.611729298
2020,"ITA",186687.658914097
2010,"JAM",707275.835621976
2011,"JAM",527941.559204668
2012,"JAM",384611.566766332
2013,"JAM",263944.149586667
2014,"JAM",920091.592707239
2015,"JAM",763830.428372727
2016,"JAM",745504.701947103
2017,"JAM",898053.439070475
2018,"JAM",418933.677949677
2019,"JAM",704274.564686539
2020,"JAM",1045524.07351848
2010,"JOR",15402.6090031705
2011,"JOR",24487.0114073284
2012,"JOR",12416.3959007967
2013,"JOR",30844.6739520063
2014,"JOR",110328.748833815
2015,"JOR",118705.587278582
2016,"JOR",6225.60222919944
2017,"JOR",143473.452344614
2018,"JOR",131540.566727427
2019,"JOR",143606.565676702
2020,"JOR",129773.840275632
2010,"JPN",60948233.3516095
2011,"JPN",62497716.7091101
2012,"JPN",60729711.7059294
2013,"JPN",47998215.601482
2014,"JPN",41409758.2228897
2015,"JPN",39800479.4452126
2016,"JPN",38312176.2018654
2017,"JPN",40648039.0372504
2018,"JPN",35634809.7135989
2019,"JPN",37836640.0868747
2020,"JPN",40911376.5005188
2010,"KAZ",830785.860461842
2011,"KAZ",1804480.27768402
2012,"KAZ",1910514.02868632
2013,"KAZ",1888847.59827094
2014,"KAZ",2073200.07485425
2015,"KAZ",1874871.80888502
2016,"KAZ",1359468.37229778
2017,"KAZ",1278632.95653128
2018,"KAZ",1631015.96368558
2019,"KAZ",1184359.84413243
2020,"KAZ",846008.89068671
2010,"KEN",14764.9655881807
2011,"KEN",24866.5962465911
2012,"KEN",22989.2454164067
2013,"KEN",182928.056070502
2014,"KEN",47826.201199973
2015,"KEN",1647580.68452662
2016,"KEN",252773.230035678
2017,"KEN",83285.4138939923
2018,"KEN",99578.6458429136
2019,"KEN",286408.750245931
2020,"KEN",215341.657950564
2010,"KGZ",981919.317557155
2011,"KGZ",1254583.28065385
2012,"KGZ",624043.427731803
2013,"KGZ",790176.764585624
2014,"KGZ",921410.20181444
2015,"KGZ",658163.596502781
2016,"KGZ",613326.802276958
2017,"KGZ",544729.59473535
2018,"KGZ",869073.831928965
2019,"KGZ",660795.965960623
2020,"KGZ",477348.938602781
2010,"KHM",45936.8652684638
2011,"KHM",30871.9442859989
2012,"KHM",46455.4616084525
2013,"KHM",34266.1786349889
2014,"KHM",39073.535529939
2015,"KHM",98865.0081390976
2016,"KHM",65137.5600470703
2017,"KHM",205975.949563059
2018,"KHM",215100.261639079
2019,"KHM",270378.123987432
2020,"KHM",1071645.82251273
2010,"KIR",0
2011,"KIR",0
2012,"KIR",0
2013,"KIR",0
2014,"KIR",0
2015,"KIR",3460.31749982139
2016,"KIR",63.0369761548253
2017,"KIR",0
2018,"KIR",0
2019,"KIR",0
2020,"KIR",0
2010,"KOR",8539761.05071634
2011,"KOR",8197869.82633271
2012,"KOR",5388441.1232071
2013,"KOR",5959980.1578699
2014,"KOR",5569119.69956883
2015,"KOR",6063128.49039514
2016,"KOR",7439775.9032891
2017,"KOR",8383038.89113635
2018,"KOR",7805681.38183894
2019,"KOR",7773398.0247886
2020,"KOR",10727443.7977279
2010,"KWT",7134529.43457081
2011,"KWT",5442215.84105657
2012,"KWT",7750265.3784901
2013,"KWT",7630871.19513765
2014,"KWT",8807758.2787046
2015,"KWT",6393680.59026985
2016,"KWT",5961212.93005662
2017,"KWT",4567734.45426719
2018,"KWT",4472609.04833603
2019,"KWT",5192493.44007866
2020,"KWT",6335337.05909681
2010,"LAO",60841.620898317
2011,"LAO",640.516520553527
2012,"LAO",12646.0772386891
2013,"LAO",49768.5217812547
2014,"LAO",11226.4973271386
2015,"LAO",19545.2009286007
2016,"LAO",136188.824950676
2017,"LAO",41551.0370921757
2018,"LAO",41551.0370921757
2019,"LAO",41551.0370921757
2020,"LAO",41551.0370921757
2010,"LBN",0
2011,"LBN",10786.8020805264
2012,"LBN",24387.8556151325
2013,"LBN",8467.52567524606
2014,"LBN",16030.0221485855
2015,"LBN",3694.80392414123
2016,"LBN",5075.29656788487
2017,"LBN",10014.4117445066
2018,"LBN",5134.15821404619
2019,"LBN",26804.9799865632
2020,"LBN",1506.17942659867
2010,"LBY",52732.4562641634
2011,"LBY",11629.1082999107
2012,"LBY",19056.9795905953
2013,"LBY",18420.6460658683
2014,"LBY",3726.34894927081
2015,"LBY",8066.31696547136
2016,"LBY",60958.1951823082
2017,"LBY",3983.44483752994
2018,"LBY",35609.2137953691
2019,"LBY",99358.4868700598
2020,"LBY",31354.1196820547
2010,"LKA",183546.194037584
2011,"LKA",183546.194037584
2012,"LKA",183546.194037584
2013,"LKA",183546.194037584
2014,"LKA",183546.194037584
2015,"LKA",84018.134084597
2016,"LKA",84686.9593110852
2017,"LKA",137297.039353187
2018,"LKA",86790.4030897194
2019,"LKA",64736.5983326974
2020,"LKA",643748.030054217
2010,"LSO",13632.2205462895
2011,"LSO",30161.6383228416
2012,"LSO",38149.218179819
2013,"LSO",57150.5103920837
2014,"LSO",19336.1759188639
2015,"LSO",10375.2488930227
2016,"LSO",6504.30287289026
2017,"LSO",2995.86922401565
2018,"LSO",1926.13594333579
2019,"LSO",4517.64016346286
2020,"LSO",10101.6965194336
2010,"LTU",242439.643900252
2011,"LTU",203686.154219608
2012,"LTU",194171.034533276
2013,"LTU",188472.133608937
2014,"LTU",191115.298930318
2015,"LTU",140887.222487397
2016,"LTU",104354.473871026
2017,"LTU",153998.506549312
2018,"LTU",182528.860997335
2019,"LTU",154452.099975276
2020,"LTU",193222.928843539
2010,"LUX",284098.231440003
2011,"LUX",343426.066517776
2012,"LUX",315392.111715419
2013,"LUX",254855.431008026
2014,"LUX",289211.474508039
2015,"LUX",259578.625254965
2016,"LUX",292607.665968755
2017,"LUX",277547.884886916
2018,"LUX",281011.187653386
2019,"LUX",231223.018661893
2020,"LUX",225189.859089719
2010,"LVA",170551.869992513
2011,"LVA",222137.304159596
2012,"LVA",658926.969538377
2013,"LVA",306308.640609425
2014,"LVA",145684.526632002
2015,"LVA",150474.308979421
2016,"LVA",111387.29385441
2017,"LVA",180219.003834035
2018,"LVA",175057.826954111
2019,"LVA",208432.890474778
2020,"LVA",211130.553917871
2010,"MAC",9193.17374056773
2011,"MAC",0
2012,"MAC",326.001049276656
2013,"MAC",0
2014,"MAC",3231.92751922468
2015,"MAC",10521.369566236
2016,"MAC",3188.06673104753
2017,"MAC",0
2018,"MAC",0
2019,"MAC",2660.81170694274
2020,"MAC",0
2010,"MAR",6659.79398489803
2011,"MAR",7387.04446789017
2012,"MAR",4214.5478547389
2013,"MAR",4619.12988679077
2014,"MAR",5772.8205913423
2015,"MAR",4151.69374091057
2016,"MAR",0
2017,"MAR",0
2018,"MAR",13245.2707520726
2019,"MAR",11976.8056347593
2020,"MAR",40755.7875830805
2010,"MDA",51840.637840915
2011,"MDA",83492.5430516217
2012,"MDA",102933.49074795
2013,"MDA",39946.6502434654
2014,"MDA",137692.864786003
2015,"MDA",19974.188319496
2016,"MDA",69182.5842180451
2017,"MDA",632394.111623674
2018,"MDA",556897.141960758
2019,"MDA",585265.767500798
2020,"MDA",228085.39624207
2010,"MDG",3380.84839561016
2011,"MDG",260386.974316248
2012,"MDG",1991110.313641
2013,"MDG",3516500.92933365
2014,"MDG",8717795.25756158
2015,"MDG",2863220.17715211
2016,"MDG",2729300.45519297
2017,"MDG",2771566.95874034
2018,"MDG",2260604.08986683
2019,"MDG",1574927.74122246
2020,"MDG",803264.806126204
2010,"MDV",27255.39487597
2011,"MDV",27255.39487597
2012,"MDV",27255.39487597
2013,"MDV",27255.39487597
2014,"MDV",5309.08803232682
2015,"MDV",171216.766137619
2016,"MDV",0
2017,"MDV",2250.28815378824
2018,"MDV",11319.7687605963
2019,"MDV",691.853047459435
2020,"MDV",0
2010,"MEX",32998.9332615894
2011,"MEX",561541.148933874
2012,"MEX",97440.9711147557
2013,"MEX",466344.698878897
2014,"MEX",49069.4566994449
2015,"MEX",18508.0363027602
2016,"MEX",25857.1604612335
2017,"MEX",20575.5678991988
2018,"MEX",22002.8100351866
2019,"MEX",3892.74616461976
2020,"MEX",21032.9471766494
2010,"MHL",0
2011,"MHL",0
2012,"MHL",0
2013,"MHL",0
2014,"MHL",0
2015,"MHL",0
2016,"MHL",0
2017,"MHL",0
2018,"MHL",0
2019,"MHL",0
2020,"MHL",0
2010,"MKD",73495.6365283422
2011,"MKD",30157.645895471
2012,"MKD",52889.5805577346
2013,"MKD",33895.5646331352
2014,"MKD",1138.34506804131
2015,"MKD",1836.07354055363
2016,"MKD",786.510748720333
2017,"MKD",0.792877031615324
2018,"MKD",2486.78304504143
2019,"MKD",3775.60576408137
2020,"MKD",6703.33228990419
2010,"MLI",10870.2004677473
2011,"MLI",6431.11641548461
2012,"MLI",76470.1921506881
2013,"MLI",15877.8911871365
2014,"MLI",0
2015,"MLI",2864.49559518261
2016,"MLI",0
2017,"MLI",0
2018,"MLI",0
2019,"MLI",893.400215259248
2020,"MLI",4185.42255052107
2010,"MLT",1657.74679390355
2011,"MLT",2235.16154280241
2012,"MLT",457.773788400719
2013,"MLT",2304.55988469127
2014,"MLT",33716.0753197393
2015,"MLT",1331.94935510256
2016,"MLT",5220.39581253015
2017,"MLT",10237.7054702746
2018,"MLT",346.34284935231
2019,"MLT",14180.8835770005
2020,"MLT",28998.345770388
2010,"MMR",45415.7855275388
2011,"MMR",90449.1320570279
2012,"MMR",207927.986007296
2013,"MMR",53665.5313919296
2014,"MMR",59260.2848690055
2015,"MMR",18715.2283335327
2016,"MMR",20001.3755170871
2017,"MMR",63700.8212749745
2018,"MMR",88669.0622581143
2019,"MMR",78395.4051732886
2020,"MMR",66272.3964484732
2010,"MNE",198.376196000481
2011,"MNE",0
2012,"MNE",0
2013,"MNE",28808.5916905993
2014,"MNE",303.791862693975
2015,"MNE",2216.40561664168
2016,"MNE",1265.39147545309
2017,"MNE",859.564955005432
2018,"MNE",0
2019,"MNE",39600.2447690446
2020,"MNE",134129.207727134
2010,"MNG",467.906980485999
2011,"MNG",28781.4890099074
2012,"MNG",2931.27482531764
2013,"MNG",2582.16649343967
2014,"MNG",8577.75793563512
2015,"MNG",751.093467557292
2016,"MNG",6601.10539161739
2017,"MNG",0
2018,"MNG",0
2019,"MNG",133.248159129158
2020,"MNG",0
2010,"MNP",0
2011,"MNP",542.86900644148
2012,"MNP",182.038136738605
2013,"MNP",909.741612481061
2014,"MNP",0
2015,"MNP",0
2016,"MNP",0
2017,"MNP",0
2018,"MNP",0
2019,"MNP",0
2020,"MNP",163.464875566115
2010,"MOZ",8147.86190657933
2011,"MOZ",8513.36371299308
2012,"MOZ",38079.1287971175
2013,"MOZ",172450.425263366
2014,"MOZ",54920.1232149168
2015,"MOZ",77909.9396887373
2016,"MOZ",145130.797042592
2017,"MOZ",125874.902680396
2018,"MOZ",145125.392830926
2019,"MOZ",10665.9930636445
2020,"MOZ",4413.39033131542
2010,"MRT",1509.40142814793
2011,"MRT",998.228816397274
2012,"MRT",2589.09736799416
2013,"MRT",2989.63295587863
2014,"MRT",2725.22561855519
2015,"MRT",4041.74588463693
2016,"MRT",1388.6954374238
2017,"MRT",931.328471122953
2018,"MRT",541.386205487501
2019,"MRT",0
2020,"MRT",0
2010,"MUS",16242.9671182932
2011,"MUS",88725.6540100188
2012,"MUS",119052.218611155
2013,"MUS",47565.0674894782
2014,"MUS",32853.6964116625
2015,"MUS",43407.6487893456
2016,"MUS",40529.6881578877
2017,"MUS",32120.0875179516
2018,"MUS",40074.3051600373
2019,"MUS",37211.3408985741
2020,"MUS",69729.5213684047
2010,"MYS",3980920.62047378
2011,"MYS",4285541.14003294
2012,"MYS",4407502.36277335
2013,"MYS",5478461.15532885
2014,"MYS",5615153.35089535
2015,"MYS",5923550.78869205
2016,"MYS",6282308.63722215
2017,"MYS",7013752.78931583
2018,"MYS",7231191.32864055
2019,"MYS",9112623.14022132
2020,"MYS",7695706.77854658
2010,"NAM",70119.5376287611
2011,"NAM",142324.207073895
2012,"NAM",115361.812441235
2013,"NAM",74023.0215941874
2014,"NAM",48813.3952326335
2015,"NAM",24452.5056784382
2016,"NAM",15797.8064918667
2017,"NAM",44119.0771070999
2018,"NAM",34341.5760721656
2019,"NAM",50639.7400879413
2020,"NAM",40869.163444982
2010,"NCL",77321.4090111393
2011,"NCL",256870.489394922
2012,"NCL",40288.5252557304
2013,"NCL",274182.737981031
2014,"NCL",629327.553792697
2015,"NCL",392968.767420358
2016,"NCL",469157.235085008
2017,"NCL",134208.251568128
2018,"NCL",284290.621188627
2019,"NCL",284290.621188627
2020,"NCL",284290.621188627
2010,"NER",3207.98110809984
2011,"NER",25071.3249376919
2012,"NER",27789.382804333
2013,"NER",0
2014,"NER",0
2015,"NER",7947.35710509711
2016,"NER",12777.1060552448
2017,"NER",23289.4774072001
2018,"NER",10543.1606604021
2019,"NER",14258.6509439414
2020,"NER",4706.58150869694
2010,"NGA",105565.287707191
2011,"NGA",177994.990705297
2012,"NGA",402787.562173056
2013,"NGA",1624039.83739666
2014,"NGA",512747.269055296
2015,"NGA",2259368.29339091
2016,"NGA",267908.454615606
2017,"NGA",467862.984917518
2018,"NGA",166474.92962195
2019,"NGA",208245.140044496
2020,"NGA",1166363.01324726
2010,"NIC",281.784760868002
2011,"NIC",1215.2591822999
2012,"NIC",0
2013,"NIC",658.580186105452
2014,"NIC",5872.5756259374
2015,"NIC",9042.9928157095
2016,"NIC",1042.29264610104
2017,"NIC",8736.19277549749
2018,"NIC",10071.9445751427
2019,"NIC",6816.85776519906
2020,"NIC",24371.1743714232
2010,"NLD",3104926.41438146
2011,"NLD",3104210.08676914
2012,"NLD",2836563.06588436
2013,"NLD",2742408.10515483
2014,"NLD",2346163.14249305
2015,"NLD",2120518.24827272
2016,"NLD",2742656.88900892
2017,"NLD",3051238.62887394
2018,"NLD",2986891.67184022
2019,"NLD",2549719.6813796
2020,"NLD",2457069.11478156
2010,"NOR",1531326.26948947
2011,"NOR",1428472.58184085
2012,"NOR",912965.080602488
2013,"NOR",947467.848514236
2014,"NOR",808902.918934141
2015,"NOR",1207419.92958264
2016,"NOR",813805.55571316
2017,"NOR",685932.752909254
2018,"NOR",801507.322087488
2019,"NOR",717569.57701417
2020,"NOR",800170.562167082
2010,"NPL",23627.6818872173
2011,"NPL",182187.881488143
2012,"NPL",212793.925594562
2013,"NPL",16898.6321359631
2014,"NPL",17184.7686055094
2015,"NPL",17920.362090229
2016,"NPL",26438.9100311671
2017,"NPL",46598.3642186017
2018,"NPL",35698.0676421661
2019,"NPL",52935.3290242694
2020,"NPL",86751.5511177957
2010,"NRU",0
2011,"NRU",0
2012,"NRU",0
2013,"NRU",0
2014,"NRU",0
2015,"NRU",0
2016,"NRU",0
2017,"NRU",1240.28548214779
2018,"NRU",0
2019,"NRU",0
2020,"NRU",0
2010,"NZL",167036.930170221
2011,"NZL",743969.604098795
2012,"NZL",118998.088434567
2013,"NZL",131345.891451458
2014,"NZL",76622.2202328151
2015,"NZL",100535.033994229
2016,"NZL",75362.1962318978
2017,"NZL",70280.3333098421
2018,"NZL",67369.4940392916
2019,"NZL",44605.3394917931
2020,"NZL",54715.5298487682
2010,"OMN",10573462.7067669
2011,"OMN",6418572.66844722
2012,"OMN",6856637.47982512
2013,"OMN",7228268.77439292
2014,"OMN",7091390.95533872
2015,"OMN",8263416.56866666
2016,"OMN",7207445.21306299
2017,"OMN",8258680.38696002
2018,"OMN",10929600.4150839
2019,"OMN",11975645.1404075
2020,"OMN",10169277.0501816
2010,"PAK",165445.878224307
2011,"PAK",99208.4755370775
2012,"PAK",56956.3515117114
2013,"PAK",167878.96753308
2014,"PAK",351745.341420572
2015,"PAK",846840.190584302
2016,"PAK",939326.928052636
2017,"PAK",1369183.86728507
2018,"PAK",3965145.42283798
2019,"PAK",454581.96899184
2020,"PAK",32411.0491755338
2010,"PAN",42124.1089600657
2011,"PAN",62169.3160839654
2012,"PAN",34164.7580528671
2013,"PAN",16255.906284568
2014,"PAN",5361.67328604593
2015,"PAN",38046.4694298103
2016,"PAN",4339.72541088302
2017,"PAN",17258.3663717593
2018,"PAN",7037.28116834879
2019,"PAN",7282.13082640179
2020,"PAN",5399.29625687067
2010,"PER",11848.9113591623
2011,"PER",20525.843315847
2012,"PER",83585.2676368724
2013,"PER",109145.527155028
2014,"PER",450372.715707338
2015,"PER",265449.737103148
2016,"PER",133762.956322085
2017,"PER",342546.377465837
2018,"PER",321850.093104366
2019,"PER",304542.555223962
2020,"PER",329257.541195101
2010,"PHL",1482825.31171035
2011,"PHL",1935502.86322187
2012,"PHL",3159155.88853056
2013,"PHL",2391937.8599638
2014,"PHL",2702609.36682644
2015,"PHL",1683733.39334908
2016,"PHL",2945736.58695199
2017,"PHL",3121553.354
2018,"PHL",2931930.49715458
2019,"PHL",3464193.3638843
2020,"PHL",2273803.56957235
2010,"POL",1380552.11906009
2011,"POL",2390042.03012932
2012,"POL",2440860.97365286
2013,"POL",2612225.4520436
2014,"POL",2195399.73575511
2015,"POL",2420594.2834208
2016,"POL",1723436.93117147
2017,"POL",1861279.7072589
2018,"POL",3028781.60756781
2019,"POL",1980171.89648892
2020,"POL",1403483.82194403
2010,"PRT",163336.875759989
2011,"PRT",157426.319099713
2012,"PRT",42018.475060823
2013,"PRT",64329.6319736461
2014,"PRT",25276.6725959824
2015,"PRT",101898.735907163
2016,"PRT",256059.756802856
2017,"PRT",69554.7780611724
2018,"PRT",150183.24681268
2019,"PRT",68478.6965819692
2020,"PRT",46630.6472450155
2010,"PRY",20621.7901938835
2011,"PRY",17011.7799730913
2012,"PRY",9969.69361757585
2013,"PRY",11242.6995556941
2014,"PRY",78628.0714122045
2015,"PRY",67663.1409163878
2016,"PRY",66711.7067807611
2017,"PRY",64788.3152640055
2018,"PRY",59019.8420882763
2019,"PRY",31763.6507073848
2020,"PRY",46865.1823382456
2010,"PSE",0
2011,"PSE",0
2012,"PSE",1514.27065923633
2013,"PSE",326.300760327962
2014,"PSE",0
2015,"PSE",2182.46415865141
2016,"PSE",0
2017,"PSE",0
2018,"PSE",0
2019,"PSE",0
2020,"PSE",7435.6753753274
2010,"PYF",16959.68088655
2011,"PYF",16959.68088655
2012,"PYF",16959.68088655
2013,"PYF",16959.68088655
2014,"PYF",16959.68088655
2015,"PYF",16959.68088655
2016,"PYF",16959.68088655
2017,"PYF",20914.5592779925
2018,"PYF",16959.68088655
2019,"PYF",15313.2900542215
2020,"PYF",14651.1933274359
2010,"QAT",1048539.4755118
2011,"QAT",13816.4385327167
2012,"QAT",1263268.50396079
2013,"QAT",1893140.63208229
2014,"QAT",2627647.90291754
2015,"QAT",1260619.27484996
2016,"QAT",2709413.62834523
2017,"QAT",630571.481084189
2018,"QAT",323574.785853275
2019,"QAT",445166.507971652
2020,"QAT",33297.228219978
2010,"ROU",121163.13149504
2011,"ROU",143841.588173421
2012,"ROU",81945.0573543255
2013,"ROU",119447.921062146
2014,"ROU",104218.517243098
2015,"ROU",424720.536543838
2016,"ROU",363708.676045602
2017,"ROU",472846.929859781
2018,"ROU",193055.597214656
2019,"ROU",79622.9618909739
2020,"ROU",47772.2799494835
2010,"RUS",1778889.30343972
2011,"RUS",2264091.35096394
2012,"RUS",4185610.16667366
2013,"RUS",2418042.73776637
2014,"RUS",2402045.53443848
2015,"RUS",2197190.07015756
2016,"RUS",3344997.23572916
2017,"RUS",4641550.91236126
2018,"RUS",4994841.85576482
2019,"RUS",5018767.38312081
2020,"RUS",3567751.88221722
2010,"RWA",7420.93765160584
2011,"RWA",0
2012,"RWA",848.030384004999
2013,"RWA",0
2014,"RWA",40481.7585716019
2015,"RWA",8703.22326473119
2016,"RWA",740.184152869374
2017,"RWA",1283.47597688699
2018,"RWA",0
2019,"RWA",1649.14734360433
2020,"RWA",8519.63780070294
2010,"SAU",95093.6647123258
2011,"SAU",101541.011465561
2012,"SAU",164691.709864571
2013,"SAU",117987.801557009
2014,"SAU",434261.584041329
2015,"SAU",92517.02414818
2016,"SAU",125383.050943889
2017,"SAU",791614.001567304
2018,"SAU",488611.769302005
2019,"SAU",1113548.27187601
2020,"SAU",768010.964599747
2010,"SDN",34223.427121489
2011,"SDN",202574.966432355
2012,"SDN",12062.8684282508
2013,"SDN",30641.7056189796
2014,"SDN",569365.573179673
2015,"SDN",1270880.51620805
2016,"SDN",2141251.23704093
2017,"SDN",720424.531539686
2018,"SDN",270047.03206197
2019,"SDN",1859313.74664198
2020,"SDN",276520.373626618
2010,"SEN",14658.2753709836
2011,"SEN",2199.55351768381
2012,"SEN",5646.38605738925
2013,"SEN",6576.56310389613
2014,"SEN",6323.42370780756
2015,"SEN",8757.96684927421
2016,"SEN",270.379972861736
2017,"SEN",0
2018,"SEN",0
2019,"SEN",2350.67437985815
2020,"SEN",0
2010,"SGP",464433.432077509
2011,"SGP",407967.148447972
2012,"SGP",418754.360403912
2013,"SGP",381793.949054393
2014,"SGP",368897.158872728
2015,"SGP",370771.797228139
2016,"SGP",362410.302292094
2017,"SGP",272333.92517473
2018,"SGP",311221.679767038
2019,"SGP",342125.182078314
2020,"SGP",205781.379304753
2010,"SLB",0
2011,"SLB",0
2012,"SLB",831.81814883646
2013,"SLB",0
2014,"SLB",187.927070392572
2015,"SLB",0
2016,"SLB",0
2017,"SLB",0
2018,"SLB",0
2019,"SLB",0
2020,"SLB",0
2010,"SLE",223041.83876903
2011,"SLE",87764.8360145727
2012,"SLE",63558.1923192547
2013,"SLE",87866.3917965837
2014,"SLE",47633.9600583845
2015,"SLE",62093.5357929829
2016,"SLE",15279.2461589411
2017,"SLE",35804.7187753553
2018,"SLE",42695.6304168015
2019,"SLE",42966.5455605666
2020,"SLE",39744.6874207003
2010,"SLV",0
2011,"SLV",1380.25977958283
2012,"SLV",1630.34315906025
2013,"SLV",0
2014,"SLV",1422.50362864183
2015,"SLV",0
2016,"SLV",1508.71573858184
2017,"SLV",1728.28850397102
2018,"SLV",2028.94716121149
2019,"SLV",0
2020,"SLV",560.083331646874
2010,"SMR",0
2011,"SMR",0
2012,"SMR",0
2013,"SMR",0
2014,"SMR",0
2015,"SMR",0
2016,"SMR",0
2017,"SMR",0
2018,"SMR",0
2019,"SMR",0
2020,"SMR",0
2010,"SOM",885.688522313869
2011,"SOM",885.688522313869
2012,"SOM",885.688522313869
2013,"SOM",680.407198739981
2014,"SOM",0
2015,"SOM",2241.85421100497
2016,"SOM",591.693623688553
2017,"SOM",1963.56433159799
2018,"SOM",719.963605465386
2019,"SOM",477.490552457158
2020,"SOM",410.534655556918
2010,"SRB",1241561.71652443
2011,"SRB",851597.600501106
2012,"SRB",30682.1055384593
2013,"SRB",28712.1568858597
2014,"SRB",3863.25397105108
2015,"SRB",13614.6576694534
2016,"SRB",1968.79380387114
2017,"SRB",6146.32109077087
2018,"SRB",3485.14512567193
2019,"SRB",4523.74994013126
2020,"SRB",7122.67450310336
2010,"SSD",1144.28216241322
2011,"SSD",1144.28216241322
2012,"SSD",0
2013,"SSD",731.245105239341
2014,"SSD",602.629858030511
2015,"SSD",3243.25368638302
2016,"SSD",1144.28216241322
2017,"SSD",1144.28216241322
2018,"SSD",1144.28216241322
2019,"SSD",1144.28216241322
2020,"SSD",1144.28216241322
2010,"SUR",173263.000380479
2011,"SUR",173263.000380479
2012,"SUR",173263.000380479
2013,"SUR",173263.000380479
2014,"SUR",173263.000380479
2015,"SUR",173263.000380479
2016,"SUR",173263.000380479
2017,"SUR",173263.000380479
2018,"SUR",173263.000380479
2019,"SUR",173263.000380479
2020,"SUR",173263.000380479
2010,"SVK",886672.952182645
2011,"SVK",675187.823248009
2012,"SVK",651620.622582285
2013,"SVK",582055.190031674
2014,"SVK",464770.615000465
2015,"SVK",897588.111432182
2016,"SVK",671820.595796509
2017,"SVK",1110743.14805218
2018,"SVK",1236416.34390297
2019,"SVK",849686.406215064
2020,"SVK",260061.087651145
2010,"SVN",15801.6868518221
2011,"SVN",27431.0179142419
2012,"SVN",44623.743589772
2013,"SVN",34218.4411408726
2014,"SVN",50194.3943530741
2015,"SVN",7892.22825752372
2016,"SVN",15217.945483377
2017,"SVN",18456.9290427177
2018,"SVN",43964.542630834
2019,"SVN",37825.5318461962
2020,"SVN",48034.8264781413
2010,"SWE",6452297.88778572
2011,"SWE",7269334.70177901
2012,"SWE",6070560.32886113
2013,"SWE",5972636.80096217
2014,"SWE",5353555.65114446
2015,"SWE",3355340.95413062
2016,"SWE",3226850.50431021
2017,"SWE",4395801.67822448
2018,"SWE",2822554.10272131
2019,"SWE",2049066.17418242
2020,"SWE",3593271.71635032
2010,"SWZ",35531.4440283086
2011,"SWZ",60383.9967034341
2012,"SWZ",51374.6320779445
2013,"SWZ",22592.0347787248
2014,"SWZ",15077.8824880772
2015,"SWZ",17133.6210310342
2016,"SWZ",13458.050849838
2017,"SWZ",26115.2370465461
2018,"SWZ",33951.7717900988
2019,"SWZ",38387.488912326
2020,"SWZ",39768.7336119732
2010,"SXM",512.254740832236
2011,"SXM",2520.46884103552
2012,"SXM",0
2013,"SXM",0
2014,"SXM",831.059550103885
2015,"SXM",234.111014384013
2016,"SXM",0
2017,"SXM",512.398521134471
2018,"SXM",0
2019,"SXM",512.254740832236
2020,"SXM",512.254740832236
2010,"SYC",0
2011,"SYC",13.5596624406414
2012,"SYC",473.747625192527
2013,"SYC",0
2014,"SYC",0
2015,"SYC",2151.71000534332
2016,"SYC",1829.00780594791
2017,"SYC",844.091534984676
2018,"SYC",1267.24720698056
2019,"SYC",545.003728100658
2020,"SYC",337.293963621633
2010,"SYR",1814.63614882196
2011,"SYR",2693.51808810964
2012,"SYR",0
2013,"SYR",0
2014,"SYR",99124.8431449133
2015,"SYR",7887.0587249377
2016,"SYR",74678.6372317403
2017,"SYR",154758.837850723
2018,"SYR",161567.5359914
2019,"SYR",301011.351839324
2020,"SYR",86143.1432909092
2010,"TCD",0
2011,"TCD",0
2012,"TCD",0
2013,"TCD",0
2014,"TCD",0
2015,"TCD",0
2016,"TCD",0
2017,"TCD",0
2018,"TCD",0
2019,"TCD",770.561889393069
2020,"TCD",0
2010,"TGO",609897.606950597
2011,"TGO",919446.513802338
2012,"TGO",1076146.6737517
2013,"TGO",552862.589377278
2014,"TGO",0
2015,"TGO",434822.863870891
2016,"TGO",803166.331634973
2017,"TGO",1339941.61565877
2018,"TGO",764689.191445364
2019,"TGO",792500.086080081
2020,"TGO",0
2010,"THA",762541.05474993
2011,"THA",1378570.2517575
2012,"THA",914691.626984739
2013,"THA",1020716.1573363
2014,"THA",1171943.29109609
2015,"THA",906409.045478425
2016,"THA",1013531.56774079
2017,"THA",1386359.16492885
2018,"THA",218549.569968349
2019,"THA",362992.60414838
2020,"THA",195473.165751889
2010,"TJK",1126.99904791401
2011,"TJK",1438.28005832967
2012,"TJK",0
2013,"TJK",0
2014,"TJK",0
2015,"TJK",521.182233033383
2016,"TJK",521.182233033383
2017,"TJK",0
2018,"TJK",0
2019,"TJK",0
2020,"TJK",2125.36099105677
2010,"TKM",0
2011,"TKM",0
2012,"TKM",0
2013,"TKM",0
2014,"TKM",3751.17384204996
2015,"TKM",1190.30427620691
2016,"TKM",0
2017,"TKM",0
