"Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_oil","Year"
"Senegal","SEN",0.9602,2006
"Serbia","SRB",0.9554,2006
"Singapore","SGP",0.9602,2006
"Slovak Republic","SVK",0.9554,2006
"Slovenia","SVN",0.9554,2006
"South Africa","ZAF",0.98044347826087,2006
"South Sudan","SSD",0.964441652559124,2006
"Spain","ESP",0.9554,2006
"Sri Lanka","LKA",0.9701,2006
"Sudan","SDN",0.9602,2006
"Suriname","SUR",0.9602,2006
"Sweden","SWE",0.9554,2006
"Switzerland","CHE",0.9554,2006
"Syrian Arab Republic","SYR",0.9602,2006
"Tajikistan","TJK",0.9554,2006
"Thailand","THA",1.0104,2006
"Togo","TGO",0.9602,2006
"Trinidad and Tobago","TTO",0.9602,2006
"Tunisia","TUN",0.969191304347826,2006
"Turkey","TUR",0.9554,2006
"Turkmenistan","TKM",0.9554,2006
"Ukraine","UKR",0.9554,2006
"United Arab Emirates","ARE",0.9602,2006
"United Kingdom","GBR",0.9554,2006
"United States","USA",0.9602,2006
"Uruguay","URY",0.9602,2006
"Uzbekistan","UZB",0.9554,2006
"Venezuela","VEN",1.0339,2006
"Vietnam","VNM",0.991,2006
"Zambia","ZMB",0.973766666666667,2006
"Zimbabwe","ZWE",0.9602,2006
"Albania","ALB",0.9554,2007
"Algeria","DZA",0.9602,2007
"Angola","AGO",0.9602,2007
"Argentina","ARG",0.97354347826087,2007
"Armenia","ARM",0.9554,2007
"Australia","AUS",1.0175,2007
"Austria","AUT",0.9554,2007
"Azerbaijan","AZE",0.9554,2007
"Bahrain","BHR",0.9602,2007
"Bangladesh","BGD",0.9602,2007
"Belarus","BLR",0.9554,2007
"Belgium","BEL",0.9554,2007
"Benin","BEN",0.9602,2007
"Bolivia","BOL",0.9602,2007
"Bosnia and Herzegovina","BIH",0.9554,2007
"Botswana","BWA",0.9602,2007
"Brazil","BRA",0.962021276595745,2007
"Brunei Darussalam","BRN",0.9602,2007
"Bulgaria","BGR",0.9554,2007
"Cambodia","KHM",1,2007
"Cameroon","CMR",0.9602,2007
"Canada","CAN",0.9602,2007
"Chile","CHL",0.9602,2007
"China","CHN",0.983126086956522,2007
"Colombia","COL",0.9857,2007
"Costa Rica","CRI",0.9602,2007
"Croatia","HRV",0.9554,2007
"Cuba","CUB",0.953673913043478,2007
"Cyprus","CYP",0.9554,2007
"Denmark","DNK",0.9554,2007
"Dominican Republic","DOM",0.9602,2007
"Ecuador","ECU",0.9602,2007
"Egypt","EGY",0.972,2007
"El Salvador","SLV",0.9602,2007
"Eritrea","ERI",0.9602,2007
"Estonia","EST",0.9554,2007
"Ethiopia","ETH",0.9602,2007
"Finland","FIN",0.9554,2007
"France","FRA",0.9554,2007
"Gabon","GAB",0.9602,2007
"Georgia","GEO",0.9554,2007
"Germany","DEU",0.9554,2007
"Ghana","GHA",0.9602,2007
"Gibraltar","GIB",0.9554,2007
"Greece","GRC",0.9554,2007
"Guatemala","GTM",0.9602,2007
"Haiti","HTI",0.9602,2007
"Honduras","HND",0.9602,2007
"Hungary","HUN",0.9554,2007
"Iceland","ISL",0.9554,2007
"India","IND",0.9602,2007
"Indonesia","IDN",0.9602,2007
"Iraq","IRQ",0.9602,2007
"Ireland","IRL",0.9554,2007
"Israel","ISR",0.9602,2007
"Italy","ITA",0.9554,2007
"Jamaica","JAM",0.9602,2007
"Japan","JPN",1.0175,2007
"Jordan","JOR",0.964191304347826,2007
"Kazakhstan","KAZ",0.9554,2007
"Kenya","KEN",0.9602,2007
"Korea","KOR",1.0175,2007
"Kosovo","XKX",0.9554,2007
"Kuwait","KWT",0.9602,2007
"Latvia","LVA",0.9554,2007
"Lebanon","LBN",0.9602,2007
"Libya","LBY",0.9602,2007
"Lithuania","LTU",0.9554,2007
"Luxembourg","LUX",0.9554,2007
"Malaysia","MYS",0.991860869565217,2007
"Malta","MLT",0.9554,2007
"Mauritius","MUS",0.9602,2007
"Mexico","MEX",0.9602,2007
"Mongolia","MNG",0.9602,2007
"Montenegro","MNE",0.9554,2007
"Morocco","MAR",0.9602,2007
"Mozambique","MOZ",0.9602,2007
"Myanmar","MMR",0.9602,2007
"Namibia","NAM",0.997,2007
"Nepal","NPL",1.04206097560976,2007
"Netherlands","NLD",0.9554,2007
"New Zealand","NZL",1.0175,2007
"Nicaragua","NIC",0.971852173913043,2007
"Niger","NER",0.9602,2007
"Nigeria","NGA",0.9602,2007
"Norway","NOR",0.9554,2007
"Oman","OMN",0.9602,2007
"Pakistan","PAK",0.976,2007
"Panama","PAN",0.9602,2007
"Paraguay","PRY",0.98,2007
"Peru","PER",0.9602,2007
"Philippines","PHL",0.9819,2007
"Poland","POL",0.9554,2007
"Portugal","PRT",0.9554,2007
"Qatar","QAT",0.9602,2007
"Romania","ROU",0.9554,2007
"Russian Federation","RUS",0.9554,2007
"Saudi Arabia","SAU",0.9602,2007
"Senegal","SEN",0.9602,2007
"Serbia","SRB",0.9554,2007
"Singapore","SGP",0.9602,2007
"Slovak Republic","SVK",0.9554,2007
"Slovenia","SVN",0.9554,2007
"South Africa","ZAF",0.98044347826087,2007
"South Sudan","SSD",0.964441652559124,2007
"Spain","ESP",0.9554,2007
"Sri Lanka","LKA",0.9701,2007
"Sudan","SDN",0.9602,2007
"Suriname","SUR",0.9602,2007
"Sweden","SWE",0.9554,2007
"Switzerland","CHE",0.9554,2007
"Syrian Arab Republic","SYR",0.9602,2007
"Tajikistan","TJK",0.9554,2007
"Thailand","THA",1.0104,2007
"Togo","TGO",0.9602,2007
"Trinidad and Tobago","TTO",0.9602,2007
"Tunisia","TUN",0.969191304347826,2007
"Turkey","TUR",0.9554,2007
"Turkmenistan","TKM",0.9554,2007
"Ukraine","UKR",0.9554,2007
"United Arab Emirates","ARE",0.9602,2007
"United Kingdom","GBR",0.9554,2007
"United States","USA",0.9602,2007
"Uruguay","URY",0.9602,2007
"Uzbekistan","UZB",0.9554,2007
"Venezuela","VEN",1.0339,2007
"Vietnam","VNM",0.991,2007
"Zambia","ZMB",0.973766666666667,2007
"Zimbabwe","ZWE",0.9602,2007
"Albania","ALB",0.9554,2008
"Algeria","DZA",0.9602,2008
"Angola","AGO",0.9602,2008
"Argentina","ARG",0.97354347826087,2008
"Armenia","ARM",0.9554,2008
"Australia","AUS",1.0175,2008
"Austria","AUT",0.9554,2008
"Azerbaijan","AZE",0.9554,2008
"Bahrain","BHR",0.9602,2008
"Bangladesh","BGD",0.9602,2008
"Belarus","BLR",0.9554,2008
"Belgium","BEL",0.9554,2008
"Benin","BEN",0.9602,2008
"Bolivia","BOL",0.9602,2008
"Bosnia and Herzegovina","BIH",0.9554,2008
"Botswana","BWA",0.9602,2008
"Brazil","BRA",0.962021276595745,2008
"Brunei Darussalam","BRN",0.9602,2008
"Bulgaria","BGR",0.9554,2008
"Cambodia","KHM",1,2008
"Cameroon","CMR",0.9602,2008
"Canada","CAN",0.9602,2008
"Chile","CHL",0.9602,2008
"China","CHN",0.983126086956522,2008
"Colombia","COL",0.9857,2008
"Costa Rica","CRI",0.9602,2008
"Croatia","HRV",0.9554,2008
"Cuba","CUB",0.953673913043478,2008
"Cyprus","CYP",0.9554,2008
"Denmark","DNK",0.9554,2008
"Dominican Republic","DOM",0.9602,2008
"Ecuador","ECU",0.9602,2008
"Egypt","EGY",0.972,2008
"El Salvador","SLV",0.9602,2008
"Eritrea","ERI",0.9602,2008
"Estonia","EST",0.9554,2008
"Ethiopia","ETH",0.9602,2008
"Finland","FIN",0.9554,2008
"France","FRA",0.9554,2008
"Gabon","GAB",0.9602,2008
"Georgia","GEO",0.9554,2008
"Germany","DEU",0.9554,2008
"Ghana","GHA",0.9602,2008
"Gibraltar","GIB",0.9554,2008
"Greece","GRC",0.9554,2008
"Guatemala","GTM",0.9602,2008
"Haiti","HTI",0.9602,2008
"Honduras","HND",0.9602,2008
"Hungary","HUN",0.9554,2008
"Iceland","ISL",0.9554,2008
"India","IND",0.9602,2008
"Indonesia","IDN",0.9602,2008
"Iraq","IRQ",0.9602,2008
"Ireland","IRL",0.9554,2008
"Israel","ISR",0.9602,2008
"Italy","ITA",0.9554,2008
"Jamaica","JAM",0.9602,2008
"Japan","JPN",1.0175,2008
"Jordan","JOR",0.964191304347826,2008
"Kazakhstan","KAZ",0.9554,2008
"Kenya","KEN",0.9602,2008
"Korea","KOR",1.0175,2008
"Kosovo","XKX",0.9554,2008
"Kuwait","KWT",0.9602,2008
"Latvia","LVA",0.9554,2008
"Lebanon","LBN",0.9602,2008
"Libya","LBY",0.9602,2008
"Lithuania","LTU",0.9554,2008
"Luxembourg","LUX",0.9554,2008
"Malaysia","MYS",0.991860869565217,2008
"Malta","MLT",0.9554,2008
"Mauritius","MUS",0.9602,2008
"Mexico","MEX",0.9602,2008
"Mongolia","MNG",0.9602,2008
"Montenegro","MNE",0.9554,2008
"Morocco","MAR",0.9602,2008
"Mozambique","MOZ",0.9602,2008
"Myanmar","MMR",0.9602,2008
"Namibia","NAM",0.997,2008
"Nepal","NPL",1.04206097560976,2008
"Netherlands","NLD",0.9554,2008
"New Zealand","NZL",1.0175,2008
"Nicaragua","NIC",0.971852173913043,2008
"Niger","NER",0.9602,2008
"Nigeria","NGA",0.9602,2008
"Norway","NOR",0.9554,2008
"Oman","OMN",0.9602,2008
"Pakistan","PAK",0.976,2008
"Panama","PAN",0.9602,2008
"Paraguay","PRY",0.98,2008
"Peru","PER",0.9602,2008
"Philippines","PHL",0.9819,2008
"Poland","POL",0.9554,2008
"Portugal","PRT",0.9554,2008
"Qatar","QAT",0.9602,2008
"Romania","ROU",0.9554,2008
"Russian Federation","RUS",0.9554,2008
"Saudi Arabia","SAU",0.9602,2008
"Senegal","SEN",0.9602,2008
"Serbia","SRB",0.9554,2008
"Singapore","SGP",0.9602,2008
"Slovak Republic","SVK",0.9554,2008
"Slovenia","SVN",0.9554,2008
"South Africa","ZAF",0.98044347826087,2008
"South Sudan","SSD",0.964441652559124,2008
"Spain","ESP",0.9554,2008
"Sri Lanka","LKA",0.9701,2008
"Sudan","SDN",0.9602,2008
"Suriname","SUR",0.9602,2008
"Sweden","SWE",0.9554,2008
"Switzerland","CHE",0.9554,2008
"Syrian Arab Republic","SYR",0.9602,2008
"Tajikistan","TJK",0.9554,2008
"Thailand","THA",1.0104,2008
"Togo","TGO",0.9602,2008
"Trinidad and Tobago","TTO",0.9602,2008
"Tunisia","TUN",0.969191304347826,2008
"Turkey","TUR",0.9554,2008
"Turkmenistan","TKM",0.9554,2008
"Ukraine","UKR",0.9554,2008
"United Arab Emirates","ARE",0.9602,2008
"United Kingdom","GBR",0.9554,2008
"United States","USA",0.9602,2008
"Uruguay","URY",0.9602,2008
"Uzbekistan","UZB",0.9554,2008
"Venezuela","VEN",1.0339,2008
"Vietnam","VNM",0.991,2008
"Zambia","ZMB",0.973766666666667,2008
"Zimbabwe","ZWE",0.9602,2008
"Albania","ALB",0.9554,2009
"Algeria","DZA",0.9602,2009
"Angola","AGO",0.9602,2009
"Argentina","ARG",0.97354347826087,2009
"Armenia","ARM",0.9554,2009
"Australia","AUS",1.0175,2009
"Austria","AUT",0.9554,2009
"Azerbaijan","AZE",0.9554,2009
"Bahrain","BHR",0.9602,2009
"Bangladesh","BGD",0.9602,2009
"Belarus","BLR",0.9554,2009
"Belgium","BEL",0.9554,2009
"Benin","BEN",0.9602,2009
"Bolivia","BOL",0.9602,2009
"Bosnia and Herzegovina","BIH",0.9554,2009
"Botswana","BWA",0.9602,2009
"Brazil","BRA",0.962021276595745,2009
"Brunei Darussalam","BRN",0.9602,2009
"Bulgaria","BGR",0.9554,2009
"Cambodia","KHM",1,2009
"Cameroon","CMR",0.9602,2009
"Canada","CAN",0.9602,2009
"Chile","CHL",0.9602,2009
"China","CHN",0.983126086956522,2009
"Colombia","COL",0.9857,2009
"Costa Rica","CRI",0.9602,2009
"Croatia","HRV",0.9554,2009
"Cuba","CUB",0.953673913043478,2009
"Cyprus","CYP",0.9554,2009
"Denmark","DNK",0.9554,2009
"Dominican Republic","DOM",0.9602,2009
"Ecuador","ECU",0.9602,2009
"Egypt","EGY",0.972,2009
"El Salvador","SLV",0.9602,2009
"Eritrea","ERI",0.9602,2009
"Estonia","EST",0.9554,2009
"Ethiopia","ETH",0.9602,2009
"Finland","FIN",0.9554,2009
"France","FRA",0.9554,2009
"Gabon","GAB",0.9602,2009
"Georgia","GEO",0.9554,2009
"Germany","DEU",0.9554,2009
"Ghana","GHA",0.9602,2009
"Gibraltar","GIB",0.9554,2009
"Greece","GRC",0.9554,2009
"Guatemala","GTM",0.9602,2009
"Haiti","HTI",0.9602,2009
"Honduras","HND",0.9602,2009
"Hungary","HUN",0.9554,2009
"Iceland","ISL",0.9554,2009
"India","IND",0.9602,2009
"Indonesia","IDN",0.9602,2009
"Iraq","IRQ",0.9602,2009
"Ireland","IRL",0.9554,2009
"Israel","ISR",0.9602,2009
"Italy","ITA",0.9554,2009
"Jamaica","JAM",0.9602,2009
"Japan","JPN",1.0175,2009
"Jordan","JOR",0.964191304347826,2009
"Kazakhstan","KAZ",0.9554,2009
"Kenya","KEN",0.9602,2009
"Korea","KOR",1.0175,2009
"Kosovo","XKX",0.9554,2009
"Kuwait","KWT",0.9602,2009
"Latvia","LVA",0.9554,2009
"Lebanon","LBN",0.9602,2009
"Libya","LBY",0.9602,2009
"Lithuania","LTU",0.9554,2009
"Luxembourg","LUX",0.9554,2009
"Malaysia","MYS",0.991860869565217,2009
"Malta","MLT",0.9554,2009
"Mauritius","MUS",0.9602,2009
"Mexico","MEX",0.9602,2009
"Mongolia","MNG",0.9602,2009
"Montenegro","MNE",0.9554,2009
"Morocco","MAR",0.9602,2009
"Mozambique","MOZ",0.9602,2009
"Myanmar","MMR",0.9602,2009
"Namibia","NAM",0.997,2009
"Nepal","NPL",1.04206097560976,2009
"Netherlands","NLD",0.9554,2009
"New Zealand","NZL",1.0175,2009
"Nicaragua","NIC",0.971852173913043,2009
"Niger","NER",0.9602,2009
"Nigeria","NGA",0.9602,2009
"Norway","NOR",0.9554,2009
"Oman","OMN",0.9602,2009
"Pakistan","PAK",0.976,2009
"Panama","PAN",0.9602,2009
"Paraguay","PRY",0.98,2009
"Peru","PER",0.9602,2009
"Philippines","PHL",0.9819,2009
"Poland","POL",0.9554,2009
"Portugal","PRT",0.9554,2009
"Qatar","QAT",0.9602,2009
"Romania","ROU",0.9554,2009
"Russian Federation","RUS",0.9554,2009
"Saudi Arabia","SAU",0.9602,2009
"Senegal","SEN",0.9602,2009
"Serbia","SRB",0.9554,2009
"Singapore","SGP",0.9602,2009
"Slovak Republic","SVK",0.9554,2009
"Slovenia","SVN",0.9554,2009
"South Africa","ZAF",0.98044347826087,2009
"South Sudan","SSD",0.964441652559124,2009
"Spain","ESP",0.9554,2009
"Sri Lanka","LKA",0.9701,2009
"Sudan","SDN",0.9602,2009
"Suriname","SUR",0.9602,2009
"Sweden","SWE",0.9554,2009
"Switzerland","CHE",0.9554,2009
"Syrian Arab Republic","SYR",0.9602,2009
"Tajikistan","TJK",0.9554,2009
"Thailand","THA",1.0104,2009
"Togo","TGO",0.9602,2009
"Trinidad and Tobago","TTO",0.9602,2009
"Tunisia","TUN",0.969191304347826,2009
"Turkey","TUR",0.9554,2009
"Turkmenistan","TKM",0.9554,2009
"Ukraine","UKR",0.9554,2009
"United Arab Emirates","ARE",0.9602,2009
"United Kingdom","GBR",0.9554,2009
"United States","USA",0.9602,2009
"Uruguay","URY",0.9602,2009
"Uzbekistan","UZB",0.9554,2009
"Venezuela","VEN",1.0339,2009
"Vietnam","VNM",0.991,2009
"Zambia","ZMB",0.973766666666667,2009
"Zimbabwe","ZWE",0.9602,2009
"Albania","ALB",0.9554,2010
"Algeria","DZA",0.9602,2010
"Angola","AGO",0.9602,2010
"Argentina","ARG",0.97354347826087,2010
"Armenia","ARM",0.9554,2010
"Australia","AUS",1.0175,2010
"Austria","AUT",0.9554,2010
"Azerbaijan","AZE",0.9554,2010
"Bahrain","BHR",0.9602,2010
"Bangladesh","BGD",0.9602,2010
"Belarus","BLR",0.9554,2010
"Belgium","BEL",0.9554,2010
"Benin","BEN",0.9602,2010
"Bolivia","BOL",0.9602,2010
"Bosnia and Herzegovina","BIH",0.9554,2010
"Botswana","BWA",0.9602,2010
"Brazil","BRA",0.962021276595745,2010
"Brunei Darussalam","BRN",0.9602,2010
"Bulgaria","BGR",0.9554,2010
"Cambodia","KHM",1,2010
"Cameroon","CMR",0.9602,2010
"Canada","CAN",0.9602,2010
"Chile","CHL",0.9602,2010
"China","CHN",0.983126086956522,2010
"Colombia","COL",0.9857,2010
"Costa Rica","CRI",0.9602,2010
"Croatia","HRV",0.9554,2010
"Cuba","CUB",0.953673913043478,2010
"Cyprus","CYP",0.9554,2010
"Denmark","DNK",0.9554,2010
"Dominican Republic","DOM",0.9602,2010
"Ecuador","ECU",0.9602,2010
"Egypt","EGY",0.972,2010
"El Salvador","SLV",0.9602,2010
"Eritrea","ERI",0.9602,2010
"Estonia","EST",0.9554,2010
"Ethiopia","ETH",0.9602,2010
"Finland","FIN",0.9554,2010
"France","FRA",0.9554,2010
"Gabon","GAB",0.9602,2010
"Georgia","GEO",0.9554,2010
"Germany","DEU",0.9554,2010
"Ghana","GHA",0.9602,2010
"Gibraltar","GIB",0.9554,2010
"Greece","GRC",0.9554,2010
"Guatemala","GTM",0.9602,2010
"Haiti","HTI",0.9602,2010
"Honduras","HND",0.9602,2010
"Hungary","HUN",0.9554,2010
"Iceland","ISL",0.9554,2010
"India","IND",0.9602,2010
"Indonesia","IDN",0.9602,2010
"Iraq","IRQ",0.9602,2010
"Ireland","IRL",0.9554,2010
"Israel","ISR",0.9602,2010
"Italy","ITA",0.9554,2010
"Jamaica","JAM",0.9602,2010
"Japan","JPN",1.0175,2010
"Jordan","JOR",0.964191304347826,2010
"Kazakhstan","KAZ",0.9554,2010
"Kenya","KEN",0.9602,2010
"Korea","KOR",1.0175,2010
"Kosovo","XKX",0.9554,2010
"Kuwait","KWT",0.9602,2010
"Latvia","LVA",0.9554,2010
"Lebanon","LBN",0.9602,2010
"Libya","LBY",0.9602,2010
"Lithuania","LTU",0.9554,2010
"Luxembourg","LUX",0.9554,2010
"Malaysia","MYS",0.991860869565217,2010
"Malta","MLT",0.9554,2010
"Mauritius","MUS",0.9602,2010
"Mexico","MEX",0.9602,2010
"Mongolia","MNG",0.9602,2010
"Montenegro","MNE",0.9554,2010
"Morocco","MAR",0.9602,2010
"Mozambique","MOZ",0.9602,2010
"Myanmar","MMR",0.9602,2010
"Namibia","NAM",0.997,2010
"Nepal","NPL",1.04206097560976,2010
"Netherlands","NLD",0.9554,2010
"New Zealand","NZL",1.0175,2010
"Nicaragua","NIC",0.971852173913043,2010
"Niger","NER",0.9602,2010
"Nigeria","NGA",0.9602,2010
"Norway","NOR",0.9554,2010
"Oman","OMN",0.9602,2010
"Pakistan","PAK",0.976,2010
"Panama","PAN",0.9602,2010
"Paraguay","PRY",0.98,2010
"Peru","PER",0.9602,2010
"Philippines","PHL",0.9819,2010
"Poland","POL",0.9554,2010
"Portugal","PRT",0.9554,2010
"Qatar","QAT",0.9602,2010
"Romania","ROU",0.9554,2010
"Russian Federation","RUS",0.9554,2010
"Saudi Arabia","SAU",0.9602,2010
"Senegal","SEN",0.9602,2010
"Serbia","SRB",0.9554,2010
"Singapore","SGP",0.9602,2010
"Slovak Republic","SVK",0.9554,2010
"Slovenia","SVN",0.9554,2010
"South Africa","ZAF",0.98044347826087,2010
"South Sudan","SSD",0.964441652559124,2010
"Spain","ESP",0.9554,2010
"Sri Lanka","LKA",0.9701,2010
"Sudan","SDN",0.9602,2010
"Suriname","SUR",0.9602,2010
"Sweden","SWE",0.9554,2010
"Switzerland","CHE",0.9554,2010
"Syrian Arab Republic","SYR",0.9602,2010
"Tajikistan","TJK",0.9554,2010
"Thailand","THA",1.0104,2010
"Togo","TGO",0.9602,2010
"Trinidad and Tobago","TTO",0.9602,2010
"Tunisia","TUN",0.969191304347826,2010
"Turkey","TUR",0.9554,2010
"Turkmenistan","TKM",0.9554,2010
"Ukraine","UKR",0.9554,2010
"United Arab Emirates","ARE",0.9602,2010
"United Kingdom","GBR",0.9554,2010
"United States","USA",0.9602,2010
"Uruguay","URY",0.9602,2010
"Uzbekistan","UZB",0.9554,2010
"Venezuela","VEN",1.0339,2010
"Vietnam","VNM",0.991,2010
"Zambia","ZMB",0.973766666666667,2010
"Zimbabwe","ZWE",0.9602,2010
"Albania","ALB",0.9554,2011
"Algeria","DZA",0.9602,2011
"Angola","AGO",0.9602,2011
"Argentina","ARG",0.97354347826087,2011
"Armenia","ARM",0.9554,2011
"Australia","AUS",1.0175,2011
"Austria","AUT",0.9554,2011
"Azerbaijan","AZE",0.9554,2011
"Bahrain","BHR",0.9602,2011
"Bangladesh","BGD",0.9602,2011
"Belarus","BLR",0.9554,2011
"Belgium","BEL",0.9554,2011
"Benin","BEN",0.9602,2011
"Bolivia","BOL",0.9602,2011
"Bosnia and Herzegovina","BIH",0.9554,2011
"Botswana","BWA",0.9602,2011
"Brazil","BRA",0.962021276595745,2011
"Brunei Darussalam","BRN",0.9602,2011
"Bulgaria","BGR",0.9554,2011
"Cambodia","KHM",1,2011
"Cameroon","CMR",0.9602,2011
"Canada","CAN",0.9602,2011
"Chile","CHL",0.9602,2011
"China","CHN",0.983126086956522,2011
"Colombia","COL",0.9857,2011
"Costa Rica","CRI",0.9602,2011
"Croatia","HRV",0.9554,2011
"Cuba","CUB",0.953673913043478,2011
"Cyprus","CYP",0.9554,2011
"Denmark","DNK",0.9554,2011
"Dominican Republic","DOM",0.9602,2011
"Ecuador","ECU",0.9602,2011
"Egypt","EGY",0.972,2011
"El Salvador","SLV",0.9602,2011
"Eritrea","ERI",0.9602,2011
"Estonia","EST",0.9554,2011
"Ethiopia","ETH",0.9602,2011
"Finland","FIN",0.9554,2011
"France","FRA",0.9554,2011
"Gabon","GAB",0.9602,2011
"Georgia","GEO",0.9554,2011
"Germany","DEU",0.9554,2011
"Ghana","GHA",0.9602,2011
"Gibraltar","GIB",0.9554,2011
"Greece","GRC",0.9554,2011
"Guatemala","GTM",0.9602,2011
"Haiti","HTI",0.9602,2011
"Honduras","HND",0.9602,2011
"Hungary","HUN",0.9554,2011
"Iceland","ISL",0.9554,2011
"India","IND",0.9602,2011
"Indonesia","IDN",0.9602,2011
"Iraq","IRQ",0.9602,2011
"Ireland","IRL",0.9554,2011
"Israel","ISR",0.9602,2011
"Italy","ITA",0.9554,2011
"Jamaica","JAM",0.9602,2011
"Japan","JPN",1.0175,2011
"Jordan","JOR",0.964191304347826,2011
"Kazakhstan","KAZ",0.9554,2011
"Kenya","KEN",0.9602,2011
"Korea","KOR",1.0175,2011
"Kosovo","XKX",0.9554,2011
"Kuwait","KWT",0.9602,2011
"Latvia","LVA",0.9554,2011
"Lebanon","LBN",0.9602,2011
"Libya","LBY",0.9602,2011
"Lithuania","LTU",0.9554,2011
"Luxembourg","LUX",0.9554,2011
"Malaysia","MYS",0.991860869565217,2011
"Malta","MLT",0.9554,2011
"Mauritius","MUS",0.9602,2011
"Mexico","MEX",0.9602,2011
"Mongolia","MNG",0.9602,2011
"Montenegro","MNE",0.9554,2011
"Morocco","MAR",0.9602,2011
"Mozambique","MOZ",0.9602,2011
"Myanmar","MMR",0.9602,2011
"Namibia","NAM",0.997,2011
"Nepal","NPL",1.04206097560976,2011
"Netherlands","NLD",0.9554,2011
"New Zealand","NZL",1.0175,2011
"Nicaragua","NIC",0.971852173913043,2011
"Niger","NER",0.9602,2011
"Nigeria","NGA",0.9602,2011
"Norway","NOR",0.9554,2011
"Oman","OMN",0.9602,2011
"Pakistan","PAK",0.976,2011
"Panama","PAN",0.9602,2011
"Paraguay","PRY",0.98,2011
"Peru","PER",0.9602,2011
"Philippines","PHL",0.9819,2011
"Poland","POL",0.9554,2011
"Portugal","PRT",0.9554,2011
"Qatar","QAT",0.9602,2011
"Romania","ROU",0.9554,2011
"Russian Federation","RUS",0.9554,2011
"Saudi Arabia","SAU",0.9602,2011
"Senegal","SEN",0.9602,2011
"Serbia","SRB",0.9554,2011
"Singapore","SGP",0.9602,2011
"Slovak Republic","SVK",0.9554,2011
"Slovenia","SVN",0.9554,2011
"South Africa","ZAF",0.98044347826087,2011
"South Sudan","SSD",0.964441652559124,2011
"Spain","ESP",0.9554,2011
"Sri Lanka","LKA",0.9701,2011
"Sudan","SDN",0.9602,2011
"Suriname","SUR",0.9602,2011
"Sweden","SWE",0.9554,2011
"Switzerland","CHE",0.9554,2011
"Syrian Arab Republic","SYR",0.9602,2011
"Tajikistan","TJK",0.9554,2011
"Thailand","THA",1.0104,2011
"Togo","TGO",0.9602,2011
"Trinidad and Tobago","TTO",0.9602,2011
"Tunisia","TUN",0.969191304347826,2011
"Turkey","TUR",0.9554,2011
"Turkmenistan","TKM",0.9554,2011
"Ukraine","UKR",0.9554,2011
"United Arab Emirates","ARE",0.9602,2011
"United Kingdom","GBR",0.9554,2011
"United States","USA",0.9602,2011
"Uruguay","URY",0.9602,2011
"Uzbekistan","UZB",0.9554,2011
"Venezuela","VEN",1.0339,2011
"Vietnam","VNM",0.991,2011
"Zambia","ZMB",0.973766666666667,2011
"Zimbabwe","ZWE",0.9602,2011
"Albania","ALB",0.9554,2012
"Algeria","DZA",0.9602,2012
"Angola","AGO",0.9602,2012
"Argentina","ARG",0.97354347826087,2012
"Armenia","ARM",0.9554,2012
"Australia","AUS",1.0175,2012
"Austria","AUT",0.9554,2012
"Azerbaijan","AZE",0.9554,2012
"Bahrain","BHR",0.9602,2012
"Bangladesh","BGD",0.9602,2012
"Belarus","BLR",0.9554,2012
"Belgium","BEL",0.9554,2012
"Benin","BEN",0.9602,2012
"Bolivia","BOL",0.9602,2012
"Bosnia and Herzegovina","BIH",0.9554,2012
"Botswana","BWA",0.9602,2012
"Brazil","BRA",0.962021276595745,2012
"Brunei Darussalam","BRN",0.9602,2012
"Bulgaria","BGR",0.9554,2012
"Cambodia","KHM",1,2012
"Cameroon","CMR",0.9602,2012
"Canada","CAN",0.9602,2012
"Chile","CHL",0.9602,2012
"China","CHN",0.983126086956522,2012
"Colombia","COL",0.9857,2012
"Costa Rica","CRI",0.9602,2012
"Croatia","HRV",0.9554,2012
"Cuba","CUB",0.953673913043478,2012
"Cyprus","CYP",0.9554,2012
"Denmark","DNK",0.9554,2012
"Dominican Republic","DOM",0.9602,2012
"Ecuador","ECU",0.9602,2012
"Egypt","EGY",0.972,2012
"El Salvador","SLV",0.9602,2012
"Eritrea","ERI",0.9602,2012
"Estonia","EST",0.9554,2012
"Ethiopia","ETH",0.9602,2012
"Finland","FIN",0.9554,2012
"France","FRA",0.9554,2012
"Gabon","GAB",0.9602,2012
"Georgia","GEO",0.9554,2012
"Germany","DEU",0.9554,2012
"Ghana","GHA",0.9602,2012
"Gibraltar","GIB",0.9554,2012
"Greece","GRC",0.9554,2012
"Guatemala","GTM",0.9602,2012
"Haiti","HTI",0.9602,2012
"Honduras","HND",0.9602,2012
"Hungary","HUN",0.9554,2012
"Iceland","ISL",0.9554,2012
"India","IND",0.9602,2012
"Indonesia","IDN",0.9602,2012
"Iraq","IRQ",0.9602,2012
"Ireland","IRL",0.9554,2012
"Israel","ISR",0.9602,2012
"Italy","ITA",0.9554,2012
"Jamaica","JAM",0.9602,2012
"Japan","JPN",1.0175,2012
"Jordan","JOR",0.964191304347826,2012
"Kazakhstan","KAZ",0.9554,2012
"Kenya","KEN",0.9602,2012
"Korea","KOR",1.0175,2012
"Kosovo","XKX",0.9554,2012
"Kuwait","KWT",0.9602,2012
"Latvia","LVA",0.9554,2012
"Lebanon","LBN",0.9602,2012
"Libya","LBY",0.9602,2012
