"","Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_electricity","Year"
"793","Bulgaria","BGR",1,2007
"794","Cambodia","KHM",1,2007
"795","Cameroon","CMR",1,2007
"796","Canada","CAN",1,2007
"797","Chile","CHL",1,2007
"798","China","CHN",1,2007
"799","Colombia","COL",1,2007
"800","Costa Rica","CRI",1,2007
"801","Croatia","HRV",1,2007
"802","Cuba","CUB",1,2007
"803","Cyprus","CYP",1,2007
"804","Denmark","DNK",1,2007
"805","Dominican Republic","DOM",1,2007
"806","Ecuador","ECU",1,2007
"807","Egypt","EGY",1,2007
"808","El Salvador","SLV",1,2007
"809","Eritrea","ERI",1,2007
"810","Estonia","EST",1,2007
"811","Ethiopia","ETH",1,2007
"812","Finland","FIN",1,2007
"813","France","FRA",1,2007
"814","Gabon","GAB",1,2007
"815","Georgia","GEO",1,2007
"816","Germany","DEU",1,2007
"817","Ghana","GHA",1,2007
"818","Gibraltar","GIB",1,2007
"819","Greece","GRC",1,2007
"820","Guatemala","GTM",1,2007
"821","Haiti","HTI",1,2007
"822","Honduras","HND",1,2007
"823","Hungary","HUN",1,2007
"824","Iceland","ISL",1,2007
"825","India","IND",1,2007
"826","Indonesia","IDN",1,2007
"827","Iraq","IRQ",1,2007
"828","Ireland","IRL",1,2007
"829","Israel","ISR",1,2007
"830","Italy","ITA",1,2007
"831","Jamaica","JAM",1,2007
"832","Japan","JPN",1,2007
"833","Jordan","JOR",1,2007
"834","Kazakhstan","KAZ",1,2007
"835","Kenya","KEN",1,2007
"836","Korea","KOR",1,2007
"837","Kosovo","XKX",1,2007
"838","Kuwait","KWT",1,2007
"839","Latvia","LVA",1,2007
"840","Lebanon","LBN",1,2007
"841","Libya","LBY",1,2007
"842","Lithuania","LTU",1,2007
"843","Luxembourg","LUX",1,2007
"844","Malaysia","MYS",1,2007
"845","Malta","MLT",1,2007
"846","Mauritius","MUS",1,2007
"847","Mexico","MEX",1,2007
"848","Mongolia","MNG",1,2007
"849","Montenegro","MNE",1,2007
"850","Morocco","MAR",1,2007
"851","Mozambique","MOZ",1,2007
"852","Myanmar","MMR",1,2007
"853","Namibia","NAM",1,2007
"854","Nepal","NPL",1,2007
"855","Netherlands","NLD",1,2007
"856","New Zealand","NZL",1,2007
"857","Nicaragua","NIC",1,2007
"858","Niger","NER",1,2007
"859","Nigeria","NGA",1,2007
"860","Norway","NOR",1,2007
"861","Oman","OMN",1,2007
"862","Pakistan","PAK",1,2007
"863","Panama","PAN",1,2007
"864","Paraguay","PRY",1,2007
"865","Peru","PER",1,2007
"866","Philippines","PHL",1,2007
"867","Poland","POL",1,2007
"868","Portugal","PRT",1,2007
"869","Qatar","QAT",1,2007
"870","Romania","ROU",1,2007
"871","Russian Federation","RUS",1,2007
"872","Saudi Arabia","SAU",1,2007
"873","Senegal","SEN",1,2007
"874","Serbia","SRB",1,2007
"875","Singapore","SGP",1,2007
"876","Slovak Republic","SVK",1,2007
"877","Slovenia","SVN",1,2007
"878","South Africa","ZAF",1,2007
"879","South Sudan","SSD",1,2007
"880","Spain","ESP",1,2007
"881","Sri Lanka","LKA",1,2007
"882","Sudan","SDN",1,2007
"883","Suriname","SUR",1,2007
"884","Sweden","SWE",1,2007
"885","Switzerland","CHE",1,2007
"886","Syrian Arab Republic","SYR",1,2007
"887","Tajikistan","TJK",1,2007
"888","Thailand","THA",1,2007
"889","Togo","TGO",1,2007
"890","Trinidad and Tobago","TTO",1,2007
"891","Tunisia","TUN",1,2007
"892","Turkey","TUR",1,2007
"893","Turkmenistan","TKM",1,2007
"894","Ukraine","UKR",1,2007
"895","United Arab Emirates","ARE",1,2007
"896","United Kingdom","GBR",1,2007
"897","United States","USA",1,2007
"898","Uruguay","URY",1,2007
"899","Uzbekistan","UZB",1,2007
"900","Venezuela","VEN",1,2007
"901","Vietnam","VNM",1,2007
"902","Zambia","ZMB",1,2007
"903","Zimbabwe","ZWE",1,2007
"904","Albania","ALB",1,2008
"905","Algeria","DZA",1,2008
"906","Angola","AGO",1,2008
"907","Argentina","ARG",1,2008
"908","Armenia","ARM",1,2008
"909","Australia","AUS",1,2008
"910","Austria","AUT",1,2008
"911","Azerbaijan","AZE",1,2008
"912","Bahrain","BHR",1,2008
"913","Bangladesh","BGD",1,2008
"914","Belarus","BLR",1,2008
"915","Belgium","BEL",1,2008
"916","Benin","BEN",1,2008
"917","Bolivia","BOL",1,2008
"918","Bosnia and Herzegovina","BIH",1,2008
"919","Botswana","BWA",1,2008
"920","Brazil","BRA",1,2008
"921","Brunei Darussalam","BRN",1,2008
"922","Bulgaria","BGR",1,2008
"923","Cambodia","KHM",1,2008
"924","Cameroon","CMR",1,2008
"925","Canada","CAN",1,2008
"926","Chile","CHL",1,2008
"927","China","CHN",1,2008
"928","Colombia","COL",1,2008
"929","Costa Rica","CRI",1,2008
"930","Croatia","HRV",1,2008
"931","Cuba","CUB",1,2008
"932","Cyprus","CYP",1,2008
"933","Denmark","DNK",1,2008
"934","Dominican Republic","DOM",1,2008
"935","Ecuador","ECU",1,2008
"936","Egypt","EGY",1,2008
"937","El Salvador","SLV",1,2008
"938","Eritrea","ERI",1,2008
"939","Estonia","EST",1,2008
"940","Ethiopia","ETH",1,2008
"941","Finland","FIN",1,2008
"942","France","FRA",1,2008
"943","Gabon","GAB",1,2008
"944","Georgia","GEO",1,2008
"945","Germany","DEU",1,2008
"946","Ghana","GHA",1,2008
"947","Gibraltar","GIB",1,2008
"948","Greece","GRC",1,2008
"949","Guatemala","GTM",1,2008
"950","Haiti","HTI",1,2008
"951","Honduras","HND",1,2008
"952","Hungary","HUN",1,2008
"953","Iceland","ISL",1,2008
"954","India","IND",1,2008
"955","Indonesia","IDN",1,2008
"956","Iraq","IRQ",1,2008
"957","Ireland","IRL",1,2008
"958","Israel","ISR",1,2008
"959","Italy","ITA",1,2008
"960","Jamaica","JAM",1,2008
"961","Japan","JPN",1,2008
"962","Jordan","JOR",1,2008
"963","Kazakhstan","KAZ",1,2008
"964","Kenya","KEN",1,2008
"965","Korea","KOR",1,2008
"966","Kosovo","XKX",1,2008
"967","Kuwait","KWT",1,2008
"968","Latvia","LVA",1,2008
"969","Lebanon","LBN",1,2008
"970","Libya","LBY",1,2008
"971","Lithuania","LTU",1,2008
"972","Luxembourg","LUX",1,2008
"973","Malaysia","MYS",1,2008
"974","Malta","MLT",1,2008
"975","Mauritius","MUS",1,2008
"976","Mexico","MEX",1,2008
"977","Mongolia","MNG",1,2008
"978","Montenegro","MNE",1,2008
"979","Morocco","MAR",1,2008
"980","Mozambique","MOZ",1,2008
"981","Myanmar","MMR",1,2008
"982","Namibia","NAM",1,2008
"983","Nepal","NPL",1,2008
"984","Netherlands","NLD",1,2008
"985","New Zealand","NZL",1,2008
"986","Nicaragua","NIC",1,2008
"987","Niger","NER",1,2008
"988","Nigeria","NGA",1,2008
"989","Norway","NOR",1,2008
"990","Oman","OMN",1,2008
"991","Pakistan","PAK",1,2008
"992","Panama","PAN",1,2008
"993","Paraguay","PRY",1,2008
"994","Peru","PER",1,2008
"995","Philippines","PHL",1,2008
"996","Poland","POL",1,2008
"997","Portugal","PRT",1,2008
"998","Qatar","QAT",1,2008
"999","Romania","ROU",1,2008
"1000","Russian Federation","RUS",1,2008
"1001","Saudi Arabia","SAU",1,2008
"1002","Senegal","SEN",1,2008
"1003","Serbia","SRB",1,2008
"1004","Singapore","SGP",1,2008
"1005","Slovak Republic","SVK",1,2008
"1006","Slovenia","SVN",1,2008
"1007","South Africa","ZAF",1,2008
"1008","South Sudan","SSD",1,2008
"1009","Spain","ESP",1,2008
"1010","Sri Lanka","LKA",1,2008
"1011","Sudan","SDN",1,2008
"1012","Suriname","SUR",1,2008
"1013","Sweden","SWE",1,2008
"1014","Switzerland","CHE",1,2008
"1015","Syrian Arab Republic","SYR",1,2008
"1016","Tajikistan","TJK",1,2008
"1017","Thailand","THA",1,2008
"1018","Togo","TGO",1,2008
"1019","Trinidad and Tobago","TTO",1,2008
"1020","Tunisia","TUN",1,2008
"1021","Turkey","TUR",1,2008
"1022","Turkmenistan","TKM",1,2008
"1023","Ukraine","UKR",1,2008
"1024","United Arab Emirates","ARE",1,2008
"1025","United Kingdom","GBR",1,2008
"1026","United States","USA",1,2008
"1027","Uruguay","URY",1,2008
"1028","Uzbekistan","UZB",1,2008
"1029","Venezuela","VEN",1,2008
"1030","Vietnam","VNM",1,2008
"1031","Zambia","ZMB",1,2008
"1032","Zimbabwe","ZWE",1,2008
"1033","Albania","ALB",1,2009
"1034","Algeria","DZA",1,2009
"1035","Angola","AGO",1,2009
"1036","Argentina","ARG",1,2009
"1037","Armenia","ARM",1,2009
"1038","Australia","AUS",1,2009
"1039","Austria","AUT",1,2009
"1040","Azerbaijan","AZE",1,2009
"1041","Bahrain","BHR",1,2009
"1042","Bangladesh","BGD",1,2009
"1043","Belarus","BLR",1,2009
"1044","Belgium","BEL",1,2009
"1045","Benin","BEN",1,2009
"1046","Bolivia","BOL",1,2009
"1047","Bosnia and Herzegovina","BIH",1,2009
"1048","Botswana","BWA",1,2009
"1049","Brazil","BRA",1,2009
"1050","Brunei Darussalam","BRN",1,2009
"1051","Bulgaria","BGR",1,2009
"1052","Cambodia","KHM",1,2009
"1053","Cameroon","CMR",1,2009
"1054","Canada","CAN",1,2009
"1055","Chile","CHL",1,2009
"1056","China","CHN",1,2009
"1057","Colombia","COL",1,2009
"1058","Costa Rica","CRI",1,2009
"1059","Croatia","HRV",1,2009
"1060","Cuba","CUB",1,2009
"1061","Cyprus","CYP",1,2009
"1062","Denmark","DNK",1,2009
"1063","Dominican Republic","DOM",1,2009
"1064","Ecuador","ECU",1,2009
"1065","Egypt","EGY",1,2009
"1066","El Salvador","SLV",1,2009
"1067","Eritrea","ERI",1,2009
"1068","Estonia","EST",1,2009
"1069","Ethiopia","ETH",1,2009
"1070","Finland","FIN",1,2009
"1071","France","FRA",1,2009
"1072","Gabon","GAB",1,2009
"1073","Georgia","GEO",1,2009
"1074","Germany","DEU",1,2009
"1075","Ghana","GHA",1,2009
"1076","Gibraltar","GIB",1,2009
"1077","Greece","GRC",1,2009
"1078","Guatemala","GTM",1,2009
"1079","Haiti","HTI",1,2009
"1080","Honduras","HND",1,2009
"1081","Hungary","HUN",1,2009
"1082","Iceland","ISL",1,2009
"1083","India","IND",1,2009
"1084","Indonesia","IDN",1,2009
"1085","Iraq","IRQ",1,2009
"1086","Ireland","IRL",1,2009
"1087","Israel","ISR",1,2009
"1088","Italy","ITA",1,2009
"1089","Jamaica","JAM",1,2009
"1090","Japan","JPN",1,2009
"1091","Jordan","JOR",1,2009
"1092","Kazakhstan","KAZ",1,2009
"1093","Kenya","KEN",1,2009
"1094","Korea","KOR",1,2009
"1095","Kosovo","XKX",1,2009
"1096","Kuwait","KWT",1,2009
"1097","Latvia","LVA",1,2009
"1098","Lebanon","LBN",1,2009
"1099","Libya","LBY",1,2009
"1100","Lithuania","LTU",1,2009
"1101","Luxembourg","LUX",1,2009
"1102","Malaysia","MYS",1,2009
"1103","Malta","MLT",1,2009
"1104","Mauritius","MUS",1,2009
"1105","Mexico","MEX",1,2009
"1106","Mongolia","MNG",1,2009
"1107","Montenegro","MNE",1,2009
"1108","Morocco","MAR",1,2009
"1109","Mozambique","MOZ",1,2009
"1110","Myanmar","MMR",1,2009
"1111","Namibia","NAM",1,2009
"1112","Nepal","NPL",1,2009
"1113","Netherlands","NLD",1,2009
"1114","New Zealand","NZL",1,2009
"1115","Nicaragua","NIC",1,2009
"1116","Niger","NER",1,2009
"1117","Nigeria","NGA",1,2009
"1118","Norway","NOR",1,2009
"1119","Oman","OMN",1,2009
"1120","Pakistan","PAK",1,2009
"1121","Panama","PAN",1,2009
"1122","Paraguay","PRY",1,2009
"1123","Peru","PER",1,2009
"1124","Philippines","PHL",1,2009
"1125","Poland","POL",1,2009
"1126","Portugal","PRT",1,2009
"1127","Qatar","QAT",1,2009
"1128","Romania","ROU",1,2009
"1129","Russian Federation","RUS",1,2009
"1130","Saudi Arabia","SAU",1,2009
"1131","Senegal","SEN",1,2009
"1132","Serbia","SRB",1,2009
"1133","Singapore","SGP",1,2009
"1134","Slovak Republic","SVK",1,2009
"1135","Slovenia","SVN",1,2009
"1136","South Africa","ZAF",1,2009
"1137","South Sudan","SSD",1,2009
"1138","Spain","ESP",1,2009
"1139","Sri Lanka","LKA",1,2009
"1140","Sudan","SDN",1,2009
"1141","Suriname","SUR",1,2009
"1142","Sweden","SWE",1,2009
"1143","Switzerland","CHE",1,2009
"1144","Syrian Arab Republic","SYR",1,2009
"1145","Tajikistan","TJK",1,2009
"1146","Thailand","THA",1,2009
"1147","Togo","TGO",1,2009
"1148","Trinidad and Tobago","TTO",1,2009
"1149","Tunisia","TUN",1,2009
"1150","Turkey","TUR",1,2009
"1151","Turkmenistan","TKM",1,2009
"1152","Ukraine","UKR",1,2009
"1153","United Arab Emirates","ARE",1,2009
"1154","United Kingdom","GBR",1,2009
"1155","United States","USA",1,2009
"1156","Uruguay","URY",1,2009
"1157","Uzbekistan","UZB",1,2009
"1158","Venezuela","VEN",1,2009
"1159","Vietnam","VNM",1,2009
"1160","Zambia","ZMB",1,2009
"1161","Zimbabwe","ZWE",1,2009
"1162","Albania","ALB",1,2010
"1163","Algeria","DZA",1,2010
"1164","Angola","AGO",1,2010
"1165","Argentina","ARG",1,2010
"1166","Armenia","ARM",1,2010
"1167","Australia","AUS",1,2010
"1168","Austria","AUT",1,2010
"1169","Azerbaijan","AZE",1,2010
"1170","Bahrain","BHR",1,2010
"1171","Bangladesh","BGD",1,2010
"1172","Belarus","BLR",1,2010
"1173","Belgium","BEL",1,2010
"1174","Benin","BEN",1,2010
"1175","Bolivia","BOL",1,2010
"1176","Bosnia and Herzegovina","BIH",1,2010
"1177","Botswana","BWA",1,2010
"1178","Brazil","BRA",1,2010
"1179","Brunei Darussalam","BRN",1,2010
"1180","Bulgaria","BGR",1,2010
"1181","Cambodia","KHM",1,2010
"1182","Cameroon","CMR",1,2010
"1183","Canada","CAN",1,2010
"1184","Chile","CHL",1,2010
"1185","China","CHN",1,2010
"1186","Colombia","COL",1,2010
"1187","Costa Rica","CRI",1,2010
"1188","Croatia","HRV",1,2010
"1189","Cuba","CUB",1,2010
"1190","Cyprus","CYP",1,2010
"1191","Denmark","DNK",1,2010
"1192","Dominican Republic","DOM",1,2010
"1193","Ecuador","ECU",1,2010
"1194","Egypt","EGY",1,2010
"1195","El Salvador","SLV",1,2010
"1196","Eritrea","ERI",1,2010
"1197","Estonia","EST",1,2010
"1198","Ethiopia","ETH",1,2010
"1199","Finland","FIN",1,2010
"1200","France","FRA",1,2010
"1201","Gabon","GAB",1,2010
"1202","Georgia","GEO",1,2010
"1203","Germany","DEU",1,2010
"1204","Ghana","GHA",1,2010
"1205","Gibraltar","GIB",1,2010
"1206","Greece","GRC",1,2010
"1207","Guatemala","GTM",1,2010
"1208","Haiti","HTI",1,2010
"1209","Honduras","HND",1,2010
"1210","Hungary","HUN",1,2010
"1211","Iceland","ISL",1,2010
"1212","India","IND",1,2010
"1213","Indonesia","IDN",1,2010
"1214","Iraq","IRQ",1,2010
"1215","Ireland","IRL",1,2010
"1216","Israel","ISR",1,2010
"1217","Italy","ITA",1,2010
"1218","Jamaica","JAM",1,2010
"1219","Japan","JPN",1,2010
"1220","Jordan","JOR",1,2010
"1221","Kazakhstan","KAZ",1,2010
"1222","Kenya","KEN",1,2010
"1223","Korea","KOR",1,2010
"1224","Kosovo","XKX",1,2010
"1225","Kuwait","KWT",1,2010
"1226","Latvia","LVA",1,2010
"1227","Lebanon","LBN",1,2010
"1228","Libya","LBY",1,2010
"1229","Lithuania","LTU",1,2010
"1230","Luxembourg","LUX",1,2010
"1231","Malaysia","MYS",1,2010
"1232","Malta","MLT",1,2010
"1233","Mauritius","MUS",1,2010
"1234","Mexico","MEX",1,2010
"1235","Mongolia","MNG",1,2010
"1236","Montenegro","MNE",1,2010
"1237","Morocco","MAR",1,2010
"1238","Mozambique","MOZ",1,2010
"1239","Myanmar","MMR",1,2010
"1240","Namibia","NAM",1,2010
"1241","Nepal","NPL",1,2010
"1242","Netherlands","NLD",1,2010
"1243","New Zealand","NZL",1,2010
"1244","Nicaragua","NIC",1,2010
"1245","Niger","NER",1,2010
"1246","Nigeria","NGA",1,2010
"1247","Norway","NOR",1,2010
"1248","Oman","OMN",1,2010
"1249","Pakistan","PAK",1,2010
"1250","Panama","PAN",1,2010
"1251","Paraguay","PRY",1,2010
"1252","Peru","PER",1,2010
"1253","Philippines","PHL",1,2010
"1254","Poland","POL",1,2010
"1255","Portugal","PRT",1,2010
"1256","Qatar","QAT",1,2010
"1257","Romania","ROU",1,2010
"1258","Russian Federation","RUS",1,2010
"1259","Saudi Arabia","SAU",1,2010
"1260","Senegal","SEN",1,2010
"1261","Serbia","SRB",1,2010
"1262","Singapore","SGP",1,2010
"1263","Slovak Republic","SVK",1,2010
"1264","Slovenia","SVN",1,2010
"1265","South Africa","ZAF",1,2010
"1266","South Sudan","SSD",1,2010
"1267","Spain","ESP",1,2010
"1268","Sri Lanka","LKA",1,2010
"1269","Sudan","SDN",1,2010
"1270","Suriname","SUR",1,2010
"1271","Sweden","SWE",1,2010
"1272","Switzerland","CHE",1,2010
"1273","Syrian Arab Republic","SYR",1,2010
"1274","Tajikistan","TJK",1,2010
"1275","Thailand","THA",1,2010
"1276","Togo","TGO",1,2010
"1277","Trinidad and Tobago","TTO",1,2010
"1278","Tunisia","TUN",1,2010
"1279","Turkey","TUR",1,2010
"1280","Turkmenistan","TKM",1,2010
"1281","Ukraine","UKR",1,2010
"1282","United Arab Emirates","ARE",1,2010
"1283","United Kingdom","GBR",1,2010
"1284","United States","USA",1,2010
"1285","Uruguay","URY",1,2010
"1286","Uzbekistan","UZB",1,2010
"1287","Venezuela","VEN",1,2010
"1288","Vietnam","VNM",1,2010
"1289","Zambia","ZMB",1,2010
"1290","Zimbabwe","ZWE",1,2010
"1291","Albania","ALB",1,2011
"1292","Algeria","DZA",1,2011
"1293","Angola","AGO",1,2011
"1294","Argentina","ARG",1,2011
"1295","Armenia","ARM",1,2011
"1296","Australia","AUS",1,2011
"1297","Austria","AUT",1,2011
"1298","Azerbaijan","AZE",1,2011
"1299","Bahrain","BHR",1,2011
"1300","Bangladesh","BGD",1,2011
"1301","Belarus","BLR",1,2011
"1302","Belgium","BEL",1,2011
"1303","Benin","BEN",1,2011
"1304","Bolivia","BOL",1,2011
"1305","Bosnia and Herzegovina","BIH",1,2011
"1306","Botswana","BWA",1,2011
"1307","Brazil","BRA",1,2011
"1308","Brunei Darussalam","BRN",1,2011
"1309","Bulgaria","BGR",1,2011
"1310","Cambodia","KHM",1,2011
"1311","Cameroon","CMR",1,2011
"1312","Canada","CAN",1,2011
"1313","Chile","CHL",1,2011
"1314","China","CHN",1,2011
"1315","Colombia","COL",1,2011
"1316","Costa Rica","CRI",1,2011
"1317","Croatia","HRV",1,2011
"1318","Cuba","CUB",1,2011
"1319","Cyprus","CYP",1,2011
"1320","Denmark","DNK",1,2011
"1321","Dominican Republic","DOM",1,2011
"1322","Ecuador","ECU",1,2011
"1323","Egypt","EGY",1,2011
"1324","El Salvador","SLV",1,2011
"1325","Eritrea","ERI",1,2011
"1326","Estonia","EST",1,2011
"1327","Ethiopia","ETH",1,2011
"1328","Finland","FIN",1,2011
"1329","France","FRA",1,2011
"1330","Gabon","GAB",1,2011
"1331","Georgia","GEO",1,2011
"1332","Germany","DEU",1,2011
"1333","Ghana","GHA",1,2011
"1334","Gibraltar","GIB",1,2011
"1335","Greece","GRC",1,2011
"1336","Guatemala","GTM",1,2011
"1337","Haiti","HTI",1,2011
"1338","Honduras","HND",1,2011
"1339","Hungary","HUN",1,2011
"1340","Iceland","ISL",1,2011
"1341","India","IND",1,2011
"1342","Indonesia","IDN",1,2011
"1343","Iraq","IRQ",1,2011
"1344","Ireland","IRL",1,2011
"1345","Israel","ISR",1,2011
"1346","Italy","ITA",1,2011
"1347","Jamaica","JAM",1,2011
"1348","Japan","JPN",1,2011
"1349","Jordan","JOR",1,2011
"1350","Kazakhstan","KAZ",1,2011
"1351","Kenya","KEN",1,2011
"1352","Korea","KOR",1,2011
"1353","Kosovo","XKX",1,2011
"1354","Kuwait","KWT",1,2011
"1355","Latvia","LVA",1,2011
"1356","Lebanon","LBN",1,2011
"1357","Libya","LBY",1,2011
"1358","Lithuania","LTU",1,2011
"1359","Luxembourg","LUX",1,2011
"1360","Malaysia","MYS",1,2011
"1361","Malta","MLT",1,2011
"1362","Mauritius","MUS",1,2011
"1363","Mexico","MEX",1,2011
"1364","Mongolia","MNG",1,2011
"1365","Montenegro","MNE",1,2011
"1366","Morocco","MAR",1,2011
"1367","Mozambique","MOZ",1,2011
"1368","Myanmar","MMR",1,2011
"1369","Namibia","NAM",1,2011
"1370","Nepal","NPL",1,2011
"1371","Netherlands","NLD",1,2011
"1372","New Zealand","NZL",1,2011
"1373","Nicaragua","NIC",1,2011
"1374","Niger","NER",1,2011
"1375","Nigeria","NGA",1,2011
"1376","Norway","NOR",1,2011
"1377","Oman","OMN",1,2011
"1378","Pakistan","PAK",1,2011
"1379","Panama","PAN",1,2011
"1380","Paraguay","PRY",1,2011
"1381","Peru","PER",1,2011
"1382","Philippines","PHL",1,2011
"1383","Poland","POL",1,2011
"1384","Portugal","PRT",1,2011
"1385","Qatar","QAT",1,2011
"1386","Romania","ROU",1,2011
"1387","Russian Federation","RUS",1,2011
"1388","Saudi Arabia","SAU",1,2011
"1389","Senegal","SEN",1,2011
"1390","Serbia","SRB",1,2011
"1391","Singapore","SGP",1,2011
"1392","Slovak Republic","SVK",1,2011
"1393","Slovenia","SVN",1,2011
"1394","South Africa","ZAF",1,2011
"1395","South Sudan","SSD",1,2011
"1396","Spain","ESP",1,2011
"1397","Sri Lanka","LKA",1,2011
"1398","Sudan","SDN",1,2011
"1399","Suriname","SUR",1,2011
"1400","Sweden","SWE",1,2011
"1401","Switzerland","CHE",1,2011
"1402","Syrian Arab Republic","SYR",1,2011
"1403","Tajikistan","TJK",1,2011
"1404","Thailand","THA",1,2011
"1405","Togo","TGO",1,2011
"1406","Trinidad and Tobago","TTO",1,2011
"1407","Tunisia","TUN",1,2011
"1408","Turkey","TUR",1,2011
"1409","Turkmenistan","TKM",1,2011
"1410","Ukraine","UKR",1,2011
"1411","United Arab Emirates","ARE",1,2011
"1412","United Kingdom","GBR",1,2011
"1413","United States","USA",1,2011
"1414","Uruguay","URY",1,2011
"1415","Uzbekistan","UZB",1,2011
"1416","Venezuela","VEN",1,2011
"1417","Vietnam","VNM",1,2011
"1418","Zambia","ZMB",1,2011
"1419","Zimbabwe","ZWE",1,2011
"1420","Albania","ALB",1,2012
"1421","Algeria","DZA",1,2012
"1422","Angola","AGO",1,2012
"1423","Argentina","ARG",1,2012
"1424","Armenia","ARM",1,2012
"1425","Australia","AUS",1,2012
"1426","Austria","AUT",1,2012
"1427","Azerbaijan","AZE",1,2012
"1428","Bahrain","BHR",1,2012
"1429","Bangladesh","BGD",1,2012
"1430","Belarus","BLR",1,2012
"1431","Belgium","BEL",1,2012
"1432","Benin","BEN",1,2012
"1433","Bolivia","BOL",1,2012
"1434","Bosnia and Herzegovina","BIH",1,2012
"1435","Botswana","BWA",1,2012
"1436","Brazil","BRA",1,2012
"1437","Brunei Darussalam","BRN",1,2012
"1438","Bulgaria","BGR",1,2012
"1439","Cambodia","KHM",1,2012
"1440","Cameroon","CMR",1,2012
"1441","Canada","CAN",1,2012
"1442","Chile","CHL",1,2012
"1443","China","CHN",1,2012
"1444","Colombia","COL",1,2012
"1445","Costa Rica","CRI",1,2012
"1446","Croatia","HRV",1,2012
"1447","Cuba","CUB",1,2012
"1448","Cyprus","CYP",1,2012
"1449","Denmark","DNK",1,2012
"1450","Dominican Republic","DOM",1,2012
"1451","Ecuador","ECU",1,2012
"1452","Egypt","EGY",1,2012
"1453","El Salvador","SLV",1,2012
"1454","Eritrea","ERI",1,2012
"1455","Estonia","EST",1,2012
"1456","Ethiopia","ETH",1,2012
"1457","Finland","FIN",1,2012
"1458","France","FRA",1,2012
"1459","Gabon","GAB",1,2012
"1460","Georgia","GEO",1,2012
"1461","Germany","DEU",1,2012
"1462","Ghana","GHA",1,2012
"1463","Gibraltar","GIB",1,2012
"1464","Greece","GRC",1,2012
"1465","Guatemala","GTM",1,2012
"1466","Haiti","HTI",1,2012
"1467","Honduras","HND",1,2012
"1468","Hungary","HUN",1,2012
"1469","Iceland","ISL",1,2012
"1470","India","IND",1,2012
"1471","Indonesia","IDN",1,2012
"1472","Iraq","IRQ",1,2012
"1473","Ireland","IRL",1,2012
"1474","Israel","ISR",1,2012
"1475","Italy","ITA",1,2012
"1476","Jamaica","JAM",1,2012
"1477","Japan","JPN",1,2012
"1478","Jordan","JOR",1,2012
"1479","Kazakhstan","KAZ",1,2012
"1480","Kenya","KEN",1,2012
"1481","Korea","KOR",1,2012
"1482","Kosovo","XKX",1,2012
"1483","Kuwait","KWT",1,2012
"1484","Latvia","LVA",1,2012
"1485","Lebanon","LBN",1,2012
"1486","Libya","LBY",1,2012
"1487","Lithuania","LTU",1,2012
"1488","Luxembourg","LUX",1,2012
"1489","Malaysia","MYS",1,2012
"1490","Malta","MLT",1,2012
"1491","Mauritius","MUS",1,2012
"1492","Mexico","MEX",1,2012
"1493","Mongolia","MNG",1,2012
"1494","Montenegro","MNE",1,2012
"1495","Morocco","MAR",1,2012
"1496","Mozambique","MOZ",1,2012
"1497","Myanmar","MMR",1,2012
"1498","Namibia","NAM",1,2012
"1499","Nepal","NPL",1,2012
"1500","Netherlands","NLD",1,2012
"1501","New Zealand","NZL",1,2012
"1502","Nicaragua","NIC",1,2012
"1503","Niger","NER",1,2012
"1504","Nigeria","NGA",1,2012
"1505","Norway","NOR",1,2012
"1506","Oman","OMN",1,2012
"1507","Pakistan","PAK",1,2012
"1508","Panama","PAN",1,2012
"1509","Paraguay","PRY",1,2012
"1510","Peru","PER",1,2012
"1511","Philippines","PHL",1,2012
"1512","Poland","POL",1,2012
"1513","Portugal","PRT",1,2012
"1514","Qatar","QAT",1,2012
"1515","Romania","ROU",1,2012
"1516","Russian Federation","RUS",1,2012
"1517","Saudi Arabia","SAU",1,2012
"1518","Senegal","SEN",1,2012
"1519","Serbia","SRB",1,2012
"1520","Singapore","SGP",1,2012
"1521","Slovak Republic","SVK",1,2012
"1522","Slovenia","SVN",1,2012
"1523","South Africa","ZAF",1,2012
"1524","South Sudan","SSD",1,2012
"1525","Spain","ESP",1,2012
"1526","Sri Lanka","LKA",1,2012
"1527","Sudan","SDN",1,2012
"1528","Suriname","SUR",1,2012
"1529","Sweden","SWE",1,2012
"1530","Switzerland","CHE",1,2012
"1531","Syrian Arab Republic","SYR",1,2012
"1532","Tajikistan","TJK",1,2012
"1533","Thailand","THA",1,2012
"1534","Togo","TGO",1,2012
"1535","Trinidad and Tobago","TTO",1,2012
"1536","Tunisia","TUN",1,2012
"1537","Turkey","TUR",1,2012
"1538","Turkmenistan","TKM",1,2012
"1539","Ukraine","UKR",1,2012
"1540","United Arab Emirates","ARE",1,2012
"1541","United Kingdom","GBR",1,2012
"1542","United States","USA",1,2012
"1543","Uruguay","URY",1,2012
"1544","Uzbekistan","UZB",1,2012
"1545","Venezuela","VEN",1,2012
"1546","Vietnam","VNM",1,2012
"1547","Zambia","ZMB",1,2012
"1548","Zimbabwe","ZWE",1,2012
"1549","Albania","ALB",1,2013
"1550","Algeria","DZA",1,2013
"1551","Angola","AGO",1,2013
"1552","Argentina","ARG",1,2013
"1553","Armenia","ARM",1,2013
"1554","Australia","AUS",1,2013
"1555","Austria","AUT",1,2013
"1556","Azerbaijan","AZE",1,2013
