Year,prodinit_ippu_cement_tonne,iso_code3
2039,2673349696,USA
2040,2867401519,USA
2041,3075539082,USA
2042,3298784835,USA
2043,3538235443,USA
2044,3795067177,USA
2045,4070541689,USA
2046,4366012213,USA
2047,4682930209,USA
2048,5022852497,USA
2049,5387448900,USA
2050,5778510451,USA
2021,9803056,UZB
2022,14425056.59,UZB
2023,21226264.31,UZB
2024,31234144.12,UZB
2025,45960596.02,UZB
2026,67630359.21,UZB
2027,99517105.58,UZB
2028,146437996.5,UZB
2029,215481415.9,UZB
2030,317077819.2,UZB
2031,466575472.7,UZB
2032,686559129.9,UZB
2033,1010261933,UZB
2034,1486585975,UZB
2035,2187489984,UZB
2036,3218860202,UZB
2037,4736506716,UZB
2038,6969701838,UZB
2039,10255816498,UZB
2040,15091287185,UZB
2041,22206613091,UZB
2042,32676713321,UZB
2043,48083315949,UZB
2044,70753911203,UZB
2045,1.04113E+11,UZB
2046,1.53201E+11,UZB
2047,2.25434E+11,UZB
2048,3.31722E+11,UZB
2049,4.88125E+11,UZB
2050,7.18268E+11,UZB
2021,8546462,VEN
2022,9126641.427,VEN
2023,9746206.527,VEN
2024,10407831.01,VEN
2025,11114370.09,VEN
2026,11868872.82,VEN
2027,12674595.21,VEN
2028,13535014.34,VEN
2029,14453843.31,VEN
2030,15435047.29,VEN
2031,16482860.63,VEN
2032,17601805.13,VEN
2033,18796709.54,VEN
2034,20072730.45,VEN
2035,21435374.46,VEN
2036,22890522.01,VEN
2037,24444452.74,VEN
2038,26103872.57,VEN
2039,27875942.68,VEN
2040,29768310.36,VEN
2041,31789142.05,VEN
2042,33947158.57,VEN
2043,36251672.76,VEN
2044,38712629.67,VEN
2045,41340649.46,VEN
2046,44147073.26,VEN
2047,47144012.06,VEN
2048,50344399.07,VEN
2049,53762045.41,VEN
2050,57411699.81,VEN
2021,60681750,VNM
2022,73770407.59,VNM
2023,89682203.23,VNM
2024,109026069.4,VNM
2025,132542281.3,VNM
2026,161130786.6,VNM
2027,195885646.1,VNM
2028,238136902,VNM
2029,289501478.1,VNM
2030,351945058.2,VNM
2031,427857311.2,VNM
2032,520143341.9,VNM
2033,632334867.3,VNM
2034,768725372.9,VNM
2035,934534420.6,VNM
2036,1136107398,VNM
2037,1381158352,VNM
2038,1679065198,VNM
2039,2041228607,VNM
2040,2481508300,VNM
2041,3016753452,VNM
2042,3667447490,VNM
2043,4458491987,VNM
2044,5420159621,VNM
2045,6589252690,VNM
2046,8010511507,VNM
2047,9738326579,VNM
2048,11838820089,VNM
2049,14392376346,VNM
2050,17496718028,VNM
2021,98479.92,VUT
2022,98650.912,VUT
2023,98822.20091,VUT
2024,98993.78722,VUT
2025,99165.67146,VUT
2026,99337.85414,VUT
2027,99510.33579,VUT
2028,99683.11692,VUT
2029,99856.19805,VUT
2030,100029.5797,VUT
2031,100203.2624,VUT
2032,100377.2467,VUT
2033,100551.533,VUT
2034,100726.122,VUT
2035,100901.0141,VUT
2036,101076.2099,VUT
2037,101251.7099,VUT
2038,101427.5146,VUT
2039,101603.6245,VUT
2040,101780.0403,VUT
2041,101956.7623,VUT
2042,102133.7912,VUT
2043,102311.1275,VUT
2044,102488.7717,VUT
2045,102666.7243,VUT
2046,102844.9859,VUT
2047,103023.557,VUT
2048,103202.4382,VUT
2049,103381.63,VUT
2050,103561.1329,VUT
2021,256158.4,WSM
2022,268969.0906,WSM
2023,282420.4542,WSM
2024,296544.5315,WSM
2025,311374.9655,WSM
2026,326947.0815,WSM
2027,343297.9718,WSM
2028,360466.5834,WSM
2029,378493.8113,WSM
2030,397422.5956,WSM
2031,417298.0238,WSM
2032,438167.4384,WSM
2033,460080.5495,WSM
2034,483089.5531,WSM
2035,507249.2557,WSM
2036,532617.2048,WSM
2037,559253.8257,WSM
2038,587222.5658,WSM
2039,616590.0454,WSM
2040,647426.2166,WSM
2041,679804.5298,WSM
2042,713802.1089,WSM
2043,749499.9347,WSM
2044,786983.0379,WSM
2045,826340.7017,WSM
2046,867666.6743,WSM
2047,911059.3925,WSM
2048,956622.216,WSM
2049,1004463.673,WSM
2050,1054697.721,WSM
2021,5392395,YEM
2022,7180686.601,YEM
2023,9562033.209,YEM
2024,12733110.94,YEM
2025,16955820.02,YEM
2026,22578915.24,YEM
2027,30066809.67,YEM
2028,40037930.7,YEM
2029,53315796.14,YEM
2030,70997028.78,YEM
2031,94541926.79,YEM
2032,125895070.2,YEM
2033,167645924.2,YEM
2034,223242704.2,YEM
2035,297277164.4,YEM
2036,395863832.6,YEM
2037,527145010.4,YEM
2038,701963248.9,YEM
2039,934756837.3,YEM
2040,1244752266,YEM
2041,1657552149,YEM
2042,2207249749,YEM
2043,2939244750,YEM
2044,3913992836,YEM
2045,5211998734,YEM
2046,6940465132,YEM
2047,9242146576,YEM
2048,12307139607,YEM
2049,16388582899,YEM
2050,21823564045,YEM
2021,18931440,ZAF
2022,18135566.08,ZAF
2023,17373150.54,ZAF
2024,16642786.8,ZAF
2025,15943127.4,ZAF
2026,15272881.54,ZAF
2027,14630812.68,ZAF
2028,14015736.26,ZAF
2029,13426517.54,ZAF
2030,12862069.45,ZAF
2031,12321350.64,ZAF
2032,11803363.55,ZAF
2033,11307152.52,ZAF
2034,10831802.11,ZAF
2035,10376435.34,ZAF
2036,9940212.088,ZAF
2037,9522327.577,ZAF
2038,9122010.846,ZAF
2039,8738523.35,ZAF
2040,8371157.591,ZAF
2041,8019235.814,ZAF
2042,7682108.758,ZAF
2043,7359154.456,ZAF
2044,7049777.087,ZAF
2045,6753405.88,ZAF
2046,6469494.059,ZAF
2047,6197517.833,ZAF
2048,5936975.434,ZAF
2049,5687386.184,ZAF
2050,5448289.616,ZAF
2021,4350925,ZMB
2022,4641837.764,ZMB
2023,4952201.619,ZMB
2024,5283317.109,ZMB
2025,5636571.735,ZMB
2026,6013445.771,ZMB
2027,6415518.464,ZMB
2028,6844474.654,ZMB
2029,7302111.833,ZMB
2030,7790347.677,ZMB
2031,8311228.082,ZMB
2032,8866935.739,ZMB
2033,9459799.276,ZMB
2034,10092303.02,ZMB
2035,10767097.41,ZMB
2036,11487010.09,ZMB
2037,12255057.77,ZMB
2038,13074458.87,ZMB
2039,13948646.99,ZMB
2040,14881285.33,ZMB
2041,15876281.99,ZMB
2042,16937806.4,ZMB
2043,18070306.75,ZMB
2044,19278528.65,ZMB
2045,20567535.03,ZMB
2046,21942727.31,ZMB
2047,23409868.08,ZMB
2048,24975105.23,ZMB
2049,26644997.7,ZMB
2050,28426542.99,ZMB
2021,1551316,ZWE
2022,1702354.595,ZWE
2023,1868098.549,ZWE
2024,2049979.597,ZWE
2025,2249568.874,ZWE
2026,2468590.481,ZWE
2027,2708936.38,ZWE
2028,2972682.738,ZWE
2029,3262107.862,ZWE
2030,3579711.876,ZWE
2031,3928238.323,ZWE
2032,4310697.859,ZWE
2033,4730394.265,ZWE
2034,5190952.981,ZWE
2035,5696352.427,ZWE
2036,6250958.367,ZWE
2037,6859561.625,ZWE
2038,7527419.464,ZWE
2039,8260301.006,ZWE
2040,9064537.062,ZWE
2041,9947074.82,ZWE
2042,10915537.86,ZWE
2043,11978292,ZWE
2044,13144517.58,ZWE
2045,14424288.73,ZWE
2046,15828660.45,ZWE
2047,17369764.03,ZWE
2048,19060911.9,ZWE
2049,20916712.63,ZWE
2050,22953197.07,ZWE
