Year,prodinit_ippu_cement_tonne,iso_code3
2024,8564135.143,COD
2025,9702762.662,COD
2026,10992774.13,COD
2027,12454296.51,COD
2028,14110132.68,COD
2029,15986117.25,COD
2030,18111519.6,COD
2031,20519500.59,COD
2032,23247629.9,COD
2033,26338472.19,COD
2034,29840251.27,COD
2035,33807602.4,COD
2036,38302424.8,COD
2037,43394847.35,COD
2038,49164322.79,COD
2039,55700867.33,COD
2040,63106465.13,COD
2041,71496659.43,COD
2042,81002355.28,COD
2043,91771861.98,COD
2044,103973207,COD
2045,117796757.5,COD
2046,133458190.6,COD
2047,151201858.3,COD
2048,171304600,COD
2049,194080061.7,COD
2050,219883589.5,COD
2021,349981.9,COG
2022,344961.9582,COG
2023,340014.0195,COG
2024,335137.0513,COG
2025,330330.0356,COG
2026,325591.969,COG
2027,320921.8625,COG
2028,316318.7413,COG
2029,311781.6447,COG
2030,307309.6257,COG
2031,302901.7508,COG
2032,298557.0999,COG
2033,294274.7662,COG
2034,290053.8559,COG
2035,285893.488,COG
2036,281792.794,COG
2037,277750.918,COG
2038,273767.0164,COG
2039,269840.2576,COG
2040,265969.822,COG
2041,262154.9018,COG
2042,258394.7006,COG
2043,254688.4336,COG
2044,251035.3272,COG
2045,247434.6189,COG
2046,243885.5571,COG
2047,240387.401,COG
2048,236939.4205,COG
2049,233540.8959,COG
2050,230191.1177,COG
2021,13749420,COL
2022,13408786.72,COL
2023,13076592.42,COL
2024,12752628.02,COL
2025,12436689.64,COL
2026,12128578.43,COL
2027,11828100.49,COL
2028,11535066.69,COL
2029,11249292.63,COL
2030,10970598.44,COL
2031,10698808.73,COL
2032,10433752.43,COL
2033,10175262.74,COL
2034,9923176.975,COL
2035,9677336.472,COL
2036,9437586.514,COL
2037,9203776.212,COL
2038,8975758.413,COL
2039,8753389.613,COL
2040,8536529.86,COL
2041,8325042.672,COL
2042,8118794.948,COL
2043,7917656.881,COL
2044,7721501.884,COL
2045,7530206.505,COL
2046,7343650.349,COL
2047,7161716.005,COL
2048,6984288.971,COL
2049,6811257.58,COL
2050,6642512.934,COL
2021,1083716,COM
2022,1075929.713,COM
2023,1068199.37,COM
2024,1060524.567,COM
2025,1052904.906,COM
2026,1045339.991,COM
2027,1037829.429,COM
2028,1030372.828,COM
2029,1022969.802,COM
2030,1015619.965,COM
2031,1008322.935,COM
2032,1001078.332,COM
2033,993885.7812,COM
2034,986744.9071,COM
2035,979655.3387,COM
2036,972616.7075,COM
2037,965628.6475,COM
2038,958690.7953,COM
2039,951802.7902,COM
2040,944964.2741,COM
2041,938174.8914,COM
2042,931434.2891,COM
2043,924742.1166,COM
2044,918098.0262,COM
2045,911501.6722,COM
2046,904952.7117,COM
2047,898450.8042,COM
2048,891995.6116,COM
2049,885586.7983,COM
2050,879224.0311,COM
2021,631787.6,CPV
2022,612455.3008,CPV
2023,593714.5577,CPV
2024,575547.2694,CPV
2025,557935.8886,CPV
2026,540863.4049,CPV
2027,524313.3283,CPV
2028,508269.6736,CPV
2029,492716.9445,CPV
2030,477640.119,CPV
2031,463024.6348,CPV
2032,448856.3751,CPV
2033,435121.6552,CPV
2034,421807.209,CPV
2035,408900.1764,CPV
2036,396388.0907,CPV
2037,384258.867,CPV
2038,372500.7898,CPV
2039,361102.5023,CPV
2040,350052.9951,CPV
2041,339341.5958,CPV
2042,328957.9586,CPV
2043,318892.054,CPV
2044,309134.1598,CPV
2045,299674.8509,CPV
2046,290504.9908,CPV
2047,281615.7227,CPV
2048,272998.4605,CPV
2049,264644.881,CPV
2050,256546.9158,CPV
2021,4541191,CRI
2022,4854451.978,CRI
2023,5189322.363,CRI
2024,5547292.816,CRI
2025,5929956.83,CRI
2026,6339017.818,CRI
2027,6776296.7,CRI
2028,7243740.006,CRI
2029,7743428.542,CRI
2030,8277586.652,CRI
2031,8848592.121,CRI
2032,9458986.756,CRI
2033,10111487.71,CRI
2034,10808999.56,CRI
2035,11554627.25,CRI
2036,12351689.92,CRI
2037,13203735.67,CRI
2038,14114557.34,CRI
2039,15088209.41,CRI
2040,16129026.07,CRI
2041,17241640.47,CRI
2042,18431005.36,CRI
2043,19702415.17,CRI
2044,21061529.52,CRI
2045,22514398.46,CRI
2046,24067489.37,CRI
2047,25727715.79,CRI
2048,27502468.15,CRI
2049,29399646.68,CRI
2050,31427696.61,CRI
2021,2116336,CUB
2022,2252059.77,CUB
2023,2396487.706,CUB
2024,2550178.02,CUB
2025,2713724.723,CUB
2026,2887759.918,CUB
2027,3072956.249,CUB
2028,3270029.495,CUB
2029,3479741.341,CUB
2030,3702902.32,CUB
2031,3940374.943,CUB
2032,4193077.038,CUB
2033,4461985.293,CUB
2034,4748139.034,CUB
2035,5052644.24,CUB
2036,5376677.816,CUB
2037,5721492.146,CUB
2038,6088419.932,CUB
2039,6478879.341,CUB
2040,6894379.492,CUB
2041,7336526.284,CUB
2042,7807028.606,CUB
2043,8307704.941,CUB
2044,8840490.393,CUB
2045,9407444.166,CUB
2046,10010757.53,CUB
2047,10652762.27,CUB
2048,11335939.73,CUB
2049,12062930.37,CUB
2050,12836544.01,CUB
2021,183910.5,CUW
2022,189379.5758,CUW
2023,195011.2893,CUW
2024,200810.477,CUW
2025,206782.1192,CUW
2026,212931.3444,CUW
2027,219263.4334,CUW
2028,225783.8242,CUW
2029,232498.1164,CUW
2030,239412.0762,CUW
2031,246531.6413,CUW
2032,253862.926,CUW
2033,261412.2262,CUW
2034,269186.0252,CUW
2035,277190.9992,CUW
2036,285434.0226,CUW
2037,293922.1747,CUW
2038,302662.7449,CUW
2039,311663.2396,CUW
2040,320931.3884,CUW
2041,330475.1506,CUW
2042,340302.7223,CUW
2043,350422.5435,CUW
2044,360843.3048,CUW
2045,371573.9557,CUW
2046,382623.7115,CUW
2047,394002.0616,CUW
2048,405718.7778,CUW
2049,417783.9221,CUW
2050,430207.8562,CUW
2021,271077.4,CYM
2022,283578.3415,CYM
2023,296655.7734,CYM
2024,310336.2811,CYM
2025,324647.6758,CYM
2026,339619.0515,CYM
2027,355280.8436,CYM
2028,371664.8912,CYM
2029,388804.5017,CYM
2030,406734.5184,CYM
2031,425491.3916,CYM
2032,445113.2522,CYM
2033,465639.99,CYM
2034,487113.334,CYM
2035,509576.9377,CYM
2036,533076.4676,CYM
2037,557659.6962,CYM
2038,583376.5993,CYM
2039,610279.457,CYM
2040,638422.9605,CYM
2041,667864.3232,CYM
2042,698663.3969,CYM
2043,730882.7933,CYM
2044,764588.0119,CYM
2045,799847.5724,CYM
2046,836733.1544,CYM
2047,875319.7432,CYM
2048,915685.7821,CYM
2049,957913.3317,CYM
2050,1002088.237,CYM
2021,2390910,CYP
2022,2544308.943,CYP
2023,2707549.843,CYP
2024,2881264.154,CYP
2025,3066123.842,CYP
2026,3262843.984,CYP
2027,3472185.539,CYP
2028,3694958.287,CYP
2029,3932023.962,CYP
2030,4184299.589,CYP
2031,4452761.025,CYP
2032,4738446.74,CYP
2033,5042461.831,CYP
2034,5365982.295,CYP
2035,5710259.583,CYP
2036,6076625.437,CYP
2037,6466497.041,CYP
2038,6881382.506,CYP
2039,7322886.704,CYP
2040,7792717.47,CYP
2041,8292692.217,CYP
2042,8824744.957,CYP
2043,9390933.792,CYP
2044,9993448.865,CYP
2045,10634620.84,CYP
2046,11316929.92,CYP
2047,12043015.42,CYP
2048,12815686,CYP
2049,13637930.54,CYP
2050,14512929.65,CYP
2021,17846720,CZE
2022,17979835.44,CZE
2023,18113943.76,CZE
2024,18249052.37,CZE
2025,18385168.73,CZE
2026,18522300.36,CZE
2027,18660454.83,CZE
2028,18799639.77,CZE
2029,18939862.86,CZE
2030,19081131.86,CZE
2031,19223454.55,CZE
2032,19366838.8,CZE
2033,19511292.53,CZE
2034,19656823.71,CZE
2035,19803440.38,CZE
2036,19951150.64,CZE
2037,20099962.64,CZE
2038,20249884.61,CZE
2039,20400924.81,CZE
2040,20553091.6,CZE
2041,20706393.37,CZE
2042,20860838.6,CZE
2043,21016435.8,CZE
2044,21173193.57,CZE
2045,21331120.57,CZE
2046,21490225.51,CZE
2047,21650517.2,CZE
2048,21812004.47,CZE
2049,21974696.24,CZE
2050,22138601.5,CZE
2021,151080800,DEU
2022,150913455.9,DEU
2023,150746297.2,DEU
2024,150579323.6,DEU
2025,150412535,DEU
2026,150245931.2,DEU
2027,150079511.8,DEU
2028,149913276.8,DEU
2029,149747226,DEU
2030,149581359,DEU
2031,149415675.8,DEU
2032,149250176.1,DEU
2033,149084859.7,DEU
2034,148919726.4,DEU
2035,148754776,DEU
2036,148590008.4,DEU
2037,148425423.2,DEU
2038,148261020.4,DEU
2039,148096799.6,DEU
2040,147932760.7,DEU
2041,147768903.6,DEU
2042,147605227.9,DEU
2043,147441733.6,DEU
2044,147278420.3,DEU
2045,147115287.9,DEU
2046,146952336.2,DEU
2047,146789565,DEU
2048,146626974.1,DEU
2049,146464563.3,DEU
2050,146302332.4,DEU
2021,189115,DJI
2022,205490.5208,DJI
2023,223284.0026,DJI
2024,242618.227,DJI
2025,263626.6072,DJI
2026,286454.109,DJI
2027,311258.2506,DJI
2028,338210.1897,DJI
2029,367495.9048,DJI
2030,399317.4782,DJI
2031,433894.4905,DJI
2032,471465.536,DJI
2033,512289.8689,DJI
2034,556649.1922,DJI
2035,604849.6017,DJI
2036,657223.6982,DJI
2037,714132.8823,DJI
2038,775969.8487,DJI
2039,843161.2954,DJI
2040,916170.8682,DJI
2041,995502.3604,DJI
2042,1081703.189,DJI
2043,1175368.171,DJI
2044,1277143.63,DJI
2045,1387731.855,DJI
2046,1507895.945,DJI
2047,1638465.077,DJI
2048,1780340.228,DJI
2049,1934500.387,DJI
2050,2102009.317,DJI
2021,162105.7,DMA
2022,288331.9182,DMA
2023,512846.2173,DMA
2024,912182.1971,DMA
2025,1622467.579,DMA
2026,2885828.131,DMA
2027,5132924.756,DMA
2028,9129759.416,DMA
2029,16238793.86,DMA
2030,28883392.64,DMA
2031,51373912.22,DMA
2032,91377037.68,DMA
2033,162529242.1,DMA
2034,289085258.1,DMA
2035,514186157.5,DMA
2036,914565503.3,DMA
2037,1626706685,DMA
2038,2893368085,DMA
2039,5146335818,DMA
2040,9153613216,DMA
2041,16281221803,DMA
2042,28958857788,DMA
2043,51508139535,DMA
2044,91615783251,DMA
2045,1.62954E+11,DMA
2046,2.89841E+11,DMA
2047,5.1553E+11,DMA
2048,9.16955E+11,DMA
2049,1.63096E+12,DMA
2050,2.90093E+12,DMA
2021,25109260,DNK
2022,25459220.03,DNK
2023,25814057.63,DNK
2024,26173840.77,DNK
2025,26538638.39,DNK
2026,26908520.36,DNK
2027,27283557.57,DNK
2028,27663821.85,DNK
2029,28049386.06,DNK
2030,28440324.07,DNK
2031,28836710.77,DNK
2032,29238622.1,DNK
2033,29646135.07,DNK
2034,30059327.75,DNK
2035,30478279.3,DNK
2036,30903069.98,DNK
2037,31333781.17,DNK
2038,31770495.4,DNK
2039,32213296.33,DNK
2040,32662268.79,DNK
2041,33117498.8,DNK
2042,33579073.57,DNK
2043,34047081.53,DNK
2044,34521612.35,DNK
2045,35002756.94,DNK
2046,35490607.48,DNK
2047,35985257.43,DNK
2048,36486801.55,DNK
2049,36995335.94,DNK
2050,37510958.03,DNK
2021,10215270,DOM
2022,10184278.44,DOM
2023,10153380.9,DOM
2024,10122577.1,DOM
2025,10091866.76,DOM
2026,10061249.58,DOM
2027,10030725.3,DOM
2028,10000293.61,DOM
2029,9969954.259,DOM
2030,9939706.948,DOM
2031,9909551.403,DOM
2032,9879487.345,DOM
2033,9849514.497,DOM
2034,9819632.582,DOM
2035,9789841.324,DOM
2036,9760140.448,DOM
2037,9730529.68,DOM
2038,9701008.747,DOM
2039,9671577.375,DOM
2040,9642235.294,DOM
2041,9612982.233,DOM
2042,9583817.92,DOM
2043,9554742.088,DOM
2044,9525754.467,DOM
2045,9496854.79,DOM
2046,9468042.79,DOM
2047,9439318.202,DOM
2048,9410680.759,DOM
2049,9382130.198,DOM
2050,9353666.256,DOM
2021,8460550,DZA
2022,8403901.007,DZA
2023,8347631.316,DZA
2024,8291738.388,DZA
2025,8236219.701,DZA
2026,8181072.747,DZA
2027,8126295.04,DZA
2028,8071884.105,DZA
2029,8017837.488,DZA
2030,7964152.748,DZA
2031,7910827.464,DZA
2032,7857859.227,DZA
2033,7805245.649,DZA
2034,7752984.353,DZA
2035,7701072.981,DZA
2036,7649509.19,DZA
2037,7598290.652,DZA
2038,7547415.057,DZA
2039,7496880.108,DZA
2040,7446683.524,DZA
2041,7396823.039,DZA
2042,7347296.403,DZA
2043,7298101.381,DZA
2044,7249235.752,DZA
2045,7200697.311,DZA
2046,7152483.867,DZA
2047,7104593.244,DZA
2048,7057023.281,DZA
2049,7009771.829,DZA
2050,6962836.758,DZA
2021,3944281,ECU
2022,4784822.263,ECU
2023,5804486.061,ECU
2024,7041444.088,ECU
2025,8542002.568,ECU
2026,10362335.76,ECU
2027,12570588.87,ECU
2028,15249429.11,ECU
2029,18499140.37,ECU
2030,22441377.45,ECU
2031,27223720.22,ECU
2032,33025198.41,ECU
2033,40062993.62,ECU
2034,48600569.74,ECU
2035,58957535.75,ECU
2036,71521610.55,ECU
2037,86763137.42,ECU
2038,105252691.6,ECU
2039,127682439.9,ECU
2040,154892052.8,ECU
2041,187900137.6,ECU
2042,227942370.7,ECU
2043,276517755.6,ECU
2044,335444739.7,ECU
2045,406929287.8,ECU
2046,493647464.7,ECU
2047,598845614.4,ECU
2048,726461889.4,ECU
2049,881273677.4,ECU
2050,1069076445,ECU
2021,29345440,EGY
2022,30752738.25,EGY
2023,32227525.3,EGY
2024,33773037.65,EGY
2025,35392667.03,EGY
2026,37089967.82,EGY
2027,38868664.85,EGY
2028,40732661.57,EGY
2029,42686048.66,EGY
2030,44733112.92,EGY
2031,46878346.79,EGY
2032,49126458.09,EGY
2033,51482380.47,EGY
2034,53951284.12,EGY
2035,56538587.22,EGY
2036,59249967.76,EGY
2037,62091376.03,EGY
2038,65069047.69,EGY
2039,68189517.41,EGY
2040,71459633.27,EGY
2041,74886571.73,EGY
2042,78477853.42,EGY
2043,82241359.64,EGY
2044,86185349.63,EGY
2045,90318478.73,EGY
2046,94649817.34,EGY
2047,99188870.85,EGY
2048,103945600.5,EGY
2049,108930445.2,EGY
2050,114154344.6,EGY
2021,261506.4,ERI
2022,270794.8963,ERI
2023,280413.3124,ERI
2024,290373.367,ERI
2025,300687.1946,ERI
2026,311367.3611,ERI
2027,322426.8784,ERI
2028,333879.2209,ERI
2029,345738.3414,ERI
2030,358018.6882,ERI
2031,370735.2231,ERI
2032,383903.439,ERI
2033,397539.3793,ERI
2034,411659.6572,ERI
2035,426281.4759,ERI
2036,441422.6499,ERI
2037,457101.6262,ERI
2038,473337.507,ERI
2039,490150.0732,ERI
2040,507559.8082,ERI
2041,525587.9229,ERI
2042,544256.3818,ERI
2043,563587.9292,ERI
2044,583606.1175,ERI
2045,604335.3358,ERI
2046,625800.8392,ERI
2047,648028.7799,ERI
2048,671046.2391,ERI
2049,694881.26,ERI
2050,719562.8815,ERI
2021,94251650,ESP
2022,94129549.38,ESP
2023,94007606.94,ESP
2024,93885822.47,ESP
2025,93764195.78,ESP
2026,93642726.64,ESP
2027,93521414.87,ESP
2028,93400260.25,ESP
2029,93279262.59,ESP
2030,93158421.67,ESP
2031,93037737.3,ESP
2032,92917209.28,ESP
2033,92796837.39,ESP
2034,92676621.45,ESP
2035,92556561.24,ESP
2036,92436656.56,ESP
2037,92316907.22,ESP
2038,92197313.01,ESP
2039,92077873.74,ESP
2040,91958589.19,ESP
2041,91839459.17,ESP
2042,91720483.49,ESP
2043,91601661.93,ESP
2044,91482994.3,ESP
2045,91364480.41,ESP
2046,91246120.04,ESP
2047,91127913.01,ESP
2048,91009859.12,ESP
2049,90891958.16,ESP
2050,90774209.93,ESP
2021,3929641,EST
2022,4297332.069,EST
2023,4699427.483,EST
2024,5139146.408,EST
2025,5620009.225,EST
2026,6145865.709,EST
2027,6720925.857,EST
2028,7349793.587,EST
2029,8037503.6,EST
2030,8789561.687,EST
2031,9611988.809,EST
2032,10511369.3,EST
2033,11494903.57,EST
2034,12570465.79,EST
2035,13746666.88,EST
2036,15032923.47,EST
2037,16439533.31,EST
2038,17977757.69,EST
2039,19659911.59,EST
2040,21499462.31,EST
2041,23511137.24,EST
2042,25711041.81,EST
2043,28116788.41,EST
2044,30747637.38,EST
2045,33624651.25,EST
2046,36770863.33,EST
2047,40211462.12,EST
2048,43973992.97,EST
2049,48088578.63,EST
2050,52588160.37,EST
2021,1252032,ETH
2022,1661520.134,ETH
2023,2204934.982,ETH
2024,2926078.46,ETH
2025,3883078.287,ETH
2026,5153073.368,ETH
2027,6838431.567,ETH
2028,9075001.064,ETH
2029,12043060.39,ETH
2030,15981849.75,ETH
2031,21208854.99,ETH
2032,28145398.51,ETH
2033,37350599.9,ETH
2034,49566443.79,ETH
2035,65777587.4,ETH
2036,87290728.85,ETH
2037,115839933.4,ETH
2038,153726407.7,ETH
2039,204003988.3,ETH
2040,270725296,ETH
2041,359268397.4,ETH
2042,476770302.7,ETH
2043,632702245,ETH
2044,839633107.5,ETH
2045,1114242538,ETH
2046,1478665410,ETH
2047,1962276004,ETH
2048,2604055718,ETH
2049,3455735161,ETH
2050,4585963894,ETH
2021,10562130,FIN
2022,10441375.77,FIN
2023,10322002.09,FIN
2024,10203993.17,FIN
2025,10087333.43,FIN
2026,9972007.429,FIN
2027,9857999.922,FIN
2028,9745295.834,FIN
2029,9633880.264,FIN
2030,9523738.48,FIN
2031,9414855.921,FIN
2032,9307218.19,FIN
2033,9200811.054,FIN
2034,9095620.444,FIN
2035,8991632.453,FIN
2036,8888833.331,FIN
2037,8787209.486,FIN
2038,8686747.482,FIN
2039,8587434.035,FIN
2040,8489256.014,FIN
2041,8392200.439,FIN
2042,8296254.475,FIN
2043,8201405.439,FIN
2044,8107640.788,FIN
2045,8014948.125,FIN
2046,7923315.195,FIN
2047,7832729.882,FIN
2048,7743180.208,FIN
2049,7654654.333,FIN
2050,7567140.553,FIN
2021,754669.5,FJI
2022,824364.2125,FJI
2023,900495.3226,FJI
2024,983657.2399,FJI
2025,1074499.269,FJI
2026,1173730.678,FJI
2027,1282126.236,FJI
2028,1400532.266,FJI
2029,1529873.247,FJI
2030,1671159.037,FJI
2031,1825492.753,FJI
2032,1994079.39,FJI
2033,2178235.222,FJI
2034,2379398.085,FJI
2035,2599138.601,FJI
2036,2839172.441,FJI
2037,3101373.718,FJI
2038,3387789.626,FJI
2039,3700656.416,FJI
2040,4042416.862,FJI
2041,4415739.331,FJI
2042,4823538.616,FJI
2043,5268998.698,FJI
2044,5755597.599,FJI
2045,6287134.543,FJI
2046,6867759.617,FJI
2047,7502006.174,FJI
2048,8194826.228,FJI
2049,8951629.117,FJI
2050,9778323.739,FJI
2021,117236100,FRA
2022,115874716.8,FRA
2023,114529142.4,FRA
2024,113199193.3,FRA
2025,111884687.9,FRA
2026,110585447,FRA
2027,109301293.3,FRA
2028,108032051.7,FRA
2029,106777548.8,FRA
2030,105537613.7,FRA
2031,104312077,FRA
2032,103100771.7,FRA
2033,101903532.5,FRA
2034,100720196,FRA
2035,99550600.77,FRA
2036,98394587.26,FRA
2037,97251997.75,FRA
2038,96122676.35,FRA
2039,95006469,FRA
2040,93903223.4,FRA
2041,92812789.05,FRA
2042,91735017.17,FRA
2043,90669760.72,FRA
2044,89616874.37,FRA
2045,88576214.48,FRA
2046,87547639.06,FRA
2047,86531007.79,FRA
2048,85526181.97,FRA
2049,84533024.51,FRA
2050,83551399.91,FRA
2021,137839.3,FRO
2022,156192.2291,FRO
2023,176988.801,FRO
2024,200554.38,FRO
2025,227257.652,FRO
2026,257516.3923,FRO
2027,291804.0018,FRO
2028,330656.9135,FRO
2029,374682.9852,FRO
2030,424571.0089,FRO
2031,481101.4877,FRO
2032,545158.8465,FRO
2033,617745.269,FRO
2034,699996.3769,FRO
2035,793198.9968,FRO
2036,898811.2928,FRO
2037,1018485.58,FRO
2038,1154094.174,FRO
2039,1307758.684,FRO
2040,1481883.208,FRO
2041,1679191.939,FRO
2042,1902771.794,FRO
2043,2156120.7,FRO
2044,2443202.325,FRO
2045,2768508.092,FRO
2046,3137127.439,FRO
2047,3554827.452,FRO
2048,4028143.09,FRO
2049,4564479.423,FRO
2050,5172227.483,FRO
2021,84998.37,FSM
2022,92302.52646,FSM
2023,100234.3503,FSM
2024,108847.7787,FSM
2025,118201.384,FSM
2026,128358.7718,FSM
2027,139389.0134,FSM
2028,151367.1156,FSM
2029,164374.5308,FSM
2030,178499.711,FSM
2031,193838.7089,FSM
2032,210495.8314,FSM
2033,228584.3487,FSM
2034,248227.2647,FSM
2035,269558.1536,FSM
2036,292722.0675,FSM
2037,317876.5238,FSM
2038,345192.5755,FSM
2039,374855.9747,FSM
2040,407068.4358,FSM
2041,442049.0071,FSM
2042,480035.5604,FSM
2043,521286.4084,FSM
2044,566082.0615,FSM
2045,614727.1349,FSM
2046,667552.4205,FSM
2047,724917.1362,FSM
2048,787211.3683,FSM
2049,854858.7244,FSM
2050,928319.214,FSM
2021,1428980,GAB
2022,1548785.006,GAB
2023,1678634.406,GAB
2024,1819370.319,GAB
2025,1971905.464,GAB
2026,2137229.083,GAB
2027,2316413.356,GAB
2028,2510620.354,GAB
2029,2721109.574,GAB
2030,2949246.111,GAB
2031,3196509.507,GAB
2032,3464503.348,GAB
2033,3754965.666,GAB
2034,4069780.207,GAB
2035,4410988.651,GAB
2036,4780803.848,GAB
2037,5181624.176,GAB
2038,5616049.09,GAB
2039,6086895.983,GAB
2040,6597218.457,GAB
2041,7150326.124,GAB
2042,7749806.077,GAB
2043,8399546.144,GAB
2044,9103760.11,GAB
2045,9867015.042,GAB
2046,10694260.91,GAB
2047,11590862.67,GAB
2048,12562635.1,GAB
2049,13615880.47,GAB
2050,14757429.43,GAB
2021,86681200,GBR
2022,90375115.53,GBR
2023,94226447.11,GBR
2024,98241903.02,GBR
2025,102428477.4,GBR
2026,106793462.5,GBR
2027,111344461.2,GBR
2028,116089400.5,GBR
2029,121036545.2,GBR
2030,126194512.3,GBR
2031,131572285.9,GBR
2032,137179233.1,GBR
2033,143025120.1,GBR
2034,149120129.3,GBR
2035,155474877,GBR
2036,162100432.1,GBR
2037,169008334.9,GBR
2038,176210617.7,GBR
2039,183719825.4,GBR
2040,191549037.7,GBR
2041,199711891.5,GBR
2042,208222605,GBR
2043,217096002.2,GBR
2044,226347538.8,GBR
2045,235993329.2,GBR
2046,246050174.6,GBR
2047,256535592,GBR
2048,267467845,GBR
2049,278865975.4,GBR
2050,290749836.7,GBR
2021,1658613,GEO
2022,1767739.603,GEO
2023,1884046.069,GEO
2024,2008004.79,GEO
2025,2140119.238,GEO
2026,2280926.01,GEO
2027,2430997.006,GEO
2028,2590941.758,GEO
2029,2761409.897,GEO
2030,2943093.798,GEO
2031,3136731.39,GEO
2032,3343109.153,GEO
2033,3563065.311,GEO
2034,3797493.241,GEO
2035,4047345.097,GEO
2036,4313635.678,GEO
2037,4597446.553,GEO
2038,4899930.45,GEO
2039,5222315.939,GEO
2040,5565912.423,GEO
2041,5932115.457,GEO
2042,6322412.414,GEO
2043,6738388.526,GEO
2044,7181733.325,GEO
2045,7654247.503,GEO
2046,8157850.227,GEO
2047,8694586.934,GEO
2048,9266637.638,GEO
2049,9876325.783,GEO
2050,10526127.68,GEO
2021,22398030,GHA
2022,26671569.7,GHA
2023,31760499.93,GHA
2024,37820397.05,GHA
2025,45036521.33,GHA
2026,53629480.71,GHA
2027,63861975.04,GHA
2028,76046827.26,GHA
2029,90556546.88,GHA
2030,107834718.1,GHA
2031,128409561.1,GHA
2032,152910080,GHA
2033,182085293,GHA
2034,216827131,GHA
2035,258197704.7,GHA
2036,307461775.8,GHA
2037,366125421.9,GHA
2038,435982080.1,GHA
2039,519167374.8,GHA
2040,618224407.4,GHA
2041,736181502.3,GHA
2042,876644787.5,GHA
2043,1043908440,GHA
2044,1243085964,GHA
2045,1480266520,GHA
2046,1762701080,GHA
2047,2099024098,GHA
2048,2499517481,GHA
2049,2976424923,GHA
2050,3544326211,GHA
2021,1838233,GIN
2022,1924463.4,GIN
2023,2014738.817,GIN
2024,2109248.999,GIN
2025,2208192.596,GIN
2026,2311777.578,GIN
2027,2420221.669,GIN
2028,2533752.806,GIN
2029,2652609.621,GIN
2030,2777041.937,GIN
2031,2907311.298,GIN
2032,3043691.517,GIN
2033,3186469.249,GIN
2034,3335944.598,GIN
2035,3492431.745,GIN
2036,3656259.61,GIN
2037,3827772.542,GIN
2038,4007331.041,GIN
2039,4195312.521,GIN
2040,4392112.1,GIN
2041,4598143.427,GIN
2042,4813839.56,GIN
2043,5039653.868,GIN
2044,5276060.989,GIN
2045,5523557.825,GIN
2046,5782664.589,GIN
2047,6053925.894,GIN
2048,6337911.904,GIN
2049,6635219.526,GIN
2050,6946473.669,GIN
2021,2839857,GMB
2022,3174244.765,GMB
2023,3548006.054,GMB
2024,3965777.025,GMB
2025,4432739.733,GMB
2026,4954686.413,GMB
2027,5538091.323,GMB
2028,6190191.053,GMB
2029,6919074.286,GMB
2030,7733782.135,GMB
2031,8644420.284,GMB
2032,9662284.346,GMB
2033,10799999.97,GMB
2034,12071679.44,GMB
2035,13493096.75,GMB
2036,15081883.26,GMB
2037,16857746.35,GMB
2038,18842713.95,GMB
2039,21061407.71,GMB
2040,23541348.44,GMB
2041,26313297.48,GMB
2042,29411638.26,GMB
2043,32874802.77,GMB
2044,36745748.33,GMB
2045,41072490.37,GMB
2046,45908698.06,GMB
2047,51314360.01,GMB
2048,57356528.39,GMB
2049,64110150.61,GMB
2050,71658999.02,GMB
2021,504247,GNB
2022,513707.1336,GNB
2023,523344.7479,GNB
2024,533163.1727,GNB
2025,543165.8,GNB
2026,553356.0858,GNB
2027,563737.5507,GNB
2028,574313.7812,GNB
2029,585088.4315,GNB
2030,596065.2241,GNB
2031,607247.9513,GNB
2032,618640.4767,GNB
2033,630246.7363,GNB
2034,642070.7398,GNB
2035,654116.5725,GNB
2036,666388.3959,GNB
2037,678890.45,GNB
2038,691627.054,GNB
2039,704602.6083,GNB
2040,717821.5958,GNB
2041,731288.5836,GNB
2042,745008.2243,GNB
2043,758985.2581,GNB
2044,773224.5137,GNB
2045,787730.9108,GNB
2046,802509.4611,GNB
2047,817565.2704,GNB
2048,832903.5405,GNB
2049,848529.5706,GNB
2050,864448.7592,GNB
2021,609576.9,GNQ
2022,584211.411,GNQ
2023,559901.4214,GNQ
2024,536603.0101,GNQ
2025,514274.0837,GNQ
2026,492874.3004,GNQ
2027,472364.9969,GNQ
2028,452709.119,GNQ
2029,433871.1543,GNQ
2030,415817.0679,GNQ
2031,398514.2416,GNQ
2032,381931.414,GNQ
2033,366038.625,GNQ
2034,350807.1609,GNQ
2035,336209.5028,GNQ
2036,322219.277,GNQ
2037,308811.2074,GNQ
2038,295961.0694,GNQ
2039,283645.6466,GNQ
2040,271842.6887,GNQ
2041,260530.8711,GNQ
2042,249689.7566,GNQ
2043,239299.7586,GNQ
2044,229342.1054,GNQ
2045,219798.8064,GNQ
2046,210652.6196,GNQ
2047,201887.0205,GNQ
2048,193486.1723,GNQ
2049,185434.8971,GNQ
2050,177718.6486,GNQ
2021,16537020,GRC
2022,15611892.49,GRC
2023,14738519.22,GRC
2024,13914004.91,GRC
2025,13135616.26,GRC
2026,12400772.86,GRC
2027,11707038.68,GRC
2028,11052113.93,GRC
2029,10433827.53,GRC
2030,9850129.809,GRC
2031,9299085.784,GRC
2032,8778868.715,GRC
2033,8287754.055,GRC
2034,7824113.733,GRC
2035,7386410.758,GRC
2036,6973194.121,GRC
2037,6583093.987,GRC
2038,6214817.154,GRC
