COUNTRY,SECTOR,PRODUCT,UNIT,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Denmark,Residential,Electricity (MWh),Total price (USD/unit),22.33,23.13,26.53,29.57,33.61,59.39,53.53,55.52,67.91,75.99,101.51,105.06,100.12,91.72,78.42,86.05,110.20,122.53,140.30,145.02,164.38,172.93,187.30,179.86,180.44,208.75,215.31,195.38,213.04,207.22,197.39,195.01,208.87,256.28,282.97,294.35,322.22,344.32,395.79,364.72,353.19,405.56,380.44,371.01,378.68,314.60,329.99,..
Denmark,Residential,Electricity (MWh),Total price (USD/unit using PPP),27.46,27.51,28.27,25.95,28.67,46.01,42.10,42.27,46.66,50.40,72.38,93.38,100.36,97.59,92.42,102.62,100.17,92.10,103.42,114.85,111.45,121.83,125.42,131.55,130.26,133.75,143.21,148.22,164.64,165.30,184.19,186.92,192.28,194.72,200.35,206.08,230.88,229.27,254.22,252.90,261.87,291.00,291.37,283.69,290.34,288.85,301.74,..
Denmark,Residential,Electricity (MWh),Total price (2010 USD/unit),204.56,197.66,200.45,176.55,175.79,267.22,232.43,215.92,220.04,214.41,273.47,319.71,323.73,304.35,277.51,297.36,280.56,253.58,273.27,292.86,273.86,290.43,291.27,296.35,286.07,285.45,298.58,301.75,327.98,324.22,347.88,345.38,342.05,343.35,341.18,349.13,371.23,357.23,372.27,355.89,353.19,376.41,372.51,349.85,355.07,351.66,367.94,..
Denmark,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),151.67,146.55,148.62,130.90,130.33,198.12,172.33,160.09,163.14,158.97,202.76,237.04,240.02,225.66,205.75,220.47,208.02,188.01,202.61,217.13,203.05,215.33,215.96,219.72,212.10,211.64,221.38,223.72,243.17,240.39,257.92,256.07,253.61,254.57,252.96,258.85,275.24,264.86,276.01,263.87,261.87,279.08,276.19,259.38,263.26,260.73,272.80,..
Denmark,Industry,Electricity (MWh),Total price (National currency/unit),82.00,106.90,98.60,87.20,116.30,271.00,223.20,199.30,269.90,286.56,340.62,465.43,519.72,519.48,496.54,595.36,446.52,337.94,408.70,511.55,469.70,508.13,502.88,570.63,500.25,485.00,528.75,530.00,571.38,571.50,583.25,620.25,686.00,752.50,717.50,695.00,718.75,686.25,875.49,793.87,849.68,854.18,870.76,901.67,850.04,805.85,826.58,..
Denmark,Industry,Electricity (MWh),Total price (USD/unit),10.93,14.43,14.13,14.46,19.10,47.21,36.95,33.22,48.98,54.48,60.39,65.37,62.39,56.84,47.93,56.22,55.19,49.41,60.73,69.98,75.88,79.52,83.26,88.06,78.66,86.61,91.16,80.30,85.28,81.88,72.10,74.55,87.06,114.36,119.78,115.83,121.00,126.15,171.66,148.11,151.19,159.36,150.39,160.44,151.25,119.74,122.82,..
Denmark,Industry,Electricity (MWh),Total price (USD/unit using PPP),13.44,17.16,15.05,12.69,16.29,36.57,29.06,25.29,33.65,36.14,43.06,58.11,62.54,60.47,56.49,67.05,50.17,37.14,44.76,55.42,51.45,56.02,55.75,64.40,56.78,55.49,60.64,60.92,65.90,65.31,67.27,71.46,80.14,86.89,84.81,81.10,86.70,84.00,110.26,102.70,112.09,114.35,115.18,122.68,115.97,109.94,112.31,..
Denmark,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,70.99,153.86,119.59,99.84,127.79,125.96,132.01,162.58,162.24,154.13,137.94,158.66,122.74,92.20,107.18,127.00,114.36,122.41,121.54,139.91,121.93,114.71,122.90,121.20,131.30,130.83,127.57,131.89,144.44,158.42,149.53,140.53,140.77,130.11,158.99,146.40,151.19,146.54,145.81,150.10,141.52,133.37,136.83,..
Denmark,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,52.63,114.08,88.67,74.02,94.75,93.39,97.88,120.54,120.29,114.28,102.27,117.63,91.01,68.36,79.47,94.16,84.79,90.76,90.11,103.73,90.41,85.05,91.12,89.86,97.35,97.00,94.59,97.79,107.09,117.46,110.87,104.19,104.37,96.47,117.88,108.54,112.09,108.65,108.11,111.29,104.92,98.89,101.45,..
Dominican Republic,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.37,59.54,86.64,94.56,98.28,97.33,97.73,96.38,93.56,90.44,92.19,94.23,96.02,94.80,99.70,102.80,102.32,101.72
Ecuador,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.37,59.54,86.64,94.56,98.28,97.33,97.73,96.38,93.56,90.44,92.19,94.23,96.02,94.80,99.70,102.80,102.32,101.72
Ecuador,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,145.46,192.07,254.82,255.56,258.62,249.56,238.37,224.13,194.93,188.41,180.76,177.80,177.82,172.36,178.04,190.37,189.49,..
Ecuador,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.56,94.62,122.39,123.76,125.19,121.07,117.99,113.77,101.89,93.65,92.19,90.20,87.45,84.04,85.33,84.62,82.80,81.97
Ecuador,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156.00,185.53,239.98,242.68,245.48,237.40,231.36,223.08,199.78,183.63,180.76,176.87,171.47,164.77,167.31,165.93,162.35,160.72
Ecuador,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.25,68.32,66.07,59.82,48.24,43.22,40.53,39.78,44.91,57.09,61.15,60.04,59.87,63.80,76.50,84.20,94.92,82.98
Ecuador,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.25,68.32,66.07,59.82,48.24,43.22,40.53,39.78,44.91,57.09,61.15,60.04,59.87,63.80,76.50,84.20,94.92,82.98
Ecuador,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.00,220.39,194.31,161.69,126.95,110.81,98.86,92.52,93.56,118.95,119.91,113.29,110.87,116.00,136.61,155.93,175.77,..
Ecuador,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.18,128.54,116.44,98.28,72.64,56.77,51.65,47.02,47.48,60.58,61.15,56.92,55.19,58.13,67.11,72.44,81.61,71.82
Ecuador,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129.77,252.05,228.31,192.71,142.44,111.32,101.27,92.20,93.10,118.79,119.91,111.62,108.22,113.98,131.58,142.03,160.01,140.83
El Salvador,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.06,89.05,95.90,98.20,108.10,131.65,127.30,125.70,118.05,..
Estonia,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.74,123.68,126.18,136.39,138.59,175.53,169.73,139.67,131.17,..
Estonia,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,145.56,171.25,188.04,192.55,207.88,253.17,240.19,232.78,218.61,..
Estonia,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108.39,120.66,126.18,123.08,130.36,154.46,149.51,148.38,139.13,..
Estonia,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161.52,179.80,188.04,183.41,194.26,230.17,222.80,221.11,207.34,..
Estonia,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.27,72.28,84.36,87.12,94.26,112.86,106.62,105.80,96.19,..
Estonia,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.52,100.39,111.00,121.00,120.85,150.48,142.16,117.55,106.88,..
Estonia,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116.86,139.00,165.41,170.82,181.27,217.04,201.17,195.92,178.13,..
Estonia,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.60,98.59,111.00,109.39,116.06,137.28,130.59,132.11,120.22,..
Estonia,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127.56,146.91,165.41,163.02,172.96,204.58,194.60,196.88,179.15,..
Finland,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,39.90,40.40,43.40,49.60,54.70,53.30,52.80,54.50,54.80,61.20,60.40,61.60,66.10,68.70,70.90,77.40,77.60,79.90,85.50,87.60,88.00,85.80,84.40,85.90,89.80,99.00,99.00,97.30,101.95,106.13,117.93,125.05,132.42,153.53,151.61,152.37,151.76,152.28,153.17,161.98
Finland,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,57.83,62.15,68.89,68.89,67.53,56.70,52.28,52.40,64.47,82.70,86.29,85.56,103.28,101.03,94.53,80.63,88.18,109.45,111.04,100.69,97.78,91.28,77.43,76.70,84.72,111.24,122.22,120.12,127.44,145.38,173.42,173.68,174.24,213.23,194.37,203.16,202.35,169.20,170.19,182.00
Finland,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,52.50,53.16,57.11,63.59,68.38,64.22,60.69,61.24,60.22,65.81,62.27,62.22,65.45,69.39,73.09,79.79,80.00,80.71,86.36,88.48,88.89,86.67,86.12,85.90,89.80,99.00,102.06,99.29,107.32,112.90,129.59,138.94,147.13,170.58,166.60,167.44,166.77,167.34,168.32,179.97
Finland,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,166.93,157.27,151.39,155.46,156.43,140.66,130.15,127.71,124.75,133.81,125.67,120.24,121.56,121.11,121.44,129.74,128.68,131.45,139.79,141.53,140.21,135.14,129.01,128.00,131.74,143.97,143.70,140.36,144.80,147.03,157.00,166.49,174.24,195.33,187.62,185.83,183.16,184.17,184.59,193.75
Finland,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,140.96,132.81,127.84,131.28,132.10,118.78,109.90,107.85,105.34,112.99,106.12,101.53,102.65,102.27,102.55,109.55,108.66,111.00,118.04,119.52,118.40,114.12,108.94,108.09,111.25,121.57,121.35,118.53,122.28,124.16,132.58,140.59,147.13,164.94,158.44,156.92,154.67,155.52,155.88,163.61
Finland,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,32.30,32.10,34.10,37.30,42.70,42.20,41.90,42.20,41.80,46.31,45.95,46.04,48.92,49.90,50.63,54.17,53.07,53.92,58.32,55.14,55.02,52.46,51.12,51.97,55.27,70.64,70.76,69.10,..,70.45,76.02,80.59,82.55,89.79,88.61,88.67,86.76,83.49,81.73,80.06
Finland,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,46.81,49.38,54.13,51.81,52.72,44.89,41.49,40.58,49.17,62.58,65.65,63.94,76.43,73.38,67.51,56.43,60.31,73.87,75.74,63.38,61.14,55.81,46.90,46.40,52.14,79.37,87.36,85.31,..,96.51,111.79,111.92,108.62,124.71,113.60,118.22,115.67,92.77,90.81,89.96
Finland,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,42.50,42.24,44.87,47.82,53.38,50.84,48.16,47.42,45.93,49.80,47.37,46.50,48.43,50.40,52.20,55.84,54.71,54.47,58.91,55.70,55.58,52.99,52.16,51.97,55.27,70.64,72.95,70.51,..,74.95,83.54,89.54,91.72,99.77,97.37,97.44,95.34,91.75,89.81,88.96
Finland,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,109.54,99.57,92.46,90.42,96.14,89.26,82.89,80.37,82.55,90.26,85.35,80.20,83.67,85.63,84.88,87.76,84.69,84.48,93.15,87.10,88.48,84.83,77.01,79.15,85.81,111.38,111.78,105.17,..,97.55,98.18,111.53,108.60,111.20,106.89,106.70,104.96,103.46,103.65,98.44
Finland,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,92.50,84.08,78.07,76.35,81.18,75.37,70.00,67.87,69.71,76.22,72.08,67.73,70.66,72.31,71.67,74.11,71.52,71.34,78.66,73.55,74.72,71.63,65.03,66.84,72.46,94.05,94.40,88.81,..,82.37,82.91,94.18,91.71,93.90,90.27,90.10,88.63,87.37,87.53,83.12
France,Residential,Electricity (MWh),Total price (National currency/unit),35.20,36.40,37.10,37.40,41.70,45.60,49.50,53.00,55.40,60.90,73.50,81.20,98.80,104.80,114.20,118.90,118.00,116.70,118.60,118.90,124.60,121.40,123.80,126.40,127.00,126.80,127.80,119.20,116.00,113.30,110.30,109.90,110.90,112.05,113.99,113.99,114.60,114.17,112.33,114.84,124.43,134.20,138.24,146.70,153.46,159.42,164.78,..
France,Residential,Electricity (MWh),Total price (USD/unit),41.90,43.33,48.18,55.00,57.12,70.15,67.81,70.67,80.29,93.69,114.84,97.83,98.80,90.34,85.86,86.79,111.32,126.85,130.33,122.58,150.12,141.16,152.84,146.98,149.41,166.84,163.85,133.93,128.89,120.53,101.19,98.13,104.62,125.90,140.72,140.72,143.25,156.40,165.20,159.50,163.72,186.39,177.23,195.60,204.62,177.13,183.09,..
France,Residential,Electricity (MWh),Total price (USD/unit using PPP),54.15,55.15,55.37,54.20,58.73,61.62,64.29,67.09,68.40,74.27,87.50,94.42,108.57,109.17,115.35,117.72,113.46,112.21,114.04,114.33,120.97,119.02,122.57,125.15,127.00,128.08,130.41,122.89,120.83,119.26,118.60,120.77,123.22,120.48,121.26,123.90,127.33,128.28,127.65,133.54,146.39,159.76,164.57,181.11,189.46,196.82,203.44,..
France,Residential,Electricity (MWh),Total price (2010 USD/unit),300.36,294.74,283.15,265.86,260.78,255.32,252.84,247.29,236.59,235.06,249.77,243.54,264.60,256.41,259.52,255.30,247.12,236.60,234.14,226.80,230.30,217.39,216.59,216.56,214.05,209.94,207.50,191.22,184.90,179.61,171.98,168.60,166.92,165.19,164.53,161.69,159.89,156.96,150.19,153.42,163.72,172.93,174.72,183.82,191.33,198.68,204.99,..
France,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),268.56,263.53,253.17,237.71,233.17,228.29,226.07,221.11,211.54,210.17,223.32,217.76,236.59,229.26,232.04,228.27,220.95,211.55,209.35,202.79,205.91,194.37,193.65,193.63,191.38,187.71,185.53,170.98,165.32,160.60,153.77,150.75,149.25,147.70,147.11,144.57,142.96,140.34,134.29,137.18,146.39,154.62,156.22,164.35,171.07,177.64,183.29,..
France,Industry,Electricity (MWh),Total price (National currency/unit),10.80,11.70,12.10,12.60,15.00,18.70,20.90,22.20,26.23,28.93,36.34,39.87,46.18,52.30,54.32,55.27,53.01,50.88,51.95,52.78,55.51,54.91,54.68,55.98,53.37,54.69,53.31,52.34,50.65,48.07,45.38,45.38,45.38,46.23,46.88,46.88,47.17,79.36,84.49,89.82,94.99,103.20,106.55,114.20,117.21,120.43,114.17,..
France,Industry,Electricity (MWh),Total price (USD/unit),12.86,13.93,15.71,18.53,20.55,28.77,28.63,29.60,38.01,44.51,56.78,48.03,46.18,45.09,40.84,40.34,50.01,55.30,57.08,54.41,66.87,63.85,67.50,65.09,62.79,71.95,68.34,58.81,56.28,51.14,41.64,40.52,42.82,51.95,57.87,57.87,58.96,108.71,124.24,124.75,124.99,143.33,136.60,152.27,156.29,133.81,126.86,..
France,Industry,Electricity (MWh),Total price (USD/unit using PPP),16.62,17.73,18.06,18.26,21.13,25.27,27.14,28.10,32.38,35.28,43.26,46.36,50.74,54.48,54.87,54.72,50.98,48.92,49.95,50.75,53.89,53.84,54.13,55.42,53.37,55.24,54.39,53.96,52.76,50.60,48.80,49.87,50.43,49.71,49.87,50.95,52.41,89.17,96.01,104.44,111.75,122.86,126.84,140.99,144.71,148.68,140.95,..
France,Industry,Electricity (MWh),Total price (2010 USD/unit),61.68,65.37,64.56,58.71,54.04,71.57,74.45,74.92,84.78,82.46,95.15,94.01,97.28,101.21,96.51,93.66,90.74,87.18,85.13,82.38,87.35,87.48,88.11,92.23,86.82,84.67,83.07,81.91,80.07,75.90,68.25,67.26,67.34,68.09,67.66,65.86,64.16,105.17,106.65,120.93,124.99,129.03,130.56,140.09,145.62,154.25,149.18,..
France,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),55.15,58.45,57.73,52.49,48.32,63.99,66.56,66.99,75.81,73.73,85.08,84.05,86.98,90.49,86.29,83.75,81.14,77.95,76.12,73.65,78.10,78.22,78.78,82.47,77.63,75.71,74.28,73.24,71.59,67.87,61.02,60.14,60.21,60.88,60.50,58.89,57.37,94.03,95.36,108.13,111.75,115.37,116.73,125.26,130.20,137.92,133.39,..
Former Yugoslav Republic of Macedonia,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4868.80,4999.15,5008.20,5163.15,5118.95,5098.30
Former Yugoslav Republic of Macedonia,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.67,107.74,107.84,92.96,91.85,93.26
Former Yugoslav Republic of Macedonia,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,256.25,261.60,263.59,264.78,262.11,..
Former Yugoslav Republic of Macedonia,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.56,97.45,97.91,101.24,100.61,98.87
Former Yugoslav Republic of Macedonia,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,242.41,242.15,243.27,251.56,249.99,245.66
Former Yugoslav Republic of Macedonia,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7829.85,7839.90,8640.05,7469.90,6386.90
Former Yugoslav Republic of Macedonia,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,168.75,168.82,155.56,134.04,116.83
Former Yugoslav Republic of Macedonia,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,409.73,412.63,443.08,382.48,..
Former Yugoslav Republic of Macedonia,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,142.66,144.53,165.77,143.45,122.05
Former Yugoslav Republic of Macedonia,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,354.47,359.12,411.91,356.44,303.27
Germany,Residential,Electricity (MWh),Total price (National currency/unit),63.40,62.40,64.90,66.50,71.60,80.30,85.10,85.00,87.70,89.40,93.40,105.40,114.80,118.10,121.50,123.10,127.00,128.70,133.10,135.30,135.30,135.10,137.30,142.90,148.10,148.80,138.70,141.30,143.40,142.20,130.90,138.20,143.84,155.40,159.00,171.00,176.70,210.85,220.80,228.80,240.65,252.95,263.55,292.00,297.75,294.85,297.30,304.80
Germany,Residential,Electricity (MWh),Total price (USD/unit),34.09,35.06,39.82,48.54,54.24,63.73,65.97,71.43,85.15,95.11,100.43,90.86,92.58,90.15,83.22,81.52,114.41,139.89,147.89,140.94,163.01,158.94,171.63,168.12,178.43,203.84,180.13,158.76,159.33,151.28,120.09,123.39,135.70,174.61,196.30,211.11,220.88,288.84,324.71,317.78,316.64,351.32,337.88,389.33,397.00,327.61,330.33,342.47
