,Nation,iso_code3,Year,fuelefficiency_trns_public_hydrogen_km_per_litre
1417,Cuba,CUB,2040,0.5602
1418,Cuba,CUB,2041,0.5602
1419,Cuba,CUB,2042,0.5602
1420,Cuba,CUB,2043,0.5602
1421,Cuba,CUB,2044,0.5602
1422,Cuba,CUB,2045,0.5602
1423,Cuba,CUB,2046,0.5602
1424,Cuba,CUB,2047,0.5602
1425,Cuba,CUB,2048,0.5602
1426,Cuba,CUB,2049,0.5602
1427,Cuba,CUB,2050,0.5602
1428,Curacao,CUW,2023,0.5602
1429,Curacao,CUW,2024,0.5602
1430,Curacao,CUW,2025,0.5602
1431,Curacao,CUW,2026,0.5602
1432,Curacao,CUW,2027,0.5602
1433,Curacao,CUW,2028,0.5602
1434,Curacao,CUW,2029,0.5602
1435,Curacao,CUW,2030,0.5602
1436,Curacao,CUW,2031,0.5602
1437,Curacao,CUW,2032,0.5602
1438,Curacao,CUW,2033,0.5602
1439,Curacao,CUW,2034,0.5602
1440,Curacao,CUW,2035,0.5602
1441,Curacao,CUW,2036,0.5602
1442,Curacao,CUW,2037,0.5602
1443,Curacao,CUW,2038,0.5602
1444,Curacao,CUW,2039,0.5602
1445,Curacao,CUW,2040,0.5602
1446,Curacao,CUW,2041,0.5602
1447,Curacao,CUW,2042,0.5602
1448,Curacao,CUW,2043,0.5602
1449,Curacao,CUW,2044,0.5602
1450,Curacao,CUW,2045,0.5602
1451,Curacao,CUW,2046,0.5602
1452,Curacao,CUW,2047,0.5602
1453,Curacao,CUW,2048,0.5602
1454,Curacao,CUW,2049,0.5602
1455,Curacao,CUW,2050,0.5602
1456,Cayman Islands,CYM,2023,0.5602
1457,Cayman Islands,CYM,2024,0.5602
1458,Cayman Islands,CYM,2025,0.5602
1459,Cayman Islands,CYM,2026,0.5602
1460,Cayman Islands,CYM,2027,0.5602
1461,Cayman Islands,CYM,2028,0.5602
1462,Cayman Islands,CYM,2029,0.5602
1463,Cayman Islands,CYM,2030,0.5602
1464,Cayman Islands,CYM,2031,0.5602
1465,Cayman Islands,CYM,2032,0.5602
1466,Cayman Islands,CYM,2033,0.5602
1467,Cayman Islands,CYM,2034,0.5602
1468,Cayman Islands,CYM,2035,0.5602
1469,Cayman Islands,CYM,2036,0.5602
1470,Cayman Islands,CYM,2037,0.5602
1471,Cayman Islands,CYM,2038,0.5602
1472,Cayman Islands,CYM,2039,0.5602
1473,Cayman Islands,CYM,2040,0.5602
1474,Cayman Islands,CYM,2041,0.5602
1475,Cayman Islands,CYM,2042,0.5602
1476,Cayman Islands,CYM,2043,0.5602
1477,Cayman Islands,CYM,2044,0.5602
1478,Cayman Islands,CYM,2045,0.5602
1479,Cayman Islands,CYM,2046,0.5602
1480,Cayman Islands,CYM,2047,0.5602
1481,Cayman Islands,CYM,2048,0.5602
1482,Cayman Islands,CYM,2049,0.5602
1483,Cayman Islands,CYM,2050,0.5602
1484,Cyprus,CYP,2023,0.5602
1485,Cyprus,CYP,2024,0.5602
1486,Cyprus,CYP,2025,0.5602
1487,Cyprus,CYP,2026,0.5602
1488,Cyprus,CYP,2027,0.5602
1489,Cyprus,CYP,2028,0.5602
1490,Cyprus,CYP,2029,0.5602
1491,Cyprus,CYP,2030,0.5602
1492,Cyprus,CYP,2031,0.5602
1493,Cyprus,CYP,2032,0.5602
1494,Cyprus,CYP,2033,0.5602
1495,Cyprus,CYP,2034,0.5602
1496,Cyprus,CYP,2035,0.5602
1497,Cyprus,CYP,2036,0.5602
1498,Cyprus,CYP,2037,0.5602
1499,Cyprus,CYP,2038,0.5602
1500,Cyprus,CYP,2039,0.5602
1501,Cyprus,CYP,2040,0.5602
1502,Cyprus,CYP,2041,0.5602
1503,Cyprus,CYP,2042,0.5602
1504,Cyprus,CYP,2043,0.5602
1505,Cyprus,CYP,2044,0.5602
1506,Cyprus,CYP,2045,0.5602
1507,Cyprus,CYP,2046,0.5602
1508,Cyprus,CYP,2047,0.5602
1509,Cyprus,CYP,2048,0.5602
1510,Cyprus,CYP,2049,0.5602
1511,Cyprus,CYP,2050,0.5602
1512,Czechia,CZE,2023,0.5602
1513,Czechia,CZE,2024,0.5602
1514,Czechia,CZE,2025,0.5602
1515,Czechia,CZE,2026,0.5602
1516,Czechia,CZE,2027,0.5602
1517,Czechia,CZE,2028,0.5602
1518,Czechia,CZE,2029,0.5602
1519,Czechia,CZE,2030,0.5602
1520,Czechia,CZE,2031,0.5602
1521,Czechia,CZE,2032,0.5602
1522,Czechia,CZE,2033,0.5602
1523,Czechia,CZE,2034,0.5602
1524,Czechia,CZE,2035,0.5602
1525,Czechia,CZE,2036,0.5602
1526,Czechia,CZE,2037,0.5602
1527,Czechia,CZE,2038,0.5602
1528,Czechia,CZE,2039,0.5602
1529,Czechia,CZE,2040,0.5602
1530,Czechia,CZE,2041,0.5602
1531,Czechia,CZE,2042,0.5602
1532,Czechia,CZE,2043,0.5602
1533,Czechia,CZE,2044,0.5602
1534,Czechia,CZE,2045,0.5602
1535,Czechia,CZE,2046,0.5602
1536,Czechia,CZE,2047,0.5602
1537,Czechia,CZE,2048,0.5602
1538,Czechia,CZE,2049,0.5602
1539,Czechia,CZE,2050,0.5602
1540,Germany,DEU,2023,0.5602
1541,Germany,DEU,2024,0.5602
1542,Germany,DEU,2025,0.5602
1543,Germany,DEU,2026,0.5602
1544,Germany,DEU,2027,0.5602
1545,Germany,DEU,2028,0.5602
1546,Germany,DEU,2029,0.5602
1547,Germany,DEU,2030,0.5602
1548,Germany,DEU,2031,0.5602
1549,Germany,DEU,2032,0.5602
1550,Germany,DEU,2033,0.5602
1551,Germany,DEU,2034,0.5602
1552,Germany,DEU,2035,0.5602
1553,Germany,DEU,2036,0.5602
1554,Germany,DEU,2037,0.5602
1555,Germany,DEU,2038,0.5602
1556,Germany,DEU,2039,0.5602
1557,Germany,DEU,2040,0.5602
1558,Germany,DEU,2041,0.5602
1559,Germany,DEU,2042,0.5602
1560,Germany,DEU,2043,0.5602
1561,Germany,DEU,2044,0.5602
1562,Germany,DEU,2045,0.5602
1563,Germany,DEU,2046,0.5602
1564,Germany,DEU,2047,0.5602
1565,Germany,DEU,2048,0.5602
1566,Germany,DEU,2049,0.5602
1567,Germany,DEU,2050,0.5602
1568,Djibouti,DJI,2023,0.5602
1569,Djibouti,DJI,2024,0.5602
1570,Djibouti,DJI,2025,0.5602
1571,Djibouti,DJI,2026,0.5602
1572,Djibouti,DJI,2027,0.5602
1573,Djibouti,DJI,2028,0.5602
1574,Djibouti,DJI,2029,0.5602
1575,Djibouti,DJI,2030,0.5602
1576,Djibouti,DJI,2031,0.5602
1577,Djibouti,DJI,2032,0.5602
1578,Djibouti,DJI,2033,0.5602
1579,Djibouti,DJI,2034,0.5602
1580,Djibouti,DJI,2035,0.5602
1581,Djibouti,DJI,2036,0.5602
1582,Djibouti,DJI,2037,0.5602
1583,Djibouti,DJI,2038,0.5602
1584,Djibouti,DJI,2039,0.5602
1585,Djibouti,DJI,2040,0.5602
1586,Djibouti,DJI,2041,0.5602
1587,Djibouti,DJI,2042,0.5602
1588,Djibouti,DJI,2043,0.5602
1589,Djibouti,DJI,2044,0.5602
1590,Djibouti,DJI,2045,0.5602
1591,Djibouti,DJI,2046,0.5602
1592,Djibouti,DJI,2047,0.5602
1593,Djibouti,DJI,2048,0.5602
1594,Djibouti,DJI,2049,0.5602
1595,Djibouti,DJI,2050,0.5602
1596,Dominica,DMA,2023,0.5602
1597,Dominica,DMA,2024,0.5602
1598,Dominica,DMA,2025,0.5602
1599,Dominica,DMA,2026,0.5602
1600,Dominica,DMA,2027,0.5602
1601,Dominica,DMA,2028,0.5602
1602,Dominica,DMA,2029,0.5602
1603,Dominica,DMA,2030,0.5602
1604,Dominica,DMA,2031,0.5602
1605,Dominica,DMA,2032,0.5602
1606,Dominica,DMA,2033,0.5602
1607,Dominica,DMA,2034,0.5602
1608,Dominica,DMA,2035,0.5602
1609,Dominica,DMA,2036,0.5602
1610,Dominica,DMA,2037,0.5602
1611,Dominica,DMA,2038,0.5602
1612,Dominica,DMA,2039,0.5602
1613,Dominica,DMA,2040,0.5602
1614,Dominica,DMA,2041,0.5602
1615,Dominica,DMA,2042,0.5602
1616,Dominica,DMA,2043,0.5602
1617,Dominica,DMA,2044,0.5602
1618,Dominica,DMA,2045,0.5602
1619,Dominica,DMA,2046,0.5602
1620,Dominica,DMA,2047,0.5602
1621,Dominica,DMA,2048,0.5602
1622,Dominica,DMA,2049,0.5602
1623,Dominica,DMA,2050,0.5602
1624,Denmark,DNK,2023,0.5602
1625,Denmark,DNK,2024,0.5602
1626,Denmark,DNK,2025,0.5602
1627,Denmark,DNK,2026,0.5602
1628,Denmark,DNK,2027,0.5602
1629,Denmark,DNK,2028,0.5602
1630,Denmark,DNK,2029,0.5602
1631,Denmark,DNK,2030,0.5602
1632,Denmark,DNK,2031,0.5602
1633,Denmark,DNK,2032,0.5602
1634,Denmark,DNK,2033,0.5602
1635,Denmark,DNK,2034,0.5602
1636,Denmark,DNK,2035,0.5602
1637,Denmark,DNK,2036,0.5602
1638,Denmark,DNK,2037,0.5602
1639,Denmark,DNK,2038,0.5602
1640,Denmark,DNK,2039,0.5602
1641,Denmark,DNK,2040,0.5602
1642,Denmark,DNK,2041,0.5602
1643,Denmark,DNK,2042,0.5602
1644,Denmark,DNK,2043,0.5602
1645,Denmark,DNK,2044,0.5602
1646,Denmark,DNK,2045,0.5602
1647,Denmark,DNK,2046,0.5602
1648,Denmark,DNK,2047,0.5602
1649,Denmark,DNK,2048,0.5602
1650,Denmark,DNK,2049,0.5602
1651,Denmark,DNK,2050,0.5602
1652,Dominican Republic,DOM,2023,0.5602
1653,Dominican Republic,DOM,2024,0.5602
1654,Dominican Republic,DOM,2025,0.5602
1655,Dominican Republic,DOM,2026,0.5602
1656,Dominican Republic,DOM,2027,0.5602
1657,Dominican Republic,DOM,2028,0.5602
1658,Dominican Republic,DOM,2029,0.5602
1659,Dominican Republic,DOM,2030,0.5602
1660,Dominican Republic,DOM,2031,0.5602
1661,Dominican Republic,DOM,2032,0.5602
1662,Dominican Republic,DOM,2033,0.5602
1663,Dominican Republic,DOM,2034,0.5602
1664,Dominican Republic,DOM,2035,0.5602
1665,Dominican Republic,DOM,2036,0.5602
1666,Dominican Republic,DOM,2037,0.5602
1667,Dominican Republic,DOM,2038,0.5602
1668,Dominican Republic,DOM,2039,0.5602
1669,Dominican Republic,DOM,2040,0.5602
1670,Dominican Republic,DOM,2041,0.5602
1671,Dominican Republic,DOM,2042,0.5602
1672,Dominican Republic,DOM,2043,0.5602
1673,Dominican Republic,DOM,2044,0.5602
1674,Dominican Republic,DOM,2045,0.5602
1675,Dominican Republic,DOM,2046,0.5602
1676,Dominican Republic,DOM,2047,0.5602
1677,Dominican Republic,DOM,2048,0.5602
1678,Dominican Republic,DOM,2049,0.5602
1679,Dominican Republic,DOM,2050,0.5602
1680,Algeria,DZA,2023,0.5602
1681,Algeria,DZA,2024,0.5602
1682,Algeria,DZA,2025,0.5602
1683,Algeria,DZA,2026,0.5602
1684,Algeria,DZA,2027,0.5602
1685,Algeria,DZA,2028,0.5602
1686,Algeria,DZA,2029,0.5602
1687,Algeria,DZA,2030,0.5602
1688,Algeria,DZA,2031,0.5602
1689,Algeria,DZA,2032,0.5602
1690,Algeria,DZA,2033,0.5602
1691,Algeria,DZA,2034,0.5602
1692,Algeria,DZA,2035,0.5602
1693,Algeria,DZA,2036,0.5602
1694,Algeria,DZA,2037,0.5602
1695,Algeria,DZA,2038,0.5602
1696,Algeria,DZA,2039,0.5602
1697,Algeria,DZA,2040,0.5602
1698,Algeria,DZA,2041,0.5602
1699,Algeria,DZA,2042,0.5602
1700,Algeria,DZA,2043,0.5602
1701,Algeria,DZA,2044,0.5602
1702,Algeria,DZA,2045,0.5602
1703,Algeria,DZA,2046,0.5602
1704,Algeria,DZA,2047,0.5602
1705,Algeria,DZA,2048,0.5602
1706,Algeria,DZA,2049,0.5602
1707,Algeria,DZA,2050,0.5602
1708,East Asia & Pacific (excluding high income),EAP,2023,0.5602
1709,East Asia & Pacific (excluding high income),EAP,2024,0.5602
1710,East Asia & Pacific (excluding high income),EAP,2025,0.5602
1711,East Asia & Pacific (excluding high income),EAP,2026,0.5602
1712,East Asia & Pacific (excluding high income),EAP,2027,0.5602
1713,East Asia & Pacific (excluding high income),EAP,2028,0.5602
1714,East Asia & Pacific (excluding high income),EAP,2029,0.5602
1715,East Asia & Pacific (excluding high income),EAP,2030,0.5602
1716,East Asia & Pacific (excluding high income),EAP,2031,0.5602
1717,East Asia & Pacific (excluding high income),EAP,2032,0.5602
1718,East Asia & Pacific (excluding high income),EAP,2033,0.5602
1719,East Asia & Pacific (excluding high income),EAP,2034,0.5602
1720,East Asia & Pacific (excluding high income),EAP,2035,0.5602
1721,East Asia & Pacific (excluding high income),EAP,2036,0.5602
1722,East Asia & Pacific (excluding high income),EAP,2037,0.5602
1723,East Asia & Pacific (excluding high income),EAP,2038,0.5602
1724,East Asia & Pacific (excluding high income),EAP,2039,0.5602
1725,East Asia & Pacific (excluding high income),EAP,2040,0.5602
1726,East Asia & Pacific (excluding high income),EAP,2041,0.5602
1727,East Asia & Pacific (excluding high income),EAP,2042,0.5602
1728,East Asia & Pacific (excluding high income),EAP,2043,0.5602
1729,East Asia & Pacific (excluding high income),EAP,2044,0.5602
1730,East Asia & Pacific (excluding high income),EAP,2045,0.5602
1731,East Asia & Pacific (excluding high income),EAP,2046,0.5602
1732,East Asia & Pacific (excluding high income),EAP,2047,0.5602
1733,East Asia & Pacific (excluding high income),EAP,2048,0.5602
1734,East Asia & Pacific (excluding high income),EAP,2049,0.5602
1735,East Asia & Pacific (excluding high income),EAP,2050,0.5602
1736,Early-demographic dividend,EAR,2023,0.5602
1737,Early-demographic dividend,EAR,2024,0.5602
1738,Early-demographic dividend,EAR,2025,0.5602
1739,Early-demographic dividend,EAR,2026,0.5602
1740,Early-demographic dividend,EAR,2027,0.5602
1741,Early-demographic dividend,EAR,2028,0.5602
1742,Early-demographic dividend,EAR,2029,0.5602
1743,Early-demographic dividend,EAR,2030,0.5602
1744,Early-demographic dividend,EAR,2031,0.5602
1745,Early-demographic dividend,EAR,2032,0.5602
1746,Early-demographic dividend,EAR,2033,0.5602
1747,Early-demographic dividend,EAR,2034,0.5602
1748,Early-demographic dividend,EAR,2035,0.5602
1749,Early-demographic dividend,EAR,2036,0.5602
1750,Early-demographic dividend,EAR,2037,0.5602
1751,Early-demographic dividend,EAR,2038,0.5602
1752,Early-demographic dividend,EAR,2039,0.5602
1753,Early-demographic dividend,EAR,2040,0.5602
1754,Early-demographic dividend,EAR,2041,0.5602
1755,Early-demographic dividend,EAR,2042,0.5602
1756,Early-demographic dividend,EAR,2043,0.5602
1757,Early-demographic dividend,EAR,2044,0.5602
1758,Early-demographic dividend,EAR,2045,0.5602
1759,Early-demographic dividend,EAR,2046,0.5602
1760,Early-demographic dividend,EAR,2047,0.5602
1761,Early-demographic dividend,EAR,2048,0.5602
1762,Early-demographic dividend,EAR,2049,0.5602
1763,Early-demographic dividend,EAR,2050,0.5602
1764,East Asia & Pacific,EAS,2023,0.5602
1765,East Asia & Pacific,EAS,2024,0.5602
1766,East Asia & Pacific,EAS,2025,0.5602
1767,East Asia & Pacific,EAS,2026,0.5602
1768,East Asia & Pacific,EAS,2027,0.5602
1769,East Asia & Pacific,EAS,2028,0.5602
1770,East Asia & Pacific,EAS,2029,0.5602
1771,East Asia & Pacific,EAS,2030,0.5602
1772,East Asia & Pacific,EAS,2031,0.5602
1773,East Asia & Pacific,EAS,2032,0.5602
1774,East Asia & Pacific,EAS,2033,0.5602
1775,East Asia & Pacific,EAS,2034,0.5602
1776,East Asia & Pacific,EAS,2035,0.5602
1777,East Asia & Pacific,EAS,2036,0.5602
1778,East Asia & Pacific,EAS,2037,0.5602
1779,East Asia & Pacific,EAS,2038,0.5602
1780,East Asia & Pacific,EAS,2039,0.5602
1781,East Asia & Pacific,EAS,2040,0.5602
1782,East Asia & Pacific,EAS,2041,0.5602
1783,East Asia & Pacific,EAS,2042,0.5602
1784,East Asia & Pacific,EAS,2043,0.5602
1785,East Asia & Pacific,EAS,2044,0.5602
1786,East Asia & Pacific,EAS,2045,0.5602
1787,East Asia & Pacific,EAS,2046,0.5602
1788,East Asia & Pacific,EAS,2047,0.5602
1789,East Asia & Pacific,EAS,2048,0.5602
1790,East Asia & Pacific,EAS,2049,0.5602
1791,East Asia & Pacific,EAS,2050,0.5602
1792,Europe & Central Asia (excluding high income),ECA,2023,0.5602
1793,Europe & Central Asia (excluding high income),ECA,2024,0.5602
1794,Europe & Central Asia (excluding high income),ECA,2025,0.5602
1795,Europe & Central Asia (excluding high income),ECA,2026,0.5602
1796,Europe & Central Asia (excluding high income),ECA,2027,0.5602
1797,Europe & Central Asia (excluding high income),ECA,2028,0.5602
1798,Europe & Central Asia (excluding high income),ECA,2029,0.5602
1799,Europe & Central Asia (excluding high income),ECA,2030,0.5602
1800,Europe & Central Asia (excluding high income),ECA,2031,0.5602
1801,Europe & Central Asia (excluding high income),ECA,2032,0.5602
1802,Europe & Central Asia (excluding high income),ECA,2033,0.5602
1803,Europe & Central Asia (excluding high income),ECA,2034,0.5602
1804,Europe & Central Asia (excluding high income),ECA,2035,0.5602
1805,Europe & Central Asia (excluding high income),ECA,2036,0.5602
1806,Europe & Central Asia (excluding high income),ECA,2037,0.5602
1807,Europe & Central Asia (excluding high income),ECA,2038,0.5602
1808,Europe & Central Asia (excluding high income),ECA,2039,0.5602
1809,Europe & Central Asia (excluding high income),ECA,2040,0.5602
1810,Europe & Central Asia (excluding high income),ECA,2041,0.5602
1811,Europe & Central Asia (excluding high income),ECA,2042,0.5602
1812,Europe & Central Asia (excluding high income),ECA,2043,0.5602
1813,Europe & Central Asia (excluding high income),ECA,2044,0.5602
1814,Europe & Central Asia (excluding high income),ECA,2045,0.5602
1815,Europe & Central Asia (excluding high income),ECA,2046,0.5602
1816,Europe & Central Asia (excluding high income),ECA,2047,0.5602
1817,Europe & Central Asia (excluding high income),ECA,2048,0.5602
1818,Europe & Central Asia (excluding high income),ECA,2049,0.5602
1819,Europe & Central Asia (excluding high income),ECA,2050,0.5602
1820,Europe & Central Asia,ECS,2023,0.5602
1821,Europe & Central Asia,ECS,2024,0.5602
1822,Europe & Central Asia,ECS,2025,0.5602
1823,Europe & Central Asia,ECS,2026,0.5602
1824,Europe & Central Asia,ECS,2027,0.5602
1825,Europe & Central Asia,ECS,2028,0.5602
1826,Europe & Central Asia,ECS,2029,0.5602
1827,Europe & Central Asia,ECS,2030,0.5602
1828,Europe & Central Asia,ECS,2031,0.5602
1829,Europe & Central Asia,ECS,2032,0.5602
1830,Europe & Central Asia,ECS,2033,0.5602
1831,Europe & Central Asia,ECS,2034,0.5602
1832,Europe & Central Asia,ECS,2035,0.5602
1833,Europe & Central Asia,ECS,2036,0.5602
1834,Europe & Central Asia,ECS,2037,0.5602
1835,Europe & Central Asia,ECS,2038,0.5602
1836,Europe & Central Asia,ECS,2039,0.5602
1837,Europe & Central Asia,ECS,2040,0.5602
1838,Europe & Central Asia,ECS,2041,0.5602
1839,Europe & Central Asia,ECS,2042,0.5602
1840,Europe & Central Asia,ECS,2043,0.5602
1841,Europe & Central Asia,ECS,2044,0.5602
1842,Europe & Central Asia,ECS,2045,0.5602
1843,Europe & Central Asia,ECS,2046,0.5602
1844,Europe & Central Asia,ECS,2047,0.5602
1845,Europe & Central Asia,ECS,2048,0.5602
1846,Europe & Central Asia,ECS,2049,0.5602
1847,Europe & Central Asia,ECS,2050,0.5602
1848,Ecuador,ECU,2023,0.5602
1849,Ecuador,ECU,2024,0.5602
1850,Ecuador,ECU,2025,0.5602
1851,Ecuador,ECU,2026,0.5602
1852,Ecuador,ECU,2027,0.5602
1853,Ecuador,ECU,2028,0.5602
1854,Ecuador,ECU,2029,0.5602
1855,Ecuador,ECU,2030,0.5602
1856,Ecuador,ECU,2031,0.5602
1857,Ecuador,ECU,2032,0.5602
1858,Ecuador,ECU,2033,0.5602
1859,Ecuador,ECU,2034,0.5602
1860,Ecuador,ECU,2035,0.5602
1861,Ecuador,ECU,2036,0.5602
1862,Ecuador,ECU,2037,0.5602
1863,Ecuador,ECU,2038,0.5602
1864,Ecuador,ECU,2039,0.5602
1865,Ecuador,ECU,2040,0.5602
1866,Ecuador,ECU,2041,0.5602
1867,Ecuador,ECU,2042,0.5602
1868,Ecuador,ECU,2043,0.5602
1869,Ecuador,ECU,2044,0.5602
1870,Ecuador,ECU,2045,0.5602
1871,Ecuador,ECU,2046,0.5602
1872,Ecuador,ECU,2047,0.5602
1873,Ecuador,ECU,2048,0.5602
1874,Ecuador,ECU,2049,0.5602
1875,Ecuador,ECU,2050,0.5602
1876,"Egypt, Arab Rep.",EGY,2023,0.5602
1877,"Egypt, Arab Rep.",EGY,2024,0.5602
1878,"Egypt, Arab Rep.",EGY,2025,0.5602
1879,"Egypt, Arab Rep.",EGY,2026,0.5602
1880,"Egypt, Arab Rep.",EGY,2027,0.5602
1881,"Egypt, Arab Rep.",EGY,2028,0.5602
1882,"Egypt, Arab Rep.",EGY,2029,0.5602
1883,"Egypt, Arab Rep.",EGY,2030,0.5602
1884,"Egypt, Arab Rep.",EGY,2031,0.5602
1885,"Egypt, Arab Rep.",EGY,2032,0.5602
1886,"Egypt, Arab Rep.",EGY,2033,0.5602
1887,"Egypt, Arab Rep.",EGY,2034,0.5602
1888,"Egypt, Arab Rep.",EGY,2035,0.5602
1889,"Egypt, Arab Rep.",EGY,2036,0.5602
1890,"Egypt, Arab Rep.",EGY,2037,0.5602
1891,"Egypt, Arab Rep.",EGY,2038,0.5602
1892,"Egypt, Arab Rep.",EGY,2039,0.5602
1893,"Egypt, Arab Rep.",EGY,2040,0.5602
1894,"Egypt, Arab Rep.",EGY,2041,0.5602
1895,"Egypt, Arab Rep.",EGY,2042,0.5602
1896,"Egypt, Arab Rep.",EGY,2043,0.5602
1897,"Egypt, Arab Rep.",EGY,2044,0.5602
1898,"Egypt, Arab Rep.",EGY,2045,0.5602
1899,"Egypt, Arab Rep.",EGY,2046,0.5602
1900,"Egypt, Arab Rep.",EGY,2047,0.5602
1901,"Egypt, Arab Rep.",EGY,2048,0.5602
1902,"Egypt, Arab Rep.",EGY,2049,0.5602
1903,"Egypt, Arab Rep.",EGY,2050,0.5602
1904,Euro area,EMU,2023,0.5602
1905,Euro area,EMU,2024,0.5602
1906,Euro area,EMU,2025,0.5602
1907,Euro area,EMU,2026,0.5602
1908,Euro area,EMU,2027,0.5602
1909,Euro area,EMU,2028,0.5602
1910,Euro area,EMU,2029,0.5602
1911,Euro area,EMU,2030,0.5602
1912,Euro area,EMU,2031,0.5602
1913,Euro area,EMU,2032,0.5602
1914,Euro area,EMU,2033,0.5602
1915,Euro area,EMU,2034,0.5602
1916,Euro area,EMU,2035,0.5602
1917,Euro area,EMU,2036,0.5602
1918,Euro area,EMU,2037,0.5602
1919,Euro area,EMU,2038,0.5602
1920,Euro area,EMU,2039,0.5602
1921,Euro area,EMU,2040,0.5602
1922,Euro area,EMU,2041,0.5602
1923,Euro area,EMU,2042,0.5602
1924,Euro area,EMU,2043,0.5602
1925,Euro area,EMU,2044,0.5602
1926,Euro area,EMU,2045,0.5602
1927,Euro area,EMU,2046,0.5602
1928,Euro area,EMU,2047,0.5602
1929,Euro area,EMU,2048,0.5602
1930,Euro area,EMU,2049,0.5602
1931,Euro area,EMU,2050,0.5602
1932,Eritrea,ERI,2023,0.5602
1933,Eritrea,ERI,2024,0.5602
1934,Eritrea,ERI,2025,0.5602
1935,Eritrea,ERI,2026,0.5602
1936,Eritrea,ERI,2027,0.5602
1937,Eritrea,ERI,2028,0.5602
1938,Eritrea,ERI,2029,0.5602
1939,Eritrea,ERI,2030,0.5602
1940,Eritrea,ERI,2031,0.5602
1941,Eritrea,ERI,2032,0.5602
1942,Eritrea,ERI,2033,0.5602
1943,Eritrea,ERI,2034,0.5602
1944,Eritrea,ERI,2035,0.5602
1945,Eritrea,ERI,2036,0.5602
1946,Eritrea,ERI,2037,0.5602
1947,Eritrea,ERI,2038,0.5602
1948,Eritrea,ERI,2039,0.5602
1949,Eritrea,ERI,2040,0.5602
1950,Eritrea,ERI,2041,0.5602
1951,Eritrea,ERI,2042,0.5602
1952,Eritrea,ERI,2043,0.5602
1953,Eritrea,ERI,2044,0.5602
1954,Eritrea,ERI,2045,0.5602
1955,Eritrea,ERI,2046,0.5602
1956,Eritrea,ERI,2047,0.5602
1957,Eritrea,ERI,2048,0.5602
1958,Eritrea,ERI,2049,0.5602
1959,Eritrea,ERI,2050,0.5602
1960,Spain,ESP,2023,0.5602
1961,Spain,ESP,2024,0.5602
1962,Spain,ESP,2025,0.5602
1963,Spain,ESP,2026,0.5602
1964,Spain,ESP,2027,0.5602
1965,Spain,ESP,2028,0.5602
1966,Spain,ESP,2029,0.5602
1967,Spain,ESP,2030,0.5602
1968,Spain,ESP,2031,0.5602
1969,Spain,ESP,2032,0.5602
1970,Spain,ESP,2033,0.5602
1971,Spain,ESP,2034,0.5602
1972,Spain,ESP,2035,0.5602
1973,Spain,ESP,2036,0.5602
1974,Spain,ESP,2037,0.5602
1975,Spain,ESP,2038,0.5602
1976,Spain,ESP,2039,0.5602
1977,Spain,ESP,2040,0.5602
1978,Spain,ESP,2041,0.5602
1979,Spain,ESP,2042,0.5602
1980,Spain,ESP,2043,0.5602
1981,Spain,ESP,2044,0.5602
1982,Spain,ESP,2045,0.5602
1983,Spain,ESP,2046,0.5602
1984,Spain,ESP,2047,0.5602
1985,Spain,ESP,2048,0.5602
1986,Spain,ESP,2049,0.5602
1987,Spain,ESP,2050,0.5602
1988,Estonia,EST,2023,0.5602
1989,Estonia,EST,2024,0.5602
1990,Estonia,EST,2025,0.5602
1991,Estonia,EST,2026,0.5602
1992,Estonia,EST,2027,0.5602
1993,Estonia,EST,2028,0.5602
1994,Estonia,EST,2029,0.5602
1995,Estonia,EST,2030,0.5602
1996,Estonia,EST,2031,0.5602
1997,Estonia,EST,2032,0.5602
1998,Estonia,EST,2033,0.5602
1999,Estonia,EST,2034,0.5602
2000,Estonia,EST,2035,0.5602
2001,Estonia,EST,2036,0.5602
2002,Estonia,EST,2037,0.5602
2003,Estonia,EST,2038,0.5602
2004,Estonia,EST,2039,0.5602
2005,Estonia,EST,2040,0.5602
2006,Estonia,EST,2041,0.5602
2007,Estonia,EST,2042,0.5602
2008,Estonia,EST,2043,0.5602
2009,Estonia,EST,2044,0.5602
2010,Estonia,EST,2045,0.5602
2011,Estonia,EST,2046,0.5602
2012,Estonia,EST,2047,0.5602
2013,Estonia,EST,2048,0.5602
2014,Estonia,EST,2049,0.5602
2015,Estonia,EST,2050,0.5602
2016,Ethiopia,ETH,2023,0.5602
2017,Ethiopia,ETH,2024,0.5602
2018,Ethiopia,ETH,2025,0.5602
2019,Ethiopia,ETH,2026,0.5602
2020,Ethiopia,ETH,2027,0.5602
2021,Ethiopia,ETH,2028,0.5602
2022,Ethiopia,ETH,2029,0.5602
2023,Ethiopia,ETH,2030,0.5602
2024,Ethiopia,ETH,2031,0.5602
2025,Ethiopia,ETH,2032,0.5602
2026,Ethiopia,ETH,2033,0.5602
2027,Ethiopia,ETH,2034,0.5602
2028,Ethiopia,ETH,2035,0.5602
2029,Ethiopia,ETH,2036,0.5602
2030,Ethiopia,ETH,2037,0.5602
2031,Ethiopia,ETH,2038,0.5602
2032,Ethiopia,ETH,2039,0.5602
2033,Ethiopia,ETH,2040,0.5602
2034,Ethiopia,ETH,2041,0.5602
2035,Ethiopia,ETH,2042,0.5602
2036,Ethiopia,ETH,2043,0.5602
2037,Ethiopia,ETH,2044,0.5602
