Year,Nation,iso_code3,population_gnrl_urban
2027,Brazil,BRA,195340680.80183998
2028,Brazil,BRA,196893849.143305
2029,Brazil,BRA,198447017.484769
2030,Brazil,BRA,200000185.826233
2031,Brazil,BRA,201349723.879705
2032,Brazil,BRA,202699261.933177
2033,Brazil,BRA,204048799.98665
2034,Brazil,BRA,205398338.040122
2035,Brazil,BRA,206747876.09359398
2036,Brazil,BRA,207893528.225579
2037,Brazil,BRA,209039180.357564
2038,Brazil,BRA,210184832.48955
2039,Brazil,BRA,211330484.621535
2040,Brazil,BRA,212476136.75351998
2041,Brazil,BRA,213410649.08531398
2042,Brazil,BRA,214345161.417109
2043,Brazil,BRA,215279673.748903
2044,Brazil,BRA,216214186.08069798
2045,Brazil,BRA,217148698.412492
2046,Brazil,BRA,217834660.26221898
2047,Brazil,BRA,218520622.111946
2048,Brazil,BRA,219206583.961674
2049,Brazil,BRA,219892545.811401
2050,Brazil,BRA,220578507.66112798
2021,Barbados,BRB,87904.7228121575
2022,Barbados,BRB,88899.700041085
2023,Barbados,BRB,89894.6772700125
2024,Barbados,BRB,90889.65449894
2025,Barbados,BRB,91884.6317278675
2026,Barbados,BRB,92804.85465478481
2027,Barbados,BRB,93725.0775817021
2028,Barbados,BRB,94645.30050861949
2029,Barbados,BRB,95565.5234355368
2030,Barbados,BRB,96485.7463624541
2031,Barbados,BRB,97312.8364496828
2032,Barbados,BRB,98139.9265369115
2033,Barbados,BRB,98967.01662414019
2034,Barbados,BRB,99794.1067113688
2035,Barbados,BRB,100621.196798598
2036,Barbados,BRB,101307.410456533
2037,Barbados,BRB,101993.624114469
2038,Barbados,BRB,102679.837772404
2039,Barbados,BRB,103366.05143034
2040,Barbados,BRB,104052.26508827599
2041,Barbados,BRB,104595.49605055801
2042,Barbados,BRB,105138.72701284
2043,Barbados,BRB,105681.95797512199
2044,Barbados,BRB,106225.188937404
2045,Barbados,BRB,106768.41989968599
2046,Barbados,BRB,107201.11918440199
2047,Barbados,BRB,107633.818469118
2048,Barbados,BRB,108066.517753834
2049,Barbados,BRB,108499.217038551
2050,Barbados,BRB,108931.916323267
2021,Brunei Darussalam,BRN,371463.52993779205
2022,Brunei Darussalam,BRN,377994.331495584
2023,Brunei Darussalam,BRN,384525.133053376
2024,Brunei Darussalam,BRN,391055.934611168
2025,Brunei Darussalam,BRN,397586.73616896
2026,Brunei Darussalam,BRN,403990.771007932
2027,Brunei Darussalam,BRN,410394.805846904
2028,Brunei Darussalam,BRN,416798.840685876
2029,Brunei Darussalam,BRN,423202.87552484794
2030,Brunei Darussalam,BRN,429606.91036382
2031,Brunei Darussalam,BRN,435892.73742060794
2032,Brunei Darussalam,BRN,442178.564477396
2033,Brunei Darussalam,BRN,448464.391534184
2034,Brunei Darussalam,BRN,454750.218590972
2035,Brunei Darussalam,BRN,461036.04564776
2036,Brunei Darussalam,BRN,467202.04335104796
2037,Brunei Darussalam,BRN,473368.041054336
2038,Brunei Darussalam,BRN,479534.038757624
2039,Brunei Darussalam,BRN,485700.03646091203
2040,Brunei Darussalam,BRN,491866.0341642
2041,Brunei Darussalam,BRN,497896.30573759996
2042,Brunei Darussalam,BRN,503926.577311
2043,Brunei Darussalam,BRN,509956.8488844
2044,Brunei Darussalam,BRN,515987.1204578
2045,Brunei Darussalam,BRN,522017.39203120006
2046,Brunei Darussalam,BRN,527933.939516512
2047,Brunei Darussalam,BRN,533850.487001824
2048,Brunei Darussalam,BRN,539767.034487136
2049,Brunei Darussalam,BRN,545683.5819724479
2050,Brunei Darussalam,BRN,551600.12945776
2021,Bhutan,BTN,380598.825257004
2022,Bhutan,BTN,393530.06456692796
2023,Bhutan,BTN,406461.30387685203
2024,Bhutan,BTN,419392.543186776
2025,Bhutan,BTN,432323.7824967
2026,Bhutan,BTN,445973.55348848796
2027,Bhutan,BTN,459623.32448027603
2028,Bhutan,BTN,473273.095472064
2029,Bhutan,BTN,486922.86646385206
2030,Bhutan,BTN,500572.63745564
2031,Bhutan,BTN,514752.28370658203
2032,Bhutan,BTN,528931.929957524
2033,Bhutan,BTN,543111.576208466
2034,Bhutan,BTN,557291.222459408
2035,Bhutan,BTN,571470.86871035
2036,Bhutan,BTN,586279.832092612
2037,Bhutan,BTN,601088.795474874
2038,Bhutan,BTN,615897.758857136
2039,Bhutan,BTN,630706.7222393979
2040,Bhutan,BTN,645515.68562166
2041,Bhutan,BTN,660860.509944438
2042,Bhutan,BTN,676205.334267216
2043,Bhutan,BTN,691550.158589994
2044,Bhutan,BTN,706894.982912772
2045,Bhutan,BTN,722239.80723555
2046,Bhutan,BTN,737809.31996508
2047,Bhutan,BTN,753378.83269461
2048,Bhutan,BTN,768948.34542414
2049,Bhutan,BTN,784517.85815367
2050,Bhutan,BTN,800087.3708832
2021,Botswana,BWA,1620858.91802276
2022,Botswana,BWA,1652766.62054998
2023,Botswana,BWA,1684674.32307719
2024,Botswana,BWA,1716582.02560441
2025,Botswana,BWA,1748489.72813162
2026,Botswana,BWA,1780360.67904592
2027,Botswana,BWA,1812231.62996022
2028,Botswana,BWA,1844102.58087452
2029,Botswana,BWA,1875973.53178882
2030,Botswana,BWA,1907844.48270312
2031,Botswana,BWA,1940135.22595187
2032,Botswana,BWA,1972425.96920062
2033,Botswana,BWA,2004716.71244937
2034,Botswana,BWA,2037007.45569812
2035,Botswana,BWA,2069298.19894687
2036,Botswana,BWA,2102064.77483434
2037,Botswana,BWA,2134831.3507218002
2038,Botswana,BWA,2167597.92660927
2039,Botswana,BWA,2200364.50249673
2040,Botswana,BWA,2233131.0783842
2041,Botswana,BWA,2266482.05315551
2042,Botswana,BWA,2299833.02792683
2043,Botswana,BWA,2333184.00269814
2044,Botswana,BWA,2366534.97746946
2045,Botswana,BWA,2399885.95224077
2046,Botswana,BWA,2434022.84398452
2047,Botswana,BWA,2468159.73572828
2048,Botswana,BWA,2502296.62747203
2049,Botswana,BWA,2536433.51921579
2050,Botswana,BWA,2570570.41095954
2021,Central African Republic,CAF,2275061.52278068
2022,Central African Republic,CAF,2331129.06295934
2023,Central African Republic,CAF,2387196.6031380002
2024,Central African Republic,CAF,2443264.14331666
2025,Central African Republic,CAF,2499331.68349532
2026,Central African Republic,CAF,2556880.14208231
2027,Central African Republic,CAF,2614428.6006692997
2028,Central African Republic,CAF,2671977.05925629
2029,Central African Republic,CAF,2729525.51784328
2030,Central African Republic,CAF,2787073.97643027
2031,Central African Republic,CAF,2844769.48544678
2032,Central African Republic,CAF,2902464.99446329
2033,Central African Republic,CAF,2960160.5034797997
2034,Central African Republic,CAF,3017856.01249631
2035,Central African Republic,CAF,3075551.52151283
2036,Central African Republic,CAF,3133262.55986106
2037,Central African Republic,CAF,3190973.5982093
2038,Central African Republic,CAF,3248684.63655753
2039,Central African Republic,CAF,3306395.67490577
2040,Central African Republic,CAF,3364106.713254
2041,Central African Republic,CAF,3420021.51065128
2042,Central African Republic,CAF,3475936.30804855
2043,Central African Republic,CAF,3531851.10544583
2044,Central African Republic,CAF,3587765.90284311
2045,Central African Republic,CAF,3643680.70024038
2046,Central African Republic,CAF,3696917.71330081
2047,Central African Republic,CAF,3750154.72636123
2048,Central African Republic,CAF,3803391.73942166
2049,Central African Republic,CAF,3856628.75248209
2050,Central African Republic,CAF,3909865.76554251
2021,Canada,CAN,31129500.8859715
2022,Canada,CAN,31457764.5927577
2023,Canada,CAN,31786028.299544
2024,Canada,CAN,32114292.0063302
2025,Canada,CAN,32442555.713116497
2026,Canada,CAN,32750802.795720696
2027,Canada,CAN,33059049.878324896
2028,Canada,CAN,33367296.9609292
2029,Canada,CAN,33675544.0435334
2030,Canada,CAN,33983791.12613761
2031,Canada,CAN,34271863.518371
2032,Canada,CAN,34559935.9106045
2033,Canada,CAN,34848008.30283789
2034,Canada,CAN,35136080.6950713
2035,Canada,CAN,35424153.0873048
2036,Canada,CAN,35704144.677332
2037,Canada,CAN,35984136.267359294
2038,Canada,CAN,36264127.857386604
2039,Canada,CAN,36544119.4474139
2040,Canada,CAN,36824111.0374412
2041,Canada,CAN,37102404.959169105
2042,Canada,CAN,37380698.880897
2043,Canada,CAN,37658992.802624896
2044,Canada,CAN,37937286.72435279
2045,Canada,CAN,38215580.6460807
2046,Canada,CAN,38493716.5810969
2047,Canada,CAN,38771852.5161131
2048,Canada,CAN,39049988.451129295
2049,Canada,CAN,39328124.3861455
2050,Canada,CAN,39606260.3211617
2021,Switzerland,CHE,6022103.91413299
2022,Switzerland,CHE,6056371.96261953
2023,Switzerland,CHE,6090640.01110607
2024,Switzerland,CHE,6124908.05959261
2025,Switzerland,CHE,6159176.10807915
2026,Switzerland,CHE,6192979.70442732
2027,Switzerland,CHE,6226783.30077549
2028,Switzerland,CHE,6260586.89712366
2029,Switzerland,CHE,6294390.49347183
2030,Switzerland,CHE,6328194.089819999
2031,Switzerland,CHE,6359600.31830875
2032,Switzerland,CHE,6391006.5467975
2033,Switzerland,CHE,6422412.77528625
2034,Switzerland,CHE,6453819.003775
2035,Switzerland,CHE,6485225.23226375
2036,Switzerland,CHE,6513769.64654051
2037,Switzerland,CHE,6542314.06081727
2038,Switzerland,CHE,6570858.47509403
2039,Switzerland,CHE,6599402.88937079
2040,Switzerland,CHE,6627947.30364755
2041,Switzerland,CHE,6654242.28674224
2042,Switzerland,CHE,6680537.26983693
2043,Switzerland,CHE,6706832.25293162
2044,Switzerland,CHE,6733127.23602631
2045,Switzerland,CHE,6759422.219121
2046,Switzerland,CHE,6783479.04812526
2047,Switzerland,CHE,6807535.87712952
2048,Switzerland,CHE,6831592.70613378
2049,Switzerland,CHE,6855649.53513804
2050,Switzerland,CHE,6879706.364142301
2021,Chile,CHL,16409127.969172303
2022,Chile,CHL,16530080.6463163
2023,Chile,CHL,16651033.3234604
2024,Chile,CHL,16771986.0006044
2025,Chile,CHL,16892938.677748498
2026,Chile,CHL,16995240.7832076
2027,Chile,CHL,17097542.8886667
2028,Chile,CHL,17199844.9941258
2029,Chile,CHL,17302147.0995849
2030,Chile,CHL,17404449.205044
2031,Chile,CHL,17486362.7017843
2032,Chile,CHL,17568276.1985246
2033,Chile,CHL,17650189.6952649
2034,Chile,CHL,17732103.1920052
2035,Chile,CHL,17814016.6887455
2036,Chile,CHL,17875241.393895604
2037,Chile,CHL,17936466.0990457
2038,Chile,CHL,17997690.8041958
2039,Chile,CHL,18058915.5093458
2040,Chile,CHL,18120140.214495897
2041,Chile,CHL,18162272.045307897
2042,Chile,CHL,18204403.87612
2043,Chile,CHL,18246535.706932
2044,Chile,CHL,18288667.5377441
2045,Chile,CHL,18330799.3685561
2046,Chile,CHL,18351862.6211917
2047,Chile,CHL,18372925.8738272
2048,Chile,CHL,18393989.126462698
2049,Chile,CHL,18415052.3790983
2050,Chile,CHL,18436115.6317338
2021,China,CHN,864582791.299125
2022,China,CHN,881932777.73553
2023,China,CHN,899282764.171935
2024,China,CHN,916632750.60834
2025,China,CHN,933982737.044745
2026,China,CHN,949945870.027148
2027,China,CHN,965909003.0095509
2028,China,CHN,981872135.9919538
2029,China,CHN,997835268.974357
2030,China,CHN,1013798401.9567599
2031,China,CHN,1027924948.35047
2032,China,CHN,1042051494.7441901
2033,China,CHN,1056178041.1379
2034,China,CHN,1070304587.53161
2035,China,CHN,1084431133.92532
2036,China,CHN,1096426733.92984
2037,China,CHN,1108422333.93435
2038,China,CHN,1120417933.93887
2039,China,CHN,1132413533.94338
2040,China,CHN,1144409133.9479
2041,China,CHN,1154182881.26172
2042,China,CHN,1163956628.57554
2043,China,CHN,1173730375.88936
2044,China,CHN,1183504123.20318
2045,China,CHN,1193277870.517
2046,China,CHN,1200759911.88149
2047,China,CHN,1208241953.24598
2048,China,CHN,1215723994.6104698
2049,China,CHN,1223206035.9749599
2050,China,CHN,1230688077.33945
2021,Cote d'Ivoire,CIV,12241600.623991199
2022,Cote d'Ivoire,CIV,12512151.2153074
2023,Cote d'Ivoire,CIV,12782701.8066235
2024,Cote d'Ivoire,CIV,13053252.397939699
2025,Cote d'Ivoire,CIV,13323802.989255901
2026,Cote d'Ivoire,CIV,13598210.1769911
2027,Cote d'Ivoire,CIV,13872617.3647263
2028,Cote d'Ivoire,CIV,14147024.5524616
2029,Cote d'Ivoire,CIV,14421431.740196802
2030,Cote d'Ivoire,CIV,14695838.927932002
2031,Cote d'Ivoire,CIV,14971534.0317728
2032,Cote d'Ivoire,CIV,15247229.135613598
2033,Cote d'Ivoire,CIV,15522924.2394544
2034,Cote d'Ivoire,CIV,15798619.3432952
2035,Cote d'Ivoire,CIV,16074314.447135998
2036,Cote d'Ivoire,CIV,16342728.1951889
2037,Cote d'Ivoire,CIV,16611141.9432418
2038,Cote d'Ivoire,CIV,16879555.6912946
2039,Cote d'Ivoire,CIV,17147969.4393475
2040,Cote d'Ivoire,CIV,17416383.1874004
2041,Cote d'Ivoire,CIV,17671207.4181703
2042,Cote d'Ivoire,CIV,17926031.648940198
2043,Cote d'Ivoire,CIV,18180855.87971
2044,Cote d'Ivoire,CIV,18435680.1104799
2045,Cote d'Ivoire,CIV,18690504.3412498
2046,Cote d'Ivoire,CIV,18932486.5767011
2047,Cote d'Ivoire,CIV,19174468.812152397
2048,Cote d'Ivoire,CIV,19416451.0476036
2049,Cote d'Ivoire,CIV,19658433.2830549
2050,Cote d'Ivoire,CIV,19900415.5185062
2021,Cameroon,CMR,13982481.658024201
2022,Cameroon,CMR,14349439.533988299
2023,Cameroon,CMR,14716397.409952499
2024,Cameroon,CMR,15083355.285916599
2025,Cameroon,CMR,15450313.1618808
2026,Cameroon,CMR,15831721.551854901
2027,Cameroon,CMR,16213129.941829002
2028,Cameroon,CMR,16594538.331803
2029,Cameroon,CMR,16975946.7217771
2030,Cameroon,CMR,17357355.1117512
2031,Cameroon,CMR,17749946.2076498
2032,Cameroon,CMR,18142537.3035483
2033,Cameroon,CMR,18535128.3994469
2034,Cameroon,CMR,18927719.4953454
2035,Cameroon,CMR,19320310.591244
2036,Cameroon,CMR,19714220.542895198
2037,Cameroon,CMR,20108130.4945464
2038,Cameroon,CMR,20502040.446197603
2039,Cameroon,CMR,20895950.3978488
2040,Cameroon,CMR,21289860.3495
2041,Cameroon,CMR,21670033.112364803
2042,Cameroon,CMR,22050205.8752296
2043,Cameroon,CMR,22430378.638094395
2044,Cameroon,CMR,22810551.400959197
2045,Cameroon,CMR,23190724.163824
2046,Cameroon,CMR,23559866.605934102
2047,Cameroon,CMR,23929009.048044197
2048,Cameroon,CMR,24298151.4901542
2049,Cameroon,CMR,24667293.932264302
2050,Cameroon,CMR,25036436.374374397
2021,"Congo, Dem. Rep.",COD,40683835.68645179
2022,"Congo, Dem. Rep.",COD,42223296.1821644
2023,"Congo, Dem. Rep.",COD,43762756.6778769
2024,"Congo, Dem. Rep.",COD,45302217.173589505
2025,"Congo, Dem. Rep.",COD,46841677.6693021
2026,"Congo, Dem. Rep.",COD,48493715.5052455
2027,"Congo, Dem. Rep.",COD,50145753.3411889
2028,"Congo, Dem. Rep.",COD,51797791.177132204
2029,"Congo, Dem. Rep.",COD,53449829.013075605
2030,"Congo, Dem. Rep.",COD,55101866.84901899
2031,"Congo, Dem. Rep.",COD,56831782.37719879
2032,"Congo, Dem. Rep.",COD,58561697.9053786
2033,"Congo, Dem. Rep.",COD,60291613.4335584
2034,"Congo, Dem. Rep.",COD,62021528.96173821
2035,"Congo, Dem. Rep.",COD,63751444.48991801
2036,"Congo, Dem. Rep.",COD,65532971.395618394
2037,"Congo, Dem. Rep.",COD,67314498.3013188
2038,"Congo, Dem. Rep.",COD,69096025.2070192
2039,"Congo, Dem. Rep.",COD,70877552.1127196
2040,"Congo, Dem. Rep.",COD,72659079.01842
2041,"Congo, Dem. Rep.",COD,74505160.5272852
2042,"Congo, Dem. Rep.",COD,76351242.0361504
2043,"Congo, Dem. Rep.",COD,78197323.54501559
2044,"Congo, Dem. Rep.",COD,80043405.0538808
2045,"Congo, Dem. Rep.",COD,81889486.562746
2046,"Congo, Dem. Rep.",COD,83787943.4578842
2047,"Congo, Dem. Rep.",COD,85686400.35302241
2048,"Congo, Dem. Rep.",COD,87584857.2481606
2049,"Congo, Dem. Rep.",COD,89483314.14329879
2050,"Congo, Dem. Rep.",COD,91381771.038437
2021,"Congo, Rep.",COG,3537672.98830593
2022,"Congo, Rep.",COG,3631348.5620386
2023,"Congo, Rep.",COG,3725024.13577128
2024,"Congo, Rep.",COG,3818699.70950395
2025,"Congo, Rep.",COG,3912375.28323663
2026,"Congo, Rep.",COG,4010290.1044557
2027,"Congo, Rep.",COG,4108204.92567478
2028,"Congo, Rep.",COG,4206119.74689385
2029,"Congo, Rep.",COG,4304034.56811292
2030,"Congo, Rep.",COG,4401949.389332
2031,"Congo, Rep.",COG,4503020.20375733
2032,"Congo, Rep.",COG,4604091.01818266
2033,"Congo, Rep.",COG,4705161.83260799
2034,"Congo, Rep.",COG,4806232.64703332
2035,"Congo, Rep.",COG,4907303.46145864
2036,"Congo, Rep.",COG,5008410.84485592
2037,"Congo, Rep.",COG,5109518.22825319
2038,"Congo, Rep.",COG,5210625.61165047
2039,"Congo, Rep.",COG,5311732.99504774
2040,"Congo, Rep.",COG,5412840.37844502
2041,"Congo, Rep.",COG,5510500.22817673
2042,"Congo, Rep.",COG,5608160.07790845
2043,"Congo, Rep.",COG,5705819.92764016
2044,"Congo, Rep.",COG,5803479.77737188
2045,"Congo, Rep.",COG,5901139.62710359
2046,"Congo, Rep.",COG,5996772.06416848
2047,"Congo, Rep.",COG,6092404.50123336
2048,"Congo, Rep.",COG,6188036.93829825
2049,"Congo, Rep.",COG,6283669.37536313
2050,"Congo, Rep.",COG,6379301.81242802
2021,Colombia,COL,43154552.8045118
2022,Colombia,COL,43778309.7640536
2023,Colombia,COL,44402066.723595396
2024,Colombia,COL,45025823.6831372
2025,Colombia,COL,45649580.642679
2026,Colombia,COL,46245893.739909
2027,Colombia,COL,46842206.837139
2028,Colombia,COL,47438519.934369
2029,Colombia,COL,48034833.031599
2030,Colombia,COL,48631146.128828995
2031,Colombia,COL,49188821.231936105
2032,Colombia,COL,49746496.335043296
2033,Colombia,COL,50304171.4381505
2034,Colombia,COL,50861846.5412576
2035,Colombia,COL,51419521.6443648
2036,Colombia,COL,51939905.2328434
2037,Colombia,COL,52460288.8213221
2038,Colombia,COL,52980672.4098007
2039,Colombia,COL,53501055.9982794
2040,Colombia,COL,54021439.586758
2041,Colombia,COL,54501605.08707771
2042,Colombia,COL,54981770.5873973
2043,Colombia,COL,55461936.087717004
2044,Colombia,COL,55942101.5880366
2045,Colombia,COL,56422267.088356204
2046,Colombia,COL,56849415.424846604
2047,Colombia,COL,57276563.7613369
2048,Colombia,COL,57703712.09782729
2049,Colombia,COL,58130860.4343176
2050,Colombia,COL,58558008.770808
2021,Comoros,COM,270623.232865986
2022,Comoros,COM,276511.496560572
2023,Comoros,COM,282399.760255158
2024,Comoros,COM,288288.023949744
2025,Comoros,COM,294176.28764433
2026,Comoros,COM,300238.696623788
2027,Comoros,COM,306301.105603246
2028,Comoros,COM,312363.514582704
2029,Comoros,COM,318425.923562162
2030,Comoros,COM,324488.33254162
2031,Comoros,COM,330716.01539379
2032,Comoros,COM,336943.69824596
2033,Comoros,COM,343171.38109813
2034,Comoros,COM,349399.0639503
2035,Comoros,COM,355626.74680247
2036,Comoros,COM,361719.234872008
2037,Comoros,COM,367811.722941546
2038,Comoros,COM,373904.211011084
2039,Comoros,COM,379996.69908062206
2040,Comoros,COM,386089.18715016
2041,Comoros,COM,391668.12144175294
2042,Comoros,COM,397247.05573334603
2043,Comoros,COM,402825.990024939
2044,Comoros,COM,408404.92431653204
2045,Comoros,COM,413983.858608125
2046,Comoros,COM,418949.478567048
2047,Comoros,COM,423915.098525971
2048,Comoros,COM,428880.71848489397
2049,Comoros,COM,433846.33844381705
2050,Comoros,COM,438811.95840274
2021,Cabo Verde,CPV,359794.47665382
2022,Cabo Verde,CPV,364329.17565708
2023,Cabo Verde,CPV,368863.87466034
2024,Cabo Verde,CPV,373398.57366359996
2025,Cabo Verde,CPV,377933.27266686
2026,Cabo Verde,CPV,382184.529026416
2027,Cabo Verde,CPV,386435.785385972
2028,Cabo Verde,CPV,390687.041745528
2029,Cabo Verde,CPV,394938.298105084
2030,Cabo Verde,CPV,399189.55446464
2031,Cabo Verde,CPV,403057.024175704
2032,Cabo Verde,CPV,406924.49388676794
2033,Cabo Verde,CPV,410791.963597832
2034,Cabo Verde,CPV,414659.433308896
2035,Cabo Verde,CPV,418526.90301996
2036,Cabo Verde,CPV,422031.139908336
2037,Cabo Verde,CPV,425535.37679671205
2038,Cabo Verde,CPV,429039.61368508794
2039,Cabo Verde,CPV,432543.850573464
2040,Cabo Verde,CPV,436048.08746184
2041,Cabo Verde,CPV,439124.329970744
2042,Cabo Verde,CPV,442200.572479648
2043,Cabo Verde,CPV,445276.814988552
2044,Cabo Verde,CPV,448353.05749745603
2045,Cabo Verde,CPV,451429.30000636
2046,Cabo Verde,CPV,453993.909116576
2047,Cabo Verde,CPV,456558.51822679205
2048,Cabo Verde,CPV,459123.12733700796
2049,Cabo Verde,CPV,461687.736447224
2050,Cabo Verde,CPV,464252.34555744
2021,Costa Rica,CRI,4399305.46995015
2022,Costa Rica,CRI,4496616.96284911
2023,Costa Rica,CRI,4593928.45574807
2024,Costa Rica,CRI,4691239.94864703
2025,Costa Rica,CRI,4788551.44154598
2026,Costa Rica,CRI,4886792.1239892
2027,Costa Rica,CRI,4985032.80643242
2028,Costa Rica,CRI,5083273.48887564
2029,Costa Rica,CRI,5181514.17131886
2030,Costa Rica,CRI,5279754.85376208
2031,Costa Rica,CRI,5377436.83340755
2032,Costa Rica,CRI,5475118.81305303
2033,Costa Rica,CRI,5572800.7926985
2034,Costa Rica,CRI,5670482.77234397
2035,Costa Rica,CRI,5768164.75198945
2036,Costa Rica,CRI,5864841.76761963
2037,Costa Rica,CRI,5961518.78324981
2038,Costa Rica,CRI,6058195.79887999
2039,Costa Rica,CRI,6154872.81451017
2040,Costa Rica,CRI,6251549.83014035
2041,Costa Rica,CRI,6303424.97297428
2042,Costa Rica,CRI,6355300.11580821
2043,Costa Rica,CRI,6407175.25864214
2044,Costa Rica,CRI,6459050.40147607
2045,Costa Rica,CRI,6510925.54431
2046,Costa Rica,CRI,6542462.866104
2047,Costa Rica,CRI,6574000.187898001
2048,Costa Rica,CRI,6605537.509692
2049,Costa Rica,CRI,6637074.831486
2050,Costa Rica,CRI,6668612.15328
2021,Cuba,CUB,8537039.26581488
2022,Cuba,CUB,8518314.44171256
2023,Cuba,CUB,8499589.61761024
2024,Cuba,CUB,8480864.79350792
2025,Cuba,CUB,8462139.9694056
2026,Cuba,CUB,8433754.74086064
2027,Cuba,CUB,8405369.51231568
2028,Cuba,CUB,8376984.28377072
2029,Cuba,CUB,8348599.05522576
2030,Cuba,CUB,8320213.8266808
2031,Cuba,CUB,8281477.56874907
2032,Cuba,CUB,8242741.31081734
2033,Cuba,CUB,8204005.05288561
2034,Cuba,CUB,8165268.79495388
2035,Cuba,CUB,8126532.53702215
2036,Cuba,CUB,8078026.29790572
2037,Cuba,CUB,8029520.05878929
2038,Cuba,CUB,7981013.81967286
2039,Cuba,CUB,7932507.58055643
2040,Cuba,CUB,7884001.34144
2041,Cuba,CUB,7826339.17887178
2042,Cuba,CUB,7768677.01630356
2043,Cuba,CUB,7711014.85373534
2044,Cuba,CUB,7653352.69116712
2045,Cuba,CUB,7595690.5285989
2046,Cuba,CUB,7528980.46691003
