Year,Nation,iso_code3,population_gnrl_urban
2022,Tonga,TON,25834.677608128903
2023,Tonga,TON,26236.2926338734
2024,Tonga,TON,26637.9076596179
2025,Tonga,TON,27039.5226853623
2026,Tonga,TON,27425.075473804503
2027,Tonga,TON,27810.628262246602
2028,Tonga,TON,28196.1810506888
2029,Tonga,TON,28581.7338391309
2030,Tonga,TON,28967.286627572998
2031,Tonga,TON,29323.6269871861
2032,Tonga,TON,29679.9673467991
2033,Tonga,TON,30036.3077064121
2034,Tonga,TON,30392.648066025096
2035,Tonga,TON,30748.9884256382
2036,Tonga,TON,31060.239496551603
2037,Tonga,TON,31371.490567465
2038,Tonga,TON,31682.741638378502
2039,Tonga,TON,31993.9927092919
2040,Tonga,TON,32305.2437802053
2041,Tonga,TON,32566.994784719598
2042,Tonga,TON,32828.7457892338
2043,Tonga,TON,33090.496793747996
2044,Tonga,TON,33352.2477982623
2045,Tonga,TON,33613.9988027765
2046,Tonga,TON,33821.0368391831
2047,Tonga,TON,34028.0748755896
2048,Tonga,TON,34235.1129119962
2049,Tonga,TON,34442.1509484028
2050,Tonga,TON,34649.188984809305
2021,Trinidad and Tobago,TTO,734132.188728297
2022,Trinidad and Tobago,TTO,738423.6756997129
2023,Trinidad and Tobago,TTO,742715.16267113
2024,Trinidad and Tobago,TTO,747006.649642547
2025,Trinidad and Tobago,TTO,751298.1366139629
2026,Trinidad and Tobago,TTO,754462.8051202729
2027,Trinidad and Tobago,TTO,757627.4736265821
2028,Trinidad and Tobago,TTO,760792.142132892
2029,Trinidad and Tobago,TTO,763956.810639202
2030,Trinidad and Tobago,TTO,767121.4791455109
2031,Trinidad and Tobago,TTO,769462.3947336491
2032,Trinidad and Tobago,TTO,771803.310321788
2033,Trinidad and Tobago,TTO,774144.2259099259
2034,Trinidad and Tobago,TTO,776485.141498065
2035,Trinidad and Tobago,TTO,778826.057086203
2036,Trinidad and Tobago,TTO,780198.345254562
2037,Trinidad and Tobago,TTO,781570.633422921
2038,Trinidad and Tobago,TTO,782942.921591281
2039,Trinidad and Tobago,TTO,784315.20975964
2040,Trinidad and Tobago,TTO,785687.497927999
2041,Trinidad and Tobago,TTO,785930.4898131121
2042,Trinidad and Tobago,TTO,786173.4816982241
2043,Trinidad and Tobago,TTO,786416.473583336
2044,Trinidad and Tobago,TTO,786659.465468449
2045,Trinidad and Tobago,TTO,786902.457353561
2046,Trinidad and Tobago,TTO,785947.649371639
2047,Trinidad and Tobago,TTO,784992.8413897171
2048,Trinidad and Tobago,TTO,784038.033407795
2049,Trinidad and Tobago,TTO,783083.2254258741
2050,Trinidad and Tobago,TTO,782128.417443952
2021,Tunisia,TUN,8075141.65375334
2022,Tunisia,TUN,8167660.11274188
2023,Tunisia,TUN,8260178.57173042
2024,Tunisia,TUN,8352697.03071896
2025,Tunisia,TUN,8445215.4897075
2026,Tunisia,TUN,8526418.9274082
2027,Tunisia,TUN,8607622.3651089
2028,Tunisia,TUN,8688825.8028096
2029,Tunisia,TUN,8770029.2405103
2030,Tunisia,TUN,8851232.678211
2031,Tunisia,TUN,8920886.6908571
2032,Tunisia,TUN,8990540.703503199
2033,Tunisia,TUN,9060194.7161493
2034,Tunisia,TUN,9129848.728795402
2035,Tunisia,TUN,9199502.7414415
2036,Tunisia,TUN,9260768.22239624
2037,Tunisia,TUN,9322033.70335098
2038,Tunisia,TUN,9383299.18430572
2039,Tunisia,TUN,9444564.66526046
2040,Tunisia,TUN,9505830.146215199
2041,Tunisia,TUN,9559074.56743974
2042,Tunisia,TUN,9612318.98866428
2043,Tunisia,TUN,9665563.40988882
2044,Tunisia,TUN,9718807.83111336
2045,Tunisia,TUN,9772052.252337899
2046,Tunisia,TUN,9816149.31038996
2047,Tunisia,TUN,9860246.36844202
2048,Tunisia,TUN,9904343.42649408
2049,Tunisia,TUN,9948440.48454614
2050,Tunisia,TUN,9992537.5425982
2021,Turkey,TUR,62639195.448196106
2022,Turkey,TUR,63624062.288949706
2023,Turkey,TUR,64608929.1297033
2024,Turkey,TUR,65593795.9704569
2025,Turkey,TUR,66578662.811210595
2026,Turkey,TUR,67529188.8911854
2027,Turkey,TUR,68479714.97116031
2028,Turkey,TUR,69430241.05113511
2029,Turkey,TUR,70380767.13111
2030,Turkey,TUR,71331293.2110848
2031,Turkey,TUR,72239537.8402044
2032,Turkey,TUR,73147782.4693239
2033,Turkey,TUR,74056027.0984434
2034,Turkey,TUR,74964271.727563
2035,Turkey,TUR,75872516.3566825
2036,Turkey,TUR,76732346.8614369
2037,Turkey,TUR,77592177.3661912
2038,Turkey,TUR,78452007.87094559
2039,Turkey,TUR,79311838.3757
2040,Turkey,TUR,80171668.8804543
2041,Turkey,TUR,80971996.5722139
2042,Turkey,TUR,81772324.2639735
2043,Turkey,TUR,82572651.95573309
2044,Turkey,TUR,83372979.6474927
2045,Turkey,TUR,84173307.3392522
2046,Turkey,TUR,84904994.21646479
2047,Turkey,TUR,85636681.0936773
2048,Turkey,TUR,86368367.97088979
2049,Turkey,TUR,87100054.8481023
2050,Turkey,TUR,87831741.7253148
2021,Tanzania,TZA,21538055.596590698
2022,Tanzania,TZA,22516900.8735163
2023,Tanzania,TZA,23495746.1504418
2024,Tanzania,TZA,24474591.427367397
2025,Tanzania,TZA,25453436.704292998
2026,Tanzania,TZA,26552890.672199897
2027,Tanzania,TZA,27652344.6401068
2028,Tanzania,TZA,28751798.6080136
2029,Tanzania,TZA,29851252.5759205
2030,Tanzania,TZA,30950706.5438274
2031,Tanzania,TZA,32166016.810647804
2032,Tanzania,TZA,33381327.077468105
2033,Tanzania,TZA,34596637.3442885
2034,Tanzania,TZA,35811947.611108795
2035,Tanzania,TZA,37027257.8779292
2036,Tanzania,TZA,38350865.407737
2037,Tanzania,TZA,39674472.9375448
2038,Tanzania,TZA,40998080.4673525
2039,Tanzania,TZA,42321687.99716029
2040,Tanzania,TZA,43645295.52696811
2041,Tanzania,TZA,45045481.5267581
2042,Tanzania,TZA,46445667.5265481
2043,Tanzania,TZA,47845853.52633811
2044,Tanzania,TZA,49246039.5261281
2045,Tanzania,TZA,50646225.525918104
2046,Tanzania,TZA,52111554.1670795
2047,Tanzania,TZA,53576882.8082409
2048,Tanzania,TZA,55042211.4494022
2049,Tanzania,TZA,56507540.090563595
2050,Tanzania,TZA,57972868.731725
2021,Uganda,UGA,11987230.9039145
2022,Uganda,UGA,12630043.900240598
2023,Uganda,UGA,13272856.896566698
2024,Uganda,UGA,13915669.8928928
2025,Uganda,UGA,14558482.889219001
2026,Uganda,UGA,15317480.6875434
2027,Uganda,UGA,16076478.4858679
2028,Uganda,UGA,16835476.2841923
2029,Uganda,UGA,17594474.0825168
2030,Uganda,UGA,18353471.8808412
2031,Uganda,UGA,19231050.432458
2032,Uganda,UGA,20108628.9840748
2033,Uganda,UGA,20986207.5356916
2034,Uganda,UGA,21863786.0873084
2035,Uganda,UGA,22741364.638925303
2036,Uganda,UGA,23730211.4231605
2037,Uganda,UGA,24719058.2073958
2038,Uganda,UGA,25707904.9916311
2039,Uganda,UGA,26696751.7758663
2040,Uganda,UGA,27685598.5601016
2041,Uganda,UGA,28778693.2106096
2042,Uganda,UGA,29871787.8611176
2043,Uganda,UGA,30964882.511625603
2044,Uganda,UGA,32057977.1621336
2045,Uganda,UGA,33151071.812641602
2046,Uganda,UGA,34339031.89712
2047,Uganda,UGA,35526991.981598295
2048,Uganda,UGA,36714952.0660766
2049,Uganda,UGA,37902912.150555
2050,Uganda,UGA,39090872.235033296
2021,Ukraine,UKR,29795944.9876422
2022,Ukraine,UKR,29702794.080903497
2023,Ukraine,UKR,29609643.1741649
2024,Ukraine,UKR,29516492.267426196
2025,Ukraine,UKR,29423341.360687602
2026,Ukraine,UKR,29347383.5993107
2027,Ukraine,UKR,29271425.8379338
2028,Ukraine,UKR,29195468.076557
2029,Ukraine,UKR,29119510.315180104
2030,Ukraine,UKR,29043552.553803198
2031,Ukraine,UKR,28986066.011673
2032,Ukraine,UKR,28928579.4695427
2033,Ukraine,UKR,28871092.9274125
2034,Ukraine,UKR,28813606.385282204
2035,Ukraine,UKR,28756119.843152
2036,Ukraine,UKR,28717774.533610303
2037,Ukraine,UKR,28679429.2240685
2038,Ukraine,UKR,28641083.914526697
2039,Ukraine,UKR,28602738.604985
2040,Ukraine,UKR,28564393.2954432
2041,Ukraine,UKR,28536425.6886898
2042,Ukraine,UKR,28508458.081936304
2043,Ukraine,UKR,28480490.4751829
2044,Ukraine,UKR,28452522.868429497
2045,Ukraine,UKR,28424555.261676002
2046,Ukraine,UKR,28401801.400407698
2047,Ukraine,UKR,28379047.539139397
2048,Ukraine,UKR,28356293.6778711
2049,Ukraine,UKR,28333539.8166027
2050,Ukraine,UKR,28310785.9553344
2021,Uruguay,URY,3279030.48639819
2022,Uruguay,URY,3285698.97174872
2023,Uruguay,URY,3292367.45709926
2024,Uruguay,URY,3299035.9424497997
2025,Uruguay,URY,3305704.42780033
2026,Uruguay,URY,3310324.29357554
2027,Uruguay,URY,3314944.15935074
2028,Uruguay,URY,3319564.02512595
2029,Uruguay,URY,3324183.89090115
2030,Uruguay,URY,3328803.75667636
2031,Uruguay,URY,3330586.88643898
2032,Uruguay,URY,3332370.0162016004
2033,Uruguay,URY,3334153.14596422
2034,Uruguay,URY,3335936.27572684
2035,Uruguay,URY,3337719.40548946
2036,Uruguay,URY,3336704.15324732
2037,Uruguay,URY,3335688.90100518
2038,Uruguay,URY,3334673.64876304
2039,Uruguay,URY,3333658.3965209
2040,Uruguay,URY,3332643.14427876
2041,Uruguay,URY,3328971.80824995
2042,Uruguay,URY,3325300.47222114
2043,Uruguay,URY,3321629.13619232
2044,Uruguay,URY,3317957.80016351
2045,Uruguay,URY,3314286.4641347
2046,Uruguay,URY,3307840.2885641004
2047,Uruguay,URY,3301394.11299349
2048,Uruguay,URY,3294947.93742289
2049,Uruguay,URY,3288501.76185228
2050,Uruguay,URY,3282055.58628168
2021,United States,USA,280356717.104441
2022,United States,USA,283168314.44874704
2023,United States,USA,285979911.793052
2024,United States,USA,288791509.137357
2025,United States,USA,291603106.481663
2026,United States,USA,294363610.887624
2027,United States,USA,297124115.293585
2028,United States,USA,299884619.699546
2029,United States,USA,302645124.105508
2030,United States,USA,305405628.511469
2031,United States,USA,308074082.196102
2032,United States,USA,310742535.880735
2033,United States,USA,313410989.565369
2034,United States,USA,316079443.250002
2035,United States,USA,318747896.934635
2036,United States,USA,321314571.549349
2037,United States,USA,323881246.164063
2038,United States,USA,326447920.778776
2039,United States,USA,329014595.39349
2040,United States,USA,331581270.008204
2041,United States,USA,334034053.2168
2042,United States,USA,336486836.425396
2043,United States,USA,338939619.633992
2044,United States,USA,341392402.842588
2045,United States,USA,343845186.051185
2046,United States,USA,346244748.054631
2047,United States,USA,348644310.058078
2048,United States,USA,351043872.06152403
2049,United States,USA,353443434.06497
2050,United States,USA,355842996.068417
2021,Uzbekistan,UZB,15416609.4666785
2022,Uzbekistan,UZB,15626019.3153698
2023,Uzbekistan,UZB,15835429.1640611
2024,Uzbekistan,UZB,16044839.012752403
2025,Uzbekistan,UZB,16254248.861443698
2026,Uzbekistan,UZB,16442309.754489802
2027,Uzbekistan,UZB,16630370.647535801
2028,Uzbekistan,UZB,16818431.5405819
2029,Uzbekistan,UZB,17006492.433628
2030,Uzbekistan,UZB,17194553.326674
2031,Uzbekistan,UZB,17360293.8333376
2032,Uzbekistan,UZB,17526034.3400011
2033,Uzbekistan,UZB,17691774.8466647
2034,Uzbekistan,UZB,17857515.3533282
2035,Uzbekistan,UZB,18023255.8599918
2036,Uzbekistan,UZB,18175509.785617802
2037,Uzbekistan,UZB,18327763.711243898
2038,Uzbekistan,UZB,18480017.63687
2039,Uzbekistan,UZB,18632271.562496
2040,Uzbekistan,UZB,18784525.488122102
2041,Uzbekistan,UZB,18923759.6756057
2042,Uzbekistan,UZB,19062993.8630893
2043,Uzbekistan,UZB,19202228.0505729
2044,Uzbekistan,UZB,19341462.2380565
2045,Uzbekistan,UZB,19480696.4255401
2046,Uzbekistan,UZB,19597931.1472992
2047,Uzbekistan,UZB,19715165.8690583
2048,Uzbekistan,UZB,19832400.5908174
2049,Uzbekistan,UZB,19949635.312576503
2050,Uzbekistan,UZB,20066870.034335602
2021,St. Vincent and the Grenadines,VCT,58797.332174047995
2022,St. Vincent and the Grenadines,VCT,59250.916650335996
2023,St. Vincent and the Grenadines,VCT,59704.501126624
2024,St. Vincent and the Grenadines,VCT,60158.085602912004
2025,St. Vincent and the Grenadines,VCT,60611.67007919999
2026,St. Vincent and the Grenadines,VCT,61028.024527952
2027,St. Vincent and the Grenadines,VCT,61444.37897670401
2028,St. Vincent and the Grenadines,VCT,61860.733425456
2029,St. Vincent and the Grenadines,VCT,62277.087874207995
2030,St. Vincent and the Grenadines,VCT,62693.44232296
2031,St. Vincent and the Grenadines,VCT,63055.446379552
2032,St. Vincent and the Grenadines,VCT,63417.450436144005
2033,St. Vincent and the Grenadines,VCT,63779.454492736
2034,St. Vincent and the Grenadines,VCT,64141.458549327996
2035,St. Vincent and the Grenadines,VCT,64503.46260592
2036,St. Vincent and the Grenadines,VCT,64799.139451712
2037,St. Vincent and the Grenadines,VCT,65094.816297504
2038,St. Vincent and the Grenadines,VCT,65390.49314329599
2039,St. Vincent and the Grenadines,VCT,65686.169989088
2040,St. Vincent and the Grenadines,VCT,65981.84683488
2041,St. Vincent and the Grenadines,VCT,66214.754213536
2042,St. Vincent and the Grenadines,VCT,66447.661592192
2043,St. Vincent and the Grenadines,VCT,66680.56897084799
2044,St. Vincent and the Grenadines,VCT,66913.47634950401
2045,St. Vincent and the Grenadines,VCT,67146.38372816
2046,St. Vincent and the Grenadines,VCT,67329.307303408
2047,St. Vincent and the Grenadines,VCT,67512.230878656
2048,St. Vincent and the Grenadines,VCT,67695.154453904
2049,St. Vincent and the Grenadines,VCT,67878.078029152
2050,St. Vincent and the Grenadines,VCT,68061.00160440001
2021,"Venezuela, RB",VEN,29655646.3003247
2022,"Venezuela, RB",VEN,29999739.6437144
2023,"Venezuela, RB",VEN,30343832.9871042
2024,"Venezuela, RB",VEN,30687926.330494
2025,"Venezuela, RB",VEN,31032019.6738837
2026,"Venezuela, RB",VEN,31350273.887404304
2027,"Venezuela, RB",VEN,31668528.100924797
2028,"Venezuela, RB",VEN,31986782.314445302
2029,"Venezuela, RB",VEN,32305036.5279659
2030,"Venezuela, RB",VEN,32623290.7414864
2031,"Venezuela, RB",VEN,32904414.531683195
2032,"Venezuela, RB",VEN,33185538.3218799
2033,"Venezuela, RB",VEN,33466662.1120766
2034,"Venezuela, RB",VEN,33747785.9022734
2035,"Venezuela, RB",VEN,34028909.692470096
2036,"Venezuela, RB",VEN,34272029.642342895
2037,"Venezuela, RB",VEN,34515149.5922156
2038,"Venezuela, RB",VEN,34758269.5420883
2039,"Venezuela, RB",VEN,35001389.4919611
2040,"Venezuela, RB",VEN,35244509.441833794
2041,"Venezuela, RB",VEN,35449652.7222445
2042,"Venezuela, RB",VEN,35654796.0026552
2043,"Venezuela, RB",VEN,35859939.283065796
2044,"Venezuela, RB",VEN,36065082.5634765
2045,"Venezuela, RB",VEN,36270225.8438872
2046,"Venezuela, RB",VEN,36435405.612803005
2047,"Venezuela, RB",VEN,36600585.3817187
2048,"Venezuela, RB",VEN,36765765.1506345
2049,"Venezuela, RB",VEN,36930944.9195502
2050,"Venezuela, RB",VEN,37096124.688466
2021,Vietnam,VNM,36932182.4284248
2022,Vietnam,VNM,37865457.849117704
2023,Vietnam,VNM,38798733.2698105
2024,Vietnam,VNM,39732008.690503396
2025,Vietnam,VNM,40665284.111196205
2026,Vietnam,VNM,41568134.87758739
2027,Vietnam,VNM,42470985.6439785
2028,Vietnam,VNM,43373836.4103697
2029,Vietnam,VNM,44276687.1767608
2030,Vietnam,VNM,45179537.943152
2031,Vietnam,VNM,46049555.3330104
2032,Vietnam,VNM,46919572.7228688
2033,Vietnam,VNM,47789590.1127272
2034,Vietnam,VNM,48659607.502585605
2035,Vietnam,VNM,49529624.892444
2036,Vietnam,VNM,50357480.612892
2037,Vietnam,VNM,51185336.333340004
2038,Vietnam,VNM,52013192.053788
2039,Vietnam,VNM,52841047.774236
2040,Vietnam,VNM,53668903.494684
2041,Vietnam,VNM,54431970.425689206
2042,Vietnam,VNM,55195037.3566944
2043,Vietnam,VNM,55958104.287699595
2044,Vietnam,VNM,56721171.2187048
2045,Vietnam,VNM,57484238.14971
2046,Vietnam,VNM,58148430.766692795
2047,Vietnam,VNM,58812623.3836756
2048,Vietnam,VNM,59476816.0006584
2049,Vietnam,VNM,60141008.617641196
2050,Vietnam,VNM,60805201.234624
2021,Vanuatu,VUT,76678.05285682
2022,Vanuatu,VUT,78369.43100014
2023,Vanuatu,VUT,80060.80914346
2024,Vanuatu,VUT,81752.18728678
2025,Vanuatu,VUT,83443.56543010002
2026,Vanuatu,VUT,85176.975834312
2027,Vanuatu,VUT,86910.386238524
2028,Vanuatu,VUT,88643.796642736
2029,Vanuatu,VUT,90377.20704694801
2030,Vanuatu,VUT,92110.61745116
2031,Vanuatu,VUT,93837.60416353401
2032,Vanuatu,VUT,95564.590875908
2033,Vanuatu,VUT,97291.57758828199
2034,Vanuatu,VUT,99018.564300656
2035,Vanuatu,VUT,100745.55101303
2036,Vanuatu,VUT,102415.35409991801
2037,Vanuatu,VUT,104085.157186806
2038,Vanuatu,VUT,105754.960273694
2039,Vanuatu,VUT,107424.76336058199
2040,Vanuatu,VUT,109094.56644747
2041,Vanuatu,VUT,110698.614114126
2042,Vanuatu,VUT,112302.66178078199
2043,Vanuatu,VUT,113906.70944743801
2044,Vanuatu,VUT,115510.757114094
2045,Vanuatu,VUT,117114.80478075
2046,Vanuatu,VUT,118641.06993647199
2047,Vanuatu,VUT,120167.335092194
2048,Vanuatu,VUT,121693.600247916
2049,Vanuatu,VUT,123219.865403638
2050,Vanuatu,VUT,124746.13055936
2021,Samoa,WSM,33998.8911081025
2022,Samoa,WSM,34607.976238505
2023,Samoa,WSM,35217.0613689075
2024,Samoa,WSM,35826.14649931
2025,Samoa,WSM,36435.2316297125
2026,Samoa,WSM,37002.2369869381
2027,Samoa,WSM,37569.2423441636
2028,Samoa,WSM,38136.2477013892
2029,Samoa,WSM,38703.253058614704
2030,Samoa,WSM,39270.2584158403
2031,Samoa,WSM,39772.541670505896
2032,Samoa,WSM,40274.8249251715
2033,Samoa,WSM,40777.1081798371
2034,Samoa,WSM,41279.3914345027
2035,Samoa,WSM,41781.6746891684
2036,Samoa,WSM,42199.8080527275
2037,Samoa,WSM,42617.9414162866
2038,Samoa,WSM,43036.0747798457
2039,Samoa,WSM,43454.2081434048
2040,Samoa,WSM,43872.3415069639
2041,Samoa,WSM,44211.2942617459
2042,Samoa,WSM,44550.2470165279
2043,Samoa,WSM,44889.199771309904
2044,Samoa,WSM,45228.15252609191
2045,Samoa,WSM,45567.1052808739
2046,Samoa,WSM,45832.0706849277
2047,Samoa,WSM,46097.036088981506
2048,Samoa,WSM,46362.0014930352
2049,Samoa,WSM,46626.966897089005
2050,Samoa,WSM,46891.932301142806
2021,"Yemen, Rep.",YEM,12658084.1026529
2022,"Yemen, Rep.",YEM,13194813.272267802
2023,"Yemen, Rep.",YEM,13731542.4418827
2024,"Yemen, Rep.",YEM,14268271.611497598
2025,"Yemen, Rep.",YEM,14805000.7811125
2026,"Yemen, Rep.",YEM,15387904.0138104
2027,"Yemen, Rep.",YEM,15970807.2465083
2028,"Yemen, Rep.",YEM,16553710.479206199
2029,"Yemen, Rep.",YEM,17136613.711904097
2030,"Yemen, Rep.",YEM,17719516.944601998
2031,"Yemen, Rep.",YEM,18358070.0349423
2032,"Yemen, Rep.",YEM,18996623.1252826
2033,"Yemen, Rep.",YEM,19635176.2156228
2034,"Yemen, Rep.",YEM,20273729.305963103
2035,"Yemen, Rep.",YEM,20912282.3963034
2036,"Yemen, Rep.",YEM,21607423.9225
2037,"Yemen, Rep.",YEM,22302565.448696602
2038,"Yemen, Rep.",YEM,22997706.9748932
2039,"Yemen, Rep.",YEM,23692848.5010898
2040,"Yemen, Rep.",YEM,24387990.0272864
2041,"Yemen, Rep.",YEM,25129324.7147293
2042,"Yemen, Rep.",YEM,25870659.402172197
2043,"Yemen, Rep.",YEM,26611994.0896151
2044,"Yemen, Rep.",YEM,27353328.777057998
2045,"Yemen, Rep.",YEM,28094663.464500897
2046,"Yemen, Rep.",YEM,28866744.860704802
2047,"Yemen, Rep.",YEM,29638826.256908696
2048,"Yemen, Rep.",YEM,30410907.653112605
2049,"Yemen, Rep.",YEM,31182989.0493165
2050,"Yemen, Rep.",YEM,31955070.445520397
