,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_aviation
673,Chile,CHL,2001,93.0
674,Chile,CHL,2002,97.05
675,Chile,CHL,2003,97.05
676,Chile,CHL,2004,98.10000000000001
677,Chile,CHL,2005,113.85
678,Chile,CHL,2006,114.60000000000001
679,Chile,CHL,2007,115.5
680,China,CHN,1991,85.19999999999999
681,China,CHN,1992,85.05000000000001
682,China,CHN,1993,86.85
683,China,CHN,1994,90.89999999999999
684,China,CHN,1995,91.95
685,China,CHN,1996,91.5
686,China,CHN,1997,94.95
687,China,CHN,1998,95.7
688,China,CHN,1999,93.3
689,China,CHN,2000,95.4
690,China,CHN,2001,93.0
691,China,CHN,2002,97.05
692,China,CHN,2003,97.05
693,China,CHN,2004,98.10000000000001
694,China,CHN,2005,113.85
695,China,CHN,2006,114.60000000000001
696,China,CHN,2007,115.5
697,Cote d'Ivoire,CIV,1991,85.19999999999999
698,Cote d'Ivoire,CIV,1992,85.05000000000001
699,Cote d'Ivoire,CIV,1993,86.85
700,Cote d'Ivoire,CIV,1994,90.89999999999999
701,Cote d'Ivoire,CIV,1995,91.95
702,Cote d'Ivoire,CIV,1996,91.5
703,Cote d'Ivoire,CIV,1997,94.95
704,Cote d'Ivoire,CIV,1998,95.7
705,Cote d'Ivoire,CIV,1999,93.3
706,Cote d'Ivoire,CIV,2000,95.4
707,Cote d'Ivoire,CIV,2001,93.0
708,Cote d'Ivoire,CIV,2002,97.05
709,Cote d'Ivoire,CIV,2003,97.05
710,Cote d'Ivoire,CIV,2004,98.10000000000001
711,Cote d'Ivoire,CIV,2005,113.85
712,Cote d'Ivoire,CIV,2006,114.60000000000001
713,Cote d'Ivoire,CIV,2007,115.5
714,Cameroon,CMR,1991,85.19999999999999
715,Cameroon,CMR,1992,85.05000000000001
716,Cameroon,CMR,1993,86.85
717,Cameroon,CMR,1994,90.89999999999999
718,Cameroon,CMR,1995,91.95
719,Cameroon,CMR,1996,91.5
720,Cameroon,CMR,1997,94.95
721,Cameroon,CMR,1998,95.7
722,Cameroon,CMR,1999,93.3
723,Cameroon,CMR,2000,95.4
724,Cameroon,CMR,2001,93.0
725,Cameroon,CMR,2002,97.05
726,Cameroon,CMR,2003,97.05
727,Cameroon,CMR,2004,98.10000000000001
728,Cameroon,CMR,2005,113.85
729,Cameroon,CMR,2006,114.60000000000001
730,Cameroon,CMR,2007,115.5
731,"Congo, Dem. Rep.",COD,1991,85.19999999999999
732,"Congo, Dem. Rep.",COD,1992,85.05000000000001
733,"Congo, Dem. Rep.",COD,1993,86.85
734,"Congo, Dem. Rep.",COD,1994,90.89999999999999
735,"Congo, Dem. Rep.",COD,1995,91.95
736,"Congo, Dem. Rep.",COD,1996,91.5
737,"Congo, Dem. Rep.",COD,1997,94.95
738,"Congo, Dem. Rep.",COD,1998,95.7
739,"Congo, Dem. Rep.",COD,1999,93.3
740,"Congo, Dem. Rep.",COD,2000,95.4
741,"Congo, Dem. Rep.",COD,2001,93.0
742,"Congo, Dem. Rep.",COD,2002,97.05
743,"Congo, Dem. Rep.",COD,2003,97.05
744,"Congo, Dem. Rep.",COD,2004,98.10000000000001
745,"Congo, Dem. Rep.",COD,2005,113.85
746,"Congo, Dem. Rep.",COD,2006,114.60000000000001
747,"Congo, Dem. Rep.",COD,2007,115.5
748,"Congo, Rep.",COG,1991,85.19999999999999
749,"Congo, Rep.",COG,1992,85.05000000000001
750,"Congo, Rep.",COG,1993,86.85
751,"Congo, Rep.",COG,1994,90.89999999999999
752,"Congo, Rep.",COG,1995,91.95
753,"Congo, Rep.",COG,1996,91.5
754,"Congo, Rep.",COG,1997,94.95
755,"Congo, Rep.",COG,1998,95.7
756,"Congo, Rep.",COG,1999,93.3
757,"Congo, Rep.",COG,2000,95.4
758,"Congo, Rep.",COG,2001,93.0
759,"Congo, Rep.",COG,2002,97.05
760,"Congo, Rep.",COG,2003,97.05
761,"Congo, Rep.",COG,2004,98.10000000000001
762,"Congo, Rep.",COG,2005,113.85
763,"Congo, Rep.",COG,2006,114.60000000000001
764,"Congo, Rep.",COG,2007,115.5
765,Colombia,COL,1991,85.19999999999999
766,Colombia,COL,1992,85.05000000000001
767,Colombia,COL,1993,86.85
768,Colombia,COL,1994,90.89999999999999
769,Colombia,COL,1995,91.95
770,Colombia,COL,1996,91.5
771,Colombia,COL,1997,94.95
772,Colombia,COL,1998,95.7
773,Colombia,COL,1999,93.3
774,Colombia,COL,2000,95.4
775,Colombia,COL,2001,93.0
776,Colombia,COL,2002,97.05
777,Colombia,COL,2003,97.05
778,Colombia,COL,2004,98.10000000000001
779,Colombia,COL,2005,113.85
780,Colombia,COL,2006,114.60000000000001
781,Colombia,COL,2007,115.5
782,Comoros,COM,1991,85.19999999999999
783,Comoros,COM,1992,85.05000000000001
784,Comoros,COM,1993,86.85
785,Comoros,COM,1994,90.89999999999999
786,Comoros,COM,1995,91.95
787,Comoros,COM,1996,91.5
788,Comoros,COM,1997,94.95
789,Comoros,COM,1998,95.7
790,Comoros,COM,1999,93.3
791,Comoros,COM,2000,95.4
792,Comoros,COM,2001,93.0
793,Comoros,COM,2002,97.05
794,Comoros,COM,2003,97.05
795,Comoros,COM,2004,98.10000000000001
796,Comoros,COM,2005,113.85
797,Comoros,COM,2006,114.60000000000001
798,Comoros,COM,2007,115.5
799,Cabo Verde,CPV,1991,85.19999999999999
800,Cabo Verde,CPV,1992,85.05000000000001
801,Cabo Verde,CPV,1993,86.85
802,Cabo Verde,CPV,1994,90.89999999999999
803,Cabo Verde,CPV,1995,91.95
804,Cabo Verde,CPV,1996,91.5
805,Cabo Verde,CPV,1997,94.95
806,Cabo Verde,CPV,1998,95.7
807,Cabo Verde,CPV,1999,93.3
808,Cabo Verde,CPV,2000,95.4
809,Cabo Verde,CPV,2001,93.0
810,Cabo Verde,CPV,2002,97.05
811,Cabo Verde,CPV,2003,97.05
812,Cabo Verde,CPV,2004,98.10000000000001
813,Cabo Verde,CPV,2005,113.85
814,Cabo Verde,CPV,2006,114.60000000000001
815,Cabo Verde,CPV,2007,115.5
816,Costa Rica,CRI,1991,85.19999999999999
817,Costa Rica,CRI,1992,85.05000000000001
818,Costa Rica,CRI,1993,86.85
819,Costa Rica,CRI,1994,90.89999999999999
820,Costa Rica,CRI,1995,91.95
821,Costa Rica,CRI,1996,91.5
822,Costa Rica,CRI,1997,94.95
823,Costa Rica,CRI,1998,95.7
824,Costa Rica,CRI,1999,93.3
825,Costa Rica,CRI,2000,95.4
826,Costa Rica,CRI,2001,93.0
827,Costa Rica,CRI,2002,97.05
828,Costa Rica,CRI,2003,97.05
829,Costa Rica,CRI,2004,98.10000000000001
830,Costa Rica,CRI,2005,113.85
831,Costa Rica,CRI,2006,114.60000000000001
832,Costa Rica,CRI,2007,115.5
833,Caribbean small states,CSS,1991,85.19999999999999
834,Caribbean small states,CSS,1992,85.05000000000001
835,Caribbean small states,CSS,1993,86.85
836,Caribbean small states,CSS,1994,90.89999999999999
837,Caribbean small states,CSS,1995,91.95
838,Caribbean small states,CSS,1996,91.5
839,Caribbean small states,CSS,1997,94.95
840,Caribbean small states,CSS,1998,95.7
841,Caribbean small states,CSS,1999,93.3
842,Caribbean small states,CSS,2000,95.4
843,Caribbean small states,CSS,2001,93.0
844,Caribbean small states,CSS,2002,97.05
845,Caribbean small states,CSS,2003,97.05
846,Caribbean small states,CSS,2004,98.10000000000001
847,Caribbean small states,CSS,2005,113.85
848,Caribbean small states,CSS,2006,114.60000000000001
849,Caribbean small states,CSS,2007,115.5
850,Cuba,CUB,1991,85.19999999999999
851,Cuba,CUB,1992,85.05000000000001
852,Cuba,CUB,1993,86.85
853,Cuba,CUB,1994,90.89999999999999
854,Cuba,CUB,1995,91.95
855,Cuba,CUB,1996,91.5
856,Cuba,CUB,1997,94.95
857,Cuba,CUB,1998,95.7
858,Cuba,CUB,1999,93.3
859,Cuba,CUB,2000,95.4
860,Cuba,CUB,2001,93.0
861,Cuba,CUB,2002,97.05
862,Cuba,CUB,2003,97.05
863,Cuba,CUB,2004,98.10000000000001
864,Cuba,CUB,2005,113.85
865,Cuba,CUB,2006,114.60000000000001
866,Cuba,CUB,2007,115.5
867,Curacao,CUW,1991,85.19999999999999
868,Curacao,CUW,1992,85.05000000000001
869,Curacao,CUW,1993,86.85
870,Curacao,CUW,1994,90.89999999999999
871,Curacao,CUW,1995,91.95
872,Curacao,CUW,1996,91.5
873,Curacao,CUW,1997,94.95
874,Curacao,CUW,1998,95.7
875,Curacao,CUW,1999,93.3
876,Curacao,CUW,2000,95.4
877,Curacao,CUW,2001,93.0
878,Curacao,CUW,2002,97.05
879,Curacao,CUW,2003,97.05
880,Curacao,CUW,2004,98.10000000000001
881,Curacao,CUW,2005,113.85
882,Curacao,CUW,2006,114.60000000000001
883,Curacao,CUW,2007,115.5
884,Cayman Islands,CYM,1991,85.19999999999999
885,Cayman Islands,CYM,1992,85.05000000000001
886,Cayman Islands,CYM,1993,86.85
887,Cayman Islands,CYM,1994,90.89999999999999
888,Cayman Islands,CYM,1995,91.95
889,Cayman Islands,CYM,1996,91.5
890,Cayman Islands,CYM,1997,94.95
891,Cayman Islands,CYM,1998,95.7
892,Cayman Islands,CYM,1999,93.3
893,Cayman Islands,CYM,2000,95.4
894,Cayman Islands,CYM,2001,93.0
895,Cayman Islands,CYM,2002,97.05
896,Cayman Islands,CYM,2003,97.05
897,Cayman Islands,CYM,2004,98.10000000000001
898,Cayman Islands,CYM,2005,113.85
899,Cayman Islands,CYM,2006,114.60000000000001
900,Cayman Islands,CYM,2007,115.5
901,Cyprus,CYP,1991,85.19999999999999
902,Cyprus,CYP,1992,85.05000000000001
903,Cyprus,CYP,1993,86.85
904,Cyprus,CYP,1994,90.89999999999999
905,Cyprus,CYP,1995,91.95
906,Cyprus,CYP,1996,91.5
907,Cyprus,CYP,1997,94.95
908,Cyprus,CYP,1998,95.7
909,Cyprus,CYP,1999,93.3
910,Cyprus,CYP,2000,95.4
911,Cyprus,CYP,2001,93.0
912,Cyprus,CYP,2002,97.05
913,Cyprus,CYP,2003,97.05
914,Cyprus,CYP,2004,98.10000000000001
915,Cyprus,CYP,2005,113.85
916,Cyprus,CYP,2006,114.60000000000001
917,Cyprus,CYP,2007,115.5
918,Czechia,CZE,1991,85.19999999999999
919,Czechia,CZE,1992,85.05000000000001
920,Czechia,CZE,1993,86.85
921,Czechia,CZE,1994,90.89999999999999
922,Czechia,CZE,1995,91.95
923,Czechia,CZE,1996,91.5
924,Czechia,CZE,1997,94.95
925,Czechia,CZE,1998,95.7
926,Czechia,CZE,1999,93.3
927,Czechia,CZE,2000,95.4
928,Czechia,CZE,2001,93.0
929,Czechia,CZE,2002,97.05
930,Czechia,CZE,2003,97.05
931,Czechia,CZE,2004,98.10000000000001
932,Czechia,CZE,2005,113.85
933,Czechia,CZE,2006,114.60000000000001
934,Czechia,CZE,2007,115.5
935,Germany,DEU,1991,85.19999999999999
936,Germany,DEU,1992,85.05000000000001
937,Germany,DEU,1993,86.85
938,Germany,DEU,1994,90.89999999999999
939,Germany,DEU,1995,91.95
940,Germany,DEU,1996,91.5
941,Germany,DEU,1997,94.95
942,Germany,DEU,1998,95.7
943,Germany,DEU,1999,93.3
944,Germany,DEU,2000,95.4
945,Germany,DEU,2001,93.0
946,Germany,DEU,2002,97.05
947,Germany,DEU,2003,97.05
948,Germany,DEU,2004,98.10000000000001
949,Germany,DEU,2005,113.85
950,Germany,DEU,2006,114.60000000000001
951,Germany,DEU,2007,115.5
952,Djibouti,DJI,1991,85.19999999999999
953,Djibouti,DJI,1992,85.05000000000001
954,Djibouti,DJI,1993,86.85
955,Djibouti,DJI,1994,90.89999999999999
956,Djibouti,DJI,1995,91.95
957,Djibouti,DJI,1996,91.5
958,Djibouti,DJI,1997,94.95
959,Djibouti,DJI,1998,95.7
960,Djibouti,DJI,1999,93.3
961,Djibouti,DJI,2000,95.4
962,Djibouti,DJI,2001,93.0
963,Djibouti,DJI,2002,97.05
964,Djibouti,DJI,2003,97.05
965,Djibouti,DJI,2004,98.10000000000001
966,Djibouti,DJI,2005,113.85
967,Djibouti,DJI,2006,114.60000000000001
968,Djibouti,DJI,2007,115.5
969,Dominica,DMA,1991,85.19999999999999
970,Dominica,DMA,1992,85.05000000000001
971,Dominica,DMA,1993,86.85
972,Dominica,DMA,1994,90.89999999999999
973,Dominica,DMA,1995,91.95
974,Dominica,DMA,1996,91.5
975,Dominica,DMA,1997,94.95
976,Dominica,DMA,1998,95.7
977,Dominica,DMA,1999,93.3
978,Dominica,DMA,2000,95.4
979,Dominica,DMA,2001,93.0
980,Dominica,DMA,2002,97.05
981,Dominica,DMA,2003,97.05
982,Dominica,DMA,2004,98.10000000000001
983,Dominica,DMA,2005,113.85
984,Dominica,DMA,2006,114.60000000000001
985,Dominica,DMA,2007,115.5
986,Denmark,DNK,1991,85.19999999999999
987,Denmark,DNK,1992,85.05000000000001
988,Denmark,DNK,1993,86.85
989,Denmark,DNK,1994,90.89999999999999
990,Denmark,DNK,1995,91.95
991,Denmark,DNK,1996,91.5
992,Denmark,DNK,1997,94.95
993,Denmark,DNK,1998,95.7
994,Denmark,DNK,1999,93.3
995,Denmark,DNK,2000,95.4
996,Denmark,DNK,2001,93.0
997,Denmark,DNK,2002,97.05
998,Denmark,DNK,2003,97.05
999,Denmark,DNK,2004,98.10000000000001
1000,Denmark,DNK,2005,113.85
1001,Denmark,DNK,2006,114.60000000000001
1002,Denmark,DNK,2007,115.5
1003,Dominican Republic,DOM,1991,85.19999999999999
1004,Dominican Republic,DOM,1992,85.05000000000001
1005,Dominican Republic,DOM,1993,86.85
1006,Dominican Republic,DOM,1994,90.89999999999999
1007,Dominican Republic,DOM,1995,91.95
1008,Dominican Republic,DOM,1996,91.5
1009,Dominican Republic,DOM,1997,94.95
1010,Dominican Republic,DOM,1998,95.7
1011,Dominican Republic,DOM,1999,93.3
1012,Dominican Republic,DOM,2000,95.4
1013,Dominican Republic,DOM,2001,93.0
1014,Dominican Republic,DOM,2002,97.05
1015,Dominican Republic,DOM,2003,97.05
1016,Dominican Republic,DOM,2004,98.10000000000001
1017,Dominican Republic,DOM,2005,113.85
1018,Dominican Republic,DOM,2006,114.60000000000001
1019,Dominican Republic,DOM,2007,115.5
1020,Algeria,DZA,1991,85.19999999999999
1021,Algeria,DZA,1992,85.05000000000001
1022,Algeria,DZA,1993,86.85
1023,Algeria,DZA,1994,90.89999999999999
1024,Algeria,DZA,1995,91.95
1025,Algeria,DZA,1996,91.5
1026,Algeria,DZA,1997,94.95
1027,Algeria,DZA,1998,95.7
1028,Algeria,DZA,1999,93.3
1029,Algeria,DZA,2000,95.4
1030,Algeria,DZA,2001,93.0
1031,Algeria,DZA,2002,97.05
1032,Algeria,DZA,2003,97.05
1033,Algeria,DZA,2004,98.10000000000001
1034,Algeria,DZA,2005,113.85
1035,Algeria,DZA,2006,114.60000000000001
1036,Algeria,DZA,2007,115.5
1037,East Asia & Pacific (excluding high income),EAP,1991,85.19999999999999
1038,East Asia & Pacific (excluding high income),EAP,1992,85.05000000000001
1039,East Asia & Pacific (excluding high income),EAP,1993,86.85
1040,East Asia & Pacific (excluding high income),EAP,1994,90.89999999999999
1041,East Asia & Pacific (excluding high income),EAP,1995,91.95
1042,East Asia & Pacific (excluding high income),EAP,1996,91.5
1043,East Asia & Pacific (excluding high income),EAP,1997,94.95
1044,East Asia & Pacific (excluding high income),EAP,1998,95.7
1045,East Asia & Pacific (excluding high income),EAP,1999,93.3
1046,East Asia & Pacific (excluding high income),EAP,2000,95.4
1047,East Asia & Pacific (excluding high income),EAP,2001,93.0
1048,East Asia & Pacific (excluding high income),EAP,2002,97.05
1049,East Asia & Pacific (excluding high income),EAP,2003,97.05
1050,East Asia & Pacific (excluding high income),EAP,2004,98.10000000000001
1051,East Asia & Pacific (excluding high income),EAP,2005,113.85
1052,East Asia & Pacific (excluding high income),EAP,2006,114.60000000000001
1053,East Asia & Pacific (excluding high income),EAP,2007,115.5
1054,Early-demographic dividend,EAR,1991,85.19999999999999
1055,Early-demographic dividend,EAR,1992,85.05000000000001
1056,Early-demographic dividend,EAR,1993,86.85
1057,Early-demographic dividend,EAR,1994,90.89999999999999
1058,Early-demographic dividend,EAR,1995,91.95
1059,Early-demographic dividend,EAR,1996,91.5
1060,Early-demographic dividend,EAR,1997,94.95
1061,Early-demographic dividend,EAR,1998,95.7
1062,Early-demographic dividend,EAR,1999,93.3
1063,Early-demographic dividend,EAR,2000,95.4
1064,Early-demographic dividend,EAR,2001,93.0
1065,Early-demographic dividend,EAR,2002,97.05
1066,Early-demographic dividend,EAR,2003,97.05
1067,Early-demographic dividend,EAR,2004,98.10000000000001
1068,Early-demographic dividend,EAR,2005,113.85
1069,Early-demographic dividend,EAR,2006,114.60000000000001
1070,Early-demographic dividend,EAR,2007,115.5
1071,East Asia & Pacific,EAS,1991,85.19999999999999
1072,East Asia & Pacific,EAS,1992,85.05000000000001
1073,East Asia & Pacific,EAS,1993,86.85
1074,East Asia & Pacific,EAS,1994,90.89999999999999
1075,East Asia & Pacific,EAS,1995,91.95
1076,East Asia & Pacific,EAS,1996,91.5
1077,East Asia & Pacific,EAS,1997,94.95
1078,East Asia & Pacific,EAS,1998,95.7
1079,East Asia & Pacific,EAS,1999,93.3
1080,East Asia & Pacific,EAS,2000,95.4
1081,East Asia & Pacific,EAS,2001,93.0
1082,East Asia & Pacific,EAS,2002,97.05
1083,East Asia & Pacific,EAS,2003,97.05
1084,East Asia & Pacific,EAS,2004,98.10000000000001
1085,East Asia & Pacific,EAS,2005,113.85
1086,East Asia & Pacific,EAS,2006,114.60000000000001
1087,East Asia & Pacific,EAS,2007,115.5
1088,Europe & Central Asia (excluding high income),ECA,1991,85.19999999999999
1089,Europe & Central Asia (excluding high income),ECA,1992,85.05000000000001
1090,Europe & Central Asia (excluding high income),ECA,1993,86.85
1091,Europe & Central Asia (excluding high income),ECA,1994,90.89999999999999
1092,Europe & Central Asia (excluding high income),ECA,1995,91.95
1093,Europe & Central Asia (excluding high income),ECA,1996,91.5
1094,Europe & Central Asia (excluding high income),ECA,1997,94.95
1095,Europe & Central Asia (excluding high income),ECA,1998,95.7
1096,Europe & Central Asia (excluding high income),ECA,1999,93.3
1097,Europe & Central Asia (excluding high income),ECA,2000,95.4
1098,Europe & Central Asia (excluding high income),ECA,2001,93.0
1099,Europe & Central Asia (excluding high income),ECA,2002,97.05
1100,Europe & Central Asia (excluding high income),ECA,2003,97.05
1101,Europe & Central Asia (excluding high income),ECA,2004,98.10000000000001
1102,Europe & Central Asia (excluding high income),ECA,2005,113.85
1103,Europe & Central Asia (excluding high income),ECA,2006,114.60000000000001
1104,Europe & Central Asia (excluding high income),ECA,2007,115.5
1105,Europe & Central Asia,ECS,1991,85.19999999999999
1106,Europe & Central Asia,ECS,1992,85.05000000000001
1107,Europe & Central Asia,ECS,1993,86.85
1108,Europe & Central Asia,ECS,1994,90.89999999999999
1109,Europe & Central Asia,ECS,1995,91.95
1110,Europe & Central Asia,ECS,1996,91.5
1111,Europe & Central Asia,ECS,1997,94.95
1112,Europe & Central Asia,ECS,1998,95.7
1113,Europe & Central Asia,ECS,1999,93.3
1114,Europe & Central Asia,ECS,2000,95.4
1115,Europe & Central Asia,ECS,2001,93.0
1116,Europe & Central Asia,ECS,2002,97.05
1117,Europe & Central Asia,ECS,2003,97.05
1118,Europe & Central Asia,ECS,2004,98.10000000000001
1119,Europe & Central Asia,ECS,2005,113.85
1120,Europe & Central Asia,ECS,2006,114.60000000000001
1121,Europe & Central Asia,ECS,2007,115.5
1122,Ecuador,ECU,1991,85.19999999999999
1123,Ecuador,ECU,1992,85.05000000000001
1124,Ecuador,ECU,1993,86.85
1125,Ecuador,ECU,1994,90.89999999999999
1126,Ecuador,ECU,1995,91.95
1127,Ecuador,ECU,1996,91.5
1128,Ecuador,ECU,1997,94.95
1129,Ecuador,ECU,1998,95.7
1130,Ecuador,ECU,1999,93.3
1131,Ecuador,ECU,2000,95.4
1132,Ecuador,ECU,2001,93.0
1133,Ecuador,ECU,2002,97.05
1134,Ecuador,ECU,2003,97.05
1135,Ecuador,ECU,2004,98.10000000000001
1136,Ecuador,ECU,2005,113.85
1137,Ecuador,ECU,2006,114.60000000000001
1138,Ecuador,ECU,2007,115.5
1139,"Egypt, Arab Rep.",EGY,1991,85.19999999999999
1140,"Egypt, Arab Rep.",EGY,1992,85.05000000000001
1141,"Egypt, Arab Rep.",EGY,1993,86.85
1142,"Egypt, Arab Rep.",EGY,1994,90.89999999999999
1143,"Egypt, Arab Rep.",EGY,1995,91.95
1144,"Egypt, Arab Rep.",EGY,1996,91.5
1145,"Egypt, Arab Rep.",EGY,1997,94.95
1146,"Egypt, Arab Rep.",EGY,1998,95.7
1147,"Egypt, Arab Rep.",EGY,1999,93.3
1148,"Egypt, Arab Rep.",EGY,2000,95.4
1149,"Egypt, Arab Rep.",EGY,2001,93.0
1150,"Egypt, Arab Rep.",EGY,2002,97.05
1151,"Egypt, Arab Rep.",EGY,2003,97.05
1152,"Egypt, Arab Rep.",EGY,2004,98.10000000000001
1153,"Egypt, Arab Rep.",EGY,2005,113.85
1154,"Egypt, Arab Rep.",EGY,2006,114.60000000000001
1155,"Egypt, Arab Rep.",EGY,2007,115.5
1156,Euro area,EMU,1991,85.19999999999999
1157,Euro area,EMU,1992,85.05000000000001
1158,Euro area,EMU,1993,86.85
1159,Euro area,EMU,1994,90.89999999999999
1160,Euro area,EMU,1995,91.95
1161,Euro area,EMU,1996,91.5
1162,Euro area,EMU,1997,94.95
1163,Euro area,EMU,1998,95.7
1164,Euro area,EMU,1999,93.3
1165,Euro area,EMU,2000,95.4
1166,Euro area,EMU,2001,93.0
1167,Euro area,EMU,2002,97.05
1168,Euro area,EMU,2003,97.05
1169,Euro area,EMU,2004,98.10000000000001
1170,Euro area,EMU,2005,113.85
1171,Euro area,EMU,2006,114.60000000000001
1172,Euro area,EMU,2007,115.5
1173,Eritrea,ERI,1991,85.19999999999999
1174,Eritrea,ERI,1992,85.05000000000001
1175,Eritrea,ERI,1993,86.85
1176,Eritrea,ERI,1994,90.89999999999999
1177,Eritrea,ERI,1995,91.95
1178,Eritrea,ERI,1996,91.5
1179,Eritrea,ERI,1997,94.95
1180,Eritrea,ERI,1998,95.7
1181,Eritrea,ERI,1999,93.3
1182,Eritrea,ERI,2000,95.4
1183,Eritrea,ERI,2001,93.0
1184,Eritrea,ERI,2002,97.05
1185,Eritrea,ERI,2003,97.05
1186,Eritrea,ERI,2004,98.10000000000001
1187,Eritrea,ERI,2005,113.85
1188,Eritrea,ERI,2006,114.60000000000001
1189,Eritrea,ERI,2007,115.5
1190,Spain,ESP,1991,85.19999999999999
1191,Spain,ESP,1992,85.05000000000001
1192,Spain,ESP,1993,86.85
1193,Spain,ESP,1994,90.89999999999999
1194,Spain,ESP,1995,91.95
1195,Spain,ESP,1996,91.5
1196,Spain,ESP,1997,94.95
1197,Spain,ESP,1998,95.7
1198,Spain,ESP,1999,93.3
1199,Spain,ESP,2000,95.4
1200,Spain,ESP,2001,93.0
1201,Spain,ESP,2002,97.05
1202,Spain,ESP,2003,97.05
1203,Spain,ESP,2004,98.10000000000001
1204,Spain,ESP,2005,113.85
1205,Spain,ESP,2006,114.60000000000001
1206,Spain,ESP,2007,115.5
1207,Estonia,EST,1991,85.19999999999999
1208,Estonia,EST,1992,85.05000000000001
1209,Estonia,EST,1993,86.85
1210,Estonia,EST,1994,90.89999999999999
1211,Estonia,EST,1995,91.95
1212,Estonia,EST,1996,91.5
1213,Estonia,EST,1997,94.95
1214,Estonia,EST,1998,95.7
1215,Estonia,EST,1999,93.3
1216,Estonia,EST,2000,95.4
1217,Estonia,EST,2001,93.0
1218,Estonia,EST,2002,97.05
1219,Estonia,EST,2003,97.05
1220,Estonia,EST,2004,98.10000000000001
1221,Estonia,EST,2005,113.85
1222,Estonia,EST,2006,114.60000000000001
1223,Estonia,EST,2007,115.5
1224,Ethiopia,ETH,1991,85.19999999999999
1225,Ethiopia,ETH,1992,85.05000000000001
1226,Ethiopia,ETH,1993,86.85
1227,Ethiopia,ETH,1994,90.89999999999999
1228,Ethiopia,ETH,1995,91.95
1229,Ethiopia,ETH,1996,91.5
1230,Ethiopia,ETH,1997,94.95
1231,Ethiopia,ETH,1998,95.7
1232,Ethiopia,ETH,1999,93.3
1233,Ethiopia,ETH,2000,95.4
1234,Ethiopia,ETH,2001,93.0
1235,Ethiopia,ETH,2002,97.05
1236,Ethiopia,ETH,2003,97.05
1237,Ethiopia,ETH,2004,98.10000000000001
1238,Ethiopia,ETH,2005,113.85
1239,Ethiopia,ETH,2006,114.60000000000001
1240,Ethiopia,ETH,2007,115.5
1241,European Union,EUU,1991,85.19999999999999
1242,European Union,EUU,1992,85.05000000000001
1243,European Union,EUU,1993,86.85
1244,European Union,EUU,1994,90.89999999999999
1245,European Union,EUU,1995,91.95
1246,European Union,EUU,1996,91.5
1247,European Union,EUU,1997,94.95
1248,European Union,EUU,1998,95.7
1249,European Union,EUU,1999,93.3
1250,European Union,EUU,2000,95.4
1251,European Union,EUU,2001,93.0
1252,European Union,EUU,2002,97.05
1253,European Union,EUU,2003,97.05
1254,European Union,EUU,2004,98.10000000000001
1255,European Union,EUU,2005,113.85
1256,European Union,EUU,2006,114.60000000000001
1257,European Union,EUU,2007,115.5
1258,Fragile and conflict affected situations,FCS,1991,85.19999999999999
1259,Fragile and conflict affected situations,FCS,1992,85.05000000000001
1260,Fragile and conflict affected situations,FCS,1993,86.85
1261,Fragile and conflict affected situations,FCS,1994,90.89999999999999
1262,Fragile and conflict affected situations,FCS,1995,91.95
1263,Fragile and conflict affected situations,FCS,1996,91.5
1264,Fragile and conflict affected situations,FCS,1997,94.95
1265,Fragile and conflict affected situations,FCS,1998,95.7
1266,Fragile and conflict affected situations,FCS,1999,93.3
1267,Fragile and conflict affected situations,FCS,2000,95.4
1268,Fragile and conflict affected situations,FCS,2001,93.0
1269,Fragile and conflict affected situations,FCS,2002,97.05
1270,Fragile and conflict affected situations,FCS,2003,97.05
1271,Fragile and conflict affected situations,FCS,2004,98.10000000000001
1272,Fragile and conflict affected situations,FCS,2005,113.85
1273,Fragile and conflict affected situations,FCS,2006,114.60000000000001
1274,Fragile and conflict affected situations,FCS,2007,115.5
1275,Finland,FIN,1991,85.19999999999999
1276,Finland,FIN,1992,85.05000000000001
1277,Finland,FIN,1993,86.85
1278,Finland,FIN,1994,90.89999999999999
1279,Finland,FIN,1995,91.95
1280,Finland,FIN,1996,91.5
1281,Finland,FIN,1997,94.95
1282,Finland,FIN,1998,95.7
1283,Finland,FIN,1999,93.3
1284,Finland,FIN,2000,95.4
1285,Finland,FIN,2001,93.0
1286,Finland,FIN,2002,97.05
1287,Finland,FIN,2003,97.05
1288,Finland,FIN,2004,98.10000000000001
1289,Finland,FIN,2005,113.85
1290,Finland,FIN,2006,114.60000000000001
1291,Finland,FIN,2007,115.5
1292,Fiji,FJI,1991,85.19999999999999
1293,Fiji,FJI,1992,85.05000000000001
1294,Fiji,FJI,1993,86.85
1295,Fiji,FJI,1994,90.89999999999999
1296,Fiji,FJI,1995,91.95
1297,Fiji,FJI,1996,91.5
1298,Fiji,FJI,1997,94.95
1299,Fiji,FJI,1998,95.7
1300,Fiji,FJI,1999,93.3
1301,Fiji,FJI,2000,95.4
1302,Fiji,FJI,2001,93.0
1303,Fiji,FJI,2002,97.05
1304,Fiji,FJI,2003,97.05
1305,Fiji,FJI,2004,98.10000000000001
1306,Fiji,FJI,2005,113.85
1307,Fiji,FJI,2006,114.60000000000001
1308,Fiji,FJI,2007,115.5
1309,France,FRA,1991,85.19999999999999
1310,France,FRA,1992,85.05000000000001
