iso_code3,Nation,Year,pop_lvst_initial_sheep
NRU,Nauru,2041,0.0
NRU,Nauru,2042,0.0
NRU,Nauru,2043,0.0
NRU,Nauru,2044,0.0
NRU,Nauru,2045,0.0
NRU,Nauru,2046,0.0
NRU,Nauru,2047,0.0
NRU,Nauru,2048,0.0
NRU,Nauru,2049,0.0
NRU,Nauru,2050,0.0
NZL,New Zealand,2023,25333562.0
NZL,New Zealand,2024,25333562.0
NZL,New Zealand,2025,25333562.0
NZL,New Zealand,2026,25333562.0
NZL,New Zealand,2027,25333562.0
NZL,New Zealand,2028,25333562.0
NZL,New Zealand,2029,25333562.0
NZL,New Zealand,2030,25333562.0
NZL,New Zealand,2031,25333562.0
NZL,New Zealand,2032,25333562.0
NZL,New Zealand,2033,25333562.0
NZL,New Zealand,2034,25333562.0
NZL,New Zealand,2035,25333562.0
NZL,New Zealand,2036,25333562.0
NZL,New Zealand,2037,25333562.0
NZL,New Zealand,2038,25333562.0
NZL,New Zealand,2039,25333562.0
NZL,New Zealand,2040,25333562.0
NZL,New Zealand,2041,25333562.0
NZL,New Zealand,2042,25333562.0
NZL,New Zealand,2043,25333562.0
NZL,New Zealand,2044,25333562.0
NZL,New Zealand,2045,25333562.0
NZL,New Zealand,2046,25333562.0
NZL,New Zealand,2047,25333562.0
NZL,New Zealand,2048,25333562.0
NZL,New Zealand,2049,25333562.0
NZL,New Zealand,2050,25333562.0
OMN,Oman,2023,655177.0
OMN,Oman,2024,655177.0
OMN,Oman,2025,655177.0
OMN,Oman,2026,655177.0
OMN,Oman,2027,655177.0
OMN,Oman,2028,655177.0
OMN,Oman,2029,655177.0
OMN,Oman,2030,655177.0
OMN,Oman,2031,655177.0
OMN,Oman,2032,655177.0
OMN,Oman,2033,655177.0
OMN,Oman,2034,655177.0
OMN,Oman,2035,655177.0
OMN,Oman,2036,655177.0
OMN,Oman,2037,655177.0
OMN,Oman,2038,655177.0
OMN,Oman,2039,655177.0
OMN,Oman,2040,655177.0
OMN,Oman,2041,655177.0
OMN,Oman,2042,655177.0
OMN,Oman,2043,655177.0
OMN,Oman,2044,655177.0
OMN,Oman,2045,655177.0
OMN,Oman,2046,655177.0
OMN,Oman,2047,655177.0
OMN,Oman,2048,655177.0
OMN,Oman,2049,655177.0
OMN,Oman,2050,655177.0
PAK,Pakistan,2023,31969000.0
PAK,Pakistan,2024,31969000.0
PAK,Pakistan,2025,31969000.0
PAK,Pakistan,2026,31969000.0
PAK,Pakistan,2027,31969000.0
PAK,Pakistan,2028,31969000.0
PAK,Pakistan,2029,31969000.0
PAK,Pakistan,2030,31969000.0
PAK,Pakistan,2031,31969000.0
PAK,Pakistan,2032,31969000.0
PAK,Pakistan,2033,31969000.0
PAK,Pakistan,2034,31969000.0
PAK,Pakistan,2035,31969000.0
PAK,Pakistan,2036,31969000.0
PAK,Pakistan,2037,31969000.0
PAK,Pakistan,2038,31969000.0
PAK,Pakistan,2039,31969000.0
PAK,Pakistan,2040,31969000.0
PAK,Pakistan,2041,31969000.0
PAK,Pakistan,2042,31969000.0
PAK,Pakistan,2043,31969000.0
PAK,Pakistan,2044,31969000.0
PAK,Pakistan,2045,31969000.0
PAK,Pakistan,2046,31969000.0
PAK,Pakistan,2047,31969000.0
PAK,Pakistan,2048,31969000.0
PAK,Pakistan,2049,31969000.0
PAK,Pakistan,2050,31969000.0
PAN,Panama,2023,0.0
PAN,Panama,2024,0.0
PAN,Panama,2025,0.0
PAN,Panama,2026,0.0
PAN,Panama,2027,0.0
PAN,Panama,2028,0.0
PAN,Panama,2029,0.0
PAN,Panama,2030,0.0
PAN,Panama,2031,0.0
PAN,Panama,2032,0.0
PAN,Panama,2033,0.0
PAN,Panama,2034,0.0
PAN,Panama,2035,0.0
PAN,Panama,2036,0.0
PAN,Panama,2037,0.0
PAN,Panama,2038,0.0
PAN,Panama,2039,0.0
PAN,Panama,2040,0.0
PAN,Panama,2041,0.0
PAN,Panama,2042,0.0
PAN,Panama,2043,0.0
PAN,Panama,2044,0.0
PAN,Panama,2045,0.0
PAN,Panama,2046,0.0
PAN,Panama,2047,0.0
PAN,Panama,2048,0.0
PAN,Panama,2049,0.0
PAN,Panama,2050,0.0
PER,Peru,2023,11210723.0
PER,Peru,2024,11210723.0
PER,Peru,2025,11210723.0
PER,Peru,2026,11210723.0
PER,Peru,2027,11210723.0
PER,Peru,2028,11210723.0
PER,Peru,2029,11210723.0
PER,Peru,2030,11210723.0
PER,Peru,2031,11210723.0
PER,Peru,2032,11210723.0
PER,Peru,2033,11210723.0
PER,Peru,2034,11210723.0
PER,Peru,2035,11210723.0
PER,Peru,2036,11210723.0
PER,Peru,2037,11210723.0
PER,Peru,2038,11210723.0
PER,Peru,2039,11210723.0
PER,Peru,2040,11210723.0
PER,Peru,2041,11210723.0
PER,Peru,2042,11210723.0
PER,Peru,2043,11210723.0
PER,Peru,2044,11210723.0
PER,Peru,2045,11210723.0
PER,Peru,2046,11210723.0
PER,Peru,2047,11210723.0
PER,Peru,2048,11210723.0
PER,Peru,2049,11210723.0
PER,Peru,2050,11210723.0
PHL,Philippines,2023,30000.0
PHL,Philippines,2024,30000.0
PHL,Philippines,2025,30000.0
PHL,Philippines,2026,30000.0
PHL,Philippines,2027,30000.0
PHL,Philippines,2028,30000.0
PHL,Philippines,2029,30000.0
PHL,Philippines,2030,30000.0
PHL,Philippines,2031,30000.0
PHL,Philippines,2032,30000.0
PHL,Philippines,2033,30000.0
PHL,Philippines,2034,30000.0
PHL,Philippines,2035,30000.0
PHL,Philippines,2036,30000.0
PHL,Philippines,2037,30000.0
PHL,Philippines,2038,30000.0
PHL,Philippines,2039,30000.0
PHL,Philippines,2040,30000.0
PHL,Philippines,2041,30000.0
PHL,Philippines,2042,30000.0
PHL,Philippines,2043,30000.0
PHL,Philippines,2044,30000.0
PHL,Philippines,2045,30000.0
PHL,Philippines,2046,30000.0
PHL,Philippines,2047,30000.0
PHL,Philippines,2048,30000.0
PHL,Philippines,2049,30000.0
PHL,Philippines,2050,30000.0
PNG,Papua New Guinea,2023,7288.0
PNG,Papua New Guinea,2024,7288.0
PNG,Papua New Guinea,2025,7288.0
PNG,Papua New Guinea,2026,7288.0
PNG,Papua New Guinea,2027,7288.0
PNG,Papua New Guinea,2028,7288.0
PNG,Papua New Guinea,2029,7288.0
PNG,Papua New Guinea,2030,7288.0
PNG,Papua New Guinea,2031,7288.0
PNG,Papua New Guinea,2032,7288.0
PNG,Papua New Guinea,2033,7288.0
PNG,Papua New Guinea,2034,7288.0
PNG,Papua New Guinea,2035,7288.0
PNG,Papua New Guinea,2036,7288.0
PNG,Papua New Guinea,2037,7288.0
PNG,Papua New Guinea,2038,7288.0
PNG,Papua New Guinea,2039,7288.0
PNG,Papua New Guinea,2040,7288.0
PNG,Papua New Guinea,2041,7288.0
PNG,Papua New Guinea,2042,7288.0
PNG,Papua New Guinea,2043,7288.0
PNG,Papua New Guinea,2044,7288.0
PNG,Papua New Guinea,2045,7288.0
PNG,Papua New Guinea,2046,7288.0
PNG,Papua New Guinea,2047,7288.0
PNG,Papua New Guinea,2048,7288.0
PNG,Papua New Guinea,2049,7288.0
PNG,Papua New Guinea,2050,7288.0
POL,Poland,2023,266370.0
POL,Poland,2024,266370.0
POL,Poland,2025,266370.0
POL,Poland,2026,266370.0
POL,Poland,2027,266370.0
POL,Poland,2028,266370.0
POL,Poland,2029,266370.0
POL,Poland,2030,266370.0
POL,Poland,2031,266370.0
POL,Poland,2032,266370.0
POL,Poland,2033,266370.0
POL,Poland,2034,266370.0
POL,Poland,2035,266370.0
POL,Poland,2036,266370.0
POL,Poland,2037,266370.0
POL,Poland,2038,266370.0
POL,Poland,2039,266370.0
POL,Poland,2040,266370.0
POL,Poland,2041,266370.0
POL,Poland,2042,266370.0
POL,Poland,2043,266370.0
POL,Poland,2044,266370.0
POL,Poland,2045,266370.0
POL,Poland,2046,266370.0
POL,Poland,2047,266370.0
POL,Poland,2048,266370.0
POL,Poland,2049,266370.0
POL,Poland,2050,266370.0
PRI,Puerto Rico,2023,6588.0
PRI,Puerto Rico,2024,6588.0
PRI,Puerto Rico,2025,6588.0
PRI,Puerto Rico,2026,6588.0
PRI,Puerto Rico,2027,6588.0
PRI,Puerto Rico,2028,6588.0
PRI,Puerto Rico,2029,6588.0
PRI,Puerto Rico,2030,6588.0
PRI,Puerto Rico,2031,6588.0
PRI,Puerto Rico,2032,6588.0
PRI,Puerto Rico,2033,6588.0
PRI,Puerto Rico,2034,6588.0
PRI,Puerto Rico,2035,6588.0
PRI,Puerto Rico,2036,6588.0
PRI,Puerto Rico,2037,6588.0
PRI,Puerto Rico,2038,6588.0
PRI,Puerto Rico,2039,6588.0
PRI,Puerto Rico,2040,6588.0
PRI,Puerto Rico,2041,6588.0
PRI,Puerto Rico,2042,6588.0
PRI,Puerto Rico,2043,6588.0
PRI,Puerto Rico,2044,6588.0
PRI,Puerto Rico,2045,6588.0
PRI,Puerto Rico,2046,6588.0
PRI,Puerto Rico,2047,6588.0
PRI,Puerto Rico,2048,6588.0
PRI,Puerto Rico,2049,6588.0
PRI,Puerto Rico,2050,6588.0
PRK,Democratic People's Republic of Korea,2023,167159.0
PRK,Democratic People's Republic of Korea,2024,167159.0
PRK,Democratic People's Republic of Korea,2025,167159.0
PRK,Democratic People's Republic of Korea,2026,167159.0
PRK,Democratic People's Republic of Korea,2027,167159.0
PRK,Democratic People's Republic of Korea,2028,167159.0
PRK,Democratic People's Republic of Korea,2029,167159.0
PRK,Democratic People's Republic of Korea,2030,167159.0
PRK,Democratic People's Republic of Korea,2031,167159.0
PRK,Democratic People's Republic of Korea,2032,167159.0
PRK,Democratic People's Republic of Korea,2033,167159.0
PRK,Democratic People's Republic of Korea,2034,167159.0
PRK,Democratic People's Republic of Korea,2035,167159.0
PRK,Democratic People's Republic of Korea,2036,167159.0
PRK,Democratic People's Republic of Korea,2037,167159.0
PRK,Democratic People's Republic of Korea,2038,167159.0
PRK,Democratic People's Republic of Korea,2039,167159.0
PRK,Democratic People's Republic of Korea,2040,167159.0
PRK,Democratic People's Republic of Korea,2041,167159.0
PRK,Democratic People's Republic of Korea,2042,167159.0
PRK,Democratic People's Republic of Korea,2043,167159.0
PRK,Democratic People's Republic of Korea,2044,167159.0
PRK,Democratic People's Republic of Korea,2045,167159.0
PRK,Democratic People's Republic of Korea,2046,167159.0
PRK,Democratic People's Republic of Korea,2047,167159.0
PRK,Democratic People's Republic of Korea,2048,167159.0
PRK,Democratic People's Republic of Korea,2049,167159.0
PRK,Democratic People's Republic of Korea,2050,167159.0
PRT,Portugal,2023,2269280.0
PRT,Portugal,2024,2269280.0
PRT,Portugal,2025,2269280.0
PRT,Portugal,2026,2269280.0
PRT,Portugal,2027,2269280.0
PRT,Portugal,2028,2269280.0
PRT,Portugal,2029,2269280.0
PRT,Portugal,2030,2269280.0
PRT,Portugal,2031,2269280.0
PRT,Portugal,2032,2269280.0
PRT,Portugal,2033,2269280.0
PRT,Portugal,2034,2269280.0
PRT,Portugal,2035,2269280.0
PRT,Portugal,2036,2269280.0
PRT,Portugal,2037,2269280.0
PRT,Portugal,2038,2269280.0
PRT,Portugal,2039,2269280.0
PRT,Portugal,2040,2269280.0
PRT,Portugal,2041,2269280.0
PRT,Portugal,2042,2269280.0
PRT,Portugal,2043,2269280.0
PRT,Portugal,2044,2269280.0
PRT,Portugal,2045,2269280.0
PRT,Portugal,2046,2269280.0
PRT,Portugal,2047,2269280.0
PRT,Portugal,2048,2269280.0
PRT,Portugal,2049,2269280.0
PRT,Portugal,2050,2269280.0
PRY,Paraguay,2023,317239.0
PRY,Paraguay,2024,317239.0
PRY,Paraguay,2025,317239.0
PRY,Paraguay,2026,317239.0
PRY,Paraguay,2027,317239.0
PRY,Paraguay,2028,317239.0
PRY,Paraguay,2029,317239.0
PRY,Paraguay,2030,317239.0
PRY,Paraguay,2031,317239.0
PRY,Paraguay,2032,317239.0
PRY,Paraguay,2033,317239.0
PRY,Paraguay,2034,317239.0
PRY,Paraguay,2035,317239.0
PRY,Paraguay,2036,317239.0
PRY,Paraguay,2037,317239.0
PRY,Paraguay,2038,317239.0
PRY,Paraguay,2039,317239.0
PRY,Paraguay,2040,317239.0
PRY,Paraguay,2041,317239.0
PRY,Paraguay,2042,317239.0
PRY,Paraguay,2043,317239.0
PRY,Paraguay,2044,317239.0
PRY,Paraguay,2045,317239.0
PRY,Paraguay,2046,317239.0
PRY,Paraguay,2047,317239.0
PRY,Paraguay,2048,317239.0
PRY,Paraguay,2049,317239.0
PRY,Paraguay,2050,317239.0
PSE,Palestine,2023,777883.0
PSE,Palestine,2024,777883.0
PSE,Palestine,2025,777883.0
PSE,Palestine,2026,777883.0
PSE,Palestine,2027,777883.0
PSE,Palestine,2028,777883.0
PSE,Palestine,2029,777883.0
PSE,Palestine,2030,777883.0
PSE,Palestine,2031,777883.0
PSE,Palestine,2032,777883.0
PSE,Palestine,2033,777883.0
PSE,Palestine,2034,777883.0
PSE,Palestine,2035,777883.0
PSE,Palestine,2036,777883.0
PSE,Palestine,2037,777883.0
PSE,Palestine,2038,777883.0
PSE,Palestine,2039,777883.0
PSE,Palestine,2040,777883.0
PSE,Palestine,2041,777883.0
PSE,Palestine,2042,777883.0
PSE,Palestine,2043,777883.0
PSE,Palestine,2044,777883.0
PSE,Palestine,2045,777883.0
PSE,Palestine,2046,777883.0
PSE,Palestine,2047,777883.0
PSE,Palestine,2048,777883.0
PSE,Palestine,2049,777883.0
PSE,Palestine,2050,777883.0
PYF,French Polynesia,2023,441.0
PYF,French Polynesia,2024,441.0
PYF,French Polynesia,2025,441.0
PYF,French Polynesia,2026,441.0
PYF,French Polynesia,2027,441.0
PYF,French Polynesia,2028,441.0
PYF,French Polynesia,2029,441.0
PYF,French Polynesia,2030,441.0
PYF,French Polynesia,2031,441.0
PYF,French Polynesia,2032,441.0
PYF,French Polynesia,2033,441.0
PYF,French Polynesia,2034,441.0
PYF,French Polynesia,2035,441.0
PYF,French Polynesia,2036,441.0
PYF,French Polynesia,2037,441.0
PYF,French Polynesia,2038,441.0
PYF,French Polynesia,2039,441.0
PYF,French Polynesia,2040,441.0
PYF,French Polynesia,2041,441.0
PYF,French Polynesia,2042,441.0
PYF,French Polynesia,2043,441.0
PYF,French Polynesia,2044,441.0
PYF,French Polynesia,2045,441.0
PYF,French Polynesia,2046,441.0
PYF,French Polynesia,2047,441.0
PYF,French Polynesia,2048,441.0
PYF,French Polynesia,2049,441.0
PYF,French Polynesia,2050,441.0
QAT,Qatar,2023,813941.0
QAT,Qatar,2024,813941.0
QAT,Qatar,2025,813941.0
QAT,Qatar,2026,813941.0
QAT,Qatar,2027,813941.0
QAT,Qatar,2028,813941.0
QAT,Qatar,2029,813941.0
QAT,Qatar,2030,813941.0
QAT,Qatar,2031,813941.0
QAT,Qatar,2032,813941.0
QAT,Qatar,2033,813941.0
QAT,Qatar,2034,813941.0
QAT,Qatar,2035,813941.0
QAT,Qatar,2036,813941.0
QAT,Qatar,2037,813941.0
QAT,Qatar,2038,813941.0
QAT,Qatar,2039,813941.0
QAT,Qatar,2040,813941.0
QAT,Qatar,2041,813941.0
QAT,Qatar,2042,813941.0
QAT,Qatar,2043,813941.0
QAT,Qatar,2044,813941.0
QAT,Qatar,2045,813941.0
QAT,Qatar,2046,813941.0
QAT,Qatar,2047,813941.0
QAT,Qatar,2048,813941.0
QAT,Qatar,2049,813941.0
QAT,Qatar,2050,813941.0
ROU,Romania,2023,10247400.0
ROU,Romania,2024,10247400.0
ROU,Romania,2025,10247400.0
ROU,Romania,2026,10247400.0
ROU,Romania,2027,10247400.0
ROU,Romania,2028,10247400.0
ROU,Romania,2029,10247400.0
ROU,Romania,2030,10247400.0
ROU,Romania,2031,10247400.0
ROU,Romania,2032,10247400.0
ROU,Romania,2033,10247400.0
ROU,Romania,2034,10247400.0
ROU,Romania,2035,10247400.0
ROU,Romania,2036,10247400.0
ROU,Romania,2037,10247400.0
ROU,Romania,2038,10247400.0
ROU,Romania,2039,10247400.0
ROU,Romania,2040,10247400.0
ROU,Romania,2041,10247400.0
ROU,Romania,2042,10247400.0
ROU,Romania,2043,10247400.0
ROU,Romania,2044,10247400.0
ROU,Romania,2045,10247400.0
ROU,Romania,2046,10247400.0
ROU,Romania,2047,10247400.0
ROU,Romania,2048,10247400.0
ROU,Romania,2049,10247400.0
ROU,Romania,2050,10247400.0
RUS,Russian Federation,2023,19148212.0
RUS,Russian Federation,2024,19148212.0
RUS,Russian Federation,2025,19148212.0
RUS,Russian Federation,2026,19148212.0
RUS,Russian Federation,2027,19148212.0
RUS,Russian Federation,2028,19148212.0
RUS,Russian Federation,2029,19148212.0
RUS,Russian Federation,2030,19148212.0
RUS,Russian Federation,2031,19148212.0
RUS,Russian Federation,2032,19148212.0
RUS,Russian Federation,2033,19148212.0
RUS,Russian Federation,2034,19148212.0
RUS,Russian Federation,2035,19148212.0
RUS,Russian Federation,2036,19148212.0
RUS,Russian Federation,2037,19148212.0
RUS,Russian Federation,2038,19148212.0
RUS,Russian Federation,2039,19148212.0
RUS,Russian Federation,2040,19148212.0
RUS,Russian Federation,2041,19148212.0
RUS,Russian Federation,2042,19148212.0
RUS,Russian Federation,2043,19148212.0
RUS,Russian Federation,2044,19148212.0
RUS,Russian Federation,2045,19148212.0
RUS,Russian Federation,2046,19148212.0
RUS,Russian Federation,2047,19148212.0
RUS,Russian Federation,2048,19148212.0
RUS,Russian Federation,2049,19148212.0
RUS,Russian Federation,2050,19148212.0
RWA,Rwanda,2023,331748.0
RWA,Rwanda,2024,331748.0
RWA,Rwanda,2025,331748.0
RWA,Rwanda,2026,331748.0
RWA,Rwanda,2027,331748.0
RWA,Rwanda,2028,331748.0
RWA,Rwanda,2029,331748.0
RWA,Rwanda,2030,331748.0
RWA,Rwanda,2031,331748.0
RWA,Rwanda,2032,331748.0
RWA,Rwanda,2033,331748.0
RWA,Rwanda,2034,331748.0
RWA,Rwanda,2035,331748.0
RWA,Rwanda,2036,331748.0
RWA,Rwanda,2037,331748.0
RWA,Rwanda,2038,331748.0
RWA,Rwanda,2039,331748.0
RWA,Rwanda,2040,331748.0
RWA,Rwanda,2041,331748.0
RWA,Rwanda,2042,331748.0
RWA,Rwanda,2043,331748.0
RWA,Rwanda,2044,331748.0
RWA,Rwanda,2045,331748.0
RWA,Rwanda,2046,331748.0
RWA,Rwanda,2047,331748.0
RWA,Rwanda,2048,331748.0
RWA,Rwanda,2049,331748.0
RWA,Rwanda,2050,331748.0
SAU,Saudi Arabia,2023,21804724.0
SAU,Saudi Arabia,2024,21804724.0
SAU,Saudi Arabia,2025,21804724.0
SAU,Saudi Arabia,2026,21804724.0
SAU,Saudi Arabia,2027,21804724.0
SAU,Saudi Arabia,2028,21804724.0
SAU,Saudi Arabia,2029,21804724.0
SAU,Saudi Arabia,2030,21804724.0
SAU,Saudi Arabia,2031,21804724.0
SAU,Saudi Arabia,2032,21804724.0
SAU,Saudi Arabia,2033,21804724.0
SAU,Saudi Arabia,2034,21804724.0
SAU,Saudi Arabia,2035,21804724.0
SAU,Saudi Arabia,2036,21804724.0
SAU,Saudi Arabia,2037,21804724.0
SAU,Saudi Arabia,2038,21804724.0
SAU,Saudi Arabia,2039,21804724.0
SAU,Saudi Arabia,2040,21804724.0
SAU,Saudi Arabia,2041,21804724.0
SAU,Saudi Arabia,2042,21804724.0
SAU,Saudi Arabia,2043,21804724.0
SAU,Saudi Arabia,2044,21804724.0
SAU,Saudi Arabia,2045,21804724.0
SAU,Saudi Arabia,2046,21804724.0
SAU,Saudi Arabia,2047,21804724.0
SAU,Saudi Arabia,2048,21804724.0
SAU,Saudi Arabia,2049,21804724.0
SAU,Saudi Arabia,2050,21804724.0
SDN,Sudan,2023,41332641.0
SDN,Sudan,2024,41332641.0
SDN,Sudan,2025,41332641.0
SDN,Sudan,2026,41332641.0
SDN,Sudan,2027,41332641.0
SDN,Sudan,2028,41332641.0
SDN,Sudan,2029,41332641.0
SDN,Sudan,2030,41332641.0
SDN,Sudan,2031,41332641.0
SDN,Sudan,2032,41332641.0
SDN,Sudan,2033,41332641.0
SDN,Sudan,2034,41332641.0
SDN,Sudan,2035,41332641.0
SDN,Sudan,2036,41332641.0
SDN,Sudan,2037,41332641.0
SDN,Sudan,2038,41332641.0
SDN,Sudan,2039,41332641.0
SDN,Sudan,2040,41332641.0
SDN,Sudan,2041,41332641.0
SDN,Sudan,2042,41332641.0
SDN,Sudan,2043,41332641.0
SDN,Sudan,2044,41332641.0
SDN,Sudan,2045,41332641.0
SDN,Sudan,2046,41332641.0
SDN,Sudan,2047,41332641.0
SDN,Sudan,2048,41332641.0
SDN,Sudan,2049,41332641.0
SDN,Sudan,2050,41332641.0
SEN,Senegal,2023,7972868.0
SEN,Senegal,2024,7972868.0
SEN,Senegal,2025,7972868.0
SEN,Senegal,2026,7972868.0
SEN,Senegal,2027,7972868.0
SEN,Senegal,2028,7972868.0
SEN,Senegal,2029,7972868.0
SEN,Senegal,2030,7972868.0
SEN,Senegal,2031,7972868.0
SEN,Senegal,2032,7972868.0
SEN,Senegal,2033,7972868.0
SEN,Senegal,2034,7972868.0
SEN,Senegal,2035,7972868.0
SEN,Senegal,2036,7972868.0
SEN,Senegal,2037,7972868.0
SEN,Senegal,2038,7972868.0
SEN,Senegal,2039,7972868.0
SEN,Senegal,2040,7972868.0
SEN,Senegal,2041,7972868.0
SEN,Senegal,2042,7972868.0
SEN,Senegal,2043,7972868.0
SEN,Senegal,2044,7972868.0
SEN,Senegal,2045,7972868.0
SEN,Senegal,2046,7972868.0
SEN,Senegal,2047,7972868.0
SEN,Senegal,2048,7972868.0
SEN,Senegal,2049,7972868.0
SEN,Senegal,2050,7972868.0
SGP,Singapore,2023,0.0
SGP,Singapore,2024,0.0
SGP,Singapore,2025,0.0
SGP,Singapore,2026,0.0
SGP,Singapore,2027,0.0
SGP,Singapore,2028,0.0
SGP,Singapore,2029,0.0
SGP,Singapore,2030,0.0
SGP,Singapore,2031,0.0
SGP,Singapore,2032,0.0
SGP,Singapore,2033,0.0
SGP,Singapore,2034,0.0
SGP,Singapore,2035,0.0
SGP,Singapore,2036,0.0
SGP,Singapore,2037,0.0
SGP,Singapore,2038,0.0
SGP,Singapore,2039,0.0
SGP,Singapore,2040,0.0
SGP,Singapore,2041,0.0
SGP,Singapore,2042,0.0
SGP,Singapore,2043,0.0
SGP,Singapore,2044,0.0
SGP,Singapore,2045,0.0
SGP,Singapore,2046,0.0
SGP,Singapore,2047,0.0
SGP,Singapore,2048,0.0
SGP,Singapore,2049,0.0
SGP,Singapore,2050,0.0
SLB,Solomon Islands,2023,0.0
SLB,Solomon Islands,2024,0.0
SLB,Solomon Islands,2025,0.0
SLB,Solomon Islands,2026,0.0
SLB,Solomon Islands,2027,0.0
SLB,Solomon Islands,2028,0.0
SLB,Solomon Islands,2029,0.0
SLB,Solomon Islands,2030,0.0
SLB,Solomon Islands,2031,0.0
SLB,Solomon Islands,2032,0.0
SLB,Solomon Islands,2033,0.0
SLB,Solomon Islands,2034,0.0
SLB,Solomon Islands,2035,0.0
SLB,Solomon Islands,2036,0.0
SLB,Solomon Islands,2037,0.0
SLB,Solomon Islands,2038,0.0
SLB,Solomon Islands,2039,0.0
SLB,Solomon Islands,2040,0.0
SLB,Solomon Islands,2041,0.0
SLB,Solomon Islands,2042,0.0
SLB,Solomon Islands,2043,0.0
SLB,Solomon Islands,2044,0.0
SLB,Solomon Islands,2045,0.0
SLB,Solomon Islands,2046,0.0
SLB,Solomon Islands,2047,0.0
SLB,Solomon Islands,2048,0.0
SLB,Solomon Islands,2049,0.0
SLB,Solomon Islands,2050,0.0
SLE,Sierra Leone,2023,1022738.0
SLE,Sierra Leone,2024,1022738.0
SLE,Sierra Leone,2025,1022738.0
SLE,Sierra Leone,2026,1022738.0
SLE,Sierra Leone,2027,1022738.0
SLE,Sierra Leone,2028,1022738.0
SLE,Sierra Leone,2029,1022738.0
SLE,Sierra Leone,2030,1022738.0
SLE,Sierra Leone,2031,1022738.0
SLE,Sierra Leone,2032,1022738.0
SLE,Sierra Leone,2033,1022738.0
SLE,Sierra Leone,2034,1022738.0
SLE,Sierra Leone,2035,1022738.0
SLE,Sierra Leone,2036,1022738.0
SLE,Sierra Leone,2037,1022738.0
SLE,Sierra Leone,2038,1022738.0
SLE,Sierra Leone,2039,1022738.0
SLE,Sierra Leone,2040,1022738.0
SLE,Sierra Leone,2041,1022738.0
SLE,Sierra Leone,2042,1022738.0
SLE,Sierra Leone,2043,1022738.0
SLE,Sierra Leone,2044,1022738.0
SLE,Sierra Leone,2045,1022738.0
SLE,Sierra Leone,2046,1022738.0
SLE,Sierra Leone,2047,1022738.0
SLE,Sierra Leone,2048,1022738.0
SLE,Sierra Leone,2049,1022738.0
SLE,Sierra Leone,2050,1022738.0
SLV,El Salvador,2023,5644.0
SLV,El Salvador,2024,5644.0
SLV,El Salvador,2025,5644.0
SLV,El Salvador,2026,5644.0
SLV,El Salvador,2027,5644.0
SLV,El Salvador,2028,5644.0
SLV,El Salvador,2029,5644.0
SLV,El Salvador,2030,5644.0
SLV,El Salvador,2031,5644.0
SLV,El Salvador,2032,5644.0
SLV,El Salvador,2033,5644.0
SLV,El Salvador,2034,5644.0
SLV,El Salvador,2035,5644.0
SLV,El Salvador,2036,5644.0
SLV,El Salvador,2037,5644.0
SLV,El Salvador,2038,5644.0
SLV,El Salvador,2039,5644.0
SLV,El Salvador,2040,5644.0
SLV,El Salvador,2041,5644.0
SLV,El Salvador,2042,5644.0
SLV,El Salvador,2043,5644.0
SLV,El Salvador,2044,5644.0
SLV,El Salvador,2045,5644.0
SLV,El Salvador,2046,5644.0
SLV,El Salvador,2047,5644.0
SLV,El Salvador,2048,5644.0
SLV,El Salvador,2049,5644.0
SLV,El Salvador,2050,5644.0
SOM,Somalia,2023,10241518.0
SOM,Somalia,2024,10241518.0
SOM,Somalia,2025,10241518.0
SOM,Somalia,2026,10241518.0
SOM,Somalia,2027,10241518.0
SOM,Somalia,2028,10241518.0
SOM,Somalia,2029,10241518.0
SOM,Somalia,2030,10241518.0
SOM,Somalia,2031,10241518.0
SOM,Somalia,2032,10241518.0
SOM,Somalia,2033,10241518.0
SOM,Somalia,2034,10241518.0
SOM,Somalia,2035,10241518.0
SOM,Somalia,2036,10241518.0
SOM,Somalia,2037,10241518.0
SOM,Somalia,2038,10241518.0
SOM,Somalia,2039,10241518.0
SOM,Somalia,2040,10241518.0
SOM,Somalia,2041,10241518.0
SOM,Somalia,2042,10241518.0
SOM,Somalia,2043,10241518.0
SOM,Somalia,2044,10241518.0
SOM,Somalia,2045,10241518.0
SOM,Somalia,2046,10241518.0
SOM,Somalia,2047,10241518.0
SOM,Somalia,2048,10241518.0
SOM,Somalia,2049,10241518.0
SOM,Somalia,2050,10241518.0
SRB,Serbia,2023,1720826.0
SRB,Serbia,2024,1720826.0
SRB,Serbia,2025,1720826.0
SRB,Serbia,2026,1720826.0
SRB,Serbia,2027,1720826.0
SRB,Serbia,2028,1720826.0
SRB,Serbia,2029,1720826.0
SRB,Serbia,2030,1720826.0
SRB,Serbia,2031,1720826.0
SRB,Serbia,2032,1720826.0
SRB,Serbia,2033,1720826.0
SRB,Serbia,2034,1720826.0
SRB,Serbia,2035,1720826.0
SRB,Serbia,2036,1720826.0
SRB,Serbia,2037,1720826.0
SRB,Serbia,2038,1720826.0
SRB,Serbia,2039,1720826.0
SRB,Serbia,2040,1720826.0
SRB,Serbia,2041,1720826.0
SRB,Serbia,2042,1720826.0
SRB,Serbia,2043,1720826.0
SRB,Serbia,2044,1720826.0
SRB,Serbia,2045,1720826.0
SRB,Serbia,2046,1720826.0
SRB,Serbia,2047,1720826.0
