Year,iso_code3,net_imports_cement_clinker_tonne
2020,MDG,1635.82
2010,MEX,-128635.22
2011,MEX,-441413.62
2012,MEX,-780184.83
2013,MEX,-793069.63
2014,MEX,3895.52
2015,MEX,0.0
2016,MEX,0.0
2017,MEX,29.734
2018,MEX,477.797
2019,MEX,0.0
2020,MEX,0.0
2010,MKD,1191.14
2011,MKD,8931.724
2012,MKD,-154117.0
2013,MKD,-20117.8
2014,MKD,-44490.21979999999
2015,MKD,-31581.3
2016,MKD,-45051.7
2017,MKD,-78728.1
2018,MKD,-60003.7
2019,MKD,-52499.50000000001
2020,MKD,-31953.8
2010,MLI,3020.0
2011,MLI,345.0
2012,MLI,35516.8
2013,MLI,94131.46666666667
2014,MLI,94131.46666666667
2015,MLI,94131.46666666667
2016,MLI,23334.8
2017,MLI,112262.0
2018,MLI,227662.2
2019,MLI,325641.0
2020,MLI,94131.46666666667
2010,MLT,36.19
2011,MLT,18.8927
2012,MLT,18.8927
2013,MLT,3.369
2014,MLT,6.088
2015,MLT,18.8927
2016,MLT,-0.093
2017,MLT,108.7682
2018,MLT,-0.06
2019,MLT,0.013
2020,MLT,51.2
2010,MMR,16321.7
2011,MMR,37697.6
2012,MMR,216594.0
2013,MMR,132227.0
2014,MMR,192015.0
2015,MMR,8369.72
2016,MMR,93379.7
2017,MMR,30323.6
2018,MMR,-2.026
2019,MMR,-600.0
2020,MMR,178793.0
2010,MNE,0.012
2011,MNE,186.9846
2012,MNE,186.9846
2013,MNE,72.0
2014,MNE,96.631
2015,MNE,74.54
2016,MNE,186.9846
2017,MNE,186.9846
2018,MNE,-0.01
2019,MNE,186.9846
2020,MNE,186.9846
2013,MNG,21008.3
2014,MNG,26782.0
2015,MNG,107744.0
2016,MNG,1998.5
2017,MNG,4853.58
2018,MNG,762.6800000000001
2019,MNG,6232.95
2020,MNG,12.0
2010,MOZ,209434.0
2011,MOZ,225107.0
2012,MOZ,166.941
2013,MOZ,162764.0
2014,MOZ,155511.999
2015,MOZ,643762.0
2016,MOZ,0.0
2017,MOZ,708891000.0
2018,MOZ,0.0
2019,MOZ,-9.0
2020,MOZ,0.0
2010,MRT,552959.0
2011,MRT,550562.0
2012,MRT,626470.0
2013,MRT,676902.0
2014,MRT,818972.0
2015,MRT,824345.0
2016,MRT,665999.0
2017,MRT,795033.0
2018,MRT,890223.0
2019,MRT,749828.0
2020,MRT,822958.0
2010,MUS,1.708
2011,MUS,5.187
2012,MUS,0.004
2013,MUS,0.445
2014,MUS,1.143357142857143
2015,MUS,1.143357142857143
2016,MUS,1.145
2017,MUS,0.297
2018,MUS,1.6130000000000002
2019,MUS,1.143357142857143
2020,MUS,0.2
2010,MWI,162228.0
2011,MWI,154143.0
2012,MWI,154402.0
2013,MWI,160078.948
2014,MWI,0.0
2015,MWI,190479.0
2016,MWI,132152.0
2017,MWI,138964.0
2018,MWI,101223.95
2019,MWI,93095.0
2020,MWI,122041.0
2010,MYS,6615910.0
2011,MYS,1733558.0
2012,MYS,2008974.0
2013,MYS,1977937.0
2014,MYS,2127157.0
2015,MYS,2350965.0
2016,MYS,1165110.0
2017,MYS,180596.0
2018,MYS,-237732.0
2019,MYS,-987717.0
2020,MYS,95366.0
2010,"Micronesia, Fed. Sts.",997.568
2011,"Micronesia, Fed. Sts.",563.504
2012,"Micronesia, Fed. Sts.",954.984
2013,"Micronesia, Fed. Sts.",127.922
2014,"Micronesia, Fed. Sts.",693.7443333333334
2015,"Micronesia, Fed. Sts.",693.7443333333334
2016,"Micronesia, Fed. Sts.",693.7443333333334
2017,"Micronesia, Fed. Sts.",693.7443333333334
2018,"Micronesia, Fed. Sts.",693.7443333333334
2019,"Micronesia, Fed. Sts.",693.7443333333334
2020,"Micronesia, Fed. Sts.",693.7443333333334
2010,NAM,31.598
2011,NAM,18.202
2012,NAM,21.239
2013,NAM,-75.631
2014,NAM,-66.28099999999999
2015,NAM,32.149
2016,NAM,8.592999999999996
2017,NAM,91.34980000000002
2018,NAM,87484.2
2019,NAM,907.734
2020,NAM,-9968.8299
2010,NCL,122312.0
2011,NCL,98460.0
2012,NCL,97540.0
2013,NCL,77049.996
2014,NCL,72940.0
2015,NCL,94840.0
2016,NCL,93103.1992
2017,NCL,93103.1992
2018,NCL,93103.1992
2019,NCL,93103.1992
2020,NCL,93103.1992
2010,NGA,9988.75
2010,NGA,-1004.04
2011,NGA,18991.0
2011,NGA,18037.23
2011,NGA,58082.3
2011,NGA,57128.530000000006
2012,NGA,82527.90000000001
2012,NGA,56474.2
2013,NGA,39211.4
2013,NGA,28292.8
2014,NGA,163126.4
2014,NGA,-3578.900000000001
2015,NGA,25333.200000000004
2015,NGA,-19676.399999999998
2016,NGA,60396.73
2016,NGA,-982.1399999999994
2017,NGA,30011.23
2018,NGA,428.15
2018,NGA,-9.9762
2019,NGA,177.79
2019,NGA,0.089
2020,NGA,1261.23
2020,NGA,0.0
2010,NIC,255545.0
2011,NIC,252325.995
2012,NIC,256375.0
2013,NIC,275716.0
2014,NIC,332464.947
2015,NIC,420326.977
2016,NIC,411042.0
2017,NIC,454607.9895
2018,NIC,389808.95
2019,NIC,-0.5476150000000001
2020,NIC,414654.89
2010,NLD,636659.915
2011,NLD,420363.47
2012,NLD,526895.2
2013,NLD,633599.88
2014,NLD,352122.653
2015,NLD,115422.71
2016,NLD,125411.07
2017,NLD,221130.761
2018,NLD,191279.136
2019,NLD,-912.834
2020,NLD,304115.55
2010,NOR,7070.110000000001
2011,NOR,169.903
2012,NOR,51.674
2013,NOR,375.633
2014,NOR,101.101
2015,NOR,33780.5
2016,NOR,33708.6
2017,NOR,54350.4
2018,NOR,0.0
2019,NOR,0.0
2020,NOR,1.671
2010,NPL,1584110.0
2011,NPL,1333070.0
2012,NPL,1031710.0
2013,NPL,1138199.94
2014,NPL,1124100.0
2015,NPL,1041490.0
2016,NPL,2436120.0
2017,NPL,2949540.0
2018,NPL,3109540.0
2019,NPL,645032.0
2020,NPL,767516.0
2012,NZL,20810.3
2013,NZL,60760.78333
2014,NZL,72465.0
2015,NZL,64167.0
2016,NZL,104978.0
2017,NZL,-0.011
2018,NZL,93839.94
2019,NZL,124469.0
2020,NZL,118068.0
2010,OMN,125273.0
2011,OMN,132572.85
2012,OMN,485680.19
2013,OMN,1181034.5
2014,OMN,826181.639
2015,OMN,977655.355
2016,OMN,858048.0
2017,OMN,538773.35
2018,OMN,715518.0
2019,OMN,0.0
2020,OMN,0.0
2010,PAK,-316706.0
2011,PAK,-213198.0
2012,PAK,-57570.0
2013,PAK,-3278.0
2014,PAK,-7349.0
2015,PAK,9826.0
2016,PAK,15594.0
2017,PAK,39662.0
2018,PAK,-1598482.0
2019,PAK,-2447957.0
2020,PAK,-3936495.3
2010,PAN,81247.5
2011,PAN,65294.7
2012,PAN,459493.0
2013,PAN,326320.0
2014,PAN,321247.0
2015,PAN,138458.0
2016,PAN,21062.6
2017,PAN,47601.5
2018,PAN,75337.40000000001
2019,PAN,32559.0
2020,PAN,0.0
2010,PER,668724.26667
2011,PER,457732.8
2012,PER,801051.8
2013,PER,1605321.63
2014,PER,-423858.0
2015,PER,-353245.0
2016,PER,565311.0
2017,PER,-23871.0
2018,PER,-185747.0
2019,PER,-52340.0
2020,PER,-272360.0
2010,PHL,-129508.0
2011,PHL,-354748.9
2012,PHL,762216.205
2013,PHL,1639980.0
2014,PHL,1320012.93
2015,PHL,2322784.244
2016,PHL,2942430.0
2017,PHL,4182890.47
2018,PHL,4975049.65
2019,PHL,4178885.367
2020,PHL,3594858.08
2010,PLW,2989.76
2011,PLW,1338.43
2012,PLW,3300.4500000000003
2013,PLW,2405.17
2014,PLW,3384.86
2015,PLW,3574.6800000000003
2016,PLW,4875.37
2017,PLW,2839.13
2018,PLW,429.006
2019,PLW,2810.5835
2020,PLW,2810.5835
2011,PNG,671742.0
2012,PNG,133354.0
2013,PNG,402548.0
2014,PNG,402548.0
2015,PNG,402548.0
2016,PNG,402548.0
2017,PNG,402548.0
2018,PNG,402548.0
2019,PNG,402548.0
2020,PNG,402548.0
2010,POL,17622.199999999997
2011,POL,-24437.8
2012,POL,-91837.97
2013,POL,-136117.5
2014,POL,-213302.1
2015,POL,-91971.5
2016,POL,-144952.7
2017,POL,-45823.8
2018,POL,114006.37
2019,POL,144636.7
2020,POL,3773.899999999994
2010,PRT,-1838523.6
2011,PRT,-918824.95
2012,PRT,-988761.51
2013,PRT,-1400965.56
2014,PRT,-1860196.364
2015,PRT,-1486491.579
2016,PRT,-1022298.16
2017,PRT,-2062352.69
2018,PRT,-1491195.97
2019,PRT,-961082.0
2020,PRT,-1122958.06
2010,PRY,40000.0
2011,PRY,3146.78
2012,PRY,39279.8
2013,PRY,40348.9
2014,PRY,174462.0
2015,PRY,105162.0
2016,PRY,82953.40000000001
2017,PRY,127585.0
2018,PRY,128038.0
2019,PRY,42062.6
2020,PRY,22116.7
2010,PSE,0.0
2011,PSE,108.515
2012,PSE,83.018
2013,PSE,3122.73387
2014,PSE,6284.97
2015,PSE,48836.7
2016,PSE,0.999
2017,PSE,41.6912
2018,PSE,-76.62400000000002
2019,PSE,105.227
2020,PSE,89.8575
2012,PYF,40.027
2013,PYF,93.802375
2014,PYF,0.082
2015,PYF,0.001
2016,PYF,81.9
2017,PYF,93.802375
2018,PYF,93.802375
2019,PYF,93.802375
2020,PYF,506.4
2010,QAT,1355440.0
2011,QAT,373775.6444444445
2012,QAT,373775.6444444445
2013,QAT,75922.2
2014,QAT,105554.0
2015,QAT,1176320.0
2016,QAT,522400.0
2017,QAT,269052.0
2018,QAT,48341.2
2019,QAT,101829.0
2020,QAT,119934.0
2010,ROU,75546.75
2011,ROU,119737.3
2012,ROU,59242.4
2013,ROU,209229.56
2014,ROU,205047.81
2015,ROU,132482.2
2016,ROU,119981.0
2017,ROU,131972.0
2018,ROU,178929.0
2019,ROU,262739.15
2020,ROU,0.0
2010,RUS,-1652073.0
2011,RUS,-507833.0
2012,RUS,-777585.0
2013,RUS,-599168.0
2014,RUS,-137197.0
2015,RUS,-246829.0
2016,RUS,-242999.7
2017,RUS,-752569.4
2018,RUS,-688123.6
2019,RUS,-5482.1
2020,RUS,-1141.25
2010,RWA,6508.1
2011,RWA,7293.95
2012,RWA,10241.4
2013,RWA,10512.65
2014,RWA,8467.615
2015,RWA,18187.000000000004
2016,RWA,2325.84
2017,RWA,-736.7999999999997
2018,RWA,7991.55
2019,RWA,547.296
2020,RWA,116064.5
2010,SAU,-659074.0
2011,SAU,-517903.0
2012,SAU,302517.0
2013,SAU,4560130.0
2014,SAU,1280390.0
2015,SAU,54824.2
2016,SAU,130535.0
2017,SAU,-30294.5
2018,SAU,-2589329.7
2019,SAU,-5075624.2
2020,SAU,-3279136.36
2010,SDN,70787.725
2011,SDN,31568.2
2012,SDN,23.5
2013,SDN,0.44
2014,SDN,249.176
2015,SDN,14450.113699999998
2016,SDN,14450.113699999998
2017,SDN,14450.113699999998
2018,SDN,5015.61
2019,SDN,14450.113699999998
2020,SDN,14450.113699999998
2010,SEN,608324.0
2011,SEN,37843.2
2012,SEN,131.0
2013,SEN,-24175.700000000004
2014,SEN,-324481.375
2015,SEN,121344.0
2016,SEN,241818.5
2017,SEN,326064.796
2018,SEN,517886.0
2019,SEN,504884.0
2020,SEN,660157.0
2010,SGP,189423.447
2011,SGP,57437.756
2012,SGP,24096.6
2013,SGP,-4138.99
2014,SGP,2192.4400000000005
2015,SGP,-6.458999999999975
2016,SGP,0.0
2017,SGP,0.0
2018,SGP,-199.438
2019,SGP,94.96999999999991
2020,SGP,-926.6129
2012,SLB,0.002
2013,SLB,0.0
2014,SLB,0.238
2015,SLB,8088.98
2016,SLB,144.854
2017,SLB,3404.85
2018,SLB,3438.61
2019,SLB,1838.8406666666667
2020,SLB,1838.8406666666667
2014,SLE,20000.0
2015,SLE,185402.66666666663
2016,SLE,212400.0
2017,SLE,229500.0
2018,SLE,219058.0
2019,SLE,185402.66666666663
2020,SLE,185402.66666666663
2010,SLV,-7058.73337
2011,SLV,-2523.112544
2012,SLV,-55919.2222
2013,SLV,-73025.7704437
2014,SLV,-90912.86292
2015,SLV,-127106.43
2016,SLV,-96419.0616
2017,SLV,-115323.9505
2018,SLV,-17729.800000000003
2019,SLV,73449.3
2020,SLV,-36609.6
2010,SRB,1321.36
2011,SRB,5309.47
2012,SRB,51360.4
2013,SRB,27468.402
2014,SRB,36540.50000000001
2015,SRB,17630.654000000002
2016,SRB,4593.777800000001
2017,SRB,-16446.908
2018,SRB,-33449.200000000004
2019,SRB,-3866.7999999999993
2020,SRB,-26137.160000000003
2010,STP,1.502
2011,STP,5852.900000000001
2012,STP,6343.6900000000005
2013,STP,17.34
2014,STP,70.9
2015,STP,39.0
2016,STP,1.515
2017,STP,1189.837888888889
2018,STP,27.2
2019,STP,1189.837888888889
2020,STP,377.49
2010,SUR,41111.0
2011,SUR,68692.525
2012,SUR,108118.0
2013,SUR,96506.6
2014,SUR,63585.3
2015,SUR,61075.53788888889
2016,SUR,76670.3
2017,SUR,39743.866
2018,SUR,61075.53788888889
2019,SUR,49835.3
2020,SUR,38849.1
2010,SVK,-62561.93
2011,SVK,-34673.91
2012,SVK,5832.451999999999
2013,SVK,29713.02
2014,SVK,10238.899999999998
2015,SVK,37835.94
2016,SVK,58132.02
2017,SVK,23913.200000000004
2018,SVK,91172.5
2019,SVK,-13760.7
2020,SVK,57327.8
2010,SVN,-43168.195
2011,SVN,-44774.4
2012,SVN,-6400.0
2013,SVN,-253559.75
2014,SVN,-351644.432
2015,SVN,-316705.552
2016,SVN,-251644.98907
2017,SVN,-325745.053
2018,SVN,-310878.67
2019,SVN,-299333.756
2020,SVN,-285472.09
2010,SWE,-468955.0
2011,SWE,-209694.2
2012,SWE,-386651.62
2013,SWE,-349839.0
2014,SWE,-56015.0
2015,SWE,-303889.294
2016,SWE,-437658.519
2017,SWE,-179207.76
2018,SWE,-170496.0
2019,SWE,29722.6
2020,SWE,-207229.84
2010,SWZ,56417.31340000001
2011,SWZ,9955.47
2012,SWZ,1975.57
2013,SWZ,2836.71
2014,SWZ,7296.17254
2015,SWZ,81197.8
2016,SWZ,81650.15
2017,SWZ,66106.3
2018,SWZ,69979.2
2019,SWZ,63848.64920000001
2020,SWZ,64667.7
2010,SYC,0.0
2011,SYC,0.0
2012,SYC,0.0
2013,SYC,0.0
2014,SYC,308.963
2015,SYC,0.8270000000000001
2016,SYC,0.465
2017,SYC,231.841
2018,SYC,253.053
2019,SYC,71.18527777777778
2020,SYC,71.18527777777778
2010,SYR,187640.85
2011,SYR,187640.85
2012,SYR,187640.85
2013,SYR,187640.85
2014,SYR,187640.85
2015,SYR,187640.85
2016,SYR,187640.85
2017,SYR,187640.85
2018,SYR,187640.85
2019,SYR,187640.85
2020,SYR,187640.85
2012,St. Kitts and Nevis,0.0
2013,St. Kitts and Nevis,0.0
2014,St. Kitts and Nevis,0.0
2015,St. Kitts and Nevis,0.0
2016,St. Kitts and Nevis,0.0
2017,St. Kitts and Nevis,0.0
2018,St. Kitts and Nevis,0.0
2019,St. Kitts and Nevis,0.0
2020,St. Kitts and Nevis,0.0
2010,St. Vincent and the Grenadines,0.512
2011,St. Vincent and the Grenadines,3.026
2012,St. Vincent and the Grenadines,1.081
2013,St. Vincent and the Grenadines,10.0495
2014,St. Vincent and the Grenadines,19.239700000000003
2015,St. Vincent and the Grenadines,2.34847
2016,St. Vincent and the Grenadines,1739.04
2017,St. Vincent and the Grenadines,1.76
2018,St. Vincent and the Grenadines,12.3331
2019,St. Vincent and the Grenadines,67.3119
2020,St. Vincent and the Grenadines,21.0425
2010,TGO,68320.0
2011,TGO,213746.0
2012,TGO,135700.0
2013,TGO,44940.0
2014,TGO,412432.0
2015,TGO,-89221.0
2016,TGO,-502774.0
2017,TGO,-1196986.0
2018,TGO,-1307300.0
2019,TGO,0.0
2020,TGO,0.0
2010,THA,-8493417.763
2011,THA,-6514284.589
2012,THA,-6081660.681
2013,THA,-2446079.371
2014,THA,-3621385.129
2015,THA,-4034743.231
2016,THA,-6159217.722
2017,THA,0.0
2018,THA,7652.85
2019,THA,-9145683.1
2020,THA,0.0
2016,TJK,-59.85
2017,TJK,80.613
2018,TJK,-604.0640000000001
2019,TJK,0.066
2020,TJK,-5266.17
2010,TON,50667.3
2011,TON,37591.9
2012,TON,284793.0
2013,TON,199296.0
2014,TON,4259.22
2015,TON,108020.3275
2016,TON,108020.3275
2017,TON,108020.3275
2018,TON,108020.3275
2019,TON,108020.3275
2020,TON,108020.3275
2010,TTO,1.954
2011,TTO,-3.19
2012,TTO,17435.33
2013,TTO,-258.00600000000003
2014,TTO,-83.5
2015,TTO,0.036
2016,TTO,-270.32
2017,TTO,12920.594
2018,TTO,12709.648
2019,TTO,13031.902
2020,TTO,0.0
2010,TUN,78935.90000000001
2011,TUN,45197.2
2012,TUN,103757.0
2013,TUN,74020.32
2014,TUN,25018.787
2015,TUN,-5000.02
2016,TUN,-45000.0
2017,TUN,-332355.7
2018,TUN,-1342634.4
2019,TUN,-692339.1
2020,TUN,-320963.0
2010,TUR,-2712734.1
2011,TUR,-2388719.1
2012,TUR,-2918752.8
2013,TUR,-2073595.5
2014,TUR,-2885422.0
2015,TUR,-3617387.2
2016,TUR,-4670310.0
2017,TUR,-5640109.0
2018,TUR,-6654091.56
2019,TUR,-12133400.0
2020,TUR,-15611023.943
2010,TWN,-885380.0
2011,TWN,-817719.0
2012,TWN,-204.3699999999999
2013,TWN,-686580.0
2014,TWN,961.941
2015,TWN,988426.8
2016,TWN,1012417.8
2017,TWN,1290883.0
2018,TWN,1522895.0
2019,TWN,1774301.0
2020,TWN,1546966.0
2010,TZA,228034.85
2011,TZA,306870.75
2012,TZA,430956.45
2013,TZA,410086.33
2014,TZA,991572.48
2015,TZA,527490.2
2016,TZA,184323.0
2017,TZA,-124.0
2018,TZA,237891.0
2019,TZA,280687.3
2020,TZA,552037.0
2012,Turks and Caicos Isl.,4.1
2013,Turks and Caicos Isl.,4.1
2014,Turks and Caicos Isl.,4.1
2015,Turks and Caicos Isl.,4.1
2016,Turks and Caicos Isl.,4.1
2017,Turks and Caicos Isl.,4.1
2018,Turks and Caicos Isl.,4.1
2019,Turks and Caicos Isl.,4.1
2020,Turks and Caicos Isl.,4.1
2010,UGA,489011.79
2011,UGA,459492.441
2012,UGA,706016.37
2013,UGA,792437.224
2014,UGA,784641.67
2015,UGA,1032688.0
2016,UGA,1127940.64
2017,UGA,1175874.855
2018,UGA,1847974.46
2019,UGA,1625748.2
2020,UGA,1652780.05
2010,UKR,1535291.2
2011,UKR,821831.7
2012,UKR,1424543.8
2013,UKR,1116515.19
2014,UKR,687075.323
2015,UKR,353416.0
2016,UKR,565271.909
2017,UKR,1012239.1
2018,UKR,387844.7
2019,UKR,-4375.0
2020,UKR,-11934.300000000005
2011,URY,153982.0
2012,URY,71947.40000000001
2013,URY,68022.0
2014,URY,145140.0
2015,URY,-1352.0599999999995
2016,URY,15000.0
2017,URY,-14949.3
2018,URY,0.0
2019,URY,0.017
2020,URY,-1050.0
2010,USA,591777.0
2011,USA,590792.0
2012,USA,769328.0
2013,USA,771571.0
2014,USA,808258.2
2015,USA,924363.0
2016,USA,1676004.0
2017,USA,1212699.0
2018,USA,1211343.0
2019,USA,1374249.0
2020,USA,1772361.0
2018,UZB,37674.3
2019,UZB,-128.0
2020,UZB,19742.3
2010,VEN,-200799.854
2011,VEN,-126460.0
2012,VEN,64898.0
2013,VEN,-80790.9
2014,VEN,-91733.94233333333
2015,VEN,-91733.94233333333
2016,VEN,-91733.94233333333
2017,VEN,-91733.94233333333
2018,VEN,-91733.94233333333
2019,VEN,-91733.94233333333
2020,VEN,-91733.94233333333
2010,VNM,-1653171.34
2011,VNM,-5909725.0
2012,VNM,0.0
2013,VNM,-10561650.0
2014,VNM,-12258722.0
2015,VNM,-9811430.0
2016,VNM,-9012354.0
2017,VNM,-14548233.0
2018,VNM,-21486256.0
2019,VNM,-21133947.0
2020,VNM,-22316599.0
2010,VUT,0.68
2011,VUT,295.61
2012,VUT,148.145
2013,VUT,148.145
2014,VUT,148.145
2015,VUT,148.145
2016,VUT,148.145
2017,VUT,148.145
2018,VUT,148.145
2019,VUT,148.145
2020,VUT,148.145
2010,WSM,2671.7000000000003
2011,WSM,3695.5
2012,WSM,4006.3
2013,WSM,1039.62
2014,WSM,2584.32
2015,WSM,2042.11
2016,WSM,1496.52
2017,WSM,532.32
2018,WSM,80.64
2019,WSM,752.64
2020,WSM,1873.1333333333332
2010,YEM,139844.0
2011,YEM,141761.0
2012,YEM,831269.0
2013,YEM,388209.0
2014,YEM,514677.046
2015,YEM,201669.0
2016,YEM,278774.55585714284
2017,YEM,278774.55585714284
2018,YEM,1958.69
2019,YEM,148648.0
2020,YEM,278774.55585714284
2010,ZAF,-135638.7
2011,ZAF,-37379.0
2012,ZAF,-6853.4000000000015
2013,ZAF,-65763.33
2014,ZAF,-77839.29999999999
2015,ZAF,-71413.1
2016,ZAF,-81239.34000000001
2017,ZAF,-76357.4
2018,ZAF,-94679.8
2019,ZAF,211987.0
2020,ZAF,53677.0
2010,ZMB,-147812.066
2011,ZMB,-52363.987700000005
2012,ZMB,-31005.799
2013,ZMB,1126.9500000000005
2014,ZMB,15642.1
2015,ZMB,19402.314
2016,ZMB,-145319.0
2017,ZMB,-108795.289
2018,ZMB,-75223.0
2019,ZMB,25.05
2020,ZMB,-239033.0
2010,ZWE,-1161.699999999997
2011,ZWE,-23644.000000000004
2012,ZWE,-2259.5
2013,ZWE,-22603.2
2014,ZWE,-20946.45
2015,ZWE,-29823.2
2016,ZWE,68092.48
2017,ZWE,-2332.1800000000003
2018,ZWE,-19089.71
2019,ZWE,28358.934750000004
2020,ZWE,25763.179020000003
