Year,prodinit_ippu_chemicals_tonne,iso_code3
2039,3700885.71597463,"MEX"
2040,3677649.61729589,"MEX"
2041,3654559.4070134,"MEX"
2042,3631614.16916341,"MEX"
2043,3608812.99353306,"MEX"
2044,3586154.97562429,"MEX"
2045,3563639.21661796,"MEX"
2046,3541264.82333818,"MEX"
2047,3519030.90821687,"MEX"
2048,3496936.5892586,"MEX"
2049,3474980.99000554,"MEX"
2050,3453163.23950274,"MEX"
2021,469.8006,"MHL"
2022,1443.59920505911,"MHL"
2023,4435.87910455478,"MHL"
2024,13630.5308019479,"MHL"
2025,41883.7767134093,"MHL"
2026,128700.105466768,"MHL"
2027,395468.566755449,"MHL"
2028,1215192.37862624,"MHL"
2029,3734032.59122854,"MHL"
2030,11473902.9289497,"MHL"
2031,35256909.308241,"MHL"
2032,108337124.835979,"MHL"
2033,332897376.656414,"MHL"
2034,1022924168.90796,"MHL"
2035,3143232505.60193,"MHL"
2036,9658497554.92628,"MHL"
2037,29678547435.5651,"MHL"
2038,91195982902.7271,"MHL"
2039,280226224536.455,"MHL"
2040,861076709943.627,"MHL"
2041,2645909038791.21,"MHL"
2042,8130326323673.72,"MHL"
2043,24982796143143.6,"MHL"
2044,76766919098008.7,"MHL"
2045,235888722544676,"MHL"
2046,724836818743748,"MHL"
2047,2227272283892462,"MHL"
2048,6843942937657698,"MHL"
2049,21030008442459568,"MHL"
2050,64620827367868464,"MHL"
2021,63725.66,"MKD"
2022,70189.1392760718,"MKD"
2023,77308.1875074468,"MKD"
2024,85149.2968474686,"MKD"
2025,93785.7035248683,"MKD"
2026,103298.071872639,"MKD"
2027,113775.247735658,"MKD"
2028,125315.08829391,"MKD"
2029,138025.376051884,"MKD"
2030,152024.825530844,"MKD"
2031,167444.192066507,"MKD"
2032,184427.493068339,"MKD"
2033,203133.353147075,"MKD"
2034,223736.48567399,"MKD"
2035,246429.324609749,"MKD"
2036,271423.821844167,"MKD"
2037,298953.426834088,"MKD"
2038,329275.267029274,"MKD"
2039,362672.549451562,"MKD"
2040,399457.205858107,"MKD"
2041,439972.806194634,"MKD"
2042,484597.767550455,"MKD"
2043,533748.888586989,"MKD"
2044,587885.242451482,"MKD"
2045,647512.464535861,"MKD"
2046,713187.475128544,"MKD"
2047,785523.681068934,"MKD"
2048,865196.704988226,"MKD"
2049,952950.695647829,"MKD"
2050,1049605.27831418,"MKD"
2021,42405.19,"MLI"
2022,46885.4272734423,"MLI"
2023,51839.0152387773,"MLI"
2024,57315.9648360155,"MLI"
2025,63371.570813058,"MLI"
2026,70066.9699760673,"MLI"
2027,77469.7584206878,"MLI"
2028,85654.6739756218,"MLI"
2029,94704.3507484444,"MLI"
2030,104710.153391478,"MLI"
2031,115773.099510393,"MLI"
2032,128004.879528084,"MLI"
2033,141528.984300264,"MLI"
2034,156481.951867076,"MLI"
2035,173014.7459278,"MLI"
2036,191294.279955613,"MLI"
2037,211505.102339699,"MLI"
2038,233851.259567754,"MLI"
2039,258558.356259382,"MLI"
2040,285875.832848292,"MLI"
2041,316079.483908534,"MLI"
2042,349474.242549573,"MLI"
2043,386397.25899116,"MLI"
2044,427221.304399,"MLI"
2045,472358.534346019,"MLI"
2046,522264.649894744,"MLI"
2047,577443.498310697,"MLI"
2048,638452.159855156,"MLI"
2049,705906.572013027,"MLI"
2050,780487.747937498,"MLI"
2021,23262.06,"MLT"
2022,24916.6454669173,"MLT"
2023,26688.9184072283,"MLT"
2024,28587.2497039553,"MLT"
2025,30620.6056448866,"MLT"
2026,32798.5902725694,"MLT"
2027,35131.490746576,"MLT"
2028,37630.3259323,"MLT"
2029,40306.8984457809,"MLT"
2030,43173.8504003757,"MLT"
2031,46244.7231185839,"MLT"
2032,49534.0210910602,"MLT"
2033,53057.2804849077,"MLT"
2034,56831.1425248337,"MLT"
2035,60873.4320937668,"MLT"
2036,65203.2419241827,"MLT"
2037,69841.0227777977,"MLT"
2038,74808.68003957,"MLT"
2039,80129.6771822452,"MLT"
2040,85829.1465901359,"MLT"
2041,91934.008265583,"MLT"
2042,98473.096978779,"MLT"
2043,105477.298461512,"MLT"
2044,112979.695288109,"MLT"
2045,121015.72313261,"MLT"
2046,129623.338140211,"MLT"
2047,138843.196203516,"MLT"
2048,148718.844990368,"MLT"
2049,159296.929630241,"MLT"
2050,170627.413030711,"MLT"
2021,575306.4,"MMR"
2022,652573.491980906,"MMR"
2023,740218.016757945,"MMR"
2024,839633.725651084,"MMR"
2025,952401.559122349,"MMR"
2026,1080314.78739769,"MMR"
2027,1225407.52762479,"MMR"
2028,1389987.09105583,"MMR"
2029,1576670.67465038,"MMR"
2030,1788426.98058024,"MMR"
2031,2028623.42548269,"MMR"
2032,2301079.69019901,"MMR"
2033,2610128.46156328,"MMR"
2034,2960684.3321769,"MMR"
2035,3358321.9538351,"MMR"
2036,3809364.68742623,"MMR"
2037,4320985.15904305,"MMR"
2038,4901319.32138143,"MMR"
2039,5559595.83426738,"MMR"
2040,6306282.82176308,"MMR"
2041,7153254.33963038,"MMR"
2042,8113979.20037073,"MMR"
2043,9203735.15859786,"MMR"
2044,10439851.8627876,"MMR"
2045,11841986.4369016,"MMR"
2046,13432436.0742717,"MMR"
2047,15236492.6147142,"MMR"
2048,17282844.7434711,"MMR"
2049,19604034.2078774,"MMR"
2050,22236973.3066548,"MMR"
2021,7986.931,"MNE"
2022,7633.4409399128,"MNE"
2023,7295.59584064728,"MNE"
2024,6972.7032787756,"MNE"
2025,6664.10147653333,"MNE"
2026,6369.15794548655,"MNE"
2027,6087.26819022825,"MNE"
2028,5817.85446944731,"MNE"
2029,5560.36461183072,"MNE"
2030,5314.27088437235,"MNE"
2031,5079.06891076867,"MNE"
2032,4854.27663768472,"MNE"
2033,4639.43334677172,"MNE"
2034,4434.09871041128,"MNE"
2035,4237.85188925108,"MNE"
2036,4050.29066968226,"MNE"
2037,3871.03063949086,"MNE"
2038,3699.70439999373,"MNE"
2039,3535.96081304417,"MNE"
2040,3379.46428136398,"MNE"
2041,3229.89406072705,"MNE"
2042,3086.94360258466,"MNE"
2043,2950.31992578522,"MNE"
2044,2819.74301610085,"MNE"
2045,2694.94525233001,"MNE"
2046,2575.67085780002,"MNE"
2047,2461.67537614523,"MNE"
2048,2352.72517028659,"MNE"
2049,2248.59694358558,"MNE"
2050,2149.07728219124,"MNE"
2021,14894.23,"MNG"
2022,16765.817237928,"MNG"
2023,18872.5854008972,"MNG"
2024,21244.0869812425,"MNG"
2025,23913.5879944219,"MNG"
2026,26918.5346149205,"MNG"
2027,30301.0784489428,"MNG"
2028,34108.6678121054,"MNG"
2029,38394.7133062239,"MNG"
2030,43219.3370315077,"MNG"
2031,48650.2159436691,"MNG"
2032,54763.5311860559,"MNG"
2033,61645.036713478,"MNG"
2034,69391.2621977462,"MNG"
2035,78110.8670885677,"MNG"
2036,87926.1648237616,"MNG"
2037,98974.8385695081,"MNG"
2038,111411.872558018,"MNG"
2039,125411.726114278,"MNG"
2040,141170.78086783,"MNG"
2041,158910.09547762,"MNG"
2042,178878.506511547,"MNG"
2043,201356.118978028,"MNG"
2044,226658.23547267,"MNG"
2045,255139.779055786,"MNG"
2046,287200.27190225,"MNG"
2047,323289.43956125,"MNG"
2048,363913.519439145,"MNG"
2049,409642.361997088,"MNG"
2050,461117.424274792,"MNG"
2021,51.85492,"MNP"
2022,131.295473125482,"MNP"
2023,332.43713929641,"MNP"
2024,841.723244166686,"MNP"
2025,2131.22403011287,"MNP"
2026,5396.21056922017,"MNP"
2027,13663.0819172123,"MNP"
2028,34594.6113632536,"MNP"
2029,87592.7658654292,"MNP"
2030,221782.882640087,"MNP"
2031,561549.193545444,"MNP"
2032,1421829.73283503,"MNP"
2033,3600040.41036904,"MNP"
2034,9115220.09773146,"MNP"
2035,23079529.1049443,"MNP"
2036,58436840.5803536,"MNP"
2037,147960745.710453,"MNP"
2038,374633228.863397,"MNP"
2039,948562779.233806,"MNP"
2040,2401739292.79468,"MNP"
2041,6081149036.03243,"MNP"
2042,15397330471.8713,"MNP"
2043,38985689095.1474,"MNP"
2044,98710874394.76,"MNP"
2045,249933679509.872,"MNP"
2046,632826368283.69,"MNP"
2047,1602301911372.88,"MNP"
2048,4056991844622.77,"MNP"
2049,10272210692948.1,"MNP"
2050,26009002867524.6,"MNP"
2021,144529.6,"MOZ"
2022,169377.214220088,"MOZ"
2023,198496.644956863,"MOZ"
2024,232622.305429665,"MOZ"
2025,272614.869612391,"MOZ"
2026,319482.979057019,"MOZ"
2027,374408.681567045,"MOZ"
2028,438777.243302701,"MOZ"
2029,514212.086200897,"MOZ"
2030,602615.731857055,"MOZ"
2031,706217.784503295,"MOZ"
2032,827631.163248568,"MOZ"
2033,969918.001798753,"MOZ"
2034,1136666.87769555,"MOZ"
2035,1332083.31885176,"MOZ"
2036,1561095.87002358,"MOZ"
2037,1829480.39429348,"MOZ"
2038,2144005.74453743,"MOZ"
2039,2512604.47881689,"MOZ"
2040,2944572.92526182,"MOZ"
2041,3450805.64222652,"MOZ"
2042,4044070.18697408,"MOZ"
2043,4739329.12275533,"MOZ"
2044,5554117.38553507,"MOZ"
2045,6508984.52782881,"MOZ"
2046,7628012.9933612,"MOZ"
2047,8939425.49380993,"MOZ"
2048,10476296.8061183,"MOZ"
2049,12277387.9424223,"MOZ"
2050,14388123.7309644,"MOZ"
2021,21707.65,"MRT"
2022,24220.3949953815,"MRT"
2023,27024.0000060946,"MRT"
2024,30152.133211232,"MRT"
2025,33642.3600126867,"MRT"
2026,37536.5941538628,"MRT"
2027,41881.6010571334,"MRT"
2028,46729.5594245695,"MRT"
2029,52138.6878461383,"MRT"
2030,58173.9439402406,"MRT"
2031,64907.8044224871,"MRT"
2032,72421.1354704727,"MRT"
2033,80804.1638366602,"MRT"
2034,90157.5603713635,"MRT"
2035,100593.648967731,"MRT"
2036,112237.755446822,"MRT"
2037,125229.712581373,"MRT"
2038,139725.539331938,"MRT"
2039,155899.314461135,"MRT"
2040,173945.267026042,"MRT"
2041,194080.108853231,"MRT"
2042,216545.637006856,"MRT"
2043,241611.637502565,"MRT"
2044,269579.125137592,"MRT"
2045,300783.958343802,"MRT"
2046,335600.872474047,"MRT"
2047,374447.979957114,"MRT"
2048,417791.791363136,"MRT"
2049,466152.817676863,"MRT"
2050,520111.821055879,"MRT"
2021,25676.22,"MUS"
2022,29013.4894059088,"MUS"
2023,32784.5207552663,"MUS"
2024,37045.6923024775,"MUS"
2025,41860.7100715171,"MUS"
2026,47301.5602835535,"MUS"
2027,53449.5855764531,"MUS"
2028,60396.7011060288,"MUS"
2029,68246.7687101766,"MUS"
2030,77117.1496801406,"MUS"
2031,87140.4593533878,"MUS"
2032,98466.5497598769,"MUS"
2033,111264.749962985,"MUS"
2034,125726.397588981,"MUS"
2035,142067.699392317,"MUS"
2036,160532.963623182,"MUS"
2037,181398.252522386,"MUS"
2038,204975.509549639,"MUS"
2039,231617.223048767,"MUS"
2040,261721.696073309,"MUS"
2041,295739.001158248,"MUS"
2042,334177.70906383,"MUS"
2043,377612.492088568,"MUS"
2044,426692.715623658,"MUS"
2045,482152.146395594,"MUS"
2046,544819.922538628,"MUS"
2047,615632.94950357,"MUS"
2048,695649.907126136,"MUS"
2049,786067.077265486,"MUS"
2050,888236.228641751,"MUS"
2021,2275855,"MYS"
2022,2396293.21382769,"MYS"
2023,2523105.01619683,"MYS"
2024,2656627.69732125,"MYS"
2025,2797216.39680805,"MYS"
2026,2945245.04824722,"MYS"
2027,3101107.37378893,"MYS"
2028,3265217.9313539,"MYS"
2029,3438013.21726201,"MYS"
2030,3619952.82721212,"MYS"
2031,3811520.67870087,"MYS"
2032,4013226.29813182,"MYS"
2033,4225606.1760385,"MYS"
2034,4449225.19402572,"MYS"
2035,4684678.12722472,"MYS"
2036,4932591.22625809,"MYS"
2037,5193623.88292235,"MYS"
2038,5468470.38401842,"MYS"
2039,5757861.7579947,"MYS"
2040,6062567.71931457,"MYS"
2041,6383398.71571973,"MYS"
2042,6721208.08383467,"MYS"
2043,7076894.31884581,"MYS"
2044,7451403.46429185,"MYS"
2045,7845731.62832196,"MYS"
2046,8260927.63311423,"MYS"
2047,8698095.80450127,"MYS"
2048,9158398.9092229,"MYS"
2049,9643061.24761803,"MYS"
2050,10153371.9099819,"MYS"
2021,211316.2,"NAM"
2022,245161.823830583,"NAM"
2023,284428.358374502,"NAM"
2024,329984.04802013,"NAM"
2025,382836.200194845,"NAM"
2026,444153.458505019,"NAM"
2027,515291.643270851,"NAM"
2028,597823.730830575,"NAM"
2029,693574.634503305,"NAM"
2030,804661.556271882,"NAM"
2031,933540.801424452,"NAM"
2032,1083062.09129959,"NAM"
2033,1256531.57507457,"NAM"
2034,1457784.9338858,"NAM"
2035,1691272.19372763,"NAM"
2036,1962156.12247531,"NAM"
2037,2276426.38674362,"NAM"
2038,2641031.99276786,"NAM"
2039,3064034.93978165,"NAM"
2040,3554788.4834078,"NAM"
2041,4124143.950744,"NAM"
2042,4784690.68014788,"NAM"
2043,5551034.39116474,"NAM"
2044,6440120.13979164,"NAM"
2045,7471607.00012298,"NAM"
2046,8668302.75717385,"NAM"
2047,10056668.2226181,"NAM"
2048,11667402.3246496,"NAM"
2049,13536120.909217,"NAM"
2050,15704144.2619872,"NAM"
2021,33110.93,"NCL"
2022,52243.2405450966,"NCL"
2023,82430.6711606356,"NCL"
2024,130061.142400375,"NCL"
2025,205213.672584637,"NCL"
2026,323791.18496466,"NCL"
2027,510885.703376214,"NCL"
2028,806088.040793008,"NCL"
2029,1271865.55665077,"NCL"
2030,2006780.78861359,"NCL"
2031,3166348.13521754,"NCL"
2032,4995942.04323732,"NCL"
2033,7882720.35591295,"NCL"
2034,12437550.2501346,"NCL"
2035,19624272.9971496,"NCL"
2036,30963661.0845038,"NCL"
2037,48855226.7844659,"NCL"
2038,77084979.6362138,"NCL"
2039,121626578.702217,"NCL"
2040,191905410.322725,"NCL"
2041,302793081.118398,"NCL"
2042,477754378.154265,"NCL"
2043,753812620.16459,"NCL"
2044,1189384110.9624,"NCL"
2045,1876639532.91328,"NCL"
2046,2961008057.89588,"NCL"
2047,4671951413.76651,"NCL"
2048,7371519964.0846,"NCL"
2049,11630965686.1542,"NCL"
2050,18351624013.9893,"NCL"
2021,140719.9,"NER"
2022,207666.749391345,"NER"
2023,306463.256460299,"NER"
2024,452261.75030679,"NER"
2025,667423.211359951,"NER"
2026,984946.754307341,"NER"
2027,1453530.67185637,"NER"
2028,2145041.24693828,"NER"
2029,3165534.81818868,"NER"
2030,4671523.54271405,"NER"
2031,6893979.52116627,"NER"
2032,10173758.7756323,"NER"
2033,15013878.0231313,"NER"
2034,22156661.885219,"NER"
2035,32697592.5300297,"NER"
2036,48253322.7612725,"NER"
2037,71209620.5665643,"NER"
2038,105087272.151625,"NER"
2039,155082061.670962,"NER"
2040,228861643.847933,"NER"
2041,337741525.102419,"NER"
2042,498420512.326222,"NER"
2043,735541793.483049,"NER"
2044,1085472440.60083,"NER"
2045,1601880994.04181,"NER"
2046,2363968557.00181,"NER"
2047,3488615795.60471,"NER"
2048,5148308818.7849,"NER"
2049,7597593213.60984,"NER"
2050,11212113467.0228,"NER"
2021,1748302,"NGA"
2022,2077396.27966862,"NGA"
2023,2468438.12040542,"NGA"
2024,2933088.3153611,"NGA"
2025,3485202.644778,"NGA"
2026,4141245.05271576,"NGA"
2027,4920778.59872482,"NGA"
2028,5847048.82455316,"NGA"
2029,6947676.9317701,"NGA"
2030,8255483.44073206,"NGA"
2031,9809466.89224328,"NGA"
2032,11655966.7766088,"NGA"
2033,13850045.3684022,"NGA"
2034,16457129.6729972,"NGA"
2035,19554962.4473967,"NGA"
2036,23235920.4744269,"NGA"
2037,27609769.2207928,"NGA"
2038,32806936.0223715,"NGA"
2039,38982399.4025067,"NGA"
2040,46320310.5020321,"NGA"
2041,55039484.4311893,"NGA"
2042,65399925.2945039,"NGA"
2043,77710579.4636215,"NGA"
2044,92338548.2992185,"NGA"
2045,109720035.043601,"NGA"
2046,130373352.318243,"NGA"
2047,154914378.107355,"NGA"
2048,184074921.121978,"NGA"
2049,218724543.196252,"NGA"
2050,259896489.455548,"NGA"
2021,30290.65,"NIC"
2022,32428.1027170808,"NIC"
2023,34716.384291177,"NIC"
2024,37166.1379257276,"NIC"
2025,39788.757859362,"NIC"
2026,42596.442362526,"NIC"
2027,45602.2504737998,"NIC"
2028,48820.1627398034,"NIC"
2029,52265.146241198,"NIC"
2030,55953.2242072328,"NIC"
2031,59901.5505426261,"NIC"
2032,64128.4896134182,"NIC"
2033,68653.7016628951,"NIC"
2034,73498.2342548668,"NIC"
2035,78684.6201696196,"NIC"
2036,84236.982207873,"NIC"
2037,90181.145390205,"NIC"
2038,96544.7570738021,"NIC"
2039,103357.415545222,"NIC"
2040,110650.807687271,"NIC"
2041,118458.856360322,"NIC"
2042,126817.878183547,"NIC"
2043,135766.752449957,"NIC"
2044,145347.101960892,"NIC"
2045,155603.486621047,"NIC"
2046,166583.610694495,"NIC"
2047,178338.54468568,"NIC"
2048,190922.962877387,"NIC"
2049,204395.397630533,"NIC"
2050,218818.511628555,"NIC"
2021,6475915,"NLD"
2022,6366247.96725063,"NLD"
2023,6258438.10187793,"NLD"
2024,6152453.9534945,"NLD"
2025,6048264.60431267,"NLD"
2026,5945839.66012517,"NLD"
2027,5845149.24143848,"NLD"
2028,5746163.97475635,"NLD"
2029,5648854.98401098,"NLD"
2030,5553193.88213921,"NLD"
2031,5459152.76280145,"NLD"
2032,5366704.19224086,"NLD"
2033,5275821.20128025,"NLD"
2034,5186477.27745472,"NLD"
2035,5098646.35727735,"NLD"
2036,5012302.81863594,"NLD"
2037,4927421.47331855,"NLD"
2038,4843977.55966552,"NLD"
2039,4761946.73534602,"NLD"
2040,4681305.07025685,"NLD"
2041,4602029.03954155,"NLD"
2042,4524095.51672772,"NLD"
2043,4447481.76698051,"NLD"
2044,4372165.44047041,"NLD"
2045,4298124.56585335,"NLD"
2046,4225337.5438612,"NLD"
2047,4153783.14100079,"NLD"
2048,4083440.48335969,"NLD"
2049,4014289.05051681,"NLD"
2050,3946308.66955621,"NLD"
2021,2068527,"NOR"
2022,2104608.70948113,"NOR"
2023,2141319.79907626,"NOR"
2024,2178671.24718231,"NOR"
2025,2216674.22369445,"NOR"
2026,2255340.09334646,"NOR"
2027,2294680.41910932,"NOR"
2028,2334706.96564912,"NOR"
2029,2375431.70284526,"NOR"
2030,2416866.80937002,"NOR"
2031,2459024.67633055,"NOR"
2032,2501917.91097447,"NOR"
2033,2545559.34046,"NOR"
2034,2589962.01569192,"NOR"
2035,2635139.21522442,"NOR"
2036,2681104.44923203,"NOR"
2037,2727871.46354983,"NOR"
2038,2775454.24378411,"NOR"
2039,2823867.01949474,"NOR"
2040,2873124.26845052,"NOR"
2041,2923240.72095871,"NOR"
2042,2974231.36427013,"NOR"
2043,3026111.44706106,"NOR"
2044,3078896.48399332,"NOR"
2045,3132602.26035395,"NOR"
2046,3187244.83677573,"NOR"
2047,3242840.55404013,"NOR"
2048,3299406.03796396,"NOR"
2049,3356958.20437131,"NOR"
2050,3415514.26415222,"NOR"
2021,49033.62,"NPL"
2022,55472.8458344217,"NPL"
2023,62757.6879897816,"NPL"
2024,70999.1950580417,"NPL"
2025,80322.9988286156,"NPL"
2026,90871.2293927763,"NPL"
2027,102804.681744686,"NPL"
2028,116305.266906252,"NPL"
2029,131578.784940247,"NPL"
2030,148858.062122903,"NPL"
2031,168406.500098393,"NPL"
2032,190522.091117741,"NPL"
2033,215541.960569627,"NPL"
2034,243847.506048461,"NPL"
2035,275870.211298584,"NPL"
2036,312098.223661147,"NPL"
2037,353083.795288859,"NPL"
2038,399451.701560916,"NPL"
2039,451908.765026652,"NPL"
2040,511254.630058873,"NPL"
2041,578393.952463435,"NPL"
2042,654350.189860874,"NPL"
2043,740281.203057756,"NPL"
2044,837496.906231747,"NPL"
2045,947479.234986094,"NPL"
2046,1071904.7366623,"NPL"
2047,1212670.12727297,"NPL"
2048,1371921.20463922,"NPL"
2049,1552085.55847856,"NPL"
2050,1755909.5760687,"NPL"
2021,147.5998,"NRU"
2022,447.360598140586,"NRU"
2023,1355.90634112447,"NRU"
2024,4109.61987609777,"NRU"
2025,12455.8570262395,"NRU"
2026,37752.4878056211,"NRU"
2027,114424.108474523,"NRU"
2028,346808.312808458,"NRU"
2029,1051142.17131811,"NRU"
2030,3185909.40158229,"NRU"
2031,9656180.66903594,"NRU"
2032,29266941.8241318,"NRU"
2033,88705246.2143535,"NRU"
2034,268856949.702243,"NRU"
2035,814879192.472138,"NRU"
2036,2469819355.83011,"NRU"
2037,7485781581.8406,"NRU"
2038,22688673873.5554,"NRU"
2039,68767157645.8127,"NRU"
2040,208426547846.669,"NRU"
2041,631720538327.717,"NRU"
2042,1914683338893.28,"NRU"
2043,5803218457864.53,"NRU"
2044,17588989148025.7,"NRU"
2045,53310510623653.1,"NRU"
2046,161578958235563,"NRU"
2047,489730063341512,"NRU"
2048,1484324057782504,"NRU"
2049,4498841450490062,"NRU"
2050,13635549656780680,"NRU"
2021,738858.5,"NZL"
2022,784927.490216621,"NZL"
2023,833868.954472019,"NZL"
2024,885861.996042923,"NZL"
2025,941096.885577223,"NZL"
2026,999775.757397131,"NZL"
2027,1062113.34921795,"NZL"
2028,1128337.78798947,"NZL"
2029,1198691.42473579,"NZL"
2030,1273431.72144876,"NZL"
2031,1352832.19328059,"NZL"
2032,1437183.40948366,"NZL"
2033,1526794.0567605,"NZL"
2034,1621992.06891532,"NZL"
2035,1723125.82694111,"NZL"
2036,1830565.433934,"NZL"
2037,1944704.06950061,"NZL"
2038,2065959.42861477,"NZL"
2039,2194775.25018925,"NZL"
2040,2331622.94095636,"NZL"
2041,2477003.30060001,"NZL"
2042,2631448.35445252,"NZL"
2043,2795523.30046291,"NZL"
2044,2969828.57756179,"NZL"
2045,3155002.062992,"NZL"
2046,3351721.40664629,"NZL"
2047,3560706.51095467,"NZL"
2048,3782722.16539653,"NZL"
2049,4018580.84527887,"NZL"
2050,4269145.68502269,"NZL"
2021,820482.9,"OMN"
2022,877725.164713023,"OMN"
2023,938961.024989678,"OMN"
2024,1004469.10023131,"OMN"
2025,1074547.44815482,"OMN"
2026,1149514.92093699,"OMN"
2027,1229712.61597225,"OMN"
2028,1315505.4278449,"OMN"
2029,1407283.70857703,"OMN"
2030,1505465.04370625,"OMN"
2031,1610496.15227419,"OMN"
2032,1722854.91937072,"OMN"
2033,1843052.57048173,"OMN"
2034,1971635.99753369,"OMN"
2035,2109190.2472183,"OMN"
2036,2256341.18291897,"OMN"
2037,2413758.33235077,"OMN"
2038,2582157.93387043,"OMN"
2039,2762306.19531676,"OMN"
2040,2955022.78020932,"OMN"
2041,3161184.53716703,"OMN"
2042,3381729.48951549,"OMN"
2043,3617661.10323552,"OMN"
2044,3870052.85267163,"OMN"
2045,4140053.10477441,"OMN"
2046,4428890.34409953,"OMN"
2047,4737878.76233701,"OMN"
2048,5068424.23780262,"OMN"
2049,5422030.73209787,"OMN"
2050,5800307.13304285,"OMN"
2021,2137340,"PAK"
2022,2234823.33104087,"PAK"
2023,2336752.84276934,"PAK"
2024,2443331.32393396,"PAK"
2025,2554770.81240728,"PAK"
2026,2671293.01703521,"PAK"
2027,2793129.75872667,"PAK"
2028,2920523.43166128,"PAK"
2029,3053727.48553257,"PAK"
2030,3193006.92978607,"PAK"
2031,3338638.86085559,"PAK"
2032,3490913.01344652,"PAK"
2033,3650132.336963,"PAK"
2034,3816613.59822566,"PAK"
2035,3990688.01167927,"PAK"
2036,4172701.89834371,"PAK"
2037,4363017.37481966,"PAK"
2038,4562013.07371952,"PAK"
2039,4770084.8969569,"PAK"
2040,4987646.80339346,"PAK"
2041,5215131.63240997,"PAK"
2042,5452991.96504022,"PAK"
2043,5701701.02438091,"PAK"
2044,5961753.61706892,"PAK"
2045,6233667.11769907,"PAK"
2046,6517982.49814077,"PAK"
2047,6815265.40380148,"PAK"
2048,7126107.27897819,"PAK"
2049,7451126.54353572,"PAK"
2050,7790969.82325299,"PAK"
2021,245150.9,"PAN"
2022,241088.551505073,"PAN"
2023,237093.519407084,"PAN"
2024,233164.688218945,"PAN"
2025,229300.960938089,"PAN"
2026,225501.258740169,"PAN"
2027,221764.520677827,"PAN"
2028,218089.703384463,"PAN"
2029,214475.780782902,"PAN"
2030,210921.743798898,"PAN"
2031,207426.600079381,"PAN"
2032,203989.373715373,"PAN"
2033,200609.104969495,"PAN"
2034,197284.850007994,"PAN"
2035,194015.680637203,"PAN"
2036,190800.684044374,"PAN"
2037,187638.962542806,"PAN"
2038,184529.63332119,"PAN"
2039,181471.828197115,"PAN"
2040,178464.693374651,"PAN"
2041,175507.389205961,"PAN"
2042,172599.089956848,"PAN"
2043,169738.983576198,"PAN"
2044,166926.271469242,"PAN"
2045,164160.168274569,"PAN"
2046,161439.901644844,"PAN"
2047,158764.712031148,"PAN"
2048,156133.852470904,"PAN"
2049,153546.588379309,"PAN"
2050,151002.19734422,"PAN"
2021,939774.9,"PER"
2022,979711.433935985,"PER"
2023,1021345.10485958,"PER"
2024,1064748.03405101,"PER"
2025,1109995.40764563,"PER"
2026,1157165.60687762,"PER"
2027,1206340.34385839,"PER"
2028,1257604.80312501,"PER"
2029,1311047.78920398,"PER"
2030,1366761.88044566,"PER"
2031,1424843.58939621,"PER"
2032,1485393.52998452,"PER"
2033,1548516.59181403,"PER"
2034,1614322.12186108,"PER"
2035,1682924.11389483,"PER"
2036,1754441.40594663,"PER"
2037,1828997.88617108,"PER"
2038,1906722.70745532,"PER"
2039,1987750.51114831,"PER"
2040,2072221.6602977,"PER"
2041,2160282.48279824,"PER"
2042,2252085.52487308,"PER"
2043,2347789.81532693,"PER"
2044,2447561.14102882,"PER"
2045,2551572.33410186,"PER"
2046,2660003.57131726,"PER"
2047,2773042.68621143,"PER"
2048,2890885.4944667,"PER"
2049,3013736.13311944,"PER"
2050,3141807.41418305,"PER"
2021,1112034,"PHL"
2022,1127179.12354417,"PHL"
2023,1142530.51305427,"PHL"
2024,1158090.97772818,"PHL"
2025,1173863.36502306,"PHL"
2026,1189850.56117646,"PHL"
2027,1206055.49173444,"PHL"
2028,1222481.12208696,"PHL"
2029,1239130.45801052,"PHL"
2030,1256006.54621817,"PHL"
2031,1273112.47491707,"PHL"
2032,1290451.3743736,"PHL"
2033,1308026.41748615,"PHL"
2034,1325840.8203658,"PHL"
2035,1343897.84292476,"PHL"
2036,1362200.78947301,"PHL"
2037,1380753.00932288,"PHL"
2038,1399557.897402,"PHL"
2039,1418618.89487453,"PHL"
2040,1437939.48977087,"PHL"
2041,1457523.21762597,"PHL"
2042,1477373.66212626,"PHL"
2043,1497494.45576548,"PHL"
2044,1517889.28050939,"PHL"
2045,1538561.86846955,"PHL"
2046,1559516.00258623,"PHL"
2047,1580755.51732074,"PHL"
2048,1602284.29935703,"PHL"
2049,1624106.28831298,"PHL"
2050,1646225.47746129,"PHL"
2021,2873123,"POL"
2022,3007433.51383,"POL"
2023,3148022.67083861,"POL"
2024,3295183.9801417,"POL"
2025,3449224.67159041,"POL"
2026,3610466.33717744,"POL"
2027,3779245.60242721,"POL"
2028,3955914.82917168,"POL"
2029,4140842.85117901,"POL"
2030,4334415.74417075,"POL"
2031,4537037.63183529,"POL"
2032,4749131.52952008,"POL"
2033,4971140.22736423,"POL"
2034,5203527.21471502,"POL"
2035,5446777.64775835,"POL"
2036,5701399.36238322,"POL"
2037,5967923.93439483,"POL"
2038,6246907.78928963,"POL"
2039,6538933.36390934,"POL"
2040,6844610.32239903,"POL"
2041,7164576.82900787,"POL"
2042,7499500.88038977,"POL"
2043,7850081.70018539,"POL"
2044,8217051.19879696,"POL"
2045,8601175.5014035,"POL"
