Year,prodinit_ippu_chemicals_tonne,iso_code3
2023,25792.098295725,"BWA"
2024,26308.4441824976,"BWA"
2025,26835.1270752683,"BWA"
2026,27372.3539161195,"BWA"
2027,27920.3357900182,"BWA"
2028,28479.2880077552,"BWA"
2029,29049.4301905435,"BWA"
2030,29630.9863563116,"BWA"
2031,30224.185007723,"BWA"
2032,30829.2592219593,"BWA"
2033,31446.4467422994,"BWA"
2034,32075.9900715325,"BWA"
2035,32718.136567242,"BWA"
2036,33373.1385389954,"BWA"
2037,34041.2533474815,"BWA"
2038,34722.7435056308,"BWA"
2039,35417.8767817615,"BWA"
2040,36126.9263047897,"BWA"
2041,36850.1706715462,"BWA"
2042,37587.8940562417,"BWA"
2043,38340.3863221231,"BWA"
2044,39107.9431353654,"BWA"
2045,39890.8660812441,"BWA"
2046,40689.4627826323,"BWA"
2047,41504.0470208709,"BWA"
2048,42334.9388590582,"BWA"
2049,43182.4647678078,"BWA"
2050,44046.9577535241,"BWA"
2021,4424.998,"CAF"
2022,6766.4478646046,"CAF"
2023,10346.8559091805,"CAF"
2024,15821.8062634257,"CAF"
2025,24193.7797950066,"CAF"
2026,36995.7115530077,"CAF"
2027,56571.6760634415,"CAF"
2028,86506.0948494388,"CAF"
2029,132280.055441668,"CAF"
2030,202274.915982572,"CAF"
2031,309306.958627631,"CAF"
2032,472974.091674906,"CAF"
2033,723244.28906566,"CAF"
2034,1105942.82197095,"CAF"
2035,1691143.01206466,"CAF"
2036,2585996.88016264,"CAF"
2037,3954355.02290637,"CAF"
2038,6046768.17947336,"CAF"
2039,9246363.87084391,"CAF"
2040,14138998.2705594,"CAF"
2041,21620528.3381992,"CAF"
2042,33060846.0852709,"CAF"
2043,50554710.1706492,"CAF"
2044,77305302.8905083,"CAF"
2045,118210743.070639,"CAF"
2046,180760947.241931,"CAF"
2047,276409057.240041,"CAF"
2048,422668546.995782,"CAF"
2049,646319995.456527,"CAF"
2050,988314695.985866,"CAF"
2021,9562838,"CAN"
2022,9599967.50200429,"CAN"
2023,9637241.16622476,"CAN"
2024,9674659.5523981,"CAN"
2025,9712223.22243429,"CAN"
2026,9749932.74042502,"CAN"
2027,9787788.67265218,"CAN"
2028,9825791.58759634,"CAN"
2029,9863942.05594531,"CAN"
2030,9902240.65060271,"CAN"
2031,9940687.94669656,"CAN"
2032,9979284.5215879,"CAN"
2033,10018030.9548795,"CAN"
2034,10056927.8284246,"CAN"
2035,10095975.7263355,"CAN"
2036,10135175.2349925,"CAN"
2037,10174526.9430525,"CAN"
2038,10214031.4414582,"CAN"
2039,10253689.3234465,"CAN"
2040,10293501.1845579,"CAN"
2041,10333467.6226449,"CAN"
2042,10373589.2378815,"CAN"
2043,10413866.632772,"CAN"
2044,10454300.4121598,"CAN"
2045,10494891.1832371,"CAN"
2046,10535639.5555532,"CAN"
2047,10576546.1410244,"CAN"
2048,10617611.5539428,"CAN"
2049,10658836.4109855,"CAN"
2050,10700221.3312242,"CAN"
2021,6602898,"CHE"
2022,6862003.79286425,"CHE"
2023,7131277.21392689,"CHE"
2024,7411117.25335341,"CHE"
2025,7701938.5581714,"CHE"
2026,8004172.0466649,"CHE"
2027,8318265.54687845,"CHE"
2028,8644684.46017672,"CHE"
2029,8983912.45084316,"CHE"
2030,9336452.16273917,"CHE"
2031,9702825.96408605,"CHE"
2032,10083576.7214729,"CHE"
2033,10479268.6042379,"CHE"
2034,10890487.9204137,"CHE"
2035,11317843.9854774,"CHE"
2036,11761970.0251908,"CHE"
2037,12223524.1138686,"CHE"
2038,12703190.1494668,"CHE"
2039,13201678.8669334,"CHE"
2040,13719728.8913251,"CHE"
2041,14258107.8322492,"CHE"
2042,14817613.4212525,"CHE"
2043,15399074.6938437,"CHE"
2044,16003353.2178984,"CHE"
2045,16631344.3702698,"CHE"
2046,17283978.6634933,"CHE"
2047,17962223.1245547,"CHE"
2048,18667082.7277611,"CHE"
2049,19399601.8838406,"CHE"
2050,20160865.9874757,"CHE"
2021,1856358,"CHL"
2022,1952532.58788372,"CHL"
2023,2053689.80915744,"CHL"
2024,2160087.80514566,"CHL"
2025,2271998.09101322,"CHL"
2026,2389706.24864003,"CHL"
2027,2513512.65539244,"CHL"
2028,2643733.25065094,"CHL"
2029,2780700.34205025,"CHL"
2030,2924763.45348931,"CHL"
2031,3076290.21707515,"CHL"
2032,3235667.31127677,"CHL"
2033,3403301.44768303,"CHL"
2034,3579620.40888285,"CHL"
2035,3765074.14011597,"CHL"
2036,3960135.89748027,"CHL"
2037,4165303.45562568,"CHL"
2038,4381100.37801641,"CHL"
2039,4608077.35300342,"CHL"
2040,4846813.59911618,"CHL"
2041,5097918.34316026,"CHL"
2042,5362032.37489244,"CHL"
2043,5639829.68224072,"CHL"
2044,5932019.17124222,"CHL"
2045,6239346.47508799,"CHL"
2046,6562595.85689113,"CHL"
2047,6902592.21103397,"CHL"
2048,7260203.16820147,"CHL"
2049,7636341.30947263,"CHL"
2050,8031966.49511997,"CHL"
2021,96077150,"CHN"
2022,103856312.709987,"CHN"
2023,112265337.696993,"CHN"
2024,121355223.571382,"CHN"
2025,131181098.192649,"CHN"
2026,141802553.005946,"CHN"
2027,153284004.449134,"CHN"
2028,165695084.622184,"CHN"
2029,179111063.588266,"CHN"
2030,193613305.867642,"CHN"
2031,209289763.892915,"CHN"
2032,226235511.418292,"CHN"
2033,244553320.117864,"CHN"
2034,264354282.869823,"CHN"
2035,285758487.506683,"CHN"
2036,308895745.117617,"CHN"
2037,333906377.31989,"CHN"
2038,360942067.273992,"CHN"
2039,390166779.603651,"CHN"
2040,421757754.799819,"CHN"
2041,455906584.139435,"CHN"
2042,492820371.638076,"CHN"
2043,532722990.08345,"CHN"
2044,575856438.767242,"CHN"
2045,622482311.149636,"CHN"
2046,672883381.357503,"CHN"
2047,727365319.137988,"CHN"
2048,786258543.668234,"CHN"
2049,849920227.464149,"CHN"
2050,918736462.541406,"CHN"
2021,176380.8,"CIV"
2022,192029.429312502,"CIV"
2023,209066.416084319,"CIV"
2024,227614.93637109,"CIV"
2025,247809.094495216,"CIV"
2026,269794.892609423,"CIV"
2027,293731.286280679,"CIV"
2028,319791.333726266,"CIV"
2029,348163.447010892,"CIV"
2030,379052.754250888,"CIV"
2031,412682.582674135,"CIV"
2032,449296.073258106,"CIV"
2033,489157.938619749,"CIV"
2034,532556.376866587,"CIV"
2035,579805.15524606,"CIV"
2036,631245.878657696,"CIV"
2037,687250.459429293,"CIV"
2038,748223.806213384,"CIV"
2039,814606.751444512,"CIV"
2040,886879.238522563,"CIV"
2041,965563.791765283,"CIV"
2042,1051229.29421741,"CIV"
2043,1144495.10062974,"CIV"
2044,1246035.51534454,"CIV"
2045,1356584.66746223,"CIV"
2046,1476941.81853615,"CIV"
2047,1607977.14116994,"CIV"
2048,1750638.01029597,"CIV"
2049,1905955.85262063,"CIV"
2050,2075053.60375711,"CIV"
2021,76356.98,"CMR"
2022,78827.9645188308,"CMR"
2023,81378.9124475856,"CMR"
2024,84012.4114782868,"CMR"
2025,86731.1330431324,"CMR"
2026,89537.8350244082,"CMR"
2027,92435.3645520943,"CMR"
2028,95426.6608920059,"CMR"
2029,98514.7584273964,"CMR"
2030,101702.789737048,"CMR"
2031,104993.988772973,"CMR"
2032,108391.694140947,"CMR"
2033,111899.352487206,"CMR"
2034,115520.521994736,"CMR"
2035,119258.875992711,"CMR"
2036,123118.206682729,"CMR"
2037,127102.428985644,"CMR"
2038,131215.584512871,"CMR"
2039,135461.845666214,"CMR"
2040,139845.519870373,"CMR"
2041,144371.053942406,"CMR"
2042,149043.038602603,"CMR"
2043,153866.21313133,"CMR"
2044,158845.470176575,"CMR"
2045,163985.860717069,"CMR"
2046,169292.599186022,"CMR"
2047,174771.06876066,"CMR"
2048,180426.82682295,"CMR"
2049,186265.610597024,"CMR"
2050,192293.342969045,"CMR"
2021,669679.5,"COD"
2022,907180.983361134,"COD"
2023,1228912.24320302,"COD"
2024,1664745.3255676,"COD"
2025,2255146.38195476,"COD"
2026,3054932.86326522,"COD"
2027,4138363.20060445,"COD"
2028,5606031.53871348,"COD"
2029,7594207.68299407,"COD"
2030,10287489.4538466,"COD"
2031,13935942.1918363,"COD"
2032,18878316.7793758,"COD"
2033,25573501.9216164,"COD"
2034,34643130.9622585,"COD"
2035,46929299.184237,"COD"
2036,63572750.5208163,"COD"
2037,86118793.1427589,"COD"
2038,116660777.952919,"COD"
2039,158034461.653678,"COD"
2040,214081300.574277,"COD"
2041,290005121.515894,"COD"
2042,392855285.724819,"COD"
2043,532181206.715243,"COD"
2044,720918992.494542,"COD"
2045,976592534.988628,"COD"
2046,1322940565.2019,"COD"
2047,1792120742.63614,"COD"
2048,2427695423.8655,"COD"
2049,3288676332.37038,"COD"
2050,4455003668.40593,"COD"
2021,7537.42,"COG"
2022,8226.20255244957,"COG"
2023,8977.927252817,"COG"
2024,9798.34586407946,"COG"
2025,10693.7357553213,"COG"
2026,11670.9479325347,"COG"
2027,12737.4594585578,"COG"
2028,13901.4306632391,"COG"
2029,15171.7675815648,"COG"
2030,16558.1900974922,"COG"
2031,18071.3063148844,"COG"
2032,19722.6937245901,"COG"
2033,21524.9877887134,"COG"
2034,23491.9786198673,"COG"
2035,25638.716495146,"COG"
2036,27981.6270121476,"COG"
2037,30538.6367681541,"COG"
2038,33329.3105240944,"COG"
2039,36375.0009027877,"COG"
2040,39699.0117668735,"COG"
2041,43326.7765265012,"COG"
2042,47286.052741086,"COG"
2043,51607.1345041124,"COG"
2044,56323.0842360301,"COG"
2045,61469.9856587882,"COG"
2046,67087.2198876223,"COG"
2047,73217.7667525896,"COG"
2048,79908.5336553901,"COG"
2049,87210.7144776956,"COG"
2050,95180.1812871475,"COG"
2021,1749366,"COL"
2022,1758927.30157165,"COL"
2023,1768540.8612115,"COL"
2024,1778206.96454026,"COL"
2025,1787925.89873972,"COL"
2026,1797697.95256128,"COL"
2027,1807523.41633453,"COL"
2028,1817402.58197591,"COL"
2029,1827335.74299731,"COL"
2030,1837323.19451485,"COL"
2031,1847365.23325765,"COL"
2032,1857462.15757661,"COL"
2033,1867614.26745328,"COL"
2034,1877821.8645088,"COL"
2035,1888085.25201284,"COL"
2036,1898404.73489262,"COL"
2037,1908780.61974196,"COL"
2038,1919213.21483039,"COL"
2039,1929702.83011232,"COL"
2040,1940249.77723622,"COL"
2041,1950854.36955394,"COL"
2042,1961516.92212994,"COL"
2043,1972237.75175071,"COL"
2044,1983017.17693416,"COL"
2045,1993855.51793909,"COL"
2046,2004753.09677468,"COL"
2047,2015710.23721011,"COL"
2048,2026727.26478411,"COL"
2049,2037804.50681469,"COL"
2050,2048942.29240885,"COL"
2021,396.5147,"COM"
2022,998.24973588171,"COM"
2023,2513.15407773761,"COM"
2024,6327.01736992755,"COM"
2025,15928.6488456775,"COM"
2026,40101.3367301391,"COM"
2027,100957.540286312,"COM"
2028,254166.712926603,"COM"
2029,639880.070143437,"COM"
2030,1610936.77237352,"COM"
2031,4055630.74343525,"COM"
2032,10210295.654784,"COM"
2033,25705036.763233,"COM"
2034,64713984.5249798,"COM"
2035,162921369.52278,"COM"
2036,410164400.199038,"COM"
2037,1032613681.57793,"COM"
2038,2599667389.13592,"COM"
2039,6544819863.13553,"COM"
2040,16476979793.6077,"COM"
2041,41481793051.0449,"COM"
2042,104432922555.218,"COM"
2043,262916197957.102,"COM"
2044,661907427819.703,"COM"
2045,1666391977394.94,"COM"
2046,4195242575647,"COM"
2047,10561776885193.2,"COM"
2048,26589912016088.4,"COM"
2049,66941711485546.8,"COM"
2050,168529806864454,"COM"
2021,1008.159,"CPV"
2022,1068.1847608495,"CPV"
2023,1131.78445395131,"CPV"
2024,1199.17087113953,"CPV"
2025,1270.56947386857,"CPV"
2026,1346.21914756201,"CPV"
2027,1426.3730008754,"CPV"
2028,1511.2992125471,"CPV"
2029,1601.28192867063,"CPV"
2030,1696.62221339061,"CPV"
2031,1797.63905620303,"CPV"
2032,1904.67043923028,"CPV"
2033,2018.07446804155,"CPV"
2034,2138.23056980242,"CPV"
2035,2265.54076276211,"CPV"
2036,2400.43100132601,"CPV"
2037,2543.35260121384,"CPV"
2038,2694.78374947162,"CPV"
2039,2855.23110438974,"CPV"
2040,3025.23149068014,"CPV"
2041,3205.35369558426,"CPV"
2042,3396.20037192123,"CPV"
2043,3598.41005444345,"CPV"
2044,3812.65929624603,"CPV"
2045,4039.66493237791,"CPV"
2046,4280.18647822833,"CPV"
2047,4535.02867071324,"CPV"
2048,4805.04416076376,"CPV"
2049,5091.1363661255,"CPV"
2050,5394.2624940133,"CPV"
2021,177589.1,"CRI"
2022,184731.619678592,"CRI"
2023,192161.406916731,"CRI"
2024,199890.01543138,"CRI"
2025,207929.463622585,"CRI"
2026,216292.253262734,"CRI"
2027,224991.388937481,"CRI"
2028,234040.39826857,"CRI"
2029,243453.352950017,"CRI"
2030,253244.890630341,"CRI"
2031,263430.237674895,"CRI"
2032,274025.232843682,"CRI"
2033,285046.351921468,"CRI"
2034,296510.733338515,"CRI"
2035,308436.204821755,"CRI"
2036,320841.31111786,"CRI"
2037,333745.342831319,"CRI"
2038,347168.366422358,"CRI"
2039,361131.255411358,"CRI"
2040,375655.722838302,"CRI"
2041,390764.355027712,"CRI"
2042,406480.646711593,"CRI"
2043,422829.037564999,"CRI"
2044,439834.950211035,"CRI"
2045,457524.829754402,"CRI"
2046,475926.184904946,"CRI"
2047,495067.630755175,"CRI"
2048,514978.933278263,"CRI"
2049,535691.055615729,"CRI"
2050,557236.206226782,"CRI"
2021,173916.1,"CUB"
2022,177775.812354992,"CUB"
2023,181721.18313645,"CUB"
2024,185754.113358065,"CUB"
2025,189876.54622264,"CUB"
2026,194090.468058391,"CUB"
2027,198397.90927603,"CUB"
2028,202800.945347085,"CUB"
2029,207301.697803931,"CUB"
2030,211902.335262019,"CUB"
2031,216605.074464787,"CUB"
2032,221412.18135176,"CUB"
2033,226325.972150364,"CUB"
2034,231348.814491954,"CUB"
2035,236483.128552626,"CUB"
2036,241731.388219337,"CUB"
2037,247096.122281908,"CUB"
2038,252579.915651481,"CUB"
2039,258185.410606018,"CUB"
2040,263915.308063439,"CUB"
2041,269772.368883018,"CUB"
2042,275759.415195654,"CUB"
2043,281879.331763677,"CUB"
2044,288135.067370818,"CUB"
2045,294529.636243035,"CUB"
2046,301066.119500873,"CUB"
2047,307747.666644047,"CUB"
2048,314577.497068981,"CUB"
2049,321558.901620023,"CUB"
2050,328695.244175084,"CUB"
2021,4107.019,"CUW"
2022,4232.41559452154,"CUW"
2023,4361.64083115982,"CUW"
2024,4494.81160703243,"CUW"
2025,4632.04838839082,"CUW"
2026,4773.47531959402,"CUW"
2027,4919.22033540956,"CUW"
2028,5069.41527674329,"CUW"
2029,5224.19600990257,"CUW"
2030,5383.70254950095,"CUW"
2031,5548.07918511534,"CUW"
2032,5717.47461181031,"CUW"
2033,5892.04206464761,"CUW"
2034,6071.9394573026,"CUW"
2035,6257.32952491289,"CUW"
2036,6448.37997128852,"CUW"
2037,6645.26362061678,"CUW"
2038,6848.15857379894,"CUW"
2039,7057.24836956027,"CUW"
2040,7272.72215047913,"CUW"
2041,7494.77483408529,"CUW"
2042,7723.6072891823,"CUW"
2043,7959.42651755335,"CUW"
2044,8202.44584121503,"CUW"
2045,8452.88509538838,"CUW"
2046,8710.97082736177,"CUW"
2047,8976.93650142553,"CUW"
2048,9251.0227100637,"CUW"
2049,9533.47739159389,"CUW"
2050,9824.55605445229,"CUW"
2021,1424.678,"CYM"
2022,1654.93754378514,"CYM"
2023,1922.41213370994,"CYM"
2024,2233.1165461281,"CYM"
2025,2594.03767857382,"CYM"
2026,3013.29166609232,"CYM"
2027,3500.30639105193,"CYM"
2028,4066.03349058729,"CYM"
2029,4723.19462914474,"CYM"
2030,5486.56757412972,"CYM"
2031,6373.31850771996,"CYM"
2032,7403.38804763355,"CYM"
2033,8599.93965740957,"CYM"
2034,9989.88052972943,"CYM"
2035,11604.4666560286,"CYM"
2036,13480.0056887693,"CYM"
2037,15658.6734018365,"CYM"
2038,18189.4621090304,"CYM"
2039,21129.2823680099,"CYM"
2040,24544.2427440145,"CYM"
2041,28511.1364117686,"CYM"
2042,33119.1680252068,"CYM"
2043,38471.9596876229,"CYM"
2044,44689.8811310596,"CYM"
2045,51912.756504337,"CYM"
2046,60303.0086380248,"CYM"
2047,70049.3114923281,"CYM"
2048,81370.8329215121,"CYM"
2049,94522.1631630997,"CYM"
2050,109799.039880169,"CYM"
2021,37834.92,"CYP"
2022,36436.478475163,"CYP"
2023,35089.7256732937,"CYP"
2024,33792.7510932847,"CYP"
2025,32543.7148493246,"CYP"
2026,31340.8450608395,"CYP"
2027,30182.4353389064,"CYP"
2028,29066.8423655728,"CYP"
2029,27992.4835626493,"CYP"
2030,26957.8348466661,"CYP"
2031,25961.4284668118,"CYP"
2032,25001.8509227843,"CYP"
2033,24077.740959602,"CYP"
2034,23187.7876365296,"CYP"
2035,22330.7284673804,"CYP"
2036,21505.3476295553,"CYP"
2037,20710.4742392792,"CYP"
2038,19944.9806905873,"CYP"
2039,19207.7810557052,"CYP"
2040,18497.8295445543,"CYP"
2041,17814.1190211948,"CYP"
2042,17155.6795751057,"CYP"
2043,16521.5771452703,"CYP"
2044,15910.9121951199,"CYP"
2045,15322.8184364522,"CYP"
2046,14756.4616005167,"CYP"
2047,14211.0382545224,"CYP"
2048,13685.7746618897,"CYP"
2049,13179.9256846288,"CYP"
2050,12692.7737262884,"CYP"
2021,729227.1,"CZE"
2022,740259.461505095,"CZE"
2023,751458.729863185,"CZE"
2024,762827.43018166,"CZE"
2025,774368.125769862,"CZE"
2026,786083.418717033,"CZE"
2027,797975.950479015,"CZE"
2028,810048.402473814,"CZE"
2029,822303.496686188,"CZE"
2030,834743.99628137,"CZE"
2031,847372.706228085,"CZE"
2032,860192.473930985,"CZE"
2033,873206.189872657,"CZE"
2034,886416.788265342,"CZE"
2035,899827.247712514,"CZE"
2036,913440.591880468,"CZE"
2037,927259.89018007,"CZE"
2038,941288.258458816,"CZE"
2039,955528.859703366,"CZE"
2040,969984.904752705,"CZE"
2041,984659.653022095,"CZE"
2042,999556.413237976,"CZE"
2043,1014678.54418398,"CZE"
2044,1030029.45545827,"CZE"
2045,1045612.60824224,"CZE"
2046,1061431.51608098,"CZE"
2047,1077489.74567545,"CZE"
2048,1093790.91768664,"CZE"
2049,1110338.70755198,"CZE"
2050,1127136.84631398,"CZE"
2021,26812490,"DEU"
2022,27457364.6320935,"DEU"
2023,28117749.3227872,"DEU"
2024,28794017.1088014,"DEU"
2025,29486549.9988661,"DEU"
2026,30195739.1895092,"DEU"
2027,30921985.2860345,"DEU"
2028,31665698.5288155,"DEU"
2029,32427299.0250302,"DEU"
2030,33207216.9859712,"DEU"
2031,34005892.9700621,"DEU"
2032,34823778.1317192,"DEU"
2033,35661334.4761988,"DEU"
2034,36519035.1205739,"DEU"
2035,37397364.5609873,"DEU"
2036,38296818.9463328,"DEU"
2037,39217906.3585189,"DEU"
2038,40161147.0994731,"DEU"
2039,41127073.9850486,"DEU"
2040,42116232.6460006,"DEU"
2041,43129181.8362009,"DEU"
2042,44166493.7482655,"DEU"
2043,45228754.3367737,"DEU"
2044,46316563.649261,"DEU"
2045,47430536.1651725,"DEU"
2046,48571301.1429687,"DEU"
2047,49739502.9755801,"DEU"
2048,50935801.5544099,"DEU"
2049,52160872.6420928,"DEU"
2050,53415408.2542177,"DEU"
2021,46695.03,"DJI"
2022,56192.5258613624,"DJI"
2023,67621.7568053792,"DJI"
2024,81375.6264441212,"DJI"
2025,97926.9526852398,"DJI"
2026,117844.721832061,"DJI"
2027,141813.648672528,"DJI"
2028,170657.714975774,"DJI"
2029,205368.495581161,"DJI"
2030,247139.245848081,"DJI"
2031,297405.922293569,"DJI"
2032,357896.546587586,"DJI"
2033,430690.609896069,"DJI"
2034,518290.559719757,"DJI"
2035,623707.826737716,"DJI"
2036,750566.349007449,"DJI"
2037,903227.152381516,"DJI"
2038,1086938.26985191,"DJI"
2039,1308015.15361181,"DJI"
2040,1574057.78187498,"DJI"
2041,1894211.92395183,"DJI"
2042,2279483.54511314,"DJI"
2043,2743117.15956324,"DJI"
2044,3301051.13819404,"DJI"
2045,3972465.62327186,"DJI"
2046,4780441.88576552,"DJI"
2047,5752755.79209648,"DJI"
2048,6922832.65738312,"DJI"
2049,8330896.31024726,"DJI"
2050,10025351.8706787,"DJI"
2021,900.3854,"DMA"
2022,961.966564785664,"DMA"
2023,1027.75952582697,"DMA"
2024,1098.05234567944,"DMA"
2025,1173.1527887148,"DMA"
2026,1253.38966861157,"DMA"
2027,1339.11428800613,"DMA"
2028,1430.70197660763,"DMA"
2029,1528.55373451114,"DMA"
2030,1633.09798790382,"DMA"
2031,1744.79246485141,"DMA"
2032,1864.12619937753,"DMA"
2033,1991.6216726106,"DMA"
2034,2127.83710037268,"DMA"
2035,2273.36887722634,"DMA"
2036,2428.85418768015,"DMA"
2037,2594.97379598553,"DMA"
2038,2772.45502673968,"DMA"
2039,2962.07494934448,"DMA"
2040,3164.66378026408,"DMA"
2041,3381.10851797713,"DMA"
2042,3612.35682653896,"DMA"
2043,3859.4211847568,"DMA"
2044,4123.38331914479,"DMA"
2045,4405.39894006747,"DMA"
2046,4706.70280180811,"DMA"
2047,5028.61410871656,"DMA"
2048,5372.54229110644,"DMA"
2049,5739.99317619029,"DMA"
2050,6132.57558107109,"DMA"
2021,1211057,"DNK"
2022,1279179.29607259,"DNK"
2023,1351133.49041439,"DNK"
2024,1427135.12837826,"DNK"
2025,1507411.87980365,"DNK"
2026,1592204.22102238,"DNK"
2027,1681766.15522739,"DNK"
2028,1776365.97336251,"DNK"
2029,1876287.05781245,"DNK"
2030,1981828.73130055,"DNK"
2031,2093307.15353735,"DNK"
2032,2211056.26830581,"DNK"
2033,2335428.8038204,"DNK"
2034,2466797.32935662,"DNK"
2035,2605555.37131626,"DNK"
2036,2752118.59207164,"DNK"
2037,2906926.03512014,"DNK"
2038,3070441.4402791,"DNK"
2039,3243154.63286066,"DNK"
2040,3425582.99098827,"DNK"
2041,3618272.99544994,"DNK"
2042,3821801.86673141,"DNK"
2043,4036779.29413265,"DNK"
2044,4263849.26214788,"DNK"
2045,4503691.9795798,"DNK"
2046,4757025.91716714,"DNK"
2047,5024609.95982926,"DNK"
2048,5307245.67997521,"DNK"
2049,5605779.73868696,"DNK"
2050,5921106.42196989,"DNK"
2021,204269.1,"DOM"
2022,213052.0937904,"DOM"
2023,222212.731482508,"DOM"
2024,231767.250696422,"DOM"
2025,241732.587223997,"DOM"
2026,252126.405048258,"DOM"
2027,262967.127653561,"DOM"
2028,274273.970682,"DOM"
2029,286066.975993956,"DOM"
2030,298367.047193142,"DOM"
2031,311195.986679131,"DOM"
2032,324576.534293041,"DOM"
2033,338532.407624863,"DOM"
2034,353088.34405391,"DOM"
2035,368270.144596862,"DOM"
2036,384104.719641174,"DOM"
2037,400620.136644881,"DOM"
2038,417845.669887361,"DOM"
2039,435811.852359239,"DOM"
2040,454550.529883418,"DOM"
2041,474094.917563146,"DOM"
2042,494479.658657211,"DOM"
2043,515740.88598658,"DOM"
2044,537916.28598137,"DOM"
2045,561045.165481645,"DOM"
2046,585168.521410464,"DOM"
2047,610329.11344267,"DOM"
2048,636571.539798236,"DOM"
2049,663942.316294502,"DOM"
2050,692489.95879745,"DOM"
2021,1110680,"DZA"
2022,1268768.95334419,"DZA"
2023,1449359.54277569,"DZA"
2024,1655654.54505972,"DZA"
2025,1891312.60510225,"DZA"
2026,2160513.12207139,"DZA"
2027,2468030.3711032,"DZA"
2028,2819318.1751416,"DZA"
2029,3220606.62856867,"DZA"
2030,3679012.58802034,"DZA"
2031,4202665.88994369,"DZA"
2032,4800853.53336621,"DZA"
2033,5484184.38496037,"DZA"
2034,6264777.32745049,"DZA"
2035,7156476.1881764,"DZA"
2036,8175095.25957537,"DZA"
2037,9338699.76589159,"DZA"
2038,10667926.2501944,"DZA"
2039,12186348.5637736,"DZA"
2040,13920895.94874,"DZA"
2041,15902330.6285304,"DZA"
2042,18165793.3763945,"DZA"
2043,20751426.7375255,"DZA"
2044,23705086.9576915,"DZA"
2045,27079157.2444297,"DZA"
2046,30933476.7840042,"DZA"
2047,35336401.9902562,"DZA"
2048,40366018.8066111,"DZA"
2049,46111527.561436,"DZA"
2050,52674824.937178,"DZA"
2021,391247.6,"ECU"
2022,416121.164644134,"ECU"
2023,442576.066063513,"ECU"
2024,470712.837737454,"ECU"
2025,500638.404560832,"ECU"
2026,532466.489178298,"ECU"
2027,566318.044151189,"ECU"
2028,602321.71159946,"ECU"
2029,640614.312065341,"ECU"
2030,681341.364456499,"ECU"
2031,724657.63904459,"ECU"
2032,770727.745620685,"ECU"
2033,819726.759042682,"ECU"
2034,871840.884551886,"ECU"
2035,927268.165387093,"ECU"
2036,986219.235385232,"ECU"
2037,1048918.11942859,"ECU"
2038,1115603.08478049,"ECU"
2039,1186527.54654455,"ECU"
2040,1261961.03068866,"ECU"
2041,1342190.19829305,"ECU"
2042,1427519.93491499,"ECU"
2043,1518274.50920988,"ECU"
2044,1614798.80521163,"ECU"
2045,1717459.63295524,"ECU"
2046,1826647.12242228,"ECU"
2047,1942776.20610635,"ECU"
2048,2066288.19583274,"ECU"
2049,2197652.45982428,"ECU"
2050,2337368.20638676,"ECU"
2021,3205669,"EGY"
2022,3475225.08776889,"EGY"
2023,3767447.42225673,"EGY"
2024,4084241.94721191,"EGY"
2025,4427674.87206848,"EGY"
2026,4799986.14825683,"EGY"
2027,5203604.07870098,"EGY"
2028,5641161.15578938,"EGY"
2029,6115511.23111794,"EGY"
2030,6629748.12899071,"EGY"
2031,7187225.82507969,"EGY"
2032,7791580.32185401,"EGY"
2033,8446753.36345502,"EGY"
2034,9157018.14469154,"EGY"
2035,9927007.18183537,"EGY"
2036,10761742.5269971,"EGY"
2037,11666668.5231475,"EGY"
2038,12647687.3134206,"EGY"
2039,13711197.3362988,"EGY"
2040,14864135.0577542,"EGY"
2041,16114020.2125336,"EGY"
2042,17469004.8496622,"EGY"
2043,18937926.5020508,"EGY"
2044,20530365.8269928,"EGY"
2045,22256709.0934961,"EGY"
2046,24128215.9240058,"EGY"
2047,26157092.732347,"EGY"
2048,28356572.3368662,"EGY"
2049,30741000.2680286,"EGY"
2050,33325928.3333879,"EGY"
2021,3255.727,"ERI"
2022,3229.06989586108,"ERI"
2023,3202.6310536345,"ERI"
2024,3176.40868624458,"ERI"
2025,3150.40102124779,"ERI"
2026,3124.60630071294,"ERI"
2027,3099.02278110235,"ERI"
2028,3073.648733154,"ERI"
2029,3048.48244176466,"ERI"
2030,3023.52220587394,"ERI"
2031,2998.76633834932,"ERI"
2032,2974.21316587212,"ERI"
2033,2949.86102882439,"ERI"
2034,2925.70828117672,"ERI"
2035,2901.75329037699,"ERI"
2036,2877.99443724003,"ERI"
2037,2854.43011583816,"ERI"
2038,2831.05873339265,"ERI"
2039,2807.87871016606,"ERI"
2040,2784.88847935544,"ERI"
2041,2762.08648698647,"ERI"
2042,2739.47119180837,"ERI"
2043,2717.04106518977,"ERI"
2044,2694.79459101534,"ERI"
2045,2672.73026558336,"ERI"
2046,2650.84659750403,"ERI"
2047,2629.14210759871,"ERI"
2048,2607.61532879991,"ERI"
2049,2586.26480605213,"ERI"
2050,2565.08909621351,"ERI"
2021,8777365,"ESP"
2022,8805832.51906517,"ESP"
2023,8834392.36648193,"ESP"
2024,8863044.84169768,"ESP"
2025,8891790.245131,"ESP"
2026,8920628.87817483,"ESP"
2027,8949561.04319962,"ESP"
2028,8978587.04355647,"ESP"
2029,9007707.18358036,"ESP"
2030,9036921.76859329,"ESP"
2031,9066231.10490754,"ESP"
