Year,iso_code3,cost_enfu_fuel_furnace_gas_usd_per_m3
2040,CHN,13725.64626
2041,CHN,13725.64626
2042,CHN,13725.64626
2043,CHN,13725.64626
2044,CHN,13725.64626
2045,CHN,13725.64626
2046,CHN,13725.64626
2047,CHN,13725.64626
2048,CHN,13725.64626
2049,CHN,13725.64626
2050,CHN,13725.64626
2021,CIV,13725.64626
2022,CIV,13725.64626
2023,CIV,13725.64626
2024,CIV,13725.64626
2025,CIV,13725.64626
2026,CIV,13725.64626
2027,CIV,13725.64626
2028,CIV,13725.64626
2029,CIV,13725.64626
2030,CIV,13725.64626
2031,CIV,13725.64626
2032,CIV,13725.64626
2033,CIV,13725.64626
2034,CIV,13725.64626
2035,CIV,13725.64626
2036,CIV,13725.64626
2037,CIV,13725.64626
2038,CIV,13725.64626
2039,CIV,13725.64626
2040,CIV,13725.64626
2041,CIV,13725.64626
2042,CIV,13725.64626
2043,CIV,13725.64626
2044,CIV,13725.64626
2045,CIV,13725.64626
2046,CIV,13725.64626
2047,CIV,13725.64626
2048,CIV,13725.64626
2049,CIV,13725.64626
2050,CIV,13725.64626
2021,CMR,13725.64626
2022,CMR,13725.64626
2023,CMR,13725.64626
2024,CMR,13725.64626
2025,CMR,13725.64626
2026,CMR,13725.64626
2027,CMR,13725.64626
2028,CMR,13725.64626
2029,CMR,13725.64626
2030,CMR,13725.64626
2031,CMR,13725.64626
2032,CMR,13725.64626
2033,CMR,13725.64626
2034,CMR,13725.64626
2035,CMR,13725.64626
2036,CMR,13725.64626
2037,CMR,13725.64626
2038,CMR,13725.64626
2039,CMR,13725.64626
2040,CMR,13725.64626
2041,CMR,13725.64626
2042,CMR,13725.64626
2043,CMR,13725.64626
2044,CMR,13725.64626
2045,CMR,13725.64626
2046,CMR,13725.64626
2047,CMR,13725.64626
2048,CMR,13725.64626
2049,CMR,13725.64626
2050,CMR,13725.64626
2021,COD,13725.64626
2022,COD,13725.64626
2023,COD,13725.64626
2024,COD,13725.64626
2025,COD,13725.64626
2026,COD,13725.64626
2027,COD,13725.64626
2028,COD,13725.64626
2029,COD,13725.64626
2030,COD,13725.64626
2031,COD,13725.64626
2032,COD,13725.64626
2033,COD,13725.64626
2034,COD,13725.64626
2035,COD,13725.64626
2036,COD,13725.64626
2037,COD,13725.64626
2038,COD,13725.64626
2039,COD,13725.64626
2040,COD,13725.64626
2041,COD,13725.64626
2042,COD,13725.64626
2043,COD,13725.64626
2044,COD,13725.64626
2045,COD,13725.64626
2046,COD,13725.64626
2047,COD,13725.64626
2048,COD,13725.64626
2049,COD,13725.64626
2050,COD,13725.64626
2021,COG,13725.64626
2022,COG,13725.64626
2023,COG,13725.64626
2024,COG,13725.64626
2025,COG,13725.64626
2026,COG,13725.64626
2027,COG,13725.64626
2028,COG,13725.64626
2029,COG,13725.64626
2030,COG,13725.64626
2031,COG,13725.64626
2032,COG,13725.64626
2033,COG,13725.64626
2034,COG,13725.64626
2035,COG,13725.64626
2036,COG,13725.64626
2037,COG,13725.64626
2038,COG,13725.64626
2039,COG,13725.64626
2040,COG,13725.64626
2041,COG,13725.64626
2042,COG,13725.64626
2043,COG,13725.64626
2044,COG,13725.64626
2045,COG,13725.64626
2046,COG,13725.64626
2047,COG,13725.64626
2048,COG,13725.64626
2049,COG,13725.64626
2050,COG,13725.64626
2021,COL,13725.64626
2022,COL,13725.64626
2023,COL,13725.64626
2024,COL,13725.64626
2025,COL,13725.64626
2026,COL,13725.64626
2027,COL,13725.64626
2028,COL,13725.64626
2029,COL,13725.64626
2030,COL,13725.64626
2031,COL,13725.64626
2032,COL,13725.64626
2033,COL,13725.64626
2034,COL,13725.64626
2035,COL,13725.64626
2036,COL,13725.64626
2037,COL,13725.64626
2038,COL,13725.64626
2039,COL,13725.64626
2040,COL,13725.64626
2041,COL,13725.64626
2042,COL,13725.64626
2043,COL,13725.64626
2044,COL,13725.64626
2045,COL,13725.64626
2046,COL,13725.64626
2047,COL,13725.64626
2048,COL,13725.64626
2049,COL,13725.64626
2050,COL,13725.64626
2021,COM,13725.64626
2022,COM,13725.64626
2023,COM,13725.64626
2024,COM,13725.64626
2025,COM,13725.64626
2026,COM,13725.64626
2027,COM,13725.64626
2028,COM,13725.64626
2029,COM,13725.64626
2030,COM,13725.64626
2031,COM,13725.64626
2032,COM,13725.64626
2033,COM,13725.64626
2034,COM,13725.64626
2035,COM,13725.64626
2036,COM,13725.64626
2037,COM,13725.64626
2038,COM,13725.64626
2039,COM,13725.64626
2040,COM,13725.64626
2041,COM,13725.64626
2042,COM,13725.64626
2043,COM,13725.64626
2044,COM,13725.64626
2045,COM,13725.64626
2046,COM,13725.64626
2047,COM,13725.64626
2048,COM,13725.64626
2049,COM,13725.64626
2050,COM,13725.64626
2021,CPV,13725.64626
2022,CPV,13725.64626
2023,CPV,13725.64626
2024,CPV,13725.64626
2025,CPV,13725.64626
2026,CPV,13725.64626
2027,CPV,13725.64626
2028,CPV,13725.64626
2029,CPV,13725.64626
2030,CPV,13725.64626
2031,CPV,13725.64626
2032,CPV,13725.64626
2033,CPV,13725.64626
2034,CPV,13725.64626
2035,CPV,13725.64626
2036,CPV,13725.64626
2037,CPV,13725.64626
2038,CPV,13725.64626
2039,CPV,13725.64626
2040,CPV,13725.64626
2041,CPV,13725.64626
2042,CPV,13725.64626
2043,CPV,13725.64626
2044,CPV,13725.64626
2045,CPV,13725.64626
2046,CPV,13725.64626
2047,CPV,13725.64626
2048,CPV,13725.64626
2049,CPV,13725.64626
2050,CPV,13725.64626
2021,CRI,13725.64626
2022,CRI,13725.64626
2023,CRI,13725.64626
2024,CRI,13725.64626
2025,CRI,13725.64626
2026,CRI,13725.64626
2027,CRI,13725.64626
2028,CRI,13725.64626
2029,CRI,13725.64626
2030,CRI,13725.64626
2031,CRI,13725.64626
2032,CRI,13725.64626
2033,CRI,13725.64626
2034,CRI,13725.64626
2035,CRI,13725.64626
2036,CRI,13725.64626
2037,CRI,13725.64626
2038,CRI,13725.64626
2039,CRI,13725.64626
2040,CRI,13725.64626
2041,CRI,13725.64626
2042,CRI,13725.64626
2043,CRI,13725.64626
2044,CRI,13725.64626
2045,CRI,13725.64626
2046,CRI,13725.64626
2047,CRI,13725.64626
2048,CRI,13725.64626
2049,CRI,13725.64626
2050,CRI,13725.64626
2021,CUB,13725.64626
2022,CUB,13725.64626
2023,CUB,13725.64626
2024,CUB,13725.64626
2025,CUB,13725.64626
2026,CUB,13725.64626
2027,CUB,13725.64626
2028,CUB,13725.64626
2029,CUB,13725.64626
2030,CUB,13725.64626
2031,CUB,13725.64626
2032,CUB,13725.64626
2033,CUB,13725.64626
2034,CUB,13725.64626
2035,CUB,13725.64626
2036,CUB,13725.64626
2037,CUB,13725.64626
2038,CUB,13725.64626
2039,CUB,13725.64626
2040,CUB,13725.64626
2041,CUB,13725.64626
2042,CUB,13725.64626
2043,CUB,13725.64626
2044,CUB,13725.64626
2045,CUB,13725.64626
2046,CUB,13725.64626
2047,CUB,13725.64626
2048,CUB,13725.64626
2049,CUB,13725.64626
2050,CUB,13725.64626
2021,CUW,13725.64626
2022,CUW,13725.64626
2023,CUW,13725.64626
2024,CUW,13725.64626
2025,CUW,13725.64626
2026,CUW,13725.64626
2027,CUW,13725.64626
2028,CUW,13725.64626
2029,CUW,13725.64626
2030,CUW,13725.64626
2031,CUW,13725.64626
2032,CUW,13725.64626
2033,CUW,13725.64626
2034,CUW,13725.64626
2035,CUW,13725.64626
2036,CUW,13725.64626
2037,CUW,13725.64626
2038,CUW,13725.64626
2039,CUW,13725.64626
2040,CUW,13725.64626
2041,CUW,13725.64626
2042,CUW,13725.64626
2043,CUW,13725.64626
2044,CUW,13725.64626
2045,CUW,13725.64626
2046,CUW,13725.64626
2047,CUW,13725.64626
2048,CUW,13725.64626
2049,CUW,13725.64626
2050,CUW,13725.64626
2021,CYM,13725.64626
2022,CYM,13725.64626
2023,CYM,13725.64626
2024,CYM,13725.64626
2025,CYM,13725.64626
2026,CYM,13725.64626
2027,CYM,13725.64626
2028,CYM,13725.64626
2029,CYM,13725.64626
2030,CYM,13725.64626
2031,CYM,13725.64626
2032,CYM,13725.64626
2033,CYM,13725.64626
2034,CYM,13725.64626
2035,CYM,13725.64626
2036,CYM,13725.64626
2037,CYM,13725.64626
2038,CYM,13725.64626
2039,CYM,13725.64626
2040,CYM,13725.64626
2041,CYM,13725.64626
2042,CYM,13725.64626
2043,CYM,13725.64626
2044,CYM,13725.64626
2045,CYM,13725.64626
2046,CYM,13725.64626
2047,CYM,13725.64626
2048,CYM,13725.64626
2049,CYM,13725.64626
2050,CYM,13725.64626
2021,CYP,13725.64626
2022,CYP,13725.64626
2023,CYP,13725.64626
2024,CYP,13725.64626
2025,CYP,13725.64626
2026,CYP,13725.64626
2027,CYP,13725.64626
2028,CYP,13725.64626
2029,CYP,13725.64626
2030,CYP,13725.64626
2031,CYP,13725.64626
2032,CYP,13725.64626
2033,CYP,13725.64626
2034,CYP,13725.64626
2035,CYP,13725.64626
2036,CYP,13725.64626
2037,CYP,13725.64626
2038,CYP,13725.64626
2039,CYP,13725.64626
2040,CYP,13725.64626
2041,CYP,13725.64626
2042,CYP,13725.64626
2043,CYP,13725.64626
2044,CYP,13725.64626
2045,CYP,13725.64626
2046,CYP,13725.64626
2047,CYP,13725.64626
2048,CYP,13725.64626
2049,CYP,13725.64626
2050,CYP,13725.64626
2021,CZE,13725.64626
2022,CZE,13725.64626
2023,CZE,13725.64626
2024,CZE,13725.64626
2025,CZE,13725.64626
2026,CZE,13725.64626
2027,CZE,13725.64626
2028,CZE,13725.64626
2029,CZE,13725.64626
2030,CZE,13725.64626
2031,CZE,13725.64626
2032,CZE,13725.64626
2033,CZE,13725.64626
2034,CZE,13725.64626
2035,CZE,13725.64626
2036,CZE,13725.64626
2037,CZE,13725.64626
2038,CZE,13725.64626
2039,CZE,13725.64626
2040,CZE,13725.64626
2041,CZE,13725.64626
2042,CZE,13725.64626
2043,CZE,13725.64626
2044,CZE,13725.64626
2045,CZE,13725.64626
2046,CZE,13725.64626
2047,CZE,13725.64626
2048,CZE,13725.64626
2049,CZE,13725.64626
2050,CZE,13725.64626
2021,DEU,13725.64626
2022,DEU,13725.64626
2023,DEU,13725.64626
2024,DEU,13725.64626
2025,DEU,13725.64626
2026,DEU,13725.64626
2027,DEU,13725.64626
2028,DEU,13725.64626
2029,DEU,13725.64626
2030,DEU,13725.64626
2031,DEU,13725.64626
2032,DEU,13725.64626
2033,DEU,13725.64626
2034,DEU,13725.64626
2035,DEU,13725.64626
2036,DEU,13725.64626
2037,DEU,13725.64626
2038,DEU,13725.64626
2039,DEU,13725.64626
2040,DEU,13725.64626
2041,DEU,13725.64626
2042,DEU,13725.64626
2043,DEU,13725.64626
2044,DEU,13725.64626
2045,DEU,13725.64626
2046,DEU,13725.64626
2047,DEU,13725.64626
2048,DEU,13725.64626
2049,DEU,13725.64626
2050,DEU,13725.64626
2021,DJI,13725.64626
2022,DJI,13725.64626
2023,DJI,13725.64626
2024,DJI,13725.64626
2025,DJI,13725.64626
2026,DJI,13725.64626
2027,DJI,13725.64626
2028,DJI,13725.64626
2029,DJI,13725.64626
2030,DJI,13725.64626
2031,DJI,13725.64626
2032,DJI,13725.64626
2033,DJI,13725.64626
2034,DJI,13725.64626
2035,DJI,13725.64626
2036,DJI,13725.64626
2037,DJI,13725.64626
2038,DJI,13725.64626
2039,DJI,13725.64626
2040,DJI,13725.64626
2041,DJI,13725.64626
2042,DJI,13725.64626
2043,DJI,13725.64626
2044,DJI,13725.64626
2045,DJI,13725.64626
2046,DJI,13725.64626
2047,DJI,13725.64626
2048,DJI,13725.64626
2049,DJI,13725.64626
2050,DJI,13725.64626
2021,DMA,13725.64626
2022,DMA,13725.64626
2023,DMA,13725.64626
2024,DMA,13725.64626
2025,DMA,13725.64626
2026,DMA,13725.64626
2027,DMA,13725.64626
2028,DMA,13725.64626
2029,DMA,13725.64626
2030,DMA,13725.64626
2031,DMA,13725.64626
2032,DMA,13725.64626
2033,DMA,13725.64626
2034,DMA,13725.64626
2035,DMA,13725.64626
2036,DMA,13725.64626
2037,DMA,13725.64626
2038,DMA,13725.64626
2039,DMA,13725.64626
2040,DMA,13725.64626
2041,DMA,13725.64626
2042,DMA,13725.64626
2043,DMA,13725.64626
2044,DMA,13725.64626
2045,DMA,13725.64626
2046,DMA,13725.64626
2047,DMA,13725.64626
2048,DMA,13725.64626
2049,DMA,13725.64626
2050,DMA,13725.64626
2021,DNK,13725.64626
2022,DNK,13725.64626
2023,DNK,13725.64626
2024,DNK,13725.64626
2025,DNK,13725.64626
2026,DNK,13725.64626
2027,DNK,13725.64626
2028,DNK,13725.64626
2029,DNK,13725.64626
2030,DNK,13725.64626
2031,DNK,13725.64626
2032,DNK,13725.64626
2033,DNK,13725.64626
2034,DNK,13725.64626
2035,DNK,13725.64626
2036,DNK,13725.64626
2037,DNK,13725.64626
2038,DNK,13725.64626
2039,DNK,13725.64626
2040,DNK,13725.64626
2041,DNK,13725.64626
2042,DNK,13725.64626
2043,DNK,13725.64626
2044,DNK,13725.64626
2045,DNK,13725.64626
2046,DNK,13725.64626
2047,DNK,13725.64626
2048,DNK,13725.64626
2049,DNK,13725.64626
2050,DNK,13725.64626
2021,DOM,13725.64626
2022,DOM,13725.64626
2023,DOM,13725.64626
2024,DOM,13725.64626
2025,DOM,13725.64626
2026,DOM,13725.64626
2027,DOM,13725.64626
2028,DOM,13725.64626
2029,DOM,13725.64626
2030,DOM,13725.64626
2031,DOM,13725.64626
2032,DOM,13725.64626
2033,DOM,13725.64626
2034,DOM,13725.64626
2035,DOM,13725.64626
2036,DOM,13725.64626
2037,DOM,13725.64626
2038,DOM,13725.64626
2039,DOM,13725.64626
2040,DOM,13725.64626
2041,DOM,13725.64626
2042,DOM,13725.64626
2043,DOM,13725.64626
2044,DOM,13725.64626
2045,DOM,13725.64626
2046,DOM,13725.64626
2047,DOM,13725.64626
2048,DOM,13725.64626
2049,DOM,13725.64626
2050,DOM,13725.64626
2021,DZA,301.428571
2022,DZA,301.428571
2023,DZA,301.428571
2024,DZA,301.428571
2025,DZA,301.428571
2026,DZA,301.428571
2027,DZA,301.428571
2028,DZA,301.428571
2029,DZA,301.428571
2030,DZA,301.428571
2031,DZA,301.428571
2032,DZA,301.428571
2033,DZA,301.428571
2034,DZA,301.428571
2035,DZA,301.428571
2036,DZA,301.428571
2037,DZA,301.428571
2038,DZA,301.428571
2039,DZA,301.428571
2040,DZA,301.428571
2041,DZA,301.428571
2042,DZA,301.428571
2043,DZA,301.428571
2044,DZA,301.428571
2045,DZA,301.428571
2046,DZA,301.428571
2047,DZA,301.428571
2048,DZA,301.428571
2049,DZA,301.428571
2050,DZA,301.428571
2021,ECU,13725.64626
2022,ECU,13725.64626
2023,ECU,13725.64626
2024,ECU,13725.64626
2025,ECU,13725.64626
2026,ECU,13725.64626
2027,ECU,13725.64626
2028,ECU,13725.64626
2029,ECU,13725.64626
2030,ECU,13725.64626
2031,ECU,13725.64626
2032,ECU,13725.64626
2033,ECU,13725.64626
2034,ECU,13725.64626
2035,ECU,13725.64626
2036,ECU,13725.64626
2037,ECU,13725.64626
2038,ECU,13725.64626
2039,ECU,13725.64626
2040,ECU,13725.64626
2041,ECU,13725.64626
2042,ECU,13725.64626
2043,ECU,13725.64626
2044,ECU,13725.64626
2045,ECU,13725.64626
2046,ECU,13725.64626
2047,ECU,13725.64626
2048,ECU,13725.64626
2049,ECU,13725.64626
2050,ECU,13725.64626
2021,EGY,13725.64626
2022,EGY,13725.64626
2023,EGY,13725.64626
2024,EGY,13725.64626
2025,EGY,13725.64626
2026,EGY,13725.64626
2027,EGY,13725.64626
2028,EGY,13725.64626
2029,EGY,13725.64626
2030,EGY,13725.64626
2031,EGY,13725.64626
2032,EGY,13725.64626
2033,EGY,13725.64626
2034,EGY,13725.64626
2035,EGY,13725.64626
2036,EGY,13725.64626
2037,EGY,13725.64626
2038,EGY,13725.64626
2039,EGY,13725.64626
2040,EGY,13725.64626
2041,EGY,13725.64626
2042,EGY,13725.64626
2043,EGY,13725.64626
2044,EGY,13725.64626
2045,EGY,13725.64626
2046,EGY,13725.64626
2047,EGY,13725.64626
2048,EGY,13725.64626
2049,EGY,13725.64626
2050,EGY,13725.64626
2021,ERI,13725.64626
2022,ERI,13725.64626
2023,ERI,13725.64626
2024,ERI,13725.64626
2025,ERI,13725.64626
2026,ERI,13725.64626
2027,ERI,13725.64626
2028,ERI,13725.64626
2029,ERI,13725.64626
2030,ERI,13725.64626
2031,ERI,13725.64626
2032,ERI,13725.64626
2033,ERI,13725.64626
2034,ERI,13725.64626
2035,ERI,13725.64626
2036,ERI,13725.64626
2037,ERI,13725.64626
2038,ERI,13725.64626
2039,ERI,13725.64626
2040,ERI,13725.64626
2041,ERI,13725.64626
2042,ERI,13725.64626
2043,ERI,13725.64626
2044,ERI,13725.64626
2045,ERI,13725.64626
2046,ERI,13725.64626
2047,ERI,13725.64626
2048,ERI,13725.64626
2049,ERI,13725.64626
2050,ERI,13725.64626
2021,ESP,13725.64626
2022,ESP,13725.64626
2023,ESP,13725.64626
2024,ESP,13725.64626
2025,ESP,13725.64626
2026,ESP,13725.64626
2027,ESP,13725.64626
2028,ESP,13725.64626
2029,ESP,13725.64626
2030,ESP,13725.64626
2031,ESP,13725.64626
2032,ESP,13725.64626
2033,ESP,13725.64626
2034,ESP,13725.64626
2035,ESP,13725.64626
2036,ESP,13725.64626
2037,ESP,13725.64626
2038,ESP,13725.64626
2039,ESP,13725.64626
2040,ESP,13725.64626
2041,ESP,13725.64626
2042,ESP,13725.64626
2043,ESP,13725.64626
2044,ESP,13725.64626
2045,ESP,13725.64626
2046,ESP,13725.64626
2047,ESP,13725.64626
2048,ESP,13725.64626
2049,ESP,13725.64626
2050,ESP,13725.64626
2021,EST,13725.64626
2022,EST,13725.64626
2023,EST,13725.64626
2024,EST,13725.64626
2025,EST,13725.64626
2026,EST,13725.64626
2027,EST,13725.64626
2028,EST,13725.64626
2029,EST,13725.64626
2030,EST,13725.64626
2031,EST,13725.64626
2032,EST,13725.64626
2033,EST,13725.64626
2034,EST,13725.64626
2035,EST,13725.64626
2036,EST,13725.64626
2037,EST,13725.64626
2038,EST,13725.64626
2039,EST,13725.64626
2040,EST,13725.64626
2041,EST,13725.64626
2042,EST,13725.64626
2043,EST,13725.64626
2044,EST,13725.64626
2045,EST,13725.64626
2046,EST,13725.64626
2047,EST,13725.64626
2048,EST,13725.64626
2049,EST,13725.64626
2050,EST,13725.64626
2021,ETH,13725.64626
2022,ETH,13725.64626
2023,ETH,13725.64626
2024,ETH,13725.64626
2025,ETH,13725.64626
2026,ETH,13725.64626
2027,ETH,13725.64626
2028,ETH,13725.64626
2029,ETH,13725.64626
2030,ETH,13725.64626
2031,ETH,13725.64626
2032,ETH,13725.64626
2033,ETH,13725.64626
2034,ETH,13725.64626
2035,ETH,13725.64626
2036,ETH,13725.64626
2037,ETH,13725.64626
2038,ETH,13725.64626
2039,ETH,13725.64626
2040,ETH,13725.64626
2041,ETH,13725.64626
2042,ETH,13725.64626
2043,ETH,13725.64626
2044,ETH,13725.64626
2045,ETH,13725.64626
2046,ETH,13725.64626
2047,ETH,13725.64626
2048,ETH,13725.64626
2049,ETH,13725.64626
2050,ETH,13725.64626
2021,FIN,13725.64626
2022,FIN,13725.64626
2023,FIN,13725.64626
2024,FIN,13725.64626
2025,FIN,13725.64626
2026,FIN,13725.64626
2027,FIN,13725.64626
2028,FIN,13725.64626
2029,FIN,13725.64626
2030,FIN,13725.64626
2031,FIN,13725.64626
2032,FIN,13725.64626
2033,FIN,13725.64626
2034,FIN,13725.64626
2035,FIN,13725.64626
2036,FIN,13725.64626
2037,FIN,13725.64626
2038,FIN,13725.64626
2039,FIN,13725.64626
2040,FIN,13725.64626
2041,FIN,13725.64626
2042,FIN,13725.64626
2043,FIN,13725.64626
2044,FIN,13725.64626
2045,FIN,13725.64626
2046,FIN,13725.64626
2047,FIN,13725.64626
2048,FIN,13725.64626
2049,FIN,13725.64626
2050,FIN,13725.64626
2021,FJI,13725.64626
2022,FJI,13725.64626
2023,FJI,13725.64626
2024,FJI,13725.64626
2025,FJI,13725.64626
2026,FJI,13725.64626
2027,FJI,13725.64626
2028,FJI,13725.64626
2029,FJI,13725.64626
2030,FJI,13725.64626
2031,FJI,13725.64626
2032,FJI,13725.64626
2033,FJI,13725.64626
2034,FJI,13725.64626
2035,FJI,13725.64626
2036,FJI,13725.64626
2037,FJI,13725.64626
2038,FJI,13725.64626
2039,FJI,13725.64626
2040,FJI,13725.64626
2041,FJI,13725.64626
2042,FJI,13725.64626
2043,FJI,13725.64626
2044,FJI,13725.64626
2045,FJI,13725.64626
2046,FJI,13725.64626
2047,FJI,13725.64626
2048,FJI,13725.64626
2049,FJI,13725.64626
2050,FJI,13725.64626
2021,FRA,13725.64626
2022,FRA,13725.64626
2023,FRA,13725.64626
2024,FRA,13725.64626
2025,FRA,13725.64626
2026,FRA,13725.64626
2027,FRA,13725.64626
2028,FRA,13725.64626
2029,FRA,13725.64626
2030,FRA,13725.64626
2031,FRA,13725.64626
2032,FRA,13725.64626
2033,FRA,13725.64626
2034,FRA,13725.64626
2035,FRA,13725.64626
2036,FRA,13725.64626
2037,FRA,13725.64626
2038,FRA,13725.64626
2039,FRA,13725.64626
2040,FRA,13725.64626
2041,FRA,13725.64626
2042,FRA,13725.64626
2043,FRA,13725.64626
2044,FRA,13725.64626
2045,FRA,13725.64626
2046,FRA,13725.64626
2047,FRA,13725.64626
2048,FRA,13725.64626
2049,FRA,13725.64626
2050,FRA,13725.64626
2021,FRO,13725.64626
2022,FRO,13725.64626
2023,FRO,13725.64626
2024,FRO,13725.64626
2025,FRO,13725.64626
2026,FRO,13725.64626
2027,FRO,13725.64626
2028,FRO,13725.64626
2029,FRO,13725.64626
2030,FRO,13725.64626
2031,FRO,13725.64626
2032,FRO,13725.64626
2033,FRO,13725.64626
2034,FRO,13725.64626
2035,FRO,13725.64626
2036,FRO,13725.64626
2037,FRO,13725.64626
2038,FRO,13725.64626
2039,FRO,13725.64626
2040,FRO,13725.64626
2041,FRO,13725.64626
2042,FRO,13725.64626
2043,FRO,13725.64626
2044,FRO,13725.64626
2045,FRO,13725.64626
2046,FRO,13725.64626
2047,FRO,13725.64626
2048,FRO,13725.64626
2049,FRO,13725.64626
2050,FRO,13725.64626
2021,FSM,13725.64626
2022,FSM,13725.64626
2023,FSM,13725.64626
2024,FSM,13725.64626
2025,FSM,13725.64626
2026,FSM,13725.64626
2027,FSM,13725.64626
2028,FSM,13725.64626
2029,FSM,13725.64626
2030,FSM,13725.64626
2031,FSM,13725.64626
2032,FSM,13725.64626
2033,FSM,13725.64626
2034,FSM,13725.64626
2035,FSM,13725.64626
2036,FSM,13725.64626
2037,FSM,13725.64626
2038,FSM,13725.64626
2039,FSM,13725.64626
2040,FSM,13725.64626
2041,FSM,13725.64626
2042,FSM,13725.64626
2043,FSM,13725.64626
2044,FSM,13725.64626
2045,FSM,13725.64626
2046,FSM,13725.64626
2047,FSM,13725.64626
2048,FSM,13725.64626
2049,FSM,13725.64626
2050,FSM,13725.64626
2021,GAB,13725.64626
2022,GAB,13725.64626
2023,GAB,13725.64626
2024,GAB,13725.64626
2025,GAB,13725.64626
2026,GAB,13725.64626
2027,GAB,13725.64626
2028,GAB,13725.64626
2029,GAB,13725.64626
2030,GAB,13725.64626
2031,GAB,13725.64626
2032,GAB,13725.64626
2033,GAB,13725.64626
2034,GAB,13725.64626
2035,GAB,13725.64626
2036,GAB,13725.64626
2037,GAB,13725.64626
2038,GAB,13725.64626
2039,GAB,13725.64626
2040,GAB,13725.64626
2041,GAB,13725.64626
2042,GAB,13725.64626
2043,GAB,13725.64626
2044,GAB,13725.64626
2045,GAB,13725.64626
2046,GAB,13725.64626
2047,GAB,13725.64626
2048,GAB,13725.64626
2049,GAB,13725.64626
2050,GAB,13725.64626
2021,GBR,13725.64626
2022,GBR,13725.64626
2023,GBR,13725.64626
2024,GBR,13725.64626
2025,GBR,13725.64626
2026,GBR,13725.64626
2027,GBR,13725.64626
2028,GBR,13725.64626
2029,GBR,13725.64626
2030,GBR,13725.64626
2031,GBR,13725.64626
2032,GBR,13725.64626
2033,GBR,13725.64626
2034,GBR,13725.64626
2035,GBR,13725.64626
2036,GBR,13725.64626
2037,GBR,13725.64626
2038,GBR,13725.64626
2039,GBR,13725.64626
2040,GBR,13725.64626
2041,GBR,13725.64626
2042,GBR,13725.64626
2043,GBR,13725.64626
2044,GBR,13725.64626
2045,GBR,13725.64626
2046,GBR,13725.64626
2047,GBR,13725.64626
2048,GBR,13725.64626
2049,GBR,13725.64626
2050,GBR,13725.64626
2021,GEO,13725.64626
2022,GEO,13725.64626
2023,GEO,13725.64626
2024,GEO,13725.64626
2025,GEO,13725.64626
2026,GEO,13725.64626
2027,GEO,13725.64626
2028,GEO,13725.64626
2029,GEO,13725.64626
2030,GEO,13725.64626
2031,GEO,13725.64626
2032,GEO,13725.64626
2033,GEO,13725.64626
2034,GEO,13725.64626
2035,GEO,13725.64626
2036,GEO,13725.64626
2037,GEO,13725.64626
2038,GEO,13725.64626
2039,GEO,13725.64626
2040,GEO,13725.64626
2041,GEO,13725.64626
2042,GEO,13725.64626
2043,GEO,13725.64626
2044,GEO,13725.64626
2045,GEO,13725.64626
2046,GEO,13725.64626
2047,GEO,13725.64626
2048,GEO,13725.64626
2049,GEO,13725.64626
2050,GEO,13725.64626
2021,GHA,13725.64626
2022,GHA,13725.64626
2023,GHA,13725.64626
2024,GHA,13725.64626
2025,GHA,13725.64626
2026,GHA,13725.64626
2027,GHA,13725.64626
2028,GHA,13725.64626
2029,GHA,13725.64626
2030,GHA,13725.64626
2031,GHA,13725.64626
2032,GHA,13725.64626
2033,GHA,13725.64626
2034,GHA,13725.64626
2035,GHA,13725.64626
2036,GHA,13725.64626
2037,GHA,13725.64626
2038,GHA,13725.64626
2039,GHA,13725.64626
2040,GHA,13725.64626
2041,GHA,13725.64626
2042,GHA,13725.64626
2043,GHA,13725.64626
2044,GHA,13725.64626
2045,GHA,13725.64626
2046,GHA,13725.64626
2047,GHA,13725.64626
2048,GHA,13725.64626
2049,GHA,13725.64626
2050,GHA,13725.64626
2021,GIB,13725.64626
2022,GIB,13725.64626
2023,GIB,13725.64626
2024,GIB,13725.64626
2025,GIB,13725.64626
2026,GIB,13725.64626
2027,GIB,13725.64626
2028,GIB,13725.64626
2029,GIB,13725.64626
2030,GIB,13725.64626
2031,GIB,13725.64626
2032,GIB,13725.64626
2033,GIB,13725.64626
2034,GIB,13725.64626
2035,GIB,13725.64626
2036,GIB,13725.64626
2037,GIB,13725.64626
2038,GIB,13725.64626
2039,GIB,13725.64626
2040,GIB,13725.64626
2041,GIB,13725.64626
2042,GIB,13725.64626
2043,GIB,13725.64626
2044,GIB,13725.64626
2045,GIB,13725.64626
2046,GIB,13725.64626
2047,GIB,13725.64626
2048,GIB,13725.64626
2049,GIB,13725.64626
2050,GIB,13725.64626
2021,GIN,13725.64626
2022,GIN,13725.64626
2023,GIN,13725.64626
2024,GIN,13725.64626
2025,GIN,13725.64626
2026,GIN,13725.64626
2027,GIN,13725.64626
2028,GIN,13725.64626
2029,GIN,13725.64626
2030,GIN,13725.64626
2031,GIN,13725.64626
2032,GIN,13725.64626
2033,GIN,13725.64626
2034,GIN,13725.64626
2035,GIN,13725.64626
2036,GIN,13725.64626
2037,GIN,13725.64626
2038,GIN,13725.64626
2039,GIN,13725.64626
2040,GIN,13725.64626
2041,GIN,13725.64626
2042,GIN,13725.64626
2043,GIN,13725.64626
2044,GIN,13725.64626
2045,GIN,13725.64626
2046,GIN,13725.64626
2047,GIN,13725.64626
