"Nation","iso_code3","efficfactor_scoe_heat_energy_residential_gas_petroleum_liquid","Year"
"Oman","OMN",1.1297,2050
"Pakistan","PAK",1.085,2050
"Panama","PAN",1.1297,2050
"Paraguay","PRY",1.095,2050
"Peru","PER",1.1297,2050
"Philippines","PHL",1.076,2050
"Poland","POL",1.0987,2050
"Portugal","PRT",1.0987,2050
"Qatar","QAT",1.1297,2050
"Romania","ROU",1.0987,2050
"Russian Federation","RUS",1.0987,2050
"Saudi Arabia","SAU",1.1297,2050
"Senegal","SEN",1.1297,2050
"Serbia","SRB",1.0987,2050
"Singapore","SGP",1.1297,2050
"Slovak Republic","SVK",1.0987,2050
"Slovenia","SVN",1.0987,2050
"South Africa","ZAF",1.12307391304348,2050
"South Sudan","SSD",1.1297,2050
"Spain","ESP",1.0987,2050
"Sri Lanka","LKA",1.09241860465116,2050
"Sudan","SDN",1.1297,2050
"Suriname","SUR",1.1297,2050
"Sweden","SWE",1.0987,2050
"Switzerland","CHE",1.0987,2050
"Syrian Arab Republic","SYR",1.1297,2050
"Tajikistan","TJK",1.0987,2050
"Thailand","THA",1.1774,2050
"Togo","TGO",1.1297,2050
"Trinidad and Tobago","TTO",1.1297,2050
"Tunisia","TUN",1.1183652173913,2050
"Turkey","TUR",1.0987,2050
"Turkmenistan","TKM",1.0987,2050
"Ukraine","UKR",1.0987,2050
"United Arab Emirates","ARE",1.1297,2050
"United Kingdom","GBR",1.0987,2050
"United States","USA",1.1297,2050
"Uruguay","URY",1.11658260869565,2050
"Uzbekistan","UZB",1.0987,2050
"Venezuela","VEN",1.1768,2050
"Vietnam","VNM",1.088,2050
"Zambia","ZMB",1.09386,2050
"Zimbabwe","ZWE",1.1297,2050
