Year,iso_code3,cost_enfu_fuel_coke_usd_per_tonne
2017,TUN,187.7075
2018,TUN,187.7075
2019,TUN,187.7075
2020,TUN,187.7075
2015,TUR,398.06
2016,TUR,398.06
2017,TUR,398.06
2018,TUR,398.06
2019,TUR,398.06
2020,TUR,398.06
2015,TUV,187.7075
2016,TUV,187.7075
2017,TUV,187.7075
2018,TUV,187.7075
2019,TUV,187.7075
2020,TUV,187.7075
2015,TZA,187.7075
2016,TZA,187.7075
2017,TZA,187.7075
2018,TZA,187.7075
2019,TZA,187.7075
2020,TZA,187.7075
2015,UGA,187.7075
2016,UGA,187.7075
2017,UGA,187.7075
2018,UGA,187.7075
2019,UGA,187.7075
2020,UGA,187.7075
2015,UKR,187.7075
2016,UKR,187.7075
2017,UKR,187.7075
2018,UKR,187.7075
2019,UKR,187.7075
2020,UKR,187.7075
2015,URY,187.7075
2016,URY,187.7075
2017,URY,187.7075
2018,URY,187.7075
2019,URY,187.7075
2020,URY,187.7075
2015,USA,187.7075
2016,USA,187.7075
2017,USA,187.7075
2018,USA,187.7075
2019,USA,187.7075
2020,USA,187.7075
2015,UZB,187.7075
2016,UZB,187.7075
2017,UZB,187.7075
2018,UZB,187.7075
2019,UZB,187.7075
2020,UZB,187.7075
2015,VCT,187.7075
2016,VCT,187.7075
2017,VCT,187.7075
2018,VCT,187.7075
2019,VCT,187.7075
2020,VCT,187.7075
2015,VEN,187.7075
2016,VEN,187.7075
2017,VEN,187.7075
2018,VEN,187.7075
2019,VEN,187.7075
2020,VEN,187.7075
2015,VGB,187.7075
2016,VGB,187.7075
2017,VGB,187.7075
2018,VGB,187.7075
2019,VGB,187.7075
2020,VGB,187.7075
2015,VIR,187.7075
2016,VIR,187.7075
2017,VIR,187.7075
2018,VIR,187.7075
2019,VIR,187.7075
2020,VIR,187.7075
2015,VNM,187.7075
2016,VNM,187.7075
2017,VNM,187.7075
2018,VNM,187.7075
2019,VNM,187.7075
2020,VNM,187.7075
2015,VUT,187.7075
2016,VUT,187.7075
2017,VUT,187.7075
2018,VUT,187.7075
2019,VUT,187.7075
2020,VUT,187.7075
2015,WSM,187.7075
2016,WSM,187.7075
2017,WSM,187.7075
2018,WSM,187.7075
2019,WSM,187.7075
2020,WSM,187.7075
2015,XKX,187.7075
2016,XKX,187.7075
2017,XKX,187.7075
2018,XKX,187.7075
2019,XKX,187.7075
2020,XKX,187.7075
2015,YEM,187.7075
2016,YEM,187.7075
2017,YEM,187.7075
2018,YEM,187.7075
2019,YEM,187.7075
2020,YEM,187.7075
2015,ZAF,187.7075
2016,ZAF,187.7075
2017,ZAF,187.7075
2018,ZAF,187.7075
2019,ZAF,187.7075
2020,ZAF,187.7075
2015,ZMB,187.7075
2016,ZMB,187.7075
2017,ZMB,187.7075
2018,ZMB,187.7075
2019,ZMB,187.7075
2020,ZMB,187.7075
2015,ZWE,187.7075
2016,ZWE,187.7075
2017,ZWE,187.7075
2018,ZWE,187.7075
2019,ZWE,187.7075
2020,ZWE,187.7075
