"Nation","iso_code3","Year","nemomod_entc_variable_cost_pp_biomass_mm_usd_per_gw"
"Albania","CZE",2048,3.47154008512606
"Albania","CZE",2049,3.39225
"Albania","CZE",2050,3.31477090292107
"Albania","DEU",2021,6.47812286173022
"Albania","DEU",2022,6.33016233108147
"Albania","DEU",2023,6.18558122362322
"Albania","DEU",2024,6.04430235322313
"Albania","DEU",2025,5.90625029668255
"Albania","DEU",2026,5.77135135347108
"Albania","DEU",2027,5.63953350638074
"Albania","DEU",2028,5.51072638307888
"Albania","DEU",2029,5.38486121853913
"Albania","DEU",2030,5.26187081833049
"Albania","DEU",2031,5.1416895227449
"Albania","DEU",2032,5.0242531717441
"Albania","DEU",2033,4.90949907070712
"Albania","DEU",2034,4.79736595696013
"Albania","DEU",2035,4.68779396707069
"Albania","DEU",2036,4.58072460488904
"Albania","DEU",2037,4.47610071031935
"Albania","DEU",2038,4.37386642880416
"Albania","DEU",2039,4.27396718150588
"Albania","DEU",2040,4.17634963616929
"Albania","DEU",2041,4.08096167864956
"Albania","DEU",2042,3.98775238509057
"Albania","DEU",2043,3.89667199473869
"Albania","DEU",2044,3.80767188337747
"Albania","DEU",2045,3.7207045373691
"Albania","DEU",2046,3.63572352828874
"Albania","DEU",2047,3.55268348813827
"Albania","DEU",2048,3.47154008512606
"Albania","DEU",2049,3.39225
"Albania","DEU",2050,3.31477090292107
"Albania","DJI",2021,6.47812286173022
"Albania","DJI",2022,6.33016233108147
"Albania","DJI",2023,6.18558122362322
"Albania","DJI",2024,6.04430235322313
"Albania","DJI",2025,5.90625029668255
"Albania","DJI",2026,5.77135135347108
"Albania","DJI",2027,5.63953350638074
"Albania","DJI",2028,5.51072638307888
"Albania","DJI",2029,5.38486121853913
"Albania","DJI",2030,5.26187081833049
"Albania","DJI",2031,5.1416895227449
"Albania","DJI",2032,5.0242531717441
"Albania","DJI",2033,4.90949907070712
"Albania","DJI",2034,4.79736595696013
"Albania","DJI",2035,4.68779396707069
"Albania","DJI",2036,4.58072460488904
"Albania","DJI",2037,4.47610071031935
"Albania","DJI",2038,4.37386642880416
"Albania","DJI",2039,4.27396718150588
"Albania","DJI",2040,4.17634963616929
"Albania","DJI",2041,4.08096167864956
"Albania","DJI",2042,3.98775238509057
"Albania","DJI",2043,3.89667199473869
"Albania","DJI",2044,3.80767188337747
"Albania","DJI",2045,3.7207045373691
"Albania","DJI",2046,3.63572352828874
"Albania","DJI",2047,3.55268348813827
"Albania","DJI",2048,3.47154008512606
"Albania","DJI",2049,3.39225
"Albania","DJI",2050,3.31477090292107
"Albania","DMA",2021,6.47812286173022
"Albania","DMA",2022,6.33016233108147
"Albania","DMA",2023,6.18558122362322
"Albania","DMA",2024,6.04430235322313
"Albania","DMA",2025,5.90625029668255
"Albania","DMA",2026,5.77135135347108
"Albania","DMA",2027,5.63953350638074
"Albania","DMA",2028,5.51072638307888
"Albania","DMA",2029,5.38486121853913
"Albania","DMA",2030,5.26187081833049
"Albania","DMA",2031,5.1416895227449
"Albania","DMA",2032,5.0242531717441
"Albania","DMA",2033,4.90949907070712
"Albania","DMA",2034,4.79736595696013
"Albania","DMA",2035,4.68779396707069
"Albania","DMA",2036,4.58072460488904
"Albania","DMA",2037,4.47610071031935
"Albania","DMA",2038,4.37386642880416
"Albania","DMA",2039,4.27396718150588
"Albania","DMA",2040,4.17634963616929
"Albania","DMA",2041,4.08096167864956
"Albania","DMA",2042,3.98775238509057
"Albania","DMA",2043,3.89667199473869
"Albania","DMA",2044,3.80767188337747
"Albania","DMA",2045,3.7207045373691
"Albania","DMA",2046,3.63572352828874
"Albania","DMA",2047,3.55268348813827
"Albania","DMA",2048,3.47154008512606
"Albania","DMA",2049,3.39225
"Albania","DMA",2050,3.31477090292107
"Albania","DNK",2021,6.47812286173022
"Albania","DNK",2022,6.33016233108147
"Albania","DNK",2023,6.18558122362322
"Albania","DNK",2024,6.04430235322313
"Albania","DNK",2025,5.90625029668255
"Albania","DNK",2026,5.77135135347108
"Albania","DNK",2027,5.63953350638074
"Albania","DNK",2028,5.51072638307888
"Albania","DNK",2029,5.38486121853913
"Albania","DNK",2030,5.26187081833049
"Albania","DNK",2031,5.1416895227449
"Albania","DNK",2032,5.0242531717441
"Albania","DNK",2033,4.90949907070712
"Albania","DNK",2034,4.79736595696013
"Albania","DNK",2035,4.68779396707069
"Albania","DNK",2036,4.58072460488904
"Albania","DNK",2037,4.47610071031935
"Albania","DNK",2038,4.37386642880416
"Albania","DNK",2039,4.27396718150588
"Albania","DNK",2040,4.17634963616929
"Albania","DNK",2041,4.08096167864956
"Albania","DNK",2042,3.98775238509057
"Albania","DNK",2043,3.89667199473869
"Albania","DNK",2044,3.80767188337747
"Albania","DNK",2045,3.7207045373691
"Albania","DNK",2046,3.63572352828874
"Albania","DNK",2047,3.55268348813827
"Albania","DNK",2048,3.47154008512606
"Albania","DNK",2049,3.39225
"Albania","DNK",2050,3.31477090292107
"Algeria","DOM",2021,2.90606042150135
"Algeria","DOM",2022,2.83968590974227
"Algeria","DOM",2023,2.77482739392693
"Algeria","DOM",2024,2.71145024866012
"Algeria","DOM",2025,2.64952063939175
"Algeria","DOM",2026,2.58900550435393
"Algeria","DOM",2027,2.52987253691057
"Algeria","DOM",2028,2.4720901683102
"Algeria","DOM",2029,2.41562755083261
"Algeria","DOM",2030,2.36045454132049
"Algeria","DOM",2031,2.3065416850872
"Algeria","DOM",2032,2.25386020019208
"Algeria","DOM",2033,2.2023819620749
"Algeria","DOM",2034,2.15207948854126
"Algeria","DOM",2035,2.10292592509096
"Algeria","DOM",2036,2.05489503058144
"Algeria","DOM",2037,2.00796116321865
"Algeria","DOM",2038,1.96209926686793
"Algeria","DOM",2039,1.91728485767752
"Algeria","DOM",2040,1.87349401100763
"Algeria","DOM",2041,1.83070334865796
"Algeria","DOM",2042,1.78889002638708
"Algeria","DOM",2043,1.74803172171674
"Algeria","DOM",2044,1.70810662201479
"Algeria","DOM",2045,1.6690934128503
"Algeria","DOM",2046,1.6309712666146
"Algeria","DOM",2047,1.59371983140229
"Algeria","DOM",2048,1.55731922014609
"Algeria","DOM",2049,1.52175
"Algeria","DOM",2050,1.48699318196481
"Algeria","DZA",2021,2.90606042150135
"Algeria","DZA",2022,2.83968590974227
"Algeria","DZA",2023,2.77482739392693
"Algeria","DZA",2024,2.71145024866012
"Algeria","DZA",2025,2.64952063939175
"Algeria","DZA",2026,2.58900550435393
"Algeria","DZA",2027,2.52987253691057
"Algeria","DZA",2028,2.4720901683102
"Algeria","DZA",2029,2.41562755083261
"Algeria","DZA",2030,2.36045454132049
"Algeria","DZA",2031,2.3065416850872
"Algeria","DZA",2032,2.25386020019208
"Algeria","DZA",2033,2.2023819620749
"Algeria","DZA",2034,2.15207948854126
"Algeria","DZA",2035,2.10292592509096
"Algeria","DZA",2036,2.05489503058144
"Algeria","DZA",2037,2.00796116321865
"Algeria","DZA",2038,1.96209926686793
"Algeria","DZA",2039,1.91728485767752
"Algeria","DZA",2040,1.87349401100763
"Algeria","DZA",2041,1.83070334865796
"Algeria","DZA",2042,1.78889002638708
"Algeria","DZA",2043,1.74803172171674
"Algeria","DZA",2044,1.70810662201479
"Algeria","DZA",2045,1.6690934128503
"Algeria","DZA",2046,1.6309712666146
"Algeria","DZA",2047,1.59371983140229
"Algeria","DZA",2048,1.55731922014609
"Algeria","DZA",2049,1.52175
"Algeria","DZA",2050,1.48699318196481
"Algeria","ECU",2021,2.90606042150135
"Algeria","ECU",2022,2.83968590974227
"Algeria","ECU",2023,2.77482739392693
"Algeria","ECU",2024,2.71145024866012
"Algeria","ECU",2025,2.64952063939175
"Algeria","ECU",2026,2.58900550435393
"Algeria","ECU",2027,2.52987253691057
"Algeria","ECU",2028,2.4720901683102
"Algeria","ECU",2029,2.41562755083261
"Algeria","ECU",2030,2.36045454132049
"Algeria","ECU",2031,2.3065416850872
"Algeria","ECU",2032,2.25386020019208
"Algeria","ECU",2033,2.2023819620749
"Algeria","ECU",2034,2.15207948854126
"Algeria","ECU",2035,2.10292592509096
"Algeria","ECU",2036,2.05489503058144
"Algeria","ECU",2037,2.00796116321865
"Algeria","ECU",2038,1.96209926686793
"Algeria","ECU",2039,1.91728485767752
"Algeria","ECU",2040,1.87349401100763
"Algeria","ECU",2041,1.83070334865796
"Algeria","ECU",2042,1.78889002638708
"Algeria","ECU",2043,1.74803172171674
"Algeria","ECU",2044,1.70810662201479
"Algeria","ECU",2045,1.6690934128503
"Algeria","ECU",2046,1.6309712666146
"Algeria","ECU",2047,1.59371983140229
"Algeria","ECU",2048,1.55731922014609
"Algeria","ECU",2049,1.52175
"Algeria","ECU",2050,1.48699318196481
"Algeria","EGY",2021,2.90606042150135
"Algeria","EGY",2022,2.83968590974227
"Algeria","EGY",2023,2.77482739392693
"Algeria","EGY",2024,2.71145024866012
"Algeria","EGY",2025,2.64952063939175
"Algeria","EGY",2026,2.58900550435393
"Algeria","EGY",2027,2.52987253691057
"Algeria","EGY",2028,2.4720901683102
"Algeria","EGY",2029,2.41562755083261
"Algeria","EGY",2030,2.36045454132049
"Algeria","EGY",2031,2.3065416850872
"Algeria","EGY",2032,2.25386020019208
"Algeria","EGY",2033,2.2023819620749
"Algeria","EGY",2034,2.15207948854126
"Algeria","EGY",2035,2.10292592509096
"Algeria","EGY",2036,2.05489503058144
"Algeria","EGY",2037,2.00796116321865
"Algeria","EGY",2038,1.96209926686793
"Algeria","EGY",2039,1.91728485767752
"Algeria","EGY",2040,1.87349401100763
"Algeria","EGY",2041,1.83070334865796
"Algeria","EGY",2042,1.78889002638708
"Algeria","EGY",2043,1.74803172171674
"Algeria","EGY",2044,1.70810662201479
"Algeria","EGY",2045,1.6690934128503
"Algeria","EGY",2046,1.6309712666146
"Algeria","EGY",2047,1.59371983140229
"Algeria","EGY",2048,1.55731922014609
"Algeria","EGY",2049,1.52175
"Algeria","EGY",2050,1.48699318196481
"Algeria","ERI",2021,2.90606042150135
"Algeria","ERI",2022,2.83968590974227
"Algeria","ERI",2023,2.77482739392693
"Algeria","ERI",2024,2.71145024866012
"Algeria","ERI",2025,2.64952063939175
"Algeria","ERI",2026,2.58900550435393
"Algeria","ERI",2027,2.52987253691057
"Algeria","ERI",2028,2.4720901683102
"Algeria","ERI",2029,2.41562755083261
"Algeria","ERI",2030,2.36045454132049
"Algeria","ERI",2031,2.3065416850872
"Algeria","ERI",2032,2.25386020019208
"Algeria","ERI",2033,2.2023819620749
"Algeria","ERI",2034,2.15207948854126
"Algeria","ERI",2035,2.10292592509096
"Algeria","ERI",2036,2.05489503058144
"Algeria","ERI",2037,2.00796116321865
"Algeria","ERI",2038,1.96209926686793
"Algeria","ERI",2039,1.91728485767752
"Algeria","ERI",2040,1.87349401100763
"Algeria","ERI",2041,1.83070334865796
"Algeria","ERI",2042,1.78889002638708
"Algeria","ERI",2043,1.74803172171674
"Algeria","ERI",2044,1.70810662201479
"Algeria","ERI",2045,1.6690934128503
"Algeria","ERI",2046,1.6309712666146
"Algeria","ERI",2047,1.59371983140229
"Algeria","ERI",2048,1.55731922014609
"Algeria","ERI",2049,1.52175
"Algeria","ERI",2050,1.48699318196481
"Algeria","ESH",2021,2.90606042150135
"Algeria","ESH",2022,2.83968590974227
"Algeria","ESH",2023,2.77482739392693
"Algeria","ESH",2024,2.71145024866012
"Algeria","ESH",2025,2.64952063939175
"Algeria","ESH",2026,2.58900550435393
"Algeria","ESH",2027,2.52987253691057
"Algeria","ESH",2028,2.4720901683102
"Algeria","ESH",2029,2.41562755083261
"Algeria","ESH",2030,2.36045454132049
"Algeria","ESH",2031,2.3065416850872
"Algeria","ESH",2032,2.25386020019208
"Algeria","ESH",2033,2.2023819620749
"Algeria","ESH",2034,2.15207948854126
"Algeria","ESH",2035,2.10292592509096
"Algeria","ESH",2036,2.05489503058144
"Algeria","ESH",2037,2.00796116321865
"Algeria","ESH",2038,1.96209926686793
"Algeria","ESH",2039,1.91728485767752
"Algeria","ESH",2040,1.87349401100763
"Algeria","ESH",2041,1.83070334865796
"Algeria","ESH",2042,1.78889002638708
"Algeria","ESH",2043,1.74803172171674
"Algeria","ESH",2044,1.70810662201479
"Algeria","ESH",2045,1.6690934128503
"Algeria","ESH",2046,1.6309712666146
"Algeria","ESH",2047,1.59371983140229
"Algeria","ESH",2048,1.55731922014609
"Algeria","ESH",2049,1.52175
"Algeria","ESH",2050,1.48699318196481
"Algeria","ESP",2021,2.90606042150135
"Algeria","ESP",2022,2.83968590974227
"Algeria","ESP",2023,2.77482739392693
"Algeria","ESP",2024,2.71145024866012
"Algeria","ESP",2025,2.64952063939175
"Algeria","ESP",2026,2.58900550435393
"Algeria","ESP",2027,2.52987253691057
"Algeria","ESP",2028,2.4720901683102
"Algeria","ESP",2029,2.41562755083261
"Algeria","ESP",2030,2.36045454132049
"Algeria","ESP",2031,2.3065416850872
"Algeria","ESP",2032,2.25386020019208
"Algeria","ESP",2033,2.2023819620749
"Algeria","ESP",2034,2.15207948854126
"Algeria","ESP",2035,2.10292592509096
"Algeria","ESP",2036,2.05489503058144
"Algeria","ESP",2037,2.00796116321865
"Algeria","ESP",2038,1.96209926686793
"Algeria","ESP",2039,1.91728485767752
"Algeria","ESP",2040,1.87349401100763
"Algeria","ESP",2041,1.83070334865796
"Algeria","ESP",2042,1.78889002638708
"Algeria","ESP",2043,1.74803172171674
"Algeria","ESP",2044,1.70810662201479
"Algeria","ESP",2045,1.6690934128503
"Algeria","ESP",2046,1.6309712666146
"Algeria","ESP",2047,1.59371983140229
"Algeria","ESP",2048,1.55731922014609
"Algeria","ESP",2049,1.52175
"Algeria","ESP",2050,1.48699318196481
"Algeria","EST",2021,2.90606042150135
"Algeria","EST",2022,2.83968590974227
"Algeria","EST",2023,2.77482739392693
"Algeria","EST",2024,2.71145024866012
"Algeria","EST",2025,2.64952063939175
"Algeria","EST",2026,2.58900550435393
"Algeria","EST",2027,2.52987253691057
"Algeria","EST",2028,2.4720901683102
"Algeria","EST",2029,2.41562755083261
"Algeria","EST",2030,2.36045454132049
"Algeria","EST",2031,2.3065416850872
"Algeria","EST",2032,2.25386020019208
"Algeria","EST",2033,2.2023819620749
"Algeria","EST",2034,2.15207948854126
"Algeria","EST",2035,2.10292592509096
"Algeria","EST",2036,2.05489503058144
"Algeria","EST",2037,2.00796116321865
"Algeria","EST",2038,1.96209926686793
"Algeria","EST",2039,1.91728485767752
"Algeria","EST",2040,1.87349401100763
"Algeria","EST",2041,1.83070334865796
"Algeria","EST",2042,1.78889002638708
"Algeria","EST",2043,1.74803172171674
"Algeria","EST",2044,1.70810662201479
"Algeria","EST",2045,1.6690934128503
"Algeria","EST",2046,1.6309712666146
"Algeria","EST",2047,1.59371983140229
"Algeria","EST",2048,1.55731922014609
"Algeria","EST",2049,1.52175
"Algeria","EST",2050,1.48699318196481
"Algeria","ETH",2021,2.90606042150135
"Algeria","ETH",2022,2.83968590974227
"Algeria","ETH",2023,2.77482739392693
"Algeria","ETH",2024,2.71145024866012
"Algeria","ETH",2025,2.64952063939175
"Algeria","ETH",2026,2.58900550435393
"Algeria","ETH",2027,2.52987253691057
"Algeria","ETH",2028,2.4720901683102
"Algeria","ETH",2029,2.41562755083261
"Algeria","ETH",2030,2.36045454132049
"Algeria","ETH",2031,2.3065416850872
"Algeria","ETH",2032,2.25386020019208
"Algeria","ETH",2033,2.2023819620749
"Algeria","ETH",2034,2.15207948854126
"Algeria","ETH",2035,2.10292592509096
"Algeria","ETH",2036,2.05489503058144
"Algeria","ETH",2037,2.00796116321865
"Algeria","ETH",2038,1.96209926686793
"Algeria","ETH",2039,1.91728485767752
"Algeria","ETH",2040,1.87349401100763
"Algeria","ETH",2041,1.83070334865796
"Algeria","ETH",2042,1.78889002638708
"Algeria","ETH",2043,1.74803172171674
"Algeria","ETH",2044,1.70810662201479
"Algeria","ETH",2045,1.6690934128503
"Algeria","ETH",2046,1.6309712666146
"Algeria","ETH",2047,1.59371983140229
"Algeria","ETH",2048,1.55731922014609
"Algeria","ETH",2049,1.52175
"Algeria","ETH",2050,1.48699318196481
"Algeria","FIN",2021,2.90606042150135
"Algeria","FIN",2022,2.83968590974227
"Algeria","FIN",2023,2.77482739392693
"Algeria","FIN",2024,2.71145024866012
"Algeria","FIN",2025,2.64952063939175
"Algeria","FIN",2026,2.58900550435393
"Algeria","FIN",2027,2.52987253691057
"Algeria","FIN",2028,2.4720901683102
"Algeria","FIN",2029,2.41562755083261
"Algeria","FIN",2030,2.36045454132049
"Algeria","FIN",2031,2.3065416850872
"Algeria","FIN",2032,2.25386020019208
"Algeria","FIN",2033,2.2023819620749
"Algeria","FIN",2034,2.15207948854126
"Algeria","FIN",2035,2.10292592509096
"Algeria","FIN",2036,2.05489503058144
"Algeria","FIN",2037,2.00796116321865
"Algeria","FIN",2038,1.96209926686793
"Algeria","FIN",2039,1.91728485767752
"Algeria","FIN",2040,1.87349401100763
"Algeria","FIN",2041,1.83070334865796
"Algeria","FIN",2042,1.78889002638708
"Algeria","FIN",2043,1.74803172171674
"Algeria","FIN",2044,1.70810662201479
"Algeria","FIN",2045,1.6690934128503
"Algeria","FIN",2046,1.6309712666146
"Algeria","FIN",2047,1.59371983140229
"Algeria","FIN",2048,1.55731922014609
"Algeria","FIN",2049,1.52175
"Algeria","FIN",2050,1.48699318196481
"Algeria","FJI",2021,2.90606042150135
"Algeria","FJI",2022,2.83968590974227
"Algeria","FJI",2023,2.77482739392693
"Algeria","FJI",2024,2.71145024866012
"Algeria","FJI",2025,2.64952063939175
"Algeria","FJI",2026,2.58900550435393
"Algeria","FJI",2027,2.52987253691057
"Algeria","FJI",2028,2.4720901683102
"Algeria","FJI",2029,2.41562755083261
"Algeria","FJI",2030,2.36045454132049
"Algeria","FJI",2031,2.3065416850872
"Algeria","FJI",2032,2.25386020019208
"Algeria","FJI",2033,2.2023819620749
"Algeria","FJI",2034,2.15207948854126
"Algeria","FJI",2035,2.10292592509096
"Algeria","FJI",2036,2.05489503058144
"Algeria","FJI",2037,2.00796116321865
"Algeria","FJI",2038,1.96209926686793
"Algeria","FJI",2039,1.91728485767752
"Algeria","FJI",2040,1.87349401100763
"Algeria","FJI",2041,1.83070334865796
"Algeria","FJI",2042,1.78889002638708
"Algeria","FJI",2043,1.74803172171674
"Algeria","FJI",2044,1.70810662201479
"Algeria","FJI",2045,1.6690934128503
"Algeria","FJI",2046,1.6309712666146
"Algeria","FJI",2047,1.59371983140229
"Algeria","FJI",2048,1.55731922014609
"Algeria","FJI",2049,1.52175
"Algeria","FJI",2050,1.48699318196481
"Algeria","FLK",2021,2.90606042150135
"Algeria","FLK",2022,2.83968590974227
"Algeria","FLK",2023,2.77482739392693
"Algeria","FLK",2024,2.71145024866012
"Algeria","FLK",2025,2.64952063939175
"Algeria","FLK",2026,2.58900550435393
"Algeria","FLK",2027,2.52987253691057
"Algeria","FLK",2028,2.4720901683102
"Algeria","FLK",2029,2.41562755083261
"Algeria","FLK",2030,2.36045454132049
"Algeria","FLK",2031,2.3065416850872
"Algeria","FLK",2032,2.25386020019208
"Algeria","FLK",2033,2.2023819620749
"Algeria","FLK",2034,2.15207948854126
"Algeria","FLK",2035,2.10292592509096
"Algeria","FLK",2036,2.05489503058144
"Algeria","FLK",2037,2.00796116321865
"Algeria","FLK",2038,1.96209926686793
"Algeria","FLK",2039,1.91728485767752
"Algeria","FLK",2040,1.87349401100763
"Algeria","FLK",2041,1.83070334865796
"Algeria","FLK",2042,1.78889002638708
"Algeria","FLK",2043,1.74803172171674
"Algeria","FLK",2044,1.70810662201479
"Algeria","FLK",2045,1.6690934128503
"Algeria","FLK",2046,1.6309712666146
"Algeria","FLK",2047,1.59371983140229
"Algeria","FLK",2048,1.55731922014609
"Algeria","FLK",2049,1.52175
"Algeria","FLK",2050,1.48699318196481
"Algeria","FRA",2021,2.90606042150135
"Algeria","FRA",2022,2.83968590974227
"Algeria","FRA",2023,2.77482739392693
"Algeria","FRA",2024,2.71145024866012
"Algeria","FRA",2025,2.64952063939175
"Algeria","FRA",2026,2.58900550435393
"Algeria","FRA",2027,2.52987253691057
"Algeria","FRA",2028,2.4720901683102
"Algeria","FRA",2029,2.41562755083261
"Algeria","FRA",2030,2.36045454132049
"Algeria","FRA",2031,2.3065416850872
"Algeria","FRA",2032,2.25386020019208
"Algeria","FRA",2033,2.2023819620749
"Algeria","FRA",2034,2.15207948854126
"Algeria","FRA",2035,2.10292592509096
"Algeria","FRA",2036,2.05489503058144
"Algeria","FRA",2037,2.00796116321865
"Algeria","FRA",2038,1.96209926686793
"Algeria","FRA",2039,1.91728485767752
"Algeria","FRA",2040,1.87349401100763
"Algeria","FRA",2041,1.83070334865796
"Algeria","FRA",2042,1.78889002638708
"Algeria","FRA",2043,1.74803172171674
"Algeria","FRA",2044,1.70810662201479
"Algeria","FRA",2045,1.6690934128503
"Algeria","FRA",2046,1.6309712666146
"Algeria","FRA",2047,1.59371983140229
"Algeria","FRA",2048,1.55731922014609
"Algeria","FRA",2049,1.52175
"Algeria","FRA",2050,1.48699318196481
"Algeria","FRO",2021,2.90606042150135
"Algeria","FRO",2022,2.83968590974227
"Algeria","FRO",2023,2.77482739392693
"Algeria","FRO",2024,2.71145024866012
"Algeria","FRO",2025,2.64952063939175
"Algeria","FRO",2026,2.58900550435393
"Algeria","FRO",2027,2.52987253691057
"Algeria","FRO",2028,2.4720901683102
"Algeria","FRO",2029,2.41562755083261
"Algeria","FRO",2030,2.36045454132049
"Algeria","FRO",2031,2.3065416850872
"Algeria","FRO",2032,2.25386020019208
"Algeria","FRO",2033,2.2023819620749
"Algeria","FRO",2034,2.15207948854126
"Algeria","FRO",2035,2.10292592509096
"Algeria","FRO",2036,2.05489503058144
"Algeria","FRO",2037,2.00796116321865
"Algeria","FRO",2038,1.96209926686793
"Algeria","FRO",2039,1.91728485767752
"Algeria","FRO",2040,1.87349401100763
"Algeria","FRO",2041,1.83070334865796
"Algeria","FRO",2042,1.78889002638708
"Algeria","FRO",2043,1.74803172171674
"Algeria","FRO",2044,1.70810662201479
"Algeria","FRO",2045,1.6690934128503
"Algeria","FRO",2046,1.6309712666146
"Algeria","FRO",2047,1.59371983140229
"Algeria","FRO",2048,1.55731922014609
"Algeria","FRO",2049,1.52175
"Algeria","FRO",2050,1.48699318196481
"Algeria","FSM",2021,2.90606042150135
"Algeria","FSM",2022,2.83968590974227
"Algeria","FSM",2023,2.77482739392693
"Algeria","FSM",2024,2.71145024866012
"Algeria","FSM",2025,2.64952063939175
"Algeria","FSM",2026,2.58900550435393
"Algeria","FSM",2027,2.52987253691057
"Algeria","FSM",2028,2.4720901683102
"Algeria","FSM",2029,2.41562755083261
"Algeria","FSM",2030,2.36045454132049
"Algeria","FSM",2031,2.3065416850872
"Algeria","FSM",2032,2.25386020019208
"Algeria","FSM",2033,2.2023819620749
"Algeria","FSM",2034,2.15207948854126
"Algeria","FSM",2035,2.10292592509096
"Algeria","FSM",2036,2.05489503058144
"Algeria","FSM",2037,2.00796116321865
"Algeria","FSM",2038,1.96209926686793
"Algeria","FSM",2039,1.91728485767752
"Algeria","FSM",2040,1.87349401100763
"Algeria","FSM",2041,1.83070334865796
"Algeria","FSM",2042,1.78889002638708
"Algeria","FSM",2043,1.74803172171674
"Algeria","FSM",2044,1.70810662201479
"Algeria","FSM",2045,1.6690934128503
"Algeria","FSM",2046,1.6309712666146
"Algeria","FSM",2047,1.59371983140229
"Algeria","FSM",2048,1.55731922014609
"Algeria","FSM",2049,1.52175
"Algeria","FSM",2050,1.48699318196481
"Algeria","GAB",2021,2.90606042150135
"Algeria","GAB",2022,2.83968590974227
"Algeria","GAB",2023,2.77482739392693
"Algeria","GAB",2024,2.71145024866012
"Algeria","GAB",2025,2.64952063939175
"Algeria","GAB",2026,2.58900550435393
"Algeria","GAB",2027,2.52987253691057
"Algeria","GAB",2028,2.4720901683102
"Algeria","GAB",2029,2.41562755083261
"Algeria","GAB",2030,2.36045454132049
"Algeria","GAB",2031,2.3065416850872
"Algeria","GAB",2032,2.25386020019208
"Algeria","GAB",2033,2.2023819620749
"Algeria","GAB",2034,2.15207948854126
"Algeria","GAB",2035,2.10292592509096
"Algeria","GAB",2036,2.05489503058144
"Algeria","GAB",2037,2.00796116321865
"Algeria","GAB",2038,1.96209926686793
"Algeria","GAB",2039,1.91728485767752
"Algeria","GAB",2040,1.87349401100763
"Algeria","GAB",2041,1.83070334865796
"Algeria","GAB",2042,1.78889002638708
"Algeria","GAB",2043,1.74803172171674
"Algeria","GAB",2044,1.70810662201479
"Algeria","GAB",2045,1.6690934128503
"Algeria","GAB",2046,1.6309712666146
"Algeria","GAB",2047,1.59371983140229
"Algeria","GAB",2048,1.55731922014609
"Algeria","GAB",2049,1.52175
"Algeria","GAB",2050,1.48699318196481
"Algeria","GBR",2021,2.90606042150135
"Algeria","GBR",2022,2.83968590974227
"Algeria","GBR",2023,2.77482739392693
"Algeria","GBR",2024,2.71145024866012
"Algeria","GBR",2025,2.64952063939175
"Algeria","GBR",2026,2.58900550435393
"Algeria","GBR",2027,2.52987253691057
"Algeria","GBR",2028,2.4720901683102
"Algeria","GBR",2029,2.41562755083261
"Algeria","GBR",2030,2.36045454132049
"Algeria","GBR",2031,2.3065416850872
"Algeria","GBR",2032,2.25386020019208
"Algeria","GBR",2033,2.2023819620749
"Algeria","GBR",2034,2.15207948854126
"Algeria","GBR",2035,2.10292592509096
"Algeria","GBR",2036,2.05489503058144
"Algeria","GBR",2037,2.00796116321865
"Algeria","GBR",2038,1.96209926686793
"Algeria","GBR",2039,1.91728485767752
"Algeria","GBR",2040,1.87349401100763
"Algeria","GBR",2041,1.83070334865796
"Algeria","GBR",2042,1.78889002638708
"Algeria","GBR",2043,1.74803172171674
"Algeria","GBR",2044,1.70810662201479
"Algeria","GBR",2045,1.6690934128503
"Algeria","GBR",2046,1.6309712666146
"Algeria","GBR",2047,1.59371983140229
"Algeria","GBR",2048,1.55731922014609
"Algeria","GBR",2049,1.52175
"Algeria","GBR",2050,1.48699318196481
"Algeria","GEO",2021,2.90606042150135
"Algeria","GEO",2022,2.83968590974227
"Algeria","GEO",2023,2.77482739392693
"Algeria","GEO",2024,2.71145024866012
"Algeria","GEO",2025,2.64952063939175
"Algeria","GEO",2026,2.58900550435393
"Algeria","GEO",2027,2.52987253691057
"Algeria","GEO",2028,2.4720901683102
"Algeria","GEO",2029,2.41562755083261
"Algeria","GEO",2030,2.36045454132049
"Algeria","GEO",2031,2.3065416850872
"Algeria","GEO",2032,2.25386020019208
"Algeria","GEO",2033,2.2023819620749
"Algeria","GEO",2034,2.15207948854126
"Algeria","GEO",2035,2.10292592509096
"Algeria","GEO",2036,2.05489503058144
"Algeria","GEO",2037,2.00796116321865
"Algeria","GEO",2038,1.96209926686793
"Algeria","GEO",2039,1.91728485767752
"Algeria","GEO",2040,1.87349401100763
"Algeria","GEO",2041,1.83070334865796
"Algeria","GEO",2042,1.78889002638708
"Algeria","GEO",2043,1.74803172171674
"Algeria","GEO",2044,1.70810662201479
"Algeria","GEO",2045,1.6690934128503
"Algeria","GEO",2046,1.6309712666146
"Algeria","GEO",2047,1.59371983140229
"Algeria","GEO",2048,1.55731922014609
"Algeria","GEO",2049,1.52175
"Algeria","GEO",2050,1.48699318196481
"Algeria","GGY",2021,2.90606042150135
"Algeria","GGY",2022,2.83968590974227
"Algeria","GGY",2023,2.77482739392693
"Algeria","GGY",2024,2.71145024866012
"Algeria","GGY",2025,2.64952063939175
"Algeria","GGY",2026,2.58900550435393
"Algeria","GGY",2027,2.52987253691057
"Algeria","GGY",2028,2.4720901683102
"Algeria","GGY",2029,2.41562755083261
"Algeria","GGY",2030,2.36045454132049
"Algeria","GGY",2031,2.3065416850872
"Algeria","GGY",2032,2.25386020019208
