,Nation,iso_code3,Year,cost_enfu_fuel_nuclear_usd_per_tonne
709,Belarus,BLR,2032,1663000
710,Belarus,BLR,2033,1663000
711,Belarus,BLR,2034,1663000
712,Belarus,BLR,2035,1663000
713,Belarus,BLR,2036,1663000
714,Belarus,BLR,2037,1663000
715,Belarus,BLR,2038,1663000
716,Belarus,BLR,2039,1663000
717,Belarus,BLR,2040,1663000
718,Belarus,BLR,2041,1663000
719,Belarus,BLR,2042,1663000
720,Belarus,BLR,2043,1663000
721,Belarus,BLR,2044,1663000
722,Belarus,BLR,2045,1663000
723,Belarus,BLR,2046,1663000
724,Belarus,BLR,2047,1663000
725,Belarus,BLR,2048,1663000
726,Belarus,BLR,2049,1663000
727,Belarus,BLR,2050,1663000
728,Belize,BLZ,2023,1663000
729,Belize,BLZ,2024,1663000
730,Belize,BLZ,2025,1663000
731,Belize,BLZ,2026,1663000
732,Belize,BLZ,2027,1663000
733,Belize,BLZ,2028,1663000
734,Belize,BLZ,2029,1663000
735,Belize,BLZ,2030,1663000
736,Belize,BLZ,2031,1663000
737,Belize,BLZ,2032,1663000
738,Belize,BLZ,2033,1663000
739,Belize,BLZ,2034,1663000
740,Belize,BLZ,2035,1663000
741,Belize,BLZ,2036,1663000
742,Belize,BLZ,2037,1663000
743,Belize,BLZ,2038,1663000
744,Belize,BLZ,2039,1663000
745,Belize,BLZ,2040,1663000
746,Belize,BLZ,2041,1663000
747,Belize,BLZ,2042,1663000
748,Belize,BLZ,2043,1663000
749,Belize,BLZ,2044,1663000
750,Belize,BLZ,2045,1663000
751,Belize,BLZ,2046,1663000
752,Belize,BLZ,2047,1663000
753,Belize,BLZ,2048,1663000
754,Belize,BLZ,2049,1663000
755,Belize,BLZ,2050,1663000
756,Bermuda,BMU,2023,1663000
757,Bermuda,BMU,2024,1663000
758,Bermuda,BMU,2025,1663000
759,Bermuda,BMU,2026,1663000
760,Bermuda,BMU,2027,1663000
761,Bermuda,BMU,2028,1663000
762,Bermuda,BMU,2029,1663000
763,Bermuda,BMU,2030,1663000
764,Bermuda,BMU,2031,1663000
765,Bermuda,BMU,2032,1663000
766,Bermuda,BMU,2033,1663000
767,Bermuda,BMU,2034,1663000
768,Bermuda,BMU,2035,1663000
769,Bermuda,BMU,2036,1663000
770,Bermuda,BMU,2037,1663000
771,Bermuda,BMU,2038,1663000
772,Bermuda,BMU,2039,1663000
773,Bermuda,BMU,2040,1663000
774,Bermuda,BMU,2041,1663000
775,Bermuda,BMU,2042,1663000
776,Bermuda,BMU,2043,1663000
777,Bermuda,BMU,2044,1663000
778,Bermuda,BMU,2045,1663000
779,Bermuda,BMU,2046,1663000
780,Bermuda,BMU,2047,1663000
781,Bermuda,BMU,2048,1663000
782,Bermuda,BMU,2049,1663000
783,Bermuda,BMU,2050,1663000
784,Bolivia,BOL,2023,1663000
785,Bolivia,BOL,2024,1663000
786,Bolivia,BOL,2025,1663000
787,Bolivia,BOL,2026,1663000
788,Bolivia,BOL,2027,1663000
789,Bolivia,BOL,2028,1663000
790,Bolivia,BOL,2029,1663000
791,Bolivia,BOL,2030,1663000
792,Bolivia,BOL,2031,1663000
793,Bolivia,BOL,2032,1663000
794,Bolivia,BOL,2033,1663000
795,Bolivia,BOL,2034,1663000
796,Bolivia,BOL,2035,1663000
797,Bolivia,BOL,2036,1663000
798,Bolivia,BOL,2037,1663000
799,Bolivia,BOL,2038,1663000
800,Bolivia,BOL,2039,1663000
801,Bolivia,BOL,2040,1663000
802,Bolivia,BOL,2041,1663000
803,Bolivia,BOL,2042,1663000
804,Bolivia,BOL,2043,1663000
805,Bolivia,BOL,2044,1663000
806,Bolivia,BOL,2045,1663000
807,Bolivia,BOL,2046,1663000
808,Bolivia,BOL,2047,1663000
809,Bolivia,BOL,2048,1663000
810,Bolivia,BOL,2049,1663000
811,Bolivia,BOL,2050,1663000
812,Brazil,BRA,2023,1663000
813,Brazil,BRA,2024,1663000
814,Brazil,BRA,2025,1663000
815,Brazil,BRA,2026,1663000
816,Brazil,BRA,2027,1663000
817,Brazil,BRA,2028,1663000
818,Brazil,BRA,2029,1663000
819,Brazil,BRA,2030,1663000
820,Brazil,BRA,2031,1663000
821,Brazil,BRA,2032,1663000
822,Brazil,BRA,2033,1663000
823,Brazil,BRA,2034,1663000
824,Brazil,BRA,2035,1663000
825,Brazil,BRA,2036,1663000
826,Brazil,BRA,2037,1663000
827,Brazil,BRA,2038,1663000
828,Brazil,BRA,2039,1663000
829,Brazil,BRA,2040,1663000
830,Brazil,BRA,2041,1663000
831,Brazil,BRA,2042,1663000
832,Brazil,BRA,2043,1663000
833,Brazil,BRA,2044,1663000
834,Brazil,BRA,2045,1663000
835,Brazil,BRA,2046,1663000
836,Brazil,BRA,2047,1663000
837,Brazil,BRA,2048,1663000
838,Brazil,BRA,2049,1663000
839,Brazil,BRA,2050,1663000
840,Barbados,BRB,2023,1663000
841,Barbados,BRB,2024,1663000
842,Barbados,BRB,2025,1663000
843,Barbados,BRB,2026,1663000
844,Barbados,BRB,2027,1663000
845,Barbados,BRB,2028,1663000
846,Barbados,BRB,2029,1663000
847,Barbados,BRB,2030,1663000
848,Barbados,BRB,2031,1663000
849,Barbados,BRB,2032,1663000
850,Barbados,BRB,2033,1663000
851,Barbados,BRB,2034,1663000
852,Barbados,BRB,2035,1663000
853,Barbados,BRB,2036,1663000
854,Barbados,BRB,2037,1663000
855,Barbados,BRB,2038,1663000
856,Barbados,BRB,2039,1663000
857,Barbados,BRB,2040,1663000
858,Barbados,BRB,2041,1663000
859,Barbados,BRB,2042,1663000
860,Barbados,BRB,2043,1663000
861,Barbados,BRB,2044,1663000
862,Barbados,BRB,2045,1663000
863,Barbados,BRB,2046,1663000
864,Barbados,BRB,2047,1663000
865,Barbados,BRB,2048,1663000
866,Barbados,BRB,2049,1663000
867,Barbados,BRB,2050,1663000
868,Brunei Darussalam,BRN,2023,1663000
869,Brunei Darussalam,BRN,2024,1663000
870,Brunei Darussalam,BRN,2025,1663000
871,Brunei Darussalam,BRN,2026,1663000
872,Brunei Darussalam,BRN,2027,1663000
873,Brunei Darussalam,BRN,2028,1663000
874,Brunei Darussalam,BRN,2029,1663000
875,Brunei Darussalam,BRN,2030,1663000
876,Brunei Darussalam,BRN,2031,1663000
877,Brunei Darussalam,BRN,2032,1663000
878,Brunei Darussalam,BRN,2033,1663000
879,Brunei Darussalam,BRN,2034,1663000
880,Brunei Darussalam,BRN,2035,1663000
881,Brunei Darussalam,BRN,2036,1663000
882,Brunei Darussalam,BRN,2037,1663000
883,Brunei Darussalam,BRN,2038,1663000
884,Brunei Darussalam,BRN,2039,1663000
885,Brunei Darussalam,BRN,2040,1663000
886,Brunei Darussalam,BRN,2041,1663000
887,Brunei Darussalam,BRN,2042,1663000
888,Brunei Darussalam,BRN,2043,1663000
889,Brunei Darussalam,BRN,2044,1663000
890,Brunei Darussalam,BRN,2045,1663000
891,Brunei Darussalam,BRN,2046,1663000
892,Brunei Darussalam,BRN,2047,1663000
893,Brunei Darussalam,BRN,2048,1663000
894,Brunei Darussalam,BRN,2049,1663000
895,Brunei Darussalam,BRN,2050,1663000
896,Bhutan,BTN,2023,1663000
897,Bhutan,BTN,2024,1663000
898,Bhutan,BTN,2025,1663000
899,Bhutan,BTN,2026,1663000
900,Bhutan,BTN,2027,1663000
901,Bhutan,BTN,2028,1663000
902,Bhutan,BTN,2029,1663000
903,Bhutan,BTN,2030,1663000
904,Bhutan,BTN,2031,1663000
905,Bhutan,BTN,2032,1663000
906,Bhutan,BTN,2033,1663000
907,Bhutan,BTN,2034,1663000
908,Bhutan,BTN,2035,1663000
909,Bhutan,BTN,2036,1663000
910,Bhutan,BTN,2037,1663000
911,Bhutan,BTN,2038,1663000
912,Bhutan,BTN,2039,1663000
913,Bhutan,BTN,2040,1663000
914,Bhutan,BTN,2041,1663000
915,Bhutan,BTN,2042,1663000
916,Bhutan,BTN,2043,1663000
917,Bhutan,BTN,2044,1663000
918,Bhutan,BTN,2045,1663000
919,Bhutan,BTN,2046,1663000
920,Bhutan,BTN,2047,1663000
921,Bhutan,BTN,2048,1663000
922,Bhutan,BTN,2049,1663000
923,Bhutan,BTN,2050,1663000
924,Botswana,BWA,2023,1663000
925,Botswana,BWA,2024,1663000
926,Botswana,BWA,2025,1663000
927,Botswana,BWA,2026,1663000
928,Botswana,BWA,2027,1663000
929,Botswana,BWA,2028,1663000
930,Botswana,BWA,2029,1663000
931,Botswana,BWA,2030,1663000
932,Botswana,BWA,2031,1663000
933,Botswana,BWA,2032,1663000
934,Botswana,BWA,2033,1663000
935,Botswana,BWA,2034,1663000
936,Botswana,BWA,2035,1663000
937,Botswana,BWA,2036,1663000
938,Botswana,BWA,2037,1663000
939,Botswana,BWA,2038,1663000
940,Botswana,BWA,2039,1663000
941,Botswana,BWA,2040,1663000
942,Botswana,BWA,2041,1663000
943,Botswana,BWA,2042,1663000
944,Botswana,BWA,2043,1663000
945,Botswana,BWA,2044,1663000
946,Botswana,BWA,2045,1663000
947,Botswana,BWA,2046,1663000
948,Botswana,BWA,2047,1663000
949,Botswana,BWA,2048,1663000
950,Botswana,BWA,2049,1663000
951,Botswana,BWA,2050,1663000
952,Central African Republic,CAF,2023,1663000
953,Central African Republic,CAF,2024,1663000
954,Central African Republic,CAF,2025,1663000
955,Central African Republic,CAF,2026,1663000
956,Central African Republic,CAF,2027,1663000
957,Central African Republic,CAF,2028,1663000
958,Central African Republic,CAF,2029,1663000
959,Central African Republic,CAF,2030,1663000
960,Central African Republic,CAF,2031,1663000
961,Central African Republic,CAF,2032,1663000
962,Central African Republic,CAF,2033,1663000
963,Central African Republic,CAF,2034,1663000
964,Central African Republic,CAF,2035,1663000
965,Central African Republic,CAF,2036,1663000
966,Central African Republic,CAF,2037,1663000
967,Central African Republic,CAF,2038,1663000
968,Central African Republic,CAF,2039,1663000
969,Central African Republic,CAF,2040,1663000
970,Central African Republic,CAF,2041,1663000
971,Central African Republic,CAF,2042,1663000
972,Central African Republic,CAF,2043,1663000
973,Central African Republic,CAF,2044,1663000
974,Central African Republic,CAF,2045,1663000
975,Central African Republic,CAF,2046,1663000
976,Central African Republic,CAF,2047,1663000
977,Central African Republic,CAF,2048,1663000
978,Central African Republic,CAF,2049,1663000
979,Central African Republic,CAF,2050,1663000
980,Canada,CAN,2023,1663000
981,Canada,CAN,2024,1663000
982,Canada,CAN,2025,1663000
983,Canada,CAN,2026,1663000
984,Canada,CAN,2027,1663000
985,Canada,CAN,2028,1663000
986,Canada,CAN,2029,1663000
987,Canada,CAN,2030,1663000
988,Canada,CAN,2031,1663000
989,Canada,CAN,2032,1663000
990,Canada,CAN,2033,1663000
991,Canada,CAN,2034,1663000
992,Canada,CAN,2035,1663000
993,Canada,CAN,2036,1663000
994,Canada,CAN,2037,1663000
995,Canada,CAN,2038,1663000
996,Canada,CAN,2039,1663000
997,Canada,CAN,2040,1663000
998,Canada,CAN,2041,1663000
999,Canada,CAN,2042,1663000
1000,Canada,CAN,2043,1663000
1001,Canada,CAN,2044,1663000
1002,Canada,CAN,2045,1663000
1003,Canada,CAN,2046,1663000
1004,Canada,CAN,2047,1663000
1005,Canada,CAN,2048,1663000
1006,Canada,CAN,2049,1663000
1007,Canada,CAN,2050,1663000
1008,Central Europe and the Baltics,CEB,2023,1663000
1009,Central Europe and the Baltics,CEB,2024,1663000
1010,Central Europe and the Baltics,CEB,2025,1663000
1011,Central Europe and the Baltics,CEB,2026,1663000
1012,Central Europe and the Baltics,CEB,2027,1663000
1013,Central Europe and the Baltics,CEB,2028,1663000
1014,Central Europe and the Baltics,CEB,2029,1663000
1015,Central Europe and the Baltics,CEB,2030,1663000
1016,Central Europe and the Baltics,CEB,2031,1663000
1017,Central Europe and the Baltics,CEB,2032,1663000
1018,Central Europe and the Baltics,CEB,2033,1663000
1019,Central Europe and the Baltics,CEB,2034,1663000
1020,Central Europe and the Baltics,CEB,2035,1663000
1021,Central Europe and the Baltics,CEB,2036,1663000
1022,Central Europe and the Baltics,CEB,2037,1663000
1023,Central Europe and the Baltics,CEB,2038,1663000
1024,Central Europe and the Baltics,CEB,2039,1663000
1025,Central Europe and the Baltics,CEB,2040,1663000
1026,Central Europe and the Baltics,CEB,2041,1663000
1027,Central Europe and the Baltics,CEB,2042,1663000
1028,Central Europe and the Baltics,CEB,2043,1663000
1029,Central Europe and the Baltics,CEB,2044,1663000
1030,Central Europe and the Baltics,CEB,2045,1663000
1031,Central Europe and the Baltics,CEB,2046,1663000
1032,Central Europe and the Baltics,CEB,2047,1663000
1033,Central Europe and the Baltics,CEB,2048,1663000
1034,Central Europe and the Baltics,CEB,2049,1663000
1035,Central Europe and the Baltics,CEB,2050,1663000
1036,Switzerland,CHE,2023,1663000
1037,Switzerland,CHE,2024,1663000
1038,Switzerland,CHE,2025,1663000
1039,Switzerland,CHE,2026,1663000
1040,Switzerland,CHE,2027,1663000
1041,Switzerland,CHE,2028,1663000
1042,Switzerland,CHE,2029,1663000
1043,Switzerland,CHE,2030,1663000
1044,Switzerland,CHE,2031,1663000
1045,Switzerland,CHE,2032,1663000
1046,Switzerland,CHE,2033,1663000
1047,Switzerland,CHE,2034,1663000
1048,Switzerland,CHE,2035,1663000
1049,Switzerland,CHE,2036,1663000
1050,Switzerland,CHE,2037,1663000
1051,Switzerland,CHE,2038,1663000
1052,Switzerland,CHE,2039,1663000
1053,Switzerland,CHE,2040,1663000
1054,Switzerland,CHE,2041,1663000
1055,Switzerland,CHE,2042,1663000
1056,Switzerland,CHE,2043,1663000
1057,Switzerland,CHE,2044,1663000
1058,Switzerland,CHE,2045,1663000
1059,Switzerland,CHE,2046,1663000
1060,Switzerland,CHE,2047,1663000
1061,Switzerland,CHE,2048,1663000
1062,Switzerland,CHE,2049,1663000
1063,Switzerland,CHE,2050,1663000
1064,Channel Islands,CHI,2023,1663000
1065,Channel Islands,CHI,2024,1663000
1066,Channel Islands,CHI,2025,1663000
1067,Channel Islands,CHI,2026,1663000
1068,Channel Islands,CHI,2027,1663000
1069,Channel Islands,CHI,2028,1663000
1070,Channel Islands,CHI,2029,1663000
1071,Channel Islands,CHI,2030,1663000
1072,Channel Islands,CHI,2031,1663000
1073,Channel Islands,CHI,2032,1663000
1074,Channel Islands,CHI,2033,1663000
1075,Channel Islands,CHI,2034,1663000
1076,Channel Islands,CHI,2035,1663000
1077,Channel Islands,CHI,2036,1663000
1078,Channel Islands,CHI,2037,1663000
1079,Channel Islands,CHI,2038,1663000
1080,Channel Islands,CHI,2039,1663000
1081,Channel Islands,CHI,2040,1663000
1082,Channel Islands,CHI,2041,1663000
1083,Channel Islands,CHI,2042,1663000
1084,Channel Islands,CHI,2043,1663000
1085,Channel Islands,CHI,2044,1663000
1086,Channel Islands,CHI,2045,1663000
1087,Channel Islands,CHI,2046,1663000
1088,Channel Islands,CHI,2047,1663000
1089,Channel Islands,CHI,2048,1663000
1090,Channel Islands,CHI,2049,1663000
1091,Channel Islands,CHI,2050,1663000
1092,Chile,CHL,2023,1663000
1093,Chile,CHL,2024,1663000
1094,Chile,CHL,2025,1663000
1095,Chile,CHL,2026,1663000
1096,Chile,CHL,2027,1663000
1097,Chile,CHL,2028,1663000
1098,Chile,CHL,2029,1663000
1099,Chile,CHL,2030,1663000
1100,Chile,CHL,2031,1663000
1101,Chile,CHL,2032,1663000
1102,Chile,CHL,2033,1663000
1103,Chile,CHL,2034,1663000
1104,Chile,CHL,2035,1663000
1105,Chile,CHL,2036,1663000
1106,Chile,CHL,2037,1663000
1107,Chile,CHL,2038,1663000
1108,Chile,CHL,2039,1663000
1109,Chile,CHL,2040,1663000
1110,Chile,CHL,2041,1663000
1111,Chile,CHL,2042,1663000
1112,Chile,CHL,2043,1663000
1113,Chile,CHL,2044,1663000
1114,Chile,CHL,2045,1663000
1115,Chile,CHL,2046,1663000
1116,Chile,CHL,2047,1663000
1117,Chile,CHL,2048,1663000
1118,Chile,CHL,2049,1663000
1119,Chile,CHL,2050,1663000
1120,China,CHN,2023,1663000
1121,China,CHN,2024,1663000
1122,China,CHN,2025,1663000
1123,China,CHN,2026,1663000
1124,China,CHN,2027,1663000
1125,China,CHN,2028,1663000
1126,China,CHN,2029,1663000
1127,China,CHN,2030,1663000
1128,China,CHN,2031,1663000
1129,China,CHN,2032,1663000
1130,China,CHN,2033,1663000
1131,China,CHN,2034,1663000
1132,China,CHN,2035,1663000
1133,China,CHN,2036,1663000
1134,China,CHN,2037,1663000
1135,China,CHN,2038,1663000
1136,China,CHN,2039,1663000
1137,China,CHN,2040,1663000
1138,China,CHN,2041,1663000
1139,China,CHN,2042,1663000
1140,China,CHN,2043,1663000
1141,China,CHN,2044,1663000
1142,China,CHN,2045,1663000
1143,China,CHN,2046,1663000
1144,China,CHN,2047,1663000
1145,China,CHN,2048,1663000
1146,China,CHN,2049,1663000
1147,China,CHN,2050,1663000
1148,Cote d'Ivoire,CIV,2023,1663000
1149,Cote d'Ivoire,CIV,2024,1663000
1150,Cote d'Ivoire,CIV,2025,1663000
1151,Cote d'Ivoire,CIV,2026,1663000
1152,Cote d'Ivoire,CIV,2027,1663000
1153,Cote d'Ivoire,CIV,2028,1663000
1154,Cote d'Ivoire,CIV,2029,1663000
1155,Cote d'Ivoire,CIV,2030,1663000
1156,Cote d'Ivoire,CIV,2031,1663000
1157,Cote d'Ivoire,CIV,2032,1663000
1158,Cote d'Ivoire,CIV,2033,1663000
1159,Cote d'Ivoire,CIV,2034,1663000
1160,Cote d'Ivoire,CIV,2035,1663000
1161,Cote d'Ivoire,CIV,2036,1663000
1162,Cote d'Ivoire,CIV,2037,1663000
1163,Cote d'Ivoire,CIV,2038,1663000
1164,Cote d'Ivoire,CIV,2039,1663000
1165,Cote d'Ivoire,CIV,2040,1663000
1166,Cote d'Ivoire,CIV,2041,1663000
1167,Cote d'Ivoire,CIV,2042,1663000
1168,Cote d'Ivoire,CIV,2043,1663000
1169,Cote d'Ivoire,CIV,2044,1663000
1170,Cote d'Ivoire,CIV,2045,1663000
1171,Cote d'Ivoire,CIV,2046,1663000
1172,Cote d'Ivoire,CIV,2047,1663000
1173,Cote d'Ivoire,CIV,2048,1663000
1174,Cote d'Ivoire,CIV,2049,1663000
1175,Cote d'Ivoire,CIV,2050,1663000
1176,Cameroon,CMR,2023,1663000
1177,Cameroon,CMR,2024,1663000
1178,Cameroon,CMR,2025,1663000
1179,Cameroon,CMR,2026,1663000
1180,Cameroon,CMR,2027,1663000
1181,Cameroon,CMR,2028,1663000
1182,Cameroon,CMR,2029,1663000
1183,Cameroon,CMR,2030,1663000
1184,Cameroon,CMR,2031,1663000
1185,Cameroon,CMR,2032,1663000
1186,Cameroon,CMR,2033,1663000
1187,Cameroon,CMR,2034,1663000
1188,Cameroon,CMR,2035,1663000
1189,Cameroon,CMR,2036,1663000
1190,Cameroon,CMR,2037,1663000
1191,Cameroon,CMR,2038,1663000
1192,Cameroon,CMR,2039,1663000
1193,Cameroon,CMR,2040,1663000
1194,Cameroon,CMR,2041,1663000
1195,Cameroon,CMR,2042,1663000
1196,Cameroon,CMR,2043,1663000
1197,Cameroon,CMR,2044,1663000
1198,Cameroon,CMR,2045,1663000
1199,Cameroon,CMR,2046,1663000
1200,Cameroon,CMR,2047,1663000
1201,Cameroon,CMR,2048,1663000
1202,Cameroon,CMR,2049,1663000
1203,Cameroon,CMR,2050,1663000
1204,"Congo, Dem. Rep.",COD,2023,1663000
1205,"Congo, Dem. Rep.",COD,2024,1663000
1206,"Congo, Dem. Rep.",COD,2025,1663000
1207,"Congo, Dem. Rep.",COD,2026,1663000
1208,"Congo, Dem. Rep.",COD,2027,1663000
1209,"Congo, Dem. Rep.",COD,2028,1663000
1210,"Congo, Dem. Rep.",COD,2029,1663000
1211,"Congo, Dem. Rep.",COD,2030,1663000
1212,"Congo, Dem. Rep.",COD,2031,1663000
1213,"Congo, Dem. Rep.",COD,2032,1663000
1214,"Congo, Dem. Rep.",COD,2033,1663000
1215,"Congo, Dem. Rep.",COD,2034,1663000
1216,"Congo, Dem. Rep.",COD,2035,1663000
1217,"Congo, Dem. Rep.",COD,2036,1663000
1218,"Congo, Dem. Rep.",COD,2037,1663000
1219,"Congo, Dem. Rep.",COD,2038,1663000
1220,"Congo, Dem. Rep.",COD,2039,1663000
1221,"Congo, Dem. Rep.",COD,2040,1663000
1222,"Congo, Dem. Rep.",COD,2041,1663000
1223,"Congo, Dem. Rep.",COD,2042,1663000
1224,"Congo, Dem. Rep.",COD,2043,1663000
1225,"Congo, Dem. Rep.",COD,2044,1663000
1226,"Congo, Dem. Rep.",COD,2045,1663000
1227,"Congo, Dem. Rep.",COD,2046,1663000
1228,"Congo, Dem. Rep.",COD,2047,1663000
1229,"Congo, Dem. Rep.",COD,2048,1663000
1230,"Congo, Dem. Rep.",COD,2049,1663000
1231,"Congo, Dem. Rep.",COD,2050,1663000
1232,"Congo, Rep.",COG,2023,1663000
1233,"Congo, Rep.",COG,2024,1663000
1234,"Congo, Rep.",COG,2025,1663000
1235,"Congo, Rep.",COG,2026,1663000
1236,"Congo, Rep.",COG,2027,1663000
1237,"Congo, Rep.",COG,2028,1663000
1238,"Congo, Rep.",COG,2029,1663000
1239,"Congo, Rep.",COG,2030,1663000
1240,"Congo, Rep.",COG,2031,1663000
1241,"Congo, Rep.",COG,2032,1663000
1242,"Congo, Rep.",COG,2033,1663000
1243,"Congo, Rep.",COG,2034,1663000
1244,"Congo, Rep.",COG,2035,1663000
1245,"Congo, Rep.",COG,2036,1663000
1246,"Congo, Rep.",COG,2037,1663000
1247,"Congo, Rep.",COG,2038,1663000
1248,"Congo, Rep.",COG,2039,1663000
1249,"Congo, Rep.",COG,2040,1663000
1250,"Congo, Rep.",COG,2041,1663000
1251,"Congo, Rep.",COG,2042,1663000
1252,"Congo, Rep.",COG,2043,1663000
1253,"Congo, Rep.",COG,2044,1663000
1254,"Congo, Rep.",COG,2045,1663000
1255,"Congo, Rep.",COG,2046,1663000
1256,"Congo, Rep.",COG,2047,1663000
1257,"Congo, Rep.",COG,2048,1663000
1258,"Congo, Rep.",COG,2049,1663000
1259,"Congo, Rep.",COG,2050,1663000
1260,Colombia,COL,2023,1663000
1261,Colombia,COL,2024,1663000
1262,Colombia,COL,2025,1663000
1263,Colombia,COL,2026,1663000
1264,Colombia,COL,2027,1663000
1265,Colombia,COL,2028,1663000
1266,Colombia,COL,2029,1663000
1267,Colombia,COL,2030,1663000
1268,Colombia,COL,2031,1663000
1269,Colombia,COL,2032,1663000
1270,Colombia,COL,2033,1663000
1271,Colombia,COL,2034,1663000
1272,Colombia,COL,2035,1663000
1273,Colombia,COL,2036,1663000
1274,Colombia,COL,2037,1663000
1275,Colombia,COL,2038,1663000
1276,Colombia,COL,2039,1663000
1277,Colombia,COL,2040,1663000
1278,Colombia,COL,2041,1663000
1279,Colombia,COL,2042,1663000
1280,Colombia,COL,2043,1663000
1281,Colombia,COL,2044,1663000
1282,Colombia,COL,2045,1663000
1283,Colombia,COL,2046,1663000
1284,Colombia,COL,2047,1663000
1285,Colombia,COL,2048,1663000
1286,Colombia,COL,2049,1663000
1287,Colombia,COL,2050,1663000
1288,Comoros,COM,2023,1663000
1289,Comoros,COM,2024,1663000
1290,Comoros,COM,2025,1663000
1291,Comoros,COM,2026,1663000
1292,Comoros,COM,2027,1663000
1293,Comoros,COM,2028,1663000
1294,Comoros,COM,2029,1663000
1295,Comoros,COM,2030,1663000
1296,Comoros,COM,2031,1663000
1297,Comoros,COM,2032,1663000
1298,Comoros,COM,2033,1663000
1299,Comoros,COM,2034,1663000
1300,Comoros,COM,2035,1663000
1301,Comoros,COM,2036,1663000
1302,Comoros,COM,2037,1663000
1303,Comoros,COM,2038,1663000
1304,Comoros,COM,2039,1663000
1305,Comoros,COM,2040,1663000
1306,Comoros,COM,2041,1663000
1307,Comoros,COM,2042,1663000
1308,Comoros,COM,2043,1663000
1309,Comoros,COM,2044,1663000
1310,Comoros,COM,2045,1663000
1311,Comoros,COM,2046,1663000
1312,Comoros,COM,2047,1663000
1313,Comoros,COM,2048,1663000
1314,Comoros,COM,2049,1663000
1315,Comoros,COM,2050,1663000
1316,Cabo Verde,CPV,2023,1663000
1317,Cabo Verde,CPV,2024,1663000
1318,Cabo Verde,CPV,2025,1663000
1319,Cabo Verde,CPV,2026,1663000
1320,Cabo Verde,CPV,2027,1663000
1321,Cabo Verde,CPV,2028,1663000
1322,Cabo Verde,CPV,2029,1663000
1323,Cabo Verde,CPV,2030,1663000
1324,Cabo Verde,CPV,2031,1663000
1325,Cabo Verde,CPV,2032,1663000
1326,Cabo Verde,CPV,2033,1663000
1327,Cabo Verde,CPV,2034,1663000
1328,Cabo Verde,CPV,2035,1663000
1329,Cabo Verde,CPV,2036,1663000
1330,Cabo Verde,CPV,2037,1663000
1331,Cabo Verde,CPV,2038,1663000
1332,Cabo Verde,CPV,2039,1663000
1333,Cabo Verde,CPV,2040,1663000
1334,Cabo Verde,CPV,2041,1663000
1335,Cabo Verde,CPV,2042,1663000
1336,Cabo Verde,CPV,2043,1663000
1337,Cabo Verde,CPV,2044,1663000
1338,Cabo Verde,CPV,2045,1663000
1339,Cabo Verde,CPV,2046,1663000
1340,Cabo Verde,CPV,2047,1663000
1341,Cabo Verde,CPV,2048,1663000
1342,Cabo Verde,CPV,2049,1663000
1343,Cabo Verde,CPV,2050,1663000
1344,Costa Rica,CRI,2023,1663000
1345,Costa Rica,CRI,2024,1663000
1346,Costa Rica,CRI,2025,1663000
1347,Costa Rica,CRI,2026,1663000
1348,Costa Rica,CRI,2027,1663000
1349,Costa Rica,CRI,2028,1663000
1350,Costa Rica,CRI,2029,1663000
1351,Costa Rica,CRI,2030,1663000
1352,Costa Rica,CRI,2031,1663000
