Year,prodinit_ippu_paper_tonne,iso_code3
2024,46233.9893880999,"BWA"
2025,45087.2768767202,"BWA"
2026,43969.0055533314,"BWA"
2027,42878.4700090656,"BWA"
2028,41814.9823308668,"BWA"
2029,40777.8716675532,"BWA"
2030,39766.483806642,"BWA"
2031,38780.1807616707,"BWA"
2032,37818.3403697529,"BWA"
2033,36880.3558991163,"BWA"
2034,35965.6356663748,"BWA"
2035,35073.6026632921,"BWA"
2036,34203.6941928042,"BWA"
2037,33355.3615140674,"BWA"
2038,32528.0694963117,"BWA"
2039,31721.2962812785,"BWA"
2040,30934.5329540306,"BWA"
2041,30167.2832219276,"BWA"
2042,29419.0631015625,"BWA"
2043,28689.4006134642,"BWA"
2044,27977.8354843708,"BWA"
2045,27283.9188568884,"BWA"
2046,26607.2130063498,"BWA"
2047,25947.2910646975,"BWA"
2048,25303.7367512132,"BWA"
2049,24676.144109927,"BWA"
2050,24064.1172535393,"BWA"
2021,1774.725,"CAF"
2022,1674.503652657,"CAF"
2023,1579.94195312605,"CAF"
2024,1490.72029271893,"CAF"
2025,1406.53711152306,"CAF"
2026,1327.10787916043,"CAF"
2027,1252.16413310458,"CAF"
2028,1181.45257130525,"CAF"
2029,1114.73419605383,"CAF"
2030,1051.78350619606,"CAF"
2031,992.387734961583,"CAF"
2032,936.346130834455,"CAF"
2033,883.469279033959,"CAF"
2034,833.578461312379,"CAF"
2035,786.505051905946,"CAF"
2036,742.08994759734,"CAF"
2037,700.183029963396,"CAF"
2038,660.642657990479,"CAF"
2039,623.335189342623,"CAF"
2040,588.134528664364,"CAF"
2041,554.921701391585,"CAF"
2042,523.584451629884,"CAF"
2043,494.016862741356,"CAF"
2044,466.118999357395,"CAF"
2045,439.796569607564,"CAF"
2046,414.960606422902,"CAF"
2047,391.527166836503,"CAF"
2048,369.417048265039,"CAF"
2049,348.555520812281,"CAF"
2050,328.87207468984,"CAF"
2021,13782390,"CAN"
2022,13419333.5935005,"CAN"
2023,13065840.8370138,"CAN"
2024,12721659.8043932,"CAN"
2025,12386545.2057429,"CAN"
2026,12060258.2126059,"CAN"
2027,11742566.2877565,"CAN"
2028,11433243.0194761,"CAN"
2029,11132067.960195,"CAN"
2030,10838826.4693841,"CAN"
2031,10553309.5605863,"CAN"
2032,10275313.7524758,"CAN"
2033,10004640.9238424,"CAN"
2034,9741098.17239451,"CAN"
2035,9484497.67728238,"CAN"
2036,9234656.56524253,"CAN"
2037,8991396.78026808,"CAN"
2038,8754544.95671242,"CAN"
2039,8523932.29573545,"CAN"
2040,8299394.44500457,"CAN"
2041,8080771.38156454,"CAN"
2042,7867907.2977928,"CAN"
2043,7660650.49035898,"CAN"
2044,7458853.25210942,"CAN"
2045,7262371.76679969,"CAN"
2046,7071066.00660006,"CAN"
2047,6884799.6323009,"CAN"
2048,6703439.89614685,"CAN"
2049,6526857.54723055,"CAN"
2050,6354926.73937853,"CAN"
2021,1700075,"CHE"
2022,1624297.77803475,"CHE"
2023,1551898.16433312,"CHE"
2024,1482725.60920106,"CHE"
2025,1416636.27337647,"CHE"
2026,1353492.72892598,"CHE"
2027,1293163.67347361,"CHE"
2028,1235523.65716715,"CHE"
2029,1180452.82181432,"CHE"
2030,1127836.65164645,"CHE"
2031,1077565.73519138,"CHE"
2032,1029535.53776024,"CHE"
2033,983646.184075273,"CHE"
2034,939802.25058649,"CHE"
2035,897912.567045391,"CHE"
2036,857890.026923111,"CHE"
2037,819651.40627877,"CHE"
2038,783117.190701389,"CHE"
2039,748211.409965491,"CHE"
2040,714861.480056583,"CHE"
2041,682998.052238013,"CHE"
2042,652554.868845355,"CHE"
2043,623468.625508444,"CHE"
2044,595678.839514577,"CHE"
2045,569127.724039143,"CHE"
2046,543760.067982151,"CHE"
2047,519523.121160791,"CHE"
2048,496366.484619297,"CHE"
2049,474242.005828004,"CHE"
2050,453103.678553693,"CHE"
2021,1423205,"CHL"
2022,1417843.77964898,"CHL"
2023,1412502.75504182,"CHL"
2024,1407181.85010106,"CHL"
2025,1401880.98903582,"CHL"
2026,1396600.09634072,"CHL"
2027,1391339.0967948,"CHL"
2028,1386097.91546048,"CHL"
2029,1380876.47768245,"CHL"
2030,1375674.70908664,"CHL"
2031,1370492.53557914,"CHL"
2032,1365329.88334515,"CHL"
2033,1360186.67884794,"CHL"
2034,1355062.84882778,"CHL"
2035,1349958.32030093,"CHL"
2036,1344873.02055857,"CHL"
2037,1339806.87716576,"CHL"
2038,1334759.81796044,"CHL"
2039,1329731.77105239,"CHL"
2040,1324722.66482217,"CHL"
2041,1319732.42792017,"CHL"
2042,1314760.98926554,"CHL"
2043,1309808.27804517,"CHL"
2044,1304874.22371273,"CHL"
2045,1299958.75598763,"CHL"
2046,1295061.80485403,"CHL"
2047,1290183.30055984,"CHL"
2048,1285323.17361572,"CHL"
2049,1280481.35479409,"CHL"
2050,1275657.77512817,"CHL"
2021,52048360,"CHN"
2022,57791256.331172,"CHN"
2023,64167810.634864,"CHN"
2024,71247939.2743504,"CHN"
2025,79109273.0236219,"CHN"
2026,87838008.2577204,"CHN"
2027,97529852.0614583,"CHN"
2028,108291071.61926,"CHN"
2029,120239659.392264,"CHN"
2030,133506626.85839,"CHN"
2031,148237441.000703,"CHN"
2032,164593619.294606,"CHN"
2033,182754500.682249,"CHN"
2034,202919211.952177,"CHN"
2035,225308851.084792,"CHN"
2036,250168911.503131,"CHN"
2037,277771973.80989,"CHN"
2038,308420694.524534,"CHN"
2039,342451124.590773,"CHN"
2040,380236394.040533,"CHN"
2041,422190803.215259,"CHN"
2042,468774365.403183,"CHN"
2043,520497850.70073,"CHN"
2044,577928386.401992,"CHN"
2045,641695675.322299,"CHN"
2046,712498900.237308,"CHN"
2047,791114390.142022,"CHN"
2048,878404132.387196,"CHN"
2049,975325224.025294,"CHN"
2050,1082940365.99623,"CHN"
2021,285586.4,"CIV"
2022,306376.684387312,"CIV"
2023,328680.471955816,"CIV"
2024,352607.94358793,"CIV"
2025,378277.301177851,"CIV"
2026,405815.351549831,"CIV"
2027,435358.132884859,"CIV"
2028,467051.586750328,"CIV"
2029,501052.279052499,"CIV"
2030,537528.173473285,"CIV"
2031,576659.461212134,"CIV"
2032,618639.451131942,"CIV"
2033,663675.524706327,"CIV"
2034,711990.160485702,"CIV"
2035,763822.033143033,"CIV"
2036,819427.192528559,"CIV"
2037,879080.328558025,"CIV"
2038,943076.128182982,"CIV"
2039,1011730.7311466,"CIV"
2040,1085383.29171644,"CIV"
2041,1164397.65410912,"CIV"
2042,1249164.14988359,"CIV"
2043,1340101.52618203,"CIV"
2044,1437659.01434391,"CIV"
2045,1542318.54911235,"CIV"
2046,1654597.14939538,"CIV"
2047,1775049.47234342,"CIV"
2048,1904270.55335977,"CIV"
2049,2042898.74558017,"CIV"
2050,2191618.87334219,"CIV"
2021,227512,"CMR"
2022,237181.23269856,"CMR"
2023,247261.406626501,"CMR"
2024,257769.986736758,"CMR"
2025,268725.180240672,"CMR"
2026,280145.968153879,"CMR"
2027,292052.138182903,"CMR"
2028,304464.31900942,"CMR"
2029,317404.016031602,"CMR"
2030,330893.648624463,"CMR"
2031,344956.588983765,"CMR"
2032,359617.202620784,"CMR"
2033,374900.890578103,"CMR"
2034,390834.133439566,"CMR"
2035,407444.537210651,"CMR"
2036,424760.881148759,"CMR"
2037,442813.167626276,"CMR"
2038,461632.674112813,"CMR"
2039,481252.007366686,"CMR"
2040,501705.15992953,"CMR"
2041,523027.569021915,"CMR"
2042,545256.177942039,"CMR"
2043,568429.500073834,"CMR"
2044,592587.685615432,"CMR"
2045,617772.591143565,"CMR"
2046,644027.852134456,"CMR"
2047,671398.958566828,"CMR"
2048,699933.333738044,"CMR"
2049,729680.41642991,"CMR"
2050,760691.746566532,"CMR"
2021,69002.09,"COD"
2022,75105.6726310336,"COD"
2023,81749.1479078386,"COD"
2024,88980.2720559923,"COD"
2025,96851.025579916,"COD"
2026,105417.986921629,"COD"
2027,114742.739171501,"COD"
2028,124892.312754625,"COD"
2029,135939.667275028,"COD"
2030,147964.215981427,"COD"
2031,161052.396624633,"COD"
2032,175298.292810161,"COD"
2033,190804.310312616,"COD"
2034,207681.91321349,"COD"
2035,226052.425154066,"COD"
2036,246047.901463166,"COD"
2037,267812.078429006,"COD"
2038,291501.406538927,"COD"
2039,317286.175114384,"COD"
2040,345351.736425574,"COD"
2041,375899.838085168,"COD"
2042,409150.073298985,"COD"
2043,445341.459398649,"COD"
2044,484734.156003415,"COD"
2045,527611.335162064,"COD"
2046,574281.216918277,"COD"
2047,625079.284932032,"COD"
2048,680370.698083867,"COD"
2049,740552.915397703,"COD"
2050,806058.553151323,"COD"
2021,36689.08,"COG"
2022,40986.523305112,"COG"
2023,45787.3321609724,"COG"
2024,51150.4664792521,"COG"
2025,57141.79222862,"COG"
2026,63834.8903508673,"COG"
2027,71311.9604265109,"COG"
2028,79664.8301880127,"COG"
2029,88996.0832786969,"COG"
2030,99420.3191076473,"COG"
2031,111065.560273173,"COG"
2032,124074.824839754,"COG"
2033,138607.882777989,"COG"
2034,154843.218138811,"COG"
2035,172980.221059915,"COG"
2036,193241.636524972,"COG"
2037,215876.299949433,"COG"
2038,241162.19318933,"COG"
2039,269409.858504667,"COG"
2040,300966.212405121,"COG"
2041,336218.80621683,"COG"
2042,375600.585695336,"COG"
2043,419595.20813865,"COG"
2044,468742.982301222,"COG"
2045,523647.504058339,"COG"
2046,584983.069315198,"COG"
2047,653502.955200384,"COG"
2048,730048.671247142,"COG"
2049,815560.29417846,"COG"
2050,911088.013219994,"COG"
2021,1683017,"COL"
2022,1630880.34790247,"COL"
2023,1580358.78970592,"COL"
2024,1531402.29288612,"COL"
2025,1483962.37483088,"COL"
2026,1437992.05482676,"COL"
2027,1393445.80753305,"COL"
2028,1350279.51789717,"COL"
2029,1308450.43746659,"COL"
2030,1267917.14205421,"COL"
2031,1228639.49071512,"COL"
2032,1190578.58599419,"COL"
2033,1153696.73540519,"COL"
2034,1117957.4141031,"COL"
2035,1083325.22871285,"COL"
2036,1049765.88227851,"COL"
2037,1017246.14029836,"COL"
2038,985733.797812042,"COL"
2039,955197.647507379,"COL"
2040,925607.448815107,"COL"
2041,896933.897961042,"COL"
2042,869148.598945954,"COL"
2043,842224.035424433,"COL"
2044,816133.543454891,"COL"
2045,790851.285093727,"COL"
2046,766352.222807478,"COL"
2047,742612.094677648,"COL"
2048,719607.390373635,"COL"
2049,697315.327869975,"COL"
2050,675713.83088484,"COL"
2021,5788.235,"COM"
2022,6485.236893995,"COM"
2023,7266.1696650592,"COM"
2024,8141.14001761663,"COM"
2025,9121.47167511797,"COM"
2026,10219.8519298207,"COM"
2027,11450.4958396539,"COM"
2028,12829.3301971775,"COM"
2029,14374.199651531,"COM"
2030,16105.0976509694,"COM"
2031,18044.4251948062,"COM"
2032,20217.2807434891,"COM"
2033,22651.7850387779,"COM"
2034,25379.4450377924,"COM"
2035,28435.5616709082,"COM"
2036,31859.686700634,"COM"
2037,35696.1345940642,"COM"
2038,39994.5560334777,"COM"
2039,44810.580487361,"COM"
2040,50206.5361579075,"COM"
2041,56252.2566224342,"COM"
2042,63025.9846081379,"COM"
2043,70615.3845966961,"COM"
2044,79118.6773636764,"COM"
2045,88645.9111357782,"COM"
2046,99320.3858170152,"COM"
2047,111280.248715943,"COM"
2048,124680.28242557,"COM"
2049,139693.90799441,"COM"
2050,156515.429313373,"COM"
2021,7103.785,"CPV"
2022,7275.4530792502,"CPV"
2023,7451.2696412365,"CPV"
2024,7631.33493703112,"CPV"
2025,7815.75164034563,"CPV"
2026,8004.62490607577,"CPV"
2027,8198.06243026102,"CPV"
2028,8396.17451149323,"CPV"
2029,8599.07411380911,"CPV"
2030,8806.87693110267,"CPV"
2031,9019.70145309416,"CPV"
2032,9237.66903289323,"CPV"
2033,9460.90395619479,"CPV"
2034,9689.53351214709,"CPV"
2035,9923.68806593225,"CPV"
2036,10163.5011331009,"CPV"
2037,10409.1094557031,"CPV"
2038,10660.653080259,"CPV"
2039,10918.2754376137,"CPV"
2040,11182.1234247219,"CPV"
2041,11452.3474884092,"CPV"
2042,11729.1017111568,"CPV"
2043,12012.5438989601,"CPV"
2044,12302.8356713101,"CPV"
2045,12600.142553349,"CPV"
2046,12904.6340702533,"CPV"
2047,13216.4838438975,"CPV"
2048,13535.8696918537,"CPV"
2049,13862.9737287835,"CPV"
2050,14197.9824702806,"CPV"
2021,778032.3,"CRI"
2022,789622.522687932,"CRI"
2023,801385.403068811,"CRI"
2024,813323.513196662,"CRI"
2025,825439.463440991,"CRI"
2026,837735.903057557,"CRI"
2027,850215.520767661,"CRI"
2028,862881.045346054,"CRI"
2029,875735.246217607,"CRI"
2030,888780.934062871,"CRI"
2031,902020.961432656,"CRI"
2032,915458.223371764,"CRI"
2033,929095.658052018,"CRI"
2034,942936.247414713,"CRI"
2035,956983.017822651,"CRI"
2036,971239.040721872,"CRI"
2037,985707.433313259,"CRI"
2038,1000391.35923414,"CRI"
2039,1015294.02925003,"CRI"
2040,1030418.70195672,"CRI"
2041,1045768.68449278,"CRI"
2042,1061347.33326268,"CRI"
2043,1077158.05467072,"CRI"
2044,1093204.30586586,"CRI"
2045,1109489.59549766,"CRI"
2046,1126017.48448345,"CRI"
2047,1142791.586787,"CRI"
2048,1159815.57020872,"CRI"
2049,1177093.15718762,"CRI"
2050,1194628.12561534,"CRI"
2021,251201.3,"CUB"
2022,262606.770976823,"CUB"
2023,274530.092650291,"CUB"
2024,286994.777363258,"CUB"
2025,300025.405006174,"CUB"
2026,313647.671487707,"CUB"
2027,327888.43940611,"CUB"
2028,342775.791021257,"CUB"
2029,358339.083631807,"CUB"
2030,374609.007466692,"CUB"
2031,391617.646205097,"CUB"
2032,409398.540244276,"CUB"
2033,427986.75283995,"CUB"
2034,447418.939249737,"CUB"
2035,467733.41901594,"CUB"
2036,488970.251530248,"CUB"
2037,511171.315029354,"CUB"
2038,534380.389177266,"CUB"
2039,558643.241397158,"CUB"
2040,584007.717123014,"CUB"
2041,610523.834149029,"CUB"
2042,638243.88126282,"CUB"
2043,667222.521356952,"CUB"
2044,697516.899222111,"CUB"
2045,729186.754234491,"CUB"
2046,762294.538159596,"CUB"
2047,796905.538304778,"CUB"
2048,833088.006263362,"CUB"
2049,870913.292504221,"CUB"
2050,910455.987072228,"CUB"
2021,6446.286,"CUW"
2022,6464.62642499289,"CUW"
2023,6483.01903060403,"CUW"
2024,6501.46396529329,"CUW"
2025,6519.96137794291,"CUW"
2026,6538.51141785871,"CUW"
2027,6557.11423477133,"CUW"
2028,6575.76997883739,"CUW"
2029,6594.47880064073,"CUW"
2030,6613.24085119362,"CUW"
2031,6632.05628193796,"CUW"
2032,6650.92524474655,"CUW"
2033,6669.84789192425,"CUW"
2034,6688.82437620928,"CUW"
2035,6707.8548507744,"CUW"
2036,6726.93946922816,"CUW"
2037,6746.07838561616,"CUW"
2038,6765.27175442225,"CUW"
2039,6784.51973056983,"CUW"
2040,6803.82246942307,"CUW"
2041,6823.18012678816,"CUW"
2042,6842.59285891459,"CUW"
2043,6862.06082249638,"CUW"
2044,6881.58417467338,"CUW"
2045,6901.1630730325,"CUW"
2046,6920.79767560903,"CUW"
2047,6940.48814088787,"CUW"
2048,6960.23462780484,"CUW"
2049,6980.03729574792,"CUW"
2050,6999.89630455861,"CUW"
2021,23837.81,"CYM"
2022,24724.8218230649,"CYM"
2023,25644.8396132995,"CYM"
2024,26599.0915323138,"CYM"
2025,27588.8514419678,"CYM"
2026,28615.4406048903,"CYM"
2027,29680.2294482761,"CYM"
2028,30784.639393313,"CYM"
2029,31930.1447526835,"CYM"
2030,33118.2746986729,"CYM"
2031,34350.6153045102,"CYM"
2032,35628.8116616694,"CYM"
2033,36954.5700759555,"CYM"
2034,38329.6603453071,"CYM"
2035,39755.9181223575,"CYM"
2036,41235.2473649067,"CYM"
2037,42769.6228775766,"CYM"
2038,44361.0929480419,"CYM"
2039,46011.7820813555,"CYM"
2040,47723.8938360195,"CYM"
2041,49499.713765587,"CYM"
2042,51341.6124697215,"CYM"
2043,53252.0487587874,"CYM"
2044,55233.5729361961,"CYM"
2045,57288.8302028881,"CYM"
2046,59420.5641884983,"CYM"
2047,61631.6206139159,"CYM"
2048,63924.9510901297,"CYM"
2049,66303.6170584293,"CYM"
2050,68770.7938772224,"CYM"
2021,56770.82,"CYP"
2022,52485.87204804,"CYP"
2023,48524.343397598,"CYP"
2024,44861.8230066341,"CYP"
2025,41475.7423297394,"CYP"
2026,38345.2362501753,"CYP"
2027,35451.0145084846,"CYP"
2028,32775.2428354132,"CYP"
2029,30301.4330566819,"CYP"
2030,28014.3414924296,"CYP"
2031,25899.875025264,"CYP"
2032,23945.0042581071,"CYP"
2033,22137.6832267137,"CYP"
2034,20466.7751721278,"CYP"
2035,18921.983915686,"CYP"
2036,17493.7904136978,"CYP"
2037,16173.3941008527,"CYP"
2038,14952.6586609086,"CYP"
2039,13824.0618905005,"CYP"
2040,12780.6493471293,"CYP"
2041,11815.9914957067,"CYP"
2042,10924.1440895937,"CYP"
2043,10099.6115419994,"CYP"
2044,9337.31306203235,"CYP"
2045,8632.55134673627,"CYP"
2046,7980.98363618731,"CYP"
2047,7378.59495329517,"CYP"
2048,6821.67336341035,"CYP"
2049,6306.78710128687,"CYP"
2050,5830.76342445594,"CYP"
2021,2315196,"CZE"
2022,2351578.2633018,"CZE"
2023,2388532.25749937,"CZE"
2024,2426066.96708646,"CZE"
2025,2464191.51774408,"CZE"
2026,2502915.17855925,"CZE"
2027,2542247.36427848,"CZE"
2028,2582197.6375968,"CZE"
2029,2622775.7114827,"CZE"
2030,2663991.45153958,"CZE"
2031,2705854.87840437,"CZE"
2032,2748376.1701838,"CZE"
2033,2791565.66492896,"CZE"
2034,2835433.86314877,"CZE"
2035,2879991.43036291,"CZE"
2036,2925249.19969492,"CZE"
2037,2971218.17450599,"CZE"
2038,3017909.53107017,"CZE"
2039,3065334.62129165,"CZE"
2040,3113504.97546467,"CZE"
2041,3162432.30507686,"CZE"
2042,3212128.5056566,"CZE"
2043,3262605.65966517,"CZE"
2044,3313876.03943426,"CZE"
2045,3365952.11014975,"CZE"
2046,3418846.53288231,"CZE"
2047,3472572.16766561,"CZE"
2048,3527142.076623,"CZE"
2049,3582569.5271432,"CZE"
2050,3638867.99510597,"CZE"
2021,25647860,"DEU"
2022,25082574.2406778,"DEU"
2023,24529747.5321182,"DEU"
2024,23989105.2734785,"DEU"
2025,23460378.9161926,"DEU"
2026,22943305.8305774,"DEU"
2027,22437629.1753789,"DEU"
2028,21943097.7701937,"DEU"
2029,21459465.9707022,"DEU"
2030,20986493.5466521,"DEU"
2031,20523945.5625307,"DEU"
2032,20071592.2608672,"DEU"
2033,19629208.9481078,"DEU"
2034,19196575.8830051,"DEU"
2035,18773478.1674681,"DEU"
2036,18359705.639818,"DEU"
2037,17955052.7703959,"DEU"
2038,17559318.5594721,"DEU"
2039,17172306.4374054,"DEU"
2040,16793824.1670022,"DEU"
2041,16423683.748029,"DEU"
2042,16061701.3238278,"DEU"
2043,15707697.0899913,"DEU"
2044,15361495.2050497,"DEU"
2045,15022923.7031267,"DEU"
2046,14691814.4085203,"DEU"
2047,14368002.8521667,"DEU"
2048,14051328.1899441,"DEU"
2049,13741633.1227792,"DEU"
2050,13438763.8185122,"DEU"
2021,14158.59,"DJI"
2022,14837.5657497936,"DJI"
2023,15549.1018088276,"DJI"
2024,16294.759608034,"DJI"
2025,17076.1754568276,"DJI"
2026,17895.0641339068,"DJI"
2027,18753.2226502509,"DJI"
2028,19652.5341925726,"DJI"
2029,20594.9722558788,"DJI"
2030,21582.6049742083,"DJI"
2031,22617.5996590507,"DJI"
2032,23702.2275554044,"DJI"
2033,24838.8688259129,"DJI"
2034,26030.0177740144,"DJI"
2035,27278.2883175679,"DJI"
2036,28586.4197249684,"DJI"
2037,29957.2826263361,"DJI"
2038,31393.8853129733,"DJI"
2039,32899.3803389124,"DJI"
2040,34477.0714390401,"DJI"
2041,36130.4207789821,"DJI"
2042,37863.0565526551,"DJI"
2043,39678.7809441599,"DJI"
2044,41581.5784714883,"DJI"
2045,43575.6247303517,"DJI"
2046,45665.2955573207,"DJI"
2047,47855.1766323838,"DJI"
2048,50150.0735419968,"DJI"
2049,52555.0223247062,"DJI"
2050,55075.3005224884,"DJI"
2021,4383.964,"DMA"
2022,4877.9078542584,"DMA"
2023,5427.50465894241,"DMA"
2024,6039.02486536824,"DMA"
2025,6719.4454203642,"DMA"
2026,7476.52936754389,"DMA"
2027,8318.91441730268,"DMA"
2028,9256.21149604882,"DMA"
2029,10299.1143990355,"DMA"
2030,11459.5217978435,"DMA"
2031,12750.6729945196,"DMA"
2032,14187.2989712159,"DMA"
2033,15785.7904586822,"DMA"
2034,17564.3849411362,"DMA"
2035,19543.374731085,"DMA"
2036,21745.3384880612,"DMA"
2037,24195.3988227141,"DMA"
2038,26921.5089253086,"DMA"
2039,29954.7714888285,"DMA"
2040,33329.7935653377,"DMA"
2041,37085.0814042204,"DMA"
2042,41263.4797770828,"DMA"
2043,45912.6608016546,"DMA"
2044,51085.6678417735,"DMA"
2045,56841.5206889068,"DMA"
2046,63245.8889298383,"DMA"
2047,70371.8411830966,"DMA"
2048,78300.6787523008,"DMA"
2049,87122.8632077298,"DMA"
2050,96939.0484790626,"DMA"
2021,1458210,"DNK"
2022,1418155.1877792,"DNK"
2023,1379200.62036679,"DNK"
2024,1341316.07571026,"DNK"
2025,1304472.16191093,"DNK"
2026,1268640.29442092,"DNK"
2027,1233792.67386643,"DNK"
2028,1199902.26448018,"DNK"
2029,1166942.77312635,"DNK"
2030,1134888.62890159,"DNK"
2031,1103714.96329638,"DNK"
2032,1073397.59090137,"DNK"
2033,1043912.99064365,"DNK"
2034,1015238.28753841,"DNK"
2035,987351.23494193,"DNK"
2036,960230.197291952,"DNK"
2037,933854.133322242,"DNK"
2038,908202.579738163,"DNK"
2039,883255.635340676,"DNK"
2040,858993.945586434,"DNK"
2041,835398.687571972,"DNK"
2042,812451.555430375,"DNK"
2043,790134.746129067,"DNK"
2044,768430.945657715,"DNK"
2045,747323.315595535,"DNK"
2046,726795.480047566,"DNK"
2047,706831.512939789,"DNK"
2048,687415.925663232,"DNK"
2049,668533.65505747,"DNK"
2050,650170.051724197,"DNK"
2021,710539.5,"DOM"
2022,746749.054770675,"DOM"
2023,784803.871988674,"DOM"
2024,824797.987427734,"DOM"
2025,866830.228985743,"DOM"
2026,911004.460894505,"DOM"
2027,957429.840374589,"DOM"
2028,1006221.08736947,"DOM"
2029,1057498.76802553,"DOM"
2030,1111389.59261831,"DOM"
2031,1168026.72866137,"DOM"
2032,1227550.12997133,"DOM"
2033,1290106.88250225,"DOM"
2034,1355851.56780404,"DOM"
2035,1424946.64500285,"DOM"
2036,1497562.85224752,"DOM"
2037,1573879.62861391,"DOM"
2038,1654085.55750983,"DOM"
2039,1738378.83267614,"DOM"
2040,1826967.74793556,"DOM"
2041,1920071.21189939,"DOM"
2042,2017919.28890407,"DOM"
2043,2120753.76751416,"DOM"
2044,2228828.75799663,"DOM"
2045,2342411.32024283,"DOM"
2046,2461782.12368977,"DOM"
2047,2587236.14087138,"DOM"
2048,2719083.37631368,"DOM"
2049,2857649.63257481,"DOM"
2050,3003277.31532309,"DOM"
2021,632387.5,"DZA"
2022,637666.871316837,"DZA"
2023,642990.316498989,"DZA"
2024,648358.203489053,"DZA"
2025,653770.90330133,"DZA"
2026,659228.790047466,"DZA"
2027,664732.240962308,"DZA"
2028,670281.636429982,"DZA"
2029,675877.360010178,"DZA"
2030,681519.798464667,"DZA"
2031,687209.341784026,"DZA"
2032,692946.3832146,"DZA"
2033,698731.319285679,"DZA"
2034,704564.549836904,"DZA"
2035,710446.478045905,"DZA"
2036,716377.510456166,"DZA"
2037,722358.057005125,"DZA"
2038,728388.531052508,"DZA"
2039,734469.349408898,"DZA"
2040,740600.932364548,"DZA"
2041,746783.703718423,"DZA"
2042,753018.090807498,"DZA"
2043,759304.524536294,"DZA"
2044,765643.439406657,"DZA"
2045,772035.273547794,"DZA"
2046,778480.468746553,"DZA"
2047,784979.470477958,"DZA"
2048,791532.727936,"DZA"
2049,798140.694064685,"DZA"
2050,804803.825589337,"DZA"
2021,803025.2,"ECU"
2022,827427.055992732,"ECU"
2023,852570.421188276,"ECU"
2024,878477.828130797,"ECU"
2025,905172.494070117,"ECU"
2026,932678.341768148,"ECU"
2027,961020.020937576,"ECU"
2028,990222.930332015,"ECU"
2029,1020313.24050742,"ECU"
2030,1051317.91727514,"ECU"
2031,1083264.74586773,"ECU"
2032,1116182.35583896,"ECU"
2033,1150100.2467206,"ECU"
2034,1185048.8144588,"ECU"
2035,1221059.37865377,"ECU"
2036,1258164.21062727,"ECU"
2037,1296396.56234293,"ECU"
2038,1335790.69620543,"ECU"
2039,1376381.91576521,"ECU"
2040,1418206.59735616,"ECU"
2041,1461302.22269472,"ECU"
2042,1505707.41246966,"ECU"
2043,1551461.96095241,"ECU"
2044,1598606.87165928,"ECU"
2045,1647184.39409721,"ECU"
2046,1697238.06162624,"ECU"
2047,1748812.73047248,"ECU"
2048,1801954.61992657,"ECU"
2049,1856711.35376367,"ECU"
2050,1913132.00292214,"ECU"
2021,2856448,"EGY"
2022,2992864.47258624,"EGY"
2023,3135795.83849204,"EGY"
2024,3285553.23195332,"EGY"
2025,3442462.64616195,"EGY"
2026,3606865.64289051,"EGY"
2027,3779120.09600697,"EGY"
2028,3959600.97049762,"EGY"
2029,4148701.13869404,"EGY"
2030,4346832.23548108,"EGY"
2031,4554425.5543472,"EGY"
2032,4771932.98622787,"EGY"
2033,4999828.00318569,"EGY"
2034,5238606.68906847,"EGY"
2035,5488788.81938885,"EGY"
2036,5750918.99277616,"EGY"
2037,6025567.81646339,"EGY"
2038,6313333.14839,"EGY"
2039,6614841.39862426,"EGY"
2040,6930748.89293809,"EGY"
2041,7261743.30150271,"EGY"
2042,7608545.13581503,"EGY"
2043,7971909.3171133,"EGY"
2044,8352626.81969622,"EGY"
2045,8751526.39272264,"EGY"
2046,9169476.36423993,"EGY"
2047,9607386.53136795,"EGY"
2048,10066210.1407534,"EGY"
2049,10546945.9636052,"EGY"
2050,11050640.4698285,"EGY"
2021,5123.69,"ERI"
2022,5274.9831893473,"ERI"
2023,5430.74378970949,"ERI"
2024,5591.10371555848,"ERI"
2025,5756.19877655912,"ERI"
2026,5926.16879258715,"ERI"
2027,6101.15771214336,"ERI"
2028,6281.31373426434,"ERI"
2029,6466.78943403303,"ERI"
2030,6657.74189179536,"ERI"
2031,6854.33282619242,"ERI"
2032,7056.72873112081,"ERI"
2033,7265.10101673723,"ERI"
2034,7479.62615462662,"ERI"
2035,7700.48582725688,"ERI"
2036,7927.86708184671,"ERI"
2037,8161.96248877689,"ERI"
2038,8402.97030467911,"ERI"
2039,8651.09464034063,"ERI"
2040,8906.5456335667,"ERI"
2041,9169.53962714742,"ERI"
2042,9440.29935207956,"ERI"
2043,9719.05411619866,"ERI"
2044,10006.039998381,"ERI"
2045,10301.50004848,"ERI"
2046,10605.6844931665,"ERI"
2047,10918.8509478471,"ERI"
2048,11241.2646348398,"ERI"
2049,11573.1986079923,"ERI"
2050,11914.9339839329,"ERI"
2021,8553022,"ESP"
2022,8303403.93459484,"ESP"
2023,8061070.91751255,"ESP"
2024,7825810.33622055,"ESP"
2025,7597415.78323623,"ESP"
2026,7375686.87503395,"ESP"
2027,7160429.0762372,"ESP"
2028,6951453.52894161,"ESP"
2029,6748576.88701923,"ESP"
2030,6551621.15525849,"ESP"
2031,6360413.53319892,"ESP"
2032,6174786.26352349,"ESP"
2033,5994576.48487553,"ESP"
2034,5819626.08897127,"ESP"
2035,5649781.58188238,"ESP"
