,Nation,iso_code3,Year,nemomod_entc_variable_cost_st_compressed_air_usd_per_mwh
2261,Ethiopia,ETH,2049,0.5125
2262,Ethiopia,ETH,2050,0.5125
2263,European Union,EUU,2020,0.5125
2264,European Union,EUU,2021,0.5125
2265,European Union,EUU,2022,0.5125
2266,European Union,EUU,2023,0.5125
2267,European Union,EUU,2024,0.5125
2268,European Union,EUU,2025,0.5125
2269,European Union,EUU,2026,0.5125
2270,European Union,EUU,2027,0.5125
2271,European Union,EUU,2028,0.5125
2272,European Union,EUU,2029,0.5125
2273,European Union,EUU,2030,0.5125
2274,European Union,EUU,2031,0.5125
2275,European Union,EUU,2032,0.5125
2276,European Union,EUU,2033,0.5125
2277,European Union,EUU,2034,0.5125
2278,European Union,EUU,2035,0.5125
2279,European Union,EUU,2036,0.5125
2280,European Union,EUU,2037,0.5125
2281,European Union,EUU,2038,0.5125
2282,European Union,EUU,2039,0.5125
2283,European Union,EUU,2040,0.5125
2284,European Union,EUU,2041,0.5125
2285,European Union,EUU,2042,0.5125
2286,European Union,EUU,2043,0.5125
2287,European Union,EUU,2044,0.5125
2288,European Union,EUU,2045,0.5125
2289,European Union,EUU,2046,0.5125
2290,European Union,EUU,2047,0.5125
2291,European Union,EUU,2048,0.5125
2292,European Union,EUU,2049,0.5125
2293,European Union,EUU,2050,0.5125
2294,Fragile and conflict affected situations,FCS,2020,0.5125
2295,Fragile and conflict affected situations,FCS,2021,0.5125
2296,Fragile and conflict affected situations,FCS,2022,0.5125
2297,Fragile and conflict affected situations,FCS,2023,0.5125
2298,Fragile and conflict affected situations,FCS,2024,0.5125
2299,Fragile and conflict affected situations,FCS,2025,0.5125
2300,Fragile and conflict affected situations,FCS,2026,0.5125
2301,Fragile and conflict affected situations,FCS,2027,0.5125
2302,Fragile and conflict affected situations,FCS,2028,0.5125
2303,Fragile and conflict affected situations,FCS,2029,0.5125
2304,Fragile and conflict affected situations,FCS,2030,0.5125
2305,Fragile and conflict affected situations,FCS,2031,0.5125
2306,Fragile and conflict affected situations,FCS,2032,0.5125
2307,Fragile and conflict affected situations,FCS,2033,0.5125
2308,Fragile and conflict affected situations,FCS,2034,0.5125
2309,Fragile and conflict affected situations,FCS,2035,0.5125
2310,Fragile and conflict affected situations,FCS,2036,0.5125
2311,Fragile and conflict affected situations,FCS,2037,0.5125
2312,Fragile and conflict affected situations,FCS,2038,0.5125
2313,Fragile and conflict affected situations,FCS,2039,0.5125
2314,Fragile and conflict affected situations,FCS,2040,0.5125
2315,Fragile and conflict affected situations,FCS,2041,0.5125
2316,Fragile and conflict affected situations,FCS,2042,0.5125
2317,Fragile and conflict affected situations,FCS,2043,0.5125
2318,Fragile and conflict affected situations,FCS,2044,0.5125
2319,Fragile and conflict affected situations,FCS,2045,0.5125
2320,Fragile and conflict affected situations,FCS,2046,0.5125
2321,Fragile and conflict affected situations,FCS,2047,0.5125
2322,Fragile and conflict affected situations,FCS,2048,0.5125
2323,Fragile and conflict affected situations,FCS,2049,0.5125
2324,Fragile and conflict affected situations,FCS,2050,0.5125
2325,Finland,FIN,2020,0.5125
2326,Finland,FIN,2021,0.5125
2327,Finland,FIN,2022,0.5125
2328,Finland,FIN,2023,0.5125
2329,Finland,FIN,2024,0.5125
2330,Finland,FIN,2025,0.5125
2331,Finland,FIN,2026,0.5125
2332,Finland,FIN,2027,0.5125
2333,Finland,FIN,2028,0.5125
2334,Finland,FIN,2029,0.5125
2335,Finland,FIN,2030,0.5125
2336,Finland,FIN,2031,0.5125
2337,Finland,FIN,2032,0.5125
2338,Finland,FIN,2033,0.5125
2339,Finland,FIN,2034,0.5125
2340,Finland,FIN,2035,0.5125
2341,Finland,FIN,2036,0.5125
2342,Finland,FIN,2037,0.5125
2343,Finland,FIN,2038,0.5125
2344,Finland,FIN,2039,0.5125
2345,Finland,FIN,2040,0.5125
2346,Finland,FIN,2041,0.5125
2347,Finland,FIN,2042,0.5125
2348,Finland,FIN,2043,0.5125
2349,Finland,FIN,2044,0.5125
2350,Finland,FIN,2045,0.5125
2351,Finland,FIN,2046,0.5125
2352,Finland,FIN,2047,0.5125
2353,Finland,FIN,2048,0.5125
2354,Finland,FIN,2049,0.5125
2355,Finland,FIN,2050,0.5125
2356,Fiji,FJI,2020,0.5125
2357,Fiji,FJI,2021,0.5125
2358,Fiji,FJI,2022,0.5125
2359,Fiji,FJI,2023,0.5125
2360,Fiji,FJI,2024,0.5125
2361,Fiji,FJI,2025,0.5125
2362,Fiji,FJI,2026,0.5125
2363,Fiji,FJI,2027,0.5125
2364,Fiji,FJI,2028,0.5125
2365,Fiji,FJI,2029,0.5125
2366,Fiji,FJI,2030,0.5125
2367,Fiji,FJI,2031,0.5125
2368,Fiji,FJI,2032,0.5125
2369,Fiji,FJI,2033,0.5125
2370,Fiji,FJI,2034,0.5125
2371,Fiji,FJI,2035,0.5125
2372,Fiji,FJI,2036,0.5125
2373,Fiji,FJI,2037,0.5125
2374,Fiji,FJI,2038,0.5125
2375,Fiji,FJI,2039,0.5125
2376,Fiji,FJI,2040,0.5125
2377,Fiji,FJI,2041,0.5125
2378,Fiji,FJI,2042,0.5125
2379,Fiji,FJI,2043,0.5125
2380,Fiji,FJI,2044,0.5125
2381,Fiji,FJI,2045,0.5125
2382,Fiji,FJI,2046,0.5125
2383,Fiji,FJI,2047,0.5125
2384,Fiji,FJI,2048,0.5125
2385,Fiji,FJI,2049,0.5125
2386,Fiji,FJI,2050,0.5125
2387,France,FRA,2020,0.5125
2388,France,FRA,2021,0.5125
2389,France,FRA,2022,0.5125
2390,France,FRA,2023,0.5125
2391,France,FRA,2024,0.5125
2392,France,FRA,2025,0.5125
2393,France,FRA,2026,0.5125
2394,France,FRA,2027,0.5125
2395,France,FRA,2028,0.5125
2396,France,FRA,2029,0.5125
2397,France,FRA,2030,0.5125
2398,France,FRA,2031,0.5125
2399,France,FRA,2032,0.5125
2400,France,FRA,2033,0.5125
2401,France,FRA,2034,0.5125
2402,France,FRA,2035,0.5125
2403,France,FRA,2036,0.5125
2404,France,FRA,2037,0.5125
2405,France,FRA,2038,0.5125
2406,France,FRA,2039,0.5125
2407,France,FRA,2040,0.5125
2408,France,FRA,2041,0.5125
2409,France,FRA,2042,0.5125
2410,France,FRA,2043,0.5125
2411,France,FRA,2044,0.5125
2412,France,FRA,2045,0.5125
2413,France,FRA,2046,0.5125
2414,France,FRA,2047,0.5125
2415,France,FRA,2048,0.5125
2416,France,FRA,2049,0.5125
2417,France,FRA,2050,0.5125
2418,Faroe Islands,FRO,2020,0.5125
2419,Faroe Islands,FRO,2021,0.5125
2420,Faroe Islands,FRO,2022,0.5125
2421,Faroe Islands,FRO,2023,0.5125
2422,Faroe Islands,FRO,2024,0.5125
2423,Faroe Islands,FRO,2025,0.5125
2424,Faroe Islands,FRO,2026,0.5125
2425,Faroe Islands,FRO,2027,0.5125
2426,Faroe Islands,FRO,2028,0.5125
2427,Faroe Islands,FRO,2029,0.5125
2428,Faroe Islands,FRO,2030,0.5125
2429,Faroe Islands,FRO,2031,0.5125
2430,Faroe Islands,FRO,2032,0.5125
2431,Faroe Islands,FRO,2033,0.5125
2432,Faroe Islands,FRO,2034,0.5125
2433,Faroe Islands,FRO,2035,0.5125
2434,Faroe Islands,FRO,2036,0.5125
2435,Faroe Islands,FRO,2037,0.5125
2436,Faroe Islands,FRO,2038,0.5125
2437,Faroe Islands,FRO,2039,0.5125
2438,Faroe Islands,FRO,2040,0.5125
2439,Faroe Islands,FRO,2041,0.5125
2440,Faroe Islands,FRO,2042,0.5125
2441,Faroe Islands,FRO,2043,0.5125
2442,Faroe Islands,FRO,2044,0.5125
2443,Faroe Islands,FRO,2045,0.5125
2444,Faroe Islands,FRO,2046,0.5125
2445,Faroe Islands,FRO,2047,0.5125
2446,Faroe Islands,FRO,2048,0.5125
2447,Faroe Islands,FRO,2049,0.5125
2448,Faroe Islands,FRO,2050,0.5125
2449,"Micronesia, Fed. Sts.",FSM,2020,0.5125
2450,"Micronesia, Fed. Sts.",FSM,2021,0.5125
2451,"Micronesia, Fed. Sts.",FSM,2022,0.5125
2452,"Micronesia, Fed. Sts.",FSM,2023,0.5125
2453,"Micronesia, Fed. Sts.",FSM,2024,0.5125
2454,"Micronesia, Fed. Sts.",FSM,2025,0.5125
2455,"Micronesia, Fed. Sts.",FSM,2026,0.5125
2456,"Micronesia, Fed. Sts.",FSM,2027,0.5125
2457,"Micronesia, Fed. Sts.",FSM,2028,0.5125
2458,"Micronesia, Fed. Sts.",FSM,2029,0.5125
2459,"Micronesia, Fed. Sts.",FSM,2030,0.5125
2460,"Micronesia, Fed. Sts.",FSM,2031,0.5125
2461,"Micronesia, Fed. Sts.",FSM,2032,0.5125
2462,"Micronesia, Fed. Sts.",FSM,2033,0.5125
2463,"Micronesia, Fed. Sts.",FSM,2034,0.5125
2464,"Micronesia, Fed. Sts.",FSM,2035,0.5125
2465,"Micronesia, Fed. Sts.",FSM,2036,0.5125
2466,"Micronesia, Fed. Sts.",FSM,2037,0.5125
2467,"Micronesia, Fed. Sts.",FSM,2038,0.5125
2468,"Micronesia, Fed. Sts.",FSM,2039,0.5125
2469,"Micronesia, Fed. Sts.",FSM,2040,0.5125
2470,"Micronesia, Fed. Sts.",FSM,2041,0.5125
2471,"Micronesia, Fed. Sts.",FSM,2042,0.5125
2472,"Micronesia, Fed. Sts.",FSM,2043,0.5125
2473,"Micronesia, Fed. Sts.",FSM,2044,0.5125
2474,"Micronesia, Fed. Sts.",FSM,2045,0.5125
2475,"Micronesia, Fed. Sts.",FSM,2046,0.5125
2476,"Micronesia, Fed. Sts.",FSM,2047,0.5125
2477,"Micronesia, Fed. Sts.",FSM,2048,0.5125
2478,"Micronesia, Fed. Sts.",FSM,2049,0.5125
2479,"Micronesia, Fed. Sts.",FSM,2050,0.5125
2480,Gabon,GAB,2020,0.5125
2481,Gabon,GAB,2021,0.5125
2482,Gabon,GAB,2022,0.5125
2483,Gabon,GAB,2023,0.5125
2484,Gabon,GAB,2024,0.5125
2485,Gabon,GAB,2025,0.5125
2486,Gabon,GAB,2026,0.5125
2487,Gabon,GAB,2027,0.5125
2488,Gabon,GAB,2028,0.5125
2489,Gabon,GAB,2029,0.5125
2490,Gabon,GAB,2030,0.5125
2491,Gabon,GAB,2031,0.5125
2492,Gabon,GAB,2032,0.5125
2493,Gabon,GAB,2033,0.5125
2494,Gabon,GAB,2034,0.5125
2495,Gabon,GAB,2035,0.5125
2496,Gabon,GAB,2036,0.5125
2497,Gabon,GAB,2037,0.5125
2498,Gabon,GAB,2038,0.5125
2499,Gabon,GAB,2039,0.5125
2500,Gabon,GAB,2040,0.5125
2501,Gabon,GAB,2041,0.5125
2502,Gabon,GAB,2042,0.5125
2503,Gabon,GAB,2043,0.5125
2504,Gabon,GAB,2044,0.5125
2505,Gabon,GAB,2045,0.5125
2506,Gabon,GAB,2046,0.5125
2507,Gabon,GAB,2047,0.5125
2508,Gabon,GAB,2048,0.5125
2509,Gabon,GAB,2049,0.5125
2510,Gabon,GAB,2050,0.5125
2511,United Kingdom,GBR,2020,0.5125
2512,United Kingdom,GBR,2021,0.5125
2513,United Kingdom,GBR,2022,0.5125
2514,United Kingdom,GBR,2023,0.5125
2515,United Kingdom,GBR,2024,0.5125
2516,United Kingdom,GBR,2025,0.5125
2517,United Kingdom,GBR,2026,0.5125
2518,United Kingdom,GBR,2027,0.5125
2519,United Kingdom,GBR,2028,0.5125
2520,United Kingdom,GBR,2029,0.5125
2521,United Kingdom,GBR,2030,0.5125
2522,United Kingdom,GBR,2031,0.5125
2523,United Kingdom,GBR,2032,0.5125
2524,United Kingdom,GBR,2033,0.5125
2525,United Kingdom,GBR,2034,0.5125
2526,United Kingdom,GBR,2035,0.5125
2527,United Kingdom,GBR,2036,0.5125
2528,United Kingdom,GBR,2037,0.5125
2529,United Kingdom,GBR,2038,0.5125
2530,United Kingdom,GBR,2039,0.5125
2531,United Kingdom,GBR,2040,0.5125
2532,United Kingdom,GBR,2041,0.5125
2533,United Kingdom,GBR,2042,0.5125
2534,United Kingdom,GBR,2043,0.5125
2535,United Kingdom,GBR,2044,0.5125
2536,United Kingdom,GBR,2045,0.5125
2537,United Kingdom,GBR,2046,0.5125
2538,United Kingdom,GBR,2047,0.5125
2539,United Kingdom,GBR,2048,0.5125
2540,United Kingdom,GBR,2049,0.5125
2541,United Kingdom,GBR,2050,0.5125
2542,Georgia,GEO,2020,0.5125
2543,Georgia,GEO,2021,0.5125
2544,Georgia,GEO,2022,0.5125
2545,Georgia,GEO,2023,0.5125
2546,Georgia,GEO,2024,0.5125
2547,Georgia,GEO,2025,0.5125
2548,Georgia,GEO,2026,0.5125
2549,Georgia,GEO,2027,0.5125
2550,Georgia,GEO,2028,0.5125
2551,Georgia,GEO,2029,0.5125
2552,Georgia,GEO,2030,0.5125
2553,Georgia,GEO,2031,0.5125
2554,Georgia,GEO,2032,0.5125
2555,Georgia,GEO,2033,0.5125
2556,Georgia,GEO,2034,0.5125
2557,Georgia,GEO,2035,0.5125
2558,Georgia,GEO,2036,0.5125
2559,Georgia,GEO,2037,0.5125
2560,Georgia,GEO,2038,0.5125
2561,Georgia,GEO,2039,0.5125
2562,Georgia,GEO,2040,0.5125
2563,Georgia,GEO,2041,0.5125
2564,Georgia,GEO,2042,0.5125
2565,Georgia,GEO,2043,0.5125
2566,Georgia,GEO,2044,0.5125
2567,Georgia,GEO,2045,0.5125
2568,Georgia,GEO,2046,0.5125
2569,Georgia,GEO,2047,0.5125
2570,Georgia,GEO,2048,0.5125
2571,Georgia,GEO,2049,0.5125
2572,Georgia,GEO,2050,0.5125
2573,Ghana,GHA,2020,0.5125
2574,Ghana,GHA,2021,0.5125
2575,Ghana,GHA,2022,0.5125
2576,Ghana,GHA,2023,0.5125
2577,Ghana,GHA,2024,0.5125
2578,Ghana,GHA,2025,0.5125
2579,Ghana,GHA,2026,0.5125
2580,Ghana,GHA,2027,0.5125
2581,Ghana,GHA,2028,0.5125
2582,Ghana,GHA,2029,0.5125
2583,Ghana,GHA,2030,0.5125
2584,Ghana,GHA,2031,0.5125
2585,Ghana,GHA,2032,0.5125
2586,Ghana,GHA,2033,0.5125
2587,Ghana,GHA,2034,0.5125
2588,Ghana,GHA,2035,0.5125
2589,Ghana,GHA,2036,0.5125
2590,Ghana,GHA,2037,0.5125
2591,Ghana,GHA,2038,0.5125
2592,Ghana,GHA,2039,0.5125
2593,Ghana,GHA,2040,0.5125
2594,Ghana,GHA,2041,0.5125
2595,Ghana,GHA,2042,0.5125
2596,Ghana,GHA,2043,0.5125
2597,Ghana,GHA,2044,0.5125
2598,Ghana,GHA,2045,0.5125
2599,Ghana,GHA,2046,0.5125
2600,Ghana,GHA,2047,0.5125
2601,Ghana,GHA,2048,0.5125
2602,Ghana,GHA,2049,0.5125
2603,Ghana,GHA,2050,0.5125
2604,Gibraltar,GIB,2020,0.5125
2605,Gibraltar,GIB,2021,0.5125
2606,Gibraltar,GIB,2022,0.5125
2607,Gibraltar,GIB,2023,0.5125
2608,Gibraltar,GIB,2024,0.5125
2609,Gibraltar,GIB,2025,0.5125
2610,Gibraltar,GIB,2026,0.5125
2611,Gibraltar,GIB,2027,0.5125
2612,Gibraltar,GIB,2028,0.5125
2613,Gibraltar,GIB,2029,0.5125
2614,Gibraltar,GIB,2030,0.5125
2615,Gibraltar,GIB,2031,0.5125
2616,Gibraltar,GIB,2032,0.5125
2617,Gibraltar,GIB,2033,0.5125
2618,Gibraltar,GIB,2034,0.5125
2619,Gibraltar,GIB,2035,0.5125
2620,Gibraltar,GIB,2036,0.5125
2621,Gibraltar,GIB,2037,0.5125
2622,Gibraltar,GIB,2038,0.5125
2623,Gibraltar,GIB,2039,0.5125
2624,Gibraltar,GIB,2040,0.5125
2625,Gibraltar,GIB,2041,0.5125
2626,Gibraltar,GIB,2042,0.5125
2627,Gibraltar,GIB,2043,0.5125
2628,Gibraltar,GIB,2044,0.5125
2629,Gibraltar,GIB,2045,0.5125
2630,Gibraltar,GIB,2046,0.5125
2631,Gibraltar,GIB,2047,0.5125
2632,Gibraltar,GIB,2048,0.5125
2633,Gibraltar,GIB,2049,0.5125
2634,Gibraltar,GIB,2050,0.5125
2635,Guinea,GIN,2020,0.5125
2636,Guinea,GIN,2021,0.5125
2637,Guinea,GIN,2022,0.5125
2638,Guinea,GIN,2023,0.5125
2639,Guinea,GIN,2024,0.5125
2640,Guinea,GIN,2025,0.5125
2641,Guinea,GIN,2026,0.5125
2642,Guinea,GIN,2027,0.5125
2643,Guinea,GIN,2028,0.5125
2644,Guinea,GIN,2029,0.5125
2645,Guinea,GIN,2030,0.5125
2646,Guinea,GIN,2031,0.5125
2647,Guinea,GIN,2032,0.5125
2648,Guinea,GIN,2033,0.5125
2649,Guinea,GIN,2034,0.5125
2650,Guinea,GIN,2035,0.5125
2651,Guinea,GIN,2036,0.5125
2652,Guinea,GIN,2037,0.5125
2653,Guinea,GIN,2038,0.5125
2654,Guinea,GIN,2039,0.5125
2655,Guinea,GIN,2040,0.5125
2656,Guinea,GIN,2041,0.5125
2657,Guinea,GIN,2042,0.5125
2658,Guinea,GIN,2043,0.5125
2659,Guinea,GIN,2044,0.5125
2660,Guinea,GIN,2045,0.5125
2661,Guinea,GIN,2046,0.5125
2662,Guinea,GIN,2047,0.5125
2663,Guinea,GIN,2048,0.5125
2664,Guinea,GIN,2049,0.5125
2665,Guinea,GIN,2050,0.5125
2666,"Gambia, The",GMB,2020,0.5125
2667,"Gambia, The",GMB,2021,0.5125
2668,"Gambia, The",GMB,2022,0.5125
2669,"Gambia, The",GMB,2023,0.5125
2670,"Gambia, The",GMB,2024,0.5125
2671,"Gambia, The",GMB,2025,0.5125
2672,"Gambia, The",GMB,2026,0.5125
2673,"Gambia, The",GMB,2027,0.5125
2674,"Gambia, The",GMB,2028,0.5125
2675,"Gambia, The",GMB,2029,0.5125
2676,"Gambia, The",GMB,2030,0.5125
2677,"Gambia, The",GMB,2031,0.5125
2678,"Gambia, The",GMB,2032,0.5125
2679,"Gambia, The",GMB,2033,0.5125
2680,"Gambia, The",GMB,2034,0.5125
2681,"Gambia, The",GMB,2035,0.5125
2682,"Gambia, The",GMB,2036,0.5125
2683,"Gambia, The",GMB,2037,0.5125
2684,"Gambia, The",GMB,2038,0.5125
2685,"Gambia, The",GMB,2039,0.5125
2686,"Gambia, The",GMB,2040,0.5125
2687,"Gambia, The",GMB,2041,0.5125
2688,"Gambia, The",GMB,2042,0.5125
2689,"Gambia, The",GMB,2043,0.5125
2690,"Gambia, The",GMB,2044,0.5125
2691,"Gambia, The",GMB,2045,0.5125
2692,"Gambia, The",GMB,2046,0.5125
2693,"Gambia, The",GMB,2047,0.5125
2694,"Gambia, The",GMB,2048,0.5125
2695,"Gambia, The",GMB,2049,0.5125
2696,"Gambia, The",GMB,2050,0.5125
2697,Guinea-Bissau,GNB,2020,0.5125
2698,Guinea-Bissau,GNB,2021,0.5125
2699,Guinea-Bissau,GNB,2022,0.5125
2700,Guinea-Bissau,GNB,2023,0.5125
2701,Guinea-Bissau,GNB,2024,0.5125
2702,Guinea-Bissau,GNB,2025,0.5125
2703,Guinea-Bissau,GNB,2026,0.5125
2704,Guinea-Bissau,GNB,2027,0.5125
2705,Guinea-Bissau,GNB,2028,0.5125
2706,Guinea-Bissau,GNB,2029,0.5125
2707,Guinea-Bissau,GNB,2030,0.5125
2708,Guinea-Bissau,GNB,2031,0.5125
2709,Guinea-Bissau,GNB,2032,0.5125
2710,Guinea-Bissau,GNB,2033,0.5125
2711,Guinea-Bissau,GNB,2034,0.5125
2712,Guinea-Bissau,GNB,2035,0.5125
2713,Guinea-Bissau,GNB,2036,0.5125
2714,Guinea-Bissau,GNB,2037,0.5125
2715,Guinea-Bissau,GNB,2038,0.5125
2716,Guinea-Bissau,GNB,2039,0.5125
2717,Guinea-Bissau,GNB,2040,0.5125
2718,Guinea-Bissau,GNB,2041,0.5125
2719,Guinea-Bissau,GNB,2042,0.5125
2720,Guinea-Bissau,GNB,2043,0.5125
2721,Guinea-Bissau,GNB,2044,0.5125
2722,Guinea-Bissau,GNB,2045,0.5125
2723,Guinea-Bissau,GNB,2046,0.5125
2724,Guinea-Bissau,GNB,2047,0.5125
2725,Guinea-Bissau,GNB,2048,0.5125
2726,Guinea-Bissau,GNB,2049,0.5125
2727,Guinea-Bissau,GNB,2050,0.5125
2728,Equatorial Guinea,GNQ,2020,0.5125
2729,Equatorial Guinea,GNQ,2021,0.5125
2730,Equatorial Guinea,GNQ,2022,0.5125
2731,Equatorial Guinea,GNQ,2023,0.5125
2732,Equatorial Guinea,GNQ,2024,0.5125
2733,Equatorial Guinea,GNQ,2025,0.5125
2734,Equatorial Guinea,GNQ,2026,0.5125
2735,Equatorial Guinea,GNQ,2027,0.5125
2736,Equatorial Guinea,GNQ,2028,0.5125
2737,Equatorial Guinea,GNQ,2029,0.5125
2738,Equatorial Guinea,GNQ,2030,0.5125
2739,Equatorial Guinea,GNQ,2031,0.5125
2740,Equatorial Guinea,GNQ,2032,0.5125
2741,Equatorial Guinea,GNQ,2033,0.5125
2742,Equatorial Guinea,GNQ,2034,0.5125
2743,Equatorial Guinea,GNQ,2035,0.5125
2744,Equatorial Guinea,GNQ,2036,0.5125
2745,Equatorial Guinea,GNQ,2037,0.5125
2746,Equatorial Guinea,GNQ,2038,0.5125
2747,Equatorial Guinea,GNQ,2039,0.5125
2748,Equatorial Guinea,GNQ,2040,0.5125
2749,Equatorial Guinea,GNQ,2041,0.5125
2750,Equatorial Guinea,GNQ,2042,0.5125
2751,Equatorial Guinea,GNQ,2043,0.5125
2752,Equatorial Guinea,GNQ,2044,0.5125
2753,Equatorial Guinea,GNQ,2045,0.5125
2754,Equatorial Guinea,GNQ,2046,0.5125
2755,Equatorial Guinea,GNQ,2047,0.5125
2756,Equatorial Guinea,GNQ,2048,0.5125
2757,Equatorial Guinea,GNQ,2049,0.5125
2758,Equatorial Guinea,GNQ,2050,0.5125
2759,Greece,GRC,2020,0.5125
2760,Greece,GRC,2021,0.5125
2761,Greece,GRC,2022,0.5125
2762,Greece,GRC,2023,0.5125
2763,Greece,GRC,2024,0.5125
2764,Greece,GRC,2025,0.5125
2765,Greece,GRC,2026,0.5125
2766,Greece,GRC,2027,0.5125
2767,Greece,GRC,2028,0.5125
2768,Greece,GRC,2029,0.5125
2769,Greece,GRC,2030,0.5125
2770,Greece,GRC,2031,0.5125
2771,Greece,GRC,2032,0.5125
2772,Greece,GRC,2033,0.5125
2773,Greece,GRC,2034,0.5125
2774,Greece,GRC,2035,0.5125
2775,Greece,GRC,2036,0.5125
2776,Greece,GRC,2037,0.5125
2777,Greece,GRC,2038,0.5125
2778,Greece,GRC,2039,0.5125
2779,Greece,GRC,2040,0.5125
2780,Greece,GRC,2041,0.5125
2781,Greece,GRC,2042,0.5125
2782,Greece,GRC,2043,0.5125
2783,Greece,GRC,2044,0.5125
2784,Greece,GRC,2045,0.5125
2785,Greece,GRC,2046,0.5125
2786,Greece,GRC,2047,0.5125
2787,Greece,GRC,2048,0.5125
2788,Greece,GRC,2049,0.5125
2789,Greece,GRC,2050,0.5125
2790,Grenada,GRD,2020,0.5125
2791,Grenada,GRD,2021,0.5125
2792,Grenada,GRD,2022,0.5125
2793,Grenada,GRD,2023,0.5125
2794,Grenada,GRD,2024,0.5125
2795,Grenada,GRD,2025,0.5125
2796,Grenada,GRD,2026,0.5125
2797,Grenada,GRD,2027,0.5125
2798,Grenada,GRD,2028,0.5125
2799,Grenada,GRD,2029,0.5125
2800,Grenada,GRD,2030,0.5125
2801,Grenada,GRD,2031,0.5125
2802,Grenada,GRD,2032,0.5125
2803,Grenada,GRD,2033,0.5125
2804,Grenada,GRD,2034,0.5125
2805,Grenada,GRD,2035,0.5125
2806,Grenada,GRD,2036,0.5125
2807,Grenada,GRD,2037,0.5125
2808,Grenada,GRD,2038,0.5125
2809,Grenada,GRD,2039,0.5125
2810,Grenada,GRD,2040,0.5125
2811,Grenada,GRD,2041,0.5125
2812,Grenada,GRD,2042,0.5125
2813,Grenada,GRD,2043,0.5125
2814,Grenada,GRD,2044,0.5125
2815,Grenada,GRD,2045,0.5125
2816,Grenada,GRD,2046,0.5125
2817,Grenada,GRD,2047,0.5125
2818,Grenada,GRD,2048,0.5125
2819,Grenada,GRD,2049,0.5125
2820,Grenada,GRD,2050,0.5125
2821,Greenland,GRL,2020,0.5125
2822,Greenland,GRL,2021,0.5125
2823,Greenland,GRL,2022,0.5125
2824,Greenland,GRL,2023,0.5125
2825,Greenland,GRL,2024,0.5125
2826,Greenland,GRL,2025,0.5125
2827,Greenland,GRL,2026,0.5125
2828,Greenland,GRL,2027,0.5125
2829,Greenland,GRL,2028,0.5125
2830,Greenland,GRL,2029,0.5125
2831,Greenland,GRL,2030,0.5125
2832,Greenland,GRL,2031,0.5125
2833,Greenland,GRL,2032,0.5125
2834,Greenland,GRL,2033,0.5125
2835,Greenland,GRL,2034,0.5125
2836,Greenland,GRL,2035,0.5125
2837,Greenland,GRL,2036,0.5125
2838,Greenland,GRL,2037,0.5125
2839,Greenland,GRL,2038,0.5125
2840,Greenland,GRL,2039,0.5125
2841,Greenland,GRL,2040,0.5125
2842,Greenland,GRL,2041,0.5125
2843,Greenland,GRL,2042,0.5125
2844,Greenland,GRL,2043,0.5125
2845,Greenland,GRL,2044,0.5125
2846,Greenland,GRL,2045,0.5125
2847,Greenland,GRL,2046,0.5125
2848,Greenland,GRL,2047,0.5125
2849,Greenland,GRL,2048,0.5125
2850,Greenland,GRL,2049,0.5125
2851,Greenland,GRL,2050,0.5125
2852,Guatemala,GTM,2020,0.5125
2853,Guatemala,GTM,2021,0.5125
2854,Guatemala,GTM,2022,0.5125
2855,Guatemala,GTM,2023,0.5125
2856,Guatemala,GTM,2024,0.5125
2857,Guatemala,GTM,2025,0.5125
2858,Guatemala,GTM,2026,0.5125
2859,Guatemala,GTM,2027,0.5125
2860,Guatemala,GTM,2028,0.5125
2861,Guatemala,GTM,2029,0.5125
2862,Guatemala,GTM,2030,0.5125
2863,Guatemala,GTM,2031,0.5125
2864,Guatemala,GTM,2032,0.5125
2865,Guatemala,GTM,2033,0.5125
2866,Guatemala,GTM,2034,0.5125
2867,Guatemala,GTM,2035,0.5125
2868,Guatemala,GTM,2036,0.5125
2869,Guatemala,GTM,2037,0.5125
2870,Guatemala,GTM,2038,0.5125
2871,Guatemala,GTM,2039,0.5125
2872,Guatemala,GTM,2040,0.5125
2873,Guatemala,GTM,2041,0.5125
2874,Guatemala,GTM,2042,0.5125
2875,Guatemala,GTM,2043,0.5125
2876,Guatemala,GTM,2044,0.5125
2877,Guatemala,GTM,2045,0.5125
2878,Guatemala,GTM,2046,0.5125
2879,Guatemala,GTM,2047,0.5125
2880,Guatemala,GTM,2048,0.5125
2881,Guatemala,GTM,2049,0.5125
2882,Guatemala,GTM,2050,0.5125
2883,Guam,GUM,2020,0.5125
2884,Guam,GUM,2021,0.5125
2885,Guam,GUM,2022,0.5125
2886,Guam,GUM,2023,0.5125
2887,Guam,GUM,2024,0.5125
2888,Guam,GUM,2025,0.5125
2889,Guam,GUM,2026,0.5125
2890,Guam,GUM,2027,0.5125
2891,Guam,GUM,2028,0.5125
2892,Guam,GUM,2029,0.5125
2893,Guam,GUM,2030,0.5125
2894,Guam,GUM,2031,0.5125
2895,Guam,GUM,2032,0.5125
2896,Guam,GUM,2033,0.5125
2897,Guam,GUM,2034,0.5125
2898,Guam,GUM,2035,0.5125
2899,Guam,GUM,2036,0.5125
2900,Guam,GUM,2037,0.5125
2901,Guam,GUM,2038,0.5125
2902,Guam,GUM,2039,0.5125
2903,Guam,GUM,2040,0.5125
2904,Guam,GUM,2041,0.5125
