Year,iso_code3,cost_enfu_fuel_coke_usd_per_tonne
2042,LVA,187.7075
2043,LVA,187.7075
2044,LVA,187.7075
2045,LVA,187.7075
2046,LVA,187.7075
2047,LVA,187.7075
2048,LVA,187.7075
2049,LVA,187.7075
2050,LVA,187.7075
2021,MAC,187.7075
2022,MAC,187.7075
2023,MAC,187.7075
2024,MAC,187.7075
2025,MAC,187.7075
2026,MAC,187.7075
2027,MAC,187.7075
2028,MAC,187.7075
2029,MAC,187.7075
2030,MAC,187.7075
2031,MAC,187.7075
2032,MAC,187.7075
2033,MAC,187.7075
2034,MAC,187.7075
2035,MAC,187.7075
2036,MAC,187.7075
2037,MAC,187.7075
2038,MAC,187.7075
2039,MAC,187.7075
2040,MAC,187.7075
2041,MAC,187.7075
2042,MAC,187.7075
2043,MAC,187.7075
2044,MAC,187.7075
2045,MAC,187.7075
2046,MAC,187.7075
2047,MAC,187.7075
2048,MAC,187.7075
2049,MAC,187.7075
2050,MAC,187.7075
2021,MAF,187.7075
2022,MAF,187.7075
2023,MAF,187.7075
2024,MAF,187.7075
2025,MAF,187.7075
2026,MAF,187.7075
2027,MAF,187.7075
2028,MAF,187.7075
2029,MAF,187.7075
2030,MAF,187.7075
2031,MAF,187.7075
2032,MAF,187.7075
2033,MAF,187.7075
2034,MAF,187.7075
2035,MAF,187.7075
2036,MAF,187.7075
2037,MAF,187.7075
2038,MAF,187.7075
2039,MAF,187.7075
2040,MAF,187.7075
2041,MAF,187.7075
2042,MAF,187.7075
2043,MAF,187.7075
2044,MAF,187.7075
2045,MAF,187.7075
2046,MAF,187.7075
2047,MAF,187.7075
2048,MAF,187.7075
2049,MAF,187.7075
2050,MAF,187.7075
2021,MAR,187.7075
2022,MAR,187.7075
2023,MAR,187.7075
2024,MAR,187.7075
2025,MAR,187.7075
2026,MAR,187.7075
2027,MAR,187.7075
2028,MAR,187.7075
2029,MAR,187.7075
2030,MAR,187.7075
2031,MAR,187.7075
2032,MAR,187.7075
2033,MAR,187.7075
2034,MAR,187.7075
2035,MAR,187.7075
2036,MAR,187.7075
2037,MAR,187.7075
2038,MAR,187.7075
2039,MAR,187.7075
2040,MAR,187.7075
2041,MAR,187.7075
2042,MAR,187.7075
2043,MAR,187.7075
2044,MAR,187.7075
2045,MAR,187.7075
2046,MAR,187.7075
2047,MAR,187.7075
2048,MAR,187.7075
2049,MAR,187.7075
2050,MAR,187.7075
2021,MCO,187.7075
2022,MCO,187.7075
2023,MCO,187.7075
2024,MCO,187.7075
2025,MCO,187.7075
2026,MCO,187.7075
2027,MCO,187.7075
2028,MCO,187.7075
2029,MCO,187.7075
2030,MCO,187.7075
2031,MCO,187.7075
2032,MCO,187.7075
2033,MCO,187.7075
2034,MCO,187.7075
2035,MCO,187.7075
2036,MCO,187.7075
2037,MCO,187.7075
2038,MCO,187.7075
2039,MCO,187.7075
2040,MCO,187.7075
2041,MCO,187.7075
2042,MCO,187.7075
2043,MCO,187.7075
2044,MCO,187.7075
2045,MCO,187.7075
2046,MCO,187.7075
2047,MCO,187.7075
2048,MCO,187.7075
2049,MCO,187.7075
2050,MCO,187.7075
2021,MDA,187.7075
2022,MDA,187.7075
2023,MDA,187.7075
2024,MDA,187.7075
2025,MDA,187.7075
2026,MDA,187.7075
2027,MDA,187.7075
2028,MDA,187.7075
2029,MDA,187.7075
2030,MDA,187.7075
2031,MDA,187.7075
2032,MDA,187.7075
2033,MDA,187.7075
2034,MDA,187.7075
2035,MDA,187.7075
2036,MDA,187.7075
2037,MDA,187.7075
2038,MDA,187.7075
2039,MDA,187.7075
2040,MDA,187.7075
2041,MDA,187.7075
2042,MDA,187.7075
2043,MDA,187.7075
2044,MDA,187.7075
2045,MDA,187.7075
2046,MDA,187.7075
2047,MDA,187.7075
2048,MDA,187.7075
2049,MDA,187.7075
2050,MDA,187.7075
2021,MDG,187.7075
2022,MDG,187.7075
2023,MDG,187.7075
2024,MDG,187.7075
2025,MDG,187.7075
2026,MDG,187.7075
2027,MDG,187.7075
2028,MDG,187.7075
2029,MDG,187.7075
2030,MDG,187.7075
2031,MDG,187.7075
2032,MDG,187.7075
2033,MDG,187.7075
2034,MDG,187.7075
2035,MDG,187.7075
2036,MDG,187.7075
2037,MDG,187.7075
2038,MDG,187.7075
2039,MDG,187.7075
2040,MDG,187.7075
2041,MDG,187.7075
2042,MDG,187.7075
2043,MDG,187.7075
2044,MDG,187.7075
2045,MDG,187.7075
2046,MDG,187.7075
2047,MDG,187.7075
2048,MDG,187.7075
2049,MDG,187.7075
2050,MDG,187.7075
2021,MDV,187.7075
2022,MDV,187.7075
2023,MDV,187.7075
2024,MDV,187.7075
2025,MDV,187.7075
2026,MDV,187.7075
2027,MDV,187.7075
2028,MDV,187.7075
2029,MDV,187.7075
2030,MDV,187.7075
2031,MDV,187.7075
2032,MDV,187.7075
2033,MDV,187.7075
2034,MDV,187.7075
2035,MDV,187.7075
2036,MDV,187.7075
2037,MDV,187.7075
2038,MDV,187.7075
2039,MDV,187.7075
2040,MDV,187.7075
2041,MDV,187.7075
2042,MDV,187.7075
2043,MDV,187.7075
2044,MDV,187.7075
2045,MDV,187.7075
2046,MDV,187.7075
2047,MDV,187.7075
2048,MDV,187.7075
2049,MDV,187.7075
2050,MDV,187.7075
2021,MEX,187.7075
2022,MEX,187.7075
2023,MEX,187.7075
2024,MEX,187.7075
2025,MEX,187.7075
2026,MEX,187.7075
2027,MEX,187.7075
2028,MEX,187.7075
2029,MEX,187.7075
2030,MEX,187.7075
2031,MEX,187.7075
2032,MEX,187.7075
2033,MEX,187.7075
2034,MEX,187.7075
2035,MEX,187.7075
2036,MEX,187.7075
2037,MEX,187.7075
2038,MEX,187.7075
2039,MEX,187.7075
2040,MEX,187.7075
2041,MEX,187.7075
2042,MEX,187.7075
2043,MEX,187.7075
2044,MEX,187.7075
2045,MEX,187.7075
2046,MEX,187.7075
2047,MEX,187.7075
2048,MEX,187.7075
2049,MEX,187.7075
2050,MEX,187.7075
2021,MHL,187.7075
2022,MHL,187.7075
2023,MHL,187.7075
2024,MHL,187.7075
2025,MHL,187.7075
2026,MHL,187.7075
2027,MHL,187.7075
2028,MHL,187.7075
2029,MHL,187.7075
2030,MHL,187.7075
2031,MHL,187.7075
2032,MHL,187.7075
2033,MHL,187.7075
2034,MHL,187.7075
2035,MHL,187.7075
2036,MHL,187.7075
2037,MHL,187.7075
2038,MHL,187.7075
2039,MHL,187.7075
2040,MHL,187.7075
2041,MHL,187.7075
2042,MHL,187.7075
2043,MHL,187.7075
2044,MHL,187.7075
2045,MHL,187.7075
2046,MHL,187.7075
2047,MHL,187.7075
2048,MHL,187.7075
2049,MHL,187.7075
2050,MHL,187.7075
2021,MKD,187.7075
2022,MKD,187.7075
2023,MKD,187.7075
2024,MKD,187.7075
2025,MKD,187.7075
2026,MKD,187.7075
2027,MKD,187.7075
2028,MKD,187.7075
2029,MKD,187.7075
2030,MKD,187.7075
2031,MKD,187.7075
2032,MKD,187.7075
2033,MKD,187.7075
2034,MKD,187.7075
2035,MKD,187.7075
2036,MKD,187.7075
2037,MKD,187.7075
2038,MKD,187.7075
2039,MKD,187.7075
2040,MKD,187.7075
2041,MKD,187.7075
2042,MKD,187.7075
2043,MKD,187.7075
2044,MKD,187.7075
2045,MKD,187.7075
2046,MKD,187.7075
2047,MKD,187.7075
2048,MKD,187.7075
2049,MKD,187.7075
2050,MKD,187.7075
2021,MLI,187.7075
2022,MLI,187.7075
2023,MLI,187.7075
2024,MLI,187.7075
2025,MLI,187.7075
2026,MLI,187.7075
2027,MLI,187.7075
2028,MLI,187.7075
2029,MLI,187.7075
2030,MLI,187.7075
2031,MLI,187.7075
2032,MLI,187.7075
2033,MLI,187.7075
2034,MLI,187.7075
2035,MLI,187.7075
2036,MLI,187.7075
2037,MLI,187.7075
2038,MLI,187.7075
2039,MLI,187.7075
2040,MLI,187.7075
2041,MLI,187.7075
2042,MLI,187.7075
2043,MLI,187.7075
2044,MLI,187.7075
2045,MLI,187.7075
2046,MLI,187.7075
2047,MLI,187.7075
2048,MLI,187.7075
2049,MLI,187.7075
2050,MLI,187.7075
2021,MLT,187.7075
2022,MLT,187.7075
2023,MLT,187.7075
2024,MLT,187.7075
2025,MLT,187.7075
2026,MLT,187.7075
2027,MLT,187.7075
2028,MLT,187.7075
2029,MLT,187.7075
2030,MLT,187.7075
2031,MLT,187.7075
2032,MLT,187.7075
2033,MLT,187.7075
2034,MLT,187.7075
2035,MLT,187.7075
2036,MLT,187.7075
2037,MLT,187.7075
2038,MLT,187.7075
2039,MLT,187.7075
2040,MLT,187.7075
2041,MLT,187.7075
2042,MLT,187.7075
2043,MLT,187.7075
2044,MLT,187.7075
2045,MLT,187.7075
2046,MLT,187.7075
2047,MLT,187.7075
2048,MLT,187.7075
2049,MLT,187.7075
2050,MLT,187.7075
2021,MMR,187.7075
2022,MMR,187.7075
2023,MMR,187.7075
2024,MMR,187.7075
2025,MMR,187.7075
2026,MMR,187.7075
2027,MMR,187.7075
2028,MMR,187.7075
2029,MMR,187.7075
2030,MMR,187.7075
2031,MMR,187.7075
2032,MMR,187.7075
2033,MMR,187.7075
2034,MMR,187.7075
2035,MMR,187.7075
2036,MMR,187.7075
2037,MMR,187.7075
2038,MMR,187.7075
2039,MMR,187.7075
2040,MMR,187.7075
2041,MMR,187.7075
2042,MMR,187.7075
2043,MMR,187.7075
2044,MMR,187.7075
2045,MMR,187.7075
2046,MMR,187.7075
2047,MMR,187.7075
2048,MMR,187.7075
2049,MMR,187.7075
2050,MMR,187.7075
2021,MNE,187.7075
2022,MNE,187.7075
2023,MNE,187.7075
2024,MNE,187.7075
2025,MNE,187.7075
2026,MNE,187.7075
2027,MNE,187.7075
2028,MNE,187.7075
2029,MNE,187.7075
2030,MNE,187.7075
2031,MNE,187.7075
2032,MNE,187.7075
2033,MNE,187.7075
2034,MNE,187.7075
2035,MNE,187.7075
2036,MNE,187.7075
2037,MNE,187.7075
2038,MNE,187.7075
2039,MNE,187.7075
2040,MNE,187.7075
2041,MNE,187.7075
2042,MNE,187.7075
2043,MNE,187.7075
2044,MNE,187.7075
2045,MNE,187.7075
2046,MNE,187.7075
2047,MNE,187.7075
2048,MNE,187.7075
2049,MNE,187.7075
2050,MNE,187.7075
2021,MNG,187.7075
2022,MNG,187.7075
2023,MNG,187.7075
2024,MNG,187.7075
2025,MNG,187.7075
2026,MNG,187.7075
2027,MNG,187.7075
2028,MNG,187.7075
2029,MNG,187.7075
2030,MNG,187.7075
2031,MNG,187.7075
2032,MNG,187.7075
2033,MNG,187.7075
2034,MNG,187.7075
2035,MNG,187.7075
2036,MNG,187.7075
2037,MNG,187.7075
2038,MNG,187.7075
2039,MNG,187.7075
2040,MNG,187.7075
2041,MNG,187.7075
2042,MNG,187.7075
2043,MNG,187.7075
2044,MNG,187.7075
2045,MNG,187.7075
2046,MNG,187.7075
2047,MNG,187.7075
2048,MNG,187.7075
2049,MNG,187.7075
2050,MNG,187.7075
2021,MNP,187.7075
2022,MNP,187.7075
2023,MNP,187.7075
2024,MNP,187.7075
2025,MNP,187.7075
2026,MNP,187.7075
2027,MNP,187.7075
2028,MNP,187.7075
2029,MNP,187.7075
2030,MNP,187.7075
2031,MNP,187.7075
2032,MNP,187.7075
2033,MNP,187.7075
2034,MNP,187.7075
2035,MNP,187.7075
2036,MNP,187.7075
2037,MNP,187.7075
2038,MNP,187.7075
2039,MNP,187.7075
2040,MNP,187.7075
2041,MNP,187.7075
2042,MNP,187.7075
2043,MNP,187.7075
2044,MNP,187.7075
2045,MNP,187.7075
2046,MNP,187.7075
2047,MNP,187.7075
2048,MNP,187.7075
2049,MNP,187.7075
2050,MNP,187.7075
2021,MOZ,187.7075
2022,MOZ,187.7075
2023,MOZ,187.7075
2024,MOZ,187.7075
2025,MOZ,187.7075
2026,MOZ,187.7075
2027,MOZ,187.7075
2028,MOZ,187.7075
2029,MOZ,187.7075
2030,MOZ,187.7075
2031,MOZ,187.7075
2032,MOZ,187.7075
2033,MOZ,187.7075
2034,MOZ,187.7075
2035,MOZ,187.7075
2036,MOZ,187.7075
2037,MOZ,187.7075
2038,MOZ,187.7075
2039,MOZ,187.7075
2040,MOZ,187.7075
2041,MOZ,187.7075
2042,MOZ,187.7075
2043,MOZ,187.7075
2044,MOZ,187.7075
2045,MOZ,187.7075
2046,MOZ,187.7075
2047,MOZ,187.7075
2048,MOZ,187.7075
2049,MOZ,187.7075
2050,MOZ,187.7075
2021,MRT,187.7075
2022,MRT,187.7075
2023,MRT,187.7075
2024,MRT,187.7075
2025,MRT,187.7075
2026,MRT,187.7075
2027,MRT,187.7075
2028,MRT,187.7075
2029,MRT,187.7075
2030,MRT,187.7075
2031,MRT,187.7075
2032,MRT,187.7075
2033,MRT,187.7075
2034,MRT,187.7075
2035,MRT,187.7075
2036,MRT,187.7075
2037,MRT,187.7075
2038,MRT,187.7075
2039,MRT,187.7075
2040,MRT,187.7075
2041,MRT,187.7075
2042,MRT,187.7075
2043,MRT,187.7075
2044,MRT,187.7075
2045,MRT,187.7075
2046,MRT,187.7075
2047,MRT,187.7075
2048,MRT,187.7075
2049,MRT,187.7075
2050,MRT,187.7075
2021,MUS,187.7075
2022,MUS,187.7075
2023,MUS,187.7075
2024,MUS,187.7075
2025,MUS,187.7075
2026,MUS,187.7075
2027,MUS,187.7075
2028,MUS,187.7075
2029,MUS,187.7075
2030,MUS,187.7075
2031,MUS,187.7075
2032,MUS,187.7075
2033,MUS,187.7075
2034,MUS,187.7075
2035,MUS,187.7075
2036,MUS,187.7075
2037,MUS,187.7075
2038,MUS,187.7075
2039,MUS,187.7075
2040,MUS,187.7075
2041,MUS,187.7075
2042,MUS,187.7075
2043,MUS,187.7075
2044,MUS,187.7075
2045,MUS,187.7075
2046,MUS,187.7075
2047,MUS,187.7075
2048,MUS,187.7075
2049,MUS,187.7075
2050,MUS,187.7075
2021,MWI,187.7075
2022,MWI,187.7075
2023,MWI,187.7075
2024,MWI,187.7075
2025,MWI,187.7075
2026,MWI,187.7075
2027,MWI,187.7075
2028,MWI,187.7075
2029,MWI,187.7075
2030,MWI,187.7075
2031,MWI,187.7075
2032,MWI,187.7075
2033,MWI,187.7075
2034,MWI,187.7075
2035,MWI,187.7075
2036,MWI,187.7075
2037,MWI,187.7075
2038,MWI,187.7075
2039,MWI,187.7075
2040,MWI,187.7075
2041,MWI,187.7075
2042,MWI,187.7075
2043,MWI,187.7075
2044,MWI,187.7075
2045,MWI,187.7075
2046,MWI,187.7075
2047,MWI,187.7075
2048,MWI,187.7075
2049,MWI,187.7075
2050,MWI,187.7075
2021,MYS,187.7075
2022,MYS,187.7075
2023,MYS,187.7075
2024,MYS,187.7075
2025,MYS,187.7075
2026,MYS,187.7075
2027,MYS,187.7075
2028,MYS,187.7075
2029,MYS,187.7075
2030,MYS,187.7075
2031,MYS,187.7075
2032,MYS,187.7075
2033,MYS,187.7075
2034,MYS,187.7075
2035,MYS,187.7075
2036,MYS,187.7075
2037,MYS,187.7075
2038,MYS,187.7075
2039,MYS,187.7075
2040,MYS,187.7075
2041,MYS,187.7075
2042,MYS,187.7075
2043,MYS,187.7075
2044,MYS,187.7075
2045,MYS,187.7075
2046,MYS,187.7075
2047,MYS,187.7075
2048,MYS,187.7075
2049,MYS,187.7075
2050,MYS,187.7075
2021,NAM,187.7075
2022,NAM,187.7075
2023,NAM,187.7075
2024,NAM,187.7075
2025,NAM,187.7075
2026,NAM,187.7075
2027,NAM,187.7075
2028,NAM,187.7075
2029,NAM,187.7075
2030,NAM,187.7075
2031,NAM,187.7075
2032,NAM,187.7075
2033,NAM,187.7075
2034,NAM,187.7075
2035,NAM,187.7075
2036,NAM,187.7075
2037,NAM,187.7075
2038,NAM,187.7075
2039,NAM,187.7075
2040,NAM,187.7075
2041,NAM,187.7075
2042,NAM,187.7075
2043,NAM,187.7075
2044,NAM,187.7075
2045,NAM,187.7075
2046,NAM,187.7075
2047,NAM,187.7075
2048,NAM,187.7075
2049,NAM,187.7075
2050,NAM,187.7075
2021,NCL,187.7075
2022,NCL,187.7075
2023,NCL,187.7075
2024,NCL,187.7075
2025,NCL,187.7075
2026,NCL,187.7075
2027,NCL,187.7075
2028,NCL,187.7075
2029,NCL,187.7075
2030,NCL,187.7075
2031,NCL,187.7075
2032,NCL,187.7075
2033,NCL,187.7075
2034,NCL,187.7075
2035,NCL,187.7075
2036,NCL,187.7075
2037,NCL,187.7075
2038,NCL,187.7075
2039,NCL,187.7075
2040,NCL,187.7075
2041,NCL,187.7075
2042,NCL,187.7075
2043,NCL,187.7075
2044,NCL,187.7075
2045,NCL,187.7075
2046,NCL,187.7075
2047,NCL,187.7075
2048,NCL,187.7075
2049,NCL,187.7075
2050,NCL,187.7075
2021,NER,187.7075
2022,NER,187.7075
2023,NER,187.7075
2024,NER,187.7075
2025,NER,187.7075
2026,NER,187.7075
2027,NER,187.7075
2028,NER,187.7075
2029,NER,187.7075
2030,NER,187.7075
2031,NER,187.7075
2032,NER,187.7075
2033,NER,187.7075
2034,NER,187.7075
2035,NER,187.7075
2036,NER,187.7075
2037,NER,187.7075
2038,NER,187.7075
2039,NER,187.7075
2040,NER,187.7075
2041,NER,187.7075
2042,NER,187.7075
2043,NER,187.7075
2044,NER,187.7075
2045,NER,187.7075
2046,NER,187.7075
2047,NER,187.7075
2048,NER,187.7075
2049,NER,187.7075
2050,NER,187.7075
2021,NGA,187.7075
2022,NGA,187.7075
2023,NGA,187.7075
2024,NGA,187.7075
2025,NGA,187.7075
2026,NGA,187.7075
2027,NGA,187.7075
2028,NGA,187.7075
2029,NGA,187.7075
2030,NGA,187.7075
2031,NGA,187.7075
2032,NGA,187.7075
2033,NGA,187.7075
2034,NGA,187.7075
2035,NGA,187.7075
2036,NGA,187.7075
2037,NGA,187.7075
2038,NGA,187.7075
2039,NGA,187.7075
2040,NGA,187.7075
2041,NGA,187.7075
2042,NGA,187.7075
2043,NGA,187.7075
2044,NGA,187.7075
2045,NGA,187.7075
2046,NGA,187.7075
2047,NGA,187.7075
2048,NGA,187.7075
2049,NGA,187.7075
2050,NGA,187.7075
2021,NIC,187.7075
2022,NIC,187.7075
2023,NIC,187.7075
2024,NIC,187.7075
2025,NIC,187.7075
2026,NIC,187.7075
2027,NIC,187.7075
2028,NIC,187.7075
2029,NIC,187.7075
2030,NIC,187.7075
2031,NIC,187.7075
2032,NIC,187.7075
2033,NIC,187.7075
2034,NIC,187.7075
2035,NIC,187.7075
2036,NIC,187.7075
2037,NIC,187.7075
2038,NIC,187.7075
2039,NIC,187.7075
2040,NIC,187.7075
2041,NIC,187.7075
2042,NIC,187.7075
2043,NIC,187.7075
2044,NIC,187.7075
2045,NIC,187.7075
2046,NIC,187.7075
2047,NIC,187.7075
2048,NIC,187.7075
2049,NIC,187.7075
2050,NIC,187.7075
2021,NLD,187.7075
2022,NLD,187.7075
2023,NLD,187.7075
2024,NLD,187.7075
2025,NLD,187.7075
2026,NLD,187.7075
2027,NLD,187.7075
2028,NLD,187.7075
2029,NLD,187.7075
2030,NLD,187.7075
2031,NLD,187.7075
2032,NLD,187.7075
2033,NLD,187.7075
2034,NLD,187.7075
2035,NLD,187.7075
2036,NLD,187.7075
2037,NLD,187.7075
2038,NLD,187.7075
2039,NLD,187.7075
2040,NLD,187.7075
2041,NLD,187.7075
2042,NLD,187.7075
2043,NLD,187.7075
2044,NLD,187.7075
2045,NLD,187.7075
2046,NLD,187.7075
2047,NLD,187.7075
2048,NLD,187.7075
2049,NLD,187.7075
2050,NLD,187.7075
2021,NOR,187.7075
2022,NOR,187.7075
2023,NOR,187.7075
2024,NOR,187.7075
2025,NOR,187.7075
2026,NOR,187.7075
2027,NOR,187.7075
2028,NOR,187.7075
2029,NOR,187.7075
2030,NOR,187.7075
2031,NOR,187.7075
2032,NOR,187.7075
2033,NOR,187.7075
2034,NOR,187.7075
2035,NOR,187.7075
2036,NOR,187.7075
2037,NOR,187.7075
2038,NOR,187.7075
2039,NOR,187.7075
2040,NOR,187.7075
2041,NOR,187.7075
2042,NOR,187.7075
2043,NOR,187.7075
2044,NOR,187.7075
2045,NOR,187.7075
2046,NOR,187.7075
2047,NOR,187.7075
2048,NOR,187.7075
2049,NOR,187.7075
2050,NOR,187.7075
2021,NPL,187.7075
2022,NPL,187.7075
2023,NPL,187.7075
2024,NPL,187.7075
2025,NPL,187.7075
2026,NPL,187.7075
2027,NPL,187.7075
2028,NPL,187.7075
2029,NPL,187.7075
2030,NPL,187.7075
2031,NPL,187.7075
2032,NPL,187.7075
2033,NPL,187.7075
2034,NPL,187.7075
2035,NPL,187.7075
2036,NPL,187.7075
2037,NPL,187.7075
2038,NPL,187.7075
2039,NPL,187.7075
2040,NPL,187.7075
2041,NPL,187.7075
2042,NPL,187.7075
2043,NPL,187.7075
2044,NPL,187.7075
2045,NPL,187.7075
2046,NPL,187.7075
2047,NPL,187.7075
2048,NPL,187.7075
2049,NPL,187.7075
2050,NPL,187.7075
2021,NRU,187.7075
2022,NRU,187.7075
2023,NRU,187.7075
2024,NRU,187.7075
2025,NRU,187.7075
2026,NRU,187.7075
2027,NRU,187.7075
2028,NRU,187.7075
2029,NRU,187.7075
2030,NRU,187.7075
2031,NRU,187.7075
2032,NRU,187.7075
2033,NRU,187.7075
2034,NRU,187.7075
2035,NRU,187.7075
2036,NRU,187.7075
2037,NRU,187.7075
2038,NRU,187.7075
2039,NRU,187.7075
2040,NRU,187.7075
2041,NRU,187.7075
2042,NRU,187.7075
2043,NRU,187.7075
2044,NRU,187.7075
2045,NRU,187.7075
2046,NRU,187.7075
2047,NRU,187.7075
2048,NRU,187.7075
2049,NRU,187.7075
2050,NRU,187.7075
2021,NZL,187.7075
2022,NZL,187.7075
2023,NZL,187.7075
2024,NZL,187.7075
2025,NZL,187.7075
2026,NZL,187.7075
2027,NZL,187.7075
2028,NZL,187.7075
2029,NZL,187.7075
2030,NZL,187.7075
2031,NZL,187.7075
2032,NZL,187.7075
2033,NZL,187.7075
2034,NZL,187.7075
2035,NZL,187.7075
2036,NZL,187.7075
2037,NZL,187.7075
2038,NZL,187.7075
2039,NZL,187.7075
2040,NZL,187.7075
2041,NZL,187.7075
2042,NZL,187.7075
2043,NZL,187.7075
2044,NZL,187.7075
2045,NZL,187.7075
2046,NZL,187.7075
2047,NZL,187.7075
2048,NZL,187.7075
2049,NZL,187.7075
2050,NZL,187.7075
2021,OMN,187.7075
2022,OMN,187.7075
2023,OMN,187.7075
2024,OMN,187.7075
2025,OMN,187.7075
2026,OMN,187.7075
2027,OMN,187.7075
2028,OMN,187.7075
2029,OMN,187.7075
2030,OMN,187.7075
2031,OMN,187.7075
2032,OMN,187.7075
2033,OMN,187.7075
2034,OMN,187.7075
2035,OMN,187.7075
2036,OMN,187.7075
2037,OMN,187.7075
2038,OMN,187.7075
2039,OMN,187.7075
2040,OMN,187.7075
2041,OMN,187.7075
2042,OMN,187.7075
2043,OMN,187.7075
2044,OMN,187.7075
2045,OMN,187.7075
2046,OMN,187.7075
2047,OMN,187.7075
2048,OMN,187.7075
2049,OMN,187.7075
2050,OMN,187.7075
2021,PAK,187.7075
2022,PAK,187.7075
2023,PAK,187.7075
2024,PAK,187.7075
2025,PAK,187.7075
2026,PAK,187.7075
2027,PAK,187.7075
2028,PAK,187.7075
2029,PAK,187.7075
2030,PAK,187.7075
2031,PAK,187.7075
2032,PAK,187.7075
2033,PAK,187.7075
2034,PAK,187.7075
2035,PAK,187.7075
2036,PAK,187.7075
2037,PAK,187.7075
2038,PAK,187.7075
2039,PAK,187.7075
2040,PAK,187.7075
2041,PAK,187.7075
2042,PAK,187.7075
2043,PAK,187.7075
2044,PAK,187.7075
2045,PAK,187.7075
2046,PAK,187.7075
2047,PAK,187.7075
2048,PAK,187.7075
2049,PAK,187.7075
2050,PAK,187.7075
2021,PAN,187.7075
2022,PAN,187.7075
2023,PAN,187.7075
2024,PAN,187.7075
2025,PAN,187.7075
2026,PAN,187.7075
2027,PAN,187.7075
2028,PAN,187.7075
2029,PAN,187.7075
2030,PAN,187.7075
2031,PAN,187.7075
2032,PAN,187.7075
2033,PAN,187.7075
2034,PAN,187.7075
2035,PAN,187.7075
2036,PAN,187.7075
2037,PAN,187.7075
2038,PAN,187.7075
2039,PAN,187.7075
2040,PAN,187.7075
2041,PAN,187.7075
2042,PAN,187.7075
2043,PAN,187.7075
2044,PAN,187.7075
2045,PAN,187.7075
2046,PAN,187.7075
2047,PAN,187.7075
2048,PAN,187.7075
2049,PAN,187.7075
2050,PAN,187.7075
2021,PER,187.7075
2022,PER,187.7075
2023,PER,187.7075
2024,PER,187.7075
2025,PER,187.7075
2026,PER,187.7075
2027,PER,187.7075
2028,PER,187.7075
2029,PER,187.7075
2030,PER,187.7075
2031,PER,187.7075
2032,PER,187.7075
2033,PER,187.7075
2034,PER,187.7075
2035,PER,187.7075
2036,PER,187.7075
2037,PER,187.7075
2038,PER,187.7075
2039,PER,187.7075
2040,PER,187.7075
2041,PER,187.7075
2042,PER,187.7075
2043,PER,187.7075
2044,PER,187.7075
2045,PER,187.7075
2046,PER,187.7075
2047,PER,187.7075
2048,PER,187.7075
2049,PER,187.7075
2050,PER,187.7075
2021,PHL,187.7075
2022,PHL,187.7075
2023,PHL,187.7075
2024,PHL,187.7075
2025,PHL,187.7075
2026,PHL,187.7075
2027,PHL,187.7075
2028,PHL,187.7075
2029,PHL,187.7075
2030,PHL,187.7075
2031,PHL,187.7075
2032,PHL,187.7075
2033,PHL,187.7075
2034,PHL,187.7075
2035,PHL,187.7075
2036,PHL,187.7075
2037,PHL,187.7075
2038,PHL,187.7075
2039,PHL,187.7075
2040,PHL,187.7075
2041,PHL,187.7075
2042,PHL,187.7075
2043,PHL,187.7075
2044,PHL,187.7075
2045,PHL,187.7075
2046,PHL,187.7075
2047,PHL,187.7075
2048,PHL,187.7075
2049,PHL,187.7075
2050,PHL,187.7075
2021,PLW,187.7075
2022,PLW,187.7075
2023,PLW,187.7075
2024,PLW,187.7075
2025,PLW,187.7075
2026,PLW,187.7075
2027,PLW,187.7075
2028,PLW,187.7075
2029,PLW,187.7075
2030,PLW,187.7075
2031,PLW,187.7075
2032,PLW,187.7075
2033,PLW,187.7075
2034,PLW,187.7075
2035,PLW,187.7075
2036,PLW,187.7075
2037,PLW,187.7075
2038,PLW,187.7075
2039,PLW,187.7075
2040,PLW,187.7075
2041,PLW,187.7075
2042,PLW,187.7075
2043,PLW,187.7075
2044,PLW,187.7075
2045,PLW,187.7075
2046,PLW,187.7075
2047,PLW,187.7075
2048,PLW,187.7075
2049,PLW,187.7075
2050,PLW,187.7075
2021,PNG,187.7075
2022,PNG,187.7075
2023,PNG,187.7075
2024,PNG,187.7075
2025,PNG,187.7075
2026,PNG,187.7075
2027,PNG,187.7075
2028,PNG,187.7075
2029,PNG,187.7075
2030,PNG,187.7075
2031,PNG,187.7075
2032,PNG,187.7075
2033,PNG,187.7075
2034,PNG,187.7075
2035,PNG,187.7075
2036,PNG,187.7075
2037,PNG,187.7075
2038,PNG,187.7075
2039,PNG,187.7075
2040,PNG,187.7075
2041,PNG,187.7075
2042,PNG,187.7075
2043,PNG,187.7075
2044,PNG,187.7075
2045,PNG,187.7075
2046,PNG,187.7075
2047,PNG,187.7075
2048,PNG,187.7075
2049,PNG,187.7075
2050,PNG,187.7075
2021,POL,301.8475
2022,POL,301.8475
2023,POL,301.8475
2024,POL,301.8475
2025,POL,301.8475
2026,POL,301.8475
2027,POL,301.8475
2028,POL,301.8475
2029,POL,301.8475
2030,POL,301.8475
2031,POL,301.8475
2032,POL,301.8475
2033,POL,301.8475
2034,POL,301.8475
2035,POL,301.8475
2036,POL,301.8475
2037,POL,301.8475
2038,POL,301.8475
2039,POL,301.8475
