Year,iso_code3,cost_enfu_fuel_coke_usd_per_tonne
2041,COD,187.7075
2042,COD,187.7075
2043,COD,187.7075
2044,COD,187.7075
2045,COD,187.7075
2046,COD,187.7075
2047,COD,187.7075
2048,COD,187.7075
2049,COD,187.7075
2050,COD,187.7075
2021,COG,187.7075
2022,COG,187.7075
2023,COG,187.7075
2024,COG,187.7075
2025,COG,187.7075
2026,COG,187.7075
2027,COG,187.7075
2028,COG,187.7075
2029,COG,187.7075
2030,COG,187.7075
2031,COG,187.7075
2032,COG,187.7075
2033,COG,187.7075
2034,COG,187.7075
2035,COG,187.7075
2036,COG,187.7075
2037,COG,187.7075
2038,COG,187.7075
2039,COG,187.7075
2040,COG,187.7075
2041,COG,187.7075
2042,COG,187.7075
2043,COG,187.7075
2044,COG,187.7075
2045,COG,187.7075
2046,COG,187.7075
2047,COG,187.7075
2048,COG,187.7075
2049,COG,187.7075
2050,COG,187.7075
2021,COL,187.7075
2022,COL,187.7075
2023,COL,187.7075
2024,COL,187.7075
2025,COL,187.7075
2026,COL,187.7075
2027,COL,187.7075
2028,COL,187.7075
2029,COL,187.7075
2030,COL,187.7075
2031,COL,187.7075
2032,COL,187.7075
2033,COL,187.7075
2034,COL,187.7075
2035,COL,187.7075
2036,COL,187.7075
2037,COL,187.7075
2038,COL,187.7075
2039,COL,187.7075
2040,COL,187.7075
2041,COL,187.7075
2042,COL,187.7075
2043,COL,187.7075
2044,COL,187.7075
2045,COL,187.7075
2046,COL,187.7075
2047,COL,187.7075
2048,COL,187.7075
2049,COL,187.7075
2050,COL,187.7075
2021,COM,187.7075
2022,COM,187.7075
2023,COM,187.7075
2024,COM,187.7075
2025,COM,187.7075
2026,COM,187.7075
2027,COM,187.7075
2028,COM,187.7075
2029,COM,187.7075
2030,COM,187.7075
2031,COM,187.7075
2032,COM,187.7075
2033,COM,187.7075
2034,COM,187.7075
2035,COM,187.7075
2036,COM,187.7075
2037,COM,187.7075
2038,COM,187.7075
2039,COM,187.7075
2040,COM,187.7075
2041,COM,187.7075
2042,COM,187.7075
2043,COM,187.7075
2044,COM,187.7075
2045,COM,187.7075
2046,COM,187.7075
2047,COM,187.7075
2048,COM,187.7075
2049,COM,187.7075
2050,COM,187.7075
2021,CPV,187.7075
2022,CPV,187.7075
2023,CPV,187.7075
2024,CPV,187.7075
2025,CPV,187.7075
2026,CPV,187.7075
2027,CPV,187.7075
2028,CPV,187.7075
2029,CPV,187.7075
2030,CPV,187.7075
2031,CPV,187.7075
2032,CPV,187.7075
2033,CPV,187.7075
2034,CPV,187.7075
2035,CPV,187.7075
2036,CPV,187.7075
2037,CPV,187.7075
2038,CPV,187.7075
2039,CPV,187.7075
2040,CPV,187.7075
2041,CPV,187.7075
2042,CPV,187.7075
2043,CPV,187.7075
2044,CPV,187.7075
2045,CPV,187.7075
2046,CPV,187.7075
2047,CPV,187.7075
2048,CPV,187.7075
2049,CPV,187.7075
2050,CPV,187.7075
2021,CRI,187.7075
2022,CRI,187.7075
2023,CRI,187.7075
2024,CRI,187.7075
2025,CRI,187.7075
2026,CRI,187.7075
2027,CRI,187.7075
2028,CRI,187.7075
2029,CRI,187.7075
2030,CRI,187.7075
2031,CRI,187.7075
2032,CRI,187.7075
2033,CRI,187.7075
2034,CRI,187.7075
2035,CRI,187.7075
2036,CRI,187.7075
2037,CRI,187.7075
2038,CRI,187.7075
2039,CRI,187.7075
2040,CRI,187.7075
2041,CRI,187.7075
2042,CRI,187.7075
2043,CRI,187.7075
2044,CRI,187.7075
2045,CRI,187.7075
2046,CRI,187.7075
2047,CRI,187.7075
2048,CRI,187.7075
2049,CRI,187.7075
2050,CRI,187.7075
2021,CUB,187.7075
2022,CUB,187.7075
2023,CUB,187.7075
2024,CUB,187.7075
2025,CUB,187.7075
2026,CUB,187.7075
2027,CUB,187.7075
2028,CUB,187.7075
2029,CUB,187.7075
2030,CUB,187.7075
2031,CUB,187.7075
2032,CUB,187.7075
2033,CUB,187.7075
2034,CUB,187.7075
2035,CUB,187.7075
2036,CUB,187.7075
2037,CUB,187.7075
2038,CUB,187.7075
2039,CUB,187.7075
2040,CUB,187.7075
2041,CUB,187.7075
2042,CUB,187.7075
2043,CUB,187.7075
2044,CUB,187.7075
2045,CUB,187.7075
2046,CUB,187.7075
2047,CUB,187.7075
2048,CUB,187.7075
2049,CUB,187.7075
2050,CUB,187.7075
2021,CUW,187.7075
2022,CUW,187.7075
2023,CUW,187.7075
2024,CUW,187.7075
2025,CUW,187.7075
2026,CUW,187.7075
2027,CUW,187.7075
2028,CUW,187.7075
2029,CUW,187.7075
2030,CUW,187.7075
2031,CUW,187.7075
2032,CUW,187.7075
2033,CUW,187.7075
2034,CUW,187.7075
2035,CUW,187.7075
2036,CUW,187.7075
2037,CUW,187.7075
2038,CUW,187.7075
2039,CUW,187.7075
2040,CUW,187.7075
2041,CUW,187.7075
2042,CUW,187.7075
2043,CUW,187.7075
2044,CUW,187.7075
2045,CUW,187.7075
2046,CUW,187.7075
2047,CUW,187.7075
2048,CUW,187.7075
2049,CUW,187.7075
2050,CUW,187.7075
2021,CYM,187.7075
2022,CYM,187.7075
2023,CYM,187.7075
2024,CYM,187.7075
2025,CYM,187.7075
2026,CYM,187.7075
2027,CYM,187.7075
2028,CYM,187.7075
2029,CYM,187.7075
2030,CYM,187.7075
2031,CYM,187.7075
2032,CYM,187.7075
2033,CYM,187.7075
2034,CYM,187.7075
2035,CYM,187.7075
2036,CYM,187.7075
2037,CYM,187.7075
2038,CYM,187.7075
2039,CYM,187.7075
2040,CYM,187.7075
2041,CYM,187.7075
2042,CYM,187.7075
2043,CYM,187.7075
2044,CYM,187.7075
2045,CYM,187.7075
2046,CYM,187.7075
2047,CYM,187.7075
2048,CYM,187.7075
2049,CYM,187.7075
2050,CYM,187.7075
2021,CYP,187.7075
2022,CYP,187.7075
2023,CYP,187.7075
2024,CYP,187.7075
2025,CYP,187.7075
2026,CYP,187.7075
2027,CYP,187.7075
2028,CYP,187.7075
2029,CYP,187.7075
2030,CYP,187.7075
2031,CYP,187.7075
2032,CYP,187.7075
2033,CYP,187.7075
2034,CYP,187.7075
2035,CYP,187.7075
2036,CYP,187.7075
2037,CYP,187.7075
2038,CYP,187.7075
2039,CYP,187.7075
2040,CYP,187.7075
2041,CYP,187.7075
2042,CYP,187.7075
2043,CYP,187.7075
2044,CYP,187.7075
2045,CYP,187.7075
2046,CYP,187.7075
2047,CYP,187.7075
2048,CYP,187.7075
2049,CYP,187.7075
2050,CYP,187.7075
2021,CZE,187.7075
2022,CZE,187.7075
2023,CZE,187.7075
2024,CZE,187.7075
2025,CZE,187.7075
2026,CZE,187.7075
2027,CZE,187.7075
2028,CZE,187.7075
2029,CZE,187.7075
2030,CZE,187.7075
2031,CZE,187.7075
2032,CZE,187.7075
2033,CZE,187.7075
2034,CZE,187.7075
2035,CZE,187.7075
2036,CZE,187.7075
2037,CZE,187.7075
2038,CZE,187.7075
2039,CZE,187.7075
2040,CZE,187.7075
2041,CZE,187.7075
2042,CZE,187.7075
2043,CZE,187.7075
2044,CZE,187.7075
2045,CZE,187.7075
2046,CZE,187.7075
2047,CZE,187.7075
2048,CZE,187.7075
2049,CZE,187.7075
2050,CZE,187.7075
2021,DEU,187.7075
2022,DEU,187.7075
2023,DEU,187.7075
2024,DEU,187.7075
2025,DEU,187.7075
2026,DEU,187.7075
2027,DEU,187.7075
2028,DEU,187.7075
2029,DEU,187.7075
2030,DEU,187.7075
2031,DEU,187.7075
2032,DEU,187.7075
2033,DEU,187.7075
2034,DEU,187.7075
2035,DEU,187.7075
2036,DEU,187.7075
2037,DEU,187.7075
2038,DEU,187.7075
2039,DEU,187.7075
2040,DEU,187.7075
2041,DEU,187.7075
2042,DEU,187.7075
2043,DEU,187.7075
2044,DEU,187.7075
2045,DEU,187.7075
2046,DEU,187.7075
2047,DEU,187.7075
2048,DEU,187.7075
2049,DEU,187.7075
2050,DEU,187.7075
2021,DJI,187.7075
2022,DJI,187.7075
2023,DJI,187.7075
2024,DJI,187.7075
2025,DJI,187.7075
2026,DJI,187.7075
2027,DJI,187.7075
2028,DJI,187.7075
2029,DJI,187.7075
2030,DJI,187.7075
2031,DJI,187.7075
2032,DJI,187.7075
2033,DJI,187.7075
2034,DJI,187.7075
2035,DJI,187.7075
2036,DJI,187.7075
2037,DJI,187.7075
2038,DJI,187.7075
2039,DJI,187.7075
2040,DJI,187.7075
2041,DJI,187.7075
2042,DJI,187.7075
2043,DJI,187.7075
2044,DJI,187.7075
2045,DJI,187.7075
2046,DJI,187.7075
2047,DJI,187.7075
2048,DJI,187.7075
2049,DJI,187.7075
2050,DJI,187.7075
2021,DMA,187.7075
2022,DMA,187.7075
2023,DMA,187.7075
2024,DMA,187.7075
2025,DMA,187.7075
2026,DMA,187.7075
2027,DMA,187.7075
2028,DMA,187.7075
2029,DMA,187.7075
2030,DMA,187.7075
2031,DMA,187.7075
2032,DMA,187.7075
2033,DMA,187.7075
2034,DMA,187.7075
2035,DMA,187.7075
2036,DMA,187.7075
2037,DMA,187.7075
2038,DMA,187.7075
2039,DMA,187.7075
2040,DMA,187.7075
2041,DMA,187.7075
2042,DMA,187.7075
2043,DMA,187.7075
2044,DMA,187.7075
2045,DMA,187.7075
2046,DMA,187.7075
2047,DMA,187.7075
2048,DMA,187.7075
2049,DMA,187.7075
2050,DMA,187.7075
2021,DNK,187.7075
2022,DNK,187.7075
2023,DNK,187.7075
2024,DNK,187.7075
2025,DNK,187.7075
2026,DNK,187.7075
2027,DNK,187.7075
2028,DNK,187.7075
2029,DNK,187.7075
2030,DNK,187.7075
2031,DNK,187.7075
2032,DNK,187.7075
2033,DNK,187.7075
2034,DNK,187.7075
2035,DNK,187.7075
2036,DNK,187.7075
2037,DNK,187.7075
2038,DNK,187.7075
2039,DNK,187.7075
2040,DNK,187.7075
2041,DNK,187.7075
2042,DNK,187.7075
2043,DNK,187.7075
2044,DNK,187.7075
2045,DNK,187.7075
2046,DNK,187.7075
2047,DNK,187.7075
2048,DNK,187.7075
2049,DNK,187.7075
2050,DNK,187.7075
2021,DOM,187.7075
2022,DOM,187.7075
2023,DOM,187.7075
2024,DOM,187.7075
2025,DOM,187.7075
2026,DOM,187.7075
2027,DOM,187.7075
2028,DOM,187.7075
2029,DOM,187.7075
2030,DOM,187.7075
2031,DOM,187.7075
2032,DOM,187.7075
2033,DOM,187.7075
2034,DOM,187.7075
2035,DOM,187.7075
2036,DOM,187.7075
2037,DOM,187.7075
2038,DOM,187.7075
2039,DOM,187.7075
2040,DOM,187.7075
2041,DOM,187.7075
2042,DOM,187.7075
2043,DOM,187.7075
2044,DOM,187.7075
2045,DOM,187.7075
2046,DOM,187.7075
2047,DOM,187.7075
2048,DOM,187.7075
2049,DOM,187.7075
2050,DOM,187.7075
2021,DZA,187.7075
2022,DZA,187.7075
2023,DZA,187.7075
2024,DZA,187.7075
2025,DZA,187.7075
2026,DZA,187.7075
2027,DZA,187.7075
2028,DZA,187.7075
2029,DZA,187.7075
2030,DZA,187.7075
2031,DZA,187.7075
2032,DZA,187.7075
2033,DZA,187.7075
2034,DZA,187.7075
2035,DZA,187.7075
2036,DZA,187.7075
2037,DZA,187.7075
2038,DZA,187.7075
2039,DZA,187.7075
2040,DZA,187.7075
2041,DZA,187.7075
2042,DZA,187.7075
2043,DZA,187.7075
2044,DZA,187.7075
2045,DZA,187.7075
2046,DZA,187.7075
2047,DZA,187.7075
2048,DZA,187.7075
2049,DZA,187.7075
2050,DZA,187.7075
2021,ECU,187.7075
2022,ECU,187.7075
2023,ECU,187.7075
2024,ECU,187.7075
2025,ECU,187.7075
2026,ECU,187.7075
2027,ECU,187.7075
2028,ECU,187.7075
2029,ECU,187.7075
2030,ECU,187.7075
2031,ECU,187.7075
2032,ECU,187.7075
2033,ECU,187.7075
2034,ECU,187.7075
2035,ECU,187.7075
2036,ECU,187.7075
2037,ECU,187.7075
2038,ECU,187.7075
2039,ECU,187.7075
2040,ECU,187.7075
2041,ECU,187.7075
2042,ECU,187.7075
2043,ECU,187.7075
2044,ECU,187.7075
2045,ECU,187.7075
2046,ECU,187.7075
2047,ECU,187.7075
2048,ECU,187.7075
2049,ECU,187.7075
2050,ECU,187.7075
2021,EGY,187.7075
2022,EGY,187.7075
2023,EGY,187.7075
2024,EGY,187.7075
2025,EGY,187.7075
2026,EGY,187.7075
2027,EGY,187.7075
2028,EGY,187.7075
2029,EGY,187.7075
2030,EGY,187.7075
2031,EGY,187.7075
2032,EGY,187.7075
2033,EGY,187.7075
2034,EGY,187.7075
2035,EGY,187.7075
2036,EGY,187.7075
2037,EGY,187.7075
2038,EGY,187.7075
2039,EGY,187.7075
2040,EGY,187.7075
2041,EGY,187.7075
2042,EGY,187.7075
2043,EGY,187.7075
2044,EGY,187.7075
2045,EGY,187.7075
2046,EGY,187.7075
2047,EGY,187.7075
2048,EGY,187.7075
2049,EGY,187.7075
2050,EGY,187.7075
2021,ERI,187.7075
2022,ERI,187.7075
2023,ERI,187.7075
2024,ERI,187.7075
2025,ERI,187.7075
2026,ERI,187.7075
2027,ERI,187.7075
2028,ERI,187.7075
2029,ERI,187.7075
2030,ERI,187.7075
2031,ERI,187.7075
2032,ERI,187.7075
2033,ERI,187.7075
2034,ERI,187.7075
2035,ERI,187.7075
2036,ERI,187.7075
2037,ERI,187.7075
2038,ERI,187.7075
2039,ERI,187.7075
2040,ERI,187.7075
2041,ERI,187.7075
2042,ERI,187.7075
2043,ERI,187.7075
2044,ERI,187.7075
2045,ERI,187.7075
2046,ERI,187.7075
2047,ERI,187.7075
2048,ERI,187.7075
2049,ERI,187.7075
2050,ERI,187.7075
2021,ESP,187.7075
2022,ESP,187.7075
2023,ESP,187.7075
2024,ESP,187.7075
2025,ESP,187.7075
2026,ESP,187.7075
2027,ESP,187.7075
2028,ESP,187.7075
2029,ESP,187.7075
2030,ESP,187.7075
2031,ESP,187.7075
2032,ESP,187.7075
2033,ESP,187.7075
2034,ESP,187.7075
2035,ESP,187.7075
2036,ESP,187.7075
2037,ESP,187.7075
2038,ESP,187.7075
2039,ESP,187.7075
2040,ESP,187.7075
2041,ESP,187.7075
2042,ESP,187.7075
2043,ESP,187.7075
2044,ESP,187.7075
2045,ESP,187.7075
2046,ESP,187.7075
2047,ESP,187.7075
2048,ESP,187.7075
2049,ESP,187.7075
2050,ESP,187.7075
2021,EST,187.7075
2022,EST,187.7075
2023,EST,187.7075
2024,EST,187.7075
2025,EST,187.7075
2026,EST,187.7075
2027,EST,187.7075
2028,EST,187.7075
2029,EST,187.7075
2030,EST,187.7075
2031,EST,187.7075
2032,EST,187.7075
2033,EST,187.7075
2034,EST,187.7075
2035,EST,187.7075
2036,EST,187.7075
2037,EST,187.7075
2038,EST,187.7075
2039,EST,187.7075
2040,EST,187.7075
2041,EST,187.7075
2042,EST,187.7075
2043,EST,187.7075
2044,EST,187.7075
2045,EST,187.7075
2046,EST,187.7075
2047,EST,187.7075
2048,EST,187.7075
2049,EST,187.7075
2050,EST,187.7075
2021,ETH,187.7075
2022,ETH,187.7075
2023,ETH,187.7075
2024,ETH,187.7075
2025,ETH,187.7075
2026,ETH,187.7075
2027,ETH,187.7075
2028,ETH,187.7075
2029,ETH,187.7075
2030,ETH,187.7075
2031,ETH,187.7075
2032,ETH,187.7075
2033,ETH,187.7075
2034,ETH,187.7075
2035,ETH,187.7075
2036,ETH,187.7075
2037,ETH,187.7075
2038,ETH,187.7075
2039,ETH,187.7075
2040,ETH,187.7075
2041,ETH,187.7075
2042,ETH,187.7075
2043,ETH,187.7075
2044,ETH,187.7075
2045,ETH,187.7075
2046,ETH,187.7075
2047,ETH,187.7075
2048,ETH,187.7075
2049,ETH,187.7075
2050,ETH,187.7075
2021,FIN,322.555
2022,FIN,322.555
2023,FIN,322.555
2024,FIN,322.555
2025,FIN,322.555
2026,FIN,322.555
2027,FIN,322.555
2028,FIN,322.555
2029,FIN,322.555
2030,FIN,322.555
2031,FIN,322.555
2032,FIN,322.555
2033,FIN,322.555
2034,FIN,322.555
2035,FIN,322.555
2036,FIN,322.555
2037,FIN,322.555
2038,FIN,322.555
2039,FIN,322.555
2040,FIN,322.555
2041,FIN,322.555
2042,FIN,322.555
2043,FIN,322.555
2044,FIN,322.555
2045,FIN,322.555
2046,FIN,322.555
2047,FIN,322.555
2048,FIN,322.555
2049,FIN,322.555
2050,FIN,322.555
2021,FJI,187.7075
2022,FJI,187.7075
2023,FJI,187.7075
2024,FJI,187.7075
2025,FJI,187.7075
2026,FJI,187.7075
2027,FJI,187.7075
2028,FJI,187.7075
2029,FJI,187.7075
2030,FJI,187.7075
2031,FJI,187.7075
2032,FJI,187.7075
2033,FJI,187.7075
2034,FJI,187.7075
2035,FJI,187.7075
2036,FJI,187.7075
2037,FJI,187.7075
2038,FJI,187.7075
2039,FJI,187.7075
2040,FJI,187.7075
2041,FJI,187.7075
2042,FJI,187.7075
2043,FJI,187.7075
2044,FJI,187.7075
2045,FJI,187.7075
2046,FJI,187.7075
2047,FJI,187.7075
2048,FJI,187.7075
2049,FJI,187.7075
2050,FJI,187.7075
2021,FRA,220.045
2022,FRA,220.045
2023,FRA,220.045
2024,FRA,220.045
2025,FRA,220.045
2026,FRA,220.045
2027,FRA,220.045
2028,FRA,220.045
2029,FRA,220.045
2030,FRA,220.045
2031,FRA,220.045
2032,FRA,220.045
2033,FRA,220.045
2034,FRA,220.045
2035,FRA,220.045
2036,FRA,220.045
2037,FRA,220.045
2038,FRA,220.045
2039,FRA,220.045
2040,FRA,220.045
2041,FRA,220.045
2042,FRA,220.045
2043,FRA,220.045
2044,FRA,220.045
2045,FRA,220.045
2046,FRA,220.045
2047,FRA,220.045
2048,FRA,220.045
2049,FRA,220.045
2050,FRA,220.045
2021,FRO,187.7075
2022,FRO,187.7075
2023,FRO,187.7075
2024,FRO,187.7075
2025,FRO,187.7075
2026,FRO,187.7075
2027,FRO,187.7075
2028,FRO,187.7075
2029,FRO,187.7075
2030,FRO,187.7075
2031,FRO,187.7075
2032,FRO,187.7075
2033,FRO,187.7075
2034,FRO,187.7075
2035,FRO,187.7075
2036,FRO,187.7075
2037,FRO,187.7075
2038,FRO,187.7075
2039,FRO,187.7075
2040,FRO,187.7075
2041,FRO,187.7075
2042,FRO,187.7075
2043,FRO,187.7075
2044,FRO,187.7075
2045,FRO,187.7075
2046,FRO,187.7075
2047,FRO,187.7075
2048,FRO,187.7075
2049,FRO,187.7075
2050,FRO,187.7075
2021,FSM,187.7075
2022,FSM,187.7075
2023,FSM,187.7075
2024,FSM,187.7075
2025,FSM,187.7075
2026,FSM,187.7075
2027,FSM,187.7075
2028,FSM,187.7075
2029,FSM,187.7075
2030,FSM,187.7075
2031,FSM,187.7075
2032,FSM,187.7075
2033,FSM,187.7075
2034,FSM,187.7075
2035,FSM,187.7075
2036,FSM,187.7075
2037,FSM,187.7075
2038,FSM,187.7075
2039,FSM,187.7075
2040,FSM,187.7075
2041,FSM,187.7075
2042,FSM,187.7075
2043,FSM,187.7075
2044,FSM,187.7075
2045,FSM,187.7075
2046,FSM,187.7075
2047,FSM,187.7075
2048,FSM,187.7075
2049,FSM,187.7075
2050,FSM,187.7075
2021,GAB,187.7075
2022,GAB,187.7075
2023,GAB,187.7075
2024,GAB,187.7075
2025,GAB,187.7075
2026,GAB,187.7075
2027,GAB,187.7075
2028,GAB,187.7075
2029,GAB,187.7075
2030,GAB,187.7075
2031,GAB,187.7075
2032,GAB,187.7075
2033,GAB,187.7075
2034,GAB,187.7075
2035,GAB,187.7075
2036,GAB,187.7075
2037,GAB,187.7075
2038,GAB,187.7075
2039,GAB,187.7075
2040,GAB,187.7075
2041,GAB,187.7075
2042,GAB,187.7075
2043,GAB,187.7075
2044,GAB,187.7075
2045,GAB,187.7075
2046,GAB,187.7075
2047,GAB,187.7075
2048,GAB,187.7075
2049,GAB,187.7075
2050,GAB,187.7075
2021,GBR,187.7075
2022,GBR,187.7075
2023,GBR,187.7075
2024,GBR,187.7075
2025,GBR,187.7075
2026,GBR,187.7075
2027,GBR,187.7075
2028,GBR,187.7075
2029,GBR,187.7075
2030,GBR,187.7075
2031,GBR,187.7075
2032,GBR,187.7075
2033,GBR,187.7075
2034,GBR,187.7075
2035,GBR,187.7075
2036,GBR,187.7075
2037,GBR,187.7075
2038,GBR,187.7075
2039,GBR,187.7075
2040,GBR,187.7075
2041,GBR,187.7075
2042,GBR,187.7075
2043,GBR,187.7075
2044,GBR,187.7075
2045,GBR,187.7075
2046,GBR,187.7075
2047,GBR,187.7075
2048,GBR,187.7075
2049,GBR,187.7075
2050,GBR,187.7075
2021,GEO,187.7075
2022,GEO,187.7075
2023,GEO,187.7075
2024,GEO,187.7075
2025,GEO,187.7075
2026,GEO,187.7075
2027,GEO,187.7075
2028,GEO,187.7075
2029,GEO,187.7075
2030,GEO,187.7075
2031,GEO,187.7075
2032,GEO,187.7075
2033,GEO,187.7075
2034,GEO,187.7075
2035,GEO,187.7075
2036,GEO,187.7075
2037,GEO,187.7075
2038,GEO,187.7075
2039,GEO,187.7075
2040,GEO,187.7075
2041,GEO,187.7075
2042,GEO,187.7075
2043,GEO,187.7075
2044,GEO,187.7075
2045,GEO,187.7075
2046,GEO,187.7075
2047,GEO,187.7075
2048,GEO,187.7075
2049,GEO,187.7075
2050,GEO,187.7075
2021,GHA,187.7075
2022,GHA,187.7075
2023,GHA,187.7075
2024,GHA,187.7075
2025,GHA,187.7075
2026,GHA,187.7075
2027,GHA,187.7075
2028,GHA,187.7075
2029,GHA,187.7075
2030,GHA,187.7075
2031,GHA,187.7075
2032,GHA,187.7075
2033,GHA,187.7075
2034,GHA,187.7075
2035,GHA,187.7075
2036,GHA,187.7075
2037,GHA,187.7075
2038,GHA,187.7075
2039,GHA,187.7075
2040,GHA,187.7075
2041,GHA,187.7075
2042,GHA,187.7075
2043,GHA,187.7075
2044,GHA,187.7075
2045,GHA,187.7075
2046,GHA,187.7075
2047,GHA,187.7075
2048,GHA,187.7075
2049,GHA,187.7075
2050,GHA,187.7075
2021,GIB,187.7075
2022,GIB,187.7075
2023,GIB,187.7075
2024,GIB,187.7075
2025,GIB,187.7075
2026,GIB,187.7075
2027,GIB,187.7075
2028,GIB,187.7075
2029,GIB,187.7075
2030,GIB,187.7075
2031,GIB,187.7075
2032,GIB,187.7075
2033,GIB,187.7075
2034,GIB,187.7075
2035,GIB,187.7075
2036,GIB,187.7075
2037,GIB,187.7075
2038,GIB,187.7075
2039,GIB,187.7075
2040,GIB,187.7075
2041,GIB,187.7075
2042,GIB,187.7075
2043,GIB,187.7075
2044,GIB,187.7075
2045,GIB,187.7075
2046,GIB,187.7075
2047,GIB,187.7075
2048,GIB,187.7075
2049,GIB,187.7075
2050,GIB,187.7075
2021,GIN,187.7075
2022,GIN,187.7075
2023,GIN,187.7075
2024,GIN,187.7075
2025,GIN,187.7075
2026,GIN,187.7075
2027,GIN,187.7075
2028,GIN,187.7075
2029,GIN,187.7075
2030,GIN,187.7075
2031,GIN,187.7075
2032,GIN,187.7075
2033,GIN,187.7075
2034,GIN,187.7075
2035,GIN,187.7075
2036,GIN,187.7075
2037,GIN,187.7075
2038,GIN,187.7075
2039,GIN,187.7075
2040,GIN,187.7075
2041,GIN,187.7075
2042,GIN,187.7075
2043,GIN,187.7075
2044,GIN,187.7075
2045,GIN,187.7075
2046,GIN,187.7075
2047,GIN,187.7075
2048,GIN,187.7075
2049,GIN,187.7075
2050,GIN,187.7075
2021,GMB,187.7075
2022,GMB,187.7075
2023,GMB,187.7075
2024,GMB,187.7075
2025,GMB,187.7075
2026,GMB,187.7075
2027,GMB,187.7075
2028,GMB,187.7075
2029,GMB,187.7075
2030,GMB,187.7075
2031,GMB,187.7075
2032,GMB,187.7075
2033,GMB,187.7075
2034,GMB,187.7075
2035,GMB,187.7075
2036,GMB,187.7075
2037,GMB,187.7075
2038,GMB,187.7075
2039,GMB,187.7075
2040,GMB,187.7075
2041,GMB,187.7075
2042,GMB,187.7075
2043,GMB,187.7075
2044,GMB,187.7075
2045,GMB,187.7075
2046,GMB,187.7075
2047,GMB,187.7075
2048,GMB,187.7075
2049,GMB,187.7075
2050,GMB,187.7075
2021,GNB,187.7075
2022,GNB,187.7075
2023,GNB,187.7075
2024,GNB,187.7075
2025,GNB,187.7075
2026,GNB,187.7075
2027,GNB,187.7075
2028,GNB,187.7075
2029,GNB,187.7075
2030,GNB,187.7075
2031,GNB,187.7075
2032,GNB,187.7075
2033,GNB,187.7075
2034,GNB,187.7075
2035,GNB,187.7075
2036,GNB,187.7075
2037,GNB,187.7075
2038,GNB,187.7075
2039,GNB,187.7075
2040,GNB,187.7075
2041,GNB,187.7075
2042,GNB,187.7075
2043,GNB,187.7075
2044,GNB,187.7075
2045,GNB,187.7075
2046,GNB,187.7075
2047,GNB,187.7075
2048,GNB,187.7075
2049,GNB,187.7075
2050,GNB,187.7075
2021,GNQ,187.7075
2022,GNQ,187.7075
2023,GNQ,187.7075
2024,GNQ,187.7075
2025,GNQ,187.7075
2026,GNQ,187.7075
2027,GNQ,187.7075
2028,GNQ,187.7075
2029,GNQ,187.7075
2030,GNQ,187.7075
2031,GNQ,187.7075
2032,GNQ,187.7075
2033,GNQ,187.7075
2034,GNQ,187.7075
2035,GNQ,187.7075
2036,GNQ,187.7075
2037,GNQ,187.7075
2038,GNQ,187.7075
2039,GNQ,187.7075
2040,GNQ,187.7075
2041,GNQ,187.7075
2042,GNQ,187.7075
2043,GNQ,187.7075
2044,GNQ,187.7075
2045,GNQ,187.7075
2046,GNQ,187.7075
2047,GNQ,187.7075
2048,GNQ,187.7075
2049,GNQ,187.7075
2050,GNQ,187.7075
2021,GRC,187.7075
2022,GRC,187.7075
2023,GRC,187.7075
2024,GRC,187.7075
2025,GRC,187.7075
2026,GRC,187.7075
2027,GRC,187.7075
2028,GRC,187.7075
2029,GRC,187.7075
2030,GRC,187.7075
2031,GRC,187.7075
2032,GRC,187.7075
2033,GRC,187.7075
2034,GRC,187.7075
2035,GRC,187.7075
2036,GRC,187.7075
2037,GRC,187.7075
2038,GRC,187.7075
2039,GRC,187.7075
2040,GRC,187.7075
2041,GRC,187.7075
2042,GRC,187.7075
2043,GRC,187.7075
2044,GRC,187.7075
2045,GRC,187.7075
2046,GRC,187.7075
2047,GRC,187.7075
2048,GRC,187.7075
2049,GRC,187.7075
2050,GRC,187.7075
2021,GRD,187.7075
2022,GRD,187.7075
2023,GRD,187.7075
2024,GRD,187.7075
2025,GRD,187.7075
2026,GRD,187.7075
2027,GRD,187.7075
2028,GRD,187.7075
2029,GRD,187.7075
2030,GRD,187.7075
2031,GRD,187.7075
2032,GRD,187.7075
2033,GRD,187.7075
2034,GRD,187.7075
2035,GRD,187.7075
2036,GRD,187.7075
2037,GRD,187.7075
2038,GRD,187.7075
2039,GRD,187.7075
2040,GRD,187.7075
2041,GRD,187.7075
2042,GRD,187.7075
2043,GRD,187.7075
2044,GRD,187.7075
2045,GRD,187.7075
2046,GRD,187.7075
2047,GRD,187.7075
2048,GRD,187.7075
2049,GRD,187.7075
2050,GRD,187.7075
2021,GRL,187.7075
2022,GRL,187.7075
2023,GRL,187.7075
2024,GRL,187.7075
2025,GRL,187.7075
2026,GRL,187.7075
2027,GRL,187.7075
2028,GRL,187.7075
2029,GRL,187.7075
2030,GRL,187.7075
2031,GRL,187.7075
2032,GRL,187.7075
2033,GRL,187.7075
2034,GRL,187.7075
2035,GRL,187.7075
2036,GRL,187.7075
2037,GRL,187.7075
2038,GRL,187.7075
2039,GRL,187.7075
2040,GRL,187.7075
2041,GRL,187.7075
2042,GRL,187.7075
2043,GRL,187.7075
2044,GRL,187.7075
2045,GRL,187.7075
2046,GRL,187.7075
2047,GRL,187.7075
