"year","location_code","prodinit_ippu_mining_tonne"
2018,"IND",276071507.805513
2019,"IND",257351933.284783
2020,"IND",254190306.574682
2010,"IRL",5824010.4568762
2011,"IRL",6356817.35558649
2012,"IRL",6342946.509363
2013,"IRL",5683218.09703434
2014,"IRL",6256423.08445917
2015,"IRL",6286949.97428904
2016,"IRL",4230045.30934296
2017,"IRL",4517505.54011557
2018,"IRL",4660284.37512518
2019,"IRL",2849671.20930282
2020,"IRL",2599205.10932448
2010,"IRN",81010408.094453
2011,"IRN",76868799.8844571
2012,"IRN",81291571.9886668
2013,"IRN",76015230.7080439
2014,"IRN",77547557.1272749
2015,"IRN",63131322.8409232
2016,"IRN",75330480.5532724
2017,"IRN",81944446.2467574
2018,"IRN",47502600.5039337
2019,"IRN",65583554.3999577
2020,"IRN",20750821.0899403
2010,"IRQ",221391.817860546
2011,"IRQ",129141.000589288
2012,"IRQ",69794.1896949509
2013,"IRQ",94818.0839319635
2014,"IRQ",112998.330431004
2015,"IRQ",531741.681971231
2016,"IRQ",554457.15072155
2017,"IRQ",539348.676568584
2018,"IRQ",1027291.23606443
2019,"IRQ",121284.821148513
2020,"IRQ",157390.419284541
2010,"ISL",153208.70241567
2011,"ISL",165119.767140839
2012,"ISL",174729.437115168
2013,"ISL",233980.28556026
2014,"ISL",356363.553772946
2015,"ISL",208204.318253176
2016,"ISL",147772.388489807
2017,"ISL",157589.993411655
2018,"ISL",168232.816684209
2019,"ISL",97925.2796153547
2020,"ISL",182771.807081073
2010,"ISR",534766.117903266
2011,"ISR",480686.720188039
2012,"ISR",487621.575809326
2013,"ISR",480196.164052915
2014,"ISR",563989.228223393
2015,"ISR",550662.372457498
2016,"ISR",744408.644612749
2017,"ISR",863478.999585978
2018,"ISR",972058.072818375
2019,"ISR",584883.705880032
2020,"ISR",655549.275193936
2010,"ITA",82665349.8477313
2011,"ITA",86651130.2057047
2012,"ITA",83811193.3052768
2013,"ITA",72264451.0745433
2014,"ITA",75779414.8679445
2015,"ITA",68407867.3205865
2016,"ITA",62797961.7128522
2017,"ITA",60273589.1778097
2018,"ITA",60613754.7125805
2019,"ITA",51844664.9119549
2020,"ITA",44934447.0289457
2010,"JAM",2066405.01140045
2011,"JAM",3536728.61001641
2012,"JAM",4608130.2688357
2013,"JAM",3576780.66799137
2014,"JAM",3951452.49026972
2015,"JAM",5656387.83548591
2016,"JAM",3593915.00889202
2017,"JAM",2672859.80298353
2018,"JAM",2317597.84976661
2019,"JAM",2136732.98874682
2020,"JAM",2648716.73710727
2010,"JOR",38451.565785435
2011,"JOR",54667.9157304858
2012,"JOR",73401.497093017
2013,"JOR",49043.6753554557
2014,"JOR",45394.0092026767
2015,"JOR",341710.98735684
2016,"JOR",63092.354769211
2017,"JOR",166738.491953106
2018,"JOR",152110.235818087
2019,"JOR",446991.532625282
2020,"JOR",1777519.57429272
2010,"JPN",1838462264.5887
2011,"JPN",1609275558.63304
2012,"JPN",1527201495.92662
2013,"JPN",1182921655.46241
2014,"JPN",1111171794.734
2015,"JPN",1143139970.55495
2016,"JPN",1209344821.59904
2017,"JPN",1036446023.14672
2018,"JPN",1035799242.92324
2019,"JPN",960144703.753118
2020,"JPN",892486086.156555
2010,"KAZ",46781453.8549451
2011,"KAZ",49124325.1012727
2012,"KAZ",72515702.3923119
2013,"KAZ",70438970.7820069
2014,"KAZ",89059599.0053667
2015,"KAZ",78166340.0090362
2016,"KAZ",78766850.4333034
2017,"KAZ",94713779.3243792
2018,"KAZ",105175233.014487
2019,"KAZ",97633603.1683792
2020,"KAZ",102327404.046751
2010,"KEN",355255.798759012
2011,"KEN",516312.714440993
2012,"KEN",521111.827388354
2013,"KEN",513624.57687649
2014,"KEN",3946552.86016983
2015,"KEN",9166262.7925111
2016,"KEN",11957744.43425
2017,"KEN",14842104.8113806
2018,"KEN",16515484.5892639
2019,"KEN",16510152.9923181
2020,"KEN",15555223.0347995
2010,"KGZ",69641.4848178878
2011,"KGZ",325936.574344079
2012,"KGZ",1181270.2971485
2013,"KGZ",484796.126594776
2014,"KGZ",870545.150621588
2015,"KGZ",754788.643130812
2016,"KGZ",3577328.46315216
2017,"KGZ",4214848.19551865
2018,"KGZ",4189162.89223471
2019,"KGZ",3662457.48908157
2020,"KGZ",3079610.19798631
2010,"KHM",21747.9620208153
2011,"KHM",35205.3687153476
2012,"KHM",62865.3199880498
2013,"KHM",43786.970292873
2014,"KHM",49603.717967849
2015,"KHM",47157.7225057877
2016,"KHM",29690.576991437
2017,"KHM",64068.9542383276
2018,"KHM",298312.462053509
2019,"KHM",360890.673931534
2020,"KHM",304990.698664344
2010,"KIR",0
2011,"KIR",0
2012,"KIR",0
2013,"KIR",0
2014,"KIR",0
2015,"KIR",38.6482831060556
2016,"KIR",0
2017,"KIR",78.3470435590412
2018,"KIR",48.7867551389057
2019,"KIR",0
2020,"KIR",0
2010,"KOR",253292940.561162
2011,"KOR",264932575.009812
2012,"KOR",276925964.258968
2013,"KOR",262570976.230323
2014,"KOR",299211102.648195
2015,"KOR",361555178.116846
2016,"KOR",349412769.78017
2017,"KOR",346348200.796233
2018,"KOR",357546405.556356
2019,"KOR",321925378.073614
2020,"KOR",319953573.810262
2010,"KWT",342594.708271137
2011,"KWT",230515.654996154
2012,"KWT",162204.816955595
2013,"KWT",384849.121201681
2014,"KWT",281204.353485449
2015,"KWT",176293.567152187
2016,"KWT",209899.94812889
2017,"KWT",387121.891994756
2018,"KWT",621689.126825495
2019,"KWT",965621.94159335
2020,"KWT",376199.513060469
2010,"LAO",10045924.149595
2011,"LAO",9735919.64113263
2012,"LAO",11486461.4912147
2013,"LAO",10224742.8989974
2014,"LAO",11172289.9847966
2015,"LAO",15123471.8491599
2016,"LAO",14566561.6334195
2017,"LAO",11765053.0926165
2018,"LAO",11765053.0926165
2019,"LAO",11765053.0926165
2020,"LAO",11765053.0926165
2010,"LBN",21461.6517109189
2011,"LBN",51406.8421643022
2012,"LBN",39388.9134226486
2013,"LBN",99198.853306763
2014,"LBN",61018.8559993782
2015,"LBN",70930.3471234388
2016,"LBN",62227.0646079133
2017,"LBN",52724.0966666066
2018,"LBN",180436.126828498
2019,"LBN",246489.172113389
2020,"LBN",387583.527334021
2010,"LBY",6217166.19499783
2011,"LBY",489306.454495726
2012,"LBY",3377284.25565056
2013,"LBY",4789625.55096165
2014,"LBY",3829897.42336884
2015,"LBY",1040731.29430469
2016,"LBY",2447935.38232309
2017,"LBY",4243456.36793091
2018,"LBY",5265786.93984791
2019,"LBY",5115019.85944839
2020,"LBY",3681620.97233296
2010,"LKA",860228.097062912
2011,"LKA",860228.097062912
2012,"LKA",860228.097062912
2013,"LKA",860228.097062912
2014,"LKA",860228.097062912
2015,"LKA",1148254.21653586
2016,"LKA",808445.80383295
2017,"LKA",801750.94067909
2018,"LKA",842818.187203127
2019,"LKA",877808.318403101
2020,"LKA",682291.115723342
2010,"LSO",500.785607002806
2011,"LSO",1067.54129428199
2012,"LSO",5617.13464459402
2013,"LSO",5756.21887935447
2014,"LSO",3996.80072942631
2015,"LSO",4342.23700309311
2016,"LSO",2943.13178564085
2017,"LSO",3608.11827214291
2018,"LSO",4933.72972963581
2019,"LSO",4302.83200278964
2020,"LSO",3929.90681561299
2010,"LTU",118028.692780199
2011,"LTU",97722.6972392231
2012,"LTU",97730.9086949191
2013,"LTU",132064.588103206
2014,"LTU",178573.233888111
2015,"LTU",183775.843492673
2016,"LTU",147549.164922725
2017,"LTU",955987.502019599
2018,"LTU",569587.493572119
2019,"LTU",582856.020586949
2020,"LTU",850555.747021207
2010,"LUX",1019038.61889124
2011,"LUX",670939.438872219
2012,"LUX",701409.79717159
2013,"LUX",401412.128550857
2014,"LUX",456696.923002972
2015,"LUX",524812.671054346
2016,"LUX",378716.555205884
2017,"LUX",397148.6924592
2018,"LUX",510293.861903517
2019,"LUX",505758.700599204
2020,"LUX",372937.937116782
2010,"LVA",258497.06390847
2011,"LVA",53510.6243963864
2012,"LVA",140847.211069382
2013,"LVA",90717.321375953
2014,"LVA",127088.757899435
2015,"LVA",80032.6644612773
2016,"LVA",477052.650542602
2017,"LVA",1350669.05057786
2018,"LVA",1348546.38734444
2019,"LVA",682386.219345007
2020,"LVA",655880.545542987
2010,"MAC",8555.62244086107
2011,"MAC",18579.6862653181
2012,"MAC",90273.2421809023
2013,"MAC",21604.1657235888
2014,"MAC",59402.1663837142
2015,"MAC",496943.906051822
2016,"MAC",284736.618822529
2017,"MAC",86288.7866552325
2018,"MAC",179358.585993491
2019,"MAC",108655.847666867
2020,"MAC",108733.732600961
2010,"MAR",6976678.72111034
2011,"MAR",5029901.9528581
2012,"MAR",6726265.25114107
2013,"MAR",5996434.85143699
2014,"MAR",6368901.78813391
2015,"MAR",9168393.1652151
2016,"MAR",8969702.34486556
2017,"MAR",10482860.8049142
2018,"MAR",11412430.4705436
2019,"MAR",6475554.99224698
2020,"MAR",5471531.28289435
2010,"MDA",40426.9471081687
2011,"MDA",50489.5736692541
2012,"MDA",87267.440262596
2013,"MDA",30030.4969109805
2014,"MDA",69372.9948917249
2015,"MDA",24080.472216958
2016,"MDA",12531.5979819055
2017,"MDA",21639.0106941736
2018,"MDA",11615.182468414
2019,"MDA",22437.0187104124
2020,"MDA",8142.25126087433
2010,"MDG",2439345.92051383
2011,"MDG",3109291.97492781
2012,"MDG",4759075.50197565
2013,"MDG",4155470.23285129
2014,"MDG",3682914.57230732
2015,"MDG",3484224.85684197
2016,"MDG",2723458.79118196
2017,"MDG",3980056.25620408
2018,"MDG",3183873.15507756
2019,"MDG",3471073.84331169
2020,"MDG",4292955.2065628
2010,"MDV",6478.60061374108
2011,"MDV",6478.60061374108
2012,"MDV",6478.60061374108
2013,"MDV",6478.60061374108
2014,"MDV",597.617379128673
2015,"MDV",547.318978227908
2016,"MDV",7165.74765495357
2017,"MDV",24621.5120801356
2018,"MDV",7300.56814241827
2019,"MDV",1949.81090399438
2020,"MDV",3167.62915732923
2010,"MEX",78762684.9950385
2011,"MEX",123862288.163002
2012,"MEX",156404600.2799
2013,"MEX",163633008.214935
2014,"MEX",183665197.818742
2015,"MEX",206236223.839276
2016,"MEX",173289257.239228
2017,"MEX",144462465.731487
2018,"MEX",153234469.511311
2019,"MEX",149383278.142362
2020,"MEX",139177714.148699
2010,"MHL",3400.60317211052
2011,"MHL",256.423278517708
2012,"MHL",30.95578923475
2013,"MHL",0
2014,"MHL",5802.19168005161
2015,"MHL",14237.634613274
2016,"MHL",38776.9239164303
2017,"MHL",17332.7326920785
2018,"MHL",3018.54325192803
2019,"MHL",5805.34552006552
2020,"MHL",4229.70300912015
2010,"MKD",5067783.68872548
2011,"MKD",4052303.07534055
2012,"MKD",4093022.79646589
2013,"MKD",4360324.36287184
2014,"MKD",4221336.89847034
2015,"MKD",5312046.15760086
2016,"MKD",4080413.16292249
2017,"MKD",3879365.01185731
2018,"MKD",4395700.36532702
2019,"MKD",3850825.41777774
2020,"MKD",3482254.64383766
2010,"MLI",12771.7788186606
2011,"MLI",231286.644491474
2012,"MLI",323021.467736276
2013,"MLI",500614.936495176
2014,"MLI",381101.67614565
2015,"MLI",32873.2532517668
2016,"MLI",159990.069346627
2017,"MLI",7150.98758773835
2018,"MLI",38763.3872345171
2019,"MLI",1516.10143174295
2020,"MLI",160390.370534544
2010,"MLT",6134.91581188966
2011,"MLT",11961.8674434813
2012,"MLT",6188.38557054016
2013,"MLT",121321.974796037
2014,"MLT",100348.780089547
2015,"MLT",80384.3473235264
2016,"MLT",21693.6649746322
2017,"MLT",42967.0138685315
2018,"MLT",69920.9893197416
2019,"MLT",85433.9714391084
2020,"MLT",88063.4365748405
2010,"MMR",16748554.6467876
2011,"MMR",17994969.1969848
2012,"MMR",25959736.078279
2013,"MMR",18973478.0302481
2014,"MMR",24561709.3313797
2015,"MMR",20674199.9340297
2016,"MMR",29041788.8958249
2017,"MMR",29073522.1466373
2018,"MMR",24052559.2335521
2019,"MMR",22883131.0378486
2020,"MMR",15879586.2844117
2010,"MNE",231047.21741467
2011,"MNE",474290.021166325
2012,"MNE",822819.17814407
2013,"MNE",727275.40655941
2014,"MNE",1386691.07941027
2015,"MNE",1047066.68290348
2016,"MNE",1245220.75928284
2017,"MNE",2376412.32076236
2018,"MNE",2306913.72760422
2019,"MNE",1590913.77194483
2020,"MNE",2485783.68397032
2010,"MNG",24696364.8946662
2011,"MNG",25929702.9767241
2012,"MNG",34349271.1827386
2013,"MNG",36506767.9101938
2014,"MNG",56753534.1570282
2015,"MNG",76908455.4670069
2016,"MNG",46172130.9526332
2017,"MNG",36266965.9881805
2018,"MNG",46283125.2966927
2019,"MNG",36744020.9540906
2020,"MNG",32383872.4645488
2010,"MNP",16563.1349548983
2011,"MNP",40.7860554613568
2012,"MNP",0
2013,"MNP",0
2014,"MNP",125.763111327555
2015,"MNP",0
2016,"MNP",0
2017,"MNP",439.447943615449
2018,"MNP",0
2019,"MNP",0
2020,"MNP",1716.91320653027
2010,"MOZ",4858559.63354846
2011,"MOZ",5570093.46188501
2012,"MOZ",7618856.24979038
2013,"MOZ",5252941.26229177
2014,"MOZ",5875976.84221535
2015,"MOZ",7368360.37898095
2016,"MOZ",9533543.10412201
2017,"MOZ",17194970.9167946
2018,"MOZ",17214258.1415909
2019,"MOZ",19528265.7021585
2020,"MOZ",17739070.6645592
2010,"MRT",23006070.5032896
2011,"MRT",21292680.9228273
2012,"MRT",27991411.5504006
2013,"MRT",30968859.4760497
2014,"MRT",33485174.9066729
2015,"MRT",32512688.3374314
2016,"MRT",26087727.7122086
2017,"MRT",22042838.5341537
2018,"MRT",23135763.1739688
2019,"MRT",22677232.3626508
2020,"MRT",22326383.9832992
2010,"MUS",125967.860604523
2011,"MUS",95429.5314018017
2012,"MUS",240349.337904164
2013,"MUS",125463.371194455
2014,"MUS",23219.2804762051
2015,"MUS",43345.4294229705
2016,"MUS",56176.5852172269
2017,"MUS",50212.8064409635
2018,"MUS",46360.456249085
2019,"MUS",128143.355990126
2020,"MUS",123108.410110406
2010,"MYS",13614807.2205781
2011,"MYS",15289071.7936532
2012,"MYS",21184467.2710613
2013,"MYS",21220497.8282525
2014,"MYS",25316824.8862672
2015,"MYS",49245940.4486926
2016,"MYS",41146713.5371119
2017,"MYS",45836017.3711655
2018,"MYS",51871362.8201528
2019,"MYS",62170720.1779119
2020,"MYS",49895372.1673189
2010,"NAM",14002141.023329
2011,"NAM",13261719.928224
2012,"NAM",16050740.6663452
2013,"NAM",15581806.6239192
2014,"NAM",14786113.7058458
2015,"NAM",12682993.9193309
2016,"NAM",11861557.8165353
2017,"NAM",17027984.8601064
2018,"NAM",13033082.4470804
2019,"NAM",14735629.8559086
2020,"NAM",11418550.8711364
2010,"NCL",14669382.3060449
2011,"NCL",11954150.6841347
2012,"NCL",12967517.2876319
2013,"NCL",12392114.9648245
2014,"NCL",13788490.7199714
2015,"NCL",18429834.336778
2016,"NCL",12978816.8041568
2017,"NCL",13350874.8071815
2018,"NCL",13816397.7388405
2019,"NCL",13816397.7388405
2020,"NCL",13816397.7388405
2010,"NER",2630612.44485408
2011,"NER",4197784.47024106
2012,"NER",3036.28550484519
2013,"NER",314924.136571646
2014,"NER",13068128.5154352
2015,"NER",16384050.6785798
2016,"NER",12999980.4170457
2017,"NER",8971688.2210126
2018,"NER",1151254.46116155
2019,"NER",3749128.29427235
2020,"NER",2798456.55910306
2010,"NGA",3728316.81561079
2011,"NGA",3413574.18504139
2012,"NGA",3525339.9141352
2013,"NGA",6255420.6045882
2014,"NGA",7937074.5392165
2015,"NGA",11824260.3906249
2016,"NGA",15452460.1575143
2017,"NGA",19865895.5463126
2018,"NGA",18058224.7600188
2019,"NGA",16490503.2576747
2020,"NGA",23194632.6234431
2010,"NIC",3146.57040160325
2011,"NIC",2397.67393030942
2012,"NIC",35264.3937283075
2013,"NIC",16849.0854032294
2014,"NIC",12040.2535282558
2015,"NIC",17383.7934995589
2016,"NIC",14935.6222411441
2017,"NIC",39203.4152876161
2018,"NIC",31047.5146410628
2019,"NIC",4920.73668115729
2020,"NIC",2359.88049545489
2010,"NLD",61076518.7512183
2011,"NLD",77648732.1892009
2012,"NLD",69658483.184145
2013,"NLD",72917761.0956739
2014,"NLD",68372945.2726387
2015,"NLD",59669647.2571815
2016,"NLD",47161569.0310423
2017,"NLD",52342547.6394681
2018,"NLD",62657646.5564312
2019,"NLD",59295122.2388797
2020,"NLD",42796273.3803786
2010,"NOR",24130789.7546511
2011,"NOR",28397407.2999849
2012,"NOR",36165472.8742578
2013,"NOR",28181370.5778414
2014,"NOR",28758996.1526185
2015,"NOR",25363622.8281789
2016,"NOR",20605181.2857549
2017,"NOR",31415699.7041454
2018,"NOR",35323891.3426382
2019,"NOR",26397200.5059467
2020,"NOR",24176131.8739581
2010,"NPL",137256.645770397
2011,"NPL",122961.225152558
2012,"NPL",67297.7246166168
2013,"NPL",184829.618933548
2014,"NPL",162725.441072691
2015,"NPL",168417.328122492
2016,"NPL",281516.595905894
2017,"NPL",408293.710088963
2018,"NPL",786561.834635235
2019,"NPL",616469.610423335
2020,"NPL",432085.437621177
2010,"NRU",0
2011,"NRU",0
2012,"NRU",0
2013,"NRU",0
2014,"NRU",0
2015,"NRU",29.1772713359998
2016,"NRU",0
2017,"NRU",0
2018,"NRU",82719.4834673167
2019,"NRU",112.688284092446
2020,"NRU",0
2010,"NZL",1633395.61706061
2011,"NZL",2094863.61399445
2012,"NZL",3172512.8925764
2013,"NZL",3386774.10162553
2014,"NZL",4689858.71452379
2015,"NZL",3974088.23643552
2016,"NZL",4772143.65098585
2017,"NZL",4702505.31125776
2018,"NZL",4190355.51337599
2019,"NZL",4283763.27696003
2020,"NZL",5990552.87770321
2010,"OMN",6095797.43205418
2011,"OMN",21523151.4461618
2012,"OMN",36737614.8579183
2013,"OMN",38183340.187144
2014,"OMN",35041192.0813577
2015,"OMN",30995505.2398414
2016,"OMN",31097150.8702038
2017,"OMN",41692386.4251608
2018,"OMN",41959395.1442531
2019,"OMN",39495118.8888983
2020,"OMN",26964627.2426466
2010,"PAK",13036984.9686228
2011,"PAK",11855718.4966461
2012,"PAK",11561481.46526
2013,"PAK",10865037.8009627
2014,"PAK",11485486.6335534
2015,"PAK",14085054.3393664
2016,"PAK",16021647.4533036
2017,"PAK",22098990.2446564
2018,"PAK",20230147.8697822
2019,"PAK",13631755.835822
2020,"PAK",14790699.596465
2010,"PAN",400888.538305055
2011,"PAN",267349.178171616
2012,"PAN",267493.983655092
2013,"PAN",195827.674145135
2014,"PAN",144719.761100157
2015,"PAN",191434.378778765
2016,"PAN",133233.686848126
2017,"PAN",55895.0242847869
2018,"PAN",18848.3868351293
2019,"PAN",9824757.75124712
2020,"PAN",16271627.6493505
2010,"PER",325052495.34069
2011,"PER",317144666.712669
2012,"PER",382336906.48496
2013,"PER",383239100.807804
2014,"PER",398758800.04794
2015,"PER",536578514.980824
2016,"PER",597286241.842937
2017,"PER",637099100.553869
2018,"PER",656367407.571989
2019,"PER",574373777.445775
2020,"PER",457781451.868233
2010,"PHL",84586270.4989608
2011,"PHL",98462432.4058494
2012,"PHL",122513762.916557
2013,"PHL",132623620.04228
2014,"PHL",162609947.852803
2015,"PHL",166377697.217931
2016,"PHL",124847945.591777
2017,"PHL",111112183.191068
2018,"PHL",89500404.2362883
2019,"PHL",89765811.543783
2020,"PHL",95439197.5319921
2010,"POL",16401136.2249942
2011,"POL",16787555.5266598
2012,"POL",18560749.3065177
2013,"POL",20428073.3447918
2014,"POL",21794251.5730182
2015,"POL",23281492.948453
2016,"POL",21385245.5573893
2017,"POL",24348717.5350431
2018,"POL",26389422.9171717
2019,"POL",24090898.772715
2020,"POL",21044712.325996
2010,"PRT",16495378.9122096
2011,"PRT",14568495.5642706
2012,"PRT",14271478.9256383
2013,"PRT",12185182.6072585
2014,"PRT",13070403.6233369
2015,"PRT",14691973.8026446
2016,"PRT",12086154.1390608
2017,"PRT",17564425.8433499
2018,"PRT",21172135.0761822
2019,"PRT",12164508.8386773
2020,"PRT",9542003.07937563
2010,"PRY",174986.969341004
2011,"PRY",340646.238527833
2012,"PRY",126276.59788934
2013,"PRY",79380.7178874306
2014,"PRY",122438.13294412
2015,"PRY",168008.761969233
2016,"PRY",140831.880747706
2017,"PRY",139970.338995684
2018,"PRY",25040.5822645366
2019,"PRY",16150.443393682
2020,"PRY",44275.9404642896
2010,"PSE",3201.45678674704
2011,"PSE",13957.3572597613
2012,"PSE",30000.6326470385
2013,"PSE",40820.929972548
2014,"PSE",54400.4284771219
2015,"PSE",28315.6631567436
2016,"PSE",61122.431093329
2017,"PSE",102973.605139354
2018,"PSE",149230.180234496
2019,"PSE",59041.4937174715
2020,"PSE",50794.0015602433
2010,"PYF",37.2672172791206
2011,"PYF",37.2672172791206
2012,"PYF",37.2672172791206
2013,"PYF",37.2672172791206
2014,"PYF",37.2672172791206
2015,"PYF",37.2672172791206
2016,"PYF",37.2672172791206
2017,"PYF",0
2018,"PYF",37.2672172791206
2019,"PYF",111.801651837362
2020,"PYF",0
2010,"QAT",16147365.325723
2011,"QAT",31141411.7408254
2012,"QAT",20883489.083966
2013,"QAT",18104391.0326708
2014,"QAT",13680558.1822799
2015,"QAT",12773236.4820706
2016,"QAT",12760768.1757887
2017,"QAT",18013407.5958258
2018,"QAT",10563628.1193296
2019,"QAT",12944761.226567
2020,"QAT",1612793.75212187
2010,"ROU",9128572.29119696
2011,"ROU",8239190.94337633
2012,"ROU",9494150.7140823
2013,"ROU",9409333.21239927
2014,"ROU",8657270.36165383
2015,"ROU",8563241.94246194
2016,"ROU",7468225.39482842
2017,"ROU",7817519.56452147
2018,"ROU",9845927.97721342
2019,"ROU",10379592.9173287
2020,"ROU",6869443.72005898
2010,"RUS",109522886.665813
2011,"RUS",182090752.655645
2012,"RUS",210486488.736754
2013,"RUS",200776371.124317
2014,"RUS",198251968.184485
2015,"RUS",149687105.269261
2016,"RUS",154746894.533767
2017,"RUS",193970232.217816
2018,"RUS",209392260.620252
2019,"RUS",221122533.453381
2020,"RUS",206602681.926888
2010,"RWA",8329392.03585205
2011,"RWA",11428324.6737357
2012,"RWA",11578574.2836314
2013,"RWA",13052790.7536836
2014,"RWA",14409399.8020701
2015,"RWA",11341699.5215914
2016,"RWA",6687785.09858523
2017,"RWA",4577458.02725901
2018,"RWA",6238950.8889344
2019,"RWA",4248981.33272827
2020,"RWA",2199544.52424838
2010,"SAU",55692261.5134994
2011,"SAU",47942651.5230607
2012,"SAU",43356908.2220531
2013,"SAU",33619471.3773917
2014,"SAU",36255707.6964431
2015,"SAU",25470190.855892
2016,"SAU",28235708.5890822
2017,"SAU",43589456.2419726
2018,"SAU",51704482.2550569
2019,"SAU",32337736.0797374
2020,"SAU",33616365.91823
2010,"SDN",920031.619921361
2011,"SDN",901634.353635139
2012,"SDN",426744.868900574
2013,"SDN",1357812.65747425
2014,"SDN",40366124.2159502
2015,"SDN",13380119.6341659
2016,"SDN",1364408.17907346
2017,"SDN",4412283.81168461
2018,"SDN",6771492.01634531
2019,"SDN",3325825.06657073
2020,"SDN",2396356.8066826
2010,"SEN",87475.5805082796
2011,"SEN",200776.430705698
2012,"SEN",190320.776279666
2013,"SEN",100956.21239452
2014,"SEN",693179.663738421
2015,"SEN",3604408.3955267
2016,"SEN",4223565.57015908
2017,"SEN",5158475.42555082
2018,"SEN",8503728.29937636
2019,"SEN",6245466.80139138
2020,"SEN",5424969.38767647
2010,"SGP",1006768.35596912
2011,"SGP",986252.637475576
2012,"SGP",1888223.40495361
2013,"SGP",2149863.81644556
2014,"SGP",1908691.05348281
2015,"SGP",2047332.71898939
2016,"SGP",1320934.72338694
2017,"SGP",4055775.4824319
2018,"SGP",6591356.91132051
2019,"SGP",6023155.70689731
2020,"SGP",13509829.2844806
2010,"SLB",24.1703037075518
2011,"SLB",7986.33807392243
2012,"SLB",14812.0822365969
2013,"SLB",4540.80202644479
2014,"SLB",92352.6893951376
2015,"SLB",374711.79339088
2016,"SLB",250434.8754616
2017,"SLB",1439140.09418429
2018,"SLB",1431964.73685752
2019,"SLB",1146507.50817879
2020,"SLB",829240.403216697
2010,"SLE",4355674.93948436
2011,"SLE",4931662.14296779
2012,"SLE",11683806.8912878
2013,"SLE",13674702.0639578
2014,"SLE",43539635.1106708
2015,"SLE",17580354.0485124
2016,"SLE",11848574.8199579
2017,"SLE",14654959.4803293
2018,"SLE",12542249.0712299
2019,"SLE",12174693.4416477
2020,"SLE",9519972.69372488
2010,"SLV",65414.7216675623
2011,"SLV",48594.9445944486
2012,"SLV",52382.0089314762
2013,"SLV",44490.7452472708
2014,"SLV",63475.8181464263
2015,"SLV",46286.2291724209
2016,"SLV",52112.8840560455
2017,"SLV",73490.6204037136
2018,"SLV",78329.758594861
2019,"SLV",54240.6933822808
2020,"SLV",46495.4777176006
2010,"SMR",0
2011,"SMR",0
2012,"SMR",0
2013,"SMR",0
2014,"SMR",0
2015,"SMR",0
2016,"SMR",0
2017,"SMR",0
2018,"SMR",0
2019,"SMR",0
2020,"SMR",0
2010,"SOM",10420.6319348917
2011,"SOM",10420.6319348917
2012,"SOM",10420.6319348917
2013,"SOM",12961.6347233209
2014,"SOM",7296.01433018337
2015,"SOM",8342.66095908817
2016,"SOM",2508.09160168639
2017,"SOM",901.86030030655
2018,"SOM",8706.11700302494
2019,"SOM",25599.7054702781
2020,"SOM",17048.9710912455
2010,"SRB",5750437.36717666
2011,"SRB",5868614.93347428
2012,"SRB",4474339.5244826
2013,"SRB",6401365.62484312
2014,"SRB",3346135.86626654
2015,"SRB",4264840.16831636
2016,"SRB",5456809.85278618
2017,"SRB",5600820.88891036
2018,"SRB",7156372.67138352
2019,"SRB",8635200.33499385
2020,"SRB",6028802.99735756
2010,"SSD",137.770294972359
2011,"SSD",137.770294972359
2012,"SSD",0
2013,"SSD",243.600750959259
2014,"SSD",307.480428930177
2015,"SSD",0
2016,"SSD",137.770294972359
2017,"SSD",137.770294972359
2018,"SSD",137.770294972359
2019,"SSD",137.770294972359
2020,"SSD",137.770294972359
2010,"SUR",355529.54670764
2011,"SUR",355529.54670764
2012,"SUR",355529.54670764
2013,"SUR",355529.54670764
2014,"SUR",355529.54670764
2015,"SUR",355529.54670764
2016,"SUR",355529.54670764
2017,"SUR",355529.54670764
2018,"SUR",355529.54670764
2019,"SUR",355529.54670764
2020,"SUR",355529.54670764
2010,"SVK",7126623.31638745
2011,"SVK",5932099.04271559
2012,"SVK",5927594.99709633
2013,"SVK",5235222.41766066
2014,"SVK",5178774.89946083
2015,"SVK",4280584.5841196
2016,"SVK",3831301.10463004
2017,"SVK",5527503.61161706
2018,"SVK",6083084.27426648
2019,"SVK",4848737.93008637
2020,"SVK",2756336.97462082
2010,"SVN",1872387.51943458
2011,"SVN",1770747.85219665
2012,"SVN",1938115.72662243
2013,"SVN",1966624.56123953
2014,"SVN",1727241.98676187
2015,"SVN",1755293.03377227
2016,"SVN",1795418.53304843
2017,"SVN",2164598.16835583
2018,"SVN",2274554.09100425
2019,"SVN",1986256.20189065
2020,"SVN",1667178.76999359
2010,"SWE",83713535.9182655
2011,"SWE",88396734.0423135
2012,"SWE",91977271.9103001
2013,"SWE",80433787.8247839
2014,"SWE",88266729.0246613
2015,"SWE",82851977.4510755
2016,"SWE",79634145.2764071
2017,"SWE",87206044.3701441
2018,"SWE",88885771.8564776
2019,"SWE",76435691.0067485
2020,"SWE",72193004.2786333
2010,"SWZ",201546.039153582
2011,"SWZ",119981.685644024
2012,"SWZ",3109843.06441006
2013,"SWZ",2093889.38491256
2014,"SWZ",798791.350334512
2015,"SWZ",62700.2295159788
2016,"SWZ",30251.6937286736
2017,"SWZ",112597.609309591
2018,"SWZ",59920.3798006002
2019,"SWZ",18490.710560865
