Year,iso_code3,frac_scoe_heat_energy_other_se_hydrocarbon_gas_liquids
2019,MAC,0.02696012052215281
2011,MAR,0.004869438188568901
2012,MAR,0.004289246606449
2013,MAR,0.0047456103104628
2014,MAR,0.004355365568415501
2015,MAR,0.004036502647470801
2016,MAR,0.004146669226339001
2017,MAR,0.0039316200542866
2018,MAR,0.0036816914742544013
2019,MAR,0.003714872601721901
2011,MDA,0.0
2012,MDA,0.0
2013,MDA,0.0
2014,MDA,0.0
2015,MDA,0.0
2016,MDA,0.0
2017,MDA,0.0
2018,MDA,0.0
2019,MDA,0.0
2011,MDG,0.02696012052215282
2012,MDG,0.02696012052215282
2013,MDG,0.02696012052215282
2014,MDG,0.02696012052215282
2015,MDG,0.02696012052215282
2016,MDG,0.02696012052215282
2017,MDG,0.02696012052215282
2018,MDG,0.02696012052215282
2019,MDG,0.02696012052215282
2011,MDV,0.02696012052215282
2012,MDV,0.02696012052215282
2013,MDV,0.02696012052215282
2014,MDV,0.02696012052215282
2015,MDV,0.02696012052215282
2016,MDV,0.02696012052215282
2017,MDV,0.02696012052215282
2018,MDV,0.02696012052215282
2019,MDV,0.02696012052215282
2011,MEX,0.005520902273171501
2012,MEX,0.006023263789946702
2013,MEX,0.0071519234956619
2014,MEX,0.007973821925017902
2015,MEX,0.009240912362385903
2016,MEX,0.010601959734263502
2017,MEX,0.011700489342895401
2018,MEX,0.012867380917909304
2019,MEX,0.014692327029971204
2011,MKD,0.0
2012,MKD,0.0
2013,MKD,0.0
2014,MKD,0.0
2015,MKD,0.0
2016,MKD,0.0
2017,MKD,0.0
2018,MKD,0.0
2019,MKD,0.0
2011,MLI,0.02696012052215282
2012,MLI,0.02696012052215282
2013,MLI,0.02696012052215282
2014,MLI,0.02696012052215282
2015,MLI,0.02696012052215282
2016,MLI,0.02696012052215282
2017,MLI,0.02696012052215282
2018,MLI,0.02696012052215282
2019,MLI,0.02696012052215282
2011,MLT,0.16771488469601675
2012,MLT,0.16488845780795341
2013,MLT,0.15943312666076173
2014,MLT,0.17257039055404175
2015,MLT,0.16863406408094436
2016,MLT,0.1891891891891892
2017,MLT,0.17184942716857612
2018,MLT,0.17558528428093648
2019,MLT,0.16813450760608487
2011,MMR,0.02696012052215282
2012,MMR,0.02696012052215282
2013,MMR,0.02696012052215282
2014,MMR,0.02696012052215282
2015,MMR,0.02696012052215282
2016,MMR,0.02696012052215282
2017,MMR,0.02696012052215282
2018,MMR,0.02696012052215282
2019,MMR,0.02696012052215282
2011,MNE,0.02696012052215282
2012,MNE,0.02696012052215282
2013,MNE,0.02696012052215282
2014,MNE,0.02696012052215282
2015,MNE,0.02696012052215282
2016,MNE,0.02696012052215282
2017,MNE,0.02696012052215282
2018,MNE,0.02696012052215282
2019,MNE,0.02696012052215282
2011,MNG,0.02696012052215282
2012,MNG,0.02696012052215282
2013,MNG,0.02696012052215282
2014,MNG,0.02696012052215282
2015,MNG,0.02696012052215282
2016,MNG,0.02696012052215282
2017,MNG,0.02696012052215282
2018,MNG,0.02696012052215282
2019,MNG,0.02696012052215282
2011,MOZ,0.02696012052215282
2012,MOZ,0.02696012052215282
2013,MOZ,0.02696012052215282
2014,MOZ,0.02696012052215282
2015,MOZ,0.02696012052215282
2016,MOZ,0.02696012052215282
2017,MOZ,0.02696012052215282
2018,MOZ,0.02696012052215282
2019,MOZ,0.02696012052215282
2011,MRT,0.02696012052215282
2012,MRT,0.02696012052215282
2013,MRT,0.02696012052215282
2014,MRT,0.02696012052215282
2015,MRT,0.02696012052215282
2016,MRT,0.02696012052215282
2017,MRT,0.02696012052215282
2018,MRT,0.02696012052215282
2019,MRT,0.02696012052215282
2011,MUS,0.02696012052215282
2012,MUS,0.02696012052215282
2013,MUS,0.02696012052215282
2014,MUS,0.02696012052215282
2015,MUS,0.02696012052215282
2016,MUS,0.02696012052215282
2017,MUS,0.02696012052215282
2018,MUS,0.02696012052215282
2019,MUS,0.02696012052215282
2011,MWI,0.02696012052215282
2012,MWI,0.02696012052215282
2013,MWI,0.02696012052215282
2014,MWI,0.02696012052215282
2015,MWI,0.02696012052215282
2016,MWI,0.02696012052215282
2017,MWI,0.02696012052215282
2018,MWI,0.02696012052215282
2019,MWI,0.02696012052215282
2011,MYS,0.02696012052215282
2012,MYS,0.02696012052215282
2013,MYS,0.02696012052215282
2014,MYS,0.02696012052215282
2015,MYS,0.02696012052215282
2016,MYS,0.02696012052215282
2017,MYS,0.02696012052215282
2018,MYS,0.02696012052215282
2019,MYS,0.02696012052215282
2011,NAM,0.02696012052215282
2012,NAM,0.02696012052215282
2013,NAM,0.02696012052215282
2014,NAM,0.02696012052215282
2015,NAM,0.02696012052215282
2016,NAM,0.02696012052215282
2017,NAM,0.02696012052215282
2018,NAM,0.02696012052215282
2019,NAM,0.02696012052215282
2011,NCL,0.02696012052215281
2012,NCL,0.02696012052215281
2013,NCL,0.02696012052215281
2014,NCL,0.02696012052215281
2015,NCL,0.02696012052215281
2016,NCL,0.02696012052215281
2017,NCL,0.02696012052215281
2018,NCL,0.02696012052215281
2019,NCL,0.02696012052215281
2011,NER,0.02696012052215282
2012,NER,0.02696012052215282
2013,NER,0.02696012052215282
2014,NER,0.02696012052215282
2015,NER,0.02696012052215282
2016,NER,0.02696012052215282
2017,NER,0.02696012052215282
2018,NER,0.02696012052215282
2019,NER,0.02696012052215282
2011,NGA,0.02696012052215282
2012,NGA,0.02696012052215282
2013,NGA,0.02696012052215282
2014,NGA,0.02696012052215282
2015,NGA,0.02696012052215282
2016,NGA,0.02696012052215282
2017,NGA,0.02696012052215282
2018,NGA,0.02696012052215282
2019,NGA,0.02696012052215282
2011,NIC,0.02696012052215282
2012,NIC,0.02696012052215282
2013,NIC,0.02696012052215282
2014,NIC,0.02696012052215282
2015,NIC,0.02696012052215282
2016,NIC,0.02696012052215282
2017,NIC,0.02696012052215282
2018,NIC,0.02696012052215282
2019,NIC,0.02696012052215282
2011,NLD,0.0023351404882413006
2012,NLD,0.0022706930102260004
2013,NLD,0.002218184627731201
2014,NLD,0.0029346550149993004
2015,NLD,0.0027977617905675005
2016,NLD,0.002728278308111501
2017,NLD,0.0027765149550418003
2018,NLD,0.0028471711976487007
2019,NLD,0.003090156100669001
2011,NOR,0.0
2012,NOR,0.0
2013,NOR,0.0
2014,NOR,0.0
2015,NOR,0.0
2016,NOR,0.0
2017,NOR,0.0
2018,NOR,0.0
2019,NOR,0.0
2011,NPL,0.02696012052215282
2012,NPL,0.02696012052215282
2013,NPL,0.02696012052215282
2014,NPL,0.02696012052215282
2015,NPL,0.02696012052215282
2016,NPL,0.02696012052215282
2017,NPL,0.02696012052215282
2018,NPL,0.02696012052215282
2019,NPL,0.02696012052215282
2011,NZL,0.031584405788903015
2012,NZL,0.030572540300166713
2013,NZL,0.030503304524656813
2014,NZL,0.029018363182951715
2015,NZL,0.028528044908664202
2016,NZL,0.027407107876173713
2017,NZL,0.026018698183101013
2018,NZL,0.026701665459811702
2019,NZL,0.024530536288276006
2011,OMN,0.02696012052215281
2012,OMN,0.02696012052215281
2013,OMN,0.02696012052215281
2014,OMN,0.02696012052215281
2015,OMN,0.02696012052215281
2016,OMN,0.02696012052215281
2017,OMN,0.02696012052215281
2018,OMN,0.02696012052215281
2019,OMN,0.02696012052215281
2011,PAK,0.02696012052215282
2012,PAK,0.02696012052215282
2013,PAK,0.02696012052215282
2014,PAK,0.02696012052215282
2015,PAK,0.02696012052215282
2016,PAK,0.02696012052215282
2017,PAK,0.02696012052215282
2018,PAK,0.02696012052215282
2019,PAK,0.02696012052215282
2011,PAN,0.02696012052215282
2012,PAN,0.02696012052215282
2013,PAN,0.02696012052215282
2014,PAN,0.02696012052215282
2015,PAN,0.02696012052215282
2016,PAN,0.02696012052215282
2017,PAN,0.02696012052215282
2018,PAN,0.02696012052215282
2019,PAN,0.02696012052215282
2011,PER,0.02696012052215282
2012,PER,0.02696012052215282
2013,PER,0.02696012052215282
2014,PER,0.02696012052215282
2015,PER,0.02696012052215282
2016,PER,0.02696012052215282
2017,PER,0.02696012052215282
2018,PER,0.02696012052215282
2019,PER,0.02696012052215282
2011,PHL,0.02696012052215282
2012,PHL,0.02696012052215282
2013,PHL,0.02696012052215282
2014,PHL,0.02696012052215282
2015,PHL,0.02696012052215282
2016,PHL,0.02696012052215282
2017,PHL,0.02696012052215282
2018,PHL,0.02696012052215282
2019,PHL,0.02696012052215282
2011,PNG,0.02696012052215282
2012,PNG,0.02696012052215282
2013,PNG,0.02696012052215282
2014,PNG,0.02696012052215282
2015,PNG,0.02696012052215282
2016,PNG,0.02696012052215282
2017,PNG,0.02696012052215282
2018,PNG,0.02696012052215282
2019,PNG,0.02696012052215282
2011,POL,0.0010947419012462005
2012,POL,0.0012484619463650007
2013,POL,0.0018625369064311009
2014,POL,0.0026461349358098013
2015,POL,0.003323770953665401
2016,POL,0.0036095329809157023
2017,POL,0.0037367430547534013
2018,POL,0.0033722176267107014
2019,POL,0.004530939295624001
2011,PRI,0.02696012052215281
2012,PRI,0.02696012052215281
2013,PRI,0.02696012052215281
2014,PRI,0.02696012052215281
2015,PRI,0.02696012052215281
2016,PRI,0.02696012052215281
2017,PRI,0.02696012052215281
2018,PRI,0.02696012052215281
2019,PRI,0.02696012052215281
2011,PRT,0.02067226195890351
2012,PRT,0.02368505879220211
2013,PRT,0.025919578488166214
2014,PRT,0.02809356759195911
2015,PRT,0.0299787774001573
2016,PRT,0.03178668273576371
2017,PRT,0.03342812197483051
2018,PRT,0.035109791243032915
2019,PRT,0.03555686159271231
2011,PRY,0.02696012052215282
2012,PRY,0.02696012052215282
2013,PRY,0.02696012052215282
2014,PRY,0.02696012052215282
2015,PRY,0.02696012052215282
2016,PRY,0.02696012052215282
2017,PRY,0.02696012052215282
2018,PRY,0.02696012052215282
2019,PRY,0.02696012052215282
2011,PSE,0.02696012052215282
2012,PSE,0.02696012052215282
2013,PSE,0.02696012052215282
2014,PSE,0.02696012052215282
2015,PSE,0.02696012052215282
2016,PSE,0.02696012052215282
2017,PSE,0.02696012052215282
2018,PSE,0.02696012052215282
2019,PSE,0.02696012052215282
2011,PYF,0.02696012052215281
2012,PYF,0.02696012052215281
2013,PYF,0.02696012052215281
2014,PYF,0.02696012052215281
2015,PYF,0.02696012052215281
2016,PYF,0.02696012052215281
2017,PYF,0.02696012052215281
2018,PYF,0.02696012052215281
2019,PYF,0.02696012052215281
2011,QAT,0.02696012052215281
2012,QAT,0.02696012052215281
2013,QAT,0.02696012052215281
2014,QAT,0.02696012052215281
2015,QAT,0.02696012052215281
2016,QAT,0.02696012052215281
2017,QAT,0.02696012052215281
2018,QAT,0.02696012052215281
2019,QAT,0.02696012052215281
2011,ROU,0.0017491631454754004
2012,ROU,0.0016415795345284007
2013,ROU,0.0015100806664021004
2014,ROU,0.0006258329099757004
2015,ROU,0.0006327370716928001
2016,ROU,0.0005538447905359003
2017,ROU,0.0005337793356226001
2018,ROU,0.0005291359914773001
2019,ROU,0.0005316811047624002
2011,RUS,0.02696012052215282
2012,RUS,0.02696012052215282
2013,RUS,0.02696012052215282
2014,RUS,0.02696012052215282
2015,RUS,0.02696012052215282
2016,RUS,0.02696012052215282
2017,RUS,0.02696012052215282
2018,RUS,0.02696012052215282
2019,RUS,0.02696012052215282
2011,RWA,0.02696012052215282
2012,RWA,0.02696012052215282
2013,RWA,0.02696012052215282
2014,RWA,0.02696012052215282
2015,RWA,0.02696012052215282
2016,RWA,0.02696012052215282
2017,RWA,0.02696012052215282
2018,RWA,0.02696012052215282
2019,RWA,0.02696012052215282
2011,SAU,0.02696012052215281
2012,SAU,0.02696012052215281
2013,SAU,0.02696012052215281
2014,SAU,0.02696012052215281
2015,SAU,0.02696012052215281
2016,SAU,0.02696012052215281
2017,SAU,0.02696012052215281
2018,SAU,0.02696012052215281
2019,SAU,0.02696012052215281
2011,SDN,0.02696012052215282
2012,SDN,0.02696012052215282
2013,SDN,0.02696012052215282
2014,SDN,0.02696012052215282
2015,SDN,0.02696012052215282
2016,SDN,0.02696012052215282
2017,SDN,0.02696012052215282
2018,SDN,0.02696012052215282
2019,SDN,0.02696012052215282
2011,SEN,0.02696012052215282
2012,SEN,0.02696012052215282
2013,SEN,0.02696012052215282
2014,SEN,0.02696012052215282
2015,SEN,0.02696012052215282
2016,SEN,0.02696012052215282
2017,SEN,0.02696012052215282
2018,SEN,0.02696012052215282
2019,SEN,0.02696012052215282
2011,SGP,0.02696012052215281
2012,SGP,0.02696012052215281
2013,SGP,0.02696012052215281
2014,SGP,0.02696012052215281
2015,SGP,0.02696012052215281
2016,SGP,0.02696012052215281
2017,SGP,0.02696012052215281
2018,SGP,0.02696012052215281
2019,SGP,0.02696012052215281
2011,SLB,0.02696012052215282
2012,SLB,0.02696012052215282
2013,SLB,0.02696012052215282
2014,SLB,0.02696012052215282
2015,SLB,0.02696012052215282
2016,SLB,0.02696012052215282
2017,SLB,0.02696012052215282
2018,SLB,0.02696012052215282
2019,SLB,0.02696012052215282
2011,SLE,0.02696012052215282
2012,SLE,0.02696012052215282
2013,SLE,0.02696012052215282
2014,SLE,0.02696012052215282
2015,SLE,0.02696012052215282
2016,SLE,0.02696012052215282
2017,SLE,0.02696012052215282
2018,SLE,0.02696012052215282
2019,SLE,0.02696012052215282
2011,SLV,0.02696012052215282
2012,SLV,0.02696012052215282
2013,SLV,0.02696012052215282
2014,SLV,0.02696012052215282
2015,SLV,0.02696012052215282
2016,SLV,0.02696012052215282
2017,SLV,0.02696012052215282
2018,SLV,0.02696012052215282
2019,SLV,0.02696012052215282
2011,SOM,0.02696012052215282
2012,SOM,0.02696012052215282
2013,SOM,0.02696012052215282
2014,SOM,0.02696012052215282
2015,SOM,0.02696012052215282
2016,SOM,0.02696012052215282
2017,SOM,0.02696012052215282
2018,SOM,0.02696012052215282
2019,SOM,0.02696012052215282
2011,SRB,0.0
2012,SRB,0.0
2013,SRB,0.0
2014,SRB,0.0
2015,SRB,0.0
2016,SRB,0.0
2017,SRB,0.0
2018,SRB,0.0
2019,SRB,0.0
2011,STP,0.02696012052215282
2012,STP,0.02696012052215282
2013,STP,0.02696012052215282
2014,STP,0.02696012052215282
2015,STP,0.02696012052215282
2016,STP,0.02696012052215282
2017,STP,0.02696012052215282
2018,STP,0.02696012052215282
2019,STP,0.02696012052215282
2011,SUR,0.02696012052215282
2012,SUR,0.02696012052215282
2013,SUR,0.02696012052215282
2014,SUR,0.02696012052215282
2015,SUR,0.02696012052215282
2016,SUR,0.02696012052215282
2017,SUR,0.02696012052215282
2018,SUR,0.02696012052215282
2019,SUR,0.02696012052215282
2011,SVK,0.0
2012,SVK,0.0
2013,SVK,0.0
2014,SVK,0.0
2015,SVK,0.0
2016,SVK,0.0
2017,SVK,0.0
2018,SVK,0.0
2019,SVK,0.0
2011,SVN,0.008473411807813804
2012,SVN,0.009859561369757503
2013,SVN,0.010580187982874802
2014,SVN,0.012868472243004605
2015,SVN,0.011817156362464403
2016,SVN,0.011685345514420705
2017,SVN,0.012185665226542504
2018,SVN,0.013377112975799504
2019,SVN,0.013954520947638804
2011,SWE,0.0
2012,SWE,0.0
2013,SWE,0.0
2014,SWE,0.0
2015,SWE,0.0
2016,SWE,0.0
2017,SWE,0.0
2018,SWE,0.0
2019,SWE,0.0
2011,SWZ,0.02696012052215282
2012,SWZ,0.02696012052215282
2013,SWZ,0.02696012052215282
2014,SWZ,0.02696012052215282
2015,SWZ,0.02696012052215282
2016,SWZ,0.02696012052215282
2017,SWZ,0.02696012052215282
2018,SWZ,0.02696012052215282
2019,SWZ,0.02696012052215282
2011,SYR,0.02696012052215282
2012,SYR,0.02696012052215282
2013,SYR,0.02696012052215282
2014,SYR,0.02696012052215282
2015,SYR,0.02696012052215282
2016,SYR,0.02696012052215282
2017,SYR,0.02696012052215282
2018,SYR,0.02696012052215282
2019,SYR,0.02696012052215282
2011,TCD,0.02696012052215282
2012,TCD,0.02696012052215282
2013,TCD,0.02696012052215282
2014,TCD,0.02696012052215282
2015,TCD,0.02696012052215282
2016,TCD,0.02696012052215282
2017,TCD,0.02696012052215282
2018,TCD,0.02696012052215282
2019,TCD,0.02696012052215282
2011,TGO,0.02696012052215282
2012,TGO,0.02696012052215282
2013,TGO,0.02696012052215282
2014,TGO,0.02696012052215282
2015,TGO,0.02696012052215282
2016,TGO,0.02696012052215282
2017,TGO,0.02696012052215282
2018,TGO,0.02696012052215282
2019,TGO,0.02696012052215282
2011,THA,0.02696012052215282
2012,THA,0.02696012052215282
2013,THA,0.02696012052215282
2014,THA,0.02696012052215282
2015,THA,0.02696012052215282
2016,THA,0.02696012052215282
2017,THA,0.02696012052215282
2018,THA,0.02696012052215282
2019,THA,0.02696012052215282
2011,TJK,0.02696012052215282
2012,TJK,0.02696012052215282
2013,TJK,0.02696012052215282
2014,TJK,0.02696012052215282
2015,TJK,0.02696012052215282
2016,TJK,0.02696012052215282
2017,TJK,0.02696012052215282
2018,TJK,0.02696012052215282
2019,TJK,0.02696012052215282
2011,TKM,0.02696012052215282
2012,TKM,0.02696012052215282
2013,TKM,0.02696012052215282
2014,TKM,0.02696012052215282
2015,TKM,0.02696012052215282
2016,TKM,0.02696012052215282
2017,TKM,0.02696012052215282
2018,TKM,0.02696012052215282
2019,TKM,0.02696012052215282
2011,TLS,0.02696012052215282
2012,TLS,0.02696012052215282
2013,TLS,0.02696012052215282
2014,TLS,0.02696012052215282
2015,TLS,0.02696012052215282
2016,TLS,0.02696012052215282
2017,TLS,0.02696012052215282
2018,TLS,0.02696012052215282
2019,TLS,0.02696012052215282
2011,TON,0.02696012052215282
2012,TON,0.02696012052215282
2013,TON,0.02696012052215282
2014,TON,0.02696012052215282
2015,TON,0.02696012052215282
2016,TON,0.02696012052215282
2017,TON,0.02696012052215282
2018,TON,0.02696012052215282
2019,TON,0.02696012052215282
2011,TTO,0.02696012052215281
2012,TTO,0.02696012052215281
2013,TTO,0.02696012052215281
2014,TTO,0.02696012052215281
2015,TTO,0.02696012052215281
2016,TTO,0.02696012052215281
2017,TTO,0.02696012052215281
2018,TTO,0.02696012052215281
2019,TTO,0.02696012052215281
2011,TUN,0.02696012052215282
2012,TUN,0.02696012052215282
2013,TUN,0.02696012052215282
2014,TUN,0.02696012052215282
2015,TUN,0.02696012052215282
2016,TUN,0.02696012052215282
2017,TUN,0.02696012052215282
2018,TUN,0.02696012052215282
2019,TUN,0.02696012052215282
2011,TUR,0.10944115272889013
2012,TUR,0.09307753414834762
2013,TUR,0.09570438138803514
2014,TUR,0.09836094367957753
2015,TUR,0.11313723843799674
2016,TUR,0.10978070803663993
2017,TUR,0.10019954769189833
2018,TUR,0.11618024175203664
2019,TUR,0.10747120421732212
2011,TZA,0.02696012052215282
2012,TZA,0.02696012052215282
2013,TZA,0.02696012052215282
2014,TZA,0.02696012052215282
2015,TZA,0.02696012052215282
2016,TZA,0.02696012052215282
2017,TZA,0.02696012052215282
2018,TZA,0.02696012052215282
2019,TZA,0.02696012052215282
2011,UGA,0.02696012052215282
2012,UGA,0.02696012052215282
2013,UGA,0.02696012052215282
2014,UGA,0.02696012052215282
2015,UGA,0.02696012052215282
2016,UGA,0.02696012052215282
2017,UGA,0.02696012052215282
2018,UGA,0.02696012052215282
2019,UGA,0.02696012052215282
2011,UKR,0.0
2012,UKR,0.0
2013,UKR,0.0
2014,UKR,0.0
2015,UKR,0.0
2016,UKR,0.0
2017,UKR,0.0
2018,UKR,0.0
2019,UKR,0.0
2011,URY,0.0
2012,URY,0.0
2013,URY,0.0
2014,URY,0.0
2015,URY,0.0
2016,URY,0.0
2017,URY,0.0
2018,URY,0.0
2019,URY,0.0
2011,USA,0.013376872699372206
2012,USA,0.015563082576304404
2013,USA,0.011908989219678104
2014,USA,0.011320447589287201
2015,USA,0.014264854200647803
2016,USA,0.016060764631983304
2017,USA,0.015610482526424803
2018,USA,0.015665557631791206
2019,USA,0.015711492465399206
2011,UZB,0.02696012052215282
2012,UZB,0.02696012052215282
2013,UZB,0.02696012052215282
2014,UZB,0.02696012052215282
2015,UZB,0.02696012052215282
2016,UZB,0.02696012052215282
2017,UZB,0.02696012052215282
2018,UZB,0.02696012052215282
2019,UZB,0.02696012052215282
2011,VCT,0.02696012052215282
2012,VCT,0.02696012052215282
2013,VCT,0.02696012052215282
2014,VCT,0.02696012052215282
2015,VCT,0.02696012052215282
2016,VCT,0.02696012052215282
2017,VCT,0.02696012052215282
2018,VCT,0.02696012052215282
2019,VCT,0.02696012052215282
2011,VEN,0.02696012052215282
2012,VEN,0.02696012052215282
2013,VEN,0.02696012052215282
2014,VEN,0.02696012052215282
2015,VEN,0.02696012052215282
2016,VEN,0.02696012052215282
2017,VEN,0.02696012052215282
2018,VEN,0.02696012052215282
2019,VEN,0.02696012052215282
2011,VNM,0.02696012052215282
2012,VNM,0.02696012052215282
2013,VNM,0.02696012052215282
2014,VNM,0.02696012052215282
2015,VNM,0.02696012052215282
2016,VNM,0.02696012052215282
2017,VNM,0.02696012052215282
2018,VNM,0.02696012052215282
2019,VNM,0.02696012052215282
2011,VUT,0.02696012052215282
2012,VUT,0.02696012052215282
2013,VUT,0.02696012052215282
2014,VUT,0.02696012052215282
2015,VUT,0.02696012052215282
2016,VUT,0.02696012052215282
2017,VUT,0.02696012052215282
2018,VUT,0.02696012052215282
2019,VUT,0.02696012052215282
2011,WSM,0.02696012052215282
2012,WSM,0.02696012052215282
2013,WSM,0.02696012052215282
2014,WSM,0.02696012052215282
2015,WSM,0.02696012052215282
2016,WSM,0.02696012052215282
2017,WSM,0.02696012052215282
2018,WSM,0.02696012052215282
2019,WSM,0.02696012052215282
2011,YEM,0.02696012052215282
2012,YEM,0.02696012052215282
2013,YEM,0.02696012052215282
2014,YEM,0.02696012052215282
2015,YEM,0.02696012052215282
2016,YEM,0.02696012052215282
2017,YEM,0.02696012052215282
2018,YEM,0.02696012052215282
2019,YEM,0.02696012052215282
2011,ZAF,0.0
2012,ZAF,0.0
2013,ZAF,0.0
2014,ZAF,0.0
2015,ZAF,0.0
2016,ZAF,0.0
2017,ZAF,0.0
2018,ZAF,0.0
2019,ZAF,0.0
2011,ZMB,0.02696012052215282
2012,ZMB,0.02696012052215282
2013,ZMB,0.02696012052215282
2014,ZMB,0.02696012052215282
2015,ZMB,0.02696012052215282
2016,ZMB,0.02696012052215282
2017,ZMB,0.02696012052215282
2018,ZMB,0.02696012052215282
2019,ZMB,0.02696012052215282
2011,ZWE,0.02696012052215282
2012,ZWE,0.02696012052215282
2013,ZWE,0.02696012052215282
2014,ZWE,0.02696012052215282
2015,ZWE,0.02696012052215282
2016,ZWE,0.02696012052215282
2017,ZWE,0.02696012052215282
2018,ZWE,0.02696012052215282
2019,ZWE,0.02696012052215282
