Year,prodinit_ippu_plastic_tonne,iso_code3
2037,2317964.6491652,"IRN"
2038,2344757.61312684,"IRN"
2039,2371860.27245769,"IRN"
2040,2399276.2068745,"IRN"
2041,2427009.03747136,"IRN"
2042,2455062.42719798,"IRN"
2043,2483440.08134347,"IRN"
2044,2512145.74802579,"IRN"
2045,2541183.21868673,"IRN"
2046,2570556.32859275,"IRN"
2047,2600268.95734149,"IRN"
2048,2630325.02937422,"IRN"
2049,2660728.51449415,"IRN"
2050,2691483.42839079,"IRN"
2021,435028.9,"IRQ"
2022,482156.57995488,"IRQ"
2023,534389.709726841,"IRQ"
2024,592281.374421274,"IRQ"
2025,656444.57612342,"IRQ"
2026,727558.724842417,"IRQ"
2027,806376.832634231,"IRQ"
2028,893733.487080444,"IRQ"
2029,990553.688552315,"IRQ"
2030,1097862.64483595,"IRQ"
2031,1216796.62683174,"IRQ"
2032,1348615.0002766,"IRQ"
2033,1494713.56089035,"IRQ"
2034,1656639.31414919,"IRQ"
2035,1836106.85618581,"IRQ"
2036,2035016.52927025,"IRQ"
2037,2255474.54411557,"IRQ"
2038,2499815.28207909,"IRQ"
2039,2770626.01341243,"IRQ"
2040,3070774.29329629,"IRQ"
2041,3403438.32575056,"IRQ"
2042,3772140.6169366,"IRQ"
2043,4180785.27419913,"IRQ"
2044,4633699.34579882,"IRQ"
2045,5135678.63907323,"IRQ"
2046,5692038.5021843,"IRQ"
2047,6308670.10716916,"IRQ"
2048,6992102.83026316,"IRQ"
2049,7749573.39002656,"IRQ"
2050,8589102.47536326,"IRQ"
2021,39511.96,"ISL"
2022,41678.6241555683,"ISL"
2023,43964.0987564555,"ISL"
2024,46374.8988510971,"ISL"
2025,48917.8967448683,"ISL"
2026,51600.3415905023,"ISL"
2027,54429.8800527608,"ISL"
2028,57414.5781062665,"ISL"
2029,60562.9440286334,"ISL"
2030,63883.95265444,"ISL"
2031,67387.0709591861,"ISL"
2032,71082.2850461613,"ISL"
2033,74980.1286131573,"ISL"
2034,79091.7129801699,"ISL"
2035,83428.7587636903,"ISL"
2036,88003.6292878769,"ISL"
2037,92829.3658278501,"ISL"
2038,97919.7247855767,"ISL"
2039,103289.216904318,"ISL"
2040,108953.148633427,"ISL"
2041,114927.665761415,"ISL"
2042,121229.799441657,"ISL"
2043,127877.51474196,"ISL"
2044,134889.761856367,"ISL"
2045,142286.530125198,"ISL"
2046,150088.905017318,"ISL"
2047,158319.12823706,"ISL"
2048,167000.661127153,"ISL"
2049,176158.251548393,"ISL"
2050,185818.004426698,"ISL"
2021,1650882,"ISR"
2022,1738169.28143149,"ISR"
2023,1830071.71373366,"ISR"
2024,1926833.31433048,"ISR"
2025,2028711.00260834,"ISR"
2026,2135975.28208308,"ISR"
2027,2248910.95863531,"ISR"
2028,2367817.89672098,"ISR"
2029,2493011.81556533,"ISR"
2030,2624825.12745393,"ISR"
2031,2763607.82034689,"ISR"
2032,2909728.38715958,"ISR"
2033,3063574.80417739,"ISR"
2034,3225555.56120221,"ISR"
2035,3396100.7461661,"ISR"
2036,3575663.18709178,"ISR"
2037,3764719.65443221,"ISR"
2038,3963772.12698147,"ISR"
2039,4173349.12471851,"ISR"
2040,4394007.11212231,"ISR"
2041,4626331.9756848,"ISR"
2042,4870940.57954449,"ISR"
2043,5128482.40337124,"ISR"
2044,5399641.26685118,"ISR"
2045,5685137.1453505,"ISR"
2046,5985728.08157902,"ISR"
2047,6302212.19832942,"ISR"
2048,6635429.81763628,"ISR"
2049,6986265.69198157,"ISR"
2050,7355651.35347108,"ISR"
2021,11150240,"ITA"
2022,11087242.8667121,"ITA"
2023,11024601.6574942,"ITA"
2024,10962314.3614303,"ITA"
2025,10900378.9789658,"ITA"
2026,10838793.5218432,"ITA"
2027,10777556.0130384,"ITA"
2028,10716664.4866971,"ITA"
2029,10656116.9880719,"ITA"
2030,10595911.5734594,"ITA"
2031,10536046.3101377,"ITA"
2032,10476519.2763046,"ITA"
2033,10417328.5610157,"ITA"
2034,10358472.2641232,"ITA"
2035,10299948.4962149,"ITA"
2036,10241755.3785533,"ITA"
2037,10183891.0430157,"ITA"
2038,10126353.6320338,"ITA"
2039,10069141.2985344,"ITA"
2040,10012252.20588,"ITA"
2041,9955684.52780979,"ITA"
2042,9899436.44838093,"ITA"
2043,9843506.16191051,"ITA"
2044,9787891.87291741,"ITA"
2045,9732591.79606472,"ITA"
2046,9677604.15610239,"ITA"
2047,9622927.18781025,"ITA"
2048,9568559.13594138,"ITA"
2049,9514498.25516569,"ITA"
2050,9460742.81001399,"ITA"
2021,40936.28,"JAM"
2022,43133.9629078672,"JAM"
2023,45449.6294274239,"JAM"
2024,47889.6135628057,"JAM"
2025,50460.5893620563,"JAM"
2026,53169.5891725397,"JAM"
2027,56024.0228764037,"JAM"
2028,59031.6981587067,"JAM"
2029,62200.8418636493,"JAM"
2030,65540.1224973242,"JAM"
2031,69058.6739385371,"JAM"
2032,72766.1204225531,"JAM"
2033,76672.6028661082,"JAM"
2034,80788.8066056892,"JAM"
2035,85125.990624958,"JAM"
2036,89696.0183512618,"JAM"
2037,94511.3901054689,"JAM"
2038,99585.2772938886,"JAM"
2039,104931.5584358,"JAM"
2040,110564.857125134,"JAM"
2041,116500.58203015,"JAM"
2042,122754.969040504,"JAM"
2043,129345.125677016,"JAM"
2044,136289.077885578,"JAM"
2045,143605.819343231,"JAM"
2046,151315.363411253,"JAM"
2047,159438.797877371,"JAM"
2048,167998.342636836,"JAM"
2049,177017.410470137,"JAM"
2050,186520.671083586,"JAM"
2021,193026.7,"JOR"
2022,206197.515026648,"JOR"
2023,220267.01592663,"JOR"
2024,235296.522845835,"JOR"
2025,251351.539995359,"JOR"
2026,268502.041143346,"JOR"
2027,286822.774586835,"JOR"
2028,306393.588932795,"JOR"
2029,327299.781108202,"JOR"
2030,349632.468115951,"JOR"
2031,373488.984156818,"JOR"
2032,398973.304848309,"JOR"
2033,426196.500389276,"JOR"
2034,455277.219645378,"JOR"
2035,486342.207265205,"JOR"
2036,519526.856080844,"JOR"
2037,554975.797200476,"JOR"
2038,592843.530364821,"JOR"
2039,633295.097314783,"JOR"
2040,676506.801105067,"JOR"
2041,722666.974498822,"JOR"
2042,771976.800792239,"JOR"
2043,824651.190646587,"JOR"
2044,880919.718749235,"JOR"
2045,941027.624385984,"JOR"
2046,1005236.88028558,"JOR"
2047,1073827.33439481,"JOR"
2048,1147097.92956052,"JOR"
2049,1225368.0064343,"JOR"
2050,1308978.69527848,"JOR"
2021,21199750,"JPN"
2022,20938912.0495555,"JPN"
2023,20681283.4028241,"JPN"
2024,20426824.5731042,"JPN"
2025,20175496.5595315,"JPN"
2026,19927260.8411014,"JPN"
2027,19682079.3707649,"JPN"
2028,19439914.5695972,"JPN"
2029,19200729.3210376,"JPN"
2030,18964486.9652014,"JPN"
2031,18731151.2932603,"JPN"
2032,18500686.5418929,"JPN"
2033,18273057.3878037,"JPN"
2034,18048228.9423083,"JPN"
2035,17826166.7459869,"JPN"
2036,17606836.763402,"JPN"
2037,17390205.377882,"JPN"
2038,17176239.3863691,"JPN"
2039,16964905.9943299,"JPN"
2040,16756172.8107289,"JPN"
2041,16550007.8430644,"JPN"
2042,16346379.4924648,"JPN"
2043,16145256.548845,"JPN"
2044,15946608.1861237,"JPN"
2045,15750403.9574979,"JPN"
2046,15556613.7907768,"JPN"
2047,15365207.9837723,"JPN"
2048,15176157.199747,"JPN"
2049,14989432.4629173,"JPN"
2050,14805005.1540125,"JPN"
2021,448732.2,"KAZ"
2022,481225.622721151,"KAZ"
2023,516071.946616177,"KAZ"
2024,553441.549055955,"KAZ"
2025,593517.144711724,"KAZ"
2026,636494.678918916,"KAZ"
2027,682584.285730898,"KAZ"
2028,732011.315346935,"KAZ"
2029,785017.435937866,"KAZ"
2030,841861.815256763,"KAZ"
2031,902822.387811916,"KAZ"
2032,968197.213797864,"KAZ"
2033,1038305.93642881,"KAZ"
2034,1113491.34479991,"KAZ"
2035,1194121.04991786,"KAZ"
2036,1280589.28209555,"KAZ"
2037,1373318.81849901,"KAZ"
2038,1472763.0502711,"KAZ"
2039,1579408.19933896,"KAZ"
2040,1693775.69574411,"KAZ"
2041,1816424.72711878,"KAZ"
2042,1947954.97277403,"KAZ"
2043,2089009.53576754,"KAZ"
2044,2240278.08728716,"KAZ"
2045,2402500.23872437,"KAZ"
2046,2576469.15792503,"KAZ"
2047,2763035.44729867,"KAZ"
2048,2963111.30274786,"KAZ"
2049,3177674.97375255,"KAZ"
2050,3407775.54641607,"KAZ"
2021,497755.6,"KEN"
2022,549899.057057029,"KEN"
2023,607504.913962213,"KEN"
2024,671145.396144879,"KEN"
2025,741452.673738347,"KEN"
2026,819125.141216151,"KEN"
2027,904934.354865052,"KEN"
2028,999732.697007935,"KEN"
2029,1104461.84310883,"KEN"
2030,1220162.11586774,"KEN"
2031,1347982.81922369,"KEN"
2032,1489193.65491856,"KEN"
2033,1645197.33502753,"KEN"
2034,1817543.51574221,"KEN"
2035,2007944.19081726,"KEN"
2036,2218290.69759044,"KEN"
2037,2450672.50450495,"KEN"
2038,2707397.9667589,"KEN"
2039,2991017.25625756,"KEN"
2040,3304347.69364189,"KEN"
2041,3650501.73402819,"KEN"
2042,4032917.88445404,"KEN"
2043,4455394.86014764,"KEN"
2044,4922129.31891057,"KEN"
2045,5437757.54844682,"KEN"
2046,6007401.52073758,"KEN"
2047,6636719.77094091,"KEN"
2048,7331963.6062199,"KEN"
2049,8100039.20284729,"KEN"
2050,8948576.20842577,"KEN"
2021,29830.19,"KGZ"
2022,31836.619914174,"KGZ"
2023,33978.0057572405,"KGZ"
2024,36263.4248972226,"KGZ"
2025,38702.5652615377,"KGZ"
2026,41305.7664042733,"KGZ"
2027,44084.0633357181,"KGZ"
2028,47049.2332999431,"KGZ"
2029,50213.8456987229,"KGZ"
2030,53591.315373426,"KGZ"
2031,57195.9594707373,"KGZ"
2032,61043.0581332657,"KGZ"
2033,65148.9192723079,"KGZ"
2034,69530.9476973385,"KGZ"
2035,74207.7188952694,"KGZ"
2036,79199.0577722287,"KGZ"
2037,84526.1226916473,"KGZ"
2038,90211.495164892,"KGZ"
2039,96279.2755746447,"KGZ"
2040,102755.185336801,"KGZ"
2041,109666.675933952,"KGZ"
2042,117043.045282652,"KGZ"
2043,124915.56192774,"KGZ"
2044,133317.597590191,"KGZ"
2045,142284.768630361,"KGZ"
2046,151855.087026297,"KGZ"
2047,162069.121507105,"KGZ"
2048,172970.169524424,"KGZ"
2049,184604.440791001,"KGZ"
2050,197021.253164386,"KGZ"
2021,167732.6,"KHM"
2022,199273.874217465,"KHM"
2023,236746.326865725,"KHM"
2024,281265.286302646,"KHM"
2025,334155.812790195,"KHM"
2026,396992.137527158,"KHM"
2027,471644.517994172,"KHM"
2028,560334.90421139,"KHM"
2029,665703.07275673,"KHM"
2030,790885.196954583,"KHM"
2031,939607.191794452,"KHM"
2032,1116295.61189341,"KHM"
2033,1326209.40326421,"KHM"
2034,1575596.43034265,"KHM"
2035,1871879.43713737,"KHM"
2036,2223876.9774413,"KHM"
2037,2642065.88986132,"KHM"
2038,3138893.12996089,"KHM"
2039,3729146.24087321,"KHM"
2040,4430393.48905519,"KHM"
2041,5263506.76536259,"KHM"
2042,6253282.81504989,"KHM"
2043,7429181.28695605,"KHM"
2044,8826201.56913815,"KHM"
2045,10485924.5090485,"KHM"
2046,12457750.0239664,"KHM"
2047,14800367.4378654,"KHM"
2048,17583502.3077532,"KHM"
2049,20889991.7319454,"KHM"
2050,24818249.9096513,"KHM"
2021,265.2953,"KIR"
2022,328.18858693915,"KIR"
2023,405.991921444203,"KIR"
2024,502.240013326597,"KIR"
2025,621.305542457615,"KIR"
2026,768.597815478175,"KIR"
2027,950.808517852748,"KIR"
2028,1176.21572611276,"KIR"
2029,1455.05999197329,"KIR"
2030,1800.00958432888,"KIR"
2031,2226.73602569598,"KIR"
2032,2754.62607049451,"KIR"
2033,3407.66247129647,"KIR"
2034,4215.51354743323,"KIR"
2035,5214.88105652439,"KIR"
2036,6451.16760453911,"KIR"
2037,7980.53934706462,"KIR"
2038,9872.47769306666,"KIR"
2039,12212.9359384649,"KIR"
2040,15108.2442396196,"KIR"
2041,18689.9403349111,"KIR"
2042,23120.7454805701,"KIR"
2043,28601.9570955386,"KIR"
2044,35382.5939731274,"KIR"
2045,43770.7095387004,"KIR"
2046,54147.3871298514,"KIR"
2047,66984.0531234178,"KIR"
2048,82863.894467906,"KIR"
2049,102508.353648545,"KIR"
2050,126809.90478676,"KIR"
2021,9529551,"KOR"
2022,9949225.22932309,"KOR"
2023,10387381.5947676,"KOR"
2024,10844834.0356506,"KOR"
2025,11322432.3365619,"KOR"
2026,11821063.7059632,"KOR"
2027,12341654.4243065,"KOR"
2028,12885171.5647356,"KOR"
2029,13452624.789565,"KOR"
2030,14045068.2258752,"KOR"
2031,14663602.4237072,"KOR"
2032,15309376.4004947,"KOR"
2033,15983589.7755314,"KOR"
2034,16687494.9984388,"KOR"
2035,17422399.6757739,"KOR"
2036,18189669.0000987,"KOR"
2037,18990728.286025,"KOR"
2038,19827065.6179436,"KOR"
2039,20700234.6143579,"KOR"
2040,21611857.313957,"KOR"
2041,22563627.188789,"KOR"
2042,23557312.290132,"KOR"
2043,24594758.5329072,"KOR"
2044,25677893.1247348,"KOR"
2045,26808728.1460032,"KOR"
2046,27989364.2876017,"KOR"
2047,29221994.7532598,"KOR"
2048,30508909.3337429,"KOR"
2049,31852498.6604726,"KOR"
2050,33255258.6464728,"KOR"
2021,313060.4,"KWT"
2022,311044.644531804,"KWT"
2023,309041.868252631,"KWT"
2024,307051.987591162,"KWT"
2025,305074.919514179,"KWT"
2026,303110.581523107,"KWT"
2027,301158.891650567,"KWT"
2028,299219.768456958,"KWT"
2029,297293.131027058,"KWT"
2030,295378.898966647,"KWT"
2031,293476.992399154,"KWT"
2032,291587.331962324,"KWT"
2033,289709.838804901,"KWT"
2034,287844.434583348,"KWT"
2035,285991.041458567,"KWT"
2036,284149.582092657,"KWT"
2037,282319.979645689,"KWT"
2038,280502.157772492,"KWT"
2039,278696.040619473,"KWT"
2040,276901.552821453,"KWT"
2041,275118.619498516,"KWT"
2042,273347.166252891,"KWT"
2043,271587.119165842,"KWT"
2044,269838.404794589,"KWT"
2045,268100.950169239,"KWT"
2046,266374.682789742,"KWT"
2047,264659.530622868,"KWT"
2048,262955.422099198,"KWT"
2049,261262.286110142,"KWT"
2050,259580.052004966,"KWT"
2021,21179.47,"LAO"
2022,22651.3271226839,"LAO"
2023,24225.4702510891,"LAO"
2024,25909.0077021883,"LAO"
2025,27709.5417820372,"LAO"
2026,29635.2031153093,"LAO"
2027,31694.6873605455,"LAO"
2028,33897.2944769113,"LAO"
2029,36252.9707197802,"LAO"
2030,38772.3535547784,"LAO"
2031,41466.8196931103,"LAO"
2032,44348.5364650764,"LAO"
2033,47430.5167637679,"LAO"
2034,50726.6778070484,"LAO"
2035,54251.9039831706,"LAO"
2036,58022.114063819,"LAO"
2037,62054.3330880915,"LAO"
2038,66366.7692420229,"LAO"
2039,70978.8960808148,"LAO"
2040,75911.5404650598,"LAO"
2041,81186.9766080512,"LAO"
2042,86829.0266588659,"LAO"
2043,92863.16827542,"LAO"
2044,99316.6496732627,"LAO"
2045,106218.612669631,"LAO"
2046,113600.224278391,"LAO"
2047,121494.817450111,"LAO"
2048,129938.041592789,"LAO"
2049,138968.023552958,"LAO"
2050,148625.539784087,"LAO"
2021,131316.1,"LBN"
2022,136966.243100476,"LBN"
2023,142859.495134706,"LBN"
2024,149006.316360533,"LBN"
2025,155417.617109731,"LBN"
2026,162104.777153358,"LBN"
2027,169079.665900337,"LBN"
2028,176354.663465125,"LBN"
2029,183942.682641861,"LBN"
2030,191857.191823994,"LBN"
2031,200112.238910078,"LBN"
2032,208722.476238163,"LBN"
2033,217703.186593034,"LBN"
2034,227070.31033247,"LBN"
2035,236840.473680664,"LBN"
2036,247031.018239025,"LBN"
2037,257660.03176674,"LBN"
2038,268746.380285734,"LBN"
2039,280309.741567019,"LBN"
2040,292370.640057843,"LBN"
2041,304950.483311675,"LBN"
2042,318071.599985641,"LBN"
2043,331757.279472894,"LBN"
2044,346031.813240241,"LBN"
2045,360920.537944404,"LBN"
2046,376449.880403452,"LBN"
2047,392647.404503211,"LBN"
2048,409541.860121932,"LBN"
2049,427163.234160027,"LBN"
2050,445542.803765476,"LBN"
2021,118443.2,"LBY"
2022,125626.729469221,"LBY"
2023,133245.936931227,"LBY"
2024,141327.246070117,"LBY"
2025,149898.683155138,"LBY"
2026,158989.97423679,"LBY"
2027,168632.648237835,"LBY"
2028,178860.146296729,"LBY"
2029,189707.937742685,"LBY"
2030,201213.643104577,"LBY"
2031,213417.16458028,"LBY"
2032,226360.82441892,"LBY"
2033,240089.511695947,"LBY"
2034,254650.837990058,"LBY"
2035,270095.302501852,"LBY"
2036,286476.467186866,"LBY"
2037,303851.142510355,"LBY"
2038,322279.584468015,"LBY"
2039,341825.703555934,"LBY"
2040,362557.286414478,"LBY"
2041,384546.230914788,"LBY"
2042,407868.795503165,"LBY"
2043,432605.863668096,"LBY"
2044,458843.22444708,"LBY"
2045,486671.869946086,"LBY"
2046,516188.310903426,"LBY"
2047,547494.911392454,"LBY"
2048,580700.24382383,"LBY"
2049,615919.465478532,"LBY"
2050,653274.717877417,"LBY"
2021,297565.2,"LKA"
2022,302802.311395585,"LKA"
2023,308131.595315946,"LKA"
2024,313554.673986331,"LKA"
2025,319073.198182953,"LKA"
2026,324688.847735487,"LKA"
2027,330403.332038406,"LKA"
2028,336218.390571317,"LKA"
2029,342135.79342846,"LKA"
2030,348157.341857515,"LKA"
2031,354284.868807906,"LKA"
2032,360520.239488742,"LKA"
2033,366865.351936587,"LKA"
2034,373322.137593217,"LKA"
2035,379892.56189355,"LKA"
2036,386578.62486392,"LKA"
2037,393382.36173088,"LKA"
2038,400305.843540725,"LKA"
2039,407351.177789912,"LKA"
2040,414520.509066581,"LKA"
2041,421816.019703363,"LKA"
2042,429239.930441678,"LKA"
2043,436794.501107724,"LKA"
2044,444482.031300367,"LKA"
2045,452304.861091135,"LKA"
2046,460265.371736529,"LKA"
2047,468365.986402876,"LKA"
2048,476609.170903936,"LKA"
2049,484997.434451492,"LKA"
2050,493533.330419149,"LKA"
2021,2910.213,"LSO"
2022,3025.97958521646,"LSO"
2023,3146.35129804821,"LSO"
2024,3271.51132780082,"LSO"
2025,3401.65015094416,"LSO"
2026,3536.96582099163,"LSO"
2027,3677.6642699105,"LSO"
2028,3823.95962152227,"LSO"
2029,3976.07451736984,"LSO"
2030,4134.24045554759,"LSO"
2031,4298.69814300981,"LSO"
2032,4469.69786189382,"LSO"
2033,4647.49985041519,"LSO"
2034,4832.3746989148,"LSO"
2035,5024.6037616603,"LSO"
2036,5224.47958502897,"LSO"
2037,5432.30635272326,"LSO"
2038,5648.4003486969,"LSO"
2039,5873.09043849586,"LSO"
2040,6106.71856974677,"LSO"
2041,6349.64029255453,"LSO"
2042,6602.22530060098,"LSO"
2043,6864.85799376821,"LSO"
2044,7137.93806314267,"LSO"
2045,7421.88109929041,"LSO"
2046,7717.11922472915,"LSO"
2047,8024.10175155972,"LSO"
2048,8343.29586525775,"LSO"
2049,8675.1873356661,"LSO"
2050,9020.28125627024,"LSO"
2021,371536.1,"LTU"
2022,384582.91784634,"LTU"
2023,398087.886208648,"LTU"
2024,412067.09344638,"LTU"
2025,426537.192875926,"LTU"
2026,441515.422609568,"LTU"
2027,457019.626091106,"LTU"
2028,473068.273352605,"LTU"
2029,489680.483017599,"LTU"
2030,506876.045076948,"LTU"
2031,524675.444464497,"LTU"
2032,543099.88546061,"LTU"
2033,562171.316952658,"LTU"
2034,581912.458582552,"LTU"
2035,602346.827812467,"LTU"
2036,623498.767941004,"LTU"
2037,645393.477103165,"LTU"
2038,668057.03828869,"LTU"
2039,691516.450414505,"LTU"
2040,715799.66048832,"LTU"
2041,740935.596901667,"LTU"
2042,766954.203892066,"LTU"
2043,793886.477215344,"LTU"
2044,821764.501070633,"LTU"
2045,850621.486322018,"LTU"
2046,880491.810062367,"LTU"
2047,911411.056566483,"LTU"
2048,943416.059682367,"LTU"
2049,976544.946711078,"LTU"
2050,1010837.18382748,"LTU"
2021,114399.3,"LUX"
2022,113096.816024753,"LUX"
2023,111809.161375436,"LUX"
2024,110536.167213957,"LUX"
2025,109277.666624519,"LUX"
2026,108033.494591728,"LUX"
2027,106803.487978964,"LUX"
2028,105587.485506982,"LUX"
2029,104385.327732769,"LUX"
2030,103196.857028641,"LUX"
2031,102021.917561567,"LUX"
2032,100860.355272743,"LUX"
2033,99712.0178573879,"LUX"
2034,98576.7547447749,"LUX"
2035,97454.4170784877,"LUX"
2036,96344.8576969029,"LUX"
2037,95247.9311138938,"LUX"
2038,94163.4934997542,"LUX"
2039,93091.4026623394,"LUX"
2040,92031.5180284218,"LUX"
2041,90983.700625259,"LUX"
2042,89947.8130623715,"LUX"
2043,88923.7195135279,"LUX"
2044,87911.2856989356,"LUX"
2045,86910.3788676333,"LUX"
2046,85920.8677800856,"LUX"
2047,84942.6226909736,"LUX"
2048,83975.5153321837,"LUX"
2049,83019.4188959883,"LUX"
2050,82074.208018419,"LUX"
2021,144701.1,"LVA"
2022,149620.643121373,"LVA"
2023,154707.440703998,"LVA"
2024,159967.179059411,"LVA"
2025,165405.737822179,"LVA"
2026,171029.196522485,"LVA"
2027,176843.841382172,"LVA"
2028,182856.172341846,"LVA"
2029,189072.910326871,"LVA"
2030,195501.004760407,"LVA"
2031,202147.641331867,"LVA"
2032,209020.250029492,"LVA"
2033,216126.513446013,"LVA"
2034,223474.375366687,"LVA"
2035,231072.049649317,"LVA"
2036,238928.029406166,"LVA"
2037,247051.096498043,"LVA"
2038,255450.331351161,"LVA"
2039,264135.123107762,"LVA"
2040,273115.180121826,"LVA"
2041,282400.540811626,"LVA"
2042,292001.584881242,"LVA"
2043,301929.044923581,"LVA"
2044,312194.018417884,"LVA"
2045,322807.980135117,"LVA"
2046,333782.794965121,"LVA"
2047,345130.731179865,"LVA"
2048,356864.474147613,"LVA"
2049,368997.140513351,"LVA"
2050,381542.29286132,"LVA"
2021,15084.31,"MAC"
2022,14968.2178181159,"MAC"
2023,14853.0191073084,"MAC"
2024,14738.7069912266,"MAC"
2025,14625.2746464418,"MAC"
2026,14512.7153020396,"MAC"
2027,14401.0222392163,"MAC"
2028,14290.1887908775,"MAC"
2029,14180.2083412402,"MAC"
2030,14071.0743254379,"MAC"
2031,13962.7802291291,"MAC"
2032,13855.3195881075,"MAC"
2033,13748.6859879174,"MAC"
2034,13642.8730634696,"MAC"
2035,13537.8744986625,"MAC"
2036,13433.6840260043,"MAC"
2037,13330.2954262394,"MAC"
2038,13227.7025279768,"MAC"
2039,13125.899207322,"MAC"
2040,13024.8793875113,"MAC"
2041,12924.6370385492,"MAC"
2042,12825.1661768482,"MAC"
2043,12726.4608648719,"MAC"
2044,12628.5152107807,"MAC"
2045,12531.3233680795,"MAC"
2046,12434.8795352694,"MAC"
2047,12339.1779555011,"MAC"
2048,12244.2129162311,"MAC"
2049,12149.9787488812,"MAC"
2050,12056.4698284995,"MAC"
2021,510732.7,"MAR"
2022,547986.817824673,"MAR"
2023,587958.343982304,"MAR"
2024,630845.493018808,"MAR"
2025,676860.937743782,"MAR"
2026,726232.863852342,"MAR"
2027,779206.101473713,"MAR"
2028,836043.339257794,"MAR"
2029,897026.427020223,"MAR"
2030,962457.773405635,"MAR"
2031,1032661.84549995,"MAR"
2032,1107986.77782815,"MAR"
2033,1188806.09871634,"MAR"
2034,1275520.58257897,"MAR"
2035,1368560.23731655,"MAR"
2036,1468386.43667906,"MAR"
2037,1575494.2081693,"MAR"
2038,1690414.68783161,"MAR"
2039,1813717.75409903,"MAR"
2040,1946014.85375978,"MAR"
2041,2087962.03405689,"MAR"
2042,2240263.19595665,"MAR"
2043,2403673.58471861,"MAR"
2044,2579003.53507652,"MAR"
2045,2767122.48960202,"MAR"
2046,2968963.3101779,"MAR"
2047,3185526.90396091,"MAR"
2048,3417887.18677386,"MAR"
2049,3667196.40853999,"MAR"
2050,3934690.86716769,"MAR"
2021,56662.99,"MDA"
2022,60597.2741384913,"MDA"
2023,64804.7276187767,"MDA"
2024,69304.317421041,"MDA"
2025,74116.327460726,"MDA"
2026,79262.4500273601,"MDA"
2027,84765.8835722649,"MDA"
2028,90651.4372859599,"MDA"
2029,96945.6429366958,"MDA"
2030,103676.874474278,"MDA"
2031,110875.475938346,"MDA"
2032,118573.898247722,"MDA"
2033,126806.845487447,"MDA"
2034,135611.43135299,"MDA"
2035,145027.346456837,"MDA"
2036,155097.037251704,"MDA"
2037,165865.897376918,"MDA"
2038,177382.472290572,"MDA"
2039,189698.678109911,"MDA"
2040,202870.035646473,"MDA"
2041,216955.920690998,"MDA"
2042,232019.831676394,"MDA"
2043,248129.675925345,"MDA"
2044,265358.075772971,"MDA"
2045,283782.695944519,"MDA"
2046,303486.593663873,"MDA"
2047,324558.593071186,"MDA"
2048,347093.685637445,"MDA"
2049,371193.458381063,"MDA"
2050,396966.551816837,"MDA"
2021,35621.95,"MDG"
2022,38469.3854543758,"MDG"
2023,41544.4302526206,"MDG"
2024,44865.2783149292,"MDG"
2025,48451.5778898926,"MDG"
2026,52324.5478060294,"MDG"
2027,56507.1030158669,"MDG"
2028,61023.9901753695,"MDG"
2029,65901.9340608902,"MDG"
2030,71169.7956899396,"MDG"
2031,76858.7430813152,"MDG"
2032,83002.4356649188,"MDG"
2033,89637.223432344,"MDG"
2034,96802.3620065395,"MDG"
2035,104540.244903033,"MDG"
2036,112896.654356924,"MDG"
2037,121921.032199695,"MDG"
2038,131666.772388525,"MDG"
2039,142191.536918887,"MDG"
2040,153557.596989574,"MDG"
2041,165832.201438709,"MDG"
2042,179087.974630625,"MDG"
2043,193403.346147782,"MDG"
2044,208863.014830044,"MDG"
2045,225558.449906868,"MDG"
2046,243588.432187425,"MDG"
2047,263059.638510669,"MDG"
2048,284087.272913349,"MDG"
2049,306795.748250337,"MDG"
2050,331319.422300178,"MDG"
2021,7282.694,"MDV"
2022,7357.91198535485,"MDV"
2023,7433.90684604193,"MDV"
2024,7510.68660587736,"MDV"
2025,7588.25937154975,"MDV"
2026,7666.6333334762,"MDV"
2027,7745.81676666705,"MDV"
2028,7825.81803159958,"MDV"
2029,7906.64557510073,"MDV"
2030,7988.30793123898,"MDV"
2031,8070.81372222538,"MDV"
2032,8154.17165932394,"MDV"
2033,8238.39054377136,"MDV"
2034,8323.47926770634,"MDV"
2035,8409.4468151084,"MDV"
2036,8496.30226274649,"MDV"
2037,8584.05478113729,"MDV"
2038,8672.71363551355,"MDV"
2039,8762.28818680224,"MDV"
2040,8852.78789261301,"MDV"
2041,8944.22230823669,"MDV"
2042,9036.60108765424,"MDV"
2043,9129.93398455595,"MDV"
2044,9224.2308533714,"MDV"
2045,9319.50165030982,"MDV"
2046,9415.75643441135,"MDV"
2047,9513.0053686091,"MDV"
2048,9611.25872080221,"MDV"
2049,9710.52686493993,"MDV"
2050,9810.820282117,"MDV"
2021,5656888,"MEX"
2022,5703680.73044603,"MEX"
2023,5750860.52169698,"MEX"
2024,5798430.57544817,"MEX"
2025,5846394.11987878,"MEX"
2026,5894754.40987087,"MEX"
2027,5943514.72723028,"MEX"
2028,5992678.38090935,"MEX"
2029,6042248.70723147,"MEX"
2030,6092229.07011745,"MEX"
2031,6142622.86131386,"MEX"
2032,6193433.50062316,"MEX"
2033,6244664.43613577,"MEX"
2034,6296319.1444641,"MEX"
2035,6348401.13097843,"MEX"
2036,6400913.93004484,"MEX"
2037,6453861.105265,"MEX"
2038,6507246.24971806,"MEX"
2039,6561072.98620445,"MEX"
