Year,Nation,iso_code3,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas
2006,belarus,BLR,,-0.8823544993283766
2007,belarus,BLR,,-0.8893983504921018
2008,belarus,BLR,,-0.9157571041267593
2009,belarus,BLR,,-0.8849910208351753
2010,belarus,BLR,,-0.9105445803118721
2011,belarus,BLR,,-0.8867938180517712
2012,belarus,BLR,,-0.8717534236623198
2013,belarus,BLR,,-0.8797597941656611
2014,belarus,BLR,,-0.8919858160985373
2015,belarus,BLR,,-0.9070273196701155
2016,belarus,BLR,,-0.9031180683070996
2017,belarus,BLR,,-0.9091194361088697
1960,belgium,BEL,,-0.0
1961,belgium,BEL,,-0.0
1962,belgium,BEL,,-0.0
1963,belgium,BEL,,-0.0
1964,belgium,BEL,,-0.0
1965,belgium,BEL,,-0.0
1966,belgium,BEL,,-0.024604475919890744
1967,belgium,BEL,,-0.1250353850954658
1968,belgium,BEL,,-0.24543890450799521
1969,belgium,BEL,,-0.39974075503284057
1970,belgium,BEL,,-0.48247909743730105
1971,belgium,BEL,,-0.6485787103343875
1972,belgium,BEL,,-0.6675835417140258
1973,belgium,BEL,,-0.6787102020344032
1974,belgium,BEL,,-0.65239589719717
1975,belgium,BEL,,-0.706463024730848
1976,belgium,BEL,,-0.7130467459150098
1977,belgium,BEL,,-0.7050280411430294
1978,belgium,BEL,,-0.6689265850045868
1979,belgium,BEL,,-0.6145644583957465
1980,belgium,BEL,,-0.6002056046912922
1981,belgium,BEL,,-0.5889108381643214
1982,belgium,BEL,,-0.5587928917408485
1983,belgium,BEL,,-0.6363583009364926
1984,belgium,BEL,,-0.5905383840018289
1985,belgium,BEL,,-0.5828870283756555
1986,belgium,BEL,,-0.5773020859736897
1987,belgium,BEL,,-0.5925216954261411
1988,belgium,BEL,,-0.5434244326930361
1989,belgium,BEL,,-0.5572754621375599
1990,belgium,BEL,,-0.5361926505358058
1991,belgium,BEL,,-0.5550108793941448
1992,belgium,BEL,,-0.5689635763675394
1993,belgium,BEL,,-0.594551937636877
1994,belgium,BEL,,-0.5724043234326711
1995,belgium,BEL,,-0.5681460435722904
1996,belgium,BEL,,-0.6206956470204152
1997,belgium,BEL,,-0.610130898145542
1998,belgium,BEL,,-0.644627270099299
1999,belgium,BEL,,-0.6772505122322431
2000,belgium,BEL,,-0.6445787681654842
2001,belgium,BEL,,-0.6012492920291609
2002,belgium,BEL,,-0.6433839649673325
2003,belgium,BEL,,-0.6730827257766805
2004,belgium,BEL,,-0.6734467296902852
2005,belgium,BEL,,-0.693459814491537
2006,belgium,BEL,,-0.6735907842863872
2007,belgium,BEL,,-0.6981777567799949
2008,belgium,BEL,,-0.6892872671472624
2009,belgium,BEL,,-0.8173568156863522
2010,belgium,BEL,,-0.7896316910124209
2011,belgium,BEL,,-0.7712085253757403
2012,belgium,BEL,,-0.7211575301567871
2013,belgium,BEL,,-0.7191458569298164
2014,belgium,BEL,,-0.659854728114974
2015,belgium,BEL,,-0.685942088196156
2016,belgium,BEL,,-0.7553263126437476
2017,belgium,BEL,,-0.7554425196276482
1960,belize,CRI,BLZ,-0.0
1961,belize,CRI,BLZ,-0.0
1962,belize,CRI,BLZ,-0.0
1963,belize,CRI,BLZ,-0.0
1964,belize,CRI,BLZ,-0.0
1965,belize,CRI,BLZ,-0.0
1966,belize,CRI,BLZ,-0.0
1967,belize,CRI,BLZ,-0.0
1968,belize,CRI,BLZ,-0.0
1969,belize,CRI,BLZ,-0.0
1970,belize,CRI,BLZ,-0.0
1971,belize,CRI,BLZ,-0.0
1972,belize,CRI,BLZ,-0.0
1973,belize,CRI,BLZ,-0.0
1974,belize,CRI,BLZ,-0.0
1975,belize,CRI,BLZ,-0.0
1976,belize,CRI,BLZ,-0.0
1977,belize,CRI,BLZ,-0.0
1978,belize,CRI,BLZ,-0.0
1979,belize,CRI,BLZ,-0.0
1980,belize,CRI,BLZ,-0.0
1981,belize,CRI,BLZ,-0.0
1982,belize,CRI,BLZ,-0.0
1983,belize,CRI,BLZ,-0.0
1984,belize,CRI,BLZ,-0.0
1985,belize,CRI,BLZ,-0.0
1986,belize,CRI,BLZ,-0.0
1987,belize,CRI,BLZ,-0.0
1988,belize,CRI,BLZ,-0.0
1989,belize,CRI,BLZ,-0.0
1990,belize,CRI,BLZ,-0.0
1991,belize,CRI,BLZ,-0.0
1992,belize,CRI,BLZ,-0.0
1993,belize,CRI,BLZ,-0.0
1994,belize,CRI,BLZ,-0.0
1995,belize,CRI,BLZ,-0.0
1996,belize,CRI,BLZ,-0.0
1997,belize,CRI,BLZ,-0.0
1998,belize,CRI,BLZ,-0.0
1999,belize,CRI,BLZ,-0.0
2000,belize,CRI,BLZ,-0.0
2001,belize,CRI,BLZ,-0.0
2002,belize,CRI,BLZ,-0.0
2003,belize,CRI,BLZ,-0.0
2004,belize,CRI,BLZ,-0.0
2005,belize,CRI,BLZ,-0.0
2006,belize,CRI,BLZ,-0.0
2007,belize,CRI,BLZ,-0.0
2008,belize,CRI,BLZ,-0.0
2009,belize,CRI,BLZ,-0.0
2010,belize,CRI,BLZ,-0.0
2011,belize,CRI,BLZ,-0.0
2012,belize,CRI,BLZ,-0.0
2013,belize,CRI,BLZ,-0.0
2014,belize,CRI,BLZ,-0.0
2015,belize,CRI,BLZ,-0.0
2016,belize,CRI,BLZ,-0.0
2017,belize,CRI,BLZ,-0.0
1960,benin,BEN,,-0.0
1961,benin,BEN,,-0.0
1962,benin,BEN,,-0.0
1963,benin,BEN,,-0.0
1964,benin,BEN,,-0.0
1965,benin,BEN,,-0.0
1966,benin,BEN,,-0.0
1967,benin,BEN,,-0.0
1968,benin,BEN,,-0.0
1969,benin,BEN,,-0.0
1970,benin,BEN,,-0.0
1971,benin,BEN,,-0.0
1972,benin,BEN,,-0.0
1973,benin,BEN,,-0.0
1974,benin,BEN,,-0.0
1975,benin,BEN,,-0.0
1976,benin,BEN,,-0.0
1977,benin,BEN,,-0.0
1978,benin,BEN,,-0.0
1979,benin,BEN,,-0.0
1980,benin,BEN,,-0.0
1981,benin,BEN,,-0.0
1982,benin,BEN,,-0.0
1983,benin,BEN,,-0.0
1984,benin,BEN,,-0.0
1985,benin,BEN,,-0.0
1986,benin,BEN,,-0.0
1987,benin,BEN,,-0.0
1988,benin,BEN,,-0.0
1989,benin,BEN,,-0.0
1990,benin,BEN,,-0.0
1991,benin,BEN,,-0.0
1992,benin,BEN,,-0.0
1993,benin,BEN,,-0.0
1994,benin,BEN,,-0.0
1995,benin,BEN,,-0.0
1996,benin,BEN,,-0.0
1997,benin,BEN,,-0.0
1998,benin,BEN,,-0.0
1999,benin,BEN,,-0.0
2000,benin,BEN,,-0.0
2001,benin,BEN,,-0.0
2002,benin,BEN,,-0.0
2003,benin,BEN,,-0.0
2004,benin,BEN,,-0.0
2005,benin,BEN,,-0.0
2006,benin,BEN,,-0.0
2007,benin,BEN,,-0.0
2008,benin,BEN,,-0.0
2009,benin,BEN,,-0.0
2010,benin,BEN,,-0.0
2011,benin,BEN,,-0.0
2012,benin,BEN,,-0.0
2013,benin,BEN,,-0.0
2014,benin,BEN,,-0.0
2015,benin,BEN,,-0.0
2016,benin,BEN,,-0.0
2017,benin,BEN,,-0.0
1960,bolivia,CRI,BOL,-0.0
1961,bolivia,CRI,BOL,-0.0
1962,bolivia,CRI,BOL,-0.0
1963,bolivia,CRI,BOL,-0.0
1964,bolivia,CRI,BOL,-0.0
1965,bolivia,CRI,BOL,-0.0
1966,bolivia,CRI,BOL,-0.0
1967,bolivia,CRI,BOL,-0.0
1968,bolivia,CRI,BOL,-0.0
1969,bolivia,CRI,BOL,-0.0
1970,bolivia,CRI,BOL,-0.0
1971,bolivia,CRI,BOL,-0.0
1972,bolivia,CRI,BOL,-0.0
1973,bolivia,CRI,BOL,-0.0
1974,bolivia,CRI,BOL,-0.0
1975,bolivia,CRI,BOL,-0.0
1976,bolivia,CRI,BOL,-0.0
1977,bolivia,CRI,BOL,-0.0
1978,bolivia,CRI,BOL,-0.0
1979,bolivia,CRI,BOL,-0.0
1980,bolivia,CRI,BOL,-0.0
1981,bolivia,CRI,BOL,-0.0
1982,bolivia,CRI,BOL,-0.0
1983,bolivia,CRI,BOL,-0.0
1984,bolivia,CRI,BOL,-0.0
1985,bolivia,CRI,BOL,-0.0
1986,bolivia,CRI,BOL,-0.0
1987,bolivia,CRI,BOL,-0.0
1988,bolivia,CRI,BOL,-0.0
1989,bolivia,CRI,BOL,-0.0
1990,bolivia,CRI,BOL,-0.0
1991,bolivia,CRI,BOL,-0.0
1992,bolivia,CRI,BOL,-0.0
1993,bolivia,CRI,BOL,-0.0
1994,bolivia,CRI,BOL,-0.0
1995,bolivia,CRI,BOL,-0.0
1996,bolivia,CRI,BOL,-0.0
1997,bolivia,CRI,BOL,-0.0
1998,bolivia,CRI,BOL,-0.0
1999,bolivia,CRI,BOL,-0.0
2000,bolivia,CRI,BOL,-0.0
2001,bolivia,CRI,BOL,-0.0
2002,bolivia,CRI,BOL,-0.0
2003,bolivia,CRI,BOL,-0.0
2004,bolivia,CRI,BOL,-0.0
2005,bolivia,CRI,BOL,-0.0
2006,bolivia,CRI,BOL,-0.0
2007,bolivia,CRI,BOL,-0.0
2008,bolivia,CRI,BOL,-0.0
2009,bolivia,CRI,BOL,-0.0
2010,bolivia,CRI,BOL,-0.0
2011,bolivia,CRI,BOL,-0.0
2012,bolivia,CRI,BOL,-0.0
2013,bolivia,CRI,BOL,-0.0
2014,bolivia,CRI,BOL,-0.0
2015,bolivia,CRI,BOL,-0.0
2016,bolivia,CRI,BOL,-0.0
2017,bolivia,CRI,BOL,-0.0
1960,bosnia and herzegovina,BIH,,-0.0
1961,bosnia and herzegovina,BIH,,-0.0
1962,bosnia and herzegovina,BIH,,-0.0
1963,bosnia and herzegovina,BIH,,-0.0
1964,bosnia and herzegovina,BIH,,-0.0
1965,bosnia and herzegovina,BIH,,-0.0
1966,bosnia and herzegovina,BIH,,-0.0
1967,bosnia and herzegovina,BIH,,-0.0
1968,bosnia and herzegovina,BIH,,-0.0
1969,bosnia and herzegovina,BIH,,-0.0
1970,bosnia and herzegovina,BIH,,-0.0
1971,bosnia and herzegovina,BIH,,-0.0
1972,bosnia and herzegovina,BIH,,-0.0
1973,bosnia and herzegovina,BIH,,-0.0
1974,bosnia and herzegovina,BIH,,-0.0
1975,bosnia and herzegovina,BIH,,-0.0
1976,bosnia and herzegovina,BIH,,-0.0
1977,bosnia and herzegovina,BIH,,-0.0
1978,bosnia and herzegovina,BIH,,-0.0
1979,bosnia and herzegovina,BIH,,-0.0
1980,bosnia and herzegovina,BIH,,-0.0
1981,bosnia and herzegovina,BIH,,-0.0
1982,bosnia and herzegovina,BIH,,-0.0
1983,bosnia and herzegovina,BIH,,-0.0
1984,bosnia and herzegovina,BIH,,-0.0
1985,bosnia and herzegovina,BIH,,-0.0
1986,bosnia and herzegovina,BIH,,-0.0
1987,bosnia and herzegovina,BIH,,-0.0
1988,bosnia and herzegovina,BIH,,-0.0
1989,bosnia and herzegovina,BIH,,-0.0
1990,bosnia and herzegovina,BIH,,-1.0
1991,bosnia and herzegovina,BIH,,-0.7083259573264836
1992,bosnia and herzegovina,BIH,,-0.8696190771136575
1993,bosnia and herzegovina,BIH,,-0.6317170534733685
1994,bosnia and herzegovina,BIH,,-0.527117807149501
1995,bosnia and herzegovina,BIH,,-0.414992142764219
1996,bosnia and herzegovina,BIH,,-0.38029789465966585
1997,bosnia and herzegovina,BIH,,-0.3862079103768091
1998,bosnia and herzegovina,BIH,,-0.26555415602627835
1999,bosnia and herzegovina,BIH,,-0.22903863572172928
2000,bosnia and herzegovina,BIH,,-0.37549491854807754
2001,bosnia and herzegovina,BIH,,-0.319414003922021
2002,bosnia and herzegovina,BIH,,-0.35471386098552155
2003,bosnia and herzegovina,BIH,,-0.26022070000197406
2004,bosnia and herzegovina,BIH,,-0.34267665332967123
2005,bosnia and herzegovina,BIH,,-0.2896588160706319
2006,bosnia and herzegovina,BIH,,-0.2558355686688669
2007,bosnia and herzegovina,BIH,,-0.23350232420969852
2008,bosnia and herzegovina,BIH,,-0.24192542278902138
2009,bosnia and herzegovina,BIH,,-0.16340673227571798
2010,bosnia and herzegovina,BIH,,-0.1433291853666068
2011,bosnia and herzegovina,BIH,,-0.13095743456048392
2012,bosnia and herzegovina,BIH,,-0.1277550111941764
2013,bosnia and herzegovina,BIH,,-0.12033979573679683
2014,bosnia and herzegovina,BIH,,-0.1079312769231774
2015,bosnia and herzegovina,BIH,,-0.11291025939301544
2016,bosnia and herzegovina,BIH,,-0.13252592738092256
2017,bosnia and herzegovina,BIH,,-0.1343249212606224
1960,botswana,BWA,,-0.0
1961,botswana,BWA,,-0.0
1962,botswana,BWA,,-0.0
1963,botswana,BWA,,-0.0
1964,botswana,BWA,,-0.0
1965,botswana,BWA,,-0.0
1966,botswana,BWA,,-0.0
1967,botswana,BWA,,-0.0
1968,botswana,BWA,,-0.0
1969,botswana,BWA,,-0.0
1970,botswana,BWA,,-0.0
1971,botswana,BWA,,-0.0
1972,botswana,BWA,,-0.0
1973,botswana,BWA,,-0.0
1974,botswana,BWA,,-0.0
1975,botswana,BWA,,-0.0
1976,botswana,BWA,,-0.0
1977,botswana,BWA,,-0.0
1978,botswana,BWA,,-0.0
1979,botswana,BWA,,-0.0
1980,botswana,BWA,,-0.0
1981,botswana,BWA,,-0.0
1982,botswana,BWA,,-0.0
1983,botswana,BWA,,-0.0
1984,botswana,BWA,,-0.0
1985,botswana,BWA,,-0.0
1986,botswana,BWA,,-0.0
1987,botswana,BWA,,-0.0
1988,botswana,BWA,,-0.0
1989,botswana,BWA,,-0.0
1990,botswana,BWA,,-0.0
1991,botswana,BWA,,-0.0
1992,botswana,BWA,,-0.0
1993,botswana,BWA,,-0.0
1994,botswana,BWA,,-0.0
1995,botswana,BWA,,-0.0
1996,botswana,BWA,,-0.0
1997,botswana,BWA,,-0.0
1998,botswana,BWA,,-0.0
1999,botswana,BWA,,-0.0
2000,botswana,BWA,,-0.0
2001,botswana,BWA,,-0.0
2002,botswana,BWA,,-0.0
2003,botswana,BWA,,-0.0
2004,botswana,BWA,,-0.0
2005,botswana,BWA,,-0.0
2006,botswana,BWA,,-0.0
2007,botswana,BWA,,-0.0
2008,botswana,BWA,,-0.0
2009,botswana,BWA,,-0.0
2010,botswana,BWA,,-0.0
2011,botswana,BWA,,-0.0
2012,botswana,BWA,,-0.0
2013,botswana,BWA,,-0.0
2014,botswana,BWA,,-0.0
2015,botswana,BWA,,-0.0
2016,botswana,BWA,,-0.0
2017,botswana,BWA,,-0.0
1960,brazil,BRA,,-0.0
1961,brazil,BRA,,-0.0
1962,brazil,BRA,,-0.0
1963,brazil,BRA,,-0.0
1964,brazil,BRA,,-0.0
1965,brazil,BRA,,-0.0
1966,brazil,BRA,,-0.0
1967,brazil,BRA,,-0.0
1968,brazil,BRA,,-0.0
1969,brazil,BRA,,-0.0
1970,brazil,BRA,,-0.0
1971,brazil,BRA,,-0.0
1972,brazil,BRA,,-0.0
1973,brazil,BRA,,-0.0
1974,brazil,BRA,,-0.0
1975,brazil,BRA,,-0.0
1976,brazil,BRA,,-0.0
1977,brazil,BRA,,-0.0
1978,brazil,BRA,,-0.0
1979,brazil,BRA,,-0.0
1980,brazil,BRA,,-0.0
1981,brazil,BRA,,-0.0
1982,brazil,BRA,,-0.0
1983,brazil,BRA,,-0.0
1984,brazil,BRA,,-0.0
1985,brazil,BRA,,-0.0
1986,brazil,BRA,,-0.0
1987,brazil,BRA,,-0.0
1988,brazil,BRA,,-0.0
1989,brazil,BRA,,-0.0
1990,brazil,BRA,,-0.0
1991,brazil,BRA,,-0.0
1992,brazil,BRA,,-0.0
1993,brazil,BRA,,-0.0
1994,brazil,BRA,,-0.0
1995,brazil,BRA,,-0.0
1996,brazil,BRA,,-0.0
1997,brazil,BRA,,-0.0
1998,brazil,BRA,,-0.0
1999,brazil,BRA,,-0.022787602975054798
2000,brazil,BRA,,-0.10557853799306958
2001,brazil,BRA,,-0.21415061498454316
2002,brazil,BRA,,-0.2427477603277276
2003,brazil,BRA,,-0.22547477530396173
2004,brazil,BRA,,-0.3173467459622451
2005,brazil,BRA,,-0.3388171787722798
2006,brazil,BRA,,-0.35362637950996867
2007,brazil,BRA,,-0.3587701534352625
2008,brazil,BRA,,-0.36962229122717594
2009,brazil,BRA,,-0.33427207876969983
2010,brazil,BRA,,-0.4167040543673122
2011,brazil,BRA,,-0.35032794163153264
2012,brazil,BRA,,-0.40870570006900186
2013,brazil,BRA,,-0.46245329339236124
2014,brazil,BRA,,-0.505829602523741
2015,brazil,BRA,,-0.4891711651515418
2016,brazil,BRA,,-0.3674059450699995
2017,brazil,BRA,,-0.355755887535582
1960,bulgaria,BGR,,-0.0
1961,bulgaria,BGR,,-0.0
1962,bulgaria,BGR,,-0.0
1963,bulgaria,BGR,,-0.0
1964,bulgaria,BGR,,-0.0
1965,bulgaria,BGR,,-0.0
1966,bulgaria,BGR,,-0.0
1967,bulgaria,BGR,,-0.0
1968,bulgaria,BGR,,-0.0
1969,bulgaria,BGR,,-0.0
1970,bulgaria,BGR,,-0.0
1971,bulgaria,BGR,,-0.0
1972,bulgaria,BGR,,-0.0
1973,bulgaria,BGR,,-0.0
1974,bulgaria,BGR,,-0.06942133365070377
1975,bulgaria,BGR,,-0.22130226466875577
1976,bulgaria,BGR,,-0.35356904196777506
1977,bulgaria,BGR,,-0.4099869546984936
1978,bulgaria,BGR,,-0.41811905167361524
1979,bulgaria,BGR,,-0.4242095623859373
1980,bulgaria,BGR,,-0.4682575040321597
1981,bulgaria,BGR,,-0.48918462422272296
1982,bulgaria,BGR,,-0.5131540782150823
1983,bulgaria,BGR,,-0.5276029307386283
1984,bulgaria,BGR,,-0.5361726835628717
1985,bulgaria,BGR,,-0.5189057439492462
1986,bulgaria,BGR,,-0.5688503495179308
1987,bulgaria,BGR,,-0.5870014049043883
1988,bulgaria,BGR,,-0.6126082409846908
1989,bulgaria,BGR,,-0.6057879871259385
1990,bulgaria,BGR,,-0.6315875288137773
1991,bulgaria,BGR,,-0.664303428909426
1992,bulgaria,BGR,,-0.6678635840488183
1993,bulgaria,BGR,,-0.667999585338263
1994,bulgaria,BGR,,-0.7043456408130976
1995,bulgaria,BGR,,-0.7169990287633111
1996,bulgaria,BGR,,-0.7192230450737335
1997,bulgaria,BGR,,-0.6975119163125034
1998,bulgaria,BGR,,-0.6718469005172233
1999,bulgaria,BGR,,-0.6407412584665167
2000,bulgaria,BGR,,-0.6373985441174274
2001,bulgaria,BGR,,-0.6146667842905899
2002,bulgaria,BGR,,-0.5711269656377403
2003,bulgaria,BGR,,-0.571055192771206
2004,bulgaria,BGR,,-0.5659755131415902
2005,bulgaria,BGR,,-0.6023585033094692
2006,bulgaria,BGR,,-0.6141595911197032
2007,bulgaria,BGR,,-0.5340309415929771
2008,bulgaria,BGR,,-0.5281191714410008
2009,bulgaria,BGR,,-0.5751209882632418
2010,bulgaria,BGR,,-0.6316171241179438
2011,bulgaria,BGR,,-0.6060798845448783
2012,bulgaria,BGR,,-0.5941188624599677
2013,bulgaria,BGR,,-0.6299518572920758
2014,bulgaria,BGR,,-0.5988964902148275
2015,bulgaria,BGR,,-0.6487671617472747
2016,bulgaria,BGR,,-0.6607551848923703
2017,bulgaria,BGR,,-0.7018749138693239
1960,cambodia,KHM,,-0.0
1961,cambodia,KHM,,-0.0
1962,cambodia,KHM,,-0.0
1963,cambodia,KHM,,-0.0
1964,cambodia,KHM,,-0.0
1965,cambodia,KHM,,-0.0
1966,cambodia,KHM,,-0.0
1967,cambodia,KHM,,-0.0
1968,cambodia,KHM,,-0.0
1969,cambodia,KHM,,-0.0
1970,cambodia,KHM,,-0.0
1971,cambodia,KHM,,-0.0
1972,cambodia,KHM,,-0.0
1973,cambodia,KHM,,-0.0
1974,cambodia,KHM,,-0.0
1975,cambodia,KHM,,-0.0
1976,cambodia,KHM,,-0.0
1977,cambodia,KHM,,-0.0
1978,cambodia,KHM,,-0.0
1979,cambodia,KHM,,-0.0
1980,cambodia,KHM,,-0.0
1981,cambodia,KHM,,-0.0
1982,cambodia,KHM,,-0.0
1983,cambodia,KHM,,-0.0
1984,cambodia,KHM,,-0.0
1985,cambodia,KHM,,-0.0
1986,cambodia,KHM,,-0.0
1987,cambodia,KHM,,-0.0
1988,cambodia,KHM,,-0.0
1989,cambodia,KHM,,-0.0
1990,cambodia,KHM,,-0.0
1991,cambodia,KHM,,-0.0
1992,cambodia,KHM,,-0.0
1993,cambodia,KHM,,-0.0
1994,cambodia,KHM,,-0.0
1995,cambodia,KHM,,-0.0
1996,cambodia,KHM,,-0.0
1997,cambodia,KHM,,-0.0
1998,cambodia,KHM,,-0.0
1999,cambodia,KHM,,-0.0
2000,cambodia,KHM,,-0.0
2001,cambodia,KHM,,-0.0
2002,cambodia,KHM,,-0.0
2003,cambodia,KHM,,-0.0
2004,cambodia,KHM,,-0.0
2005,cambodia,KHM,,-0.0
2006,cambodia,KHM,,-0.0
2007,cambodia,KHM,,-0.0
2008,cambodia,KHM,,-0.0
2009,cambodia,KHM,,-0.0
2010,cambodia,KHM,,-0.0
2011,cambodia,KHM,,-0.0
2012,cambodia,KHM,,-0.0
2013,cambodia,KHM,,-0.0
2014,cambodia,KHM,,-0.0
2015,cambodia,KHM,,-0.0
2016,cambodia,KHM,,-0.0
2017,cambodia,KHM,,-0.0
1960,cameroon,CMR,,-0.0
1961,cameroon,CMR,,-0.0
1962,cameroon,CMR,,-0.0
1963,cameroon,CMR,,-0.0
1964,cameroon,CMR,,-0.0
1965,cameroon,CMR,,-0.0
1966,cameroon,CMR,,-0.0
1967,cameroon,CMR,,-0.0
1968,cameroon,CMR,,-0.0
1969,cameroon,CMR,,-0.0
1970,cameroon,CMR,,-0.0
1971,cameroon,CMR,,-0.0
1972,cameroon,CMR,,-0.0
1973,cameroon,CMR,,-0.0
1974,cameroon,CMR,,-0.0
1975,cameroon,CMR,,-0.0
1976,cameroon,CMR,,-0.0
1977,cameroon,CMR,,-0.0
1978,cameroon,CMR,,-0.0
1979,cameroon,CMR,,-0.0
1980,cameroon,CMR,,-0.0
1981,cameroon,CMR,,-0.0
1982,cameroon,CMR,,-0.0
1983,cameroon,CMR,,-0.0
1984,cameroon,CMR,,-0.0
1985,cameroon,CMR,,-0.0
1986,cameroon,CMR,,-0.0
1987,cameroon,CMR,,-0.0
1988,cameroon,CMR,,-0.0
1989,cameroon,CMR,,-0.0
1990,cameroon,CMR,,-0.0
1991,cameroon,CMR,,-0.0
1992,cameroon,CMR,,-0.0
1993,cameroon,CMR,,-0.0
1994,cameroon,CMR,,-0.0
1995,cameroon,CMR,,-0.0
1996,cameroon,CMR,,-0.0
1997,cameroon,CMR,,-0.0
1998,cameroon,CMR,,-0.0
1999,cameroon,CMR,,-0.0
2000,cameroon,CMR,,-0.0
2001,cameroon,CMR,,-0.0
2002,cameroon,CMR,,-0.0
2003,cameroon,CMR,,-0.0
2004,cameroon,CMR,,-0.0
2005,cameroon,CMR,,-0.0
2006,cameroon,CMR,,-0.0
2007,cameroon,CMR,,-0.0
2008,cameroon,CMR,,-0.0
2009,cameroon,CMR,,-0.0
2010,cameroon,CMR,,-0.0
2011,cameroon,CMR,,-0.0
2012,cameroon,CMR,,-0.0
2013,cameroon,CMR,,-0.0
2014,cameroon,CMR,,-0.0
2015,cameroon,CMR,,-0.0
2016,cameroon,CMR,,-0.0
2017,cameroon,CMR,,-0.0
1960,canada,CAN,,-0.027499854882385186
1961,canada,CAN,,-0.026193170227154575
1962,canada,CAN,,-0.01561432487775213
1963,canada,CAN,,-0.025864388303459437
1964,canada,CAN,,-0.03570128400354332
1965,canada,CAN,,-0.0572830362712561
1966,canada,CAN,,-0.13340883301001322
1967,canada,CAN,,-0.196631998873546
1968,canada,CAN,,-0.20708250404004133
1969,canada,CAN,,-0.10620956356663348
1970,canada,CAN,,-0.031287200455462974
1971,canada,CAN,,-0.04319372178216507
1972,canada,CAN,,-0.04709852878213471
1973,canada,CAN,,-0.04947425720843223
1974,canada,CAN,,-0.052733084834078445
1975,canada,CAN,,-0.0313833901818362
1976,canada,CAN,,-0.014039599993531215
1977,canada,CAN,,-6.828107957086309e-05
1978,canada,CAN,,-0.00023985019797471258
1979,canada,CAN,,-0.0002444198317117519
1980,canada,CAN,,-0.00039972185903104824
1981,canada,CAN,,-0.0003986462501301282
1982,canada,CAN,,-0.0005590410694686098
1983,canada,CAN,,-0.0004762629661403972
1984,canada,CAN,,-0.0003771752380888963
1985,canada,CAN,,-0.000653905985822636
1986,canada,CAN,,-0.03187920423696776
1987,canada,CAN,,-0.011941012060242758
1988,canada,CAN,,-0.03736634827075055
1989,canada,CAN,,-0.06880298865118441
1990,canada,CAN,,-0.05298343688758379
1991,canada,CAN,,-0.040665277360637214
1992,canada,CAN,,-0.17497052497202434
1993,canada,CAN,,-0.11781683684965658
1994,canada,CAN,,-0.14225691151207273
1995,canada,CAN,,-0.0903954581202534
1996,canada,CAN,,-0.1406438113527045
1997,canada,CAN,,-0.12081068607855532
1998,canada,CAN,,-0.05650139930457899
1999,canada,CAN,,-0.057493615845398006
2000,canada,CAN,,-0.10067649532617275
2001,canada,CAN,,-0.2063038205805449
2002,canada,CAN,,-0.3298154816280081
2003,canada,CAN,,-0.38476588223816865
2004,canada,CAN,,-0.4414850340128837
2005,canada,CAN,,-0.4041445924568766
2006,canada,CAN,,-0.3991479599893296
2007,canada,CAN,,-0.5013382840499748
2008,canada,CAN,,-0.518652384317216
2009,canada,CAN,,-0.6720780486967224
2010,canada,CAN,,-0.685043711116382
2011,canada,CAN,,-0.7948795757660352
2012,canada,CAN,,-0.8109787427699693
2013,canada,CAN,,-0.8070436957309558
2014,canada,CAN,,-0.7542733934953326
2015,canada,CAN,,-0.7711995914917437
2016,canada,CAN,,-0.7861178370110252
2017,canada,CAN,,-0.7984652781253101
1960,chile,CHL,,-0.0
1961,chile,CHL,,-0.0
1962,chile,CHL,,-0.0
1963,chile,CHL,,-0.0
1964,chile,CHL,,-0.0
1965,chile,CHL,,-0.0
1966,chile,CHL,,-0.0
1967,chile,CHL,,-0.0
1968,chile,CHL,,-0.0
1969,chile,CHL,,-0.0
1970,chile,CHL,,-0.0
1971,chile,CHL,,-0.0
1972,chile,CHL,,-0.0
1973,chile,CHL,,-0.0
1974,chile,CHL,,-0.0
1975,chile,CHL,,-0.0
1976,chile,CHL,,-0.0
1977,chile,CHL,,-0.0
1978,chile,CHL,,-0.0
1979,chile,CHL,,-0.0
1980,chile,CHL,,-0.0
1981,chile,CHL,,-0.0
1982,chile,CHL,,-0.0
1983,chile,CHL,,-0.0
1984,chile,CHL,,-0.0
1985,chile,CHL,,-0.0
1986,chile,CHL,,-0.0
1987,chile,CHL,,-0.0
1988,chile,CHL,,-0.0
1989,chile,CHL,,-0.0
1990,chile,CHL,,-0.0
1991,chile,CHL,,-0.0
1992,chile,CHL,,-0.0
1993,chile,CHL,,-0.0
1994,chile,CHL,,-0.0
1995,chile,CHL,,-0.0
1996,chile,CHL,,-0.0
1997,chile,CHL,,-0.25182336352552864
1998,chile,CHL,,-0.48907160473630773
1999,chile,CHL,,-0.6203195677930228
2000,chile,CHL,,-0.6563294605120461
2001,chile,CHL,,-0.7607277556266152
2002,chile,CHL,,-0.7390423096252045
2003,chile,CHL,,-0.7589695740608203
2004,chile,CHL,,-0.7515245963707169
2005,chile,CHL,,-0.7401714157949252
2006,chile,CHL,,-0.686788710475439
2007,chile,CHL,,-0.4765662261918478
2008,chile,CHL,,-0.20125510124641352
2009,chile,CHL,,-0.35989583164631994
2010,chile,CHL,,-0.5603294819375105
2011,chile,CHL,,-0.5067425192502473
