,Nation,iso_code3,Year,frac_trns_mtkm_dem_freight_aviation
1216,Denmark,DNK,2037,0.00391148397128221
1217,Denmark,DNK,2038,0.00391148397128221
1218,Denmark,DNK,2039,0.00391148397128221
1219,Denmark,DNK,2040,0.00391148397128221
1220,Denmark,DNK,2041,0.00391148397128221
1221,Denmark,DNK,2042,0.00391148397128221
1222,Denmark,DNK,2043,0.00391148397128221
1223,Denmark,DNK,2044,0.00391148397128221
1224,Denmark,DNK,2045,0.00391148397128221
1225,Denmark,DNK,2046,0.00391148397128221
1226,Denmark,DNK,2047,0.00391148397128221
1227,Denmark,DNK,2048,0.00391148397128221
1228,Denmark,DNK,2049,0.00391148397128221
1229,Denmark,DNK,2050,0.00391148397128221
1230,Dominican Republic,DOM,2021,0.0032300804348167626
1231,Dominican Republic,DOM,2022,0.0032300804348167626
1232,Dominican Republic,DOM,2023,0.0032300804348167626
1233,Dominican Republic,DOM,2024,0.0032300804348167626
1234,Dominican Republic,DOM,2025,0.0032300804348167626
1235,Dominican Republic,DOM,2026,0.0032300804348167626
1236,Dominican Republic,DOM,2027,0.0032300804348167626
1237,Dominican Republic,DOM,2028,0.0032300804348167626
1238,Dominican Republic,DOM,2029,0.0032300804348167626
1239,Dominican Republic,DOM,2030,0.0032300804348167626
1240,Dominican Republic,DOM,2031,0.0032300804348167626
1241,Dominican Republic,DOM,2032,0.0032300804348167626
1242,Dominican Republic,DOM,2033,0.0032300804348167626
1243,Dominican Republic,DOM,2034,0.0032300804348167626
1244,Dominican Republic,DOM,2035,0.0032300804348167626
1245,Dominican Republic,DOM,2036,0.0032300804348167626
1246,Dominican Republic,DOM,2037,0.0032300804348167626
1247,Dominican Republic,DOM,2038,0.0032300804348167626
1248,Dominican Republic,DOM,2039,0.0032300804348167626
1249,Dominican Republic,DOM,2040,0.0032300804348167626
1250,Dominican Republic,DOM,2041,0.0032300804348167626
1251,Dominican Republic,DOM,2042,0.0032300804348167626
1252,Dominican Republic,DOM,2043,0.0032300804348167626
1253,Dominican Republic,DOM,2044,0.0032300804348167626
1254,Dominican Republic,DOM,2045,0.0032300804348167626
1255,Dominican Republic,DOM,2046,0.0032300804348167626
1256,Dominican Republic,DOM,2047,0.0032300804348167626
1257,Dominican Republic,DOM,2048,0.0032300804348167626
1258,Dominican Republic,DOM,2049,0.0032300804348167626
1259,Dominican Republic,DOM,2050,0.0032300804348167626
1260,Algeria,DZA,2021,3.932420533213119e-05
1261,Algeria,DZA,2022,3.932420533213119e-05
1262,Algeria,DZA,2023,3.932420533213119e-05
1263,Algeria,DZA,2024,3.932420533213119e-05
1264,Algeria,DZA,2025,3.932420533213119e-05
1265,Algeria,DZA,2026,3.932420533213119e-05
1266,Algeria,DZA,2027,3.932420533213119e-05
1267,Algeria,DZA,2028,3.932420533213119e-05
1268,Algeria,DZA,2029,3.932420533213119e-05
1269,Algeria,DZA,2030,3.932420533213119e-05
1270,Algeria,DZA,2031,3.932420533213119e-05
1271,Algeria,DZA,2032,3.932420533213119e-05
1272,Algeria,DZA,2033,3.932420533213119e-05
1273,Algeria,DZA,2034,3.932420533213119e-05
1274,Algeria,DZA,2035,3.932420533213119e-05
1275,Algeria,DZA,2036,3.932420533213119e-05
1276,Algeria,DZA,2037,3.932420533213119e-05
1277,Algeria,DZA,2038,3.932420533213119e-05
1278,Algeria,DZA,2039,3.932420533213119e-05
1279,Algeria,DZA,2040,3.932420533213119e-05
1280,Algeria,DZA,2041,3.932420533213119e-05
1281,Algeria,DZA,2042,3.932420533213119e-05
1282,Algeria,DZA,2043,3.932420533213119e-05
1283,Algeria,DZA,2044,3.932420533213119e-05
1284,Algeria,DZA,2045,3.932420533213119e-05
1285,Algeria,DZA,2046,3.932420533213119e-05
1286,Algeria,DZA,2047,3.932420533213119e-05
1287,Algeria,DZA,2048,3.932420533213119e-05
1288,Algeria,DZA,2049,3.932420533213119e-05
1289,Algeria,DZA,2050,3.932420533213119e-05
1290,Ecuador,ECU,2021,0.00010291045059465216
1291,Ecuador,ECU,2022,0.00010291045059465216
1292,Ecuador,ECU,2023,0.00010291045059465216
1293,Ecuador,ECU,2024,0.00010291045059465216
1294,Ecuador,ECU,2025,0.00010291045059465216
1295,Ecuador,ECU,2026,0.00010291045059465216
1296,Ecuador,ECU,2027,0.00010291045059465216
1297,Ecuador,ECU,2028,0.00010291045059465216
1298,Ecuador,ECU,2029,0.00010291045059465216
1299,Ecuador,ECU,2030,0.00010291045059465216
1300,Ecuador,ECU,2031,0.00010291045059465216
1301,Ecuador,ECU,2032,0.00010291045059465216
1302,Ecuador,ECU,2033,0.00010291045059465216
1303,Ecuador,ECU,2034,0.00010291045059465216
1304,Ecuador,ECU,2035,0.00010291045059465216
1305,Ecuador,ECU,2036,0.00010291045059465216
1306,Ecuador,ECU,2037,0.00010291045059465216
1307,Ecuador,ECU,2038,0.00010291045059465216
1308,Ecuador,ECU,2039,0.00010291045059465216
1309,Ecuador,ECU,2040,0.00010291045059465216
1310,Ecuador,ECU,2041,0.00010291045059465216
1311,Ecuador,ECU,2042,0.00010291045059465216
1312,Ecuador,ECU,2043,0.00010291045059465216
1313,Ecuador,ECU,2044,0.00010291045059465216
1314,Ecuador,ECU,2045,0.00010291045059465216
1315,Ecuador,ECU,2046,0.00010291045059465216
1316,Ecuador,ECU,2047,0.00010291045059465216
1317,Ecuador,ECU,2048,0.00010291045059465216
1318,Ecuador,ECU,2049,0.00010291045059465216
1319,Ecuador,ECU,2050,0.00010291045059465216
1320,Spain,ESP,2021,0.0008953648057824826
1321,Spain,ESP,2022,0.0008953648057824826
1322,Spain,ESP,2023,0.0008953648057824826
1323,Spain,ESP,2024,0.0008953648057824826
1324,Spain,ESP,2025,0.0008953648057824826
1325,Spain,ESP,2026,0.0008953648057824826
1326,Spain,ESP,2027,0.0008953648057824826
1327,Spain,ESP,2028,0.0008953648057824826
1328,Spain,ESP,2029,0.0008953648057824826
1329,Spain,ESP,2030,0.0008953648057824826
1330,Spain,ESP,2031,0.0008953648057824826
1331,Spain,ESP,2032,0.0008953648057824826
1332,Spain,ESP,2033,0.0008953648057824826
1333,Spain,ESP,2034,0.0008953648057824826
1334,Spain,ESP,2035,0.0008953648057824826
1335,Spain,ESP,2036,0.0008953648057824826
1336,Spain,ESP,2037,0.0008953648057824826
1337,Spain,ESP,2038,0.0008953648057824826
1338,Spain,ESP,2039,0.0008953648057824826
1339,Spain,ESP,2040,0.0008953648057824826
1340,Spain,ESP,2041,0.0008953648057824826
1341,Spain,ESP,2042,0.0008953648057824826
1342,Spain,ESP,2043,0.0008953648057824826
1343,Spain,ESP,2044,0.0008953648057824826
1344,Spain,ESP,2045,0.0008953648057824826
1345,Spain,ESP,2046,0.0008953648057824826
1346,Spain,ESP,2047,0.0008953648057824826
1347,Spain,ESP,2048,0.0008953648057824826
1348,Spain,ESP,2049,0.0008953648057824826
1349,Spain,ESP,2050,0.0008953648057824826
1350,Estonia,EST,2021,0.0001248541393589772
1351,Estonia,EST,2022,0.0001248541393589772
1352,Estonia,EST,2023,0.0001248541393589772
1353,Estonia,EST,2024,0.0001248541393589772
1354,Estonia,EST,2025,0.0001248541393589772
1355,Estonia,EST,2026,0.0001248541393589772
1356,Estonia,EST,2027,0.0001248541393589772
1357,Estonia,EST,2028,0.0001248541393589772
1358,Estonia,EST,2029,0.0001248541393589772
1359,Estonia,EST,2030,0.0001248541393589772
1360,Estonia,EST,2031,0.0001248541393589772
1361,Estonia,EST,2032,0.0001248541393589772
1362,Estonia,EST,2033,0.0001248541393589772
1363,Estonia,EST,2034,0.0001248541393589772
1364,Estonia,EST,2035,0.0001248541393589772
1365,Estonia,EST,2036,0.0001248541393589772
1366,Estonia,EST,2037,0.0001248541393589772
1367,Estonia,EST,2038,0.0001248541393589772
1368,Estonia,EST,2039,0.0001248541393589772
1369,Estonia,EST,2040,0.0001248541393589772
1370,Estonia,EST,2041,0.0001248541393589772
1371,Estonia,EST,2042,0.0001248541393589772
1372,Estonia,EST,2043,0.0001248541393589772
1373,Estonia,EST,2044,0.0001248541393589772
1374,Estonia,EST,2045,0.0001248541393589772
1375,Estonia,EST,2046,0.0001248541393589772
1376,Estonia,EST,2047,0.0001248541393589772
1377,Estonia,EST,2048,0.0001248541393589772
1378,Estonia,EST,2049,0.0001248541393589772
1379,Estonia,EST,2050,0.0001248541393589772
1380,Ethiopia,ETH,2021,0.012832460541225544
1381,Ethiopia,ETH,2022,0.012832460541225544
1382,Ethiopia,ETH,2023,0.012832460541225544
1383,Ethiopia,ETH,2024,0.012832460541225544
1384,Ethiopia,ETH,2025,0.012832460541225544
1385,Ethiopia,ETH,2026,0.012832460541225544
1386,Ethiopia,ETH,2027,0.012832460541225544
1387,Ethiopia,ETH,2028,0.012832460541225544
1388,Ethiopia,ETH,2029,0.012832460541225544
1389,Ethiopia,ETH,2030,0.012832460541225544
1390,Ethiopia,ETH,2031,0.012832460541225544
1391,Ethiopia,ETH,2032,0.012832460541225544
1392,Ethiopia,ETH,2033,0.012832460541225544
1393,Ethiopia,ETH,2034,0.012832460541225544
1394,Ethiopia,ETH,2035,0.012832460541225544
1395,Ethiopia,ETH,2036,0.012832460541225544
1396,Ethiopia,ETH,2037,0.012832460541225544
1397,Ethiopia,ETH,2038,0.012832460541225544
1398,Ethiopia,ETH,2039,0.012832460541225544
1399,Ethiopia,ETH,2040,0.012832460541225544
1400,Ethiopia,ETH,2041,0.012832460541225544
1401,Ethiopia,ETH,2042,0.012832460541225544
1402,Ethiopia,ETH,2043,0.012832460541225544
1403,Ethiopia,ETH,2044,0.012832460541225544
1404,Ethiopia,ETH,2045,0.012832460541225544
1405,Ethiopia,ETH,2046,0.012832460541225544
1406,Ethiopia,ETH,2047,0.012832460541225544
1407,Ethiopia,ETH,2048,0.012832460541225544
1408,Ethiopia,ETH,2049,0.012832460541225544
1409,Ethiopia,ETH,2050,0.012832460541225544
1410,Finland,FIN,2021,0.0058008137756535814
1411,Finland,FIN,2022,0.0058008137756535814
1412,Finland,FIN,2023,0.0058008137756535814
1413,Finland,FIN,2024,0.0058008137756535814
1414,Finland,FIN,2025,0.0058008137756535814
1415,Finland,FIN,2026,0.0058008137756535814
1416,Finland,FIN,2027,0.0058008137756535814
1417,Finland,FIN,2028,0.0058008137756535814
1418,Finland,FIN,2029,0.0058008137756535814
1419,Finland,FIN,2030,0.0058008137756535814
1420,Finland,FIN,2031,0.0058008137756535814
1421,Finland,FIN,2032,0.0058008137756535814
1422,Finland,FIN,2033,0.0058008137756535814
1423,Finland,FIN,2034,0.0058008137756535814
1424,Finland,FIN,2035,0.0058008137756535814
1425,Finland,FIN,2036,0.0058008137756535814
1426,Finland,FIN,2037,0.0058008137756535814
1427,Finland,FIN,2038,0.0058008137756535814
1428,Finland,FIN,2039,0.0058008137756535814
1429,Finland,FIN,2040,0.0058008137756535814
1430,Finland,FIN,2041,0.0058008137756535814
1431,Finland,FIN,2042,0.0058008137756535814
1432,Finland,FIN,2043,0.0058008137756535814
1433,Finland,FIN,2044,0.0058008137756535814
1434,Finland,FIN,2045,0.0058008137756535814
1435,Finland,FIN,2046,0.0058008137756535814
1436,Finland,FIN,2047,0.0058008137756535814
1437,Finland,FIN,2048,0.0058008137756535814
1438,Finland,FIN,2049,0.0058008137756535814
1439,Finland,FIN,2050,0.0058008137756535814
1440,Fiji,FJI,2021,0.00027907784225745234
1441,Fiji,FJI,2022,0.00027907784225745234
1442,Fiji,FJI,2023,0.00027907784225745234
1443,Fiji,FJI,2024,0.00027907784225745234
1444,Fiji,FJI,2025,0.00027907784225745234
1445,Fiji,FJI,2026,0.00027907784225745234
1446,Fiji,FJI,2027,0.00027907784225745234
1447,Fiji,FJI,2028,0.00027907784225745234
1448,Fiji,FJI,2029,0.00027907784225745234
1449,Fiji,FJI,2030,0.00027907784225745234
1450,Fiji,FJI,2031,0.00027907784225745234
1451,Fiji,FJI,2032,0.00027907784225745234
1452,Fiji,FJI,2033,0.00027907784225745234
1453,Fiji,FJI,2034,0.00027907784225745234
1454,Fiji,FJI,2035,0.00027907784225745234
1455,Fiji,FJI,2036,0.00027907784225745234
1456,Fiji,FJI,2037,0.00027907784225745234
1457,Fiji,FJI,2038,0.00027907784225745234
1458,Fiji,FJI,2039,0.00027907784225745234
1459,Fiji,FJI,2040,0.00027907784225745234
1460,Fiji,FJI,2041,0.00027907784225745234
1461,Fiji,FJI,2042,0.00027907784225745234
1462,Fiji,FJI,2043,0.00027907784225745234
1463,Fiji,FJI,2044,0.00027907784225745234
1464,Fiji,FJI,2045,0.00027907784225745234
1465,Fiji,FJI,2046,0.00027907784225745234
1466,Fiji,FJI,2047,0.00027907784225745234
1467,Fiji,FJI,2048,0.00027907784225745234
1468,Fiji,FJI,2049,0.00027907784225745234
1469,Fiji,FJI,2050,0.00027907784225745234
1470,France,FRA,2021,0.0052977209060079316
1471,France,FRA,2022,0.0052977209060079316
1472,France,FRA,2023,0.0052977209060079316
1473,France,FRA,2024,0.0052977209060079316
1474,France,FRA,2025,0.0052977209060079316
1475,France,FRA,2026,0.0052977209060079316
1476,France,FRA,2027,0.0052977209060079316
1477,France,FRA,2028,0.0052977209060079316
1478,France,FRA,2029,0.0052977209060079316
1479,France,FRA,2030,0.0052977209060079316
1480,France,FRA,2031,0.0052977209060079316
1481,France,FRA,2032,0.0052977209060079316
1482,France,FRA,2033,0.0052977209060079316
1483,France,FRA,2034,0.0052977209060079316
1484,France,FRA,2035,0.0052977209060079316
1485,France,FRA,2036,0.0052977209060079316
1486,France,FRA,2037,0.0052977209060079316
1487,France,FRA,2038,0.0052977209060079316
1488,France,FRA,2039,0.0052977209060079316
1489,France,FRA,2040,0.0052977209060079316
1490,France,FRA,2041,0.0052977209060079316
1491,France,FRA,2042,0.0052977209060079316
1492,France,FRA,2043,0.0052977209060079316
1493,France,FRA,2044,0.0052977209060079316
1494,France,FRA,2045,0.0052977209060079316
1495,France,FRA,2046,0.0052977209060079316
1496,France,FRA,2047,0.0052977209060079316
1497,France,FRA,2048,0.0052977209060079316
1498,France,FRA,2049,0.0052977209060079316
1499,France,FRA,2050,0.0052977209060079316
1500,Gabon,GAB,2021,0.006361737589584378
1501,Gabon,GAB,2022,0.006361737589584378
1502,Gabon,GAB,2023,0.006361737589584378
1503,Gabon,GAB,2024,0.006361737589584378
1504,Gabon,GAB,2025,0.006361737589584378
1505,Gabon,GAB,2026,0.006361737589584378
1506,Gabon,GAB,2027,0.006361737589584378
1507,Gabon,GAB,2028,0.006361737589584378
1508,Gabon,GAB,2029,0.006361737589584378
1509,Gabon,GAB,2030,0.006361737589584378
1510,Gabon,GAB,2031,0.006361737589584378
1511,Gabon,GAB,2032,0.006361737589584378
1512,Gabon,GAB,2033,0.006361737589584378
1513,Gabon,GAB,2034,0.006361737589584378
1514,Gabon,GAB,2035,0.006361737589584378
1515,Gabon,GAB,2036,0.006361737589584378
1516,Gabon,GAB,2037,0.006361737589584378
1517,Gabon,GAB,2038,0.006361737589584378
1518,Gabon,GAB,2039,0.006361737589584378
1519,Gabon,GAB,2040,0.006361737589584378
1520,Gabon,GAB,2041,0.006361737589584378
1521,Gabon,GAB,2042,0.006361737589584378
1522,Gabon,GAB,2043,0.006361737589584378
1523,Gabon,GAB,2044,0.006361737589584378
1524,Gabon,GAB,2045,0.006361737589584378
1525,Gabon,GAB,2046,0.006361737589584378
1526,Gabon,GAB,2047,0.006361737589584378
1527,Gabon,GAB,2048,0.006361737589584378
1528,Gabon,GAB,2049,0.006361737589584378
1529,Gabon,GAB,2050,0.006361737589584378
1530,United Kingdom,GBR,2021,0.0013106344531776698
1531,United Kingdom,GBR,2022,0.0013106344531776698
1532,United Kingdom,GBR,2023,0.0013106344531776698
1533,United Kingdom,GBR,2024,0.0013106344531776698
1534,United Kingdom,GBR,2025,0.0013106344531776698
1535,United Kingdom,GBR,2026,0.0013106344531776698
1536,United Kingdom,GBR,2027,0.0013106344531776698
1537,United Kingdom,GBR,2028,0.0013106344531776698
1538,United Kingdom,GBR,2029,0.0013106344531776698
1539,United Kingdom,GBR,2030,0.0013106344531776698
1540,United Kingdom,GBR,2031,0.0013106344531776698
1541,United Kingdom,GBR,2032,0.0013106344531776698
1542,United Kingdom,GBR,2033,0.0013106344531776698
1543,United Kingdom,GBR,2034,0.0013106344531776698
1544,United Kingdom,GBR,2035,0.0013106344531776698
1545,United Kingdom,GBR,2036,0.0013106344531776698
1546,United Kingdom,GBR,2037,0.0013106344531776698
1547,United Kingdom,GBR,2038,0.0013106344531776698
1548,United Kingdom,GBR,2039,0.0013106344531776698
1549,United Kingdom,GBR,2040,0.0013106344531776698
1550,United Kingdom,GBR,2041,0.0013106344531776698
1551,United Kingdom,GBR,2042,0.0013106344531776698
1552,United Kingdom,GBR,2043,0.0013106344531776698
1553,United Kingdom,GBR,2044,0.0013106344531776698
1554,United Kingdom,GBR,2045,0.0013106344531776698
1555,United Kingdom,GBR,2046,0.0013106344531776698
1556,United Kingdom,GBR,2047,0.0013106344531776698
1557,United Kingdom,GBR,2048,0.0013106344531776698
1558,United Kingdom,GBR,2049,0.0013106344531776698
1559,United Kingdom,GBR,2050,0.0013106344531776698
1560,Georgia,GEO,2021,2.140352562624102e-05
1561,Georgia,GEO,2022,2.140352562624102e-05
1562,Georgia,GEO,2023,2.140352562624102e-05
1563,Georgia,GEO,2024,2.140352562624102e-05
1564,Georgia,GEO,2025,2.140352562624102e-05
1565,Georgia,GEO,2026,2.140352562624102e-05
1566,Georgia,GEO,2027,2.140352562624102e-05
1567,Georgia,GEO,2028,2.140352562624102e-05
1568,Georgia,GEO,2029,2.140352562624102e-05
1569,Georgia,GEO,2030,2.140352562624102e-05
1570,Georgia,GEO,2031,2.140352562624102e-05
1571,Georgia,GEO,2032,2.140352562624102e-05
1572,Georgia,GEO,2033,2.140352562624102e-05
1573,Georgia,GEO,2034,2.140352562624102e-05
1574,Georgia,GEO,2035,2.140352562624102e-05
1575,Georgia,GEO,2036,2.140352562624102e-05
1576,Georgia,GEO,2037,2.140352562624102e-05
1577,Georgia,GEO,2038,2.140352562624102e-05
1578,Georgia,GEO,2039,2.140352562624102e-05
1579,Georgia,GEO,2040,2.140352562624102e-05
1580,Georgia,GEO,2041,2.140352562624102e-05
1581,Georgia,GEO,2042,2.140352562624102e-05
1582,Georgia,GEO,2043,2.140352562624102e-05
1583,Georgia,GEO,2044,2.140352562624102e-05
1584,Georgia,GEO,2045,2.140352562624102e-05
1585,Georgia,GEO,2046,2.140352562624102e-05
1586,Georgia,GEO,2047,2.140352562624102e-05
1587,Georgia,GEO,2048,2.140352562624102e-05
1588,Georgia,GEO,2049,2.140352562624102e-05
1589,Georgia,GEO,2050,2.140352562624102e-05
1590,Ghana,GHA,2021,1.047256992726633e-05
1591,Ghana,GHA,2022,1.047256992726633e-05
1592,Ghana,GHA,2023,1.047256992726633e-05
1593,Ghana,GHA,2024,1.047256992726633e-05
1594,Ghana,GHA,2025,1.047256992726633e-05
1595,Ghana,GHA,2026,1.047256992726633e-05
1596,Ghana,GHA,2027,1.047256992726633e-05
1597,Ghana,GHA,2028,1.047256992726633e-05
1598,Ghana,GHA,2029,1.047256992726633e-05
1599,Ghana,GHA,2030,1.047256992726633e-05
1600,Ghana,GHA,2031,1.047256992726633e-05
1601,Ghana,GHA,2032,1.047256992726633e-05
1602,Ghana,GHA,2033,1.047256992726633e-05
1603,Ghana,GHA,2034,1.047256992726633e-05
1604,Ghana,GHA,2035,1.047256992726633e-05
1605,Ghana,GHA,2036,1.047256992726633e-05
1606,Ghana,GHA,2037,1.047256992726633e-05
1607,Ghana,GHA,2038,1.047256992726633e-05
1608,Ghana,GHA,2039,1.047256992726633e-05
1609,Ghana,GHA,2040,1.047256992726633e-05
1610,Ghana,GHA,2041,1.047256992726633e-05
1611,Ghana,GHA,2042,1.047256992726633e-05
1612,Ghana,GHA,2043,1.047256992726633e-05
1613,Ghana,GHA,2044,1.047256992726633e-05
1614,Ghana,GHA,2045,1.047256992726633e-05
1615,Ghana,GHA,2046,1.047256992726633e-05
1616,Ghana,GHA,2047,1.047256992726633e-05
1617,Ghana,GHA,2048,1.047256992726633e-05
1618,Ghana,GHA,2049,1.047256992726633e-05
1619,Ghana,GHA,2050,1.047256992726633e-05
1620,Guinea,GIN,2021,0.00545179248558193
1621,Guinea,GIN,2022,0.00545179248558193
1622,Guinea,GIN,2023,0.00545179248558193
1623,Guinea,GIN,2024,0.00545179248558193
1624,Guinea,GIN,2025,0.00545179248558193
1625,Guinea,GIN,2026,0.00545179248558193
1626,Guinea,GIN,2027,0.00545179248558193
1627,Guinea,GIN,2028,0.00545179248558193
1628,Guinea,GIN,2029,0.00545179248558193
1629,Guinea,GIN,2030,0.00545179248558193
1630,Guinea,GIN,2031,0.00545179248558193
1631,Guinea,GIN,2032,0.00545179248558193
1632,Guinea,GIN,2033,0.00545179248558193
1633,Guinea,GIN,2034,0.00545179248558193
1634,Guinea,GIN,2035,0.00545179248558193
1635,Guinea,GIN,2036,0.00545179248558193
1636,Guinea,GIN,2037,0.00545179248558193
1637,Guinea,GIN,2038,0.00545179248558193
1638,Guinea,GIN,2039,0.00545179248558193
1639,Guinea,GIN,2040,0.00545179248558193
1640,Guinea,GIN,2041,0.00545179248558193
1641,Guinea,GIN,2042,0.00545179248558193
1642,Guinea,GIN,2043,0.00545179248558193
1643,Guinea,GIN,2044,0.00545179248558193
1644,Guinea,GIN,2045,0.00545179248558193
1645,Guinea,GIN,2046,0.00545179248558193
1646,Guinea,GIN,2047,0.00545179248558193
1647,Guinea,GIN,2048,0.00545179248558193
1648,Guinea,GIN,2049,0.00545179248558193
1649,Guinea,GIN,2050,0.00545179248558193
1650,Guinea-Bissau,GNB,2021,0.00644893690422754
1651,Guinea-Bissau,GNB,2022,0.00644893690422754
1652,Guinea-Bissau,GNB,2023,0.00644893690422754
1653,Guinea-Bissau,GNB,2024,0.00644893690422754
1654,Guinea-Bissau,GNB,2025,0.00644893690422754
1655,Guinea-Bissau,GNB,2026,0.00644893690422754
1656,Guinea-Bissau,GNB,2027,0.00644893690422754
1657,Guinea-Bissau,GNB,2028,0.00644893690422754
1658,Guinea-Bissau,GNB,2029,0.00644893690422754
1659,Guinea-Bissau,GNB,2030,0.00644893690422754
1660,Guinea-Bissau,GNB,2031,0.00644893690422754
1661,Guinea-Bissau,GNB,2032,0.00644893690422754
1662,Guinea-Bissau,GNB,2033,0.00644893690422754
1663,Guinea-Bissau,GNB,2034,0.00644893690422754
1664,Guinea-Bissau,GNB,2035,0.00644893690422754
1665,Guinea-Bissau,GNB,2036,0.00644893690422754
1666,Guinea-Bissau,GNB,2037,0.00644893690422754
1667,Guinea-Bissau,GNB,2038,0.00644893690422754
1668,Guinea-Bissau,GNB,2039,0.00644893690422754
1669,Guinea-Bissau,GNB,2040,0.00644893690422754
1670,Guinea-Bissau,GNB,2041,0.00644893690422754
1671,Guinea-Bissau,GNB,2042,0.00644893690422754
1672,Guinea-Bissau,GNB,2043,0.00644893690422754
1673,Guinea-Bissau,GNB,2044,0.00644893690422754
1674,Guinea-Bissau,GNB,2045,0.00644893690422754
1675,Guinea-Bissau,GNB,2046,0.00644893690422754
1676,Guinea-Bissau,GNB,2047,0.00644893690422754
1677,Guinea-Bissau,GNB,2048,0.00644893690422754
1678,Guinea-Bissau,GNB,2049,0.00644893690422754
1679,Guinea-Bissau,GNB,2050,0.00644893690422754
1680,Equatorial Guinea,GNQ,2021,3.362978916724912e-05
1681,Equatorial Guinea,GNQ,2022,3.362978916724912e-05
1682,Equatorial Guinea,GNQ,2023,3.362978916724912e-05
1683,Equatorial Guinea,GNQ,2024,3.362978916724912e-05
1684,Equatorial Guinea,GNQ,2025,3.362978916724912e-05
1685,Equatorial Guinea,GNQ,2026,3.362978916724912e-05
1686,Equatorial Guinea,GNQ,2027,3.362978916724912e-05
1687,Equatorial Guinea,GNQ,2028,3.362978916724912e-05
1688,Equatorial Guinea,GNQ,2029,3.362978916724912e-05
1689,Equatorial Guinea,GNQ,2030,3.362978916724912e-05
1690,Equatorial Guinea,GNQ,2031,3.362978916724912e-05
1691,Equatorial Guinea,GNQ,2032,3.362978916724912e-05
1692,Equatorial Guinea,GNQ,2033,3.362978916724912e-05
1693,Equatorial Guinea,GNQ,2034,3.362978916724912e-05
1694,Equatorial Guinea,GNQ,2035,3.362978916724912e-05
1695,Equatorial Guinea,GNQ,2036,3.362978916724912e-05
1696,Equatorial Guinea,GNQ,2037,3.362978916724912e-05
1697,Equatorial Guinea,GNQ,2038,3.362978916724912e-05
1698,Equatorial Guinea,GNQ,2039,3.362978916724912e-05
1699,Equatorial Guinea,GNQ,2040,3.362978916724912e-05
1700,Equatorial Guinea,GNQ,2041,3.362978916724912e-05
1701,Equatorial Guinea,GNQ,2042,3.362978916724912e-05
1702,Equatorial Guinea,GNQ,2043,3.362978916724912e-05
1703,Equatorial Guinea,GNQ,2044,3.362978916724912e-05
1704,Equatorial Guinea,GNQ,2045,3.362978916724912e-05
1705,Equatorial Guinea,GNQ,2046,3.362978916724912e-05
1706,Equatorial Guinea,GNQ,2047,3.362978916724912e-05
1707,Equatorial Guinea,GNQ,2048,3.362978916724912e-05
1708,Equatorial Guinea,GNQ,2049,3.362978916724912e-05
1709,Equatorial Guinea,GNQ,2050,3.362978916724912e-05
1710,Greece,GRC,2021,0.00016921914690292642
1711,Greece,GRC,2022,0.00016921914690292642
1712,Greece,GRC,2023,0.00016921914690292642
1713,Greece,GRC,2024,0.00016921914690292642
1714,Greece,GRC,2025,0.00016921914690292642
1715,Greece,GRC,2026,0.00016921914690292642
1716,Greece,GRC,2027,0.00016921914690292642
1717,Greece,GRC,2028,0.00016921914690292642
1718,Greece,GRC,2029,0.00016921914690292642
1719,Greece,GRC,2030,0.00016921914690292642
1720,Greece,GRC,2031,0.00016921914690292642
1721,Greece,GRC,2032,0.00016921914690292642
1722,Greece,GRC,2033,0.00016921914690292642
1723,Greece,GRC,2034,0.00016921914690292642
1724,Greece,GRC,2035,0.00016921914690292642
1725,Greece,GRC,2036,0.00016921914690292642
1726,Greece,GRC,2037,0.00016921914690292642
1727,Greece,GRC,2038,0.00016921914690292642
1728,Greece,GRC,2039,0.00016921914690292642
1729,Greece,GRC,2040,0.00016921914690292642
1730,Greece,GRC,2041,0.00016921914690292642
1731,Greece,GRC,2042,0.00016921914690292642
1732,Greece,GRC,2043,0.00016921914690292642
1733,Greece,GRC,2044,0.00016921914690292642
1734,Greece,GRC,2045,0.00016921914690292642
1735,Greece,GRC,2046,0.00016921914690292642
1736,Greece,GRC,2047,0.00016921914690292642
1737,Greece,GRC,2048,0.00016921914690292642
1738,Greece,GRC,2049,0.00016921914690292642
1739,Greece,GRC,2050,0.00016921914690292642
1740,Guatemala,GTM,2021,6.589068282515885e-09
1741,Guatemala,GTM,2022,6.589068282515885e-09
1742,Guatemala,GTM,2023,6.589068282515885e-09
1743,Guatemala,GTM,2024,6.589068282515885e-09
1744,Guatemala,GTM,2025,6.589068282515885e-09
1745,Guatemala,GTM,2026,6.589068282515885e-09
1746,Guatemala,GTM,2027,6.589068282515885e-09
1747,Guatemala,GTM,2028,6.589068282515885e-09
1748,Guatemala,GTM,2029,6.589068282515885e-09
1749,Guatemala,GTM,2030,6.589068282515885e-09
1750,Guatemala,GTM,2031,6.589068282515885e-09
1751,Guatemala,GTM,2032,6.589068282515885e-09
1752,Guatemala,GTM,2033,6.589068282515885e-09
1753,Guatemala,GTM,2034,6.589068282515885e-09
1754,Guatemala,GTM,2035,6.589068282515885e-09
1755,Guatemala,GTM,2036,6.589068282515885e-09
1756,Guatemala,GTM,2037,6.589068282515885e-09
1757,Guatemala,GTM,2038,6.589068282515885e-09
1758,Guatemala,GTM,2039,6.589068282515885e-09
