"year","prodinit_ippu_cement_tonne","location_code"
2024,14147226.8185876,"TGO"
2025,14544666.5635136,"TGO"
2026,14953271.6310058,"TGO"
2027,15373355.6898142,"TGO"
2028,15805241.2206229,"TGO"
2029,16249259.7636043,"TGO"
2030,16705752.1729292,"TGO"
2031,17175068.8784253,"TGO"
2032,17657570.1545877,"TGO"
2033,18153626.3971462,"TGO"
2034,18663618.4074025,"TGO"
2035,19187937.684555,"TGO"
2036,19726986.7262361,"TGO"
2037,20281179.3374927,"TGO"
2038,20850940.9484468,"TGO"
2039,21436708.9408797,"TGO"
2040,22038932.9839919,"TGO"
2041,22658075.3795948,"TGO"
2042,23294611.4170003,"TGO"
2043,23949029.7378798,"TGO"
2044,24621832.7113744,"TGO"
2045,25313536.8197415,"TGO"
2046,26024673.054837,"TGO"
2047,26755787.3257347,"TGO"
2048,27507440.8777977,"TGO"
2049,28280210.7235229,"TGO"
2050,29074690.0854881,"TGO"
2021,41826580,"THA"
2022,43510924.7529934,"THA"
2023,45263097.6011105,"THA"
2024,47085829.9628924,"THA"
2025,48981963.2503459,"THA"
2026,50954453.2983497,"THA"
2027,53006374.9724317,"THA"
2028,55140926.9620999,"THA"
2029,57361436.7672001,"THA"
2030,59671365.8850719,"THA"
2031,62074315.2065912,"THA"
2032,64574030.6295084,"THA"
2033,67174408.8978356,"THA"
2034,69879503.6763832,"THA"
2035,72693531.8699171,"THA"
2036,75620880.1967861,"THA"
2037,78666112.0272681,"THA"
2038,81833974.4972936,"THA"
2039,85129405.9086381,"THA"
2040,88557543.427117,"THA"
2041,92123731.0907857,"THA"
2042,95833528.1406268,"THA"
2043,99692717.6867124,"THA"
2044,103707315.72335,"THA"
2045,107883580.507266,"THA"
2046,112228022.313447,"THA"
2047,116747413.583842,"THA"
2048,121448799.484757,"THA"
2049,126339508.889387,"THA"
2050,131427165.802613,"THA"
2021,8254104,"TJK"
2022,11266614.1906294,"TJK"
2023,15378603.8218674,"TJK"
2024,20991351.2177115,"TJK"
2025,28652589.7311148,"TJK"
2026,39109959.6107414,"TJK"
2027,53383968.2593435,"TJK"
2028,72867578.8847374,"TJK"
2029,99462146.1396157,"TJK"
2030,135762964.354101,"TJK"
2031,185312535.528244,"TJK"
2032,252946272.846093,"TJK"
2033,345264376.013992,"TJK"
2034,471275927.50443,"TJK"
2035,643278065.374925,"TJK"
2036,878056028.840165,"TJK"
2037,1198521185.90925,"TJK"
2038,1635946893.92514,"TJK"
2039,2233020384.7944,"TJK"
2040,3048008500.41254,"TJK"
2041,4160443801.52066,"TJK"
2042,5678885942.49946,"TJK"
2043,7751515724.38752,"TJK"
2044,10580595672.0767,"TJK"
2045,14442208305.6297,"TJK"
2046,19713198312.0436,"TJK"
2047,26907947833.6063,"TJK"
2048,36728573677.1457,"TJK"
2049,50133445058.6648,"TJK"
2050,68430708351.0324,"TJK"
2021,2881655,"TKM"
2022,3429957.97800557,"TKM"
2023,4082588.55792384,"TKM"
2024,4859397.53203112,"TKM"
2025,5784012.77505138,"TKM"
2026,6884557.92337167,"TKM"
2027,8194507.79996568,"TKM"
2028,9753706.60412892,"TKM"
2029,11609579.8358782,"TKM"
2030,13818576.8176145,"TKM"
2031,16447887.6896296,"TKM"
2032,19577487.1045926,"TKM"
2033,23302566.7832195,"TKM"
2034,27736430.9211586,"TKM"
2035,33013942.5154739,"TKM"
2036,39295625.4362049,"TKM"
2037,46772547.0140004,"TKM"
2038,55672129.6554623,"TKM"
2039,66265068.2556771,"TKM"
2040,78873563.811991,"TKM"
2041,93881123.6774248,"TKM"
2042,111744226.543951,"TKM"
2043,133006206.96457,"TKM"
2044,158313781.733895,"TKM"
2045,188436720.80329,"TKM"
2046,224291261.052573,"TKM"
2047,266967975.08522,"TKM"
2048,317764942.720604,"TKM"
2049,378227234.146703,"TKM"
2050,450193905.675892,"TKM"
2021,725094.6,"TLS"
2022,857373.434507881,"TLS"
2023,1013783.86516717,"TLS"
2024,1198728.21329389,"TLS"
2025,1417411.91462918,"TLS"
2026,1675990.03131179,"TLS"
2027,1981740.49199478,"TLS"
2028,2343268.93611524,"TLS"
2029,2770750.92785514,"TLS"
2030,3276218.35713721,"TLS"
2031,3873898.08868594,"TLS"
2032,4580612.39075589,"TLS"
2033,5416252.41397706,"TLS"
2034,6404338.04683294,"TLS"
2035,7572679.90543945,"TLS"
2036,8954162.089961,"TLS"
2037,10587667.7390924,"TLS"
2038,12519173.4332237,"TLS"
2039,14803043.2493123,"TLS"
2040,17503558.8898768,"TLS"
2041,20696728.953056,"TLS"
2042,24472428.2673742,"TLS"
2043,28936927.5048336,"TLS"
2044,34215884.2707211,"TLS"
2045,40457879.8572108,"TLS"
2046,47838601.2060827,"TLS"
2047,56565785.7858988,"TLS"
2048,66885068.5619409,"TLS"
2049,79086895.6274759,"TLS"
2050,93514699.0871197,"TLS"
2021,74831.73,"TON"
2022,86844.4462374747,"TON"
2023,100785.560380518,"TON"
2024,116964.637593968,"TON"
2025,135740.937450131,"TON"
2026,157531.391357815,"TON"
2027,182819.860605766,"TON"
2028,212167.880597176,"TON"
2029,246227.129853077,"TON"
2030,285753.9006613,"TON"
2031,331625.892694569,"TON"
2032,384861.702503311,"TON"
2033,446643.441651179,"TON"
2034,518342.985733411,"TON"
2035,601552.437142605,"TON"
2036,698119.478013576,"TON"
2037,810188.39836636,"TON"
2038,940247.710485287,"TON"
2039,1091185.40682072,"TON"
2040,1266353.08842598,"TON"
2041,1469640.38791392,"TON"
2042,1705561.33950949,"TON"
2043,1979354.61406207,"TON"
2044,2297099.84475584,"TON"
2045,2665852.62655307,"TON"
2046,3093801.18705954,"TON"
2047,3590448.20771921,"TON"
2048,4166821.83271332,"TON"
2049,4835720.55105779,"TON"
2050,5611997.38955373,"TON"
2021,1873474,"TUN"
2022,1834381.651999,"TUN"
2023,1796105.01410245,"TUN"
2024,1758627.06551195,"TUN"
2025,1721931.14058907,"TUN"
2026,1686000.9214445,"TUN"
2027,1650820.43068182,"TUN"
2028,1616374.02429274,"TUN"
2029,1582646.3847005,"TUN"
2030,1549622.5139485,"TUN"
2031,1517287.72703101,"TUN"
2032,1485627.64536308,"TUN"
2033,1454628.19038668,"TUN"
2034,1424275.5773103,"TUN"
2035,1394556.3089791,"TUN"
2036,1365457.16987303,"TUN"
2037,1336965.2202302,"TUN"
2038,1309067.79029284,"TUN"
2039,1281752.47467329,"TUN"
2040,1255007.12683762,"TUN"
2041,1228819.85370436,"TUN"
2042,1203179.01035582,"TUN"
2043,1178073.19485994,"TUN"
2044,1153491.24320003,"TUN"
2045,1129422.22431037,"TUN"
2046,1105855.43521545,"TUN"
2047,1082780.39627056,"TUN"
2048,1060186.8465017,"TUN"
2049,1038064.73904276,"TUN"
2050,1016404.23666791,"TUN"
2021,114924700,"TUR"
2022,111950889.799029,"TUR"
2023,109054030.393765,"TUR"
2024,106232130.592921,"TUR"
2025,103483250.729601,"TUR"
2026,100805501.328041,"TUR"
2027,98197041.8048636,"TUR"
2028,95656079.2039214,"TUR"
2029,93180866.9638935,"TUR"
2030,90769703.717763,"TUR"
2031,88420932.1233622,"TUR"
2032,86132937.7241787,"TUR"
2033,83904147.8396388,"TUR"
2034,81733030.4841067,"TUR"
2035,79618093.3138558,"TUR"
2036,77557882.6012881,"TUR"
2037,75550982.235697,"TUR"
2038,73596012.7498866,"TUR"
2039,71691630.3719781,"TUR"
2040,69836526.101752,"TUR"
2041,68029424.8108912,"TUR"
2042,66269084.366506,"TUR"
2043,64554294.777339,"TUR"
2044,62883877.3620631,"TUR"
2045,61256683.9391007,"TUR"
2046,59671596.037407,"TUR"
2047,58127524.1276759,"TUR"
2048,56623406.8734383,"TUR"
2049,55158210.4015399,"TUR"
2050,53730927.5914963,"TUR"
2021,11716200,"TZA"
2022,12989145.5030218,"TZA"
2023,14400394.4025085,"TZA"
2024,15964973.1308004,"TZA"
2025,17699540.7169389,"TZA"
2026,19622566.1655637,"TZA"
2027,21754525.1077293,"TZA"
2028,24118117.8175036,"TZA"
2029,26738510.9157044,"TZA"
2030,29643605.3343422,"TZA"
2031,32864333.3949509,"TZA"
2032,36434988.163981,"TZA"
2033,40393588.5921053,"TZA"
2034,44782284.325298,"TZA"
2035,49647804.4979589,"TZA"
2036,55041955.2866601,"TZA"
2037,61022171.5222722,"TZA"
2038,67652128.2338253,"TZA"
2039,75002418.6355852,"TZA"
2040,83151305.7762899,"TZA"
2041,92185555.8538164,"TZA"
2042,102201362.06809,"TZA"
2043,113305368.849067,"TZA"
2044,125615807.365364,"TZA"
2045,139263754.40401,"TZA"
2046,154394528.025364,"TZA"
2047,171169234.853607,"TZA"
2048,189766485.477749,"TZA"
2049,210384296.22809,"TZA"
2050,233242197.577499,"TZA"
2021,14333450,"UGA"
2022,13923395.1306379,"UGA"
2023,13525071.2120161,"UGA"
2024,13138142.6422052,"UGA"
2025,12762283.4202586,"UGA"
2026,12397176.8715452,"UGA"
2027,12042515.3809397,"UGA"
2028,11698000.133646,"UGA"
2029,11363340.8634354,"UGA"
2030,11038255.608087,"UGA"
2031,10722470.4718247,"UGA"
2032,10415719.39455,"UGA"
2033,10117743.9276775,"UGA"
2034,9828293.01638236,"UGA"
2035,9547122.7880783,"UGA"
2036,9273996.3469459,"UGA"
2037,9008683.57433977,"UGA"
2038,8750960.93490543,"UGA"
2039,8500611.28824288,"UGA"
2040,8257423.7059582,"UGA"
2041,8021193.29394895,"UGA"
2042,7791721.01977363,"UGA"
2043,7568813.54495989,"UGA"
2044,7352283.06211002,"UGA"
2045,7141947.13666663,"UGA"
2046,6937628.55320509,"UGA"
2047,6739155.16612333,"UGA"
2048,6546359.75460304,"UGA"
2049,6359079.88172031,"UGA"
2050,6177157.75758677,"UGA"
2021,10057230,"UKR"
2022,10039684.4502131,"UKR"
2023,10022169.5098801,"UKR"
2024,10004685.1256005,"UKR"
2025,9987231.24406715,"UKR"
2026,9969807.81206591,"UKR"
2027,9952414.77647537,"UKR"
2028,9935052.08426684,"UKR"
2029,9917719.68250415,"UKR"
2030,9900417.51834347,"UKR"
2031,9883145.53903315,"UKR"
2032,9865903.69191361,"UKR"
2033,9848691.92441708,"UKR"
2034,9831510.18406755,"UKR"
2035,9814358.41848052,"UKR"
2036,9797236.57536291,"UKR"
2037,9780144.60251283,"UKR"
2038,9763082.44781951,"UKR"
2039,9746050.05926306,"UKR"
2040,9729047.38491433,"UKR"
2041,9712074.37293479,"UKR"
2042,9695130.97157634,"UKR"
2043,9678217.12918115,"UKR"
2044,9661332.79418152,"UKR"
2045,9644477.91509971,"UKR"
2046,9627652.44054778,"UKR"
2047,9610856.31922745,"UKR"
2048,9594089.49992993,"UKR"
2049,9577351.93153577,"UKR"
2050,9560643.56301469,"UKR"
2021,2078609,"URY"
2022,2241714.52425072,"URY"
2023,2417618.70954885,"URY"
2024,2607325.84882291,"URY"
2025,2811919.04045477,"URY"
2026,3032566.37203275,"URY"
2027,3270527.58933504,"URY"
2028,3527161.288619,"URY"
2029,3803932.67327915,"URY"
2030,4102421.91915927,"URY"
2031,4424333.19627879,"URY"
2032,4771504.39848128,"URY"
2033,5145917.63655487,"URY"
2034,5549710.55473299,"URY"
2035,5985188.53518505,"URY"
2036,6454837.8601763,"URY"
2037,6961339.90704392,"URY"
2038,7507586.45703281,"URY"
2039,8096696.20539431,"URY"
2040,8732032.56700904,"URY"
2041,9417222.87919203,"URY"
2042,10156179.1113148,"URY"
2043,10953120.1994825,"URY"
2044,11812596.1337817,"URY"
2045,12739513.9356206,"URY"
2046,13739165.6734745,"URY"
2047,14817258.6769877,"URY"
2048,15979948.1219331,"URY"
2049,17233872.1720682,"URY"
2050,18586189.8785224,"URY"
2021,757297400,"USA"
2022,812267739.71407,"USA"
2023,871228240.028559,"USA"
2024,934468536.80346,"USA"
2025,1002299289.84737,"USA"
2026,1075053708.99377,"USA"
2027,1153089190.9514,"USA"
2028,1236789074.96952,"USA"
2029,1326564525.94257,"USA"
2030,1422856554.20478,"USA"
2031,1526138181.93654,"USA"
2032,1636916766.82494,"USA"
2033,1755736494.39303,"USA"
2034,1883181051.24107,"USA"
2035,2019876492.33174,"USA"
2036,2166494316.40448,"USA"
2037,2323754764.62648,"USA"
2038,2492430358.68465,"USA"
2039,2673349695.69882,"USA"
2040,2867401518.59834,"USA"
2041,3075539081.95719,"USA"
2042,3298784834.73421,"USA"
2043,3538235442.92191,"USA"
2044,3795067176.77677,"USA"
2045,4070541689.09536,"USA"
2046,4366012212.92107,"USA"
2047,4682930209.12712,"USA"
2048,5022852496.53098,"USA"
2049,5387448899.56626,"USA"
2050,5778510451.08004,"USA"
2021,9803056,"UZB"
2022,14425056.5928595,"UZB"
2023,21226264.3105577,"UZB"
2024,31234144.1214646,"UZB"
2025,45960596.0204303,"UZB"
2026,67630359.2100524,"UZB"
2027,99517105.5842607,"UZB"
2028,146437996.478907,"UZB"
2029,215481415.851669,"UZB"
2030,317077819.240225,"UZB"
2031,466575472.677164,"UZB"
2032,686559129.949707,"UZB"
2033,1010261933.00017,"UZB"
2034,1486585974.5307,"UZB"
2035,2187489984.01687,"UZB"
2036,3218860201.93668,"UZB"
2037,4736506715.60376,"UZB"
2038,6969701838.39031,"UZB"
2039,10255816497.8489,"UZB"
2040,15091287185.0832,"UZB"
2041,22206613091.2564,"UZB"
2042,32676713320.5306,"UZB"
2043,48083315949.363,"UZB"
2044,70753911202.9865,"UZB"
2045,104113367634.464,"UZB"
2046,153201330299.482,"UZB"
2047,225433564765.047,"UZB"
2048,331722263921.155,"UZB"
2049,488124563419.216,"UZB"
2050,718268308544.5,"UZB"
2021,8546462,"VEN"
2022,9126641.42653366,"VEN"
2023,9746206.52715947,"VEN"
2024,10407831.0115141,"VEN"
2025,11114370.0949055,"VEN"
2026,11868872.8198863,"VEN"
2027,12674595.2142809,"VEN"
2028,13535014.3424497,"VEN"
2029,14453843.3104282,"VEN"
2030,15435047.2896949,"VEN"
2031,16482860.6287181,"VEN"
2032,17601805.1261258,"VEN"
2033,18796709.5443556,"VEN"
2034,20072730.4479955,"VEN"
2035,21435374.4567424,"VEN"
2036,22890522.0090099,"VEN"
2037,24444452.7387368,"VEN"
2038,26103872.5749087,"VEN"
2039,27875942.6807395,"VEN"
2040,29768310.3573987,"VEN"
2041,31789142.0456496,"VEN"
2042,33947158.567813,"VEN"
2043,36251672.7621453,"VEN"
2044,38712629.672037,"VEN"
2045,41340649.4634703,"VEN"
2046,44147073.2559408,"VEN"
2047,47144012.0646281,"VEN"
2048,50344399.0650211,"VEN"
2049,53762045.4055449,"VEN"
2050,57411699.8090472,"VEN"
2021,60681750,"VNM"
2022,73770407.587263,"VNM"
2023,89682203.2256965,"VNM"
2024,109026069.374785,"VNM"
2025,132542281.25285,"VNM"
2026,161130786.613247,"VNM"
2027,195885646.068472,"VNM"
2028,238136901.967487,"VNM"
2029,289501478.116725,"VNM"
2030,351945058.23886,"VNM"
2031,427857311.211422,"VNM"
2032,520143341.898627,"VNM"
2033,632334867.330999,"VNM"
2034,768725372.861621,"VNM"
2035,934534420.62354,"VNM"
2036,1136107398.24948,"VNM"
2037,1381158352.08722,"VNM"
2038,1679065197.95535,"VNM"
2039,2041228606.93297,"VNM"
2040,2481508300.47297,"VNM"
2041,3016753451.52484,"VNM"
2042,3667447489.71923,"VNM"
2043,4458491986.82425,"VNM"
2044,5420159621.18052,"VNM"
2045,6589252690.34779,"VNM"
2046,8010511507.37125,"VNM"
2047,9738326578.93416,"VNM"
2048,11838820089.1677,"VNM"
2049,14392376345.9389,"VNM"
2050,17496718027.8946,"VNM"
2021,98479.92,"VUT"
2022,98650.9120047269,"VUT"
2023,98822.2009051629,"VUT"
2024,98993.7872168121,"VUT"
2025,99165.6714560733,"VUT"
2026,99337.8541402425,"VUT"
2027,99510.3357875134,"VUT"
2028,99683.1169169798,"VUT"
2029,99856.1980486365,"VUT"
2030,100029.579703381,"VUT"
2031,100203.262403017,"VUT"
2032,100377.246670251,"VUT"
2033,100551.533028699,"VUT"
2034,100726.122002888,"VUT"
2035,100901.014118251,"VUT"
2036,101076.209901138,"VUT"
2037,101251.709878811,"VUT"
2038,101427.514579447,"VUT"
2039,101603.624532139,"VUT"
2040,101780.040266903,"VUT"
2041,101956.762314671,"VUT"
2042,102133.791207299,"VUT"
2043,102311.127477565,"VUT"
2044,102488.771659173,"VUT"
2045,102666.724286754,"VUT"
2046,102844.985895868,"VUT"
2047,103023.557023001,"VUT"
2048,103202.438205576,"VUT"
2049,103381.629981945,"VUT"
2050,103561.132891397,"VUT"
2021,256158.4,"WSM"
2022,268969.090558023,"WSM"
2023,282420.454201813,"WSM"
2024,296544.531515053,"WSM"
2025,311374.965457149,"WSM"
2026,326947.081499358,"WSM"
2027,343297.97176857,"WSM"
2028,360466.583399201,"WSM"
2029,378493.811303634,"WSM"
2030,397422.59558218,"WSM"
2031,417298.023804598,"WSM"
2032,438167.438406794,"WSM"
2033,460080.549458514,"WSM"
2034,483089.553070647,"WSM"
2035,507249.255724167,"WSM"
2036,532617.204816875,"WSM"
2037,559253.825738883,"WSM"
2038,587222.565803355,"WSM"
2039,616590.04537535,"WSM"
2040,647426.216558731,"WSM"
2041,679804.52981914,"WSM"
2042,713802.108939931,"WSM"
2043,749499.934727777,"WSM"
2044,786983.03790556,"WSM"
2045,826340.701651979,"WSM"
2046,867666.674270339,"WSM"
2047,911059.392493071,"WSM"
2048,956622.215953902,"WSM"
2049,1004463.67338616,"WSM"
2050,1054697.72113367,"WSM"
2021,5392395,"YEM"
2022,7180686.6014232,"YEM"
2023,9562033.20933624,"YEM"
2024,12733110.9365401,"YEM"
2025,16955820.0199446,"YEM"
2026,22578915.23773,"YEM"
2027,30066809.6684754,"YEM"
2028,40037930.7031407,"YEM"
2029,53315796.1441536,"YEM"
2030,70997028.781559,"YEM"
2031,94541926.7899695,"YEM"
2032,125895070.181889,"YEM"
2033,167645924.23966,"YEM"
2034,223242704.210455,"YEM"
2035,297277164.41201,"YEM"
2036,395863832.56464,"YEM"
2037,527145010.42393,"YEM"
2038,701963248.86404,"YEM"
2039,934756837.325439,"YEM"
2040,1244752266.36244,"YEM"
2041,1657552149.12112,"YEM"
2042,2207249748.64679,"YEM"
2043,2939244750.44999,"YEM"
2044,3913992835.81038,"YEM"
2045,5211998734.1747,"YEM"
2046,6940465132.30632,"YEM"
2047,9242146575.53775,"YEM"
2048,12307139607.4199,"YEM"
2049,16388582898.8502,"YEM"
2050,21823564044.9349,"YEM"
2021,18931440,"ZAF"
2022,18135566.0808714,"ZAF"
2023,17373150.5407753,"ZAF"
2024,16642786.7962056,"ZAF"
2025,15943127.3961432,"ZAF"
2026,15272881.5361381,"ZAF"
2027,14630812.6768991,"ZAF"
2028,14015736.2629971,"ZAF"
2029,13426517.5374748,"ZAF"
2030,12862069.4483279,"ZAF"
2031,12321350.6429996,"ZAF"
2032,11803363.5471843,"ZAF"
2033,11307152.5243991,"ZAF"
2034,10831802.112926,"ZAF"
2035,10376435.3368731,"ZAF"
2036,9940212.08823798,"ZAF"
2037,9522327.57698923,"ZAF"
2038,9122010.84630608,"ZAF"
2039,8738523.35023696,"ZAF"
2040,8371157.59115316,"ZAF"
2041,8019235.81448356,"ZAF"
2042,7682108.75832254,"ZAF"
2043,7359154.45560399,"ZAF"
2044,7049777.08663186,"ZAF"
2045,6753405.87984989,"ZAF"
2046,6469494.05882297,"ZAF"
2047,6197517.833487,"ZAF"
2048,5936975.43380655,"ZAF"
2049,5687386.18405727,"ZAF"
2050,5448289.6160253,"ZAF"
2021,4350925,"ZMB"
2022,4641837.76430372,"ZMB"
2023,4952201.61922262,"ZMB"
2024,5283317.10901788,"ZMB"
2025,5636571.73530483,"ZMB"
2026,6013445.77121989,"ZMB"
2027,6415518.46433598,"ZMB"
2028,6844474.65431892,"ZMB"
2029,7302111.83305556,"ZMB"
2030,7790347.676838,"ZMB"
2031,8311228.08216699,"ZMB"
2032,8866935.73884733,"ZMB"
2033,9459799.27630007,"ZMB"
2034,10092303.0214179,"ZMB"
2035,10767097.4088531,"ZMB"
2036,11487010.087361,"ZMB"
2037,12255057.7687388,"ZMB"
2038,13074458.8690119,"ZMB"
2039,13948646.9948379,"ZMB"
2040,14881285.3316433,"ZMB"
2041,15876281.9937832,"ZMB"
2042,16937806.4010476,"ZMB"
2043,18070306.7501389,"ZMB"
2044,19278528.6543315,"ZMB"
2045,20567535.0294219,"ZMB"
2046,21942727.3092986,"ZMB"
2047,23409868.0800338,"ZMB"
2048,24975105.2273411,"ZMB"
2049,26644997.6985885,"ZMB"
2050,28426542.9873174,"ZMB"
2021,1551316,"ZWE"
2022,1702354.59529994,"ZWE"
2023,1868098.54867662,"ZWE"
2024,2049979.59720186,"ZWE"
2025,2249568.87414795,"ZWE"
2026,2468590.48082369,"ZWE"
2027,2708936.37978587,"ZWE"
2028,2972682.73807764,"ZWE"
2029,3262107.86167053,"ZWE"
2030,3579711.87603228,"ZWE"
2031,3928238.32282612,"ZWE"
2032,4310697.85929905,"ZWE"
2033,4730394.26508033,"ZWE"
2034,5190952.98104318,"ZWE"
2035,5696352.4267556,"ZWE"
2036,6250958.36704795,"ZWE"
2037,6859561.62456436,"ZWE"
2038,7527419.4640681,"ZWE"
2039,8260301.00598881,"ZWE"
2040,9064537.06150506,"ZWE"
2041,9947074.81964974,"ZWE"
2042,10915537.8588392,"ZWE"
2043,11978292.0012205,"ZWE"
2044,13144517.5787024,"ZWE"
2045,14424288.7349224,"ZWE"
2046,15828660.4481797,"ZWE"
2047,17369764.027059,"ZWE"
2048,19060911.9036609,"ZWE"
2049,20916712.6296669,"ZWE"
2050,22953197.0686061,"ZWE"
