iso_code3,Nation,pop_lvst_initial_goats,Year
CAN,Canada,30002,2041
CAN,Canada,30002,2042
CAN,Canada,30002,2043
CAN,Canada,30002,2044
CAN,Canada,30002,2045
CAN,Canada,30002,2046
CAN,Canada,30002,2047
CAN,Canada,30002,2048
CAN,Canada,30002,2049
CAN,Canada,30002,2050
CAF,Central African Republic,6200000,2023
CAF,Central African Republic,6200000,2024
CAF,Central African Republic,6200000,2025
CAF,Central African Republic,6200000,2026
CAF,Central African Republic,6200000,2027
CAF,Central African Republic,6200000,2028
CAF,Central African Republic,6200000,2029
CAF,Central African Republic,6200000,2030
CAF,Central African Republic,6200000,2031
CAF,Central African Republic,6200000,2032
CAF,Central African Republic,6200000,2033
CAF,Central African Republic,6200000,2034
CAF,Central African Republic,6200000,2035
CAF,Central African Republic,6200000,2036
CAF,Central African Republic,6200000,2037
CAF,Central African Republic,6200000,2038
CAF,Central African Republic,6200000,2039
CAF,Central African Republic,6200000,2040
CAF,Central African Republic,6200000,2041
CAF,Central African Republic,6200000,2042
CAF,Central African Republic,6200000,2043
CAF,Central African Republic,6200000,2044
CAF,Central African Republic,6200000,2045
CAF,Central African Republic,6200000,2046
CAF,Central African Republic,6200000,2047
CAF,Central African Republic,6200000,2048
CAF,Central African Republic,6200000,2049
CAF,Central African Republic,6200000,2050
TCD,Chad,46438592,2023
TCD,Chad,46438592,2024
TCD,Chad,46438592,2025
TCD,Chad,46438592,2026
TCD,Chad,46438592,2027
TCD,Chad,46438592,2028
TCD,Chad,46438592,2029
TCD,Chad,46438592,2030
TCD,Chad,46438592,2031
TCD,Chad,46438592,2032
TCD,Chad,46438592,2033
TCD,Chad,46438592,2034
TCD,Chad,46438592,2035
TCD,Chad,46438592,2036
TCD,Chad,46438592,2037
TCD,Chad,46438592,2038
TCD,Chad,46438592,2039
TCD,Chad,46438592,2040
TCD,Chad,46438592,2041
TCD,Chad,46438592,2042
TCD,Chad,46438592,2043
TCD,Chad,46438592,2044
TCD,Chad,46438592,2045
TCD,Chad,46438592,2046
TCD,Chad,46438592,2047
TCD,Chad,46438592,2048
TCD,Chad,46438592,2049
TCD,Chad,46438592,2050
CHL,Chile,414187,2023
CHL,Chile,414187,2024
CHL,Chile,414187,2025
CHL,Chile,414187,2026
CHL,Chile,414187,2027
CHL,Chile,414187,2028
CHL,Chile,414187,2029
CHL,Chile,414187,2030
CHL,Chile,414187,2031
CHL,Chile,414187,2032
CHL,Chile,414187,2033
CHL,Chile,414187,2034
CHL,Chile,414187,2035
CHL,Chile,414187,2036
CHL,Chile,414187,2037
CHL,Chile,414187,2038
CHL,Chile,414187,2039
CHL,Chile,414187,2040
CHL,Chile,414187,2041
CHL,Chile,414187,2042
CHL,Chile,414187,2043
CHL,Chile,414187,2044
CHL,Chile,414187,2045
CHL,Chile,414187,2046
CHL,Chile,414187,2047
CHL,Chile,414187,2048
CHL,Chile,414187,2049
CHL,Chile,414187,2050
CHN,China,132359660,2023
CHN,China,132359660,2024
CHN,China,132359660,2025
CHN,China,132359660,2026
CHN,China,132359660,2027
CHN,China,132359660,2028
CHN,China,132359660,2029
CHN,China,132359660,2030
CHN,China,132359660,2031
CHN,China,132359660,2032
CHN,China,132359660,2033
CHN,China,132359660,2034
CHN,China,132359660,2035
CHN,China,132359660,2036
CHN,China,132359660,2037
CHN,China,132359660,2038
CHN,China,132359660,2039
CHN,China,132359660,2040
CHN,China,132359660,2041
CHN,China,132359660,2042
CHN,China,132359660,2043
CHN,China,132359660,2044
CHN,China,132359660,2045
CHN,China,132359660,2046
CHN,China,132359660,2047
CHN,China,132359660,2048
CHN,China,132359660,2049
CHN,China,132359660,2050
HKG,"China, Hong Kong SAR",664,2023
HKG,"China, Hong Kong SAR",664,2024
HKG,"China, Hong Kong SAR",664,2025
HKG,"China, Hong Kong SAR",664,2026
HKG,"China, Hong Kong SAR",664,2027
HKG,"China, Hong Kong SAR",664,2028
HKG,"China, Hong Kong SAR",664,2029
HKG,"China, Hong Kong SAR",664,2030
HKG,"China, Hong Kong SAR",664,2031
HKG,"China, Hong Kong SAR",664,2032
HKG,"China, Hong Kong SAR",664,2033
HKG,"China, Hong Kong SAR",664,2034
HKG,"China, Hong Kong SAR",664,2035
HKG,"China, Hong Kong SAR",664,2036
HKG,"China, Hong Kong SAR",664,2037
HKG,"China, Hong Kong SAR",664,2038
HKG,"China, Hong Kong SAR",664,2039
HKG,"China, Hong Kong SAR",664,2040
HKG,"China, Hong Kong SAR",664,2041
HKG,"China, Hong Kong SAR",664,2042
HKG,"China, Hong Kong SAR",664,2043
HKG,"China, Hong Kong SAR",664,2044
HKG,"China, Hong Kong SAR",664,2045
HKG,"China, Hong Kong SAR",664,2046
HKG,"China, Hong Kong SAR",664,2047
HKG,"China, Hong Kong SAR",664,2048
HKG,"China, Hong Kong SAR",664,2049
HKG,"China, Hong Kong SAR",664,2050
"China, mainland","China, mainland",132242500,2023
"China, mainland","China, mainland",132242500,2024
"China, mainland","China, mainland",132242500,2025
"China, mainland","China, mainland",132242500,2026
"China, mainland","China, mainland",132242500,2027
"China, mainland","China, mainland",132242500,2028
"China, mainland","China, mainland",132242500,2029
"China, mainland","China, mainland",132242500,2030
"China, mainland","China, mainland",132242500,2031
"China, mainland","China, mainland",132242500,2032
"China, mainland","China, mainland",132242500,2033
"China, mainland","China, mainland",132242500,2034
"China, mainland","China, mainland",132242500,2035
"China, mainland","China, mainland",132242500,2036
"China, mainland","China, mainland",132242500,2037
"China, mainland","China, mainland",132242500,2038
"China, mainland","China, mainland",132242500,2039
"China, mainland","China, mainland",132242500,2040
"China, mainland","China, mainland",132242500,2041
"China, mainland","China, mainland",132242500,2042
"China, mainland","China, mainland",132242500,2043
"China, mainland","China, mainland",132242500,2044
"China, mainland","China, mainland",132242500,2045
"China, mainland","China, mainland",132242500,2046
"China, mainland","China, mainland",132242500,2047
"China, mainland","China, mainland",132242500,2048
"China, mainland","China, mainland",132242500,2049
"China, mainland","China, mainland",132242500,2050
"China, Taiwan Province of","China, Taiwan Province of",116496,2023
"China, Taiwan Province of","China, Taiwan Province of",116496,2024
"China, Taiwan Province of","China, Taiwan Province of",116496,2025
"China, Taiwan Province of","China, Taiwan Province of",116496,2026
"China, Taiwan Province of","China, Taiwan Province of",116496,2027
"China, Taiwan Province of","China, Taiwan Province of",116496,2028
"China, Taiwan Province of","China, Taiwan Province of",116496,2029
"China, Taiwan Province of","China, Taiwan Province of",116496,2030
"China, Taiwan Province of","China, Taiwan Province of",116496,2031
"China, Taiwan Province of","China, Taiwan Province of",116496,2032
"China, Taiwan Province of","China, Taiwan Province of",116496,2033
"China, Taiwan Province of","China, Taiwan Province of",116496,2034
"China, Taiwan Province of","China, Taiwan Province of",116496,2035
"China, Taiwan Province of","China, Taiwan Province of",116496,2036
"China, Taiwan Province of","China, Taiwan Province of",116496,2037
"China, Taiwan Province of","China, Taiwan Province of",116496,2038
"China, Taiwan Province of","China, Taiwan Province of",116496,2039
"China, Taiwan Province of","China, Taiwan Province of",116496,2040
"China, Taiwan Province of","China, Taiwan Province of",116496,2041
"China, Taiwan Province of","China, Taiwan Province of",116496,2042
"China, Taiwan Province of","China, Taiwan Province of",116496,2043
"China, Taiwan Province of","China, Taiwan Province of",116496,2044
"China, Taiwan Province of","China, Taiwan Province of",116496,2045
"China, Taiwan Province of","China, Taiwan Province of",116496,2046
"China, Taiwan Province of","China, Taiwan Province of",116496,2047
"China, Taiwan Province of","China, Taiwan Province of",116496,2048
"China, Taiwan Province of","China, Taiwan Province of",116496,2049
"China, Taiwan Province of","China, Taiwan Province of",116496,2050
COL,Colombia,1155721,2023
COL,Colombia,1155721,2024
COL,Colombia,1155721,2025
COL,Colombia,1155721,2026
COL,Colombia,1155721,2027
COL,Colombia,1155721,2028
COL,Colombia,1155721,2029
COL,Colombia,1155721,2030
COL,Colombia,1155721,2031
COL,Colombia,1155721,2032
COL,Colombia,1155721,2033
COL,Colombia,1155721,2034
COL,Colombia,1155721,2035
COL,Colombia,1155721,2036
COL,Colombia,1155721,2037
COL,Colombia,1155721,2038
COL,Colombia,1155721,2039
COL,Colombia,1155721,2040
COL,Colombia,1155721,2041
COL,Colombia,1155721,2042
COL,Colombia,1155721,2043
COL,Colombia,1155721,2044
COL,Colombia,1155721,2045
COL,Colombia,1155721,2046
COL,Colombia,1155721,2047
COL,Colombia,1155721,2048
COL,Colombia,1155721,2049
COL,Colombia,1155721,2050
COM,Comoros,121144,2023
COM,Comoros,121144,2024
COM,Comoros,121144,2025
COM,Comoros,121144,2026
COM,Comoros,121144,2027
COM,Comoros,121144,2028
COM,Comoros,121144,2029
COM,Comoros,121144,2030
COM,Comoros,121144,2031
COM,Comoros,121144,2032
COM,Comoros,121144,2033
COM,Comoros,121144,2034
COM,Comoros,121144,2035
COM,Comoros,121144,2036
COM,Comoros,121144,2037
COM,Comoros,121144,2038
COM,Comoros,121144,2039
COM,Comoros,121144,2040
COM,Comoros,121144,2041
COM,Comoros,121144,2042
COM,Comoros,121144,2043
COM,Comoros,121144,2044
COM,Comoros,121144,2045
COM,Comoros,121144,2046
COM,Comoros,121144,2047
COM,Comoros,121144,2048
COM,Comoros,121144,2049
COM,Comoros,121144,2050
COG,Congo,328871,2023
COG,Congo,328871,2024
COG,Congo,328871,2025
COG,Congo,328871,2026
COG,Congo,328871,2027
COG,Congo,328871,2028
COG,Congo,328871,2029
COG,Congo,328871,2030
COG,Congo,328871,2031
COG,Congo,328871,2032
COG,Congo,328871,2033
COG,Congo,328871,2034
COG,Congo,328871,2035
COG,Congo,328871,2036
COG,Congo,328871,2037
COG,Congo,328871,2038
COG,Congo,328871,2039
COG,Congo,328871,2040
COG,Congo,328871,2041
COG,Congo,328871,2042
COG,Congo,328871,2043
COG,Congo,328871,2044
COG,Congo,328871,2045
COG,Congo,328871,2046
COG,Congo,328871,2047
COG,Congo,328871,2048
COG,Congo,328871,2049
COG,Congo,328871,2050
COK,Cook Islands,831,2023
COK,Cook Islands,831,2024
COK,Cook Islands,831,2025
COK,Cook Islands,831,2026
COK,Cook Islands,831,2027
COK,Cook Islands,831,2028
COK,Cook Islands,831,2029
COK,Cook Islands,831,2030
COK,Cook Islands,831,2031
COK,Cook Islands,831,2032
COK,Cook Islands,831,2033
COK,Cook Islands,831,2034
COK,Cook Islands,831,2035
COK,Cook Islands,831,2036
COK,Cook Islands,831,2037
COK,Cook Islands,831,2038
COK,Cook Islands,831,2039
COK,Cook Islands,831,2040
COK,Cook Islands,831,2041
COK,Cook Islands,831,2042
COK,Cook Islands,831,2043
COK,Cook Islands,831,2044
COK,Cook Islands,831,2045
COK,Cook Islands,831,2046
COK,Cook Islands,831,2047
COK,Cook Islands,831,2048
COK,Cook Islands,831,2049
COK,Cook Islands,831,2050
CRI,Costa Rica,79316,2023
CRI,Costa Rica,79316,2024
CRI,Costa Rica,79316,2025
CRI,Costa Rica,79316,2026
CRI,Costa Rica,79316,2027
CRI,Costa Rica,79316,2028
CRI,Costa Rica,79316,2029
CRI,Costa Rica,79316,2030
CRI,Costa Rica,79316,2031
CRI,Costa Rica,79316,2032
CRI,Costa Rica,79316,2033
CRI,Costa Rica,79316,2034
CRI,Costa Rica,79316,2035
CRI,Costa Rica,79316,2036
CRI,Costa Rica,79316,2037
CRI,Costa Rica,79316,2038
CRI,Costa Rica,79316,2039
CRI,Costa Rica,79316,2040
CRI,Costa Rica,79316,2041
CRI,Costa Rica,79316,2042
CRI,Costa Rica,79316,2043
CRI,Costa Rica,79316,2044
CRI,Costa Rica,79316,2045
CRI,Costa Rica,79316,2046
CRI,Costa Rica,79316,2047
CRI,Costa Rica,79316,2048
CRI,Costa Rica,79316,2049
CRI,Costa Rica,79316,2050
CIV,Côte d'Ivoire,3805052,2023
CIV,Côte d'Ivoire,3805052,2024
CIV,Côte d'Ivoire,3805052,2025
CIV,Côte d'Ivoire,3805052,2026
CIV,Côte d'Ivoire,3805052,2027
CIV,Côte d'Ivoire,3805052,2028
CIV,Côte d'Ivoire,3805052,2029
CIV,Côte d'Ivoire,3805052,2030
CIV,Côte d'Ivoire,3805052,2031
CIV,Côte d'Ivoire,3805052,2032
CIV,Côte d'Ivoire,3805052,2033
CIV,Côte d'Ivoire,3805052,2034
CIV,Côte d'Ivoire,3805052,2035
CIV,Côte d'Ivoire,3805052,2036
CIV,Côte d'Ivoire,3805052,2037
CIV,Côte d'Ivoire,3805052,2038
CIV,Côte d'Ivoire,3805052,2039
CIV,Côte d'Ivoire,3805052,2040
CIV,Côte d'Ivoire,3805052,2041
CIV,Côte d'Ivoire,3805052,2042
CIV,Côte d'Ivoire,3805052,2043
CIV,Côte d'Ivoire,3805052,2044
CIV,Côte d'Ivoire,3805052,2045
CIV,Côte d'Ivoire,3805052,2046
CIV,Côte d'Ivoire,3805052,2047
CIV,Côte d'Ivoire,3805052,2048
CIV,Côte d'Ivoire,3805052,2049
CIV,Côte d'Ivoire,3805052,2050
HRV,Croatia,82000,2023
HRV,Croatia,82000,2024
HRV,Croatia,82000,2025
HRV,Croatia,82000,2026
HRV,Croatia,82000,2027
HRV,Croatia,82000,2028
HRV,Croatia,82000,2029
HRV,Croatia,82000,2030
HRV,Croatia,82000,2031
HRV,Croatia,82000,2032
HRV,Croatia,82000,2033
HRV,Croatia,82000,2034
HRV,Croatia,82000,2035
HRV,Croatia,82000,2036
HRV,Croatia,82000,2037
HRV,Croatia,82000,2038
HRV,Croatia,82000,2039
HRV,Croatia,82000,2040
HRV,Croatia,82000,2041
HRV,Croatia,82000,2042
HRV,Croatia,82000,2043
HRV,Croatia,82000,2044
HRV,Croatia,82000,2045
HRV,Croatia,82000,2046
HRV,Croatia,82000,2047
HRV,Croatia,82000,2048
HRV,Croatia,82000,2049
HRV,Croatia,82000,2050
CUB,Cuba,634500,2023
CUB,Cuba,634500,2024
CUB,Cuba,634500,2025
CUB,Cuba,634500,2026
CUB,Cuba,634500,2027
CUB,Cuba,634500,2028
CUB,Cuba,634500,2029
CUB,Cuba,634500,2030
CUB,Cuba,634500,2031
CUB,Cuba,634500,2032
CUB,Cuba,634500,2033
CUB,Cuba,634500,2034
CUB,Cuba,634500,2035
CUB,Cuba,634500,2036
CUB,Cuba,634500,2037
CUB,Cuba,634500,2038
CUB,Cuba,634500,2039
CUB,Cuba,634500,2040
CUB,Cuba,634500,2041
CUB,Cuba,634500,2042
CUB,Cuba,634500,2043
CUB,Cuba,634500,2044
CUB,Cuba,634500,2045
CUB,Cuba,634500,2046
CUB,Cuba,634500,2047
CUB,Cuba,634500,2048
CUB,Cuba,634500,2049
CUB,Cuba,634500,2050
CYP,Cyprus,250410,2023
CYP,Cyprus,250410,2024
CYP,Cyprus,250410,2025
CYP,Cyprus,250410,2026
CYP,Cyprus,250410,2027
CYP,Cyprus,250410,2028
CYP,Cyprus,250410,2029
CYP,Cyprus,250410,2030
CYP,Cyprus,250410,2031
CYP,Cyprus,250410,2032
CYP,Cyprus,250410,2033
CYP,Cyprus,250410,2034
CYP,Cyprus,250410,2035
CYP,Cyprus,250410,2036
CYP,Cyprus,250410,2037
CYP,Cyprus,250410,2038
CYP,Cyprus,250410,2039
CYP,Cyprus,250410,2040
CYP,Cyprus,250410,2041
CYP,Cyprus,250410,2042
CYP,Cyprus,250410,2043
CYP,Cyprus,250410,2044
CYP,Cyprus,250410,2045
CYP,Cyprus,250410,2046
CYP,Cyprus,250410,2047
CYP,Cyprus,250410,2048
CYP,Cyprus,250410,2049
CYP,Cyprus,250410,2050
CZE,Czechia,24610,2023
CZE,Czechia,24610,2024
CZE,Czechia,24610,2025
CZE,Czechia,24610,2026
CZE,Czechia,24610,2027
CZE,Czechia,24610,2028
CZE,Czechia,24610,2029
CZE,Czechia,24610,2030
CZE,Czechia,24610,2031
CZE,Czechia,24610,2032
CZE,Czechia,24610,2033
CZE,Czechia,24610,2034
CZE,Czechia,24610,2035
CZE,Czechia,24610,2036
CZE,Czechia,24610,2037
CZE,Czechia,24610,2038
CZE,Czechia,24610,2039
CZE,Czechia,24610,2040
CZE,Czechia,24610,2041
CZE,Czechia,24610,2042
CZE,Czechia,24610,2043
CZE,Czechia,24610,2044
CZE,Czechia,24610,2045
CZE,Czechia,24610,2046
CZE,Czechia,24610,2047
CZE,Czechia,24610,2048
CZE,Czechia,24610,2049
CZE,Czechia,24610,2050
PRK,Democratic People's Republic of Korea,3944361,2023
PRK,Democratic People's Republic of Korea,3944361,2024
PRK,Democratic People's Republic of Korea,3944361,2025
PRK,Democratic People's Republic of Korea,3944361,2026
PRK,Democratic People's Republic of Korea,3944361,2027
PRK,Democratic People's Republic of Korea,3944361,2028
PRK,Democratic People's Republic of Korea,3944361,2029
PRK,Democratic People's Republic of Korea,3944361,2030
PRK,Democratic People's Republic of Korea,3944361,2031
PRK,Democratic People's Republic of Korea,3944361,2032
PRK,Democratic People's Republic of Korea,3944361,2033
PRK,Democratic People's Republic of Korea,3944361,2034
PRK,Democratic People's Republic of Korea,3944361,2035
PRK,Democratic People's Republic of Korea,3944361,2036
PRK,Democratic People's Republic of Korea,3944361,2037
PRK,Democratic People's Republic of Korea,3944361,2038
PRK,Democratic People's Republic of Korea,3944361,2039
PRK,Democratic People's Republic of Korea,3944361,2040
PRK,Democratic People's Republic of Korea,3944361,2041
PRK,Democratic People's Republic of Korea,3944361,2042
PRK,Democratic People's Republic of Korea,3944361,2043
PRK,Democratic People's Republic of Korea,3944361,2044
PRK,Democratic People's Republic of Korea,3944361,2045
PRK,Democratic People's Republic of Korea,3944361,2046
PRK,Democratic People's Republic of Korea,3944361,2047
PRK,Democratic People's Republic of Korea,3944361,2048
PRK,Democratic People's Republic of Korea,3944361,2049
PRK,Democratic People's Republic of Korea,3944361,2050
COD,Democratic Republic of the Congo,4125935,2023
COD,Democratic Republic of the Congo,4125935,2024
COD,Democratic Republic of the Congo,4125935,2025
COD,Democratic Republic of the Congo,4125935,2026
COD,Democratic Republic of the Congo,4125935,2027
COD,Democratic Republic of the Congo,4125935,2028
COD,Democratic Republic of the Congo,4125935,2029
COD,Democratic Republic of the Congo,4125935,2030
COD,Democratic Republic of the Congo,4125935,2031
COD,Democratic Republic of the Congo,4125935,2032
COD,Democratic Republic of the Congo,4125935,2033
COD,Democratic Republic of the Congo,4125935,2034
COD,Democratic Republic of the Congo,4125935,2035
COD,Democratic Republic of the Congo,4125935,2036
COD,Democratic Republic of the Congo,4125935,2037
COD,Democratic Republic of the Congo,4125935,2038
COD,Democratic Republic of the Congo,4125935,2039
COD,Democratic Republic of the Congo,4125935,2040
COD,Democratic Republic of the Congo,4125935,2041
COD,Democratic Republic of the Congo,4125935,2042
COD,Democratic Republic of the Congo,4125935,2043
COD,Democratic Republic of the Congo,4125935,2044
COD,Democratic Republic of the Congo,4125935,2045
COD,Democratic Republic of the Congo,4125935,2046
COD,Democratic Republic of the Congo,4125935,2047
COD,Democratic Republic of the Congo,4125935,2048
COD,Democratic Republic of the Congo,4125935,2049
COD,Democratic Republic of the Congo,4125935,2050
DNK,Denmark,18280,2023
DNK,Denmark,18280,2024
DNK,Denmark,18280,2025
DNK,Denmark,18280,2026
DNK,Denmark,18280,2027
DNK,Denmark,18280,2028
DNK,Denmark,18280,2029
DNK,Denmark,18280,2030
DNK,Denmark,18280,2031
DNK,Denmark,18280,2032
DNK,Denmark,18280,2033
DNK,Denmark,18280,2034
DNK,Denmark,18280,2035
DNK,Denmark,18280,2036
DNK,Denmark,18280,2037
DNK,Denmark,18280,2038
DNK,Denmark,18280,2039
DNK,Denmark,18280,2040
DNK,Denmark,18280,2041
DNK,Denmark,18280,2042
DNK,Denmark,18280,2043
DNK,Denmark,18280,2044
DNK,Denmark,18280,2045
DNK,Denmark,18280,2046
DNK,Denmark,18280,2047
DNK,Denmark,18280,2048
DNK,Denmark,18280,2049
DNK,Denmark,18280,2050
DJI,Djibouti,518966,2023
DJI,Djibouti,518966,2024
DJI,Djibouti,518966,2025
DJI,Djibouti,518966,2026
DJI,Djibouti,518966,2027
DJI,Djibouti,518966,2028
DJI,Djibouti,518966,2029
DJI,Djibouti,518966,2030
DJI,Djibouti,518966,2031
DJI,Djibouti,518966,2032
DJI,Djibouti,518966,2033
DJI,Djibouti,518966,2034
DJI,Djibouti,518966,2035
DJI,Djibouti,518966,2036
DJI,Djibouti,518966,2037
DJI,Djibouti,518966,2038
DJI,Djibouti,518966,2039
DJI,Djibouti,518966,2040
DJI,Djibouti,518966,2041
DJI,Djibouti,518966,2042
DJI,Djibouti,518966,2043
DJI,Djibouti,518966,2044
DJI,Djibouti,518966,2045
DJI,Djibouti,518966,2046
DJI,Djibouti,518966,2047
DJI,Djibouti,518966,2048
DJI,Djibouti,518966,2049
DJI,Djibouti,518966,2050
DMA,Dominica,9705,2023
DMA,Dominica,9705,2024
DMA,Dominica,9705,2025
DMA,Dominica,9705,2026
DMA,Dominica,9705,2027
DMA,Dominica,9705,2028
DMA,Dominica,9705,2029
DMA,Dominica,9705,2030
DMA,Dominica,9705,2031
DMA,Dominica,9705,2032
DMA,Dominica,9705,2033
DMA,Dominica,9705,2034
DMA,Dominica,9705,2035
DMA,Dominica,9705,2036
DMA,Dominica,9705,2037
DMA,Dominica,9705,2038
DMA,Dominica,9705,2039
DMA,Dominica,9705,2040
DMA,Dominica,9705,2041
DMA,Dominica,9705,2042
DMA,Dominica,9705,2043
DMA,Dominica,9705,2044
DMA,Dominica,9705,2045
DMA,Dominica,9705,2046
DMA,Dominica,9705,2047
DMA,Dominica,9705,2048
DMA,Dominica,9705,2049
DMA,Dominica,9705,2050
DOM,Dominican Republic,227932,2023
DOM,Dominican Republic,227932,2024
DOM,Dominican Republic,227932,2025
DOM,Dominican Republic,227932,2026
DOM,Dominican Republic,227932,2027
DOM,Dominican Republic,227932,2028
DOM,Dominican Republic,227932,2029
DOM,Dominican Republic,227932,2030
DOM,Dominican Republic,227932,2031
DOM,Dominican Republic,227932,2032
DOM,Dominican Republic,227932,2033
DOM,Dominican Republic,227932,2034
DOM,Dominican Republic,227932,2035
DOM,Dominican Republic,227932,2036
DOM,Dominican Republic,227932,2037
DOM,Dominican Republic,227932,2038
DOM,Dominican Republic,227932,2039
DOM,Dominican Republic,227932,2040
DOM,Dominican Republic,227932,2041
DOM,Dominican Republic,227932,2042
DOM,Dominican Republic,227932,2043
DOM,Dominican Republic,227932,2044
DOM,Dominican Republic,227932,2045
DOM,Dominican Republic,227932,2046
DOM,Dominican Republic,227932,2047
DOM,Dominican Republic,227932,2048
DOM,Dominican Republic,227932,2049
DOM,Dominican Republic,227932,2050
ECU,Ecuador,23789,2023
ECU,Ecuador,23789,2024
ECU,Ecuador,23789,2025
ECU,Ecuador,23789,2026
ECU,Ecuador,23789,2027
ECU,Ecuador,23789,2028
ECU,Ecuador,23789,2029
ECU,Ecuador,23789,2030
ECU,Ecuador,23789,2031
ECU,Ecuador,23789,2032
ECU,Ecuador,23789,2033
ECU,Ecuador,23789,2034
ECU,Ecuador,23789,2035
ECU,Ecuador,23789,2036
ECU,Ecuador,23789,2037
ECU,Ecuador,23789,2038
ECU,Ecuador,23789,2039
ECU,Ecuador,23789,2040
ECU,Ecuador,23789,2041
ECU,Ecuador,23789,2042
ECU,Ecuador,23789,2043
ECU,Ecuador,23789,2044
ECU,Ecuador,23789,2045
ECU,Ecuador,23789,2046
ECU,Ecuador,23789,2047
ECU,Ecuador,23789,2048
ECU,Ecuador,23789,2049
ECU,Ecuador,23789,2050
EGY,Egypt,1011000,2023
EGY,Egypt,1011000,2024
EGY,Egypt,1011000,2025
EGY,Egypt,1011000,2026
EGY,Egypt,1011000,2027
EGY,Egypt,1011000,2028
EGY,Egypt,1011000,2029
EGY,Egypt,1011000,2030
EGY,Egypt,1011000,2031
EGY,Egypt,1011000,2032
EGY,Egypt,1011000,2033
EGY,Egypt,1011000,2034
EGY,Egypt,1011000,2035
EGY,Egypt,1011000,2036
EGY,Egypt,1011000,2037
EGY,Egypt,1011000,2038
EGY,Egypt,1011000,2039
EGY,Egypt,1011000,2040
EGY,Egypt,1011000,2041
EGY,Egypt,1011000,2042
EGY,Egypt,1011000,2043
EGY,Egypt,1011000,2044
EGY,Egypt,1011000,2045
EGY,Egypt,1011000,2046
EGY,Egypt,1011000,2047
EGY,Egypt,1011000,2048
EGY,Egypt,1011000,2049
EGY,Egypt,1011000,2050
SLV,El Salvador,14221,2023
SLV,El Salvador,14221,2024
SLV,El Salvador,14221,2025
SLV,El Salvador,14221,2026
SLV,El Salvador,14221,2027
SLV,El Salvador,14221,2028
SLV,El Salvador,14221,2029
SLV,El Salvador,14221,2030
SLV,El Salvador,14221,2031
SLV,El Salvador,14221,2032
SLV,El Salvador,14221,2033
SLV,El Salvador,14221,2034
SLV,El Salvador,14221,2035
SLV,El Salvador,14221,2036
SLV,El Salvador,14221,2037
SLV,El Salvador,14221,2038
SLV,El Salvador,14221,2039
SLV,El Salvador,14221,2040
SLV,El Salvador,14221,2041
SLV,El Salvador,14221,2042
SLV,El Salvador,14221,2043
SLV,El Salvador,14221,2044
SLV,El Salvador,14221,2045
SLV,El Salvador,14221,2046
SLV,El Salvador,14221,2047
SLV,El Salvador,14221,2048
SLV,El Salvador,14221,2049
SLV,El Salvador,14221,2050
GNQ,Equatorial Guinea,9953,2023
GNQ,Equatorial Guinea,9953,2024
GNQ,Equatorial Guinea,9953,2025
GNQ,Equatorial Guinea,9953,2026
GNQ,Equatorial Guinea,9953,2027
GNQ,Equatorial Guinea,9953,2028
GNQ,Equatorial Guinea,9953,2029
GNQ,Equatorial Guinea,9953,2030
GNQ,Equatorial Guinea,9953,2031
GNQ,Equatorial Guinea,9953,2032
GNQ,Equatorial Guinea,9953,2033
GNQ,Equatorial Guinea,9953,2034
GNQ,Equatorial Guinea,9953,2035
GNQ,Equatorial Guinea,9953,2036
GNQ,Equatorial Guinea,9953,2037
GNQ,Equatorial Guinea,9953,2038
GNQ,Equatorial Guinea,9953,2039
GNQ,Equatorial Guinea,9953,2040
GNQ,Equatorial Guinea,9953,2041
GNQ,Equatorial Guinea,9953,2042
GNQ,Equatorial Guinea,9953,2043
GNQ,Equatorial Guinea,9953,2044
GNQ,Equatorial Guinea,9953,2045
GNQ,Equatorial Guinea,9953,2046
GNQ,Equatorial Guinea,9953,2047
GNQ,Equatorial Guinea,9953,2048
GNQ,Equatorial Guinea,9953,2049
GNQ,Equatorial Guinea,9953,2050
ERI,Eritrea,1897173,2023
ERI,Eritrea,1897173,2024
ERI,Eritrea,1897173,2025
ERI,Eritrea,1897173,2026
ERI,Eritrea,1897173,2027
ERI,Eritrea,1897173,2028
ERI,Eritrea,1897173,2029
ERI,Eritrea,1897173,2030
ERI,Eritrea,1897173,2031
ERI,Eritrea,1897173,2032
ERI,Eritrea,1897173,2033
ERI,Eritrea,1897173,2034
ERI,Eritrea,1897173,2035
ERI,Eritrea,1897173,2036
ERI,Eritrea,1897173,2037
ERI,Eritrea,1897173,2038
ERI,Eritrea,1897173,2039
ERI,Eritrea,1897173,2040
ERI,Eritrea,1897173,2041
ERI,Eritrea,1897173,2042
ERI,Eritrea,1897173,2043
ERI,Eritrea,1897173,2044
ERI,Eritrea,1897173,2045
ERI,Eritrea,1897173,2046
ERI,Eritrea,1897173,2047
ERI,Eritrea,1897173,2048
ERI,Eritrea,1897173,2049
ERI,Eritrea,1897173,2050
EST,Estonia,4000,2023
EST,Estonia,4000,2024
EST,Estonia,4000,2025
EST,Estonia,4000,2026
EST,Estonia,4000,2027
EST,Estonia,4000,2028
EST,Estonia,4000,2029
EST,Estonia,4000,2030
EST,Estonia,4000,2031
EST,Estonia,4000,2032
EST,Estonia,4000,2033
EST,Estonia,4000,2034
EST,Estonia,4000,2035
EST,Estonia,4000,2036
EST,Estonia,4000,2037
EST,Estonia,4000,2038
